,VOLVB SS Equity,VOLVB SS Equity,VOLVB SS Equity,VOLVB SS Equity,VOLVB SS Equity
2010-06-21,54.015,55.3504,53.9581,54.2707,12096356.0
2010-06-22,53.9865,54.4412,52.6511,53.3899,12818100.0
2010-06-23,52.7647,54.4412,52.6795,53.4467,6882630.0
2010-06-24,53.7024,53.9865,51.2588,51.4861,11639805.0
2010-06-25,53.7024,53.9865,51.2588,51.4861,11639805.0
2010-06-26,53.7024,53.9865,51.2588,51.4861,11639805.0
2010-06-27,53.7024,53.9865,51.2588,51.4861,11639805.0
2010-06-28,51.9692,52.6511,50.8326,51.2872,12181186.0
2010-06-29,50.8326,50.8326,48.6731,49.0709,9451950.0
2010-06-30,49.3835,50.4632,48.6163,49.6392,13700404.0
2010-07-01,48.4458,49.3267,47.7639,48.3038,11466268.0
2010-07-02,48.9573,49.0709,48.1333,48.1901,7630248.0
2010-07-03,48.9573,49.0709,48.1333,48.1901,7630248.0
2010-07-04,48.9573,49.0709,48.1333,48.1901,7630248.0
2010-07-05,48.6447,48.73,47.565,47.7071,4180313.0
2010-07-06,48.1049,50.2643,47.9912,49.9518,6875125.0
2010-07-07,49.696,50.8326,49.2698,50.6905,6883442.0
2010-07-08,51.3725,51.4861,50.52,50.7758,5191572.0
2010-07-09,51.0883,51.6566,50.8326,51.6566,3529438.0
2010-07-10,51.0883,51.6566,50.8326,51.6566,3529438.0
2010-07-11,51.0883,51.6566,50.8326,51.6566,3529438.0
2010-07-12,51.7134,51.9976,50.52,50.7758,5418928.0
2010-07-13,50.9178,52.8784,50.861,52.8784,6760612.0
2010-07-14,53.0489,53.2478,52.1112,52.6227,4280117.0
2010-07-15,52.367,53.0489,51.3156,51.7418,7218042.0
2010-07-16,52.1112,52.6795,50.7189,50.861,7365761.0
2010-07-17,52.1112,52.6795,50.7189,50.861,7365761.0
2010-07-18,52.1112,52.6795,50.7189,50.861,7365761.0
2010-07-19,50.6053,51.3156,49.5256,50.4348,5533724.0
2010-07-20,51.0599,51.1452,48.9573,49.5824,5164639.0
2010-07-21,50.2927,51.6566,49.8381,51.0599,7789325.0
2010-07-22,50.2927,52.0828,49.6108,51.1452,13112620.0
2010-07-23,51.4009,52.7363,51.2588,51.9692,8689625.0
2010-07-24,51.4009,52.7363,51.2588,51.9692,8689625.0
2010-07-25,51.4009,52.7363,51.2588,51.9692,8689625.0
2010-07-26,52.4522,52.9352,52.2817,52.7932,5444306.0
2010-07-27,52.8216,53.1341,51.8555,52.0828,6315020.0
2010-07-28,52.2817,52.7647,51.2588,51.5429,5346964.0
2010-07-29,51.685,51.8839,50.7474,50.9178,5067982.0
2010-07-30,50.4348,51.5429,50.4064,51.1167,5580700.0
2010-07-31,50.4348,51.5429,50.4064,51.1167,5580700.0
2010-08-01,50.4348,51.5429,50.4064,51.1167,5580700.0
2010-08-02,51.4293,52.5943,51.4293,52.4238,5354684.0
2010-08-03,52.3954,52.7932,52.0828,52.509,3037827.0
2010-08-04,52.4238,52.5659,51.7134,52.1112,4710405.0
2010-08-05,52.2817,52.85,52.0828,52.6227,3901587.0
2010-08-06,52.85,53.1057,51.4293,51.5998,5891693.0
2010-08-07,52.85,53.1057,51.4293,51.5998,5891693.0
2010-08-08,52.85,53.1057,51.4293,51.5998,5891693.0
2010-08-09,52.1681,52.4522,51.5998,51.7703,4327090.0
2010-08-10,51.4861,51.5714,50.8042,51.0315,5035692.0
2010-08-11,50.6905,50.861,48.8152,48.9573,8010250.0
2010-08-12,48.872,49.2414,47.7639,48.3322,9417338.0
2010-08-13,48.9004,48.9289,47.7639,48.6447,5097029.0
2010-08-14,48.9004,48.9289,47.7639,48.6447,5097029.0
2010-08-15,48.9004,48.9289,47.7639,48.6447,5097029.0
2010-08-16,48.8436,49.4119,48.4458,49.2982,5130335.0
2010-08-17,49.6676,50.6621,49.5256,50.4632,5716949.0
2010-08-18,50.5485,51.2872,50.378,51.0315,7081068.0
2010-08-19,51.3725,51.5145,49.4687,49.4687,7622090.0
2010-08-20,49.2982,49.7529,48.4174,48.4174,6339213.0
2010-08-21,49.2982,49.7529,48.4174,48.4174,6339213.0
2010-08-22,49.2982,49.7529,48.4174,48.4174,6339213.0
2010-08-23,48.5879,48.872,46.9115,47.0535,10457134.0
2010-08-24,46.5989,46.8546,45.9454,46.6557,8895214.0
2010-08-25,47.1672,48.2185,46.1727,47.4229,11645266.0
2010-08-26,48.1333,48.5879,47.7923,48.389,7858029.0
2010-08-27,48.4174,49.0141,47.4229,48.9289,6625064.0
2010-08-28,48.4174,49.0141,47.4229,48.9289,6625064.0
2010-08-29,48.4174,49.0141,47.4229,48.9289,6625064.0
2010-08-30,49.4403,49.554,47.6218,48.1049,3911961.0
2010-08-31,47.3945,48.7015,47.0535,48.7015,6485597.0
2010-09-01,48.9857,50.4632,47.9628,50.3211,9303547.0
2010-09-02,50.1507,50.9178,49.554,50.4632,6436899.0
2010-09-03,50.5769,51.4861,50.4632,51.0315,10174938.0
2010-09-04,50.5769,51.4861,50.4632,51.0315,10174938.0
2010-09-05,50.5769,51.4861,50.4632,51.0315,10174938.0
2010-09-06,51.3156,51.4861,51.0315,51.2872,2641232.0
2010-09-07,51.1167,51.2588,50.6053,51.0031,4116580.0
2010-09-08,50.7189,51.1452,49.7813,51.1452,8418002.0
2010-09-09,51.0883,52.5943,50.7758,52.5943,8778769.0
2010-09-10,52.3101,53.3899,52.3101,52.9068,7448111.0
2010-09-11,52.3101,53.3899,52.3101,52.9068,7448111.0
2010-09-12,52.3101,53.3899,52.3101,52.9068,7448111.0
2010-09-13,53.4183,53.7592,52.85,53.5035,6058438.0
2010-09-14,53.7024,53.9581,53.0489,53.7308,4863877.0
2010-09-15,53.7308,54.7253,53.3614,54.3843,11348806.0
2010-09-16,54.2423,54.5264,53.191,53.7024,5200693.0
2010-09-17,54.015,54.4696,53.9297,54.3275,7705860.0
2010-09-18,54.015,54.4696,53.9297,54.3275,7705860.0
2010-09-19,54.015,54.4696,53.9297,54.3275,7705860.0
2010-09-20,54.015,54.839,53.9865,54.839,7200509.0
2010-09-21,54.7537,55.4925,54.6685,55.0947,6913280.0
2010-09-22,55.4072,55.6061,54.2991,55.0947,7006855.0
2010-09-23,55.2936,55.3788,53.5319,53.9297,8464477.0
2010-09-24,53.9013,56.0892,53.5603,55.9471,7442356.0
2010-09-25,53.9013,56.0892,53.5603,55.9471,7442356.0
2010-09-26,53.9013,56.0892,53.5603,55.9471,7442356.0
2010-09-27,55.9471,56.6859,55.4925,55.5209,4444875.0
2010-09-28,55.3504,56.0608,54.6969,55.7198,6807151.0
2010-09-29,56.1176,56.7427,55.7482,56.6859,6477124.0
2010-09-30,56.3449,57.0553,55.9471,56.2597,8072553.0
2010-10-01,56.0892,56.7143,55.3504,55.5493,8202392.0
2010-10-02,56.0892,56.7143,55.3504,55.5493,8202392.0
2010-10-03,56.0892,56.7143,55.3504,55.5493,8202392.0
2010-10-04,55.5493,55.6346,54.2423,54.2423,5566392.0
2010-10-05,54.5548,56.0892,53.9297,55.2652,9450164.0
2010-10-06,55.8619,56.5154,55.0947,55.1515,8786839.0
2010-10-07,53.3046,53.5319,52.2249,52.2249,54654393.0
2010-10-08,52.1965,52.3385,51.5145,52.3385,18375485.0
2010-10-09,52.1965,52.3385,51.5145,52.3385,18375485.0
2010-10-10,52.1965,52.3385,51.5145,52.3385,18375485.0
2010-10-11,52.7647,53.3614,52.6795,52.9921,10847888.0
2010-10-12,52.85,53.0489,52.3385,52.7647,9192435.0
2010-10-13,53.0205,53.5888,52.7932,53.1625,10918924.0
2010-10-14,52.9636,53.6172,52.2817,52.4522,8904825.0
2010-10-15,52.7363,52.7932,52.1965,52.2249,6703041.0
2010-10-16,52.7363,52.7932,52.1965,52.2249,6703041.0
2010-10-17,52.7363,52.7932,52.1965,52.2249,6703041.0
2010-10-18,52.1965,52.3101,51.8271,51.8839,6371103.0
2010-10-19,52.85,53.6172,52.5659,52.6511,12532157.0
2010-10-20,52.6227,52.9352,52.3385,52.8784,7847703.0
2010-10-21,53.0205,54.6117,52.8784,54.4128,13177315.0
2010-10-22,53.5603,54.4412,52.7932,53.3614,18922404.0
2010-10-23,53.5603,54.4412,52.7932,53.3614,18922404.0
2010-10-24,53.5603,54.4412,52.7932,53.3614,18922404.0
2010-10-25,53.5603,54.0718,52.8784,53.1341,9061853.0
2010-10-26,52.9636,53.5319,52.6227,52.9068,7985375.0
2010-10-27,52.7932,53.0489,52.2249,52.2249,6427885.0
2010-10-28,52.5374,52.6795,51.0883,51.3156,8730660.0
2010-10-29,51.1452,51.6282,50.7758,51.4009,8221266.0
2010-10-30,51.1452,51.6282,50.7758,51.4009,8221266.0
2010-10-31,51.1452,51.6282,50.7758,51.4009,8221266.0
2010-11-01,52.026,52.1112,51.1736,51.7134,6366129.0
2010-11-02,51.4009,52.85,51.4009,52.7363,7449793.0
2010-11-03,53.1057,53.7024,52.5659,53.333,8929561.0
2010-11-04,53.8729,54.839,53.7592,54.5548,10943677.0
2010-11-05,54.6969,54.8106,53.7308,53.7308,3584077.0
2010-11-06,54.6969,54.8106,53.7308,53.7308,3584077.0
2010-11-07,54.6969,54.8106,53.7308,53.7308,3584077.0
2010-11-08,54.015,54.839,53.9865,54.7821,8782598.0
2010-11-09,54.6969,55.5777,54.5548,55.5209,7054596.0
2010-11-10,55.2936,55.3788,54.7821,55.1231,5471356.0
2010-11-11,55.2083,55.4641,54.839,55.3504,5395045.0
2010-11-12,54.5548,55.2652,54.4412,54.981,5679803.0
2010-11-13,54.5548,55.2652,54.4412,54.981,5679803.0
2010-11-14,54.5548,55.2652,54.4412,54.981,5679803.0
2010-11-15,54.9526,55.322,54.5832,55.322,7209625.0
2010-11-16,55.1231,55.1231,53.9013,54.2423,7788794.0
2010-11-17,53.9297,55.1799,53.7308,54.8106,7181734.0
2010-11-18,55.3788,56.3165,55.2083,56.2597,9212173.0
2010-11-19,56.2028,56.8848,55.8335,56.8848,7964052.0
2010-11-20,56.2028,56.8848,55.8335,56.8848,7964052.0
2010-11-21,56.2028,56.8848,55.8335,56.8848,7964052.0
2010-11-22,57.2257,57.6804,56.5154,56.9416,9620232.0
2010-11-23,56.4586,56.9416,55.6061,55.663,7173626.0
2010-11-24,55.7766,56.4302,54.8106,56.2028,9525409.0
2010-11-25,56.4302,57.4531,56.2597,57.3962,7456124.0
2010-11-26,57.1121,57.4531,56.4586,56.9984,6126554.0
2010-11-27,57.1121,57.4531,56.4586,56.9984,6126554.0
2010-11-28,57.1121,57.4531,56.4586,56.9984,6126554.0
2010-11-29,57.3962,58.0213,56.2597,56.5154,9459326.0
2010-11-30,57.1121,58.0213,56.5154,58.0213,26015635.0
2010-12-01,59.8398,61.6015,59.442,61.6015,19618473.0
2010-12-02,61.772,62.5676,61.1469,62.2266,13427658.0
2010-12-03,63.079,65.1248,63.079,65.1248,14756720.0
2010-12-04,63.079,65.1248,63.079,65.1248,14756720.0
2010-12-05,63.079,65.1248,63.079,65.1248,14756720.0
2010-12-06,65.068,65.5226,64.4429,64.8407,6636221.0
2010-12-07,65.2953,65.409,63.8178,63.8178,9192872.0
2010-12-08,63.6473,64.1588,62.9654,63.1927,9108850.0
2010-12-09,63.9883,63.9883,61.2037,61.7151,10374692.0
2010-12-10,61.8856,62.5107,61.5447,62.1129,6523423.0
2010-12-11,61.8856,62.5107,61.5447,62.1129,6523423.0
2010-12-12,61.8856,62.5107,61.5447,62.1129,6523423.0
2010-12-13,62.7949,63.0222,61.9425,61.9425,9877111.0
2010-12-14,62.4539,62.7381,62.0561,62.3971,7826068.0
2010-12-15,62.5107,62.7949,62.1129,62.7949,7104931.0
2010-12-16,63.079,63.5905,62.8517,63.5336,6439702.0
2010-12-17,63.761,64.0451,63.4768,63.4768,7316065.0
2010-12-18,63.761,64.0451,63.4768,63.4768,7316065.0
2010-12-19,63.761,64.0451,63.4768,63.4768,7316065.0
2010-12-20,63.4768,64.2156,63.1927,63.761,8094900.0
2010-12-21,64.2724,64.8975,64.0451,64.8975,5159882.0
2010-12-22,65.1817,66.8297,65.1248,66.716,7127550.0
2010-12-23,66.4887,66.8865,65.8636,66.1477,3351385.0
2010-12-24,66.4887,66.8865,65.8636,66.1477,3351385.0
2010-12-25,66.4887,66.8865,65.8636,66.1477,3351385.0
2010-12-26,66.4887,66.8865,65.8636,66.1477,3351385.0
2010-12-27,66.3182,66.6024,65.9204,66.4887,3051554.0
2010-12-28,66.4887,66.716,66.0909,66.0909,2549160.0
2010-12-29,66.2614,66.716,66.2046,66.716,2305903.0
2010-12-30,66.7728,67.5116,66.4887,67.3411,4874883.0
2010-12-31,66.7728,67.5116,66.4887,67.3411,4874883.0
2011-01-01,66.7728,67.5116,66.4887,67.3411,4874883.0
2011-01-02,66.7728,67.5116,66.4887,67.3411,4874883.0
2011-01-03,67.8526,69.1596,67.6821,69.1596,6889468.0
2011-01-04,69.3301,69.3301,67.0001,67.2275,9188115.0
2011-01-05,67.2843,67.4548,65.8636,66.1477,4331106.0
2011-01-06,67.2843,67.4548,65.8636,66.1477,4331106.0
2011-01-07,68.1367,68.9323,67.1138,68.3072,10514179.0
2011-01-08,68.1367,68.9323,67.1138,68.3072,10514179.0
2011-01-09,68.1367,68.9323,67.1138,68.3072,10514179.0
2011-01-10,68.3072,68.4777,66.5455,66.9433,7166262.0
2011-01-11,67.3979,68.3072,66.9433,68.0799,8264980.0
2011-01-12,68.3072,68.6482,67.7957,67.9094,5280921.0
2011-01-13,68.364,68.364,66.6592,67.057,5908557.0
2011-01-14,67.057,67.3979,65.9772,67.1706,7347582.0
2011-01-15,67.057,67.3979,65.9772,67.1706,7347582.0
2011-01-16,67.057,67.3979,65.9772,67.1706,7347582.0
2011-01-17,67.1706,67.3411,66.4319,67.0001,2918411.0
2011-01-18,67.2843,67.3411,65.9772,66.5455,9285462.0
2011-01-19,66.4319,66.4887,63.761,63.761,13052460.0
2011-01-20,63.9883,64.0451,62.2266,62.6244,15976902.0
2011-01-21,62.8517,63.4768,62.2834,63.42,10957604.0
2011-01-22,62.8517,63.4768,62.2834,63.42,10957604.0
2011-01-23,62.8517,63.4768,62.2834,63.42,10957604.0
2011-01-24,63.761,64.1019,61.8856,62.3971,10733566.0
2011-01-25,62.9654,65.0112,62.5107,63.9314,11969701.0
2011-01-26,64.4997,66.0341,64.3861,65.7499,8136113.0
2011-01-27,65.3521,66.2614,64.3861,65.2385,12344594.0
2011-01-28,65.2953,65.5226,63.8746,63.8746,6810848.0
2011-01-29,65.2953,65.5226,63.8746,63.8746,6810848.0
2011-01-30,65.2953,65.5226,63.8746,63.8746,6810848.0
2011-01-31,63.7041,63.9314,62.8517,63.4768,6640452.0
2011-02-01,63.8178,64.3861,61.9993,62.1129,10947053.0
2011-02-02,62.4539,62.8517,59.2715,60.4081,18516916.0
2011-02-03,60.7491,61.3742,59.4989,60.8059,11670761.0
2011-02-04,59.3852,62.5107,59.3852,62.4539,24802067.0
2011-02-05,59.3852,62.5107,59.3852,62.4539,24802067.0
2011-02-06,59.3852,62.5107,59.3852,62.4539,24802067.0
2011-02-07,62.9654,63.3063,62.1129,62.5676,9306327.0
2011-02-08,62.7949,63.5905,61.5447,62.0561,11512563.0
2011-02-09,62.3971,63.1927,61.772,61.9425,9035709.0
2011-02-10,61.8288,62.2266,61.3174,61.9993,6269129.0
2011-02-11,61.9993,63.1927,61.09,63.1927,8439282.0
2011-02-12,61.9993,63.1927,61.09,63.1927,8439282.0
2011-02-13,61.9993,63.1927,61.09,63.1927,8439282.0
2011-02-14,64.1019,64.7839,63.42,64.3292,10866825.0
2011-02-15,64.3292,64.4997,62.6244,63.079,9453438.0
2011-02-16,63.3063,63.8746,62.6244,63.0222,6396449.0
2011-02-17,63.1927,63.1927,60.7491,61.2037,11876652.0
2011-02-18,61.4878,62.1129,60.5218,61.3742,7395389.0
2011-02-19,61.4878,62.1129,60.5218,61.3742,7395389.0
2011-02-20,61.4878,62.1129,60.5218,61.3742,7395389.0
2011-02-21,61.2605,62.1698,60.5218,60.7491,7466867.0
2011-02-22,60.2945,60.8059,59.3852,60.6354,9273391.0
2011-02-23,60.2376,60.4081,58.6464,59.4989,11694984.0
2011-02-24,58.5328,60.5786,58.476,60.124,8568368.0
2011-02-25,60.6922,61.5447,60.1808,61.09,5640204.0
2011-02-26,60.6922,61.5447,60.1808,61.09,5640204.0
2011-02-27,60.6922,61.5447,60.1808,61.09,5640204.0
