,COAL IN Equity
2013-03-17,40.0942
2013-03-18,40.0942
2013-03-19,40.0942
2013-03-20,40.0942
2013-03-21,40.0942
2013-03-22,40.0942
2013-03-23,40.0942
2013-03-24,40.0942
2013-03-25,40.0942
2013-03-26,40.0942
2013-03-27,40.0942
2013-03-28,40.0942
2013-03-29,40.0942
2013-03-30,40.0942
2013-03-31,39.0359
2013-04-01,39.0359
2013-04-02,39.0359
2013-04-03,39.0359
2013-04-04,39.0359
2013-04-05,39.0359
2013-04-06,39.0359
2013-04-07,39.0359
2013-04-08,39.0359
2013-04-09,39.0359
2013-04-10,39.0359
2013-04-11,39.0359
2013-04-12,39.0359
2013-04-13,39.0359
2013-04-14,39.0359
2013-04-15,39.0359
2013-04-16,39.0359
2013-04-17,39.0359
2013-04-18,39.0359
2013-04-19,39.0359
2013-04-20,39.0359
2013-04-21,39.0359
2013-04-22,39.0359
2013-04-23,39.0359
2013-04-24,39.0359
2013-04-25,39.0359
2013-04-26,39.0359
2013-04-27,39.0359
2013-04-28,39.0359
2013-04-29,39.0359
2013-04-30,39.0359
2013-05-01,39.0359
2013-05-02,39.0359
2013-05-03,39.0359
2013-05-04,39.0359
2013-05-05,39.0359
2013-05-06,39.0359
2013-05-07,39.0359
2013-05-08,39.0359
2013-05-09,39.0359
2013-05-10,39.0359
2013-05-11,39.0359
2013-05-12,39.0359
2013-05-13,39.0359
2013-05-14,39.0359
2013-05-15,39.0359
2013-05-16,39.0359
2013-05-17,39.0359
2013-05-18,39.0359
2013-05-19,39.0359
2013-05-20,39.0359
2013-05-21,39.0359
2013-05-22,39.0359
2013-05-23,39.0359
2013-05-24,39.0359
2013-05-25,39.0359
2013-05-26,39.0359
2013-05-27,39.0359
2013-05-28,39.0359
2013-05-29,39.0359
2013-05-30,39.0359
2013-05-31,39.0359
2013-06-01,39.0359
2013-06-02,39.0359
2013-06-03,39.0359
2013-06-04,39.0359
2013-06-05,39.0359
2013-06-06,39.0359
2013-06-07,39.0359
2013-06-08,39.0359
2013-06-09,39.0359
2013-06-10,39.0359
2013-06-11,39.0359
2013-06-12,39.0359
2013-06-13,39.0359
2013-06-14,39.0359
2013-06-15,39.0359
2013-06-16,39.0359
2013-06-17,39.0359
2013-06-18,39.0359
2013-06-19,39.0359
2013-06-20,39.0359
2013-06-21,39.0359
2013-06-22,39.0359
2013-06-23,39.0359
2013-06-24,39.0359
2013-06-25,39.0359
2013-06-26,39.0359
2013-06-27,39.0359
2013-06-28,39.0359
2013-06-29,39.0359
2013-06-30,39.0359
2013-07-01,39.0359
2013-07-02,39.0359
2013-07-03,39.0359
2013-07-04,39.0359
2013-07-05,39.0359
2013-07-06,39.0359
2013-07-07,39.0359
2013-07-08,39.0359
2013-07-09,39.0359
2013-07-10,39.0359
2013-07-11,39.0359
2013-07-12,39.0359
2013-07-13,39.0359
2013-07-14,39.0359
2013-07-15,39.0359
2013-07-16,39.0359
2013-07-17,39.0359
2013-07-18,39.0359
2013-07-19,39.0359
2013-07-20,39.0359
2013-07-21,39.0359
2013-07-22,39.0359
2013-07-23,39.0359
2013-07-24,39.0359
2013-07-25,39.0359
2013-07-26,39.0359
2013-07-27,39.0359
2013-07-28,39.0359
2013-07-29,39.0359
2013-07-30,39.0359
2013-07-31,39.0359
2013-08-01,39.0359
2013-08-02,39.0359
2013-08-03,39.0359
2013-08-04,39.0359
2013-08-05,39.0359
2013-08-06,39.0359
2013-08-07,39.0359
2013-08-08,39.0359
2013-08-09,39.0359
2013-08-10,39.0359
2013-08-11,39.0359
2013-08-12,39.0359
2013-08-13,39.0359
2013-08-14,39.0359
2013-08-15,39.0359
2013-08-16,39.0359
2013-08-17,39.0359
2013-08-18,39.0359
2013-08-19,39.0359
2013-08-20,39.0359
2013-08-21,39.0359
2013-08-22,39.0359
2013-08-23,39.0359
2013-08-24,39.0359
2013-08-25,39.0359
2013-08-26,39.0359
2013-08-27,39.0359
2013-08-28,39.0359
2013-08-29,39.0359
2013-08-30,39.0359
2013-08-31,39.0359
2013-09-01,39.0359
2013-09-02,39.0359
2013-09-03,39.0359
2013-09-04,39.0359
2013-09-05,39.0359
2013-09-06,39.0359
2013-09-07,39.0359
2013-09-08,39.0359
2013-09-09,39.0359
2013-09-10,39.0359
2013-09-11,39.0359
2013-09-12,39.0359
2013-09-13,39.0359
2013-09-14,39.0359
2013-09-15,39.0359
2013-09-16,39.0359
2013-09-17,39.0359
2013-09-18,39.0359
2013-09-19,39.0359
2013-09-20,39.0359
2013-09-21,39.0359
2013-09-22,39.0359
2013-09-23,39.0359
2013-09-24,39.0359
2013-09-25,39.0359
2013-09-26,39.0359
2013-09-27,39.0359
2013-09-28,39.0359
2013-09-29,39.0359
2013-09-30,39.0359
2013-10-01,39.0359
2013-10-02,39.0359
2013-10-03,39.0359
2013-10-04,39.0359
2013-10-05,39.0359
2013-10-06,39.0359
2013-10-07,39.0359
2013-10-08,39.0359
2013-10-09,39.0359
2013-10-10,39.0359
2013-10-11,39.0359
2013-10-12,39.0359
2013-10-13,39.0359
2013-10-14,39.0359
2013-10-15,39.0359
2013-10-16,39.0359
2013-10-17,39.0359
2013-10-18,39.0359
2013-10-19,39.0359
2013-10-20,39.0359
2013-10-21,39.0359
2013-10-22,39.0359
2013-10-23,39.0359
2013-10-24,39.0359
2013-10-25,39.0359
2013-10-26,39.0359
2013-10-27,39.0359
2013-10-28,39.0359
2013-10-29,39.0359
2013-10-30,39.0359
2013-10-31,39.0359
2013-11-01,39.0359
2013-11-02,39.0359
2013-11-03,39.0359
2013-11-04,39.0359
2013-11-05,39.0359
2013-11-06,39.0359
2013-11-07,39.0359
2013-11-08,39.0359
2013-11-09,39.0359
2013-11-10,39.0359
2013-11-11,39.0359
2013-11-12,39.0359
2013-11-13,39.0359
2013-11-14,39.0359
2013-11-15,39.0359
2013-11-16,39.0359
2013-11-17,39.0359
2013-11-18,39.0359
2013-11-19,39.0359
2013-11-20,39.0359
2013-11-21,39.0359
2013-11-22,39.0359
2013-11-23,39.0359
2013-11-24,39.0359
2013-11-25,39.0359
2013-11-26,39.0359
2013-11-27,39.0359
2013-11-28,39.0359
2013-11-29,39.0359
2013-11-30,39.0359
2013-12-01,39.0359
2013-12-02,39.0359
2013-12-03,39.0359
2013-12-04,39.0359
2013-12-05,39.0359
2013-12-06,39.0359
2013-12-07,39.0359
2013-12-08,39.0359
2013-12-09,39.0359
2013-12-10,39.0359
2013-12-11,39.0359
2013-12-12,39.0359
2013-12-13,39.0359
2013-12-14,39.0359
2013-12-15,39.0359
2013-12-16,39.0359
2013-12-17,39.0359
2013-12-18,39.0359
2013-12-19,39.0359
2013-12-20,39.0359
2013-12-21,39.0359
2013-12-22,39.0359
2013-12-23,39.0359
2013-12-24,39.0359
2013-12-25,39.0359
2013-12-26,39.0359
2013-12-27,39.0359
2013-12-28,39.0359
2013-12-29,39.0359
2013-12-30,39.0359
2013-12-31,39.0359
2014-01-01,39.0359
2014-01-02,39.0359
2014-01-03,39.0359
2014-01-04,39.0359
2014-01-05,39.0359
2014-01-06,39.0359
2014-01-07,39.0359
2014-01-08,39.0359
2014-01-09,39.0359
2014-01-10,39.0359
2014-01-11,39.0359
2014-01-12,39.0359
2014-01-13,39.0359
2014-01-14,39.0359
2014-01-15,39.0359
2014-01-16,39.0359
2014-01-17,39.0359
2014-01-18,39.0359
2014-01-19,39.0359
2014-01-20,39.0359
2014-01-21,39.0359
2014-01-22,39.0359
2014-01-23,39.0359
2014-01-24,39.0359
2014-01-25,39.0359
2014-01-26,39.0359
2014-01-27,39.0359
2014-01-28,39.0359
2014-01-29,39.0359
2014-01-30,39.0359
2014-01-31,39.0359
2014-02-01,39.0359
2014-02-02,39.0359
2014-02-03,39.0359
2014-02-04,39.0359
2014-02-05,39.0359
2014-02-06,39.0359
2014-02-07,39.0359
2014-02-08,39.0359
2014-02-09,39.0359
2014-02-10,39.0359
2014-02-11,39.0359
2014-02-12,39.0359
2014-02-13,39.0359
2014-02-14,39.0359
2014-02-15,39.0359
2014-02-16,39.0359
2014-02-17,39.0359
2014-02-18,39.0359
2014-02-19,39.0359
2014-02-20,39.0359
2014-02-21,39.0359
2014-02-22,39.0359
2014-02-23,39.0359
2014-02-24,39.0359
2014-02-25,39.0359
2014-02-26,39.0359
2014-02-27,39.0359
2014-02-28,39.0359
2014-03-01,39.0359
2014-03-02,39.0359
2014-03-03,39.0359
2014-03-04,39.0359
2014-03-05,39.0359
2014-03-06,39.0359
2014-03-07,39.0359
2014-03-08,39.0359
2014-03-09,39.0359
2014-03-10,39.0359
2014-03-11,39.0359
2014-03-12,39.0359
2014-03-13,39.0359
2014-03-14,39.0359
2014-03-15,39.0359
2014-03-16,39.0359
2014-03-17,39.0359
2014-03-18,39.0359
2014-03-19,39.0359
2014-03-20,39.0359
2014-03-21,39.0359
2014-03-22,39.0359
2014-03-23,39.0359
2014-03-24,39.0359
2014-03-25,39.0359
2014-03-26,39.0359
2014-03-27,39.0359
2014-03-28,39.0359
2014-03-29,39.0359
2014-03-30,39.0359
2014-03-31,33.2576
2014-04-01,33.2576
2014-04-02,33.2576
2014-04-03,33.2576
2014-04-04,33.2576
2014-04-05,33.2576
2014-04-06,33.2576
2014-04-07,33.2576
2014-04-08,33.2576
2014-04-09,33.2576
2014-04-10,33.2576
2014-04-11,33.2576
2014-04-12,33.2576
2014-04-13,33.2576
2014-04-14,33.2576
2014-04-15,33.2576
2014-04-16,33.2576
2014-04-17,33.2576
2014-04-18,33.2576
2014-04-19,33.2576
2014-04-20,33.2576
2014-04-21,33.2576
2014-04-22,33.2576
2014-04-23,33.2576
2014-04-24,33.2576
2014-04-25,33.2576
2014-04-26,33.2576
2014-04-27,33.2576
2014-04-28,33.2576
2014-04-29,33.2576
2014-04-30,33.2576
2014-05-01,33.2576
2014-05-02,33.2576
2014-05-03,33.2576
2014-05-04,33.2576
2014-05-05,33.2576
2014-05-06,33.2576
2014-05-07,33.2576
2014-05-08,33.2576
2014-05-09,33.2576
2014-05-10,33.2576
2014-05-11,33.2576
2014-05-12,33.2576
2014-05-13,33.2576
2014-05-14,33.2576
2014-05-15,33.2576
2014-05-16,33.2576
2014-05-17,33.2576
2014-05-18,33.2576
2014-05-19,33.2576
2014-05-20,33.2576
2014-05-21,33.2576
2014-05-22,33.2576
2014-05-23,33.2576
2014-05-24,33.2576
2014-05-25,33.2576
2014-05-26,33.2576
2014-05-27,33.2576
2014-05-28,33.2576
2014-05-29,33.2576
2014-05-30,33.2576
2014-05-31,33.2576
2014-06-01,33.2576
2014-06-02,33.2576
2014-06-03,33.2576
2014-06-04,33.2576
2014-06-05,33.2576
2014-06-06,33.2576
2014-06-07,33.2576
2014-06-08,33.2576
2014-06-09,33.2576
2014-06-10,33.2576
2014-06-11,33.2576
2014-06-12,33.2576
2014-06-13,33.2576
2014-06-14,33.2576
2014-06-15,33.2576
2014-06-16,33.2576
2014-06-17,33.2576
2014-06-18,33.2576
2014-06-19,33.2576
2014-06-20,33.2576
2014-06-21,33.2576
2014-06-22,33.2576
2014-06-23,33.2576
2014-06-24,33.2576
2014-06-25,33.2576
2014-06-26,33.2576
2014-06-27,33.2576
2014-06-28,33.2576
2014-06-29,33.2576
2014-06-30,33.2576
2014-07-01,33.2576
2014-07-02,33.2576
2014-07-03,33.2576
2014-07-04,33.2576
2014-07-05,33.2576
2014-07-06,33.2576
2014-07-07,33.2576
2014-07-08,33.2576
2014-07-09,33.2576
2014-07-10,33.2576
2014-07-11,33.2576
2014-07-12,33.2576
2014-07-13,33.2576
2014-07-14,33.2576
2014-07-15,33.2576
2014-07-16,33.2576
2014-07-17,33.2576
2014-07-18,33.2576
2014-07-19,33.2576
2014-07-20,33.2576
2014-07-21,33.2576
2014-07-22,33.2576
2014-07-23,33.2576
2014-07-24,33.2576
2014-07-25,33.2576
2014-07-26,33.2576
2014-07-27,33.2576
2014-07-28,33.2576
2014-07-29,33.2576
2014-07-30,33.2576
2014-07-31,33.2576
2014-08-01,33.2576
2014-08-02,33.2576
2014-08-03,33.2576
2014-08-04,33.2576
2014-08-05,33.2576
2014-08-06,33.2576
2014-08-07,33.2576
2014-08-08,33.2576
2014-08-09,33.2576
2014-08-10,33.2576
2014-08-11,33.2576
2014-08-12,33.2576
2014-08-13,33.2576
2014-08-14,33.2576
2014-08-15,33.2576
2014-08-16,33.2576
2014-08-17,33.2576
2014-08-18,33.2576
2014-08-19,33.2576
2014-08-20,33.2576
2014-08-21,33.2576
2014-08-22,33.2576
2014-08-23,33.2576
2014-08-24,33.2576
2014-08-25,33.2576
2014-08-26,33.2576
2014-08-27,33.2576
2014-08-28,33.2576
2014-08-29,33.2576
2014-08-30,33.2576
2014-08-31,33.2576
2014-09-01,33.2576
2014-09-02,33.2576
2014-09-03,33.2576
2014-09-04,33.2576
2014-09-05,33.2576
2014-09-06,33.2576
2014-09-07,33.2576
2014-09-08,33.2576
2014-09-09,33.2576
2014-09-10,33.2576
2014-09-11,33.2576
2014-09-12,33.2576
2014-09-13,33.2576
2014-09-14,33.2576
2014-09-15,33.2576
2014-09-16,33.2576
2014-09-17,33.2576
2014-09-18,33.2576
2014-09-19,33.2576
2014-09-20,33.2576
2014-09-21,33.2576
2014-09-22,33.2576
2014-09-23,33.2576
2014-09-24,33.2576
2014-09-25,33.2576
2014-09-26,33.2576
2014-09-27,33.2576
2014-09-28,33.2576
2014-09-29,33.2576
2014-09-30,33.2576
2014-10-01,33.2576
2014-10-02,33.2576
2014-10-03,33.2576
2014-10-04,33.2576
2014-10-05,33.2576
2014-10-06,33.2576
2014-10-07,33.2576
2014-10-08,33.2576
2014-10-09,33.2576
2014-10-10,33.2576
2014-10-11,33.2576
2014-10-12,33.2576
2014-10-13,33.2576
2014-10-14,33.2576
2014-10-15,33.2576
2014-10-16,33.2576
2014-10-17,33.2576
2014-10-18,33.2576
2014-10-19,33.2576
2014-10-20,33.2576
2014-10-21,33.2576
2014-10-22,33.2576
2014-10-23,33.2576
2014-10-24,33.2576
2014-10-25,33.2576
2014-10-26,33.2576
2014-10-27,33.2576
2014-10-28,33.2576
2014-10-29,33.2576
2014-10-30,33.2576
2014-10-31,33.2576
2014-11-01,33.2576
2014-11-02,33.2576
2014-11-03,33.2576
2014-11-04,33.2576
2014-11-05,33.2576
2014-11-06,33.2576
2014-11-07,33.2576
2014-11-08,33.2576
2014-11-09,33.2576
2014-11-10,33.2576
2014-11-11,33.2576
2014-11-12,33.2576
2014-11-13,33.2576
2014-11-14,33.2576
2014-11-15,33.2576
2014-11-16,33.2576
2014-11-17,33.2576
2014-11-18,33.2576
2014-11-19,33.2576
2014-11-20,33.2576
2014-11-21,33.2576
2014-11-22,33.2576
2014-11-23,33.2576
2014-11-24,33.2576
2014-11-25,33.2576
2014-11-26,33.2576
2014-11-27,33.2576
2014-11-28,33.2576
2014-11-29,33.2576
2014-11-30,33.2576
2014-12-01,33.2576
2014-12-02,33.2576
2014-12-03,33.2576
2014-12-04,33.2576
2014-12-05,33.2576
2014-12-06,33.2576
2014-12-07,33.2576
2014-12-08,33.2576
2014-12-09,33.2576
2014-12-10,33.2576
2014-12-11,33.2576
2014-12-12,33.2576
2014-12-13,33.2576
2014-12-14,33.2576
2014-12-15,33.2576
2014-12-16,33.2576
2014-12-17,33.2576
2014-12-18,33.2576
2014-12-19,33.2576
2014-12-20,33.2576
2014-12-21,33.2576
2014-12-22,33.2576
2014-12-23,33.2576
2014-12-24,33.2576
2014-12-25,33.2576
2014-12-26,33.2576
2014-12-27,33.2576
2014-12-28,33.2576
2014-12-29,33.2576
2014-12-30,33.2576
2014-12-31,33.2576
2015-01-01,33.2576
2015-01-02,33.2576
2015-01-03,33.2576
2015-01-04,33.2576
2015-01-05,33.2576
2015-01-06,33.2576
2015-01-07,33.2576
2015-01-08,33.2576
2015-01-09,33.2576
2015-01-10,33.2576
2015-01-11,33.2576
2015-01-12,33.2576
2015-01-13,33.2576
2015-01-14,33.2576
2015-01-15,33.2576
2015-01-16,33.2576
2015-01-17,33.2576
2015-01-18,33.2576
2015-01-19,33.2576
2015-01-20,33.2576
2015-01-21,33.2576
2015-01-22,33.2576
2015-01-23,33.2576
2015-01-24,33.2576
2015-01-25,33.2576
2015-01-26,33.2576
2015-01-27,33.2576
2015-01-28,33.2576
2015-01-29,33.2576
2015-01-30,33.2576
2015-01-31,33.2576
2015-02-01,33.2576
2015-02-02,33.2576
2015-02-03,33.2576
2015-02-04,33.2576
2015-02-05,33.2576
2015-02-06,33.2576
2015-02-07,33.2576
2015-02-08,33.2576
2015-02-09,33.2576
2015-02-10,33.2576
2015-02-11,33.2576
2015-02-12,33.2576
2015-02-13,33.2576
2015-02-14,33.2576
2015-02-15,33.2576
2015-02-16,33.2576
2015-02-17,33.2576
2015-02-18,33.2576
2015-02-19,33.2576
2015-02-20,33.2576
2015-02-21,33.2576
2015-02-22,33.2576
2015-02-23,33.2576
2015-02-24,33.2576
2015-02-25,33.2576
2015-02-26,33.2576
2015-02-27,33.2576
2015-02-28,33.2576
2015-03-01,33.2576
2015-03-02,33.2576
2015-03-03,33.2576
2015-03-04,33.2576
2015-03-05,33.2576
2015-03-06,33.2576
2015-03-07,33.2576
2015-03-08,33.2576
2015-03-09,33.2576
2015-03-10,33.2576
2015-03-11,33.2576
2015-03-12,33.2576
2015-03-13,33.2576
2015-03-14,33.2576
2015-03-15,33.2576
2015-03-16,33.2576
2015-03-17,33.2576
2015-03-18,33.2576
2015-03-19,33.2576
2015-03-20,33.2576
2015-03-21,33.2576
2015-03-22,33.2576
2015-03-23,33.2576
2015-03-24,33.2576
2015-03-25,33.2576
2015-03-26,33.2576
2015-03-27,33.2576
2015-03-28,33.2576
2015-03-29,33.2576
2015-03-30,33.2576
2015-03-31,33.1733
2015-04-01,33.1733
2015-04-02,33.1733
2015-04-03,33.1733
2015-04-04,33.1733
2015-04-05,33.1733
2015-04-06,33.1733
2015-04-07,33.1733
2015-04-08,33.1733
2015-04-09,33.1733
2015-04-10,33.1733
2015-04-11,33.1733
2015-04-12,33.1733
2015-04-13,33.1733
2015-04-14,33.1733
2015-04-15,33.1733
2015-04-16,33.1733
2015-04-17,33.1733
2015-04-18,33.1733
2015-04-19,33.1733
2015-04-20,33.1733
2015-04-21,33.1733
2015-04-22,33.1733
2015-04-23,33.1733
2015-04-24,33.1733
2015-04-25,33.1733
2015-04-26,33.1733
2015-04-27,33.1733
2015-04-28,33.1733
2015-04-29,33.1733
2015-04-30,33.1733
2015-05-01,33.1733
2015-05-02,33.1733
2015-05-03,33.1733
2015-05-04,33.1733
2015-05-05,33.1733
2015-05-06,33.1733
2015-05-07,33.1733
2015-05-08,33.1733
2015-05-09,33.1733
2015-05-10,33.1733
2015-05-11,33.1733
2015-05-12,33.1733
2015-05-13,33.1733
2015-05-14,33.1733
2015-05-15,33.1733
2015-05-16,33.1733
2015-05-17,33.1733
2015-05-18,33.1733
2015-05-19,33.1733
2015-05-20,33.1733
2015-05-21,33.1733
2015-05-22,33.1733
2015-05-23,33.1733
2015-05-24,33.1733
2015-05-25,33.1733
2015-05-26,33.1733
2015-05-27,33.1733
2015-05-28,33.1733
2015-05-29,33.1733
2015-05-30,33.1733
2015-05-31,33.1733
2015-06-01,33.1733
2015-06-02,33.1733
2015-06-03,33.1733
2015-06-04,33.1733
2015-06-05,33.1733
2015-06-06,33.1733
2015-06-07,33.1733
2015-06-08,33.1733
2015-06-09,33.1733
2015-06-10,33.1733
2015-06-11,33.1733
2015-06-12,33.1733
2015-06-13,33.1733
2015-06-14,33.1733
2015-06-15,33.1733
2015-06-16,33.1733
2015-06-17,33.1733
2015-06-18,33.1733
2015-06-19,33.1733
2015-06-20,33.1733
2015-06-21,33.1733
2015-06-22,33.1733
2015-06-23,33.1733
2015-06-24,33.1733
2015-06-25,33.1733
2015-06-26,33.1733
2015-06-27,33.1733
2015-06-28,33.1733
2015-06-29,33.1733
2015-06-30,33.1733
2015-07-01,33.1733
2015-07-02,33.1733
2015-07-03,33.1733
2015-07-04,33.1733
2015-07-05,33.1733
2015-07-06,33.1733
2015-07-07,33.1733
2015-07-08,33.1733
2015-07-09,33.1733
2015-07-10,33.1733
2015-07-11,33.1733
2015-07-12,33.1733
2015-07-13,33.1733
2015-07-14,33.1733
2015-07-15,33.1733
2015-07-16,33.1733
2015-07-17,33.1733
2015-07-18,33.1733
2015-07-19,33.1733
2015-07-20,33.1733
2015-07-21,33.1733
2015-07-22,33.1733
2015-07-23,33.1733
2015-07-24,33.1733
2015-07-25,33.1733
2015-07-26,33.1733
2015-07-27,33.1733
2015-07-28,33.1733
2015-07-29,33.1733
2015-07-30,33.1733
2015-07-31,33.1733
2015-08-01,33.1733
2015-08-02,33.1733
2015-08-03,33.1733
2015-08-04,33.1733
2015-08-05,33.1733
2015-08-06,33.1733
2015-08-07,33.1733
2015-08-08,33.1733
2015-08-09,33.1733
2015-08-10,33.1733
2015-08-11,33.1733
2015-08-12,33.1733
2015-08-13,33.1733
2015-08-14,33.1733
2015-08-15,33.1733
2015-08-16,33.1733
2015-08-17,33.1733
2015-08-18,33.1733
2015-08-19,33.1733
2015-08-20,33.1733
2015-08-21,33.1733
2015-08-22,33.1733
2015-08-23,33.1733
2015-08-24,33.1733
2015-08-25,33.1733
2015-08-26,33.1733
2015-08-27,33.1733
2015-08-28,33.1733
2015-08-29,33.1733
2015-08-30,33.1733
2015-08-31,33.1733
2015-09-01,33.1733
2015-09-02,33.1733
2015-09-03,33.1733
2015-09-04,33.1733
2015-09-05,33.1733
2015-09-06,33.1733
2015-09-07,33.1733
2015-09-08,33.1733
2015-09-09,33.1733
2015-09-10,33.1733
2015-09-11,33.1733
2015-09-12,33.1733
2015-09-13,33.1733
2015-09-14,33.1733
2015-09-15,33.1733
2015-09-16,33.1733
2015-09-17,33.1733
2015-09-18,33.1733
2015-09-19,33.1733
2015-09-20,33.1733
2015-09-21,33.1733
2015-09-22,33.1733
2015-09-23,33.1733
2015-09-24,33.1733
2015-09-25,33.1733
2015-09-26,33.1733
2015-09-27,33.1733
2015-09-28,33.1733
2015-09-29,33.1733
2015-09-30,33.1733
2015-10-01,33.1733
2015-10-02,33.1733
2015-10-03,33.1733
2015-10-04,33.1733
2015-10-05,33.1733
2015-10-06,33.1733
2015-10-07,33.1733
2015-10-08,33.1733
2015-10-09,33.1733
2015-10-10,33.1733
2015-10-11,33.1733
2015-10-12,33.1733
2015-10-13,33.1733
2015-10-14,33.1733
2015-10-15,33.1733
2015-10-16,33.1733
2015-10-17,33.1733
2015-10-18,33.1733
2015-10-19,33.1733
2015-10-20,33.1733
2015-10-21,33.1733
2015-10-22,33.1733
2015-10-23,33.1733
2015-10-24,33.1733
2015-10-25,33.1733
2015-10-26,33.1733
2015-10-27,33.1733
2015-10-28,33.1733
2015-10-29,33.1733
2015-10-30,33.1733
2015-10-31,33.1733
2015-11-01,33.1733
2015-11-02,33.1733
2015-11-03,33.1733
2015-11-04,33.1733
2015-11-05,33.1733
2015-11-06,33.1733
2015-11-07,33.1733
2015-11-08,33.1733
2015-11-09,33.1733
2015-11-10,33.1733
2015-11-11,33.1733
2015-11-12,33.1733
2015-11-13,33.1733
2015-11-14,33.1733
2015-11-15,33.1733
2015-11-16,33.1733
2015-11-17,33.1733
2015-11-18,33.1733
2015-11-19,33.1733
2015-11-20,33.1733
2015-11-21,33.1733
2015-11-22,33.1733
2015-11-23,33.1733
2015-11-24,33.1733
2015-11-25,33.1733
2015-11-26,33.1733
2015-11-27,33.1733
2015-11-28,33.1733
2015-11-29,33.1733
2015-11-30,33.1733
2015-12-01,33.1733
2015-12-02,33.1733
2015-12-03,33.1733
2015-12-04,33.1733
2015-12-05,33.1733
2015-12-06,33.1733
2015-12-07,33.1733
2015-12-08,33.1733
2015-12-09,33.1733
2015-12-10,33.1733
2015-12-11,33.1733
2015-12-12,33.1733
2015-12-13,33.1733
2015-12-14,33.1733
2015-12-15,33.1733
2015-12-16,33.1733
2015-12-17,33.1733
2015-12-18,33.1733
2015-12-19,33.1733
2015-12-20,33.1733
2015-12-21,33.1733
2015-12-22,33.1733
2015-12-23,33.1733
2015-12-24,33.1733
2015-12-25,33.1733
2015-12-26,33.1733
2015-12-27,33.1733
2015-12-28,33.1733
2015-12-29,33.1733
2015-12-30,33.1733
2015-12-31,33.1733
2016-01-01,33.1733
2016-01-02,33.1733
2016-01-03,33.1733
2016-01-04,33.1733
2016-01-05,33.1733
2016-01-06,33.1733
2016-01-07,33.1733
2016-01-08,33.1733
2016-01-09,33.1733
2016-01-10,33.1733
2016-01-11,33.1733
2016-01-12,33.1733
2016-01-13,33.1733
2016-01-14,33.1733
2016-01-15,33.1733
2016-01-16,33.1733
2016-01-17,33.1733
2016-01-18,33.1733
2016-01-19,33.1733
2016-01-20,33.1733
2016-01-21,33.1733
2016-01-22,33.1733
2016-01-23,33.1733
2016-01-24,33.1733
2016-01-25,33.1733
2016-01-26,33.1733
2016-01-27,33.1733
2016-01-28,33.1733
2016-01-29,33.1733
2016-01-30,33.1733
2016-01-31,33.1733
2016-02-01,33.1733
2016-02-02,33.1733
2016-02-03,33.1733
2016-02-04,33.1733
2016-02-05,33.1733
2016-02-06,33.1733
2016-02-07,33.1733
2016-02-08,33.1733
2016-02-09,33.1733
2016-02-10,33.1733
2016-02-11,33.1733
2016-02-12,33.1733
2016-02-13,33.1733
2016-02-14,33.1733
2016-02-15,33.1733
2016-02-16,33.1733
2016-02-17,33.1733
2016-02-18,33.1733
2016-02-19,33.1733
2016-02-20,33.1733
2016-02-21,33.1733
2016-02-22,33.1733
2016-02-23,33.1733
2016-02-24,33.1733
2016-02-25,33.1733
2016-02-26,33.1733
2016-02-27,33.1733
2016-02-28,33.1733
2016-02-29,33.1733
2016-03-01,33.1733
2016-03-02,33.1733
2016-03-03,33.1733
2016-03-04,33.1733
2016-03-05,33.1733
2016-03-06,33.1733
2016-03-07,33.1733
2016-03-08,33.1733
2016-03-09,33.1733
2016-03-10,33.1733
2016-03-11,33.1733
2016-03-12,33.1733
2016-03-13,33.1733
2016-03-14,33.1733
2016-03-15,33.1733
2016-03-16,33.1733
2016-03-17,33.1733
2016-03-18,33.1733
2016-03-19,33.1733
2016-03-20,33.1733
2016-03-21,33.1733
2016-03-22,33.1733
2016-03-23,33.1733
2016-03-24,33.1733
2016-03-25,33.1733
2016-03-26,33.1733
2016-03-27,33.1733
2016-03-28,33.1733
2016-03-29,33.1733
2016-03-30,33.1733
2016-03-31,37.9506
2016-04-01,37.9506
2016-04-02,37.9506
2016-04-03,37.9506
2016-04-04,37.9506
2016-04-05,37.9506
2016-04-06,37.9506
2016-04-07,37.9506
2016-04-08,37.9506
2016-04-09,37.9506
2016-04-10,37.9506
2016-04-11,37.9506
2016-04-12,37.9506
2016-04-13,37.9506
2016-04-14,37.9506
2016-04-15,37.9506
2016-04-16,37.9506
2016-04-17,37.9506
2016-04-18,37.9506
2016-04-19,37.9506
2016-04-20,37.9506
2016-04-21,37.9506
2016-04-22,37.9506
2016-04-23,37.9506
2016-04-24,37.9506
2016-04-25,37.9506
2016-04-26,37.9506
2016-04-27,37.9506
2016-04-28,37.9506
2016-04-29,37.9506
2016-04-30,37.9506
2016-05-01,37.9506
2016-05-02,37.9506
2016-05-03,37.9506
2016-05-04,37.9506
2016-05-05,37.9506
2016-05-06,37.9506
2016-05-07,37.9506
2016-05-08,37.9506
2016-05-09,37.9506
2016-05-10,37.9506
2016-05-11,37.9506
2016-05-12,37.9506
2016-05-13,37.9506
2016-05-14,37.9506
2016-05-15,37.9506
2016-05-16,37.9506
2016-05-17,37.9506
2016-05-18,37.9506
2016-05-19,37.9506
2016-05-20,37.9506
2016-05-21,37.9506
2016-05-22,37.9506
2016-05-23,37.9506
2016-05-24,37.9506
