,CSTRL IN Equity
2013-05-09,71.3865
2013-05-10,71.3865
2013-05-11,71.3865
2013-05-12,71.3865
2013-05-13,71.3865
2013-05-14,71.3865
2013-05-15,71.3865
2013-05-16,71.3865
2013-05-17,71.3865
2013-05-18,71.3865
2013-05-19,71.3865
2013-05-20,71.3865
2013-05-21,71.3865
2013-05-22,71.3865
2013-05-23,71.3865
2013-05-24,71.3865
2013-05-25,71.3865
2013-05-26,71.3865
2013-05-27,71.3865
2013-05-28,71.3865
2013-05-29,71.3865
2013-05-30,71.3865
2013-05-31,71.3865
2013-06-01,71.3865
2013-06-02,71.3865
2013-06-03,71.3865
2013-06-04,71.3865
2013-06-05,71.3865
2013-06-06,71.3865
2013-06-07,71.3865
2013-06-08,71.3865
2013-06-09,71.3865
2013-06-10,71.3865
2013-06-11,71.3865
2013-06-12,71.3865
2013-06-13,71.3865
2013-06-14,71.3865
2013-06-15,71.3865
2013-06-16,71.3865
2013-06-17,71.3865
2013-06-18,71.3865
2013-06-19,71.3865
2013-06-20,71.3865
2013-06-21,71.3865
2013-06-22,71.3865
2013-06-23,71.3865
2013-06-24,71.3865
2013-06-25,71.3865
2013-06-26,71.3865
2013-06-27,71.3865
2013-06-28,71.3865
2013-06-29,71.3865
2013-06-30,71.3865
2013-07-01,71.3865
2013-07-02,71.3865
2013-07-03,71.3865
2013-07-04,71.3865
2013-07-05,71.3865
2013-07-06,71.3865
2013-07-07,71.3865
2013-07-08,71.3865
2013-07-09,71.3865
2013-07-10,71.3865
2013-07-11,71.3865
2013-07-12,71.3865
2013-07-13,71.3865
2013-07-14,71.3865
2013-07-15,71.3865
2013-07-16,71.3865
2013-07-17,71.3865
2013-07-18,71.3865
2013-07-19,71.3865
2013-07-20,71.3865
2013-07-21,71.3865
2013-07-22,71.3865
2013-07-23,71.3865
2013-07-24,71.3865
2013-07-25,71.3865
2013-07-26,71.3865
2013-07-27,71.3865
2013-07-28,71.3865
2013-07-29,71.3865
2013-07-30,71.3865
2013-07-31,71.3865
2013-08-01,71.3865
2013-08-02,71.3865
2013-08-03,71.3865
2013-08-04,71.3865
2013-08-05,71.3865
2013-08-06,71.3865
2013-08-07,71.3865
2013-08-08,71.3865
2013-08-09,71.3865
2013-08-10,71.3865
2013-08-11,71.3865
2013-08-12,71.3865
2013-08-13,71.3865
2013-08-14,71.3865
2013-08-15,71.3865
2013-08-16,71.3865
2013-08-17,71.3865
2013-08-18,71.3865
2013-08-19,71.3865
2013-08-20,71.3865
2013-08-21,71.3865
2013-08-22,71.3865
2013-08-23,71.3865
2013-08-24,71.3865
2013-08-25,71.3865
2013-08-26,71.3865
2013-08-27,71.3865
2013-08-28,71.3865
2013-08-29,71.3865
2013-08-30,71.3865
2013-08-31,71.3865
2013-09-01,71.3865
2013-09-02,71.3865
2013-09-03,71.3865
2013-09-04,71.3865
2013-09-05,71.3865
2013-09-06,71.3865
2013-09-07,71.3865
2013-09-08,71.3865
2013-09-09,71.3865
2013-09-10,71.3865
2013-09-11,71.3865
2013-09-12,71.3865
2013-09-13,71.3865
2013-09-14,71.3865
2013-09-15,71.3865
2013-09-16,71.3865
2013-09-17,71.3865
2013-09-18,71.3865
2013-09-19,71.3865
2013-09-20,71.3865
2013-09-21,71.3865
2013-09-22,71.3865
2013-09-23,71.3865
2013-09-24,71.3865
2013-09-25,71.3865
2013-09-26,71.3865
2013-09-27,71.3865
2013-09-28,71.3865
2013-09-29,71.3865
2013-09-30,71.3865
2013-10-01,71.3865
2013-10-02,71.3865
2013-10-03,71.3865
2013-10-04,71.3865
2013-10-05,71.3865
2013-10-06,71.3865
2013-10-07,71.3865
2013-10-08,71.3865
2013-10-09,71.3865
2013-10-10,71.3865
2013-10-11,71.3865
2013-10-12,71.3865
2013-10-13,71.3865
2013-10-14,71.3865
2013-10-15,71.3865
2013-10-16,71.3865
2013-10-17,71.3865
2013-10-18,71.3865
2013-10-19,71.3865
2013-10-20,71.3865
2013-10-21,71.3865
2013-10-22,71.3865
2013-10-23,71.3865
2013-10-24,71.3865
2013-10-25,71.3865
2013-10-26,71.3865
2013-10-27,71.3865
2013-10-28,71.3865
2013-10-29,71.3865
2013-10-30,71.3865
2013-10-31,71.3865
2013-11-01,71.3865
2013-11-02,71.3865
2013-11-03,71.3865
2013-11-04,71.3865
2013-11-05,71.3865
2013-11-06,71.3865
2013-11-07,71.3865
2013-11-08,71.3865
2013-11-09,71.3865
2013-11-10,71.3865
2013-11-11,71.3865
2013-11-12,71.3865
2013-11-13,71.3865
2013-11-14,71.3865
2013-11-15,71.3865
2013-11-16,71.3865
2013-11-17,71.3865
2013-11-18,71.3865
2013-11-19,71.3865
2013-11-20,71.3865
2013-11-21,71.3865
2013-11-22,71.3865
2013-11-23,71.3865
2013-11-24,71.3865
2013-11-25,71.3865
2013-11-26,71.3865
2013-11-27,71.3865
2013-11-28,71.3865
2013-11-29,71.3865
2013-11-30,71.3865
2013-12-01,71.3865
2013-12-02,71.3865
2013-12-03,71.3865
2013-12-04,71.3865
2013-12-05,71.3865
2013-12-06,71.3865
2013-12-07,71.3865
2013-12-08,71.3865
2013-12-09,71.3865
2013-12-10,71.3865
2013-12-11,71.3865
2013-12-12,71.3865
2013-12-13,71.3865
2013-12-14,71.3865
2013-12-15,71.3865
2013-12-16,71.3865
2013-12-17,71.3865
2013-12-18,71.3865
2013-12-19,71.3865
2013-12-20,71.3865
2013-12-21,71.3865
2013-12-22,71.3865
2013-12-23,71.3865
2013-12-24,71.3865
2013-12-25,71.3865
2013-12-26,71.3865
2013-12-27,71.3865
2013-12-28,71.3865
2013-12-29,71.3865
2013-12-30,71.3865
2013-12-31,72.6191
2014-01-01,72.6191
2014-01-02,72.6191
2014-01-03,72.6191
2014-01-04,72.6191
2014-01-05,72.6191
2014-01-06,72.6191
2014-01-07,72.6191
2014-01-08,72.6191
2014-01-09,72.6191
2014-01-10,72.6191
2014-01-11,72.6191
2014-01-12,72.6191
2014-01-13,72.6191
2014-01-14,72.6191
2014-01-15,72.6191
2014-01-16,72.6191
2014-01-17,72.6191
2014-01-18,72.6191
2014-01-19,72.6191
2014-01-20,72.6191
2014-01-21,72.6191
2014-01-22,72.6191
2014-01-23,72.6191
2014-01-24,72.6191
2014-01-25,72.6191
2014-01-26,72.6191
2014-01-27,72.6191
2014-01-28,72.6191
2014-01-29,72.6191
2014-01-30,72.6191
2014-01-31,72.6191
2014-02-01,72.6191
2014-02-02,72.6191
2014-02-03,72.6191
2014-02-04,72.6191
2014-02-05,72.6191
2014-02-06,72.6191
2014-02-07,72.6191
2014-02-08,72.6191
2014-02-09,72.6191
2014-02-10,72.6191
2014-02-11,72.6191
2014-02-12,72.6191
2014-02-13,72.6191
2014-02-14,72.6191
2014-02-15,72.6191
2014-02-16,72.6191
2014-02-17,72.6191
2014-02-18,72.6191
2014-02-19,72.6191
2014-02-20,72.6191
2014-02-21,72.6191
2014-02-22,72.6191
2014-02-23,72.6191
2014-02-24,72.6191
2014-02-25,72.6191
2014-02-26,72.6191
2014-02-27,72.6191
2014-02-28,72.6191
2014-03-01,72.6191
2014-03-02,72.6191
2014-03-03,72.6191
2014-03-04,72.6191
2014-03-05,72.6191
2014-03-06,72.6191
2014-03-07,72.6191
2014-03-08,72.6191
2014-03-09,72.6191
2014-03-10,72.6191
2014-03-11,72.6191
2014-03-12,72.6191
2014-03-13,72.6191
2014-03-14,72.6191
2014-03-15,72.6191
2014-03-16,72.6191
2014-03-17,72.6191
2014-03-18,72.6191
2014-03-19,72.6191
2014-03-20,72.6191
2014-03-21,72.6191
2014-03-22,72.6191
2014-03-23,72.6191
2014-03-24,72.6191
2014-03-25,72.6191
2014-03-26,72.6191
2014-03-27,72.6191
2014-03-28,72.6191
2014-03-29,72.6191
2014-03-30,72.6191
2014-03-31,72.6191
2014-04-01,72.6191
2014-04-02,72.6191
2014-04-03,72.6191
2014-04-04,72.6191
2014-04-05,72.6191
2014-04-06,72.6191
2014-04-07,72.6191
2014-04-08,72.6191
2014-04-09,72.6191
2014-04-10,72.6191
2014-04-11,72.6191
2014-04-12,72.6191
2014-04-13,72.6191
2014-04-14,72.6191
2014-04-15,72.6191
2014-04-16,72.6191
2014-04-17,72.6191
2014-04-18,72.6191
2014-04-19,72.6191
2014-04-20,72.6191
2014-04-21,72.6191
2014-04-22,72.6191
2014-04-23,72.6191
2014-04-24,72.6191
2014-04-25,72.6191
2014-04-26,72.6191
2014-04-27,72.6191
2014-04-28,72.6191
2014-04-29,72.6191
2014-04-30,72.6191
2014-05-01,72.6191
2014-05-02,72.6191
2014-05-03,72.6191
2014-05-04,72.6191
2014-05-05,72.6191
2014-05-06,72.6191
2014-05-07,72.6191
2014-05-08,72.6191
2014-05-09,72.6191
2014-05-10,72.6191
2014-05-11,72.6191
2014-05-12,72.6191
2014-05-13,72.6191
2014-05-14,72.6191
2014-05-15,72.6191
2014-05-16,72.6191
2014-05-17,72.6191
2014-05-18,72.6191
2014-05-19,72.6191
2014-05-20,72.6191
2014-05-21,72.6191
2014-05-22,72.6191
2014-05-23,72.6191
2014-05-24,72.6191
2014-05-25,72.6191
2014-05-26,72.6191
2014-05-27,72.6191
2014-05-28,72.6191
2014-05-29,72.6191
2014-05-30,72.6191
2014-05-31,72.6191
2014-06-01,72.6191
2014-06-02,72.6191
2014-06-03,72.6191
2014-06-04,72.6191
2014-06-05,72.6191
2014-06-06,72.6191
2014-06-07,72.6191
2014-06-08,72.6191
2014-06-09,72.6191
2014-06-10,72.6191
2014-06-11,72.6191
2014-06-12,72.6191
2014-06-13,72.6191
2014-06-14,72.6191
2014-06-15,72.6191
2014-06-16,72.6191
2014-06-17,72.6191
2014-06-18,72.6191
2014-06-19,72.6191
2014-06-20,72.6191
2014-06-21,72.6191
2014-06-22,72.6191
2014-06-23,72.6191
2014-06-24,72.6191
2014-06-25,72.6191
2014-06-26,72.6191
2014-06-27,72.6191
2014-06-28,72.6191
2014-06-29,72.6191
2014-06-30,72.6191
2014-07-01,72.6191
2014-07-02,72.6191
2014-07-03,72.6191
2014-07-04,72.6191
2014-07-05,72.6191
2014-07-06,72.6191
2014-07-07,72.6191
2014-07-08,72.6191
2014-07-09,72.6191
2014-07-10,72.6191
2014-07-11,72.6191
2014-07-12,72.6191
2014-07-13,72.6191
2014-07-14,72.6191
2014-07-15,72.6191
2014-07-16,72.6191
2014-07-17,72.6191
2014-07-18,72.6191
2014-07-19,72.6191
2014-07-20,72.6191
2014-07-21,72.6191
2014-07-22,72.6191
2014-07-23,72.6191
2014-07-24,72.6191
2014-07-25,72.6191
2014-07-26,72.6191
2014-07-27,72.6191
2014-07-28,72.6191
2014-07-29,72.6191
2014-07-30,72.6191
2014-07-31,72.6191
2014-08-01,72.6191
2014-08-02,72.6191
2014-08-03,72.6191
2014-08-04,72.6191
2014-08-05,72.6191
2014-08-06,72.6191
2014-08-07,72.6191
2014-08-08,72.6191
2014-08-09,72.6191
2014-08-10,72.6191
2014-08-11,72.6191
2014-08-12,72.6191
2014-08-13,72.6191
2014-08-14,72.6191
2014-08-15,72.6191
2014-08-16,72.6191
2014-08-17,72.6191
2014-08-18,72.6191
2014-08-19,72.6191
2014-08-20,72.6191
2014-08-21,72.6191
2014-08-22,72.6191
2014-08-23,72.6191
2014-08-24,72.6191
2014-08-25,72.6191
2014-08-26,72.6191
2014-08-27,72.6191
2014-08-28,72.6191
2014-08-29,72.6191
2014-08-30,72.6191
2014-08-31,72.6191
2014-09-01,72.6191
2014-09-02,72.6191
2014-09-03,72.6191
2014-09-04,72.6191
2014-09-05,72.6191
2014-09-06,72.6191
2014-09-07,72.6191
2014-09-08,72.6191
2014-09-09,72.6191
2014-09-10,72.6191
2014-09-11,72.6191
2014-09-12,72.6191
2014-09-13,72.6191
2014-09-14,72.6191
2014-09-15,72.6191
2014-09-16,72.6191
2014-09-17,72.6191
2014-09-18,72.6191
2014-09-19,72.6191
2014-09-20,72.6191
2014-09-21,72.6191
2014-09-22,72.6191
2014-09-23,72.6191
2014-09-24,72.6191
2014-09-25,72.6191
2014-09-26,72.6191
2014-09-27,72.6191
2014-09-28,72.6191
2014-09-29,72.6191
2014-09-30,72.6191
2014-10-01,72.6191
2014-10-02,72.6191
2014-10-03,72.6191
2014-10-04,72.6191
2014-10-05,72.6191
2014-10-06,72.6191
2014-10-07,72.6191
2014-10-08,72.6191
2014-10-09,72.6191
2014-10-10,72.6191
2014-10-11,72.6191
2014-10-12,72.6191
2014-10-13,72.6191
2014-10-14,72.6191
2014-10-15,72.6191
2014-10-16,72.6191
2014-10-17,72.6191
2014-10-18,72.6191
2014-10-19,72.6191
2014-10-20,72.6191
2014-10-21,72.6191
2014-10-22,72.6191
2014-10-23,72.6191
2014-10-24,72.6191
2014-10-25,72.6191
2014-10-26,72.6191
2014-10-27,72.6191
2014-10-28,72.6191
2014-10-29,72.6191
2014-10-30,72.6191
2014-10-31,72.6191
2014-11-01,72.6191
2014-11-02,72.6191
2014-11-03,72.6191
2014-11-04,72.6191
2014-11-05,72.6191
2014-11-06,72.6191
2014-11-07,72.6191
2014-11-08,72.6191
2014-11-09,72.6191
2014-11-10,72.6191
2014-11-11,72.6191
2014-11-12,72.6191
2014-11-13,72.6191
2014-11-14,72.6191
2014-11-15,72.6191
2014-11-16,72.6191
2014-11-17,72.6191
2014-11-18,72.6191
2014-11-19,72.6191
2014-11-20,72.6191
2014-11-21,72.6191
2014-11-22,72.6191
2014-11-23,72.6191
2014-11-24,72.6191
2014-11-25,72.6191
2014-11-26,72.6191
2014-11-27,72.6191
2014-11-28,72.6191
2014-11-29,72.6191
2014-11-30,72.6191
2014-12-01,72.6191
2014-12-02,72.6191
2014-12-03,72.6191
2014-12-04,72.6191
2014-12-05,72.6191
2014-12-06,72.6191
2014-12-07,72.6191
2014-12-08,72.6191
2014-12-09,72.6191
2014-12-10,72.6191
2014-12-11,72.6191
2014-12-12,72.6191
2014-12-13,72.6191
2014-12-14,72.6191
2014-12-15,72.6191
2014-12-16,72.6191
2014-12-17,72.6191
2014-12-18,72.6191
2014-12-19,72.6191
2014-12-20,72.6191
2014-12-21,72.6191
2014-12-22,72.6191
2014-12-23,72.6191
2014-12-24,72.6191
2014-12-25,72.6191
2014-12-26,72.6191
2014-12-27,72.6191
2014-12-28,72.6191
2014-12-29,72.6191
2014-12-30,72.6191
2014-12-31,76.0391
2015-01-01,76.0391
2015-01-02,76.0391
2015-01-03,76.0391
2015-01-04,76.0391
2015-01-05,76.0391
2015-01-06,76.0391
2015-01-07,76.0391
2015-01-08,76.0391
2015-01-09,76.0391
2015-01-10,76.0391
2015-01-11,76.0391
2015-01-12,76.0391
2015-01-13,76.0391
2015-01-14,76.0391
2015-01-15,76.0391
2015-01-16,76.0391
2015-01-17,76.0391
2015-01-18,76.0391
2015-01-19,76.0391
2015-01-20,76.0391
2015-01-21,76.0391
2015-01-22,76.0391
2015-01-23,76.0391
2015-01-24,76.0391
2015-01-25,76.0391
2015-01-26,76.0391
2015-01-27,76.0391
2015-01-28,76.0391
2015-01-29,76.0391
2015-01-30,76.0391
2015-01-31,76.0391
2015-02-01,76.0391
2015-02-02,76.0391
2015-02-03,76.0391
2015-02-04,76.0391
2015-02-05,76.0391
2015-02-06,76.0391
2015-02-07,76.0391
2015-02-08,76.0391
2015-02-09,76.0391
2015-02-10,76.0391
2015-02-11,76.0391
2015-02-12,76.0391
2015-02-13,76.0391
2015-02-14,76.0391
2015-02-15,76.0391
2015-02-16,76.0391
2015-02-17,76.0391
2015-02-18,76.0391
2015-02-19,76.0391
2015-02-20,76.0391
2015-02-21,76.0391
2015-02-22,76.0391
2015-02-23,76.0391
2015-02-24,76.0391
2015-02-25,76.0391
2015-02-26,76.0391
2015-02-27,76.0391
2015-02-28,76.0391
2015-03-01,76.0391
2015-03-02,76.0391
2015-03-03,76.0391
2015-03-04,76.0391
2015-03-05,76.0391
2015-03-06,76.0391
2015-03-07,76.0391
2015-03-08,76.0391
2015-03-09,76.0391
2015-03-10,76.0391
2015-03-11,76.0391
2015-03-12,76.0391
2015-03-13,76.0391
2015-03-14,76.0391
2015-03-15,76.0391
2015-03-16,76.0391
2015-03-17,76.0391
2015-03-18,76.0391
2015-03-19,76.0391
2015-03-20,76.0391
2015-03-21,76.0391
2015-03-22,76.0391
2015-03-23,76.0391
2015-03-24,76.0391
2015-03-25,76.0391
2015-03-26,76.0391
2015-03-27,76.0391
2015-03-28,76.0391
2015-03-29,76.0391
2015-03-30,76.0391
2015-03-31,76.0391
2015-04-01,76.0391
2015-04-02,76.0391
2015-04-03,76.0391
2015-04-04,76.0391
2015-04-05,76.0391
2015-04-06,76.0391
2015-04-07,76.0391
2015-04-08,76.0391
2015-04-09,76.0391
2015-04-10,76.0391
2015-04-11,76.0391
2015-04-12,76.0391
2015-04-13,76.0391
2015-04-14,76.0391
2015-04-15,76.0391
2015-04-16,76.0391
2015-04-17,76.0391
2015-04-18,76.0391
2015-04-19,76.0391
2015-04-20,76.0391
2015-04-21,76.0391
2015-04-22,76.0391
2015-04-23,76.0391
2015-04-24,76.0391
2015-04-25,76.0391
2015-04-26,76.0391
2015-04-27,76.0391
2015-04-28,76.0391
2015-04-29,76.0391
2015-04-30,76.0391
2015-05-01,76.0391
2015-05-02,76.0391
2015-05-03,76.0391
2015-05-04,76.0391
2015-05-05,76.0391
2015-05-06,76.0391
2015-05-07,76.0391
2015-05-08,76.0391
2015-05-09,76.0391
2015-05-10,76.0391
2015-05-11,76.0391
2015-05-12,76.0391
2015-05-13,76.0391
2015-05-14,76.0391
2015-05-15,76.0391
2015-05-16,76.0391
2015-05-17,76.0391
2015-05-18,76.0391
2015-05-19,76.0391
2015-05-20,76.0391
2015-05-21,76.0391
2015-05-22,76.0391
2015-05-23,76.0391
2015-05-24,76.0391
2015-05-25,76.0391
2015-05-26,76.0391
2015-05-27,76.0391
2015-05-28,76.0391
2015-05-29,76.0391
2015-05-30,76.0391
2015-05-31,76.0391
2015-06-01,76.0391
2015-06-02,76.0391
2015-06-03,76.0391
2015-06-04,76.0391
2015-06-05,76.0391
2015-06-06,76.0391
2015-06-07,76.0391
2015-06-08,76.0391
2015-06-09,76.0391
2015-06-10,76.0391
2015-06-11,76.0391
2015-06-12,76.0391
2015-06-13,76.0391
2015-06-14,76.0391
2015-06-15,76.0391
2015-06-16,76.0391
2015-06-17,76.0391
2015-06-18,76.0391
2015-06-19,76.0391
2015-06-20,76.0391
2015-06-21,76.0391
2015-06-22,76.0391
2015-06-23,76.0391
2015-06-24,76.0391
2015-06-25,76.0391
2015-06-26,76.0391
2015-06-27,76.0391
2015-06-28,76.0391
2015-06-29,76.0391
2015-06-30,76.0391
2015-07-01,76.0391
2015-07-02,76.0391
2015-07-03,76.0391
2015-07-04,76.0391
2015-07-05,76.0391
2015-07-06,76.0391
2015-07-07,76.0391
2015-07-08,76.0391
2015-07-09,76.0391
2015-07-10,76.0391
2015-07-11,76.0391
2015-07-12,76.0391
2015-07-13,76.0391
2015-07-14,76.0391
2015-07-15,76.0391
2015-07-16,76.0391
2015-07-17,76.0391
2015-07-18,76.0391
2015-07-19,76.0391
2015-07-20,76.0391
2015-07-21,76.0391
2015-07-22,76.0391
2015-07-23,76.0391
2015-07-24,76.0391
2015-07-25,76.0391
2015-07-26,76.0391
2015-07-27,76.0391
2015-07-28,76.0391
2015-07-29,76.0391
2015-07-30,76.0391
2015-07-31,76.0391
2015-08-01,76.0391
2015-08-02,76.0391
2015-08-03,76.0391
2015-08-04,76.0391
2015-08-05,76.0391
2015-08-06,76.0391
2015-08-07,76.0391
2015-08-08,76.0391
2015-08-09,76.0391
2015-08-10,76.0391
2015-08-11,76.0391
2015-08-12,76.0391
2015-08-13,76.0391
2015-08-14,76.0391
2015-08-15,76.0391
2015-08-16,76.0391
2015-08-17,76.0391
2015-08-18,76.0391
2015-08-19,76.0391
2015-08-20,76.0391
2015-08-21,76.0391
2015-08-22,76.0391
2015-08-23,76.0391
2015-08-24,76.0391
2015-08-25,76.0391
2015-08-26,76.0391
2015-08-27,76.0391
2015-08-28,76.0391
2015-08-29,76.0391
2015-08-30,76.0391
2015-08-31,76.0391
2015-09-01,76.0391
2015-09-02,76.0391
2015-09-03,76.0391
2015-09-04,76.0391
2015-09-05,76.0391
2015-09-06,76.0391
2015-09-07,76.0391
2015-09-08,76.0391
2015-09-09,76.0391
2015-09-10,76.0391
2015-09-11,76.0391
2015-09-12,76.0391
2015-09-13,76.0391
2015-09-14,76.0391
2015-09-15,76.0391
2015-09-16,76.0391
2015-09-17,76.0391
2015-09-18,76.0391
2015-09-19,76.0391
2015-09-20,76.0391
2015-09-21,76.0391
2015-09-22,76.0391
2015-09-23,76.0391
2015-09-24,76.0391
2015-09-25,76.0391
2015-09-26,76.0391
2015-09-27,76.0391
2015-09-28,76.0391
2015-09-29,76.0391
2015-09-30,76.0391
2015-10-01,76.0391
2015-10-02,76.0391
2015-10-03,76.0391
2015-10-04,76.0391
2015-10-05,76.0391
2015-10-06,76.0391
2015-10-07,76.0391
2015-10-08,76.0391
2015-10-09,76.0391
2015-10-10,76.0391
2015-10-11,76.0391
2015-10-12,76.0391
2015-10-13,76.0391
2015-10-14,76.0391
2015-10-15,76.0391
2015-10-16,76.0391
2015-10-17,76.0391
2015-10-18,76.0391
2015-10-19,76.0391
2015-10-20,76.0391
2015-10-21,76.0391
2015-10-22,76.0391
2015-10-23,76.0391
2015-10-24,76.0391
2015-10-25,76.0391
2015-10-26,76.0391
2015-10-27,76.0391
2015-10-28,76.0391
2015-10-29,76.0391
2015-10-30,76.0391
2015-10-31,76.0391
2015-11-01,76.0391
2015-11-02,76.0391
2015-11-03,76.0391
2015-11-04,76.0391
2015-11-05,76.0391
2015-11-06,76.0391
2015-11-07,76.0391
2015-11-08,76.0391
2015-11-09,76.0391
2015-11-10,76.0391
2015-11-11,76.0391
2015-11-12,76.0391
2015-11-13,76.0391
2015-11-14,76.0391
2015-11-15,76.0391
2015-11-16,76.0391
2015-11-17,76.0391
2015-11-18,76.0391
2015-11-19,76.0391
2015-11-20,76.0391
2015-11-21,76.0391
2015-11-22,76.0391
2015-11-23,76.0391
2015-11-24,76.0391
2015-11-25,76.0391
2015-11-26,76.0391
2015-11-27,76.0391
2015-11-28,76.0391
2015-11-29,76.0391
2015-11-30,76.0391
2015-12-01,76.0391
2015-12-02,76.0391
2015-12-03,76.0391
2015-12-04,76.0391
2015-12-05,76.0391
2015-12-06,76.0391
2015-12-07,76.0391
2015-12-08,76.0391
2015-12-09,76.0391
2015-12-10,76.0391
2015-12-11,76.0391
2015-12-12,76.0391
2015-12-13,76.0391
2015-12-14,76.0391
2015-12-15,76.0391
2015-12-16,76.0391
2015-12-17,76.0391
2015-12-18,76.0391
2015-12-19,76.0391
2015-12-20,76.0391
2015-12-21,76.0391
2015-12-22,76.0391
2015-12-23,76.0391
2015-12-24,76.0391
2015-12-25,76.0391
2015-12-26,76.0391
2015-12-27,76.0391
2015-12-28,76.0391
2015-12-29,76.0391
2015-12-30,76.0391
2015-12-31,114.7456
2016-01-01,114.7456
2016-01-02,114.7456
2016-01-03,114.7456
2016-01-04,114.7456
2016-01-05,114.7456
2016-01-06,114.7456
2016-01-07,114.7456
2016-01-08,114.7456
2016-01-09,114.7456
2016-01-10,114.7456
2016-01-11,114.7456
2016-01-12,114.7456
2016-01-13,114.7456
2016-01-14,114.7456
2016-01-15,114.7456
2016-01-16,114.7456
2016-01-17,114.7456
2016-01-18,114.7456
2016-01-19,114.7456
2016-01-20,114.7456
2016-01-21,114.7456
2016-01-22,114.7456
2016-01-23,114.7456
2016-01-24,114.7456
2016-01-25,114.7456
2016-01-26,114.7456
2016-01-27,114.7456
2016-01-28,114.7456
2016-01-29,114.7456
2016-01-30,114.7456
2016-01-31,114.7456
2016-02-01,114.7456
2016-02-02,114.7456
2016-02-03,114.7456
2016-02-04,114.7456
2016-02-05,114.7456
2016-02-06,114.7456
2016-02-07,114.7456
2016-02-08,114.7456
2016-02-09,114.7456
2016-02-10,114.7456
2016-02-11,114.7456
2016-02-12,114.7456
2016-02-13,114.7456
2016-02-14,114.7456
2016-02-15,114.7456
2016-02-16,114.7456
2016-02-17,114.7456
2016-02-18,114.7456
2016-02-19,114.7456
2016-02-20,114.7456
2016-02-21,114.7456
2016-02-22,114.7456
2016-02-23,114.7456
2016-02-24,114.7456
2016-02-25,114.7456
2016-02-26,114.7456
2016-02-27,114.7456
2016-02-28,114.7456
2016-02-29,114.7456
2016-03-01,114.7456
2016-03-02,114.7456
2016-03-03,114.7456
2016-03-04,114.7456
2016-03-05,114.7456
2016-03-06,114.7456
2016-03-07,114.7456
2016-03-08,114.7456
2016-03-09,114.7456
2016-03-10,114.7456
2016-03-11,114.7456
2016-03-12,114.7456
2016-03-13,114.7456
2016-03-14,114.7456
2016-03-15,114.7456
2016-03-16,114.7456
2016-03-17,114.7456
2016-03-18,114.7456
2016-03-19,114.7456
2016-03-20,114.7456
2016-03-21,114.7456
2016-03-22,114.7456
2016-03-23,114.7456
2016-03-24,114.7456
2016-03-25,114.7456
2016-03-26,114.7456
2016-03-27,114.7456
2016-03-28,114.7456
2016-03-29,114.7456
2016-03-30,114.7456
2016-03-31,114.7456
2016-04-01,114.7456
2016-04-02,114.7456
2016-04-03,114.7456
2016-04-04,114.7456
2016-04-05,114.7456
2016-04-06,114.7456
2016-04-07,114.7456
2016-04-08,114.7456
2016-04-09,114.7456
2016-04-10,114.7456
2016-04-11,114.7456
2016-04-12,114.7456
2016-04-13,114.7456
2016-04-14,114.7456
2016-04-15,114.7456
2016-04-16,114.7456
2016-04-17,114.7456
2016-04-18,114.7456
2016-04-19,114.7456
2016-04-20,114.7456
2016-04-21,114.7456
2016-04-22,114.7456
2016-04-23,114.7456
2016-04-24,114.7456
2016-04-25,114.7456
2016-04-26,114.7456
2016-04-27,114.7456
2016-04-28,114.7456
2016-04-29,114.7456
2016-04-30,114.7456
2016-05-01,114.7456
2016-05-02,114.7456
2016-05-03,114.7456
2016-05-04,114.7456
2016-05-05,114.7456
2016-05-06,114.7456
2016-05-07,114.7456
2016-05-08,114.7456
2016-05-09,114.7456
2016-05-10,114.7456
2016-05-11,114.7456
2016-05-12,114.7456
2016-05-13,114.7456
2016-05-14,114.7456
2016-05-15,114.7456
2016-05-16,114.7456
2016-05-17,114.7456
2016-05-18,114.7456
2016-05-19,114.7456
2016-05-20,114.7456
2016-05-21,114.7456
2016-05-22,114.7456
2016-05-23,114.7456
2016-05-24,114.7456
2016-05-25,114.7456
2016-05-26,114.7456
2016-05-27,114.7456
2016-05-28,114.7456
2016-05-29,114.7456
2016-05-30,114.7456
2016-05-31,114.7456
2016-06-01,114.7456
2016-06-02,114.7456
2016-06-03,114.7456
2016-06-04,114.7456
2016-06-05,114.7456
2016-06-06,114.7456
2016-06-07,114.7456
2016-06-08,114.7456
2016-06-09,114.7456
2016-06-10,114.7456
2016-06-11,114.7456
2016-06-12,114.7456
2016-06-13,114.7456
2016-06-14,114.7456
2016-06-15,114.7456
2016-06-16,114.7456
2016-06-17,114.7456
2016-06-18,114.7456
2016-06-19,114.7456
2016-06-20,114.7456
2016-06-21,114.7456
2016-06-22,114.7456
2016-06-23,114.7456
2016-06-24,114.7456
2016-06-25,114.7456
2016-06-26,114.7456
2016-06-27,114.7456
2016-06-28,114.7456
2016-06-29,114.7456
2016-06-30,114.7456
2016-07-01,114.7456
2016-07-02,114.7456
2016-07-03,114.7456
2016-07-04,114.7456
2016-07-05,114.7456
2016-07-06,114.7456
2016-07-07,114.7456
2016-07-08,114.7456
2016-07-09,114.7456
2016-07-10,114.7456
2016-07-11,114.7456
2016-07-12,114.7456
2016-07-13,114.7456
2016-07-14,114.7456
2016-07-15,114.7456
2016-07-16,114.7456
