Column Name,Index
GXI GR Equity OPEN,221
GXI GR Equity HIGH,222
GXI GR Equity LOW,223
GXI GR Equity LAST,224
GXI GR Equity VOLUME,225
HLE GR Equity OPEN,226
HLE GR Equity HIGH,227
HLE GR Equity LOW,228
HLE GR Equity LAST,229
HLE GR Equity VOLUME,230
HOT GR Equity OPEN,231
HOT GR Equity HIGH,232
HOT GR Equity LOW,233
HOT GR Equity LAST,234
HOT GR Equity VOLUME,235
LEG GR Equity OPEN,236
LEG GR Equity HIGH,237
LEG GR Equity LOW,238
LEG GR Equity LAST,239
LEG GR Equity VOLUME,240
VOW GR Equity OPEN,241
VOW GR Equity HIGH,242
VOW GR Equity LOW,243
VOW GR Equity LAST,244
VOW GR Equity VOLUME,245
WAF GR Equity OPEN,246
WAF GR Equity HIGH,247
WAF GR Equity LOW,248
WAF GR Equity LAST,249
WAF GR Equity VOLUME,250
OTP HB Equity OPEN,251
OTP HB Equity HIGH,252
OTP HB Equity LOW,253
OTP HB Equity LAST,254
OTP HB Equity VOLUME,255
1928 HK Equity OPEN,256
1928 HK Equity HIGH,257
1928 HK Equity LOW,258
1928 HK Equity LAST,259
1928 HK Equity VOLUME,260
ADRO IJ Equity OPEN,261
ADRO IJ Equity HIGH,262
ADRO IJ Equity LOW,263
ADRO IJ Equity LAST,264
ADRO IJ Equity VOLUME,265
GGRM IJ Equity OPEN,266
GGRM IJ Equity HIGH,267
GGRM IJ Equity LOW,268
GGRM IJ Equity LAST,269
GGRM IJ Equity VOLUME,270
HMSP IJ Equity OPEN,271
HMSP IJ Equity HIGH,272
HMSP IJ Equity LOW,273
HMSP IJ Equity LAST,274
HMSP IJ Equity VOLUME,275
ITMG IJ Equity OPEN,276
ITMG IJ Equity HIGH,277
ITMG IJ Equity LOW,278
ITMG IJ Equity LAST,279
ITMG IJ Equity VOLUME,280
LPPF IJ Equity OPEN,281
LPPF IJ Equity HIGH,282
LPPF IJ Equity LOW,283
LPPF IJ Equity LAST,284
LPPF IJ Equity VOLUME,285
MNCN IJ Equity OPEN,286
MNCN IJ Equity HIGH,287
MNCN IJ Equity LOW,288
MNCN IJ Equity LAST,289
MNCN IJ Equity VOLUME,290
PTBA IJ Equity OPEN,291
PTBA IJ Equity HIGH,292
PTBA IJ Equity LOW,293
PTBA IJ Equity LAST,294
PTBA IJ Equity VOLUME,295
PWON IJ Equity OPEN,296
PWON IJ Equity HIGH,297
PWON IJ Equity LOW,298
PWON IJ Equity LAST,299
PWON IJ Equity VOLUME,300
UNTR IJ Equity OPEN,301
UNTR IJ Equity HIGH,302
UNTR IJ Equity LOW,303
UNTR IJ Equity LAST,304
UNTR IJ Equity VOLUME,305
UNVR IJ Equity OPEN,306
UNVR IJ Equity HIGH,307
UNVR IJ Equity LOW,308
UNVR IJ Equity LAST,309
UNVR IJ Equity VOLUME,310
WIKA IJ Equity OPEN,311
WIKA IJ Equity HIGH,312
WIKA IJ Equity LOW,313
WIKA IJ Equity LAST,314
WIKA IJ Equity VOLUME,315
WTON IJ Equity OPEN,316
WTON IJ Equity HIGH,317
WTON IJ Equity LOW,318
WTON IJ Equity LAST,319
WTON IJ Equity VOLUME,320
AZM IM Equity OPEN,321
AZM IM Equity HIGH,322
AZM IM Equity LOW,323
AZM IM Equity LAST,324
AZM IM Equity VOLUME,325
BGN IM Equity OPEN,326
BGN IM Equity HIGH,327
BGN IM Equity LOW,328
BGN IM Equity LAST,329
BGN IM Equity VOLUME,330
BAJAJCON IN Equity OPEN,331
BAJAJCON IN Equity HIGH,332
BAJAJCON IN Equity LOW,333
BAJAJCON IN Equity LAST,334
BAJAJCON IN Equity VOLUME,335
COAL IN Equity OPEN,336
COAL IN Equity HIGH,337
COAL IN Equity LOW,338
COAL IN Equity LAST,339
COAL IN Equity VOLUME,340
CSTRL IN Equity OPEN,341
CSTRL IN Equity HIGH,342
CSTRL IN Equity LOW,343
CSTRL IN Equity LAST,344
CSTRL IN Equity VOLUME,345
CYL IN Equity OPEN,346
CYL IN Equity HIGH,347
CYL IN Equity LOW,348
CYL IN Equity LAST,349
CYL IN Equity VOLUME,350
GAIL IN Equity OPEN,351
GAIL IN Equity HIGH,352
GAIL IN Equity LOW,353
GAIL IN Equity LAST,354
GAIL IN Equity VOLUME,355
GDPL IN Equity OPEN,356
GDPL IN Equity HIGH,357
GDPL IN Equity LOW,358
GDPL IN Equity LAST,359
GDPL IN Equity VOLUME,360
HPCL IN Equity OPEN,361
HPCL IN Equity HIGH,362
HPCL IN Equity LOW,363
HPCL IN Equity LAST,364
HPCL IN Equity VOLUME,365
IOCL IN Equity OPEN,366
IOCL IN Equity HIGH,367
IOCL IN Equity LOW,368
IOCL IN Equity LAST,369
IOCL IN Equity VOLUME,370
IRB IN Equity OPEN,371
IRB IN Equity HIGH,372
IRB IN Equity LOW,373
IRB IN Equity LAST,374
IRB IN Equity VOLUME,375
JAGP IN Equity OPEN,376
JAGP IN Equity HIGH,377
JAGP IN Equity LOW,378
JAGP IN Equity LAST,379
JAGP IN Equity VOLUME,380
JSTL IN Equity OPEN,381
JSTL IN Equity HIGH,382
JSTL IN Equity LOW,383
JSTL IN Equity LAST,384
JSTL IN Equity VOLUME,385
NMDC IN Equity OPEN,386
NMDC IN Equity HIGH,387
NMDC IN Equity LOW,388
NMDC IN Equity LAST,389
NMDC IN Equity VOLUME,390
ONGC IN Equity OPEN,391
ONGC IN Equity HIGH,392
ONGC IN Equity LOW,393
ONGC IN Equity LAST,394
ONGC IN Equity VOLUME,395
POONAWAL IN Equity OPEN,396
POONAWAL IN Equity HIGH,397
POONAWAL IN Equity LOW,398
POONAWAL IN Equity LAST,399
POONAWAL IN Equity VOLUME,400
SOTL IN Equity OPEN,401
SOTL IN Equity HIGH,402
SOTL IN Equity LOW,403
SOTL IN Equity LAST,404
SOTL IN Equity VOLUME,405
SUNTV IN Equity OPEN,406
SUNTV IN Equity HIGH,407
SUNTV IN Equity LOW,408
SUNTV IN Equity LAST,409
SUNTV IN Equity VOLUME,410
TATA IN Equity OPEN,411
TATA IN Equity HIGH,412
TATA IN Equity LOW,413
TATA IN Equity LAST,414
TATA IN Equity VOLUME,415
ZENT IN Equity OPEN,416
ZENT IN Equity HIGH,417
ZENT IN Equity LOW,418
ZENT IN Equity LAST,419
ZENT IN Equity VOLUME,420
1801 JP Equity OPEN,421
1801 JP Equity HIGH,422
1801 JP Equity LOW,423
1801 JP Equity LAST,424
1801 JP Equity VOLUME,425
1802 JP Equity OPEN,426
1802 JP Equity HIGH,427
1802 JP Equity LOW,428
1802 JP Equity LAST,429
1802 JP Equity VOLUME,430
1803 JP Equity OPEN,431
1803 JP Equity HIGH,432
1803 JP Equity LOW,433
1803 JP Equity LAST,434
1803 JP Equity VOLUME,435
1808 JP Equity OPEN,436
1808 JP Equity HIGH,437
1808 JP Equity LOW,438
1808 JP Equity LAST,439
1808 JP Equity VOLUME,440
1878 JP Equity OPEN,441
1878 JP Equity HIGH,442
1878 JP Equity LOW,443
1878 JP Equity LAST,444
1878 JP Equity VOLUME,445
1925 JP Equity OPEN,446
1925 JP Equity HIGH,447
1925 JP Equity LOW,448
1925 JP Equity LAST,449
1925 JP Equity VOLUME,450
3092 JP Equity OPEN,451
3092 JP Equity HIGH,452
3092 JP Equity LOW,453
3092 JP Equity LAST,454
3092 JP Equity VOLUME,455
3659 JP Equity OPEN,456
3659 JP Equity HIGH,457
3659 JP Equity LOW,458
3659 JP Equity LAST,459
3659 JP Equity VOLUME,460
5423 JP Equity OPEN,461
5423 JP Equity HIGH,462
5423 JP Equity LOW,463
5423 JP Equity LAST,464
5423 JP Equity VOLUME,465
6758 JP Equity OPEN,466
6758 JP Equity HIGH,467
6758 JP Equity LOW,468
6758 JP Equity LAST,469
6758 JP Equity VOLUME,470
8001 JP Equity OPEN,471
8001 JP Equity HIGH,472
8001 JP Equity LOW,473
8001 JP Equity LAST,474
8001 JP Equity VOLUME,475
8354 JP Equity OPEN,476
8354 JP Equity HIGH,477
8354 JP Equity LOW,478
8354 JP Equity LAST,479
8354 JP Equity VOLUME,480
9434 JP Equity OPEN,481
9434 JP Equity HIGH,482
9434 JP Equity LOW,483
9434 JP Equity LAST,484
9434 JP Equity VOLUME,485
9504 JP Equity OPEN,486
9504 JP Equity HIGH,487
9504 JP Equity LOW,488
9504 JP Equity LAST,489
9504 JP Equity VOLUME,490
004170 KS Equity OPEN,491
004170 KS Equity HIGH,492
004170 KS Equity LOW,493
004170 KS Equity LAST,494
004170 KS Equity VOLUME,495
006360 KS Equity OPEN,496
006360 KS Equity HIGH,497
006360 KS Equity LOW,498
006360 KS Equity LAST,499
006360 KS Equity VOLUME,500
011780 KS Equity OPEN,501
011780 KS Equity HIGH,502
011780 KS Equity LOW,503
011780 KS Equity LAST,504
011780 KS Equity VOLUME,505
036490 KS Equity OPEN,506
036490 KS Equity HIGH,507
036490 KS Equity LOW,508
036490 KS Equity LAST,509
036490 KS Equity VOLUME,510
042670 KS Equity OPEN,511
042670 KS Equity HIGH,512
042670 KS Equity LOW,513
042670 KS Equity LAST,514
042670 KS Equity VOLUME,515
057050 KS Equity OPEN,516
057050 KS Equity HIGH,517
057050 KS Equity LOW,518
057050 KS Equity LAST,519
057050 KS Equity VOLUME,520
086790 KS Equity OPEN,521
086790 KS Equity HIGH,522
086790 KS Equity LOW,523
086790 KS Equity LAST,524
086790 KS Equity VOLUME,525
139130 KS Equity OPEN,526
139130 KS Equity HIGH,527
139130 KS Equity LOW,528
139130 KS Equity LAST,529
139130 KS Equity VOLUME,530
192080 KS Equity OPEN,531
192080 KS Equity HIGH,532
192080 KS Equity LOW,533
192080 KS Equity LAST,534
192080 KS Equity VOLUME,535
294870 KS Equity OPEN,536
294870 KS Equity HIGH,537
294870 KS Equity LOW,538
294870 KS Equity LAST,539
294870 KS Equity VOLUME,540
316140 KS Equity OPEN,541
316140 KS Equity HIGH,542
316140 KS Equity LOW,543
316140 KS Equity LAST,544
316140 KS Equity VOLUME,545
TCS LI Equity OPEN,546
TCS LI Equity HIGH,547
TCS LI Equity LOW,548
TCS LI Equity LAST,549
TCS LI Equity VOLUME,550
AAL LN Equity OPEN,551
AAL LN Equity HIGH,552
AAL LN Equity LOW,553
AAL LN Equity LAST,554
AAL LN Equity VOLUME,555
ADM LN Equity OPEN,556
ADM LN Equity HIGH,557
ADM LN Equity LOW,558
ADM LN Equity LAST,559
ADM LN Equity VOLUME,560
AHT LN Equity OPEN,561
AHT LN Equity HIGH,562
AHT LN Equity LOW,563
AHT LN Equity LAST,564
AHT LN Equity VOLUME,565
AUTO LN Equity OPEN,566
AUTO LN Equity HIGH,567
AUTO LN Equity LOW,568
AUTO LN Equity LAST,569
AUTO LN Equity VOLUME,570
BWY LN Equity OPEN,571
BWY LN Equity HIGH,572
BWY LN Equity LOW,573
BWY LN Equity LAST,574
BWY LN Equity VOLUME,575
CRST LN Equity OPEN,576
CRST LN Equity HIGH,577
CRST LN Equity LOW,578
CRST LN Equity LAST,579
CRST LN Equity VOLUME,580
DNLM LN Equity OPEN,581
DNLM LN Equity HIGH,582
DNLM LN Equity LOW,583
DNLM LN Equity LAST,584
DNLM LN Equity VOLUME,585
FDM LN Equity OPEN,586
FDM LN Equity HIGH,587
FDM LN Equity LOW,588
FDM LN Equity LAST,589
FDM LN Equity VOLUME,590
GSK LN Equity OPEN,591
GSK LN Equity HIGH,592
GSK LN Equity LOW,593
GSK LN Equity LAST,594
GSK LN Equity VOLUME,595
HWDN LN Equity OPEN,596
HWDN LN Equity HIGH,597
HWDN LN Equity LOW,598
HWDN LN Equity LAST,599
HWDN LN Equity VOLUME,600
IAG LN Equity OPEN,601
IAG LN Equity HIGH,602
IAG LN Equity LOW,603
IAG LN Equity LAST,604
IAG LN Equity VOLUME,605
ITV LN Equity OPEN,606
ITV LN Equity HIGH,607
ITV LN Equity LOW,608
ITV LN Equity LAST,609
ITV LN Equity VOLUME,610
KAZ LN Equity OPEN,611
KAZ LN Equity HIGH,612
KAZ LN Equity LOW,613
KAZ LN Equity LAST,614
KAZ LN Equity VOLUME,615
LGEN LN Equity OPEN,616
LGEN LN Equity HIGH,617
LGEN LN Equity LOW,618
LGEN LN Equity LAST,619
LGEN LN Equity VOLUME,620
MNDI LN Equity OPEN,621
MNDI LN Equity HIGH,622
MNDI LN Equity LOW,623
MNDI LN Equity LAST,624
MNDI LN Equity VOLUME,625
MONY LN Equity OPEN,626
MONY LN Equity HIGH,627
MONY LN Equity LOW,628
MONY LN Equity LAST,629
MONY LN Equity VOLUME,630
NXT LN Equity OPEN,631
NXT LN Equity HIGH,632
NXT LN Equity LOW,633
NXT LN Equity LAST,634
NXT LN Equity VOLUME,635
OSB LN Equity OPEN,636
OSB LN Equity HIGH,637
OSB LN Equity LOW,638
OSB LN Equity LAST,639
OSB LN Equity VOLUME,640
PAGE LN Equity OPEN,641
PAGE LN Equity HIGH,642
PAGE LN Equity LOW,643
PAGE LN Equity LAST,644
PAGE LN Equity VOLUME,645
PFC LN Equity OPEN,646
PFC LN Equity HIGH,647
PFC LN Equity LOW,648
PFC LN Equity LAST,649
PFC LN Equity VOLUME,650
PSN LN Equity OPEN,651
PSN LN Equity HIGH,652
PSN LN Equity LOW,653
PSN LN Equity LAST,654
PSN LN Equity VOLUME,655
RDW LN Equity OPEN,656
RDW LN Equity HIGH,657
RDW LN Equity LOW,658
RDW LN Equity LAST,659
RDW LN Equity VOLUME,660
REL LN Equity OPEN,661
REL LN Equity HIGH,662
REL LN Equity LOW,663
REL LN Equity LAST,664
REL LN Equity VOLUME,665
RHIM LN Equity OPEN,666
RHIM LN Equity HIGH,667
RHIM LN Equity LOW,668
RHIM LN Equity LAST,669
RHIM LN Equity VOLUME,670
RIO LN Equity OPEN,671
RIO LN Equity HIGH,672
RIO LN Equity LOW,673
RIO LN Equity LAST,674
RIO LN Equity VOLUME,675
RMV LN Equity OPEN,676
RMV LN Equity HIGH,677
RMV LN Equity LOW,678
RMV LN Equity LAST,679
RMV LN Equity VOLUME,680
SCT LN Equity OPEN,681
SCT LN Equity HIGH,682
SCT LN Equity LOW,683
SCT LN Equity LAST,684
SCT LN Equity VOLUME,685
SMWH LN Equity OPEN,686
SMWH LN Equity HIGH,687
SMWH LN Equity LOW,688
SMWH LN Equity LAST,689
SMWH LN Equity VOLUME,690
SSE LN Equity OPEN,691
SSE LN Equity HIGH,692
SSE LN Equity LOW,693
SSE LN Equity LAST,694
SSE LN Equity VOLUME,695
ULVR LN Equity OPEN,696
ULVR LN Equity HIGH,697
ULVR LN Equity LOW,698
ULVR LN Equity LAST,699
ULVR LN Equity VOLUME,700
WIZZ LN Equity OPEN,701
WIZZ LN Equity HIGH,702
WIZZ LN Equity LOW,703
WIZZ LN Equity LAST,704
WIZZ LN Equity VOLUME,705
WTB LN Equity OPEN,706
WTB LN Equity HIGH,707
WTB LN Equity LOW,708
WTB LN Equity LAST,709
WTB LN Equity VOLUME,710
RTL LX Equity OPEN,711
RTL LX Equity HIGH,712
RTL LX Equity LOW,713
RTL LX Equity LAST,714
RTL LX Equity VOLUME,715
CAB MK Equity OPEN,716
CAB MK Equity HIGH,717
CAB MK Equity LOW,718
CAB MK Equity LAST,719
CAB MK Equity VOLUME,720
HEIM MK Equity OPEN,721
HEIM MK Equity HIGH,722
HEIM MK Equity LOW,723
HEIM MK Equity LAST,724
HEIM MK Equity VOLUME,725
NESZ MK Equity OPEN,726
NESZ MK Equity HIGH,727
NESZ MK Equity LOW,728
NESZ MK Equity LAST,729
NESZ MK Equity VOLUME,730
ALPEKA MM Equity OPEN,731
ALPEKA MM Equity HIGH,732
ALPEKA MM Equity LOW,733
ALPEKA MM Equity LAST,734
ALPEKA MM Equity VOLUME,735
BBAJIOO MM Equity OPEN,736
BBAJIOO MM Equity HIGH,737
BBAJIOO MM Equity LOW,738
BBAJIOO MM Equity LAST,739
BBAJIOO MM Equity VOLUME,740
BSMXB MM Equity OPEN,741
BSMXB MM Equity HIGH,742
BSMXB MM Equity LOW,743
BSMXB MM Equity LAST,744
BSMXB MM Equity VOLUME,745
FUNO11 MM Equity OPEN,746
FUNO11 MM Equity HIGH,747
FUNO11 MM Equity LOW,748
FUNO11 MM Equity LAST,749
FUNO11 MM Equity VOLUME,750
GFNORTEO MM Equity OPEN,751
GFNORTEO MM Equity HIGH,752
GFNORTEO MM Equity LOW,753
GFNORTEO MM Equity LAST,754
GFNORTEO MM Equity VOLUME,755
KIMBERA MM Equity OPEN,756
KIMBERA MM Equity HIGH,757
KIMBERA MM Equity LOW,758
KIMBERA MM Equity LAST,759
KIMBERA MM Equity VOLUME,760
OMAB MM Equity OPEN,761
OMAB MM Equity HIGH,762
OMAB MM Equity LOW,763
OMAB MM Equity LAST,764
OMAB MM Equity VOLUME,765
RA MM Equity OPEN,766
RA MM Equity HIGH,767
RA MM Equity LOW,768
RA MM Equity LAST,769
RA MM Equity VOLUME,770
AKZA NA Equity OPEN,771
AKZA NA Equity HIGH,772
AKZA NA Equity LOW,773
AKZA NA Equity LAST,774
AKZA NA Equity VOLUME,775
ASRNL NA Equity OPEN,776
ASRNL NA Equity HIGH,777
ASRNL NA Equity LOW,778
ASRNL NA Equity LAST,779
ASRNL NA Equity VOLUME,780
UNAT NA Equity OPEN,781
UNAT NA Equity HIGH,782
UNAT NA Equity LOW,783
UNAT NA Equity LAST,784
UNAT NA Equity VOLUME,785
GJF NO Equity OPEN,786
GJF NO Equity HIGH,787
GJF NO Equity LOW,788
GJF NO Equity LAST,789
GJF NO Equity VOLUME,790
SALM NO Equity OPEN,791
SALM NO Equity HIGH,792
SALM NO Equity LOW,793
SALM NO Equity LAST,794
SALM NO Equity VOLUME,795
SRBNK NO Equity OPEN,796
SRBNK NO Equity HIGH,797
SRBNK NO Equity LOW,798
SRBNK NO Equity LAST,799
SRBNK NO Equity VOLUME,800
VEI NO Equity OPEN,801
VEI NO Equity HIGH,802
VEI NO Equity LOW,803
VEI NO Equity LAST,804
VEI NO Equity VOLUME,805
APL PA Equity OPEN,806
APL PA Equity HIGH,807
APL PA Equity LOW,808
APL PA Equity LAST,809
APL PA Equity VOLUME,810
EFERT PA Equity OPEN,811
EFERT PA Equity HIGH,812
EFERT PA Equity LOW,813
EFERT PA Equity LAST,814
EFERT PA Equity VOLUME,815
AC PM Equity OPEN,816
AC PM Equity HIGH,817
AC PM Equity LOW,818
AC PM Equity LAST,819
AC PM Equity VOLUME,820
CEB PM Equity OPEN,821
CEB PM Equity HIGH,822
CEB PM Equity LOW,823
CEB PM Equity LAST,824
CEB PM Equity VOLUME,825
GLO PM Equity OPEN,826
GLO PM Equity HIGH,827
GLO PM Equity LOW,828
GLO PM Equity LAST,829
GLO PM Equity VOLUME,830
MER PM Equity OPEN,831
MER PM Equity HIGH,832
MER PM Equity LOW,833
MER PM Equity LAST,834
MER PM Equity VOLUME,835
KTY PW Equity OPEN,836
KTY PW Equity HIGH,837
KTY PW Equity LOW,838
KTY PW Equity LAST,839
KTY PW Equity VOLUME,840
ACS SM Equity OPEN,841
ACS SM Equity HIGH,842
ACS SM Equity LOW,843
ACS SM Equity LAST,844
ACS SM Equity VOLUME,845
CIE SM Equity OPEN,846
CIE SM Equity HIGH,847
CIE SM Equity LOW,848
CIE SM Equity LAST,849
CIE SM Equity VOLUME,850
LOG SM Equity OPEN,851
LOG SM Equity HIGH,852
LOG SM Equity LOW,853
LOG SM Equity LAST,854
LOG SM Equity VOLUME,855
BETSB SS Equity OPEN,856
BETSB SS Equity HIGH,857
BETSB SS Equity LOW,858
BETSB SS Equity LAST,859
BETSB SS Equity VOLUME,860
BILL SS Equity OPEN,861
BILL SS Equity HIGH,862
BILL SS Equity LOW,863
BILL SS Equity LAST,864
BILL SS Equity VOLUME,865
EVO SS Equity OPEN,866
EVO SS Equity HIGH,867
EVO SS Equity LOW,868
EVO SS Equity LAST,869
EVO SS Equity VOLUME,870
IPCO SS Equity OPEN,871
IPCO SS Equity HIGH,872
IPCO SS Equity LOW,873
IPCO SS Equity LAST,874
IPCO SS Equity VOLUME,875
JM SS Equity OPEN,876
JM SS Equity HIGH,877
JM SS Equity LOW,878
JM SS Equity LAST,879
JM SS Equity VOLUME,880
KINDSDB SS Equity OPEN,881
KINDSDB SS Equity HIGH,882
KINDSDB SS Equity LOW,883
KINDSDB SS Equity LAST,884
KINDSDB SS Equity VOLUME,885
KLOVB SS Equity OPEN,886
KLOVB SS Equity HIGH,887
KLOVB SS Equity LOW,888
KLOVB SS Equity LAST,889
KLOVB SS Equity VOLUME,890
NETB SS Equity OPEN,891
NETB SS Equity HIGH,892
NETB SS Equity LOW,893
NETB SS Equity LAST,894
