,GXI GR Equity,GXI GR Equity,GXI GR Equity,GXI GR Equity,GXI GR Equity
2012-12-01,33.299,33.532,33.218,33.451,78530.0
2012-12-02,33.299,33.532,33.218,33.451,78530.0
2012-12-03,33.451,33.596,32.807,32.87,71934.0
2012-12-04,32.87,33.239,32.76,33.04,65722.0
2012-12-05,33.171,33.434,32.891,33.413,60966.0
2012-12-06,33.396,34.63,33.231,34.423,144376.0
2012-12-07,34.423,34.526,34.024,34.083,80423.0
2012-12-08,34.423,34.526,34.024,34.083,80423.0
2012-12-09,34.423,34.526,34.024,34.083,80423.0
2012-12-10,34.024,34.224,33.952,34.155,79596.0
2012-12-11,34.155,34.541,34.092,34.401,86574.0
2012-12-12,34.401,34.401,34.121,34.261,57358.0
2012-12-13,34.261,34.355,33.931,34.219,150505.0
2012-12-14,34.219,34.44,33.99,34.181,126843.0
2012-12-15,34.219,34.44,33.99,34.181,126843.0
2012-12-16,34.219,34.44,33.99,34.181,126843.0
2012-12-17,34.181,34.524,33.948,34.215,80462.0
2012-12-18,34.283,34.601,34.117,34.202,52146.0
2012-12-19,34.202,34.35,33.875,33.935,90860.0
2012-12-20,33.926,34.647,33.795,34.308,80973.0
2012-12-21,34.274,34.397,33.922,34.3,102948.0
2012-12-22,34.274,34.397,33.922,34.3,102948.0
2012-12-23,34.274,34.397,33.922,34.3,102948.0
2012-12-24,34.274,34.397,33.922,34.3,102948.0
2012-12-25,34.274,34.397,33.922,34.3,102948.0
2012-12-26,34.274,34.397,33.922,34.3,102948.0
2012-12-27,34.3,34.355,33.973,33.981,36091.0
2012-12-28,34.071,34.143,33.931,34.011,33972.0
2012-12-29,34.071,34.143,33.931,34.011,33972.0
2012-12-30,34.071,34.143,33.931,34.011,33972.0
2012-12-31,34.071,34.143,33.931,34.011,33972.0
2013-01-01,34.071,34.143,33.931,34.011,33972.0
2013-01-02,34.071,34.524,34.047,34.317,116791.0
2013-01-03,34.317,34.55,34.219,34.529,78934.0
2013-01-04,34.529,34.529,33.167,33.786,224516.0
2013-01-05,34.529,34.529,33.167,33.786,224516.0
2013-01-06,34.529,34.529,33.167,33.786,224516.0
2013-01-07,33.786,33.894,32.497,32.828,232501.0
2013-01-08,32.87,32.925,32.705,32.883,117851.0
2013-01-09,32.883,33.036,32.111,32.925,201309.0
2013-01-10,33.137,33.498,33.065,33.337,98635.0
2013-01-11,33.337,33.337,32.904,33.159,118974.0
2013-01-12,33.337,33.337,32.904,33.159,118974.0
2013-01-13,33.337,33.337,32.904,33.159,118974.0
2013-01-14,33.167,33.422,33.137,33.26,71712.0
2013-01-15,33.26,33.35,32.951,33.027,59995.0
2013-01-16,32.955,32.959,31.428,32.145,236825.0
2013-01-17,32.145,32.573,31.895,32.522,146437.0
2013-01-18,32.522,32.921,32.467,32.688,96028.0
2013-01-19,32.522,32.921,32.467,32.688,96028.0
2013-01-20,32.522,32.921,32.467,32.688,96028.0
2013-01-21,32.688,32.968,32.565,32.908,61277.0
2013-01-22,32.908,33.227,32.582,33.125,99449.0
2013-01-23,33.125,33.197,32.446,32.675,169301.0
2013-01-24,32.675,32.9,32.472,32.785,85306.0
2013-01-25,32.785,32.959,32.62,32.828,87543.0
2013-01-26,32.785,32.959,32.62,32.828,87543.0
2013-01-27,32.785,32.959,32.62,32.828,87543.0
2013-01-28,32.874,33.252,32.548,32.552,118295.0
2013-01-29,32.718,32.718,32.327,32.353,118500.0
2013-01-30,32.489,32.489,32.136,32.268,171055.0
2013-01-31,32.327,32.327,31.988,32.103,91352.0
2013-02-01,32.145,33.693,32.141,32.815,178050.0
2013-02-02,32.145,33.693,32.141,32.815,178050.0
2013-02-03,32.145,33.693,32.141,32.815,178050.0
2013-02-04,32.811,33.036,32.442,32.455,145790.0
2013-02-05,32.65,32.747,31.767,31.844,210458.0
2013-02-06,32.098,32.561,31.513,31.835,246877.0
2013-02-07,31.954,32.942,31.937,32.599,163589.0
2013-02-08,32.658,33.031,32.569,32.841,85996.0
2013-02-09,32.658,33.031,32.569,32.841,85996.0
2013-02-10,32.658,33.031,32.569,32.841,85996.0
2013-02-11,32.862,33.498,32.722,33.286,118844.0
2013-02-12,33.243,33.998,33.243,33.468,132285.0
2013-02-13,33.456,33.981,33.456,33.557,87792.0
2013-02-14,34.032,35.708,33.914,35.093,465919.0
2013-02-15,35.322,36.827,35.322,36.492,672543.0
2013-02-16,35.322,36.827,35.322,36.492,672543.0
2013-02-17,35.322,36.827,35.322,36.492,672543.0
2013-02-18,36.492,37.76,36.488,37.145,322568.0
2013-02-19,37.137,37.578,36.899,37.073,225478.0
2013-02-20,37.112,37.882,37.095,37.777,188763.0
2013-02-21,37.833,38.129,36.984,37.192,172484.0
2013-02-22,37.324,37.82,37.167,37.315,133845.0
2013-02-23,37.324,37.82,37.167,37.315,133845.0
2013-02-24,37.324,37.82,37.167,37.315,133845.0
2013-02-25,37.434,37.822,36.348,36.348,147604.0
2013-02-26,36.899,37.205,36.42,36.993,131014.0
2013-02-27,37.073,37.391,36.713,37.293,79116.0
2013-02-28,37.383,37.671,37.095,37.502,147022.0
2013-03-01,37.421,38.07,37.379,37.854,203936.0
2013-03-02,37.421,38.07,37.379,37.854,203936.0
2013-03-03,37.421,38.07,37.379,37.854,203936.0
2013-03-04,37.841,38.163,37.654,37.977,121118.0
2013-03-05,37.833,38.329,37.748,37.777,102159.0
2013-03-06,37.854,38.146,37.383,37.565,105375.0
2013-03-07,37.786,38.172,37.565,37.616,67610.0
2013-03-08,37.663,37.909,37.267,37.536,81662.0
2013-03-09,37.663,37.909,37.267,37.536,81662.0
2013-03-10,37.663,37.909,37.267,37.536,81662.0
2013-03-11,37.697,37.867,37.514,37.654,66026.0
2013-03-12,37.697,38.057,37.324,37.854,84199.0
2013-03-13,37.9,38.045,37.324,37.413,119425.0
2013-03-14,37.578,38.325,37.448,38.07,151266.0
2013-03-15,38.129,38.999,37.934,38.736,279061.0
2013-03-16,38.129,38.999,37.934,38.736,279061.0
2013-03-17,38.129,38.999,37.934,38.736,279061.0
2013-03-18,38.515,38.732,36.641,38.104,144317.0
2013-03-19,38.087,39.105,38.019,38.757,124638.0
2013-03-20,38.8,39.33,38.363,38.694,106414.0
2013-03-21,38.719,39.266,38.56,38.685,114893.0
2013-03-22,38.715,38.918,38.21,38.795,72116.0
2013-03-23,38.715,38.918,38.21,38.795,72116.0
2013-03-24,38.715,38.918,38.21,38.795,72116.0
2013-03-25,39.063,39.359,38.698,38.698,119312.0
2013-03-26,38.596,38.596,37.154,38.176,272747.0
2013-03-27,38.371,38.443,37.587,37.587,119983.0
2013-03-28,37.693,38.023,37.476,38.015,127286.0
2013-03-29,37.693,38.023,37.476,38.015,127286.0
2013-03-30,37.693,38.023,37.476,38.015,127286.0
2013-03-31,37.693,38.023,37.476,38.015,127286.0
2013-04-01,37.693,38.023,37.476,38.015,127286.0
2013-04-02,37.909,39.245,37.824,38.897,119671.0
2013-04-03,38.795,39.253,38.524,38.549,104965.0
2013-04-04,38.711,38.711,37.905,38.104,92391.0
2013-04-05,38.138,38.141,36.034,36.276,305013.0
2013-04-06,38.138,38.141,36.034,36.276,305013.0
2013-04-07,38.138,38.141,36.034,36.276,305013.0
2013-04-08,36.403,37.035,36.128,36.539,123526.0
2013-04-09,36.666,37.069,36.289,37.069,102806.0
2013-04-10,36.7,39.703,36.374,37.9,324941.0
2013-04-11,37.9,38.414,37.616,38.346,138535.0
2013-04-12,38.473,38.68,37.973,38.528,142699.0
2013-04-13,38.473,38.68,37.973,38.528,142699.0
2013-04-14,38.473,38.68,37.973,38.528,142699.0
2013-04-15,38.588,38.588,37.311,37.311,110465.0
2013-04-16,37.485,37.587,36.878,37.252,99685.0
2013-04-17,37.421,37.536,36.191,36.263,128769.0
2013-04-18,36.467,37.069,36.109,36.649,107506.0
2013-04-19,36.985,37.188,36.365,36.542,175864.0
2013-04-20,36.985,37.188,36.365,36.542,175864.0
2013-04-21,36.985,37.188,36.365,36.542,175864.0
2013-04-22,36.946,37.399,36.701,36.929,118871.0
2013-04-23,36.946,38.04,36.839,37.635,137801.0
2013-04-24,37.631,37.795,37.299,37.554,158340.0
2013-04-25,37.631,37.98,37.192,37.433,115185.0
2013-04-26,37.485,37.734,37.175,37.437,84380.0
2013-04-27,37.485,37.734,37.175,37.437,84380.0
2013-04-28,37.485,37.734,37.175,37.437,84380.0
2013-04-29,37.485,37.902,37.287,37.459,112706.0
2013-04-30,37.61,37.627,37.05,37.308,174773.0
2013-05-01,37.61,37.627,37.05,37.308,174773.0
2013-05-02,37.325,37.657,36.925,37.205,159157.0
2013-05-03,37.325,38.281,37.218,38.174,120659.0
2013-05-04,37.325,38.281,37.218,38.174,120659.0
2013-05-05,37.325,38.281,37.218,38.174,120659.0
2013-05-06,38.225,38.225,37.631,37.743,76755.0
2013-05-07,37.765,38.553,37.73,38.135,102759.0
2013-05-08,38.165,39.177,38.057,38.901,171353.0
2013-05-09,38.897,39.233,38.772,39.061,42083.0
2013-05-10,39.104,39.715,38.966,39.039,82092.0
2013-05-11,39.104,39.715,38.966,39.039,82092.0
2013-05-12,39.104,39.715,38.966,39.039,82092.0
2013-05-13,39.043,39.474,39.013,39.177,58800.0
2013-05-14,39.358,39.458,38.845,39.354,63911.0
2013-05-15,39.375,40.245,39.362,39.961,143851.0
2013-05-16,39.931,40.826,39.918,40.65,140627.0
2013-05-17,40.528,40.766,40.189,40.297,84647.0
2013-05-18,40.528,40.766,40.189,40.297,84647.0
2013-05-19,40.528,40.766,40.189,40.297,84647.0
2013-05-20,40.529,40.688,40.434,40.503,41544.0
2013-05-21,40.529,40.998,40.43,40.934,73450.0
2013-05-22,40.925,41.089,40.632,40.813,86364.0
2013-05-23,40.482,40.482,39.409,40.047,132338.0
2013-05-24,40.021,40.383,39.784,39.948,78108.0
2013-05-25,40.021,40.383,39.784,39.948,78108.0
2013-05-26,40.021,40.383,39.784,39.948,78108.0
2013-05-27,40.064,40.508,39.991,40.292,24152.0
2013-05-28,40.353,41.326,40.348,40.882,113064.0
2013-05-29,40.766,40.792,39.698,39.823,115231.0
2013-05-30,39.922,40.176,39.543,39.926,57455.0
2013-05-31,39.922,40.064,39.513,39.788,64290.0
2013-06-01,39.922,40.064,39.513,39.788,64290.0
2013-06-02,39.922,40.064,39.513,39.788,64290.0
2013-06-03,39.823,40.374,39.435,39.745,80719.0
2013-06-04,39.918,39.952,39.397,39.397,66777.0
2013-06-05,39.358,39.702,38.703,38.764,81211.0
2013-06-06,38.832,39.125,38.427,38.527,93290.0
2013-06-07,38.746,39.013,37.523,38.746,92516.0
2013-06-08,38.746,39.013,37.523,38.746,92516.0
2013-06-09,38.746,39.013,37.523,38.746,92516.0
2013-06-10,38.746,39.491,38.708,38.932,72743.0
2013-06-11,38.85,39.005,38.032,38.354,68523.0
2013-06-12,38.367,39.138,38.255,38.755,48301.0
2013-06-13,38.29,38.415,37.579,37.98,111689.0
2013-06-14,38.303,38.337,37.648,37.997,86954.0
2013-06-15,38.303,38.337,37.648,37.997,86954.0
2013-06-16,38.303,38.337,37.648,37.997,86954.0
2013-06-17,38.07,38.888,38.07,38.557,50333.0
2013-06-18,38.497,39.177,38.398,39.147,73448.0
2013-06-19,39.061,39.323,38.695,38.983,69422.0
2013-06-20,38.596,38.639,37.071,37.351,158609.0
2013-06-21,37.476,37.881,36.705,36.959,188258.0
2013-06-22,37.476,37.881,36.705,36.959,188258.0
2013-06-23,37.476,37.881,36.705,36.959,188258.0
2013-06-24,37.007,37.05,35.857,35.995,160839.0
2013-06-25,36.145,37.786,36.098,37.752,141716.0
2013-06-26,37.653,38.454,37.653,38.367,93430.0
2013-06-27,38.449,39.293,38.363,39.035,99631.0
2013-06-28,39.035,39.181,37.79,38.26,143365.0
2013-06-29,39.035,39.181,37.79,38.26,143365.0
2013-06-30,39.035,39.181,37.79,38.26,143365.0
2013-07-01,38.376,39.104,38.062,38.888,140727.0
2013-07-02,38.871,38.932,37.02,37.02,218737.0
2013-07-03,36.959,37.084,35.857,36.645,202154.0
2013-07-04,36.783,38.501,36.77,37.941,125209.0
2013-07-05,38.07,38.211,37.394,37.45,67310.0
2013-07-06,38.07,38.211,37.394,37.45,67310.0
2013-07-07,38.07,38.211,37.394,37.45,67310.0
2013-07-08,37.954,38.457,37.618,38.29,54413.0
2013-07-09,38.553,39.009,38.41,38.677,82384.0
2013-07-10,38.553,38.553,35.866,37.446,346855.0
2013-07-11,38.156,38.342,37.558,37.627,165088.0
2013-07-12,37.739,37.98,37.343,37.674,98839.0
2013-07-13,37.739,37.98,37.343,37.674,98839.0
2013-07-14,37.739,37.98,37.343,37.674,98839.0
2013-07-15,37.859,37.984,37.287,37.545,70010.0
2013-07-16,37.691,37.691,36.722,36.882,127724.0
2013-07-17,37.05,37.136,36.809,36.916,116704.0
2013-07-18,36.839,37.459,36.783,37.179,126175.0
2013-07-19,36.994,37.648,36.994,37.291,92351.0
2013-07-20,36.994,37.648,36.994,37.291,92351.0
2013-07-21,36.994,37.648,36.994,37.291,92351.0
2013-07-22,37.42,37.601,37.007,37.007,43245.0
2013-07-23,37.231,37.894,37.119,37.597,115490.0
2013-07-24,37.584,37.911,37.394,37.48,48304.0
2013-07-25,37.584,38.083,37.399,38.04,55517.0
2013-07-26,38.212,38.22,37.523,37.605,40689.0
2013-07-27,38.212,38.22,37.523,37.605,40689.0
2013-07-28,38.212,38.22,37.523,37.605,40689.0
2013-07-29,37.705,38.032,37.48,37.48,66094.0
2013-07-30,37.726,38.617,37.42,38.247,70312.0
2013-07-31,38.247,38.484,37.657,37.721,67345.0
2013-08-01,38.066,38.944,37.463,38.944,82516.0
2013-08-02,39.018,39.478,38.794,39.332,76098.0
2013-08-03,39.018,39.478,38.794,39.332,76098.0
2013-08-04,39.018,39.478,38.794,39.332,76098.0
2013-08-05,39.427,39.547,39.25,39.397,44289.0
2013-08-06,39.427,39.672,39.22,39.403,63403.0
2013-08-07,39.285,39.758,39.181,39.358,60250.0
2013-08-08,39.457,39.844,39.263,39.625,73649.0
2013-08-09,39.741,39.935,39.31,39.913,80045.0
2013-08-10,39.741,39.935,39.31,39.913,80045.0
2013-08-11,39.741,39.935,39.31,39.913,80045.0
2013-08-12,40.004,40.279,39.84,40.068,53564.0
2013-08-13,40.262,40.736,39.603,39.875,92354.0
2013-08-14,39.995,40.525,39.702,40.34,77777.0
2013-08-15,40.46,40.555,38.914,39.16,72337.0
2013-08-16,39.354,39.84,39.005,39.715,92701.0
2013-08-17,39.354,39.84,39.005,39.715,92701.0
2013-08-18,39.354,39.84,39.005,39.715,92701.0
2013-08-19,39.956,39.961,39.293,39.72,76834.0
2013-08-20,39.651,39.853,39.435,39.797,57039.0
2013-08-21,39.806,40.154,39.702,39.926,56160.0
2013-08-22,39.831,40.228,39.831,39.999,43905.0
2013-08-23,40.856,41.046,40.133,40.598,115927.0
2013-08-24,40.856,41.046,40.133,40.598,115927.0
2013-08-25,40.856,41.046,40.133,40.598,115927.0
2013-08-26,40.835,40.878,40.426,40.495,37319.0
2013-08-27,40.452,40.452,39.358,39.358,59885.0
2013-08-28,39.267,39.366,38.492,38.492,104393.0
2013-08-29,38.514,39.009,38.428,38.789,58072.0
2013-08-30,39.186,39.616,38.781,39.293,105977.0
2013-08-31,39.186,39.616,38.781,39.293,105977.0
2013-09-01,39.186,39.616,38.781,39.293,105977.0
2013-09-02,39.814,40.18,39.612,40.116,38809.0
2013-09-03,40.344,40.348,39.569,39.569,128498.0
2013-09-04,39.788,39.819,39.198,39.465,104637.0
2013-09-05,39.53,39.732,39.138,39.539,53572.0
2013-09-06,39.422,39.526,37.614,38.402,184908.0
2013-09-07,39.422,39.526,37.614,38.402,184908.0
2013-09-08,39.422,39.526,37.614,38.402,184908.0
2013-09-09,38.29,38.755,38.191,38.466,97605.0
2013-09-10,38.497,39.177,38.161,38.987,115344.0
2013-09-11,39.168,39.608,38.97,39.328,83184.0
2013-09-12,39.444,39.646,38.884,39.009,79773.0
2013-09-13,38.927,39.043,38.604,38.665,45846.0
2013-09-14,38.927,39.043,38.604,38.665,45846.0
2013-09-15,38.927,39.043,38.604,38.665,45846.0
2013-09-16,39.328,39.328,38.841,39.138,70759.0
2013-09-17,39.302,39.332,38.583,38.802,62344.0
2013-09-18,39.018,39.177,38.725,39.134,79203.0
2013-09-19,39.681,39.919,39.354,39.461,106789.0
2013-09-20,39.254,39.676,39.078,39.147,116358.0
2013-09-21,39.254,39.676,39.078,39.147,116358.0
2013-09-22,39.254,39.676,39.078,39.147,116358.0
2013-09-23,39.194,39.431,39.005,39.164,55053.0
2013-09-24,39.186,39.384,38.746,39.052,72580.0
2013-09-25,37.317,39.16,37.136,38.428,283183.0
2013-09-26,38.522,38.596,37.734,38.001,158423.0
2013-09-27,37.98,38.178,37.08,37.894,280887.0
2013-09-28,37.98,38.178,37.08,37.894,280887.0
2013-09-29,37.98,38.178,37.08,37.894,280887.0
2013-09-30,37.635,38.255,37.554,38.139,151007.0
2013-10-01,38.497,38.591,38.01,38.501,71274.0
2013-10-02,39.875,40.391,38.772,39.267,282533.0
2013-10-03,37.765,39.168,37.765,38.432,162572.0
2013-10-04,38.376,38.828,38.277,38.639,70252.0
2013-10-05,38.376,38.828,38.277,38.639,70252.0
2013-10-06,38.376,38.828,38.277,38.639,70252.0
2013-10-07,38.755,38.755,38.1,38.6,62592.0
2013-10-08,38.54,38.604,37.98,38.195,87979.0
2013-10-09,38.066,38.475,37.898,38.475,68972.0
2013-10-10,37.739,38.578,36.628,37.17,386341.0
2013-10-11,37.282,37.416,36.8,37.235,188842.0
2013-10-12,37.282,37.416,36.8,37.235,188842.0
2013-10-13,37.282,37.416,36.8,37.235,188842.0
2013-10-14,37.192,37.554,37.084,37.554,61980.0
2013-10-15,37.442,38.346,37.442,38.217,126985.0
2013-10-16,38.23,38.471,37.812,38.389,89974.0
2013-10-17,38.221,38.428,38.126,38.217,58210.0
2013-10-18,38.557,39.216,38.294,39.095,74924.0
2013-10-19,38.557,39.216,38.294,39.095,74924.0
2013-10-20,38.557,39.216,38.294,39.095,74924.0
2013-10-21,39.177,39.336,38.831,39.018,103343.0
2013-10-22,39.143,39.503,38.901,39.332,130238.0
2013-10-23,39.397,39.5,39.147,39.272,94913.0
2013-10-24,39.25,39.568,38.923,38.923,106086.0
2013-10-25,39.0,39.186,38.587,39.048,127986.0
2013-10-26,39.0,39.186,38.587,39.048,127986.0
2013-10-27,39.0,39.186,38.587,39.048,127986.0
2013-10-28,39.461,39.573,39.143,39.298,103753.0
2013-10-29,39.384,39.836,39.267,39.681,112531.0
2013-10-30,39.745,41.248,39.711,40.512,246361.0
2013-10-31,40.688,42.045,40.439,41.86,199773.0
2013-11-01,42.114,42.328,41.838,42.2,129976.0
2013-11-02,42.114,42.328,41.838,42.2,129976.0
2013-11-03,42.114,42.328,41.838,42.2,129976.0
2013-11-04,42.342,42.867,42.105,42.196,149666.0
2013-11-05,42.239,42.26,40.917,40.998,204325.0
2013-11-06,41.08,41.115,40.396,41.016,217583.0
2013-11-07,41.123,41.644,40.921,41.339,108661.0
2013-11-08,41.347,41.386,40.908,41.119,123240.0
2013-11-09,41.347,41.386,40.908,41.119,123240.0
2013-11-10,41.347,41.386,40.908,41.119,123240.0
2013-11-11,41.339,41.644,41.128,41.507,99082.0
2013-11-12,41.468,41.644,41.36,41.364,132122.0
2013-11-13,41.356,41.408,40.942,41.237,64131.0
2013-11-14,41.339,41.799,41.166,41.209,101433.0
2013-11-15,41.347,41.429,41.097,41.429,99209.0
2013-11-16,41.347,41.429,41.097,41.429,99209.0
2013-11-17,41.347,41.429,41.097,41.429,99209.0
2013-11-18,41.33,41.567,41.158,41.408,65368.0
2013-11-19,41.339,41.511,41.102,41.287,83255.0
2013-11-20,41.425,41.649,41.184,41.296,99729.0
2013-11-21,41.197,41.257,40.908,41.089,93042.0
2013-11-22,41.274,41.554,41.11,41.464,68013.0
2013-11-23,41.274,41.554,41.11,41.464,68013.0
2013-11-24,41.274,41.554,41.11,41.464,68013.0
2013-11-25,41.743,42.613,41.416,42.368,133086.0
2013-11-26,42.411,42.906,42.221,42.712,118790.0
2013-11-27,42.872,43.354,42.531,43.233,83755.0
2013-11-28,43.164,44.138,42.665,42.773,154745.0
2013-11-29,42.497,42.902,42.415,42.773,68776.0
2013-11-30,42.497,42.902,42.415,42.773,68776.0
2013-12-01,42.497,42.902,42.415,42.773,68776.0
2013-12-02,42.824,43.362,42.574,43.087,63545.0
2013-12-03,43.147,43.276,40.495,40.736,377123.0
2013-12-04,40.852,41.145,40.245,40.322,195404.0
2013-12-05,40.564,41.623,40.219,41.136,197294.0
2013-12-06,41.188,41.438,40.973,41.253,74213.0
2013-12-07,41.188,41.438,40.973,41.253,74213.0
2013-12-08,41.188,41.438,40.973,41.253,74213.0
2013-12-09,41.153,41.378,40.516,40.796,79460.0
2013-12-10,40.598,41.02,40.503,40.701,67212.0
2013-12-11,40.658,40.744,40.124,40.21,98326.0
2013-12-12,40.434,40.52,39.922,40.047,102148.0
2013-12-13,39.909,40.279,39.711,39.948,100362.0
2013-12-14,39.909,40.279,39.711,39.948,100362.0
2013-12-15,39.909,40.279,39.711,39.948,100362.0
2013-12-16,40.021,40.869,39.776,40.693,72658.0
2013-12-17,40.744,41.201,40.645,41.054,74681.0
2013-12-18,41.166,42.29,41.162,42.226,173127.0
2013-12-19,42.587,43.294,42.437,43.156,168689.0
2013-12-20,43.147,43.922,43.087,43.5,150184.0
2013-12-21,43.147,43.922,43.087,43.5,150184.0
2013-12-22,43.147,43.922,43.087,43.5,150184.0
2013-12-23,43.535,43.871,43.276,43.302,53161.0
2013-12-24,43.535,43.871,43.276,43.302,53161.0
2013-12-25,43.535,43.871,43.276,43.302,53161.0
2013-12-26,43.535,43.871,43.276,43.302,53161.0
2013-12-27,43.449,44.095,42.63,44.017,78640.0
2013-12-28,43.449,44.095,42.63,44.017,78640.0
2013-12-29,43.449,44.095,42.63,44.017,78640.0
2013-12-30,43.836,44.043,43.604,43.776,28920.0
2013-12-31,43.836,44.043,43.604,43.776,28920.0
2014-01-01,43.836,44.043,43.604,43.776,28920.0
2014-01-02,43.879,44.508,42.669,42.738,130133.0
2014-01-03,43.018,44.034,42.626,43.767,74402.0
2014-01-04,43.018,44.034,42.626,43.767,74402.0
2014-01-05,43.018,44.034,42.626,43.767,74402.0
2014-01-06,43.931,44.008,43.595,43.784,62251.0
2014-01-07,43.793,44.095,43.268,43.345,73400.0
2014-01-08,43.535,43.905,43.335,43.621,69420.0
2014-01-09,43.716,43.862,43.285,43.526,97643.0
2014-01-10,43.707,43.922,43.319,43.509,67129.0
2014-01-11,43.707,43.922,43.319,43.509,67129.0
2014-01-12,43.707,43.922,43.319,43.509,67129.0
2014-01-13,43.5,44.075,43.207,43.896,83518.0
2014-01-14,43.767,44.379,43.5,44.379,99098.0
2014-01-15,44.956,45.757,44.25,45.61,140513.0
2014-01-16,45.765,45.903,45.111,45.533,121564.0
2014-01-17,45.731,46.282,45.24,46.015,121400.0
2014-01-18,45.731,46.282,45.24,46.015,121400.0
2014-01-19,45.731,46.282,45.24,46.015,121400.0
2014-01-20,45.774,46.242,45.714,46.161,92728.0
2014-01-21,46.291,46.592,46.136,46.299,60570.0
2014-01-22,46.532,46.695,46.058,46.282,79966.0
2014-01-23,46.325,46.325,45.076,45.154,117524.0
2014-01-24,45.335,45.731,44.396,44.499,117519.0
2014-01-25,45.335,45.731,44.396,44.499,117519.0
2014-01-26,45.335,45.731,44.396,44.499,117519.0
2014-01-27,44.663,44.758,43.578,44.034,195887.0
2014-01-28,44.086,45.042,43.991,44.844,114059.0
2014-01-29,45.137,45.214,43.828,44.224,133690.0
2014-01-30,44.37,44.448,43.922,44.232,98259.0
2014-01-31,44.327,44.327,42.252,42.885,295366.0
2014-02-01,44.327,44.327,42.252,42.885,295366.0
2014-02-02,44.327,44.327,42.252,42.885,295366.0
2014-02-03,42.768,43.061,42.441,42.51,227255.0
2014-02-04,42.45,42.764,41.903,41.916,254695.0
2014-02-05,41.808,42.553,41.709,41.808,190706.0
2014-02-06,41.946,42.243,40.912,41.606,183323.0
2014-02-07,41.709,41.98,41.304,41.963,130712.0
2014-02-08,41.709,41.98,41.304,41.963,130712.0
2014-02-09,41.709,41.98,41.304,41.963,130712.0
2014-02-10,42.019,42.661,41.761,41.782,119071.0
2014-02-11,42.028,42.363,41.782,42.174,101111.0
2014-02-12,42.23,42.807,42.015,42.14,130988.0
2014-02-13,42.23,44.706,42.2,43.543,400608.0
2014-02-14,43.595,43.75,42.885,42.885,187601.0
2014-02-15,43.595,43.75,42.885,42.885,187601.0
2014-02-16,43.595,43.75,42.885,42.885,187601.0
2014-02-17,43.04,43.302,42.83,43.19,83427.0
2014-02-18,43.216,43.388,42.286,42.777,152627.0
2014-02-19,42.592,42.82,41.795,41.894,111512.0
2014-02-20,41.761,41.898,41.498,41.752,287142.0
2014-02-21,41.86,42.213,41.274,41.795,170419.0
2014-02-22,41.86,42.213,41.274,41.795,170419.0
2014-02-23,41.86,42.213,41.274,41.795,170419.0
2014-02-24,41.769,42.996,41.563,42.91,158466.0
2014-02-25,42.872,43.003,42.661,42.79,78669.0
2014-02-26,42.798,43.057,41.903,42.144,102950.0
2014-02-27,42.226,42.32,41.524,41.993,105916.0
2014-02-28,42.049,42.592,41.812,42.527,110929.0
2014-03-01,42.049,42.592,41.812,42.527,110929.0
2014-03-02,42.049,42.592,41.812,42.527,110929.0
2014-03-03,42.045,42.045,41.093,41.179,161438.0
2014-03-04,41.399,42.463,41.313,42.256,97038.0
2014-03-05,42.144,42.544,42.144,42.239,87079.0
2014-03-06,42.32,42.519,42.2,42.26,82676.0
2014-03-07,42.32,42.893,42.157,42.247,127385.0
2014-03-08,42.32,42.893,42.157,42.247,127385.0
2014-03-09,42.32,42.893,42.157,42.247,127385.0
2014-03-10,42.32,42.661,41.563,41.636,108879.0
2014-03-11,41.812,41.812,40.994,40.994,146138.0
2014-03-12,40.391,40.391,39.022,39.298,421497.0
2014-03-13,39.198,39.487,38.445,38.445,139727.0
2014-03-14,38.428,38.932,38.04,38.699,142817.0
2014-03-15,38.428,38.932,38.04,38.699,142817.0
2014-03-16,38.428,38.932,38.04,38.699,142817.0
2014-03-17,38.716,39.59,38.462,39.22,127710.0
2014-03-18,39.362,40.004,39.229,39.814,114166.0
2014-03-19,39.827,40.198,39.681,39.681,85904.0
2014-03-20,39.521,39.707,39.082,39.22,88928.0
2014-03-21,39.354,39.72,39.147,39.349,180972.0
2014-03-22,39.354,39.72,39.147,39.349,180972.0
2014-03-23,39.354,39.72,39.147,39.349,180972.0
2014-03-24,39.354,40.004,39.352,39.913,149345.0
2014-03-25,39.987,40.413,39.862,40.249,72640.0
2014-03-26,40.396,40.615,40.219,40.365,71673.0
2014-03-27,40.335,40.568,39.987,40.322,76038.0
2014-03-28,40.37,40.783,40.284,40.331,87904.0
2014-03-29,40.37,40.783,40.284,40.331,87904.0
2014-03-30,40.37,40.783,40.284,40.331,87904.0
2014-03-31,40.434,40.598,40.279,40.417,61427.0
2014-04-01,40.503,40.964,40.383,40.912,56346.0
2014-04-02,41.003,41.118,40.684,40.843,81304.0
2014-04-03,40.973,41.408,40.723,41.115,58040.0
2014-04-04,41.171,41.524,40.973,41.003,68604.0
2014-04-05,41.171,41.524,40.973,41.003,68604.0
2014-04-06,41.171,41.524,40.973,41.003,68604.0
2014-04-07,40.852,40.874,40.111,40.129,161801.0
2014-04-08,40.266,40.266,38.376,38.656,224722.0
2014-04-09,38.742,39.444,38.738,38.841,224399.0
2014-04-10,39.358,41.253,39.358,40.4,475454.0
2014-04-11,40.176,40.559,39.939,40.064,131467.0
2014-04-12,40.176,40.559,39.939,40.064,131467.0
