,VOW GR Equity,VOW GR Equity,VOW GR Equity,VOW GR Equity,VOW GR Equity
2010-06-21,47.112,47.362,46.574,46.869,239663.0
2010-06-22,46.529,46.997,45.889,46.344,146637.0
2010-06-23,46.049,46.978,45.851,46.632,212634.0
2010-06-24,46.798,46.811,45.716,45.806,173475.0
2010-06-25,45.832,45.844,45.332,45.409,215002.0
2010-06-26,45.832,45.844,45.332,45.409,215002.0
2010-06-27,45.832,45.844,45.332,45.409,215002.0
2010-06-28,45.435,46.222,45.351,46.043,102188.0
2010-06-29,45.479,45.947,44.513,44.98,175501.0
2010-06-30,44.685,45.896,44.436,44.589,322130.0
2010-07-01,43.93,44.692,43.744,44.128,219088.0
2010-07-02,44.18,44.5,43.546,43.706,125101.0
2010-07-03,44.18,44.5,43.546,43.706,125101.0
2010-07-04,44.18,44.5,43.546,43.706,125101.0
2010-07-05,43.751,44.308,43.539,43.802,50922.0
2010-07-06,43.725,44.641,43.687,44.321,118430.0
2010-07-07,44.116,44.807,44.084,44.788,148114.0
2010-07-08,45.089,45.447,44.711,45.14,136496.0
2010-07-09,45.204,45.563,44.935,45.223,118551.0
2010-07-10,45.204,45.563,44.935,45.223,118551.0
2010-07-11,45.204,45.563,44.935,45.223,118551.0
2010-07-12,45.108,45.876,44.999,45.537,138749.0
2010-07-13,45.371,47.253,45.371,46.85,273805.0
2010-07-14,46.837,47.285,46.312,47.016,147631.0
2010-07-15,46.709,47.093,45.78,45.908,182335.0
2010-07-16,45.908,46.523,45.249,45.908,153612.0
2010-07-17,45.908,46.523,45.249,45.908,153612.0
2010-07-18,45.908,46.523,45.249,45.908,153612.0
2010-07-19,45.748,46.216,45.409,45.614,106961.0
2010-07-20,45.684,45.934,45.21,45.505,113057.0
2010-07-21,45.812,46.421,45.812,45.985,127539.0
2010-07-22,45.684,47.471,45.684,47.131,186682.0
2010-07-23,47.227,47.855,46.901,47.471,270619.0
2010-07-24,47.227,47.855,46.901,47.471,270619.0
2010-07-25,47.227,47.855,46.901,47.471,270619.0
2010-07-26,47.733,47.778,46.939,47.202,191710.0
2010-07-27,47.035,47.259,46.645,46.645,187104.0
2010-07-28,46.702,47.029,46.1,46.683,191761.0
2010-07-29,46.286,47.061,46.036,46.382,425979.0
2010-07-30,46.664,46.805,46.165,46.632,179400.0
2010-07-31,46.664,46.805,46.165,46.632,179400.0
2010-08-01,46.664,46.805,46.165,46.632,179400.0
2010-08-02,47.215,47.215,46.158,46.869,449563.0
2010-08-03,46.85,47.349,46.337,46.645,367720.0
2010-08-04,46.222,46.856,46.222,46.856,197529.0
2010-08-05,46.702,46.971,46.549,46.805,161682.0
2010-08-06,46.709,47.074,46.171,46.44,228411.0
2010-08-07,46.709,47.074,46.171,46.44,228411.0
2010-08-08,46.709,47.074,46.171,46.44,228411.0
2010-08-09,46.677,47.125,46.51,47.074,156888.0
2010-08-10,47.042,47.042,46.133,46.401,143201.0
2010-08-11,46.094,46.907,45.556,45.966,196571.0
2010-08-12,45.992,46.453,45.39,46.197,187089.0
2010-08-13,46.235,46.446,45.377,45.96,188072.0
2010-08-14,46.235,46.446,45.377,45.96,188072.0
2010-08-15,46.235,46.446,45.377,45.96,188072.0
2010-08-16,45.889,46.465,45.377,45.787,167360.0
2010-08-17,45.716,46.35,45.601,46.35,138366.0
2010-08-18,45.96,46.574,45.71,46.574,123052.0
2010-08-19,46.497,47.407,46.357,46.933,263345.0
2010-08-20,46.715,46.798,46.017,46.094,173687.0
2010-08-21,46.715,46.798,46.017,46.094,173687.0
2010-08-22,46.715,46.798,46.017,46.094,173687.0
2010-08-23,46.286,46.594,46.088,46.305,98445.0
2010-08-24,46.094,46.325,45.409,45.569,88724.0
2010-08-25,45.582,45.8,44.282,44.73,227913.0
2010-08-26,44.865,45.614,44.865,45.23,127444.0
2010-08-27,45.006,45.972,44.839,45.928,174459.0
2010-08-28,45.006,45.972,44.839,45.928,174459.0
2010-08-29,45.006,45.972,44.839,45.928,174459.0
2010-08-30,45.915,46.017,45.46,45.652,67990.0
2010-08-31,45.511,45.972,45.319,45.832,216750.0
2010-09-01,46.036,47.093,45.627,46.939,224335.0
2010-09-02,46.773,47.56,46.658,47.253,256951.0
2010-09-03,47.151,47.688,47.048,47.125,205999.0
2010-09-04,47.151,47.688,47.048,47.125,205999.0
2010-09-05,47.151,47.688,47.048,47.125,205999.0
2010-09-06,47.323,47.535,47.061,47.509,123707.0
2010-09-07,47.087,47.484,46.728,46.888,108189.0
2010-09-08,46.696,47.343,46.478,47.157,169198.0
2010-09-09,46.965,48.169,46.965,47.893,280150.0
2010-09-10,47.848,49.936,47.848,49.865,538836.0
2010-09-11,47.848,49.936,47.848,49.865,538836.0
2010-09-12,47.848,49.936,47.848,49.865,538836.0
2010-09-13,49.917,50.743,49.917,50.634,364645.0
2010-09-14,50.435,50.877,50.0,50.679,246509.0
2010-09-15,50.397,50.813,50.07,50.563,278866.0
2010-09-16,50.186,50.851,50.186,50.518,197625.0
2010-09-17,50.954,51.639,50.435,50.903,466176.0
2010-09-18,50.954,51.639,50.435,50.903,466176.0
2010-09-19,50.954,51.639,50.435,50.903,466176.0
2010-09-20,50.717,51.511,50.717,51.389,166890.0
2010-09-21,51.44,52.823,51.287,52.119,454539.0
2010-09-22,52.222,52.785,51.28,51.748,269071.0
2010-09-23,51.716,51.716,50.019,50.493,225172.0
2010-09-24,50.288,52.094,50.032,51.927,348403.0
2010-09-25,50.288,52.094,50.032,51.927,348403.0
2010-09-26,50.288,52.094,50.032,51.927,348403.0
2010-09-27,52.126,52.689,51.492,52.01,170806.0
2010-09-28,51.773,52.01,51.005,51.946,186330.0
2010-09-29,51.882,52.183,51.447,52.094,181847.0
2010-09-30,51.818,52.241,51.601,51.761,176292.0
2010-10-01,51.799,52.177,50.301,50.307,196942.0
2010-10-02,51.799,52.177,50.301,50.307,196942.0
2010-10-03,51.799,52.177,50.301,50.307,196942.0
2010-10-04,50.339,50.582,48.598,48.745,295057.0
2010-10-05,48.7,49.167,48.213,49.007,262487.0
2010-10-06,49.167,49.987,48.982,49.129,265167.0
2010-10-07,49.014,50.582,49.014,50.454,142098.0
2010-10-08,50.326,51.498,50.064,51.453,247967.0
2010-10-09,50.326,51.498,50.064,51.453,247967.0
2010-10-10,50.326,51.498,50.064,51.453,247967.0
2010-10-11,51.383,51.697,51.127,51.338,166268.0
2010-10-12,51.018,52.234,50.839,52.234,167746.0
2010-10-13,52.094,52.695,52.094,52.695,278507.0
2010-10-14,52.855,53.227,52.638,52.977,196321.0
2010-10-15,53.028,53.163,52.51,52.574,251061.0
2010-10-16,53.028,53.163,52.51,52.574,251061.0
2010-10-17,53.028,53.163,52.51,52.574,251061.0
2010-10-18,52.683,52.683,52.132,52.51,151810.0
2010-10-19,52.446,53.105,51.05,51.101,303454.0
2010-10-20,50.826,51.607,50.659,51.543,229333.0
2010-10-21,51.312,53.073,51.082,52.471,236937.0
2010-10-22,52.567,54.936,52.567,54.507,592721.0
2010-10-23,52.567,54.936,52.567,54.507,592721.0
2010-10-24,52.567,54.936,52.567,54.507,592721.0
2010-10-25,55.129,57.626,54.828,57.261,957048.0
2010-10-26,57.504,59.009,57.427,58.061,696714.0
2010-10-27,58.253,59.246,57.85,58.477,637541.0
2010-10-28,58.874,60.526,58.746,60.385,532956.0
2010-10-29,60.34,60.949,59.892,60.667,380032.0
2010-10-30,60.34,60.949,59.892,60.667,380032.0
2010-10-31,60.34,60.949,59.892,60.667,380032.0
2010-11-01,60.994,61.461,59.13,60.091,272388.0
2010-11-02,60.104,60.801,59.7,60.43,290421.0
2010-11-03,60.526,62.524,60.507,60.84,291266.0
2010-11-04,61.218,62.031,61.218,61.967,174416.0
2010-11-05,61.992,62.556,61.634,62.556,161308.0
2010-11-06,61.992,62.556,61.634,62.556,161308.0
2010-11-07,61.992,62.556,61.634,62.556,161308.0
2010-11-08,62.229,63.183,62.005,62.806,295981.0
2010-11-09,62.799,64.778,62.556,64.022,558399.0
2010-11-10,63.779,64.189,62.108,63.164,351265.0
2010-11-11,63.055,63.958,62.972,63.631,273897.0
2010-11-12,62.972,64.605,62.389,64.24,369282.0
2010-11-13,62.972,64.605,62.389,64.24,369282.0
2010-11-14,62.972,64.605,62.389,64.24,369282.0
2010-11-15,64.067,66.59,63.708,65.86,486454.0
2010-11-16,65.54,66.269,65.405,65.616,280680.0
2010-11-17,65.45,66.545,65.373,66.18,179284.0
2010-11-18,66.398,68.927,66.18,68.882,350236.0
2010-11-19,68.907,69.407,68.158,69.33,310463.0
2010-11-20,68.907,69.407,68.158,69.33,310463.0
2010-11-21,68.907,69.407,68.158,69.33,310463.0
2010-11-22,69.938,70.912,68.959,69.304,293344.0
2010-11-23,68.888,69.279,66.269,66.961,535971.0
2010-11-24,67.051,68.51,66.109,68.306,436568.0
2010-11-25,68.254,69.407,68.19,68.965,226517.0
2010-11-26,68.728,68.895,66.75,68.414,276164.0
2010-11-27,68.728,68.895,66.75,68.414,276164.0
2010-11-28,68.728,68.895,66.75,68.414,276164.0
2010-11-29,68.613,69.407,66.398,67.108,328117.0
2010-11-30,66.923,69.023,66.173,66.654,434686.0
2010-12-01,66.935,70.431,66.935,70.419,561647.0
2010-12-02,70.815,73.441,70.431,72.295,561822.0
2010-12-03,72.231,74.209,72.231,73.473,284923.0
2010-12-04,72.231,74.209,72.231,73.473,284923.0
2010-12-05,72.231,74.209,72.231,73.473,284923.0
2010-12-06,73.53,76.418,73.53,75.81,375243.0
2010-12-07,76.168,76.706,75.618,75.906,255105.0
2010-12-08,75.502,75.746,72.64,74.004,280643.0
2010-12-09,74.273,74.945,68.895,70.399,625203.0
2010-12-10,70.739,73.793,70.719,73.69,229532.0
2010-12-11,70.739,73.793,70.719,73.69,229532.0
2010-12-12,70.739,73.793,70.719,73.69,229532.0
2010-12-13,73.838,75.618,73.601,75.336,249009.0
2010-12-14,75.361,75.746,73.569,74.504,170136.0
2010-12-15,74.203,74.561,72.8,73.927,144607.0
2010-12-16,73.69,74.209,72.8,73.159,81003.0
2010-12-17,73.095,73.633,71.539,71.59,238452.0
2010-12-18,73.095,73.633,71.539,71.59,238452.0
2010-12-19,73.095,73.633,71.539,71.59,238452.0
2010-12-20,71.244,74.145,70.783,72.263,195727.0
2010-12-21,72.903,73.633,72.448,73.614,103086.0
2010-12-22,73.754,74.273,72.416,72.775,144693.0
2010-12-23,72.698,73.453,71.584,71.686,181725.0
2010-12-24,72.698,73.453,71.584,71.686,181725.0
2010-12-25,72.698,73.453,71.584,71.686,181725.0
2010-12-26,72.698,73.453,71.584,71.686,181725.0
2010-12-27,71.603,71.603,65.789,67.665,420820.0
2010-12-28,67.595,68.478,64.669,68.088,237331.0
2010-12-29,68.222,69.439,67.87,69.112,217662.0
2010-12-30,68.696,69.471,67.358,67.806,74142.0
2010-12-31,68.696,69.471,67.358,67.806,74142.0
2011-01-01,68.696,69.471,67.358,67.806,74142.0
2011-01-02,68.696,69.471,67.358,67.806,74142.0
2011-01-03,68.338,72.288,68.338,71.84,249276.0
2011-01-04,71.635,74.081,71.635,72.992,277943.0
2011-01-05,73.044,73.044,70.271,72.0,186105.0
2011-01-06,71.757,73.153,71.392,72.109,134333.0
2011-01-07,72.173,74.817,71.904,73.838,298970.0
2011-01-08,72.173,74.817,71.904,73.838,298970.0
2011-01-09,72.173,74.817,71.904,73.838,298970.0
2011-01-10,73.652,74.407,72.768,73.434,171359.0
2011-01-11,73.972,76.034,73.409,75.515,301752.0
2011-01-12,75.816,76.514,74.817,75.662,180373.0
2011-01-13,75.669,76.77,73.633,74.6,235174.0
2011-01-14,74.286,75.746,73.857,74.952,160185.0
2011-01-15,74.286,75.746,73.857,74.952,160185.0
2011-01-16,74.286,75.746,73.857,74.952,160185.0
2011-01-17,74.792,76.066,74.145,74.58,135026.0
2011-01-18,74.664,76.066,74.51,75.97,188591.0
2011-01-19,76.098,76.187,74.049,74.491,165548.0
2011-01-20,74.26,75.394,70.687,72.595,369235.0
2011-01-21,72.551,73.537,70.847,71.629,355358.0
2011-01-22,72.551,73.537,70.847,71.629,355358.0
2011-01-23,72.551,73.537,70.847,71.629,355358.0
2011-01-24,71.622,72.512,69.823,70.579,356873.0
2011-01-25,70.822,71.072,69.215,70.258,222809.0
2011-01-26,70.431,72.896,70.303,72.122,193786.0
2011-01-27,71.827,73.217,71.296,72.115,220344.0
2011-01-28,71.661,73.697,71.104,71.603,277641.0
2011-01-29,71.661,73.697,71.104,71.603,277641.0
2011-01-30,71.661,73.697,71.104,71.603,277641.0
2011-01-31,71.513,71.936,69.791,71.174,237771.0
2011-02-01,71.264,72.512,70.655,71.392,115868.0
2011-02-02,71.462,72.32,70.079,70.489,203257.0
2011-02-03,70.393,70.623,68.35,69.016,318139.0
2011-02-04,68.965,70.591,68.478,70.547,201707.0
2011-02-05,68.965,70.591,68.478,70.547,201707.0
2011-02-06,68.965,70.591,68.478,70.547,201707.0
2011-02-07,70.643,71.872,70.175,71.392,137406.0
2011-02-08,71.494,73.569,71.456,73.242,170006.0
2011-02-09,73.21,74.177,72.448,73.063,121646.0
2011-02-10,73.056,73.633,72.064,73.345,85321.0
2011-02-11,73.236,75.009,72.992,74.516,202986.0
2011-02-12,73.236,75.009,72.992,74.516,202986.0
2011-02-13,73.236,75.009,72.992,74.516,202986.0
2011-02-14,74.868,75.394,73.095,74.913,130215.0
2011-02-15,74.997,75.137,73.249,73.511,147229.0
2011-02-16,73.505,73.793,71.776,73.127,126559.0
2011-02-17,73.281,73.633,71.328,71.93,137279.0
2011-02-18,71.84,72.608,71.168,72.525,181271.0
2011-02-19,71.84,72.608,71.168,72.525,181271.0
2011-02-20,71.84,72.608,71.168,72.525,181271.0
2011-02-21,72.608,73.185,71.392,71.885,98362.0
2011-02-22,71.673,72.192,70.623,71.2,207268.0
2011-02-23,71.264,71.264,69.151,69.657,160916.0
2011-02-24,69.151,69.695,65.757,66.269,392546.0
2011-02-25,66.782,70.88,66.782,70.169,238746.0
2011-02-26,66.782,70.88,66.782,70.169,238746.0
2011-02-27,66.782,70.88,66.782,70.169,238746.0
2011-02-28,70.751,71.488,69.951,70.643,255884.0
2011-03-01,70.835,72.448,69.183,69.817,200320.0
2011-03-02,69.791,70.239,68.703,69.023,171573.0
2011-03-03,69.311,70.495,69.055,69.394,125396.0
2011-03-04,69.394,70.111,67.966,68.101,154074.0
2011-03-05,69.394,70.111,67.966,68.101,154074.0
2011-03-06,69.394,70.111,67.966,68.101,154074.0
2011-03-07,68.286,68.991,66.974,68.261,158218.0
2011-03-08,68.639,70.335,68.28,70.201,142513.0
2011-03-09,70.431,71.136,69.471,70.06,126759.0
2011-03-10,69.439,70.015,67.006,67.3,203081.0
2011-03-11,66.91,68.19,66.359,67.556,283857.0
2011-03-12,66.91,68.19,66.359,67.556,283857.0
2011-03-13,66.91,68.19,66.359,67.556,283857.0
2011-03-14,66.57,68.03,65.629,67.115,169368.0
2011-03-15,65.738,67.102,61.39,67.012,520862.0
2011-03-16,66.59,68.466,62.831,63.35,269835.0
2011-03-17,63.849,66.077,63.708,65.411,182246.0
2011-03-18,67.166,67.166,64.669,65.162,245860.0
2011-03-19,67.166,67.166,64.669,65.162,245860.0
2011-03-20,67.166,67.166,64.669,65.162,245860.0
2011-03-21,65.937,67.87,65.757,67.774,194071.0
2011-03-22,67.55,67.998,66.141,66.583,114141.0
2011-03-23,66.519,66.846,65.469,65.898,151769.0
2011-03-24,65.898,68.03,65.629,67.39,214555.0
2011-03-25,67.563,67.998,66.462,67.23,154579.0
2011-03-26,67.563,67.998,66.462,67.23,154579.0
2011-03-27,67.563,67.998,66.462,67.23,154579.0
2011-03-28,67.019,67.806,66.301,67.556,105062.0
2011-03-29,67.262,67.678,66.622,67.236,103984.0
2011-03-30,67.236,69.746,67.236,69.701,171905.0
2011-03-31,69.701,70.207,69.119,69.349,135158.0
2011-04-01,69.349,70.175,69.247,69.317,120510.0
2011-04-02,69.349,70.175,69.247,69.317,120510.0
2011-04-03,69.349,70.175,69.247,69.317,120510.0
2011-04-04,69.317,71.232,69.023,70.63,181464.0
2011-04-05,70.63,71.424,70.207,71.027,95223.0
2011-04-06,71.001,71.584,70.687,70.79,104311.0
2011-04-07,70.796,71.04,67.902,68.069,226374.0
2011-04-08,68.069,68.805,67.134,68.165,249139.0
2011-04-09,68.069,68.805,67.134,68.165,249139.0
2011-04-10,68.069,68.805,67.134,68.165,249139.0
2011-04-11,68.165,68.165,65.501,66.596,239506.0
2011-04-12,66.596,66.596,64.157,65.411,171391.0
2011-04-13,65.661,67.518,65.149,66.276,193978.0
2011-04-14,66.276,67.422,66.129,67.057,156698.0
2011-04-15,67.07,67.87,66.865,66.916,142765.0
2011-04-16,67.07,67.87,66.865,66.916,142765.0
2011-04-17,67.07,67.87,66.865,66.916,142765.0
2011-04-18,66.916,68.222,65.437,66.001,171762.0
2011-04-19,66.237,68.062,65.84,67.012,143468.0
2011-04-20,67.159,70.655,67.159,70.303,203625.0
2011-04-21,70.335,71.424,69.887,70.912,166030.0
2011-04-22,70.335,71.424,69.887,70.912,166030.0
2011-04-23,70.335,71.424,69.887,70.912,166030.0
2011-04-24,70.335,71.424,69.887,70.912,166030.0
2011-04-25,70.335,71.424,69.887,70.912,166030.0
2011-04-26,70.912,71.872,70.335,71.008,110668.0
2011-04-27,71.072,76.258,71.072,75.618,475166.0
2011-04-28,75.618,76.706,75.426,76.104,246928.0
2011-04-29,76.104,77.141,75.137,76.994,205611.0
2011-04-30,76.104,77.141,75.137,76.994,205611.0
2011-05-01,76.104,77.141,75.137,76.994,205611.0
2011-05-02,77.398,78.371,77.218,77.57,196747.0
2011-05-03,77.353,77.814,75.458,77.602,267908.0
2011-05-04,77.557,78.907,75.451,76.044,160373.0
2011-05-05,76.298,76.82,74.309,76.331,139001.0
2011-05-06,76.148,78.111,75.333,77.374,129085.0
2011-05-07,76.148,78.111,75.333,77.374,129085.0
2011-05-08,76.148,78.111,75.333,77.374,129085.0
2011-05-09,77.955,78.255,76.429,77.479,114527.0
2011-05-10,77.479,78.222,77.179,77.511,112649.0
