,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity
2017-08-06,31.845,32.284,31.818,32.077,496489.0
2017-08-07,31.95,32.11,31.731,32.11,457596.0
2017-08-08,32.06,32.179,31.9,32.125,525965.0
2017-08-09,31.996,32.234,31.84,32.206,682675.0
2017-08-10,32.115,32.49,32.115,32.225,1106383.0
2017-08-11,32.206,32.481,31.301,31.608,1357206.0
2017-08-12,32.206,32.481,31.301,31.608,1357206.0
2017-08-13,32.206,32.481,31.301,31.608,1357206.0
2017-08-14,31.52,32.019,31.346,31.837,868789.0
2017-08-15,31.854,31.923,31.557,31.717,432439.0
2017-08-16,31.699,32.124,31.653,31.722,608153.0
2017-08-17,31.731,32.188,31.612,31.904,763165.0
2017-08-18,31.9,32.27,31.758,31.84,768723.0
2017-08-19,31.9,32.27,31.758,31.84,768723.0
2017-08-20,31.9,32.27,31.758,31.84,768723.0
2017-08-21,31.882,31.978,31.653,31.96,454448.0
2017-08-22,31.978,32.28,31.946,32.178,441947.0
2017-08-23,32.12,32.188,31.982,32.163,316452.0
2017-08-24,32.129,32.248,31.813,31.813,609351.0
2017-08-25,31.869,31.904,31.708,31.734,438983.0
2017-08-26,31.869,31.904,31.708,31.734,438983.0
2017-08-27,31.869,31.904,31.708,31.734,438983.0
2017-08-28,31.754,31.946,31.484,31.822,223687.0
2017-08-29,31.726,31.969,31.612,31.837,452511.0
2017-08-30,31.735,32.206,31.735,32.161,554707.0
2017-08-31,32.27,32.71,32.206,32.685,785529.0
2017-09-01,32.664,32.819,32.536,32.537,603579.0
2017-09-02,32.664,32.819,32.536,32.537,603579.0
2017-09-03,32.664,32.819,32.536,32.537,603579.0
2017-09-04,32.545,32.577,32.193,32.27,451895.0
2017-09-05,32.348,32.376,31.895,31.969,650808.0
2017-09-06,31.923,32.097,31.795,32.055,352669.0
2017-09-07,32.069,32.156,31.872,32.023,560285.0
2017-09-08,32.081,32.316,32.023,32.161,473072.0
2017-09-09,32.081,32.316,32.023,32.161,473072.0
2017-09-10,32.081,32.316,32.023,32.161,473072.0
2017-09-11,32.248,32.895,32.216,32.895,752916.0
2017-09-12,32.824,32.893,32.444,32.591,690210.0
2017-09-13,32.444,32.668,32.371,32.575,699031.0
2017-09-14,32.572,32.76,32.394,32.626,515221.0
2017-09-15,32.481,32.879,32.481,32.754,1006514.0
2017-09-16,32.481,32.879,32.481,32.754,1006514.0
2017-09-17,32.481,32.879,32.481,32.754,1006514.0
2017-09-18,32.742,32.883,32.545,32.614,307165.0
2017-09-19,32.664,32.664,32.312,32.47,523332.0
2017-09-20,32.463,32.463,32.115,32.225,582002.0
2017-09-21,32.431,32.431,31.754,31.831,532501.0
2017-09-22,31.868,32.161,31.827,32.045,461517.0
2017-09-23,31.868,32.161,31.827,32.045,461517.0
2017-09-24,31.868,32.161,31.827,32.045,461517.0
2017-09-25,32.115,32.379,31.932,32.343,355017.0
2017-09-26,31.978,33.78,31.955,33.421,3178378.0
2017-09-27,33.437,33.78,32.691,33.167,2606027.0
2017-09-28,33.259,33.387,32.325,32.591,920566.0
2017-09-29,32.641,32.865,32.499,32.83,1324178.0
2017-09-30,32.641,32.865,32.499,32.83,1324178.0
2017-10-01,32.641,32.865,32.499,32.83,1324178.0
2017-10-02,32.838,33.057,32.728,32.779,631374.0
2017-10-03,32.705,32.705,32.701,32.701,631374.0
2017-10-04,32.98,32.992,32.582,32.672,894071.0
2017-10-05,32.719,32.774,32.417,32.627,622998.0
2017-10-06,32.719,32.76,32.097,32.518,824547.0
2017-10-07,32.719,32.76,32.097,32.518,824547.0
2017-10-08,32.719,32.76,32.097,32.518,824547.0
2017-10-09,32.49,32.55,32.159,32.403,624203.0
2017-10-10,32.412,32.49,32.22,32.335,858455.0
2017-10-11,32.353,32.783,32.152,32.719,871416.0
2017-10-12,32.604,33.295,32.604,33.213,839611.0
2017-10-13,33.099,33.387,32.916,33.302,743447.0
2017-10-14,33.099,33.387,32.916,33.302,743447.0
2017-10-15,33.099,33.387,32.916,33.302,743447.0
2017-10-16,33.272,33.643,33.085,33.556,608591.0
2017-10-17,33.396,33.666,33.346,33.499,441226.0
2017-10-18,33.396,33.867,33.341,33.73,564421.0
2017-10-19,33.716,33.812,33.487,33.563,696160.0
2017-10-20,33.684,33.712,33.071,33.153,546607.0
2017-10-21,33.684,33.712,33.071,33.153,546607.0
2017-10-22,33.684,33.712,33.071,33.153,546607.0
2017-10-23,33.277,33.3,32.71,32.856,571885.0
2017-10-24,32.792,32.993,32.508,32.6,566588.0
2017-10-25,32.627,32.627,32.01,32.188,660812.0
2017-10-26,32.28,32.87,32.083,32.869,861511.0
2017-10-27,32.847,33.327,32.71,33.209,786758.0
2017-10-28,32.847,33.327,32.71,33.209,786758.0
2017-10-29,32.847,33.327,32.71,33.209,786758.0
2017-10-30,33.291,33.483,33.144,33.462,676762.0
2017-10-31,33.414,33.487,33.414,33.487,676762.0
2017-11-01,33.487,33.789,33.286,33.288,979899.0
2017-11-02,33.304,33.913,33.286,33.57,570134.0
2017-11-03,33.602,34.105,33.602,33.945,599325.0
2017-11-04,33.602,34.105,33.602,33.945,599325.0
2017-11-05,33.602,34.105,33.602,33.945,599325.0
2017-11-06,34.036,34.064,33.702,33.954,443566.0
2017-11-07,33.938,34.242,33.771,34.137,927999.0
2017-11-08,34.123,34.293,33.725,34.228,518998.0
2017-11-09,34.228,34.471,34.11,34.185,890960.0
2017-11-10,34.402,34.404,33.675,33.808,1175237.0
2017-11-11,34.402,34.404,33.675,33.808,1175237.0
2017-11-12,34.402,34.404,33.675,33.808,1175237.0
2017-11-13,33.853,34.087,33.689,33.913,632593.0
2017-11-14,33.917,34.251,33.647,33.812,723734.0
2017-11-15,33.819,34.032,33.309,33.551,831024.0
2017-11-16,33.634,33.954,33.547,33.865,713562.0
2017-11-17,33.865,34.27,33.83,34.155,646975.0
2017-11-18,33.865,34.27,33.83,34.155,646975.0
2017-11-19,33.865,34.27,33.83,34.155,646975.0
2017-11-20,33.963,34.119,33.533,33.661,606698.0
2017-11-21,33.753,34.155,33.486,34.072,584942.0
2017-11-22,34.027,34.1,33.734,33.794,415254.0
2017-11-23,33.794,33.986,33.355,33.972,366270.0
2017-11-24,33.986,34.16,33.803,33.927,427519.0
2017-11-25,33.986,34.16,33.803,33.927,427519.0
2017-11-26,33.986,34.16,33.803,33.927,427519.0
2017-11-27,33.986,34.247,33.881,34.048,484802.0
2017-11-28,34.036,34.1,33.657,33.895,588477.0
2017-11-29,34.036,34.169,33.483,33.562,803268.0
2017-11-30,33.702,34.064,33.529,33.981,1441297.0
2017-12-01,33.981,34.201,33.51,33.625,548476.0
2017-12-02,33.981,34.201,33.51,33.625,548476.0
2017-12-03,33.981,34.201,33.51,33.625,548476.0
2017-12-04,33.963,34.091,33.606,33.762,782844.0
2017-12-05,33.734,34.045,33.67,33.929,830920.0
2017-12-06,33.798,33.991,33.611,33.762,686320.0
2017-12-07,33.762,34.279,33.762,34.238,642217.0
2017-12-08,34.265,34.448,33.826,34.002,889737.0
2017-12-09,34.265,34.448,33.826,34.002,889737.0
2017-12-10,34.265,34.448,33.826,34.002,889737.0
2017-12-11,34.293,34.293,33.73,33.853,518963.0
2017-12-12,33.922,33.922,33.359,33.625,683850.0
2017-12-13,33.597,33.776,33.259,33.289,758623.0
2017-12-14,33.323,33.37,33.03,33.366,685193.0
2017-12-15,33.341,33.812,33.149,33.787,1403613.0
2017-12-16,33.341,33.812,33.149,33.787,1403613.0
2017-12-17,33.341,33.812,33.149,33.787,1403613.0
2017-12-18,34.013,34.723,33.826,34.653,1016590.0
2017-12-19,34.627,34.851,34.334,34.457,755918.0
2017-12-20,34.399,34.521,33.641,33.699,653476.0
2017-12-21,33.766,33.844,33.227,33.452,483932.0
2017-12-22,33.4,33.519,33.089,33.304,443842.0
2017-12-23,33.4,33.519,33.089,33.304,443842.0
2017-12-24,33.4,33.519,33.089,33.304,443842.0
2017-12-25,33.4,33.519,33.089,33.304,443842.0
2017-12-26,33.4,33.519,33.089,33.304,443842.0
2017-12-27,33.222,33.432,33.08,33.373,364317.0
2017-12-28,33.359,33.423,33.195,33.378,252623.0
2017-12-29,33.291,33.414,33.163,33.359,269338.0
2017-12-30,33.291,33.414,33.163,33.359,269338.0
2017-12-31,33.291,33.414,33.163,33.359,269338.0
2018-01-01,33.291,33.414,33.163,33.359,269338.0
2018-01-02,33.304,33.405,31.657,32.765,599678.0
2018-01-03,32.737,33.698,32.453,33.625,985662.0
2018-01-04,33.68,34.119,33.597,33.927,980521.0
2018-01-05,33.89,34.384,33.853,34.384,689954.0
2018-01-06,33.89,34.384,33.853,34.384,689954.0
2018-01-07,33.89,34.384,33.853,34.384,689954.0
2018-01-08,34.366,34.814,34.274,34.677,670948.0
2018-01-09,34.622,34.933,34.512,34.741,691421.0
2018-01-10,34.732,34.759,33.652,33.661,901533.0
2018-01-11,33.643,33.844,32.499,32.755,1280360.0
2018-01-12,32.701,33.24,32.261,33.24,1244616.0
2018-01-13,32.701,33.24,32.261,33.24,1244616.0
2018-01-14,32.701,33.24,32.261,33.24,1244616.0
2018-01-15,33.304,33.396,32.518,32.783,628028.0
2018-01-16,32.755,33.487,32.71,33.469,915318.0
2018-01-17,33.432,33.625,33.277,33.625,817945.0
2018-01-18,33.689,33.826,33.222,33.524,935162.0
2018-01-19,33.561,33.762,33.204,33.396,807668.0
2018-01-20,33.561,33.762,33.204,33.396,807668.0
2018-01-21,33.561,33.762,33.204,33.396,807668.0
2018-01-22,33.579,33.579,32.627,32.874,953051.0
2018-01-23,32.81,33.249,32.417,33.222,980957.0
2018-01-24,33.066,33.515,32.893,32.893,712297.0
2018-01-25,32.893,33.039,32.188,32.188,1077300.0
2018-01-26,32.188,32.765,32.087,32.591,734413.0
2018-01-27,32.188,32.765,32.087,32.591,734413.0
2018-01-28,32.188,32.765,32.087,32.591,734413.0
2018-01-29,32.664,32.664,32.152,32.325,842741.0
2018-01-30,32.38,32.755,32.206,32.444,912624.0
2018-01-31,32.444,33.304,32.389,33.304,1550249.0
2018-02-01,33.131,33.451,31.84,31.904,1600801.0
2018-02-02,31.941,32.069,30.916,30.916,1521129.0
2018-02-03,31.941,32.069,30.916,30.916,1521129.0
2018-02-04,31.941,32.069,30.916,30.916,1521129.0
2018-02-05,30.971,30.971,30.011,30.303,1184572.0
2018-02-06,29.828,30.569,29.068,29.937,1473013.0
2018-02-07,30.184,31.255,29.635,30.743,1456422.0
2018-02-08,30.724,30.971,29.581,29.581,1044863.0
2018-02-09,29.965,30.45,29.699,29.901,936591.0
2018-02-10,29.965,30.45,29.699,29.901,936591.0
2018-02-11,29.965,30.45,29.699,29.901,936591.0
2018-02-12,30.45,30.688,30.239,30.624,669742.0
2018-02-13,30.486,30.999,30.258,30.258,790240.0
2018-02-14,30.422,31.273,30.276,30.651,1190916.0
2018-02-15,31.099,31.108,30.111,30.34,832215.0
2018-02-16,30.386,31.044,30.221,30.935,596347.0
2018-02-17,30.386,31.044,30.221,30.935,596347.0
2018-02-18,30.386,31.044,30.221,30.935,596347.0
2018-02-19,31.118,31.173,30.486,30.752,441762.0
2018-02-20,30.688,31.026,30.514,30.944,474971.0
2018-02-21,30.733,31.163,30.605,31.108,800141.0
2018-02-22,30.935,31.173,30.587,31.173,673361.0
2018-02-23,30.953,31.786,30.953,31.612,644901.0
2018-02-24,30.953,31.786,30.953,31.612,644901.0
2018-02-25,30.953,31.786,30.953,31.612,644901.0
2018-02-26,31.639,31.923,31.429,31.511,410971.0
2018-02-27,31.639,31.639,31.227,31.227,793566.0
2018-02-28,31.182,31.227,30.797,31.072,846209.0
2018-03-01,30.99,31.493,30.916,30.944,1083585.0
2018-03-02,30.962,31.474,30.669,31.118,900010.0
2018-03-03,30.962,31.474,30.669,31.118,900010.0
2018-03-04,30.962,31.474,30.669,31.118,900010.0
2018-03-05,31.017,31.356,30.779,31.356,682353.0
2018-03-06,31.465,31.758,31.154,31.42,642130.0
2018-03-07,31.227,31.786,31.081,31.722,690584.0
2018-03-08,31.685,32.563,31.401,32.417,767476.0
2018-03-09,32.362,32.527,31.932,32.033,707319.0
2018-03-10,32.362,32.527,31.932,32.033,707319.0
2018-03-11,32.362,32.527,31.932,32.033,707319.0
2018-03-12,32.161,32.289,31.932,32.023,469795.0
2018-03-13,32.161,32.289,31.859,32.014,575350.0
2018-03-14,31.987,32.252,31.786,31.996,676559.0
2018-03-15,31.786,32.554,31.786,32.49,718798.0
2018-03-16,32.444,32.829,32.243,32.408,1668418.0
2018-03-17,32.444,32.829,32.243,32.408,1668418.0
2018-03-18,32.444,32.829,32.243,32.408,1668418.0
2018-03-19,32.298,32.481,31.932,32.399,563613.0
2018-03-20,32.344,32.719,32.097,32.682,637333.0
2018-03-21,32.646,32.902,32.472,32.856,604810.0
2018-03-22,32.755,33.121,32.582,32.819,779949.0
2018-03-23,32.865,33.432,32.563,33.304,1108329.0
2018-03-24,32.865,33.432,32.563,33.304,1108329.0
2018-03-25,32.865,33.432,32.563,33.304,1108329.0
2018-03-26,33.396,33.652,33.021,33.286,847515.0
2018-03-27,33.314,34.21,33.277,34.045,686630.0
2018-03-28,33.716,34.338,33.304,34.174,691734.0
2018-03-29,34.0,34.768,33.826,34.677,1056646.0
2018-03-30,34.0,34.768,33.826,34.677,1056646.0
2018-03-31,34.0,34.768,33.826,34.677,1056646.0
2018-04-01,34.0,34.768,33.826,34.677,1056646.0
2018-04-02,34.0,34.768,33.826,34.677,1056646.0
2018-04-03,34.677,34.777,34.228,34.649,737400.0
2018-04-04,34.677,35.024,34.457,34.869,1075562.0
2018-04-05,34.878,35.024,34.521,34.796,886700.0
2018-04-06,34.796,35.061,34.64,34.96,501226.0
2018-04-07,34.796,35.061,34.64,34.96,501226.0
2018-04-08,34.796,35.061,34.64,34.96,501226.0
2018-04-09,34.869,35.253,34.686,35.098,523857.0
2018-04-10,35.125,35.409,34.842,34.851,746605.0
2018-04-11,34.842,35.043,34.448,34.723,683062.0
2018-04-12,34.768,34.805,34.119,34.238,1091241.0
2018-04-13,34.384,34.814,34.201,34.777,967032.0
2018-04-14,34.384,34.814,34.201,34.777,967032.0
2018-04-15,34.384,34.814,34.201,34.777,967032.0
2018-04-16,34.896,35.024,34.329,34.512,496885.0
2018-04-17,34.604,34.933,34.338,34.741,634682.0
2018-04-18,34.677,35.363,34.677,35.235,736338.0
2018-04-19,35.226,35.436,34.814,34.814,911211.0
2018-04-20,34.988,35.18,34.823,34.842,535463.0
2018-04-21,34.988,35.18,34.823,34.842,535463.0
2018-04-22,34.988,35.18,34.823,34.842,535463.0
2018-04-23,34.924,34.988,34.045,34.439,728804.0
2018-04-24,34.393,34.713,33.991,34.228,795951.0
2018-04-25,34.183,34.549,34.073,34.247,408507.0
2018-04-26,34.421,35.482,34.073,35.308,633500.0
2018-04-27,35.061,35.464,35.052,35.464,367180.0
2018-04-28,35.061,35.464,35.052,35.464,367180.0
2018-04-29,35.061,35.464,35.052,35.464,367180.0
2018-04-30,35.272,35.967,35.262,35.811,773978.0
2018-05-01,35.272,35.967,35.262,35.811,773978.0
2018-05-02,35.83,36.186,35.61,36.186,825636.0
2018-05-03,36.095,36.095,35.738,35.784,478519.0
2018-05-04,35.866,35.866,35.519,35.72,384894.0
2018-05-05,35.866,35.866,35.519,35.72,384894.0
2018-05-06,35.866,35.866,35.519,35.72,384894.0
2018-05-07,35.848,36.424,35.729,36.415,384357.0
2018-05-08,36.168,36.369,35.875,36.251,522390.0
2018-05-09,36.223,36.388,35.839,36.113,609013.0
2018-05-10,36.287,36.415,35.939,36.122,373970.0
2018-05-11,36.168,36.644,36.04,36.305,898094.0
2018-05-12,36.168,36.644,36.04,36.305,898094.0
2018-05-13,36.168,36.644,36.04,36.305,898094.0
2018-05-14,36.177,36.635,36.177,36.598,615048.0
2018-05-15,36.232,36.909,35.866,36.498,779747.0
2018-05-16,36.443,36.443,35.546,35.546,797549.0
2018-05-17,35.784,35.811,35.409,35.583,763295.0
2018-05-18,35.619,36.003,35.491,36.003,506645.0
2018-05-19,35.619,36.003,35.491,36.003,506645.0
2018-05-20,35.619,36.003,35.491,36.003,506645.0
2018-05-21,35.839,35.839,35.839,35.839,506645.0
2018-05-22,35.839,36.049,35.455,35.72,697109.0
2018-05-23,35.683,35.738,35.336,35.509,663543.0
2018-05-24,35.647,35.793,35.217,35.4,718548.0
2018-05-25,35.509,36.15,35.207,36.077,624585.0
2018-05-26,35.509,36.15,35.207,36.077,624585.0
2018-05-27,35.509,36.15,35.207,36.077,624585.0
2018-05-28,36.013,36.241,35.665,35.967,199671.0
2018-05-29,36.15,36.269,35.592,36.022,796575.0
2018-05-30,36.095,36.864,35.692,36.717,870269.0
2018-05-31,36.635,37.111,36.47,36.836,1364031.0
2018-06-01,36.9,36.946,36.379,36.379,870776.0
2018-06-02,36.9,36.946,36.379,36.379,870776.0
2018-06-03,36.9,36.946,36.379,36.379,870776.0
2018-06-04,36.607,37.266,36.507,37.074,1082160.0
2018-06-05,37.037,37.367,36.763,37.266,619599.0
2018-06-06,37.257,37.376,36.937,36.964,618837.0
2018-06-07,37.12,37.138,36.296,36.443,610820.0
2018-06-08,36.342,37.358,36.287,37.056,715326.0
2018-06-09,36.342,37.358,36.287,37.056,715326.0
2018-06-10,36.342,37.358,36.287,37.056,715326.0
2018-06-11,37.065,37.989,36.745,37.66,732284.0
2018-06-12,37.669,37.669,36.964,37.394,727347.0
2018-06-13,37.385,38.09,37.275,37.559,773397.0
2018-06-14,37.431,38.108,37.156,37.852,1243293.0
2018-06-15,37.87,38.593,37.422,37.531,4185409.0
2018-06-16,37.87,38.593,37.422,37.531,4185409.0
2018-06-17,37.87,38.593,37.422,37.531,4185409.0
2018-06-18,37.979,37.979,37.587,37.811,799358.0
2018-06-19,37.765,37.783,37.308,37.438,638007.0
2018-06-20,37.597,38.185,37.438,37.867,622099.0
2018-06-21,37.97,38.446,37.699,38.362,997414.0
2018-06-22,38.054,38.81,37.895,38.726,745900.0
2018-06-23,38.054,38.81,37.895,38.726,745900.0
2018-06-24,38.054,38.81,37.895,38.726,745900.0
2018-06-25,38.577,39.22,38.427,38.577,795713.0
2018-06-26,38.633,38.829,38.203,38.39,1103102.0
2018-06-27,38.502,38.735,38.017,38.707,813730.0
2018-06-28,38.502,39.006,38.213,38.455,614505.0
2018-06-29,38.539,38.81,38.231,38.605,1172537.0
2018-06-30,38.539,38.81,38.231,38.605,1172537.0
2018-07-01,38.539,38.81,38.231,38.605,1172537.0
2018-07-02,38.511,39.118,38.278,39.118,946582.0
2018-07-03,38.997,39.332,38.549,38.726,1030012.0
2018-07-04,38.782,39.248,38.614,38.707,910922.0
2018-07-05,38.819,39.118,38.054,38.381,1061998.0
2018-07-06,38.353,38.679,37.998,38.605,827406.0
2018-07-07,38.353,38.679,37.998,38.605,827406.0
2018-07-08,38.353,38.679,37.998,38.605,827406.0
2018-07-09,38.623,38.903,38.241,38.241,651456.0
2018-07-10,38.623,38.745,38.157,38.455,615693.0
2018-07-11,38.493,38.707,38.325,38.39,585058.0
2018-07-12,38.418,38.623,38.315,38.483,591680.0
2018-07-13,38.539,38.745,38.194,38.371,591795.0
2018-07-14,38.539,38.745,38.194,38.371,591795.0
2018-07-15,38.539,38.745,38.194,38.371,591795.0
2018-07-16,38.399,38.903,38.082,38.623,467495.0
2018-07-17,38.773,38.773,38.185,38.661,589110.0
2018-07-18,38.67,39.062,38.446,38.763,529608.0
2018-07-19,38.782,38.903,38.371,38.754,379008.0
2018-07-20,38.801,38.913,38.381,38.465,443743.0
2018-07-21,38.801,38.913,38.381,38.465,443743.0
2018-07-22,38.801,38.913,38.381,38.465,443743.0
2018-07-23,38.577,38.819,38.203,38.343,336030.0
2018-07-24,38.446,38.95,38.278,38.455,604411.0
2018-07-25,38.446,39.491,38.343,39.491,413716.0
2018-07-26,39.435,39.491,38.959,39.444,499727.0
2018-07-27,39.463,39.752,39.006,39.295,517970.0
2018-07-28,39.463,39.752,39.006,39.295,517970.0
2018-07-29,39.463,39.752,39.006,39.295,517970.0
2018-07-30,39.351,39.538,38.838,38.885,505240.0
2018-07-31,39.025,39.388,38.819,38.847,669743.0
2018-08-01,39.062,39.071,38.577,38.81,463900.0
2018-08-02,38.857,39.706,38.586,39.239,635261.0
2018-08-03,39.099,39.734,39.062,39.519,389137.0
2018-08-04,39.099,39.734,39.062,39.519,389137.0
2018-08-05,39.099,39.734,39.062,39.519,389137.0
2018-08-06,39.734,39.799,39.193,39.472,331902.0
2018-08-07,39.51,39.659,38.539,38.539,461725.0
2018-08-08,38.586,39.379,38.493,39.258,476440.0
2018-08-09,39.258,39.622,39.146,39.398,517277.0
2018-08-10,39.37,39.724,39.258,39.519,536368.0
2018-08-11,39.37,39.724,39.258,39.519,536368.0
2018-08-12,39.37,39.724,39.258,39.519,536368.0
2018-08-13,39.416,39.724,39.081,39.696,441992.0
2018-08-14,39.752,39.911,38.362,38.894,826576.0
2018-08-15,38.903,38.978,38.185,38.502,594367.0
2018-08-16,38.493,39.286,38.306,38.894,772824.0
2018-08-17,38.95,39.379,38.782,38.969,498944.0
2018-08-18,38.95,39.379,38.782,38.969,498944.0
2018-08-19,38.95,39.379,38.782,38.969,498944.0
2018-08-20,38.959,39.174,38.745,38.773,367845.0
2018-08-21,39.109,39.547,38.81,39.22,745048.0
2018-08-22,39.342,40.219,39.034,39.967,583608.0
2018-08-23,39.939,40.462,39.855,40.424,385496.0
2018-08-24,40.443,40.518,40.06,40.135,420916.0
2018-08-25,40.443,40.518,40.06,40.135,420916.0
2018-08-26,40.443,40.518,40.06,40.135,420916.0
2018-08-27,40.443,40.975,40.088,40.872,393607.0
2018-08-28,40.919,40.965,40.396,40.452,432260.0
2018-08-29,40.602,41.096,40.266,40.732,442503.0
2018-08-30,40.704,40.947,40.415,40.667,419247.0
2018-08-31,40.723,40.91,40.191,40.62,665680.0
2018-09-01,40.723,40.91,40.191,40.62,665680.0
2018-09-02,40.723,40.91,40.191,40.62,665680.0
2018-09-03,40.592,40.937,39.976,39.986,583215.0
2018-09-04,40.079,40.555,39.864,40.228,542793.0
2018-09-05,40.331,40.574,39.902,40.135,720350.0
2018-09-06,40.312,40.723,40.088,40.098,528240.0
2018-09-07,40.247,40.639,40.07,40.35,400609.0
2018-09-08,40.247,40.639,40.07,40.35,400609.0
2018-09-09,40.247,40.639,40.07,40.35,400609.0
2018-09-10,40.387,40.714,40.256,40.434,568115.0
2018-09-11,40.256,40.574,40.023,40.21,564006.0
2018-09-12,40.247,40.406,40.107,40.191,457721.0
2018-09-13,40.247,40.695,39.986,40.135,508755.0
2018-09-14,40.144,40.359,39.976,40.116,478281.0
2018-09-15,40.144,40.359,39.976,40.116,478281.0
2018-09-16,40.144,40.359,39.976,40.116,478281.0
2018-09-17,40.126,40.35,39.78,39.78,387352.0
2018-09-18,39.874,40.238,39.622,39.967,523805.0
2018-09-19,40.032,40.154,38.773,38.997,1348415.0
2018-09-20,38.987,39.407,38.885,39.36,626742.0
2018-09-21,39.314,39.538,39.127,39.193,2609533.0
2018-09-22,39.314,39.538,39.127,39.193,2609533.0
2018-09-23,39.314,39.538,39.127,39.193,2609533.0
2018-09-24,39.286,39.444,37.886,38.129,811663.0
2018-09-25,38.306,38.502,37.821,37.979,568608.0
2018-09-26,38.101,38.493,37.951,38.054,600445.0
2018-09-27,37.989,38.474,37.914,38.306,547593.0
2018-09-28,38.259,38.763,37.942,38.511,1010655.0
2018-09-29,38.259,38.763,37.942,38.511,1010655.0
2018-09-30,38.259,38.763,37.942,38.511,1010655.0
2018-10-01,38.586,38.698,38.175,38.437,623865.0
2018-10-02,38.371,38.511,38.063,38.157,601588.0
2018-10-03,38.091,38.119,38.091,38.119,390.0
2018-10-04,38.073,38.101,36.692,36.757,974389.0
2018-10-05,36.822,37.27,36.421,36.888,690558.0
2018-10-06,36.822,37.27,36.421,36.888,690558.0
2018-10-07,36.822,37.27,36.421,36.888,690558.0
2018-10-08,36.962,37.55,36.832,37.438,695592.0
2018-10-09,37.457,37.877,37.13,37.802,917988.0
2018-10-10,37.737,37.867,36.86,36.972,762642.0
2018-10-11,36.393,37.186,36.393,36.598,961887.0
2018-10-12,36.617,36.897,36.122,36.365,797465.0
2018-10-13,36.617,36.897,36.122,36.365,797465.0
2018-10-14,36.617,36.897,36.122,36.365,797465.0
2018-10-15,36.505,36.626,35.982,36.169,514626.0
2018-10-16,36.356,37.42,36.169,37.317,662167.0
2018-10-17,37.364,38.39,37.186,38.325,760105.0
2018-10-18,38.306,38.894,37.989,38.269,739320.0
2018-10-19,38.306,38.857,38.007,38.633,651471.0
2018-10-20,38.306,38.857,38.007,38.633,651471.0
2018-10-21,38.306,38.857,38.007,38.633,651471.0
2018-10-22,38.605,39.006,38.446,38.81,555619.0
2018-10-23,38.493,38.651,37.821,38.082,576846.0
2018-10-24,38.166,38.297,37.326,37.326,615240.0
2018-10-25,37.308,37.849,37.168,37.718,710048.0
2018-10-26,37.354,38.343,37.205,38.203,655753.0
2018-10-27,37.354,38.343,37.205,38.203,655753.0
2018-10-28,37.354,38.343,37.205,38.203,655753.0
2018-10-29,38.157,38.399,37.448,37.653,447184.0
2018-10-30,37.755,38.147,37.448,38.147,389479.0
2018-10-31,38.325,38.437,37.522,37.671,896785.0
2018-11-01,37.671,38.157,37.531,37.951,456802.0
2018-11-02,38.371,38.427,37.382,37.503,511508.0
2018-11-03,38.371,38.427,37.382,37.503,511508.0
2018-11-04,38.371,38.427,37.382,37.503,511508.0
2018-11-05,37.597,37.895,37.177,37.448,588216.0
2018-11-06,37.541,37.615,37.084,37.569,464111.0
2018-11-07,37.559,38.259,37.42,38.157,579159.0
2018-11-08,38.138,38.418,37.877,38.082,611728.0
2018-11-09,38.138,38.726,37.942,38.521,703934.0
2018-11-10,38.138,38.726,37.942,38.521,703934.0
2018-11-11,38.138,38.726,37.942,38.521,703934.0
2018-11-12,38.511,38.959,38.147,38.763,593280.0
2018-11-13,38.801,39.248,38.567,38.689,603073.0
2018-11-14,38.801,40.219,38.539,39.342,970898.0
2018-11-15,39.398,39.659,38.222,38.577,631306.0
2018-11-16,38.754,38.754,37.783,38.455,563199.0
2018-11-17,38.754,38.754,37.783,38.455,563199.0
2018-11-18,38.754,38.754,37.783,38.455,563199.0
2018-11-19,38.623,38.81,37.867,37.867,484902.0
2018-11-20,37.923,38.315,37.531,37.699,599189.0
2018-11-21,37.923,38.763,37.671,38.493,545362.0
2018-11-22,38.371,38.791,38.194,38.222,477674.0
2018-11-23,38.381,38.595,38.157,38.371,349674.0
2018-11-24,38.381,38.595,38.157,38.371,349674.0
2018-11-25,38.381,38.595,38.157,38.371,349674.0
2018-11-26,38.539,38.978,38.446,38.829,399672.0
2018-11-27,38.689,39.491,38.558,39.155,577438.0
2018-11-28,39.183,39.594,38.978,39.594,404857.0
2018-11-29,39.482,39.771,39.193,39.594,473729.0
2018-11-30,39.771,39.771,38.941,39.519,1399969.0
2018-12-01,39.771,39.771,38.941,39.519,1399969.0
2018-12-02,39.771,39.771,38.941,39.519,1399969.0
2018-12-03,40.135,40.228,38.614,38.689,1019578.0
2018-12-04,38.474,39.211,38.25,38.259,840337.0
2018-12-05,38.39,39.071,38.166,38.857,545518.0
2018-12-06,38.306,39.071,38.259,38.913,843181.0
2018-12-07,38.763,39.715,38.633,39.155,783343.0
2018-12-08,38.763,39.715,38.633,39.155,783343.0
2018-12-09,38.763,39.715,38.633,39.155,783343.0
2018-12-10,38.875,39.687,38.875,39.454,694983.0
2018-12-11,39.398,39.519,38.381,38.801,500785.0
2018-12-12,39.314,39.547,38.726,38.931,593293.0
2018-12-13,39.155,39.36,38.315,38.791,756645.0
