,HOT GR Equity,HOT GR Equity,HOT GR Equity,HOT GR Equity,HOT GR Equity
2010-02-21,35.408,35.626,34.23,35.549,339492.0
2010-02-22,35.523,35.665,34.166,34.552,679877.0
2010-02-23,34.648,35.215,33.844,33.889,717377.0
2010-02-24,33.947,33.947,32.943,33.625,651612.0
2010-02-25,33.465,33.767,32.802,32.847,664273.0
2010-02-26,32.795,33.297,32.795,33.104,373894.0
2010-02-27,32.795,33.297,32.795,33.104,373894.0
2010-02-28,32.795,33.297,32.795,33.104,373894.0
2010-03-01,33.555,34.056,33.555,34.005,403462.0
2010-03-02,34.089,34.359,33.754,34.134,256493.0
2010-03-03,34.05,34.655,33.947,34.545,212985.0
2010-03-04,34.295,34.539,34.102,34.192,292537.0
2010-03-05,34.352,35.054,34.243,34.816,398010.0
2010-03-06,34.352,35.054,34.243,34.816,398010.0
2010-03-07,34.352,35.054,34.243,34.816,398010.0
2010-03-08,34.854,35.067,34.648,34.809,282984.0
2010-03-09,34.693,35.24,34.533,35.067,293989.0
2010-03-10,34.957,35.517,34.816,35.15,453458.0
2010-03-11,34.989,35.575,34.745,35.266,317075.0
2010-03-12,35.324,36.173,35.195,35.91,454659.0
2010-03-13,35.324,36.173,35.195,35.91,454659.0
2010-03-14,35.324,36.173,35.195,35.91,454659.0
2010-03-15,35.839,36.16,35.749,36.07,424726.0
2010-03-16,36.051,36.379,35.517,35.678,353432.0
2010-03-17,36.0,36.952,36.0,36.952,533763.0
2010-03-18,36.92,37.061,36.135,36.353,403111.0
2010-03-19,36.527,36.868,36.07,36.173,751743.0
2010-03-20,36.527,36.868,36.07,36.173,751743.0
2010-03-21,36.527,36.868,36.07,36.173,751743.0
2010-03-22,36.141,36.193,35.375,35.922,318937.0
2010-03-23,35.922,37.003,35.774,36.868,360488.0
2010-03-24,36.978,37.55,36.411,36.9,387354.0
2010-03-25,37.241,38.605,37.151,38.412,1150140.0
2010-03-26,38.49,40.002,38.348,39.764,927858.0
2010-03-27,38.49,40.002,38.348,39.764,927858.0
2010-03-28,38.49,40.002,38.348,39.764,927858.0
2010-03-29,40.156,41.115,40.021,40.568,877682.0
2010-03-30,40.684,41.404,40.085,40.085,638889.0
2010-03-31,40.214,40.407,39.706,40.246,436889.0
2010-04-01,40.285,41.089,40.201,40.877,299434.0
2010-04-02,40.285,41.089,40.201,40.877,299434.0
2010-04-03,40.285,41.089,40.201,40.877,299434.0
2010-04-04,40.285,41.089,40.201,40.877,299434.0
2010-04-05,40.285,41.089,40.201,40.877,299434.0
2010-04-06,41.205,41.417,40.915,41.404,360520.0
2010-04-07,41.552,42.209,41.527,42.08,529456.0
2010-04-08,41.655,41.919,40.504,41.308,525408.0
2010-04-09,41.083,41.758,41.083,41.63,288715.0
2010-04-10,41.083,41.758,41.083,41.63,288715.0
2010-04-11,41.083,41.758,41.083,41.63,288715.0
2010-04-12,41.951,41.951,40.742,40.857,363333.0
2010-04-13,40.793,40.838,40.304,40.6,307285.0
2010-04-14,40.845,41.437,40.407,41.404,333068.0
2010-04-15,41.61,41.816,40.671,41.05,240402.0
2010-04-16,40.896,41.256,40.471,40.6,537317.0
2010-04-17,40.896,41.256,40.471,40.6,537317.0
2010-04-18,40.896,41.256,40.471,40.6,537317.0
2010-04-19,40.497,40.664,39.77,39.957,335510.0
2010-04-20,40.137,40.607,39.789,40.439,330841.0
2010-04-21,40.51,40.709,39.712,40.182,253178.0
2010-04-22,40.079,40.278,38.837,39.506,468482.0
2010-04-23,39.693,41.16,39.442,41.018,488452.0
2010-04-24,39.693,41.16,39.442,41.018,488452.0
2010-04-25,39.693,41.16,39.442,41.018,488452.0
2010-04-26,41.379,41.713,41.05,41.115,349859.0
2010-04-27,41.07,41.256,39.442,39.583,293332.0
2010-04-28,39.185,39.506,37.891,38.946,628800.0
2010-04-29,38.927,40.504,38.515,40.285,402695.0
2010-04-30,40.516,40.896,39.538,39.918,329422.0
2010-05-01,40.516,40.896,39.538,39.918,329422.0
2010-05-02,40.516,40.896,39.538,39.918,329422.0
2010-05-03,40.175,40.175,39.146,40.156,310352.0
2010-05-04,40.13,40.407,37.673,37.949,651406.0
2010-05-05,37.949,38.091,36.45,36.81,659908.0
2010-05-06,36.514,37.602,35.202,36.212,539344.0
2010-05-07,35.421,36.353,34.616,35.292,846425.0
2010-05-08,35.421,36.353,34.616,35.292,846425.0
2010-05-09,35.421,36.353,34.616,35.292,846425.0
2010-05-10,36.501,38.316,35.852,37.788,739980.0
2010-05-11,37.454,38.605,37.454,38.496,2216221.0
2010-05-12,38.542,39.75,38.193,39.281,835616.0
2010-05-13,39.585,39.816,38.978,39.262,350074.0
2010-05-14,39.037,39.823,38.41,38.905,515531.0
2010-05-15,39.037,39.823,38.41,38.905,515531.0
2010-05-16,39.037,39.823,38.41,38.905,515531.0
2010-05-17,37.783,37.968,35.473,35.876,1164149.0
2010-05-18,36.232,36.925,35.962,36.793,643984.0
2010-05-19,36.18,36.483,34.576,35.85,962639.0
2010-05-20,35.586,35.929,34.14,34.866,780819.0
2010-05-21,34.681,35.407,34.252,35.275,2397206.0
2010-05-22,34.681,35.407,34.252,35.275,2397206.0
2010-05-23,34.681,35.407,34.252,35.275,2397206.0
2010-05-24,35.388,35.625,34.371,35.084,451324.0
2010-05-25,34.021,34.186,32.345,32.949,931780.0
2010-05-26,33.48,34.312,33.144,34.074,752887.0
2010-05-27,34.266,34.846,33.995,34.668,653237.0
2010-05-28,34.576,35.077,34.351,34.384,497153.0
2010-05-29,34.576,35.077,34.351,34.384,497153.0
2010-05-30,34.576,35.077,34.351,34.384,497153.0
2010-05-31,34.464,34.846,34.219,34.411,130915.0
2010-06-01,34.18,34.563,33.375,34.305,436999.0
2010-06-02,33.876,34.648,33.705,34.569,489029.0
2010-06-03,34.952,35.368,34.761,34.774,431189.0
2010-06-04,34.932,35.242,33.302,33.447,453748.0
2010-06-05,34.932,35.242,33.302,33.447,453748.0
2010-06-06,34.932,35.242,33.302,33.447,453748.0
2010-06-07,32.89,33.698,32.84,33.48,523096.0
2010-06-08,33.414,33.665,32.002,32.523,502515.0
2010-06-09,32.817,33.414,32.563,33.414,384581.0
2010-06-10,33.375,34.609,32.896,34.417,419644.0
2010-06-11,34.576,34.754,34.041,34.404,436791.0
2010-06-12,34.576,34.754,34.041,34.404,436791.0
2010-06-13,34.576,34.754,34.041,34.404,436791.0
2010-06-14,34.813,35.124,34.318,35.058,260199.0
2010-06-15,34.754,35.295,34.596,35.143,293638.0
2010-06-16,35.368,35.506,34.365,34.8,281533.0
2010-06-17,34.754,36.239,34.53,35.632,449584.0
2010-06-18,35.566,35.777,35.348,35.473,643367.0
2010-06-19,35.566,35.777,35.348,35.473,643367.0
2010-06-20,35.566,35.777,35.348,35.473,643367.0
2010-06-21,36.265,36.265,35.586,35.79,287344.0
2010-06-22,35.645,35.823,34.807,35.427,236205.0
2010-06-23,34.992,36.206,34.926,35.407,394008.0
2010-06-24,35.52,35.777,34.18,34.351,540968.0
2010-06-25,34.325,34.424,33.282,33.421,604193.0
2010-06-26,34.325,34.424,33.282,33.421,604193.0
2010-06-27,34.325,34.424,33.282,33.421,604193.0
2010-06-28,33.381,34.417,33.381,34.299,176824.0
2010-06-29,33.612,34.021,32.339,32.5,467080.0
2010-06-30,32.51,33.045,32.21,32.553,498051.0
2010-07-01,31.893,32.309,31.236,31.801,678644.0
2010-07-02,31.688,32.203,31.415,31.471,260605.0
2010-07-03,31.688,32.203,31.415,31.471,260605.0
2010-07-04,31.688,32.203,31.415,31.471,260605.0
2010-07-05,31.55,31.863,31.141,31.603,286141.0
2010-07-06,31.665,32.886,31.616,32.48,379994.0
2010-07-07,32.197,32.197,30.689,31.283,840150.0
2010-07-08,31.553,31.896,31.098,31.316,530705.0
2010-07-09,31.342,32.352,31.342,32.075,369711.0
2010-07-10,31.342,32.352,31.342,32.075,369711.0
2010-07-11,31.342,32.352,31.342,32.075,369711.0
2010-07-12,32.065,32.405,31.563,31.956,258042.0
2010-07-13,31.936,32.599,31.85,32.51,361711.0
2010-07-14,32.675,32.801,32.018,32.398,331410.0
2010-07-15,32.216,32.768,31.754,32.124,339310.0
2010-07-16,31.952,32.414,31.213,31.25,340874.0
2010-07-17,31.952,32.414,31.213,31.25,340874.0
2010-07-18,31.952,32.414,31.213,31.25,340874.0
2010-07-19,31.114,31.484,30.329,30.623,361363.0
2010-07-20,30.702,30.781,29.758,30.223,483388.0
2010-07-21,30.336,31.286,30.336,31.144,301279.0
2010-07-22,30.844,32.111,30.784,32.018,253980.0
2010-07-23,31.933,32.655,31.933,32.471,326806.0
2010-07-24,31.933,32.655,31.933,32.471,326806.0
2010-07-25,31.933,32.655,31.933,32.471,326806.0
2010-07-26,32.903,33.955,32.167,33.896,501430.0
2010-07-27,33.797,34.259,33.428,33.579,299456.0
2010-07-28,33.579,33.889,32.959,33.203,288658.0
2010-07-29,33.051,33.659,32.834,33.269,271590.0
2010-07-30,33.256,33.335,32.372,32.791,231554.0
2010-07-31,33.256,33.335,32.372,32.791,231554.0
2010-08-01,33.256,33.335,32.372,32.791,231554.0
2010-08-02,33.084,33.949,32.88,33.863,161327.0
2010-08-03,33.843,34.252,33.665,34.087,246142.0
2010-08-04,33.771,34.53,33.586,34.272,342224.0
2010-08-05,34.233,34.873,34.028,34.483,370732.0
2010-08-06,34.45,34.873,33.896,34.12,280975.0
2010-08-07,34.45,34.873,33.896,34.12,280975.0
2010-08-08,34.45,34.873,33.896,34.12,280975.0
2010-08-09,34.015,35.143,34.015,35.097,218517.0
2010-08-10,34.86,34.978,33.936,34.252,339921.0
2010-08-11,34.173,34.351,32.81,33.018,373493.0
2010-08-12,32.867,33.144,31.893,32.19,405198.0
2010-08-13,32.411,33.065,31.943,32.933,536057.0
2010-08-14,32.411,33.065,31.943,32.933,536057.0
2010-08-15,32.411,33.065,31.943,32.933,536057.0
2010-08-16,33.414,35.196,33.414,34.609,729292.0
2010-08-17,34.952,35.526,34.173,35.381,431352.0
2010-08-18,35.203,35.619,35.051,35.434,611309.0
2010-08-19,35.533,36.206,35.223,35.322,551543.0
2010-08-20,35.19,35.315,34.292,34.767,411576.0
2010-08-21,35.19,35.315,34.292,34.767,411576.0
2010-08-22,35.19,35.315,34.292,34.767,411576.0
2010-08-23,34.787,35.407,34.549,35.176,198765.0
2010-08-24,34.972,34.978,33.494,33.922,334645.0
2010-08-25,33.824,34.332,33.223,33.685,325298.0
2010-08-26,33.665,34.167,33.197,33.197,361921.0
2010-08-27,33.223,33.929,33.058,33.889,382350.0
2010-08-28,33.223,33.929,33.058,33.889,382350.0
2010-08-29,33.223,33.929,33.058,33.889,382350.0
2010-08-30,33.962,34.873,33.962,34.483,344016.0
2010-08-31,33.982,34.516,33.797,34.516,270293.0
2010-09-01,34.543,35.863,34.464,35.718,361405.0
2010-09-02,35.823,36.298,35.427,35.85,266179.0
2010-09-03,35.942,36.463,35.605,35.968,233783.0
2010-09-04,35.942,36.463,35.605,35.968,233783.0
2010-09-05,35.942,36.463,35.605,35.968,233783.0
2010-09-06,36.246,36.43,35.922,36.279,134477.0
2010-09-07,36.153,36.503,35.817,35.85,263391.0
2010-09-08,35.691,36.279,35.341,36.034,243030.0
2010-09-09,35.922,37.434,35.922,37.123,504305.0
2010-09-10,37.236,37.566,36.747,36.813,256952.0
2010-09-11,37.236,37.566,36.747,36.813,256952.0
2010-09-12,37.236,37.566,36.747,36.813,256952.0
2010-09-13,37.137,37.48,36.866,37.123,264152.0
2010-09-14,37.15,37.731,37.123,37.453,293803.0
2010-09-15,37.368,37.46,36.965,37.222,182315.0
2010-09-16,38.146,41.063,36.193,39.09,4184426.0
2010-09-17,39.466,40.654,39.466,40.093,1597600.0
2010-09-18,39.466,40.654,39.466,40.093,1597600.0
2010-09-19,39.466,40.654,39.466,40.093,1597600.0
2010-09-20,40.278,40.588,39.539,40.324,528577.0
2010-09-21,40.232,41.05,40.172,40.905,479137.0
2010-09-22,41.11,41.281,40.219,40.753,484294.0
2010-09-23,40.964,42.205,40.753,42.007,529080.0
2010-09-24,41.829,42.37,41.215,41.215,559820.0
2010-09-25,41.829,42.37,41.215,41.215,559820.0
2010-09-26,41.829,42.37,41.215,41.215,559820.0
2010-09-27,41.248,41.545,40.945,41.169,358630.0
2010-09-28,40.905,42.298,40.905,42.271,383057.0
2010-09-29,42.225,42.555,41.578,41.644,364929.0
2010-09-30,41.063,42.185,41.063,41.908,335679.0
2010-10-01,41.968,42.271,41.908,41.981,298900.0
2010-10-02,41.968,42.271,41.908,41.981,298900.0
2010-10-03,41.968,42.271,41.908,41.981,298900.0
2010-10-04,42.245,42.377,41.763,42.007,221246.0
2010-10-05,42.027,42.218,41.591,42.007,262195.0
2010-10-06,42.001,42.542,41.809,42.502,330657.0
2010-10-07,42.291,42.555,41.908,41.974,223179.0
2010-10-08,42.001,42.423,41.921,42.205,420162.0
2010-10-09,42.001,42.423,41.921,42.205,420162.0
2010-10-10,42.001,42.423,41.921,42.205,420162.0
2010-10-11,42.08,42.41,41.73,42.291,329784.0
2010-10-12,42.133,42.311,41.77,42.007,288021.0
2010-10-13,42.172,42.172,41.334,41.578,515566.0
2010-10-14,41.737,42.298,41.446,41.466,398817.0
2010-10-15,41.651,42.496,41.651,41.862,326273.0
2010-10-16,41.651,42.496,41.651,41.862,326273.0
2010-10-17,41.651,42.496,41.651,41.862,326273.0
2010-10-18,41.928,41.928,41.05,41.215,282262.0
2010-10-19,41.202,41.314,39.955,40.654,514021.0
2010-10-20,40.542,41.116,40.258,40.654,194760.0
2010-10-21,40.555,41.902,40.555,41.545,284892.0
2010-10-22,41.558,42.146,41.492,41.776,235823.0
2010-10-23,41.558,42.146,41.492,41.776,235823.0
2010-10-24,41.558,42.146,41.492,41.776,235823.0
2010-10-25,42.212,43.32,41.974,42.799,416725.0
2010-10-26,42.707,42.944,42.265,42.449,151269.0
2010-10-27,42.449,43.096,42.304,42.891,217047.0
2010-10-28,42.944,42.944,41.565,41.611,249196.0
2010-10-29,41.413,41.836,40.984,40.984,225555.0
2010-10-30,41.413,41.836,40.984,40.984,225555.0
2010-10-31,41.413,41.836,40.984,40.984,225555.0
2010-11-01,41.413,41.492,40.39,40.456,215297.0
2010-11-02,39.605,40.681,39.268,40.509,441968.0
2010-11-03,40.601,40.601,39.757,39.941,353247.0
2010-11-04,40.166,41.413,40.06,40.984,322599.0
2010-11-05,41.228,41.374,40.238,40.687,220110.0
2010-11-06,41.228,41.374,40.238,40.687,220110.0
2010-11-07,41.228,41.374,40.238,40.687,220110.0
2010-11-08,40.634,42.238,40.595,41.281,625074.0
2010-11-09,41.169,41.855,41.169,41.248,404841.0
2010-11-10,41.123,41.638,41.123,41.446,312027.0
2010-11-11,41.895,41.895,41.242,41.446,306140.0
2010-11-12,40.905,41.572,40.905,41.281,342677.0
2010-11-13,40.905,41.572,40.905,41.281,342677.0
2010-11-14,40.905,41.572,40.905,41.281,342677.0
2010-11-15,41.215,41.413,41.116,41.215,246235.0
2010-11-16,41.09,41.308,39.684,39.796,409893.0
2010-11-17,39.671,40.601,39.671,39.961,213406.0
2010-11-18,40.133,41.189,39.875,40.938,340159.0
2010-11-19,41.024,41.512,40.766,41.38,247000.0
2010-11-20,41.024,41.512,40.766,41.38,247000.0
2010-11-21,41.024,41.512,40.766,41.38,247000.0
2010-11-22,41.631,41.921,40.984,41.347,227048.0
2010-11-23,41.169,41.182,39.064,39.605,403394.0
2010-11-24,39.361,40.067,39.037,39.446,290480.0
2010-11-25,39.545,39.935,39.4,39.697,194104.0
2010-11-26,39.585,40.021,38.813,39.308,190809.0
2010-11-27,39.585,40.021,38.813,39.308,190809.0
2010-11-28,39.585,40.021,38.813,39.308,190809.0
2010-11-29,39.341,39.565,36.582,37.123,849503.0
2010-11-30,39.004,39.031,37.506,37.863,509938.0
2010-12-01,37.816,38.648,37.783,38.417,352019.0
2010-12-02,38.767,40.113,38.351,39.948,462167.0
2010-12-03,39.743,40.298,39.176,39.44,266949.0
2010-12-04,39.743,40.298,39.176,39.44,266949.0
2010-12-05,39.743,40.298,39.176,39.44,266949.0
2010-12-06,39.585,42.232,39.585,42.04,904721.0
2010-12-07,42.733,44.673,42.073,43.512,1239222.0
2010-12-08,42.938,43.525,41.651,42.139,422999.0
2010-12-09,42.37,42.977,42.357,42.601,322770.0
2010-12-10,42.905,43.479,42.72,42.839,314597.0
2010-12-11,42.905,43.479,42.72,42.839,314597.0
2010-12-12,42.905,43.479,42.72,42.839,314597.0
2010-12-13,43.169,44.079,42.905,43.096,282341.0
2010-12-14,42.951,43.228,42.304,42.43,218324.0
2010-12-15,42.443,43.888,41.915,43.657,718721.0
2010-12-16,43.617,43.934,42.799,42.99,479389.0
2010-12-17,43.05,43.221,42.377,42.832,541424.0
2010-12-18,43.05,43.221,42.377,42.832,541424.0
2010-12-19,43.05,43.221,42.377,42.832,541424.0
2010-12-20,42.555,43.109,42.509,42.898,259607.0
2010-12-21,43.386,43.386,42.575,42.608,271871.0
2010-12-22,42.509,43.155,42.509,42.601,212522.0
2010-12-23,42.595,43.017,42.496,42.614,191301.0
2010-12-24,42.595,43.017,42.496,42.614,191301.0
2010-12-25,42.595,43.017,42.496,42.614,191301.0
2010-12-26,42.595,43.017,42.496,42.614,191301.0
2010-12-27,42.707,42.872,41.73,41.816,152006.0
2010-12-28,41.651,42.1,41.651,42.047,100046.0
2010-12-29,41.849,42.39,41.829,41.941,107694.0
2010-12-30,41.822,42.238,41.314,41.935,119218.0
2010-12-31,41.822,42.238,41.314,41.935,119218.0
2011-01-01,41.822,42.238,41.314,41.935,119218.0
2011-01-02,41.822,42.238,41.314,41.935,119218.0
2011-01-03,42.02,42.68,41.842,42.35,136610.0
2011-01-04,42.126,42.568,41.73,41.921,385290.0
2011-01-05,41.789,42.331,40.39,40.463,526027.0
2011-01-06,40.555,40.918,40.159,40.278,328429.0
2011-01-07,40.106,40.582,40.106,40.291,218046.0
2011-01-08,40.106,40.582,40.106,40.291,218046.0
2011-01-09,40.106,40.582,40.106,40.291,218046.0
2011-01-10,40.126,40.384,39.823,39.869,369805.0
2011-01-11,39.71,40.786,39.71,40.555,384984.0
2011-01-12,40.337,41.261,40.337,40.819,409874.0
2011-01-13,40.72,41.248,40.588,41.083,514162.0
2011-01-14,41.275,41.908,41.149,41.308,321146.0
2011-01-15,41.275,41.908,41.149,41.308,321146.0
2011-01-16,41.275,41.908,41.149,41.308,321146.0
2011-01-17,41.156,41.519,40.931,40.931,152368.0
2011-01-18,40.786,41.426,40.786,41.044,226660.0
2011-01-19,41.024,41.849,40.826,41.71,314500.0
2011-01-20,41.499,42.469,41.314,42.238,590245.0
2011-01-21,42.126,43.261,41.525,42.601,1126182.0
2011-01-22,42.126,43.261,41.525,42.601,1126182.0
2011-01-23,42.126,43.261,41.525,42.601,1126182.0
2011-01-24,42.72,42.898,42.133,42.667,337870.0
2011-01-25,42.713,43.05,42.034,42.727,321666.0
2011-01-26,42.997,43.426,42.575,43.228,376858.0
2011-01-27,43.149,43.228,42.7,42.766,1045833.0
2011-01-28,42.502,43.056,42.436,42.634,436031.0
2011-01-29,42.502,43.056,42.436,42.634,436031.0
2011-01-30,42.502,43.056,42.436,42.634,436031.0
2011-01-31,42.39,43.274,42.106,42.608,486119.0
2011-02-01,42.806,42.898,42.496,42.535,347345.0
2011-02-02,42.568,42.878,42.238,42.238,360787.0
2011-02-03,42.205,42.238,41.083,41.473,1111172.0
2011-02-04,41.558,42.779,41.558,42.496,259347.0
2011-02-05,41.558,42.779,41.558,42.496,259347.0
2011-02-06,41.558,42.779,41.558,42.496,259347.0
2011-02-07,42.449,43.03,41.809,42.694,390217.0
2011-02-08,42.562,43.782,42.06,43.591,992766.0
2011-02-09,43.446,44.093,43.241,43.591,337098.0
2011-02-10,43.571,43.914,43.261,43.723,278041.0
2011-02-11,43.479,43.994,43.353,43.73,302639.0
2011-02-12,43.479,43.994,43.353,43.73,302639.0
2011-02-13,43.479,43.994,43.353,43.73,302639.0
2011-02-14,44.145,45.3,43.591,45.109,584121.0
2011-02-15,45.069,45.71,44.68,45.637,327320.0
2011-02-16,45.525,46.112,44.911,46.026,374611.0
2011-02-17,45.782,46.198,45.498,45.835,441708.0
2011-02-18,45.861,46.231,45.558,46.231,235525.0
2011-02-19,45.861,46.231,45.558,46.231,235525.0
2011-02-20,45.861,46.231,45.558,46.231,235525.0
2011-02-21,46.066,46.218,45.017,45.802,498233.0
2011-02-22,45.591,46.132,45.267,45.67,346498.0
2011-02-23,45.663,46.119,45.307,45.716,406828.0
2011-02-24,45.782,46.073,45.3,45.67,419345.0
2011-02-25,45.769,46.634,45.617,46.495,623772.0
2011-02-26,45.769,46.634,45.617,46.495,623772.0
2011-02-27,45.769,46.634,45.617,46.495,623772.0
2011-02-28,46.363,47.406,46.337,46.891,492606.0
2011-03-01,47.425,47.577,45.861,46.112,363245.0
2011-03-02,45.868,46.264,45.215,45.67,600896.0
2011-03-03,45.835,46.112,45.34,45.934,290968.0
2011-03-04,45.835,46.158,44.951,45.274,212369.0
2011-03-05,45.835,46.158,44.951,45.274,212369.0
2011-03-06,45.835,46.158,44.951,45.274,212369.0
2011-03-07,45.314,46.383,44.99,45.881,214412.0
2011-03-08,45.822,47.788,45.538,47.597,630355.0
2011-03-09,47.505,48.039,46.924,47.478,285910.0
2011-03-10,46.97,47.557,46.502,46.95,323281.0
2011-03-11,46.891,46.891,45.578,46.165,300265.0
2011-03-12,46.891,46.891,45.578,46.165,300265.0
2011-03-13,46.891,46.891,45.578,46.165,300265.0
2011-03-14,45.868,46.528,44.878,46.066,547087.0
2011-03-15,45.868,46.099,43.888,45.604,879706.0
2011-03-16,45.538,46.634,45.109,45.248,439848.0
2011-03-17,45.531,46.647,45.241,46.363,582239.0
2011-03-18,46.726,47.65,46.475,46.99,755218.0
2011-03-19,46.726,47.65,46.475,46.99,755218.0
2011-03-20,46.726,47.65,46.475,46.99,755218.0
2011-03-21,47.254,48.112,47.254,47.98,434168.0
2011-03-22,47.98,48.244,47.36,47.683,251798.0
2011-03-23,48.052,49.3,47.386,48.937,609379.0
2011-03-24,48.976,49.267,48.33,49.234,543440.0
2011-03-25,49.313,49.498,48.805,49.221,210264.0
2011-03-26,49.313,49.498,48.805,49.221,210264.0
2011-03-27,49.313,49.498,48.805,49.221,210264.0
2011-03-28,49.168,49.465,48.594,48.904,312438.0
2011-03-29,48.904,49.986,48.66,49.57,401805.0
2011-03-30,49.894,50.362,49.584,49.735,229696.0
2011-03-31,49.815,50.171,49.689,49.986,236968.0
2011-04-01,49.986,50.607,49.953,50.448,305814.0
2011-04-02,49.986,50.607,49.953,50.448,305814.0
2011-04-03,49.986,50.607,49.953,50.448,305814.0
2011-04-04,50.415,50.719,49.914,50.026,173118.0
2011-04-05,50.072,50.125,49.207,49.735,188971.0
2011-04-06,49.689,50.448,49.63,50.085,170919.0
2011-04-07,47.056,48.184,45.96,46.079,1179617.0
2011-04-08,46.152,46.396,45.208,45.274,498007.0
2011-04-09,46.152,46.396,45.208,45.274,498007.0
2011-04-10,46.152,46.396,45.208,45.274,498007.0
2011-04-11,44.878,44.878,40.7,40.991,1867707.0
2011-04-12,40.852,43.017,40.265,42.984,1192092.0
2011-04-13,43.096,43.254,41.717,42.482,675513.0
2011-04-14,42.667,44.099,42.568,43.967,878606.0
2011-04-15,43.961,43.961,41.935,41.974,523911.0
2011-04-16,43.961,43.961,41.935,41.974,523911.0
2011-04-17,43.961,43.961,41.935,41.974,523911.0
2011-04-18,41.842,41.974,40.483,40.773,423840.0
2011-04-19,40.931,40.931,39.46,39.658,587194.0
2011-04-20,39.809,40.76,39.809,40.291,421526.0
2011-04-21,40.39,40.654,39.671,40.093,223443.0
2011-04-22,40.39,40.654,39.671,40.093,223443.0
2011-04-23,40.39,40.654,39.671,40.093,223443.0
2011-04-24,40.39,40.654,39.671,40.093,223443.0
2011-04-25,40.39,40.654,39.671,40.093,223443.0
2011-04-26,39.968,40.324,39.856,39.882,178547.0
2011-04-27,39.915,40.562,39.809,40.496,274589.0
2011-04-28,40.714,41.908,40.364,41.908,525606.0
2011-04-29,41.908,42.548,41.717,42.152,278387.0
2011-04-30,41.908,42.548,41.717,42.152,278387.0
2011-05-01,41.908,42.548,41.717,42.152,278387.0
2011-05-02,42.509,42.568,41.479,41.71,185850.0
2011-05-03,41.941,42.832,41.605,42.7,395622.0
2011-05-04,42.7,42.832,41.281,41.552,338092.0
2011-05-05,41.671,41.822,41.182,41.387,245515.0
2011-05-06,41.347,41.783,40.575,41.189,335132.0
2011-05-07,41.347,41.783,40.575,41.189,335132.0
2011-05-08,41.347,41.783,40.575,41.189,335132.0
2011-05-09,41.215,41.71,40.384,40.806,265757.0
