,USDMXN BGN Curncy
2013-03-19,12.439
2013-03-20,12.348
2013-03-21,12.4295
2013-03-22,12.3511
2013-03-23,12.3511
2013-03-24,12.3511
2013-03-25,12.3491
2013-03-26,12.3507
2013-03-27,12.336
2013-03-28,12.3557
2013-03-29,12.3312
2013-03-30,12.3312
2013-03-31,12.3312
2013-04-01,12.3642
2013-04-02,12.2754
2013-04-03,12.3442
2013-04-04,12.306
2013-04-05,12.1752
2013-04-06,12.1752
2013-04-07,12.1752
2013-04-08,12.1966
2013-04-09,12.1455
2013-04-10,12.1068
2013-04-11,12.0441
2013-04-12,12.0759
2013-04-13,12.0759
2013-04-14,12.0759
2013-04-15,12.2829
2013-04-16,12.1462
2013-04-17,12.2085
2013-04-18,12.2734
2013-04-19,12.262
2013-04-20,12.262
2013-04-21,12.262
2013-04-22,12.2748
2013-04-23,12.2448
2013-04-24,12.1702
2013-04-25,12.1677
2013-04-26,12.1444
2013-04-27,12.1444
2013-04-28,12.1444
2013-04-29,12.2068
2013-04-30,12.134
2013-05-01,12.1992
2013-05-02,12.1726
2013-05-03,12.073
2013-05-04,12.073
2013-05-05,12.073
2013-05-06,12.1086
2013-05-07,12.0301
2013-05-08,11.9771
2013-05-09,11.997
2013-05-10,12.0849
2013-05-11,12.0849
2013-05-12,12.0849
2013-05-13,12.1649
2013-05-14,12.1959
2013-05-15,12.2029
2013-05-16,12.2768
2013-05-17,12.3473
2013-05-18,12.3473
2013-05-19,12.3473
2013-05-20,12.2973
2013-05-21,12.3355
2013-05-22,12.4211
2013-05-23,12.3977
2013-05-24,12.541
2013-05-25,12.541
2013-05-26,12.541
2013-05-27,12.4688
2013-05-28,12.6329
2013-05-29,12.6513
2013-05-30,12.7868
2013-05-31,12.8089
2013-06-01,12.8089
2013-06-02,12.8089
2013-06-03,12.7418
2013-06-04,12.7141
2013-06-05,12.8562
2013-06-06,12.8039
2013-06-07,12.765
2013-06-08,12.765
2013-06-09,12.765
2013-06-10,12.9148
2013-06-11,12.832
2013-06-12,12.9314
2013-06-13,12.6273
2013-06-14,12.7128
2013-06-15,12.7128
2013-06-16,12.7128
2013-06-17,12.8361
2013-06-18,12.8955
2013-06-19,13.2452
2013-06-20,13.3663
2013-06-21,13.305
2013-06-22,13.305
2013-06-23,13.305
2013-06-24,13.2947
2013-06-25,13.2226
2013-06-26,13.1638
2013-06-27,13.0211
2013-06-28,12.9308
2013-06-29,12.9308
2013-06-30,12.9308
2013-07-01,12.9611
2013-07-02,13.0524
2013-07-03,12.9525
2013-07-04,12.9148
2013-07-05,13.0762
2013-07-06,13.0762
2013-07-07,13.0762
2013-07-08,12.8795
2013-07-09,12.8964
2013-07-10,12.9008
2013-07-11,12.8061
2013-07-12,12.8168
2013-07-13,12.8168
2013-07-14,12.8168
2013-07-15,12.6672
2013-07-16,12.6258
2013-07-17,12.4595
2013-07-18,12.5013
2013-07-19,12.5325
2013-07-20,12.5325
2013-07-21,12.5325
2013-07-22,12.5008
2013-07-23,12.495
2013-07-24,12.6234
2013-07-25,12.6037
2013-07-26,12.6675
2013-07-27,12.6675
2013-07-28,12.6675
2013-07-29,12.7569
2013-07-30,12.7662
2013-07-31,12.732
2013-08-01,12.8242
2013-08-02,12.6625
2013-08-03,12.6625
2013-08-04,12.6625
2013-08-05,12.6444
2013-08-06,12.6223
2013-08-07,12.7167
2013-08-08,12.6031
2013-08-09,12.6174
2013-08-10,12.6174
2013-08-11,12.6174
2013-08-12,12.6818
2013-08-13,12.7241
2013-08-14,12.7378
2013-08-15,12.8188
2013-08-16,12.911
2013-08-17,12.911
2013-08-18,12.911
2013-08-19,13.0803
2013-08-20,12.9745
2013-08-21,13.2597
2013-08-22,13.0905
2013-08-23,12.9573
2013-08-24,12.9573
2013-08-25,12.9573
2013-08-26,13.1879
2013-08-27,13.2346
2013-08-28,13.3161
2013-08-29,13.3594
2013-08-30,13.38
2013-08-31,13.38
2013-09-01,13.38
2013-09-02,13.3351
2013-09-03,13.3855
2013-09-04,13.3091
2013-09-05,13.3896
2013-09-06,13.167
2013-09-07,13.167
2013-09-08,13.167
2013-09-09,13.1045
2013-09-10,13.0885
2013-09-11,13.0518
2013-09-12,13.0598
2013-09-13,13.0423
2013-09-14,13.0423
2013-09-15,13.0423
2013-09-16,12.9308
2013-09-17,12.9216
2013-09-18,12.6594
2013-09-19,12.7025
2013-09-20,12.8577
2013-09-21,12.8577
2013-09-22,12.8577
2013-09-23,12.8036
2013-09-24,12.9478
2013-09-25,13.01
2013-09-26,13.0626
2013-09-27,13.1407
2013-09-28,13.1407
2013-09-29,13.1407
2013-09-30,13.0914
2013-10-01,13.1549
2013-10-02,13.114
2013-10-03,13.1586
2013-10-04,13.0848
2013-10-05,13.0848
2013-10-06,13.0848
2013-10-07,13.1362
2013-10-08,13.2246
2013-10-09,13.1861
2013-10-10,13.0939
2013-10-11,12.9925
2013-10-12,12.9925
2013-10-13,12.9925
2013-10-14,12.9944
2013-10-15,12.9935
2013-10-16,12.8424
2013-10-17,12.7773
2013-10-18,12.8575
2013-10-19,12.8575
2013-10-20,12.8575
2013-10-21,12.9893
2013-10-22,12.8414
2013-10-23,12.9965
2013-10-24,12.9669
2013-10-25,12.8812
2013-10-26,12.8812
2013-10-27,12.8812
2013-10-28,12.8764
2013-10-29,12.9188
2013-10-30,12.9349
2013-10-31,13.0217
2013-11-01,13.0599
2013-11-02,13.0599
2013-11-03,13.0599
2013-11-04,12.9956
2013-11-05,13.1625
2013-11-06,13.173
2013-11-07,13.2241
2013-11-08,13.1681
2013-11-09,13.1681
2013-11-10,13.1681
2013-11-11,13.2155
2013-11-12,13.177
2013-11-13,13.0216
2013-11-14,12.9647
2013-11-15,12.9346
2013-11-16,12.9346
2013-11-17,12.9346
2013-11-18,12.894
2013-11-19,12.9671
2013-11-20,13.0924
2013-11-21,13.028
2013-11-22,12.968
2013-11-23,12.968
2013-11-24,12.968
2013-11-25,13.0464
2013-11-26,13.0553
2013-11-27,13.1226
2013-11-28,13.0756
2013-11-29,13.1093
2013-11-30,13.1093
2013-12-01,13.1093
2013-12-02,13.2169
2013-12-03,13.1017
2013-12-04,13.0434
2013-12-05,13.0903
2013-12-06,12.9318
2013-12-07,12.9318
2013-12-08,12.9318
2013-12-09,12.8556
2013-12-10,12.8673
2013-12-11,13.0399
2013-12-12,12.9653
2013-12-13,12.883
2013-12-14,12.883
2013-12-15,12.883
2013-12-16,12.9312
2013-12-17,12.9559
2013-12-18,12.8787
2013-12-19,12.9661
2013-12-20,12.9785
2013-12-21,12.9785
2013-12-22,12.9785
2013-12-23,12.9932
2013-12-24,13.0328
2013-12-25,13.028
2013-12-26,13.0843
2013-12-27,13.0563
2013-12-28,13.0563
2013-12-29,13.0563
2013-12-30,13.0718
2013-12-31,13.0367
2014-01-01,13.0398
2014-01-02,13.1528
2014-01-03,13.1075
2014-01-04,13.1075
2014-01-05,13.1075
2014-01-06,13.0907
2014-01-07,13.0184
2014-01-08,13.1362
2014-01-09,13.0916
2014-01-10,12.9676
2014-01-11,12.9676
2014-01-12,12.9676
2014-01-13,13.0851
2014-01-14,13.09
2014-01-15,13.1982
2014-01-16,13.2761
2014-01-17,13.2459
2014-01-18,13.2459
2014-01-19,13.2459
2014-01-20,13.2362
2014-01-21,13.2728
2014-01-22,13.3108
2014-01-23,13.4018
2014-01-24,13.46
2014-01-25,13.46
2014-01-26,13.46
2014-01-27,13.366
2014-01-28,13.2572
2014-01-29,13.3986
2014-01-30,13.3652
2014-01-31,13.3573
2014-02-01,13.3573
2014-02-02,13.3573
2014-02-03,13.5354
2014-02-04,13.3226
2014-02-05,13.284
2014-02-06,13.2752
2014-02-07,13.2822
2014-02-08,13.2822
2014-02-09,13.2822
2014-02-10,13.3262
2014-02-11,13.2885
2014-02-12,13.3242
2014-02-13,13.26
2014-02-14,13.2416
2014-02-15,13.2416
2014-02-16,13.2416
2014-02-17,13.2101
2014-02-18,13.2414
2014-02-19,13.3325
2014-02-20,13.2784
2014-02-21,13.2648
2014-02-22,13.2648
2014-02-23,13.2648
2014-02-24,13.2628
2014-02-25,13.2291
2014-02-26,13.3315
2014-02-27,13.2613
2014-02-28,13.2492
2014-03-01,13.2492
2014-03-02,13.2492
2014-03-03,13.3325
2014-03-04,13.2818
2014-03-05,13.2385
2014-03-06,13.1524
2014-03-07,13.1872
2014-03-08,13.1872
2014-03-09,13.1872
2014-03-10,13.215
2014-03-11,13.2835
2014-03-12,13.2435
2014-03-13,13.2917
2014-03-14,13.2107
2014-03-15,13.2107
2014-03-16,13.2107
2014-03-17,13.1558
2014-03-18,13.1593
2014-03-19,13.2859
2014-03-20,13.2599
2014-03-21,13.2313
2014-03-22,13.2313
2014-03-23,13.2313
2014-03-24,13.1779
2014-03-25,13.1138
2014-03-26,13.1283
2014-03-27,13.0816
2014-03-28,13.073
2014-03-29,13.073
2014-03-30,13.073
2014-03-31,13.058
2014-04-01,13.051
2014-04-02,13.0893
2014-04-03,13.1163
2014-04-04,13.0039
2014-04-05,13.0039
2014-04-06,13.0039
2014-04-07,13.0086
2014-04-08,13.0499
2014-04-09,12.9804
2014-04-10,13.0626
2014-04-11,13.0425
2014-04-12,13.0425
2014-04-13,13.0425
2014-04-14,13.0248
2014-04-15,13.0981
2014-04-16,13.0638
2014-04-17,13.0478
2014-04-18,13.0525
2014-04-19,13.0525
2014-04-20,13.0525
2014-04-21,13.0301
2014-04-22,13.057
2014-04-23,13.0649
2014-04-24,13.0975
2014-04-25,13.1337
2014-04-26,13.1337
2014-04-27,13.1337
2014-04-28,13.1227
2014-04-29,13.1022
2014-04-30,13.0793
2014-05-01,13.043
2014-05-02,13.0151
2014-05-03,13.0151
2014-05-04,13.0151
2014-05-05,13.0575
2014-05-06,13.0271
2014-05-07,12.9646
2014-05-08,12.9474
2014-05-09,12.948
2014-05-10,12.948
2014-05-11,12.948
2014-05-12,12.9538
2014-05-13,12.906
2014-05-14,12.898
2014-05-15,12.9587
2014-05-16,12.9028
2014-05-17,12.9028
2014-05-18,12.9028
2014-05-19,12.9009
2014-05-20,12.9093
2014-05-21,12.9272
2014-05-22,12.8788
2014-05-23,12.8562
2014-05-24,12.8562
2014-05-25,12.8562
2014-05-26,12.8715
2014-05-27,12.8563
2014-05-28,12.8744
2014-05-29,12.841
2014-05-30,12.858
2014-05-31,12.858
2014-06-01,12.858
2014-06-02,12.9134
2014-06-03,12.9389
2014-06-04,12.9218
2014-06-05,12.8665
2014-06-06,12.9292
2014-06-07,12.9292
2014-06-08,12.9292
2014-06-09,13.0302
2014-06-10,13.0188
2014-06-11,13.0083
2014-06-12,12.9778
2014-06-13,13.0151
2014-06-14,13.0151
2014-06-15,13.0151
2014-06-16,13.0442
2014-06-17,13.1153
2014-06-18,12.9788
2014-06-19,13.0244
2014-06-20,12.9909
2014-06-21,12.9909
2014-06-22,12.9909
2014-06-23,13.029
2014-06-24,13.0613
2014-06-25,13.0055
2014-06-26,13.0168
2014-06-27,12.9625
2014-06-28,12.9625
2014-06-29,12.9625
2014-06-30,12.9683
2014-07-01,12.942
2014-07-02,12.9965
2014-07-03,12.9543
2014-07-04,12.9741
2014-07-05,12.9741
2014-07-06,12.9741
2014-07-07,13.0212
2014-07-08,12.982
2014-07-09,12.9678
2014-07-10,12.9911
2014-07-11,12.9954
2014-07-12,12.9954
2014-07-13,12.9954
2014-07-14,12.9517
2014-07-15,12.9468
2014-07-16,12.9168
2014-07-17,12.9985
2014-07-18,12.9476
2014-07-19,12.9476
2014-07-20,12.9476
2014-07-21,12.9713
2014-07-22,12.9438
2014-07-23,12.9331
2014-07-24,12.9607
2014-07-25,12.9462
2014-07-26,12.9462
2014-07-27,12.9462
2014-07-28,13.0052
2014-07-29,13.0671
2014-07-30,13.1539
2014-07-31,13.2166
2014-08-01,13.1823
2014-08-02,13.1823
2014-08-03,13.1823
2014-08-04,13.196
2014-08-05,13.2922
2014-08-06,13.2361
2014-08-07,13.2799
2014-08-08,13.2487
2014-08-09,13.2487
2014-08-10,13.2487
2014-08-11,13.1794
2014-08-12,13.1365
2014-08-13,13.136
2014-08-14,13.0712
2014-08-15,13.0742
2014-08-16,13.0742
2014-08-17,13.0742
2014-08-18,13.047
2014-08-19,13.0473
2014-08-20,13.1348
2014-08-21,13.1077
2014-08-22,13.137
2014-08-23,13.137
2014-08-24,13.137
2014-08-25,13.1507
2014-08-26,13.0967
2014-08-27,13.0844
2014-08-28,13.0856
2014-08-29,13.0847
2014-08-30,13.0847
2014-08-31,13.0847
2014-09-01,13.0959
2014-09-02,13.109
2014-09-03,13.0986
2014-09-04,13.1494
2014-09-05,13.0327
2014-09-06,13.0327
2014-09-07,13.0327
2014-09-08,13.1376
2014-09-09,13.203
2014-09-10,13.1929
2014-09-11,13.2316
2014-09-12,13.2587
2014-09-13,13.2587
2014-09-14,13.2587
2014-09-15,13.2362
2014-09-16,13.1595
2014-09-17,13.2453
2014-09-18,13.2366
2014-09-19,13.2104
2014-09-20,13.2104
2014-09-21,13.2104
2014-09-22,13.2783
2014-09-23,13.3174
2014-09-24,13.2759
2014-09-25,13.3863
2014-09-26,13.4467
2014-09-27,13.4467
2014-09-28,13.4467
2014-09-29,13.4993
2014-09-30,13.4286
2014-10-01,13.455
2014-10-02,13.382
2014-10-03,13.4885
2014-10-04,13.4885
2014-10-05,13.4885
2014-10-06,13.398
2014-10-07,13.4754
2014-10-08,13.3372
2014-10-09,13.439
2014-10-10,13.4802
2014-10-11,13.4802
2014-10-12,13.4802
2014-10-13,13.4476
2014-10-14,13.4454
2014-10-15,13.5315
2014-10-16,13.5603
2014-10-17,13.5237
2014-10-18,13.5237
2014-10-19,13.5237
2014-10-20,13.5363
2014-10-21,13.5385
2014-10-22,13.5594
2014-10-23,13.5616
2014-10-24,13.5596
2014-10-25,13.5596
2014-10-26,13.5596
2014-10-27,13.5396
2014-10-28,13.4424
2014-10-29,13.4977
2014-10-30,13.4419
2014-10-31,13.4813
2014-11-01,13.4813
2014-11-02,13.4813
2014-11-03,13.6077
2014-11-04,13.5554
2014-11-05,13.5751
2014-11-06,13.6368
2014-11-07,13.541
2014-11-08,13.541
2014-11-09,13.541
2014-11-10,13.61
2014-11-11,13.6049
2014-11-12,13.5572
2014-11-13,13.6042
2014-11-14,13.5346
2014-11-15,13.5346
2014-11-16,13.5346
2014-11-17,13.5898
2014-11-18,13.5591
2014-11-19,13.6192
2014-11-20,13.6511
2014-11-21,13.6175
2014-11-22,13.6175
2014-11-23,13.6175
2014-11-24,13.6582
2014-11-25,13.6742
2014-11-26,13.7242
2014-11-27,13.7661
2014-11-28,13.9293
2014-11-29,13.9293
2014-11-30,13.9293
2014-12-01,13.993
2014-12-02,14.1037
2014-12-03,14.1007
2014-12-04,14.1563
2014-12-05,14.3591
2014-12-06,14.3591
2014-12-07,14.3591
2014-12-08,14.382
2014-12-09,14.4221
2014-12-10,14.5599
2014-12-11,14.7772
2014-12-12,14.7624
2014-12-13,14.7624
2014-12-14,14.7624
2014-12-15,14.7611
2014-12-16,14.7525
2014-12-17,14.5627
2014-12-18,14.5787
2014-12-19,14.5977
2014-12-20,14.5977
2014-12-21,14.5977
2014-12-22,14.6615
2014-12-23,14.7594
2014-12-24,14.7198
2014-12-25,14.732
2014-12-26,14.7158
2014-12-27,14.7158
2014-12-28,14.7158
2014-12-29,14.7679
2014-12-30,14.7365
2014-12-31,14.7515
2015-01-01,14.7467
2015-01-02,14.8384
2015-01-03,14.8384
2015-01-04,14.8384
2015-01-05,14.9453
2015-01-06,14.8948
2015-01-07,14.715
2015-01-08,14.6667
2015-01-09,14.603
2015-01-10,14.603
2015-01-11,14.603
2015-01-12,14.6537
2015-01-13,14.6136
2015-01-14,14.4886
2015-01-15,14.6663
2015-01-16,14.5582
2015-01-17,14.5582
2015-01-18,14.5582
2015-01-19,14.6217
2015-01-20,14.6609
2015-01-21,14.7544
2015-01-22,14.6318
2015-01-23,14.6572
2015-01-24,14.6572
2015-01-25,14.6572
2015-01-26,14.5768
2015-01-27,14.6181
2015-01-28,14.7542
2015-01-29,14.795
2015-01-30,14.977
2015-01-31,14.977
2015-02-01,14.977
2015-02-02,14.8676
2015-02-03,14.653
2015-02-04,14.8932
2015-02-05,14.7879
2015-02-06,14.8484
2015-02-07,14.8484
2015-02-08,14.8484
2015-02-09,14.8345
2015-02-10,14.9552
2015-02-11,15.0727
2015-02-12,14.9166
2015-02-13,14.8852
2015-02-14,14.8852
2015-02-15,14.8852
2015-02-16,14.9251
2015-02-17,14.9138
2015-02-18,14.8631
2015-02-19,15.0019
2015-02-20,15.0313
2015-02-21,15.0313
2015-02-22,15.0313
2015-02-23,15.0896
2015-02-24,14.9147
2015-02-25,14.93
2015-02-26,14.9972
2015-02-27,14.9499
2015-02-28,14.9499
2015-03-01,14.9499
2015-03-02,15.0152
2015-03-03,14.9965
2015-03-04,15.0551
2015-03-05,15.1948
2015-03-06,15.4986
2015-03-07,15.4986
2015-03-08,15.4986
2015-03-09,15.4761
2015-03-10,15.624
2015-03-11,15.4964
2015-03-12,15.3905
2015-03-13,15.4877
2015-03-14,15.4877
2015-03-15,15.4877
2015-03-16,15.4184
2015-03-17,15.3757
2015-03-18,15.095
2015-03-19,15.2766
2015-03-20,15.0562
2015-03-21,15.0562
2015-03-22,15.0562
2015-03-23,14.9288
2015-03-24,14.943
2015-03-25,14.9868
2015-03-26,15.143
2015-03-27,15.2373
2015-03-28,15.2373
2015-03-29,15.2373
2015-03-30,15.2636
2015-03-31,15.2635
2015-04-01,15.1523
2015-04-02,15.0066
2015-04-03,14.8272
2015-04-04,14.8272
2015-04-05,14.8272
2015-04-06,14.9193
2015-04-07,14.9329
2015-04-08,14.9073
2015-04-09,15.089
2015-04-10,15.2263
2015-04-11,15.2263
2015-04-12,15.2263
2015-04-13,15.3827
2015-04-14,15.2635
2015-04-15,15.2744
2015-04-16,15.1724
2015-04-17,15.3356
2015-04-18,15.3356
2015-04-19,15.3356
2015-04-20,15.4553
2015-04-21,15.4375
2015-04-22,15.4438
2015-04-23,15.3538
2015-04-24,15.382
2015-04-25,15.382
2015-04-26,15.382
2015-04-27,15.3517
2015-04-28,15.2572
2015-04-29,15.2285
2015-04-30,15.3505
2015-05-01,15.542
2015-05-02,15.542
2015-05-03,15.542
2015-05-04,15.4546
2015-05-05,15.3416
2015-05-06,15.361
2015-05-07,15.3174
2015-05-08,15.1208
2015-05-09,15.1208
2015-05-10,15.1208
2015-05-11,15.3628
2015-05-12,15.3376
2015-05-13,15.2654
2015-05-14,15.1039
2015-05-15,15.0077
2015-05-16,15.0077
2015-05-17,15.0077
2015-05-18,15.118
2015-05-19,15.1849
2015-05-20,15.1927
2015-05-21,15.2236
2015-05-22,15.266
2015-05-23,15.266
2015-05-24,15.266
2015-05-25,15.2589
2015-05-26,15.2971
2015-05-27,15.2832
2015-05-28,15.3146
2015-05-29,15.378
2015-05-30,15.378
2015-05-31,15.378
2015-06-01,15.4853
2015-06-02,15.4317
2015-06-03,15.5184
2015-06-04,15.5373
2015-06-05,15.7115
2015-06-06,15.7115
2015-06-07,15.7115
2015-06-08,15.6296
2015-06-09,15.5806
2015-06-10,15.4389
2015-06-11,15.3492
2015-06-12,15.4032
2015-06-13,15.4032
2015-06-14,15.4032
2015-06-15,15.4364
2015-06-16,15.3905
2015-06-17,15.255
2015-06-18,15.3425
2015-06-19,15.3486
2015-06-20,15.3486
2015-06-21,15.3486
2015-06-22,15.338
2015-06-23,15.4002
2015-06-24,15.4991
2015-06-25,15.4808
2015-06-26,15.5582
2015-06-27,15.5582
2015-06-28,15.5582
2015-06-29,15.6873
2015-06-30,15.7389
2015-07-01,15.7784
2015-07-02,15.66
2015-07-03,15.7302
2015-07-04,15.7302
2015-07-05,15.7302
2015-07-06,15.713
2015-07-07,15.7971
2015-07-08,15.8484
2015-07-09,15.8153
2015-07-10,15.7137
2015-07-11,15.7137
2015-07-12,15.7137
2015-07-13,15.7003
2015-07-14,15.6616
2015-07-15,15.7822
2015-07-16,15.8307
2015-07-17,15.9266
2015-07-18,15.9266
2015-07-19,15.9266
2015-07-20,16.012
2015-07-21,16.0028
2015-07-22,16.1026
2015-07-23,16.2122
2015-07-24,16.2669
2015-07-25,16.2669
2015-07-26,16.2669
2015-07-27,16.2924
2015-07-28,16.275
2015-07-29,16.2905
2015-07-30,16.2678
2015-07-31,16.1088
2015-08-01,16.1088
2015-08-02,16.1088
2015-08-03,16.175
2015-08-04,16.299
2015-08-05,16.3742
2015-08-06,16.3249
2015-08-07,16.1575
2015-08-08,16.1575
2015-08-09,16.1575
2015-08-10,16.1589
2015-08-11,16.3149
2015-08-12,16.2785
2015-08-13,16.4009
2015-08-14,16.3747
2015-08-15,16.3747
2015-08-16,16.3747
2015-08-17,16.4279
2015-08-18,16.4023
2015-08-19,16.6213
2015-08-20,16.8032
2015-08-21,16.9871
2015-08-22,16.9871
2015-08-23,16.9871
2015-08-24,17.2011
2015-08-25,17.2091
2015-08-26,17.0129
2015-08-27,16.8754
2015-08-28,16.75
2015-08-29,16.75
2015-08-30,16.75
2015-08-31,16.7503
2015-09-01,16.9686
2015-09-02,16.8262
2015-09-03,16.7999
2015-09-04,16.9398
2015-09-05,16.9398
2015-09-06,16.9398
2015-09-07,16.9963
2015-09-08,16.8232
2015-09-09,16.826
2015-09-10,16.7736
2015-09-11,16.8387
2015-09-12,16.8387
2015-09-13,16.8387
2015-09-14,16.7524
2015-09-15,16.6882
2015-09-16,16.5484
2015-09-17,16.5996
2015-09-18,16.6523
2015-09-19,16.6523
2015-09-20,16.6523
2015-09-21,16.6624
2015-09-22,16.885
2015-09-23,17.1176
2015-09-24,16.8694
2015-09-25,16.972
2015-09-26,16.972
2015-09-27,16.972
2015-09-28,17.0692
2015-09-29,17.0243
2015-09-30,16.9177
2015-10-01,16.9229
2015-10-02,16.7588
2015-10-03,16.7588
2015-10-04,16.7588
2015-10-05,16.794
2015-10-06,16.6554
2015-10-07,16.6531
2015-10-08,16.4585
2015-10-09,16.432
2015-10-10,16.432
2015-10-11,16.432
2015-10-12,16.4599
2015-10-13,16.657
2015-10-14,16.4736
2015-10-15,16.3895
2015-10-16,16.426
2015-10-17,16.426
2015-10-18,16.426
2015-10-19,16.4886
2015-10-20,16.5611
2015-10-21,16.6557
2015-10-22,16.4765
2015-10-23,16.5919
2015-10-24,16.5919
2015-10-25,16.5919
2015-10-26,16.5298
2015-10-27,16.5452
2015-10-28,16.6388
2015-10-29,16.6301
2015-10-30,16.5021
2015-10-31,16.5021
2015-11-01,16.5021
2015-11-02,16.4417
2015-11-03,16.3983
2015-11-04,16.5361
2015-11-05,16.6049
2015-11-06,16.8075
2015-11-07,16.8075
2015-11-08,16.8075
2015-11-09,16.7734
2015-11-10,16.7536
2015-11-11,16.7307
2015-11-12,16.7378
2015-11-13,16.6833
2015-11-14,16.6833
2015-11-15,16.6833
2015-11-16,16.7705
2015-11-17,16.7253
2015-11-18,16.7356
2015-11-19,16.621
2015-11-20,16.5384
2015-11-21,16.5384
2015-11-22,16.5384
2015-11-23,16.5471
2015-11-24,16.5338
2015-11-25,16.5029
2015-11-26,16.561
2015-11-27,16.6268
2015-11-28,16.6268
2015-11-29,16.6268
2015-11-30,16.5768
2015-12-01,16.5215
2015-12-02,16.5645
2015-12-03,16.7111
2015-12-04,16.6552
2015-12-05,16.6552
2015-12-06,16.6552
2015-12-07,16.8876
2015-12-08,17.0217
2015-12-09,17.0652
2015-12-10,17.1924
2015-12-11,17.3925
2015-12-12,17.3925
2015-12-13,17.3925
2015-12-14,17.3145
2015-12-15,17.1121
2015-12-16,16.9832
2015-12-17,17.0483
2015-12-18,17.1383
2015-12-19,17.1383
2015-12-20,17.1383
2015-12-21,17.1614
2015-12-22,17.1913
2015-12-23,17.2225
2015-12-24,17.2468
2015-12-25,17.2394
2015-12-26,17.2394
2015-12-27,17.2394
2015-12-28,17.2421
2015-12-29,17.2532
2015-12-30,17.3822
2015-12-31,17.2075
2016-01-01,17.2626
2016-01-02,17.2626
2016-01-03,17.2626
2016-01-04,17.3092
2016-01-05,17.3371
2016-01-06,17.5383
2016-01-07,17.8464
2016-01-08,17.9354
2016-01-09,17.9354
2016-01-10,17.9354
2016-01-11,17.884
2016-01-12,17.8956
2016-01-13,17.948
2016-01-14,17.878
2016-01-15,18.2648
2016-01-16,18.2648
2016-01-17,18.2648
2016-01-18,18.2102
2016-01-19,18.2777
2016-01-20,18.5276
2016-01-21,18.7293
2016-01-22,18.4422
2016-01-23,18.4422
2016-01-24,18.4422
2016-01-25,18.6035
2016-01-26,18.4618
2016-01-27,18.4727
2016-01-28,18.3264
2016-01-29,18.1065
2016-01-30,18.1065
2016-01-31,18.1065
2016-02-01,18.2328
2016-02-02,18.4781
2016-02-03,18.17
2016-02-04,18.2806
2016-02-05,18.4396
2016-02-06,18.4396
2016-02-07,18.4396
2016-02-08,18.6714
2016-02-09,18.8015
2016-02-10,18.9387
2016-02-11,19.1476
2016-02-12,18.9083
2016-02-13,18.9083
2016-02-14,18.9083
2016-02-15,18.8317
2016-02-16,18.8835
2016-02-17,18.3653
2016-02-18,18.2961
2016-02-19,18.2208
2016-02-20,18.2208
2016-02-21,18.2208
2016-02-22,18.0792
2016-02-23,18.2084
2016-02-24,18.2134
2016-02-25,18.127
2016-02-26,18.2747
2016-02-27,18.2747
2016-02-28,18.2747
2016-02-29,18.136
2016-03-01,17.9116
2016-03-02,17.8255
2016-03-03,17.9233
2016-03-04,17.7746
2016-03-05,17.7746
2016-03-06,17.7746
2016-03-07,17.7498
2016-03-08,17.9278
2016-03-09,17.7628
2016-03-10,17.8063
2016-03-11,17.6987
2016-03-12,17.6987
2016-03-13,17.6987
2016-03-14,17.7456
2016-03-15,17.8893
2016-03-16,17.6005
2016-03-17,17.3192
2016-03-18,17.3934
2016-03-19,17.3934
2016-03-20,17.3934
2016-03-21,17.4116
2016-03-22,17.3334
2016-03-23,17.5894
2016-03-24,17.6102
2016-03-25,17.5386
2016-03-26,17.5386
2016-03-27,17.5386
2016-03-28,17.4341
2016-03-29,17.3447
2016-03-30,17.2319
2016-03-31,17.279
2016-04-01,17.3391
2016-04-02,17.3391
2016-04-03,17.3391
2016-04-04,17.487
2016-04-05,17.6946
2016-04-06,17.6539
2016-04-07,17.8761
2016-04-08,17.7763
2016-04-09,17.7763
2016-04-10,17.7763
2016-04-11,17.6483
2016-04-12,17.4813
2016-04-13,17.4298
2016-04-14,17.4453
2016-04-15,17.5529
2016-04-16,17.5529
2016-04-17,17.5529
2016-04-18,17.4355
2016-04-19,17.31
2016-04-20,17.2782
2016-04-21,17.4701
2016-04-22,17.4747
2016-04-23,17.4747
2016-04-24,17.4747
2016-04-25,17.5632
2016-04-26,17.3709
2016-04-27,17.3149
2016-04-28,17.271
2016-04-29,17.177
2016-04-30,17.177
2016-05-01,17.177
2016-05-02,17.2056
2016-05-03,17.6115
2016-05-04,17.7996
2016-05-05,17.8928
2016-05-06,17.868
2016-05-07,17.868
2016-05-08,17.868
2016-05-09,18.2024
2016-05-10,17.9894
2016-05-11,17.9924
2016-05-12,17.9703
2016-05-13,18.1705
2016-05-14,18.1705
2016-05-15,18.1705
2016-05-16,18.306
2016-05-17,18.2728
2016-05-18,18.4498
2016-05-19,18.4243
2016-05-20,18.3465
2016-05-21,18.3465
2016-05-22,18.3465
2016-05-23,18.5161
2016-05-24,18.487
2016-05-25,18.4852
2016-05-26,18.4544
2016-05-27,18.4751
2016-05-28,18.4751
2016-05-29,18.4751
2016-05-30,18.4855
2016-05-31,18.4672
2016-06-01,18.5217
2016-06-02,18.6774
2016-06-03,18.5919
2016-06-04,18.5919
2016-06-05,18.5919
2016-06-06,18.6688
2016-06-07,18.3561
2016-06-08,18.1175
2016-06-09,18.2481
