,USDKRW BGN Curncy
,PX_LAST
2013-03-01,1084.56
2013-03-02,1084.56
2013-03-03,1084.56
2013-03-04,1093.24
2013-03-05,1087.04
2013-03-06,1082.6
2013-03-07,1087.05
2013-03-08,1090.46
2013-03-09,1090.46
2013-03-10,1090.46
2013-03-11,1095.0
2013-03-12,1095.26
2013-03-13,1097.45
2013-03-14,1109.11
2013-03-15,1110.95
2013-03-16,1110.95
2013-03-17,1110.95
2013-03-18,1114.7
2013-03-19,1111.26
2013-03-20,1116.3
2013-03-21,1115.97
2013-03-22,1119.28
2013-03-23,1119.28
2013-03-24,1119.28
2013-03-25,1110.85
2013-03-26,1105.58
2013-03-27,1111.7
2013-03-28,1113.15
2013-03-29,1111.35
2013-03-30,1111.35
2013-03-31,1111.35
2013-04-01,1114.73
2013-04-02,1117.98
2013-04-03,1117.6
2013-04-04,1123.71
2013-04-05,1131.69
2013-04-06,1131.69
2013-04-07,1131.69
2013-04-08,1140.15
2013-04-09,1139.33
2013-04-10,1135.97
2013-04-11,1129.25
2013-04-12,1129.4
2013-04-13,1129.4
2013-04-14,1129.4
2013-04-15,1120.48
2013-04-16,1115.14
2013-04-17,1118.47
2013-04-18,1123.69
2013-04-19,1116.3
2013-04-20,1116.3
2013-04-21,1116.3
2013-04-22,1119.05
2013-04-23,1120.93
2013-04-24,1117.7
2013-04-25,1112.14
2013-04-26,1112.01
2013-04-27,1112.01
2013-04-28,1112.01
2013-04-29,1107.3
2013-04-30,1101.28
2013-05-01,1101.18
2013-05-02,1101.6
2013-05-03,1097.2
2013-05-04,1097.2
2013-05-05,1097.2
2013-05-06,1094.48
2013-05-07,1091.45
2013-05-08,1086.55
2013-05-09,1091.4
2013-05-10,1106.39
2013-05-11,1106.39
2013-05-12,1106.39
2013-05-13,1111.78
2013-05-14,1106.44
2013-05-15,1114.76
2013-05-16,1116.6
2013-05-17,1117.1
2013-05-18,1117.1
2013-05-19,1117.1
2013-05-20,1116.63
2013-05-21,1110.74
2013-05-22,1113.78
2013-05-23,1128.49
2013-05-24,1127.05
2013-05-25,1127.05
2013-05-26,1127.05
2013-05-27,1122.41
2013-05-28,1126.88
2013-05-29,1132.92
2013-05-30,1127.45
2013-05-31,1129.64
2013-06-01,1129.64
2013-06-02,1129.64
2013-06-03,1128.2
2013-06-04,1122.25
2013-06-05,1115.89
2013-06-06,1118.76
2013-06-07,1116.79
2013-06-08,1116.79
2013-06-09,1116.79
2013-06-10,1127.47
2013-06-11,1134.0
2013-06-12,1133.7
2013-06-13,1134.43
2013-06-14,1126.25
2013-06-15,1126.25
2013-06-16,1126.25
2013-06-17,1126.25
2013-06-18,1130.96
2013-06-19,1130.59
2013-06-20,1145.63
2013-06-21,1154.15
2013-06-22,1154.15
2013-06-23,1154.15
2013-06-24,1161.23
2013-06-25,1159.65
2013-06-26,1154.45
2013-06-27,1149.76
2013-06-28,1142.06
2013-06-29,1142.06
2013-06-30,1142.06
2013-07-01,1132.3
2013-07-02,1134.03
2013-07-03,1143.75
2013-07-04,1138.45
2013-07-05,1142.5
2013-07-06,1142.5
2013-07-07,1142.5
2013-07-08,1152.28
2013-07-09,1141.73
2013-07-10,1135.97
2013-07-11,1122.41
2013-07-12,1124.47
2013-07-13,1124.47
2013-07-14,1124.47
2013-07-15,1121.88
2013-07-16,1118.0
2013-07-17,1121.57
2013-07-18,1126.18
2013-07-19,1121.75
2013-07-20,1121.75
2013-07-21,1121.75
2013-07-22,1118.75
2013-07-23,1117.18
2013-07-24,1112.82
2013-07-25,1116.11
2013-07-26,1111.33
2013-07-27,1111.33
2013-07-28,1111.33
2013-07-29,1110.68
2013-07-30,1113.81
2013-07-31,1123.28
2013-08-01,1123.51
2013-08-02,1123.79
2013-08-03,1123.79
2013-08-04,1123.79
2013-08-05,1113.82
2013-08-06,1115.51
2013-08-07,1118.58
2013-08-08,1113.0
2013-08-09,1112.3
2013-08-10,1112.3
2013-08-11,1112.3
2013-08-12,1113.53
2013-08-13,1115.08
2013-08-14,1118.74
2013-08-15,1117.43
2013-08-16,1113.59
2013-08-17,1113.59
2013-08-18,1113.59
2013-08-19,1115.68
2013-08-20,1120.85
2013-08-21,1117.3
2013-08-22,1122.78
2013-08-23,1117.0
2013-08-24,1117.0
2013-08-25,1117.0
2013-08-26,1112.64
2013-08-27,1116.28
2013-08-28,1115.35
2013-08-29,1109.8
2013-08-30,1110.04
2013-08-31,1110.04
2013-09-01,1110.04
2013-09-02,1100.59
2013-09-03,1097.9
2013-09-04,1094.65
2013-09-05,1098.55
2013-09-06,1092.93
2013-09-07,1092.93
2013-09-08,1092.93
2013-09-09,1086.8
2013-09-10,1084.13
2013-09-11,1086.55
2013-09-12,1084.91
2013-09-13,1086.88
2013-09-14,1086.88
2013-09-15,1086.88
2013-09-16,1082.23
2013-09-17,1084.3
2013-09-18,1081.46
2013-09-19,1070.62
2013-09-20,1075.34
2013-09-21,1075.34
2013-09-22,1075.34
2013-09-23,1074.15
2013-09-24,1072.32
2013-09-25,1077.23
2013-09-26,1075.19
2013-09-27,1073.65
2013-09-28,1073.65
2013-09-29,1073.65
2013-09-30,1074.64
2013-10-01,1073.56
2013-10-02,1074.04
2013-10-03,1069.66
2013-10-04,1070.43
2013-10-05,1070.43
2013-10-06,1070.43
2013-10-07,1071.55
2013-10-08,1073.75
2013-10-09,1077.06
2013-10-10,1073.65
2013-10-11,1071.4
2013-10-12,1071.4
2013-10-13,1071.4
2013-10-14,1071.55
2013-10-15,1066.75
2013-10-16,1065.69
2013-10-17,1063.58
2013-10-18,1060.84
2013-10-19,1060.84
2013-10-20,1060.84
2013-10-21,1062.31
2013-10-22,1060.95
2013-10-23,1056.18
2013-10-24,1061.05
2013-10-25,1062.06
2013-10-26,1062.06
2013-10-27,1062.06
2013-10-28,1061.0
2013-10-29,1060.62
2013-10-30,1060.3
2013-10-31,1060.73
2013-11-01,1060.8
2013-11-02,1060.8
2013-11-03,1060.8
2013-11-04,1062.93
2013-11-05,1061.15
2013-11-06,1060.9
2013-11-07,1061.47
2013-11-08,1064.9
2013-11-09,1064.9
2013-11-10,1064.9
2013-11-11,1072.46
2013-11-12,1071.45
2013-11-13,1072.53
2013-11-14,1067.91
2013-11-15,1063.53
2013-11-16,1063.53
2013-11-17,1063.53
2013-11-18,1057.9
2013-11-19,1055.78
2013-11-20,1058.09
2013-11-21,1062.97
2013-11-22,1060.4
2013-11-23,1060.4
2013-11-24,1060.4
2013-11-25,1061.93
2013-11-26,1059.78
2013-11-27,1061.04
2013-11-28,1061.35
2013-11-29,1058.2
2013-11-30,1058.2
2013-12-01,1058.2
2013-12-02,1057.17
2013-12-03,1061.23
2013-12-04,1060.48
2013-12-05,1059.55
2013-12-06,1057.9
2013-12-07,1057.9
2013-12-08,1057.9
2013-12-09,1052.9
2013-12-10,1052.15
2013-12-11,1052.13
2013-12-12,1050.99
2013-12-13,1052.55
2013-12-14,1052.55
2013-12-15,1052.55
2013-12-16,1051.54
2013-12-17,1051.09
2013-12-18,1051.25
2013-12-19,1060.22
2013-12-20,1061.2
2013-12-21,1061.2
2013-12-22,1061.2
2013-12-23,1060.8
2013-12-24,1059.3
2013-12-25,1059.92
2013-12-26,1059.28
2013-12-27,1054.36
2013-12-28,1054.36
2013-12-29,1054.36
2013-12-30,1055.49
2013-12-31,1049.8
2014-01-01,1055.85
2014-01-02,1050.25
2014-01-03,1055.23
2014-01-04,1055.23
2014-01-05,1055.23
2014-01-06,1065.42
2014-01-07,1068.38
2014-01-08,1064.54
2014-01-09,1062.7
2014-01-10,1061.38
2014-01-11,1061.38
2014-01-12,1061.38
2014-01-13,1056.78
2014-01-14,1059.15
2014-01-15,1062.68
2014-01-16,1063.36
2014-01-17,1059.63
2014-01-18,1059.63
2014-01-19,1059.63
2014-01-20,1063.6
2014-01-21,1065.27
2014-01-22,1067.37
2014-01-23,1073.79
2014-01-24,1080.36
2014-01-25,1080.36
2014-01-26,1080.36
2014-01-27,1083.61
2014-01-28,1081.1
2014-01-29,1070.03
2014-01-30,1080.68
2014-01-31,1080.97
2014-02-01,1080.97
2014-02-02,1080.97
2014-02-03,1084.68
2014-02-04,1083.74
2014-02-05,1077.91
2014-02-06,1079.02
2014-02-07,1074.45
2014-02-08,1074.45
2014-02-09,1074.45
2014-02-10,1071.22
2014-02-11,1070.89
2014-02-12,1062.65
2014-02-13,1066.26
2014-02-14,1063.35
2014-02-15,1063.35
2014-02-16,1063.35
2014-02-17,1060.62
2014-02-18,1065.73
2014-02-19,1065.65
2014-02-20,1072.3
2014-02-21,1072.09
2014-02-22,1072.09
2014-02-23,1072.09
2014-02-24,1074.6
2014-02-25,1072.85
2014-02-26,1065.2
2014-02-27,1068.97
2014-02-28,1067.6
2014-03-01,1067.6
2014-03-02,1067.6
2014-03-03,1070.13
2014-03-04,1073.5
2014-03-05,1070.94
2014-03-06,1064.13
2014-03-07,1060.82
2014-03-08,1060.82
2014-03-09,1060.82
2014-03-10,1066.5
2014-03-11,1065.09
2014-03-12,1070.5
2014-03-13,1069.3
2014-03-14,1072.78
2014-03-15,1072.78
2014-03-16,1072.78
2014-03-17,1067.39
2014-03-18,1069.2
2014-03-19,1070.65
2014-03-20,1076.2
2014-03-21,1080.4
2014-03-22,1080.4
2014-03-23,1080.4
2014-03-24,1077.82
2014-03-25,1079.5
2014-03-26,1074.91
2014-03-27,1071.44
2014-03-28,1069.15
2014-03-29,1069.15
2014-03-30,1069.15
2014-03-31,1064.7
2014-04-01,1058.7
2014-04-02,1056.6
2014-04-03,1057.86
2014-04-04,1053.65
2014-04-05,1053.65
2014-04-06,1053.65
2014-04-07,1055.43
2014-04-08,1052.3
2014-04-09,1041.55
2014-04-10,1040.16
2014-04-11,1035.35
2014-04-12,1035.35
2014-04-13,1035.35
2014-04-14,1038.88
2014-04-15,1040.71
2014-04-16,1037.75
2014-04-17,1038.92
2014-04-18,1037.58
2014-04-19,1037.58
2014-04-20,1037.58
2014-04-21,1039.07
2014-04-22,1037.64
2014-04-23,1039.75
2014-04-24,1039.25
2014-04-25,1041.38
2014-04-26,1041.38
2014-04-27,1041.38
2014-04-28,1035.25
2014-04-29,1030.57
2014-04-30,1033.22
2014-05-01,1033.3
2014-05-02,1030.33
2014-05-03,1030.33
2014-05-04,1030.33
2014-05-05,1029.29
2014-05-06,1024.96
2014-05-07,1022.75
2014-05-08,1022.76
2014-05-09,1024.45
2014-05-10,1024.45
2014-05-11,1024.45
2014-05-12,1024.5
2014-05-13,1022.15
2014-05-14,1027.8
2014-05-15,1025.25
2014-05-16,1024.16
2014-05-17,1024.16
2014-05-18,1024.16
2014-05-19,1022.06
2014-05-20,1025.38
2014-05-21,1026.97
2014-05-22,1024.24
2014-05-23,1024.75
2014-05-24,1024.75
2014-05-25,1024.75
2014-05-26,1023.95
2014-05-27,1023.2
2014-05-28,1021.55
2014-05-29,1020.6
2014-05-30,1020.2
2014-05-31,1020.2
2014-06-01,1020.2
2014-06-02,1023.85
2014-06-03,1023.08
2014-06-04,1026.29
2014-06-05,1020.56
2014-06-06,1020.41
2014-06-07,1020.41
2014-06-08,1020.41
2014-06-09,1016.41
2014-06-10,1017.22
2014-06-11,1015.8
2014-06-12,1017.59
2014-06-13,1017.88
2014-06-14,1017.88
2014-06-15,1017.88
2014-06-16,1019.9
2014-06-17,1021.8
2014-06-18,1022.46
2014-06-19,1018.75
2014-06-20,1020.61
2014-06-21,1020.61
2014-06-22,1020.61
2014-06-23,1018.53
2014-06-24,1018.35
2014-06-25,1020.95
2014-06-26,1016.31
2014-06-27,1013.6
2014-06-28,1013.6
2014-06-29,1013.6
2014-06-30,1011.84
2014-07-01,1011.62
2014-07-02,1009.15
2014-07-03,1008.55
2014-07-04,1008.88
2014-07-05,1008.88
2014-07-06,1008.88
2014-07-07,1010.57
2014-07-08,1011.72
2014-07-09,1012.2
2014-07-10,1013.45
2014-07-11,1018.92
2014-07-12,1018.92
2014-07-13,1018.92
2014-07-14,1018.35
2014-07-15,1027.38
2014-07-16,1031.98
2014-07-17,1029.32
2014-07-18,1029.32
2014-07-19,1029.32
2014-07-20,1029.32
2014-07-21,1026.86
2014-07-22,1024.55
2014-07-23,1023.78
2014-07-24,1028.78
2014-07-25,1026.15
2014-07-26,1026.15
2014-07-27,1026.15
2014-07-28,1026.35
2014-07-29,1024.5
2014-07-30,1024.4
2014-07-31,1027.78
2014-08-01,1037.1
2014-08-02,1037.1
2014-08-03,1037.1
2014-08-04,1033.55
2014-08-05,1028.3
2014-08-06,1033.7
2014-08-07,1037.49
2014-08-08,1036.45
2014-08-09,1036.45
2014-08-10,1036.45
2014-08-11,1030.75
2014-08-12,1026.6
2014-08-13,1029.4
2014-08-14,1020.93
2014-08-15,1016.61
2014-08-16,1016.61
2014-08-17,1016.61
2014-08-18,1017.8
2014-08-19,1017.4
2014-08-20,1022.68
2014-08-21,1023.7
2014-08-22,1017.7
2014-08-23,1017.7
2014-08-24,1017.7
2014-08-25,1020.11
2014-08-26,1016.88
2014-08-27,1014.28
2014-08-28,1014.45
2014-08-29,1013.88
2014-08-30,1013.88
2014-08-31,1013.88
2014-09-01,1013.15
2014-09-02,1018.25
2014-09-03,1019.63
2014-09-04,1018.95
2014-09-05,1024.25
2014-09-06,1024.25
2014-09-07,1024.25
2014-09-08,1023.74
2014-09-09,1031.62
2014-09-10,1034.9
2014-09-11,1035.96
2014-09-12,1035.35
2014-09-13,1035.35
2014-09-14,1035.35
2014-09-15,1037.98
2014-09-16,1036.75
2014-09-17,1034.9
2014-09-18,1043.14
2014-09-19,1044.7
2014-09-20,1044.7
2014-09-21,1044.7
2014-09-22,1040.8
2014-09-23,1039.93
2014-09-24,1039.95
2014-09-25,1042.68
2014-09-26,1044.3
2014-09-27,1044.3
2014-09-28,1044.3
2014-09-29,1053.88
2014-09-30,1055.21
2014-10-01,1062.49
2014-10-02,1061.38
2014-10-03,1062.11
2014-10-04,1062.11
2014-10-05,1062.11
2014-10-06,1068.99
2014-10-07,1066.1
2014-10-08,1074.15
2014-10-09,1064.4
2014-10-10,1070.45
2014-10-11,1070.45
2014-10-12,1070.45
2014-10-13,1067.8
2014-10-14,1064.6
2014-10-15,1062.93
2014-10-16,1061.6
2014-10-17,1065.8
2014-10-18,1065.8
2014-10-19,1065.8
2014-10-20,1059.75
2014-10-21,1054.76
2014-10-22,1051.41
2014-10-23,1056.14
2014-10-24,1057.5
2014-10-25,1057.5
2014-10-26,1057.5
2014-10-27,1052.25
2014-10-28,1049.58
2014-10-29,1047.33
2014-10-30,1055.6
2014-10-31,1068.82
2014-11-01,1068.82
2014-11-02,1068.82
2014-11-03,1072.69
2014-11-04,1076.68
2014-11-05,1083.45
2014-11-06,1083.77
2014-11-07,1093.43
2014-11-08,1093.43
2014-11-09,1093.43
2014-11-10,1084.95
2014-11-11,1091.7
2014-11-12,1096.05
2014-11-13,1096.76
2014-11-14,1100.78
2014-11-15,1100.78
2014-11-16,1100.78
2014-11-17,1093.93
2014-11-18,1099.28
2014-11-19,1106.41
2014-11-20,1115.09
2014-11-21,1113.76
2014-11-22,1113.76
2014-11-23,1113.76
2014-11-24,1112.53
2014-11-25,1109.24
2014-11-26,1106.63
2014-11-27,1098.36
2014-11-28,1108.06
2014-11-29,1108.06
2014-11-30,1108.06
2014-12-01,1113.6
2014-12-02,1106.75
2014-12-03,1112.8
2014-12-04,1115.46
2014-12-05,1113.96
2014-12-06,1113.96
2014-12-07,1113.96
2014-12-08,1117.57
2014-12-09,1107.75
2014-12-10,1102.44
2014-12-11,1100.84
2014-12-12,1103.14
2014-12-13,1103.14
2014-12-14,1103.14
2014-12-15,1099.24
2014-12-16,1086.44
2014-12-17,1094.8
2014-12-18,1102.25
2014-12-19,1101.97
2014-12-20,1101.97
2014-12-21,1101.97
2014-12-22,1096.27
2014-12-23,1102.75
2014-12-24,1102.84
2014-12-25,1102.4
2014-12-26,1098.74
2014-12-27,1098.74
2014-12-28,1098.74
2014-12-29,1097.65
2014-12-30,1099.05
2014-12-31,1090.98
2015-01-01,1093.95
2015-01-02,1103.44
2015-01-03,1103.44
2015-01-04,1103.44
2015-01-05,1109.69
2015-01-06,1098.65
2015-01-07,1099.88
2015-01-08,1096.89
2015-01-09,1089.68
2015-01-10,1089.68
2015-01-11,1089.68
2015-01-12,1081.49
2015-01-13,1083.36
2015-01-14,1081.97
2015-01-15,1083.24
2015-01-16,1077.23
2015-01-17,1077.23
2015-01-18,1077.23
2015-01-19,1078.01
2015-01-20,1088.33
2015-01-21,1083.3
2015-01-22,1084.96
2015-01-23,1084.02
2015-01-24,1084.02
2015-01-25,1084.02
2015-01-26,1080.78
2015-01-27,1079.75
2015-01-28,1084.44
2015-01-29,1093.94
2015-01-30,1093.68
2015-01-31,1093.68
2015-02-01,1093.68
2015-02-02,1103.23
2015-02-03,1097.49
2015-02-04,1084.62
2015-02-05,1091.32
2015-02-06,1089.78
2015-02-07,1089.78
2015-02-08,1089.78
2015-02-09,1094.75
2015-02-10,1089.54
2015-02-11,1097.34
2015-02-12,1110.78
2015-02-13,1096.88
2015-02-14,1096.88
2015-02-15,1096.88
2015-02-16,1102.27
2015-02-17,1102.18
2015-02-18,1110.52
2015-02-19,1108.48
2015-02-20,1112.15
2015-02-21,1112.15
2015-02-22,1112.15
2015-02-23,1108.74
2015-02-24,1109.86
2015-02-25,1099.1
2015-02-26,1097.36
2015-02-27,1098.0
2015-02-28,1098.0
2015-03-01,1098.0
2015-03-02,1100.77
2015-03-03,1096.31
2015-03-04,1097.7
2015-03-05,1101.0
2015-03-06,1098.81
2015-03-07,1098.81
2015-03-08,1098.81
2015-03-09,1112.19
2015-03-10,1122.68
2015-03-11,1126.35
2015-03-12,1126.41
2015-03-13,1128.7
2015-03-14,1128.7
2015-03-15,1128.7
2015-03-16,1131.68
2015-03-17,1128.9
2015-03-18,1129.77
2015-03-19,1117.24
2015-03-20,1122.88
2015-03-21,1122.88
2015-03-22,1122.88
2015-03-23,1114.59
2015-03-24,1104.72
2015-03-25,1101.02
2015-03-26,1107.72
2015-03-27,1103.31
2015-03-28,1103.31
2015-03-29,1103.31
2015-03-30,1105.0
2015-03-31,1109.69
2015-04-01,1102.2
2015-04-02,1095.55
2015-04-03,1093.04
2015-04-04,1093.04
2015-04-05,1093.04
2015-04-06,1085.03
2015-04-07,1088.43
2015-04-08,1090.97
2015-04-09,1092.6
2015-04-10,1092.68
2015-04-11,1092.68
2015-04-12,1092.68
2015-04-13,1098.45
2015-04-14,1094.13
2015-04-15,1096.92
2015-04-16,1088.72
2015-04-17,1083.64
2015-04-18,1083.64
2015-04-19,1083.64
2015-04-20,1079.21
2015-04-21,1083.32
2015-04-22,1079.59
2015-04-23,1082.15
2015-04-24,1079.53
2015-04-25,1079.53
2015-04-26,1079.53
2015-04-27,1073.01
2015-04-28,1070.02
2015-04-29,1068.54
2015-04-30,1072.29
2015-05-01,1077.45
2015-05-02,1077.45
2015-05-03,1077.45
2015-05-04,1078.98
2015-05-05,1082.41
2015-05-06,1080.18
2015-05-07,1089.57
2015-05-08,1088.34
2015-05-09,1088.34
2015-05-10,1088.34
2015-05-11,1091.42
2015-05-12,1095.85
2015-05-13,1099.71
2015-05-14,1090.44
2015-05-15,1085.65
2015-05-16,1085.65
2015-05-17,1085.65
2015-05-18,1085.51
2015-05-19,1088.11
2015-05-20,1095.97
2015-05-21,1093.94
2015-05-22,1090.11
2015-05-23,1090.11
2015-05-24,1090.11
2015-05-25,1098.79
2015-05-26,1101.04
2015-05-27,1105.57
2015-05-28,1106.12
2015-05-29,1108.19
2015-05-30,1108.19
2015-05-31,1108.19
2015-06-01,1110.19
2015-06-02,1112.45
2015-06-03,1104.6
2015-06-04,1113.75
2015-06-05,1111.14
2015-06-06,1111.14
2015-06-07,1111.14
2015-06-08,1123.3
2015-06-09,1118.81
2015-06-10,1108.0
2015-06-11,1108.58
2015-06-12,1114.63
2015-06-13,1114.63
2015-06-14,1114.63
2015-06-15,1117.27
2015-06-16,1118.49
2015-06-17,1117.73
2015-06-18,1107.12
2015-06-19,1107.05
2015-06-20,1107.05
2015-06-21,1107.05
2015-06-22,1098.97
2015-06-23,1104.7
2015-06-24,1108.51
2015-06-25,1110.2
2015-06-26,1116.44
2015-06-27,1116.44
2015-06-28,1116.44
2015-06-29,1125.19
2015-06-30,1115.49
2015-07-01,1117.59
2015-07-02,1125.0
2015-07-03,1122.97
2015-07-04,1122.97
2015-07-05,1122.97
2015-07-06,1126.44
2015-07-07,1130.2
2015-07-08,1136.72
2015-07-09,1133.91
2015-07-10,1129.52
2015-07-11,1129.52
2015-07-12,1129.52
2015-07-13,1130.51
2015-07-14,1142.06
2015-07-15,1143.55
2015-07-16,1149.25
2015-07-17,1147.49
2015-07-18,1147.49
2015-07-19,1147.49
2015-07-20,1152.2
2015-07-21,1158.22
2015-07-22,1153.5
2015-07-23,1164.75
2015-07-24,1167.87
2015-07-25,1167.87
2015-07-26,1167.87
2015-07-27,1167.0
2015-07-28,1164.69
2015-07-29,1158.61
2015-07-30,1168.22
2015-07-31,1170.31
2015-08-01,1170.31
2015-08-02,1170.31
2015-08-03,1165.9
2015-08-04,1165.42
2015-08-05,1173.56
2015-08-06,1166.03
2015-08-07,1167.46
2015-08-08,1167.46
2015-08-09,1167.46
2015-08-10,1163.13
2015-08-11,1178.94
2015-08-12,1190.44
2015-08-13,1173.63
2015-08-14,1180.58
2015-08-15,1180.58
2015-08-16,1180.58
2015-08-17,1182.81
2015-08-18,1185.15
2015-08-19,1185.53
2015-08-20,1185.17
2015-08-21,1194.82
2015-08-22,1194.82
2015-08-23,1194.82
2015-08-24,1198.93
2015-08-25,1195.53
2015-08-26,1185.82
2015-08-27,1185.1
2015-08-28,1173.9
2015-08-29,1173.9
2015-08-30,1173.9
2015-08-31,1182.9
2015-09-01,1171.7
2015-09-02,1180.78
2015-09-03,1190.28
2015-09-04,1193.17
2015-09-05,1193.17
2015-09-06,1193.17
2015-09-07,1204.02
2015-09-08,1200.72
2015-09-09,1189.39
2015-09-10,1194.27
2015-09-11,1184.46
2015-09-12,1184.46
2015-09-13,1184.46
2015-09-14,1183.23
2015-09-15,1186.32
2015-09-16,1176.03
2015-09-17,1165.95
2015-09-18,1162.8
2015-09-19,1162.8
2015-09-20,1162.8
2015-09-21,1174.67
2015-09-22,1179.17
2015-09-23,1191.15
2015-09-24,1192.63
2015-09-25,1194.6
2015-09-26,1194.6
2015-09-27,1194.6
2015-09-28,1195.04
2015-09-29,1202.05
2015-09-30,1185.39
2015-10-01,1176.35
2015-10-02,1180.55
2015-10-03,1180.55
2015-10-04,1180.55
2015-10-05,1172.24
2015-10-06,1166.23
2015-10-07,1161.85
2015-10-08,1158.61
2015-10-09,1144.26
2015-10-10,1144.26
2015-10-11,1144.26
2015-10-12,1144.01
2015-10-13,1149.66
2015-10-14,1147.05
2015-10-15,1130.3
2015-10-16,1129.37
2015-10-17,1129.37
2015-10-18,1129.37
2015-10-19,1121.14
2015-10-20,1130.78
2015-10-21,1132.38
2015-10-22,1138.5
2015-10-23,1124.86
2015-10-24,1124.86
2015-10-25,1124.86
2015-10-26,1133.9
2015-10-27,1130.9
2015-10-28,1130.74
2015-10-29,1142.21
2015-10-30,1140.54
2015-10-31,1140.54
2015-11-01,1140.54
2015-11-02,1136.95
2015-11-03,1132.95
2015-11-04,1131.96
2015-11-05,1138.56
2015-11-06,1141.93
2015-11-07,1141.93
2015-11-08,1141.93
2015-11-09,1157.44
2015-11-10,1156.82
2015-11-11,1154.85
2015-11-12,1158.3
2015-11-13,1163.6
2015-11-14,1163.6
2015-11-15,1163.6
2015-11-16,1173.89
2015-11-17,1170.3
2015-11-18,1172.22
2015-11-19,1161.68
2015-11-20,1154.31
2015-11-21,1154.31
2015-11-22,1154.31
2015-11-23,1158.54
2015-11-24,1153.75
2015-11-25,1143.44
2015-11-26,1147.3
2015-11-27,1153.0
2015-11-28,1153.0
2015-11-29,1153.0
2015-11-30,1157.9
2015-12-01,1158.08
2015-12-02,1164.38
2015-12-03,1164.55
2015-12-04,1156.53
2015-12-05,1156.53
2015-12-06,1156.53
2015-12-07,1168.06
2015-12-08,1178.52
2015-12-09,1179.24
2015-12-10,1181.53
2015-12-11,1179.55
2015-12-12,1179.55
2015-12-13,1179.55
2015-12-14,1184.77
2015-12-15,1183.48
2015-12-16,1176.23
2015-12-17,1180.1
2015-12-18,1183.1
2015-12-19,1183.1
2015-12-20,1183.1
2015-12-21,1177.77
2015-12-22,1173.22
2015-12-23,1173.2
2015-12-24,1167.74
2015-12-25,1169.91
2015-12-26,1169.91
2015-12-27,1169.91
2015-12-28,1165.34
2015-12-29,1169.68
2015-12-30,1172.72
2015-12-31,1175.06
2016-01-01,1172.55
2016-01-02,1172.55
2016-01-03,1172.55
2016-01-04,1187.63
2016-01-05,1188.22
2016-01-06,1197.2
2016-01-07,1200.4
2016-01-08,1197.84
2016-01-09,1197.84
2016-01-10,1197.84
2016-01-11,1209.73
2016-01-12,1210.3
2016-01-13,1203.93
2016-01-14,1213.3
2016-01-15,1213.16
2016-01-16,1213.16
2016-01-17,1213.16
2016-01-18,1210.91
2016-01-19,1205.99
2016-01-20,1213.82
2016-01-21,1213.82
2016-01-22,1200.2
2016-01-23,1200.2
2016-01-24,1200.2
2016-01-25,1194.2
2016-01-26,1203.99
2016-01-27,1202.25
2016-01-28,1208.55
2016-01-29,1199.13
2016-01-30,1199.13
2016-01-31,1199.13
2016-02-01,1200.41
2016-02-02,1207.39
2016-02-03,1219.38
2016-02-04,1202.06
2016-02-05,1197.54
2016-02-06,1197.54
2016-02-07,1197.54
2016-02-08,1204.18
2016-02-09,1207.3
2016-02-10,1198.4
2016-02-11,1202.66
2016-02-12,1211.54
2016-02-13,1211.54
2016-02-14,1211.54
2016-02-15,1208.03
2016-02-16,1216.53
2016-02-17,1226.98
2016-02-18,1227.22
2016-02-19,1234.36
2016-02-20,1234.36
2016-02-21,1234.36
2016-02-22,1234.39
2016-02-23,1231.3
2016-02-24,1234.26
2016-02-25,1238.77
2016-02-26,1238.05
2016-02-27,1238.05
2016-02-28,1238.05
2016-02-29,1236.65
2016-03-01,1232.85
2016-03-02,1227.47
2016-03-03,1214.8
2016-03-04,1203.35
2016-03-05,1203.35
2016-03-06,1203.35
2016-03-07,1201.43
2016-03-08,1206.7
2016-03-09,1216.19
2016-03-10,1203.41
2016-03-11,1193.07
2016-03-12,1193.07
2016-03-13,1193.07
2016-03-14,1186.07
2016-03-15,1187.6
2016-03-16,1193.22
2016-03-17,1173.22
2016-03-18,1162.44
2016-03-19,1162.44
2016-03-20,1162.44
2016-03-21,1163.5
2016-03-22,1154.18
2016-03-23,1161.18
2016-03-24,1166.25
2016-03-25,1169.17
2016-03-26,1169.17
2016-03-27,1169.17
2016-03-28,1165.94
2016-03-29,1163.8
2016-03-30,1151.09
2016-03-31,1143.42
2016-04-01,1154.03
2016-04-02,1154.03
2016-04-03,1154.03
2016-04-04,1146.13
2016-04-05,1155.09
2016-04-06,1156.17
2016-04-07,1151.33
2016-04-08,1153.78
2016-04-09,1153.78
2016-04-10,1153.78
2016-04-11,1146.54
2016-04-12,1145.87
2016-04-13,1143.9
2016-04-14,1156.53
2016-04-15,1146.18
2016-04-16,1146.18
2016-04-17,1146.18
2016-04-18,1150.38
2016-04-19,1136.28
2016-04-20,1135.28
2016-04-21,1133.07
2016-04-22,1143.22
2016-04-23,1143.22
2016-04-24,1143.22
2016-04-25,1148.18
2016-04-26,1151.01
2016-04-27,1148.29
2016-04-28,1138.1
2016-04-29,1139.4
2016-04-30,1139.4
2016-05-01,1139.4
2016-05-02,1137.57
2016-05-03,1140.24
2016-05-04,1154.6
2016-05-05,1164.36
2016-05-06,1169.72
2016-05-07,1169.72
