,USDINR BGN Curncy
2013-05-06,54.1875
2013-05-07,54.145
2013-05-08,54.165
2013-05-09,54.245
2013-05-10,54.8
2013-05-11,54.8
2013-05-12,54.8
2013-05-13,54.735
2013-05-14,54.8162
2013-05-15,54.7813
2013-05-16,54.785
2013-05-17,54.885
2013-05-18,54.885
2013-05-19,54.885
2013-05-20,55.1137
2013-05-21,55.415
2013-05-22,55.475
2013-05-23,55.585
2013-05-24,55.645
2013-05-25,55.645
2013-05-26,55.645
2013-05-27,55.575
2013-05-28,55.965
2013-05-29,56.1738
2013-05-30,56.375
2013-05-31,56.505
2013-06-01,56.505
2013-06-02,56.505
2013-06-03,56.765
2013-06-04,56.4525
2013-06-05,56.7337
2013-06-06,56.85
2013-06-07,57.065
2013-06-08,57.065
2013-06-09,57.065
2013-06-10,58.1375
2013-06-11,58.395
2013-06-12,57.79
2013-06-13,57.99
2013-06-14,57.5287
2013-06-15,57.5287
2013-06-16,57.5287
2013-06-17,57.8662
2013-06-18,58.7725
2013-06-19,58.715
2013-06-20,59.575
2013-06-21,59.2675
2013-06-22,59.2675
2013-06-23,59.2675
2013-06-24,59.675
2013-06-25,59.675
2013-06-26,60.73
2013-06-27,60.2
2013-06-28,59.39
2013-06-29,59.39
2013-06-30,59.39
2013-07-01,59.5225
2013-07-02,59.665
2013-07-03,60.22
2013-07-04,60.13
2013-07-05,60.24
2013-07-06,60.24
2013-07-07,60.24
2013-07-08,60.615
2013-07-09,60.145
2013-07-10,59.655
2013-07-11,59.6813
2013-07-12,59.63
2013-07-13,59.63
2013-07-14,59.63
2013-07-15,59.895
2013-07-16,59.32
2013-07-17,59.3475
2013-07-18,59.675
2013-07-19,59.35
2013-07-20,59.35
2013-07-21,59.35
2013-07-22,59.7237
2013-07-23,59.765
2013-07-24,59.1312
2013-07-25,59.1087
2013-07-26,59.0425
2013-07-27,59.0425
2013-07-28,59.0425
2013-07-29,59.42
2013-07-30,60.485
2013-07-31,60.3737
2013-08-01,60.4437
2013-08-02,61.095
2013-08-03,61.095
2013-08-04,61.095
2013-08-05,60.875
2013-08-06,60.8088
2013-08-07,61.2975
2013-08-08,60.8613
2013-08-09,60.8613
2013-08-10,60.8613
2013-08-11,60.8613
2013-08-12,61.275
2013-08-13,61.2
2013-08-14,61.4437
2013-08-15,61.4437
2013-08-16,61.6688
2013-08-17,61.6688
2013-08-18,61.6688
2013-08-19,63.13
2013-08-20,63.23
2013-08-21,64.035
2013-08-22,64.63
2013-08-23,63.3525
2013-08-24,63.3525
2013-08-25,63.3525
2013-08-26,64.3075
2013-08-27,66.19
2013-08-28,68.825
2013-08-29,66.595
2013-08-30,65.705
2013-08-31,65.705
2013-09-01,65.705
2013-09-02,66.015
2013-09-03,67.73
2013-09-04,67.09
2013-09-05,66.115
2013-09-06,65.245
2013-09-07,65.245
2013-09-08,65.245
2013-09-09,65.245
2013-09-10,63.84
2013-09-11,63.365
2013-09-12,63.535
2013-09-13,63.495
2013-09-14,63.495
2013-09-15,63.495
2013-09-16,62.8475
2013-09-17,63.3725
2013-09-18,63.385
2013-09-19,61.775
2013-09-20,62.2775
2013-09-21,62.2775
2013-09-22,62.2775
2013-09-23,62.5975
2013-09-24,62.77
2013-09-25,62.435
2013-09-26,62.0788
2013-09-27,62.4975
2013-09-28,62.4975
2013-09-29,62.4975
2013-09-30,62.6175
2013-10-01,62.465
2013-10-02,62.465
2013-10-03,61.74
2013-10-04,61.44
2013-10-05,61.44
2013-10-06,61.44
2013-10-07,61.795
2013-10-08,61.795
2013-10-09,61.935
2013-10-10,61.36
2013-10-11,61.08
2013-10-12,61.08
2013-10-13,61.08
2013-10-14,61.545
2013-10-15,61.845
2013-10-16,61.845
2013-10-17,61.22
2013-10-18,61.265
2013-10-19,61.265
2013-10-20,61.265
2013-10-21,61.5212
2013-10-22,61.65
2013-10-23,61.59
2013-10-24,61.47
2013-10-25,61.46
2013-10-26,61.46
2013-10-27,61.46
2013-10-28,61.525
2013-10-29,61.3213
2013-10-30,61.2375
2013-10-31,61.495
2013-11-01,61.73
2013-11-02,61.73
2013-11-03,61.73
2013-11-04,61.73
2013-11-05,61.625
2013-11-06,62.4
2013-11-07,62.415
2013-11-08,62.475
2013-11-09,62.475
2013-11-10,62.475
2013-11-11,63.2375
2013-11-12,63.695
2013-11-13,63.32
2013-11-14,63.12
2013-11-15,63.12
2013-11-16,63.12
2013-11-17,63.12
2013-11-18,62.415
2013-11-19,62.375
2013-11-20,62.5775
2013-11-21,62.94
2013-11-22,62.865
2013-11-23,62.865
2013-11-24,62.865
2013-11-25,62.495
2013-11-26,62.515
2013-11-27,62.155
2013-11-28,62.41
2013-11-29,62.4487
2013-11-30,62.4487
2013-12-01,62.4487
2013-12-02,62.32
2013-12-03,62.365
2013-12-04,62.055
2013-12-05,61.765
2013-12-06,61.415
2013-12-07,61.415
2013-12-08,61.415
2013-12-09,61.135
2013-12-10,61.0375
2013-12-11,61.2525
2013-12-12,61.83
2013-12-13,62.125
2013-12-14,62.125
2013-12-15,62.125
2013-12-16,61.75
2013-12-17,62.02
2013-12-18,62.105
2013-12-19,62.1162
2013-12-20,62.04
2013-12-21,62.04
2013-12-22,62.04
2013-12-23,61.9587
2013-12-24,61.795
2013-12-25,61.795
2013-12-26,62.1637
2013-12-27,61.845
2013-12-28,61.845
2013-12-29,61.845
2013-12-30,61.915
2013-12-31,61.8
2014-01-01,61.905
2014-01-02,62.2675
2014-01-03,62.155
2014-01-04,62.155
2014-01-05,62.155
2014-01-06,62.3225
2014-01-07,62.305
2014-01-08,62.075
2014-01-09,62.0775
2014-01-10,61.905
2014-01-11,61.905
2014-01-12,61.905
2014-01-13,61.515
2014-01-14,61.515
2014-01-15,61.5462
2014-01-16,61.5425
2014-01-17,61.55
2014-01-18,61.55
2014-01-19,61.55
2014-01-20,61.6237
2014-01-21,61.8913
2014-01-22,61.825
2014-01-23,61.9338
2014-01-24,62.685
2014-01-25,62.685
2014-01-26,62.685
2014-01-27,63.1012
2014-01-28,62.515
2014-01-29,62.4075
2014-01-30,62.575
2014-01-31,62.6575
2014-02-01,62.6575
2014-02-02,62.6575
2014-02-03,62.575
2014-02-04,62.535
2014-02-05,62.58
2014-02-06,62.3875
2014-02-07,62.29
2014-02-08,62.29
2014-02-09,62.29
2014-02-10,62.4375
2014-02-11,62.2188
2014-02-12,62.105
2014-02-13,62.4425
2014-02-14,61.93
2014-02-15,61.93
2014-02-16,61.93
2014-02-17,61.8575
2014-02-18,62.22
2014-02-19,62.22
2014-02-20,62.23
2014-02-21,62.13
2014-02-22,62.13
2014-02-23,62.13
2014-02-24,62.0638
2014-02-25,61.9575
2014-02-26,61.985
2014-02-27,61.985
2014-02-28,61.7575
2014-03-01,61.7575
2014-03-02,61.7575
2014-03-03,62.0425
2014-03-04,61.8562
2014-03-05,61.755
2014-03-06,61.115
2014-03-07,61.0875
2014-03-08,61.0875
2014-03-09,61.0875
2014-03-10,60.8425
2014-03-11,60.9538
2014-03-12,61.22
2014-03-13,61.18
2014-03-14,61.19
2014-03-15,61.19
2014-03-16,61.19
2014-03-17,61.19
2014-03-18,61.205
2014-03-19,60.955
2014-03-20,61.3325
2014-03-21,60.925
2014-03-22,60.925
2014-03-23,60.925
2014-03-24,60.7875
2014-03-25,60.48
2014-03-26,60.165
2014-03-27,60.3175
2014-03-28,59.89
2014-03-29,59.89
2014-03-30,59.89
2014-03-31,59.89
2014-04-01,59.89
2014-04-02,59.8975
2014-04-03,60.175
2014-04-04,60.085
2014-04-05,60.085
2014-04-06,60.085
2014-04-07,60.125
2014-04-08,60.125
2014-04-09,60.135
2014-04-10,60.07
2014-04-11,60.1763
2014-04-12,60.1763
2014-04-13,60.1763
2014-04-14,60.1763
2014-04-15,60.2325
2014-04-16,60.39
2014-04-17,60.2912
2014-04-18,60.2912
2014-04-19,60.2912
2014-04-20,60.2912
2014-04-21,60.5925
2014-04-22,60.7675
2014-04-23,61.085
2014-04-24,61.085
2014-04-25,60.625
2014-04-26,60.625
2014-04-27,60.625
2014-04-28,60.6475
2014-04-29,60.425
2014-04-30,60.335
2014-05-01,60.335
2014-05-02,60.1625
2014-05-03,60.1625
2014-05-04,60.1625
2014-05-05,60.225
2014-05-06,60.0975
2014-05-07,60.135
2014-05-08,60.06
2014-05-09,60.025
2014-05-10,60.025
2014-05-11,60.025
2014-05-12,60.05
2014-05-13,59.67
2014-05-14,59.67
2014-05-15,59.29
2014-05-16,58.7825
2014-05-17,58.7825
2014-05-18,58.7825
2014-05-19,58.595
2014-05-20,58.64
2014-05-21,58.78
2014-05-22,58.46
2014-05-23,58.5075
2014-05-24,58.5075
2014-05-25,58.5075
2014-05-26,58.715
2014-05-27,59.0425
2014-05-28,58.9275
2014-05-29,59.035
2014-05-30,59.1025
2014-05-31,59.1025
2014-06-01,59.1025
2014-06-02,59.1563
2014-06-03,59.39
2014-06-04,59.335
2014-06-05,59.3313
2014-06-06,59.1825
2014-06-07,59.1825
2014-06-08,59.1825
2014-06-09,59.1888
2014-06-10,59.2975
2014-06-11,59.2762
2014-06-12,59.255
2014-06-13,59.7725
2014-06-14,59.7725
2014-06-15,59.7725
2014-06-16,60.165
2014-06-17,60.0187
2014-06-18,60.4037
2014-06-19,60.0863
2014-06-20,60.1875
2014-06-21,60.1875
2014-06-22,60.1875
2014-06-23,60.2062
2014-06-24,60.12
2014-06-25,60.1325
2014-06-26,60.1425
2014-06-27,60.085
2014-06-28,60.085
2014-06-29,60.085
2014-06-30,60.1862
2014-07-01,60.075
2014-07-02,59.6937
2014-07-03,59.7425
2014-07-04,59.735
2014-07-05,59.735
2014-07-06,59.735
2014-07-07,60.015
2014-07-08,59.7887
2014-07-09,59.7575
2014-07-10,60.205
2014-07-11,59.9375
2014-07-12,59.9375
2014-07-13,59.9375
2014-07-14,60.075
2014-07-15,60.135
2014-07-16,60.135
2014-07-17,60.1775
2014-07-18,60.2875
2014-07-19,60.2875
2014-07-20,60.2875
2014-07-21,60.305
2014-07-22,60.2513
2014-07-23,60.105
2014-07-24,60.105
2014-07-25,60.105
2014-07-26,60.105
2014-07-27,60.105
2014-07-28,60.1375
2014-07-29,60.1375
2014-07-30,60.0575
2014-07-31,60.56
2014-08-01,61.185
2014-08-02,61.185
2014-08-03,61.185
2014-08-04,60.935
2014-08-05,60.8462
2014-08-06,61.505
2014-08-07,61.2325
2014-08-08,61.145
2014-08-09,61.145
2014-08-10,61.145
2014-08-11,61.1787
2014-08-12,61.09
2014-08-13,61.2238
2014-08-14,60.77
2014-08-15,60.77
2014-08-16,60.77
2014-08-17,60.77
2014-08-18,60.77
2014-08-19,60.6838
2014-08-20,60.62
2014-08-21,60.675
2014-08-22,60.4725
2014-08-23,60.4725
2014-08-24,60.4725
2014-08-25,60.565
2014-08-26,60.435
2014-08-27,60.4512
2014-08-28,60.515
2014-08-29,60.515
2014-08-30,60.515
2014-08-31,60.515
2014-09-01,60.5275
2014-09-02,60.685
2014-09-03,60.485
2014-09-04,60.365
2014-09-05,60.4063
2014-09-06,60.4063
2014-09-07,60.4063
2014-09-08,60.295
2014-09-09,60.605
2014-09-10,60.955
2014-09-11,60.9313
2014-09-12,60.66
2014-09-13,60.66
2014-09-14,60.66
2014-09-15,61.1475
2014-09-16,61.06
2014-09-17,60.915
2014-09-18,60.845
2014-09-19,60.8275
2014-09-20,60.8275
2014-09-21,60.8275
2014-09-22,60.82
2014-09-23,60.9475
2014-09-24,60.9725
2014-09-25,61.345
2014-09-26,61.1575
2014-09-27,61.1575
2014-09-28,61.1575
2014-09-29,61.5275
2014-09-30,61.7575
2014-10-01,61.61
2014-10-02,61.61
2014-10-03,61.61
2014-10-04,61.61
2014-10-05,61.61
2014-10-06,61.61
2014-10-07,61.405
2014-10-08,61.395
2014-10-09,61.055
2014-10-10,61.335
2014-10-11,61.335
2014-10-12,61.335
2014-10-13,61.105
2014-10-14,61.4212
2014-10-15,61.4212
2014-10-16,61.8463
2014-10-17,61.4425
2014-10-18,61.4425
2014-10-19,61.4425
2014-10-20,61.36
2014-10-21,61.32
2014-10-22,61.2813
2014-10-23,61.2813
2014-10-24,61.2813
2014-10-25,61.2813
2014-10-26,61.2813
2014-10-27,61.305
2014-10-28,61.3325
2014-10-29,61.3575
2014-10-30,61.4538
2014-10-31,61.365
2014-11-01,61.365
2014-11-02,61.365
2014-11-03,61.405
2014-11-04,61.405
2014-11-05,61.415
2014-11-06,61.415
2014-11-07,61.6362
2014-11-08,61.6362
2014-11-09,61.6362
2014-11-10,61.505
2014-11-11,61.5575
2014-11-12,61.5125
2014-11-13,61.5625
2014-11-14,61.7213
2014-11-15,61.7213
2014-11-16,61.7213
2014-11-17,61.7375
2014-11-18,61.7475
2014-11-19,61.9625
2014-11-20,61.9538
2014-11-21,61.775
2014-11-22,61.775
2014-11-23,61.775
2014-11-24,61.9325
2014-11-25,61.87
2014-11-26,61.85
2014-11-27,61.875
2014-11-28,62.0325
2014-11-29,62.0325
2014-11-30,62.0325
2014-12-01,62.0238
2014-12-02,61.885
2014-12-03,61.9125
2014-12-04,61.9362
2014-12-05,61.785
2014-12-06,61.785
2014-12-07,61.785
2014-12-08,61.8375
2014-12-09,61.8875
2014-12-10,62.0213
2014-12-11,62.345
2014-12-12,62.295
2014-12-13,62.295
2014-12-14,62.295
2014-12-15,62.945
2014-12-16,63.5375
2014-12-17,63.6225
2014-12-18,63.1125
2014-12-19,63.3
2014-12-20,63.3
2014-12-21,63.3
2014-12-22,63.2475
2014-12-23,63.2925
2014-12-24,63.525
2014-12-25,63.525
2014-12-26,63.5687
2014-12-27,63.5687
2014-12-28,63.5687
2014-12-29,63.6763
2014-12-30,63.38
2014-12-31,63.0437
2015-01-01,63.355
2015-01-02,63.295
2015-01-03,63.295
2015-01-04,63.295
2015-01-05,63.42
2015-01-06,63.5725
2015-01-07,63.175
2015-01-08,62.6725
2015-01-09,62.325
2015-01-10,62.325
2015-01-11,62.325
2015-01-12,62.135
2015-01-13,62.1475
2015-01-14,62.1888
2015-01-15,62.0675
2015-01-16,61.8713
2015-01-17,61.8713
2015-01-18,61.8713
2015-01-19,61.7125
2015-01-20,61.685
2015-01-21,61.6375
2015-01-22,61.705
2015-01-23,61.435
2015-01-24,61.435
2015-01-25,61.435
2015-01-26,61.435
2015-01-27,61.4075
2015-01-28,61.405
2015-01-29,61.8725
2015-01-30,61.87
2015-01-31,61.87
2015-02-01,61.87
2015-02-02,61.8025
2015-02-03,61.675
2015-02-04,61.7537
2015-02-05,61.7388
2015-02-06,61.7025
2015-02-07,61.7025
2015-02-08,61.7025
2015-02-09,62.1688
2015-02-10,62.195
2015-02-11,62.255
2015-02-12,62.3063
2015-02-13,62.1963
2015-02-14,62.1963
2015-02-15,62.1963
2015-02-16,62.1625
2015-02-17,62.1625
2015-02-18,62.3413
2015-02-19,62.3413
2015-02-20,62.2212
2015-02-21,62.2212
2015-02-22,62.2212
2015-02-23,62.315
2015-02-24,62.2025
2015-02-25,61.9675
2015-02-26,61.755
2015-02-27,61.8388
2015-02-28,61.8388
2015-03-01,61.8388
2015-03-02,61.8675
2015-03-03,61.9175
2015-03-04,62.2625
2015-03-05,62.1712
2015-03-06,62.1712
2015-03-07,62.1712
2015-03-08,62.1712
2015-03-09,62.5437
2015-03-10,62.78
2015-03-11,62.7813
2015-03-12,62.5075
2015-03-13,62.9662
2015-03-14,62.9662
2015-03-15,62.9662
2015-03-16,62.8125
2015-03-17,62.715
2015-03-18,62.6925
2015-03-19,62.5163
2015-03-20,62.4688
2015-03-21,62.4688
2015-03-22,62.4688
2015-03-23,62.2775
2015-03-24,62.2475
2015-03-25,62.335
2015-03-26,62.6687
2015-03-27,62.4175
2015-03-28,62.4175
2015-03-29,62.4175
2015-03-30,62.6775
2015-03-31,62.4975
2015-04-01,62.4975
2015-04-02,62.4975
2015-04-03,62.4975
2015-04-04,62.4975
2015-04-05,62.4975
2015-04-06,62.1888
2015-04-07,62.255
2015-04-08,62.245
2015-04-09,62.2463
2015-04-10,62.32
2015-04-11,62.32
2015-04-12,62.32
2015-04-13,62.5075
2015-04-14,62.5075
2015-04-15,62.3713
2015-04-16,62.3037
2015-04-17,62.365
2015-04-18,62.365
2015-04-19,62.365
2015-04-20,62.9162
2015-04-21,62.8525
2015-04-22,62.8325
2015-04-23,63.3225
2015-04-24,63.5625
2015-04-25,63.5625
2015-04-26,63.5625
2015-04-27,63.4875
2015-04-28,63.145
2015-04-29,63.3075
2015-04-30,63.4225
2015-05-01,63.4225
2015-05-02,63.4225
2015-05-03,63.4225
2015-05-04,63.4225
2015-05-05,63.44
2015-05-06,63.54
2015-05-07,64.24
2015-05-08,63.9375
2015-05-09,63.9375
2015-05-10,63.9375
2015-05-11,63.855
2015-05-12,64.1675
2015-05-13,64.01
2015-05-14,63.655
2015-05-15,63.5163
2015-05-16,63.5163
2015-05-17,63.5163
2015-05-18,63.7225
2015-05-19,63.6725
2015-05-20,63.825
2015-05-21,63.64
2015-05-22,63.5212
2015-05-23,63.5212
2015-05-24,63.5212
2015-05-25,63.5687
2015-05-26,63.9787
2015-05-27,64.0275
2015-05-28,63.8075
2015-05-29,63.825
2015-05-30,63.825
2015-05-31,63.825
2015-06-01,63.705
2015-06-02,63.825
2015-06-03,63.905
2015-06-04,64.0063
2015-06-05,63.755
2015-06-06,63.755
2015-06-07,63.755
2015-06-08,64.0875
2015-06-09,63.925
2015-06-10,63.8425
2015-06-11,63.975
2015-06-12,64.06
2015-06-13,64.06
2015-06-14,64.06
2015-06-15,64.1675
2015-06-16,64.2525
2015-06-17,64.1175
2015-06-18,63.7325
2015-06-19,63.5625
2015-06-20,63.5625
2015-06-21,63.5625
2015-06-22,63.515
2015-06-23,63.605
2015-06-24,63.5975
2015-06-25,63.625
2015-06-26,63.6425
2015-06-27,63.6425
2015-06-28,63.6425
2015-06-29,63.8525
2015-06-30,63.65
2015-07-01,63.605
2015-07-02,63.5125
2015-07-03,63.4388
2015-07-04,63.4388
2015-07-05,63.4388
2015-07-06,63.4
2015-07-07,63.46
2015-07-08,63.5963
2015-07-09,63.39
2015-07-10,63.4
2015-07-11,63.4
2015-07-12,63.4
2015-07-13,63.5175
2015-07-14,63.3925
2015-07-15,63.4225
2015-07-16,63.515
2015-07-17,63.4737
2015-07-18,63.4737
2015-07-19,63.4737
2015-07-20,63.6675
2015-07-21,63.5525
2015-07-22,63.58
2015-07-23,63.7675
2015-07-24,64.0425
2015-07-25,64.0425
2015-07-26,64.0425
2015-07-27,64.17
2015-07-28,63.915
2015-07-29,63.905
2015-07-30,64.0412
2015-07-31,64.1362
2015-08-01,64.1362
2015-08-02,64.1362
2015-08-03,64.0437
2015-08-04,63.7525
2015-08-05,63.755
2015-08-06,63.765
2015-08-07,63.815
2015-08-08,63.815
2015-08-09,63.815
2015-08-10,63.8713
2015-08-11,64.205
2015-08-12,64.8138
2015-08-13,65.105
2015-08-14,65.0075
2015-08-15,65.0075
2015-08-16,65.0075
2015-08-17,65.315
2015-08-18,65.315
2015-08-19,65.2737
2015-08-20,65.55
2015-08-21,65.8325
2015-08-22,65.8325
2015-08-23,65.8325
2015-08-24,66.645
2015-08-25,66.0963
2015-08-26,66.1438
2015-08-27,66.045
2015-08-28,66.1625
2015-08-29,66.1625
2015-08-30,66.1625
2015-08-31,66.4825
2015-09-01,66.2175
2015-09-02,66.1937
2015-09-03,66.2425
2015-09-04,66.465
2015-09-05,66.465
2015-09-06,66.465
2015-09-07,66.8262
2015-09-08,66.5462
2015-09-09,66.4113
2015-09-10,66.4337
2015-09-11,66.5412
2015-09-12,66.5412
2015-09-13,66.5412
2015-09-14,66.33
2015-09-15,66.3638
2015-09-16,66.46
2015-09-17,66.46
2015-09-18,65.6738
2015-09-19,65.6738
2015-09-20,65.6738
2015-09-21,65.7388
2015-09-22,65.8825
2015-09-23,65.9875
2015-09-24,66.1563
2015-09-25,66.1563
2015-09-26,66.1563
2015-09-27,66.1563
2015-09-28,66.045
2015-09-29,65.955
2015-09-30,65.59
2015-10-01,65.5125
2015-10-02,65.5125
2015-10-03,65.5125
2015-10-04,65.5125
2015-10-05,65.3
2015-10-06,65.4125
2015-10-07,64.96
2015-10-08,65.0788
2015-10-09,64.735
2015-10-10,64.735
2015-10-11,64.735
2015-10-12,64.7525
2015-10-13,65.185
2015-10-14,65.0375
2015-10-15,64.825
2015-10-16,64.815
2015-10-17,64.815
2015-10-18,64.815
2015-10-19,64.805
2015-10-20,65.0575
2015-10-21,65.1263
2015-10-22,65.1263
2015-10-23,64.8288
2015-10-24,64.8288
2015-10-25,64.8288
2015-10-26,64.965
2015-10-27,64.9637
2015-10-28,64.9275
2015-10-29,65.305
2015-10-30,65.265
2015-10-31,65.265
2015-11-01,65.265
2015-11-02,65.585
2015-11-03,65.655
2015-11-04,65.4863
2015-11-05,65.7437
2015-11-06,65.7625
2015-11-07,65.7625
2015-11-08,65.7625
2015-11-09,66.4475
2015-11-10,66.3138
2015-11-11,66.3138
2015-11-12,66.3138
2015-11-13,66.0988
2015-11-14,66.0988
2015-11-15,66.0988
2015-11-16,65.9962
2015-11-17,66.0338
2015-11-18,66.3
2015-11-19,66.185
2015-11-20,66.195
2015-11-21,66.195
2015-11-22,66.195
2015-11-23,66.4775
2015-11-24,66.325
2015-11-25,66.325
2015-11-26,66.5663
2015-11-27,66.7575
2015-11-28,66.7575
2015-11-29,66.7575
2015-11-30,66.6675
2015-12-01,66.495
2015-12-02,66.605
2015-12-03,66.6613
2015-12-04,66.6875
2015-12-05,66.6875
2015-12-06,66.6875
2015-12-07,66.7337
2015-12-08,66.8387
2015-12-09,66.84
2015-12-10,66.72
2015-12-11,66.895
2015-12-12,66.895
2015-12-13,66.895
2015-12-14,67.1037
2015-12-15,66.9325
2015-12-16,66.7262
2015-12-17,66.4212
2015-12-18,66.4037
2015-12-19,66.4037
2015-12-20,66.4037
2015-12-21,66.3525
2015-12-22,66.33
2015-12-23,66.21
2015-12-24,66.21
2015-12-25,66.21
2015-12-26,66.21
2015-12-27,66.21
2015-12-28,66.1975
2015-12-29,66.395
2015-12-30,66.3875
2015-12-31,66.1537
2016-01-01,66.14
2016-01-02,66.14
2016-01-03,66.14
2016-01-04,66.6175
2016-01-05,66.5963
2016-01-06,66.83
2016-01-07,66.9263
2016-01-08,66.635
2016-01-09,66.635
2016-01-10,66.635
2016-01-11,66.8087
2016-01-12,66.87
2016-01-13,66.8537
2016-01-14,67.295
2016-01-15,67.605
2016-01-16,67.605
2016-01-17,67.605
2016-01-18,67.6888
2016-01-19,67.6463
2016-01-20,67.9638
2016-01-21,68.025
2016-01-22,67.63
2016-01-23,67.63
2016-01-24,67.63
2016-01-25,67.8362
2016-01-26,67.8362
2016-01-27,68.05
2016-01-28,68.225
2016-01-29,67.7925
2016-01-30,67.7925
2016-01-31,67.7925
2016-02-01,67.84
2016-02-02,67.9825
2016-02-03,68.0725
2016-02-04,67.5663
2016-02-05,67.6537
2016-02-06,67.6537
2016-02-07,67.6537
2016-02-08,67.94
2016-02-09,67.8987
2016-02-10,67.855
2016-02-11,68.3
2016-02-12,68.235
2016-02-13,68.235
2016-02-14,68.235
2016-02-15,68.06
2016-02-16,68.3825
2016-02-17,68.4688
2016-02-18,68.4675
2016-02-19,68.4675
2016-02-20,68.4675
2016-02-21,68.4675
2016-02-22,68.605
2016-02-23,68.5862
2016-02-24,68.5625
2016-02-25,68.71
2016-02-26,68.6325
2016-02-27,68.6325
2016-02-28,68.6325
2016-02-29,68.4225
2016-03-01,67.865
2016-03-02,67.5462
2016-03-03,67.3387
2016-03-04,67.095
2016-03-05,67.095
2016-03-06,67.095
2016-03-07,67.095
2016-03-08,67.3463
2016-03-09,67.215
2016-03-10,67.0675
2016-03-11,67.0538
2016-03-12,67.0538
2016-03-13,67.0538
2016-03-14,67.105
2016-03-15,67.3862
2016-03-16,67.235
2016-03-17,66.7462
2016-03-18,66.5063
2016-03-19,66.5063
2016-03-20,66.5063
2016-03-21,66.535
2016-03-22,66.7175
2016-03-23,66.6362
2016-03-24,66.6362
2016-03-25,66.6362
2016-03-26,66.6362
2016-03-27,66.6362
2016-03-28,66.57
2016-03-29,66.5388
2016-03-30,66.385
2016-03-31,66.2475
2016-04-01,66.2475
2016-04-02,66.2475
2016-04-03,66.2475
2016-04-04,66.205
2016-04-05,66.4625
2016-04-06,66.66
2016-04-07,66.4675
2016-04-08,66.4675
2016-04-09,66.4675
2016-04-10,66.4675
2016-04-11,66.4312
2016-04-12,66.4263
2016-04-13,66.645
2016-04-14,66.645
2016-04-15,66.645
2016-04-16,66.645
2016-04-17,66.645
2016-04-18,66.5525
2016-04-19,66.5525
2016-04-20,66.2213
2016-04-21,66.395
2016-04-22,66.4837
2016-04-23,66.4837
2016-04-24,66.4837
2016-04-25,66.6175
2016-04-26,66.5237
2016-04-27,66.4525
2016-04-28,66.5213
2016-04-29,66.33
2016-04-30,66.33
2016-05-01,66.33
2016-05-02,66.4538
2016-05-03,66.4275
2016-05-04,66.555
2016-05-05,66.5563
2016-05-06,66.555
2016-05-07,66.555
2016-05-08,66.555
2016-05-09,66.5825
2016-05-10,66.6787
2016-05-11,66.565
2016-05-12,66.625
2016-05-13,66.7737
2016-05-14,66.7737
2016-05-15,66.7737
2016-05-16,66.805
2016-05-17,66.875
2016-05-18,66.985
2016-05-19,67.3712
2016-05-20,67.4463
2016-05-21,67.4463
2016-05-22,67.4463
2016-05-23,67.495
2016-05-24,67.755
2016-05-25,67.335
2016-05-26,67.1775
2016-05-27,67.035
2016-05-28,67.035
2016-05-29,67.035
2016-05-30,67.1687
2016-05-31,67.26
2016-06-01,67.4538
2016-06-02,67.29
2016-06-03,67.26
2016-06-04,67.26
2016-06-05,67.26
2016-06-06,66.9775
2016-06-07,66.7762
2016-06-08,66.6512
2016-06-09,66.72
2016-06-10,66.76
2016-06-11,66.76
2016-06-12,66.76
2016-06-13,67.14
2016-06-14,67.2675
2016-06-15,67.1525
2016-06-16,67.2775
2016-06-17,67.085
2016-06-18,67.085
2016-06-19,67.085
2016-06-20,67.3187
2016-06-21,67.49
2016-06-22,67.48
2016-06-23,67.2513
2016-06-24,67.9688
2016-06-25,67.9688
2016-06-26,67.9688
2016-06-27,67.945
2016-06-28,67.9525
2016-06-29,67.685
2016-06-30,67.525
2016-07-01,67.32
2016-07-02,67.32
2016-07-03,67.32
2016-07-04,67.265
2016-07-05,67.455
2016-07-06,67.455
2016-07-07,67.3975
2016-07-08,67.37
2016-07-09,67.37
2016-07-10,67.37
2016-07-11,67.1362
2016-07-12,67.1837
2016-07-13,67.055
2016-07-14,66.9138
2016-07-15,67.0712
2016-07-16,67.0712
2016-07-17,67.0712
2016-07-18,67.195
2016-07-19,67.1075
2016-07-20,67.1975
2016-07-21,67.1775
2016-07-22,67.0813
2016-07-23,67.0813
2016-07-24,67.0813
2016-07-25,67.3537
2016-07-26,67.275
2016-07-27,67.1463
2016-07-28,67.035
2016-07-29,66.995
2016-07-30,66.995
2016-07-31,66.995
2016-08-01,66.7437
2016-08-02,66.74
2016-08-03,66.9925
2016-08-04,66.9175
2016-08-05,66.7762
2016-08-06,66.7762
2016-08-07,66.7762
2016-08-08,66.845
2016-08-09,66.8425
2016-08-10,66.715
2016-08-11,66.8438
2016-08-12,66.8887
2016-08-13,66.8887
2016-08-14,66.8887
2016-08-15,66.853
2016-08-16,66.765
2016-08-17,66.765
2016-08-18,66.81
2016-08-19,67.0612
2016-08-20,67.0612
2016-08-21,67.0612
2016-08-22,67.1862
2016-08-23,67.0625
2016-08-24,67.1013
2016-08-25,67.055
2016-08-26,67.0587
2016-08-27,67.0587
2016-08-28,67.0587
2016-08-29,67.1763
2016-08-30,67.0313
2016-08-31,66.9637
2016-09-01,66.9588
2016-09-02,66.825
