,USDNOK BGN Curncy
2016-06-07,8.1121
2016-06-08,8.101
2016-06-09,8.1566
2016-06-10,8.2736
2016-06-11,8.2736
2016-06-12,8.2736
2016-06-13,8.2653
2016-06-14,8.3625
2016-06-15,8.3079
2016-06-16,8.3903
2016-06-17,8.3624
2016-06-18,8.3624
2016-06-19,8.3624
2016-06-20,8.2793
2016-06-21,8.3163
2016-06-22,8.2922
2016-06-23,8.1462
2016-06-24,8.3331
2016-06-25,8.3331
2016-06-26,8.3331
2016-06-27,8.5731
2016-06-28,8.4764
2016-06-29,8.3935
2016-06-30,8.3634
2016-07-01,8.3437
2016-07-02,8.3437
2016-07-03,8.3437
2016-07-04,8.2902
2016-07-05,8.407
2016-07-06,8.432
2016-07-07,8.5092
2016-07-08,8.5246
2016-07-09,8.5246
2016-07-10,8.5246
2016-07-11,8.5057
2016-07-12,8.4327
2016-07-13,8.4255
2016-07-14,8.3644
2016-07-15,8.4836
2016-07-16,8.4836
2016-07-17,8.4836
2016-07-18,8.4473
2016-07-19,8.5121
2016-07-20,8.4984
2016-07-21,8.4923
2016-07-22,8.5515
2016-07-23,8.5515
2016-07-24,8.5515
2016-07-25,8.5656
2016-07-26,8.5696
2016-07-27,8.5384
2016-07-28,8.5557
2016-07-29,8.4459
2016-07-30,8.4459
2016-07-31,8.4459
2016-08-01,8.498
2016-08-02,8.4284
2016-08-03,8.4545
2016-08-04,8.4398
2016-08-05,8.5076
2016-08-06,8.5076
2016-08-07,8.5076
2016-08-08,8.4701
2016-08-09,8.4065
2016-08-10,8.2707
2016-08-11,8.25
2016-08-12,8.211
2016-08-13,8.211
2016-08-14,8.211
2016-08-15,8.2143
2016-08-16,8.1952
2016-08-17,8.2041
2016-08-18,8.1512
2016-08-19,8.2192
2016-08-20,8.2192
2016-08-21,8.2192
2016-08-22,8.2143
2016-08-23,8.2142
2016-08-24,8.2192
2016-08-25,8.2201
2016-08-26,8.2697
2016-08-27,8.2697
2016-08-28,8.2697
2016-08-29,8.2783
2016-08-30,8.3443
2016-08-31,8.328
2016-09-01,8.335
2016-09-02,8.322
2016-09-03,8.322
2016-09-04,8.322
2016-09-05,8.3042
2016-09-06,8.17
2016-09-07,8.1803
2016-09-08,8.1883
2016-09-09,8.2512
2016-09-10,8.2512
2016-09-11,8.2512
2016-09-12,8.236
2016-09-13,8.2779
2016-09-14,8.2385
2016-09-15,8.2321
2016-09-16,8.3107
2016-09-17,8.3107
2016-09-18,8.3107
2016-09-19,8.2888
2016-09-20,8.3097
2016-09-21,8.2631
2016-09-22,8.1339
2016-09-23,8.113
2016-09-24,8.113
2016-09-25,8.113
2016-09-26,8.1089
2016-09-27,8.1154
2016-09-28,8.0351
2016-09-29,8.0485
2016-09-30,7.9846
2016-10-01,7.9846
2016-10-02,7.9846
2016-10-03,7.981
2016-10-04,8.0079
2016-10-05,8.02
2016-10-06,8.0573
2016-10-07,8.0862
2016-10-08,8.0862
2016-10-09,8.0862
2016-10-10,8.0844
2016-10-11,8.1823
2016-10-12,8.2179
2016-10-13,8.1511
2016-10-14,8.2205
2016-10-15,8.2205
2016-10-16,8.2205
2016-10-17,8.1805
2016-10-18,8.1522
2016-10-19,8.1354
2016-10-20,8.1843
2016-10-21,8.2491
2016-10-22,8.2491
2016-10-23,8.2491
2016-10-24,8.2551
2016-10-25,8.283
2016-10-26,8.2758
2016-10-27,8.2671
2016-10-28,8.2645
2016-10-29,8.2645
2016-10-30,8.2645
2016-10-31,8.2596
2016-11-01,8.2153
2016-11-02,8.1898
2016-11-03,8.1862
2016-11-04,8.1591
2016-11-05,8.1591
2016-11-06,8.1591
2016-11-07,8.2349
2016-11-08,8.2295
2016-11-09,8.3439
2016-11-10,8.3654
2016-11-11,8.3935
2016-11-12,8.3935
2016-11-13,8.3935
2016-11-14,8.4742
2016-11-15,8.4335
2016-11-16,8.4776
2016-11-17,8.5412
2016-11-18,8.5974
2016-11-19,8.5974
2016-11-20,8.5974
2016-11-21,8.5445
2016-11-22,8.5194
2016-11-23,8.6131
2016-11-24,8.5982
2016-11-25,8.5805
2016-11-26,8.5805
2016-11-27,8.5805
2016-11-28,8.5382
2016-11-29,8.5331
2016-11-30,8.5249
2016-12-01,8.4202
2016-12-02,8.4219
2016-12-03,8.4219
2016-12-04,8.4219
2016-12-05,8.3717
2016-12-06,8.4051
2016-12-07,8.3638
2016-12-08,8.4335
2016-12-09,8.5033
2016-12-10,8.5033
2016-12-11,8.5033
2016-12-12,8.4377
2016-12-13,8.4258
2016-12-14,8.5769
2016-12-15,8.6668
2016-12-16,8.6726
2016-12-17,8.6726
2016-12-18,8.6726
2016-12-19,8.687
2016-12-20,8.7044
2016-12-21,8.6824
2016-12-22,8.7128
2016-12-23,8.7009
2016-12-24,8.7009
2016-12-25,8.7009
2016-12-26,8.6945
2016-12-27,8.7066
2016-12-28,8.7234
2016-12-29,8.6429
2016-12-30,8.6406
2016-12-31,8.6406
2017-01-01,8.6406
2017-01-02,8.6596
2017-01-03,8.6574
2017-01-04,8.5928
2017-01-05,8.4783
2017-01-06,8.5379
2017-01-07,8.5379
2017-01-08,8.5379
2017-01-09,8.5395
2017-01-10,8.6051
2017-01-11,8.5513
2017-01-12,8.5276
2017-01-13,8.5005
2017-01-14,8.5005
2017-01-15,8.5005
2017-01-16,8.5315
2017-01-17,8.4468
2017-01-18,8.497
2017-01-19,8.4485
2017-01-20,8.4108
2017-01-21,8.4108
2017-01-22,8.4108
2017-01-23,8.3473
2017-01-24,8.3524
2017-01-25,8.3114
2017-01-26,8.3394
2017-01-27,8.3405
2017-01-28,8.3405
2017-01-29,8.3405
2017-01-30,8.3151
2017-01-31,8.2464
2017-02-01,8.2343
2017-02-02,8.2525
2017-02-03,8.2066
2017-02-04,8.2066
2017-02-05,8.2066
2017-02-06,8.2537
2017-02-07,8.3213
2017-02-08,8.316
2017-02-09,8.3383
2017-02-10,8.3653
2017-02-11,8.3653
2017-02-12,8.3653
2017-02-13,8.3907
2017-02-14,8.3986
2017-02-15,8.3386
2017-02-16,8.2873
2017-02-17,8.3426
2017-02-18,8.3426
2017-02-19,8.3426
2017-02-20,8.3387
2017-02-21,8.3593
2017-02-22,8.3663
2017-02-23,8.3392
2017-02-24,8.3767
2017-02-25,8.3767
2017-02-26,8.3767
2017-02-27,8.3701
2017-02-28,8.3939
2017-03-01,8.4098
2017-03-02,8.4836
2017-03-03,8.4226
2017-03-04,8.4226
2017-03-05,8.4226
2017-03-06,8.4933
2017-03-07,8.453
2017-03-08,8.548
2017-03-09,8.5826
2017-03-10,8.5978
2017-03-11,8.5978
2017-03-12,8.5978
2017-03-13,8.5662
2017-03-14,8.6131
2017-03-15,8.4961
2017-03-16,8.5095
2017-03-17,8.4775
2017-03-18,8.4775
2017-03-19,8.4775
2017-03-20,8.4761
2017-03-21,8.4681
2017-03-22,8.4624
2017-03-23,8.49
2017-03-24,8.4951
2017-03-25,8.4951
2017-03-26,8.4951
2017-03-27,8.4898
2017-03-28,8.5244
2017-03-29,8.4999
2017-03-30,8.5626
2017-03-31,8.5985
2017-04-01,8.5985
2017-04-02,8.5985
2017-04-03,8.5777
2017-04-04,8.589
2017-04-05,8.6101
2017-04-06,8.625
2017-04-07,8.6589
2017-04-08,8.6589
2017-04-09,8.6589
2017-04-10,8.6258
2017-04-11,8.5973
2017-04-12,8.5491
2017-04-13,8.5862
2017-04-14,8.5846
2017-04-15,8.5846
2017-04-16,8.5846
2017-04-17,8.5585
2017-04-18,8.5107
2017-04-19,8.5799
2017-04-20,8.6253
2017-04-21,8.6702
2017-04-22,8.6702
2017-04-23,8.6702
2017-04-24,8.5485
2017-04-25,8.5614
2017-04-26,8.5848
2017-04-27,8.5651
2017-04-28,8.585
2017-04-29,8.585
2017-04-30,8.585
2017-05-01,8.5941
2017-05-02,8.592
2017-05-03,8.6522
2017-05-04,8.6765
2017-05-05,8.5926
2017-05-06,8.5926
2017-05-07,8.5926
2017-05-08,8.6477
2017-05-09,8.6867
2017-05-10,8.6228
2017-05-11,8.5982
2017-05-12,8.5601
2017-05-13,8.5601
2017-05-14,8.5601
2017-05-15,8.5545
2017-05-16,8.46
2017-05-17,8.4051
2017-05-18,8.487
2017-05-19,8.3751
2017-05-20,8.3751
2017-05-21,8.3751
2017-05-22,8.3384
2017-05-23,8.3744
2017-05-24,8.3308
2017-05-25,8.3977
2017-05-26,8.3786
2017-05-27,8.3786
2017-05-28,8.3786
2017-05-29,8.4128
2017-05-30,8.4322
2017-05-31,8.4359
2017-06-01,8.4533
2017-06-02,8.4175
2017-06-03,8.4175
2017-06-04,8.4175
2017-06-05,8.449
2017-06-06,8.4568
2017-06-07,8.4952
2017-06-08,8.4945
2017-06-09,8.4999
2017-06-10,8.4999
2017-06-11,8.4999
2017-06-12,8.4769
2017-06-13,8.4328
2017-06-14,8.4227
2017-06-15,8.5056
2017-06-16,8.4558
2017-06-17,8.4558
2017-06-18,8.4558
2017-06-19,8.5024
2017-06-20,8.5446
2017-06-21,8.5295
2017-06-22,8.488
2017-06-23,8.4505
2017-06-24,8.4505
2017-06-25,8.4505
2017-06-26,8.4804
2017-06-27,8.4212
2017-06-28,8.4262
2017-06-29,8.3856
2017-06-30,8.3465
2017-07-01,8.3465
2017-07-02,8.3465
2017-07-03,8.3666
2017-07-04,8.3556
2017-07-05,8.3911
2017-07-06,8.3513
2017-07-07,8.3678
2017-07-08,8.3678
2017-07-09,8.3678
2017-07-10,8.3287
2017-07-11,8.2787
2017-07-12,8.2841
2017-07-13,8.2596
2017-07-14,8.1868
2017-07-15,8.1868
2017-07-16,8.1868
2017-07-17,8.1577
2017-07-18,8.0889
2017-07-19,8.0532
2017-07-20,8.0455
2017-07-21,8.0163
2017-07-22,8.0163
2017-07-23,8.0163
2017-07-24,8.0069
2017-07-25,7.9736
2017-07-26,7.8928
2017-07-27,7.9546
2017-07-28,7.9127
2017-07-29,7.9127
2017-07-30,7.9127
2017-07-31,7.8638
2017-08-01,7.9284
2017-08-02,7.8984
2017-08-03,7.9055
2017-08-04,7.944
2017-08-05,7.944
2017-08-06,7.944
2017-08-07,7.9236
2017-08-08,7.9572
2017-08-09,7.9569
2017-08-10,7.9508
2017-08-11,7.9311
2017-08-12,7.9311
2017-08-13,7.9311
2017-08-14,7.9509
2017-08-15,7.964
2017-08-16,7.9254
2017-08-17,7.9698
2017-08-18,7.9059
2017-08-19,7.9059
2017-08-20,7.9059
2017-08-21,7.8962
2017-08-22,7.91
2017-08-23,7.8686
2017-08-24,7.8431
2017-08-25,7.7525
2017-08-26,7.7525
2017-08-27,7.7525
2017-08-28,7.753
2017-08-29,7.7497
2017-08-30,7.8097
2017-08-31,7.7611
2017-09-01,7.799
2017-09-02,7.799
2017-09-03,7.799
2017-09-04,7.81
2017-09-05,7.7793
2017-09-06,7.8035
2017-09-07,7.7341
2017-09-08,7.74
2017-09-09,7.74
2017-09-10,7.74
2017-09-11,7.8418
2017-09-12,7.8355
2017-09-13,7.8795
2017-09-14,7.8734
2017-09-15,7.8512
2017-09-16,7.8512
2017-09-17,7.8512
2017-09-18,7.8337
2017-09-19,7.7986
2017-09-20,7.866
2017-09-21,7.8024
2017-09-22,7.8005
2017-09-23,7.8005
2017-09-24,7.8005
2017-09-25,7.8175
2017-09-26,7.8923
2017-09-27,7.9523
2017-09-28,7.9387
2017-09-29,7.9626
2017-09-30,7.9626
2017-10-01,7.9626
2017-10-02,7.9993
2017-10-03,7.9815
2017-10-04,7.9585
2017-10-05,8.0057
2017-10-06,8.0014
2017-10-07,8.0014
2017-10-08,8.0014
2017-10-09,7.9832
2017-10-10,7.9523
2017-10-11,7.9218
2017-10-12,7.9015
2017-10-13,7.8875
2017-10-14,7.8875
2017-10-15,7.8875
2017-10-16,7.8977
2017-10-17,7.9447
2017-10-18,7.9605
2017-10-19,7.9318
2017-10-20,7.9831
2017-10-21,7.9831
2017-10-22,7.9831
2017-10-23,8.0022
2017-10-24,8.0056
2017-10-25,8.0157
2017-10-26,8.171
2017-10-27,8.1476
2017-10-28,8.1476
2017-10-29,8.1476
2017-10-30,8.1512
2017-10-31,8.1689
2017-11-01,8.1499
2017-11-02,8.1357
2017-11-03,8.1762
2017-11-04,8.1762
2017-11-05,8.1762
2017-11-06,8.1348
2017-11-07,8.1714
2017-11-08,8.1659
2017-11-09,8.1325
2017-11-10,8.134
2017-11-11,8.134
2017-11-12,8.134
2017-11-13,8.1649
2017-11-14,8.1804
2017-11-15,8.2448
2017-11-16,8.2099
2017-11-17,8.2402
2017-11-18,8.2402
2017-11-19,8.2402
2017-11-20,8.2912
2017-11-21,8.2129
2017-11-22,8.1537
2017-11-23,8.1368
2017-11-24,8.1302
2017-11-25,8.1302
2017-11-26,8.1302
2017-11-27,8.1522
2017-11-28,8.2453
2017-11-29,8.2557
2017-11-30,8.3188
2017-12-01,8.2852
2017-12-02,8.2852
2017-12-03,8.2852
2017-12-04,8.3316
2017-12-05,8.262
2017-12-06,8.2722
2017-12-07,8.3163
2017-12-08,8.2942
2017-12-09,8.2942
2017-12-10,8.2942
2017-12-11,8.3824
2017-12-12,8.3466
2017-12-13,8.325
2017-12-14,8.2978
2017-12-15,8.3833
2017-12-16,8.3833
2017-12-17,8.3833
2017-12-18,8.3596
2017-12-19,8.3495
2017-12-20,8.4106
2017-12-21,8.3548
2017-12-22,8.3181
2017-12-23,8.3181
2017-12-24,8.3181
2017-12-25,8.3114
2017-12-26,8.3091
2017-12-27,8.2721
2017-12-28,8.2514
2017-12-29,8.2042
2017-12-30,8.2042
2017-12-31,8.2042
2018-01-01,8.195
2018-01-02,8.1281
2018-01-03,8.1047
2018-01-04,8.0675
2018-01-05,8.0512
2018-01-06,8.0512
2018-01-07,8.0512
2018-01-08,8.0779
2018-01-09,8.1007
2018-01-10,8.0739
2018-01-11,8.0137
2018-01-12,7.9203
2018-01-13,7.9203
2018-01-14,7.9203
2018-01-15,7.8824
2018-01-16,7.8753
2018-01-17,7.8805
2018-01-18,7.8471
2018-01-19,7.8637
2018-01-20,7.8637
2018-01-21,7.8637
2018-01-22,7.8532
2018-01-23,7.8237
2018-01-24,7.7477
2018-01-25,7.7426
2018-01-26,7.6903
2018-01-27,7.6903
2018-01-28,7.6903
2018-01-29,7.7111
2018-01-30,7.7214
2018-01-31,7.7088
2018-02-01,7.6428
2018-02-02,7.7329
2018-02-03,7.7329
2018-02-04,7.7329
2018-02-05,7.837
2018-02-06,7.8157
2018-02-07,7.9065
2018-02-08,7.9276
2018-02-09,7.9622
2018-02-10,7.9622
2018-02-11,7.9622
2018-02-12,7.9149
2018-02-13,7.8809
2018-02-14,7.7999
2018-02-15,7.766
2018-02-16,7.781
2018-02-17,7.781
2018-02-18,7.781
2018-02-19,7.7797
2018-02-20,7.8409
2018-02-21,7.8679
2018-02-22,7.8534
2018-02-23,7.8518
2018-02-24,7.8518
2018-02-25,7.8518
2018-02-26,7.8235
2018-02-27,7.8682
2018-02-28,7.9011
2018-03-01,7.8466
2018-03-02,7.7901
2018-03-03,7.7901
2018-03-04,7.7901
2018-03-05,7.8196
2018-03-06,7.7784
2018-03-07,7.8042
2018-03-08,7.841
2018-03-09,7.7787
2018-03-10,7.7787
2018-03-11,7.7787
2018-03-12,7.7449
2018-03-13,7.7362
2018-03-14,7.7303
2018-03-15,7.7139
2018-03-16,7.7152
2018-03-17,7.7152
2018-03-18,7.7152
2018-03-19,7.7232
2018-03-20,7.7467
2018-03-21,7.6972
2018-03-22,7.7502
2018-03-23,7.7577
2018-03-24,7.7577
2018-03-25,7.7577
2018-03-26,7.6823
2018-03-27,7.7182
2018-03-28,7.8638
2018-03-29,7.8416
2018-03-30,7.8413
2018-03-31,7.8413
2018-04-01,7.8413
2018-04-02,7.8886
2018-04-03,7.838
2018-04-04,7.8245
2018-04-05,7.8312
2018-04-06,7.8307
2018-04-07,7.8307
2018-04-08,7.8307
2018-04-09,7.7856
2018-04-10,7.7951
2018-04-11,7.7747
2018-04-12,7.7716
2018-04-13,7.7756
2018-04-14,7.7756
2018-04-15,7.7756
2018-04-16,7.7755
2018-04-17,7.7615
2018-04-18,7.7621
2018-04-19,7.7918
2018-04-20,7.8234
2018-04-21,7.8234
2018-04-22,7.8234
2018-04-23,7.8873
2018-04-24,7.9026
2018-04-25,7.9729
2018-04-26,7.9941
2018-04-27,7.9619
2018-04-28,7.9619
2018-04-29,7.9619
2018-04-30,8.0156
2018-05-01,8.0898
2018-05-02,8.1219
2018-05-03,8.0472
2018-05-04,8.0621
2018-05-05,8.0621
2018-05-06,8.0621
2018-05-07,8.0708
2018-05-08,8.1413
2018-05-09,8.0771
2018-05-10,8.0036
2018-05-11,8.0028
2018-05-12,8.0028
2018-05-13,8.0028
2018-05-14,8.0337
2018-05-15,8.123
2018-05-16,8.0789
2018-05-17,8.1203
2018-05-18,8.1207
2018-05-19,8.1207
2018-05-20,8.1207
2018-05-21,8.0499
2018-05-22,8.0607
2018-05-23,8.0967
2018-05-24,8.0993
2018-05-25,8.1736
2018-05-26,8.1736
2018-05-27,8.1736
2018-05-28,8.1961
2018-05-29,8.2843
2018-05-30,8.1809
2018-05-31,8.1798
2018-06-01,8.192
2018-06-02,8.192
2018-06-03,8.192
2018-06-04,8.1198
2018-06-05,8.1117
2018-06-06,8.0805
2018-06-07,8.0564
2018-06-08,8.0411
2018-06-09,8.0411
2018-06-10,8.0411
2018-06-11,8.0436
2018-06-12,8.0524
2018-06-13,8.0103
2018-06-14,8.1369
2018-06-15,8.1466
2018-06-16,8.1466
2018-06-17,8.1466
2018-06-18,8.1267
2018-06-19,8.1887
2018-06-20,8.18
2018-06-21,8.1272
2018-06-22,8.0949
2018-06-23,8.0949
2018-06-24,8.0949
2018-06-25,8.102
2018-06-26,8.1295
2018-06-27,8.1931
2018-06-28,8.1881
2018-06-29,8.1474
2018-06-30,8.1474
2018-07-01,8.1474
2018-07-02,8.1729
2018-07-03,8.1318
2018-07-04,8.1107
2018-07-05,8.0613
2018-07-06,8.0304
2018-07-07,8.0304
2018-07-08,8.0304
2018-07-09,8.0245
2018-07-10,8.0169
2018-07-11,8.11
2018-07-12,8.112
2018-07-13,8.1155
2018-07-14,8.1155
2018-07-15,8.1155
2018-07-16,8.1013
2018-07-17,8.1528
2018-07-18,8.1702
2018-07-19,8.2349
2018-07-20,8.1785
2018-07-21,8.1785
2018-07-22,8.1785
2018-07-23,8.1952
2018-07-24,8.1779
2018-07-25,8.1351
2018-07-26,8.1895
2018-07-27,8.1892
2018-07-28,8.1892
2018-07-29,8.1892
2018-07-30,8.135
2018-07-31,8.1589
2018-08-01,8.1795
2018-08-02,8.2422
2018-08-03,8.2572
2018-08-04,8.2572
2018-08-05,8.2572
2018-08-06,8.2544
2018-08-07,8.205
2018-08-08,8.2176
2018-08-09,8.319
2018-08-10,8.3611
2018-08-11,8.3611
2018-08-12,8.3611
2018-08-13,8.3627
2018-08-14,8.416
2018-08-15,8.4545
2018-08-16,8.4774
2018-08-17,8.4539
2018-08-18,8.4539
2018-08-19,8.4539
2018-08-20,8.4457
2018-08-21,8.4048
2018-08-22,8.341
2018-08-23,8.3893
2018-08-24,8.3282
2018-08-25,8.3282
2018-08-26,8.3282
2018-08-27,8.3241
2018-08-28,8.3427
2018-08-29,8.3316
2018-08-30,8.3385
2018-08-31,8.3836
2018-09-01,8.3836
2018-09-02,8.3836
2018-09-03,8.3543
2018-09-04,8.3927
2018-09-05,8.3963
2018-09-06,8.4219
2018-09-07,8.4526
2018-09-08,8.4526
2018-09-09,8.4526
2018-09-10,8.3905
2018-09-11,8.3205
2018-09-12,8.2602
2018-09-13,8.2185
2018-09-14,8.2571
2018-09-15,8.2571
2018-09-16,8.2571
2018-09-17,8.1733
2018-09-18,8.1593
2018-09-19,8.1516
2018-09-20,8.1452
2018-09-21,8.1498
2018-09-22,8.1498
2018-09-23,8.1498
2018-09-24,8.1412
2018-09-25,8.1287
2018-09-26,8.111
2018-09-27,8.1551
2018-09-28,8.1542
2018-09-29,8.1542
2018-09-30,8.1542
2018-10-01,8.1507
2018-10-02,8.1738
2018-10-03,8.2282
2018-10-04,8.2488
2018-10-05,8.2593
2018-10-06,8.2593
2018-10-07,8.2593
2018-10-08,8.2764
2018-10-09,8.2681
2018-10-10,8.2357
2018-10-11,8.2151
2018-10-12,8.1739
2018-10-13,8.1739
2018-10-14,8.1739
2018-10-15,8.1532
2018-10-16,8.1474
2018-10-17,8.2128
2018-10-18,8.2781
2018-10-19,8.2196
2018-10-20,8.2196
2018-10-21,8.2196
2018-10-22,8.2571
2018-10-23,8.2918
2018-10-24,8.3512
2018-10-25,8.3431
2018-10-26,8.3522
2018-10-27,8.3522
2018-10-28,8.3522
2018-10-29,8.3936
2018-10-30,8.414
2018-10-31,8.4377
2018-11-01,8.3525
2018-11-02,8.3675
2018-11-03,8.3675
2018-11-04,8.3675
2018-11-05,8.3625
2018-11-06,8.363
2018-11-07,8.3519
2018-11-08,8.3751
2018-11-09,8.4349
2018-11-10,8.4349
2018-11-11,8.4349
2018-11-12,8.5189
2018-11-13,8.4969
2018-11-14,8.509
2018-11-15,8.4888
2018-11-16,8.4411
2018-11-17,8.4411
2018-11-18,8.4411
2018-11-19,8.4794
2018-11-20,8.5768
2018-11-21,8.5298
2018-11-22,8.5381
2018-11-23,8.5968
2018-11-24,8.5968
2018-11-25,8.5968
2018-11-26,8.5887
2018-11-27,8.6013
2018-11-28,8.5584
2018-11-29,8.5349
2018-11-30,8.6186
2018-12-01,8.6186
2018-12-02,8.6186
2018-12-03,8.5277
2018-12-04,8.5061
2018-12-05,8.5032
2018-12-06,8.5236
2018-12-07,8.5055
2018-12-08,8.5055
2018-12-09,8.5055
2018-12-10,8.5629
2018-12-11,8.5793
2018-12-12,8.5721
2018-12-13,8.5573
2018-12-14,8.616
2018-12-15,8.616
2018-12-16,8.616
2018-12-17,8.6469
2018-12-18,8.7325
2018-12-19,8.7212
2018-12-20,8.6869
2018-12-21,8.7654
2018-12-22,8.7654
2018-12-23,8.7654
2018-12-24,8.7461
2018-12-25,8.7609
2018-12-26,8.7667
2018-12-27,8.7705
2018-12-28,8.7084
2018-12-29,8.7084
2018-12-30,8.7084
2018-12-31,8.6409
2019-01-01,8.6443
2019-01-02,8.7164
2019-01-03,8.6899
2019-01-04,8.6137
2019-01-05,8.6137
2019-01-06,8.6137
2019-01-07,8.5322
2019-01-08,8.5507
2019-01-09,8.4686
2019-01-10,8.4781
2019-01-11,8.5357
2019-01-12,8.5357
2019-01-13,8.5357
2019-01-14,8.549
2019-01-15,8.5421
2019-01-16,8.5396
2019-01-17,8.551
2019-01-18,8.5617
2019-01-19,8.5617
2019-01-20,8.5617
2019-01-21,8.5622
2019-01-22,8.6015
2019-01-23,8.566
2019-01-24,8.5881
2019-01-25,8.5132
2019-01-26,8.5132
2019-01-27,8.5132
2019-01-28,8.5107
2019-01-29,8.4983
2019-01-30,8.4251
2019-01-31,8.4299
2019-02-01,8.4385
2019-02-02,8.4385
2019-02-03,8.4385
2019-02-04,8.4615
2019-02-05,8.4848
2019-02-06,8.5427
2019-02-07,8.5958
2019-02-08,8.6376
2019-02-09,8.6376
2019-02-10,8.6376
2019-02-11,8.7171
2019-02-12,8.6505
2019-02-13,8.6616
2019-02-14,8.6496
2019-02-15,8.6354
2019-02-16,8.6354
2019-02-17,8.6354
2019-02-18,8.6104
2019-02-19,8.5665
2019-02-20,8.5879
2019-02-21,8.6237
2019-02-22,8.613
2019-02-23,8.613
2019-02-24,8.613
2019-02-25,8.5949
2019-02-26,8.5636
2019-02-27,8.5567
2019-02-28,8.5619
2019-03-01,8.5809
2019-03-02,8.5809
2019-03-03,8.5809
2019-03-04,8.645
2019-03-05,8.6625
2019-03-06,8.6651
2019-03-07,8.7797
2019-03-08,8.7684
2019-03-09,8.7684
2019-03-10,8.7684
2019-03-11,8.6657
2019-03-12,8.6329
2019-03-13,8.5633
2019-03-14,8.5712
2019-03-15,8.5298
2019-03-16,8.5298
2019-03-17,8.5298
2019-03-18,8.5459
2019-03-19,8.5266
2019-03-20,8.5005
2019-03-21,8.4544
2019-03-22,8.5593
2019-03-23,8.5593
2019-03-24,8.5593
2019-03-25,8.5343
2019-03-26,8.5452
2019-03-27,8.6285
2019-03-28,8.6411
2019-03-29,8.6267
2019-03-30,8.6267
2019-03-31,8.6267
2019-04-01,8.585
2019-04-02,8.6026
2019-04-03,8.5728
2019-04-04,8.602
2019-04-05,8.6102
2019-04-06,8.6102
2019-04-07,8.6102
2019-04-08,8.5471
2019-04-09,8.5569
2019-04-10,8.497
2019-04-11,8.5363
2019-04-12,8.4879
2019-04-13,8.4879
2019-04-14,8.4879
2019-04-15,8.4956
2019-04-16,8.4923
2019-04-17,8.4949
2019-04-18,8.5154
2019-04-19,8.5133
2019-04-20,8.5133
2019-04-21,8.5133
2019-04-22,8.4987
2019-04-23,8.5446
2019-04-24,8.6373
2019-04-25,8.6706
2019-04-26,8.684
2019-04-27,8.684
2019-04-28,8.684
2019-04-29,8.6581
2019-04-30,8.6297
2019-05-01,8.6729
2019-05-02,8.7563
2019-05-03,8.7051
2019-05-04,8.7051
2019-05-05,8.7051
2019-05-06,8.7195
2019-05-07,8.7413
2019-05-08,8.7692
2019-05-09,8.7837
2019-05-10,8.7136
2019-05-11,8.7136
2019-05-12,8.7136
2019-05-13,8.7674
2019-05-14,8.7453
2019-05-15,8.7206
2019-05-16,8.7442
2019-05-17,8.7949
2019-05-18,8.7949
2019-05-19,8.7949
2019-05-20,8.7916
2019-05-21,8.7656
2019-05-22,8.7588
2019-05-23,8.7593
2019-05-24,8.6894
2019-05-25,8.6894
2019-05-26,8.6894
2019-05-27,8.7068
2019-05-28,8.7243
2019-05-29,8.7529
2019-05-30,8.7719
2019-05-31,8.7573
2019-06-01,8.7573
2019-06-02,8.7573
2019-06-03,8.7095
2019-06-04,8.6957
2019-06-05,8.7408
2019-06-06,8.6913
2019-06-07,8.6259
2019-06-08,8.6259
2019-06-09,8.6259
2019-06-10,8.6539
2019-06-11,8.6304
2019-06-12,8.6599
2019-06-13,8.6803
2019-06-14,8.715
2019-06-15,8.715
2019-06-16,8.715
2019-06-17,8.7348
2019-06-18,8.7455
2019-06-19,8.7049
2019-06-20,8.5559
2019-06-21,8.4999
2019-06-22,8.4999
2019-06-23,8.4999
2019-06-24,8.4796
2019-06-25,8.5338
2019-06-26,8.4957
2019-06-27,8.5144
2019-06-28,8.5326
2019-06-29,8.5326
2019-06-30,8.5326
2019-07-01,8.581
2019-07-02,8.5668
2019-07-03,8.535
2019-07-04,8.5328
2019-07-05,8.6192
2019-07-06,8.6192
2019-07-07,8.6192
2019-07-08,8.6423
2019-07-09,8.6519
2019-07-10,8.5805
2019-07-11,8.5395
2019-07-12,8.53
2019-07-13,8.53
2019-07-14,8.53
2019-07-15,8.54
2019-07-16,8.5739
2019-07-17,8.588
2019-07-18,8.5377
2019-07-19,8.5739
2019-07-20,8.5739
2019-07-21,8.5739
2019-07-22,8.6077
2019-07-23,8.6781
2019-07-24,8.6435
2019-07-25,8.6757
2019-07-26,8.7175
2019-07-27,8.7175
2019-07-28,8.7175
2019-07-29,8.6947
2019-07-30,8.7515
2019-07-31,8.8636
2019-08-01,8.8878
2019-08-02,8.9159
2019-08-03,8.9159
2019-08-04,8.9159
2019-08-05,8.9298
2019-08-06,8.9086
2019-08-07,8.9543
2019-08-08,8.9283
2019-08-09,8.8808
2019-08-10,8.8808
2019-08-11,8.8808
2019-08-12,8.9169
2019-08-13,8.8762
2019-08-14,8.9831
2019-08-15,9.0209
2019-08-16,9.0053
2019-08-17,9.0053
2019-08-18,9.0053
2019-08-19,8.9784
2019-08-20,8.9829
2019-08-21,8.9448
2019-08-22,8.9808
2019-08-23,8.9335
2019-08-24,8.9335
