,USDTRY BGN Curncy
2016-06-08,2.8928
2016-06-09,2.8919
2016-06-10,2.9292
2016-06-11,2.9292
2016-06-12,2.9292
2016-06-13,2.9199
2016-06-14,2.935
2016-06-15,2.925
2016-06-16,2.9302
2016-06-17,2.9274
2016-06-18,2.9274
2016-06-19,2.9274
2016-06-20,2.9064
2016-06-21,2.9099
2016-06-22,2.8932
2016-06-23,2.8535
2016-06-24,2.9279
2016-06-25,2.9279
2016-06-26,2.9279
2016-06-27,2.939
2016-06-28,2.9045
2016-06-29,2.89
2016-06-30,2.8777
2016-07-01,2.9018
2016-07-02,2.9018
2016-07-03,2.9018
2016-07-04,2.9068
2016-07-05,2.9296
2016-07-06,2.9377
2016-07-07,2.9373
2016-07-08,2.8922
2016-07-09,2.8922
2016-07-10,2.8922
2016-07-11,2.9045
2016-07-12,2.8869
2016-07-13,2.8997
2016-07-14,2.8782
2016-07-15,3.0157
2016-07-16,3.0157
2016-07-17,3.0157
2016-07-18,2.9773
2016-07-19,3.0423
2016-07-20,3.0898
2016-07-21,3.0694
2016-07-22,3.066
2016-07-23,3.066
2016-07-24,3.066
2016-07-25,3.0368
2016-07-26,3.0464
2016-07-27,3.0188
2016-07-28,3.0124
2016-07-29,2.9888
2016-07-30,2.9888
2016-07-31,2.9888
2016-08-01,2.9903
2016-08-02,2.9913
2016-08-03,3.0132
2016-08-04,3.0106
2016-08-05,2.9987
2016-08-06,2.9987
2016-08-07,2.9987
2016-08-08,2.9824
2016-08-09,2.9677
2016-08-10,2.9575
2016-08-11,2.9571
2016-08-12,2.9584
2016-08-13,2.9584
2016-08-14,2.9584
2016-08-15,2.9409
2016-08-16,2.9297
2016-08-17,2.9228
2016-08-18,2.9272
2016-08-19,2.9292
2016-08-20,2.9292
2016-08-21,2.9292
2016-08-22,2.9418
2016-08-23,2.9531
2016-08-24,2.9517
2016-08-25,2.9348
2016-08-26,2.9535
2016-08-27,2.9535
2016-08-28,2.9535
2016-08-29,2.9506
2016-08-30,2.963
2016-08-31,2.9579
2016-09-01,2.9608
2016-09-02,2.9512
2016-09-03,2.9512
2016-09-04,2.9512
2016-09-05,2.9457
2016-09-06,2.9225
2016-09-07,2.9363
2016-09-08,2.9511
2016-09-09,2.9688
2016-09-10,2.9688
2016-09-11,2.9688
2016-09-12,2.9676
2016-09-13,2.9839
2016-09-14,2.9801
2016-09-15,2.9686
2016-09-16,2.9804
2016-09-17,2.9804
2016-09-18,2.9804
2016-09-19,2.9764
2016-09-20,2.9781
2016-09-21,2.9553
2016-09-22,2.9425
2016-09-23,2.9689
2016-09-24,2.9689
2016-09-25,2.9689
2016-09-26,2.9811
2016-09-27,2.9748
2016-09-28,2.9798
2016-09-29,2.9992
2016-09-30,2.9999
2016-10-01,2.9999
2016-10-02,2.9999
2016-10-03,3.0187
2016-10-04,3.0589
2016-10-05,3.0515
2016-10-06,3.0399
2016-10-07,3.051
2016-10-08,3.051
2016-10-09,3.051
2016-10-10,3.0723
2016-10-11,3.0839
2016-10-12,3.0867
2016-10-13,3.0858
2016-10-14,3.0903
2016-10-15,3.0903
2016-10-16,3.0903
2016-10-17,3.096
2016-10-18,3.0954
2016-10-19,3.0615
2016-10-20,3.06
2016-10-21,3.081
2016-10-22,3.081
2016-10-23,3.081
2016-10-24,3.08
2016-10-25,3.071
2016-10-26,3.0811
2016-10-27,3.1137
2016-10-28,3.1068
2016-10-29,3.1068
2016-10-30,3.1068
2016-10-31,3.094
2016-11-01,3.1112
2016-11-02,3.1135
2016-11-03,3.1101
2016-11-04,3.1568
2016-11-05,3.1568
2016-11-06,3.1568
2016-11-07,3.1678
2016-11-08,3.1561
2016-11-09,3.2102
2016-11-10,3.2507
2016-11-11,3.2488
2016-11-12,3.2488
2016-11-13,3.2488
2016-11-14,3.2901
2016-11-15,3.2905
2016-11-16,3.324
2016-11-17,3.3704
2016-11-18,3.3683
2016-11-19,3.3683
2016-11-20,3.3683
2016-11-21,3.3613
2016-11-22,3.3845
2016-11-23,3.3953
2016-11-24,3.4463
2016-11-25,3.4514
2016-11-26,3.4514
2016-11-27,3.4514
2016-11-28,3.4154
2016-11-29,3.409
2016-11-30,3.4375
2016-12-01,3.5039
2016-12-02,3.521
2016-12-03,3.521
2016-12-04,3.521
2016-12-05,3.5243
2016-12-06,3.4457
2016-12-07,3.3896
2016-12-08,3.4427
2016-12-09,3.4772
2016-12-10,3.4772
2016-12-11,3.4772
2016-12-12,3.4689
2016-12-13,3.4924
2016-12-14,3.5327
2016-12-15,3.512
2016-12-16,3.5053
2016-12-17,3.5053
2016-12-18,3.5053
2016-12-19,3.5333
2016-12-20,3.5254
2016-12-21,3.5089
2016-12-22,3.5106
2016-12-23,3.5173
2016-12-24,3.5173
2016-12-25,3.5173
2016-12-26,3.5123
2016-12-27,3.5215
2016-12-28,3.5402
2016-12-29,3.5239
2016-12-30,3.5235
2016-12-31,3.5235
2017-01-01,3.5235
2017-01-02,3.5441
2017-01-03,3.5943
2017-01-04,3.5721
2017-01-05,3.5932
2017-01-06,3.6437
2017-01-07,3.6437
2017-01-08,3.6437
2017-01-09,3.7134
2017-01-10,3.7897
2017-01-11,3.8646
2017-01-12,3.76
2017-01-13,3.7233
2017-01-14,3.7233
2017-01-15,3.7233
2017-01-16,3.8041
2017-01-17,3.7615
2017-01-18,3.797
2017-01-19,3.8274
2017-01-20,3.7682
2017-01-21,3.7682
2017-01-22,3.7682
2017-01-23,3.7568
2017-01-24,3.7833
2017-01-25,3.8303
2017-01-26,3.8499
2017-01-27,3.87
2017-01-28,3.87
2017-01-29,3.87
2017-01-30,3.7812
2017-01-31,3.7733
2017-02-01,3.7695
2017-02-02,3.7372
2017-02-03,3.6969
2017-02-04,3.6969
2017-02-05,3.6969
2017-02-06,3.6838
2017-02-07,3.7455
2017-02-08,3.719
2017-02-09,3.6822
2017-02-10,3.6976
2017-02-11,3.6976
2017-02-12,3.6976
2017-02-13,3.6723
2017-02-14,3.6515
2017-02-15,3.6599
2017-02-16,3.6674
2017-02-17,3.6309
2017-02-18,3.6309
2017-02-19,3.6309
2017-02-20,3.6245
2017-02-21,3.6204
2017-02-22,3.5799
2017-02-23,3.5689
2017-02-24,3.6082
2017-02-25,3.6082
2017-02-26,3.6082
2017-02-27,3.6082
2017-02-28,3.6462
2017-03-01,3.6535
2017-03-02,3.728
2017-03-03,3.7045
2017-03-04,3.7045
2017-03-05,3.7045
2017-03-06,3.7099
2017-03-07,3.6801
2017-03-08,3.746
2017-03-09,3.7738
2017-03-10,3.7316
2017-03-11,3.7316
2017-03-12,3.7316
2017-03-13,3.7415
2017-03-14,3.7425
2017-03-15,3.676
2017-03-16,3.6253
2017-03-17,3.6365
2017-03-18,3.6365
2017-03-19,3.6365
2017-03-20,3.616
2017-03-21,3.6336
2017-03-22,3.6184
2017-03-23,3.6344
2017-03-24,3.6119
2017-03-25,3.6119
2017-03-26,3.6119
2017-03-27,3.6163
2017-03-28,3.6581
2017-03-29,3.6458
2017-03-30,3.6534
2017-03-31,3.6363
2017-04-01,3.6363
2017-04-02,3.6363
2017-04-03,3.6453
2017-04-04,3.6785
2017-04-05,3.6993
2017-04-06,3.7091
2017-04-07,3.7332
2017-04-08,3.7332
2017-04-09,3.7332
2017-04-10,3.7294
2017-04-11,3.6975
2017-04-12,3.6494
2017-04-13,3.6632
2017-04-14,3.7092
2017-04-15,3.7092
2017-04-16,3.7092
2017-04-17,3.7019
2017-04-18,3.6609
2017-04-19,3.675
2017-04-20,3.6412
2017-04-21,3.6401
2017-04-22,3.6401
2017-04-23,3.6401
2017-04-24,3.5716
2017-04-25,3.5795
2017-04-26,3.5783
2017-04-27,3.5611
2017-04-28,3.5517
2017-04-29,3.5517
2017-04-30,3.5517
2017-05-01,3.5543
2017-05-02,3.5274
2017-05-03,3.5352
2017-05-04,3.5535
2017-05-05,3.5439
2017-05-06,3.5439
2017-05-07,3.5439
2017-05-08,3.5853
2017-05-09,3.6239
2017-05-10,3.5869
2017-05-11,3.5767
2017-05-12,3.5719
2017-05-13,3.5719
2017-05-14,3.5719
2017-05-15,3.5483
2017-05-16,3.5388
2017-05-17,3.5694
2017-05-18,3.6252
2017-05-19,3.5745
2017-05-20,3.5745
2017-05-21,3.5745
2017-05-22,3.559
2017-05-23,3.5746
2017-05-24,3.5601
2017-05-25,3.5667
2017-05-26,3.578
2017-05-27,3.578
2017-05-28,3.578
2017-05-29,3.577
2017-05-30,3.5489
2017-05-31,3.5279
2017-06-01,3.5245
2017-06-02,3.5088
2017-06-03,3.5088
2017-06-04,3.5088
2017-06-05,3.524
2017-06-06,3.5151
2017-06-07,3.55
2017-06-08,3.5248
2017-06-09,3.5373
2017-06-10,3.5373
2017-06-11,3.5373
2017-06-12,3.5158
2017-06-13,3.5191
2017-06-14,3.4884
2017-06-15,3.5131
2017-06-16,3.5025
2017-06-17,3.5025
2017-06-18,3.5025
2017-06-19,3.5229
2017-06-20,3.5445
2017-06-21,3.5309
2017-06-22,3.5098
2017-06-23,3.5093
2017-06-24,3.5093
2017-06-25,3.5093
2017-06-26,3.5005
2017-06-27,3.5259
2017-06-28,3.5127
2017-06-29,3.5271
2017-06-30,3.5207
2017-07-01,3.5207
2017-07-02,3.5207
2017-07-03,3.5568
2017-07-04,3.5588
2017-07-05,3.6068
2017-07-06,3.6214
2017-07-07,3.6185
2017-07-08,3.6185
2017-07-09,3.6185
2017-07-10,3.6086
2017-07-11,3.6131
2017-07-12,3.5676
2017-07-13,3.5657
2017-07-14,3.5381
2017-07-15,3.5381
2017-07-16,3.5381
2017-07-17,3.5285
2017-07-18,3.5231
2017-07-19,3.5217
2017-07-20,3.5265
2017-07-21,3.5361
2017-07-22,3.5361
2017-07-23,3.5361
2017-07-24,3.5568
2017-07-25,3.5723
2017-07-26,3.5374
2017-07-27,3.5366
2017-07-28,3.5276
2017-07-29,3.5276
2017-07-30,3.5276
2017-07-31,3.5193
2017-08-01,3.5272
2017-08-02,3.5321
2017-08-03,3.5395
2017-08-04,3.528
2017-08-05,3.528
2017-08-06,3.528
2017-08-07,3.529
2017-08-08,3.5336
2017-08-09,3.5376
2017-08-10,3.5417
2017-08-11,3.5367
2017-08-12,3.5367
2017-08-13,3.5367
2017-08-14,3.5257
2017-08-15,3.5353
2017-08-16,3.5164
2017-08-17,3.5266
2017-08-18,3.5185
2017-08-19,3.5185
2017-08-20,3.5185
2017-08-21,3.4964
2017-08-22,3.4949
2017-08-23,3.4802
2017-08-24,3.4839
2017-08-25,3.4395
2017-08-26,3.4395
2017-08-27,3.4395
2017-08-28,3.4438
2017-08-29,3.4476
2017-08-30,3.4516
2017-08-31,3.4529
2017-09-01,3.4298
2017-09-02,3.4298
2017-09-03,3.4298
2017-09-04,3.4349
2017-09-05,3.4389
2017-09-06,3.4255
2017-09-07,3.4044
2017-09-08,3.4115
2017-09-09,3.4115
2017-09-10,3.4115
2017-09-11,3.4076
2017-09-12,3.433
2017-09-13,3.4579
2017-09-14,3.4335
2017-09-15,3.4377
2017-09-16,3.4377
2017-09-17,3.4377
2017-09-18,3.4906
2017-09-19,3.488
2017-09-20,3.5041
2017-09-21,3.5026
2017-09-22,3.4959
2017-09-23,3.4959
2017-09-24,3.4959
2017-09-25,3.5496
2017-09-26,3.5422
2017-09-27,3.5771
2017-09-28,3.5594
2017-09-29,3.5633
2017-09-30,3.5633
2017-10-01,3.5633
2017-10-02,3.5676
2017-10-03,3.5706
2017-10-04,3.5725
2017-10-05,3.5846
2017-10-06,3.6147
2017-10-07,3.6147
2017-10-08,3.6147
2017-10-09,3.7023
2017-10-10,3.7111
2017-10-11,3.6484
2017-10-12,3.6555
2017-10-13,3.6351
2017-10-14,3.6351
2017-10-15,3.6351
2017-10-16,3.6464
2017-10-17,3.6661
2017-10-18,3.6767
2017-10-19,3.646
2017-10-20,3.671
2017-10-21,3.671
2017-10-22,3.671
2017-10-23,3.7167
2017-10-24,3.7417
2017-10-25,3.7676
2017-10-26,3.8206
2017-10-27,3.7883
2017-10-28,3.7883
2017-10-29,3.7883
2017-10-30,3.7842
2017-10-31,3.7915
2017-11-01,3.813
2017-11-02,3.7973
2017-11-03,3.8875
2017-11-04,3.8875
2017-11-05,3.8875
2017-11-06,3.8291
2017-11-07,3.8865
2017-11-08,3.8662
2017-11-09,3.8677
2017-11-10,3.8644
2017-11-11,3.8644
2017-11-12,3.8644
2017-11-13,3.8706
2017-11-14,3.8862
2017-11-15,3.8809
2017-11-16,3.8628
2017-11-17,3.876
2017-11-18,3.876
2017-11-19,3.876
2017-11-20,3.9289
2017-11-21,3.9565
2017-11-22,3.9183
2017-11-23,3.92
2017-11-24,3.9553
2017-11-25,3.9553
2017-11-26,3.9553
2017-11-27,3.9056
2017-11-28,3.9646
2017-11-29,3.9617
2017-11-30,3.92
2017-12-01,3.9139
2017-12-02,3.9139
2017-12-03,3.9139
2017-12-04,3.8747
2017-12-05,3.8444
2017-12-06,3.8501
2017-12-07,3.8621
2017-12-08,3.8353
2017-12-09,3.8353
2017-12-10,3.8353
2017-12-11,3.8364
2017-12-12,3.8479
2017-12-13,3.8121
2017-12-14,3.887
2017-12-15,3.8622
2017-12-16,3.8622
2017-12-17,3.8622
2017-12-18,3.83
2017-12-19,3.8335
2017-12-20,3.82
2017-12-21,3.8184
2017-12-22,3.8093
2017-12-23,3.8093
2017-12-24,3.8093
2017-12-25,3.8106
2017-12-26,3.8086
2017-12-27,3.8163
2017-12-28,3.775
2017-12-29,3.7982
2017-12-30,3.7982
2017-12-31,3.7982
2018-01-01,3.791
2018-01-02,3.7668
2018-01-03,3.7818
2018-01-04,3.7481
2018-01-05,3.7353
2018-01-06,3.7353
2018-01-07,3.7353
2018-01-08,3.7456
2018-01-09,3.7696
2018-01-10,3.7998
2018-01-11,3.7745
2018-01-12,3.7489
2018-01-13,3.7489
2018-01-14,3.7489
2018-01-15,3.7988
2018-01-16,3.7968
2018-01-17,3.8186
2018-01-18,3.7681
2018-01-19,3.8065
2018-01-20,3.8065
2018-01-21,3.8065
2018-01-22,3.7752
2018-01-23,3.7675
2018-01-24,3.7387
2018-01-25,3.751
2018-01-26,3.7514
2018-01-27,3.7514
2018-01-28,3.7514
2018-01-29,3.7933
2018-01-30,3.7809
2018-01-31,3.7554
2018-02-01,3.7316
2018-02-02,3.7692
2018-02-03,3.7692
2018-02-04,3.7692
2018-02-05,3.7905
2018-02-06,3.77
2018-02-07,3.8046
2018-02-08,3.8227
2018-02-09,3.8189
2018-02-10,3.8189
2018-02-11,3.8189
2018-02-12,3.8005
2018-02-13,3.8096
2018-02-14,3.7826
2018-02-15,3.7644
2018-02-16,3.7471
2018-02-17,3.7471
2018-02-18,3.7471
2018-02-19,3.7588
2018-02-20,3.7986
2018-02-21,3.7888
2018-02-22,3.7834
2018-02-23,3.789
2018-02-24,3.789
2018-02-25,3.789
2018-02-26,3.7861
2018-02-27,3.8156
2018-02-28,3.7992
2018-03-01,3.8059
2018-03-02,3.8076
2018-03-03,3.8076
2018-03-04,3.8076
2018-03-05,3.8084
2018-03-06,3.794
2018-03-07,3.8016
2018-03-08,3.824
2018-03-09,3.8125
2018-03-10,3.8125
2018-03-11,3.8125
2018-03-12,3.8441
2018-03-13,3.8736
2018-03-14,3.8797
2018-03-15,3.8957
2018-03-16,3.9203
2018-03-17,3.9203
2018-03-18,3.9203
2018-03-19,3.9363
2018-03-20,3.9341
2018-03-21,3.9093
2018-03-22,3.935
2018-03-23,3.9829
2018-03-24,3.9829
2018-03-25,3.9829
2018-03-26,3.9655
2018-03-27,3.9818
2018-03-28,4.0101
2018-03-29,3.9425
2018-03-30,3.9553
2018-03-31,3.9553
2018-04-01,3.9553
2018-04-02,3.9725
2018-04-03,3.9885
2018-04-04,3.9992
2018-04-05,4.0516
2018-04-06,4.0455
2018-04-07,4.0455
2018-04-08,4.0455
2018-04-09,4.0725
2018-04-10,4.1124
2018-04-11,4.136
2018-04-12,4.11
2018-04-13,4.0973
2018-04-14,4.0973
2018-04-15,4.0973
2018-04-16,4.097
2018-04-17,4.0977
2018-04-18,4.0084
2018-04-19,4.0413
2018-04-20,4.0762
2018-04-21,4.0762
2018-04-22,4.0762
2018-04-23,4.1083
2018-04-24,4.0861
2018-04-25,4.0816
2018-04-26,4.066
2018-04-27,4.0426
2018-04-28,4.0426
2018-04-29,4.0426
2018-04-30,4.0621
2018-05-01,4.1041
2018-05-02,4.1775
2018-05-03,4.2137
2018-05-04,4.2309
2018-05-05,4.2309
2018-05-06,4.2309
2018-05-07,4.2681
2018-05-08,4.3327
2018-05-09,4.288
2018-05-10,4.2328
2018-05-11,4.3157
2018-05-12,4.3157
2018-05-13,4.3157
2018-05-14,4.367
2018-05-15,4.4465
2018-05-16,4.4145
2018-05-17,4.4606
2018-05-18,4.4919
2018-05-19,4.4919
2018-05-20,4.4919
2018-05-21,4.576
2018-05-22,4.6692
2018-05-23,4.5761
2018-05-24,4.7082
2018-05-25,4.7156
2018-05-26,4.7156
2018-05-27,4.7156
2018-05-28,4.5837
2018-05-29,4.5473
2018-05-30,4.4651
2018-05-31,4.5267
2018-06-01,4.6485
2018-06-02,4.6485
2018-06-03,4.6485
2018-06-04,4.5911
2018-06-05,4.5993
2018-06-06,4.5557
2018-06-07,4.4842
2018-06-08,4.4732
2018-06-09,4.4732
2018-06-10,4.4732
2018-06-11,4.5232
2018-06-12,4.5969
2018-06-13,4.6471
2018-06-14,4.7266
2018-06-15,4.7305
2018-06-16,4.7305
2018-06-17,4.7305
2018-06-18,4.7046
2018-06-19,4.7407
2018-06-20,4.7325
2018-06-21,4.72
2018-06-22,4.6771
2018-06-23,4.6771
2018-06-24,4.6771
2018-06-25,4.6818
2018-06-26,4.6148
2018-06-27,4.6231
2018-06-28,4.5847
2018-06-29,4.5929
2018-06-30,4.5929
2018-07-01,4.5929
2018-07-02,4.6163
2018-07-03,4.6719
2018-07-04,4.6677
2018-07-05,4.5921
2018-07-06,4.574
2018-07-07,4.574
2018-07-08,4.574
2018-07-09,4.7333
2018-07-10,4.7069
2018-07-11,4.8757
2018-07-12,4.856
2018-07-13,4.8387
2018-07-14,4.8387
2018-07-15,4.8387
2018-07-16,4.8462
2018-07-17,4.8044
2018-07-18,4.7956
2018-07-19,4.8088
2018-07-20,4.793
2018-07-21,4.793
2018-07-22,4.793
2018-07-23,4.7414
2018-07-24,4.8852
2018-07-25,4.7732
2018-07-26,4.8648
2018-07-27,4.8517
2018-07-28,4.8517
2018-07-29,4.8517
2018-07-30,4.8818
2018-07-31,4.914
2018-08-01,4.9946
2018-08-02,5.0689
2018-08-03,5.0818
2018-08-04,5.0818
2018-08-05,5.0818
2018-08-06,5.3304
2018-08-07,5.2287
2018-08-08,5.2789
2018-08-09,5.5506
2018-08-10,6.4323
2018-08-11,6.4323
2018-08-12,6.4323
2018-08-13,6.8838
2018-08-14,6.3502
2018-08-15,5.9466
2018-08-16,5.8341
2018-08-17,6.0177
2018-08-18,6.0177
2018-08-19,6.0177
2018-08-20,6.0814
2018-08-21,6.0758
2018-08-22,6.0512
2018-08-23,6.1235
2018-08-24,6.0058
2018-08-25,6.0058
2018-08-26,6.0058
2018-08-27,6.1237
2018-08-28,6.2753
2018-08-29,6.4687
2018-08-30,6.6542
2018-08-31,6.5396
2018-09-01,6.5396
2018-09-02,6.5396
2018-09-03,6.636
2018-09-04,6.6712
2018-09-05,6.6011
2018-09-06,6.5826
2018-09-07,6.4089
2018-09-08,6.4089
2018-09-09,6.4089
2018-09-10,6.4643
2018-09-11,6.4304
2018-09-12,6.3447
2018-09-13,6.0821
2018-09-14,6.169
2018-09-15,6.169
2018-09-16,6.169
2018-09-17,6.3131
2018-09-18,6.3845
2018-09-19,6.2501
2018-09-20,6.2001
2018-09-21,6.2907
2018-09-22,6.2907
2018-09-23,6.2907
2018-09-24,6.153
2018-09-25,6.1616
2018-09-26,6.11
2018-09-27,6.0104
2018-09-28,6.0559
2018-09-29,6.0559
2018-09-30,6.0559
2018-10-01,5.9397
2018-10-02,5.9851
2018-10-03,6.0464
2018-10-04,6.1642
2018-10-05,6.133
2018-10-06,6.133
2018-10-07,6.133
2018-10-08,6.1113
2018-10-09,6.1006
2018-10-10,6.0759
2018-10-11,5.9256
2018-10-12,5.8732
2018-10-13,5.8732
2018-10-14,5.8732
2018-10-15,5.7873
2018-10-16,5.6857
2018-10-17,5.5856
2018-10-18,5.6372
2018-10-19,5.6409
2018-10-20,5.6409
2018-10-21,5.6409
2018-10-22,5.6698
2018-10-23,5.74
2018-10-24,5.7027
2018-10-25,5.6349
2018-10-26,5.5936
2018-10-27,5.5936
2018-10-28,5.5936
2018-10-29,5.5611
2018-10-30,5.4757
2018-10-31,5.5829
2018-11-01,5.5109
2018-11-02,5.4289
2018-11-03,5.4289
2018-11-04,5.4289
2018-11-05,5.312
2018-11-06,5.3571
2018-11-07,5.3611
2018-11-08,5.4613
2018-11-09,5.4561
2018-11-10,5.4561
2018-11-11,5.4561
2018-11-12,5.4655
2018-11-13,5.4774
2018-11-14,5.4604
2018-11-15,5.3514
2018-11-16,5.333
2018-11-17,5.333
2018-11-18,5.333
2018-11-19,5.3125
2018-11-20,5.3781
2018-11-21,5.3083
2018-11-22,5.3029
2018-11-23,5.2866
2018-11-24,5.2866
2018-11-25,5.2866
2018-11-26,5.2485
2018-11-27,5.2693
2018-11-28,5.2219
2018-11-29,5.1642
2018-11-30,5.2153
2018-12-01,5.2153
2018-12-02,5.2153
2018-12-03,5.2503
2018-12-04,5.3875
2018-12-05,5.3254
2018-12-06,5.3397
2018-12-07,5.3029
2018-12-08,5.3029
2018-12-09,5.3029
2018-12-10,5.3254
2018-12-11,5.3651
2018-12-12,5.3454
2018-12-13,5.3401
2018-12-14,5.3621
2018-12-15,5.3621
2018-12-16,5.3621
2018-12-17,5.3717
2018-12-18,5.3455
2018-12-19,5.2839
2018-12-20,5.2625
2018-12-21,5.3149
2018-12-22,5.3149
2018-12-23,5.3149
2018-12-24,5.285
2018-12-25,5.3038
2018-12-26,5.2782
2018-12-27,5.2854
2018-12-28,5.2733
2018-12-29,5.2733
2018-12-30,5.2733
2018-12-31,5.2894
2019-01-01,5.2693
2019-01-02,5.4009
2019-01-03,5.4672
2019-01-04,5.3323
2019-01-05,5.3323
2019-01-06,5.3323
2019-01-07,5.3858
2019-01-08,5.4857
2019-01-09,5.4772
2019-01-10,5.4171
2019-01-11,5.4637
2019-01-12,5.4637
2019-01-13,5.4637
2019-01-14,5.444
2019-01-15,5.4471
2019-01-16,5.3374
2019-01-17,5.3476
2019-01-18,5.3276
2019-01-19,5.3276
2019-01-20,5.3276
2019-01-21,5.3224
2019-01-22,5.3413
2019-01-23,5.285
2019-01-24,5.2654
2019-01-25,5.2722
2019-01-26,5.2722
2019-01-27,5.2722
2019-01-28,5.3269
2019-01-29,5.3095
2019-01-30,5.227
2019-01-31,5.1646
2019-02-01,5.2087
2019-02-02,5.2087
2019-02-03,5.2087
2019-02-04,5.2177
2019-02-05,5.1998
2019-02-06,5.2159
2019-02-07,5.2668
2019-02-08,5.2474
2019-02-09,5.2474
2019-02-10,5.2474
2019-02-11,5.2787
2019-02-12,5.2526
2019-02-13,5.2844
2019-02-14,5.273
2019-02-15,5.2838
2019-02-16,5.2838
2019-02-17,5.2838
2019-02-18,5.2974
2019-02-19,5.2827
2019-02-20,5.3254
2019-02-21,5.32
2019-02-22,5.318
2019-02-23,5.318
2019-02-24,5.318
2019-02-25,5.3029
2019-02-26,5.3064
2019-02-27,5.3131
2019-02-28,5.337
2019-03-01,5.3733
2019-03-02,5.3733
2019-03-03,5.3733
2019-03-04,5.3777
2019-03-05,5.3865
2019-03-06,5.4279
2019-03-07,5.4702
2019-03-08,5.4395
2019-03-09,5.4395
2019-03-10,5.4395
2019-03-11,5.4451
2019-03-12,5.4548
2019-03-13,5.4562
2019-03-14,5.4667
2019-03-15,5.4466
2019-03-16,5.4466
2019-03-17,5.4466
2019-03-18,5.4678
2019-03-19,5.4757
2019-03-20,5.4234
2019-03-21,5.4654
2019-03-22,5.7593
2019-03-23,5.7593
2019-03-24,5.7593
2019-03-25,5.5503
2019-03-26,5.3278
2019-03-27,5.3288
2019-03-28,5.5603
2019-03-29,5.5707
2019-03-30,5.5707
2019-03-31,5.5707
2019-04-01,5.4888
2019-04-02,5.6093
2019-04-03,5.6248
2019-04-04,5.5921
2019-04-05,5.626
2019-04-06,5.626
2019-04-07,5.626
2019-04-08,5.6882
2019-04-09,5.6938
2019-04-10,5.6805
2019-04-11,5.7355
2019-04-12,5.7815
2019-04-13,5.7815
2019-04-14,5.7815
2019-04-15,5.8041
2019-04-16,5.77
2019-04-17,5.7424
2019-04-18,5.7982
2019-04-19,5.811
2019-04-20,5.811
2019-04-21,5.811
2019-04-22,5.8257
2019-04-23,5.8284
2019-04-24,5.8734
2019-04-25,5.928
2019-04-26,5.938
2019-04-27,5.938
2019-04-28,5.938
2019-04-29,5.9485
2019-04-30,5.9661
2019-05-01,5.966
2019-05-02,5.9641
2019-05-03,5.9642
2019-05-04,5.9642
2019-05-05,5.9642
2019-05-06,6.0813
2019-05-07,6.1503
2019-05-08,6.1828
2019-05-09,6.1931
2019-05-10,5.9827
2019-05-11,5.9827
2019-05-12,5.9827
2019-05-13,6.0586
2019-05-14,6.0299
2019-05-15,5.9997
2019-05-16,6.0454
2019-05-17,6.0553
2019-05-18,6.0553
2019-05-19,6.0553
2019-05-20,6.0262
2019-05-21,6.0517
2019-05-22,6.0998
2019-05-23,6.0954
2019-05-24,6.0821
2019-05-25,6.0821
2019-05-26,6.0821
2019-05-27,6.0612
2019-05-28,6.0316
2019-05-29,6.0121
2019-05-30,5.8767
2019-05-31,5.8391
2019-06-01,5.8391
2019-06-02,5.8391
2019-06-03,5.834
2019-06-04,5.7819
2019-06-05,5.7313
2019-06-06,5.7793
2019-06-07,5.8305
2019-06-08,5.8305
2019-06-09,5.8305
2019-06-10,5.7755
2019-06-11,5.7975
2019-06-12,5.8086
2019-06-13,5.8688
2019-06-14,5.8951
2019-06-15,5.8951
2019-06-16,5.8951
2019-06-17,5.8732
2019-06-18,5.8278
2019-06-19,5.7904
2019-06-20,5.7638
2019-06-21,5.8173
2019-06-22,5.8173
2019-06-23,5.8173
2019-06-24,5.8082
2019-06-25,5.7953
2019-06-26,5.7742
2019-06-27,5.7719
2019-06-28,5.7937
2019-06-29,5.7937
2019-06-30,5.7937
2019-07-01,5.6506
2019-07-02,5.6574
2019-07-03,5.6226
2019-07-04,5.5967
2019-07-05,5.628
2019-07-06,5.628
2019-07-07,5.628
2019-07-08,5.7344
2019-07-09,5.7322
2019-07-10,5.6763
2019-07-11,5.6739
2019-07-12,5.7212
2019-07-13,5.7212
2019-07-14,5.7212
2019-07-15,5.7147
2019-07-16,5.7102
2019-07-17,5.6846
2019-07-18,5.618
2019-07-19,5.6591
2019-07-20,5.6591
2019-07-21,5.6591
2019-07-22,5.6796
2019-07-23,5.718
2019-07-24,5.7064
2019-07-25,5.6954
2019-07-26,5.6672
2019-07-27,5.6672
2019-07-28,5.6672
2019-07-29,5.6151
2019-07-30,5.5587
2019-07-31,5.5827
2019-08-01,5.604
2019-08-02,5.5584
2019-08-03,5.5584
2019-08-04,5.5584
2019-08-05,5.5712
2019-08-06,5.5219
2019-08-07,5.4942
2019-08-08,5.4754
2019-08-09,5.4952
2019-08-10,5.4952
2019-08-11,5.4952
2019-08-12,5.5644
2019-08-13,5.5654
2019-08-14,5.6123
2019-08-15,5.5672
2019-08-16,5.5796
2019-08-17,5.5796
2019-08-18,5.5796
2019-08-19,5.6603
2019-08-20,5.7314
2019-08-21,5.7166
2019-08-22,5.7686
2019-08-23,5.7593
2019-08-24,5.7593
2019-08-25,5.7593
2019-08-26,5.8235
2019-08-27,5.8278
