,USDHKD BGN Curncy
2019-08-25,7.8426
2019-08-26,7.8447
2019-08-27,7.8473
2019-08-28,7.8451
2019-08-29,7.846
2019-08-30,7.842
2019-08-31,7.842
2019-09-01,7.842
2019-09-02,7.842
2019-09-03,7.8443
2019-09-04,7.8407
2019-09-05,7.838
2019-09-06,7.8394
2019-09-07,7.8394
2019-09-08,7.8394
2019-09-09,7.8392
2019-09-10,7.8398
2019-09-11,7.8385
2019-09-12,7.8244
2019-09-13,7.82
2019-09-14,7.82
2019-09-15,7.82
2019-09-16,7.8192
2019-09-17,7.8223
2019-09-18,7.8306
2019-09-19,7.8313
2019-09-20,7.8367
2019-09-21,7.8367
2019-09-22,7.8367
2019-09-23,7.8388
2019-09-24,7.8404
2019-09-25,7.8391
2019-09-26,7.8382
2019-09-27,7.8401
2019-09-28,7.8401
2019-09-29,7.8401
2019-09-30,7.8389
2019-10-01,7.8428
2019-10-02,7.8439
2019-10-03,7.8417
2019-10-04,7.8395
2019-10-05,7.8395
2019-10-06,7.8395
2019-10-07,7.843
2019-10-08,7.8447
2019-10-09,7.8456
2019-10-10,7.8425
2019-10-11,7.8433
2019-10-12,7.8433
2019-10-13,7.8433
2019-10-14,7.8456
2019-10-15,7.8453
2019-10-16,7.845
2019-10-17,7.8442
2019-10-18,7.843
2019-10-19,7.843
2019-10-20,7.843
2019-10-21,7.8429
2019-10-22,7.8426
2019-10-23,7.8414
2019-10-24,7.8381
2019-10-25,7.8375
2019-10-26,7.8375
2019-10-27,7.8375
2019-10-28,7.8393
2019-10-29,7.8392
2019-10-30,7.8405
2019-10-31,7.8373
2019-11-01,7.8363
2019-11-02,7.8363
2019-11-03,7.8363
2019-11-04,7.8374
2019-11-05,7.8327
2019-11-06,7.8271
2019-11-07,7.8263
2019-11-08,7.8299
2019-11-09,7.8299
2019-11-10,7.8299
2019-11-11,7.8269
2019-11-12,7.8279
2019-11-13,7.8282
2019-11-14,7.8274
2019-11-15,7.8262
2019-11-16,7.8262
2019-11-17,7.8262
2019-11-18,7.8276
2019-11-19,7.8277
2019-11-20,7.8254
2019-11-21,7.8203
2019-11-22,7.8255
2019-11-23,7.8255
2019-11-24,7.8255
2019-11-25,7.8261
2019-11-26,7.8285
2019-11-27,7.8272
2019-11-28,7.8268
2019-11-29,7.8288
2019-11-30,7.8288
2019-12-01,7.8288
2019-12-02,7.8285
2019-12-03,7.8295
2019-12-04,7.8289
2019-12-05,7.8291
2019-12-06,7.8297
2019-12-07,7.8297
2019-12-08,7.8297
2019-12-09,7.8282
2019-12-10,7.8269
2019-12-11,7.8081
2019-12-12,7.805
2019-12-13,7.7972
2019-12-14,7.7972
2019-12-15,7.7972
2019-12-16,7.7922
2019-12-17,7.7879
2019-12-18,7.7877
2019-12-19,7.7939
2019-12-20,7.7955
2019-12-21,7.7955
2019-12-22,7.7955
2019-12-23,7.7869
2019-12-24,7.7881
2019-12-25,7.7904
2019-12-26,7.7872
2019-12-27,7.7871
2019-12-28,7.7871
2019-12-29,7.7871
2019-12-30,7.7879
2019-12-31,7.7914
2020-01-01,7.7907
2020-01-02,7.7898
2020-01-03,7.7789
2020-01-04,7.7789
2020-01-05,7.7789
2020-01-06,7.7697
2020-01-07,7.7785
2020-01-08,7.7754
2020-01-09,7.7672
2020-01-10,7.7666
2020-01-11,7.7666
2020-01-12,7.7666
2020-01-13,7.7715
2020-01-14,7.777
2020-01-15,7.7713
2020-01-16,7.7726
2020-01-17,7.7668
2020-01-18,7.7668
2020-01-19,7.7668
2020-01-20,7.7688
2020-01-21,7.7702
2020-01-22,7.7716
2020-01-23,7.7723
2020-01-24,7.7724
2020-01-25,7.7724
2020-01-26,7.7724
2020-01-27,7.7767
2020-01-28,7.7766
2020-01-29,7.7728
2020-01-30,7.7666
2020-01-31,7.7643
2020-02-01,7.7643
2020-02-02,7.7643
2020-02-03,7.767
2020-02-04,7.7648
2020-02-05,7.7633
2020-02-06,7.7646
2020-02-07,7.7666
2020-02-08,7.7666
2020-02-09,7.7666
2020-02-10,7.766
2020-02-11,7.7656
2020-02-12,7.7704
2020-02-13,7.7671
2020-02-14,7.7686
2020-02-15,7.7686
2020-02-16,7.7686
2020-02-17,7.7679
2020-02-18,7.7676
2020-02-19,7.7723
2020-02-20,7.7813
2020-02-21,7.7876
2020-02-22,7.7876
2020-02-23,7.7876
2020-02-24,7.7931
2020-02-25,7.7911
2020-02-26,7.7933
2020-02-27,7.7936
2020-02-28,7.7935
2020-02-29,7.7935
2020-03-01,7.7935
2020-03-02,7.7797
2020-03-03,7.7713
2020-03-04,7.7725
2020-03-05,7.7729
2020-03-06,7.768
2020-03-07,7.768
2020-03-08,7.768
2020-03-09,7.7709
2020-03-10,7.7682
2020-03-11,7.7692
2020-03-12,7.7775
2020-03-13,7.773
2020-03-14,7.773
2020-03-15,7.773
2020-03-16,7.7666
2020-03-17,7.761
2020-03-18,7.7639
2020-03-19,7.7611
2020-03-20,7.7576
2020-03-21,7.7576
2020-03-22,7.7576
2020-03-23,7.756
2020-03-24,7.7527
2020-03-25,7.7523
2020-03-26,7.752
2020-03-27,7.7518
2020-03-28,7.7518
2020-03-29,7.7518
2020-03-30,7.7548
2020-03-31,7.7511
2020-04-01,7.7524
2020-04-02,7.7516
2020-04-03,7.7525
2020-04-04,7.7525
2020-04-05,7.7525
2020-04-06,7.7517
2020-04-07,7.7524
2020-04-08,7.7518
2020-04-09,7.753
2020-04-10,7.7527
2020-04-11,7.7527
2020-04-12,7.7527
2020-04-13,7.7524
2020-04-14,7.7514
2020-04-15,7.7511
2020-04-16,7.7511
2020-04-17,7.7505
2020-04-18,7.7505
2020-04-19,7.7505
2020-04-20,7.7503
2020-04-21,7.7501
2020-04-22,7.7501
2020-04-23,7.7504
2020-04-24,7.7505
2020-04-25,7.7505
2020-04-26,7.7505
2020-04-27,7.7502
2020-04-28,7.7502
2020-04-29,7.7502
2020-04-30,7.752
2020-05-01,7.7523
2020-05-02,7.7523
2020-05-03,7.7523
2020-05-04,7.7535
2020-05-05,7.7535
2020-05-06,7.7523
2020-05-07,7.7509
2020-05-08,7.752
2020-05-09,7.752
2020-05-10,7.752
2020-05-11,7.7506
2020-05-12,7.7509
2020-05-13,7.7512
2020-05-14,7.7521
2020-05-15,7.7509
2020-05-16,7.7509
2020-05-17,7.7509
2020-05-18,7.7513
2020-05-19,7.7509
2020-05-20,7.7501
2020-05-21,7.7547
2020-05-22,7.7558
2020-05-23,7.7558
2020-05-24,7.7558
2020-05-25,7.7547
2020-05-26,7.7527
2020-05-27,7.7547
2020-05-28,7.7527
2020-05-29,7.7512
2020-05-30,7.7512
2020-05-31,7.7512
2020-06-01,7.7512
2020-06-02,7.751
2020-06-03,7.7504
2020-06-04,7.7501
2020-06-05,7.7502
2020-06-06,7.7502
2020-06-07,7.7502
2020-06-08,7.7501
2020-06-09,7.7501
2020-06-10,7.7501
2020-06-11,7.7504
2020-06-12,7.7501
2020-06-13,7.7501
2020-06-14,7.7501
2020-06-15,7.7504
2020-06-16,7.7501
2020-06-17,7.7501
2020-06-18,7.7504
2020-06-19,7.7504
2020-06-20,7.7504
2020-06-21,7.7504
2020-06-22,7.7507
2020-06-23,7.7501
2020-06-24,7.7504
2020-06-25,7.7506
2020-06-26,7.7504
2020-06-27,7.7504
2020-06-28,7.7504
2020-06-29,7.7504
2020-06-30,7.7505
2020-07-01,7.7507
2020-07-02,7.7503
2020-07-03,7.7503
2020-07-04,7.7503
2020-07-05,7.7503
2020-07-06,7.75
2020-07-07,7.7501
2020-07-08,7.7501
2020-07-09,7.7501
2020-07-10,7.7526
2020-07-11,7.7526
2020-07-12,7.7526
2020-07-13,7.7509
2020-07-14,7.7514
2020-07-15,7.7524
2020-07-16,7.7531
2020-07-17,7.7539
2020-07-18,7.7539
2020-07-19,7.7539
2020-07-20,7.7519
2020-07-21,7.7507
2020-07-22,7.7524
2020-07-23,7.7511
2020-07-24,7.7513
2020-07-25,7.7513
2020-07-26,7.7513
2020-07-27,7.7515
2020-07-28,7.7503
2020-07-29,7.7501
2020-07-30,7.7501
2020-07-31,7.7503
2020-08-01,7.7503
2020-08-02,7.7503
2020-08-03,7.7505
2020-08-04,7.75
2020-08-05,7.7501
2020-08-06,7.7503
2020-08-07,7.7503
2020-08-08,7.7503
2020-08-09,7.7503
2020-08-10,7.7501
2020-08-11,7.7502
2020-08-12,7.7514
2020-08-13,7.7504
2020-08-14,7.7508
2020-08-15,7.7508
2020-08-16,7.7508
2020-08-17,7.7505
2020-08-18,7.7502
2020-08-19,7.7502
2020-08-20,7.75
2020-08-21,7.7502
2020-08-22,7.7502
2020-08-23,7.7502
2020-08-24,7.7501
2020-08-25,7.7504
2020-08-26,7.7504
2020-08-27,7.7502
2020-08-28,7.7504
2020-08-29,7.7504
2020-08-30,7.7504
2020-08-31,7.7502
2020-09-01,7.75
2020-09-02,7.7502
2020-09-03,7.7503
2020-09-04,7.7506
2020-09-05,7.7506
2020-09-06,7.7506
2020-09-07,7.7502
2020-09-08,7.7505
2020-09-09,7.7507
2020-09-10,7.7504
2020-09-11,7.7503
2020-09-12,7.7503
2020-09-13,7.7503
2020-09-14,7.7501
2020-09-15,7.7501
2020-09-16,7.7502
2020-09-17,7.7501
2020-09-18,7.7501
2020-09-19,7.7501
2020-09-20,7.7501
2020-09-21,7.7501
2020-09-22,7.7501
2020-09-23,7.7501
2020-09-24,7.7502
2020-09-25,7.75
2020-09-26,7.75
2020-09-27,7.75
2020-09-28,7.7501
2020-09-29,7.75
2020-09-30,7.75
2020-10-01,7.7501
2020-10-02,7.7503
2020-10-03,7.7503
2020-10-04,7.7503
2020-10-05,7.7502
2020-10-06,7.7501
2020-10-07,7.7501
2020-10-08,7.7502
2020-10-09,7.7501
2020-10-10,7.7501
2020-10-11,7.7501
2020-10-12,7.75
2020-10-13,7.7501
2020-10-14,7.75
2020-10-15,7.7501
2020-10-16,7.7501
2020-10-17,7.7501
2020-10-18,7.7501
2020-10-19,7.7501
2020-10-20,7.7501
2020-10-21,7.7501
2020-10-22,7.7501
2020-10-23,7.7501
2020-10-24,7.7501
2020-10-25,7.7501
2020-10-26,7.7501
2020-10-27,7.7501
2020-10-28,7.7501
2020-10-29,7.7518
2020-10-30,7.7522
2020-10-31,7.7522
2020-11-01,7.7522
2020-11-02,7.75
2020-11-03,7.7522
2020-11-04,7.7559
2020-11-05,7.7524
2020-11-06,7.7536
2020-11-07,7.7536
2020-11-08,7.7536
2020-11-09,7.7524
2020-11-10,7.7541
2020-11-11,7.7547
2020-11-12,7.7541
2020-11-13,7.7533
2020-11-14,7.7533
2020-11-15,7.7533
2020-11-16,7.7532
2020-11-17,7.7527
2020-11-18,7.7528
2020-11-19,7.7532
2020-11-20,7.7522
2020-11-21,7.7522
2020-11-22,7.7522
2020-11-23,7.7518
2020-11-24,7.7518
2020-11-25,7.751
2020-11-26,7.7509
2020-11-27,7.7506
2020-11-28,7.7506
2020-11-29,7.7506
2020-11-30,7.7514
2020-12-01,7.7518
2020-12-02,7.7518
2020-12-03,7.7509
2020-12-04,7.7507
2020-12-05,7.7507
2020-12-06,7.7507
2020-12-07,7.7511
2020-12-08,7.7512
2020-12-09,7.7515
2020-12-10,7.7513
2020-12-11,7.7513
2020-12-12,7.7513
2020-12-13,7.7513
2020-12-14,7.7518
2020-12-15,7.7515
2020-12-16,7.7522
2020-12-17,7.7524
2020-12-18,7.7522
2020-12-19,7.7522
2020-12-20,7.7522
2020-12-21,7.7532
2020-12-22,7.7527
2020-12-23,7.753
2020-12-24,7.7538
2020-12-25,7.7538
2020-12-26,7.7538
2020-12-27,7.7538
2020-12-28,7.7559
2020-12-29,7.754
2020-12-30,7.7526
2020-12-31,7.7531
2021-01-01,7.7529
2021-01-02,7.7529
2021-01-03,7.7529
2021-01-04,7.7536
2021-01-05,7.7533
2021-01-06,7.7532
2021-01-07,7.7534
2021-01-08,7.7562
2021-01-09,7.7562
2021-01-10,7.7562
2021-01-11,7.7555
2021-01-12,7.7549
2021-01-13,7.7537
2021-01-14,7.7531
2021-01-15,7.754
2021-01-16,7.754
2021-01-17,7.754
2021-01-18,7.7535
2021-01-19,7.7524
2021-01-20,7.7518
2021-01-21,7.7518
2021-01-22,7.7521
2021-01-23,7.7521
2021-01-24,7.7521
2021-01-25,7.7517
2021-01-26,7.752
2021-01-27,7.752
2021-01-28,7.7527
2021-01-29,7.7534
2021-01-30,7.7534
2021-01-31,7.7534
2021-02-01,7.7529
2021-02-02,7.7517
2021-02-03,7.7515
2021-02-04,7.7528
2021-02-05,7.7529
2021-02-06,7.7529
2021-02-07,7.7529
2021-02-08,7.7523
2021-02-09,7.7518
2021-02-10,7.7522
2021-02-11,7.7529
2021-02-12,7.7528
2021-02-13,7.7528
2021-02-14,7.7528
2021-02-15,7.7527
2021-02-16,7.7523
2021-02-17,7.7527
2021-02-18,7.7527
2021-02-19,7.7531
2021-02-20,7.7531
2021-02-21,7.7531
2021-02-22,7.7535
2021-02-23,7.7538
2021-02-24,7.755
2021-02-25,7.7541
2021-02-26,7.7566
2021-02-27,7.7566
2021-02-28,7.7566
2021-03-01,7.7563
2021-03-02,7.757
2021-03-03,7.7567
2021-03-04,7.7592
2021-03-05,7.7632
2021-03-06,7.7632
2021-03-07,7.7632
2021-03-08,7.7691
2021-03-09,7.7607
2021-03-10,7.7614
2021-03-11,7.7595
2021-03-12,7.7629
2021-03-13,7.7629
2021-03-14,7.7629
2021-03-15,7.7655
2021-03-16,7.7649
2021-03-17,7.7653
2021-03-18,7.7649
2021-03-19,7.7653
2021-03-20,7.7653
2021-03-21,7.7653
2021-03-22,7.766
2021-03-23,7.7672
2021-03-24,7.768
2021-03-25,7.7685
2021-03-26,7.7689
2021-03-27,7.7689
2021-03-28,7.7689
2021-03-29,7.7734
2021-03-30,7.7749
2021-03-31,7.7741
2021-04-01,7.7756
2021-04-02,7.7759
2021-04-03,7.7759
2021-04-04,7.7759
2021-04-05,7.776
2021-04-06,7.7766
2021-04-07,7.7849
2021-04-08,7.7774
2021-04-09,7.7779
2021-04-10,7.7779
2021-04-11,7.7779
2021-04-12,7.7738
2021-04-13,7.7733
2021-04-14,7.7661
2021-04-15,7.7673
2021-04-16,7.7713
2021-04-17,7.7713
2021-04-18,7.7713
2021-04-19,7.7659
2021-04-20,7.7613
2021-04-21,7.7643
2021-04-22,7.7599
2021-04-23,7.7593
2021-04-24,7.7593
2021-04-25,7.7593
2021-04-26,7.7603
2021-04-27,7.7619
2021-04-28,7.7631
2021-04-29,7.7633
2021-04-30,7.7675
2021-05-01,7.7675
2021-05-02,7.7675
2021-05-03,7.7666
2021-05-04,7.768
2021-05-05,7.7694
2021-05-06,7.768
2021-05-07,7.7659
2021-05-08,7.7659
2021-05-09,7.7659
2021-05-10,7.7654
2021-05-11,7.7687
2021-05-12,7.7657
2021-05-13,7.7681
2021-05-14,7.7677
2021-05-15,7.7677
2021-05-16,7.7677
2021-05-17,7.7662
2021-05-18,7.7657
2021-05-19,7.7648
2021-05-20,7.7625
2021-05-21,7.7642
2021-05-22,7.7642
2021-05-23,7.7642
2021-05-24,7.7647
2021-05-25,7.7625
2021-05-26,7.7623
2021-05-27,7.7607
2021-05-28,7.7617
2021-05-29,7.7617
2021-05-30,7.7617
2021-05-31,7.7611
2021-06-01,7.7592
2021-06-02,7.7586
2021-06-03,7.7582
2021-06-04,7.7567
2021-06-05,7.7567
2021-06-06,7.7567
2021-06-07,7.7592
2021-06-08,7.7601
2021-06-09,7.7597
2021-06-10,7.7603
2021-06-11,7.7616
2021-06-12,7.7616
2021-06-13,7.7616
2021-06-14,7.7618
2021-06-15,7.7624
2021-06-16,7.7632
2021-06-17,7.7645
2021-06-18,7.7628
2021-06-19,7.7628
2021-06-20,7.7628
2021-06-21,7.765
2021-06-22,7.7668
2021-06-23,7.765
2021-06-24,7.7632
2021-06-25,7.7614
2021-06-26,7.7614
2021-06-27,7.7614
2021-06-28,7.7624
2021-06-29,7.7634
2021-06-30,7.7651
2021-07-01,7.7659
2021-07-02,7.7661
2021-07-03,7.7661
2021-07-04,7.7661
2021-07-05,7.7673
2021-07-06,7.7668
2021-07-07,7.7682
2021-07-08,7.7681
2021-07-09,7.7674
2021-07-10,7.7674
2021-07-11,7.7674
2021-07-12,7.7663
2021-07-13,7.7658
2021-07-14,7.7665
2021-07-15,7.7677
2021-07-16,7.7677
2021-07-17,7.7677
2021-07-18,7.7677
2021-07-19,7.771
2021-07-20,7.773
2021-07-21,7.7731
2021-07-22,7.7708
2021-07-23,7.77
2021-07-24,7.77
2021-07-25,7.77
2021-07-26,7.7787
2021-07-27,7.7855
2021-07-28,7.7808
2021-07-29,7.7703
2021-07-30,7.7718
2021-07-31,7.7718
2021-08-01,7.7718
2021-08-02,7.7724
2021-08-03,7.7784
2021-08-04,7.7754
2021-08-05,7.7771
2021-08-06,7.7802
2021-08-07,7.7802
2021-08-08,7.7802
2021-08-09,7.7838
2021-08-10,7.7814
2021-08-11,7.7787
2021-08-12,7.7814
2021-08-13,7.7829
2021-08-14,7.7829
2021-08-15,7.7829
2021-08-16,7.7843
2021-08-17,7.7924
2021-08-18,7.7879
2021-08-19,7.79
2021-08-20,7.7909
2021-08-21,7.7909
2021-08-22,7.7909
2021-08-23,7.7927
2021-08-24,7.7876
2021-08-25,7.7838
2021-08-26,7.7875
2021-08-27,7.7876
2021-08-28,7.7876
2021-08-29,7.7876
2021-08-30,7.7863
2021-08-31,7.7771
2021-09-01,7.7769
2021-09-02,7.7708
2021-09-03,7.7719
2021-09-04,7.7719
2021-09-05,7.7719
2021-09-06,7.7735
2021-09-07,7.7746
2021-09-08,7.7758
2021-09-09,7.7776
2021-09-10,7.7776
2021-09-11,7.7776
2021-09-12,7.7776
2021-09-13,7.7801
2021-09-14,7.7781
2021-09-15,7.7819
2021-09-16,7.7829
2021-09-17,7.7828
2021-09-18,7.7828
2021-09-19,7.7828
2021-09-20,7.7871
2021-09-21,7.7864
2021-09-22,7.7864
2021-09-23,7.7844
2021-09-24,7.7855
2021-09-25,7.7855
2021-09-26,7.7855
2021-09-27,7.7834
2021-09-28,7.783
2021-09-29,7.7858
2021-09-30,7.7863
2021-10-01,7.7858
2021-10-02,7.7858
2021-10-03,7.7858
2021-10-04,7.7873
2021-10-05,7.7858
2021-10-06,7.7864
2021-10-07,7.7851
2021-10-08,7.7841
2021-10-09,7.7841
2021-10-10,7.7841
2021-10-11,7.7781
2021-10-12,7.7819
2021-10-13,7.7794
2021-10-14,7.7784
2021-10-15,7.7774
2021-10-16,7.7774
2021-10-17,7.7774
2021-10-18,7.7777
2021-10-19,7.7752
2021-10-20,7.7734
2021-10-21,7.775
2021-10-22,7.7731
2021-10-23,7.7731
2021-10-24,7.7731
2021-10-25,7.7743
2021-10-26,7.7756
2021-10-27,7.7776
2021-10-28,7.7772
2021-10-29,7.779
2021-10-30,7.779
2021-10-31,7.779
2021-11-01,7.7829
2021-11-02,7.782
2021-11-03,7.7844
2021-11-04,7.7822
2021-11-05,7.7828
2021-11-06,7.7828
2021-11-07,7.7828
2021-11-08,7.7885
2021-11-09,7.7906
2021-11-10,7.7914
2021-11-11,7.7919
2021-11-12,7.7908
2021-11-13,7.7908
2021-11-14,7.7908
2021-11-15,7.7887
2021-11-16,7.7869
2021-11-17,7.7879
2021-11-18,7.789
2021-11-19,7.7907
2021-11-20,7.7907
2021-11-21,7.7907
2021-11-22,7.7902
2021-11-23,7.7944
2021-11-24,7.7986
2021-11-25,7.7968
2021-11-26,7.7984
2021-11-27,7.7984
2021-11-28,7.7984
2021-11-29,7.7998
2021-11-30,7.7974
2021-12-01,7.7929
2021-12-02,7.7911
2021-12-03,7.7954
2021-12-04,7.7954
2021-12-05,7.7954
2021-12-06,7.8005
2021-12-07,7.7985
2021-12-08,7.7974
2021-12-09,7.7972
2021-12-10,7.7989
2021-12-11,7.7989
2021-12-12,7.7989
2021-12-13,7.8014
2021-12-14,7.801
2021-12-15,7.8024
2021-12-16,7.8035
2021-12-17,7.8027
2021-12-18,7.8027
2021-12-19,7.8027
2021-12-20,7.8011
2021-12-21,7.8005
2021-12-22,7.7997
2021-12-23,7.7984
2021-12-24,7.8
2021-12-25,7.8
2021-12-26,7.8
2021-12-27,7.7989
2021-12-28,7.7984
2021-12-29,7.7968
2021-12-30,7.7994
2021-12-31,7.7966
2022-01-01,7.7966
2022-01-02,7.7966
2022-01-03,7.7977
2022-01-04,7.794
2022-01-05,7.7968
2022-01-06,7.8007
2022-01-07,7.7974
2022-01-08,7.7974
2022-01-09,7.7974
2022-01-10,7.795
2022-01-11,7.7955
2022-01-12,7.7909
2022-01-13,7.7866
2022-01-14,7.7846
2022-01-15,7.7846
2022-01-16,7.7846
2022-01-17,7.7908
2022-01-18,7.7923
2022-01-19,7.7909
2022-01-20,7.7864
2022-01-21,7.7865
2022-01-22,7.7865
2022-01-23,7.7865
2022-01-24,7.7861
2022-01-25,7.7863
2022-01-26,7.7868
2022-01-27,7.7898
2022-01-28,7.7925
2022-01-29,7.7925
2022-01-30,7.7925
2022-01-31,7.7974
2022-02-01,7.794
2022-02-02,7.7957
2022-02-03,7.793
2022-02-04,7.7882
2022-02-05,7.7882
2022-02-06,7.7882
2022-02-07,7.7924
2022-02-08,7.7938
2022-02-09,7.7906
2022-02-10,7.7952
2022-02-11,7.8005
2022-02-12,7.8005
2022-02-13,7.8005
2022-02-14,7.802
2022-02-15,7.8012
2022-02-16,7.801
2022-02-17,7.7992
2022-02-18,7.8002
2022-02-19,7.8002
2022-02-20,7.8002
2022-02-21,7.8013
2022-02-22,7.8022
2022-02-23,7.8049
2022-02-24,7.808
2022-02-25,7.8082
2022-02-26,7.8082
2022-02-27,7.8082
2022-02-28,7.8138
2022-03-01,7.8155
2022-03-02,7.8128
2022-03-03,7.816
2022-03-04,7.8136
2022-03-05,7.8136
2022-03-06,7.8136
2022-03-07,7.8193
2022-03-08,7.8184
2022-03-09,7.8196
2022-03-10,7.8229
2022-03-11,7.8293
2022-03-12,7.8293
2022-03-13,7.8293
2022-03-14,7.8298
2022-03-15,7.8281
2022-03-16,7.8196
2022-03-17,7.8186
2022-03-18,7.8245
2022-03-19,7.8245
2022-03-20,7.8245
2022-03-21,7.8253
2022-03-22,7.8265
2022-03-23,7.8242
2022-03-24,7.8229
2022-03-25,7.8284
2022-03-26,7.8284
2022-03-27,7.8284
2022-03-28,7.8299
2022-03-29,7.8273
2022-03-30,7.8272
2022-03-31,7.8326
2022-04-01,7.834
2022-04-02,7.834
2022-04-03,7.834
2022-04-04,7.8351
2022-04-05,7.8348
2022-04-06,7.8382
2022-04-07,7.8377
2022-04-08,7.8392
2022-04-09,7.8392
2022-04-10,7.8392
2022-04-11,7.8382
2022-04-12,7.8374
2022-04-13,7.8394
2022-04-14,7.8428
2022-04-15,7.844
2022-04-16,7.844
2022-04-17,7.844
2022-04-18,7.8429
2022-04-19,7.8424
2022-04-20,7.8438
2022-04-21,7.8447
2022-04-22,7.8467
2022-04-23,7.8467
2022-04-24,7.8467
2022-04-25,7.8474
2022-04-26,7.8453
2022-04-27,7.8464
2022-04-28,7.847
2022-04-29,7.8468
2022-04-30,7.8468
2022-05-01,7.8468
2022-05-02,7.8478
2022-05-03,7.8473
2022-05-04,7.8486
2022-05-05,7.8494
2022-05-06,7.8496
2022-05-07,7.8496
2022-05-08,7.8496
2022-05-09,7.8498
2022-05-10,7.8498
2022-05-11,7.85
2022-05-12,7.85
2022-05-13,7.8499
2022-05-14,7.8499
2022-05-15,7.8499
2022-05-16,7.8499
2022-05-17,7.8493
2022-05-18,7.8492
2022-05-19,7.8477
2022-05-20,7.8482
2022-05-21,7.8482
2022-05-22,7.8482
2022-05-23,7.8492
2022-05-24,7.8492
2022-05-25,7.8498
2022-05-26,7.8496
2022-05-27,7.8492
2022-05-28,7.8492
2022-05-29,7.8492
2022-05-30,7.8485
2022-05-31,7.8471
2022-06-01,7.8478
2022-06-02,7.8449
2022-06-03,7.8453
2022-06-04,7.8453
2022-06-05,7.8453
2022-06-06,7.8449
2022-06-07,7.8464
2022-06-08,7.8484
2022-06-09,7.849
2022-06-10,7.8495
2022-06-11,7.8495
2022-06-12,7.8495
2022-06-13,7.8499
2022-06-14,7.85
2022-06-15,7.8499
2022-06-16,7.8495
2022-06-17,7.8499
2022-06-18,7.8499
2022-06-19,7.8499
2022-06-20,7.85
2022-06-21,7.85
2022-06-22,7.85
2022-06-23,7.8499
2022-06-24,7.8492
2022-06-25,7.8492
2022-06-26,7.8492
2022-06-27,7.8471
2022-06-28,7.8478
2022-06-29,7.8467
2022-06-30,7.8463
2022-07-01,7.8468
2022-07-02,7.8468
2022-07-03,7.8468
2022-07-04,7.8457
2022-07-05,7.8468
2022-07-06,7.8471
2022-07-07,7.8477
2022-07-08,7.8485
2022-07-09,7.8485
2022-07-10,7.8485
2022-07-11,7.8498
2022-07-12,7.85
2022-07-13,7.85
2022-07-14,7.8498
2022-07-15,7.8499
2022-07-16,7.8499
2022-07-17,7.8499
2022-07-18,7.85
2022-07-19,7.85
2022-07-20,7.85
2022-07-21,7.849
2022-07-22,7.8485
2022-07-23,7.8485
2022-07-24,7.8485
2022-07-25,7.8492
2022-07-26,7.8493
2022-07-27,7.8493
2022-07-28,7.8499
2022-07-29,7.85
2022-07-30,7.85
2022-07-31,7.85
2022-08-01,7.85
2022-08-02,7.85
2022-08-03,7.8499
2022-08-04,7.8498
2022-08-05,7.8499
2022-08-06,7.8499
2022-08-07,7.8499
2022-08-08,7.85
2022-08-09,7.85
2022-08-10,7.8466
2022-08-11,7.8444
2022-08-12,7.8375
2022-08-13,7.8375
2022-08-14,7.8375
2022-08-15,7.8379
2022-08-16,7.8415
2022-08-17,7.8433
2022-08-18,7.8447
2022-08-19,7.8453
2022-08-20,7.8453
2022-08-21,7.8453
2022-08-22,7.8465
2022-08-23,7.8472
2022-08-24,7.8469
2022-08-25,7.8466
2022-08-26,7.8467
2022-08-27,7.8467
2022-08-28,7.8467
2022-08-29,7.8473
2022-08-30,7.8486
2022-08-31,7.8493
2022-09-01,7.8486
2022-09-02,7.8495
2022-09-03,7.8495
2022-09-04,7.8495
2022-09-05,7.8492
2022-09-06,7.8497
2022-09-07,7.8498
2022-09-08,7.8493
2022-09-09,7.8488
2022-09-10,7.8488
2022-09-11,7.8488
2022-09-12,7.8488
2022-09-13,7.8498
2022-09-14,7.8492
2022-09-15,7.8491
2022-09-16,7.8492
2022-09-17,7.8492
2022-09-18,7.8492
2022-09-19,7.8492
2022-09-20,7.8496
2022-09-21,7.85
2022-09-22,7.8495
2022-09-23,7.8494
2022-09-24,7.8494
2022-09-25,7.8494
2022-09-26,7.8498
2022-09-27,7.85
2022-09-28,7.8492
2022-09-29,7.8499
2022-09-30,7.8498
2022-10-01,7.8498
2022-10-02,7.8498
2022-10-03,7.85
2022-10-04,7.8494
2022-10-05,7.85
2022-10-06,7.8499
2022-10-07,7.8499
2022-10-08,7.8499
2022-10-09,7.8499
2022-10-10,7.8498
2022-10-11,7.85
2022-10-12,7.85
2022-10-13,7.8497
2022-10-14,7.85
2022-10-15,7.85
2022-10-16,7.85
2022-10-17,7.85
2022-10-18,7.8496
2022-10-19,7.8499
2022-10-20,7.8492
2022-10-21,7.8495
2022-10-22,7.8495
2022-10-23,7.8495
2022-10-24,7.8499
2022-10-25,7.85
2022-10-26,7.8499
2022-10-27,7.8496
2022-10-28,7.8486
2022-10-29,7.8486
2022-10-30,7.8486
2022-10-31,7.8497
2022-11-01,7.8498
2022-11-02,7.8497
2022-11-03,7.8498
2022-11-04,7.8497
2022-11-05,7.8497
2022-11-06,7.8497
2022-11-07,7.8498
2022-11-08,7.8499
2022-11-09,7.8494
2022-11-10,7.8443
2022-11-11,7.8364
