,USDAUD BGN Curncy
2016-06-08,1.3385
2016-06-09,1.3456
2016-06-10,1.3562
2016-06-11,1.3562
2016-06-12,1.3562
2016-06-13,1.3537
2016-06-14,1.359
2016-06-15,1.35
2016-06-16,1.3583
2016-06-17,1.3524
2016-06-18,1.3524
2016-06-19,1.3524
2016-06-20,1.3412
2016-06-21,1.3423
2016-06-22,1.3331
2016-06-23,1.3137
2016-06-24,1.3391
2016-06-25,1.3391
2016-06-26,1.3391
2016-06-27,1.3641
2016-06-28,1.3535
2016-06-29,1.342
2016-06-30,1.3422
2016-07-01,1.3347
2016-07-02,1.3347
2016-07-03,1.3347
2016-07-04,1.3265
2016-07-05,1.3399
2016-07-06,1.3297
2016-07-07,1.3371
2016-07-08,1.3212
2016-07-09,1.3212
2016-07-10,1.3212
2016-07-11,1.3277
2016-07-12,1.3119
2016-07-13,1.3145
2016-07-14,1.3103
2016-07-15,1.3198
2016-07-16,1.3198
2016-07-17,1.3198
2016-07-18,1.3173
2016-07-19,1.3326
2016-07-20,1.3374
2016-07-21,1.3345
2016-07-22,1.339
2016-07-23,1.339
2016-07-24,1.339
2016-07-25,1.3387
2016-07-26,1.3328
2016-07-27,1.3349
2016-07-28,1.3326
2016-07-29,1.3161
2016-07-30,1.3161
2016-07-31,1.3161
2016-08-01,1.3271
2016-08-02,1.3142
2016-08-03,1.3179
2016-08-04,1.311
2016-08-05,1.3125
2016-08-06,1.3125
2016-08-07,1.3125
2016-08-08,1.3071
2016-08-09,1.3033
2016-08-10,1.2982
2016-08-11,1.2988
2016-08-12,1.3071
2016-08-13,1.3071
2016-08-14,1.3071
2016-08-15,1.3032
2016-08-16,1.2996
2016-08-17,1.3061
2016-08-18,1.301
2016-08-19,1.3113
2016-08-20,1.3113
2016-08-21,1.3113
2016-08-22,1.3112
2016-08-23,1.3132
2016-08-24,1.3135
2016-08-25,1.3127
2016-08-26,1.3224
2016-08-27,1.3224
2016-08-28,1.3224
2016-08-29,1.3212
2016-08-30,1.3316
2016-08-31,1.3302
2016-09-01,1.3242
2016-09-02,1.3206
2016-09-03,1.3206
2016-09-04,1.3206
2016-09-05,1.3188
2016-09-06,1.3009
2016-09-07,1.3033
2016-09-08,1.3083
2016-09-09,1.3262
2016-09-10,1.3262
2016-09-11,1.3262
2016-09-12,1.3217
2016-09-13,1.3399
2016-09-14,1.3391
2016-09-15,1.3307
2016-09-16,1.3347
2016-09-17,1.3347
2016-09-18,1.3347
2016-09-19,1.3274
2016-09-20,1.3236
2016-09-21,1.3117
2016-09-22,1.3083
2016-09-23,1.3114
2016-09-24,1.3114
2016-09-25,1.3114
2016-09-26,1.3096
2016-09-27,1.3043
2016-09-28,1.3
2016-09-29,1.3096
2016-09-30,1.3055
2016-10-01,1.3055
2016-10-02,1.3055
2016-10-03,1.3034
2016-10-04,1.3123
2016-10-05,1.3121
2016-10-06,1.3183
2016-10-07,1.3179
2016-10-08,1.3179
2016-10-09,1.3179
2016-10-10,1.3146
2016-10-11,1.3265
2016-10-12,1.3224
2016-10-13,1.3212
2016-10-14,1.3131
2016-10-15,1.3131
2016-10-16,1.3131
2016-10-17,1.3109
2016-10-18,1.3045
2016-10-19,1.2951
2016-10-20,1.3111
2016-10-21,1.3145
2016-10-22,1.3145
2016-10-23,1.3145
2016-10-24,1.3138
2016-10-25,1.3077
2016-10-26,1.3071
2016-10-27,1.3178
2016-10-28,1.3161
2016-10-29,1.3161
2016-10-30,1.3161
2016-10-31,1.3142
2016-11-01,1.3068
2016-11-02,1.3053
2016-11-03,1.3017
2016-11-04,1.3033
2016-11-05,1.3033
2016-11-06,1.3033
2016-11-07,1.2941
2016-11-08,1.2885
2016-11-09,1.3095
2016-11-10,1.3135
2016-11-11,1.3249
2016-11-12,1.3249
2016-11-13,1.3249
2016-11-14,1.3236
2016-11-15,1.3229
2016-11-16,1.3368
2016-11-17,1.3499
2016-11-18,1.3631
2016-11-19,1.3631
2016-11-20,1.3631
2016-11-21,1.3573
2016-11-22,1.351
2016-11-23,1.3541
2016-11-24,1.3499
2016-11-25,1.344
2016-11-26,1.344
2016-11-27,1.344
2016-11-28,1.3367
2016-11-29,1.3362
2016-11-30,1.3543
2016-12-01,1.3487
2016-12-02,1.3402
2016-12-03,1.3402
2016-12-04,1.3402
2016-12-05,1.3383
2016-12-06,1.3403
2016-12-07,1.3365
2016-12-08,1.3399
2016-12-09,1.3423
2016-12-10,1.3423
2016-12-11,1.3423
2016-12-12,1.3341
2016-12-13,1.3334
2016-12-14,1.3503
2016-12-15,1.3591
2016-12-16,1.369
2016-12-17,1.369
2016-12-18,1.369
2016-12-19,1.3806
2016-12-20,1.3775
2016-12-21,1.3816
2016-12-22,1.3856
2016-12-23,1.3936
2016-12-24,1.3936
2016-12-25,1.3936
2016-12-26,1.3905
2016-12-27,1.3917
2016-12-28,1.3933
2016-12-29,1.3852
2016-12-30,1.3887
2016-12-31,1.3887
2017-01-01,1.3887
2017-01-02,1.3919
2017-01-03,1.3851
2017-01-04,1.373
2017-01-05,1.3627
2017-01-06,1.3702
2017-01-07,1.3702
2017-01-08,1.3702
2017-01-09,1.3598
2017-01-10,1.357
2017-01-11,1.3438
2017-01-12,1.336
2017-01-13,1.3331
2017-01-14,1.3331
2017-01-15,1.3331
2017-01-16,1.3375
2017-01-17,1.3215
2017-01-18,1.3324
2017-01-19,1.3225
2017-01-20,1.3236
2017-01-21,1.3236
2017-01-22,1.3236
2017-01-23,1.3188
2017-01-24,1.3189
2017-01-25,1.3205
2017-01-26,1.3273
2017-01-27,1.3245
2017-01-28,1.3245
2017-01-29,1.3245
2017-01-30,1.3237
2017-01-31,1.3184
2017-02-01,1.3183
2017-02-02,1.3059
2017-02-03,1.3017
2017-02-04,1.3017
2017-02-05,1.3017
2017-02-06,1.3055
2017-02-07,1.3111
2017-02-08,1.3081
2017-02-09,1.3115
2017-02-10,1.3026
2017-02-11,1.3026
2017-02-12,1.3026
2017-02-13,1.3089
2017-02-14,1.305
2017-02-15,1.297
2017-02-16,1.2996
2017-02-17,1.3045
2017-02-18,1.3045
2017-02-19,1.3045
2017-02-20,1.3006
2017-02-21,1.3029
2017-02-22,1.2982
2017-02-23,1.2961
2017-02-24,1.3033
2017-02-25,1.3033
2017-02-26,1.3033
2017-02-27,1.3032
2017-02-28,1.306
2017-03-01,1.3027
2017-03-02,1.3206
2017-03-03,1.3165
2017-03-04,1.3165
2017-03-05,1.3165
2017-03-06,1.3192
2017-03-07,1.318
2017-03-08,1.3284
2017-03-09,1.3324
2017-03-10,1.326
2017-03-11,1.326
2017-03-12,1.326
2017-03-13,1.3208
2017-03-14,1.323
2017-03-15,1.2971
2017-03-16,1.3024
2017-03-17,1.2976
2017-03-18,1.2976
2017-03-19,1.2976
2017-03-20,1.2938
2017-03-21,1.3003
2017-03-22,1.3025
2017-03-23,1.3111
2017-03-24,1.3118
2017-03-25,1.3118
2017-03-26,1.3118
2017-03-27,1.3127
2017-03-28,1.3099
2017-03-29,1.3038
2017-03-30,1.3087
2017-03-31,1.3108
2017-04-01,1.3108
2017-04-02,1.3108
2017-04-03,1.3148
2017-04-04,1.322
2017-04-05,1.3213
2017-04-06,1.3253
2017-04-07,1.3333
2017-04-08,1.3333
2017-04-09,1.3333
2017-04-10,1.3331
2017-04-11,1.3335
2017-04-12,1.3294
2017-04-13,1.3213
2017-04-14,1.3194
2017-04-15,1.3194
2017-04-16,1.3194
2017-04-17,1.3176
2017-04-18,1.3227
2017-04-19,1.3338
2017-04-20,1.3286
2017-04-21,1.3262
2017-04-22,1.3262
2017-04-23,1.3262
2017-04-24,1.321
2017-04-25,1.3272
2017-04-26,1.338
2017-04-27,1.3393
2017-04-28,1.3353
2017-04-29,1.3353
2017-04-30,1.3353
2017-05-01,1.3288
2017-05-02,1.327
2017-05-03,1.3472
2017-05-04,1.3498
2017-05-05,1.3474
2017-05-06,1.3474
2017-05-07,1.3474
2017-05-08,1.3537
2017-05-09,1.3615
2017-05-10,1.3574
2017-05-11,1.3552
2017-05-12,1.3537
2017-05-13,1.3537
2017-05-14,1.3537
2017-05-15,1.3489
2017-05-16,1.3465
2017-05-17,1.3456
2017-05-18,1.3478
2017-05-19,1.3411
2017-05-20,1.3411
2017-05-21,1.3411
2017-05-22,1.3375
2017-05-23,1.3373
2017-05-24,1.3326
2017-05-25,1.3414
2017-05-26,1.3428
2017-05-27,1.3428
2017-05-28,1.3428
2017-05-29,1.3442
2017-05-30,1.3395
2017-05-31,1.3458
2017-06-01,1.356
2017-06-02,1.3435
2017-06-03,1.3435
2017-06-04,1.3435
2017-06-05,1.3358
2017-06-06,1.3322
2017-06-07,1.3245
2017-06-08,1.3252
2017-06-09,1.3285
2017-06-10,1.3285
2017-06-11,1.3285
2017-06-12,1.326
2017-06-13,1.3268
2017-06-14,1.3176
2017-06-15,1.3195
2017-06-16,1.3124
2017-06-17,1.3124
2017-06-18,1.3124
2017-06-19,1.316
2017-06-20,1.3192
2017-06-21,1.3239
2017-06-22,1.3259
2017-06-23,1.3217
2017-06-24,1.3217
2017-06-25,1.3217
2017-06-26,1.3184
2017-06-27,1.3187
2017-06-28,1.3089
2017-06-29,1.3015
2017-06-30,1.3007
2017-07-01,1.3007
2017-07-02,1.3007
2017-07-03,1.3054
2017-07-04,1.3152
2017-07-05,1.3152
2017-07-06,1.3183
2017-07-07,1.3152
2017-07-08,1.3152
2017-07-09,1.3152
2017-07-10,1.3146
2017-07-11,1.3093
2017-07-12,1.3024
2017-07-13,1.2939
2017-07-14,1.2771
2017-07-15,1.2771
2017-07-16,1.2771
2017-07-17,1.2822
2017-07-18,1.2632
2017-07-19,1.2576
2017-07-20,1.2566
2017-07-21,1.2634
2017-07-22,1.2634
2017-07-23,1.2634
2017-07-24,1.262
2017-07-25,1.2599
2017-07-26,1.2492
2017-07-27,1.2551
2017-07-28,1.2523
2017-07-29,1.2523
2017-07-30,1.2523
2017-07-31,1.2494
2017-08-01,1.2549
2017-08-02,1.2551
2017-08-03,1.2582
2017-08-04,1.2614
2017-08-05,1.2614
2017-08-06,1.2614
2017-08-07,1.2638
2017-08-08,1.2635
2017-08-09,1.268
2017-08-10,1.2696
2017-08-11,1.2667
2017-08-12,1.2667
2017-08-13,1.2667
2017-08-14,1.2736
2017-08-15,1.2787
2017-08-16,1.2618
2017-08-17,1.2682
2017-08-18,1.2611
2017-08-19,1.2611
2017-08-20,1.2611
2017-08-21,1.2594
2017-08-22,1.2639
2017-08-23,1.2651
2017-08-24,1.2656
2017-08-25,1.2605
2017-08-26,1.2605
2017-08-27,1.2605
2017-08-28,1.2557
2017-08-29,1.2575
2017-08-30,1.265
2017-08-31,1.2586
2017-09-01,1.2549
2017-09-02,1.2549
2017-09-03,1.2549
2017-09-04,1.2587
2017-09-05,1.2506
2017-09-06,1.2499
2017-09-07,1.2427
2017-09-08,1.241
2017-09-09,1.241
2017-09-10,1.241
2017-09-11,1.2455
2017-09-12,1.2471
2017-09-13,1.2521
2017-09-14,1.2492
2017-09-15,1.2497
2017-09-16,1.2497
2017-09-17,1.2497
2017-09-18,1.2562
2017-09-19,1.2486
2017-09-20,1.2451
2017-09-21,1.2612
2017-09-22,1.256
2017-09-23,1.256
2017-09-24,1.256
2017-09-25,1.26
2017-09-26,1.2679
2017-09-27,1.2741
2017-09-28,1.2727
2017-09-29,1.2765
2017-09-30,1.2765
2017-10-01,1.2765
2017-10-02,1.2776
2017-10-03,1.2763
2017-10-04,1.2717
2017-10-05,1.2829
2017-10-06,1.2872
2017-10-07,1.2872
2017-10-08,1.2872
2017-10-09,1.2897
2017-10-10,1.2857
2017-10-11,1.284
2017-10-12,1.2787
2017-10-13,1.2677
2017-10-14,1.2677
2017-10-15,1.2677
2017-10-16,1.2738
2017-10-17,1.2747
2017-10-18,1.2745
2017-10-19,1.2692
2017-10-20,1.2793
2017-10-21,1.2793
2017-10-22,1.2793
2017-10-23,1.281
2017-10-24,1.286
2017-10-25,1.2981
2017-10-26,1.305
2017-10-27,1.3024
2017-10-28,1.3024
2017-10-29,1.3024
2017-10-30,1.3007
2017-10-31,1.3062
2017-11-01,1.3028
2017-11-02,1.2964
2017-11-03,1.3072
2017-11-04,1.3072
2017-11-05,1.3072
2017-11-06,1.3002
2017-11-07,1.308
2017-11-08,1.3024
2017-11-09,1.3021
2017-11-10,1.3054
2017-11-11,1.3054
2017-11-12,1.3054
2017-11-13,1.3117
2017-11-14,1.3103
2017-11-15,1.3176
2017-11-16,1.3179
2017-11-17,1.3219
2017-11-18,1.3219
2017-11-19,1.3219
2017-11-20,1.3245
2017-11-21,1.3196
2017-11-22,1.3124
2017-11-23,1.3115
2017-11-24,1.3129
2017-11-25,1.3129
2017-11-26,1.3129
2017-11-27,1.3154
2017-11-28,1.3166
2017-11-29,1.3209
2017-11-30,1.3217
2017-12-01,1.3136
2017-12-02,1.3136
2017-12-03,1.3136
2017-12-04,1.3161
2017-12-05,1.3145
2017-12-06,1.3221
2017-12-07,1.3313
2017-12-08,1.3317
2017-12-09,1.3317
2017-12-10,1.3317
2017-12-11,1.3287
2017-12-12,1.3229
2017-12-13,1.3094
2017-12-14,1.3044
2017-12-15,1.3081
2017-12-16,1.3081
2017-12-17,1.3081
2017-12-18,1.3045
2017-12-19,1.305
2017-12-20,1.3043
2017-12-21,1.2984
2017-12-22,1.2966
2017-12-23,1.2966
2017-12-24,1.2966
2017-12-25,1.2966
2017-12-26,1.2939
2017-12-27,1.2872
2017-12-28,1.2828
2017-12-29,1.281
2017-12-30,1.281
2017-12-31,1.281
2018-01-01,1.2812
2018-01-02,1.2773
2018-01-03,1.2763
2018-01-04,1.2715
2018-01-05,1.2718
2018-01-06,1.2718
2018-01-07,1.2718
2018-01-08,1.2753
2018-01-09,1.2782
2018-01-10,1.2751
2018-01-11,1.2672
2018-01-12,1.2631
2018-01-13,1.2631
2018-01-14,1.2631
2018-01-15,1.2554
2018-01-16,1.2562
2018-01-17,1.2546
2018-01-18,1.25
2018-01-19,1.2511
2018-01-20,1.2511
2018-01-21,1.2511
2018-01-22,1.2474
2018-01-23,1.25
2018-01-24,1.2398
2018-01-25,1.246
2018-01-26,1.2329
2018-01-27,1.2329
2018-01-28,1.2329
2018-01-29,1.2354
2018-01-30,1.2369
2018-01-31,1.2413
2018-02-01,1.2439
2018-02-02,1.2619
2018-02-03,1.2619
2018-02-04,1.2619
2018-02-05,1.2693
2018-02-06,1.2649
2018-02-07,1.2784
2018-02-08,1.2851
2018-02-09,1.2801
2018-02-10,1.2801
2018-02-11,1.2801
2018-02-12,1.2718
2018-02-13,1.2724
2018-02-14,1.2617
2018-02-15,1.2586
2018-02-16,1.2646
2018-02-17,1.2646
2018-02-18,1.2646
2018-02-19,1.2638
2018-02-20,1.2684
2018-02-21,1.2813
2018-02-22,1.2746
2018-02-23,1.2754
2018-02-24,1.2754
2018-02-25,1.2754
2018-02-26,1.2732
2018-02-27,1.2838
2018-02-28,1.2884
2018-03-01,1.2894
2018-03-02,1.2886
2018-03-03,1.2886
2018-03-04,1.2886
2018-03-05,1.2878
2018-03-06,1.2773
2018-03-07,1.2779
2018-03-08,1.2844
2018-03-09,1.2743
2018-03-10,1.2743
2018-03-11,1.2743
2018-03-12,1.2702
2018-03-13,1.2723
2018-03-14,1.2694
2018-03-15,1.2824
2018-03-16,1.2964
2018-03-17,1.2964
2018-03-18,1.2964
2018-03-19,1.2956
2018-03-20,1.3016
2018-03-21,1.2878
2018-03-22,1.2999
2018-03-23,1.2991
2018-03-24,1.2991
2018-03-25,1.2991
2018-03-26,1.2907
2018-03-27,1.3022
2018-03-28,1.3051
2018-03-29,1.3021
2018-03-30,1.3011
2018-03-31,1.3011
2018-04-01,1.3011
2018-04-02,1.3053
2018-04-03,1.3012
2018-04-04,1.296
2018-04-05,1.3013
2018-04-06,1.303
2018-04-07,1.303
2018-04-08,1.303
2018-04-09,1.299
2018-04-10,1.2883
2018-04-11,1.2892
2018-04-12,1.2895
2018-04-13,1.2881
2018-04-14,1.2881
2018-04-15,1.2881
2018-04-16,1.285
2018-04-17,1.2875
2018-04-18,1.2847
2018-04-19,1.2938
2018-04-20,1.3038
2018-04-21,1.3038
2018-04-22,1.3038
2018-04-23,1.315
2018-04-24,1.3151
2018-04-25,1.322
2018-04-26,1.3238
2018-04-27,1.3191
2018-04-28,1.3191
2018-04-29,1.3191
2018-04-30,1.3281
2018-05-01,1.335
2018-05-02,1.3347
2018-05-03,1.3276
2018-05-04,1.3265
2018-05-05,1.3265
2018-05-06,1.3265
2018-05-07,1.3305
2018-05-08,1.3417
2018-05-09,1.3405
2018-05-10,1.3274
2018-05-11,1.3261
2018-05-12,1.3261
2018-05-13,1.3261
2018-05-14,1.3288
2018-05-15,1.3383
2018-05-16,1.3305
2018-05-17,1.3312
2018-05-18,1.3317
2018-05-19,1.3317
2018-05-20,1.3317
2018-05-21,1.319
2018-05-22,1.3199
2018-05-23,1.3229
2018-05-24,1.32
2018-05-25,1.3249
2018-05-26,1.3249
2018-05-27,1.3249
2018-05-28,1.3252
2018-05-29,1.3323
2018-05-30,1.3198
2018-05-31,1.3214
2018-06-01,1.3212
2018-06-02,1.3212
2018-06-03,1.3212
2018-06-04,1.3079
2018-06-05,1.3129
2018-06-06,1.3042
2018-06-07,1.3116
2018-06-08,1.3157
2018-06-09,1.3157
2018-06-10,1.3157
2018-06-11,1.314
2018-06-12,1.3204
2018-06-13,1.3196
2018-06-14,1.3371
2018-06-15,1.3439
2018-06-16,1.3439
2018-06-17,1.3439
2018-06-18,1.347
2018-06-19,1.3548
2018-06-20,1.3573
2018-06-21,1.3557
2018-06-22,1.3439
2018-06-23,1.3439
2018-06-24,1.3439
2018-06-25,1.3487
2018-06-26,1.3528
2018-06-27,1.3624
2018-06-28,1.3602
2018-06-29,1.3503
2018-06-30,1.3503
2018-07-01,1.3503
2018-07-02,1.3626
2018-07-03,1.354
2018-07-04,1.3545
2018-07-05,1.3536
2018-07-06,1.3463
2018-07-07,1.3463
2018-07-08,1.3463
2018-07-09,1.3393
2018-07-10,1.3407
2018-07-11,1.3575
2018-07-12,1.3499
2018-07-13,1.3478
2018-07-14,1.3478
2018-07-15,1.3478
2018-07-16,1.3476
2018-07-17,1.3534
2018-07-18,1.3518
2018-07-19,1.3596
2018-07-20,1.348
2018-07-21,1.348
2018-07-22,1.348
2018-07-23,1.3549
2018-07-24,1.3482
2018-07-25,1.3414
2018-07-26,1.3556
2018-07-27,1.3511
2018-07-28,1.3511
2018-07-29,1.3511
2018-07-30,1.3501
2018-07-31,1.3463
2018-08-01,1.3506
2018-08-02,1.3584
2018-08-03,1.3511
2018-08-04,1.3511
2018-08-05,1.3511
2018-08-06,1.3538
2018-08-07,1.3476
2018-08-08,1.3456
2018-08-09,1.3562
2018-08-10,1.3698
2018-08-11,1.3698
2018-08-12,1.3698
2018-08-13,1.3755
2018-08-14,1.3815
2018-08-15,1.3814
2018-08-16,1.3772
2018-08-17,1.3674
2018-08-18,1.3674
2018-08-19,1.3674
2018-08-20,1.3627
2018-08-21,1.3577
2018-08-22,1.3606
2018-08-23,1.3798
2018-08-24,1.3651
2018-08-25,1.3651
2018-08-26,1.3651
2018-08-27,1.3611
2018-08-28,1.3626
2018-08-29,1.368
2018-08-30,1.3766
2018-08-31,1.3906
2018-09-01,1.3906
2018-09-02,1.3906
2018-09-03,1.3862
2018-09-04,1.393
2018-09-05,1.3902
2018-09-06,1.3888
2018-09-07,1.4073
2018-09-08,1.4073
2018-09-09,1.4073
2018-09-10,1.4057
2018-09-11,1.4042
2018-09-12,1.3945
2018-09-13,1.3906
2018-09-14,1.3978
2018-09-15,1.3978
2018-09-16,1.3978
2018-09-17,1.3931
2018-09-18,1.3851
2018-09-19,1.3768
2018-09-20,1.3714
2018-09-21,1.3722
2018-09-22,1.3722
2018-09-23,1.3722
2018-09-24,1.379
2018-09-25,1.3793
2018-09-26,1.3778
2018-09-27,1.3875
2018-09-28,1.3844
2018-09-29,1.3844
2018-09-30,1.3844
2018-10-01,1.3845
2018-10-02,1.3912
2018-10-03,1.4078
2018-10-04,1.4126
2018-10-05,1.4185
2018-10-06,1.4185
2018-10-07,1.4185
2018-10-08,1.4128
2018-10-09,1.4078
2018-10-10,1.4171
2018-10-11,1.4039
2018-10-12,1.4061
2018-10-13,1.4061
2018-10-14,1.4061
2018-10-15,1.4024
2018-10-16,1.4003
2018-10-17,1.4067
2018-10-18,1.4086
2018-10-19,1.4047
2018-10-20,1.4047
2018-10-21,1.4047
2018-10-22,1.4122
2018-10-23,1.4113
2018-10-24,1.416
2018-10-25,1.4125
2018-10-26,1.4105
2018-10-27,1.4105
2018-10-28,1.4105
2018-10-29,1.4171
2018-10-30,1.4073
2018-10-31,1.4138
2018-11-01,1.3877
2018-11-02,1.3897
2018-11-03,1.3897
2018-11-04,1.3897
2018-11-05,1.3868
2018-11-06,1.3802
2018-11-07,1.3745
2018-11-08,1.3779
2018-11-09,1.3838
2018-11-10,1.3838
2018-11-11,1.3838
2018-11-12,1.394
2018-11-13,1.3852
2018-11-14,1.3828
2018-11-15,1.3742
2018-11-16,1.3639
2018-11-17,1.3639
2018-11-18,1.3639
2018-11-19,1.3709
2018-11-20,1.3863
2018-11-21,1.3769
2018-11-22,1.3786
2018-11-23,1.3827
2018-11-24,1.3827
2018-11-25,1.3827
2018-11-26,1.3849
2018-11-27,1.3841
2018-11-28,1.3688
2018-11-29,1.3663
2018-11-30,1.3677
2018-12-01,1.3677
2018-12-02,1.3677
2018-12-03,1.3591
2018-12-04,1.3628
2018-12-05,1.3755
2018-12-06,1.3823
2018-12-07,1.3888
2018-12-08,1.3888
2018-12-09,1.3888
2018-12-10,1.391
2018-12-11,1.388
2018-12-12,1.385
2018-12-13,1.3838
2018-12-14,1.3934
2018-12-15,1.3934
2018-12-16,1.3934
2018-12-17,1.3932
2018-12-18,1.3926
2018-12-19,1.4068
2018-12-20,1.4067
2018-12-21,1.4209
2018-12-22,1.4209
2018-12-23,1.4209
2018-12-24,1.4187
2018-12-25,1.421
2018-12-26,1.415
2018-12-27,1.4221
2018-12-28,1.4206
2018-12-29,1.4206
2018-12-30,1.4206
2018-12-31,1.4188
2019-01-01,1.4179
2019-01-02,1.4316
2019-01-03,1.4274
2019-01-04,1.4055
2019-01-05,1.4055
2019-01-06,1.4055
2019-01-07,1.399
2019-01-08,1.4006
2019-01-09,1.3946
2019-01-10,1.3917
2019-01-11,1.386
2019-01-12,1.386
2019-01-13,1.386
2019-01-14,1.3896
2019-01-15,1.3886
2019-01-16,1.3952
2019-01-17,1.3903
2019-01-18,1.3956
2019-01-19,1.3956
2019-01-20,1.3956
2019-01-21,1.3969
2019-01-22,1.4038
2019-01-23,1.4004
2019-01-24,1.4097
2019-01-25,1.3923
2019-01-26,1.3923
2019-01-27,1.3923
2019-01-28,1.3956
2019-01-29,1.3975
2019-01-30,1.3798
2019-01-31,1.3745
2019-02-01,1.3797
2019-02-02,1.3797
2019-02-03,1.3797
2019-02-04,1.3839
2019-02-05,1.3822
2019-02-06,1.4075
2019-02-07,1.4079
2019-02-08,1.411
2019-02-09,1.411
2019-02-10,1.411
2019-02-11,1.4161
2019-02-12,1.4094
2019-02-13,1.4105
2019-02-14,1.4074
2019-02-15,1.4003
2019-02-16,1.4003
2019-02-17,1.4003
2019-02-18,1.4025
2019-02-19,1.3956
2019-02-20,1.3959
2019-02-21,1.4105
2019-02-22,1.4027
2019-02-23,1.4027
2019-02-24,1.4027
2019-02-25,1.3952
2019-02-26,1.3917
2019-02-27,1.4004
2019-02-28,1.4096
2019-03-01,1.4127
2019-03-02,1.4127
2019-03-03,1.4127
2019-03-04,1.41
2019-03-05,1.4115
2019-03-06,1.422
2019-03-07,1.4255
2019-03-08,1.419
2019-03-09,1.419
2019-03-10,1.419
2019-03-11,1.4144
2019-03-12,1.4121
2019-03-13,1.4095
2019-03-14,1.4156
2019-03-15,1.4113
2019-03-16,1.4113
2019-03-17,1.4113
2019-03-18,1.4077
2019-03-19,1.4108
2019-03-20,1.4052
2019-03-21,1.4061
2019-03-22,1.4121
2019-03-23,1.4121
2019-03-24,1.4121
2019-03-25,1.406
2019-03-26,1.4015
2019-03-27,1.4115
2019-03-28,1.4133
2019-03-29,1.4091
2019-03-30,1.4091
2019-03-31,1.4091
2019-04-01,1.4061
2019-04-02,1.4142
2019-04-03,1.406
2019-04-04,1.4059
2019-04-05,1.4074
2019-04-06,1.4074
2019-04-07,1.4074
2019-04-08,1.4032
2019-04-09,1.4038
2019-04-10,1.3945
2019-04-11,1.4037
2019-04-12,1.3942
2019-04-13,1.3942
2019-04-14,1.3942
2019-04-15,1.3942
2019-04-16,1.3937
2019-04-17,1.3931
2019-04-18,1.3985
2019-04-19,1.3982
2019-04-20,1.3982
2019-04-21,1.3982
2019-04-22,1.4018
2019-04-23,1.408
2019-04-24,1.4255
2019-04-25,1.4254
2019-04-26,1.4209
2019-04-27,1.4209
2019-04-28,1.4209
2019-04-29,1.4172
2019-04-30,1.4187
2019-05-01,1.4258
2019-05-02,1.4285
2019-05-03,1.4241
2019-05-04,1.4241
2019-05-05,1.4241
2019-05-06,1.4296
2019-05-07,1.4262
2019-05-08,1.4309
2019-05-09,1.4308
2019-05-10,1.4282
2019-05-11,1.4282
2019-05-12,1.4282
2019-05-13,1.4402
2019-05-14,1.4401
2019-05-15,1.4432
2019-05-16,1.4509
2019-05-17,1.4561
2019-05-18,1.4561
2019-05-19,1.4561
2019-05-20,1.4475
2019-05-21,1.4526
2019-05-22,1.4533
2019-05-23,1.4491
2019-05-24,1.4436
2019-05-25,1.4436
2019-05-26,1.4436
2019-05-27,1.4456
2019-05-28,1.4442
2019-05-29,1.4456
2019-05-30,1.4468
2019-05-31,1.4415
2019-06-01,1.4415
2019-06-02,1.4415
2019-06-03,1.4332
2019-06-04,1.4304
2019-06-05,1.4348
2019-06-06,1.4332
2019-06-07,1.4282
2019-06-08,1.4282
2019-06-09,1.4282
2019-06-10,1.4368
2019-06-11,1.4365
2019-06-12,1.4432
2019-06-13,1.4459
2019-06-14,1.4554
2019-06-15,1.4554
2019-06-16,1.4554
2019-06-17,1.4592
2019-06-18,1.4541
2019-06-19,1.4532
2019-06-20,1.4445
2019-06-21,1.4438
2019-06-22,1.4438
2019-06-23,1.4438
2019-06-24,1.4361
2019-06-25,1.4366
2019-06-26,1.4316
2019-06-27,1.4268
2019-06-28,1.4243
2019-06-29,1.4243
2019-06-30,1.4243
2019-07-01,1.4356
2019-07-02,1.4297
2019-07-03,1.4225
2019-07-04,1.4239
2019-07-05,1.4332
2019-07-06,1.4332
2019-07-07,1.4332
2019-07-08,1.4342
2019-07-09,1.4434
2019-07-10,1.4368
2019-07-11,1.4337
2019-07-12,1.4245
2019-07-13,1.4245
2019-07-14,1.4245
2019-07-15,1.4206
2019-07-16,1.4263
2019-07-17,1.4266
2019-07-18,1.4133
2019-07-19,1.4201
2019-07-20,1.4201
2019-07-21,1.4201
2019-07-22,1.4213
2019-07-23,1.4275
2019-07-24,1.4333
2019-07-25,1.4387
2019-07-26,1.4468
2019-07-27,1.4468
2019-07-28,1.4468
2019-07-29,1.449
2019-07-30,1.4551
2019-07-31,1.4606
2019-08-01,1.4701
2019-08-02,1.4706
2019-08-03,1.4706
2019-08-04,1.4706
2019-08-05,1.4799
2019-08-06,1.4792
2019-08-07,1.4797
2019-08-08,1.4701
2019-08-09,1.4738
2019-08-10,1.4738
2019-08-11,1.4738
2019-08-12,1.4812
2019-08-13,1.4712
2019-08-14,1.482
2019-08-15,1.4762
2019-08-16,1.4749
2019-08-17,1.4749
2019-08-18,1.4749
2019-08-19,1.4783
2019-08-20,1.4754
2019-08-21,1.4748
2019-08-22,1.48
2019-08-23,1.48
2019-08-24,1.48
2019-08-25,1.48
