,USDBRL BGN Curncy
2019-08-26,4.1564
2019-08-27,4.1311
2019-08-28,4.1681
2019-08-29,4.1707
2019-08-30,4.1455
2019-08-31,4.1455
2019-09-01,4.1455
2019-09-02,4.1876
2019-09-03,4.1682
2019-09-04,4.0936
2019-09-05,4.1111
2019-09-06,4.0621
2019-09-07,4.0621
2019-09-08,4.0621
2019-09-09,4.0975
2019-09-10,4.0822
2019-09-11,4.0682
2019-09-12,4.0635
2019-09-13,4.0868
2019-09-14,4.0868
2019-09-15,4.0868
2019-09-16,4.0805
2019-09-17,4.0768
2019-09-18,4.1105
2019-09-19,4.1675
2019-09-20,4.1476
2019-09-21,4.1476
2019-09-22,4.1476
2019-09-23,4.1655
2019-09-24,4.165
2019-09-25,4.148
2019-09-26,4.1693
2019-09-27,4.1587
2019-09-28,4.1587
2019-09-29,4.1587
2019-09-30,4.157
2019-10-01,4.1591
2019-10-02,4.1306
2019-10-03,4.0818
2019-10-04,4.0568
2019-10-05,4.0568
2019-10-06,4.0568
2019-10-07,4.1074
2019-10-08,4.0952
2019-10-09,4.1096
2019-10-10,4.108
2019-10-11,4.1097
2019-10-12,4.1097
2019-10-13,4.1097
2019-10-14,4.1271
2019-10-15,4.1799
2019-10-16,4.1537
2019-10-17,4.1655
2019-10-18,4.1133
2019-10-19,4.1133
2019-10-20,4.1133
2019-10-21,4.1293
2019-10-22,4.0839
2019-10-23,4.0364
2019-10-24,4.042
2019-10-25,4.0054
2019-10-26,4.0054
2019-10-27,4.0054
2019-10-28,3.9923
2019-10-29,3.9994
2019-10-30,3.9914
2019-10-31,4.0195
2019-11-01,3.9909
2019-11-02,3.9909
2019-11-03,3.9909
2019-11-04,4.0177
2019-11-05,3.9933
2019-11-06,4.0745
2019-11-07,4.1014
2019-11-08,4.1676
2019-11-09,4.1676
2019-11-10,4.1676
2019-11-11,4.1481
2019-11-12,4.164
2019-11-13,4.1767
2019-11-14,4.1893
2019-11-15,4.1893
2019-11-16,4.1893
2019-11-17,4.1893
2019-11-18,4.2092
2019-11-19,4.1994
2019-11-20,4.1968
2019-11-21,4.1954
2019-11-22,4.1952
2019-11-23,4.1952
2019-11-24,4.1952
2019-11-25,4.227
2019-11-26,4.2386
2019-11-27,4.26
2019-11-28,4.2121
2019-11-29,4.2371
2019-11-30,4.2371
2019-12-01,4.2371
2019-12-02,4.2169
2019-12-03,4.2048
2019-12-04,4.2071
2019-12-05,4.1874
2019-12-06,4.1389
2019-12-07,4.1389
2019-12-08,4.1389
2019-12-09,4.1397
2019-12-10,4.1459
2019-12-11,4.1181
2019-12-12,4.0903
2019-12-13,4.1079
2019-12-14,4.1079
2019-12-15,4.1079
2019-12-16,4.0577
2019-12-17,4.0716
2019-12-18,4.0677
2019-12-19,4.065
2019-12-20,4.0972
2019-12-21,4.0972
2019-12-22,4.0972
2019-12-23,4.0791
2019-12-24,4.084
2019-12-25,4.073
2019-12-26,4.0535
2019-12-27,4.0475
2019-12-28,4.0475
2019-12-29,4.0475
2019-12-30,4.0231
2019-12-31,4.0249
2020-01-01,4.0249
2020-01-02,4.0244
2020-01-03,4.0584
2020-01-04,4.0584
2020-01-05,4.0584
2020-01-06,4.0652
2020-01-07,4.0658
2020-01-08,4.0638
2020-01-09,4.0891
2020-01-10,4.0979
2020-01-11,4.0979
2020-01-12,4.0979
2020-01-13,4.1426
2020-01-14,4.1314
2020-01-15,4.1831
2020-01-16,4.1843
2020-01-17,4.1616
2020-01-18,4.1616
2020-01-19,4.1616
2020-01-20,4.1872
2020-01-21,4.2137
2020-01-22,4.1809
2020-01-23,4.1699
2020-01-24,4.1821
2020-01-25,4.1821
2020-01-26,4.1821
2020-01-27,4.2108
2020-01-28,4.1901
2020-01-29,4.226
2020-01-30,4.2475
2020-01-31,4.2828
2020-02-01,4.2828
2020-02-02,4.2828
2020-02-03,4.2466
2020-02-04,4.2543
2020-02-05,4.2412
2020-02-06,4.2824
2020-02-07,4.3176
2020-02-08,4.3176
2020-02-09,4.3176
2020-02-10,4.3262
2020-02-11,4.3308
2020-02-12,4.3533
2020-02-13,4.3537
2020-02-14,4.2921
2020-02-15,4.2921
2020-02-16,4.2921
2020-02-17,4.328
2020-02-18,4.3622
2020-02-19,4.3639
2020-02-20,4.3899
2020-02-21,4.3885
2020-02-22,4.3885
2020-02-23,4.3885
2020-02-24,4.3885
2020-02-25,4.3885
2020-02-26,4.4496
2020-02-27,4.4911
2020-02-28,4.472
2020-02-29,4.472
2020-03-01,4.472
2020-03-02,4.4754
2020-03-03,4.5077
2020-03-04,4.5792
2020-03-05,4.6165
2020-03-06,4.6269
2020-03-07,4.6269
2020-03-08,4.6269
2020-03-09,4.7224
2020-03-10,4.6427
2020-03-11,4.8198
2020-03-12,4.7944
2020-03-13,4.8403
2020-03-14,4.8403
2020-03-15,4.8403
2020-03-16,5.0013
2020-03-17,5.0077
2020-03-18,5.1089
2020-03-19,5.0947
2020-03-20,5.0631
2020-03-21,5.0631
2020-03-22,5.0631
2020-03-23,5.1416
2020-03-24,5.0976
2020-03-25,5.0368
2020-03-26,5.0247
2020-03-27,5.1002
2020-03-28,5.1002
2020-03-29,5.1002
2020-03-30,5.1943
2020-03-31,5.2053
2020-04-01,5.2526
2020-04-02,5.2542
2020-04-03,5.3509
2020-04-04,5.3509
2020-04-05,5.3509
2020-04-06,5.2821
2020-04-07,5.2241
2020-04-08,5.1221
2020-04-09,5.109
2020-04-10,5.109
2020-04-11,5.109
2020-04-12,5.109
2020-04-13,5.199
2020-04-14,5.1635
2020-04-15,5.2393
2020-04-16,5.2362
2020-04-17,5.2344
2020-04-18,5.2344
2020-04-19,5.2344
2020-04-20,5.3162
2020-04-21,5.3162
2020-04-22,5.4573
2020-04-23,5.5363
2020-04-24,5.5869
2020-04-25,5.5869
2020-04-26,5.5869
2020-04-27,5.6525
2020-04-28,5.5031
2020-04-29,5.3366
2020-04-30,5.4858
2020-05-01,5.4858
2020-05-02,5.4858
2020-05-03,5.4858
2020-05-04,5.5437
2020-05-05,5.5786
2020-05-06,5.7158
2020-05-07,5.8357
2020-05-08,5.7309
2020-05-09,5.7309
2020-05-10,5.7309
2020-05-11,5.8193
2020-05-12,5.886
2020-05-13,5.8858
2020-05-14,5.8141
2020-05-15,5.8552
2020-05-16,5.8552
2020-05-17,5.8552
2020-05-18,5.7157
2020-05-19,5.7552
2020-05-20,5.6929
2020-05-21,5.5521
2020-05-22,5.5334
2020-05-23,5.5334
2020-05-24,5.5334
2020-05-25,5.4454
2020-05-26,5.3477
2020-05-27,5.2739
2020-05-28,5.4094
2020-05-29,5.337
2020-05-30,5.337
2020-05-31,5.337
2020-06-01,5.3649
2020-06-02,5.2035
2020-06-03,5.0651
2020-06-04,5.1184
2020-06-05,4.9609
2020-06-06,4.9609
2020-06-07,4.9609
2020-06-08,4.8218
2020-06-09,4.9004
2020-06-10,4.973
2020-06-11,4.973
2020-06-12,5.0504
2020-06-13,5.0504
2020-06-14,5.0504
2020-06-15,5.1562
2020-06-16,5.242
2020-06-17,5.2298
2020-06-18,5.3778
2020-06-19,5.3119
2020-06-20,5.3119
2020-06-21,5.3119
2020-06-22,5.2571
2020-06-23,5.1544
2020-06-24,5.3465
2020-06-25,5.3624
2020-06-26,5.4844
2020-06-27,5.4844
2020-06-28,5.4844
2020-06-29,5.4048
2020-06-30,5.4659
2020-07-01,5.3198
2020-07-02,5.3618
2020-07-03,5.314
2020-07-04,5.314
2020-07-05,5.314
2020-07-06,5.3553
2020-07-07,5.3821
2020-07-08,5.3396
2020-07-09,5.3444
2020-07-10,5.3258
2020-07-11,5.3258
2020-07-12,5.3258
2020-07-13,5.4047
2020-07-14,5.3672
2020-07-15,5.372
2020-07-16,5.3323
2020-07-17,5.3863
2020-07-18,5.3863
2020-07-19,5.3863
2020-07-20,5.3323
2020-07-21,5.1737
2020-07-22,5.1178
2020-07-23,5.2138
2020-07-24,5.2319
2020-07-25,5.2319
2020-07-26,5.2319
2020-07-27,5.1505
2020-07-28,5.1576
2020-07-29,5.1705
2020-07-30,5.1552
2020-07-31,5.2225
2020-08-01,5.2225
2020-08-02,5.2225
2020-08-03,5.3225
2020-08-04,5.2894
2020-08-05,5.2927
2020-08-06,5.3324
2020-08-07,5.4383
2020-08-08,5.4383
2020-08-09,5.4383
2020-08-10,5.4808
2020-08-11,5.382
2020-08-12,5.4329
2020-08-13,5.3692
2020-08-14,5.4229
2020-08-15,5.4229
2020-08-16,5.4229
2020-08-17,5.511
2020-08-18,5.4677
2020-08-19,5.5566
2020-08-20,5.5591
2020-08-21,5.621
2020-08-22,5.621
2020-08-23,5.621
2020-08-24,5.6117
2020-08-25,5.5092
2020-08-26,5.6104
2020-08-27,5.5695
2020-08-28,5.3893
2020-08-29,5.3893
2020-08-30,5.3893
2020-08-31,5.4937
2020-09-01,5.3955
2020-09-02,5.3424
2020-09-03,5.2921
2020-09-04,5.3018
2020-09-05,5.3018
2020-09-06,5.3018
2020-09-07,5.3018
2020-09-08,5.3625
2020-09-09,5.3077
2020-09-10,5.3194
2020-09-11,5.3193
2020-09-12,5.3193
2020-09-13,5.3193
2020-09-14,5.2723
2020-09-15,5.2771
2020-09-16,5.2375
2020-09-17,5.2396
2020-09-18,5.3899
2020-09-19,5.3899
2020-09-20,5.3899
2020-09-21,5.4146
2020-09-22,5.4721
2020-09-23,5.5959
2020-09-24,5.51
2020-09-25,5.5627
2020-09-26,5.5627
2020-09-27,5.5627
2020-09-28,5.6613
2020-09-29,5.6348
2020-09-30,5.6103
2020-10-01,5.648
2020-10-02,5.6845
2020-10-03,5.6845
2020-10-04,5.6845
2020-10-05,5.5781
2020-10-06,5.594
2020-10-07,5.6113
2020-10-08,5.5996
2020-10-09,5.5322
2020-10-10,5.5322
2020-10-11,5.5322
2020-10-12,5.5322
2020-10-13,5.5706
2020-10-14,5.5926
2020-10-15,5.614
2020-10-16,5.646
2020-10-17,5.646
2020-10-18,5.646
2020-10-19,5.6091
2020-10-20,5.6061
2020-10-21,5.606
2020-10-22,5.5927
2020-10-23,5.6196
2020-10-24,5.6196
2020-10-25,5.6196
2020-10-26,5.6244
2020-10-27,5.7064
2020-10-28,5.7502
2020-10-29,5.7793
2020-10-30,5.7444
2020-10-31,5.7444
2020-11-01,5.7444
2020-11-02,5.7444
2020-11-03,5.752
2020-11-04,5.6656
2020-11-05,5.5397
2020-11-06,5.3775
2020-11-07,5.3775
2020-11-08,5.3775
2020-11-09,5.3813
2020-11-10,5.412
2020-11-11,5.4001
2020-11-12,5.4584
2020-11-13,5.4625
2020-11-14,5.4625
2020-11-15,5.4625
2020-11-16,5.4303
2020-11-17,5.3244
2020-11-18,5.3632
2020-11-19,5.3091
2020-11-20,5.3892
2020-11-21,5.3892
2020-11-22,5.3892
2020-11-23,5.4341
2020-11-24,5.375
2020-11-25,5.3169
2020-11-26,5.3323
2020-11-27,5.3369
2020-11-28,5.3369
2020-11-29,5.3369
2020-11-30,5.3583
2020-12-01,5.2184
2020-12-02,5.2315
2020-12-03,5.1585
2020-12-04,5.1298
2020-12-05,5.1298
2020-12-06,5.1298
2020-12-07,5.1075
2020-12-08,5.1193
2020-12-09,5.1684
2020-12-10,5.019
2020-12-11,5.061
2020-12-12,5.061
2020-12-13,5.061
2020-12-14,5.1164
2020-12-15,5.0828
2020-12-16,5.0858
2020-12-17,5.0659
2020-12-18,5.0838
2020-12-19,5.0838
2020-12-20,5.0838
2020-12-21,5.1269
2020-12-22,5.1628
2020-12-23,5.2058
2020-12-24,5.2166
2020-12-25,5.2166
2020-12-26,5.2166
2020-12-27,5.2166
2020-12-28,5.2466
2020-12-29,5.2046
2020-12-30,5.1926
2020-12-31,5.1935
2021-01-01,5.1935
2021-01-02,5.1935
2021-01-03,5.1935
2021-01-04,5.2719
2021-01-05,5.2766
2021-01-06,5.3023
2021-01-07,5.4014
2021-01-08,5.4205
2021-01-09,5.4205
2021-01-10,5.4205
2021-01-11,5.5048
2021-01-12,5.3208
2021-01-13,5.3075
2021-01-14,5.2039
2021-01-15,5.2992
2021-01-16,5.2992
2021-01-17,5.2992
2021-01-18,5.2969
2021-01-19,5.3534
2021-01-20,5.308
2021-01-21,5.3598
2021-01-22,5.4705
2021-01-23,5.4705
2021-01-24,5.4705
2021-01-25,5.4672
2021-01-26,5.3523
2021-01-27,5.4112
2021-01-28,5.4406
2021-01-29,5.4715
2021-01-30,5.4715
2021-01-31,5.4715
2021-02-01,5.4454
2021-02-02,5.3593
2021-02-03,5.378
2021-02-04,5.432
2021-02-05,5.3778
2021-02-06,5.3778
2021-02-07,5.3778
2021-02-08,5.3575
2021-02-09,5.3825
2021-02-10,5.3842
2021-02-11,5.3852
2021-02-12,5.3779
2021-02-13,5.3779
2021-02-14,5.3779
2021-02-15,5.3779
2021-02-16,5.3779
2021-02-17,5.4129
2021-02-18,5.4317
2021-02-19,5.3872
2021-02-20,5.3872
2021-02-21,5.3872
2021-02-22,5.4591
2021-02-23,5.4411
2021-02-24,5.4156
2021-02-25,5.5197
2021-02-26,5.6023
2021-02-27,5.6023
2021-02-28,5.6023
2021-03-01,5.6347
2021-03-02,5.6645
2021-03-03,5.6232
2021-03-04,5.6688
2021-03-05,5.6838
2021-03-06,5.6838
2021-03-07,5.6838
2021-03-08,5.8169
2021-03-09,5.8053
2021-03-10,5.6721
2021-03-11,5.5396
2021-03-12,5.5552
2021-03-13,5.5552
2021-03-14,5.5552
2021-03-15,5.6174
2021-03-16,5.625
2021-03-17,5.5879
2021-03-18,5.5617
2021-03-19,5.491
2021-03-20,5.491
2021-03-21,5.491
2021-03-22,5.5044
2021-03-23,5.5213
2021-03-24,5.6227
2021-03-25,5.6476
2021-03-26,5.7565
2021-03-27,5.7565
2021-03-28,5.7565
2021-03-29,5.7829
2021-03-30,5.7751
2021-03-31,5.6344
2021-04-01,5.7102
2021-04-02,5.7102
2021-04-03,5.7102
2021-04-04,5.7102
2021-04-05,5.6663
2021-04-06,5.5923
2021-04-07,5.6161
2021-04-08,5.5714
2021-04-09,5.6821
2021-04-10,5.6821
2021-04-11,5.6821
2021-04-12,5.7344
2021-04-13,5.7174
2021-04-14,5.6533
2021-04-15,5.6156
2021-04-16,5.588
2021-04-17,5.588
2021-04-18,5.588
2021-04-19,5.549
2021-04-20,5.5675
2021-04-21,5.5698
2021-04-22,5.4469
2021-04-23,5.4764
2021-04-24,5.4764
2021-04-25,5.4764
2021-04-26,5.4358
2021-04-27,5.4514
2021-04-28,5.3444
2021-04-29,5.3393
2021-04-30,5.4381
2021-05-01,5.4381
2021-05-02,5.4381
2021-05-03,5.4423
2021-05-04,5.4428
2021-05-05,5.3551
2021-05-06,5.2761
2021-05-07,5.2369
2021-05-08,5.2369
2021-05-09,5.2369
2021-05-10,5.2283
2021-05-11,5.2213
2021-05-12,5.307
2021-05-13,5.3087
2021-05-14,5.2728
2021-05-15,5.2728
2021-05-16,5.2728
2021-05-17,5.2751
2021-05-18,5.2613
2021-05-19,5.3105
2021-05-20,5.2846
2021-05-21,5.3662
2021-05-22,5.3662
2021-05-23,5.3662
2021-05-24,5.3185
2021-05-25,5.332
2021-05-26,5.312
2021-05-27,5.2387
2021-05-28,5.2255
2021-05-29,5.2255
2021-05-30,5.2255
2021-05-31,5.2191
2021-06-01,5.1512
2021-06-02,5.0762
2021-06-03,5.0762
2021-06-04,5.0492
2021-06-05,5.0492
2021-06-06,5.0492
2021-06-07,5.0459
2021-06-08,5.0346
2021-06-09,5.0629
2021-06-10,5.0571
2021-06-11,5.1181
2021-06-12,5.1181
2021-06-13,5.1181
2021-06-14,5.0623
2021-06-15,5.0463
2021-06-16,5.0559
2021-06-17,5.009
2021-06-18,5.0901
2021-06-19,5.0901
2021-06-20,5.0901
2021-06-21,5.0147
2021-06-22,4.9586
2021-06-23,4.9667
2021-06-24,4.9143
2021-06-25,4.9341
2021-06-26,4.9341
2021-06-27,4.9341
2021-06-28,4.9266
2021-06-29,4.9566
2021-06-30,4.969
2021-07-01,5.0493
2021-07-02,5.0589
2021-07-03,5.0589
2021-07-04,5.0589
2021-07-05,5.0953
2021-07-06,5.1997
2021-07-07,5.232
2021-07-08,5.2599
2021-07-09,5.2598
2021-07-10,5.2598
2021-07-11,5.2598
2021-07-12,5.1734
2021-07-13,5.1634
2021-07-14,5.0727
2021-07-15,5.1116
2021-07-16,5.1152
2021-07-17,5.1152
2021-07-18,5.1152
2021-07-19,5.2519
2021-07-20,5.2217
2021-07-21,5.188
2021-07-22,5.2017
2021-07-23,5.2001
2021-07-24,5.2001
2021-07-25,5.2001
2021-07-26,5.1778
2021-07-27,5.1713
2021-07-28,5.117
2021-07-29,5.0811
2021-07-30,5.2115
2021-07-31,5.2115
2021-08-01,5.2115
2021-08-02,5.1738
2021-08-03,5.1976
2021-08-04,5.1694
2021-08-05,5.2487
2021-08-06,5.2327
2021-08-07,5.2327
2021-08-08,5.2327
2021-08-09,5.2352
2021-08-10,5.1903
2021-08-11,5.2205
2021-08-12,5.2532
2021-08-13,5.2486
2021-08-14,5.2486
2021-08-15,5.2486
2021-08-16,5.2602
2021-08-17,5.2957
2021-08-18,5.3878
2021-08-19,5.415
2021-08-20,5.3807
2021-08-21,5.3807
2021-08-22,5.3807
2021-08-23,5.3806
2021-08-24,5.2476
2021-08-25,5.2149
2021-08-26,5.2572
2021-08-27,5.2046
2021-08-28,5.2046
2021-08-29,5.2046
2021-08-30,5.1848
2021-08-31,5.1512
2021-09-01,5.1867
2021-09-02,5.1842
2021-09-03,5.1926
2021-09-04,5.1926
2021-09-05,5.1926
2021-09-06,5.1701
2021-09-07,5.1701
2021-09-08,5.3205
2021-09-09,5.2045
2021-09-10,5.2468
2021-09-11,5.2468
2021-09-12,5.2468
2021-09-13,5.2157
2021-09-14,5.2402
2021-09-15,5.2229
2021-09-16,5.259
2021-09-17,5.2893
2021-09-18,5.2893
2021-09-19,5.2893
2021-09-20,5.3245
2021-09-21,5.2726
2021-09-22,5.2899
2021-09-23,5.3033
2021-09-24,5.3355
2021-09-25,5.3355
2021-09-26,5.3355
2021-09-27,5.3911
2021-09-28,5.43
2021-09-29,5.4146
2021-09-30,5.443
2021-10-01,5.3645
2021-10-02,5.3645
2021-10-03,5.3645
2021-10-04,5.4553
2021-10-05,5.4757
2021-10-06,5.4934
2021-10-07,5.5188
2021-10-08,5.5086
2021-10-09,5.5086
2021-10-10,5.5086
2021-10-11,5.5385
2021-10-12,5.5385
2021-10-13,5.5166
2021-10-14,5.5126
2021-10-15,5.4608
2021-10-16,5.4608
2021-10-17,5.4608
2021-10-18,5.5127
2021-10-19,5.5847
2021-10-20,5.5978
2021-10-21,5.6612
2021-10-22,5.6497
2021-10-23,5.6497
2021-10-24,5.6497
2021-10-25,5.5568
2021-10-26,5.5668
2021-10-27,5.5384
2021-10-28,5.6465
2021-10-29,5.6365
2021-10-30,5.6365
2021-10-31,5.6365
2021-11-01,5.6849
2021-11-02,5.6849
2021-11-03,5.5537
2021-11-04,5.603
2021-11-05,5.5424
2021-11-06,5.5424
2021-11-07,5.5424
2021-11-08,5.5422
2021-11-09,5.4852
2021-11-10,5.498
2021-11-11,5.4045
2021-11-12,5.4565
2021-11-13,5.4565
2021-11-14,5.4565
2021-11-15,5.4565
2021-11-16,5.4976
2021-11-17,5.5241
2021-11-18,5.5663
2021-11-19,5.6102
2021-11-20,5.6102
2021-11-21,5.6102
2021-11-22,5.5969
2021-11-23,5.5909
2021-11-24,5.6013
2021-11-25,5.5633
2021-11-26,5.6029
2021-11-27,5.6029
2021-11-28,5.6029
2021-11-29,5.6081
2021-11-30,5.6227
2021-12-01,5.6796
2021-12-02,5.6393
2021-12-03,5.653
2021-12-04,5.653
2021-12-05,5.653
2021-12-06,5.686
2021-12-07,5.6101
2021-12-08,5.5301
2021-12-09,5.5802
2021-12-10,5.6092
2021-12-11,5.6092
2021-12-12,5.6092
2021-12-13,5.6762
2021-12-14,5.6897
2021-12-15,5.6852
2021-12-16,5.6876
2021-12-17,5.6858
2021-12-18,5.6858
2021-12-19,5.6858
2021-12-20,5.7374
2021-12-21,5.7449
2021-12-22,5.6603
2021-12-23,5.6769
2021-12-24,5.6745
2021-12-25,5.6745
2021-12-26,5.6745
2021-12-27,5.6318
2021-12-28,5.6274
2021-12-29,5.6937
2021-12-30,5.5699
2021-12-31,5.5714
2022-01-01,5.5714
2022-01-02,5.5714
2022-01-03,5.6754
2022-01-04,5.6846
2022-01-05,5.7163
2022-01-06,5.6855
2022-01-07,5.6342
2022-01-08,5.6342
2022-01-09,5.6342
2022-01-10,5.6704
2022-01-11,5.5735
2022-01-12,5.5204
2022-01-13,5.5303
2022-01-14,5.5289
2022-01-15,5.5289
2022-01-16,5.5289
2022-01-17,5.523
2022-01-18,5.5684
2022-01-19,5.4455
2022-01-20,5.4366
2022-01-21,5.4512
2022-01-22,5.4512
2022-01-23,5.4512
2022-01-24,5.4914
2022-01-25,5.4409
2022-01-26,5.4418
2022-01-27,5.4103
2022-01-28,5.3811
2022-01-29,5.3811
2022-01-30,5.3811
2022-01-31,5.3102
2022-02-01,5.2687
2022-02-02,5.2659
2022-02-03,5.2879
2022-02-04,5.3261
2022-02-05,5.3261
2022-02-06,5.3261
2022-02-07,5.2559
2022-02-08,5.2596
2022-02-09,5.234
2022-02-10,5.2496
2022-02-11,5.2481
2022-02-12,5.2481
2022-02-13,5.2481
2022-02-14,5.2191
2022-02-15,5.1696
2022-02-16,5.129
2022-02-17,5.1696
2022-02-18,5.1382
2022-02-19,5.1382
2022-02-20,5.1382
2022-02-21,5.1066
2022-02-22,5.0603
2022-02-23,5.0063
2022-02-24,5.1179
2022-02-25,5.1525
2022-02-26,5.1525
2022-02-27,5.1525
2022-02-28,5.1525
2022-03-01,5.1525
2022-03-02,5.1021
2022-03-03,5.0272
2022-03-04,5.066
2022-03-05,5.066
2022-03-06,5.066
2022-03-07,5.0981
2022-03-08,5.064
2022-03-09,5.0119
2022-03-10,5.0189
2022-03-11,5.0746
2022-03-12,5.0746
2022-03-13,5.0746
2022-03-14,5.1201
2022-03-15,5.1637
2022-03-16,5.0768
2022-03-17,5.0396
2022-03-18,5.0224
2022-03-19,5.0224
2022-03-20,5.0224
2022-03-21,4.9366
2022-03-22,4.9107
2022-03-23,4.8266
2022-03-24,4.8268
2022-03-25,4.7421
2022-03-26,4.7421
2022-03-27,4.7421
2022-03-28,4.7649
2022-03-29,4.7579
2022-03-30,4.7716
2022-03-31,4.7411
2022-04-01,4.6591
2022-04-02,4.6591
2022-04-03,4.6591
2022-04-04,4.5941
2022-04-05,4.6512
2022-04-06,4.7165
2022-04-07,4.7525
2022-04-08,4.6989
2022-04-09,4.6989
2022-04-10,4.6989
2022-04-11,4.695
2022-04-12,4.6754
2022-04-13,4.6911
2022-04-14,4.7014
2022-04-15,4.7014
2022-04-16,4.7014
2022-04-17,4.7014
2022-04-18,4.6534
2022-04-19,4.6683
2022-04-20,4.622
2022-04-21,4.622
2022-04-22,4.7961
2022-04-23,4.7961
2022-04-24,4.7961
2022-04-25,4.8776
2022-04-26,4.9998
2022-04-27,4.9687
2022-04-28,4.9423
2022-04-29,4.9721
2022-04-30,4.9721
2022-05-01,4.9721
2022-05-02,5.0855
2022-05-03,4.962
2022-05-04,4.9199
2022-05-05,5.0271
2022-05-06,5.0802
2022-05-07,5.0802
2022-05-08,5.0802
2022-05-09,5.1609
2022-05-10,5.1339
2022-05-11,5.1384
2022-05-12,5.1348
2022-05-13,5.0604
2022-05-14,5.0604
2022-05-15,5.0604
2022-05-16,5.0604
2022-05-17,4.9397
2022-05-18,4.9714
2022-05-19,4.932
2022-05-20,4.8804
2022-05-21,4.8804
2022-05-22,4.8804
2022-05-23,4.813
2022-05-24,4.8194
2022-05-25,4.8269
2022-05-26,4.768
2022-05-27,4.7318
2022-05-28,4.7318
2022-05-29,4.7318
2022-05-30,4.7532
2022-05-31,4.7349
2022-06-01,4.8158
2022-06-02,4.7968
2022-06-03,4.775
2022-06-04,4.775
2022-06-05,4.775
2022-06-06,4.7943
2022-06-07,4.8713
2022-06-08,4.8993
2022-06-09,4.9069
2022-06-10,4.9869
2022-06-11,4.9869
2022-06-12,4.9869
2022-06-13,5.1168
2022-06-14,5.1168
2022-06-15,5.0568
2022-06-16,5.0568
2022-06-17,5.1531
2022-06-18,5.1531
2022-06-19,5.1531
2022-06-20,5.1906
2022-06-21,5.1274
2022-06-22,5.1947
2022-06-23,5.2398
2022-06-24,5.2428
2022-06-25,5.2428
2022-06-26,5.2428
2022-06-27,5.2382
2022-06-28,5.2695
2022-06-29,5.1826
2022-06-30,5.2559
2022-07-01,5.3327
2022-07-02,5.3327
2022-07-03,5.3327
2022-07-04,5.3295
2022-07-05,5.3883
2022-07-06,5.429
2022-07-07,5.3408
2022-07-08,5.2559
2022-07-09,5.2559
2022-07-10,5.2559
2022-07-11,5.3777
2022-07-12,5.4388
2022-07-13,5.3924
2022-07-14,5.4248
2022-07-15,5.4079
2022-07-16,5.4079
2022-07-17,5.4079
2022-07-18,5.4367
2022-07-19,5.4127
2022-07-20,5.4704
2022-07-21,5.4988
2022-07-22,5.4976
2022-07-23,5.4976
2022-07-24,5.4976
2022-07-25,5.3589
2022-07-26,5.3497
2022-07-27,5.2436
2022-07-28,5.1838
2022-07-29,5.1729
2022-07-30,5.1729
2022-07-31,5.1729
2022-08-01,5.186
2022-08-02,5.2797
2022-08-03,5.2831
2022-08-04,5.2149
2022-08-05,5.165
2022-08-06,5.165
2022-08-07,5.165
2022-08-08,5.1124
2022-08-09,5.1258
2022-08-10,5.0924
2022-08-11,5.1566
2022-08-12,5.0753
2022-08-13,5.0753
2022-08-14,5.0753
2022-08-15,5.0965
2022-08-16,5.1473
2022-08-17,5.1662
2022-08-18,5.1694
2022-08-19,5.1695
2022-08-20,5.1695
2022-08-21,5.1695
2022-08-22,5.1584
2022-08-23,5.1059
2022-08-24,5.1107
2022-08-25,5.1095
2022-08-26,5.064
2022-08-27,5.064
2022-08-28,5.064
2022-08-29,5.0293
2022-08-30,5.1222
2022-08-31,5.1848
2022-09-01,5.2428
2022-09-02,5.1709
2022-09-03,5.1709
2022-09-04,5.1709
2022-09-05,5.1542
2022-09-06,5.2512
2022-09-07,5.2512
2022-09-08,5.2154
2022-09-09,5.1487
2022-09-10,5.1487
2022-09-11,5.1487
2022-09-12,5.0942
2022-09-13,5.1919
2022-09-14,5.1646
2022-09-15,5.2455
2022-09-16,5.2535
2022-09-17,5.2535
2022-09-18,5.2535
2022-09-19,5.1694
2022-09-20,5.143
2022-09-21,5.1728
2022-09-22,5.1163
2022-09-23,5.263
2022-09-24,5.263
2022-09-25,5.263
2022-09-26,5.3915
2022-09-27,5.38
2022-09-28,5.375
2022-09-29,5.4009
2022-09-30,5.4138
2022-10-01,5.4138
2022-10-02,5.4138
2022-10-03,5.1711
2022-10-04,5.1771
2022-10-05,5.1975
2022-10-06,5.2232
2022-10-07,5.2046
2022-10-08,5.2046
2022-10-09,5.2046
2022-10-10,5.1903
2022-10-11,5.3039
2022-10-12,5.3039
2022-10-13,5.2676
2022-10-14,5.326
2022-10-15,5.326
2022-10-16,5.326
2022-10-17,5.2822
2022-10-18,5.2413
2022-10-19,5.2716
2022-10-20,5.2157
2022-10-21,5.1635
2022-10-22,5.1635
2022-10-23,5.1635
2022-10-24,5.3036
2022-10-25,5.3162
2022-10-26,5.3818
2022-10-27,5.3432
2022-10-28,5.2966
2022-10-29,5.2966
2022-10-30,5.2966
2022-10-31,5.1796
2022-11-01,5.1465
2022-11-02,5.1465
2022-11-03,5.1164
2022-11-04,5.0607
2022-11-05,5.0607
2022-11-06,5.0607
2022-11-07,5.1628
2022-11-08,5.1484
2022-11-09,5.1967
2022-11-10,5.3807
2022-11-11,5.3265
2022-11-12,5.3265
