,USDIDR BGN Curncy
2013-03-09,9685.0
2013-03-10,9685.0
2013-03-11,9700.0
2013-03-12,9693.0
2013-03-13,9689.0
2013-03-14,9700.0
2013-03-15,9706.0
2013-03-16,9706.0
2013-03-17,9706.0
2013-03-18,9715.0
2013-03-19,9720.0
2013-03-20,9724.0
2013-03-21,9755.0
2013-03-22,9777.0
2013-03-23,9777.0
2013-03-24,9777.0
2013-03-25,9736.0
2013-03-26,9738.0
2013-03-27,9725.0
2013-03-28,9740.0
2013-03-29,9735.0
2013-03-30,9735.0
2013-03-31,9735.0
2013-04-01,9739.0
2013-04-02,9739.0
2013-04-03,9747.0
2013-04-04,9749.0
2013-04-05,9753.0
2013-04-06,9753.0
2013-04-07,9753.0
2013-04-08,9751.0
2013-04-09,9718.0
2013-04-10,9692.0
2013-04-11,9706.0
2013-04-12,9714.0
2013-04-13,9714.0
2013-04-14,9714.0
2013-04-15,9714.0
2013-04-16,9717.0
2013-04-17,9711.0
2013-04-18,9716.0
2013-04-19,9705.0
2013-04-20,9705.0
2013-04-21,9705.0
2013-04-22,9716.0
2013-04-23,9731.0
2013-04-24,9719.0
2013-04-25,9718.0
2013-04-26,9722.0
2013-04-27,9722.0
2013-04-28,9722.0
2013-04-29,9722.0
2013-04-30,9734.0
2013-05-01,9724.0
2013-05-02,9738.0
2013-05-03,9735.0
2013-05-04,9735.0
2013-05-05,9735.0
2013-05-06,9736.0
2013-05-07,9730.0
2013-05-08,9727.0
2013-05-09,9718.0
2013-05-10,9737.0
2013-05-11,9737.0
2013-05-12,9737.0
2013-05-13,9741.0
2013-05-14,9757.0
2013-05-15,9748.0
2013-05-16,9752.0
2013-05-17,9757.0
2013-05-18,9757.0
2013-05-19,9757.0
2013-05-20,9758.0
2013-05-21,9763.0
2013-05-22,9770.0
2013-05-23,9783.0
2013-05-24,9774.0
2013-05-25,9774.0
2013-05-26,9774.0
2013-05-27,9793.0
2013-05-28,9862.0
2013-05-29,9805.0
2013-05-30,9808.0
2013-05-31,9877.0
2013-06-01,9877.0
2013-06-02,9877.0
2013-06-03,9808.0
2013-06-04,9875.0
2013-06-05,9795.0
2013-06-06,9895.0
2013-06-07,9886.0
2013-06-08,9886.0
2013-06-09,9886.0
2013-06-10,10087.0
2013-06-11,9828.0
2013-06-12,9861.0
2013-06-13,9885.0
2013-06-14,9875.0
2013-06-15,9875.0
2013-06-16,9875.0
2013-06-17,9888.0
2013-06-18,9908.0
2013-06-19,10026.0
2013-06-20,9982.0
2013-06-21,10011.0
2013-06-22,10011.0
2013-06-23,10011.0
2013-06-24,10009.0
2013-06-25,9920.0
2013-06-26,9965.0
2013-06-27,9908.0
2013-06-28,10004.0
2013-06-29,10004.0
2013-06-30,10004.0
2013-07-01,9928.0
2013-07-02,9935.0
2013-07-03,9977.0
2013-07-04,9943.0
2013-07-05,9945.0
2013-07-06,9945.0
2013-07-07,9945.0
2013-07-08,9956.0
2013-07-09,9983.0
2013-07-10,9981.0
2013-07-11,9973.0
2013-07-12,9991.0
2013-07-13,9991.0
2013-07-14,9991.0
2013-07-15,10074.0
2013-07-16,10103.0
2013-07-17,10045.0
2013-07-18,10060.0
2013-07-19,10129.0
2013-07-20,10129.0
2013-07-21,10129.0
2013-07-22,10165.0
2013-07-23,10200.0
2013-07-24,10263.0
2013-07-25,10301.0
2013-07-26,10291.0
2013-07-27,10291.0
2013-07-28,10291.0
2013-07-29,10275.0
2013-07-30,10274.0
2013-07-31,10257.0
2013-08-01,10271.0
2013-08-02,10333.0
2013-08-03,10333.0
2013-08-04,10333.0
2013-08-05,10249.0
2013-08-06,10286.0
2013-08-07,10335.0
2013-08-08,10310.0
2013-08-09,10267.0
2013-08-10,10267.0
2013-08-11,10267.0
2013-08-12,10293.0
2013-08-13,10307.0
2013-08-14,10297.0
2013-08-15,10409.0
2013-08-16,10430.0
2013-08-17,10430.0
2013-08-18,10430.0
2013-08-19,10533.0
2013-08-20,10723.0
2013-08-21,10775.0
2013-08-22,10875.0
2013-08-23,11058.0
2013-08-24,11058.0
2013-08-25,11058.0
2013-08-26,10848.0
2013-08-27,11337.0
2013-08-28,11265.0
2013-08-29,10935.0
2013-08-30,11184.0
2013-08-31,11184.0
2013-09-01,11184.0
2013-09-02,11371.0
2013-09-03,11445.0
2013-09-04,11411.0
2013-09-05,11649.0
2013-09-06,11176.0
2013-09-07,11176.0
2013-09-08,11176.0
2013-09-09,11384.0
2013-09-10,11235.0
2013-09-11,11346.0
2013-09-12,11350.0
2013-09-13,11232.0
2013-09-14,11232.0
2013-09-15,11232.0
2013-09-16,11380.0
2013-09-17,11182.0
2013-09-18,11324.0
2013-09-19,10847.0
2013-09-20,11041.0
2013-09-21,11041.0
2013-09-22,11041.0
2013-09-23,11445.0
2013-09-24,11473.0
2013-09-25,11488.0
2013-09-26,11203.0
2013-09-27,11284.0
2013-09-28,11284.0
2013-09-29,11284.0
2013-09-30,11406.0
2013-10-01,11360.0
2013-10-02,11357.0
2013-10-03,11530.0
2013-10-04,11381.0
2013-10-05,11381.0
2013-10-06,11381.0
2013-10-07,11248.0
2013-10-08,11252.0
2013-10-09,11213.0
2013-10-10,11148.0
2013-10-11,11365.0
2013-10-12,11365.0
2013-10-13,11365.0
2013-10-14,10948.0
2013-10-15,10904.0
2013-10-16,11195.0
2013-10-17,11125.0
2013-10-18,10904.0
2013-10-19,10904.0
2013-10-20,10904.0
2013-10-21,10853.0
2013-10-22,10818.0
2013-10-23,10902.0
2013-10-24,11150.0
2013-10-25,11015.0
2013-10-26,11015.0
2013-10-27,11015.0
2013-10-28,11055.0
2013-10-29,11103.0
2013-10-30,11175.0
2013-10-31,11274.0
2013-11-01,11335.0
2013-11-02,11335.0
2013-11-03,11335.0
2013-11-04,11356.0
2013-11-05,11356.0
2013-11-06,11410.0
2013-11-07,11393.0
2013-11-08,11413.0
2013-11-09,11413.0
2013-11-10,11413.0
2013-11-11,11563.0
2013-11-12,11605.0
2013-11-13,11605.0
2013-11-14,11545.0
2013-11-15,11623.0
2013-11-16,11623.0
2013-11-17,11623.0
2013-11-18,11635.0
2013-11-19,11599.0
2013-11-20,11660.0
2013-11-21,11705.0
2013-11-22,11700.0
2013-11-23,11700.0
2013-11-24,11700.0
2013-11-25,11510.0
2013-11-26,11765.0
2013-11-27,11886.0
2013-11-28,12018.0
2013-11-29,11965.0
2013-11-30,11965.0
2013-12-01,11965.0
2013-12-02,11770.0
2013-12-03,11888.0
2013-12-04,11986.0
2013-12-05,11965.0
2013-12-06,11964.0
2013-12-07,11964.0
2013-12-08,11964.0
2013-12-09,11974.0
2013-12-10,11920.0
2013-12-11,11991.0
2013-12-12,12023.0
2013-12-13,12106.0
2013-12-14,12106.0
2013-12-15,12106.0
2013-12-16,12105.0
2013-12-17,12125.0
2013-12-18,12168.0
2013-12-19,12209.0
2013-12-20,12214.0
2013-12-21,12214.0
2013-12-22,12214.0
2013-12-23,12195.0
2013-12-24,12201.0
2013-12-25,12201.0
2013-12-26,12160.0
2013-12-27,12261.0
2013-12-28,12261.0
2013-12-29,12261.0
2013-12-30,12210.0
2013-12-31,12171.0
2014-01-01,12171.0
2014-01-02,12160.0
2014-01-03,12180.0
2014-01-04,12180.0
2014-01-05,12180.0
2014-01-06,12181.0
2014-01-07,12238.0
2014-01-08,12235.0
2014-01-09,12193.0
2014-01-10,12162.0
2014-01-11,12162.0
2014-01-12,12162.0
2014-01-13,12050.0
2014-01-14,12050.0
2014-01-15,12085.0
2014-01-16,12125.0
2014-01-17,12091.0
2014-01-18,12091.0
2014-01-19,12091.0
2014-01-20,12113.0
2014-01-21,12134.0
2014-01-22,12143.0
2014-01-23,12165.0
2014-01-24,12181.0
2014-01-25,12181.0
2014-01-26,12181.0
2014-01-27,12238.0
2014-01-28,12190.0
2014-01-29,12166.0
2014-01-30,12213.0
2014-01-31,12213.0
2014-02-01,12213.0
2014-02-02,12213.0
2014-02-03,12240.0
2014-02-04,12203.0
2014-02-05,12194.0
2014-02-06,12194.0
2014-02-07,12161.0
2014-02-08,12161.0
2014-02-09,12161.0
2014-02-10,12173.0
2014-02-11,12148.0
2014-02-12,12088.0
2014-02-13,11980.0
2014-02-14,11831.0
2014-02-15,11831.0
2014-02-16,11831.0
2014-02-17,11785.0
2014-02-18,11848.0
2014-02-19,11778.0
2014-02-20,11825.0
2014-02-21,11744.0
2014-02-22,11744.0
2014-02-23,11744.0
2014-02-24,11649.0
2014-02-25,11665.0
2014-02-26,11648.0
2014-02-27,11668.0
2014-02-28,11610.0
2014-03-01,11610.0
2014-03-02,11610.0
2014-03-03,11593.0
2014-03-04,11598.0
2014-03-05,11582.0
2014-03-06,11482.0
2014-03-07,11440.0
2014-03-08,11440.0
2014-03-09,11440.0
2014-03-10,11370.0
2014-03-11,11400.0
2014-03-12,11428.0
2014-03-13,11386.0
2014-03-14,11356.0
2014-03-15,11356.0
2014-03-16,11356.0
2014-03-17,11293.0
2014-03-18,11329.0
2014-03-19,11316.0
2014-03-20,11446.0
2014-03-21,11425.0
2014-03-22,11425.0
2014-03-23,11425.0
2014-03-24,11380.0
2014-03-25,11394.0
2014-03-26,11413.0
2014-03-27,11448.0
2014-03-28,11361.0
2014-03-29,11361.0
2014-03-30,11361.0
2014-03-31,11361.0
2014-04-01,11314.0
2014-04-02,11295.0
2014-04-03,11324.0
2014-04-04,11317.0
2014-04-05,11317.0
2014-04-06,11317.0
2014-04-07,11305.0
2014-04-08,11289.0
2014-04-09,11289.0
2014-04-10,11358.0
2014-04-11,11414.0
2014-04-12,11414.0
2014-04-13,11414.0
2014-04-14,11438.0
2014-04-15,11428.0
2014-04-16,11436.0
2014-04-17,11424.0
2014-04-18,11424.0
2014-04-19,11424.0
2014-04-20,11424.0
2014-04-21,11446.0
2014-04-22,11521.0
2014-04-23,11630.0
2014-04-24,11603.0
2014-04-25,11565.0
2014-04-26,11565.0
2014-04-27,11565.0
2014-04-28,11587.0
2014-04-29,11549.0
2014-04-30,11562.0
2014-05-01,11562.0
2014-05-02,11525.0
2014-05-03,11525.0
2014-05-04,11525.0
2014-05-05,11520.0
2014-05-06,11519.0
2014-05-07,11578.0
2014-05-08,11563.0
2014-05-09,11532.0
2014-05-10,11532.0
2014-05-11,11532.0
2014-05-12,11523.0
2014-05-13,11538.0
2014-05-14,11447.0
2014-05-15,11447.0
2014-05-16,11413.0
2014-05-17,11413.0
2014-05-18,11413.0
2014-05-19,11419.0
2014-05-20,11490.0
2014-05-21,11509.0
2014-05-22,11531.0
2014-05-23,11615.0
2014-05-24,11615.0
2014-05-25,11615.0
2014-05-26,11579.0
2014-05-27,11579.0
2014-05-28,11633.0
2014-05-29,11633.0
2014-05-30,11676.0
2014-05-31,11676.0
2014-06-01,11676.0
2014-06-02,11766.0
2014-06-03,11810.0
2014-06-04,11890.0
2014-06-05,11860.0
2014-06-06,11838.0
2014-06-07,11838.0
2014-06-08,11838.0
2014-06-09,11779.0
2014-06-10,11815.0
2014-06-11,11810.0
2014-06-12,11790.0
2014-06-13,11796.0
2014-06-14,11796.0
2014-06-15,11796.0
2014-06-16,11819.0
2014-06-17,11893.0
2014-06-18,11997.0
2014-06-19,11935.0
2014-06-20,11973.0
2014-06-21,11973.0
2014-06-22,11973.0
2014-06-23,11992.0
2014-06-24,11989.0
2014-06-25,12090.0
2014-06-26,12099.0
2014-06-27,11995.0
2014-06-28,11995.0
2014-06-29,11995.0
2014-06-30,11875.0
2014-07-01,11864.0
2014-07-02,11913.0
2014-07-03,11918.0
2014-07-04,11873.0
2014-07-05,11873.0
2014-07-06,11873.0
2014-07-07,11713.0
2014-07-08,11626.0
2014-07-09,11626.0
2014-07-10,11574.0
2014-07-11,11588.0
2014-07-12,11588.0
2014-07-13,11588.0
2014-07-14,11665.0
2014-07-15,11736.0
2014-07-16,11698.0
2014-07-17,11686.0
2014-07-18,11615.0
2014-07-19,11615.0
2014-07-20,11615.0
2014-07-21,11572.0
2014-07-22,11606.0
2014-07-23,11508.0
2014-07-24,11569.0
2014-07-25,11578.0
2014-07-26,11578.0
2014-07-27,11578.0
2014-07-28,11578.0
2014-07-29,11578.0
2014-07-30,11578.0
2014-07-31,11580.0
2014-08-01,11803.0
2014-08-02,11803.0
2014-08-03,11803.0
2014-08-04,11761.0
2014-08-05,11698.0
2014-08-06,11751.0
2014-08-07,11796.0
2014-08-08,11779.0
2014-08-09,11779.0
2014-08-10,11779.0
2014-08-11,11678.0
2014-08-12,11689.0
2014-08-13,11693.0
2014-08-14,11679.0
2014-08-15,11678.0
2014-08-16,11678.0
2014-08-17,11678.0
2014-08-18,11687.0
2014-08-19,11679.0
2014-08-20,11705.0
2014-08-21,11693.0
2014-08-22,11673.0
2014-08-23,11673.0
2014-08-24,11673.0
2014-08-25,11714.0
2014-08-26,11707.0
2014-08-27,11682.0
2014-08-28,11701.0
2014-08-29,11690.0
2014-08-30,11690.0
2014-08-31,11690.0
2014-09-01,11716.0
2014-09-02,11748.0
2014-09-03,11764.0
2014-09-04,11765.0
2014-09-05,11759.0
2014-09-06,11759.0
2014-09-07,11759.0
2014-09-08,11726.0
2014-09-09,11771.0
2014-09-10,11814.0
2014-09-11,11827.0
2014-09-12,11822.0
2014-09-13,11822.0
2014-09-14,11822.0
2014-09-15,11971.0
2014-09-16,11971.0
2014-09-17,11970.0
2014-09-18,11983.0
2014-09-19,11970.0
2014-09-20,11970.0
2014-09-21,11970.0
2014-09-22,11976.0
2014-09-23,11969.0
2014-09-24,11954.0
2014-09-25,11983.0
2014-09-26,12048.0
2014-09-27,12048.0
2014-09-28,12048.0
2014-09-29,12169.0
2014-09-30,12188.0
2014-10-01,12135.0
2014-10-02,12150.0
2014-10-03,12178.0
2014-10-04,12178.0
2014-10-05,12178.0
2014-10-06,12212.0
2014-10-07,12202.0
2014-10-08,12239.0
2014-10-09,12186.0
2014-10-10,12222.0
2014-10-11,12222.0
2014-10-12,12222.0
2014-10-13,12201.0
2014-10-14,12206.0
2014-10-15,12227.0
2014-10-16,12260.0
2014-10-17,12110.0
2014-10-18,12110.0
2014-10-19,12110.0
2014-10-20,12032.0
2014-10-21,12001.0
2014-10-22,12014.0
2014-10-23,12063.0
2014-10-24,12069.0
2014-10-25,12069.0
2014-10-26,12069.0
2014-10-27,12109.0
2014-10-28,12169.0
2014-10-29,12083.0
2014-10-30,12139.0
2014-10-31,12085.0
2014-11-01,12085.0
2014-11-02,12085.0
2014-11-03,12109.0
2014-11-04,12110.0
2014-11-05,12162.0
2014-11-06,12149.0
2014-11-07,12178.0
2014-11-08,12178.0
2014-11-09,12178.0
2014-11-10,12168.0
2014-11-11,12222.0
2014-11-12,12195.0
2014-11-13,12205.0
2014-11-14,12214.0
2014-11-15,12214.0
2014-11-16,12214.0
2014-11-17,12206.0
2014-11-18,12136.0
2014-11-19,12142.0
2014-11-20,12175.0
2014-11-21,12147.0
2014-11-22,12147.0
2014-11-23,12147.0
2014-11-24,12153.0
2014-11-25,12164.0
2014-11-26,12178.0
2014-11-27,12177.0
2014-11-28,12206.0
2014-11-29,12206.0
2014-11-30,12206.0
2014-12-01,12281.0
2014-12-02,12271.0
2014-12-03,12301.0
2014-12-04,12309.0
2014-12-05,12299.0
2014-12-06,12299.0
2014-12-07,12299.0
2014-12-08,12390.0
2014-12-09,12331.0
2014-12-10,12338.0
2014-12-11,12350.0
2014-12-12,12467.0
2014-12-13,12467.0
2014-12-14,12467.0
2014-12-15,12714.0
2014-12-16,12725.0
2014-12-17,12667.0
2014-12-18,12563.0
2014-12-19,12497.0
2014-12-20,12497.0
2014-12-21,12497.0
2014-12-22,12441.0
2014-12-23,12463.0
2014-12-24,12469.0
2014-12-25,12440.0
2014-12-26,12409.0
2014-12-27,12409.0
2014-12-28,12409.0
2014-12-29,12441.0
2014-12-30,12434.0
2014-12-31,12388.0
2015-01-01,12388.0
2015-01-02,12545.0
2015-01-03,12545.0
2015-01-04,12545.0
2015-01-05,12614.0
2015-01-06,12647.0
2015-01-07,12735.0
2015-01-08,12674.0
2015-01-09,12647.0
2015-01-10,12647.0
2015-01-11,12647.0
2015-01-12,12599.0
2015-01-13,12601.0
2015-01-14,12614.0
2015-01-15,12555.0
2015-01-16,12590.0
2015-01-17,12590.0
2015-01-18,12590.0
2015-01-19,12618.0
2015-01-20,12576.0
2015-01-21,12481.0
2015-01-22,12487.0
2015-01-23,12459.0
2015-01-24,12459.0
2015-01-25,12459.0
2015-01-26,12507.0
2015-01-27,12469.0
2015-01-28,12487.0
2015-01-29,12582.0
2015-01-30,12672.0
2015-01-31,12672.0
2015-02-01,12672.0
2015-02-02,12686.0
2015-02-03,12657.0
2015-02-04,12630.0
2015-02-05,12635.0
2015-02-06,12621.0
2015-02-07,12621.0
2015-02-08,12621.0
2015-02-09,12653.0
2015-02-10,12670.0
2015-02-11,12723.0
2015-02-12,12802.0
2015-02-13,12798.0
2015-02-14,12798.0
2015-02-15,12798.0
2015-02-16,12753.0
2015-02-17,12762.0
2015-02-18,12870.0
2015-02-19,12832.0
2015-02-20,12825.0
2015-02-21,12825.0
2015-02-22,12825.0
2015-02-23,12836.0
2015-02-24,12922.0
2015-02-25,12856.0
2015-02-26,12831.0
2015-02-27,12932.0
2015-02-28,12932.0
2015-03-01,12932.0
2015-03-02,12970.0
2015-03-03,12969.0
2015-03-04,12991.0
2015-03-05,12990.0
2015-03-06,12976.0
2015-03-07,12976.0
2015-03-08,12976.0
2015-03-09,13051.0
2015-03-10,13094.0
2015-03-11,13192.0
2015-03-12,13183.0
2015-03-13,13205.0
2015-03-14,13205.0
2015-03-15,13205.0
2015-03-16,13245.0
2015-03-17,13180.0
2015-03-18,13178.0
2015-03-19,13057.0
2015-03-20,13124.0
2015-03-21,13124.0
2015-03-22,13124.0
2015-03-23,13022.0
2015-03-24,12912.0
2015-03-25,12984.0
2015-03-26,13018.0
2015-03-27,13065.0
2015-03-28,13065.0
2015-03-29,13065.0
2015-03-30,13075.0
2015-03-31,13074.0
2015-04-01,13048.0
2015-04-02,13003.0
2015-04-03,13020.0
2015-04-04,13020.0
2015-04-05,13020.0
2015-04-06,12960.0
2015-04-07,12987.0
2015-04-08,12957.0
2015-04-09,12905.0
2015-04-10,12927.0
2015-04-11,12927.0
2015-04-12,12927.0
2015-04-13,12988.0
2015-04-14,12984.0
2015-04-15,12905.0
2015-04-16,12859.0
2015-04-17,12850.0
2015-04-18,12850.0
2015-04-19,12850.0
2015-04-20,12893.0
2015-04-21,12955.0
2015-04-22,12896.0
2015-04-23,12954.0
2015-04-24,12922.0
2015-04-25,12922.0
2015-04-26,12922.0
2015-04-27,12983.0
2015-04-28,12996.0
2015-04-29,12937.0
2015-04-30,12963.0
2015-05-01,12948.0
2015-05-02,12948.0
2015-05-03,12948.0
2015-05-04,12987.0
2015-05-05,13062.0
2015-05-06,13035.0
2015-05-07,13148.0
2015-05-08,13121.0
2015-05-09,13121.0
2015-05-10,13121.0
2015-05-11,13155.0
2015-05-12,13194.0
2015-05-13,13122.0
2015-05-14,13055.0
2015-05-15,13084.0
2015-05-16,13084.0
2015-05-17,13084.0
2015-05-18,13139.0
2015-05-19,13098.0
2015-05-20,13175.0
2015-05-21,13122.0
2015-05-22,13158.0
2015-05-23,13158.0
2015-05-24,13158.0
2015-05-25,13187.0
2015-05-26,13220.0
2015-05-27,13189.0
2015-05-28,13223.0
2015-05-29,13224.0
2015-05-30,13224.0
2015-05-31,13224.0
2015-06-01,13214.0
2015-06-02,13210.0
2015-06-03,13230.0
2015-06-04,13281.0
2015-06-05,13290.0
2015-06-06,13290.0
2015-06-07,13290.0
2015-06-08,13385.0
2015-06-09,13308.0
2015-06-10,13315.0
2015-06-11,13322.0
2015-06-12,13335.0
2015-06-13,13335.0
2015-06-14,13335.0
2015-06-15,13326.0
2015-06-16,13348.0
2015-06-17,13348.0
2015-06-18,13307.0
2015-06-19,13332.0
2015-06-20,13332.0
2015-06-21,13332.0
2015-06-22,13306.0
2015-06-23,13255.0
2015-06-24,13301.0
2015-06-25,13328.0
2015-06-26,13308.0
2015-06-27,13308.0
2015-06-28,13308.0
2015-06-29,13339.0
2015-06-30,13339.0
2015-07-01,13325.0
2015-07-02,13337.0
2015-07-03,13320.0
2015-07-04,13320.0
2015-07-05,13320.0
2015-07-06,13347.0
2015-07-07,13330.0
2015-07-08,13356.0
2015-07-09,13334.0
2015-07-10,13314.0
2015-07-11,13314.0
2015-07-12,13314.0
2015-07-13,13298.0
2015-07-14,13339.0
2015-07-15,13346.0
2015-07-16,13348.0
2015-07-17,13353.0
2015-07-18,13353.0
2015-07-19,13353.0
2015-07-20,13395.0
2015-07-21,13373.0
2015-07-22,13375.0
2015-07-23,13420.0
2015-07-24,13447.0
2015-07-25,13447.0
2015-07-26,13447.0
2015-07-27,13463.0
2015-07-28,13465.0
2015-07-29,13456.0
2015-07-30,13458.0
2015-07-31,13539.0
2015-08-01,13539.0
2015-08-02,13539.0
2015-08-03,13510.0
2015-08-04,13472.0
2015-08-05,13515.0
2015-08-06,13529.0
2015-08-07,13541.0
2015-08-08,13541.0
2015-08-09,13541.0
2015-08-10,13551.0
2015-08-11,13607.0
2015-08-12,13800.0
2015-08-13,13768.0
2015-08-14,13787.0
2015-08-15,13787.0
2015-08-16,13787.0
2015-08-17,13822.0
2015-08-18,13800.0
2015-08-19,13843.0
2015-08-20,13885.0
2015-08-21,13941.0
2015-08-22,13941.0
2015-08-23,13941.0
2015-08-24,14050.0
2015-08-25,14054.0
2015-08-26,14133.0
2015-08-27,13990.0
2015-08-28,13983.0
2015-08-29,13983.0
2015-08-30,13983.0
2015-08-31,14067.0
2015-09-01,14098.0
2015-09-02,14137.0
2015-09-03,14170.0
2015-09-04,14172.0
2015-09-05,14172.0
2015-09-06,14172.0
2015-09-07,14266.0
2015-09-08,14280.0
2015-09-09,14262.0
2015-09-10,14333.0
2015-09-11,14322.0
2015-09-12,14322.0
2015-09-13,14322.0
2015-09-14,14333.0
2015-09-15,14408.0
2015-09-16,14459.0
2015-09-17,14459.0
2015-09-18,14374.0
2015-09-19,14374.0
2015-09-20,14374.0
2015-09-21,14486.0
2015-09-22,14552.0
2015-09-23,14647.0
2015-09-24,14684.0
2015-09-25,14693.0
2015-09-26,14693.0
2015-09-27,14693.0
2015-09-28,14674.0
2015-09-29,14691.0
2015-09-30,14653.0
2015-10-01,14691.0
2015-10-02,14646.0
2015-10-03,14646.0
2015-10-04,14646.0
2015-10-05,14503.0
2015-10-06,14241.0
2015-10-07,13821.0
2015-10-08,13887.0
2015-10-09,13412.0
2015-10-10,13412.0
2015-10-11,13412.0
2015-10-12,13408.0
2015-10-13,13638.0
2015-10-14,13616.0
2015-10-15,13418.0
2015-10-16,13540.0
2015-10-17,13540.0
2015-10-18,13540.0
2015-10-19,13517.0
2015-10-20,13683.0
2015-10-21,13724.0
2015-10-22,13640.0
2015-10-23,13621.0
2015-10-24,13621.0
2015-10-25,13621.0
2015-10-26,13648.0
2015-10-27,13623.0
2015-10-28,13480.0
2015-10-29,13619.0
2015-10-30,13684.0
2015-10-31,13684.0
2015-11-01,13684.0
2015-11-02,13669.0
2015-11-03,13563.0
2015-11-04,13548.0
2015-11-05,13543.0
2015-11-06,13564.0
2015-11-07,13564.0
2015-11-08,13564.0
2015-11-09,13644.0
2015-11-10,13619.0
2015-11-11,13600.0
2015-11-12,13597.0
2015-11-13,13685.0
2015-11-14,13685.0
2015-11-15,13685.0
2015-11-16,13749.0
2015-11-17,13746.0
2015-11-18,13819.0
2015-11-19,13775.0
2015-11-20,13623.0
2015-11-21,13623.0
2015-11-22,13623.0
2015-11-23,13722.0
2015-11-24,13718.0
2015-11-25,13690.0
2015-11-26,13742.0
2015-11-27,13801.0
2015-11-28,13801.0
2015-11-29,13801.0
2015-11-30,13847.0
2015-12-01,13784.0
2015-12-02,13780.0
2015-12-03,13845.0
2015-12-04,13834.0
2015-12-05,13834.0
2015-12-06,13834.0
2015-12-07,13861.0
2015-12-08,13893.0
2015-12-09,14016.0
2015-12-10,13953.0
2015-12-11,13993.0
2015-12-12,13993.0
2015-12-13,13993.0
2015-12-14,14123.0
2015-12-15,14046.0
2015-12-16,14071.0
2015-12-17,14009.0
2015-12-18,13918.0
2015-12-19,13918.0
2015-12-20,13918.0
2015-12-21,13808.0
2015-12-22,13671.0
2015-12-23,13650.0
2015-12-24,13624.0
2015-12-25,13632.0
2015-12-26,13632.0
2015-12-27,13632.0
2015-12-28,13647.0
2015-12-29,13698.0
2015-12-30,13788.0
2015-12-31,13788.0
2016-01-01,13830.0
2016-01-02,13830.0
2016-01-03,13830.0
2016-01-04,13943.0
2016-01-05,13892.0
2016-01-06,13943.0
2016-01-07,13927.0
2016-01-08,13923.0
2016-01-09,13923.0
2016-01-10,13923.0
2016-01-11,13862.0
2016-01-12,13910.0
2016-01-13,13835.0
2016-01-14,13907.0
2016-01-15,13910.0
2016-01-16,13910.0
2016-01-17,13910.0
2016-01-18,13905.0
2016-01-19,13852.0
2016-01-20,13964.0
2016-01-21,13907.0
2016-01-22,13845.0
2016-01-23,13845.0
2016-01-24,13845.0
2016-01-25,13863.0
2016-01-26,13886.0
2016-01-27,13876.0
2016-01-28,13873.0
2016-01-29,13778.0
2016-01-30,13778.0
2016-01-31,13778.0
2016-02-01,13632.0
2016-02-02,13691.0
2016-02-03,13770.0
2016-02-04,13640.0
2016-02-05,13624.0
2016-02-06,13624.0
2016-02-07,13624.0
2016-02-08,13597.0
2016-02-09,13612.0
2016-02-10,13455.0
2016-02-11,13463.0
2016-02-12,13490.0
2016-02-13,13490.0
2016-02-14,13490.0
2016-02-15,13379.0
2016-02-16,13395.0
2016-02-17,13507.0
2016-02-18,13503.0
2016-02-19,13509.0
2016-02-20,13509.0
2016-02-21,13509.0
2016-02-22,13439.0
2016-02-23,13428.0
2016-02-24,13412.0
2016-02-25,13413.0
2016-02-26,13382.0
2016-02-27,13382.0
2016-02-28,13382.0
2016-02-29,13375.0
2016-03-01,13347.0
2016-03-02,13301.0
2016-03-03,13232.0
2016-03-04,13132.0
2016-03-05,13132.0
2016-03-06,13132.0
2016-03-07,13085.0
2016-03-08,13160.0
2016-03-09,13157.0
2016-03-10,13052.0
2016-03-11,13075.0
2016-03-12,13075.0
2016-03-13,13075.0
2016-03-14,13057.0
2016-03-15,13164.0
2016-03-16,13267.0
2016-03-17,13075.0
2016-03-18,13117.0
2016-03-19,13117.0
2016-03-20,13117.0
2016-03-21,13152.0
2016-03-22,13184.0
2016-03-23,13183.0
2016-03-24,13258.0
2016-03-25,13246.0
2016-03-26,13246.0
2016-03-27,13246.0
2016-03-28,13343.0
2016-03-29,13395.0
2016-03-30,13256.0
2016-03-31,13239.0
2016-04-01,13167.0
2016-04-02,13167.0
2016-04-03,13167.0
2016-04-04,13190.0
2016-04-05,13222.0
2016-04-06,13238.0
2016-04-07,13163.0
2016-04-08,13144.0
2016-04-09,13144.0
2016-04-10,13144.0
2016-04-11,13134.0
2016-04-12,13115.0
2016-04-13,13158.0
2016-04-14,13180.0
2016-04-15,13178.0
2016-04-16,13178.0
2016-04-17,13178.0
2016-04-18,13170.0
2016-04-19,13136.0
2016-04-20,13144.0
2016-04-21,13153.0
2016-04-22,13194.0
2016-04-23,13194.0
2016-04-24,13194.0
2016-04-25,13199.0
2016-04-26,13205.0
2016-04-27,13202.0
2016-04-28,13190.0
2016-04-29,13180.0
2016-04-30,13180.0
2016-05-01,13180.0
2016-05-02,13159.0
2016-05-03,13188.0
2016-05-04,13261.0
2016-05-05,13342.0
2016-05-06,13348.0
2016-05-07,13348.0
2016-05-08,13348.0
2016-05-09,13314.0
2016-05-10,13286.0
2016-05-11,13309.0
2016-05-12,13299.0
2016-05-13,13325.0
2016-05-14,13325.0
2016-05-15,13325.0
2016-05-16,13310.0
