,USDPHP BGN Curncy
2013-06-23,43.72
2013-06-24,43.875
2013-06-25,43.335
2013-06-26,43.445
2013-06-27,43.425
2013-06-28,43.135
2013-06-29,43.135
2013-06-30,43.135
2013-07-01,43.12
2013-07-02,43.32
2013-07-03,43.475
2013-07-04,43.425
2013-07-05,43.375
2013-07-06,43.375
2013-07-07,43.375
2013-07-08,43.715
2013-07-09,43.445
2013-07-10,43.427
2013-07-11,43.295
2013-07-12,43.395
2013-07-13,43.395
2013-07-14,43.395
2013-07-15,43.448
2013-07-16,43.308
2013-07-17,43.327
2013-07-18,43.368
2013-07-19,43.327
2013-07-20,43.327
2013-07-21,43.327
2013-07-22,43.24
2013-07-23,43.2
2013-07-24,43.28
2013-07-25,43.36
2013-07-26,43.27
2013-07-27,43.27
2013-07-28,43.27
2013-07-29,43.3
2013-07-30,43.39
2013-07-31,43.45
2013-08-01,43.575
2013-08-02,43.63
2013-08-03,43.63
2013-08-04,43.63
2013-08-05,43.47
2013-08-06,43.54
2013-08-07,43.77
2013-08-08,43.61
2013-08-09,43.48
2013-08-10,43.48
2013-08-11,43.48
2013-08-12,43.68
2013-08-13,43.743
2013-08-14,43.77
2013-08-15,43.798
2013-08-16,43.63
2013-08-17,43.63
2013-08-18,43.63
2013-08-19,43.81
2013-08-20,43.88
2013-08-21,43.97
2013-08-22,44.165
2013-08-23,44.2
2013-08-24,44.2
2013-08-25,44.2
2013-08-26,44.24
2013-08-27,44.585
2013-08-28,44.73
2013-08-29,44.65
2013-08-30,44.58
2013-08-31,44.58
2013-09-01,44.58
2013-09-02,44.42
2013-09-03,44.48
2013-09-04,44.41
2013-09-05,44.535
2013-09-06,44.475
2013-09-07,44.475
2013-09-08,44.475
2013-09-09,44.24
2013-09-10,43.82
2013-09-11,43.8
2013-09-12,43.87
2013-09-13,43.86
2013-09-14,43.86
2013-09-15,43.86
2013-09-16,43.61
2013-09-17,43.655
2013-09-18,43.53
2013-09-19,43.055
2013-09-20,43.049
2013-09-21,43.049
2013-09-22,43.049
2013-09-23,43.275
2013-09-24,43.425
2013-09-25,43.425
2013-09-26,43.265
2013-09-27,43.365
2013-09-28,43.365
2013-09-29,43.365
2013-09-30,43.475
2013-10-01,43.305
2013-10-02,43.395
2013-10-03,43.105
2013-10-04,43.085
2013-10-05,43.085
2013-10-06,43.085
2013-10-07,43.113
2013-10-08,43.125
2013-10-09,43.139
2013-10-10,43.153
2013-10-11,43.045
2013-10-12,43.045
2013-10-13,43.045
2013-10-14,43.15
2013-10-15,43.15
2013-10-16,43.19
2013-10-17,43.065
2013-10-18,43.07
2013-10-19,43.07
2013-10-20,43.07
2013-10-21,43.14
2013-10-22,43.17
2013-10-23,43.11
2013-10-24,43.09
2013-10-25,43.04
2013-10-26,43.04
2013-10-27,43.04
2013-10-28,43.04
2013-10-29,43.15
2013-10-30,43.1
2013-10-31,43.21
2013-11-01,43.21
2013-11-02,43.21
2013-11-03,43.21
2013-11-04,43.31
2013-11-05,43.195
2013-11-06,43.287
2013-11-07,43.215
2013-11-08,43.193
2013-11-09,43.193
2013-11-10,43.193
2013-11-11,43.585
2013-11-12,43.775
2013-11-13,43.72
2013-11-14,43.56
2013-11-15,43.66
2013-11-16,43.66
2013-11-17,43.66
2013-11-18,43.63
2013-11-19,43.585
2013-11-20,43.68
2013-11-21,43.755
2013-11-22,43.86
2013-11-23,43.86
2013-11-24,43.86
2013-11-25,43.87
2013-11-26,43.735
2013-11-27,43.69
2013-11-28,43.74
2013-11-29,43.76
2013-11-30,43.76
2013-12-01,43.76
2013-12-02,43.655
2013-12-03,43.724
2013-12-04,43.87
2013-12-05,43.84
2013-12-06,43.948
2013-12-07,43.948
2013-12-08,43.948
2013-12-09,44.13
2013-12-10,44.29
2013-12-11,44.105
2013-12-12,44.088
2013-12-13,44.145
2013-12-14,44.145
2013-12-15,44.145
2013-12-16,44.155
2013-12-17,44.2
2013-12-18,44.27
2013-12-19,44.443
2013-12-20,44.5
2013-12-21,44.5
2013-12-22,44.5
2013-12-23,44.34
2013-12-24,44.34
2013-12-25,44.34
2013-12-26,44.46
2013-12-27,44.395
2013-12-28,44.395
2013-12-29,44.395
2013-12-30,44.395
2013-12-31,44.395
2014-01-01,44.395
2014-01-02,44.44
2014-01-03,44.64
2014-01-04,44.64
2014-01-05,44.64
2014-01-06,44.7
2014-01-07,44.81
2014-01-08,44.69
2014-01-09,44.67
2014-01-10,44.71
2014-01-11,44.71
2014-01-12,44.71
2014-01-13,44.588
2014-01-14,44.815
2014-01-15,45.0
2014-01-16,45.12
2014-01-17,45.015
2014-01-18,45.015
2014-01-19,45.015
2014-01-20,45.12
2014-01-21,45.25
2014-01-22,45.2
2014-01-23,45.3
2014-01-24,45.31
2014-01-25,45.31
2014-01-26,45.31
2014-01-27,45.363
2014-01-28,45.23
2014-01-29,45.215
2014-01-30,45.32
2014-01-31,45.32
2014-02-01,45.32
2014-02-02,45.32
2014-02-03,45.41
2014-02-04,45.33
2014-02-05,45.327
2014-02-06,45.18
2014-02-07,44.985
2014-02-08,44.985
2014-02-09,44.985
2014-02-10,44.975
2014-02-11,45.065
2014-02-12,44.83
2014-02-13,44.87
2014-02-14,44.73
2014-02-15,44.73
2014-02-16,44.73
2014-02-17,44.43
2014-02-18,44.61
2014-02-19,44.62
2014-02-20,44.763
2014-02-21,44.565
2014-02-22,44.565
2014-02-23,44.565
2014-02-24,44.59
2014-02-25,44.63
2014-02-26,44.61
2014-02-27,44.665
2014-02-28,44.635
2014-03-01,44.635
2014-03-02,44.635
2014-03-03,44.7
2014-03-04,44.74
2014-03-05,44.76
2014-03-06,44.535
2014-03-07,44.39
2014-03-08,44.39
2014-03-09,44.39
2014-03-10,44.55
2014-03-11,44.47
2014-03-12,44.65
2014-03-13,44.55
2014-03-14,44.655
2014-03-15,44.655
2014-03-16,44.655
2014-03-17,44.68
2014-03-18,44.69
2014-03-19,44.84
2014-03-20,45.1
2014-03-21,45.295
2014-03-22,45.295
2014-03-23,45.295
2014-03-24,45.087
2014-03-25,45.069
2014-03-26,44.965
2014-03-27,45.04
2014-03-28,44.885
2014-03-29,44.885
2014-03-30,44.885
2014-03-31,44.815
2014-04-01,44.745
2014-04-02,44.88
2014-04-03,44.94
2014-04-04,44.935
2014-04-05,44.935
2014-04-06,44.935
2014-04-07,44.84
2014-04-08,44.868
2014-04-09,44.868
2014-04-10,44.31
2014-04-11,44.313
2014-04-12,44.313
2014-04-13,44.313
2014-04-14,44.485
2014-04-15,44.478
2014-04-16,44.438
2014-04-17,44.438
2014-04-18,44.438
2014-04-19,44.438
2014-04-20,44.438
2014-04-21,44.425
2014-04-22,44.535
2014-04-23,44.73
2014-04-24,44.71
2014-04-25,44.645
2014-04-26,44.645
2014-04-27,44.645
2014-04-28,44.565
2014-04-29,44.49
2014-04-30,44.57
2014-05-01,44.59
2014-05-02,44.5
2014-05-03,44.5
2014-05-04,44.5
2014-05-05,44.41
2014-05-06,44.32
2014-05-07,44.22
2014-05-08,44.19
2014-05-09,43.635
2014-05-10,43.635
2014-05-11,43.635
2014-05-12,43.713
2014-05-13,43.81
2014-05-14,43.555
2014-05-15,43.655
2014-05-16,43.78
2014-05-17,43.78
2014-05-18,43.78
2014-05-19,43.625
2014-05-20,43.76
2014-05-21,43.76
2014-05-22,43.665
2014-05-23,43.67
2014-05-24,43.67
2014-05-25,43.67
2014-05-26,43.675
2014-05-27,43.78
2014-05-28,43.88
2014-05-29,43.9
2014-05-30,43.775
2014-05-31,43.775
2014-06-01,43.775
2014-06-02,43.79
2014-06-03,43.81
2014-06-04,43.88
2014-06-05,43.79
2014-06-06,43.625
2014-06-07,43.625
2014-06-08,43.625
2014-06-09,43.59
2014-06-10,43.725
2014-06-11,43.81
2014-06-12,43.775
2014-06-13,43.79
2014-06-14,43.79
2014-06-15,43.79
2014-06-16,43.92
2014-06-17,43.86
2014-06-18,44.127
2014-06-19,43.76
2014-06-20,43.807
2014-06-21,43.807
2014-06-22,43.807
2014-06-23,43.795
2014-06-24,43.85
2014-06-25,43.903
2014-06-26,43.865
2014-06-27,43.75
2014-06-28,43.75
2014-06-29,43.75
2014-06-30,43.655
2014-07-01,43.607
2014-07-02,43.585
2014-07-03,43.6
2014-07-04,43.475
2014-07-05,43.475
2014-07-06,43.475
2014-07-07,43.51
2014-07-08,43.405
2014-07-09,43.319
2014-07-10,43.365
2014-07-11,43.56
2014-07-12,43.56
2014-07-13,43.56
2014-07-14,43.49
2014-07-15,43.64
2014-07-16,43.61
2014-07-17,43.526
2014-07-18,43.51
2014-07-19,43.51
2014-07-20,43.51
2014-07-21,43.441
2014-07-22,43.41
2014-07-23,43.23
2014-07-24,43.302
2014-07-25,43.28
2014-07-26,43.28
2014-07-27,43.28
2014-07-28,43.36
2014-07-29,43.36
2014-07-30,43.405
2014-07-31,43.46
2014-08-01,43.816
2014-08-02,43.816
2014-08-03,43.816
2014-08-04,43.722
2014-08-05,43.566
2014-08-06,43.764
2014-08-07,44.08
2014-08-08,44.13
2014-08-09,44.13
2014-08-10,44.13
2014-08-11,43.85
2014-08-12,43.835
2014-08-13,43.965
2014-08-14,43.67
2014-08-15,43.675
2014-08-16,43.675
2014-08-17,43.675
2014-08-18,43.685
2014-08-19,43.645
2014-08-20,43.82
2014-08-21,43.82
2014-08-22,43.839
2014-08-23,43.839
2014-08-24,43.839
2014-08-25,43.835
2014-08-26,43.78
2014-08-27,43.661
2014-08-28,43.702
2014-08-29,43.59
2014-08-30,43.59
2014-08-31,43.59
2014-09-01,43.475
2014-09-02,43.57
2014-09-03,43.616
2014-09-04,43.561
2014-09-05,43.645
2014-09-06,43.645
2014-09-07,43.645
2014-09-08,43.571
2014-09-09,43.854
2014-09-10,44.05
2014-09-11,43.895
2014-09-12,43.95
2014-09-13,43.95
2014-09-14,43.95
2014-09-15,44.26
2014-09-16,44.344
2014-09-17,44.33
2014-09-18,44.424
2014-09-19,44.491
2014-09-20,44.491
2014-09-21,44.491
2014-09-22,44.63
2014-09-23,44.44
2014-09-24,44.462
2014-09-25,44.782
2014-09-26,44.825
2014-09-27,44.825
2014-09-28,44.825
2014-09-29,45.085
2014-09-30,44.965
2014-10-01,44.851
2014-10-02,44.745
2014-10-03,44.814
2014-10-04,44.814
2014-10-05,44.814
2014-10-06,44.819
2014-10-07,44.657
2014-10-08,44.754
2014-10-09,44.655
2014-10-10,44.797
2014-10-11,44.797
2014-10-12,44.797
2014-10-13,44.761
2014-10-14,44.801
2014-10-15,44.851
2014-10-16,44.973
2014-10-17,44.914
2014-10-18,44.914
2014-10-19,44.914
2014-10-20,44.827
2014-10-21,44.747
2014-10-22,44.8
2014-10-23,44.807
2014-10-24,44.81
2014-10-25,44.81
2014-10-26,44.81
2014-10-27,44.8
2014-10-28,44.778
2014-10-29,44.715
2014-10-30,44.9
2014-10-31,44.88
2014-11-01,44.88
2014-11-02,44.88
2014-11-03,44.9
2014-11-04,44.956
2014-11-05,45.013
2014-11-06,45.0
2014-11-07,45.03
2014-11-08,45.03
2014-11-09,45.03
2014-11-10,44.882
2014-11-11,44.94
2014-11-12,44.88
2014-11-13,44.862
2014-11-14,44.934
2014-11-15,44.934
2014-11-16,44.934
2014-11-17,44.89
2014-11-18,44.997
2014-11-19,45.093
2014-11-20,45.07
2014-11-21,45.011
2014-11-22,45.011
2014-11-23,45.011
2014-11-24,44.996
2014-11-25,44.98
2014-11-26,44.945
2014-11-27,44.85
2014-11-28,44.914
2014-11-29,44.914
2014-11-30,44.914
2014-12-01,44.856
2014-12-02,44.722
2014-12-03,44.68
2014-12-04,44.64
2014-12-05,44.577
2014-12-06,44.577
2014-12-07,44.577
2014-12-08,44.638
2014-12-09,44.54
2014-12-10,44.66
2014-12-11,44.445
2014-12-12,44.575
2014-12-13,44.575
2014-12-14,44.575
2014-12-15,44.68
2014-12-16,44.708
2014-12-17,44.722
2014-12-18,44.74
2014-12-19,44.77
2014-12-20,44.77
2014-12-21,44.77
2014-12-22,44.63
2014-12-23,44.67
2014-12-24,44.685
2014-12-25,44.7
2014-12-26,44.7
2014-12-27,44.7
2014-12-28,44.7
2014-12-29,44.72
2014-12-30,44.748
2014-12-31,44.72
2015-01-01,44.72
2015-01-02,44.805
2015-01-03,44.805
2015-01-04,44.805
2015-01-05,45.022
2015-01-06,44.93
2015-01-07,45.068
2015-01-08,45.065
2015-01-09,44.95
2015-01-10,44.95
2015-01-11,44.95
2015-01-12,44.885
2015-01-13,44.765
2015-01-14,44.675
2015-01-15,44.675
2015-01-16,44.675
2015-01-17,44.675
2015-01-18,44.675
2015-01-19,44.57
2015-01-20,44.625
2015-01-21,44.4
2015-01-22,44.218
2015-01-23,44.17
2015-01-24,44.17
2015-01-25,44.17
2015-01-26,44.105
2015-01-27,44.075
2015-01-28,44.1
2015-01-29,44.085
2015-01-30,44.113
2015-01-31,44.113
2015-02-01,44.113
2015-02-02,44.155
2015-02-03,44.135
2015-02-04,44.1
2015-02-05,44.13
2015-02-06,44.18
2015-02-07,44.18
2015-02-08,44.18
2015-02-09,44.41
2015-02-10,44.355
2015-02-11,44.325
2015-02-12,44.365
2015-02-13,44.285
2015-02-14,44.285
2015-02-15,44.285
2015-02-16,44.245
2015-02-17,44.245
2015-02-18,44.252
2015-02-19,44.19
2015-02-20,44.245
2015-02-21,44.245
2015-02-22,44.245
2015-02-23,44.272
2015-02-24,44.29
2015-02-25,44.06
2015-02-26,44.075
2015-02-27,44.095
2015-02-28,44.095
2015-03-01,44.095
2015-03-02,44.095
2015-03-03,44.09
2015-03-04,44.103
2015-03-05,44.128
2015-03-06,44.085
2015-03-07,44.085
2015-03-08,44.085
2015-03-09,44.215
2015-03-10,44.305
2015-03-11,44.355
2015-03-12,44.245
2015-03-13,44.29
2015-03-14,44.29
2015-03-15,44.29
2015-03-16,44.42
2015-03-17,44.585
2015-03-18,44.825
2015-03-19,44.84
2015-03-20,44.95
2015-03-21,44.95
2015-03-22,44.95
2015-03-23,44.875
2015-03-24,44.67
2015-03-25,44.77
2015-03-26,44.74
2015-03-27,44.779
2015-03-28,44.779
2015-03-29,44.779
2015-03-30,44.79
2015-03-31,44.7
2015-04-01,44.63
2015-04-02,44.445
2015-04-03,44.445
2015-04-04,44.445
2015-04-05,44.445
2015-04-06,44.39
2015-04-07,44.537
2015-04-08,44.465
2015-04-09,44.47
2015-04-10,44.385
2015-04-11,44.385
2015-04-12,44.385
2015-04-13,44.69
2015-04-14,44.59
2015-04-15,44.545
2015-04-16,44.433
2015-04-17,44.205
2015-04-18,44.205
2015-04-19,44.205
2015-04-20,44.217
2015-04-21,44.22
2015-04-22,44.22
2015-04-23,44.29
2015-04-24,44.245
2015-04-25,44.245
2015-04-26,44.245
2015-04-27,44.31
2015-04-28,44.277
2015-04-29,44.315
2015-04-30,44.59
2015-05-01,44.59
2015-05-02,44.59
2015-05-03,44.59
2015-05-04,44.605
2015-05-05,44.59
2015-05-06,44.465
2015-05-07,44.71
2015-05-08,44.654
2015-05-09,44.654
2015-05-10,44.654
2015-05-11,44.67
2015-05-12,44.77
2015-05-13,44.695
2015-05-14,44.591
2015-05-15,44.465
2015-05-16,44.465
2015-05-17,44.465
2015-05-18,44.49
2015-05-19,44.517
2015-05-20,44.588
2015-05-21,44.469
2015-05-22,44.549
2015-05-23,44.549
2015-05-24,44.549
2015-05-25,44.595
2015-05-26,44.721
2015-05-27,44.712
2015-05-28,44.597
2015-05-29,44.585
2015-05-30,44.585
2015-05-31,44.585
2015-06-01,44.546
2015-06-02,44.699
2015-06-03,44.795
2015-06-04,44.841
2015-06-05,44.87
2015-06-06,44.87
2015-06-07,44.87
2015-06-08,45.223
2015-06-09,45.05
2015-06-10,44.997
2015-06-11,45.234
2015-06-12,45.408
2015-06-13,45.408
2015-06-14,45.408
2015-06-15,45.175
2015-06-16,45.19
2015-06-17,45.115
2015-06-18,44.924
2015-06-19,45.09
2015-06-20,45.09
2015-06-21,45.09
2015-06-22,45.036
2015-06-23,45.099
2015-06-24,45.103
2015-06-25,45.099
2015-06-26,45.082
2015-06-27,45.082
2015-06-28,45.082
2015-06-29,45.13
2015-06-30,45.107
2015-07-01,45.084
2015-07-02,45.163
2015-07-03,45.046
2015-07-04,45.046
2015-07-05,45.046
2015-07-06,45.105
2015-07-07,45.243
2015-07-08,45.252
2015-07-09,45.195
2015-07-10,45.093
2015-07-11,45.093
2015-07-12,45.093
2015-07-13,45.152
2015-07-14,45.206
2015-07-15,45.215
2015-07-16,45.245
2015-07-17,45.24
2015-07-18,45.24
2015-07-19,45.24
2015-07-20,45.327
2015-07-21,45.233
2015-07-22,45.196
2015-07-23,45.37
2015-07-24,45.52
2015-07-25,45.52
2015-07-26,45.52
2015-07-27,45.528
2015-07-28,45.5
2015-07-29,45.497
2015-07-30,45.641
2015-07-31,45.74
2015-08-01,45.74
2015-08-02,45.74
2015-08-03,45.7
2015-08-04,45.605
2015-08-05,45.75
2015-08-06,45.79
2015-08-07,45.74
2015-08-08,45.74
2015-08-09,45.74
2015-08-10,45.8
2015-08-11,45.967
2015-08-12,46.198
2015-08-13,46.144
2015-08-14,46.175
2015-08-15,46.175
2015-08-16,46.175
2015-08-17,46.304
2015-08-18,46.32
2015-08-19,46.313
2015-08-20,46.57
2015-08-21,46.673
2015-08-22,46.673
2015-08-23,46.673
2015-08-24,46.812
2015-08-25,46.58
2015-08-26,46.674
2015-08-27,46.663
2015-08-28,46.701
2015-08-29,46.701
2015-08-30,46.701
2015-08-31,46.78
2015-09-01,46.731
2015-09-02,46.75
2015-09-03,46.789
2015-09-04,46.76
2015-09-05,46.76
2015-09-06,46.76
2015-09-07,46.934
2015-09-08,46.914
2015-09-09,46.903
2015-09-10,46.908
2015-09-11,46.9
2015-09-12,46.9
2015-09-13,46.9
2015-09-14,46.74
2015-09-15,46.72
2015-09-16,46.637
2015-09-17,46.482
2015-09-18,46.27
2015-09-19,46.27
2015-09-20,46.27
2015-09-21,46.485
2015-09-22,46.645
2015-09-23,46.786
2015-09-24,46.83
2015-09-25,46.77
2015-09-26,46.77
2015-09-27,46.77
2015-09-28,46.78
2015-09-29,46.915
2015-09-30,46.726
2015-10-01,46.745
2015-10-02,46.737
2015-10-03,46.737
2015-10-04,46.737
2015-10-05,46.448
2015-10-06,46.444
2015-10-07,46.233
2015-10-08,46.14
2015-10-09,45.875
2015-10-10,45.875
2015-10-11,45.875
2015-10-12,45.823
2015-10-13,46.079
2015-10-14,46.003
2015-10-15,45.73
2015-10-16,46.065
2015-10-17,46.065
2015-10-18,46.065
2015-10-19,46.118
2015-10-20,46.373
2015-10-21,46.421
2015-10-22,46.53
2015-10-23,46.482
2015-10-24,46.482
2015-10-25,46.482
2015-10-26,46.555
2015-10-27,46.722
2015-10-28,46.776
2015-10-29,46.954
2015-10-30,46.85
2015-10-31,46.85
2015-11-01,46.85
2015-11-02,46.92
2015-11-03,46.881
2015-11-04,46.786
2015-11-05,46.926
2015-11-06,46.93
2015-11-07,46.93
2015-11-08,46.93
2015-11-09,47.228
2015-11-10,47.31
2015-11-11,47.103
2015-11-12,46.995
2015-11-13,47.1
2015-11-14,47.1
2015-11-15,47.1
2015-11-16,47.12
2015-11-17,47.185
2015-11-18,47.23
2015-11-19,47.077
2015-11-20,47.018
2015-11-21,47.018
2015-11-22,47.018
2015-11-23,47.163
2015-11-24,47.112
2015-11-25,47.018
2015-11-26,47.12
2015-11-27,47.143
2015-11-28,47.143
2015-11-29,47.143
2015-11-30,47.211
2015-12-01,47.171
2015-12-02,47.145
2015-12-03,47.175
2015-12-04,47.04
2015-12-05,47.04
2015-12-06,47.04
2015-12-07,47.074
2015-12-08,47.141
2015-12-09,47.24
2015-12-10,47.255
2015-12-11,47.31
2015-12-12,47.31
2015-12-13,47.31
2015-12-14,47.433
2015-12-15,47.347
2015-12-16,47.333
2015-12-17,47.468
2015-12-18,47.347
2015-12-19,47.347
2015-12-20,47.347
2015-12-21,47.257
2015-12-22,47.264
2015-12-23,47.295
2015-12-24,47.14
2015-12-25,47.065
2015-12-26,47.065
2015-12-27,47.065
2015-12-28,47.16
2015-12-29,47.07
2015-12-30,46.97
2015-12-31,46.905
2016-01-01,46.9
2016-01-02,46.9
2016-01-03,46.9
2016-01-04,47.116
2016-01-05,46.911
2016-01-06,47.059
2016-01-07,47.114
2016-01-08,47.202
2016-01-09,47.202
2016-01-10,47.202
2016-01-11,47.17
2016-01-12,47.438
2016-01-13,47.518
2016-01-14,47.781
2016-01-15,47.78
2016-01-16,47.78
2016-01-17,47.78
2016-01-18,47.747
2016-01-19,47.597
2016-01-20,47.945
2016-01-21,47.903
2016-01-22,47.705
2016-01-23,47.705
2016-01-24,47.705
2016-01-25,48.033
2016-01-26,48.049
2016-01-27,47.92
2016-01-28,47.767
2016-01-29,47.743
2016-01-30,47.743
2016-01-31,47.743
2016-02-01,47.642
2016-02-02,47.79
2016-02-03,47.863
2016-02-04,47.65
2016-02-05,47.675
2016-02-06,47.675
2016-02-07,47.675
2016-02-08,47.747
2016-02-09,47.69
2016-02-10,47.469
2016-02-11,47.549
2016-02-12,47.608
2016-02-13,47.608
2016-02-14,47.608
2016-02-15,47.45
2016-02-16,47.49
2016-02-17,47.617
2016-02-18,47.611
2016-02-19,47.585
2016-02-20,47.585
2016-02-21,47.585
2016-02-22,47.571
2016-02-23,47.614
2016-02-24,47.635
2016-02-25,47.637
2016-02-26,47.455
2016-02-27,47.455
2016-02-28,47.455
2016-02-29,47.508
2016-03-01,47.362
2016-03-02,47.276
2016-03-03,47.06
2016-03-04,46.928
2016-03-05,46.928
2016-03-06,46.928
2016-03-07,46.929
2016-03-08,46.914
2016-03-09,46.873
2016-03-10,46.65
2016-03-11,46.63
2016-03-12,46.63
2016-03-13,46.63
2016-03-14,46.614
2016-03-15,46.779
2016-03-16,46.775
2016-03-17,46.301
2016-03-18,46.33
2016-03-19,46.33
2016-03-20,46.33
2016-03-21,46.333
2016-03-22,46.295
2016-03-23,46.355
2016-03-24,46.405
2016-03-25,46.335
2016-03-26,46.335
2016-03-27,46.335
2016-03-28,46.348
2016-03-29,46.368
2016-03-30,46.02
2016-03-31,45.97
2016-04-01,46.022
2016-04-02,46.022
2016-04-03,46.022
2016-04-04,46.185
2016-04-05,46.24
2016-04-06,46.285
2016-04-07,46.14
2016-04-08,46.11
2016-04-09,46.11
2016-04-10,46.11
2016-04-11,46.125
2016-04-12,46.057
2016-04-13,46.088
2016-04-14,46.137
2016-04-15,46.13
2016-04-16,46.13
2016-04-17,46.13
2016-04-18,46.185
2016-04-19,46.153
2016-04-20,46.16
2016-04-21,46.44
2016-04-22,46.645
2016-04-23,46.645
2016-04-24,46.645
2016-04-25,46.91
2016-04-26,46.834
2016-04-27,46.756
2016-04-28,46.837
2016-04-29,46.912
2016-04-30,46.912
2016-05-01,46.912
2016-05-02,47.002
2016-05-03,46.936
2016-05-04,47.142
2016-05-05,47.255
2016-05-06,47.05
2016-05-07,47.05
2016-05-08,47.05
2016-05-09,47.085
2016-05-10,46.72
2016-05-11,46.491
2016-05-12,46.61
2016-05-13,46.59
2016-05-14,46.59
2016-05-15,46.59
2016-05-16,46.45
2016-05-17,46.43
2016-05-18,46.706
2016-05-19,46.8
2016-05-20,46.78
2016-05-21,46.78
2016-05-22,46.78
2016-05-23,46.785
2016-05-24,46.882
2016-05-25,46.8
2016-05-26,46.678
2016-05-27,46.655
2016-05-28,46.655
2016-05-29,46.655
2016-05-30,46.725
2016-05-31,46.777
2016-06-01,46.623
2016-06-02,46.583
2016-06-03,46.507
2016-06-04,46.507
2016-06-05,46.507
2016-06-06,46.25
2016-06-07,46.104
2016-06-08,46.007
2016-06-09,46.021
2016-06-10,46.12
2016-06-11,46.12
2016-06-12,46.12
2016-06-13,46.1
2016-06-14,46.323
2016-06-15,46.337
2016-06-16,46.407
2016-06-17,46.45
2016-06-18,46.45
2016-06-19,46.45
2016-06-20,46.258
2016-06-21,46.293
2016-06-22,46.565
2016-06-23,46.488
2016-06-24,46.86
2016-06-25,46.86
2016-06-26,46.86
2016-06-27,47.15
2016-06-28,47.014
2016-06-29,46.969
2016-06-30,47.162
2016-07-01,46.947
2016-07-02,46.947
2016-07-03,46.947
2016-07-04,46.862
2016-07-05,47.07
2016-07-06,47.082
2016-07-07,47.05
2016-07-08,47.177
2016-07-09,47.177
2016-07-10,47.177
2016-07-11,47.301
2016-07-12,47.371
2016-07-13,47.183
2016-07-14,47.015
2016-07-15,46.74
2016-07-16,46.74
2016-07-17,46.74
2016-07-18,46.719
2016-07-19,46.917
2016-07-20,47.122
2016-07-21,47.125
2016-07-22,47.097
2016-07-23,47.097
2016-07-24,47.097
2016-07-25,47.16
2016-07-26,47.16
2016-07-27,47.207
2016-07-28,47.091
2016-07-29,47.15
2016-07-30,47.15
2016-07-31,47.15
2016-08-01,46.925
2016-08-02,47.023
2016-08-03,47.047
2016-08-04,47.062
2016-08-05,46.91
2016-08-06,46.91
2016-08-07,46.91
2016-08-08,46.83
2016-08-09,46.881
2016-08-10,46.725
2016-08-11,46.785
2016-08-12,46.63
2016-08-13,46.63
2016-08-14,46.63
2016-08-15,46.493
2016-08-16,46.23
2016-08-17,46.446
2016-08-18,46.282
2016-08-19,46.423
2016-08-20,46.423
2016-08-21,46.423
2016-08-22,46.589
2016-08-23,46.483
2016-08-24,46.505
2016-08-25,46.36
2016-08-26,46.363
2016-08-27,46.363
2016-08-28,46.363
2016-08-29,46.445
2016-08-30,46.452
2016-08-31,46.569
2016-09-01,46.753
2016-09-02,46.688
2016-09-03,46.688
2016-09-04,46.688
2016-09-05,46.5
2016-09-06,46.585
2016-09-07,46.683
2016-09-08,46.837
2016-09-09,47.21
2016-09-10,47.21
2016-09-11,47.21
2016-09-12,47.57
2016-09-13,47.633
2016-09-14,47.451
2016-09-15,47.74
2016-09-16,47.845
2016-09-17,47.845
2016-09-18,47.845
2016-09-19,47.88
2016-09-20,47.804
2016-09-21,47.865
2016-09-22,47.81
2016-09-23,48.04
2016-09-24,48.04
2016-09-25,48.04
2016-09-26,48.25
2016-09-27,48.32
2016-09-28,48.264
2016-09-29,48.312
2016-09-30,48.467
2016-10-01,48.467
2016-10-02,48.467
2016-10-03,48.16
2016-10-04,48.259
2016-10-05,48.28
2016-10-06,48.28
2016-10-07,48.253
2016-10-08,48.253
2016-10-09,48.253
2016-10-10,48.326
2016-10-11,48.685
2016-10-12,48.654
2016-10-13,48.44
2016-10-14,48.388
2016-10-15,48.388
2016-10-16,48.388
2016-10-17,48.577
2016-10-18,48.181
2016-10-19,47.988
2016-10-20,48.08
2016-10-21,48.301
2016-10-22,48.301
2016-10-23,48.301
2016-10-24,48.257
2016-10-25,48.239
2016-10-26,48.346
2016-10-27,48.496
2016-10-28,48.502
2016-10-29,48.502
2016-10-30,48.502
2016-10-31,48.45
2016-11-01,48.36
2016-11-02,48.347
2016-11-03,48.373
2016-11-04,48.454
2016-11-05,48.454
2016-11-06,48.454
2016-11-07,48.635
2016-11-08,48.673
2016-11-09,48.713
2016-11-10,48.728
2016-11-11,49.037
2016-11-12,49.037
2016-11-13,49.037
2016-11-14,49.27
2016-11-15,49.074
2016-11-16,49.371
2016-11-17,49.495
2016-11-18,49.743
2016-11-19,49.743
2016-11-20,49.743
2016-11-21,49.824
2016-11-22,49.886
2016-11-23,49.86
2016-11-24,49.942
2016-11-25,49.8
2016-11-26,49.8
2016-11-27,49.8
2016-11-28,49.77
2016-11-29,49.785
2016-11-30,49.676
2016-12-01,49.699
2016-12-02,49.604
2016-12-03,49.604
2016-12-04,49.604
2016-12-05,49.651
2016-12-06,49.647
2016-12-07,49.673
2016-12-08,49.688
2016-12-09,49.76
2016-12-10,49.76
2016-12-11,49.76
2016-12-12,49.884
2016-12-13,49.795
2016-12-14,49.802
