,USDTWD BGN Curncy
2013-06-23,30.137
2013-06-24,30.173
2013-06-25,30.118
2013-06-26,30.106
2013-06-27,30.025
2013-06-28,29.982
2013-06-29,29.982
2013-06-30,29.982
2013-07-01,30.006
2013-07-02,30.017
2013-07-03,30.09
2013-07-04,30.042
2013-07-05,30.039
2013-07-06,30.039
2013-07-07,30.039
2013-07-08,30.157
2013-07-09,30.11
2013-07-10,30.054
2013-07-11,29.938
2013-07-12,29.909
2013-07-13,29.909
2013-07-14,29.909
2013-07-15,29.924
2013-07-16,29.87
2013-07-17,29.891
2013-07-18,29.971
2013-07-19,29.959
2013-07-20,29.959
2013-07-21,29.959
2013-07-22,29.92
2013-07-23,29.912
2013-07-24,29.927
2013-07-25,29.928
2013-07-26,29.908
2013-07-27,29.908
2013-07-28,29.908
2013-07-29,29.931
2013-07-30,29.956
2013-07-31,29.986
2013-08-01,30.047
2013-08-02,30.036
2013-08-03,30.036
2013-08-04,30.036
2013-08-05,29.92
2013-08-06,29.959
2013-08-07,29.978
2013-08-08,29.943
2013-08-09,29.94
2013-08-10,29.94
2013-08-11,29.94
2013-08-12,29.951
2013-08-13,29.963
2013-08-14,29.969
2013-08-15,29.962
2013-08-16,29.921
2013-08-17,29.921
2013-08-18,29.921
2013-08-19,29.976
2013-08-20,30.0
2013-08-21,29.939
2013-08-22,30.03
2013-08-23,29.995
2013-08-24,29.995
2013-08-25,29.995
2013-08-26,29.971
2013-08-27,30.02
2013-08-28,29.994
2013-08-29,29.982
2013-08-30,29.929
2013-08-31,29.929
2013-09-01,29.929
2013-09-02,29.805
2013-09-03,29.864
2013-09-04,29.828
2013-09-05,29.803
2013-09-06,29.842
2013-09-07,29.842
2013-09-08,29.842
2013-09-09,29.76
2013-09-10,29.714
2013-09-11,29.735
2013-09-12,29.727
2013-09-13,29.765
2013-09-14,29.765
2013-09-15,29.765
2013-09-16,29.657
2013-09-17,29.658
2013-09-18,29.703
2013-09-19,29.531
2013-09-20,29.539
2013-09-21,29.539
2013-09-22,29.539
2013-09-23,29.582
2013-09-24,29.588
2013-09-25,29.586
2013-09-26,29.607
2013-09-27,29.567
2013-09-28,29.567
2013-09-29,29.567
2013-09-30,29.63
2013-10-01,29.56
2013-10-02,29.553
2013-10-03,29.386
2013-10-04,29.372
2013-10-05,29.372
2013-10-06,29.372
2013-10-07,29.46
2013-10-08,29.37
2013-10-09,29.487
2013-10-10,29.403
2013-10-11,29.448
2013-10-12,29.448
2013-10-13,29.448
2013-10-14,29.443
2013-10-15,29.408
2013-10-16,29.435
2013-10-17,29.365
2013-10-18,29.417
2013-10-19,29.417
2013-10-20,29.417
2013-10-21,29.419
2013-10-22,29.43
2013-10-23,29.403
2013-10-24,29.422
2013-10-25,29.383
2013-10-26,29.383
2013-10-27,29.383
2013-10-28,29.43
2013-10-29,29.44
2013-10-30,29.434
2013-10-31,29.424
2013-11-01,29.435
2013-11-02,29.435
2013-11-03,29.435
2013-11-04,29.456
2013-11-05,29.431
2013-11-06,29.445
2013-11-07,29.422
2013-11-08,29.462
2013-11-09,29.462
2013-11-10,29.462
2013-11-11,29.568
2013-11-12,29.595
2013-11-13,29.632
2013-11-14,29.588
2013-11-15,29.591
2013-11-16,29.591
2013-11-17,29.591
2013-11-18,29.547
2013-11-19,29.47
2013-11-20,29.539
2013-11-21,29.59
2013-11-22,29.609
2013-11-23,29.609
2013-11-24,29.609
2013-11-25,29.631
2013-11-26,29.623
2013-11-27,29.659
2013-11-28,29.643
2013-11-29,29.634
2013-11-30,29.634
2013-12-01,29.634
2013-12-02,29.598
2013-12-03,29.646
2013-12-04,29.649
2013-12-05,29.645
2013-12-06,29.623
2013-12-07,29.623
2013-12-08,29.623
2013-12-09,29.605
2013-12-10,29.6
2013-12-11,29.603
2013-12-12,29.631
2013-12-13,29.632
2013-12-14,29.632
2013-12-15,29.632
2013-12-16,29.668
2013-12-17,29.669
2013-12-18,29.713
2013-12-19,29.827
2013-12-20,29.949
2013-12-21,29.949
2013-12-22,29.949
2013-12-23,29.98
2013-12-24,30.004
2013-12-25,29.996
2013-12-26,30.039
2013-12-27,29.962
2013-12-28,29.962
2013-12-29,29.962
2013-12-30,29.965
2013-12-31,29.807
2014-01-01,29.83
2014-01-02,29.952
2014-01-03,29.961
2014-01-04,29.961
2014-01-05,29.961
2014-01-06,30.101
2014-01-07,30.079
2014-01-08,30.17
2014-01-09,30.167
2014-01-10,30.082
2014-01-11,30.082
2014-01-12,30.082
2014-01-13,30.063
2014-01-14,30.1
2014-01-15,30.11
2014-01-16,30.103
2014-01-17,30.165
2014-01-18,30.165
2014-01-19,30.165
2014-01-20,30.181
2014-01-21,30.221
2014-01-22,30.234
2014-01-23,30.328
2014-01-24,30.311
2014-01-25,30.311
2014-01-26,30.311
2014-01-27,30.391
2014-01-28,30.35
2014-01-29,30.329
2014-01-30,30.356
2014-01-31,30.326
2014-02-01,30.326
2014-02-02,30.326
2014-02-03,30.34
2014-02-04,30.297
2014-02-05,30.32
2014-02-06,30.312
2014-02-07,30.295
2014-02-08,30.295
2014-02-09,30.295
2014-02-10,30.347
2014-02-11,30.361
2014-02-12,30.315
2014-02-13,30.363
2014-02-14,30.316
2014-02-15,30.316
2014-02-16,30.316
2014-02-17,30.265
2014-02-18,30.293
2014-02-19,30.299
2014-02-20,30.317
2014-02-21,30.351
2014-02-22,30.351
2014-02-23,30.351
2014-02-24,30.387
2014-02-25,30.372
2014-02-26,30.312
2014-02-27,30.326
2014-02-28,30.322
2014-03-01,30.322
2014-03-02,30.322
2014-03-03,30.332
2014-03-04,30.334
2014-03-05,30.317
2014-03-06,30.299
2014-03-07,30.271
2014-03-08,30.271
2014-03-09,30.271
2014-03-10,30.306
2014-03-11,30.293
2014-03-12,30.349
2014-03-13,30.334
2014-03-14,30.354
2014-03-15,30.354
2014-03-16,30.354
2014-03-17,30.339
2014-03-18,30.356
2014-03-19,30.428
2014-03-20,30.543
2014-03-21,30.627
2014-03-22,30.627
2014-03-23,30.627
2014-03-24,30.592
2014-03-25,30.572
2014-03-26,30.568
2014-03-27,30.556
2014-03-28,30.522
2014-03-29,30.522
2014-03-30,30.522
2014-03-31,30.487
2014-04-01,30.401
2014-04-02,30.33
2014-04-03,30.328
2014-04-04,30.287
2014-04-05,30.287
2014-04-06,30.287
2014-04-07,30.278
2014-04-08,30.232
2014-04-09,30.12
2014-04-10,30.002
2014-04-11,30.088
2014-04-12,30.088
2014-04-13,30.088
2014-04-14,30.197
2014-04-15,30.171
2014-04-16,30.17
2014-04-17,30.185
2014-04-18,30.213
2014-04-19,30.213
2014-04-20,30.213
2014-04-21,30.25
2014-04-22,30.289
2014-04-23,30.308
2014-04-24,30.28
2014-04-25,30.304
2014-04-26,30.304
2014-04-27,30.304
2014-04-28,30.282
2014-04-29,30.213
2014-04-30,30.23
2014-05-01,30.165
2014-05-02,30.18
2014-05-03,30.18
2014-05-04,30.18
2014-05-05,30.132
2014-05-06,30.153
2014-05-07,30.129
2014-05-08,30.125
2014-05-09,30.145
2014-05-10,30.145
2014-05-11,30.145
2014-05-12,30.171
2014-05-13,30.181
2014-05-14,30.178
2014-05-15,30.182
2014-05-16,30.163
2014-05-17,30.163
2014-05-18,30.163
2014-05-19,30.161
2014-05-20,30.162
2014-05-21,30.19
2014-05-22,30.151
2014-05-23,30.144
2014-05-24,30.144
2014-05-25,30.144
2014-05-26,30.131
2014-05-27,30.131
2014-05-28,30.122
2014-05-29,30.032
2014-05-30,30.018
2014-05-31,30.018
2014-06-01,30.018
2014-06-02,30.049
2014-06-03,30.041
2014-06-04,30.076
2014-06-05,30.057
2014-06-06,30.051
2014-06-07,30.051
2014-06-08,30.051
2014-06-09,30.025
2014-06-10,30.0
2014-06-11,30.003
2014-06-12,29.996
2014-06-13,30.021
2014-06-14,30.021
2014-06-15,30.021
2014-06-16,30.033
2014-06-17,30.0
2014-06-18,30.031
2014-06-19,30.009
2014-06-20,30.032
2014-06-21,30.032
2014-06-22,30.032
2014-06-23,29.994
2014-06-24,29.967
2014-06-25,29.992
2014-06-26,29.947
2014-06-27,29.933
2014-06-28,29.933
2014-06-29,29.933
2014-06-30,29.889
2014-07-01,29.91
2014-07-02,29.877
2014-07-03,29.908
2014-07-04,29.905
2014-07-05,29.905
2014-07-06,29.905
2014-07-07,29.937
2014-07-08,29.936
2014-07-09,29.928
2014-07-10,29.925
2014-07-11,29.962
2014-07-12,29.962
2014-07-13,29.962
2014-07-14,29.95
2014-07-15,30.012
2014-07-16,30.003
2014-07-17,30.013
2014-07-18,30.011
2014-07-19,30.011
2014-07-20,30.011
2014-07-21,30.01
2014-07-22,30.008
2014-07-23,29.969
2014-07-24,30.018
2014-07-25,30.003
2014-07-26,30.003
2014-07-27,30.003
2014-07-28,30.002
2014-07-29,29.971
2014-07-30,29.982
2014-07-31,30.02
2014-08-01,30.046
2014-08-02,30.046
2014-08-03,30.046
2014-08-04,30.01
2014-08-05,30.013
2014-08-06,30.028
2014-08-07,30.044
2014-08-08,30.038
2014-08-09,30.038
2014-08-10,30.038
2014-08-11,30.026
2014-08-12,30.031
2014-08-13,30.035
2014-08-14,30.022
2014-08-15,29.993
2014-08-16,29.993
2014-08-17,29.993
2014-08-18,30.013
2014-08-19,30.012
2014-08-20,30.01
2014-08-21,30.022
2014-08-22,29.992
2014-08-23,29.992
2014-08-24,29.992
2014-08-25,30.001
2014-08-26,29.999
2014-08-27,29.948
2014-08-28,29.93
2014-08-29,29.93
2014-08-30,29.93
2014-08-31,29.93
2014-09-01,29.909
2014-09-02,29.915
2014-09-03,29.949
2014-09-04,29.939
2014-09-05,29.966
2014-09-06,29.966
2014-09-07,29.966
2014-09-08,29.903
2014-09-09,29.977
2014-09-10,30.0
2014-09-11,30.021
2014-09-12,30.018
2014-09-13,30.018
2014-09-14,30.018
2014-09-15,30.081
2014-09-16,30.155
2014-09-17,30.146
2014-09-18,30.246
2014-09-19,30.234
2014-09-20,30.234
2014-09-21,30.234
2014-09-22,30.218
2014-09-23,30.238
2014-09-24,30.224
2014-09-25,30.306
2014-09-26,30.299
2014-09-27,30.299
2014-09-28,30.299
2014-09-29,30.491
2014-09-30,30.425
2014-10-01,30.468
2014-10-02,30.441
2014-10-03,30.414
2014-10-04,30.414
2014-10-05,30.414
2014-10-06,30.477
2014-10-07,30.433
2014-10-08,30.454
2014-10-09,30.382
2014-10-10,30.407
2014-10-11,30.407
2014-10-12,30.407
2014-10-13,30.425
2014-10-14,30.423
2014-10-15,30.402
2014-10-16,30.383
2014-10-17,30.401
2014-10-18,30.401
2014-10-19,30.401
2014-10-20,30.407
2014-10-21,30.385
2014-10-22,30.387
2014-10-23,30.399
2014-10-24,30.404
2014-10-25,30.404
2014-10-26,30.404
2014-10-27,30.399
2014-10-28,30.393
2014-10-29,30.37
2014-10-30,30.39
2014-10-31,30.454
2014-11-01,30.454
2014-11-02,30.454
2014-11-03,30.478
2014-11-04,30.515
2014-11-05,30.536
2014-11-06,30.577
2014-11-07,30.645
2014-11-08,30.645
2014-11-09,30.645
2014-11-10,30.571
2014-11-11,30.583
2014-11-12,30.635
2014-11-13,30.623
2014-11-14,30.67
2014-11-15,30.67
2014-11-16,30.67
2014-11-17,30.682
2014-11-18,30.743
2014-11-19,30.847
2014-11-20,30.958
2014-11-21,30.919
2014-11-22,30.919
2014-11-23,30.919
2014-11-24,30.945
2014-11-25,30.929
2014-11-26,30.925
2014-11-27,30.906
2014-11-28,30.957
2014-11-29,30.957
2014-11-30,30.957
2014-12-01,31.058
2014-12-02,31.053
2014-12-03,31.095
2014-12-04,31.149
2014-12-05,31.138
2014-12-06,31.138
2014-12-07,31.138
2014-12-08,31.209
2014-12-09,31.221
2014-12-10,31.225
2014-12-11,31.231
2014-12-12,31.313
2014-12-13,31.313
2014-12-14,31.313
2014-12-15,31.33
2014-12-16,31.294
2014-12-17,31.339
2014-12-18,31.445
2014-12-19,31.462
2014-12-20,31.462
2014-12-21,31.462
2014-12-22,31.581
2014-12-23,31.755
2014-12-24,31.804
2014-12-25,31.723
2014-12-26,31.737
2014-12-27,31.737
2014-12-28,31.737
2014-12-29,31.755
2014-12-30,31.731
2014-12-31,31.656
2015-01-01,31.635
2015-01-02,31.773
2015-01-03,31.773
2015-01-04,31.773
2015-01-05,31.976
2015-01-06,31.99
2015-01-07,31.979
2015-01-08,31.993
2015-01-09,31.934
2015-01-10,31.934
2015-01-11,31.934
2015-01-12,31.857
2015-01-13,31.839
2015-01-14,31.81
2015-01-15,31.748
2015-01-16,31.548
2015-01-17,31.548
2015-01-18,31.548
2015-01-19,31.549
2015-01-20,31.672
2015-01-21,31.516
2015-01-22,31.467
2015-01-23,31.324
2015-01-24,31.324
2015-01-25,31.324
2015-01-26,31.305
2015-01-27,31.287
2015-01-28,31.255
2015-01-29,31.507
2015-01-30,31.527
2015-01-31,31.527
2015-02-01,31.527
2015-02-02,31.63
2015-02-03,31.6
2015-02-04,31.427
2015-02-05,31.503
2015-02-06,31.449
2015-02-07,31.449
2015-02-08,31.449
2015-02-09,31.526
2015-02-10,31.504
2015-02-11,31.55
2015-02-12,31.559
2015-02-13,31.447
2015-02-14,31.447
2015-02-15,31.447
2015-02-16,31.421
2015-02-17,31.562
2015-02-18,31.66
2015-02-19,31.638
2015-02-20,31.744
2015-02-21,31.744
2015-02-22,31.744
2015-02-23,31.709
2015-02-24,31.644
2015-02-25,31.442
2015-02-26,31.364
2015-02-27,31.458
2015-02-28,31.458
2015-03-01,31.458
2015-03-02,31.43
2015-03-03,31.376
2015-03-04,31.441
2015-03-05,31.493
2015-03-06,31.435
2015-03-07,31.435
2015-03-08,31.435
2015-03-09,31.492
2015-03-10,31.54
2015-03-11,31.654
2015-03-12,31.614
2015-03-13,31.621
2015-03-14,31.621
2015-03-15,31.621
2015-03-16,31.641
2015-03-17,31.569
2015-03-18,31.594
2015-03-19,31.447
2015-03-20,31.476
2015-03-21,31.476
2015-03-22,31.476
2015-03-23,31.443
2015-03-24,31.316
2015-03-25,31.264
2015-03-26,31.254
2015-03-27,31.263
2015-03-28,31.263
2015-03-29,31.263
2015-03-30,31.31
2015-03-31,31.309
2015-04-01,31.322
2015-04-02,31.14
2015-04-03,30.97
2015-04-04,30.97
2015-04-05,30.97
2015-04-06,30.918
2015-04-07,31.025
2015-04-08,31.067
2015-04-09,31.128
2015-04-10,31.226
2015-04-11,31.226
2015-04-12,31.226
2015-04-13,31.311
2015-04-14,31.277
2015-04-15,31.276
2015-04-16,31.172
2015-04-17,31.035
2015-04-18,31.035
2015-04-19,31.035
2015-04-20,31.0
2015-04-21,31.117
2015-04-22,31.074
2015-04-23,31.093
2015-04-24,30.828
2015-04-25,30.828
2015-04-26,30.828
2015-04-27,30.599
2015-04-28,30.55
2015-04-29,30.465
2015-04-30,30.623
2015-05-01,30.624
2015-05-02,30.624
2015-05-03,30.624
2015-05-04,30.698
2015-05-05,30.686
2015-05-06,30.61
2015-05-07,30.736
2015-05-08,30.699
2015-05-09,30.699
2015-05-10,30.699
2015-05-11,30.738
2015-05-12,30.739
2015-05-13,30.705
2015-05-14,30.549
2015-05-15,30.449
2015-05-16,30.449
2015-05-17,30.449
2015-05-18,30.518
2015-05-19,30.465
2015-05-20,30.525
2015-05-21,30.55
2015-05-22,30.483
2015-05-23,30.483
2015-05-24,30.483
2015-05-25,30.532
2015-05-26,30.66
2015-05-27,30.67
2015-05-28,30.601
2015-05-29,30.696
2015-05-30,30.696
2015-05-31,30.696
2015-06-01,30.803
2015-06-02,30.88
2015-06-03,30.807
2015-06-04,30.961
2015-06-05,30.937
2015-06-06,30.937
2015-06-07,30.937
2015-06-08,31.101
2015-06-09,31.133
2015-06-10,30.894
2015-06-11,30.934
2015-06-12,30.943
2015-06-13,30.943
2015-06-14,30.943
2015-06-15,30.956
2015-06-16,30.921
2015-06-17,30.911
2015-06-18,30.744
2015-06-19,30.784
2015-06-20,30.784
2015-06-21,30.784
2015-06-22,30.771
2015-06-23,30.846
2015-06-24,30.911
2015-06-25,30.943
2015-06-26,30.931
2015-06-27,30.931
2015-06-28,30.931
2015-06-29,30.974
2015-06-30,30.873
2015-07-01,30.906
2015-07-02,30.926
2015-07-03,30.882
2015-07-04,30.882
2015-07-05,30.882
2015-07-06,30.928
2015-07-07,30.989
2015-07-08,31.07
2015-07-09,31.065
2015-07-10,31.001
2015-07-11,31.001
2015-07-12,31.001
2015-07-13,30.999
2015-07-14,31.069
2015-07-15,31.143
2015-07-16,31.134
2015-07-17,31.077
2015-07-18,31.077
2015-07-19,31.077
2015-07-20,31.184
2015-07-21,31.204
2015-07-22,31.195
2015-07-23,31.247
2015-07-24,31.425
2015-07-25,31.425
2015-07-26,31.425
2015-07-27,31.521
2015-07-28,31.532
2015-07-29,31.473
2015-07-30,31.564
2015-07-31,31.675
2015-08-01,31.675
2015-08-02,31.675
2015-08-03,31.653
2015-08-04,31.57
2015-08-05,31.69
2015-08-06,31.669
2015-08-07,31.646
2015-08-08,31.646
2015-08-09,31.646
2015-08-10,31.641
2015-08-11,32.044
2015-08-12,32.338
2015-08-13,32.215
2015-08-14,32.151
2015-08-15,32.151
2015-08-16,32.151
2015-08-17,32.433
2015-08-18,32.431
2015-08-19,32.554
2015-08-20,32.567
2015-08-21,32.656
2015-08-22,32.656
2015-08-23,32.656
2015-08-24,32.824
2015-08-25,32.537
2015-08-26,32.622
2015-08-27,32.162
2015-08-28,32.246
2015-08-29,32.246
2015-08-30,32.246
2015-08-31,32.664
2015-09-01,32.411
2015-09-02,32.615
2015-09-03,32.507
2015-09-04,32.692
2015-09-05,32.692
2015-09-06,32.692
2015-09-07,32.774
2015-09-08,32.796
2015-09-09,32.563
2015-09-10,32.5
2015-09-11,32.62
2015-09-12,32.62
2015-09-13,32.62
2015-09-14,32.611
2015-09-15,32.528
2015-09-16,32.466
2015-09-17,32.474
2015-09-18,32.415
2015-09-19,32.415
2015-09-20,32.415
2015-09-21,32.556
2015-09-22,32.818
2015-09-23,33.026
2015-09-24,33.129
2015-09-25,33.013
2015-09-26,33.013
2015-09-27,33.013
2015-09-28,33.093
2015-09-29,33.134
2015-09-30,32.992
2015-10-01,32.893
2015-10-02,32.964
2015-10-03,32.964
2015-10-04,32.964
2015-10-05,32.658
2015-10-06,32.837
2015-10-07,32.425
2015-10-08,32.599
2015-10-09,32.315
2015-10-10,32.315
2015-10-11,32.315
2015-10-12,32.305
2015-10-13,32.591
2015-10-14,32.486
2015-10-15,32.278
2015-10-16,32.285
2015-10-17,32.285
2015-10-18,32.285
2015-10-19,32.358
2015-10-20,32.354
2015-10-21,32.461
2015-10-22,32.496
2015-10-23,32.375
2015-10-24,32.375
2015-10-25,32.375
2015-10-26,32.546
2015-10-27,32.532
2015-10-28,32.501
2015-10-29,32.616
2015-10-30,32.595
2015-10-31,32.595
2015-11-01,32.595
2015-11-02,32.576
2015-11-03,32.526
2015-11-04,32.317
2015-11-05,32.458
2015-11-06,32.587
2015-11-07,32.587
2015-11-08,32.587
2015-11-09,32.75
2015-11-10,32.759
2015-11-11,32.718
2015-11-12,32.715
2015-11-13,32.829
2015-11-14,32.829
2015-11-15,32.829
2015-11-16,32.888
2015-11-17,32.835
2015-11-18,32.869
2015-11-19,32.663
2015-11-20,32.588
2015-11-21,32.588
2015-11-22,32.588
2015-11-23,32.679
2015-11-24,32.646
2015-11-25,32.455
2015-11-26,32.545
2015-11-27,32.659
2015-11-28,32.659
2015-11-29,32.659
2015-11-30,32.694
2015-12-01,32.733
2015-12-02,32.782
2015-12-03,32.78
2015-12-04,32.698
2015-12-05,32.698
2015-12-06,32.698
2015-12-07,32.749
2015-12-08,32.814
2015-12-09,32.851
2015-12-10,32.849
2015-12-11,32.82
2015-12-12,32.82
2015-12-13,32.82
2015-12-14,32.804
2015-12-15,32.72
2015-12-16,32.858
2015-12-17,32.821
2015-12-18,32.938
2015-12-19,32.938
2015-12-20,32.938
2015-12-21,32.883
2015-12-22,32.836
2015-12-23,32.837
2015-12-24,32.841
2015-12-25,32.877
2015-12-26,32.877
2015-12-27,32.877
2015-12-28,32.855
2015-12-29,32.827
2015-12-30,32.939
2015-12-31,32.862
2016-01-01,32.835
2016-01-02,32.835
2016-01-03,32.835
2016-01-04,33.058
2016-01-05,33.162
2016-01-06,33.223
2016-01-07,33.324
2016-01-08,33.344
2016-01-09,33.344
2016-01-10,33.344
2016-01-11,33.404
2016-01-12,33.487
2016-01-13,33.494
2016-01-14,33.602
2016-01-15,33.66
2016-01-16,33.66
2016-01-17,33.66
2016-01-18,33.569
2016-01-19,33.632
2016-01-20,33.695
2016-01-21,33.785
2016-01-22,33.518
2016-01-23,33.518
2016-01-24,33.518
2016-01-25,33.529
2016-01-26,33.603
2016-01-27,33.601
2016-01-28,33.589
2016-01-29,33.327
2016-01-30,33.327
2016-01-31,33.327
2016-02-01,33.411
2016-02-02,33.413
2016-02-03,33.576
2016-02-04,33.382
2016-02-05,33.182
2016-02-06,33.182
2016-02-07,33.182
2016-02-08,33.318
2016-02-09,33.377
2016-02-10,33.18
2016-02-11,33.045
2016-02-12,33.016
2016-02-13,33.016
2016-02-14,33.016
2016-02-15,32.979
2016-02-16,33.162
2016-02-17,33.382
2016-02-18,33.227
2016-02-19,33.249
2016-02-20,33.249
2016-02-21,33.249
2016-02-22,33.224
2016-02-23,33.37
2016-02-24,33.259
2016-02-25,33.378
2016-02-26,33.34
2016-02-27,33.34
2016-02-28,33.34
2016-02-29,33.303
2016-03-01,33.121
2016-03-02,33.114
2016-03-03,33.064
2016-03-04,32.96
2016-03-05,32.96
2016-03-06,32.96
2016-03-07,32.747
2016-03-08,32.774
2016-03-09,32.873
2016-03-10,32.915
2016-03-11,32.801
2016-03-12,32.801
2016-03-13,32.801
2016-03-14,32.769
2016-03-15,32.818
2016-03-16,32.814
2016-03-17,32.585
2016-03-18,32.363
2016-03-19,32.363
2016-03-20,32.363
2016-03-21,32.396
2016-03-22,32.442
2016-03-23,32.552
2016-03-24,32.609
2016-03-25,32.678
2016-03-26,32.678
2016-03-27,32.678
2016-03-28,32.645
2016-03-29,32.644
2016-03-30,32.267
2016-03-31,32.212
2016-04-01,32.255
2016-04-02,32.255
2016-04-03,32.255
2016-04-04,32.306
2016-04-05,32.38
2016-04-06,32.421
2016-04-07,32.382
2016-04-08,32.436
2016-04-09,32.436
2016-04-10,32.436
2016-04-11,32.385
2016-04-12,32.35
2016-04-13,32.328
2016-04-14,32.414
2016-04-15,32.332
2016-04-16,32.332
2016-04-17,32.332
2016-04-18,32.392
2016-04-19,32.191
2016-04-20,32.236
2016-04-21,32.29
2016-04-22,32.334
2016-04-23,32.334
2016-04-24,32.334
2016-04-25,32.354
2016-04-26,32.345
2016-04-27,32.342
2016-04-28,32.299
2016-04-29,32.27
2016-04-30,32.27
2016-05-01,32.27
2016-05-02,32.221
2016-05-03,32.188
2016-05-04,32.317
2016-05-05,32.376
2016-05-06,32.39
2016-05-07,32.39
2016-05-08,32.39
2016-05-09,32.424
2016-05-10,32.519
2016-05-11,32.533
2016-05-12,32.527
2016-05-13,32.606
2016-05-14,32.606
2016-05-15,32.606
2016-05-16,32.642
2016-05-17,32.616
2016-05-18,32.71
2016-05-19,32.772
2016-05-20,32.714
2016-05-21,32.714
2016-05-22,32.714
2016-05-23,32.667
2016-05-24,32.705
2016-05-25,32.638
2016-05-26,32.554
2016-05-27,32.529
2016-05-28,32.529
2016-05-29,32.529
2016-05-30,32.64
2016-05-31,32.619
2016-06-01,32.615
2016-06-02,32.597
2016-06-03,32.599
2016-06-04,32.599
2016-06-05,32.599
2016-06-06,32.329
2016-06-07,32.246
2016-06-08,32.162
2016-06-09,32.214
2016-06-10,32.315
2016-06-11,32.315
2016-06-12,32.315
2016-06-13,32.388
2016-06-14,32.41
2016-06-15,32.43
2016-06-16,32.384
2016-06-17,32.378
2016-06-18,32.378
2016-06-19,32.378
2016-06-20,32.253
2016-06-21,32.223
2016-06-22,32.21
2016-06-23,32.049
2016-06-24,32.362
2016-06-25,32.362
2016-06-26,32.362
2016-06-27,32.462
2016-06-28,32.379
2016-06-29,32.307
2016-06-30,32.258
2016-07-01,32.213
2016-07-02,32.213
2016-07-03,32.213
2016-07-04,32.19
2016-07-05,32.271
2016-07-06,32.392
2016-07-07,32.28
2016-07-08,32.304
2016-07-09,32.304
2016-07-10,32.304
2016-07-11,32.213
2016-07-12,32.196
2016-07-13,32.178
2016-07-14,32.01
2016-07-15,31.854
2016-07-16,31.854
2016-07-17,31.854
2016-07-18,31.978
2016-07-19,32.029
2016-07-20,32.053
2016-07-21,32.03
2016-07-22,32.019
2016-07-23,32.019
2016-07-24,32.019
2016-07-25,32.162
2016-07-26,32.099
2016-07-27,32.057
2016-07-28,31.948
2016-07-29,31.953
2016-07-30,31.953
2016-07-31,31.953
2016-08-01,31.558
2016-08-02,31.659
2016-08-03,31.707
2016-08-04,31.67
2016-08-05,31.491
2016-08-06,31.491
2016-08-07,31.491
2016-08-08,31.507
2016-08-09,31.445
2016-08-10,31.142
2016-08-11,31.327
2016-08-12,31.433
2016-08-13,31.433
2016-08-14,31.433
2016-08-15,31.347
2016-08-16,31.256
2016-08-17,31.387
2016-08-18,31.4
2016-08-19,31.666
2016-08-20,31.666
2016-08-21,31.666
2016-08-22,31.804
2016-08-23,31.733
2016-08-24,31.77
2016-08-25,31.677
2016-08-26,31.68
2016-08-27,31.68
2016-08-28,31.68
2016-08-29,31.751
2016-08-30,31.715
2016-08-31,31.752
2016-09-01,31.734
2016-09-02,31.668
2016-09-03,31.668
2016-09-04,31.668
2016-09-05,31.373
2016-09-06,31.416
2016-09-07,31.25
2016-09-08,31.285
2016-09-09,31.533
2016-09-10,31.533
2016-09-11,31.533
2016-09-12,31.75
2016-09-13,31.703
2016-09-14,31.704
2016-09-15,31.807
2016-09-16,31.634
2016-09-17,31.634
2016-09-18,31.634
2016-09-19,31.405
2016-09-20,31.362
2016-09-21,31.421
2016-09-22,31.398
2016-09-23,31.363
2016-09-24,31.363
2016-09-25,31.363
2016-09-26,31.542
2016-09-27,31.337
2016-09-28,31.351
2016-09-29,31.382
2016-09-30,31.355
2016-10-01,31.355
2016-10-02,31.355
2016-10-03,31.326
2016-10-04,31.342
2016-10-05,31.395
2016-10-06,31.411
2016-10-07,31.463
2016-10-08,31.463
2016-10-09,31.463
2016-10-10,31.437
2016-10-11,31.647
2016-10-12,31.633
2016-10-13,31.778
2016-10-14,31.669
2016-10-15,31.669
2016-10-16,31.669
2016-10-17,31.795
2016-10-18,31.564
2016-10-19,31.546
2016-10-20,31.535
2016-10-21,31.67
2016-10-22,31.67
2016-10-23,31.67
2016-10-24,31.66
2016-10-25,31.605
2016-10-26,31.557
2016-10-27,31.661
2016-10-28,31.637
2016-10-29,31.637
2016-10-30,31.637
2016-10-31,31.557
2016-11-01,31.552
2016-11-02,31.519
2016-11-03,31.481
2016-11-04,31.449
2016-11-05,31.449
2016-11-06,31.449
2016-11-07,31.461
2016-11-08,31.443
2016-11-09,31.451
2016-11-10,31.598
2016-11-11,31.864
2016-11-12,31.864
2016-11-13,31.864
2016-11-14,31.985
2016-11-15,31.845
2016-11-16,31.846
2016-11-17,31.829
2016-11-18,32.058
2016-11-19,32.058
2016-11-20,32.058
2016-11-21,31.976
2016-11-22,31.898
2016-11-23,31.872
2016-11-24,31.929
2016-11-25,31.908
2016-11-26,31.908
2016-11-27,31.908
2016-11-28,31.74
2016-11-29,31.821
2016-11-30,31.869
2016-12-01,31.901
2016-12-02,31.891
2016-12-03,31.891
2016-12-04,31.891
2016-12-05,32.041
2016-12-06,31.937
2016-12-07,31.894
2016-12-08,31.7
2016-12-09,31.823
2016-12-10,31.823
2016-12-11,31.823
2016-12-12,31.855
2016-12-13,31.785
2016-12-14,31.745
