,USDMYR BGN Curncy
,PX_LAST
2016-11-29,4.466
2016-11-30,4.4662
2016-12-01,4.4635
2016-12-02,4.4532
2016-12-03,4.4532
2016-12-04,4.4532
2016-12-05,4.4485
2016-12-06,4.4355
2016-12-07,4.4323
2016-12-08,4.4222
2016-12-09,4.4245
2016-12-10,4.4245
2016-12-11,4.4245
2016-12-12,4.4245
2016-12-13,4.4363
2016-12-14,4.4462
2016-12-15,4.4657
2016-12-16,4.478
2016-12-17,4.478
2016-12-18,4.478
2016-12-19,4.4785
2016-12-20,4.4797
2016-12-21,4.4792
2016-12-22,4.477
2016-12-23,4.4742
2016-12-24,4.4742
2016-12-25,4.4742
2016-12-26,4.4742
2016-12-27,4.4792
2016-12-28,4.4835
2016-12-29,4.485
2016-12-30,4.4862
2016-12-31,4.4862
2017-01-01,4.4862
2017-01-02,4.4862
2017-01-03,4.4938
2017-01-04,4.4975
2017-01-05,4.4858
2017-01-06,4.4725
2017-01-07,4.4725
2017-01-08,4.4725
2017-01-09,4.477
2017-01-10,4.4755
2017-01-11,4.4722
2017-01-12,4.4587
2017-01-13,4.463
2017-01-14,4.463
2017-01-15,4.463
2017-01-16,4.4668
2017-01-17,4.4625
2017-01-18,4.4443
2017-01-19,4.449
2017-01-20,4.447
2017-01-21,4.447
2017-01-22,4.447
2017-01-23,4.44
2017-01-24,4.436
2017-01-25,4.439
2017-01-26,4.43
2017-01-27,4.4303
2017-01-28,4.4303
2017-01-29,4.4303
2017-01-30,4.4303
2017-01-31,4.4285
2017-02-01,4.4285
2017-02-02,4.423
2017-02-03,4.428
2017-02-04,4.428
2017-02-05,4.428
2017-02-06,4.4265
2017-02-07,4.4353
2017-02-08,4.4395
2017-02-09,4.4395
2017-02-10,4.444
2017-02-11,4.444
2017-02-12,4.444
2017-02-13,4.4482
2017-02-14,4.4493
2017-02-15,4.449
2017-02-16,4.454
2017-02-17,4.453
2017-02-18,4.453
2017-02-19,4.453
2017-02-20,4.4587
2017-02-21,4.4573
2017-02-22,4.4535
2017-02-23,4.45
2017-02-24,4.4405
2017-02-25,4.4405
2017-02-26,4.4405
2017-02-27,4.4385
2017-02-28,4.4405
2017-03-01,4.448
2017-03-02,4.45
2017-03-03,4.4542
2017-03-04,4.4542
2017-03-05,4.4542
2017-03-06,4.448
2017-03-07,4.448
2017-03-08,4.4552
2017-03-09,4.4605
2017-03-10,4.453
2017-03-11,4.453
2017-03-12,4.453
2017-03-13,4.4465
2017-03-14,4.4497
2017-03-15,4.4488
2017-03-16,4.4383
2017-03-17,4.4355
2017-03-18,4.4355
2017-03-19,4.4355
2017-03-20,4.4265
2017-03-21,4.4255
2017-03-22,4.428
2017-03-23,4.4295
2017-03-24,4.4262
2017-03-25,4.4262
2017-03-26,4.4262
2017-03-27,4.4135
2017-03-28,4.4135
2017-03-29,4.4198
2017-03-30,4.4205
2017-03-31,4.4255
2017-04-01,4.4255
2017-04-02,4.4255
2017-04-03,4.4278
2017-04-04,4.4312
2017-04-05,4.4307
2017-04-06,4.4365
2017-04-07,4.435
2017-04-08,4.435
2017-04-09,4.435
2017-04-10,4.436
2017-04-11,4.4335
2017-04-12,4.4288
2017-04-13,4.4128
2017-04-14,4.407
2017-04-15,4.407
2017-04-16,4.407
2017-04-17,4.4045
2017-04-18,4.411
2017-04-19,4.4006
2017-04-20,4.3983
2017-04-21,4.3993
2017-04-22,4.3993
2017-04-23,4.3993
2017-04-24,4.3993
2017-04-25,4.3715
2017-04-26,4.3475
2017-04-27,4.3468
2017-04-28,4.341
2017-04-29,4.341
2017-04-30,4.341
2017-05-01,4.341
2017-05-02,4.3285
2017-05-03,4.32
2017-05-04,4.3275
2017-05-05,4.3387
2017-05-06,4.3387
2017-05-07,4.3387
2017-05-08,4.336
2017-05-09,4.3472
2017-05-10,4.3472
2017-05-11,4.3485
2017-05-12,4.3457
2017-05-13,4.3457
2017-05-14,4.3457
2017-05-15,4.3288
2017-05-16,4.3215
2017-05-17,4.3235
2017-05-18,4.328
2017-05-19,4.3215
2017-05-20,4.3215
2017-05-21,4.3215
2017-05-22,4.3045
2017-05-23,4.2935
2017-05-24,4.293
2017-05-25,4.279
2017-05-26,4.2688
2017-05-27,4.2688
2017-05-28,4.2688
2017-05-29,4.2722
2017-05-30,4.2825
2017-05-31,4.2813
2017-06-01,4.2863
2017-06-02,4.2802
2017-06-03,4.2802
2017-06-04,4.2802
2017-06-05,4.2633
2017-06-06,4.267
2017-06-07,4.2605
2017-06-08,4.2682
2017-06-09,4.2653
2017-06-10,4.2653
2017-06-11,4.2653
2017-06-12,4.268
2017-06-13,4.263
2017-06-14,4.258
2017-06-15,4.2675
2017-06-16,4.2762
2017-06-17,4.2762
2017-06-18,4.2762
2017-06-19,4.277
2017-06-20,4.2835
2017-06-21,4.2875
2017-06-22,4.2865
2017-06-23,4.2893
2017-06-24,4.2893
2017-06-25,4.2893
2017-06-26,4.2893
2017-06-27,4.288
2017-06-28,4.2975
2017-06-29,4.2935
2017-06-30,4.2928
2017-07-01,4.2928
2017-07-02,4.2928
2017-07-03,4.3005
2017-07-04,4.298
2017-07-05,4.298
2017-07-06,4.3
2017-07-07,4.3008
2017-07-08,4.3008
2017-07-09,4.3008
2017-07-10,4.2965
2017-07-11,4.2975
2017-07-12,4.2937
2017-07-13,4.2922
2017-07-14,4.2922
2017-07-15,4.2922
2017-07-16,4.2922
2017-07-17,4.288
2017-07-18,4.285
2017-07-19,4.2865
2017-07-20,4.291
2017-07-21,4.284
2017-07-22,4.284
2017-07-23,4.284
2017-07-24,4.278
2017-07-25,4.2813
2017-07-26,4.2847
2017-07-27,4.2767
2017-07-28,4.2813
2017-07-29,4.2813
2017-07-30,4.2813
2017-07-31,4.2813
2017-08-01,4.286
2017-08-02,4.2855
2017-08-03,4.2788
2017-08-04,4.2782
2017-08-05,4.2782
2017-08-06,4.2782
2017-08-07,4.2845
2017-08-08,4.285
2017-08-09,4.289
2017-08-10,4.2917
2017-08-11,4.2952
2017-08-12,4.2952
2017-08-13,4.2952
2017-08-14,4.2933
2017-08-15,4.2955
2017-08-16,4.2985
2017-08-17,4.2955
2017-08-18,4.29
2017-08-19,4.29
2017-08-20,4.29
2017-08-21,4.287
2017-08-22,4.2825
2017-08-23,4.279
2017-08-24,4.2795
2017-08-25,4.2723
2017-08-26,4.2723
2017-08-27,4.2723
2017-08-28,4.2677
2017-08-29,4.267
2017-08-30,4.271
2017-08-31,4.271
2017-09-01,4.271
2017-09-02,4.271
2017-09-03,4.271
2017-09-04,4.271
2017-09-05,4.26
2017-09-06,4.2387
2017-09-07,4.2105
2017-09-08,4.1955
2017-09-09,4.1955
2017-09-10,4.1955
2017-09-11,4.198
2017-09-12,4.208
2017-09-13,4.1915
2017-09-14,4.2055
2017-09-15,4.1895
2017-09-16,4.1895
2017-09-17,4.1895
2017-09-18,4.1888
2017-09-19,4.1915
2017-09-20,4.1875
2017-09-21,4.198
2017-09-22,4.198
2017-09-23,4.198
2017-09-24,4.198
2017-09-25,4.2045
2017-09-26,4.2065
2017-09-27,4.2215
2017-09-28,4.2315
2017-09-29,4.2205
2017-09-30,4.2205
2017-10-01,4.2205
2017-10-02,4.2343
2017-10-03,4.237
2017-10-04,4.2275
2017-10-05,4.2285
2017-10-06,4.237
2017-10-07,4.237
2017-10-08,4.237
2017-10-09,4.232
2017-10-10,4.2195
2017-10-11,4.2225
2017-10-12,4.2238
2017-10-13,4.222
2017-10-14,4.222
2017-10-15,4.222
2017-10-16,4.2175
2017-10-17,4.2242
2017-10-18,4.2242
2017-10-19,4.2235
2017-10-20,4.225
2017-10-21,4.225
2017-10-22,4.225
2017-10-23,4.2373
2017-10-24,4.232
2017-10-25,4.2352
2017-10-26,4.2345
2017-10-27,4.242
2017-10-28,4.242
2017-10-29,4.242
2017-10-30,4.2378
2017-10-31,4.232
2017-11-01,4.2315
2017-11-02,4.2308
2017-11-03,4.2365
2017-11-04,4.2365
2017-11-05,4.2365
2017-11-06,4.2315
2017-11-07,4.2295
2017-11-08,4.2292
2017-11-09,4.2065
2017-11-10,4.1918
2017-11-11,4.1918
2017-11-12,4.1918
2017-11-13,4.1915
2017-11-14,4.1935
2017-11-15,4.1745
2017-11-16,4.176
2017-11-17,4.161
2017-11-18,4.161
2017-11-19,4.161
2017-11-20,4.1495
2017-11-21,4.14
2017-11-22,4.1112
2017-11-23,4.1075
2017-11-24,4.1163
2017-11-25,4.1163
2017-11-26,4.1163
2017-11-27,4.114
2017-11-28,4.1025
2017-11-29,4.0817
2017-11-30,4.091
2017-12-01,4.091
2017-12-02,4.091
2017-12-03,4.091
2017-12-04,4.063
2017-12-05,4.0665
2017-12-06,4.0763
2017-12-07,4.0875
2017-12-08,4.0875
2017-12-09,4.0875
2017-12-10,4.0875
2017-12-11,4.0765
2017-12-12,4.0785
2017-12-13,4.0872
2017-12-14,4.0845
2017-12-15,4.0795
2017-12-16,4.0795
2017-12-17,4.0795
2017-12-18,4.0815
2017-12-19,4.081
2017-12-20,4.074
2017-12-21,4.079
2017-12-22,4.0798
2017-12-23,4.0798
2017-12-24,4.0798
2017-12-25,4.0798
2017-12-26,4.084
2017-12-27,4.0837
2017-12-28,4.0667
2017-12-29,4.0465
2017-12-30,4.0465
2017-12-31,4.0465
2018-01-01,4.0465
2018-01-02,4.0195
2018-01-03,4.0145
2018-01-04,4.0065
2018-01-05,3.9975
2018-01-06,3.9975
2018-01-07,3.9975
2018-01-08,3.998
2018-01-09,4.0095
2018-01-10,4.0048
2018-01-11,3.9875
2018-01-12,3.972
2018-01-13,3.972
2018-01-14,3.972
2018-01-15,3.9555
2018-01-16,3.9575
2018-01-17,3.9535
2018-01-18,3.955
2018-01-19,3.9388
2018-01-20,3.9388
2018-01-21,3.9388
2018-01-22,3.9335
2018-01-23,3.927
2018-01-24,3.9115
2018-01-25,3.8855
2018-01-26,3.871
2018-01-27,3.871
2018-01-28,3.871
2018-01-29,3.8815
2018-01-30,3.8985
2018-01-31,3.8985
2018-02-01,3.8985
2018-02-02,3.8855
2018-02-03,3.8855
2018-02-04,3.8855
2018-02-05,3.9
2018-02-06,3.9165
2018-02-07,3.9088
2018-02-08,3.9268
2018-02-09,3.9395
2018-02-10,3.9395
2018-02-11,3.9395
2018-02-12,3.9385
2018-02-13,3.9392
2018-02-14,3.9183
2018-02-15,3.8942
2018-02-16,3.8942
2018-02-17,3.8942
2018-02-18,3.8942
2018-02-19,3.891
2018-02-20,3.9035
2018-02-21,3.906
2018-02-22,3.917
2018-02-23,3.9185
2018-02-24,3.9185
2018-02-25,3.9185
2018-02-26,3.903
2018-02-27,3.908
2018-02-28,3.917
2018-03-01,3.9285
2018-03-02,3.9035
2018-03-03,3.9035
2018-03-04,3.9035
2018-03-05,3.9065
2018-03-06,3.9035
2018-03-07,3.9048
2018-03-08,3.9085
2018-03-09,3.9115
2018-03-10,3.9115
2018-03-11,3.9115
2018-03-12,3.9045
2018-03-13,3.8975
2018-03-14,3.906
2018-03-15,3.9177
2018-03-16,3.9072
2018-03-17,3.9072
2018-03-18,3.9072
2018-03-19,3.917
2018-03-20,3.9185
2018-03-21,3.9255
2018-03-22,3.9135
2018-03-23,3.9185
2018-03-24,3.9185
2018-03-25,3.9185
2018-03-26,3.8953
2018-03-27,3.877
2018-03-28,3.8647
2018-03-29,3.8692
2018-03-30,3.8635
2018-03-31,3.8635
2018-04-01,3.8635
2018-04-02,3.862
2018-04-03,3.8658
2018-04-04,3.8693
2018-04-05,3.8663
2018-04-06,3.8716
2018-04-07,3.8716
2018-04-08,3.8716
2018-04-09,3.871
2018-04-10,3.869
2018-04-11,3.8745
2018-04-12,3.8765
2018-04-13,3.8798
2018-04-14,3.8798
2018-04-15,3.8798
2018-04-16,3.8877
2018-04-17,3.8902
2018-04-18,3.8895
2018-04-19,3.891
2018-04-20,3.8977
2018-04-21,3.8977
2018-04-22,3.8977
2018-04-23,3.8977
2018-04-24,3.905
2018-04-25,3.9115
2018-04-26,3.9177
2018-04-27,3.9195
2018-04-28,3.9195
2018-04-29,3.9195
2018-04-30,3.9235
2018-05-01,3.9235
2018-05-02,3.9345
2018-05-03,3.933
2018-05-04,3.9395
2018-05-05,3.9395
2018-05-06,3.9395
2018-05-07,3.9447
2018-05-08,3.9497
2018-05-09,3.9497
2018-05-10,3.9497
2018-05-11,3.9497
2018-05-12,3.9497
2018-05-13,3.9497
2018-05-14,3.9505
2018-05-15,3.9562
2018-05-16,3.9683
2018-05-17,3.9695
2018-05-18,3.9722
2018-05-19,3.9722
2018-05-20,3.9722
2018-05-21,3.9795
2018-05-22,3.9675
2018-05-23,3.9825
2018-05-24,3.9797
2018-05-25,3.9813
2018-05-26,3.9813
2018-05-27,3.9813
2018-05-28,3.9825
2018-05-29,3.9825
2018-05-30,3.989
2018-05-31,3.9798
2018-06-01,3.979
2018-06-02,3.979
2018-06-03,3.979
2018-06-04,3.9718
2018-06-05,3.973
2018-06-06,3.9743
2018-06-07,3.977
2018-06-08,3.9885
2018-06-09,3.9885
2018-06-10,3.9885
2018-06-11,3.9875
2018-06-12,3.9903
2018-06-13,3.9938
2018-06-14,3.9848
2018-06-15,3.9848
2018-06-16,3.9848
2018-06-17,3.9848
2018-06-18,3.9978
2018-06-19,4.0025
2018-06-20,4.0055
2018-06-21,4.0157
2018-06-22,4.0022
2018-06-23,4.0022
2018-06-24,4.0022
2018-06-25,4.0177
2018-06-26,4.0225
2018-06-27,4.03
2018-06-28,4.0425
2018-06-29,4.0385
2018-06-30,4.0385
2018-07-01,4.0385
2018-07-02,4.0392
2018-07-03,4.0498
2018-07-04,4.0465
2018-07-05,4.043
2018-07-06,4.04
2018-07-07,4.04
2018-07-08,4.04
2018-07-09,4.028
2018-07-10,4.022
2018-07-11,4.037
2018-07-12,4.041
2018-07-13,4.051
2018-07-14,4.051
2018-07-15,4.051
2018-07-16,4.044
2018-07-17,4.0462
2018-07-18,4.0588
2018-07-19,4.064
2018-07-20,4.062
2018-07-21,4.062
2018-07-22,4.062
2018-07-23,4.062
2018-07-24,4.066
2018-07-25,4.0555
2018-07-26,4.061
2018-07-27,4.0625
2018-07-28,4.0625
2018-07-29,4.0625
2018-07-30,4.0595
2018-07-31,4.0652
2018-08-01,4.0665
2018-08-02,4.0765
2018-08-03,4.0813
2018-08-04,4.0813
2018-08-05,4.0813
2018-08-06,4.08
2018-08-07,4.0763
2018-08-08,4.0745
2018-08-09,4.0745
2018-08-10,4.086
2018-08-11,4.086
2018-08-12,4.086
2018-08-13,4.0935
2018-08-14,4.096
2018-08-15,4.104
2018-08-16,4.1027
2018-08-17,4.1055
2018-08-18,4.1055
2018-08-19,4.1055
2018-08-20,4.1005
2018-08-21,4.0968
2018-08-22,4.0968
2018-08-23,4.105
2018-08-24,4.1085
2018-08-25,4.1085
2018-08-26,4.1085
2018-08-27,4.1003
2018-08-28,4.0968
2018-08-29,4.1055
2018-08-30,4.109
2018-08-31,4.109
2018-09-01,4.109
2018-09-02,4.109
2018-09-03,4.129
2018-09-04,4.1388
2018-09-05,4.1477
2018-09-06,4.1445
2018-09-07,4.146
2018-09-08,4.146
2018-09-09,4.146
2018-09-10,4.146
2018-09-11,4.146
2018-09-12,4.147
2018-09-13,4.1445
2018-09-14,4.1383
2018-09-15,4.1383
2018-09-16,4.1383
2018-09-17,4.1383
2018-09-18,4.1432
2018-09-19,4.1442
2018-09-20,4.1378
2018-09-21,4.1305
2018-09-22,4.1305
2018-09-23,4.1305
2018-09-24,4.129
2018-09-25,4.1375
2018-09-26,4.141
2018-09-27,4.1398
2018-09-28,4.1383
2018-09-29,4.1383
2018-09-30,4.1383
2018-10-01,4.138
2018-10-02,4.1405
2018-10-03,4.1395
2018-10-04,4.1465
2018-10-05,4.1497
2018-10-06,4.1497
2018-10-07,4.1497
2018-10-08,4.1552
2018-10-09,4.1575
2018-10-10,4.1528
2018-10-11,4.1585
2018-10-12,4.154
2018-10-13,4.154
2018-10-14,4.154
2018-10-15,4.1547
2018-10-16,4.1528
2018-10-17,4.151
2018-10-18,4.157
2018-10-19,4.1575
2018-10-20,4.1575
2018-10-21,4.1575
2018-10-22,4.1595
2018-10-23,4.1642
2018-10-24,4.1665
2018-10-25,4.1695
2018-10-26,4.1768
2018-10-27,4.1768
2018-10-28,4.1768
2018-10-29,4.1795
2018-10-30,4.1807
2018-10-31,4.1842
2018-11-01,4.1778
2018-11-02,4.1587
2018-11-03,4.1587
2018-11-04,4.1587
2018-11-05,4.1768
2018-11-06,4.1768
2018-11-07,4.1635
2018-11-08,4.1638
2018-11-09,4.179
2018-11-10,4.179
2018-11-11,4.179
2018-11-12,4.188
2018-11-13,4.1925
2018-11-14,4.1958
2018-11-15,4.1905
2018-11-16,4.191
2018-11-17,4.191
2018-11-18,4.191
2018-11-19,4.1875
2018-11-20,4.1875
2018-11-21,4.1937
2018-11-22,4.196
2018-11-23,4.1905
2018-11-24,4.1905
2018-11-25,4.1905
2018-11-26,4.1865
2018-11-27,4.1883
2018-11-28,4.201
2018-11-29,4.184
2018-11-30,4.1842
2018-12-01,4.1842
2018-12-02,4.1842
2018-12-03,4.1652
2018-12-04,4.1465
2018-12-05,4.154
2018-12-06,4.165
2018-12-07,4.167
2018-12-08,4.167
2018-12-09,4.167
2018-12-10,4.1715
2018-12-11,4.1845
2018-12-12,4.1845
2018-12-13,4.1792
2018-12-14,4.1862
2018-12-15,4.1862
2018-12-16,4.1862
2018-12-17,4.1792
2018-12-18,4.174
2018-12-19,4.179
2018-12-20,4.1772
2018-12-21,4.179
2018-12-22,4.179
2018-12-23,4.179
2018-12-24,4.1845
2018-12-25,4.1845
2018-12-26,4.1772
2018-12-27,4.1648
2018-12-28,4.154
2018-12-29,4.154
2018-12-30,4.154
2018-12-31,4.1335
2019-01-01,4.1335
2019-01-02,4.137
2019-01-03,4.1435
2019-01-04,4.136
2019-01-05,4.136
2019-01-06,4.136
2019-01-07,4.1147
2019-01-08,4.1182
2019-01-09,4.1143
2019-01-10,4.099
2019-01-11,4.095
2019-01-12,4.095
2019-01-13,4.095
2019-01-14,4.101
2019-01-15,4.1062
2019-01-16,4.109
2019-01-17,4.1135
2019-01-18,4.1125
2019-01-19,4.1125
2019-01-20,4.1125
2019-01-21,4.1125
2019-01-22,4.132
2019-01-23,4.138
2019-01-24,4.1453
2019-01-25,4.1257
2019-01-26,4.1257
2019-01-27,4.1257
2019-01-28,4.112
2019-01-29,4.1117
2019-01-30,4.1062
2019-01-31,4.0953
2019-02-01,4.0953
2019-02-02,4.0953
2019-02-03,4.0953
2019-02-04,4.093
2019-02-05,4.093
2019-02-06,4.093
2019-02-07,4.0715
2019-02-08,4.0688
2019-02-09,4.0688
2019-02-10,4.0688
2019-02-11,4.0728
2019-02-12,4.077
2019-02-13,4.0675
2019-02-14,4.075
2019-02-15,4.086
2019-02-16,4.086
2019-02-17,4.086
2019-02-18,4.0858
2019-02-19,4.0807
2019-02-20,4.0685
2019-02-21,4.0773
2019-02-22,4.0775
2019-02-23,4.0775
2019-02-24,4.0775
2019-02-25,4.067
2019-02-26,4.0715
2019-02-27,4.065
2019-02-28,4.0658
2019-03-01,4.0743
2019-03-02,4.0743
2019-03-03,4.0743
2019-03-04,4.076
2019-03-05,4.077
2019-03-06,4.0915
2019-03-07,4.087
2019-03-08,4.0898
2019-03-09,4.0898
2019-03-10,4.0898
2019-03-11,4.0903
2019-03-12,4.0837
2019-03-13,4.0868
2019-03-14,4.091
2019-03-15,4.0905
2019-03-16,4.0905
2019-03-17,4.0905
2019-03-18,4.0765
2019-03-19,4.0757
2019-03-20,4.066
2019-03-21,4.061
2019-03-22,4.0645
2019-03-23,4.0645
2019-03-24,4.0645
2019-03-25,4.069
2019-03-26,4.0715
2019-03-27,4.0728
2019-03-28,4.0795
2019-03-29,4.082
2019-03-30,4.082
2019-03-31,4.082
2019-04-01,4.08
2019-04-02,4.0848
2019-04-03,4.079
2019-04-04,4.0822
2019-04-05,4.0885
2019-04-06,4.0885
2019-04-07,4.0885
2019-04-08,4.0978
2019-04-09,4.0935
2019-04-10,4.108
2019-04-11,4.1132
2019-04-12,4.1143
2019-04-13,4.1143
2019-04-14,4.1143
2019-04-15,4.1085
2019-04-16,4.1325
2019-04-17,4.1345
2019-04-18,4.142
2019-04-19,4.1333
2019-04-20,4.1333
2019-04-21,4.1333
2019-04-22,4.1315
2019-04-23,4.1278
2019-04-24,4.1287
2019-04-25,4.1368
2019-04-26,4.1318
2019-04-27,4.1318
2019-04-28,4.1318
2019-04-29,4.1337
2019-04-30,4.1347
2019-05-01,4.1347
2019-05-02,4.138
2019-05-03,4.1433
2019-05-04,4.1433
2019-05-05,4.1433
2019-05-06,4.1475
2019-05-07,4.148
2019-05-08,4.1487
2019-05-09,4.1525
2019-05-10,4.1585
2019-05-11,4.1585
2019-05-12,4.1585
2019-05-13,4.1645
2019-05-14,4.1715
2019-05-15,4.1737
2019-05-16,4.1645
2019-05-17,4.1765
2019-05-18,4.1765
2019-05-19,4.1765
2019-05-20,4.1765
2019-05-21,4.1862
2019-05-22,4.1862
2019-05-23,4.1933
2019-05-24,4.188
2019-05-25,4.188
2019-05-26,4.188
2019-05-27,4.1862
2019-05-28,4.188
2019-05-29,4.194
2019-05-30,4.192
2019-05-31,4.19
2019-06-01,4.19
2019-06-02,4.19
2019-06-03,4.1812
2019-06-04,4.1748
2019-06-05,4.1748
2019-06-06,4.1748
2019-06-07,4.159
2019-06-08,4.159
2019-06-09,4.159
2019-06-10,4.1642
2019-06-11,4.1632
2019-06-12,4.1585
2019-06-13,4.165
2019-06-14,4.1658
2019-06-15,4.1658
2019-06-16,4.1658
2019-06-17,4.1775
2019-06-18,4.1823
2019-06-19,4.1725
2019-06-20,4.147
2019-06-21,4.149
2019-06-22,4.149
2019-06-23,4.149
2019-06-24,4.1403
2019-06-25,4.1445
2019-06-26,4.148
2019-06-27,4.1435
2019-06-28,4.132
2019-06-29,4.132
2019-06-30,4.132
2019-07-01,4.1345
2019-07-02,4.141
2019-07-03,4.137
2019-07-04,4.133
2019-07-05,4.1355
2019-07-06,4.1355
2019-07-07,4.1355
2019-07-08,4.1398
2019-07-09,4.1417
2019-07-10,4.137
2019-07-11,4.1152
2019-07-12,4.113
2019-07-13,4.113
2019-07-14,4.113
2019-07-15,4.1085
2019-07-16,4.1115
2019-07-17,4.1145
2019-07-18,4.1137
2019-07-19,4.1128
2019-07-20,4.1128
2019-07-21,4.1128
2019-07-22,4.1132
2019-07-23,4.1185
2019-07-24,4.1167
2019-07-25,4.1143
2019-07-26,4.1195
2019-07-27,4.1195
2019-07-28,4.1195
2019-07-29,4.127
2019-07-30,4.127
2019-07-31,4.1265
2019-08-01,4.1438
2019-08-02,4.158
2019-08-03,4.158
2019-08-04,4.158
2019-08-05,4.1775
2019-08-06,4.191
2019-08-07,4.189
2019-08-08,4.1855
2019-08-09,4.184
2019-08-10,4.184
2019-08-11,4.184
2019-08-12,4.184
2019-08-13,4.196
2019-08-14,4.189
2019-08-15,4.1945
2019-08-16,4.1782
2019-08-17,4.1782
2019-08-18,4.1782
2019-08-19,4.1785
2019-08-20,4.1838
2019-08-21,4.1772
2019-08-22,4.1888
2019-08-23,4.1912
2019-08-24,4.1912
2019-08-25,4.1912
2019-08-26,4.2032
2019-08-27,4.2048
2019-08-28,4.2135
2019-08-29,4.2172
2019-08-30,4.2055
2019-08-31,4.2055
2019-09-01,4.2055
2019-09-02,4.2055
2019-09-03,4.2203
2019-09-04,4.2037
2019-09-05,4.1873
2019-09-06,4.179
2019-09-07,4.179
2019-09-08,4.179
2019-09-09,4.179
2019-09-10,4.171
2019-09-11,4.179
2019-09-12,4.165
2019-09-13,4.1652
2019-09-14,4.1652
2019-09-15,4.1652
2019-09-16,4.1652
2019-09-17,4.1825
2019-09-18,4.1858
2019-09-19,4.1912
2019-09-20,4.1682
2019-09-21,4.1682
2019-09-22,4.1682
2019-09-23,4.1795
2019-09-24,4.1815
2019-09-25,4.1915
2019-09-26,4.194
2019-09-27,4.1858
2019-09-28,4.1858
2019-09-29,4.1858
2019-09-30,4.1877
2019-10-01,4.193
2019-10-02,4.1945
2019-10-03,4.1865
2019-10-04,4.185
2019-10-05,4.185
2019-10-06,4.185
2019-10-07,4.1923
2019-10-08,4.192
2019-10-09,4.1965
2019-10-10,4.1895
2019-10-11,4.1865
2019-10-12,4.1865
2019-10-13,4.1865
2019-10-14,4.1885
2019-10-15,4.192
2019-10-16,4.1945
2019-10-17,4.1795
2019-10-18,4.1865
2019-10-19,4.1865
2019-10-20,4.1865
2019-10-21,4.181
2019-10-22,4.188
2019-10-23,4.1868
2019-10-24,4.185
2019-10-25,4.1845
2019-10-26,4.1845
2019-10-27,4.1845
2019-10-28,4.1845
2019-10-29,4.1842
2019-10-30,4.1803
2019-10-31,4.1782
2019-11-01,4.1653
2019-11-02,4.1653
2019-11-03,4.1653
2019-11-04,4.1505
2019-11-05,4.131
2019-11-06,4.1375
2019-11-07,4.124
2019-11-08,4.1355
2019-11-09,4.1355
2019-11-10,4.1355
2019-11-11,4.144
2019-11-12,4.1425
2019-11-13,4.154
2019-11-14,4.1565
2019-11-15,4.1525
2019-11-16,4.1525
2019-11-17,4.1525
2019-11-18,4.156
2019-11-19,4.157
2019-11-20,4.165
2019-11-21,4.1698
2019-11-22,4.171
2019-11-23,4.171
2019-11-24,4.171
2019-11-25,4.1788
2019-11-26,4.1832
2019-11-27,4.1713
2019-11-28,4.1733
2019-11-29,4.1778
2019-11-30,4.1778
2019-12-01,4.1778
2019-12-02,4.1792
2019-12-03,4.175
2019-12-04,4.1755
2019-12-05,4.1685
2019-12-06,4.159
2019-12-07,4.159
2019-12-08,4.159
2019-12-09,4.16
2019-12-10,4.1642
2019-12-11,4.1645
2019-12-12,4.161
2019-12-13,4.1345
2019-12-14,4.1345
2019-12-15,4.1345
2019-12-16,4.1427
2019-12-17,4.1425
2019-12-18,4.1388
2019-12-19,4.1412
2019-12-20,4.141
2019-12-21,4.141
2019-12-22,4.141
2019-12-23,4.1427
2019-12-24,4.1363
2019-12-25,4.1363
2019-12-26,4.1337
2019-12-27,4.1272
2019-12-28,4.1272
2019-12-29,4.1272
2019-12-30,4.107
2019-12-31,4.091
2020-01-01,4.091
2020-01-02,4.0887
2020-01-03,4.1023
2020-01-04,4.1023
2020-01-05,4.1023
2020-01-06,4.1035
2020-01-07,4.092
2020-01-08,4.101
2020-01-09,4.0907
2020-01-10,4.076
2020-01-11,4.076
2020-01-12,4.076
2020-01-13,4.0625
2020-01-14,4.0725
2020-01-15,4.0745
2020-01-16,4.0627
2020-01-17,4.0547
2020-01-18,4.0547
2020-01-19,4.0547
2020-01-20,4.0595
2020-01-21,4.0715
2020-01-22,4.0655
2020-01-23,4.0695
2020-01-24,4.059
2020-01-25,4.059
2020-01-26,4.059
2020-01-27,4.059
2020-01-28,4.086
2020-01-29,4.0802
2020-01-30,4.0895
2020-01-31,4.098
2020-02-01,4.098
2020-02-02,4.098
2020-02-03,4.1135
2020-02-04,4.1105
2020-02-05,4.117
2020-02-06,4.1225
2020-02-07,4.1395
2020-02-08,4.1395
2020-02-09,4.1395
2020-02-10,4.147
2020-02-11,4.1335
2020-02-12,4.1368
2020-02-13,4.141
2020-02-14,4.138
2020-02-15,4.138
2020-02-16,4.138
2020-02-17,4.1435
2020-02-18,4.1535
2020-02-19,4.1613
2020-02-20,4.182
2020-02-21,4.1915
2020-02-22,4.1915
2020-02-23,4.1915
2020-02-24,4.2265
2020-02-25,4.2338
2020-02-26,4.2255
2020-02-27,4.211
2020-02-28,4.215
2020-02-29,4.215
2020-03-01,4.215
2020-03-02,4.203
2020-03-03,4.2065
2020-03-04,4.179
2020-03-05,4.163
2020-03-06,4.1727
2020-03-07,4.1727
