,USDMYR BGN Curncy
,PX_LAST
2020-03-08,4.1727
2020-03-09,4.2172
2020-03-10,4.2385
2020-03-11,4.2325
2020-03-12,4.2645
2020-03-13,4.2775
2020-03-14,4.2775
2020-03-15,4.2775
2020-03-16,4.3075
2020-03-17,4.3513
2020-03-18,4.3737
2020-03-19,4.4137
2020-03-20,4.3947
2020-03-21,4.3947
2020-03-22,4.3947
2020-03-23,4.447
2020-03-24,4.4335
2020-03-25,4.3845
2020-03-26,4.3313
2020-03-27,4.337
2020-03-28,4.337
2020-03-29,4.337
2020-03-30,4.327
2020-03-31,4.3212
2020-04-01,4.3632
2020-04-02,4.357
2020-04-03,4.355
2020-04-04,4.355
2020-04-05,4.355
2020-04-06,4.3622
2020-04-07,4.3435
2020-04-08,4.3465
2020-04-09,4.336
2020-04-10,4.3097
2020-04-11,4.3097
2020-04-12,4.3097
2020-04-13,4.3238
2020-04-14,4.3342
2020-04-15,4.3392
2020-04-16,4.377
2020-04-17,4.3698
2020-04-18,4.3698
2020-04-19,4.3698
2020-04-20,4.372
2020-04-21,4.3942
2020-04-22,4.3652
2020-04-23,4.3602
2020-04-24,4.3625
2020-04-25,4.3625
2020-04-26,4.3625
2020-04-27,4.3517
2020-04-28,4.3635
2020-04-29,4.3457
2020-04-30,4.3022
2020-05-01,4.3022
2020-05-02,4.3022
2020-05-03,4.3022
2020-05-04,4.3165
2020-05-05,4.3063
2020-05-06,4.3238
2020-05-07,4.3238
2020-05-08,4.334
2020-05-09,4.334
2020-05-10,4.334
2020-05-11,4.334
2020-05-12,4.3295
2020-05-13,4.3278
2020-05-14,4.339
2020-05-15,4.351
2020-05-16,4.351
2020-05-17,4.351
2020-05-18,4.372
2020-05-19,4.3533
2020-05-20,4.3525
2020-05-21,4.3457
2020-05-22,4.3625
2020-05-23,4.3625
2020-05-24,4.3625
2020-05-25,4.3625
2020-05-26,4.3625
2020-05-27,4.348
2020-05-28,4.3535
2020-05-29,4.3465
2020-05-30,4.3465
2020-05-31,4.3465
2020-06-01,4.3175
2020-06-02,4.2765
2020-06-03,4.262
2020-06-04,4.2785
2020-06-05,4.2668
2020-06-06,4.2668
2020-06-07,4.2668
2020-06-08,4.2668
2020-06-09,4.277
2020-06-10,4.2512
2020-06-11,4.2457
2020-06-12,4.2635
2020-06-13,4.2635
2020-06-14,4.2635
2020-06-15,4.2787
2020-06-16,4.2768
2020-06-17,4.283
2020-06-18,4.2782
2020-06-19,4.2675
2020-06-20,4.2675
2020-06-21,4.2675
2020-06-22,4.2787
2020-06-23,4.2752
2020-06-24,4.272
2020-06-25,4.2782
2020-06-26,4.2905
2020-06-27,4.2905
2020-06-28,4.2905
2020-06-29,4.2835
2020-06-30,4.2863
2020-07-01,4.2863
2020-07-02,4.286
2020-07-03,4.2873
2020-07-04,4.2873
2020-07-05,4.2873
2020-07-06,4.278
2020-07-07,4.276
2020-07-08,4.272
2020-07-09,4.2625
2020-07-10,4.2668
2020-07-11,4.2668
2020-07-12,4.2668
2020-07-13,4.2638
2020-07-14,4.271
2020-07-15,4.263
2020-07-16,4.2685
2020-07-17,4.2645
2020-07-18,4.2645
2020-07-19,4.2645
2020-07-20,4.2635
2020-07-21,4.261
2020-07-22,4.252
2020-07-23,4.2595
2020-07-24,4.263
2020-07-25,4.263
2020-07-26,4.263
2020-07-27,4.252
2020-07-28,4.2533
2020-07-29,4.243
2020-07-30,4.2393
2020-07-31,4.2393
2020-08-01,4.2393
2020-08-02,4.2393
2020-08-03,4.2205
2020-08-04,4.219
2020-08-05,4.1908
2020-08-06,4.1895
2020-08-07,4.1882
2020-08-08,4.1882
2020-08-09,4.1882
2020-08-10,4.1967
2020-08-11,4.194
2020-08-12,4.193
2020-08-13,4.1915
2020-08-14,4.1927
2020-08-15,4.1927
2020-08-16,4.1927
2020-08-17,4.191
2020-08-18,4.1823
2020-08-19,4.1737
2020-08-20,4.1737
2020-08-21,4.178
2020-08-22,4.178
2020-08-23,4.178
2020-08-24,4.1755
2020-08-25,4.1687
2020-08-26,4.1702
2020-08-27,4.1725
2020-08-28,4.164
2020-08-29,4.164
2020-08-30,4.164
2020-08-31,4.164
2020-09-01,4.1435
2020-09-02,4.144
2020-09-03,4.144
2020-09-04,4.1475
2020-09-05,4.1475
2020-09-06,4.1475
2020-09-07,4.16
2020-09-08,4.1678
2020-09-09,4.1708
2020-09-10,4.1635
2020-09-11,4.1515
2020-09-12,4.1515
2020-09-13,4.1515
2020-09-14,4.1445
2020-09-15,4.133
2020-09-16,4.133
2020-09-17,4.1372
2020-09-18,4.1135
2020-09-19,4.1135
2020-09-20,4.1135
2020-09-21,4.1225
2020-09-22,4.1325
2020-09-23,4.1525
2020-09-24,4.171
2020-09-25,4.1705
2020-09-26,4.1705
2020-09-27,4.1705
2020-09-28,4.175
2020-09-29,4.158
2020-09-30,4.1565
2020-10-01,4.151
2020-10-02,4.1635
2020-10-03,4.1635
2020-10-04,4.1635
2020-10-05,4.153
2020-10-06,4.1535
2020-10-07,4.156
2020-10-08,4.1533
2020-10-09,4.1347
2020-10-10,4.1347
2020-10-11,4.1347
2020-10-12,4.1482
2020-10-13,4.141
2020-10-14,4.148
2020-10-15,4.1535
2020-10-16,4.1505
2020-10-17,4.1505
2020-10-18,4.1505
2020-10-19,4.1418
2020-10-20,4.151
2020-10-21,4.1432
2020-10-22,4.1445
2020-10-23,4.1567
2020-10-24,4.1567
2020-10-25,4.1567
2020-10-26,4.1628
2020-10-27,4.1675
2020-10-28,4.1545
2020-10-29,4.1545
2020-10-30,4.1558
2020-10-31,4.1558
2020-11-01,4.1558
2020-11-02,4.1573
2020-11-03,4.158
2020-11-04,4.1645
2020-11-05,4.1475
2020-11-06,4.1293
2020-11-07,4.1293
2020-11-08,4.1293
2020-11-09,4.1085
2020-11-10,4.1198
2020-11-11,4.1325
2020-11-12,4.1305
2020-11-13,4.1228
2020-11-14,4.1228
2020-11-15,4.1228
2020-11-16,4.115
2020-11-17,4.1045
2020-11-18,4.0872
2020-11-19,4.098
2020-11-20,4.0925
2020-11-21,4.0925
2020-11-22,4.0925
2020-11-23,4.0907
2020-11-24,4.0863
2020-11-25,4.0872
2020-11-26,4.068
2020-11-27,4.0685
2020-11-28,4.0685
2020-11-29,4.0685
2020-11-30,4.0738
2020-12-01,4.0785
2020-12-02,4.0775
2020-12-03,4.0728
2020-12-04,4.062
2020-12-05,4.062
2020-12-06,4.062
2020-12-07,4.0715
2020-12-08,4.0718
2020-12-09,4.0625
2020-12-10,4.0595
2020-12-11,4.0495
2020-12-12,4.0495
2020-12-13,4.0495
2020-12-14,4.056
2020-12-15,4.0525
2020-12-16,4.0505
2020-12-17,4.0338
2020-12-18,4.0398
2020-12-19,4.0398
2020-12-20,4.0398
2020-12-21,4.0512
2020-12-22,4.061
2020-12-23,4.0635
2020-12-24,4.0605
2020-12-25,4.0605
2020-12-26,4.0605
2020-12-27,4.0605
2020-12-28,4.0485
2020-12-29,4.0483
2020-12-30,4.0365
2020-12-31,4.0203
2021-01-01,4.0203
2021-01-02,4.0203
2021-01-03,4.0203
2021-01-04,4.0055
2021-01-05,4.0162
2021-01-06,4.0095
2021-01-07,4.0375
2021-01-08,4.0293
2021-01-09,4.0293
2021-01-10,4.0293
2021-01-11,4.053
2021-01-12,4.0565
2021-01-13,4.043
2021-01-14,4.0365
2021-01-15,4.037
2021-01-16,4.037
2021-01-17,4.037
2021-01-18,4.052
2021-01-19,4.0503
2021-01-20,4.0435
2021-01-21,4.029
2021-01-22,4.0433
2021-01-23,4.0433
2021-01-24,4.0433
2021-01-25,4.0448
2021-01-26,4.0477
2021-01-27,4.046
2021-01-28,4.046
2021-01-29,4.04
2021-01-30,4.04
2021-01-31,4.04
2021-02-01,4.04
2021-02-02,4.046
2021-02-03,4.0515
2021-02-04,4.06
2021-02-05,4.0697
2021-02-06,4.0697
2021-02-07,4.0697
2021-02-08,4.0665
2021-02-09,4.0465
2021-02-10,4.0445
2021-02-11,4.0413
2021-02-12,4.0413
2021-02-13,4.0413
2021-02-14,4.0413
2021-02-15,4.0342
2021-02-16,4.0282
2021-02-17,4.0375
2021-02-18,4.0425
2021-02-19,4.0422
2021-02-20,4.0422
2021-02-21,4.0422
2021-02-22,4.044
2021-02-23,4.043
2021-02-24,4.0417
2021-02-25,4.04
2021-02-26,4.0498
2021-02-27,4.0498
2021-02-28,4.0498
2021-03-01,4.0555
2021-03-02,4.057
2021-03-03,4.051
2021-03-04,4.0575
2021-03-05,4.0747
2021-03-06,4.0747
2021-03-07,4.0747
2021-03-08,4.107
2021-03-09,4.1188
2021-03-10,4.1263
2021-03-11,4.1065
2021-03-12,4.1185
2021-03-13,4.1185
2021-03-14,4.1185
2021-03-15,4.11
2021-03-16,4.114
2021-03-17,4.1213
2021-03-18,4.1105
2021-03-19,4.11
2021-03-20,4.11
2021-03-21,4.11
2021-03-22,4.1155
2021-03-23,4.1235
2021-03-24,4.1322
2021-03-25,4.1462
2021-03-26,4.147
2021-03-27,4.147
2021-03-28,4.147
2021-03-29,4.1415
2021-03-30,4.1505
2021-03-31,4.145
2021-04-01,4.1483
2021-04-02,4.1395
2021-04-03,4.1395
2021-04-04,4.1395
2021-04-05,4.1405
2021-04-06,4.1333
2021-04-07,4.1315
2021-04-08,4.1365
2021-04-09,4.134
2021-04-10,4.134
2021-04-11,4.134
2021-04-12,4.1315
2021-04-13,4.135
2021-04-14,4.1265
2021-04-15,4.1233
2021-04-16,4.1257
2021-04-17,4.1257
2021-04-18,4.1257
2021-04-19,4.1235
2021-04-20,4.1158
2021-04-21,4.1198
2021-04-22,4.1118
2021-04-23,4.1085
2021-04-24,4.1085
2021-04-25,4.1085
2021-04-26,4.0977
2021-04-27,4.097
2021-04-28,4.1038
2021-04-29,4.1038
2021-04-30,4.088
2021-05-01,4.088
2021-05-02,4.088
2021-05-03,4.105
2021-05-04,4.1213
2021-05-05,4.1205
2021-05-06,4.1225
2021-05-07,4.1128
2021-05-08,4.1128
2021-05-09,4.1128
2021-05-10,4.105
2021-05-11,4.1175
2021-05-12,4.1252
2021-05-13,4.1252
2021-05-14,4.1252
2021-05-15,4.1252
2021-05-16,4.1252
2021-05-17,4.129
2021-05-18,4.125
2021-05-19,4.1398
2021-05-20,4.146
2021-05-21,4.1405
2021-05-22,4.1405
2021-05-23,4.1405
2021-05-24,4.1458
2021-05-25,4.1435
2021-05-26,4.1435
2021-05-27,4.1403
2021-05-28,4.133
2021-05-29,4.133
2021-05-30,4.133
2021-05-31,4.1252
2021-06-01,4.1265
2021-06-02,4.1245
2021-06-03,4.1242
2021-06-04,4.128
2021-06-05,4.128
2021-06-06,4.128
2021-06-07,4.128
2021-06-08,4.1213
2021-06-09,4.117
2021-06-10,4.121
2021-06-11,4.1085
2021-06-12,4.1085
2021-06-13,4.1085
2021-06-14,4.114
2021-06-15,4.1173
2021-06-16,4.1167
2021-06-17,4.1395
2021-06-18,4.1395
2021-06-19,4.1395
2021-06-20,4.1395
2021-06-21,4.1465
2021-06-22,4.1605
2021-06-23,4.162
2021-06-24,4.1595
2021-06-25,4.1567
2021-06-26,4.1567
2021-06-27,4.1567
2021-06-28,4.147
2021-06-29,4.152
2021-06-30,4.149
2021-07-01,4.1587
2021-07-02,4.1625
2021-07-03,4.1625
2021-07-04,4.1625
2021-07-05,4.1567
2021-07-06,4.1545
2021-07-07,4.1615
2021-07-08,4.1823
2021-07-09,4.1917
2021-07-10,4.1917
2021-07-11,4.1917
2021-07-12,4.1915
2021-07-13,4.192
2021-07-14,4.2015
2021-07-15,4.2025
2021-07-16,4.2055
2021-07-17,4.2055
2021-07-18,4.2055
2021-07-19,4.2253
2021-07-20,4.2253
2021-07-21,4.2332
2021-07-22,4.2227
2021-07-23,4.2265
2021-07-24,4.2265
2021-07-25,4.2265
2021-07-26,4.231
2021-07-27,4.233
2021-07-28,4.2343
2021-07-29,4.2385
2021-07-30,4.2205
2021-07-31,4.2205
2021-08-01,4.2205
2021-08-02,4.2248
2021-08-03,4.22
2021-08-04,4.2205
2021-08-05,4.2165
2021-08-06,4.2192
2021-08-07,4.2192
2021-08-08,4.2192
2021-08-09,4.2285
2021-08-10,4.2285
2021-08-11,4.24
2021-08-12,4.2315
2021-08-13,4.2375
2021-08-14,4.2375
2021-08-15,4.2375
2021-08-16,4.237
2021-08-17,4.2375
2021-08-18,4.237
2021-08-19,4.2378
2021-08-20,4.239
2021-08-21,4.239
2021-08-22,4.239
2021-08-23,4.226
2021-08-24,4.2175
2021-08-25,4.2032
2021-08-26,4.1952
2021-08-27,4.191
2021-08-28,4.191
2021-08-29,4.191
2021-08-30,4.1552
2021-08-31,4.1552
2021-09-01,4.1543
2021-09-02,4.1585
2021-09-03,4.146
2021-09-04,4.146
2021-09-05,4.146
2021-09-06,4.1477
2021-09-07,4.1553
2021-09-08,4.1512
2021-09-09,4.1485
2021-09-10,4.1355
2021-09-11,4.1355
2021-09-12,4.1355
2021-09-13,4.1503
2021-09-14,4.1628
2021-09-15,4.158
2021-09-16,4.158
2021-09-17,4.1715
2021-09-18,4.1715
2021-09-19,4.1715
2021-09-20,4.193
2021-09-21,4.1842
2021-09-22,4.193
2021-09-23,4.1812
2021-09-24,4.1877
2021-09-25,4.1877
2021-09-26,4.1877
2021-09-27,4.1875
2021-09-28,4.1845
2021-09-29,4.1842
2021-09-30,4.1862
2021-10-01,4.179
2021-10-02,4.179
2021-10-03,4.179
2021-10-04,4.1745
2021-10-05,4.179
2021-10-06,4.1835
2021-10-07,4.1827
2021-10-08,4.1775
2021-10-09,4.1775
2021-10-10,4.1775
2021-10-11,4.1702
2021-10-12,4.1645
2021-10-13,4.16
2021-10-14,4.1543
2021-10-15,4.1575
2021-10-16,4.1575
2021-10-17,4.1575
2021-10-18,4.1695
2021-10-19,4.1695
2021-10-20,4.1597
2021-10-21,4.158
2021-10-22,4.1505
2021-10-23,4.1505
2021-10-24,4.1505
2021-10-25,4.1495
2021-10-26,4.1462
2021-10-27,4.1545
2021-10-28,4.1502
2021-10-29,4.1403
2021-10-30,4.1403
2021-10-31,4.1403
2021-11-01,4.1515
2021-11-02,4.1487
2021-11-03,4.154
2021-11-04,4.154
2021-11-05,4.1595
2021-11-06,4.1595
2021-11-07,4.1595
2021-11-08,4.1543
2021-11-09,4.1505
2021-11-10,4.1535
2021-11-11,4.1705
2021-11-12,4.1655
2021-11-13,4.1655
2021-11-14,4.1655
2021-11-15,4.1615
2021-11-16,4.1663
2021-11-17,4.1803
2021-11-18,4.1812
2021-11-19,4.183
2021-11-20,4.183
2021-11-21,4.183
2021-11-22,4.1865
2021-11-23,4.1985
2021-11-24,4.2115
2021-11-25,4.2297
2021-11-26,4.2385
2021-11-27,4.2385
2021-11-28,4.2385
2021-11-29,4.2382
2021-11-30,4.204
2021-12-01,4.2195
2021-12-02,4.233
2021-12-03,4.2305
2021-12-04,4.2305
2021-12-05,4.2305
2021-12-06,4.2325
2021-12-07,4.2325
2021-12-08,4.225
2021-12-09,4.2165
2021-12-10,4.2125
2021-12-11,4.2125
2021-12-12,4.2125
2021-12-13,4.2285
2021-12-14,4.232
2021-12-15,4.2285
2021-12-16,4.2075
2021-12-17,4.22
2021-12-18,4.22
2021-12-19,4.22
2021-12-20,4.226
2021-12-21,4.2087
2021-12-22,4.2125
2021-12-23,4.2
2021-12-24,4.1958
2021-12-25,4.1958
2021-12-26,4.1958
2021-12-27,4.1832
2021-12-28,4.1807
2021-12-29,4.1803
2021-12-30,4.1768
2021-12-31,4.1665
2022-01-01,4.1665
2022-01-02,4.1665
2022-01-03,4.1727
2022-01-04,4.187
2022-01-05,4.1943
2022-01-06,4.214
2022-01-07,4.2075
2022-01-08,4.2075
2022-01-09,4.2075
2022-01-10,4.2005
2022-01-11,4.1905
2022-01-12,4.1853
2022-01-13,4.1762
2022-01-14,4.178
2022-01-15,4.178
2022-01-16,4.178
2022-01-17,4.1825
2022-01-18,4.1825
2022-01-19,4.1938
2022-01-20,4.1895
2022-01-21,4.1855
2022-01-22,4.1855
2022-01-23,4.1855
2022-01-24,4.1887
2022-01-25,4.1897
2022-01-26,4.1903
2022-01-27,4.1958
2022-01-28,4.1898
2022-01-29,4.1898
2022-01-30,4.1898
2022-01-31,4.1855
2022-02-01,4.1855
2022-02-02,4.1855
2022-02-03,4.1842
2022-02-04,4.1807
2022-02-05,4.1807
2022-02-06,4.1807
2022-02-07,4.1842
2022-02-08,4.185
2022-02-09,4.1838
2022-02-10,4.1832
2022-02-11,4.1897
2022-02-12,4.1897
2022-02-13,4.1897
2022-02-14,4.1902
2022-02-15,4.186
2022-02-16,4.1845
2022-02-17,4.1873
2022-02-18,4.1858
2022-02-19,4.1858
2022-02-20,4.1858
2022-02-21,4.1797
2022-02-22,4.185
2022-02-23,4.1845
2022-02-24,4.2055
2022-02-25,4.2023
2022-02-26,4.2023
2022-02-27,4.2023
2022-02-28,4.1993
2022-03-01,4.1932
2022-03-02,4.1945
2022-03-03,4.188
2022-03-04,4.1778
2022-03-05,4.1778
2022-03-06,4.1778
2022-03-07,4.1785
2022-03-08,4.182
2022-03-09,4.186
2022-03-10,4.1877
2022-03-11,4.1958
2022-03-12,4.1958
2022-03-13,4.1958
2022-03-14,4.2063
2022-03-15,4.2067
2022-03-16,4.198
2022-03-17,4.1962
2022-03-18,4.1953
2022-03-19,4.1953
2022-03-20,4.1953
2022-03-21,4.2042
2022-03-22,4.2175
2022-03-23,4.2238
2022-03-24,4.2245
2022-03-25,4.2095
2022-03-26,4.2095
2022-03-27,4.2095
2022-03-28,4.2165
2022-03-29,4.2137
2022-03-30,4.2043
2022-03-31,4.204
2022-04-01,4.2122
2022-04-02,4.2122
2022-04-03,4.2122
2022-04-04,4.22
2022-04-05,4.2102
2022-04-06,4.2142
2022-04-07,4.2195
2022-04-08,4.2213
2022-04-09,4.2213
2022-04-10,4.2213
2022-04-11,4.2305
2022-04-12,4.2318
2022-04-13,4.2305
2022-04-14,4.2318
2022-04-15,4.2355
2022-04-16,4.2355
2022-04-17,4.2355
2022-04-18,4.251
2022-04-19,4.2537
2022-04-20,4.2815
2022-04-21,4.2892
2022-04-22,4.325
2022-04-23,4.325
2022-04-24,4.325
2022-04-25,4.357
2022-04-26,4.3558
2022-04-27,4.3585
2022-04-28,4.364
2022-04-29,4.3545
2022-04-30,4.3545
2022-05-01,4.3545
2022-05-02,4.3535
2022-05-03,4.3533
2022-05-04,4.3485
2022-05-05,4.349
2022-05-06,4.3665
2022-05-07,4.3665
2022-05-08,4.3665
2022-05-09,4.385
2022-05-10,4.3825
2022-05-11,4.377
2022-05-12,4.394
2022-05-13,4.3987
2022-05-14,4.3987
2022-05-15,4.3987
2022-05-16,4.3925
2022-05-17,4.3898
2022-05-18,4.3967
2022-05-19,4.4045
2022-05-20,4.389
2022-05-21,4.389
2022-05-22,4.389
2022-05-23,4.3892
2022-05-24,4.396
2022-05-25,4.3945
2022-05-26,4.397
2022-05-27,4.3787
2022-05-28,4.3787
2022-05-29,4.3787
2022-05-30,4.3663
2022-05-31,4.3767
2022-06-01,4.3828
2022-06-02,4.3895
2022-06-03,4.389
2022-06-04,4.389
2022-06-05,4.389
2022-06-06,4.389
2022-06-07,4.3947
2022-06-08,4.3945
2022-06-09,4.393
2022-06-10,4.4015
2022-06-11,4.4015
2022-06-12,4.4015
2022-06-13,4.4177
2022-06-14,4.4205
2022-06-15,4.4135
2022-06-16,4.4032
2022-06-17,4.402
2022-06-18,4.402
2022-06-19,4.402
2022-06-20,4.4
2022-06-21,4.3962
2022-06-22,4.4058
2022-06-23,4.406
2022-06-24,4.4028
2022-06-25,4.4028
2022-06-26,4.4028
2022-06-27,4.4045
2022-06-28,4.3967
2022-06-29,4.3995
2022-06-30,4.4082
2022-07-01,4.4073
2022-07-02,4.4073
2022-07-03,4.4073
2022-07-04,4.4132
2022-07-05,4.4193
2022-07-06,4.4243
2022-07-07,4.4278
2022-07-08,4.426
2022-07-09,4.426
2022-07-10,4.426
2022-07-11,4.4245
2022-07-12,4.4395
2022-07-13,4.4373
2022-07-14,4.4443
2022-07-15,4.4493
2022-07-16,4.4493
2022-07-17,4.4493
2022-07-18,4.4535
2022-07-19,4.4495
2022-07-20,4.452
2022-07-21,4.4583
2022-07-22,4.453
2022-07-23,4.453
2022-07-24,4.453
2022-07-25,4.4525
2022-07-26,4.4577
2022-07-27,4.458
2022-07-28,4.4532
2022-07-29,4.4508
2022-07-30,4.4508
2022-07-31,4.4508
2022-08-01,4.453
2022-08-02,4.4552
2022-08-03,4.4557
2022-08-04,4.4578
2022-08-05,4.4505
2022-08-06,4.4505
2022-08-07,4.4505
2022-08-08,4.4585
2022-08-09,4.4548
2022-08-10,4.4557
2022-08-11,4.4453
2022-08-12,4.4445
2022-08-13,4.4445
2022-08-14,4.4445
2022-08-15,4.4583
2022-08-16,4.467
2022-08-17,4.4672
2022-08-18,4.4735
2022-08-19,4.4777
2022-08-20,4.4777
2022-08-21,4.4777
2022-08-22,4.4862
2022-08-23,4.4882
2022-08-24,4.4855
2022-08-25,4.4715
2022-08-26,4.4665
2022-08-27,4.4665
2022-08-28,4.4665
2022-08-29,4.49
2022-08-30,4.4763
2022-08-31,4.4755
2022-09-01,4.483
2022-09-02,4.4862
2022-09-03,4.4862
2022-09-04,4.4862
2022-09-05,4.492
2022-09-06,4.4985
2022-09-07,4.503
2022-09-08,4.5025
2022-09-09,4.4978
2022-09-10,4.4978
2022-09-11,4.4978
2022-09-12,4.5027
2022-09-13,4.5078
2022-09-14,4.5275
2022-09-15,4.5352
2022-09-16,4.535
2022-09-17,4.535
2022-09-18,4.535
2022-09-19,4.5505
2022-09-20,4.559
2022-09-21,4.5535
2022-09-22,4.5677
2022-09-23,4.5787
2022-09-24,4.5787
2022-09-25,4.5787
2022-09-26,4.6038
2022-09-27,4.611
2022-09-28,4.6298
2022-09-29,4.6403
2022-09-30,4.6375
2022-10-01,4.6375
2022-10-02,4.6375
2022-10-03,4.6485
2022-10-04,4.6435
2022-10-05,4.6302
2022-10-06,4.6368
2022-10-07,4.65
2022-10-08,4.65
2022-10-09,4.65
2022-10-10,4.65
2022-10-11,4.6733
2022-10-12,4.6838
2022-10-13,4.6925
2022-10-14,4.7045
2022-10-15,4.7045
2022-10-16,4.7045
2022-10-17,4.7168
2022-10-18,4.7155
2022-10-19,4.72
2022-10-20,4.728
2022-10-21,4.7387
2022-10-22,4.7387
2022-10-23,4.7387
2022-10-24,4.738
2022-10-25,4.7362
2022-10-26,4.7142
2022-10-27,4.717
2022-10-28,4.725
2022-10-29,4.725
2022-10-30,4.725
2022-10-31,4.728
2022-11-01,4.736
2022-11-02,4.738
2022-11-03,4.7442
2022-11-04,4.7477
2022-11-05,4.7477
2022-11-06,4.7477
2022-11-07,4.7403
2022-11-08,4.7362
2022-11-09,4.6918
2022-11-10,4.697
2022-11-11,4.6225
2022-11-12,4.6225
2022-11-13,4.6225
2022-11-14,4.5953
2022-11-15,4.5428
2022-11-16,4.5443
2022-11-17,4.5527
2022-11-18,4.553
2022-11-19,4.553
2022-11-20,4.553
2022-11-21,4.581
2022-11-22,4.5792
2022-11-23,4.575
2022-11-24,4.4955
2022-11-25,4.4843
2022-11-26,4.4843
2022-11-27,4.4843
2022-11-28,4.48
2022-11-29,4.5095
2022-11-30,4.446
2022-12-01,4.4065
2022-12-02,4.388
2022-12-03,4.388
2022-12-04,4.388
2022-12-05,4.3688
2022-12-06,4.396
2022-12-07,4.3975
2022-12-08,4.398
2022-12-09,4.4045
2022-12-10,4.4045
2022-12-11,4.4045
2022-12-12,4.4175
2022-12-13,4.429
2022-12-14,4.3927
2022-12-15,4.4155
2022-12-16,4.4242
2022-12-17,4.4242
2022-12-18,4.4242
2022-12-19,4.4275
2022-12-20,4.4332
2022-12-21,4.439
2022-12-22,4.4235
2022-12-23,4.4243
2022-12-24,4.4243
2022-12-25,4.4243
2022-12-26,4.4243
2022-12-27,4.4242
2022-12-28,4.4253
2022-12-29,4.4198
2022-12-30,4.4045
2022-12-31,4.4045
2023-01-01,4.4045
2023-01-02,4.4045
2023-01-03,4.4085
2023-01-04,4.3985
2023-01-05,4.3888
2023-01-06,4.4037
2023-01-07,4.4037
2023-01-08,4.4037
2023-01-09,4.3743
2023-01-10,4.3735
2023-01-11,4.3713
2023-01-12,4.3593
2023-01-13,4.335
2023-01-14,4.335
2023-01-15,4.335
2023-01-16,4.3175
2023-01-17,4.3265
2023-01-18,4.3158
2023-01-19,4.3075
2023-01-20,4.2852
2023-01-21,4.2852
2023-01-22,4.2852
2023-01-23,4.2852
2023-01-24,4.2852
2023-01-25,4.262
2023-01-26,4.2457
2023-01-27,4.2443
2023-01-28,4.2443
2023-01-29,4.2443
2023-01-30,4.2435
2023-01-31,4.2677
2023-02-01,4.2677
2023-02-02,4.2467
2023-02-03,4.2587
2023-02-04,4.2587
2023-02-05,4.2587
2023-02-06,4.2587
2023-02-07,4.3027
2023-02-08,4.2983
2023-02-09,4.3162
2023-02-10,4.3335
2023-02-11,4.3335
2023-02-12,4.3335
2023-02-13,4.36
2023-02-14,4.3475
2023-02-15,4.3923
2023-02-16,4.404
2023-02-17,4.4328
2023-02-18,4.4328
2023-02-19,4.4328
2023-02-20,4.4303
2023-02-21,4.4328
2023-02-22,4.444
2023-02-23,4.434
2023-02-24,4.4352
2023-02-25,4.4352
2023-02-26,4.4352
2023-02-27,4.478
2023-02-28,4.4873
2023-03-01,4.4725
2023-03-02,4.4755
2023-03-03,4.4773
2023-03-04,4.4773
2023-03-05,4.4773
2023-03-06,4.478
2023-03-07,4.472
2023-03-08,4.5247
2023-03-09,4.5185
2023-03-10,4.52
2023-03-11,4.52
2023-03-12,4.52
2023-03-13,4.4945
2023-03-14,4.484
2023-03-15,4.484
2023-03-16,4.503
2023-03-17,4.4865
2023-03-18,4.4865
2023-03-19,4.4865
2023-03-20,4.4858
2023-03-21,4.4703
2023-03-22,4.4555
2023-03-23,4.418
2023-03-24,4.4278
2023-03-25,4.4278
2023-03-26,4.4278
2023-03-27,4.4215
2023-03-28,4.401
2023-03-29,4.4183
2023-03-30,4.4205
2023-03-31,4.4152
2023-04-01,4.4152
2023-04-02,4.4152
2023-04-03,4.4185
2023-04-04,4.4043
2023-04-05,4.3995
2023-04-06,4.398
2023-04-07,4.4015
2023-04-08,4.4015
2023-04-09,4.4015
2023-04-10,4.4095
2023-04-11,4.4185
2023-04-12,4.4093
2023-04-13,4.401
2023-04-14,4.4012
2023-04-15,4.4012
2023-04-16,4.4012
2023-04-17,4.4225
2023-04-18,4.4338
2023-04-19,4.441
2023-04-20,4.4373
2023-04-21,4.4373
2023-04-22,4.4373
2023-04-23,4.4373
2023-04-24,4.4373
2023-04-25,4.45
2023-04-26,4.4575
2023-04-27,4.4633
2023-04-28,4.4622
2023-04-29,4.4622
2023-04-30,4.4622
2023-05-01,4.4622
2023-05-02,4.464
2023-05-03,4.4552
2023-05-04,4.4552
2023-05-05,4.4363
2023-05-06,4.4363
2023-05-07,4.4363
2023-05-08,4.437
2023-05-09,4.448
2023-05-10,4.4585
2023-05-11,4.464
2023-05-12,4.48
2023-05-13,4.48
2023-05-14,4.48
2023-05-15,4.4972
2023-05-16,4.499
2023-05-17,4.5262
2023-05-18,4.538
2023-05-19,4.5378
2023-05-20,4.5378
2023-05-21,4.5378
2023-05-22,4.5492
2023-05-23,4.5725
2023-05-24,4.5935
2023-05-25,4.6265
2023-05-26,4.6003
2023-05-27,4.6003
2023-05-28,4.6003
2023-05-29,4.6045
2023-05-30,4.6025
2023-05-31,4.613
2023-06-01,4.6137
2023-06-02,4.5765
2023-06-03,4.5765
2023-06-04,4.5765
2023-06-05,4.5765
2023-06-06,4.6077
2023-06-07,4.5975
2023-06-08,4.621
2023-06-09,4.6137
