,USDCAD BGN Curncy
2016-06-02,1.3096
2016-06-03,1.2937
2016-06-04,1.2937
2016-06-05,1.2937
2016-06-06,1.2817
2016-06-07,1.2735
2016-06-08,1.2693
2016-06-09,1.2724
2016-06-10,1.2783
2016-06-11,1.2783
2016-06-12,1.2783
2016-06-13,1.2837
2016-06-14,1.2872
2016-06-15,1.2912
2016-06-16,1.2967
2016-06-17,1.2894
2016-06-18,1.2894
2016-06-19,1.2894
2016-06-20,1.2806
2016-06-21,1.2817
2016-06-22,1.2844
2016-06-23,1.2753
2016-06-24,1.3004
2016-06-25,1.3004
2016-06-26,1.3004
2016-06-27,1.3072
2016-06-28,1.3025
2016-06-29,1.2935
2016-06-30,1.2924
2016-07-01,1.2912
2016-07-02,1.2912
2016-07-03,1.2912
2016-07-04,1.2846
2016-07-05,1.298
2016-07-06,1.2962
2016-07-07,1.3002
2016-07-08,1.3044
2016-07-09,1.3044
2016-07-10,1.3044
2016-07-11,1.3117
2016-07-12,1.3042
2016-07-13,1.2978
2016-07-14,1.2892
2016-07-15,1.2974
2016-07-16,1.2974
2016-07-17,1.2974
2016-07-18,1.2945
2016-07-19,1.302
2016-07-20,1.3057
2016-07-21,1.3088
2016-07-22,1.3127
2016-07-23,1.3127
2016-07-24,1.3127
2016-07-25,1.3217
2016-07-26,1.3188
2016-07-27,1.3189
2016-07-28,1.3156
2016-07-29,1.303
2016-07-30,1.303
2016-07-31,1.303
2016-08-01,1.3124
2016-08-02,1.311
2016-08-03,1.3067
2016-08-04,1.3019
2016-08-05,1.3172
2016-08-06,1.3172
2016-08-07,1.3172
2016-08-08,1.3154
2016-08-09,1.3119
2016-08-10,1.3058
2016-08-11,1.2993
2016-08-12,1.2951
2016-08-13,1.2951
2016-08-14,1.2951
2016-08-15,1.2924
2016-08-16,1.2863
2016-08-17,1.2844
2016-08-18,1.2782
2016-08-19,1.2871
2016-08-20,1.2871
2016-08-21,1.2871
2016-08-22,1.2946
2016-08-23,1.2913
2016-08-24,1.2927
2016-08-25,1.2922
2016-08-26,1.3003
2016-08-27,1.3003
2016-08-28,1.3003
2016-08-29,1.3011
2016-08-30,1.3099
2016-08-31,1.3105
2016-09-01,1.3103
2016-09-02,1.2993
2016-09-03,1.2993
2016-09-04,1.2993
2016-09-05,1.2928
2016-09-06,1.2844
2016-09-07,1.2884
2016-09-08,1.2937
2016-09-09,1.3049
2016-09-10,1.3049
2016-09-11,1.3049
2016-09-12,1.304
2016-09-13,1.3176
2016-09-14,1.3195
2016-09-15,1.316
2016-09-16,1.3212
2016-09-17,1.3212
2016-09-18,1.3212
2016-09-19,1.3203
2016-09-20,1.3189
2016-09-21,1.3101
2016-09-22,1.3042
2016-09-23,1.3172
2016-09-24,1.3172
2016-09-25,1.3172
2016-09-26,1.3227
2016-09-27,1.3196
2016-09-28,1.308
2016-09-29,1.3146
2016-09-30,1.3127
2016-10-01,1.3127
2016-10-02,1.3127
2016-10-03,1.312
2016-10-04,1.3192
2016-10-05,1.3176
2016-10-06,1.3218
2016-10-07,1.3296
2016-10-08,1.3296
2016-10-09,1.3296
2016-10-10,1.3176
2016-10-11,1.3265
2016-10-12,1.3276
2016-10-13,1.3192
2016-10-14,1.3139
2016-10-15,1.3139
2016-10-16,1.3139
2016-10-17,1.3129
2016-10-18,1.3109
2016-10-19,1.3114
2016-10-20,1.323
2016-10-21,1.3332
2016-10-22,1.3332
2016-10-23,1.3332
2016-10-24,1.3286
2016-10-25,1.3351
2016-10-26,1.3381
2016-10-27,1.3386
2016-10-28,1.3398
2016-10-29,1.3398
2016-10-30,1.3398
2016-10-31,1.3409
2016-11-01,1.339
2016-11-02,1.3393
2016-11-03,1.3397
2016-11-04,1.3404
2016-11-05,1.3404
2016-11-06,1.3404
2016-11-07,1.3364
2016-11-08,1.3288
2016-11-09,1.3424
2016-11-10,1.3469
2016-11-11,1.3542
2016-11-12,1.3542
2016-11-13,1.3542
2016-11-14,1.3557
2016-11-15,1.3448
2016-11-16,1.3446
2016-11-17,1.3521
2016-11-18,1.3505
2016-11-19,1.3505
2016-11-20,1.3505
2016-11-21,1.3418
2016-11-22,1.3441
2016-11-23,1.3488
2016-11-24,1.3492
2016-11-25,1.3519
2016-11-26,1.3519
2016-11-27,1.3519
2016-11-28,1.3412
2016-11-29,1.3432
2016-11-30,1.3437
2016-12-01,1.3319
2016-12-02,1.3292
2016-12-03,1.3292
2016-12-04,1.3292
2016-12-05,1.3271
2016-12-06,1.3277
2016-12-07,1.3234
2016-12-08,1.3191
2016-12-09,1.3179
2016-12-10,1.3179
2016-12-11,1.3179
2016-12-12,1.313
2016-12-13,1.3131
2016-12-14,1.3283
2016-12-15,1.3336
2016-12-16,1.3336
2016-12-17,1.3336
2016-12-18,1.3336
2016-12-19,1.3408
2016-12-20,1.3368
2016-12-21,1.3413
2016-12-22,1.3483
2016-12-23,1.3533
2016-12-24,1.3533
2016-12-25,1.3533
2016-12-26,1.3509
2016-12-27,1.3575
2016-12-28,1.356
2016-12-29,1.3502
2016-12-30,1.3441
2016-12-31,1.3441
2017-01-01,1.3441
2017-01-02,1.3443
2017-01-03,1.3427
2017-01-04,1.3302
2017-01-05,1.3225
2017-01-06,1.3237
2017-01-07,1.3237
2017-01-08,1.3237
2017-01-09,1.3216
2017-01-10,1.3232
2017-01-11,1.3179
2017-01-12,1.3145
2017-01-13,1.3114
2017-01-14,1.3114
2017-01-15,1.3114
2017-01-16,1.3175
2017-01-17,1.3043
2017-01-18,1.3269
2017-01-19,1.3318
2017-01-20,1.332
2017-01-21,1.332
2017-01-22,1.332
2017-01-23,1.3238
2017-01-24,1.3158
2017-01-25,1.307
2017-01-26,1.309
2017-01-27,1.3153
2017-01-28,1.3153
2017-01-29,1.3153
2017-01-30,1.3117
2017-01-31,1.303
2017-02-01,1.3049
2017-02-02,1.3027
2017-02-03,1.3023
2017-02-04,1.3023
2017-02-05,1.3023
2017-02-06,1.3084
2017-02-07,1.3185
2017-02-08,1.3144
2017-02-09,1.3145
2017-02-10,1.3083
2017-02-11,1.3083
2017-02-12,1.3083
2017-02-13,1.3071
2017-02-14,1.3076
2017-02-15,1.308
2017-02-16,1.3071
2017-02-17,1.3096
2017-02-18,1.3096
2017-02-19,1.3096
2017-02-20,1.3106
2017-02-21,1.3141
2017-02-22,1.3164
2017-02-23,1.3105
2017-02-24,1.3091
2017-02-25,1.3091
2017-02-26,1.3091
2017-02-27,1.318
2017-02-28,1.3301
2017-03-01,1.3325
2017-03-02,1.3391
2017-03-03,1.338
2017-03-04,1.338
2017-03-05,1.338
2017-03-06,1.3412
2017-03-07,1.3413
2017-03-08,1.3491
2017-03-09,1.3511
2017-03-10,1.3471
2017-03-11,1.3471
2017-03-12,1.3471
2017-03-13,1.3446
2017-03-14,1.3479
2017-03-15,1.3304
2017-03-16,1.3319
2017-03-17,1.335
2017-03-18,1.335
2017-03-19,1.335
2017-03-20,1.335
2017-03-21,1.3352
2017-03-22,1.3329
2017-03-23,1.335
2017-03-24,1.3378
2017-03-25,1.3378
2017-03-26,1.3378
2017-03-27,1.3376
2017-03-28,1.3383
2017-03-29,1.3326
2017-03-30,1.3341
2017-03-31,1.3318
2017-04-01,1.3318
2017-04-02,1.3318
2017-04-03,1.3381
2017-04-04,1.3402
2017-04-05,1.3435
2017-04-06,1.3413
2017-04-07,1.3398
2017-04-08,1.3398
2017-04-09,1.3398
2017-04-10,1.3326
2017-04-11,1.3325
2017-04-12,1.3254
2017-04-13,1.3329
2017-04-14,1.3325
2017-04-15,1.3325
2017-04-16,1.3325
2017-04-17,1.3317
2017-04-18,1.338
2017-04-19,1.3485
2017-04-20,1.3469
2017-04-21,1.3498
2017-04-22,1.3498
2017-04-23,1.3498
2017-04-24,1.3501
2017-04-25,1.3572
2017-04-26,1.3617
2017-04-27,1.3633
2017-04-28,1.3653
2017-04-29,1.3653
2017-04-30,1.3653
2017-05-01,1.3681
2017-05-02,1.3709
2017-05-03,1.373
2017-05-04,1.3749
2017-05-05,1.3652
2017-05-06,1.3652
2017-05-07,1.3652
2017-05-08,1.3691
2017-05-09,1.372
2017-05-10,1.3656
2017-05-11,1.3697
2017-05-12,1.371
2017-05-13,1.371
2017-05-14,1.371
2017-05-15,1.3633
2017-05-16,1.3606
2017-05-17,1.3602
2017-05-18,1.3603
2017-05-19,1.3511
2017-05-20,1.3511
2017-05-21,1.3511
2017-05-22,1.3503
2017-05-23,1.3514
2017-05-24,1.3407
2017-05-25,1.3485
2017-05-26,1.3446
2017-05-27,1.3446
2017-05-28,1.3446
2017-05-29,1.3452
2017-05-30,1.3459
2017-05-31,1.35
2017-06-01,1.3515
2017-06-02,1.3487
2017-06-03,1.3487
2017-06-04,1.3487
2017-06-05,1.3473
2017-06-06,1.3455
2017-06-07,1.3509
2017-06-08,1.3506
2017-06-09,1.347
2017-06-10,1.347
2017-06-11,1.347
2017-06-12,1.3324
2017-06-13,1.3242
2017-06-14,1.3247
2017-06-15,1.3269
2017-06-16,1.3213
2017-06-17,1.3213
2017-06-18,1.3213
2017-06-19,1.3219
2017-06-20,1.3268
2017-06-21,1.3334
2017-06-22,1.3233
2017-06-23,1.3267
2017-06-24,1.3267
2017-06-25,1.3267
2017-06-26,1.3244
2017-06-27,1.3199
2017-06-28,1.3039
2017-06-29,1.3004
2017-06-30,1.2964
2017-07-01,1.2964
2017-07-02,1.2964
2017-07-03,1.3007
2017-07-04,1.2937
2017-07-05,1.2957
2017-07-06,1.2978
2017-07-07,1.2876
2017-07-08,1.2876
2017-07-09,1.2876
2017-07-10,1.2891
2017-07-11,1.2915
2017-07-12,1.2751
2017-07-13,1.2722
2017-07-14,1.2644
2017-07-15,1.2644
2017-07-16,1.2644
2017-07-17,1.2697
2017-07-18,1.2628
2017-07-19,1.2606
2017-07-20,1.2589
2017-07-21,1.2539
2017-07-22,1.2539
2017-07-23,1.2539
2017-07-24,1.251
2017-07-25,1.2509
2017-07-26,1.2445
2017-07-27,1.2554
2017-07-28,1.2433
2017-07-29,1.2433
2017-07-30,1.2433
2017-07-31,1.248
2017-08-01,1.2538
2017-08-02,1.257
2017-08-03,1.2586
2017-08-04,1.2645
2017-08-05,1.2645
2017-08-06,1.2645
2017-08-07,1.268
2017-08-08,1.2667
2017-08-09,1.27
2017-08-10,1.2744
2017-08-11,1.2677
2017-08-12,1.2677
2017-08-13,1.2677
2017-08-14,1.2722
2017-08-15,1.2757
2017-08-16,1.2618
2017-08-17,1.2682
2017-08-18,1.2585
2017-08-19,1.2585
2017-08-20,1.2585
2017-08-21,1.2558
2017-08-22,1.2565
2017-08-23,1.2554
2017-08-24,1.252
2017-08-25,1.2481
2017-08-26,1.2481
2017-08-27,1.2481
2017-08-28,1.2508
2017-08-29,1.2512
2017-08-30,1.2621
2017-08-31,1.2482
2017-09-01,1.2394
2017-09-02,1.2394
2017-09-03,1.2394
2017-09-04,1.2416
2017-09-05,1.2374
2017-09-06,1.2226
2017-09-07,1.2115
2017-09-08,1.2159
2017-09-09,1.2159
2017-09-10,1.2159
2017-09-11,1.211
2017-09-12,1.2186
2017-09-13,1.2172
2017-09-14,1.2165
2017-09-15,1.2198
2017-09-16,1.2198
2017-09-17,1.2198
2017-09-18,1.2291
2017-09-19,1.2292
2017-09-20,1.2323
2017-09-21,1.2327
2017-09-22,1.2339
2017-09-23,1.2339
2017-09-24,1.2339
2017-09-25,1.2371
2017-09-26,1.2349
2017-09-27,1.2477
2017-09-28,1.2428
2017-09-29,1.2472
2017-09-30,1.2472
2017-10-01,1.2472
2017-10-02,1.2508
2017-10-03,1.2487
2017-10-04,1.2476
2017-10-05,1.2565
2017-10-06,1.2529
2017-10-07,1.2529
2017-10-08,1.2529
2017-10-09,1.2551
2017-10-10,1.2515
2017-10-11,1.2458
2017-10-12,1.2475
2017-10-13,1.2468
2017-10-14,1.2468
2017-10-15,1.2468
2017-10-16,1.2518
2017-10-17,1.2522
2017-10-18,1.2467
2017-10-19,1.2485
2017-10-20,1.2627
2017-10-21,1.2627
2017-10-22,1.2627
2017-10-23,1.2647
2017-10-24,1.2675
2017-10-25,1.2796
2017-10-26,1.2847
2017-10-27,1.2808
2017-10-28,1.2808
2017-10-29,1.2808
2017-10-30,1.2833
2017-10-31,1.2888
2017-11-01,1.2865
2017-11-02,1.2809
2017-11-03,1.2764
2017-11-04,1.2764
2017-11-05,1.2764
2017-11-06,1.2704
2017-11-07,1.2777
2017-11-08,1.2729
2017-11-09,1.2683
2017-11-10,1.2682
2017-11-11,1.2682
2017-11-12,1.2682
2017-11-13,1.2733
2017-11-14,1.2731
2017-11-15,1.2764
2017-11-16,1.2757
2017-11-17,1.2763
2017-11-18,1.2763
2017-11-19,1.2763
2017-11-20,1.282
2017-11-21,1.2778
2017-11-22,1.2696
2017-11-23,1.2713
2017-11-24,1.2712
2017-11-25,1.2712
2017-11-26,1.2712
2017-11-27,1.2769
2017-11-28,1.2815
2017-11-29,1.2865
2017-11-30,1.2897
2017-12-01,1.2685
2017-12-02,1.2685
2017-12-03,1.2685
2017-12-04,1.2673
2017-12-05,1.2691
2017-12-06,1.2789
2017-12-07,1.2854
2017-12-08,1.2848
2017-12-09,1.2848
2017-12-10,1.2848
2017-12-11,1.2856
2017-12-12,1.2866
2017-12-13,1.2817
2017-12-14,1.2797
2017-12-15,1.2866
2017-12-16,1.2866
2017-12-17,1.2866
2017-12-18,1.2862
2017-12-19,1.2878
2017-12-20,1.2835
2017-12-21,1.274
2017-12-22,1.2729
2017-12-23,1.2729
2017-12-24,1.2729
2017-12-25,1.2727
2017-12-26,1.2687
2017-12-27,1.2655
2017-12-28,1.257
2017-12-29,1.2571
2017-12-30,1.2571
2017-12-31,1.2571
2018-01-01,1.2545
2018-01-02,1.2512
2018-01-03,1.2536
2018-01-04,1.2487
2018-01-05,1.2412
2018-01-06,1.2412
2018-01-07,1.2412
2018-01-08,1.2421
2018-01-09,1.2464
2018-01-10,1.2547
2018-01-11,1.2519
2018-01-12,1.2459
2018-01-13,1.2459
2018-01-14,1.2459
2018-01-15,1.2429
2018-01-16,1.2435
2018-01-17,1.2438
2018-01-18,1.2418
2018-01-19,1.2493
2018-01-20,1.2493
2018-01-21,1.2493
2018-01-22,1.2444
2018-01-23,1.2419
2018-01-24,1.2348
2018-01-25,1.2377
2018-01-26,1.2308
2018-01-27,1.2308
2018-01-28,1.2308
2018-01-29,1.234
2018-01-30,1.2336
2018-01-31,1.2315
2018-02-01,1.2268
2018-02-02,1.2429
2018-02-03,1.2429
2018-02-04,1.2429
2018-02-05,1.2539
2018-02-06,1.2492
2018-02-07,1.2568
2018-02-08,1.2603
2018-02-09,1.2581
2018-02-10,1.2581
2018-02-11,1.2581
2018-02-12,1.2577
2018-02-13,1.2592
2018-02-14,1.2493
2018-02-15,1.2481
2018-02-16,1.2558
2018-02-17,1.2558
2018-02-18,1.2558
2018-02-19,1.2561
2018-02-20,1.2648
2018-02-21,1.2703
2018-02-22,1.2705
2018-02-23,1.2633
2018-02-24,1.2633
2018-02-25,1.2633
2018-02-26,1.2681
2018-02-27,1.2776
2018-02-28,1.2831
2018-03-01,1.2837
2018-03-02,1.2882
2018-03-03,1.2882
2018-03-04,1.2882
2018-03-05,1.2964
2018-03-06,1.2876
2018-03-07,1.2912
2018-03-08,1.2896
2018-03-09,1.2812
2018-03-10,1.2812
2018-03-11,1.2812
2018-03-12,1.2842
2018-03-13,1.2966
2018-03-14,1.2955
2018-03-15,1.3052
2018-03-16,1.3096
2018-03-17,1.3096
2018-03-18,1.3096
2018-03-19,1.3078
2018-03-20,1.3071
2018-03-21,1.2903
2018-03-22,1.2939
2018-03-23,1.2895
2018-03-24,1.2895
2018-03-25,1.2895
2018-03-26,1.2843
2018-03-27,1.2886
2018-03-28,1.2923
2018-03-29,1.2884
2018-03-30,1.29
2018-03-31,1.29
2018-04-01,1.29
2018-04-02,1.2913
2018-04-03,1.2807
2018-04-04,1.277
2018-04-05,1.275
2018-04-06,1.2782
2018-04-07,1.2782
2018-04-08,1.2782
2018-04-09,1.2697
2018-04-10,1.2602
2018-04-11,1.2581
2018-04-12,1.2587
2018-04-13,1.2608
2018-04-14,1.2608
2018-04-15,1.2608
2018-04-16,1.2567
2018-04-17,1.2551
2018-04-18,1.263
2018-04-19,1.2672
2018-04-20,1.2761
2018-04-21,1.2761
2018-04-22,1.2761
2018-04-23,1.2849
2018-04-24,1.2833
2018-04-25,1.2844
2018-04-26,1.287
2018-04-27,1.2828
2018-04-28,1.2828
2018-04-29,1.2828
2018-04-30,1.2843
2018-05-01,1.2849
2018-05-02,1.2884
2018-05-03,1.2847
2018-05-04,1.2846
2018-05-05,1.2846
2018-05-06,1.2846
2018-05-07,1.2881
2018-05-08,1.295
2018-05-09,1.2854
2018-05-10,1.2767
2018-05-11,1.2795
2018-05-12,1.2795
2018-05-13,1.2795
2018-05-14,1.2813
2018-05-15,1.2877
2018-05-16,1.279
2018-05-17,1.2808
2018-05-18,1.2885
2018-05-19,1.2885
2018-05-20,1.2885
2018-05-21,1.2789
2018-05-22,1.2819
2018-05-23,1.2833
2018-05-24,1.2882
2018-05-25,1.2973
2018-05-26,1.2973
2018-05-27,1.2973
2018-05-28,1.2993
2018-05-29,1.3018
2018-05-30,1.2873
2018-05-31,1.2958
2018-06-01,1.2951
2018-06-02,1.2951
2018-06-03,1.2951
2018-06-04,1.2931
2018-06-05,1.297
2018-06-06,1.2944
2018-06-07,1.2972
2018-06-08,1.2928
2018-06-09,1.2928
2018-06-10,1.2928
2018-06-11,1.2978
2018-06-12,1.3015
2018-06-13,1.2987
2018-06-14,1.3105
2018-06-15,1.3184
2018-06-16,1.3184
2018-06-17,1.3184
2018-06-18,1.3202
2018-06-19,1.3286
2018-06-20,1.331
2018-06-21,1.3315
2018-06-22,1.3269
2018-06-23,1.3269
2018-06-24,1.3269
2018-06-25,1.3297
2018-06-26,1.3308
2018-06-27,1.3342
2018-06-28,1.3249
2018-06-29,1.3133
2018-06-30,1.3133
2018-07-01,1.3133
2018-07-02,1.3186
2018-07-03,1.3139
2018-07-04,1.3143
2018-07-05,1.3132
2018-07-06,1.3084
2018-07-07,1.3084
2018-07-08,1.3084
2018-07-09,1.3107
2018-07-10,1.3113
2018-07-11,1.3209
2018-07-12,1.3154
2018-07-13,1.316
2018-07-14,1.316
2018-07-15,1.316
2018-07-16,1.3136
2018-07-17,1.3191
2018-07-18,1.317
2018-07-19,1.3273
2018-07-20,1.3145
2018-07-21,1.3145
2018-07-22,1.3145
2018-07-23,1.3172
2018-07-24,1.3155
2018-07-25,1.3046
2018-07-26,1.3074
2018-07-27,1.3055
2018-07-28,1.3055
2018-07-29,1.3055
2018-07-30,1.3036
2018-07-31,1.3006
2018-08-01,1.3004
2018-08-02,1.3023
2018-08-03,1.2991
2018-08-04,1.2991
2018-08-05,1.2991
2018-08-06,1.3004
2018-08-07,1.3053
2018-08-08,1.3023
2018-08-09,1.3051
2018-08-10,1.314
2018-08-11,1.314
2018-08-12,1.314
2018-08-13,1.3134
2018-08-14,1.3058
2018-08-15,1.3141
2018-08-16,1.3156
2018-08-17,1.3061
2018-08-18,1.3061
2018-08-19,1.3061
2018-08-20,1.3047
2018-08-21,1.3037
2018-08-22,1.2997
2018-08-23,1.3082
2018-08-24,1.3026
2018-08-25,1.3026
2018-08-26,1.3026
2018-08-27,1.2967
2018-08-28,1.2932
2018-08-29,1.2907
2018-08-30,1.2983
2018-08-31,1.304
2018-09-01,1.304
2018-09-02,1.304
2018-09-03,1.3095
2018-09-04,1.3189
2018-09-05,1.3178
2018-09-06,1.3142
2018-09-07,1.3161
2018-09-08,1.3161
2018-09-09,1.3161
2018-09-10,1.3164
2018-09-11,1.3067
2018-09-12,1.2998
2018-09-13,1.2998
2018-09-14,1.3036
2018-09-15,1.3036
2018-09-16,1.3036
2018-09-17,1.3043
2018-09-18,1.2974
2018-09-19,1.2927
2018-09-20,1.2903
2018-09-21,1.2916
2018-09-22,1.2916
2018-09-23,1.2916
2018-09-24,1.2956
2018-09-25,1.2954
2018-09-26,1.3019
2018-09-27,1.3043
2018-09-28,1.2908
2018-09-29,1.2908
2018-09-30,1.2908
2018-10-01,1.2814
2018-10-02,1.2823
2018-10-03,1.2868
2018-10-04,1.2924
2018-10-05,1.2939
2018-10-06,1.2939
2018-10-07,1.2939
2018-10-08,1.2965
2018-10-09,1.2946
2018-10-10,1.3068
2018-10-11,1.3032
2018-10-12,1.3024
2018-10-13,1.3024
2018-10-14,1.3024
2018-10-15,1.2991
2018-10-16,1.2934
2018-10-17,1.302
2018-10-18,1.3085
2018-10-19,1.3104
2018-10-20,1.3104
2018-10-21,1.3104
2018-10-22,1.3101
2018-10-23,1.3085
2018-10-24,1.3057
2018-10-25,1.3074
2018-10-26,1.3106
2018-10-27,1.3106
2018-10-28,1.3106
2018-10-29,1.3134
2018-10-30,1.311
2018-10-31,1.3157
2018-11-01,1.3086
2018-11-02,1.311
2018-11-03,1.311
2018-11-04,1.311
2018-11-05,1.311
2018-11-06,1.3124
2018-11-07,1.3112
2018-11-08,1.3155
2018-11-09,1.3212
2018-11-10,1.3212
2018-11-11,1.3212
2018-11-12,1.3247
2018-11-13,1.3238
2018-11-14,1.3242
2018-11-15,1.3178
2018-11-16,1.3148
2018-11-17,1.3148
2018-11-18,1.3148
2018-11-19,1.3171
2018-11-20,1.3306
2018-11-21,1.3231
2018-11-22,1.319
2018-11-23,1.3238
2018-11-24,1.3238
2018-11-25,1.3238
2018-11-26,1.3255
2018-11-27,1.3294
2018-11-28,1.3275
2018-11-29,1.3282
2018-11-30,1.3292
2018-12-01,1.3292
2018-12-02,1.3292
2018-12-03,1.3197
2018-12-04,1.3262
2018-12-05,1.3355
2018-12-06,1.3383
2018-12-07,1.3322
2018-12-08,1.3322
2018-12-09,1.3322
2018-12-10,1.3398
2018-12-11,1.339
2018-12-12,1.335
2018-12-13,1.3355
2018-12-14,1.3384
2018-12-15,1.3384
2018-12-16,1.3384
2018-12-17,1.3407
2018-12-18,1.3466
2018-12-19,1.3484
2018-12-20,1.3509
2018-12-21,1.3602
2018-12-22,1.3602
2018-12-23,1.3602
2018-12-24,1.3597
2018-12-25,1.3593
2018-12-26,1.3574
2018-12-27,1.3619
2018-12-28,1.3638
2018-12-29,1.3638
2018-12-30,1.3638
2018-12-31,1.3637
2019-01-01,1.3631
2019-01-02,1.3579
2019-01-03,1.3488
2019-01-04,1.3374
2019-01-05,1.3374
2019-01-06,1.3374
2019-01-07,1.3299
2019-01-08,1.3274
2019-01-09,1.3209
2019-01-10,1.3236
2019-01-11,1.3267
2019-01-12,1.3267
2019-01-13,1.3267
2019-01-14,1.3285
2019-01-15,1.3266
2019-01-16,1.3255
2019-01-17,1.3279
2019-01-18,1.326
2019-01-19,1.326
2019-01-20,1.326
2019-01-21,1.3294
2019-01-22,1.3355
2019-01-23,1.3343
2019-01-24,1.335
2019-01-25,1.3218
2019-01-26,1.3218
2019-01-27,1.3218
2019-01-28,1.3262
2019-01-29,1.3269
2019-01-30,1.3149
2019-01-31,1.3125
2019-02-01,1.3102
2019-02-02,1.3102
2019-02-03,1.3102
2019-02-04,1.311
2019-02-05,1.3126
2019-02-06,1.3214
2019-02-07,1.3308
2019-02-08,1.3278
2019-02-09,1.3278
2019-02-10,1.3278
2019-02-11,1.3302
2019-02-12,1.3238
2019-02-13,1.3254
2019-02-14,1.3295
2019-02-15,1.3244
2019-02-16,1.3244
2019-02-17,1.3244
2019-02-18,1.324
2019-02-19,1.3211
2019-02-20,1.3176
2019-02-21,1.3232
2019-02-22,1.3135
2019-02-23,1.3135
2019-02-24,1.3135
2019-02-25,1.3187
2019-02-26,1.3169
2019-02-27,1.3156
2019-02-28,1.3172
2019-03-01,1.3297
2019-03-02,1.3297
2019-03-03,1.3297
2019-03-04,1.3303
2019-03-05,1.335
2019-03-06,1.3442
2019-03-07,1.3455
2019-03-08,1.3416
2019-03-09,1.3416
2019-03-10,1.3416
2019-03-11,1.3394
2019-03-12,1.3354
2019-03-13,1.3302
2019-03-14,1.3335
2019-03-15,1.3336
2019-03-16,1.3336
2019-03-17,1.3336
2019-03-18,1.3334
2019-03-19,1.332
2019-03-20,1.3305
2019-03-21,1.3364
2019-03-22,1.3429
2019-03-23,1.3429
2019-03-24,1.3429
2019-03-25,1.3404
2019-03-26,1.3381
2019-03-27,1.3409
2019-03-28,1.3438
2019-03-29,1.3349
2019-03-30,1.3349
2019-03-31,1.3349
2019-04-01,1.3307
2019-04-02,1.3337
2019-04-03,1.3345
2019-04-04,1.3359
2019-04-05,1.3384
2019-04-06,1.3384
2019-04-07,1.3384
2019-04-08,1.3314
2019-04-09,1.333
2019-04-10,1.3319
2019-04-11,1.3383
2019-04-12,1.3323
2019-04-13,1.3323
2019-04-14,1.3323
2019-04-15,1.3367
2019-04-16,1.335
2019-04-17,1.3341
2019-04-18,1.3376
2019-04-19,1.3391
2019-04-20,1.3391
2019-04-21,1.3391
2019-04-22,1.3347
2019-04-23,1.3423
2019-04-24,1.3493
2019-04-25,1.3485
2019-04-26,1.3455
2019-04-27,1.3455
2019-04-28,1.3455
2019-04-29,1.3458
2019-04-30,1.3388
2019-05-01,1.3446
2019-05-02,1.3475
2019-05-03,1.342
2019-05-04,1.342
2019-05-05,1.342
2019-05-06,1.3448
2019-05-07,1.3474
2019-05-08,1.3479
2019-05-09,1.3477
2019-05-10,1.3417
2019-05-11,1.3417
2019-05-12,1.3417
2019-05-13,1.3478
2019-05-14,1.3462
2019-05-15,1.3438
2019-05-16,1.346
2019-05-17,1.3458
2019-05-18,1.3458
2019-05-19,1.3458
2019-05-20,1.3429
2019-05-21,1.3406
2019-05-22,1.3435
2019-05-23,1.3474
2019-05-24,1.3437
2019-05-25,1.3437
2019-05-26,1.3437
2019-05-27,1.3444
2019-05-28,1.3494
2019-05-29,1.3519
2019-05-30,1.35
2019-05-31,1.3516
2019-06-01,1.3516
2019-06-02,1.3516
2019-06-03,1.3438
2019-06-04,1.3394
2019-06-05,1.3415
2019-06-06,1.3362
2019-06-07,1.3267
2019-06-08,1.3267
2019-06-09,1.3267
2019-06-10,1.3269
2019-06-11,1.3284
2019-06-12,1.3343
2019-06-13,1.3327
2019-06-14,1.3414
2019-06-15,1.3414
2019-06-16,1.3414
2019-06-17,1.3413
2019-06-18,1.3377
2019-06-19,1.328
2019-06-20,1.3192
2019-06-21,1.3222
2019-06-22,1.3222
2019-06-23,1.3222
2019-06-24,1.318
2019-06-25,1.3169
2019-06-26,1.3127
2019-06-27,1.3095
2019-06-28,1.3095
2019-06-29,1.3095
2019-06-30,1.3095
2019-07-01,1.3135
2019-07-02,1.3108
2019-07-03,1.3058
2019-07-04,1.3053
2019-07-05,1.3081
2019-07-06,1.3081
2019-07-07,1.3081
2019-07-08,1.3096
2019-07-09,1.3128
2019-07-10,1.3082
2019-07-11,1.3072
2019-07-12,1.3028
2019-07-13,1.3028
2019-07-14,1.3028
2019-07-15,1.3049
2019-07-16,1.3088
2019-07-17,1.3054
2019-07-18,1.3027
2019-07-19,1.3059
2019-07-20,1.3059
2019-07-21,1.3059
2019-07-22,1.3119
2019-07-23,1.3136
2019-07-24,1.3142
2019-07-25,1.3165
2019-07-26,1.3166
2019-07-27,1.3166
2019-07-28,1.3166
2019-07-29,1.3164
2019-07-30,1.3151
2019-07-31,1.3191
2019-08-01,1.3212
2019-08-02,1.3207
2019-08-03,1.3207
2019-08-04,1.3207
2019-08-05,1.3204
2019-08-06,1.3281
2019-08-07,1.3303
2019-08-08,1.3227
2019-08-09,1.3222
2019-08-10,1.3222
2019-08-11,1.3222
2019-08-12,1.3239
2019-08-13,1.3223
2019-08-14,1.3319
2019-08-15,1.3313
2019-08-16,1.3269
2019-08-17,1.3269
2019-08-18,1.3269
