,USDHUF BGN Curncy
2016-12-15,300.11
2016-12-16,299.1
2016-12-17,299.1
2016-12-18,299.1
2016-12-19,299.48
2016-12-20,299.37
2016-12-21,297.86
2016-12-22,297.59
2016-12-23,295.83
2016-12-24,295.83
2016-12-25,295.83
2016-12-26,295.95
2016-12-27,295.07
2016-12-28,297.02
2016-12-29,296.04
2016-12-30,294.36
2016-12-31,294.36
2017-01-01,294.36
2017-01-02,295.83
2017-01-03,297.33
2017-01-04,293.8
2017-01-05,290.42
2017-01-06,292.14
2017-01-07,292.14
2017-01-08,292.14
2017-01-09,291.43
2017-01-10,292.94
2017-01-11,290.92
2017-01-12,289.66
2017-01-13,288.69
2017-01-14,288.69
2017-01-15,288.69
2017-01-16,290.26
2017-01-17,286.88
2017-01-18,289.54
2017-01-19,289.49
2017-01-20,289.05
2017-01-21,289.05
2017-01-22,289.05
2017-01-23,288.36
2017-01-24,289.3
2017-01-25,288.38
2017-01-26,291.14
2017-01-27,290.74
2017-01-28,290.74
2017-01-29,290.74
2017-01-30,290.06
2017-01-31,287.01
2017-02-01,287.31
2017-02-02,287.45
2017-02-03,287.45
2017-02-04,287.45
2017-02-05,287.45
2017-02-06,288.23
2017-02-07,289.29
2017-02-08,288.72
2017-02-09,289.32
2017-02-10,289.71
2017-02-11,289.71
2017-02-12,289.71
2017-02-13,290.91
2017-02-14,291.18
2017-02-15,290.71
2017-02-16,288.08
2017-02-17,290.52
2017-02-18,290.52
2017-02-19,290.52
2017-02-20,290.2
2017-02-21,292.04
2017-02-22,291.65
2017-02-23,291.86
2017-02-24,292.09
2017-02-25,292.09
2017-02-26,292.09
2017-02-27,290.5
2017-02-28,291.37
2017-03-01,291.62
2017-03-02,294.65
2017-03-03,290.88
2017-03-04,290.88
2017-03-05,290.88
2017-03-06,292.93
2017-03-07,293.56
2017-03-08,295.11
2017-03-09,294.66
2017-03-10,293.24
2017-03-11,293.24
2017-03-12,293.24
2017-03-13,293.04
2017-03-14,293.46
2017-03-15,288.61
2017-03-16,287.6
2017-03-17,287.23
2017-03-18,287.23
2017-03-19,287.23
2017-03-20,287.08
2017-03-21,285.41
2017-03-22,285.83
2017-03-23,286.68
2017-03-24,287.5
2017-03-25,287.5
2017-03-26,287.5
2017-03-27,284.29
2017-03-28,286.41
2017-03-29,287.68
2017-03-30,289.32
2017-03-31,289.83
2017-04-01,289.83
2017-04-02,289.83
2017-04-03,289.05
2017-04-04,290.17
2017-04-05,291.04
2017-04-06,291.88
2017-04-07,292.8
2017-04-08,292.8
2017-04-09,292.8
2017-04-10,293.63
2017-04-11,294.14
2017-04-12,292.86
2017-04-13,294.78
2017-04-14,294.84
2017-04-15,294.84
2017-04-16,294.84
2017-04-17,294.73
2017-04-18,292.27
2017-04-19,292.61
2017-04-20,292.39
2017-04-21,291.74
2017-04-22,291.74
2017-04-23,291.74
2017-04-24,286.59
2017-04-25,285.36
2017-04-26,286.77
2017-04-27,286.59
2017-04-28,287.05
2017-04-29,287.05
2017-04-30,287.05
2017-05-01,286.22
2017-05-02,285.56
2017-05-03,286.51
2017-05-04,284.35
2017-05-05,283.35
2017-05-06,283.35
2017-05-07,283.35
2017-05-08,284.94
2017-05-09,286.78
2017-05-10,285.78
2017-05-11,285.67
2017-05-12,283.44
2017-05-13,283.44
2017-05-14,283.44
2017-05-15,281.46
2017-05-16,278.85
2017-05-17,276.88
2017-05-18,279.03
2017-05-19,275.45
2017-05-20,275.45
2017-05-21,275.45
2017-05-22,274.41
2017-05-23,275.89
2017-05-24,274.52
2017-05-25,274.18
2017-05-26,275.15
2017-05-27,275.15
2017-05-28,275.15
2017-05-29,275.85
2017-05-30,275.23
2017-05-31,274.16
2017-06-01,274.61
2017-06-02,272.54
2017-06-03,272.54
2017-06-04,272.54
2017-06-05,273.22
2017-06-06,273.3
2017-06-07,274.1
2017-06-08,274.62
2017-06-09,274.74
2017-06-10,274.74
2017-06-11,274.74
2017-06-12,274.44
2017-06-13,273.18
2017-06-14,272.7
2017-06-15,276.47
2017-06-16,274.91
2017-06-17,274.91
2017-06-18,274.91
2017-06-19,276.34
2017-06-20,277.7
2017-06-21,276.81
2017-06-22,277.32
2017-06-23,276.63
2017-06-24,276.63
2017-06-25,276.63
2017-06-26,276.6
2017-06-27,273.34
2017-06-28,271.83
2017-06-29,270.83
2017-06-30,270.29
2017-07-01,270.29
2017-07-02,270.29
2017-07-03,271.98
2017-07-04,271.49
2017-07-05,272.16
2017-07-06,269.87
2017-07-07,269.96
2017-07-08,269.96
2017-07-09,269.96
2017-07-10,270.23
2017-07-11,268.34
2017-07-12,268.96
2017-07-13,269.0
2017-07-14,266.73
2017-07-15,266.73
2017-07-16,266.73
2017-07-17,267.24
2017-07-18,264.78
2017-07-19,265.88
2017-07-20,262.43
2017-07-21,261.78
2017-07-22,261.78
2017-07-23,261.78
2017-07-24,262.2
2017-07-25,262.31
2017-07-26,259.85
2017-07-27,261.58
2017-07-28,259.33
2017-07-29,259.33
2017-07-30,259.33
2017-07-31,256.9
2017-08-01,257.14
2017-08-02,255.72
2017-08-03,255.95
2017-08-04,258.85
2017-08-05,258.85
2017-08-06,258.85
2017-08-07,257.83
2017-08-08,259.02
2017-08-09,259.81
2017-08-10,259.69
2017-08-11,257.67
2017-08-12,257.67
2017-08-13,257.67
2017-08-14,258.23
2017-08-15,259.3
2017-08-16,258.67
2017-08-17,259.33
2017-08-18,258.0
2017-08-19,258.0
2017-08-20,258.0
2017-08-21,256.67
2017-08-22,257.75
2017-08-23,256.34
2017-08-24,257.76
2017-08-25,255.32
2017-08-26,255.32
2017-08-27,255.32
2017-08-28,254.1
2017-08-29,255.32
2017-08-30,257.32
2017-08-31,256.71
2017-09-01,257.74
2017-09-02,257.74
2017-09-03,257.74
2017-09-04,257.27
2017-09-05,256.94
2017-09-06,257.1
2017-09-07,254.15
2017-09-08,254.67
2017-09-09,254.67
2017-09-10,254.67
2017-09-11,256.43
2017-09-12,256.67
2017-09-13,259.1
2017-09-14,258.94
2017-09-15,258.95
2017-09-16,258.95
2017-09-17,258.95
2017-09-18,258.87
2017-09-19,256.88
2017-09-20,259.54
2017-09-21,259.6
2017-09-22,259.37
2017-09-23,259.37
2017-09-24,259.37
2017-09-25,261.96
2017-09-26,263.96
2017-09-27,265.14
2017-09-28,263.83
2017-09-29,263.74
2017-09-30,263.74
2017-10-01,263.74
2017-10-02,266.04
2017-10-03,265.73
2017-10-04,265.25
2017-10-05,266.31
2017-10-06,266.18
2017-10-07,266.18
2017-10-08,266.18
2017-10-09,265.46
2017-10-10,263.21
2017-10-11,260.76
2017-10-12,260.99
2017-10-13,260.72
2017-10-14,260.72
2017-10-15,260.72
2017-10-16,260.93
2017-10-17,261.78
2017-10-18,261.41
2017-10-19,259.67
2017-10-20,261.23
2017-10-21,261.23
2017-10-22,261.23
2017-10-23,262.21
2017-10-24,263.53
2017-10-25,262.47
2017-10-26,266.75
2017-10-27,267.34
2017-10-28,267.34
2017-10-29,267.34
2017-10-30,267.04
2017-10-31,267.38
2017-11-01,267.68
2017-11-02,266.66
2017-11-03,267.76
2017-11-04,267.76
2017-11-05,267.76
2017-11-06,267.86
2017-11-07,268.96
2017-11-08,268.98
2017-11-09,267.94
2017-11-10,267.11
2017-11-11,267.11
2017-11-12,267.11
2017-11-13,267.25
2017-11-14,264.29
2017-11-15,264.82
2017-11-16,265.03
2017-11-17,264.56
2017-11-18,264.56
2017-11-19,264.56
2017-11-20,266.33
2017-11-21,266.84
2017-11-22,264.81
2017-11-23,263.71
2017-11-24,261.65
2017-11-25,261.65
2017-11-26,261.65
2017-11-27,261.4
2017-11-28,262.56
2017-11-29,263.38
2017-11-30,263.05
2017-12-01,263.82
2017-12-02,263.82
2017-12-03,263.82
2017-12-04,264.43
2017-12-05,265.63
2017-12-06,266.45
2017-12-07,267.5
2017-12-08,266.68
2017-12-09,266.68
2017-12-10,266.68
2017-12-11,267.35
2017-12-12,267.42
2017-12-13,265.94
2017-12-14,266.87
2017-12-15,267.33
2017-12-16,267.33
2017-12-17,267.33
2017-12-18,266.02
2017-12-19,264.44
2017-12-20,263.58
2017-12-21,262.93
2017-12-22,262.86
2017-12-23,262.86
2017-12-24,262.86
2017-12-25,262.72
2017-12-26,263.1
2017-12-27,260.88
2017-12-28,259.46
2017-12-29,258.91
2017-12-30,258.91
2017-12-31,258.91
2018-01-01,258.91
2018-01-02,256.32
2018-01-03,256.92
2018-01-04,255.41
2018-01-05,256.42
2018-01-06,256.42
2018-01-07,256.42
2018-01-08,258.23
2018-01-09,259.27
2018-01-10,258.94
2018-01-11,256.65
2018-01-12,253.02
2018-01-13,253.02
2018-01-14,253.02
2018-01-15,251.85
2018-01-16,251.82
2018-01-17,253.2
2018-01-18,251.93
2018-01-19,252.93
2018-01-20,252.93
2018-01-21,252.93
2018-01-22,252.48
2018-01-23,251.47
2018-01-24,249.29
2018-01-25,249.41
2018-01-26,248.92
2018-01-27,248.92
2018-01-28,248.92
2018-01-29,250.36
2018-01-30,250.62
2018-01-31,249.74
2018-02-01,247.05
2018-02-02,248.68
2018-02-03,248.68
2018-02-04,248.68
2018-02-05,250.88
2018-02-06,250.37
2018-02-07,253.2
2018-02-08,254.25
2018-02-09,254.76
2018-02-10,254.76
2018-02-11,254.76
2018-02-12,253.73
2018-02-13,252.54
2018-02-14,250.55
2018-02-15,248.76
2018-02-16,250.94
2018-02-17,250.94
2018-02-18,250.94
2018-02-19,250.7
2018-02-20,252.79
2018-02-21,254.35
2018-02-22,253.9
2018-02-23,254.65
2018-02-24,254.65
2018-02-25,254.65
2018-02-26,254.66
2018-02-27,256.81
2018-02-28,257.35
2018-03-01,255.6
2018-03-02,254.71
2018-03-03,254.71
2018-03-04,254.71
2018-03-05,254.73
2018-03-06,252.22
2018-03-07,251.39
2018-03-08,253.29
2018-03-09,253.33
2018-03-10,253.33
2018-03-11,253.33
2018-03-12,252.89
2018-03-13,251.64
2018-03-14,251.69
2018-03-15,252.94
2018-03-16,252.98
2018-03-17,252.98
2018-03-18,252.98
2018-03-19,252.37
2018-03-20,254.44
2018-03-21,252.34
2018-03-22,253.76
2018-03-23,253.27
2018-03-24,253.27
2018-03-25,253.27
2018-03-26,251.52
2018-03-27,252.24
2018-03-28,253.84
2018-03-29,253.92
2018-03-30,253.55
2018-03-31,253.55
2018-04-01,253.55
2018-04-02,254.12
2018-04-03,254.24
2018-04-04,253.52
2018-04-05,254.21
2018-04-06,254.13
2018-04-07,254.13
2018-04-08,254.13
2018-04-09,252.75
2018-04-10,251.98
2018-04-11,251.72
2018-04-12,252.53
2018-04-13,251.99
2018-04-14,251.99
2018-04-15,251.99
2018-04-16,250.53
2018-04-17,251.0
2018-04-18,250.82
2018-04-19,251.29
2018-04-20,252.96
2018-04-21,252.96
2018-04-22,252.96
2018-04-23,255.89
2018-04-24,255.51
2018-04-25,257.47
2018-04-26,258.55
2018-04-27,257.88
2018-04-28,257.88
2018-04-29,257.88
2018-04-30,259.61
2018-05-01,261.83
2018-05-02,263.26
2018-05-03,261.85
2018-05-04,262.51
2018-05-05,262.51
2018-05-06,262.51
2018-05-07,263.85
2018-05-08,265.52
2018-05-09,266.08
2018-05-10,263.73
2018-05-11,264.04
2018-05-12,264.04
2018-05-13,264.04
2018-05-14,264.43
2018-05-15,267.52
2018-05-16,267.68
2018-05-17,269.02
2018-05-18,270.28
2018-05-19,270.28
2018-05-20,270.28
2018-05-21,269.54
2018-05-22,269.95
2018-05-23,272.27
2018-05-24,272.42
2018-05-25,274.32
2018-05-26,274.32
2018-05-27,274.32
2018-05-28,274.14
2018-05-29,278.02
2018-05-30,274.06
2018-05-31,273.4
2018-06-01,274.48
2018-06-02,274.48
2018-06-03,274.48
2018-06-04,272.51
2018-06-05,271.96
2018-06-06,270.03
2018-06-07,270.06
2018-06-08,271.87
2018-06-09,271.87
2018-06-10,271.87
2018-06-11,272.46
2018-06-12,272.19
2018-06-13,271.88
2018-06-14,279.21
2018-06-15,277.87
2018-06-16,277.87
2018-06-17,277.87
2018-06-18,278.56
2018-06-19,278.26
2018-06-20,279.91
2018-06-21,281.23
2018-06-22,278.75
2018-06-23,278.75
2018-06-24,278.75
2018-06-25,278.29
2018-06-26,279.98
2018-06-27,283.55
2018-06-28,283.89
2018-06-29,281.79
2018-06-30,281.79
2018-07-01,281.79
2018-07-02,283.6
2018-07-03,280.75
2018-07-04,279.18
2018-07-05,276.68
2018-07-06,275.1
2018-07-07,275.1
2018-07-08,275.1
2018-07-09,275.34
2018-07-10,275.79
2018-07-11,278.76
2018-07-12,278.2
2018-07-13,276.26
2018-07-14,276.26
2018-07-15,276.26
2018-07-16,275.89
2018-07-17,277.62
2018-07-18,278.42
2018-07-19,280.45
2018-07-20,277.72
2018-07-21,277.72
2018-07-22,277.72
2018-07-23,279.11
2018-07-24,279.04
2018-07-25,277.6
2018-07-26,278.22
2018-07-27,276.45
2018-07-28,276.45
2018-07-29,276.45
2018-07-30,274.88
2018-07-31,274.36
2018-08-01,275.13
2018-08-02,277.26
2018-08-03,276.82
2018-08-04,276.82
2018-08-05,276.82
2018-08-06,276.91
2018-08-07,275.92
2018-08-08,275.21
2018-08-09,278.38
2018-08-10,282.99
2018-08-11,282.99
2018-08-12,282.99
2018-08-13,283.34
2018-08-14,284.68
2018-08-15,285.98
2018-08-16,284.58
2018-08-17,282.32
2018-08-18,282.32
2018-08-19,282.32
2018-08-20,282.1
2018-08-21,279.48
2018-08-22,278.35
2018-08-23,281.2
2018-08-24,278.4
2018-08-25,278.4
2018-08-26,278.4
2018-08-27,277.34
2018-08-28,277.0
2018-08-29,278.22
2018-08-30,280.08
2018-08-31,281.53
2018-09-01,281.53
2018-09-02,281.53
2018-09-03,281.29
2018-09-04,283.02
2018-09-05,281.59
2018-09-06,280.46
2018-09-07,281.26
2018-09-08,281.26
2018-09-09,281.26
2018-09-10,280.26
2018-09-11,279.7
2018-09-12,279.63
2018-09-13,277.19
2018-09-14,279.4
2018-09-15,279.4
2018-09-16,279.4
2018-09-17,277.96
2018-09-18,277.57
2018-09-19,276.77
2018-09-20,274.71
2018-09-21,275.94
2018-09-22,275.94
2018-09-23,275.94
2018-09-24,275.45
2018-09-25,275.52
2018-09-26,275.73
2018-09-27,278.03
2018-09-28,278.82
2018-09-29,278.82
2018-09-30,278.82
2018-10-01,279.08
2018-10-02,279.73
2018-10-03,281.33
2018-10-04,281.69
2018-10-05,281.62
2018-10-06,281.62
2018-10-07,281.62
2018-10-08,283.18
2018-10-09,282.44
2018-10-10,282.82
2018-10-11,280.33
2018-10-12,280.41
2018-10-13,280.41
2018-10-14,280.41
2018-10-15,278.74
2018-10-16,278.08
2018-10-17,280.2
2018-10-18,282.39
2018-10-19,280.69
2018-10-20,280.69
2018-10-21,280.69
2018-10-22,281.53
2018-10-23,281.72
2018-10-24,284.01
2018-10-25,284.84
2018-10-26,284.5
2018-10-27,284.5
2018-10-28,284.5
2018-10-29,285.6
2018-10-30,286.21
2018-10-31,286.98
2018-11-01,282.94
2018-11-02,282.55
2018-11-03,282.55
2018-11-04,282.55
2018-11-05,282.24
2018-11-06,281.74
2018-11-07,281.29
2018-11-08,282.52
2018-11-09,283.53
2018-11-10,283.53
2018-11-11,283.53
2018-11-12,287.27
2018-11-13,286.01
2018-11-14,285.12
2018-11-15,284.24
2018-11-16,281.85
2018-11-17,281.85
2018-11-18,281.85
2018-11-19,280.65
2018-11-20,282.73
2018-11-21,282.59
2018-11-22,281.83
2018-11-23,284.06
2018-11-24,284.06
2018-11-25,284.06
2018-11-26,285.49
2018-11-27,286.86
2018-11-28,284.68
2018-11-29,284.04
2018-11-30,285.97
2018-12-01,285.97
2018-12-02,285.97
2018-12-03,284.16
2018-12-04,285.36
2018-12-05,285.04
2018-12-06,284.01
2018-12-07,284.09
2018-12-08,284.09
2018-12-09,284.09
2018-12-10,284.85
2018-12-11,286.02
2018-12-12,284.15
2018-12-13,284.61
2018-12-14,286.11
2018-12-15,286.11
2018-12-16,286.11
2018-12-17,285.1
2018-12-18,283.62
2018-12-19,283.73
2018-12-20,280.84
2018-12-21,282.92
2018-12-22,282.92
2018-12-23,282.92
2018-12-24,281.98
2018-12-25,281.99
2018-12-26,282.76
2018-12-27,280.81
2018-12-28,280.96
2018-12-29,280.96
2018-12-30,280.96
2018-12-31,279.94
2019-01-01,280.36
2019-01-02,284.09
2019-01-03,282.11
2019-01-04,281.57
2019-01-05,281.57
2019-01-06,281.57
2019-01-07,279.9
2019-01-08,281.18
2019-01-09,278.49
2019-01-10,279.43
2019-01-11,280.19
2019-01-12,280.19
2019-01-13,280.19
2019-01-14,280.53
2019-01-15,283.09
2019-01-16,282.15
2019-01-17,280.54
2019-01-18,279.83
2019-01-19,279.83
2019-01-20,279.83
2019-01-21,279.37
2019-01-22,280.07
2019-01-23,279.47
2019-01-24,281.93
2019-01-25,278.38
2019-01-26,278.38
2019-01-27,278.38
2019-01-28,277.7
2019-01-29,277.48
2019-01-30,274.97
2019-01-31,276.0
2019-02-01,277.11
2019-02-02,277.11
2019-02-03,277.11
2019-02-04,277.52
2019-02-05,278.45
2019-02-06,280.34
2019-02-07,281.21
2019-02-08,281.63
2019-02-09,281.63
2019-02-10,281.63
2019-02-11,283.77
2019-02-12,280.99
2019-02-13,283.34
2019-02-14,281.96
2019-02-15,281.94
2019-02-16,281.94
2019-02-17,281.94
2019-02-18,281.13
2019-02-19,279.99
2019-02-20,279.8
2019-02-21,280.26
2019-02-22,280.46
2019-02-23,280.46
2019-02-24,280.46
2019-02-25,279.87
2019-02-26,277.94
2019-02-27,278.13
2019-02-28,277.75
2019-03-01,278.26
2019-03-02,278.26
2019-03-03,278.26
2019-03-04,278.4
2019-03-05,279.07
2019-03-06,278.99
2019-03-07,282.53
2019-03-08,280.74
2019-03-09,280.74
2019-03-10,280.74
2019-03-11,280.75
2019-03-12,279.23
2019-03-13,277.72
2019-03-14,278.17
2019-03-15,277.6
2019-03-16,277.6
2019-03-17,277.6
2019-03-18,276.94
2019-03-19,275.79
2019-03-20,274.86
2019-03-21,276.77
2019-03-22,280.17
2019-03-23,280.17
2019-03-24,280.17
2019-03-25,279.49
2019-03-26,282.78
2019-03-27,284.43
2019-03-28,285.51
2019-03-29,286.26
2019-03-30,286.26
2019-03-31,286.26
2019-04-01,286.77
2019-04-02,286.77
2019-04-03,284.71
2019-04-04,285.27
2019-04-05,286.38
2019-04-06,286.38
2019-04-07,286.38
2019-04-08,285.2
2019-04-09,286.16
2019-04-10,285.13
2019-04-11,286.25
2019-04-12,284.29
2019-04-13,284.29
2019-04-14,284.29
2019-04-15,283.43
2019-04-16,283.38
2019-04-17,282.54
2019-04-18,284.88
2019-04-19,284.62
2019-04-20,284.62
2019-04-21,284.62
2019-04-22,284.59
2019-04-23,285.48
2019-04-24,288.34
2019-04-25,289.46
2019-04-26,289.08
2019-04-27,289.08
2019-04-28,289.08
2019-04-29,289.04
2019-04-30,288.78
2019-05-01,290.03
2019-05-02,290.29
2019-05-03,288.59
2019-05-04,288.59
2019-05-05,288.59
2019-05-06,289.12
2019-05-07,289.71
2019-05-08,289.74
2019-05-09,289.01
2019-05-10,287.57
2019-05-11,287.57
2019-05-12,287.57
2019-05-13,288.73
2019-05-14,289.57
2019-05-15,289.81
2019-05-16,290.42
2019-05-17,292.23
2019-05-18,292.23
2019-05-19,292.23
2019-05-20,292.4
2019-05-21,292.24
2019-05-22,292.58
2019-05-23,291.81
2019-05-24,290.47
2019-05-25,290.47
2019-05-26,290.47
2019-05-27,291.04
2019-05-28,293.14
2019-05-29,292.73
2019-05-30,291.67
2019-05-31,290.94
2019-06-01,290.94
2019-06-02,290.94
2019-06-03,287.51
2019-06-04,286.18
2019-06-05,286.72
2019-06-06,284.72
2019-06-07,282.42
2019-06-08,282.42
2019-06-09,282.42
2019-06-10,282.91
2019-06-11,283.61
2019-06-12,285.33
2019-06-13,285.48
2019-06-14,287.59
2019-06-15,287.59
2019-06-16,287.59
2019-06-17,287.36
2019-06-18,288.77
2019-06-19,288.1
2019-06-20,286.07
2019-06-21,285.1
2019-06-22,285.1
2019-06-23,285.1
2019-06-24,283.89
2019-06-25,284.49
2019-06-26,284.42
2019-06-27,284.68
2019-06-28,284.1
2019-06-29,284.1
2019-06-30,284.1
2019-07-01,286.48
2019-07-02,286.2
2019-07-03,285.76
2019-07-04,286.12
2019-07-05,288.74
2019-07-06,288.74
2019-07-07,288.74
2019-07-08,289.51
2019-07-09,290.46
2019-07-10,289.31
2019-07-11,289.59
2019-07-12,289.17
2019-07-13,289.17
2019-07-14,289.17
2019-07-15,288.84
2019-07-16,290.72
2019-07-17,290.93
2019-07-18,288.99
2019-07-19,289.64
2019-07-20,289.64
2019-07-21,289.64
2019-07-22,290.28
2019-07-23,292.3
2019-07-24,292.08
2019-07-25,292.72
2019-07-26,293.74
2019-07-27,293.74
2019-07-28,293.74
2019-07-29,294.24
2019-07-30,293.68
2019-07-31,294.39
2019-08-01,295.18
2019-08-02,294.63
2019-08-03,294.63
2019-08-04,294.63
2019-08-05,291.74
2019-08-06,290.06
2019-08-07,291.1
2019-08-08,290.07
2019-08-09,289.55
2019-08-10,289.55
2019-08-11,289.55
2019-08-12,289.16
2019-08-13,289.52
2019-08-14,292.22
2019-08-15,293.13
2019-08-16,292.58
2019-08-17,292.58
2019-08-18,292.58
2019-08-19,294.71
2019-08-20,295.03
2019-08-21,295.37
2019-08-22,296.2
2019-08-23,295.11
2019-08-24,295.11
2019-08-25,295.11
2019-08-26,296.47
2019-08-27,297.13
2019-08-28,298.1
2019-08-29,299.78
2019-08-30,301.49
2019-08-31,301.49
2019-09-01,301.49
2019-09-02,301.85
2019-09-03,300.66
2019-09-04,298.59
2019-09-05,298.89
2019-09-06,299.28
2019-09-07,299.28
2019-09-08,299.28
2019-09-09,298.86
2019-09-10,300.4
2019-09-11,301.96
2019-09-12,300.63
2019-09-13,299.17
2019-09-14,299.17
2019-09-15,299.17
2019-09-16,301.78
2019-09-17,301.22
2019-09-18,301.75
2019-09-19,301.15
2019-09-20,302.99
2019-09-21,302.99
2019-09-22,302.99
2019-09-23,304.82
2019-09-24,302.84
2019-09-25,305.38
2019-09-26,307.19
2019-09-27,306.6
2019-09-28,306.6
2019-09-29,306.6
2019-09-30,307.26
2019-10-01,306.87
2019-10-02,304.63
2019-10-03,303.01
2019-10-04,302.87
2019-10-05,302.87
2019-10-06,302.87
2019-10-07,303.92
2019-10-08,304.92
2019-10-09,304.6
2019-10-10,301.76
2019-10-11,300.88
2019-10-12,300.88
2019-10-13,300.88
2019-10-14,300.77
2019-10-15,301.05
2019-10-16,300.32
2019-10-17,297.63
2019-10-18,296.32
2019-10-19,296.32
2019-10-20,296.32
2019-10-21,295.88
2019-10-22,295.88
2019-10-23,294.77
2019-10-24,296.54
2019-10-25,296.74
2019-10-26,296.74
2019-10-27,296.74
2019-10-28,295.55
2019-10-29,296.79
2019-10-30,295.39
2019-10-31,294.67
2019-11-01,293.77
2019-11-02,293.77
2019-11-03,293.77
2019-11-04,295.99
2019-11-05,299.02
2019-11-06,299.9
2019-11-07,301.07
2019-11-08,302.77
2019-11-09,302.77
2019-11-10,302.77
2019-11-11,302.74
2019-11-12,304.09
2019-11-13,303.49
2019-11-14,303.3
2019-11-15,302.85
2019-11-16,302.85
2019-11-17,302.85
2019-11-18,302.94
2019-11-19,300.49
2019-11-20,301.22
2019-11-21,302.39
2019-11-22,303.67
2019-11-23,303.67
2019-11-24,303.67
2019-11-25,304.92
2019-11-26,304.87
2019-11-27,305.78
2019-11-28,305.29
2019-11-29,303.66
2019-11-30,303.66
2019-12-01,303.66
2019-12-02,299.78
2019-12-03,299.31
2019-12-04,299.05
2019-12-05,297.93
2019-12-06,299.35
2019-12-07,299.35
2019-12-08,299.35
2019-12-09,299.83
2019-12-10,298.41
2019-12-11,296.8
2019-12-12,296.15
2019-12-13,296.25
2019-12-14,296.25
2019-12-15,296.25
2019-12-16,295.02
2019-12-17,296.18
2019-12-18,297.69
2019-12-19,297.11
2019-12-20,297.97
2019-12-21,297.97
2019-12-22,297.97
2019-12-23,298.94
2019-12-24,299.37
2019-12-25,298.55
2019-12-26,298.4
2019-12-27,295.34
2019-12-28,295.34
2019-12-29,295.34
2019-12-30,295.67
2019-12-31,295.21
2020-01-01,295.07
2020-01-02,294.4
2020-01-03,295.37
2020-01-04,295.37
2020-01-05,295.37
2020-01-06,294.48
2020-01-07,297.4
2020-01-08,298.01
2020-01-09,299.58
2020-01-10,300.43
2020-01-11,300.43
2020-01-12,300.43
2020-01-13,299.73
2020-01-14,298.83
2020-01-15,298.4
2020-01-16,300.43
2020-01-17,303.06
2020-01-18,303.06
2020-01-19,303.06
2020-01-20,301.56
2020-01-21,301.57
2020-01-22,303.11
2020-01-23,304.76
2020-01-24,304.97
2020-01-25,304.97
2020-01-26,304.97
2020-01-27,306.09
2020-01-28,306.69
2020-01-29,306.6
2020-01-30,305.61
2020-01-31,304.1
2020-02-01,304.1
2020-02-02,304.1
2020-02-03,304.75
2020-02-04,304.09
2020-02-05,306.29
2020-02-06,307.68
2020-02-07,309.06
2020-02-08,309.06
2020-02-09,309.06
2020-02-10,309.85
2020-02-11,310.27
2020-02-12,312.55
2020-02-13,311.28
2020-02-14,309.81
2020-02-15,309.81
2020-02-16,309.81
2020-02-17,309.59
2020-02-18,310.83
2020-02-19,311.81
2020-02-20,313.7
2020-02-21,310.61
2020-02-22,310.61
2020-02-23,310.61
2020-02-24,311.54
2020-02-25,311.22
2020-02-26,312.17
2020-02-27,308.29
2020-02-28,307.1
2020-02-29,307.1
2020-03-01,307.1
2020-03-02,303.17
2020-03-03,300.82
2020-03-04,301.51
2020-03-05,299.55
2020-03-06,296.78
2020-03-07,296.78
2020-03-08,296.78
2020-03-09,293.66
2020-03-10,296.92
2020-03-11,298.97
2020-03-12,302.54
2020-03-13,305.08
2020-03-14,305.08
2020-03-15,305.08
2020-03-16,308.04
2020-03-17,316.05
2020-03-18,324.14
2020-03-19,334.1
2020-03-20,327.99
2020-03-21,327.99
2020-03-22,327.99
2020-03-23,329.23
2020-03-24,328.85
2020-03-25,324.41
2020-03-26,321.64
2020-03-27,319.75
2020-03-28,319.75
2020-03-29,319.75
2020-03-30,324.87
2020-03-31,326.95
2020-04-01,331.58
2020-04-02,335.09
2020-04-03,339.36
2020-04-04,339.36
2020-04-05,339.36
2020-04-06,337.09
2020-04-07,329.13
2020-04-08,330.38
2020-04-09,323.08
2020-04-10,323.57
2020-04-11,323.57
2020-04-12,323.57
2020-04-13,323.96
2020-04-14,320.24
2020-04-15,322.34
2020-04-16,324.24
2020-04-17,324.79
2020-04-18,324.79
2020-04-19,324.79
2020-04-20,324.72
2020-04-21,325.85
2020-04-22,329.95
2020-04-23,331.8
2020-04-24,329.29
2020-04-25,329.29
2020-04-26,329.29
2020-04-27,328.09
2020-04-28,330.47
2020-04-29,326.13
2020-04-30,322.12
2020-05-01,321.94
2020-05-02,321.94
2020-05-03,321.94
2020-05-04,324.21
2020-05-05,323.22
2020-05-06,324.86
2020-05-07,323.66
2020-05-08,322.09
2020-05-09,322.09
2020-05-10,322.09
2020-05-11,323.92
2020-05-12,323.89
2020-05-13,327.11
2020-05-14,327.8
2020-05-15,327.87
2020-05-16,327.87
2020-05-17,327.87
2020-05-18,323.48
2020-05-19,320.2
2020-05-20,318.44
2020-05-21,318.03
2020-05-22,320.98
2020-05-23,320.98
2020-05-24,320.98
2020-05-25,321.89
2020-05-26,316.82
2020-05-27,317.01
2020-05-28,315.48
2020-05-29,312.19
2020-05-30,312.19
2020-05-31,312.19
2020-06-01,309.73
2020-06-02,309.29
2020-06-03,307.12
2020-06-04,304.09
2020-06-05,304.66
2020-06-06,304.66
2020-06-07,304.66
