,USDGBP BGN Curncy
2013-03-18,0.662
2013-03-19,0.6623
2013-03-20,0.6623
2013-03-21,0.6591
2013-03-22,0.6566
2013-03-23,0.6566
2013-03-24,0.6566
2013-03-25,0.659
2013-03-26,0.6596
2013-03-27,0.661
2013-03-28,0.6582
2013-03-29,0.658
2013-03-30,0.658
2013-03-31,0.658
2013-04-01,0.6566
2013-04-02,0.6621
2013-04-03,0.661
2013-04-04,0.6564
2013-04-05,0.652
2013-04-06,0.652
2013-04-07,0.652
2013-04-08,0.6555
2013-04-09,0.6526
2013-04-10,0.6522
2013-04-11,0.6499
2013-04-12,0.6517
2013-04-13,0.6517
2013-04-14,0.6517
2013-04-15,0.6542
2013-04-16,0.651
2013-04-17,0.6562
2013-04-18,0.6545
2013-04-19,0.6565
2013-04-20,0.6565
2013-04-21,0.6565
2013-04-22,0.6539
2013-04-23,0.6562
2013-04-24,0.6549
2013-04-25,0.648
2013-04-26,0.6463
2013-04-27,0.6463
2013-04-28,0.6463
2013-04-29,0.6452
2013-04-30,0.6439
2013-05-01,0.6429
2013-05-02,0.6437
2013-05-03,0.6421
2013-05-04,0.6421
2013-05-05,0.6421
2013-05-06,0.6435
2013-05-07,0.6459
2013-05-08,0.6437
2013-05-09,0.6473
2013-05-10,0.6511
2013-05-11,0.6511
2013-05-12,0.6511
2013-05-13,0.6537
2013-05-14,0.6575
2013-05-15,0.6564
2013-05-16,0.6549
2013-05-17,0.6592
2013-05-18,0.6592
2013-05-19,0.6592
2013-05-20,0.6555
2013-05-21,0.6599
2013-05-22,0.6644
2013-05-23,0.6619
2013-05-24,0.6612
2013-05-25,0.6612
2013-05-26,0.6612
2013-05-27,0.6623
2013-05-28,0.6649
2013-05-29,0.6609
2013-05-30,0.6565
2013-05-31,0.6579
2013-06-01,0.6579
2013-06-02,0.6579
2013-06-03,0.6527
2013-06-04,0.6531
2013-06-05,0.6491
2013-06-06,0.641
2013-06-07,0.6428
2013-06-08,0.6428
2013-06-09,0.6428
2013-06-10,0.6422
2013-06-11,0.6391
2013-06-12,0.6377
2013-06-13,0.6361
2013-06-14,0.6367
2013-06-15,0.6367
2013-06-16,0.6367
2013-06-17,0.6361
2013-06-18,0.6393
2013-06-19,0.6458
2013-06-20,0.6448
2013-06-21,0.6486
2013-06-22,0.6486
2013-06-23,0.6486
2013-06-24,0.6479
2013-06-25,0.6484
2013-06-26,0.653
2013-06-27,0.6553
2013-06-28,0.6574
2013-06-29,0.6574
2013-06-30,0.6574
2013-07-01,0.6571
2013-07-02,0.6598
2013-07-03,0.6544
2013-07-04,0.6635
2013-07-05,0.6719
2013-07-06,0.6719
2013-07-07,0.6719
2013-07-08,0.6689
2013-07-09,0.6727
2013-07-10,0.6662
2013-07-11,0.6586
2013-07-12,0.6619
2013-07-13,0.6619
2013-07-14,0.6619
2013-07-15,0.6623
2013-07-16,0.6596
2013-07-17,0.6573
2013-07-18,0.6568
2013-07-19,0.655
2013-07-20,0.655
2013-07-21,0.655
2013-07-22,0.651
2013-07-23,0.6507
2013-07-24,0.653
2013-07-25,0.6498
2013-07-26,0.65
2013-07-27,0.65
2013-07-28,0.65
2013-07-29,0.6519
2013-07-30,0.6563
2013-07-31,0.6576
2013-08-01,0.6614
2013-08-02,0.654
2013-08-03,0.654
2013-08-04,0.654
2013-08-05,0.6512
2013-08-06,0.6515
2013-08-07,0.6457
2013-08-08,0.6435
2013-08-09,0.6451
2013-08-10,0.6451
2013-08-11,0.6451
2013-08-12,0.6468
2013-08-13,0.6473
2013-08-14,0.6451
2013-08-15,0.6394
2013-08-16,0.6399
2013-08-17,0.6399
2013-08-18,0.6399
2013-08-19,0.639
2013-08-20,0.6383
2013-08-21,0.6386
2013-08-22,0.6415
2013-08-23,0.6423
2013-08-24,0.6423
2013-08-25,0.6423
2013-08-26,0.642
2013-08-27,0.6432
2013-08-28,0.6441
2013-08-29,0.645
2013-08-30,0.6451
2013-08-31,0.6451
2013-09-01,0.6451
2013-09-02,0.6433
2013-09-03,0.6428
2013-09-04,0.64
2013-09-05,0.6414
2013-09-06,0.6398
2013-09-07,0.6398
2013-09-08,0.6398
2013-09-09,0.6372
2013-09-10,0.6356
2013-09-11,0.6321
2013-09-12,0.6327
2013-09-13,0.6299
2013-09-14,0.6299
2013-09-15,0.6299
2013-09-16,0.6291
2013-09-17,0.6288
2013-09-18,0.6194
2013-09-19,0.6238
2013-09-20,0.6247
2013-09-21,0.6247
2013-09-22,0.6247
2013-09-23,0.6234
2013-09-24,0.6248
2013-09-25,0.6218
2013-09-26,0.6234
2013-09-27,0.6196
2013-09-28,0.6196
2013-09-29,0.6196
2013-09-30,0.6178
2013-10-01,0.6174
2013-10-02,0.6164
2013-10-03,0.619
2013-10-04,0.6245
2013-10-05,0.6245
2013-10-06,0.6245
2013-10-07,0.6213
2013-10-08,0.6218
2013-10-09,0.6267
2013-10-10,0.6263
2013-10-11,0.6268
2013-10-12,0.6268
2013-10-13,0.6268
2013-10-14,0.6257
2013-10-15,0.6251
2013-10-16,0.6269
2013-10-17,0.6186
2013-10-18,0.6185
2013-10-19,0.6185
2013-10-20,0.6185
2013-10-21,0.6193
2013-10-22,0.6159
2013-10-23,0.6187
2013-10-24,0.6172
2013-10-25,0.6185
2013-10-26,0.6185
2013-10-27,0.6185
2013-10-28,0.6195
2013-10-29,0.6232
2013-10-30,0.6235
2013-10-31,0.6235
2013-11-01,0.6279
2013-11-02,0.6279
2013-11-03,0.6279
2013-11-04,0.6262
2013-11-05,0.6232
2013-11-06,0.6219
2013-11-07,0.6213
2013-11-08,0.6243
2013-11-09,0.6243
2013-11-10,0.6243
2013-11-11,0.6254
2013-11-12,0.6288
2013-11-13,0.6228
2013-11-14,0.6224
2013-11-15,0.6205
2013-11-16,0.6205
2013-11-17,0.6205
2013-11-18,0.6208
2013-11-19,0.6203
2013-11-20,0.6209
2013-11-21,0.6173
2013-11-22,0.6163
2013-11-23,0.6163
2013-11-24,0.6163
2013-11-25,0.619
2013-11-26,0.6167
2013-11-27,0.614
2013-11-28,0.6118
2013-11-29,0.611
2013-11-30,0.611
2013-12-01,0.611
2013-12-02,0.6114
2013-12-03,0.6101
2013-12-04,0.6104
2013-12-05,0.6122
2013-12-06,0.6116
2013-12-07,0.6116
2013-12-08,0.6116
2013-12-09,0.6087
2013-12-10,0.6081
2013-12-11,0.6107
2013-12-12,0.6116
2013-12-13,0.6136
2013-12-14,0.6136
2013-12-15,0.6136
2013-12-16,0.6136
2013-12-17,0.6149
2013-12-18,0.6101
2013-12-19,0.6109
2013-12-20,0.6122
2013-12-21,0.6122
2013-12-22,0.6122
2013-12-23,0.6114
2013-12-24,0.6109
2013-12-25,0.6116
2013-12-26,0.6093
2013-12-27,0.6067
2013-12-28,0.6067
2013-12-29,0.6067
2013-12-30,0.606
2013-12-31,0.604
2014-01-01,0.6036
2014-01-02,0.6078
2014-01-03,0.6092
2014-01-04,0.6092
2014-01-05,0.6092
2014-01-06,0.6096
2014-01-07,0.6097
2014-01-08,0.608
2014-01-09,0.6068
2014-01-10,0.6067
2014-01-11,0.6067
2014-01-12,0.6067
2014-01-13,0.6104
2014-01-14,0.6083
2014-01-15,0.6109
2014-01-16,0.6115
2014-01-17,0.6088
2014-01-18,0.6088
2014-01-19,0.6088
2014-01-20,0.6087
2014-01-21,0.6069
2014-01-22,0.6033
2014-01-23,0.601
2014-01-24,0.6067
2014-01-25,0.6067
2014-01-26,0.6067
2014-01-27,0.603
2014-01-28,0.6031
2014-01-29,0.6037
2014-01-30,0.6066
2014-01-31,0.6083
2014-02-01,0.6083
2014-02-02,0.6083
2014-02-03,0.6133
2014-02-04,0.6125
2014-02-05,0.6131
2014-02-06,0.6127
2014-02-07,0.6093
2014-02-08,0.6093
2014-02-09,0.6093
2014-02-10,0.6096
2014-02-11,0.6079
2014-02-12,0.6026
2014-02-13,0.6003
2014-02-14,0.5971
2014-02-15,0.5971
2014-02-16,0.5971
2014-02-17,0.5983
2014-02-18,0.5994
2014-02-19,0.5995
2014-02-20,0.6006
2014-02-21,0.6018
2014-02-22,0.6018
2014-02-23,0.6018
2014-02-24,0.6004
2014-02-25,0.5995
2014-02-26,0.5998
2014-02-27,0.5993
2014-02-28,0.5972
2014-03-01,0.5972
2014-03-02,0.5972
2014-03-03,0.6
2014-03-04,0.6001
2014-03-05,0.598
2014-03-06,0.5974
2014-03-07,0.5983
2014-03-08,0.5983
2014-03-09,0.5983
2014-03-10,0.6008
2014-03-11,0.6018
2014-03-12,0.6018
2014-03-13,0.6015
2014-03-14,0.6007
2014-03-15,0.6007
2014-03-16,0.6007
2014-03-17,0.6011
2014-03-18,0.6027
2014-03-19,0.6046
2014-03-20,0.6059
2014-03-21,0.6066
2014-03-22,0.6066
2014-03-23,0.6066
2014-03-24,0.6061
2014-03-25,0.605
2014-03-26,0.6031
2014-03-27,0.602
2014-03-28,0.601
2014-03-29,0.601
2014-03-30,0.601
2014-03-31,0.6001
2014-04-01,0.6013
2014-04-02,0.6015
2014-04-03,0.6025
2014-04-04,0.6033
2014-04-05,0.6033
2014-04-06,0.6033
2014-04-07,0.6021
2014-04-08,0.5971
2014-04-09,0.5955
2014-04-10,0.5958
2014-04-11,0.5977
2014-04-12,0.5977
2014-04-13,0.5977
2014-04-14,0.5978
2014-04-15,0.5977
2014-04-16,0.5954
2014-04-17,0.5954
2014-04-18,0.5955
2014-04-19,0.5955
2014-04-20,0.5955
2014-04-21,0.5955
2014-04-22,0.5944
2014-04-23,0.5959
2014-04-24,0.5951
2014-04-25,0.5951
2014-04-26,0.5951
2014-04-27,0.5951
2014-04-28,0.595
2014-04-29,0.5943
2014-04-30,0.5927
2014-05-01,0.592
2014-05-02,0.5927
2014-05-03,0.5927
2014-05-04,0.5927
2014-05-05,0.5929
2014-05-06,0.5891
2014-05-07,0.5899
2014-05-08,0.5906
2014-05-09,0.5934
2014-05-10,0.5934
2014-05-11,0.5934
2014-05-12,0.5928
2014-05-13,0.5943
2014-05-14,0.5964
2014-05-15,0.5956
2014-05-16,0.5947
2014-05-17,0.5947
2014-05-18,0.5947
2014-05-19,0.5947
2014-05-20,0.5939
2014-05-21,0.5917
2014-05-22,0.5927
2014-05-23,0.594
2014-05-24,0.594
2014-05-25,0.594
2014-05-26,0.5937
2014-05-27,0.5949
2014-05-28,0.5984
2014-05-29,0.5982
2014-05-30,0.5967
2014-05-31,0.5967
2014-06-01,0.5967
2014-06-02,0.5972
2014-06-03,0.5971
2014-06-04,0.5975
2014-06-05,0.5945
2014-06-06,0.5952
2014-06-07,0.5952
2014-06-08,0.5952
2014-06-09,0.5951
2014-06-10,0.5968
2014-06-11,0.5957
2014-06-12,0.5907
2014-06-13,0.5895
2014-06-14,0.5895
2014-06-15,0.5895
2014-06-16,0.5888
2014-06-17,0.5895
2014-06-18,0.5884
2014-06-19,0.5869
2014-06-20,0.5878
2014-06-21,0.5878
2014-06-22,0.5878
2014-06-23,0.5873
2014-06-24,0.5887
2014-06-25,0.5888
2014-06-26,0.5873
2014-06-27,0.587
2014-06-28,0.587
2014-06-29,0.587
2014-06-30,0.5846
2014-07-01,0.5831
2014-07-02,0.5826
2014-07-03,0.5829
2014-07-04,0.5828
2014-07-05,0.5828
2014-07-06,0.5828
2014-07-07,0.5838
2014-07-08,0.5837
2014-07-09,0.5828
2014-07-10,0.5837
2014-07-11,0.5844
2014-07-12,0.5844
2014-07-13,0.5844
2014-07-14,0.5853
2014-07-15,0.5833
2014-07-16,0.5835
2014-07-17,0.5847
2014-07-18,0.5852
2014-07-19,0.5852
2014-07-20,0.5852
2014-07-21,0.5857
2014-07-22,0.586
2014-07-23,0.5867
2014-07-24,0.5887
2014-07-25,0.5891
2014-07-26,0.5891
2014-07-27,0.5891
2014-07-28,0.5888
2014-07-29,0.5902
2014-07-30,0.5913
2014-07-31,0.5922
2014-08-01,0.5945
2014-08-02,0.5945
2014-08-03,0.5945
2014-08-04,0.593
2014-08-05,0.5922
2014-08-06,0.5933
2014-08-07,0.5941
2014-08-08,0.5961
2014-08-09,0.5961
2014-08-10,0.5961
2014-08-11,0.5957
2014-08-12,0.5948
2014-08-13,0.5992
2014-08-14,0.5993
2014-08-15,0.599
2014-08-16,0.599
2014-08-17,0.599
2014-08-18,0.5978
2014-08-19,0.6018
2014-08-20,0.6026
2014-08-21,0.6032
2014-08-22,0.6034
2014-08-23,0.6034
2014-08-24,0.6034
2014-08-25,0.6032
2014-08-26,0.6046
2014-08-27,0.6033
2014-08-28,0.6029
2014-08-29,0.6025
2014-08-30,0.6025
2014-08-31,0.6025
2014-09-01,0.6021
2014-09-02,0.6072
2014-09-03,0.6075
2014-09-04,0.6123
2014-09-05,0.6125
2014-09-06,0.6125
2014-09-07,0.6125
2014-09-08,0.6209
2014-09-09,0.6209
2014-09-10,0.6169
2014-09-11,0.6151
2014-09-12,0.6147
2014-09-13,0.6147
2014-09-14,0.6147
2014-09-15,0.616
2014-09-16,0.6144
2014-09-17,0.6144
2014-09-18,0.6101
2014-09-19,0.614
2014-09-20,0.614
2014-09-21,0.614
2014-09-22,0.6112
2014-09-23,0.6102
2014-09-24,0.612
2014-09-25,0.6129
2014-09-26,0.6155
2014-09-27,0.6155
2014-09-28,0.6155
2014-09-29,0.6157
2014-09-30,0.6168
2014-10-01,0.6178
2014-10-02,0.6194
2014-10-03,0.6263
2014-10-04,0.6263
2014-10-05,0.6263
2014-10-06,0.6218
2014-10-07,0.6213
2014-10-08,0.6185
2014-10-09,0.6205
2014-10-10,0.622
2014-10-11,0.622
2014-10-12,0.622
2014-10-13,0.6217
2014-10-14,0.6288
2014-10-15,0.6242
2014-10-16,0.6215
2014-10-17,0.6215
2014-10-18,0.6215
2014-10-19,0.6215
2014-10-20,0.6187
2014-10-21,0.6206
2014-10-22,0.6231
2014-10-23,0.6239
2014-10-24,0.6216
2014-10-25,0.6216
2014-10-26,0.6216
2014-10-27,0.6203
2014-10-28,0.6199
2014-10-29,0.6245
2014-10-30,0.6249
2014-10-31,0.6252
2014-11-01,0.6252
2014-11-02,0.6252
2014-11-03,0.6262
2014-11-04,0.6249
2014-11-05,0.6259
2014-11-06,0.6316
2014-11-07,0.6302
2014-11-08,0.6302
2014-11-09,0.6302
2014-11-10,0.6312
2014-11-11,0.6282
2014-11-12,0.6338
2014-11-13,0.6365
2014-11-14,0.6382
2014-11-15,0.6382
2014-11-16,0.6382
2014-11-17,0.6394
2014-11-18,0.6397
2014-11-19,0.6377
2014-11-20,0.6372
2014-11-21,0.6387
2014-11-22,0.6387
2014-11-23,0.6387
2014-11-24,0.6367
2014-11-25,0.6368
2014-11-26,0.6332
2014-11-27,0.6355
2014-11-28,0.6389
2014-11-29,0.6389
2014-11-30,0.6389
2014-12-01,0.6357
2014-12-02,0.6394
2014-12-03,0.6376
2014-12-04,0.638
2014-12-05,0.6416
2014-12-06,0.6416
2014-12-07,0.6416
2014-12-08,0.6389
2014-12-09,0.6383
2014-12-10,0.6363
2014-12-11,0.6357
2014-12-12,0.6363
2014-12-13,0.6363
2014-12-14,0.6363
2014-12-15,0.6395
2014-12-16,0.6349
2014-12-17,0.642
2014-12-18,0.6382
2014-12-19,0.6399
2014-12-20,0.6399
2014-12-21,0.6399
2014-12-22,0.6415
2014-12-23,0.6443
2014-12-24,0.6428
2014-12-25,0.6428
2014-12-26,0.6427
2014-12-27,0.6427
2014-12-28,0.6427
2014-12-29,0.6444
2014-12-30,0.6425
2014-12-31,0.6419
2015-01-01,0.6417
2015-01-02,0.6523
2015-01-03,0.6523
2015-01-04,0.6523
2015-01-05,0.6557
2015-01-06,0.66
2015-01-07,0.6617
2015-01-08,0.6627
2015-01-09,0.6597
2015-01-10,0.6597
2015-01-11,0.6597
2015-01-12,0.6591
2015-01-13,0.6596
2015-01-14,0.6564
2015-01-15,0.6585
2015-01-16,0.6602
2015-01-17,0.6602
2015-01-18,0.6602
2015-01-19,0.6617
2015-01-20,0.6602
2015-01-21,0.6604
2015-01-22,0.6662
2015-01-23,0.667
2015-01-24,0.667
2015-01-25,0.667
2015-01-26,0.6631
2015-01-27,0.658
2015-01-28,0.6606
2015-01-29,0.6637
2015-01-30,0.6638
2015-01-31,0.6638
2015-02-01,0.6638
2015-02-02,0.665
2015-02-03,0.6594
2015-02-04,0.6587
2015-02-05,0.6524
2015-02-06,0.6559
2015-02-07,0.6559
2015-02-08,0.6559
2015-02-09,0.6573
2015-02-10,0.6556
2015-02-11,0.6562
2015-02-12,0.65
2015-02-13,0.6497
2015-02-14,0.6497
2015-02-15,0.6497
2015-02-16,0.6509
2015-02-17,0.6513
2015-02-18,0.6478
2015-02-19,0.6487
2015-02-20,0.6494
2015-02-21,0.6494
2015-02-22,0.6494
2015-02-23,0.647
2015-02-24,0.6471
2015-02-25,0.644
2015-02-26,0.6491
2015-02-27,0.648
2015-02-28,0.648
2015-03-01,0.648
2015-03-02,0.6508
2015-03-03,0.651
2015-03-04,0.6551
2015-03-05,0.6562
2015-03-06,0.6649
2015-03-07,0.6649
2015-03-08,0.6649
2015-03-09,0.661
2015-03-10,0.6636
2015-03-11,0.6698
2015-03-12,0.6719
2015-03-13,0.6782
2015-03-14,0.6782
2015-03-15,0.6782
2015-03-16,0.6744
2015-03-17,0.678
2015-03-18,0.6676
2015-03-19,0.6778
2015-03-20,0.6687
2015-03-21,0.6687
2015-03-22,0.6687
2015-03-23,0.6687
2015-03-24,0.6734
2015-03-25,0.672
2015-03-26,0.6734
2015-03-27,0.6724
2015-03-28,0.6724
2015-03-29,0.6724
2015-03-30,0.6751
2015-03-31,0.6748
2015-04-01,0.6746
2015-04-02,0.6744
2015-04-03,0.6702
2015-04-04,0.6702
2015-04-05,0.6702
2015-04-06,0.672
2015-04-07,0.6753
2015-04-08,0.6726
2015-04-09,0.6796
2015-04-10,0.6834
2015-04-11,0.6834
2015-04-12,0.6834
2015-04-13,0.6814
2015-04-14,0.6765
2015-04-15,0.6737
2015-04-16,0.6696
2015-04-17,0.6683
2015-04-18,0.6683
2015-04-19,0.6683
2015-04-20,0.6708
2015-04-21,0.67
2015-04-22,0.665
2015-04-23,0.6641
2015-04-24,0.6584
2015-04-25,0.6584
2015-04-26,0.6584
2015-04-27,0.6563
2015-04-28,0.652
2015-04-29,0.6477
2015-04-30,0.6514
2015-05-01,0.6603
2015-05-02,0.6603
2015-05-03,0.6603
2015-05-04,0.6614
2015-05-05,0.6587
2015-05-06,0.6559
2015-05-07,0.6558
2015-05-08,0.6478
2015-05-09,0.6478
2015-05-10,0.6478
2015-05-11,0.6416
2015-05-12,0.6381
2015-05-13,0.6351
2015-05-14,0.6339
2015-05-15,0.6359
2015-05-16,0.6359
2015-05-17,0.6359
2015-05-18,0.6389
2015-05-19,0.6447
2015-05-20,0.6437
2015-05-21,0.6385
2015-05-22,0.6455
2015-05-23,0.6455
2015-05-24,0.6455
2015-05-25,0.6464
2015-05-26,0.6501
2015-05-27,0.6513
2015-05-28,0.653
2015-05-29,0.6539
2015-05-30,0.6539
2015-05-31,0.6539
2015-06-01,0.6578
2015-06-02,0.6517
2015-06-03,0.6519
2015-06-04,0.6508
2015-06-05,0.655
2015-06-06,0.655
2015-06-07,0.655
2015-06-08,0.6515
2015-06-09,0.65
2015-06-10,0.6439
2015-06-11,0.6445
2015-06-12,0.6426
2015-06-13,0.6426
2015-06-14,0.6426
2015-06-15,0.641
2015-06-16,0.639
2015-06-17,0.6316
2015-06-18,0.6297
2015-06-19,0.6298
2015-06-20,0.6298
2015-06-21,0.6298
2015-06-22,0.6319
2015-06-23,0.6358
2015-06-24,0.6367
2015-06-25,0.6351
2015-06-26,0.635
2015-06-27,0.635
2015-06-28,0.635
2015-06-29,0.6354
2015-06-30,0.6367
2015-07-01,0.6403
2015-07-02,0.6406
2015-07-03,0.6423
2015-07-04,0.6423
2015-07-05,0.6423
2015-07-06,0.6408
2015-07-07,0.6468
2015-07-08,0.651
2015-07-09,0.6502
2015-07-10,0.6444
2015-07-11,0.6444
2015-07-12,0.6444
2015-07-13,0.6457
2015-07-14,0.6395
2015-07-15,0.6394
2015-07-16,0.6406
2015-07-17,0.6408
2015-07-18,0.6408
2015-07-19,0.6408
2015-07-20,0.6425
2015-07-21,0.6428
2015-07-22,0.6405
2015-07-23,0.6446
2015-07-24,0.6448
2015-07-25,0.6448
2015-07-26,0.6448
2015-07-27,0.6427
2015-07-28,0.6405
2015-07-29,0.6408
2015-07-30,0.641
2015-07-31,0.6401
2015-08-01,0.6401
2015-08-02,0.6401
2015-08-03,0.6416
2015-08-04,0.6425
2015-08-05,0.6409
2015-08-06,0.6446
2015-08-07,0.6454
2015-08-08,0.6454
2015-08-09,0.6454
2015-08-10,0.6413
2015-08-11,0.6422
2015-08-12,0.6405
2015-08-13,0.6406
2015-08-14,0.6393
2015-08-15,0.6393
2015-08-16,0.6393
2015-08-17,0.6416
2015-08-18,0.6386
2015-08-19,0.6378
2015-08-20,0.6374
2015-08-21,0.6371
2015-08-22,0.6371
2015-08-23,0.6371
2015-08-24,0.6339
2015-08-25,0.6375
2015-08-26,0.6467
2015-08-27,0.6492
2015-08-28,0.6498
2015-08-29,0.6498
2015-08-30,0.6498
2015-08-31,0.6517
2015-09-01,0.6534
2015-09-02,0.6536
2015-09-03,0.6554
2015-09-04,0.6592
2015-09-05,0.6592
2015-09-06,0.6592
2015-09-07,0.6547
2015-09-08,0.6495
2015-09-09,0.6507
2015-09-10,0.6475
2015-09-11,0.6481
2015-09-12,0.6481
2015-09-13,0.6481
2015-09-14,0.6482
2015-09-15,0.6517
2015-09-16,0.6454
2015-09-17,0.6414
2015-09-18,0.6439
2015-09-19,0.6439
2015-09-20,0.6439
2015-09-21,0.6449
2015-09-22,0.6508
2015-09-23,0.656
2015-09-24,0.656
2015-09-25,0.6589
2015-09-26,0.6589
2015-09-27,0.6589
2015-09-28,0.6591
2015-09-29,0.66
2015-09-30,0.661
2015-10-01,0.6609
2015-10-02,0.6588
2015-10-03,0.6588
2015-10-04,0.6588
2015-10-05,0.6602
2015-10-06,0.6567
2015-10-07,0.6528
2015-10-08,0.6515
2015-10-09,0.6529
2015-10-10,0.6529
2015-10-11,0.6529
2015-10-12,0.6515
2015-10-13,0.6558
2015-10-14,0.6461
2015-10-15,0.6469
2015-10-16,0.6477
2015-10-17,0.6477
2015-10-18,0.6477
2015-10-19,0.6466
2015-10-20,0.6475
2015-10-21,0.6486
2015-10-22,0.6496
2015-10-23,0.653
2015-10-24,0.653
2015-10-25,0.653
2015-10-26,0.6514
2015-10-27,0.6536
2015-10-28,0.6552
2015-10-29,0.6532
2015-10-30,0.6481
2015-10-31,0.6481
2015-11-01,0.6481
2015-11-02,0.6486
2015-11-03,0.6485
2015-11-04,0.65
2015-11-05,0.6575
2015-11-06,0.6645
2015-11-07,0.6645
2015-11-08,0.6645
2015-11-09,0.6616
2015-11-10,0.6614
2015-11-11,0.6573
2015-11-12,0.6565
2015-11-13,0.6563
2015-11-14,0.6563
2015-11-15,0.6563
2015-11-16,0.6578
2015-11-17,0.6573
2015-11-18,0.6563
2015-11-19,0.654
2015-11-20,0.6583
2015-11-21,0.6583
2015-11-22,0.6583
2015-11-23,0.6613
2015-11-24,0.663
2015-11-25,0.661
2015-11-26,0.6622
2015-11-27,0.665
2015-11-28,0.665
2015-11-29,0.665
2015-11-30,0.6642
2015-12-01,0.663
2015-12-02,0.6688
2015-12-03,0.6603
2015-12-04,0.6617
2015-12-05,0.6617
2015-12-06,0.6617
2015-12-07,0.6642
2015-12-08,0.6663
2015-12-09,0.6587
2015-12-10,0.6596
2015-12-11,0.6567
2015-12-12,0.6567
2015-12-13,0.6567
2015-12-14,0.6604
2015-12-15,0.6649
2015-12-16,0.6665
2015-12-17,0.671
2015-12-18,0.6713
2015-12-19,0.6713
2015-12-20,0.6713
2015-12-21,0.6718
2015-12-22,0.6744
2015-12-23,0.6725
2015-12-24,0.6707
2015-12-25,0.674
2015-12-26,0.674
2015-12-27,0.674
2015-12-28,0.6721
2015-12-29,0.6749
2015-12-30,0.675
2015-12-31,0.6786
2016-01-01,0.6768
2016-01-02,0.6768
2016-01-03,0.6768
2016-01-04,0.6795
2016-01-05,0.6815
2016-01-06,0.6835
2016-01-07,0.6841
2016-01-08,0.6888
2016-01-09,0.6888
2016-01-10,0.6888
2016-01-11,0.6876
2016-01-12,0.6921
2016-01-13,0.6941
2016-01-14,0.6938
2016-01-15,0.7015
2016-01-16,0.7015
2016-01-17,0.7015
2016-01-18,0.7021
2016-01-19,0.7063
2016-01-20,0.7047
2016-01-21,0.7032
2016-01-22,0.7011
2016-01-23,0.7011
2016-01-24,0.7011
2016-01-25,0.7018
2016-01-26,0.6969
2016-01-27,0.7026
2016-01-28,0.6963
2016-01-29,0.702
2016-01-30,0.702
2016-01-31,0.702
2016-02-01,0.6928
2016-02-02,0.694
2016-02-03,0.6848
2016-02-04,0.6854
2016-02-05,0.6896
2016-02-06,0.6896
2016-02-07,0.6896
2016-02-08,0.6929
2016-02-09,0.691
2016-02-10,0.6885
2016-02-11,0.6908
2016-02-12,0.6894
2016-02-13,0.6894
2016-02-14,0.6894
2016-02-15,0.6928
2016-02-16,0.699
2016-02-17,0.6997
2016-02-18,0.6973
2016-02-19,0.6941
2016-02-20,0.6941
2016-02-21,0.6941
2016-02-22,0.7067
2016-02-23,0.7132
2016-02-24,0.7181
2016-02-25,0.7162
2016-02-26,0.7208
2016-02-27,0.7208
2016-02-28,0.7208
2016-02-29,0.7185
2016-03-01,0.7169
2016-03-02,0.7103
2016-03-03,0.7055
2016-03-04,0.7029
2016-03-05,0.7029
2016-03-06,0.7029
2016-03-07,0.701
2016-03-08,0.7034
2016-03-09,0.7034
2016-03-10,0.7003
2016-03-11,0.6954
2016-03-12,0.6954
2016-03-13,0.6954
2016-03-14,0.6992
2016-03-15,0.7067
2016-03-16,0.7012
2016-03-17,0.6905
2016-03-18,0.6908
2016-03-19,0.6908
2016-03-20,0.6908
2016-03-21,0.6959
2016-03-22,0.7038
2016-03-23,0.7084
2016-03-24,0.7066
2016-03-25,0.7075
2016-03-26,0.7075
2016-03-27,0.7075
2016-03-28,0.7016
2016-03-29,0.6951
2016-03-30,0.6955
2016-03-31,0.6963
2016-04-01,0.7029
2016-04-02,0.7029
2016-04-03,0.7029
2016-04-04,0.7011
2016-04-05,0.7062
2016-04-06,0.7081
2016-04-07,0.7114
2016-04-08,0.7079
2016-04-09,0.7079
2016-04-10,0.7079
2016-04-11,0.7024
2016-04-12,0.7005
2016-04-13,0.704
2016-04-14,0.7064
2016-04-15,0.704
2016-04-16,0.704
2016-04-17,0.704
2016-04-18,0.7004
2016-04-19,0.6945
2016-04-20,0.6978
2016-04-21,0.6982
2016-04-22,0.6941
2016-04-23,0.6941
2016-04-24,0.6941
2016-04-25,0.6905
2016-04-26,0.6858
2016-04-27,0.6876
2016-04-28,0.6846
2016-04-29,0.6844
2016-04-30,0.6844
2016-05-01,0.6844
2016-05-02,0.6815
2016-05-03,0.688
2016-05-04,0.6899
2016-05-05,0.6904
2016-05-06,0.6931
2016-05-07,0.6931
2016-05-08,0.6931
2016-05-09,0.6941
2016-05-10,0.6923
2016-05-11,0.6922
2016-05-12,0.692
2016-05-13,0.6963
2016-05-14,0.6963
2016-05-15,0.6963
2016-05-16,0.6944
2016-05-17,0.6914
2016-05-18,0.685
2016-05-19,0.6844
2016-05-20,0.6897
2016-05-21,0.6897
2016-05-22,0.6897
2016-05-23,0.6904
2016-05-24,0.6833
2016-05-25,0.6804
2016-05-26,0.6817
2016-05-27,0.6839
2016-05-28,0.6839
2016-05-29,0.6839
2016-05-30,0.6831
2016-05-31,0.6905
2016-06-01,0.6937
2016-06-02,0.6933
2016-06-03,0.6888
2016-06-04,0.6888
2016-06-05,0.6888
