,USDGBP BGN Curncy
2010-06-21,0.6776
2010-06-22,0.675
2010-06-23,0.6686
2010-06-24,0.6695
2010-06-25,0.6638
2010-06-26,0.6638
2010-06-27,0.6638
2010-06-28,0.662
2010-06-29,0.6637
2010-06-30,0.6691
2010-07-01,0.6589
2010-07-02,0.6581
2010-07-03,0.6581
2010-07-04,0.6581
2010-07-05,0.6607
2010-07-06,0.6601
2010-07-07,0.6584
2010-07-08,0.6593
2010-07-09,0.6638
2010-07-10,0.6638
2010-07-11,0.6638
2010-07-12,0.6652
2010-07-13,0.6589
2010-07-14,0.655
2010-07-15,0.6467
2010-07-16,0.6535
2010-07-17,0.6535
2010-07-18,0.6535
2010-07-19,0.6566
2010-07-20,0.6551
2010-07-21,0.6595
2010-07-22,0.6554
2010-07-23,0.6483
2010-07-24,0.6483
2010-07-25,0.6483
2010-07-26,0.6456
2010-07-27,0.6413
2010-07-28,0.6411
2010-07-29,0.6405
2010-07-30,0.6373
2010-07-31,0.6373
2010-08-01,0.6373
2010-08-02,0.6295
2010-08-03,0.6268
2010-08-04,0.6296
2010-08-05,0.6291
2010-08-06,0.6272
2010-08-07,0.6272
2010-08-08,0.6272
2010-08-09,0.6293
2010-08-10,0.6308
2010-08-11,0.6387
2010-08-12,0.6419
2010-08-13,0.6414
2010-08-14,0.6414
2010-08-15,0.6414
2010-08-16,0.6384
2010-08-17,0.6416
2010-08-18,0.6413
2010-08-19,0.6411
2010-08-20,0.6437
2010-08-21,0.6437
2010-08-22,0.6437
2010-08-23,0.6447
2010-08-24,0.6496
2010-08-25,0.6469
2010-08-26,0.644
2010-08-27,0.644
2010-08-28,0.644
2010-08-29,0.644
2010-08-30,0.6468
2010-08-31,0.6515
2010-09-01,0.6471
2010-09-02,0.6493
2010-09-03,0.6472
2010-09-04,0.6472
2010-09-05,0.6472
2010-09-06,0.6496
2010-09-07,0.6511
2010-09-08,0.6464
2010-09-09,0.6481
2010-09-10,0.6511
2010-09-11,0.6511
2010-09-12,0.6511
2010-09-13,0.6481
2010-09-14,0.6436
2010-09-15,0.6401
2010-09-16,0.64
2010-09-17,0.6397
2010-09-18,0.6397
2010-09-19,0.6397
2010-09-20,0.6432
2010-09-21,0.6401
2010-09-22,0.6384
2010-09-23,0.6376
2010-09-24,0.6319
2010-09-25,0.6319
2010-09-26,0.6319
2010-09-27,0.6318
2010-09-28,0.6328
2010-09-29,0.6335
2010-09-30,0.6363
2010-10-01,0.6321
2010-10-02,0.6321
2010-10-03,0.6321
2010-10-04,0.6317
2010-10-05,0.6293
2010-10-06,0.6293
2010-10-07,0.6298
2010-10-08,0.6265
2010-10-09,0.6265
2010-10-10,0.6265
2010-10-11,0.6296
2010-10-12,0.6326
2010-10-13,0.629
2010-10-14,0.6246
2010-10-15,0.6253
2010-10-16,0.6253
2010-10-17,0.6253
2010-10-18,0.6299
2010-10-19,0.6366
2010-10-20,0.631
2010-10-21,0.6368
2010-10-22,0.6377
2010-10-23,0.6377
2010-10-24,0.6377
2010-10-25,0.636
2010-10-26,0.6311
2010-10-27,0.6342
2010-10-28,0.6271
2010-10-29,0.6235
2010-10-30,0.6235
2010-10-31,0.6235
2010-11-01,0.6236
2010-11-02,0.6234
2010-11-03,0.6218
2010-11-04,0.6147
2010-11-05,0.618
2010-11-06,0.618
2010-11-07,0.618
2010-11-08,0.6196
2010-11-09,0.6256
2010-11-10,0.6203
2010-11-11,0.6202
2010-11-12,0.6206
2010-11-13,0.6206
2010-11-14,0.6206
2010-11-15,0.6229
2010-11-16,0.6296
2010-11-17,0.6286
2010-11-18,0.6234
2010-11-19,0.6258
2010-11-20,0.6258
2010-11-21,0.6258
2010-11-22,0.6267
2010-11-23,0.6339
2010-11-24,0.634
2010-11-25,0.6345
2010-11-26,0.6414
2010-11-27,0.6414
2010-11-28,0.6414
2010-11-29,0.6421
2010-11-30,0.6426
2010-12-01,0.6401
2010-12-02,0.641
2010-12-03,0.6338
2010-12-04,0.6338
2010-12-05,0.6338
2010-12-06,0.6363
2010-12-07,0.6346
2010-12-08,0.6327
2010-12-09,0.6341
2010-12-10,0.6328
2010-12-11,0.6328
2010-12-12,0.6328
2010-12-13,0.6304
2010-12-14,0.6339
2010-12-15,0.6433
2010-12-16,0.6397
2010-12-17,0.6437
2010-12-18,0.6437
2010-12-19,0.6437
2010-12-20,0.6446
2010-12-21,0.6464
2010-12-22,0.65
2010-12-23,0.6482
2010-12-24,0.6475
2010-12-25,0.6475
2010-12-26,0.6475
2010-12-27,0.6485
2010-12-28,0.6507
2010-12-29,0.6452
2010-12-30,0.6483
2010-12-31,0.6405
2011-01-01,0.6405
2011-01-02,0.6405
2011-01-03,0.6456
2011-01-04,0.6416
2011-01-05,0.6446
2011-01-06,0.6463
2011-01-07,0.6432
2011-01-08,0.6432
2011-01-09,0.6432
2011-01-10,0.6421
2011-01-11,0.6411
2011-01-12,0.6343
2011-01-13,0.6314
2011-01-14,0.6301
2011-01-15,0.6301
2011-01-16,0.6301
2011-01-17,0.6294
2011-01-18,0.6265
2011-01-19,0.6252
2011-01-20,0.6291
2011-01-21,0.625
2011-01-22,0.625
2011-01-23,0.625
2011-01-24,0.6255
2011-01-25,0.6322
2011-01-26,0.6276
2011-01-27,0.6278
2011-01-28,0.6305
2011-01-29,0.6305
2011-01-30,0.6305
2011-01-31,0.6245
2011-02-01,0.6195
2011-02-02,0.6176
2011-02-03,0.6197
2011-02-04,0.6207
2011-02-05,0.6207
2011-02-06,0.6207
2011-02-07,0.6208
2011-02-08,0.6223
2011-02-09,0.621
2011-02-10,0.6212
2011-02-11,0.6248
2011-02-12,0.6248
2011-02-13,0.6248
2011-02-14,0.6235
2011-02-15,0.6201
2011-02-16,0.6213
2011-02-17,0.6183
2011-02-18,0.6153
2011-02-19,0.6153
2011-02-20,0.6153
2011-02-21,0.6163
2011-02-22,0.6197
2011-02-23,0.6169
2011-02-24,0.6197
2011-02-25,0.6204
2011-02-26,0.6204
2011-02-27,0.6204
2011-02-28,0.6151
2011-03-01,0.6148
2011-03-02,0.6126
2011-03-03,0.6144
2011-03-04,0.6147
2011-03-05,0.6147
2011-03-06,0.6147
2011-03-07,0.6172
2011-03-08,0.6188
2011-03-09,0.6172
2011-03-10,0.6226
2011-03-11,0.6218
2011-03-12,0.6218
2011-03-13,0.6218
2011-03-14,0.6183
2011-03-15,0.622
2011-03-16,0.624
2011-03-17,0.6198
2011-03-18,0.616
2011-03-19,0.616
2011-03-20,0.616
2011-03-21,0.6131
2011-03-22,0.6111
2011-03-23,0.6159
2011-03-24,0.6203
2011-03-25,0.6234
2011-03-26,0.6234
2011-03-27,0.6234
2011-03-28,0.6253
2011-03-29,0.6246
2011-03-30,0.6222
2011-03-31,0.6239
2011-04-01,0.6207
2011-04-02,0.6207
2011-04-03,0.6207
2011-04-04,0.6199
2011-04-05,0.6136
2011-04-06,0.6123
2011-04-07,0.6126
2011-04-08,0.6104
2011-04-09,0.6104
2011-04-10,0.6104
2011-04-11,0.6118
2011-04-12,0.6151
2011-04-13,0.6147
2011-04-14,0.6116
2011-04-15,0.6125
2011-04-16,0.6125
2011-04-17,0.6125
2011-04-18,0.6148
2011-04-19,0.6129
2011-04-20,0.6094
2011-04-21,0.6052
2011-04-22,0.6057
2011-04-23,0.6057
2011-04-24,0.6057
2011-04-25,0.6062
2011-04-26,0.6067
2011-04-27,0.6014
2011-04-28,0.6013
2011-04-29,0.5986
2011-04-30,0.5986
2011-05-01,0.5986
2011-05-02,0.6004
2011-05-03,0.6065
2011-05-04,0.6065
2011-05-05,0.6101
2011-05-06,0.611
2011-05-07,0.611
2011-05-08,0.611
2011-05-09,0.6096
2011-05-10,0.611
2011-05-11,0.6117
2011-05-12,0.6139
2011-05-13,0.6174
2011-05-14,0.6174
2011-05-15,0.6174
2011-05-16,0.6176
2011-05-17,0.6153
2011-05-18,0.6185
2011-05-19,0.6159
2011-05-20,0.6161
2011-05-21,0.6161
2011-05-22,0.6161
2011-05-23,0.6203
2011-05-24,0.618
2011-05-25,0.6145
2011-05-26,0.6096
2011-05-27,0.6057
2011-05-28,0.6057
2011-05-29,0.6057
2011-05-30,0.607
2011-05-31,0.608
2011-06-01,0.6122
2011-06-02,0.6108
2011-06-03,0.6088
2011-06-04,0.6088
2011-06-05,0.6088
2011-06-06,0.6114
2011-06-07,0.608
2011-06-08,0.6096
2011-06-09,0.611
2011-06-10,0.6162
2011-06-11,0.6162
2011-06-12,0.6162
2011-06-13,0.6106
2011-06-14,0.6109
2011-06-15,0.6175
2011-06-16,0.6189
2011-06-17,0.6175
2011-06-18,0.6175
2011-06-19,0.6175
2011-06-20,0.6172
2011-06-21,0.6156
2011-06-22,0.6222
2011-06-23,0.6248
2011-06-24,0.6266
2011-06-25,0.6266
2011-06-26,0.6266
2011-06-27,0.6254
2011-06-28,0.6249
2011-06-29,0.6226
2011-06-30,0.623
2011-07-01,0.6222
2011-07-02,0.6222
2011-07-03,0.6222
2011-07-04,0.6217
2011-07-05,0.6227
2011-07-06,0.6249
2011-07-07,0.626
2011-07-08,0.6228
2011-07-09,0.6228
2011-07-10,0.6228
2011-07-11,0.6287
2011-07-12,0.6284
2011-07-13,0.6209
2011-07-14,0.6195
2011-07-15,0.6198
2011-07-16,0.6198
2011-07-17,0.6198
2011-07-18,0.6228
2011-07-19,0.6202
2011-07-20,0.6191
2011-07-21,0.6123
2011-07-22,0.6135
2011-07-23,0.6135
2011-07-24,0.6135
2011-07-25,0.6144
2011-07-26,0.6096
2011-07-27,0.6123
2011-07-28,0.6107
2011-07-29,0.6089
2011-07-30,0.6089
2011-07-31,0.6089
2011-08-01,0.6136
2011-08-02,0.6136
2011-08-03,0.6087
2011-08-04,0.6151
2011-08-05,0.6101
2011-08-06,0.6101
2011-08-07,0.6101
2011-08-08,0.6128
2011-08-09,0.6129
2011-08-10,0.6198
2011-08-11,0.6158
2011-08-12,0.6143
2011-08-13,0.6143
2011-08-14,0.6143
2011-08-15,0.6101
2011-08-16,0.6077
2011-08-17,0.6045
2011-08-18,0.6054
2011-08-19,0.6074
2011-08-20,0.6074
2011-08-21,0.6074
2011-08-22,0.6078
2011-08-23,0.6063
2011-08-24,0.6107
2011-08-25,0.6142
2011-08-26,0.6109
2011-08-27,0.6109
2011-08-28,0.6109
2011-08-29,0.6094
2011-08-30,0.6135
2011-08-31,0.6154
2011-09-01,0.618
2011-09-02,0.6166
2011-09-03,0.6166
2011-09-04,0.6166
2011-09-05,0.6204
2011-09-06,0.6272
2011-09-07,0.6254
2011-09-08,0.6266
2011-09-09,0.6296
2011-09-10,0.6296
2011-09-11,0.6296
2011-09-12,0.6304
2011-09-13,0.6338
2011-09-14,0.6341
2011-09-15,0.6329
2011-09-16,0.6333
2011-09-17,0.6333
2011-09-18,0.6333
2011-09-19,0.6368
2011-09-20,0.6355
2011-09-21,0.6452
2011-09-22,0.6518
2011-09-23,0.6472
2011-09-24,0.6472
2011-09-25,0.6472
2011-09-26,0.6425
2011-09-27,0.6396
2011-09-28,0.642
2011-09-29,0.6399
2011-09-30,0.6417
2011-10-01,0.6417
2011-10-02,0.6417
2011-10-03,0.648
2011-10-04,0.6456
2011-10-05,0.6468
2011-10-06,0.6475
2011-10-07,0.6426
2011-10-08,0.6426
2011-10-09,0.6426
2011-10-10,0.6383
2011-10-11,0.642
2011-10-12,0.6348
2011-10-13,0.6343
2011-10-14,0.6321
2011-10-15,0.6321
2011-10-16,0.6321
2011-10-17,0.6352
2011-10-18,0.6364
2011-10-19,0.634
2011-10-20,0.6333
2011-10-21,0.6266
2011-10-22,0.6266
2011-10-23,0.6266
2011-10-24,0.6251
2011-10-25,0.625
2011-10-26,0.626
2011-10-27,0.6211
2011-10-28,0.6201
2011-10-29,0.6201
2011-10-30,0.6201
2011-10-31,0.6216
2011-11-01,0.627
2011-11-02,0.627
2011-11-03,0.6233
2011-11-04,0.6235
2011-11-05,0.6235
2011-11-06,0.6235
2011-11-07,0.6228
2011-11-08,0.6215
2011-11-09,0.6281
2011-11-10,0.6276
2011-11-11,0.6222
2011-11-12,0.6222
2011-11-13,0.6222
2011-11-14,0.6286
2011-11-15,0.632
2011-11-16,0.6356
2011-11-17,0.6347
2011-11-18,0.6327
2011-11-19,0.6327
2011-11-20,0.6327
2011-11-21,0.6393
2011-11-22,0.6396
2011-11-23,0.6441
2011-11-24,0.6453
2011-11-25,0.6478
2011-11-26,0.6478
2011-11-27,0.6478
2011-11-28,0.6448
2011-11-29,0.6412
2011-11-30,0.6368
2011-12-01,0.6373
2011-12-02,0.6412
2011-12-03,0.6412
2011-12-04,0.6412
2011-12-05,0.6391
2011-12-06,0.641
2011-12-07,0.6365
2011-12-08,0.6398
2011-12-09,0.6382
2011-12-10,0.6382
2011-12-11,0.6382
2011-12-12,0.6417
2011-12-13,0.646
2011-12-14,0.6466
2011-12-15,0.6446
2011-12-16,0.6433
2011-12-17,0.6433
2011-12-18,0.6433
2011-12-19,0.6452
2011-12-20,0.6384
2011-12-21,0.6379
2011-12-22,0.6378
2011-12-23,0.6415
2011-12-24,0.6415
2011-12-25,0.6415
2011-12-26,0.6398
2011-12-27,0.6381
2011-12-28,0.6469
2011-12-29,0.6487
2011-12-30,0.6435
2011-12-31,0.6435
2012-01-01,0.6435
2012-01-02,0.6447
2012-01-03,0.639
2012-01-04,0.6402
2012-01-05,0.6454
2012-01-06,0.6482
2012-01-07,0.6482
2012-01-08,0.6482
2012-01-09,0.6469
2012-01-10,0.6458
2012-01-11,0.6524
2012-01-12,0.6522
2012-01-13,0.6528
2012-01-14,0.6528
2012-01-15,0.6528
2012-01-16,0.6525
2012-01-17,0.6521
2012-01-18,0.6477
2012-01-19,0.6457
2012-01-20,0.642
2012-01-21,0.642
2012-01-22,0.642
2012-01-23,0.6423
2012-01-24,0.64
2012-01-25,0.6387
2012-01-26,0.6374
2012-01-27,0.6358
2012-01-28,0.6358
2012-01-29,0.6358
2012-01-30,0.6365
2012-01-31,0.6345
2012-02-01,0.6316
2012-02-02,0.6327
2012-02-03,0.6323
2012-02-04,0.6323
2012-02-05,0.6323
2012-02-06,0.632
2012-02-07,0.6291
2012-02-08,0.6322
2012-02-09,0.6322
2012-02-10,0.6348
2012-02-11,0.6348
2012-02-12,0.6348
2012-02-13,0.6343
2012-02-14,0.6372
2012-02-15,0.6372
2012-02-16,0.6329
2012-02-17,0.6318
2012-02-18,0.6318
2012-02-19,0.6318
2012-02-20,0.6309
2012-02-21,0.6338
2012-02-22,0.6382
2012-02-23,0.6351
2012-02-24,0.63
2012-02-25,0.63
2012-02-26,0.63
2012-02-27,0.632
2012-02-28,0.6289
2012-02-29,0.6283
2012-03-01,0.6267
2012-03-02,0.6316
2012-03-03,0.6316
2012-03-04,0.6316
2012-03-05,0.6303
2012-03-06,0.6363
2012-03-07,0.6353
2012-03-08,0.6317
2012-03-09,0.638
2012-03-10,0.638
2012-03-11,0.638
2012-03-12,0.6393
2012-03-13,0.6368
2012-03-14,0.6379
2012-03-15,0.6365
2012-03-16,0.6311
2012-03-17,0.6311
2012-03-18,0.6311
2012-03-19,0.6292
2012-03-20,0.6304
2012-03-21,0.63
2012-03-22,0.6321
2012-03-23,0.6301
2012-03-24,0.6301
2012-03-25,0.6301
2012-03-26,0.6261
2012-03-27,0.6269
2012-03-28,0.6294
2012-03-29,0.6266
2012-03-30,0.6246
2012-03-31,0.6246
2012-04-01,0.6246
2012-04-02,0.624
2012-04-03,0.6284
2012-04-04,0.6293
2012-04-05,0.6318
2012-04-06,0.6299
2012-04-07,0.6299
2012-04-08,0.6299
2012-04-09,0.6292
2012-04-10,0.6305
2012-04-11,0.6287
2012-04-12,0.6265
2012-04-13,0.631
2012-04-14,0.631
2012-04-15,0.631
2012-04-16,0.6289
2012-04-17,0.628
2012-04-18,0.6242
2012-04-19,0.623
2012-04-20,0.6203
2012-04-21,0.6203
2012-04-22,0.6203
2012-04-23,0.6199
2012-04-24,0.6194
2012-04-25,0.6187
2012-04-26,0.6179
2012-04-27,0.6148
2012-04-28,0.6148
2012-04-29,0.6148
2012-04-30,0.616
2012-05-01,0.6165
2012-05-02,0.6173
2012-05-03,0.6181
2012-05-04,0.6192
2012-05-05,0.6192
2012-05-06,0.6192
2012-05-07,0.6177
2012-05-08,0.6189
2012-05-09,0.62
2012-05-10,0.6194
2012-05-11,0.6223
2012-05-12,0.6223
2012-05-13,0.6223
2012-05-14,0.6214
2012-05-15,0.6253
2012-05-16,0.6285
2012-05-17,0.6331
2012-05-18,0.6324
2012-05-19,0.6324
2012-05-20,0.6324
2012-05-21,0.6315
2012-05-22,0.6345
2012-05-23,0.6373
2012-05-24,0.6381
2012-05-25,0.6384
2012-05-26,0.6384
2012-05-27,0.6384
2012-05-28,0.6376
2012-05-29,0.6394
2012-05-30,0.6461
2012-05-31,0.6491
2012-06-01,0.6509
2012-06-02,0.6509
2012-06-03,0.6509
2012-06-04,0.6501
2012-06-05,0.6501
2012-06-06,0.6453
2012-06-07,0.644
2012-06-08,0.6463
2012-06-09,0.6463
2012-06-10,0.6463
2012-06-11,0.6458
2012-06-12,0.6422
2012-06-13,0.645
2012-06-14,0.6426
2012-06-15,0.6363
2012-06-16,0.6363
2012-06-17,0.6363
2012-06-18,0.6383
2012-06-19,0.636
2012-06-20,0.6362
2012-06-21,0.6414
2012-06-22,0.6415
2012-06-23,0.6415
2012-06-24,0.6415
2012-06-25,0.6421
2012-06-26,0.6393
2012-06-27,0.6424
2012-06-28,0.6444
2012-06-29,0.6367
2012-06-30,0.6367
2012-07-01,0.6367
2012-07-02,0.6373
2012-07-03,0.6374
2012-07-04,0.6414
2012-07-05,0.6441
2012-07-06,0.6455
2012-07-07,0.6455
2012-07-08,0.6455
2012-07-09,0.6441
2012-07-10,0.6444
2012-07-11,0.645
2012-07-12,0.6481
2012-07-13,0.6421
2012-07-14,0.6421
2012-07-15,0.6421
2012-07-16,0.6396
2012-07-17,0.6388
2012-07-18,0.6389
2012-07-19,0.6359
2012-07-20,0.6401
2012-07-21,0.6401
2012-07-22,0.6401
2012-07-23,0.6448
2012-07-24,0.6449
2012-07-25,0.6452
2012-07-26,0.6375
2012-07-27,0.635
2012-07-28,0.635
2012-07-29,0.635
2012-07-30,0.6365
2012-07-31,0.6378
2012-08-01,0.6437
2012-08-02,0.6446
2012-08-03,0.6393
2012-08-04,0.6393
2012-08-05,0.6393
2012-08-06,0.6409
2012-08-07,0.6401
2012-08-08,0.6387
2012-08-09,0.6394
2012-08-10,0.6374
2012-08-11,0.6374
2012-08-12,0.6374
2012-08-13,0.6376
2012-08-14,0.6379
2012-08-15,0.6376
2012-08-16,0.6356
2012-08-17,0.637
2012-08-18,0.637
2012-08-19,0.637
2012-08-20,0.6365
2012-08-21,0.6334
2012-08-22,0.6297
2012-08-23,0.6305
2012-08-24,0.6325
2012-08-25,0.6325
2012-08-26,0.6325
2012-08-27,0.6332
2012-08-28,0.6322
2012-08-29,0.6316
2012-08-30,0.6335
2012-08-31,0.6303
2012-09-01,0.6303
2012-09-02,0.6303
2012-09-03,0.6295
2012-09-04,0.6301
2012-09-05,0.6288
2012-09-06,0.6277
2012-09-07,0.6247
2012-09-08,0.6247
2012-09-09,0.6247
2012-09-10,0.6254
2012-09-11,0.6223
2012-09-12,0.6208
2012-09-13,0.619
2012-09-14,0.6167
2012-09-15,0.6167
2012-09-16,0.6167
2012-09-17,0.6154
2012-09-18,0.6156
2012-09-19,0.6165
2012-09-20,0.6167
2012-09-21,0.6162
2012-09-22,0.6162
2012-09-23,0.6162
2012-09-24,0.6165
2012-09-25,0.6178
2012-09-26,0.6186
2012-09-27,0.6159
2012-09-28,0.6185
2012-09-29,0.6185
2012-09-30,0.6185
2012-10-01,0.6199
2012-10-02,0.6199
2012-10-03,0.6221
2012-10-04,0.6176
2012-10-05,0.6197
2012-10-06,0.6197
2012-10-07,0.6197
2012-10-08,0.624
2012-10-09,0.6248
2012-10-10,0.6247
2012-10-11,0.6232
2012-10-12,0.6223
2012-10-13,0.6223
2012-10-14,0.6223
2012-10-15,0.6223
2012-10-16,0.6207
2012-10-17,0.6193
2012-10-18,0.6233
2012-10-19,0.6249
2012-10-20,0.6249
2012-10-21,0.6249
2012-10-22,0.6244
2012-10-23,0.6268
2012-10-24,0.6235
2012-10-25,0.6204
2012-10-26,0.6209
2012-10-27,0.6209
2012-10-28,0.6209
2012-10-29,0.6237
2012-10-30,0.6222
2012-10-31,0.62
2012-11-01,0.62
2012-11-02,0.6241
2012-11-03,0.6241
2012-11-04,0.6241
2012-11-05,0.6258
2012-11-06,0.6252
2012-11-07,0.6256
2012-11-08,0.6256
2012-11-09,0.6291
2012-11-10,0.6291
2012-11-11,0.6291
2012-11-12,0.6298
2012-11-13,0.6301
2012-11-14,0.6313
2012-11-15,0.6303
2012-11-16,0.6296
2012-11-17,0.6296
2012-11-18,0.6296
2012-11-19,0.6286
2012-11-20,0.6279
2012-11-21,0.6268
2012-11-22,0.6274
2012-11-23,0.6239
2012-11-24,0.6239
2012-11-25,0.6239
2012-11-26,0.624
2012-11-27,0.6242
2012-11-28,0.6245
2012-11-29,0.6234
2012-11-30,0.6245
2012-12-01,0.6245
2012-12-02,0.6245
2012-12-03,0.6214
2012-12-04,0.6211
2012-12-05,0.6213
2012-12-06,0.623
2012-12-07,0.6234
2012-12-08,0.6234
2012-12-09,0.6234
2012-12-10,0.622
2012-12-11,0.6206
2012-12-12,0.6193
2012-12-13,0.6206
2012-12-14,0.6183
2012-12-15,0.6183
2012-12-16,0.6183
2012-12-17,0.6171
2012-12-18,0.6153
2012-12-19,0.6155
2012-12-20,0.6143
2012-12-21,0.6184
2012-12-22,0.6184
2012-12-23,0.6184
2012-12-24,0.6203
2012-12-25,0.6201
2012-12-26,0.6197
2012-12-27,0.6211
2012-12-28,0.6189
2012-12-29,0.6189
2012-12-30,0.6189
2012-12-31,0.6154
2013-01-01,0.6155
2013-01-02,0.6152
2013-01-03,0.6208
2013-01-04,0.6223
2013-01-05,0.6223
2013-01-06,0.6223
2013-01-07,0.6205
2013-01-08,0.6228
2013-01-09,0.6241
2013-01-10,0.6185
2013-01-11,0.6198
2013-01-12,0.6198
2013-01-13,0.6198
2013-01-14,0.622
2013-01-15,0.6225
2013-01-16,0.6247
2013-01-17,0.6253
2013-01-18,0.6302
2013-01-19,0.6302
2013-01-20,0.6302
2013-01-21,0.6317
2013-01-22,0.6313
2013-01-23,0.6311
2013-01-24,0.6333
2013-01-25,0.6329
2013-01-26,0.6329
2013-01-27,0.6329
2013-01-28,0.6372
2013-01-29,0.6344
2013-01-30,0.6329
2013-01-31,0.6306
2013-02-01,0.6372
2013-02-02,0.6372
2013-02-03,0.6372
2013-02-04,0.6345
2013-02-05,0.6386
2013-02-06,0.6385
2013-02-07,0.6364
2013-02-08,0.6328
2013-02-09,0.6328
2013-02-10,0.6328
2013-02-11,0.6386
2013-02-12,0.6385
2013-02-13,0.6434
2013-02-14,0.6454
2013-02-15,0.6444
2013-02-16,0.6444
2013-02-17,0.6444
2013-02-18,0.6466
2013-02-19,0.6483
2013-02-20,0.6564
2013-02-21,0.6555
2013-02-22,0.6595
2013-02-23,0.6595
2013-02-24,0.6595
2013-02-25,0.6594
2013-02-26,0.6612
2013-02-27,0.6597
2013-02-28,0.6594
2013-03-01,0.665
2013-03-02,0.665
2013-03-03,0.665
2013-03-04,0.6616
2013-03-05,0.6611
2013-03-06,0.666
2013-03-07,0.666
2013-03-08,0.67
2013-03-09,0.67
2013-03-10,0.67
2013-03-11,0.6705
2013-03-12,0.671
2013-03-13,0.6701
2013-03-14,0.663
2013-03-15,0.6617
2013-03-16,0.6617
2013-03-17,0.6617
