,USDPLN BGN Curncy
2016-06-06,3.8372
2016-06-07,3.8325
2016-06-08,3.7906
2016-06-09,3.8307
2016-06-10,3.8917
2016-06-11,3.8917
2016-06-12,3.8917
2016-06-13,3.9082
2016-06-14,3.9562
2016-06-15,3.9316
2016-06-16,3.9441
2016-06-17,3.9138
2016-06-18,3.9138
2016-06-19,3.9138
2016-06-20,3.8807
2016-06-21,3.9088
2016-06-22,3.8699
2016-06-23,3.8345
2016-06-24,3.999
2016-06-25,3.999
2016-06-26,3.999
2016-06-27,4.0488
2016-06-28,3.9961
2016-06-29,3.9728
2016-06-30,3.942
2016-07-01,3.9624
2016-07-02,3.9624
2016-07-03,3.9624
2016-07-04,3.977
2016-07-05,4.0078
2016-07-06,3.9995
2016-07-07,4.0079
2016-07-08,3.992
2016-07-09,3.992
2016-07-10,3.992
2016-07-11,4.0035
2016-07-12,3.9735
2016-07-13,3.9731
2016-07-14,3.9652
2016-07-15,4.0123
2016-07-16,4.0123
2016-07-17,4.0123
2016-07-18,3.9447
2016-07-19,3.9754
2016-07-20,3.9717
2016-07-21,3.9562
2016-07-22,3.9767
2016-07-23,3.9767
2016-07-24,3.9767
2016-07-25,3.9676
2016-07-26,3.9722
2016-07-27,3.9523
2016-07-28,3.9385
2016-07-29,3.8988
2016-07-30,3.8988
2016-07-31,3.8988
2016-08-01,3.9046
2016-08-02,3.8537
2016-08-03,3.8401
2016-08-04,3.8531
2016-08-05,3.8592
2016-08-06,3.8592
2016-08-07,3.8592
2016-08-08,3.8484
2016-08-09,3.833
2016-08-10,3.8158
2016-08-11,3.8261
2016-08-12,3.8276
2016-08-13,3.8276
2016-08-14,3.8276
2016-08-15,3.8172
2016-08-16,3.7893
2016-08-17,3.7983
2016-08-18,3.7801
2016-08-19,3.8063
2016-08-20,3.8063
2016-08-21,3.8063
2016-08-22,3.8073
2016-08-23,3.8123
2016-08-24,3.8258
2016-08-25,3.8406
2016-08-26,3.872
2016-08-27,3.872
2016-08-28,3.872
2016-08-29,3.8825
2016-08-30,3.9113
2016-08-31,3.9076
2016-09-01,3.8935
2016-09-02,3.9145
2016-09-03,3.9145
2016-09-04,3.9145
2016-09-05,3.8943
2016-09-06,3.8503
2016-09-07,3.8433
2016-09-08,3.8424
2016-09-09,3.8644
2016-09-10,3.8644
2016-09-11,3.8644
2016-09-12,3.8712
2016-09-13,3.8805
2016-09-14,3.8552
2016-09-15,3.8474
2016-09-16,3.8626
2016-09-17,3.8626
2016-09-18,3.8626
2016-09-19,3.8487
2016-09-20,3.8573
2016-09-21,3.8345
2016-09-22,3.8177
2016-09-23,3.8317
2016-09-24,3.8317
2016-09-25,3.8317
2016-09-26,3.821
2016-09-27,3.8195
2016-09-28,3.8297
2016-09-29,3.8342
2016-09-30,3.8229
2016-10-01,3.8229
2016-10-02,3.8229
2016-10-03,3.8318
2016-10-04,3.8444
2016-10-05,3.8389
2016-10-06,3.8373
2016-10-07,3.8212
2016-10-08,3.8212
2016-10-09,3.8212
2016-10-10,3.8289
2016-10-11,3.8756
2016-10-12,3.9034
2016-10-13,3.8844
2016-10-14,3.9302
2016-10-15,3.9302
2016-10-16,3.9302
2016-10-17,3.9289
2016-10-18,3.9291
2016-10-19,3.9267
2016-10-20,3.9534
2016-10-21,3.9718
2016-10-22,3.9718
2016-10-23,3.9718
2016-10-24,3.9649
2016-10-25,3.965
2016-10-26,3.9657
2016-10-27,3.982
2016-10-28,3.9494
2016-10-29,3.9494
2016-10-30,3.9494
2016-10-31,3.9216
2016-11-01,3.8906
2016-11-02,3.8968
2016-11-03,3.8876
2016-11-04,3.885
2016-11-05,3.885
2016-11-06,3.885
2016-11-07,3.9204
2016-11-08,3.9303
2016-11-09,3.9806
2016-11-10,4.0121
2016-11-11,4.0724
2016-11-12,4.0724
2016-11-13,4.0724
2016-11-14,4.1193
2016-11-15,4.1079
2016-11-16,4.1678
2016-11-17,4.1738
2016-11-18,4.1931
2016-11-19,4.1931
2016-11-20,4.1931
2016-11-21,4.166
2016-11-22,4.1576
2016-11-23,4.1999
2016-11-24,4.1892
2016-11-25,4.1745
2016-11-26,4.1745
2016-11-27,4.1745
2016-11-28,4.1664
2016-11-29,4.1652
2016-11-30,4.2056
2016-12-01,4.2107
2016-12-02,4.2034
2016-12-03,4.2034
2016-12-04,4.2034
2016-12-05,4.1795
2016-12-06,4.158
2016-12-07,4.1232
2016-12-08,4.1837
2016-12-09,4.2144
2016-12-10,4.2144
2016-12-11,4.2144
2016-12-12,4.1863
2016-12-13,4.1644
2016-12-14,4.2109
2016-12-15,4.2551
2016-12-16,4.2254
2016-12-17,4.2254
2016-12-18,4.2254
2016-12-19,4.2531
2016-12-20,4.2461
2016-12-21,4.2306
2016-12-22,4.2345
2016-12-23,4.2159
2016-12-24,4.2159
2016-12-25,4.2159
2016-12-26,4.2161
2016-12-27,4.2097
2016-12-28,4.2293
2016-12-29,4.202
2016-12-30,4.1873
2016-12-31,4.1873
2017-01-01,4.1873
2017-01-02,4.2205
2017-01-03,4.218
2017-01-04,4.1652
2017-01-05,4.1153
2017-01-06,4.1367
2017-01-07,4.1367
2017-01-08,4.1367
2017-01-09,4.1425
2017-01-10,4.1435
2017-01-11,4.1315
2017-01-12,4.1196
2017-01-13,4.1222
2017-01-14,4.1222
2017-01-15,4.1222
2017-01-16,4.1266
2017-01-17,4.0744
2017-01-18,4.1069
2017-01-19,4.1005
2017-01-20,4.0811
2017-01-21,4.0811
2017-01-22,4.0811
2017-01-23,4.06
2017-01-24,4.0735
2017-01-25,4.0526
2017-01-26,4.0695
2017-01-27,4.0529
2017-01-28,4.0529
2017-01-29,4.0529
2017-01-30,4.0533
2017-01-31,4.0029
2017-02-01,3.998
2017-02-02,4.0124
2017-02-03,3.99
2017-02-04,3.99
2017-02-05,3.99
2017-02-06,3.9966
2017-02-07,4.0316
2017-02-08,4.0288
2017-02-09,4.0473
2017-02-10,4.0362
2017-02-11,4.0362
2017-02-12,4.0362
2017-02-13,4.0668
2017-02-14,4.0685
2017-02-15,4.0665
2017-02-16,4.0466
2017-02-17,4.0844
2017-02-18,4.0844
2017-02-19,4.0844
2017-02-20,4.0695
2017-02-21,4.0771
2017-02-22,4.0715
2017-02-23,4.0654
2017-02-24,4.084
2017-02-25,4.084
2017-02-26,4.084
2017-02-27,4.0742
2017-02-28,4.0719
2017-03-01,4.0608
2017-03-02,4.0918
2017-03-03,4.0527
2017-03-04,4.0527
2017-03-05,4.0527
2017-03-06,4.0694
2017-03-07,4.0735
2017-03-08,4.0886
2017-03-09,4.0899
2017-03-10,4.0632
2017-03-11,4.0632
2017-03-12,4.0632
2017-03-13,4.0626
2017-03-14,4.07
2017-03-15,4.0177
2017-03-16,3.9999
2017-03-17,3.9938
2017-03-18,3.9938
2017-03-19,3.9938
2017-03-20,3.9696
2017-03-21,3.9563
2017-03-22,3.9635
2017-03-23,3.9553
2017-03-24,3.9463
2017-03-25,3.9463
2017-03-26,3.9463
2017-03-27,3.908
2017-03-28,3.9213
2017-03-29,3.926
2017-03-30,3.9457
2017-03-31,3.973
2017-04-01,3.973
2017-04-02,3.973
2017-04-03,3.9695
2017-04-04,3.98
2017-04-05,3.971
2017-04-06,3.9782
2017-04-07,3.9852
2017-04-08,3.9852
2017-04-09,3.9852
2017-04-10,3.9965
2017-04-11,4.0051
2017-04-12,3.9809
2017-04-13,4.0004
2017-04-14,3.9913
2017-04-15,3.9913
2017-04-16,3.9913
2017-04-17,3.987
2017-04-18,3.9462
2017-04-19,3.9746
2017-04-20,3.9805
2017-04-21,3.9756
2017-04-22,3.9756
2017-04-23,3.9756
2017-04-24,3.9071
2017-04-25,3.864
2017-04-26,3.8766
2017-04-27,3.8827
2017-04-28,3.8784
2017-04-29,3.8784
2017-04-30,3.8784
2017-05-01,3.8755
2017-05-02,3.8455
2017-05-03,3.864
2017-05-04,3.8499
2017-05-05,3.828
2017-05-06,3.828
2017-05-07,3.828
2017-05-08,3.8695
2017-05-09,3.8919
2017-05-10,3.8748
2017-05-11,3.8907
2017-05-12,3.8543
2017-05-13,3.8543
2017-05-14,3.8543
2017-05-15,3.8244
2017-05-16,3.7684
2017-05-17,3.7555
2017-05-18,3.7961
2017-05-19,3.7469
2017-05-20,3.7469
2017-05-21,3.7469
2017-05-22,3.7356
2017-05-23,3.7579
2017-05-24,3.7247
2017-05-25,3.7251
2017-05-26,3.7395
2017-05-27,3.7395
2017-05-28,3.7395
2017-05-29,3.744
2017-05-30,3.733
2017-05-31,3.7195
2017-06-01,3.7393
2017-06-02,3.7088
2017-06-03,3.7088
2017-06-04,3.7088
2017-06-05,3.7202
2017-06-06,3.7179
2017-06-07,3.7363
2017-06-08,3.7432
2017-06-09,3.7378
2017-06-10,3.7378
2017-06-11,3.7378
2017-06-12,3.7431
2017-06-13,3.74
2017-06-14,3.742
2017-06-15,3.7961
2017-06-16,3.7608
2017-06-17,3.7608
2017-06-18,3.7608
2017-06-19,3.7844
2017-06-20,3.8149
2017-06-21,3.807
2017-06-22,3.7982
2017-06-23,3.7727
2017-06-24,3.7727
2017-06-25,3.7727
2017-06-26,3.7593
2017-06-27,3.7382
2017-06-28,3.7182
2017-06-29,3.7064
2017-06-30,3.7027
2017-07-01,3.7027
2017-07-02,3.7027
2017-07-03,3.7389
2017-07-04,3.7337
2017-07-05,3.725
2017-07-06,3.7102
2017-07-07,3.7151
2017-07-08,3.7151
2017-07-09,3.7151
2017-07-10,3.7152
2017-07-11,3.6967
2017-07-12,3.7064
2017-07-13,3.7059
2017-07-14,3.6664
2017-07-15,3.6664
2017-07-16,3.6664
2017-07-17,3.6611
2017-07-18,3.6371
2017-07-19,3.6553
2017-07-20,3.6215
2017-07-21,3.6582
2017-07-22,3.6582
2017-07-23,3.6582
2017-07-24,3.6617
2017-07-25,3.6615
2017-07-26,3.6231
2017-07-27,3.6388
2017-07-28,3.6196
2017-07-29,3.6196
2017-07-30,3.6196
2017-07-31,3.5934
2017-08-01,3.6048
2017-08-02,3.5916
2017-08-03,3.5729
2017-08-04,3.6053
2017-08-05,3.6053
2017-08-06,3.6053
2017-08-07,3.6044
2017-08-08,3.6289
2017-08-09,3.6288
2017-08-10,3.6348
2017-08-11,3.6227
2017-08-12,3.6227
2017-08-13,3.6227
2017-08-14,3.6367
2017-08-15,3.6562
2017-08-16,3.6267
2017-08-17,3.6455
2017-08-18,3.6337
2017-08-19,3.6337
2017-08-20,3.6337
2017-08-21,3.622
2017-08-22,3.6344
2017-08-23,3.6296
2017-08-24,3.6114
2017-08-25,3.5721
2017-08-26,3.5721
2017-08-27,3.5721
2017-08-28,3.545
2017-08-29,3.5541
2017-08-30,3.579
2017-08-31,3.5664
2017-09-01,3.5865
2017-09-02,3.5865
2017-09-03,3.5865
2017-09-04,3.5643
2017-09-05,3.5547
2017-09-06,3.5653
2017-09-07,3.5349
2017-09-08,3.5265
2017-09-09,3.5265
2017-09-10,3.5265
2017-09-11,3.5522
2017-09-12,3.558
2017-09-13,3.6035
2017-09-14,3.5892
2017-09-15,3.5801
2017-09-16,3.5801
2017-09-17,3.5801
2017-09-18,3.5907
2017-09-19,3.5683
2017-09-20,3.5964
2017-09-21,3.5811
2017-09-22,3.5702
2017-09-23,3.5702
2017-09-24,3.5702
2017-09-25,3.6065
2017-09-26,3.6352
2017-09-27,3.6816
2017-09-28,3.6599
2017-09-29,3.6506
2017-09-30,3.6506
2017-10-01,3.6506
2017-10-02,3.6755
2017-10-03,3.6757
2017-10-04,3.6544
2017-10-05,3.6762
2017-10-06,3.6743
2017-10-07,3.6743
2017-10-08,3.6743
2017-10-09,3.664
2017-10-10,3.6375
2017-10-11,3.6002
2017-10-12,3.6092
2017-10-13,3.5924
2017-10-14,3.5924
2017-10-15,3.5924
2017-10-16,3.5901
2017-10-17,3.6002
2017-10-18,3.5925
2017-10-19,3.5736
2017-10-20,3.594
2017-10-21,3.594
2017-10-22,3.594
2017-10-23,3.5975
2017-10-24,3.61
2017-10-25,3.5882
2017-10-26,3.6507
2017-10-27,3.6588
2017-10-28,3.6588
2017-10-29,3.6588
2017-10-30,3.6474
2017-10-31,3.6398
2017-11-01,3.6432
2017-11-02,3.6321
2017-11-03,3.6566
2017-11-04,3.6566
2017-11-05,3.6566
2017-11-06,3.65
2017-11-07,3.6625
2017-11-08,3.654
2017-11-09,3.6346
2017-11-10,3.6227
2017-11-11,3.6227
2017-11-12,3.6227
2017-11-13,3.6311
2017-11-14,3.5993
2017-11-15,3.5964
2017-11-16,3.603
2017-11-17,3.5919
2017-11-18,3.5919
2017-11-19,3.5919
2017-11-20,3.6054
2017-11-21,3.5962
2017-11-22,3.5644
2017-11-23,3.5519
2017-11-24,3.5283
2017-11-25,3.5283
2017-11-26,3.5283
2017-11-27,3.5353
2017-11-28,3.5494
2017-11-29,3.5483
2017-11-30,3.5307
2017-12-01,3.5425
2017-12-02,3.5425
2017-12-03,3.5425
2017-12-04,3.5453
2017-12-05,3.5584
2017-12-06,3.5713
2017-12-07,3.575
2017-12-08,3.5664
2017-12-09,3.5664
2017-12-10,3.5664
2017-12-11,3.5682
2017-12-12,3.5858
2017-12-13,3.566
2017-12-14,3.586
2017-12-15,3.5828
2017-12-16,3.5828
2017-12-17,3.5828
2017-12-18,3.5705
2017-12-19,3.5468
2017-12-20,3.5417
2017-12-21,3.534
2017-12-22,3.534
2017-12-23,3.534
2017-12-24,3.534
2017-12-25,3.5325
2017-12-26,3.5419
2017-12-27,3.5251
2017-12-28,3.4969
2017-12-29,3.4841
2017-12-30,3.4841
2017-12-31,3.4841
2018-01-01,3.4841
2018-01-02,3.4517
2018-01-03,3.4541
2018-01-04,3.438
2018-01-05,3.4524
2018-01-06,3.4524
2018-01-07,3.4524
2018-01-08,3.4864
2018-01-09,3.5095
2018-01-10,3.4945
2018-01-11,3.4636
2018-01-12,3.4179
2018-01-13,3.4179
2018-01-14,3.4179
2018-01-15,3.4028
2018-01-16,3.4022
2018-01-17,3.4191
2018-01-18,3.4009
2018-01-19,3.4141
2018-01-20,3.4141
2018-01-21,3.4141
2018-01-22,3.3994
2018-01-23,3.3878
2018-01-24,3.3461
2018-01-25,3.3422
2018-01-26,3.3243
2018-01-27,3.3243
2018-01-28,3.3243
2018-01-29,3.3484
2018-01-30,3.3525
2018-01-31,3.3446
2018-02-01,3.3211
2018-02-02,3.3468
2018-02-03,3.3468
2018-02-04,3.3468
2018-02-05,3.364
2018-02-06,3.3568
2018-02-07,3.3994
2018-02-08,3.4225
2018-02-09,3.4174
2018-02-10,3.4174
2018-02-11,3.4174
2018-02-12,3.3913
2018-02-13,3.3727
2018-02-14,3.337
2018-02-15,3.3221
2018-02-16,3.3506
2018-02-17,3.3506
2018-02-18,3.3506
2018-02-19,3.3319
2018-02-20,3.3627
2018-02-21,3.3959
2018-02-22,3.3898
2018-02-23,3.393
2018-02-24,3.393
2018-02-25,3.393
2018-02-26,3.3846
2018-02-27,3.4106
2018-02-28,3.4246
2018-03-01,3.4132
2018-03-02,3.4001
2018-03-03,3.4001
2018-03-04,3.4001
2018-03-05,3.3959
2018-03-06,3.376
2018-03-07,3.3897
2018-03-08,3.4147
2018-03-09,3.4099
2018-03-10,3.4099
2018-03-11,3.4099
2018-03-12,3.4086
2018-03-13,3.4002
2018-03-14,3.3966
2018-03-15,3.4241
2018-03-16,3.4316
2018-03-17,3.4316
2018-03-18,3.4316
2018-03-19,3.4239
2018-03-20,3.4557
2018-03-21,3.4283
2018-03-22,3.4329
2018-03-23,3.4209
2018-03-24,3.4209
2018-03-25,3.4209
2018-03-26,3.3923
2018-03-27,3.3964
2018-03-28,3.4149
2018-03-29,3.4219
2018-03-30,3.4166
2018-03-31,3.4166
2018-04-01,3.4166
2018-04-02,3.4237
2018-04-03,3.4195
2018-04-04,3.4211
2018-04-05,3.4266
2018-04-06,3.4182
2018-04-07,3.4182
2018-04-08,3.4182
2018-04-09,3.4039
2018-04-10,3.3891
2018-04-11,3.3842
2018-04-12,3.3897
2018-04-13,3.3799
2018-04-14,3.3799
2018-04-15,3.3799
2018-04-16,3.3547
2018-04-17,3.3657
2018-04-18,3.367
2018-04-19,3.3757
2018-04-20,3.3952
2018-04-21,3.3952
2018-04-22,3.3952
2018-04-23,3.4413
2018-04-24,3.4389
2018-04-25,3.4762
2018-04-26,3.4932
2018-04-27,3.4685
2018-04-28,3.4685
2018-04-29,3.4685
2018-04-30,3.5086
2018-05-01,3.5653
2018-05-02,3.5715
2018-05-03,3.5587
2018-05-04,3.552
2018-05-05,3.552
2018-05-06,3.552
2018-05-07,3.5742
2018-05-08,3.6081
2018-05-09,3.5975
2018-05-10,3.564
2018-05-11,3.5723
2018-05-12,3.5723
2018-05-13,3.5723
2018-05-14,3.5796
2018-05-15,3.6291
2018-05-16,3.6189
2018-05-17,3.6426
2018-05-18,3.6504
2018-05-19,3.6504
2018-05-20,3.6504
2018-05-21,3.641
2018-05-22,3.6367
2018-05-23,3.6782
2018-05-24,3.6777
2018-05-25,3.7022
2018-05-26,3.7022
2018-05-27,3.7022
2018-05-28,3.7024
2018-05-29,3.7562
2018-05-30,3.6898
2018-05-31,3.6915
2018-06-01,3.6916
2018-06-02,3.6916
2018-06-03,3.6916
2018-06-04,3.653
2018-06-05,3.6535
2018-06-06,3.6237
2018-06-07,3.6246
2018-06-08,3.6354
2018-06-09,3.6354
2018-06-10,3.6354
2018-06-11,3.6203
2018-06-12,3.6448
2018-06-13,3.6275
2018-06-14,3.7024
2018-06-15,3.6884
2018-06-16,3.6884
2018-06-17,3.6884
2018-06-18,3.7024
2018-06-19,3.7218
2018-06-20,3.7309
2018-06-21,3.7294
2018-06-22,3.7088
2018-06-23,3.7088
2018-06-24,3.7088
2018-06-25,3.7113
2018-06-26,3.7219
2018-06-27,3.767
2018-06-28,3.7717
2018-06-29,3.7425
2018-06-30,3.7425
2018-07-01,3.7425
2018-07-02,3.7799
2018-07-03,3.7698
2018-07-04,3.76
2018-07-05,3.7228
2018-07-06,3.7183
2018-07-07,3.7183
2018-07-08,3.7183
2018-07-09,3.6723
2018-07-10,3.6775
2018-07-11,3.7186
2018-07-12,3.7044
2018-07-13,3.6926
2018-07-14,3.6926
2018-07-15,3.6926
2018-07-16,3.6732
2018-07-17,3.685
2018-07-18,3.701
2018-07-19,3.7249
2018-07-20,3.6832
2018-07-21,3.6832
2018-07-22,3.6832
2018-07-23,3.6999
2018-07-24,3.6816
2018-07-25,3.664
2018-07-26,3.6822
2018-07-27,3.676
2018-07-28,3.676
2018-07-29,3.676
2018-07-30,3.6486
2018-07-31,3.6577
2018-08-01,3.6554
2018-08-02,3.6898
2018-08-03,3.685
2018-08-04,3.685
2018-08-05,3.685
2018-08-06,3.6864
2018-08-07,3.6722
2018-08-08,3.6721
2018-08-09,3.7104
2018-08-10,3.7656
2018-08-11,3.7656
2018-08-12,3.7656
2018-08-13,3.7758
2018-08-14,3.7911
2018-08-15,3.8098
2018-08-16,3.7856
2018-08-17,3.753
2018-08-18,3.753
2018-08-19,3.753
2018-08-20,3.7521
2018-08-21,3.7092
2018-08-22,3.6827
2018-08-23,3.7171
2018-08-24,3.683
2018-08-25,3.683
2018-08-26,3.683
2018-08-27,3.6562
2018-08-28,3.6531
2018-08-29,3.6645
2018-08-30,3.6848
2018-08-31,3.7002
2018-09-01,3.7002
2018-09-02,3.7002
2018-09-03,3.6924
2018-09-04,3.7214
2018-09-05,3.7227
2018-09-06,3.7211
2018-09-07,3.7341
2018-09-08,3.7341
2018-09-09,3.7341
2018-09-10,3.7216
2018-09-11,3.7088
2018-09-12,3.7051
2018-09-13,3.681
2018-09-14,3.7044
2018-09-15,3.7044
2018-09-16,3.7044
2018-09-17,3.6794
2018-09-18,3.6762
2018-09-19,3.6721
2018-09-20,3.6434
2018-09-21,3.6649
2018-09-22,3.6649
2018-09-23,3.6649
2018-09-24,3.6572
2018-09-25,3.6469
2018-09-26,3.6398
2018-09-27,3.6684
2018-09-28,3.6884
2018-09-29,3.6884
2018-09-30,3.6884
2018-10-01,3.7006
2018-10-02,3.7198
2018-10-03,3.748
2018-10-04,3.7451
2018-10-05,3.7355
2018-10-06,3.7355
2018-10-07,3.7355
2018-10-08,3.7563
2018-10-09,3.7465
2018-10-10,3.7462
2018-10-11,3.7157
2018-10-12,3.7161
2018-10-13,3.7161
2018-10-14,3.7161
2018-10-15,3.7073
2018-10-16,3.7023
2018-10-17,3.7299
2018-10-18,3.758
2018-10-19,3.7307
2018-10-20,3.7307
2018-10-21,3.7307
2018-10-22,3.743
2018-10-23,3.7448
2018-10-24,3.7861
2018-10-25,3.7887
2018-10-26,3.7808
2018-10-27,3.7808
2018-10-28,3.7808
2018-10-29,3.8064
2018-10-30,3.8142
2018-10-31,3.8382
2018-11-01,3.7928
2018-11-02,3.7825
2018-11-03,3.7825
2018-11-04,3.7825
2018-11-05,3.7762
2018-11-06,3.7661
2018-11-07,3.7533
2018-11-08,3.7688
2018-11-09,3.7828
2018-11-10,3.7828
2018-11-11,3.7828
2018-11-12,3.837
2018-11-13,3.8026
2018-11-14,3.7985
2018-11-15,3.7858
2018-11-16,3.78
2018-11-17,3.78
2018-11-18,3.78
2018-11-19,3.7819
2018-11-20,3.7921
2018-11-21,3.7771
2018-11-22,3.768
2018-11-23,3.7865
2018-11-24,3.7865
2018-11-25,3.7865
2018-11-26,3.7922
2018-11-27,3.8035
2018-11-28,3.7713
2018-11-29,3.7617
2018-11-30,3.7919
2018-12-01,3.7919
2018-12-02,3.7919
2018-12-03,3.7673
2018-12-04,3.7746
2018-12-05,3.7788
2018-12-06,3.7635
2018-12-07,3.7707
2018-12-08,3.7707
2018-12-09,3.7707
2018-12-10,3.7805
2018-12-11,3.8007
2018-12-12,3.7763
2018-12-13,3.7829
2018-12-14,3.7973
2018-12-15,3.7973
2018-12-16,3.7973
2018-12-17,3.7744
2018-12-18,3.7719
2018-12-19,3.769
2018-12-20,3.7448
2018-12-21,3.7731
2018-12-22,3.7731
2018-12-23,3.7731
2018-12-24,3.7543
2018-12-25,3.7616
2018-12-26,3.7759
2018-12-27,3.7532
2018-12-28,3.7594
2018-12-29,3.7594
2018-12-30,3.7594
2018-12-31,3.7372
2019-01-01,3.7417
2019-01-02,3.7839
2019-01-03,3.7657
2019-01-04,3.7667
2019-01-05,3.7667
2019-01-06,3.7667
2019-01-07,3.7453
2019-01-08,3.7568
2019-01-09,3.725
2019-01-10,3.7352
2019-01-11,3.7432
2019-01-12,3.7432
2019-01-13,3.7432
2019-01-14,3.7413
2019-01-15,3.7617
2019-01-16,3.758
2019-01-17,3.7634
2019-01-18,3.774
2019-01-19,3.774
2019-01-20,3.774
2019-01-21,3.7711
2019-01-22,3.7729
2019-01-23,3.7697
2019-01-24,3.7924
2019-01-25,3.758
2019-01-26,3.758
2019-01-27,3.758
2019-01-28,3.756
2019-01-29,3.7561
2019-01-30,3.7323
2019-01-31,3.7231
2019-02-01,3.7438
2019-02-02,3.7438
2019-02-03,3.7438
2019-02-04,3.7466
2019-02-05,3.7582
2019-02-06,3.781
2019-02-07,3.7981
2019-02-08,3.8073
2019-02-09,3.8073
2019-02-10,3.8073
2019-02-11,3.8356
2019-02-12,3.8215
2019-02-13,3.8529
2019-02-14,3.8326
2019-02-15,3.8356
2019-02-16,3.8356
2019-02-17,3.8356
2019-02-18,3.8283
2019-02-19,3.8188
2019-02-20,3.8193
2019-02-21,3.8229
2019-02-22,3.8254
2019-02-23,3.8254
2019-02-24,3.8254
2019-02-25,3.819
2019-02-26,3.7958
2019-02-27,3.7961
2019-02-28,3.7848
2019-03-01,3.7881
2019-03-02,3.7881
2019-03-03,3.7881
2019-03-04,3.7913
2019-03-05,3.8029
2019-03-06,3.8014
2019-03-07,3.8543
2019-03-08,3.8286
2019-03-09,3.8286
2019-03-10,3.8286
2019-03-11,3.8249
2019-03-12,3.809
2019-03-13,3.7954
2019-03-14,3.8061
2019-03-15,3.7951
2019-03-16,3.7951
2019-03-17,3.7951
2019-03-18,3.785
2019-03-19,3.7769
2019-03-20,3.7487
2019-03-21,3.7683
2019-03-22,3.8035
2019-03-23,3.8035
2019-03-24,3.8035
2019-03-25,3.7935
2019-03-26,3.8089
2019-03-27,3.8186
2019-03-28,3.8279
2019-03-29,3.8371
2019-03-30,3.8371
2019-03-31,3.8371
2019-04-01,3.8296
2019-04-02,3.8359
2019-04-03,3.8183
2019-04-04,3.8215
2019-04-05,3.8263
2019-04-06,3.8263
2019-04-07,3.8263
2019-04-08,3.8065
2019-04-09,3.8049
2019-04-10,3.7965
2019-04-11,3.8053
2019-04-12,3.7859
2019-04-13,3.7859
2019-04-14,3.7859
2019-04-15,3.7815
2019-04-16,3.7874
2019-04-17,3.7807
2019-04-18,3.8099
2019-04-19,3.8079
2019-04-20,3.8079
2019-04-21,3.8079
2019-04-22,3.8036
2019-04-23,3.8164
2019-04-24,3.8513
2019-04-25,3.8551
2019-04-26,3.8541
2019-04-27,3.8541
2019-04-28,3.8541
2019-04-29,3.8365
2019-04-30,3.8214
2019-05-01,3.8255
2019-05-02,3.8359
2019-05-03,3.8193
2019-05-04,3.8193
2019-05-05,3.8193
2019-05-06,3.8247
2019-05-07,3.8332
2019-05-08,3.8352
2019-05-09,3.8336
2019-05-10,3.8244
2019-05-11,3.8244
2019-05-12,3.8244
2019-05-13,3.8359
2019-05-14,3.8458
2019-05-15,3.8394
2019-05-16,3.8499
2019-05-17,3.859
2019-05-18,3.859
2019-05-19,3.859
2019-05-20,3.8499
2019-05-21,3.8579
2019-05-22,3.8612
2019-05-23,3.8504
2019-05-24,3.8294
2019-05-25,3.8294
2019-05-26,3.8294
2019-05-27,3.8316
2019-05-28,3.8495
2019-05-29,3.8576
2019-05-30,3.8557
2019-05-31,3.8344
2019-06-01,3.8344
2019-06-02,3.8344
2019-06-03,3.8064
2019-06-04,3.8031
2019-06-05,3.8119
2019-06-06,3.7886
2019-06-07,3.7572
2019-06-08,3.7572
2019-06-09,3.7572
2019-06-10,3.7672
2019-06-11,3.7646
2019-06-12,3.7706
2019-06-13,3.7734
2019-06-14,3.7971
2019-06-15,3.7971
2019-06-16,3.7971
2019-06-17,3.798
2019-06-18,3.8058
2019-06-19,3.797
2019-06-20,3.7655
2019-06-21,3.7449
2019-06-22,3.7449
2019-06-23,3.7449
2019-06-24,3.7311
2019-06-25,3.7449
2019-06-26,3.7476
2019-06-27,3.7394
2019-06-28,3.7323
2019-06-29,3.7323
2019-06-30,3.7323
2019-07-01,3.7604
2019-07-02,3.7589
2019-07-03,3.7606
2019-07-04,3.7597
2019-07-05,3.7884
2019-07-06,3.7884
2019-07-07,3.7884
2019-07-08,3.795
2019-07-09,3.8109
2019-07-10,3.7918
2019-07-11,3.7921
2019-07-12,3.7879
2019-07-13,3.7879
2019-07-14,3.7879
2019-07-15,3.7845
2019-07-16,3.7972
2019-07-17,3.7978
2019-07-18,3.7721
2019-07-19,3.7878
2019-07-20,3.7878
2019-07-21,3.7878
2019-07-22,3.7894
2019-07-23,3.8144
2019-07-24,3.8173
2019-07-25,3.82
2019-07-26,3.8401
2019-07-27,3.8401
2019-07-28,3.8401
2019-07-29,3.8485
2019-07-30,3.8523
2019-07-31,3.8722
2019-08-01,3.8847
2019-08-02,3.8773
2019-08-03,3.8773
2019-08-04,3.8773
2019-08-05,3.8565
2019-08-06,3.8533
2019-08-07,3.8584
2019-08-08,3.8662
2019-08-09,3.861
2019-08-10,3.861
2019-08-11,3.861
2019-08-12,3.8609
2019-08-13,3.8795
2019-08-14,3.9149
2019-08-15,3.9354
2019-08-16,3.9152
2019-08-17,3.9152
2019-08-18,3.9152
2019-08-19,3.9405
2019-08-20,3.9242
2019-08-21,3.9223
2019-08-22,3.9325
2019-08-23,3.9234
2019-08-24,3.9234
2019-08-25,3.9234
