,USDCOP BGN Curncy
2013-03-09,1801.5
2013-03-10,1801.5
2013-03-11,1802.05
2013-03-12,1800.0
2013-03-13,1797.6
2013-03-14,1798.3
2013-03-15,1806.2
2013-03-16,1806.2
2013-03-17,1806.2
2013-03-18,1808.65
2013-03-19,1811.72
2013-03-20,1818.2
2013-03-21,1819.91
2013-03-22,1828.4
2013-03-23,1828.4
2013-03-24,1828.4
2013-03-25,1829.14
2013-03-26,1831.0
2013-03-27,1825.13
2013-03-28,1827.27
2013-03-29,1825.0
2013-03-30,1825.0
2013-03-31,1825.0
2013-04-01,1822.48
2013-04-02,1813.57
2013-04-03,1820.5
2013-04-04,1828.5
2013-04-05,1819.73
2013-04-06,1819.73
2013-04-07,1819.73
2013-04-08,1817.0
2013-04-09,1814.94
2013-04-10,1819.7
2013-04-11,1823.7
2013-04-12,1826.1
2013-04-13,1826.1
2013-04-14,1826.1
2013-04-15,1834.43
2013-04-16,1833.65
2013-04-17,1849.04
2013-04-18,1841.4
2013-04-19,1837.08
2013-04-20,1837.08
2013-04-21,1837.08
2013-04-22,1839.15
2013-04-23,1838.15
2013-04-24,1836.6
2013-04-25,1831.1
2013-04-26,1834.44
2013-04-27,1834.44
2013-04-28,1834.44
2013-04-29,1827.35
2013-04-30,1824.95
2013-05-01,1825.07
2013-05-02,1837.93
2013-05-03,1834.38
2013-05-04,1834.38
2013-05-05,1834.38
2013-05-06,1829.15
2013-05-07,1827.0
2013-05-08,1830.82
2013-05-09,1830.05
2013-05-10,1833.98
2013-05-11,1833.98
2013-05-12,1833.98
2013-05-13,1833.85
2013-05-14,1839.43
2013-05-15,1844.76
2013-05-16,1840.05
2013-05-17,1841.79
2013-05-18,1841.79
2013-05-19,1841.79
2013-05-20,1842.8
2013-05-21,1846.88
2013-05-22,1856.54
2013-05-23,1865.75
2013-05-24,1878.75
2013-05-25,1878.75
2013-05-26,1878.75
2013-05-27,1886.6
2013-05-28,1898.42
2013-05-29,1892.4
2013-05-30,1890.05
2013-05-31,1902.48
2013-06-01,1902.48
2013-06-02,1902.48
2013-06-03,1902.5
2013-06-04,1894.05
2013-06-05,1899.85
2013-06-06,1904.58
2013-06-07,1892.0
2013-06-08,1892.0
2013-06-09,1892.0
2013-06-10,1892.1
2013-06-11,1904.76
2013-06-12,1897.73
2013-06-13,1891.7
2013-06-14,1882.12
2013-06-15,1882.12
2013-06-16,1882.12
2013-06-17,1886.6
2013-06-18,1904.07
2013-06-19,1896.18
2013-06-20,1939.2
2013-06-21,1937.3
2013-06-22,1937.3
2013-06-23,1937.3
2013-06-24,1940.6
2013-06-25,1924.6
2013-06-26,1930.47
2013-06-27,1922.87
2013-06-28,1922.77
2013-06-29,1922.77
2013-06-30,1922.77
2013-07-01,1921.5
2013-07-02,1914.27
2013-07-03,1914.1
2013-07-04,1911.75
2013-07-05,1928.34
2013-07-06,1928.34
2013-07-07,1928.34
2013-07-08,1925.83
2013-07-09,1920.86
2013-07-10,1919.1
2013-07-11,1910.45
2013-07-12,1904.82
2013-07-13,1904.82
2013-07-14,1904.82
2013-07-15,1886.98
2013-07-16,1880.0
2013-07-17,1875.67
2013-07-18,1884.85
2013-07-19,1882.37
2013-07-20,1882.37
2013-07-21,1882.37
2013-07-22,1881.84
2013-07-23,1888.53
2013-07-24,1892.0
2013-07-25,1887.68
2013-07-26,1885.36
2013-07-27,1885.36
2013-07-28,1885.36
2013-07-29,1888.6
2013-07-30,1890.74
2013-07-31,1894.48
2013-08-01,1899.0
2013-08-02,1889.1
2013-08-03,1889.1
2013-08-04,1889.1
2013-08-05,1883.35
2013-08-06,1879.55
2013-08-07,1879.91
2013-08-08,1876.95
2013-08-09,1872.9
2013-08-10,1872.9
2013-08-11,1872.9
2013-08-12,1876.5
2013-08-13,1882.05
2013-08-14,1890.22
2013-08-15,1901.21
2013-08-16,1911.72
2013-08-17,1911.72
2013-08-18,1911.72
2013-08-19,1912.0
2013-08-20,1921.5
2013-08-21,1925.93
2013-08-22,1915.63
2013-08-23,1916.98
2013-08-24,1916.98
2013-08-25,1916.98
2013-08-26,1925.85
2013-08-27,1938.8
2013-08-28,1938.85
2013-08-29,1941.31
2013-08-30,1932.95
2013-08-31,1932.95
2013-09-01,1932.95
2013-09-02,1935.5
2013-09-03,1944.88
2013-09-04,1940.11
2013-09-05,1956.29
2013-09-06,1950.23
2013-09-07,1950.23
2013-09-08,1950.23
2013-09-09,1944.1
2013-09-10,1936.26
2013-09-11,1919.65
2013-09-12,1921.05
2013-09-13,1923.3
2013-09-14,1923.3
2013-09-15,1923.3
2013-09-16,1919.86
2013-09-17,1915.54
2013-09-18,1906.58
2013-09-19,1883.23
2013-09-20,1896.26
2013-09-21,1896.26
2013-09-22,1896.26
2013-09-23,1891.22
2013-09-24,1890.18
2013-09-25,1893.18
2013-09-26,1902.55
2013-09-27,1910.8
2013-09-28,1910.8
2013-09-29,1910.8
2013-09-30,1906.0
2013-10-01,1892.65
2013-10-02,1888.49
2013-10-03,1887.94
2013-10-04,1886.8
2013-10-05,1886.8
2013-10-06,1886.8
2013-10-07,1887.03
2013-10-08,1889.68
2013-10-09,1891.9
2013-10-10,1886.3
2013-10-11,1880.7
2013-10-12,1880.7
2013-10-13,1880.7
2013-10-14,1881.38
2013-10-15,1882.9
2013-10-16,1884.16
2013-10-17,1877.9
2013-10-18,1881.32
2013-10-19,1881.32
2013-10-20,1881.32
2013-10-21,1884.18
2013-10-22,1879.72
2013-10-23,1882.43
2013-10-24,1881.2
2013-10-25,1882.55
2013-10-26,1882.55
2013-10-27,1882.55
2013-10-28,1884.63
2013-10-29,1883.42
2013-10-30,1882.93
2013-10-31,1891.67
2013-11-01,1903.53
2013-11-02,1903.53
2013-11-03,1903.53
2013-11-04,1903.65
2013-11-05,1920.01
2013-11-06,1917.6
2013-11-07,1928.53
2013-11-08,1922.97
2013-11-09,1922.97
2013-11-10,1922.97
2013-11-11,1922.75
2013-11-12,1934.73
2013-11-13,1933.77
2013-11-14,1925.0
2013-11-15,1917.43
2013-11-16,1917.43
2013-11-17,1917.43
2013-11-18,1917.64
2013-11-19,1920.4
2013-11-20,1927.93
2013-11-21,1929.99
2013-11-22,1928.95
2013-11-23,1928.95
2013-11-24,1928.95
2013-11-25,1925.45
2013-11-26,1926.55
2013-11-27,1927.1
2013-11-28,1924.68
2013-11-29,1931.49
2013-11-30,1931.49
2013-12-01,1931.49
2013-12-02,1934.12
2013-12-03,1944.28
2013-12-04,1949.0
2013-12-05,1939.5
2013-12-06,1932.35
2013-12-07,1932.35
2013-12-08,1932.35
2013-12-09,1933.93
2013-12-10,1934.0
2013-12-11,1932.41
2013-12-12,1933.43
2013-12-13,1931.85
2013-12-14,1931.85
2013-12-15,1931.85
2013-12-16,1934.03
2013-12-17,1942.72
2013-12-18,1942.85
2013-12-19,1938.1
2013-12-20,1933.5
2013-12-21,1933.5
2013-12-22,1933.5
2013-12-23,1925.3
2013-12-24,1921.2
2013-12-25,1921.2
2013-12-26,1918.54
2013-12-27,1929.5
2013-12-28,1929.5
2013-12-29,1929.5
2013-12-30,1927.27
2013-12-31,1929.51
2014-01-01,1929.51
2014-01-02,1940.64
2014-01-03,1937.85
2014-01-04,1937.85
2014-01-05,1937.85
2014-01-06,1937.77
2014-01-07,1928.75
2014-01-08,1934.9
2014-01-09,1932.6
2014-01-10,1924.91
2014-01-11,1924.91
2014-01-12,1924.91
2014-01-13,1927.77
2014-01-14,1938.06
2014-01-15,1942.9
2014-01-16,1949.58
2014-01-17,1964.59
2014-01-18,1964.59
2014-01-19,1964.59
2014-01-20,1971.5
2014-01-21,1985.9
2014-01-22,1988.25
2014-01-23,1997.18
2014-01-24,1994.0
2014-01-25,1994.0
2014-01-26,1994.0
2014-01-27,2008.0
2014-01-28,2002.5
2014-01-29,2007.97
2014-01-30,2010.91
2014-01-31,2015.93
2014-02-01,2015.93
2014-02-02,2015.93
2014-02-03,2046.64
2014-02-04,2035.65
2014-02-05,2049.04
2014-02-06,2042.99
2014-02-07,2047.54
2014-02-08,2047.54
2014-02-09,2047.54
2014-02-10,2050.69
2014-02-11,2037.34
2014-02-12,2030.5
2014-02-13,2030.4
2014-02-14,2017.01
2014-02-15,2017.01
2014-02-16,2017.01
2014-02-17,2017.5
2014-02-18,2028.77
2014-02-19,2049.32
2014-02-20,2044.6
2014-02-21,2044.33
2014-02-22,2044.33
2014-02-23,2044.33
2014-02-24,2042.76
2014-02-25,2043.43
2014-02-26,2055.3
2014-02-27,2053.2
2014-02-28,2046.33
2014-03-01,2046.33
2014-03-02,2046.33
2014-03-03,2053.6
2014-03-04,2048.0
2014-03-05,2039.82
2014-03-06,2032.1
2014-03-07,2036.63
2014-03-08,2036.63
2014-03-09,2036.63
2014-03-10,2041.1
2014-03-11,2044.93
2014-03-12,2046.42
2014-03-13,2047.65
2014-03-14,2041.6
2014-03-15,2041.6
2014-03-16,2041.6
2014-03-17,2033.51
2014-03-18,2030.56
2014-03-19,2009.6
2014-03-20,1993.13
2014-03-21,1994.51
2014-03-22,1994.51
2014-03-23,1994.51
2014-03-24,1995.04
2014-03-25,1978.6
2014-03-26,1971.6
2014-03-27,1964.0
2014-03-28,1964.85
2014-03-29,1964.85
2014-03-30,1964.85
2014-03-31,1971.2
2014-04-01,1959.3
2014-04-02,1963.88
2014-04-03,1966.6
2014-04-04,1950.86
2014-04-05,1950.86
2014-04-06,1950.86
2014-04-07,1934.12
2014-04-08,1933.01
2014-04-09,1927.91
2014-04-10,1917.54
2014-04-11,1927.72
2014-04-12,1927.72
2014-04-13,1927.72
2014-04-14,1925.26
2014-04-15,1934.93
2014-04-16,1927.86
2014-04-17,1930.75
2014-04-18,1929.83
2014-04-19,1929.83
2014-04-20,1929.83
2014-04-21,1918.77
2014-04-22,1933.76
2014-04-23,1931.9
2014-04-24,1937.96
2014-04-25,1942.61
2014-04-26,1942.61
2014-04-27,1942.61
2014-04-28,1938.27
2014-04-29,1933.76
2014-04-30,1936.4
2014-05-01,1936.5
2014-05-02,1925.88
2014-05-03,1925.88
2014-05-04,1925.88
2014-05-05,1924.5
2014-05-06,1918.27
2014-05-07,1910.41
2014-05-08,1900.9
2014-05-09,1903.6
2014-05-10,1903.6
2014-05-11,1903.6
2014-05-12,1911.36
2014-05-13,1923.8
2014-05-14,1922.33
2014-05-15,1925.88
2014-05-16,1924.93
2014-05-17,1924.93
2014-05-18,1924.93
2014-05-19,1918.6
2014-05-20,1921.38
2014-05-21,1910.12
2014-05-22,1904.81
2014-05-23,1910.03
2014-05-24,1910.03
2014-05-25,1910.03
2014-05-26,1910.5
2014-05-27,1916.6
2014-05-28,1909.3
2014-05-29,1906.29
2014-05-30,1897.1
2014-05-31,1897.1
2014-06-01,1897.1
2014-06-02,1903.11
2014-06-03,1897.5
2014-06-04,1898.15
2014-06-05,1891.41
2014-06-06,1882.96
2014-06-07,1882.96
2014-06-08,1882.96
2014-06-09,1885.5
2014-06-10,1882.65
2014-06-11,1883.0
2014-06-12,1874.07
2014-06-13,1881.6
2014-06-14,1881.6
2014-06-15,1881.6
2014-06-16,1888.95
2014-06-17,1901.71
2014-06-18,1890.02
2014-06-19,1882.5
2014-06-20,1882.6
2014-06-21,1882.6
2014-06-22,1882.6
2014-06-23,1884.2
2014-06-24,1889.7
2014-06-25,1880.95
2014-06-26,1883.97
2014-06-27,1880.15
2014-06-28,1880.15
2014-06-29,1880.15
2014-06-30,1877.44
2014-07-01,1860.5
2014-07-02,1857.1
2014-07-03,1844.15
2014-07-04,1846.5
2014-07-05,1846.5
2014-07-06,1846.5
2014-07-07,1855.0
2014-07-08,1854.85
2014-07-09,1858.35
2014-07-10,1855.84
2014-07-11,1857.45
2014-07-12,1857.45
2014-07-13,1857.45
2014-07-14,1860.75
2014-07-15,1868.3
2014-07-16,1867.51
2014-07-17,1874.76
2014-07-18,1869.13
2014-07-19,1869.13
2014-07-20,1869.13
2014-07-21,1856.7
2014-07-22,1845.8
2014-07-23,1846.91
2014-07-24,1846.33
2014-07-25,1850.0
2014-07-26,1850.0
2014-07-27,1850.0
2014-07-28,1849.77
2014-07-29,1858.95
2014-07-30,1881.1
2014-07-31,1876.5
2014-08-01,1875.88
2014-08-02,1875.88
2014-08-03,1875.88
2014-08-04,1882.55
2014-08-05,1893.4
2014-08-06,1885.89
2014-08-07,1893.35
2014-08-08,1889.6
2014-08-09,1889.6
2014-08-10,1889.6
2014-08-11,1881.7
2014-08-12,1876.25
2014-08-13,1881.55
2014-08-14,1881.7
2014-08-15,1884.38
2014-08-16,1884.38
2014-08-17,1884.38
2014-08-18,1887.3
2014-08-19,1900.95
2014-08-20,1917.13
2014-08-21,1918.6
2014-08-22,1924.21
2014-08-23,1924.21
2014-08-24,1924.21
2014-08-25,1935.54
2014-08-26,1931.76
2014-08-27,1929.14
2014-08-28,1926.86
2014-08-29,1920.58
2014-08-30,1920.58
2014-08-31,1920.58
2014-09-01,1918.06
2014-09-02,1931.1
2014-09-03,1922.77
2014-09-04,1934.89
2014-09-05,1934.92
2014-09-06,1934.92
2014-09-07,1934.92
2014-09-08,1946.18
2014-09-09,1968.1
2014-09-10,1973.55
2014-09-11,1981.38
2014-09-12,1997.03
2014-09-13,1997.03
2014-09-14,1997.03
2014-09-15,1988.03
2014-09-16,1973.79
2014-09-17,1973.83
2014-09-18,1970.07
2014-09-19,1971.8
2014-09-20,1971.8
2014-09-21,1971.8
2014-09-22,1995.81
2014-09-23,1997.1
2014-09-24,2008.73
2014-09-25,2018.65
2014-09-26,2017.7
2014-09-27,2017.7
2014-09-28,2017.7
2014-09-29,2025.99
2014-09-30,2024.85
2014-10-01,2026.61
2014-10-02,2012.59
2014-10-03,2027.42
2014-10-04,2027.42
2014-10-05,2027.42
2014-10-06,2028.8
2014-10-07,2027.7
2014-10-08,2047.43
2014-10-09,2044.97
2014-10-10,2049.19
2014-10-11,2049.19
2014-10-12,2049.19
2014-10-13,2046.5
2014-10-14,2049.03
2014-10-15,2068.28
2014-10-16,2068.78
2014-10-17,2063.9
2014-10-18,2063.9
2014-10-19,2063.9
2014-10-20,2063.61
2014-10-21,2043.7
2014-10-22,2052.75
2014-10-23,2056.21
2014-10-24,2065.6
2014-10-25,2065.6
2014-10-26,2065.6
2014-10-27,2068.03
2014-10-28,2055.51
2014-10-29,2045.39
2014-10-30,2050.09
2014-10-31,2057.6
2014-11-01,2057.6
2014-11-02,2057.6
2014-11-03,2063.8
2014-11-04,2076.1
2014-11-05,2074.83
2014-11-06,2099.2
2014-11-07,2098.92
2014-11-08,2098.92
2014-11-09,2098.92
2014-11-10,2108.53
2014-11-11,2106.0
2014-11-12,2122.65
2014-11-13,2146.66
2014-11-14,2157.81
2014-11-15,2157.81
2014-11-16,2157.81
2014-11-17,2159.38
2014-11-18,2149.85
2014-11-19,2159.6
2014-11-20,2156.1
2014-11-21,2146.45
2014-11-22,2146.45
2014-11-23,2146.45
2014-11-24,2159.55
2014-11-25,2158.84
2014-11-26,2163.2
2014-11-27,2162.5
2014-11-28,2217.05
2014-11-29,2217.05
2014-11-30,2217.05
2014-12-01,2265.0
2014-12-02,2296.59
2014-12-03,2286.9
2014-12-04,2279.6
2014-12-05,2317.6
2014-12-06,2317.6
2014-12-07,2317.6
2014-12-08,2317.5
2014-12-09,2347.7
2014-12-10,2396.69
2014-12-11,2407.6
2014-12-12,2405.44
2014-12-13,2405.44
2014-12-14,2405.44
2014-12-15,2428.85
2014-12-16,2426.13
2014-12-17,2398.98
2014-12-18,2323.48
2014-12-19,2296.15
2014-12-20,2296.15
2014-12-21,2296.15
2014-12-22,2327.25
2014-12-23,2344.25
2014-12-24,2358.13
2014-12-25,2358.13
2014-12-26,2367.35
2014-12-27,2367.35
2014-12-28,2367.35
2014-12-29,2385.75
2014-12-30,2378.64
2014-12-31,2376.51
2015-01-01,2376.51
2015-01-02,2374.0
2015-01-03,2374.0
2015-01-04,2374.0
2015-01-05,2429.6
2015-01-06,2450.17
2015-01-07,2427.85
2015-01-08,2397.0
2015-01-09,2416.97
2015-01-10,2416.97
2015-01-11,2416.97
2015-01-12,2417.0
2015-01-13,2441.55
2015-01-14,2425.9
2015-01-15,2411.6
2015-01-16,2368.0
2015-01-17,2368.0
2015-01-18,2368.0
2015-01-19,2354.5
2015-01-20,2375.85
2015-01-21,2376.05
2015-01-22,2371.01
2015-01-23,2389.5
2015-01-24,2389.5
2015-01-25,2389.5
2015-01-26,2390.02
2015-01-27,2374.74
2015-01-28,2363.1
2015-01-29,2411.77
2015-01-30,2440.31
2015-01-31,2440.31
2015-02-01,2440.31
2015-02-02,2407.29
2015-02-03,2358.0
2015-02-04,2391.6
2015-02-05,2377.39
2015-02-06,2381.45
2015-02-07,2381.45
2015-02-08,2381.45
2015-02-09,2366.07
2015-02-10,2382.0
2015-02-11,2424.45
2015-02-12,2388.3
2015-02-13,2384.6
2015-02-14,2384.6
2015-02-15,2384.6
2015-02-16,2390.5
2015-02-17,2416.29
2015-02-18,2430.3
2015-02-19,2444.9
2015-02-20,2458.24
2015-02-21,2458.24
2015-02-22,2458.24
2015-02-23,2499.59
2015-02-24,2485.82
2015-02-25,2484.13
2015-02-26,2490.6
2015-02-27,2499.59
2015-02-28,2499.59
2015-03-01,2499.59
2015-03-02,2535.43
2015-03-03,2553.9
2015-03-04,2541.43
2015-03-05,2547.1
2015-03-06,2584.69
2015-03-07,2584.69
2015-03-08,2584.69
2015-03-09,2607.68
2015-03-10,2628.29
2015-03-11,2624.65
2015-03-12,2628.11
2015-03-13,2669.65
2015-03-14,2669.65
2015-03-15,2669.65
2015-03-16,2687.79
2015-03-17,2659.71
2015-03-18,2629.35
2015-03-19,2629.46
2015-03-20,2572.61
2015-03-21,2572.61
2015-03-22,2572.61
2015-03-23,2561.5
2015-03-24,2511.5
2015-03-25,2542.1
2015-03-26,2563.0
2015-03-27,2557.67
2015-03-28,2557.67
2015-03-29,2557.67
2015-03-30,2575.7
2015-03-31,2599.62
2015-04-01,2575.5
2015-04-02,2573.0
2015-04-03,2566.0
2015-04-04,2566.0
2015-04-05,2566.0
2015-04-06,2534.54
2015-04-07,2507.55
2015-04-08,2490.73
2015-04-09,2497.86
2015-04-10,2508.65
2015-04-11,2508.65
2015-04-12,2508.65
2015-04-13,2558.1
2015-04-14,2556.21
2015-04-15,2508.3
2015-04-16,2482.52
2015-04-17,2499.73
2015-04-18,2499.73
2015-04-19,2499.73
2015-04-20,2486.09
2015-04-21,2470.6
2015-04-22,2490.1
2015-04-23,2468.44
2015-04-24,2453.6
2015-04-25,2453.6
2015-04-26,2453.6
2015-04-27,2412.45
2015-04-28,2399.1
2015-04-29,2379.25
2015-04-30,2382.6
2015-05-01,2391.5
2015-05-02,2391.5
2015-05-03,2391.5
2015-05-04,2405.8
2015-05-05,2390.12
2015-05-06,2360.27
2015-05-07,2371.06
2015-05-08,2355.02
2015-05-09,2355.02
2015-05-10,2355.02
2015-05-11,2386.94
2015-05-12,2382.25
2015-05-13,2389.3
2015-05-14,2389.93
2015-05-15,2414.5
2015-05-16,2414.5
2015-05-17,2414.5
2015-05-18,2433.0
2015-05-19,2486.5
2015-05-20,2496.6
2015-05-21,2481.97
2015-05-22,2491.31
2015-05-23,2491.31
2015-05-24,2491.31
2015-05-25,2489.5
2015-05-26,2546.05
2015-05-27,2535.2
2015-05-28,2537.25
2015-05-29,2532.27
2015-05-30,2532.27
2015-05-31,2532.27
2015-06-01,2562.05
2015-06-02,2558.42
2015-06-03,2578.15
2015-06-04,2589.28
2015-06-05,2623.18
2015-06-06,2623.18
2015-06-07,2623.18
2015-06-08,2607.5
2015-06-09,2556.6
2015-06-10,2527.1
2015-06-11,2531.98
2015-06-12,2526.56
2015-06-13,2526.56
2015-06-14,2526.56
2015-06-15,2536.5
2015-06-16,2538.31
2015-06-17,2550.45
2015-06-18,2542.07
2015-06-19,2553.4
2015-06-20,2553.4
2015-06-21,2553.4
2015-06-22,2535.8
2015-06-23,2552.2
2015-06-24,2559.5
2015-06-25,2560.65
2015-06-26,2584.09
2015-06-27,2584.09
2015-06-28,2584.09
2015-06-29,2590.4
2015-06-30,2606.0
2015-07-01,2639.5
2015-07-02,2632.96
2015-07-03,2637.02
2015-07-04,2637.02
2015-07-05,2637.02
2015-07-06,2670.3
2015-07-07,2691.97
2015-07-08,2683.6
2015-07-09,2674.7
2015-07-10,2673.2
2015-07-11,2673.2
2015-07-12,2673.2
2015-07-13,2685.7
2015-07-14,2686.67
2015-07-15,2715.99
2015-07-16,2737.81
2015-07-17,2760.95
2015-07-18,2760.95
2015-07-19,2760.95
2015-07-20,2761.79
2015-07-21,2769.89
2015-07-22,2790.47
2015-07-23,2833.97
2015-07-24,2852.76
2015-07-25,2852.76
2015-07-26,2852.76
2015-07-27,2861.11
2015-07-28,2860.63
2015-07-29,2849.5
2015-07-30,2876.75
2015-07-31,2880.38
2015-08-01,2880.38
2015-08-02,2880.38
2015-08-03,2917.95
2015-08-04,2923.0
2015-08-05,2950.75
2015-08-06,2938.97
2015-08-07,2937.5
2015-08-08,2937.5
2015-08-09,2937.5
2015-08-10,2908.34
2015-08-11,2943.07
2015-08-12,2939.59
2015-08-13,2983.05
2015-08-14,2993.2
2015-08-15,2993.2
2015-08-16,2993.2
2015-08-17,2998.0
2015-08-18,3003.65
2015-08-19,3022.94
2015-08-20,3062.0
2015-08-21,3107.65
2015-08-22,3107.65
2015-08-23,3107.65
2015-08-24,3237.38
2015-08-25,3208.5
2015-08-26,3261.45
2015-08-27,3163.0
2015-08-28,3075.72
2015-08-29,3075.72
2015-08-30,3075.72
2015-08-31,3052.5
2015-09-01,3112.85
2015-09-02,3172.7
2015-09-03,3108.73
2015-09-04,3126.3
2015-09-05,3126.3
2015-09-06,3126.3
2015-09-07,3160.13
2015-09-08,3114.37
2015-09-09,3113.02
2015-09-10,3050.5
2015-09-11,3043.0
2015-09-12,3043.0
2015-09-13,3043.0
2015-09-14,3028.35
2015-09-15,3024.35
2015-09-16,2966.29
2015-09-17,2980.32
2015-09-18,2984.5
2015-09-19,2984.5
2015-09-20,2984.5
2015-09-21,3009.15
2015-09-22,3072.58
2015-09-23,3117.17
2015-09-24,3107.05
2015-09-25,3073.83
2015-09-26,3073.83
2015-09-27,3073.83
2015-09-28,3121.08
2015-09-29,3110.82
2015-09-30,3087.44
2015-10-01,3062.52
2015-10-02,3019.41
2015-10-03,3019.41
2015-10-04,3019.41
2015-10-05,2962.45
2015-10-06,2913.71
2015-10-07,2899.82
2015-10-08,2870.48
2015-10-09,2869.11
2015-10-10,2869.11
2015-10-11,2869.11
2015-10-12,2869.1
2015-10-13,2912.0
2015-10-14,2926.0
2015-10-15,2894.09
2015-10-16,2883.53
2015-10-17,2883.53
2015-10-18,2883.53
2015-10-19,2918.91
2015-10-20,2935.47
2015-10-21,2960.45
2015-10-22,2904.19
2015-10-23,2915.6
2015-10-24,2915.6
2015-10-25,2915.6
2015-10-26,2928.5
2015-10-27,2948.46
2015-10-28,2918.85
2015-10-29,2915.45
2015-10-30,2896.6
2015-10-31,2896.6
2015-11-01,2896.6
2015-11-02,2896.5
2015-11-03,2799.19
2015-11-04,2835.43
2015-11-05,2858.5
2015-11-06,2891.48
2015-11-07,2891.48
2015-11-08,2891.48
2015-11-09,2926.0
2015-11-10,2941.66
2015-11-11,2942.0
2015-11-12,3036.84
2015-11-13,3075.27
2015-11-14,3075.27
2015-11-15,3075.27
2015-11-16,3076.16
2015-11-17,3080.87
2015-11-18,3103.6
2015-11-19,3074.08
2015-11-20,3063.0
2015-11-21,3063.0
2015-11-22,3063.0
2015-11-23,3094.5
2015-11-24,3068.77
2015-11-25,3086.0
2015-11-26,3095.5
2015-11-27,3105.93
2015-11-28,3105.93
2015-11-29,3105.93
2015-11-30,3146.25
2015-12-01,3124.02
2015-12-02,3163.04
2015-12-03,3143.99
2015-12-04,3201.91
2015-12-05,3201.91
2015-12-06,3201.91
2015-12-07,3307.53
2015-12-08,3308.5
2015-12-09,3284.55
2015-12-10,3248.05
2015-12-11,3331.0
2015-12-12,3331.0
2015-12-13,3331.0
2015-12-14,3350.5
2015-12-15,3315.28
2015-12-16,3335.55
2015-12-17,3346.94
2015-12-18,3329.45
2015-12-19,3329.45
2015-12-20,3329.45
2015-12-21,3328.15
2015-12-22,3313.52
2015-12-23,3213.7
2015-12-24,3186.3
2015-12-25,3186.3
2015-12-26,3186.3
2015-12-27,3186.3
2015-12-28,3175.18
2015-12-29,3169.25
2015-12-30,3175.18
2015-12-31,3174.5
2016-01-01,3174.5
2016-01-02,3174.5
2016-01-03,3174.5
2016-01-04,3219.18
2016-01-05,3211.68
2016-01-06,3256.75
2016-01-07,3279.9
2016-01-08,3267.05
2016-01-09,3267.05
2016-01-10,3267.05
2016-01-11,3265.01
2016-01-12,3275.4
2016-01-13,3254.96
2016-01-14,3231.2
2016-01-15,3301.59
2016-01-16,3301.59
2016-01-17,3301.59
2016-01-18,3301.15
2016-01-19,3309.63
2016-01-20,3395.0
2016-01-21,3318.61
2016-01-22,3308.6
2016-01-23,3308.6
2016-01-24,3308.6
2016-01-25,3398.0
2016-01-26,3365.5
2016-01-27,3354.89
2016-01-28,3281.78
2016-01-29,3284.99
2016-01-30,3284.99
2016-01-31,3284.99
2016-02-01,3327.53
2016-02-02,3394.08
2016-02-03,3374.96
2016-02-04,3319.7
2016-02-05,3333.49
2016-02-06,3333.49
2016-02-07,3333.49
2016-02-08,3369.42
2016-02-09,3393.55
2016-02-10,3391.75
2016-02-11,3440.0
2016-02-12,3382.94
2016-02-13,3382.94
2016-02-14,3382.94
2016-02-15,3383.0
2016-02-16,3415.51
2016-02-17,3360.98
2016-02-18,3343.69
2016-02-19,3356.25
2016-02-20,3356.25
2016-02-21,3356.25
2016-02-22,3310.8
2016-02-23,3327.71
2016-02-24,3340.35
2016-02-25,3313.67
2016-02-26,3342.05
2016-02-27,3342.05
2016-02-28,3342.05
2016-02-29,3292.8
2016-03-01,3228.96
2016-03-02,3205.46
2016-03-03,3193.98
2016-03-04,3157.11
2016-03-05,3157.11
2016-03-06,3157.11
2016-03-07,3114.33
2016-03-08,3205.32
2016-03-09,3185.85
2016-03-10,3225.0
2016-03-11,3150.95
2016-03-12,3150.95
2016-03-13,3150.95
2016-03-14,3153.3
2016-03-15,3164.37
2016-03-16,3160.54
2016-03-17,3073.6
2016-03-18,3073.0
2016-03-19,3073.0
2016-03-20,3073.0
2016-03-21,3073.0
2016-03-22,3030.22
2016-03-23,3071.07
2016-03-24,3073.0
2016-03-25,3073.19
2016-03-26,3073.19
2016-03-27,3073.19
2016-03-28,3026.55
2016-03-29,3058.5
2016-03-30,3014.24
2016-03-31,3002.2
2016-04-01,3037.1
2016-04-02,3037.1
2016-04-03,3037.1
2016-04-04,3063.79
2016-04-05,3084.1
2016-04-06,3081.13
2016-04-07,3107.26
2016-04-08,3090.01
2016-04-09,3090.01
2016-04-10,3090.01
2016-04-11,3053.77
2016-04-12,3019.0
2016-04-13,3007.95
2016-04-14,2994.65
2016-04-15,2997.21
2016-04-16,2997.21
2016-04-17,2997.21
2016-04-18,2969.45
2016-04-19,2899.02
2016-04-20,2897.5
2016-04-21,2941.96
2016-04-22,2947.2
2016-04-23,2947.2
2016-04-24,2947.2
2016-04-25,2967.82
2016-04-26,2955.0
2016-04-27,2933.75
2016-04-28,2875.73
2016-04-29,2849.97
2016-04-30,2849.97
2016-05-01,2849.97
2016-05-02,2835.13
2016-05-03,2913.73
2016-05-04,2954.99
2016-05-05,2953.68
2016-05-06,2957.96
2016-05-07,2957.96
2016-05-08,2957.96
2016-05-09,2958.0
2016-05-10,2974.25
2016-05-11,2939.5
2016-05-12,2946.43
2016-05-13,2992.48
2016-05-14,2992.48
2016-05-15,2992.48
2016-05-16,3028.55
