,USDDKK BGN Curncy
2016-06-06,6.5509
2016-06-07,6.5471
2016-06-08,6.5259
2016-06-09,6.5704
2016-06-10,6.6096
2016-06-11,6.6096
2016-06-12,6.6096
2016-06-13,6.5844
2016-06-14,6.6344
2016-06-15,6.6048
2016-06-16,6.6242
2016-06-17,6.5937
2016-06-18,6.5937
2016-06-19,6.5937
2016-06-20,6.5726
2016-06-21,6.6149
2016-06-22,6.5845
2016-06-23,6.5384
2016-06-24,6.6954
2016-06-25,6.6954
2016-06-26,6.6954
2016-06-27,6.7468
2016-06-28,6.7273
2016-06-29,6.6863
2016-06-30,6.6964
2016-07-01,6.6818
2016-07-02,6.6818
2016-07-03,6.6818
2016-07-04,6.6707
2016-07-05,6.7178
2016-07-06,6.7035
2016-07-07,6.7259
2016-07-08,6.733
2016-07-09,6.733
2016-07-10,6.733
2016-07-11,6.7257
2016-07-12,6.7257
2016-07-13,6.7073
2016-07-14,6.6889
2016-07-15,6.7415
2016-07-16,6.7415
2016-07-17,6.7415
2016-07-18,6.7165
2016-07-19,6.75
2016-07-20,6.7532
2016-07-21,6.7469
2016-07-22,6.7771
2016-07-23,6.7771
2016-07-24,6.7771
2016-07-25,6.7664
2016-07-26,6.7715
2016-07-27,6.7275
2016-07-28,6.7155
2016-07-29,6.6575
2016-07-30,6.6575
2016-07-31,6.6575
2016-08-01,6.6644
2016-08-02,6.6275
2016-08-03,6.6711
2016-08-04,6.6829
2016-08-05,6.7072
2016-08-06,6.7072
2016-08-07,6.7072
2016-08-08,6.7073
2016-08-09,6.6912
2016-08-10,6.656
2016-08-11,6.6791
2016-08-12,6.6659
2016-08-13,6.6659
2016-08-14,6.6659
2016-08-15,6.6528
2016-08-16,6.5986
2016-08-17,6.5919
2016-08-18,6.5547
2016-08-19,6.5713
2016-08-20,6.5713
2016-08-21,6.5713
2016-08-22,6.5742
2016-08-23,6.5837
2016-08-24,6.6082
2016-08-25,6.5977
2016-08-26,6.6502
2016-08-27,6.6502
2016-08-28,6.6502
2016-08-29,6.6535
2016-08-30,6.6808
2016-08-31,6.6709
2016-09-01,6.6461
2016-09-02,6.67
2016-09-03,6.67
2016-09-04,6.67
2016-09-05,6.6748
2016-09-06,6.6122
2016-09-07,6.6234
2016-09-08,6.6095
2016-09-09,6.626
2016-09-10,6.626
2016-09-11,6.626
2016-09-12,6.6258
2016-09-13,6.635
2016-09-14,6.6177
2016-09-15,6.6226
2016-09-16,6.6768
2016-09-17,6.6768
2016-09-18,6.6768
2016-09-19,6.6664
2016-09-20,6.6856
2016-09-21,6.6622
2016-09-22,6.6515
2016-09-23,6.6406
2016-09-24,6.6406
2016-09-25,6.6406
2016-09-26,6.621
2016-09-27,6.6456
2016-09-28,6.6445
2016-09-29,6.6401
2016-09-30,6.6277
2016-10-01,6.6277
2016-10-02,6.6277
2016-10-03,6.6394
2016-10-04,6.6422
2016-10-05,6.6405
2016-10-06,6.6733
2016-10-07,6.6426
2016-10-08,6.6426
2016-10-09,6.6426
2016-10-10,6.6804
2016-10-11,6.7304
2016-10-12,6.7584
2016-10-13,6.7286
2016-10-14,6.7822
2016-10-15,6.7822
2016-10-16,6.7822
2016-10-17,6.7624
2016-10-18,6.7764
2016-10-19,6.7812
2016-10-20,6.8072
2016-10-21,6.8334
2016-10-22,6.8334
2016-10-23,6.8334
2016-10-24,6.8358
2016-10-25,6.8305
2016-10-26,6.8195
2016-10-27,6.8261
2016-10-28,6.7722
2016-10-29,6.7722
2016-10-30,6.7722
2016-10-31,6.7736
2016-11-01,6.7292
2016-11-02,6.705
2016-11-03,6.6996
2016-11-04,6.6792
2016-11-05,6.6792
2016-11-06,6.6792
2016-11-07,6.7402
2016-11-08,6.7499
2016-11-09,6.8229
2016-11-10,6.8318
2016-11-11,6.8555
2016-11-12,6.8555
2016-11-13,6.8555
2016-11-14,6.9329
2016-11-15,6.9418
2016-11-16,6.9624
2016-11-17,7.0024
2016-11-18,7.0261
2016-11-19,7.0261
2016-11-20,7.0261
2016-11-21,7.0003
2016-11-22,7.0009
2016-11-23,7.0496
2016-11-24,7.0488
2016-11-25,7.025
2016-11-26,7.025
2016-11-27,7.025
2016-11-28,7.0093
2016-11-29,6.9866
2016-11-30,7.0262
2016-12-01,6.9779
2016-12-02,6.9771
2016-12-03,6.9771
2016-12-04,6.9771
2016-12-05,6.9112
2016-12-06,6.9396
2016-12-07,6.918
2016-12-08,7.0082
2016-12-09,7.041
2016-12-10,7.041
2016-12-11,7.041
2016-12-12,6.9925
2016-12-13,6.9981
2016-12-14,7.0574
2016-12-15,7.1378
2016-12-16,7.1141
2016-12-17,7.1141
2016-12-18,7.1141
2016-12-19,7.1468
2016-12-20,7.1567
2016-12-21,7.1319
2016-12-22,7.1233
2016-12-23,7.1092
2016-12-24,7.1092
2016-12-25,7.1092
2016-12-26,7.1115
2016-12-27,7.1098
2016-12-28,7.1388
2016-12-29,7.086
2016-12-30,7.0682
2016-12-31,7.0682
2017-01-01,7.0682
2017-01-02,7.1108
2017-01-03,7.144
2017-01-04,7.0878
2017-01-05,7.0088
2017-01-06,7.0577
2017-01-07,7.0577
2017-01-08,7.0577
2017-01-09,7.0304
2017-01-10,7.0431
2017-01-11,7.0248
2017-01-12,7.0065
2017-01-13,6.9865
2017-01-14,6.9865
2017-01-15,6.9865
2017-01-16,7.0156
2017-01-17,6.9406
2017-01-18,6.9955
2017-01-19,6.9733
2017-01-20,6.9499
2017-01-21,6.9499
2017-01-22,6.9499
2017-01-23,6.9077
2017-01-24,6.9294
2017-01-25,6.9193
2017-01-26,6.962
2017-01-27,6.9528
2017-01-28,6.9528
2017-01-29,6.9528
2017-01-30,6.9544
2017-01-31,6.8868
2017-02-01,6.9067
2017-02-02,6.9135
2017-02-03,6.8976
2017-02-04,6.8976
2017-02-05,6.8976
2017-02-06,6.9171
2017-02-07,6.9585
2017-02-08,6.9489
2017-02-09,6.9774
2017-02-10,6.9865
2017-02-11,6.9865
2017-02-12,6.9865
2017-02-13,7.0166
2017-02-14,7.0303
2017-02-15,7.0131
2017-02-16,6.9649
2017-02-17,7.0039
2017-02-18,7.0039
2017-02-19,7.0039
2017-02-20,7.0037
2017-02-21,7.0542
2017-02-22,7.0404
2017-02-23,7.0244
2017-02-24,7.0379
2017-02-25,7.0379
2017-02-26,7.0379
2017-02-27,7.0209
2017-02-28,7.0284
2017-03-01,7.0479
2017-03-02,7.075
2017-03-03,6.9984
2017-03-04,6.9984
2017-03-05,6.9984
2017-03-06,7.0245
2017-03-07,7.0344
2017-03-08,7.052
2017-03-09,7.0288
2017-03-10,6.9646
2017-03-11,6.9646
2017-03-12,6.9646
2017-03-13,6.9781
2017-03-14,7.0103
2017-03-15,6.925
2017-03-16,6.9058
2017-03-17,6.9239
2017-03-18,6.9239
2017-03-19,6.9239
2017-03-20,6.9231
2017-03-21,6.8795
2017-03-22,6.8893
2017-03-23,6.8976
2017-03-24,6.8886
2017-03-25,6.8886
2017-03-26,6.8886
2017-03-27,6.8479
2017-03-28,6.8805
2017-03-29,6.9119
2017-03-30,6.9682
2017-03-31,6.983
2017-04-01,6.983
2017-04-02,6.983
2017-04-03,6.9713
2017-04-04,6.967
2017-04-05,6.9731
2017-04-06,6.9859
2017-04-07,7.0201
2017-04-08,7.0201
2017-04-09,7.0201
2017-04-10,7.0182
2017-04-11,7.0114
2017-04-12,6.9743
2017-04-13,7.0094
2017-04-14,7.0069
2017-04-15,7.0069
2017-04-16,7.0069
2017-04-17,6.9897
2017-04-18,6.9326
2017-04-19,6.945
2017-04-20,6.9396
2017-04-21,6.9333
2017-04-22,6.9333
2017-04-23,6.9333
2017-04-24,6.8457
2017-04-25,6.8106
2017-04-26,6.8237
2017-04-27,6.8417
2017-04-28,6.8273
2017-04-29,6.8273
2017-04-30,6.8273
2017-05-01,6.823
2017-05-02,6.8044
2017-05-03,6.8316
2017-05-04,6.7699
2017-05-05,6.7617
2017-05-06,6.7617
2017-05-07,6.7617
2017-05-08,6.8123
2017-05-09,6.8443
2017-05-10,6.8453
2017-05-11,6.8496
2017-05-12,6.8066
2017-05-13,6.8066
2017-05-14,6.8066
2017-05-15,6.7775
2017-05-16,6.7117
2017-05-17,6.6662
2017-05-18,6.7023
2017-05-19,6.6416
2017-05-20,6.6416
2017-05-21,6.6416
2017-05-22,6.6252
2017-05-23,6.6552
2017-05-24,6.6329
2017-05-25,6.6379
2017-05-26,6.6558
2017-05-27,6.6558
2017-05-28,6.6558
2017-05-29,6.6632
2017-05-30,6.6506
2017-05-31,6.6153
2017-06-01,6.634
2017-06-02,6.5943
2017-06-03,6.5943
2017-06-04,6.5943
2017-06-05,6.6109
2017-06-06,6.595
2017-06-07,6.6072
2017-06-08,6.6325
2017-06-09,6.6432
2017-06-10,6.6432
2017-06-11,6.6432
2017-06-12,6.6376
2017-06-13,6.633
2017-06-14,6.6286
2017-06-15,6.6715
2017-06-16,6.6414
2017-06-17,6.6414
2017-06-18,6.6414
2017-06-19,6.6712
2017-06-20,6.6809
2017-06-21,6.6606
2017-06-22,6.6693
2017-06-23,6.6438
2017-06-24,6.6438
2017-06-25,6.6438
2017-06-26,6.6501
2017-06-27,6.5574
2017-06-28,6.5366
2017-06-29,6.4995
2017-06-30,6.5075
2017-07-01,6.5075
2017-07-02,6.5075
2017-07-03,6.5432
2017-07-04,6.5547
2017-07-05,6.5513
2017-07-06,6.5102
2017-07-07,6.5225
2017-07-08,6.5225
2017-07-09,6.5225
2017-07-10,6.523
2017-07-11,6.4844
2017-07-12,6.5169
2017-07-13,6.524
2017-07-14,6.4839
2017-07-15,6.4839
2017-07-16,6.4839
2017-07-17,6.4789
2017-07-18,6.4365
2017-07-19,6.4576
2017-07-20,6.3935
2017-07-21,6.3761
2017-07-22,6.3761
2017-07-23,6.3761
2017-07-24,6.3868
2017-07-25,6.3854
2017-07-26,6.3367
2017-07-27,6.3682
2017-07-28,6.3283
2017-07-29,6.3283
2017-07-30,6.3283
2017-07-31,6.2804
2017-08-01,6.3015
2017-08-02,6.2732
2017-08-03,6.2668
2017-08-04,6.3199
2017-08-05,6.3199
2017-08-06,6.3199
2017-08-07,6.3063
2017-08-08,6.3309
2017-08-09,6.3265
2017-08-10,6.3183
2017-08-11,6.2909
2017-08-12,6.2909
2017-08-13,6.2909
2017-08-14,6.3133
2017-08-15,6.3375
2017-08-16,6.3202
2017-08-17,6.3433
2017-08-18,6.324
2017-08-19,6.324
2017-08-20,6.324
2017-08-21,6.2951
2017-08-22,6.3239
2017-08-23,6.2993
2017-08-24,6.3034
2017-08-25,6.2385
2017-08-26,6.2385
2017-08-27,6.2385
2017-08-28,6.2103
2017-08-29,6.2142
2017-08-30,6.2594
2017-08-31,6.2447
2017-09-01,6.2705
2017-09-02,6.2705
2017-09-03,6.2705
2017-09-04,6.2516
2017-09-05,6.2434
2017-09-06,6.243
2017-09-07,6.1889
2017-09-08,6.1824
2017-09-09,6.1824
2017-09-10,6.1824
2017-09-11,6.2242
2017-09-12,6.2177
2017-09-13,6.26
2017-09-14,6.2427
2017-09-15,6.2305
2017-09-16,6.2305
2017-09-17,6.2305
2017-09-18,6.2252
2017-09-19,6.2038
2017-09-20,6.257
2017-09-21,6.2314
2017-09-22,6.2268
2017-09-23,6.2268
2017-09-24,6.2268
2017-09-25,6.2794
2017-09-26,6.3092
2017-09-27,6.3363
2017-09-28,6.3143
2017-09-29,6.2989
2017-09-30,6.2989
2017-10-01,6.2989
2017-10-02,6.3436
2017-10-03,6.3379
2017-10-04,6.3292
2017-10-05,6.3556
2017-10-06,6.3451
2017-10-07,6.3451
2017-10-08,6.3451
2017-10-09,6.3398
2017-10-10,6.303
2017-10-11,6.2771
2017-10-12,6.2922
2017-10-13,6.2977
2017-10-14,6.2977
2017-10-15,6.2977
2017-10-16,6.3109
2017-10-17,6.3268
2017-10-18,6.3154
2017-10-19,6.2799
2017-10-20,6.3161
2017-10-21,6.3161
2017-10-22,6.3161
2017-10-23,6.3357
2017-10-24,6.3294
2017-10-25,6.3011
2017-10-26,6.3881
2017-10-27,6.4095
2017-10-28,6.4095
2017-10-29,6.4095
2017-10-30,6.3871
2017-10-31,6.3897
2017-11-01,6.4051
2017-11-02,6.3836
2017-11-03,6.4127
2017-11-04,6.4127
2017-11-05,6.4127
2017-11-06,6.4103
2017-11-07,6.4241
2017-11-08,6.4199
2017-11-09,6.3923
2017-11-10,6.3796
2017-11-11,6.3796
2017-11-12,6.3796
2017-11-13,6.3768
2017-11-14,6.3068
2017-11-15,6.3121
2017-11-16,6.3215
2017-11-17,6.3104
2017-11-18,6.3104
2017-11-19,6.3104
2017-11-20,6.3427
2017-11-21,6.3399
2017-11-22,6.295
2017-11-23,6.2803
2017-11-24,6.2379
2017-11-25,6.2379
2017-11-26,6.2379
2017-11-27,6.2544
2017-11-28,6.2862
2017-11-29,6.2826
2017-11-30,6.2517
2017-12-01,6.2561
2017-12-02,6.2561
2017-12-03,6.2561
2017-12-04,6.2718
2017-12-05,6.2922
2017-12-06,6.3084
2017-12-07,6.3214
2017-12-08,6.3214
2017-12-09,6.3214
2017-12-10,6.3214
2017-12-11,6.3237
2017-12-12,6.3383
2017-12-13,6.2943
2017-12-14,6.3212
2017-12-15,6.3359
2017-12-16,6.3359
2017-12-17,6.3359
2017-12-18,6.3173
2017-12-19,6.2869
2017-12-20,6.2709
2017-12-21,6.2694
2017-12-22,6.2749
2017-12-23,6.2749
2017-12-24,6.2749
2017-12-25,6.2721
2017-12-26,6.278
2017-12-27,6.2627
2017-12-28,6.234
2017-12-29,6.2069
2017-12-30,6.2069
2017-12-31,6.2069
2018-01-01,6.198
2018-01-02,6.1729
2018-01-03,6.1966
2018-01-04,6.1698
2018-01-05,6.1903
2018-01-06,6.1903
2018-01-07,6.1903
2018-01-08,6.2225
2018-01-09,6.2384
2018-01-10,6.233
2018-01-11,6.1896
2018-01-12,6.105
2018-01-13,6.105
2018-01-14,6.105
2018-01-15,6.0739
2018-01-16,6.0749
2018-01-17,6.1098
2018-01-18,6.0838
2018-01-19,6.0897
2018-01-20,6.0897
2018-01-21,6.0897
2018-01-22,6.0707
2018-01-23,6.0532
2018-01-24,6.0003
2018-01-25,6.0055
2018-01-26,5.9901
2018-01-27,5.9901
2018-01-28,5.9901
2018-01-29,6.0108
2018-01-30,6.0009
2018-01-31,5.9955
2018-02-01,5.9504
2018-02-02,5.9749
2018-02-03,5.9749
2018-02-04,5.9749
2018-02-05,6.0195
2018-02-06,6.0135
2018-02-07,6.0688
2018-02-08,6.0777
2018-02-09,6.0759
2018-02-10,6.0759
2018-02-11,6.0759
2018-02-12,6.0593
2018-02-13,6.0321
2018-02-14,5.984
2018-02-15,5.9563
2018-02-16,6.0044
2018-02-17,6.0044
2018-02-18,6.0044
2018-02-19,6.0023
2018-02-20,6.0362
2018-02-21,6.0629
2018-02-22,6.0399
2018-02-23,6.0556
2018-02-24,6.0556
2018-02-25,6.0556
2018-02-26,6.0445
2018-02-27,6.0867
2018-02-28,6.1066
2018-03-01,6.0711
2018-03-02,6.0465
2018-03-03,6.0465
2018-03-04,6.0465
2018-03-05,6.0385
2018-03-06,6.0057
2018-03-07,6.0037
2018-03-08,6.0497
2018-03-09,6.0531
2018-03-10,6.0531
2018-03-11,6.0531
2018-03-12,6.0383
2018-03-13,6.0122
2018-03-14,6.0233
2018-03-15,6.0534
2018-03-16,6.0614
2018-03-17,6.0614
2018-03-18,6.0614
2018-03-19,6.0386
2018-03-20,6.0845
2018-03-21,6.0373
2018-03-22,6.0546
2018-03-23,6.0296
2018-03-24,6.0296
2018-03-25,6.0296
2018-03-26,5.9848
2018-03-27,6.0047
2018-03-28,6.0542
2018-03-29,6.0606
2018-03-30,6.0485
2018-03-31,6.0485
2018-04-01,6.0485
2018-04-02,6.0553
2018-04-03,6.0718
2018-04-04,6.068
2018-04-05,6.084
2018-04-06,6.0634
2018-04-07,6.0634
2018-04-08,6.0634
2018-04-09,6.0443
2018-04-10,6.027
2018-04-11,6.0206
2018-04-12,6.0409
2018-04-13,6.0395
2018-04-14,6.0395
2018-04-15,6.0395
2018-04-16,6.0161
2018-04-17,6.0211
2018-04-18,6.0192
2018-04-19,6.033
2018-04-20,6.0608
2018-04-21,6.0608
2018-04-22,6.0608
2018-04-23,6.1005
2018-04-24,6.089
2018-04-25,6.1257
2018-04-26,6.1553
2018-04-27,6.1422
2018-04-28,6.1422
2018-04-29,6.1422
2018-04-30,6.1684
2018-05-01,6.2127
2018-05-02,6.2335
2018-05-03,6.2139
2018-05-04,6.2284
2018-05-05,6.2284
2018-05-06,6.2284
2018-05-07,6.2488
2018-05-08,6.2778
2018-05-09,6.2854
2018-05-10,6.2521
2018-05-11,6.238
2018-05-12,6.238
2018-05-13,6.238
2018-05-14,6.2457
2018-05-15,6.2933
2018-05-16,6.3074
2018-05-17,6.3145
2018-05-18,6.3264
2018-05-19,6.3264
2018-05-20,6.3264
2018-05-21,6.3154
2018-05-22,6.3237
2018-05-23,6.3689
2018-05-24,6.356
2018-05-25,6.3937
2018-05-26,6.3937
2018-05-27,6.3937
2018-05-28,6.4073
2018-05-29,6.4495
2018-05-30,6.381
2018-05-31,6.3656
2018-06-01,6.3839
2018-06-02,6.3839
2018-06-03,6.3839
2018-06-04,6.3618
2018-06-05,6.3517
2018-06-06,6.3242
2018-06-07,6.3128
2018-06-08,6.3301
2018-06-09,6.3301
2018-06-10,6.3301
2018-06-11,6.322
2018-06-12,6.3437
2018-06-13,6.3184
2018-06-14,6.4411
2018-06-15,6.4173
2018-06-16,6.4173
2018-06-17,6.4173
2018-06-18,6.4115
2018-06-19,6.4312
2018-06-20,6.44
2018-06-21,6.4226
2018-06-22,6.3958
2018-06-23,6.3958
2018-06-24,6.3958
2018-06-25,6.3672
2018-06-26,6.3973
2018-06-27,6.4484
2018-06-28,6.4423
2018-06-29,6.3767
2018-06-30,6.3767
2018-07-01,6.3767
2018-07-02,6.4022
2018-07-03,6.3918
2018-07-04,6.3918
2018-07-05,6.3746
2018-07-06,6.3445
2018-07-07,6.3445
2018-07-08,6.3445
2018-07-09,6.3434
2018-07-10,6.3467
2018-07-11,6.3851
2018-07-12,6.3886
2018-07-13,6.3792
2018-07-14,6.3792
2018-07-15,6.3792
2018-07-16,6.3639
2018-07-17,6.393
2018-07-18,6.4038
2018-07-19,6.401
2018-07-20,6.3559
2018-07-21,6.3559
2018-07-22,6.3559
2018-07-23,6.3721
2018-07-24,6.3755
2018-07-25,6.353
2018-07-26,6.3997
2018-07-27,6.3913
2018-07-28,6.3913
2018-07-29,6.3913
2018-07-30,6.3631
2018-07-31,6.3739
2018-08-01,6.391
2018-08-02,6.4329
2018-08-03,6.4433
2018-08-04,6.4433
2018-08-05,6.4433
2018-08-06,6.4504
2018-08-07,6.4257
2018-08-08,6.4211
2018-08-09,6.4677
2018-08-10,6.5318
2018-08-11,6.5318
2018-08-12,6.5318
2018-08-13,6.5321
2018-08-14,6.5713
2018-08-15,6.571
2018-08-16,6.5545
2018-08-17,6.5198
2018-08-18,6.5198
2018-08-19,6.5198
2018-08-20,6.4956
2018-08-21,6.4469
2018-08-22,6.4318
2018-08-23,6.4641
2018-08-24,6.4179
2018-08-25,6.4179
2018-08-26,6.4179
2018-08-27,6.3864
2018-08-28,6.3765
2018-08-29,6.3698
2018-08-30,6.3885
2018-08-31,6.4258
2018-09-01,6.4258
2018-09-02,6.4258
2018-09-03,6.4154
2018-09-04,6.4366
2018-09-05,6.4103
2018-09-06,6.4149
2018-09-07,6.4555
2018-09-08,6.4555
2018-09-09,6.4555
2018-09-10,6.4326
2018-09-11,6.427
2018-09-12,6.416
2018-09-13,6.3809
2018-09-14,6.4169
2018-09-15,6.4169
2018-09-16,6.4169
2018-09-17,6.3858
2018-09-18,6.3946
2018-09-19,6.3917
2018-09-20,6.3331
2018-09-21,6.3489
2018-09-22,6.3489
2018-09-23,6.3489
2018-09-24,6.3492
2018-09-25,6.3391
2018-09-26,6.353
2018-09-27,6.4048
2018-09-28,6.4258
2018-09-29,6.4258
2018-09-30,6.4258
2018-10-01,6.4399
2018-10-02,6.4568
2018-10-03,6.4967
2018-10-04,6.4761
2018-10-05,6.4728
2018-10-06,6.4728
2018-10-07,6.4728
2018-10-08,6.4918
2018-10-09,6.4923
2018-10-10,6.4752
2018-10-11,6.4354
2018-10-12,6.4538
2018-10-13,6.4538
2018-10-14,6.4538
2018-10-15,6.4433
2018-10-16,6.4462
2018-10-17,6.487
2018-10-18,6.5139
2018-10-19,6.4798
2018-10-20,6.4798
2018-10-21,6.4798
2018-10-22,6.5078
2018-10-23,6.5034
2018-10-24,6.5493
2018-10-25,6.5594
2018-10-26,6.5437
2018-10-27,6.5437
2018-10-28,6.5437
2018-10-29,6.561
2018-10-30,6.5772
2018-10-31,6.5956
2018-11-01,6.5386
2018-11-02,6.5512
2018-11-03,6.5512
2018-11-04,6.5512
2018-11-05,6.539
2018-11-06,6.5278
2018-11-07,6.5286
2018-11-08,6.5637
2018-11-09,6.5801
2018-11-10,6.5801
2018-11-11,6.5801
2018-11-12,6.6498
2018-11-13,6.6092
2018-11-14,6.5981
2018-11-15,6.5871
2018-11-16,6.5363
2018-11-17,6.5363
2018-11-18,6.5363
2018-11-19,6.5152
2018-11-20,6.5631
2018-11-21,6.5547
2018-11-22,6.5436
2018-11-23,6.5818
2018-11-24,6.5818
2018-11-25,6.5818
2018-11-26,6.5867
2018-11-27,6.6102
2018-11-28,6.5654
2018-11-29,6.5496
2018-11-30,6.5942
2018-12-01,6.5942
2018-12-02,6.5942
2018-12-03,6.5726
2018-12-04,6.5794
2018-12-05,6.5788
2018-12-06,6.5617
2018-12-07,6.5602
2018-12-08,6.5602
2018-12-09,6.5602
2018-12-10,6.5726
2018-12-11,6.5955
2018-12-12,6.5656
2018-12-13,6.5706
2018-12-14,6.6034
2018-12-15,6.6034
2018-12-16,6.6034
2018-12-17,6.5807
2018-12-18,6.5733
2018-12-19,6.5641
2018-12-20,6.5225
2018-12-21,6.5647
2018-12-22,6.5647
2018-12-23,6.5647
2018-12-24,6.5466
2018-12-25,6.5593
2018-12-26,6.5774
2018-12-27,6.5304
2018-12-28,6.524
2018-12-29,6.524
2018-12-30,6.524
2018-12-31,6.5114
2019-01-01,6.5129
2019-01-02,6.5825
2019-01-03,6.5539
2019-01-04,6.5532
2019-01-05,6.5532
2019-01-06,6.5532
2019-01-07,6.5083
2019-01-08,6.5266
2019-01-09,6.4687
2019-01-10,6.4912
2019-01-11,6.5087
2019-01-12,6.5087
2019-01-13,6.5087
2019-01-14,6.5082
2019-01-15,6.5397
2019-01-16,6.5524
2019-01-17,6.5541
2019-01-18,6.5697
2019-01-19,6.5697
2019-01-20,6.5697
2019-01-21,6.5697
2019-01-22,6.5729
2019-01-23,6.5608
2019-01-24,6.6042
2019-01-25,6.5459
2019-01-26,6.5459
2019-01-27,6.5459
2019-01-28,6.5325
2019-01-29,6.5297
2019-01-30,6.503
2019-01-31,6.5215
2019-02-01,6.5166
2019-02-02,6.5166
2019-02-03,6.5166
2019-02-04,6.5268
2019-02-05,6.5451
2019-02-06,6.5693
2019-02-07,6.5808
2019-02-08,6.5915
2019-02-09,6.5915
2019-02-10,6.5915
2019-02-11,6.618
2019-02-12,6.5889
2019-02-13,6.626
2019-02-14,6.6045
2019-02-15,6.6052
2019-02-16,6.6052
2019-02-17,6.6052
2019-02-18,6.5966
2019-02-19,6.5794
2019-02-20,6.581
2019-02-21,6.5824
2019-02-22,6.5823
2019-02-23,6.5823
2019-02-24,6.5823
2019-02-25,6.5695
2019-02-26,6.5514
2019-02-27,6.5621
2019-02-28,6.5614
2019-03-01,6.5649
2019-03-02,6.5649
2019-03-03,6.5649
2019-03-04,6.58
2019-03-05,6.5981
2019-03-06,6.5985
2019-03-07,6.6641
2019-03-08,6.6407
2019-03-09,6.6407
2019-03-10,6.6407
2019-03-11,6.6346
2019-03-12,6.6086
2019-03-13,6.5865
2019-03-14,6.6017
2019-03-15,6.5894
2019-03-16,6.5894
2019-03-17,6.5894
2019-03-18,6.5821
2019-03-19,6.5735
2019-03-20,6.5384
2019-03-21,6.5611
2019-03-22,6.6029
2019-03-23,6.6029
2019-03-24,6.6029
2019-03-25,6.5982
2019-03-26,6.6269
2019-03-27,6.6404
2019-03-28,6.6526
2019-03-29,6.6549
2019-03-30,6.6549
2019-03-31,6.6549
2019-04-01,6.6577
2019-04-02,6.6628
2019-04-03,6.6457
2019-04-04,6.6532
2019-04-05,6.6556
2019-04-06,6.6556
2019-04-07,6.6556
2019-04-08,6.6288
2019-04-09,6.6288
2019-04-10,6.6224
2019-04-11,6.6335
2019-04-12,6.6055
2019-04-13,6.6055
2019-04-14,6.6055
2019-04-15,6.6036
2019-04-16,6.6145
2019-04-17,6.6087
2019-04-18,6.6483
2019-04-19,6.6398
2019-04-20,6.6398
2019-04-21,6.6398
2019-04-22,6.6327
2019-04-23,6.6502
2019-04-24,6.6934
2019-04-25,6.7072
2019-04-26,6.6947
2019-04-27,6.6947
2019-04-28,6.6947
2019-04-29,6.6743
2019-04-30,6.6576
2019-05-01,6.6683
2019-05-02,6.6827
2019-05-03,6.6659
2019-05-04,6.6659
2019-05-05,6.6659
2019-05-06,6.6669
2019-05-07,6.6711
2019-05-08,6.6707
2019-05-09,6.6574
2019-05-10,6.646
2019-05-11,6.646
2019-05-12,6.646
2019-05-13,6.6545
2019-05-14,6.6662
2019-05-15,6.666
2019-05-16,6.6826
2019-05-17,6.6927
2019-05-18,6.6927
2019-05-19,6.6927
2019-05-20,6.6891
2019-05-21,6.692
2019-05-22,6.6972
2019-05-23,6.6793
2019-05-24,6.6666
2019-05-25,6.6666
2019-05-26,6.6666
2019-05-27,6.6723
2019-05-28,6.69
2019-05-29,6.7074
2019-05-30,6.7096
2019-05-31,6.6862
2019-06-01,6.6862
2019-06-02,6.6862
2019-06-03,6.6429
2019-06-04,6.6373
2019-06-05,6.6557
2019-06-06,6.6226
2019-06-07,6.5892
2019-06-08,6.5892
2019-06-09,6.5892
2019-06-10,6.6027
2019-06-11,6.5937
2019-06-12,6.6157
2019-06-13,6.6222
2019-06-14,6.6623
2019-06-15,6.6623
2019-06-16,6.6623
2019-06-17,6.6565
2019-06-18,6.6709
2019-06-19,6.6513
2019-06-20,6.6117
2019-06-21,6.5673
2019-06-22,6.5673
2019-06-23,6.5673
2019-06-24,6.5502
2019-06-25,6.5679
2019-06-26,6.5657
2019-06-27,6.5653
2019-06-28,6.5624
2019-06-29,6.5624
2019-06-30,6.5624
2019-07-01,6.6136
2019-07-02,6.614
2019-07-03,6.6172
2019-07-04,6.6135
2019-07-05,6.6487
2019-07-06,6.6487
2019-07-07,6.6487
2019-07-08,6.6537
2019-07-09,6.66
2019-07-10,6.6345
2019-07-11,6.6352
2019-07-12,6.6251
2019-07-13,6.6251
2019-07-14,6.6251
2019-07-15,6.6331
2019-07-16,6.6607
2019-07-17,6.6532
2019-07-18,6.6205
2019-07-19,6.652
2019-07-20,6.652
2019-07-21,6.652
2019-07-22,6.6603
2019-07-23,6.6947
2019-07-24,6.7016
2019-07-25,6.6984
2019-07-26,6.7107
2019-07-27,6.7107
2019-07-28,6.7107
2019-07-29,6.6998
2019-07-30,6.6944
2019-07-31,6.7421
2019-08-01,6.7359
2019-08-02,6.7215
2019-08-03,6.7215
2019-08-04,6.7215
2019-08-05,6.6623
2019-08-06,6.6656
2019-08-07,6.6626
2019-08-08,6.6747
2019-08-09,6.6637
2019-08-10,6.6637
2019-08-11,6.6637
2019-08-12,6.6562
2019-08-13,6.6807
2019-08-14,6.6969
2019-08-15,6.7157
2019-08-16,6.7232
2019-08-17,6.7232
2019-08-18,6.7232
2019-08-19,6.7316
2019-08-20,6.7166
2019-08-21,6.726
2019-08-22,6.7289
