,USDCHF BGN Curncy
2016-06-02,0.9904
2016-06-03,0.9759
2016-06-04,0.9759
2016-06-05,0.9759
2016-06-06,0.9706
2016-06-07,0.9653
2016-06-08,0.9593
2016-06-09,0.9646
2016-06-10,0.9649
2016-06-11,0.9649
2016-06-12,0.9649
2016-06-13,0.9644
2016-06-14,0.9633
2016-06-15,0.9614
2016-06-16,0.965
2016-06-17,0.96
2016-06-18,0.96
2016-06-19,0.96
2016-06-20,0.9621
2016-06-21,0.9622
2016-06-22,0.9585
2016-06-23,0.958
2016-06-24,0.972
2016-06-25,0.972
2016-06-26,0.972
2016-06-27,0.9785
2016-06-28,0.9819
2016-06-29,0.9797
2016-06-30,0.976
2016-07-01,0.9733
2016-07-02,0.9733
2016-07-03,0.9733
2016-07-04,0.9709
2016-07-05,0.9768
2016-07-06,0.9749
2016-07-07,0.9787
2016-07-08,0.9833
2016-07-09,0.9833
2016-07-10,0.9833
2016-07-11,0.9828
2016-07-12,0.989
2016-07-13,0.9853
2016-07-14,0.9809
2016-07-15,0.9827
2016-07-16,0.9827
2016-07-17,0.9827
2016-07-18,0.9824
2016-07-19,0.9856
2016-07-20,0.9873
2016-07-21,0.9857
2016-07-22,0.9871
2016-07-23,0.9871
2016-07-24,0.9871
2016-07-25,0.9859
2016-07-26,0.9924
2016-07-27,0.9859
2016-07-28,0.9809
2016-07-29,0.9695
2016-07-30,0.9695
2016-07-31,0.9695
2016-08-01,0.9685
2016-08-02,0.9642
2016-08-03,0.9732
2016-08-04,0.9741
2016-08-05,0.9807
2016-08-06,0.9807
2016-08-07,0.9807
2016-08-08,0.9824
2016-08-09,0.9813
2016-08-10,0.975
2016-08-11,0.9755
2016-08-12,0.9744
2016-08-13,0.9744
2016-08-14,0.9744
2016-08-15,0.9729
2016-08-16,0.9618
2016-08-17,0.9621
2016-08-18,0.9543
2016-08-19,0.9605
2016-08-20,0.9605
2016-08-21,0.9605
2016-08-22,0.9624
2016-08-23,0.9633
2016-08-24,0.967
2016-08-25,0.9677
2016-08-26,0.9782
2016-08-27,0.9782
2016-08-28,0.9782
2016-08-29,0.9783
2016-08-30,0.9839
2016-08-31,0.9839
2016-09-01,0.9801
2016-09-02,0.9809
2016-09-03,0.9809
2016-09-04,0.9809
2016-09-05,0.9799
2016-09-06,0.9697
2016-09-07,0.9698
2016-09-08,0.9726
2016-09-09,0.9756
2016-09-10,0.9756
2016-09-11,0.9756
2016-09-12,0.9719
2016-09-13,0.9765
2016-09-14,0.9734
2016-09-15,0.9718
2016-09-16,0.9804
2016-09-17,0.9804
2016-09-18,0.9804
2016-09-19,0.9802
2016-09-20,0.9791
2016-09-21,0.9739
2016-09-22,0.9687
2016-09-23,0.9704
2016-09-24,0.9704
2016-09-25,0.9704
2016-09-26,0.9692
2016-09-27,0.9708
2016-09-28,0.971
2016-09-29,0.9662
2016-09-30,0.9714
2016-10-01,0.9714
2016-10-02,0.9714
2016-10-03,0.9735
2016-10-04,0.979
2016-10-05,0.9743
2016-10-06,0.9808
2016-10-07,0.9775
2016-10-08,0.9775
2016-10-09,0.9775
2016-10-10,0.9825
2016-10-11,0.9888
2016-10-12,0.9908
2016-10-13,0.9862
2016-10-14,0.9903
2016-10-15,0.9903
2016-10-16,0.9903
2016-10-17,0.989
2016-10-18,0.9899
2016-10-19,0.989
2016-10-20,0.9927
2016-10-21,0.9937
2016-10-22,0.9937
2016-10-23,0.9937
2016-10-24,0.9935
2016-10-25,0.9943
2016-10-26,0.9935
2016-10-27,0.9936
2016-10-28,0.9881
2016-10-29,0.9881
2016-10-30,0.9881
2016-10-31,0.989
2016-11-01,0.9754
2016-11-02,0.9732
2016-11-03,0.9739
2016-11-04,0.9684
2016-11-05,0.9684
2016-11-06,0.9684
2016-11-07,0.9743
2016-11-08,0.9779
2016-11-09,0.9845
2016-11-10,0.9868
2016-11-11,0.988
2016-11-12,0.988
2016-11-13,0.988
2016-11-14,0.9981
2016-11-15,1.0018
2016-11-16,1.0019
2016-11-17,1.0071
2016-11-18,1.0101
2016-11-19,1.0101
2016-11-20,1.0101
2016-11-21,1.0088
2016-11-22,1.0113
2016-11-23,1.0167
2016-11-24,1.0163
2016-11-25,1.0141
2016-11-26,1.0141
2016-11-27,1.0141
2016-11-28,1.0127
2016-11-29,1.0117
2016-11-30,1.0173
2016-12-01,1.0106
2016-12-02,1.0111
2016-12-03,1.0111
2016-12-04,1.0111
2016-12-05,1.0064
2016-12-06,1.0102
2016-12-07,1.0075
2016-12-08,1.0163
2016-12-09,1.0171
2016-12-10,1.0171
2016-12-11,1.0171
2016-12-12,1.0134
2016-12-13,1.0121
2016-12-14,1.0204
2016-12-15,1.03
2016-12-16,1.0261
2016-12-17,1.0261
2016-12-18,1.0261
2016-12-19,1.0274
2016-12-20,1.0288
2016-12-21,1.0268
2016-12-22,1.0256
2016-12-23,1.0265
2016-12-24,1.0265
2016-12-25,1.0265
2016-12-26,1.0272
2016-12-27,1.028
2016-12-28,1.0284
2016-12-29,1.023
2016-12-30,1.019
2016-12-31,1.019
2017-01-01,1.019
2017-01-02,1.0235
2017-01-03,1.0274
2017-01-04,1.0209
2017-01-05,1.0098
2017-01-06,1.018
2017-01-07,1.018
2017-01-08,1.018
2017-01-09,1.0153
2017-01-10,1.017
2017-01-11,1.0141
2017-01-12,1.0109
2017-01-13,1.0084
2017-01-14,1.0084
2017-01-15,1.0084
2017-01-16,1.0117
2017-01-17,1.0015
2017-01-18,1.0074
2017-01-19,1.0062
2017-01-20,1.0016
2017-01-21,1.0016
2017-01-22,1.0016
2017-01-23,0.9965
2017-01-24,1.001
2017-01-25,0.9994
2017-01-26,0.9998
2017-01-27,0.9993
2017-01-28,0.9993
2017-01-29,0.9993
2017-01-30,0.9953
2017-01-31,0.9892
2017-02-01,0.9931
2017-02-02,0.9927
2017-02-03,0.993
2017-02-04,0.993
2017-02-05,0.993
2017-02-06,0.9912
2017-02-07,0.9978
2017-02-08,0.9947
2017-02-09,1.0017
2017-02-10,1.0024
2017-02-11,1.0024
2017-02-12,1.0024
2017-02-13,1.0057
2017-02-14,1.0062
2017-02-15,1.0055
2017-02-16,0.9971
2017-02-17,1.0026
2017-02-18,1.0026
2017-02-19,1.0026
2017-02-20,1.0028
2017-02-21,1.0097
2017-02-22,1.0103
2017-02-23,1.0063
2017-02-24,1.0075
2017-02-25,1.0075
2017-02-26,1.0075
2017-02-27,1.009
2017-02-28,1.0058
2017-03-01,1.0089
2017-03-02,1.0134
2017-03-03,1.0079
2017-03-04,1.0079
2017-03-05,1.0079
2017-03-06,1.0123
2017-03-07,1.0133
2017-03-08,1.0149
2017-03-09,1.0121
2017-03-10,1.0109
2017-03-11,1.0109
2017-03-12,1.0109
2017-03-13,1.0072
2017-03-14,1.0102
2017-03-15,1.0002
2017-03-16,0.9965
2017-03-17,0.9982
2017-03-18,0.9982
2017-03-19,0.9982
2017-03-20,0.9985
2017-03-21,0.9939
2017-03-22,0.9914
2017-03-23,0.9934
2017-03-24,0.9914
2017-03-25,0.9914
2017-03-26,0.9914
2017-03-27,0.9856
2017-03-28,0.9925
2017-03-29,0.9965
2017-03-30,1.0012
2017-03-31,1.0026
2017-04-01,1.0026
2017-04-02,1.0026
2017-04-03,1.0015
2017-04-04,1.002
2017-04-05,1.0049
2017-04-06,1.005
2017-04-07,1.0091
2017-04-08,1.0091
2017-04-09,1.0091
2017-04-10,1.0087
2017-04-11,1.0075
2017-04-12,1.0028
2017-04-13,1.006
2017-04-14,1.0055
2017-04-15,1.0055
2017-04-16,1.0055
2017-04-17,1.0045
2017-04-18,0.9963
2017-04-19,0.9984
2017-04-20,0.9987
2017-04-21,0.9963
2017-04-22,0.9963
2017-04-23,0.9963
2017-04-24,0.9958
2017-04-25,0.9938
2017-04-26,0.9933
2017-04-27,0.9941
2017-04-28,0.9946
2017-04-29,0.9946
2017-04-30,0.9946
2017-05-01,0.9963
2017-05-02,0.9916
2017-05-03,0.9948
2017-05-04,0.9864
2017-05-05,0.9877
2017-05-06,0.9877
2017-05-07,0.9877
2017-05-08,0.9988
2017-05-09,1.0074
2017-05-10,1.0089
2017-05-11,1.0078
2017-05-12,1.0009
2017-05-13,1.0009
2017-05-14,1.0009
2017-05-15,0.9966
2017-05-16,0.9859
2017-05-17,0.9789
2017-05-18,0.9799
2017-05-19,0.9729
2017-05-20,0.9729
2017-05-21,0.9729
2017-05-22,0.9734
2017-05-23,0.976
2017-05-24,0.973
2017-05-25,0.9727
2017-05-26,0.9741
2017-05-27,0.9741
2017-05-28,0.9741
2017-05-29,0.9777
2017-05-30,0.9746
2017-05-31,0.9678
2017-06-01,0.9715
2017-06-02,0.9631
2017-06-03,0.9631
2017-06-04,0.9631
2017-06-05,0.965
2017-06-06,0.9621
2017-06-07,0.9652
2017-06-08,0.9672
2017-06-09,0.9694
2017-06-10,0.9694
2017-06-11,0.9694
2017-06-12,0.9688
2017-06-13,0.9689
2017-06-14,0.9711
2017-06-15,0.9753
2017-06-16,0.9733
2017-06-17,0.9733
2017-06-18,0.9733
2017-06-19,0.9757
2017-06-20,0.9751
2017-06-21,0.9725
2017-06-22,0.9718
2017-06-23,0.9693
2017-06-24,0.9693
2017-06-25,0.9693
2017-06-26,0.9724
2017-06-27,0.9604
2017-06-28,0.9596
2017-06-29,0.9559
2017-06-30,0.9579
2017-07-01,0.9579
2017-07-02,0.9579
2017-07-03,0.9636
2017-07-04,0.9655
2017-07-05,0.964
2017-07-06,0.9604
2017-07-07,0.964
2017-07-08,0.964
2017-07-09,0.964
2017-07-10,0.9657
2017-07-11,0.9637
2017-07-12,0.9654
2017-07-13,0.9672
2017-07-14,0.9635
2017-07-15,0.9635
2017-07-16,0.9635
2017-07-17,0.9626
2017-07-18,0.9548
2017-07-19,0.9556
2017-07-20,0.9513
2017-07-21,0.9457
2017-07-22,0.9457
2017-07-23,0.9457
2017-07-24,0.9461
2017-07-25,0.9524
2017-07-26,0.9509
2017-07-27,0.9649
2017-07-28,0.9687
2017-07-29,0.9687
2017-07-30,0.9687
2017-07-31,0.9669
2017-08-01,0.9657
2017-08-02,0.9709
2017-08-03,0.9686
2017-08-04,0.9727
2017-08-05,0.9727
2017-08-06,0.9727
2017-08-07,0.973
2017-08-08,0.9742
2017-08-09,0.9637
2017-08-10,0.9626
2017-08-11,0.9618
2017-08-12,0.9618
2017-08-13,0.9618
2017-08-14,0.972
2017-08-15,0.9725
2017-08-16,0.9658
2017-08-17,0.963
2017-08-18,0.9646
2017-08-19,0.9646
2017-08-20,0.9646
2017-08-21,0.9619
2017-08-22,0.9681
2017-08-23,0.9652
2017-08-24,0.9655
2017-08-25,0.957
2017-08-26,0.957
2017-08-27,0.957
2017-08-28,0.9553
2017-08-29,0.9558
2017-08-30,0.9636
2017-08-31,0.9587
2017-09-01,0.9648
2017-09-02,0.9648
2017-09-03,0.9648
2017-09-04,0.9582
2017-09-05,0.9552
2017-09-06,0.9567
2017-09-07,0.9506
2017-09-08,0.9442
2017-09-09,0.9442
2017-09-10,0.9442
2017-09-11,0.9563
2017-09-12,0.9604
2017-09-13,0.9641
2017-09-14,0.9632
2017-09-15,0.9603
2017-09-16,0.9603
2017-09-17,0.9603
2017-09-18,0.9615
2017-09-19,0.9627
2017-09-20,0.9698
2017-09-21,0.9706
2017-09-22,0.9693
2017-09-23,0.9693
2017-09-24,0.9693
2017-09-25,0.9666
2017-09-26,0.9687
2017-09-27,0.9721
2017-09-28,0.9702
2017-09-29,0.9683
2017-09-30,0.9683
2017-10-01,0.9683
2017-10-02,0.9747
2017-10-03,0.9737
2017-10-04,0.9753
2017-10-05,0.9783
2017-10-06,0.9797
2017-10-07,0.9797
2017-10-08,0.9797
2017-10-09,0.9798
2017-10-10,0.9752
2017-10-11,0.9735
2017-10-12,0.9755
2017-10-13,0.9745
2017-10-14,0.9745
2017-10-15,0.9745
2017-10-16,0.9756
2017-10-17,0.9784
2017-10-18,0.9816
2017-10-19,0.9763
2017-10-20,0.9842
2017-10-21,0.9842
2017-10-22,0.9842
2017-10-23,0.985
2017-10-24,0.9911
2017-10-25,0.9897
2017-10-26,0.9975
2017-10-27,0.9981
2017-10-28,0.9981
2017-10-29,0.9981
2017-10-30,0.9943
2017-10-31,0.9976
2017-11-01,1.0033
2017-11-02,0.9994
2017-11-03,1.0007
2017-11-04,1.0007
2017-11-05,1.0007
2017-11-06,0.9974
2017-11-07,0.9998
2017-11-08,1.0001
2017-11-09,0.994
2017-11-10,0.9961
2017-11-11,0.9961
2017-11-12,0.9961
2017-11-13,0.9963
2017-11-14,0.9893
2017-11-15,0.9884
2017-11-16,0.9941
2017-11-17,0.9891
2017-11-18,0.9891
2017-11-19,0.9891
2017-11-20,0.9934
2017-11-21,0.9914
2017-11-22,0.982
2017-11-23,0.9818
2017-11-24,0.9795
2017-11-25,0.9795
2017-11-26,0.9795
2017-11-27,0.9817
2017-11-28,0.9842
2017-11-29,0.9846
2017-11-30,0.9836
2017-12-01,0.9762
2017-12-02,0.9762
2017-12-03,0.9762
2017-12-04,0.985
2017-12-05,0.9874
2017-12-06,0.9899
2017-12-07,0.9944
2017-12-08,0.9927
2017-12-09,0.9927
2017-12-10,0.9927
2017-12-11,0.9918
2017-12-12,0.9916
2017-12-13,0.9854
2017-12-14,0.9891
2017-12-15,0.9905
2017-12-16,0.9905
2017-12-17,0.9905
2017-12-18,0.9857
2017-12-19,0.9849
2017-12-20,0.9869
2017-12-21,0.9885
2017-12-22,0.988
2017-12-23,0.988
2017-12-24,0.988
2017-12-25,0.99
2017-12-26,0.9893
2017-12-27,0.9863
2017-12-28,0.9786
2017-12-29,0.9743
2017-12-30,0.9743
2017-12-31,0.9743
2018-01-01,0.975
2018-01-02,0.9717
2018-01-03,0.9771
2018-01-04,0.9742
2018-01-05,0.9747
2018-01-06,0.9747
2018-01-07,0.9747
2018-01-08,0.9772
2018-01-09,0.983
2018-01-10,0.9782
2018-01-11,0.9758
2018-01-12,0.9673
2018-01-13,0.9673
2018-01-14,0.9673
2018-01-15,0.9631
2018-01-16,0.9595
2018-01-17,0.9659
2018-01-18,0.9589
2018-01-19,0.9628
2018-01-20,0.9628
2018-01-21,0.9628
2018-01-22,0.9618
2018-01-23,0.9577
2018-01-24,0.9453
2018-01-25,0.9407
2018-01-26,0.9324
2018-01-27,0.9324
2018-01-28,0.9324
2018-01-29,0.9375
2018-01-30,0.9348
2018-01-31,0.9313
2018-02-01,0.9265
2018-02-02,0.9314
2018-02-03,0.9314
2018-02-04,0.9314
2018-02-05,0.9317
2018-02-06,0.9359
2018-02-07,0.9439
2018-02-08,0.9362
2018-02-09,0.9386
2018-02-10,0.9386
2018-02-11,0.9386
2018-02-12,0.9393
2018-02-13,0.9349
2018-02-14,0.9294
2018-02-15,0.922
2018-02-16,0.927
2018-02-17,0.927
2018-02-18,0.927
2018-02-19,0.9295
2018-02-20,0.9361
2018-02-21,0.939
2018-02-22,0.9329
2018-02-23,0.9361
2018-02-24,0.9361
2018-02-25,0.9361
2018-02-26,0.938
2018-02-27,0.9389
2018-02-28,0.9446
2018-03-01,0.9418
2018-03-02,0.9374
2018-03-03,0.9374
2018-03-04,0.9374
2018-03-05,0.9399
2018-03-06,0.9407
2018-03-07,0.9435
2018-03-08,0.9511
2018-03-09,0.9513
2018-03-10,0.9513
2018-03-11,0.9513
2018-03-12,0.9476
2018-03-13,0.9441
2018-03-14,0.9449
2018-03-15,0.9514
2018-03-16,0.952
2018-03-17,0.952
2018-03-18,0.952
2018-03-19,0.9511
2018-03-20,0.9565
2018-03-21,0.9497
2018-03-22,0.9492
2018-03-23,0.9474
2018-03-24,0.9474
2018-03-25,0.9474
2018-03-26,0.9456
2018-03-27,0.9468
2018-03-28,0.9567
2018-03-29,0.9564
2018-03-30,0.954
2018-03-31,0.954
2018-04-01,0.954
2018-04-02,0.9551
2018-04-03,0.9589
2018-04-04,0.9608
2018-04-05,0.9635
2018-04-06,0.9591
2018-04-07,0.9591
2018-04-08,0.9591
2018-04-09,0.9562
2018-04-10,0.9569
2018-04-11,0.9577
2018-04-12,0.9624
2018-04-13,0.9622
2018-04-14,0.9622
2018-04-15,0.9622
2018-04-16,0.96
2018-04-17,0.9663
2018-04-18,0.9687
2018-04-19,0.9713
2018-04-20,0.9746
2018-04-21,0.9746
2018-04-22,0.9746
2018-04-23,0.9782
2018-04-24,0.9789
2018-04-25,0.9833
2018-04-26,0.9891
2018-04-27,0.9877
2018-04-28,0.9877
2018-04-29,0.9877
2018-04-30,0.9909
2018-05-01,0.9966
2018-05-02,0.9988
2018-05-03,0.9975
2018-05-04,1.0
2018-05-05,1.0
2018-05-06,1.0
2018-05-07,1.0027
2018-05-08,1.0017
2018-05-09,1.005
2018-05-10,1.0036
2018-05-11,0.9998
2018-05-12,0.9998
2018-05-13,0.9998
2018-05-14,1.0006
2018-05-15,1.0013
2018-05-16,1.0012
2018-05-17,1.0015
2018-05-18,0.998
2018-05-19,0.998
2018-05-20,0.998
2018-05-21,0.9973
2018-05-22,0.9928
2018-05-23,0.9957
2018-05-24,0.9916
2018-05-25,0.991
2018-05-26,0.991
2018-05-27,0.991
2018-05-28,0.9936
2018-05-29,0.9913
2018-05-30,0.9891
2018-05-31,0.9858
2018-06-01,0.9882
2018-06-02,0.9882
2018-06-03,0.9882
2018-06-04,0.9877
2018-06-05,0.9844
2018-06-06,0.9865
2018-06-07,0.9805
2018-06-08,0.9857
2018-06-09,0.9857
2018-06-10,0.9857
2018-06-11,0.9854
2018-06-12,0.9868
2018-06-13,0.9855
2018-06-14,0.997
2018-06-15,0.9976
2018-06-16,0.9976
2018-06-17,0.9976
2018-06-18,0.9952
2018-06-19,0.995
2018-06-20,0.9962
2018-06-21,0.9923
2018-06-22,0.9881
2018-06-23,0.9881
2018-06-24,0.9881
2018-06-25,0.9873
2018-06-26,0.9912
2018-06-27,0.9973
2018-06-28,0.9975
2018-06-29,0.9906
2018-06-30,0.9906
2018-07-01,0.9906
2018-07-02,0.9936
2018-07-03,0.9925
2018-07-04,0.993
2018-07-05,0.9931
2018-07-06,0.9893
2018-07-07,0.9893
2018-07-08,0.9893
2018-07-09,0.9915
2018-07-10,0.9919
2018-07-11,0.9959
2018-07-12,1.0024
2018-07-13,1.0017
2018-07-14,1.0017
2018-07-15,1.0017
2018-07-16,0.9968
2018-07-17,1.0001
2018-07-18,0.999
2018-07-19,0.9987
2018-07-20,0.9923
2018-07-21,0.9923
2018-07-22,0.9923
2018-07-23,0.9922
2018-07-24,0.9936
2018-07-25,0.9919
2018-07-26,0.9942
2018-07-27,0.9945
2018-07-28,0.9945
2018-07-29,0.9945
2018-07-30,0.9882
2018-07-31,0.9903
2018-08-01,0.9921
2018-08-02,0.9952
2018-08-03,0.9941
2018-08-04,0.9941
2018-08-05,0.9941
2018-08-06,0.9972
2018-08-07,0.9956
2018-08-08,0.9933
2018-08-09,0.9936
2018-08-10,0.9952
2018-08-11,0.9952
2018-08-12,0.9952
2018-08-13,0.9934
2018-08-14,0.9942
2018-08-15,0.9936
2018-08-16,0.9969
2018-08-17,0.9958
2018-08-18,0.9958
2018-08-19,0.9958
2018-08-20,0.9916
2018-08-21,0.9855
2018-08-22,0.9831
2018-08-23,0.9862
2018-08-24,0.9835
2018-08-25,0.9835
2018-08-26,0.9835
2018-08-27,0.9799
2018-08-28,0.9763
2018-08-29,0.9705
2018-08-30,0.9691
2018-08-31,0.9689
2018-09-01,0.9689
2018-09-02,0.9689
2018-09-03,0.9693
2018-09-04,0.9745
2018-09-05,0.9717
2018-09-06,0.9652
2018-09-07,0.9692
2018-09-08,0.9692
2018-09-09,0.9692
2018-09-10,0.9751
2018-09-11,0.9723
2018-09-12,0.9709
2018-09-13,0.9654
2018-09-14,0.9684
2018-09-15,0.9684
2018-09-16,0.9684
2018-09-17,0.9626
2018-09-18,0.9645
2018-09-19,0.9672
2018-09-20,0.959
2018-09-21,0.9587
2018-09-22,0.9587
2018-09-23,0.9587
2018-09-24,0.9643
2018-09-25,0.965
2018-09-26,0.9661
2018-09-27,0.9773
2018-09-28,0.9817
2018-09-29,0.9817
2018-09-30,0.9817
2018-10-01,0.9841
2018-10-02,0.9839
2018-10-03,0.9924
2018-10-04,0.9917
2018-10-05,0.992
2018-10-06,0.992
2018-10-07,0.992
2018-10-08,0.9926
2018-10-09,0.9922
2018-10-10,0.9901
2018-10-11,0.9894
2018-10-12,0.9929
2018-10-13,0.9929
2018-10-14,0.9929
2018-10-15,0.9874
2018-10-16,0.9907
2018-10-17,0.9953
2018-10-18,0.9957
2018-10-19,0.996
2018-10-20,0.996
2018-10-21,0.996
2018-10-22,0.996
2018-10-23,0.9949
2018-10-24,0.9979
2018-10-25,0.9986
2018-10-26,0.997
2018-10-27,0.997
2018-10-28,0.997
2018-10-29,1.0019
2018-10-30,1.0052
2018-10-31,1.0085
2018-11-01,1.0021
2018-11-02,1.0035
2018-11-03,1.0035
2018-11-04,1.0035
2018-11-05,1.0045
2018-11-06,1.0025
2018-11-07,1.0023
2018-11-08,1.0059
2018-11-09,1.0056
2018-11-10,1.0056
2018-11-11,1.0056
2018-11-12,1.0109
2018-11-13,1.007
2018-11-14,1.0069
2018-11-15,1.0067
2018-11-16,0.9999
2018-11-17,0.9999
2018-11-18,0.9999
2018-11-19,0.9935
2018-11-20,0.9954
2018-11-21,0.9949
2018-11-22,0.995
2018-11-23,0.9974
2018-11-24,0.9974
2018-11-25,0.9974
2018-11-26,0.9983
2018-11-27,0.9988
2018-11-28,0.9941
2018-11-29,0.9961
2018-11-30,0.9979
2018-12-01,0.9979
2018-12-02,0.9979
2018-12-03,0.9975
2018-12-04,0.9974
2018-12-05,0.9977
2018-12-06,0.9926
2018-12-07,0.992
2018-12-08,0.992
2018-12-09,0.992
2018-12-10,0.9904
2018-12-11,0.9933
2018-12-12,0.9935
2018-12-13,0.9942
2018-12-14,0.998
2018-12-15,0.998
2018-12-16,0.998
2018-12-17,0.9929
2018-12-18,0.9923
2018-12-19,0.9946
2018-12-20,0.9879
2018-12-21,0.9938
2018-12-22,0.9938
2018-12-23,0.9938
2018-12-24,0.9863
2018-12-25,0.9872
2018-12-26,0.9957
2018-12-27,0.988
2018-12-28,0.9846
2018-12-29,0.9846
2018-12-30,0.9846
2018-12-31,0.9821
2019-01-01,0.9816
2019-01-02,0.9901
2019-01-03,0.9868
2019-01-04,0.9876
2019-01-05,0.9876
2019-01-06,0.9876
2019-01-07,0.9797
2019-01-08,0.9813
2019-01-09,0.9744
2019-01-10,0.9845
2019-01-11,0.9835
2019-01-12,0.9835
2019-01-13,0.9835
2019-01-14,0.981
2019-01-15,0.9878
2019-01-16,0.9903
2019-01-17,0.9942
2019-01-18,0.9954
2019-01-19,0.9954
2019-01-20,0.9954
2019-01-21,0.9972
2019-01-22,0.9973
2019-01-23,0.9949
2019-01-24,0.9964
2019-01-25,0.9939
2019-01-26,0.9939
2019-01-27,0.9939
2019-01-28,0.9918
2019-01-29,0.9946
2019-01-30,0.9942
2019-01-31,0.9942
2019-02-01,0.9956
2019-02-02,0.9956
2019-02-03,0.9956
2019-02-04,0.9978
2019-02-05,0.9998
2019-02-06,1.0021
2019-02-07,1.0021
2019-02-08,1.0005
2019-02-09,1.0005
2019-02-10,1.0005
2019-02-11,1.0039
2019-02-12,1.0067
2019-02-13,1.0092
2019-02-14,1.0049
2019-02-15,1.0052
2019-02-16,1.0052
2019-02-17,1.0052
2019-02-18,1.0049
2019-02-19,1.001
2019-02-20,1.0003
2019-02-21,1.001
2019-02-22,1.0004
2019-02-23,1.0004
2019-02-24,1.0004
2019-02-25,1.0007
2019-02-26,0.9996
2019-02-27,1.0015
2019-02-28,0.9982
2019-03-01,0.9993
2019-03-02,0.9993
2019-03-03,0.9993
2019-03-04,0.999
2019-03-05,1.0041
2019-03-06,1.0049
2019-03-07,1.0113
2019-03-08,1.0082
2019-03-09,1.0082
2019-03-10,1.0082
2019-03-11,1.0106
2019-03-12,1.0077
2019-03-13,1.0041
2019-03-14,1.0038
2019-03-15,1.0021
2019-03-16,1.0021
2019-03-17,1.0021
2019-03-18,1.0014
2019-03-19,0.9992
2019-03-20,0.9926
2019-03-21,0.992
2019-03-22,0.9936
2019-03-23,0.9936
2019-03-24,0.9936
2019-03-25,0.9924
2019-03-26,0.9944
2019-03-27,0.9949
2019-03-28,0.9956
2019-03-29,0.9952
2019-03-30,0.9952
2019-03-31,0.9952
2019-04-01,0.9987
2019-04-02,0.9979
2019-04-03,0.9982
2019-04-04,1.0
2019-04-05,1.0003
2019-04-06,1.0003
2019-04-07,1.0003
2019-04-08,0.9989
2019-04-09,1.0
2019-04-10,1.0027
2019-04-11,1.003
2019-04-12,1.0024
2019-04-13,1.0024
2019-04-14,1.0024
2019-04-15,1.0041
2019-04-16,1.008
2019-04-17,1.0105
2019-04-18,1.0154
2019-04-19,1.0146
2019-04-20,1.0146
2019-04-21,1.0146
2019-04-22,1.0154
2019-04-23,1.0203
2019-04-24,1.0204
2019-04-25,1.0203
2019-04-26,1.0196
2019-04-27,1.0196
2019-04-28,1.0196
2019-04-29,1.0197
2019-04-30,1.0193
2019-05-01,1.0181
2019-05-02,1.0191
2019-05-03,1.0166
2019-05-04,1.0166
2019-05-05,1.0166
2019-05-06,1.018
2019-05-07,1.0196
2019-05-08,1.0203
2019-05-09,1.015
2019-05-10,1.0118
2019-05-11,1.0118
2019-05-12,1.0118
2019-05-13,1.0064
2019-05-14,1.0087
2019-05-15,1.0087
2019-05-16,1.01
2019-05-17,1.011
2019-05-18,1.011
2019-05-19,1.011
2019-05-20,1.0086
2019-05-21,1.0111
2019-05-22,1.0097
2019-05-23,1.0033
2019-05-24,1.0022
2019-05-25,1.0022
2019-05-26,1.0022
2019-05-27,1.0038
2019-05-28,1.0077
2019-05-29,1.0079
2019-05-30,1.0078
2019-05-31,1.0006
2019-06-01,1.0006
2019-06-02,1.0006
2019-06-03,0.9925
2019-06-04,0.9922
2019-06-05,0.9948
2019-06-06,0.9912
2019-06-07,0.9877
2019-06-08,0.9877
2019-06-09,0.9877
2019-06-10,0.9898
2019-06-11,0.9924
2019-06-12,0.9955
2019-06-13,0.994
2019-06-14,0.999
2019-06-15,0.999
2019-06-16,0.999
2019-06-17,0.9991
2019-06-18,1.0005
2019-06-19,0.9942
2019-06-20,0.9818
2019-06-21,0.9765
2019-06-22,0.9765
2019-06-23,0.9765
2019-06-24,0.972
2019-06-25,0.9755
2019-06-26,0.978
2019-06-27,0.9766
2019-06-28,0.9763
2019-06-29,0.9763
2019-06-30,0.9763
2019-07-01,0.9877
2019-07-02,0.9863
2019-07-03,0.9868
2019-07-04,0.985
2019-07-05,0.9916
2019-07-06,0.9916
2019-07-07,0.9916
2019-07-08,0.9939
2019-07-09,0.9936
2019-07-10,0.9895
2019-07-11,0.99
2019-07-12,0.9842
2019-07-13,0.9842
2019-07-14,0.9842
2019-07-15,0.9845
2019-07-16,0.9879
2019-07-17,0.9875
2019-07-18,0.9814
2019-07-19,0.9819
2019-07-20,0.9819
2019-07-21,0.9819
2019-07-22,0.982
2019-07-23,0.9853
2019-07-24,0.9848
2019-07-25,0.9909
2019-07-26,0.9932
2019-07-27,0.9932
2019-07-28,0.9932
2019-07-29,0.9916
2019-07-30,0.9904
2019-07-31,0.994
2019-08-01,0.9904
2019-08-02,0.9824
2019-08-03,0.9824
2019-08-04,0.9824
2019-08-05,0.9735
2019-08-06,0.9764
2019-08-07,0.9754
2019-08-08,0.9747
2019-08-09,0.9727
2019-08-10,0.9727
2019-08-11,0.9727
2019-08-12,0.9693
2019-08-13,0.9766
2019-08-14,0.9732
2019-08-15,0.9765
2019-08-16,0.9783
2019-08-17,0.9783
2019-08-18,0.9783
2019-08-19,0.9817
2019-08-20,0.978
2019-08-21,0.9819
