,CIX CN Equity,CIX CN Equity,CIX CN Equity,CIX CN Equity,CIX CN Equity
2010-04-27,11.9312,12.0534,11.8145,11.9367,322896.0
2010-04-28,11.9144,11.998,11.8643,11.8643,247472.0
2010-04-29,11.8754,11.9701,11.8253,11.9033,320027.0
2010-04-30,11.9033,11.9033,11.7306,11.8364,373882.0
2010-05-01,11.9033,11.9033,11.7306,11.8364,373882.0
2010-05-02,11.9033,11.9033,11.7306,11.8364,373882.0
2010-05-03,11.8921,11.8921,11.6638,11.6972,592600.0
2010-05-04,11.6916,11.7529,11.4967,11.5635,861892.0
2010-05-05,11.5524,11.5524,11.2404,11.2404,310943.0
2010-05-06,11.2572,11.2572,10.5832,10.9174,592663.0
2010-05-07,11.0845,11.1123,10.6444,10.7893,422659.0
2010-05-08,11.0845,11.1123,10.6444,10.7893,422659.0
2010-05-09,11.0845,11.1123,10.6444,10.7893,422659.0
2010-05-10,11.0009,11.1402,10.8951,10.9787,507690.0
2010-05-11,10.9118,11.1123,10.8171,11.1012,238424.0
2010-05-12,11.1402,11.519,11.1012,11.4298,382644.0
2010-05-13,11.4298,11.4298,10.7447,10.8505,3037201.0
2010-05-14,10.845,10.923,10.7391,10.923,748031.0
2010-05-15,10.845,10.923,10.7391,10.923,748031.0
2010-05-16,10.845,10.923,10.7391,10.923,748031.0
2010-05-17,10.8617,10.8617,10.572,10.7169,1341857.0
2010-05-18,10.7001,10.8394,10.5609,10.611,503947.0
2010-05-19,10.5943,10.8617,10.4996,10.5776,888963.0
2010-05-20,10.572,10.572,10.0707,10.1209,524561.0
2010-05-21,10.054,10.7224,9.9426,10.3659,327936.0
2010-05-22,10.054,10.7224,9.9426,10.3659,327936.0
2010-05-23,10.054,10.7224,9.9426,10.3659,327936.0
2010-05-24,10.054,10.7224,9.9426,10.3659,327936.0
2010-05-25,9.9705,10.2657,9.9705,10.2657,393165.0
2010-05-26,10.5776,10.5832,10.2713,10.3102,493690.0
2010-05-27,10.3298,10.5087,10.1957,10.3298,558965.0
2010-05-28,10.2851,10.4192,10.2348,10.313,339859.0
2010-05-29,10.2851,10.4192,10.2348,10.313,339859.0
2010-05-30,10.2851,10.4192,10.2348,10.313,339859.0
2010-05-31,10.436,10.436,10.2683,10.3298,98748.0
2010-06-01,10.3242,10.3298,10.1845,10.2292,249389.0
2010-06-02,10.2627,10.3578,10.1509,10.313,178740.0
2010-06-03,10.3633,10.3689,10.2348,10.3298,398642.0
2010-06-04,10.3242,10.3242,10.1286,10.1286,490184.0
2010-06-05,10.3242,10.3242,10.1286,10.1286,490184.0
2010-06-06,10.3242,10.3242,10.1286,10.1286,490184.0
2010-06-07,10.2851,10.341,10.1342,10.1621,271351.0
2010-06-08,10.1454,10.313,10.0671,10.1006,211755.0
2010-06-09,10.1174,10.3019,10.0727,10.123,225667.0
2010-06-10,10.123,10.4248,10.123,10.2739,257591.0
2010-06-11,10.2236,10.4025,10.2236,10.341,169319.0
2010-06-12,10.2236,10.4025,10.2236,10.341,169319.0
2010-06-13,10.2236,10.4025,10.2236,10.341,169319.0
2010-06-14,10.3466,10.3969,10.2348,10.2683,189912.0
2010-06-15,10.3354,10.559,10.2851,10.5366,228593.0
2010-06-16,10.4696,10.5534,10.4248,10.4696,302435.0
2010-06-17,10.4304,10.6093,10.4304,10.559,132396.0
2010-06-18,10.6149,10.7435,10.5366,10.5534,327065.0
2010-06-19,10.6149,10.7435,10.5366,10.5534,327065.0
2010-06-20,10.6149,10.7435,10.5366,10.5534,327065.0
2010-06-21,10.6205,10.7602,10.5087,10.5366,131850.0
2010-06-22,10.5366,10.6987,10.4807,10.4807,257414.0
2010-06-23,10.4807,10.6317,10.3801,10.4807,201305.0
2010-06-24,10.4248,10.5087,10.341,10.4025,210424.0
2010-06-25,10.341,10.4584,10.3186,10.4472,143083.0
2010-06-26,10.341,10.4584,10.3186,10.4472,143083.0
2010-06-27,10.341,10.4584,10.3186,10.4472,143083.0
2010-06-28,10.5285,10.5285,10.2425,10.3659,111625.0
2010-06-29,10.3659,10.3659,9.9788,10.0013,297737.0
2010-06-30,10.0181,10.1078,9.9844,9.9844,183570.0
2010-07-01,10.0181,10.1078,9.9844,9.9844,183570.0
2010-07-02,10.0798,10.1695,9.9171,10.0966,202910.0
2010-07-03,10.0798,10.1695,9.9171,10.0966,202910.0
2010-07-04,10.0798,10.1695,9.9171,10.0966,202910.0
2010-07-05,10.0574,10.0966,9.9564,10.0966,47269.0
2010-07-06,10.0966,10.3266,9.9957,10.2369,226822.0
2010-07-07,10.2369,10.3603,10.1695,10.3603,180499.0
2010-07-08,10.4276,10.5061,10.2929,10.3603,158280.0
2010-07-09,10.3154,10.4276,10.2705,10.3042,168596.0
2010-07-10,10.3154,10.4276,10.2705,10.3042,168596.0
2010-07-11,10.3154,10.4276,10.2705,10.3042,168596.0
2010-07-12,10.3042,10.5398,10.2649,10.3939,80988.0
2010-07-13,10.3995,10.5958,10.3995,10.5958,294565.0
2010-07-14,10.5341,10.6688,10.4612,10.5734,347276.0
2010-07-15,10.5117,10.6015,10.4163,10.579,256791.0
2010-07-16,10.5061,10.6239,10.349,10.422,212171.0
2010-07-17,10.5061,10.6239,10.349,10.422,212171.0
2010-07-18,10.5061,10.6239,10.349,10.422,212171.0
2010-07-19,10.349,10.5734,10.349,10.5734,107864.0
2010-07-20,10.5005,10.5117,10.349,10.4612,101976.0
2010-07-21,10.422,10.5229,10.3434,10.3546,85627.0
2010-07-22,10.3995,10.6744,10.3434,10.6744,115637.0
2010-07-23,10.6744,10.7922,10.4949,10.7922,111054.0
2010-07-24,10.6744,10.7922,10.4949,10.7922,111054.0
2010-07-25,10.6744,10.7922,10.4949,10.7922,111054.0
2010-07-26,10.7922,11.0109,10.3883,10.9661,120597.0
2010-07-27,10.938,11.1007,10.6463,10.7978,144211.0
2010-07-28,10.4967,11.0088,10.4967,11.0088,145436.0
2010-07-29,11.0257,11.0539,10.8118,10.9526,160861.0
2010-07-30,10.9526,10.9863,10.7893,10.9413,110733.0
2010-07-31,10.9526,10.9863,10.7893,10.9413,110733.0
2010-08-01,10.9526,10.9863,10.7893,10.9413,110733.0
2010-08-02,10.9526,10.9863,10.7893,10.9413,110733.0
2010-08-03,10.9582,10.9694,10.6599,10.6655,127432.0
2010-08-04,10.7331,10.9188,10.6937,10.8906,199583.0
2010-08-05,10.84,10.9019,10.6937,10.7668,201109.0
2010-08-06,10.6261,10.8625,10.6261,10.7837,209356.0
2010-08-07,10.6261,10.8625,10.6261,10.7837,209356.0
2010-08-08,10.6261,10.8625,10.6261,10.7837,209356.0
2010-08-09,10.6768,10.9075,10.6768,10.8906,275766.0
2010-08-10,10.8231,10.8625,10.643,10.6824,871796.0
2010-08-11,10.6261,10.8062,10.4798,10.5248,229161.0
2010-08-12,10.5248,10.6374,10.4573,10.4573,178154.0
2010-08-13,10.4122,10.5586,10.3447,10.5473,148258.0
2010-08-14,10.4122,10.5586,10.3447,10.5473,148258.0
2010-08-15,10.4122,10.5586,10.3447,10.5473,148258.0
2010-08-16,10.4798,10.6824,10.3841,10.6317,101524.0
2010-08-17,10.5811,10.7556,10.5417,10.6655,240877.0
2010-08-18,10.6937,10.7781,10.6261,10.7218,90361.0
2010-08-19,10.6655,10.6937,10.5867,10.6261,100660.0
2010-08-20,10.5867,10.7668,10.3391,10.4122,182807.0
2010-08-21,10.5867,10.7668,10.3391,10.4122,182807.0
2010-08-22,10.5867,10.7668,10.3391,10.4122,182807.0
2010-08-23,10.4235,10.6261,10.3166,10.4573,120250.0
2010-08-24,10.4066,10.4629,10.2828,10.3728,102777.0
2010-08-25,10.3334,10.5811,10.3334,10.5811,407375.0
2010-08-26,10.553,10.6655,10.553,10.6655,282242.0
2010-08-27,10.6796,11.0128,10.6796,11.0128,876576.0
2010-08-28,10.6796,11.0128,10.6796,11.0128,876576.0
2010-08-29,10.6796,11.0128,10.6796,11.0128,876576.0
2010-08-30,10.9677,11.1484,10.9168,11.058,253225.0
2010-08-31,11.0354,11.2105,10.9451,11.1823,331607.0
2010-09-01,11.2105,11.2613,11.1427,11.2613,887606.0
2010-09-02,11.267,11.2839,11.171,11.2839,158363.0
2010-09-03,11.2218,11.3799,11.1992,11.3178,317793.0
2010-09-04,11.2218,11.3799,11.1992,11.3178,317793.0
2010-09-05,11.2218,11.3799,11.1992,11.3178,317793.0
2010-09-06,11.2218,11.3799,11.1992,11.3178,317793.0
2010-09-07,11.3178,11.3517,11.0411,11.0863,145940.0
2010-09-08,11.0693,11.5494,11.0693,11.1936,480034.0
2010-09-09,11.2331,11.3912,11.075,11.1314,154032.0
2010-09-10,11.2275,11.3065,11.2162,11.3009,295299.0
2010-09-11,11.2275,11.3065,11.2162,11.3009,295299.0
2010-09-12,11.2275,11.3065,11.2162,11.3009,295299.0
2010-09-13,11.3743,11.4872,11.267,11.4872,415796.0
2010-09-14,11.4534,11.5945,11.3573,11.5776,648203.0
2010-09-15,11.5494,11.6228,11.3461,11.555,359515.0
2010-09-16,11.5776,11.6341,11.4816,11.5437,84830.0
2010-09-17,11.5381,11.6736,11.2952,11.3122,679357.0
2010-09-18,11.5381,11.6736,11.2952,11.3122,679357.0
2010-09-19,11.5381,11.6736,11.2952,11.3122,679357.0
2010-09-20,11.3517,11.4985,11.3461,11.4082,199257.0
2010-09-21,11.5042,11.6736,11.4082,11.4872,247924.0
2010-09-22,11.4251,11.5098,11.3799,11.4251,123210.0
2010-09-23,11.4082,11.572,11.3912,11.5494,85395.0
2010-09-24,11.5155,11.6849,11.5155,11.668,143942.0
2010-09-25,11.5155,11.6849,11.5155,11.668,143942.0
2010-09-26,11.5155,11.6849,11.5155,11.668,143942.0
2010-09-27,11.6002,11.7131,11.572,11.6397,198250.0
2010-09-28,11.6199,11.7785,11.6199,11.7785,343349.0
2010-09-29,11.7219,11.7927,11.7105,11.7559,196685.0
2010-09-30,11.7219,11.7559,11.3876,11.7559,216362.0
2010-10-01,11.7162,11.7842,11.6312,11.7275,445125.0
2010-10-02,11.7162,11.7842,11.6312,11.7275,445125.0
2010-10-03,11.7162,11.7842,11.6312,11.7275,445125.0
2010-10-04,11.6936,11.8918,11.6936,11.8635,196328.0
2010-10-05,11.7729,11.9655,11.7729,11.8239,270018.0
2010-10-06,11.8692,11.8692,11.6992,11.7672,264571.0
2010-10-07,11.6766,11.8579,11.6766,11.7899,250226.0
2010-10-08,11.8239,11.8239,11.7785,11.7955,466020.0
2010-10-09,11.8239,11.8239,11.7785,11.7955,466020.0
2010-10-10,11.8239,11.8239,11.7785,11.7955,466020.0
2010-10-11,11.8239,11.8239,11.7785,11.7955,466020.0
2010-10-12,11.7615,12.1185,11.7615,12.0788,142981.0
2010-10-13,12.0505,12.3961,11.9768,12.1581,225644.0
2010-10-14,12.1411,12.1808,11.7219,11.7275,228636.0
2010-10-15,11.8918,12.1468,11.7275,12.1298,183114.0
2010-10-16,11.8918,12.1468,11.7275,12.1298,183114.0
2010-10-17,11.8918,12.1468,11.7275,12.1298,183114.0
2010-10-18,12.1241,12.1808,12.0278,12.1355,80051.0
2010-10-19,12.0448,12.2148,12.0448,12.1864,396075.0
2010-10-20,12.1071,12.2884,12.1015,12.1581,146758.0
2010-10-21,12.1695,12.1751,11.9428,12.0675,181101.0
2010-10-22,12.0165,12.1581,12.0165,12.0958,247986.0
2010-10-23,12.0165,12.1581,12.0165,12.0958,247986.0
2010-10-24,12.0165,12.1581,12.0165,12.0958,247986.0
2010-10-25,12.0958,12.1581,12.0731,12.0958,392855.0
2010-10-26,11.9995,12.2431,11.9655,12.1015,242103.0
2010-10-27,12.2123,12.2975,12.11,12.1839,152099.0
2010-10-28,12.1611,12.2066,12.11,12.1327,137511.0
2010-10-29,12.1043,12.2066,12.0702,12.1327,252922.0
2010-10-30,12.1043,12.2066,12.0702,12.1327,252922.0
2010-10-31,12.1043,12.2066,12.0702,12.1327,252922.0
2010-11-01,12.11,12.1895,12.11,12.1498,160327.0
2010-11-02,12.1441,12.1441,12.0134,12.0418,267310.0
2010-11-03,12.0191,12.1725,12.0191,12.0475,202174.0
2010-11-04,12.1611,12.3771,12.0475,12.3316,375681.0
2010-11-05,12.2293,12.5305,12.2293,12.4169,364025.0
2010-11-06,12.2293,12.5305,12.2293,12.4169,364025.0
2010-11-07,12.2293,12.5305,12.2293,12.4169,364025.0
2010-11-08,12.3487,12.5305,12.3487,12.3771,213421.0
2010-11-09,12.3543,12.576,12.3543,12.3998,329609.0
2010-11-10,12.4737,12.5191,12.3941,12.4794,209747.0
2010-11-11,12.468,12.5873,12.3089,12.4907,278652.0
2010-11-12,12.4169,12.5362,12.3771,12.3998,184953.0
2010-11-13,12.4169,12.5362,12.3771,12.3998,184953.0
2010-11-14,12.4169,12.5362,12.3771,12.3998,184953.0
2010-11-15,12.3771,12.4282,12.2805,12.36,166410.0
2010-11-16,12.36,12.36,12.1384,12.3316,327378.0
2010-11-17,12.3316,12.5703,12.2862,12.4169,499077.0
2010-11-18,12.451,12.6385,12.4112,12.6158,258584.0
2010-11-19,12.6328,12.6442,12.4169,12.4169,712153.0
2010-11-20,12.6328,12.6442,12.4169,12.4169,712153.0
2010-11-21,12.6328,12.6442,12.4169,12.4169,712153.0
2010-11-22,12.4169,12.451,12.2009,12.2634,861379.0
2010-11-23,12.1555,12.2748,12.1043,12.1782,525736.0
2010-11-24,12.1782,12.4055,12.1441,12.36,489896.0
2010-11-25,12.3373,12.4737,12.218,12.4225,256395.0
2010-11-26,12.2173,12.4967,12.2173,12.4282,168539.0
2010-11-27,12.2173,12.4967,12.2173,12.4282,168539.0
2010-11-28,12.2173,12.4967,12.2173,12.4282,168539.0
2010-11-29,12.3541,12.3997,12.2572,12.2572,535448.0
2010-11-30,12.2572,12.2572,12.052,12.052,686346.0
2010-12-01,12.0577,12.4054,12.0577,12.3655,1032616.0
2010-12-02,12.2971,12.3427,12.1831,12.2515,279973.0
2010-12-03,12.2515,12.2572,12.1489,12.2287,759783.0
2010-12-04,12.2515,12.2572,12.1489,12.2287,759783.0
2010-12-05,12.2515,12.2572,12.1489,12.2287,759783.0
2010-12-06,12.1831,12.394,12.1831,12.394,424118.0
2010-12-07,12.3427,12.3997,12.2116,12.2458,333370.0
2010-12-08,12.2002,12.2572,12.0805,12.1318,529169.0
2010-12-09,12.1717,12.2287,12.1489,12.2002,331650.0
2010-12-10,12.1717,12.491,12.1717,12.3826,577167.0
2010-12-11,12.1717,12.491,12.1717,12.3826,577167.0
2010-12-12,12.1717,12.491,12.1717,12.3826,577167.0
2010-12-13,12.3313,12.6449,12.3313,12.6335,743568.0
2010-12-14,12.5594,12.7247,12.4738,12.6563,387196.0
2010-12-15,12.4054,12.7019,12.4054,12.5252,266860.0
2010-12-16,12.5708,12.6791,12.4567,12.6164,509991.0
2010-12-17,12.6164,12.6164,12.3142,12.5423,2312643.0
2010-12-18,12.6164,12.6164,12.3142,12.5423,2312643.0
2010-12-19,12.6164,12.6164,12.3142,12.5423,2312643.0
2010-12-20,12.548,12.776,12.548,12.5879,534159.0
2010-12-21,12.5765,12.7076,12.3769,12.6677,272641.0
2010-12-22,12.5993,12.6905,12.5024,12.6848,326988.0
2010-12-23,12.605,12.6848,12.5366,12.5879,153836.0
2010-12-24,12.5708,12.6221,12.491,12.5708,34818.0
2010-12-25,12.5708,12.6221,12.491,12.5708,34818.0
2010-12-26,12.5708,12.6221,12.491,12.5708,34818.0
2010-12-27,12.5708,12.6221,12.491,12.5708,34818.0
2010-12-28,12.5708,12.6221,12.491,12.5708,34818.0
2010-12-29,12.5822,12.7824,12.5822,12.6966,87253.0
2010-12-30,12.7195,12.7595,12.6451,12.6966,195586.0
2010-12-31,12.6737,12.9368,12.6737,12.8682,288686.0
2011-01-01,12.6737,12.9368,12.6737,12.8682,288686.0
2011-01-02,12.6737,12.9368,12.6737,12.8682,288686.0
2011-01-03,12.6737,12.9368,12.6737,12.8682,288686.0
2011-01-04,12.891,12.9425,12.525,12.5822,465079.0
2011-01-05,12.5536,12.5851,12.2791,12.4564,253713.0
2011-01-06,12.4164,12.4507,12.2105,12.2333,186185.0
2011-01-07,12.2734,12.2963,12.1704,12.2391,184841.0
2011-01-08,12.2734,12.2963,12.1704,12.2391,184841.0
2011-01-09,12.2734,12.2963,12.1704,12.2391,184841.0
2011-01-10,12.2677,12.2677,12.1304,12.1704,139358.0
2011-01-11,12.2734,12.342,12.1704,12.2619,132602.0
2011-01-12,12.2619,12.2963,12.1704,12.199,176805.0
2011-01-13,12.199,12.2391,11.8616,12.2333,1584039.0
2011-01-14,12.2391,12.3706,12.0846,12.3477,235039.0
2011-01-15,12.2391,12.3706,12.0846,12.3477,235039.0
2011-01-16,12.2391,12.3706,12.0846,12.3477,235039.0
2011-01-17,12.2391,12.4335,12.1533,12.3191,288927.0
2011-01-18,12.3534,12.4621,12.2905,12.4564,239744.0
2011-01-19,12.4564,12.4964,12.3534,12.4164,202533.0
2011-01-20,12.4049,12.4049,12.2448,12.4049,456332.0
2011-01-21,12.4564,12.4678,12.0961,12.1476,428178.0
2011-01-22,12.4564,12.4678,12.0961,12.1476,428178.0
2011-01-23,12.4564,12.4678,12.0961,12.1476,428178.0
2011-01-24,12.1533,12.3706,12.1361,12.3706,173148.0
2011-01-25,12.3706,12.485,12.2505,12.2963,262218.0
2011-01-26,12.2963,12.4049,12.2219,12.3248,394245.0
2011-01-27,12.256,12.5199,12.256,12.497,141545.0
2011-01-28,12.4052,12.5486,12.233,12.2789,555757.0
2011-01-29,12.4052,12.5486,12.233,12.2789,555757.0
2011-01-30,12.4052,12.5486,12.233,12.2789,555757.0
2011-01-31,12.3306,12.4511,12.2789,12.3076,256370.0
2011-02-01,12.2962,12.4109,12.2962,12.388,412126.0
2011-02-02,12.3191,12.388,12.3019,12.3765,98058.0
2011-02-03,12.3478,12.5142,12.3363,12.497,415069.0
2011-02-04,12.5027,12.5888,12.3937,12.5888,193495.0
2011-02-05,12.5027,12.5888,12.3937,12.5888,193495.0
2011-02-06,12.5027,12.5888,12.3937,12.5888,193495.0
2011-02-07,12.6232,12.6232,12.5142,12.5945,146051.0
2011-02-08,12.6806,12.7494,12.5773,12.6921,348628.0
2011-02-09,12.6806,12.7781,12.6003,12.606,106146.0
2011-02-10,12.606,12.7494,12.5429,12.6289,821519.0
2011-02-11,12.6519,12.9617,12.5658,12.824,600205.0
2011-02-12,12.6519,12.9617,12.5658,12.824,600205.0
2011-02-13,12.6519,12.9617,12.5658,12.824,600205.0
2011-02-14,12.8183,12.8871,12.7437,12.7896,123546.0
2011-02-15,12.7896,12.824,12.7093,12.738,121160.0
2011-02-16,12.8412,12.9101,12.7724,12.8011,233242.0
2011-02-17,12.8871,12.9044,12.7724,12.9044,131686.0
2011-02-18,12.824,13.0249,12.7839,12.9962,268821.0
2011-02-19,12.824,13.0249,12.7839,12.9962,268821.0
2011-02-20,12.824,13.0249,12.7839,12.9962,268821.0
2011-02-21,12.824,13.0249,12.7839,12.9962,268821.0
2011-02-22,13.0478,13.0535,12.8298,12.8298,545426.0
2011-02-23,12.9331,12.9388,12.5658,12.7494,391507.0
2011-02-24,12.7897,13.1063,12.6573,12.9451,313306.0
2011-02-25,12.9624,13.1178,12.8473,13.0718,441377.0
2011-02-26,12.9624,13.1178,12.8473,13.0718,441377.0
2011-02-27,12.9624,13.1178,12.8473,13.0718,441377.0
2011-02-28,13.0603,13.2905,13.0459,13.2502,918543.0
2011-03-01,13.1869,13.42,13.1466,13.2963,329328.0
2011-03-02,13.2214,13.3078,13.1293,13.2214,150081.0
2011-03-03,13.2214,13.256,13.1293,13.2099,324671.0
2011-03-04,13.1524,13.4229,13.1524,13.3768,191257.0
2011-03-05,13.1524,13.4229,13.1524,13.3768,191257.0
2011-03-06,13.1524,13.4229,13.1524,13.3768,191257.0
2011-03-07,13.3768,13.5841,13.3308,13.3826,237383.0
2011-03-08,13.3826,13.5035,13.3308,13.3596,178642.0
2011-03-09,13.3826,13.3826,13.1293,13.2329,183056.0
2011-03-10,12.9739,13.1351,12.8761,12.9912,212966.0
2011-03-11,12.9797,13.1639,12.83,13.1006,106831.0
2011-03-12,12.9797,13.1639,12.83,13.1006,106831.0
2011-03-13,12.9797,13.1639,12.83,13.1006,106831.0
2011-03-14,12.9912,13.0948,12.8761,13.0775,109549.0
