,NPI CN Equity,NPI CN Equity,NPI CN Equity,NPI CN Equity,NPI CN Equity
2017-05-30,17.9701,17.9701,17.7488,17.8709,187092.0
2017-05-31,17.8709,18.0006,17.7259,17.8175,221407.0
2017-06-01,17.8022,18.0083,17.7946,17.9625,307525.0
2017-06-02,18.0083,18.0998,17.9549,18.0388,247181.0
2017-06-03,18.0083,18.0998,17.9549,18.0388,247181.0
2017-06-04,18.0083,18.0998,17.9549,18.0388,247181.0
2017-06-05,18.0464,18.5424,17.9549,18.2296,554111.0
2017-06-06,18.2677,18.283,17.9014,17.9396,421855.0
2017-06-07,17.9167,17.9549,17.6,17.6191,554204.0
2017-06-08,17.642,17.6649,17.3673,17.6191,641295.0
2017-06-09,17.6267,17.6802,17.5199,17.6267,370427.0
2017-06-10,17.6267,17.6802,17.5199,17.6267,370427.0
2017-06-11,17.6267,17.6802,17.5199,17.6267,370427.0
2017-06-12,17.6573,17.7488,17.4741,17.5428,215341.0
2017-06-13,17.5504,17.5504,17.3139,17.3444,881593.0
2017-06-14,17.3063,17.6039,17.3063,17.6039,634903.0
2017-06-15,17.5733,17.7183,17.4818,17.6496,369840.0
2017-06-16,17.581,17.8022,17.5657,17.703,469842.0
2017-06-17,17.581,17.8022,17.5657,17.703,469842.0
2017-06-18,17.581,17.8022,17.5657,17.703,469842.0
2017-06-19,17.8099,17.9014,17.6573,17.6725,314044.0
2017-06-20,17.642,17.6878,17.5504,17.6496,277503.0
2017-06-21,17.6954,17.6954,17.4512,17.4741,388901.0
2017-06-22,17.4436,17.5733,17.3826,17.4436,287990.0
2017-06-23,17.3978,17.4818,17.3291,17.4589,583061.0
2017-06-24,17.3978,17.4818,17.3291,17.4589,583061.0
2017-06-25,17.3978,17.4818,17.3291,17.4589,583061.0
2017-06-26,18.0159,18.2067,17.7412,17.7946,1149433.0
2017-06-27,17.8022,17.8328,17.7107,17.7946,609838.0
2017-06-28,17.8865,17.9172,17.8099,17.8482,570924.0
2017-06-29,17.9172,17.9248,17.6108,17.7027,441112.0
2017-06-30,17.6644,17.7333,17.5725,17.695,269077.0
2017-07-01,17.6644,17.7333,17.5725,17.695,269077.0
2017-07-02,17.6644,17.7333,17.5725,17.695,269077.0
2017-07-03,17.6644,17.7333,17.5725,17.695,269077.0
2017-07-04,17.9172,17.9172,17.5035,17.6184,179006.0
2017-07-05,17.1205,17.8253,16.929,17.7946,1419602.0
2017-07-06,17.8329,17.8329,17.4116,17.4729,839635.0
2017-07-07,17.5112,17.6031,17.381,17.5801,300640.0
2017-07-08,17.5112,17.6031,17.381,17.5801,300640.0
2017-07-09,17.5112,17.6031,17.381,17.5801,300640.0
2017-07-10,17.5418,17.6108,17.4729,17.5495,301208.0
2017-07-11,17.5342,17.584,17.4116,17.5495,569383.0
2017-07-12,17.6031,17.6337,17.3656,17.4729,640009.0
2017-07-13,17.4652,17.7027,17.4269,17.5035,401296.0
2017-07-14,17.5265,17.7257,17.4652,17.6874,267426.0
2017-07-15,17.5265,17.7257,17.4652,17.6874,267426.0
2017-07-16,17.5265,17.7257,17.4652,17.6874,267426.0
2017-07-17,17.6644,17.8099,17.6567,17.7563,204429.0
2017-07-18,17.7563,17.9095,17.695,17.8636,367288.0
2017-07-19,17.8865,18.0474,17.8712,17.9478,472172.0
2017-07-20,18.078,18.1546,17.8559,17.8559,276853.0
2017-07-21,17.8099,17.8712,17.7716,17.8329,422700.0
2017-07-22,17.8099,17.8712,17.7716,17.8329,422700.0
2017-07-23,17.8099,17.8712,17.7716,17.8329,422700.0
2017-07-24,17.8482,18.078,17.7793,18.0474,546404.0
2017-07-25,18.078,18.078,17.8712,17.8942,250869.0
2017-07-26,17.9555,17.9555,17.6797,17.8176,265074.0
2017-07-27,17.8791,17.9329,17.7638,17.9099,266040.0
2017-07-28,17.8791,18.0252,17.8483,17.9406,270586.0
2017-07-29,17.8791,18.0252,17.8483,17.9406,270586.0
2017-07-30,17.8791,18.0252,17.8483,17.9406,270586.0
2017-07-31,17.9714,18.0252,17.7561,17.856,214284.0
2017-08-01,17.9252,17.9252,17.6023,17.6869,360246.0
2017-08-02,17.6869,17.7638,17.61,17.6792,327239.0
2017-08-03,17.6869,17.7791,17.5946,17.6484,348591.0
2017-08-04,17.6945,17.7868,17.6253,17.7638,442603.0
2017-08-05,17.6945,17.7868,17.6253,17.7638,442603.0
2017-08-06,17.6945,17.7868,17.6253,17.7638,442603.0
2017-08-07,17.6945,17.7868,17.6253,17.7638,442603.0
2017-08-08,17.7945,17.9022,17.6753,17.733,542617.0
2017-08-09,17.833,17.833,17.5023,17.5331,277777.0
2017-08-10,16.9948,18.2098,16.7487,17.856,2965507.0
2017-08-11,17.833,18.2098,17.7176,18.1867,545106.0
2017-08-12,17.833,18.2098,17.7176,18.1867,545106.0
2017-08-13,17.833,18.2098,17.7176,18.1867,545106.0
2017-08-14,18.2252,18.6404,18.1636,18.5712,552125.0
2017-08-15,18.5943,19.0326,18.5789,18.6558,354208.0
2017-08-16,18.7327,18.8403,18.4712,18.5097,399904.0
2017-08-17,18.4712,18.625,18.4482,18.502,438657.0
2017-08-18,18.5327,18.5327,18.4097,18.4405,277782.0
2017-08-19,18.5327,18.5327,18.4097,18.4405,277782.0
2017-08-20,18.5327,18.5327,18.4097,18.4405,277782.0
2017-08-21,18.3943,18.5943,18.2521,18.2867,348123.0
2017-08-22,18.3405,18.4712,18.2944,18.2944,275865.0
2017-08-23,18.2944,18.4558,18.2713,18.3713,189233.0
2017-08-24,18.4328,18.6481,18.379,18.5558,659036.0
2017-08-25,18.5404,18.6096,18.4635,18.4943,561734.0
2017-08-26,18.5404,18.6096,18.4635,18.4943,561734.0
2017-08-27,18.5404,18.6096,18.4635,18.4943,561734.0
2017-08-28,18.5635,18.5635,18.2175,18.2867,378314.0
2017-08-29,18.2944,18.4797,18.194,18.2944,376016.0
2017-08-30,18.2712,18.3793,18.2172,18.3021,279409.0
2017-08-31,18.3098,18.526,18.2867,18.4874,356577.0
2017-09-01,18.4256,18.5414,18.3947,18.4411,173033.0
2017-09-02,18.4256,18.5414,18.3947,18.4411,173033.0
2017-09-03,18.4256,18.5414,18.3947,18.4411,173033.0
2017-09-04,18.4256,18.5414,18.3947,18.4411,173033.0
2017-09-05,18.4874,18.526,18.1786,18.2249,402197.0
2017-09-06,18.2635,18.2944,18.1323,18.2172,172252.0
2017-09-07,18.2249,18.3561,18.194,18.2326,177812.0
2017-09-08,18.2558,18.3561,18.1246,18.2944,168111.0
2017-09-09,18.2558,18.3561,18.1246,18.2944,168111.0
2017-09-10,18.2558,18.3561,18.1246,18.2944,168111.0
2017-09-11,18.3716,18.3716,18.1246,18.2558,177824.0
2017-09-12,18.2326,18.3639,18.2326,18.3407,679998.0
2017-09-13,18.3561,18.3639,18.1786,18.2172,442207.0
2017-09-14,18.2481,18.3176,18.194,18.2558,212388.0
2017-09-15,18.2095,18.279,17.7077,17.7077,1066033.0
2017-09-16,18.2095,18.279,17.7077,17.7077,1066033.0
2017-09-17,18.2095,18.279,17.7077,17.7077,1066033.0
2017-09-18,17.8621,18.0783,17.7695,18.0165,574576.0
2017-09-19,18.0705,18.3407,17.9702,18.086,824509.0
2017-09-20,18.086,18.1246,17.8698,17.893,298073.0
2017-09-21,17.8853,17.947,17.7849,17.7849,426776.0
2017-09-22,17.893,17.893,17.6074,17.6383,434202.0
2017-09-23,17.893,17.893,17.6074,17.6383,434202.0
2017-09-24,17.893,17.893,17.6074,17.6383,434202.0
2017-09-25,17.6846,18.0319,17.6769,18.0165,429962.0
2017-09-26,18.0165,18.1632,17.9162,18.0242,574916.0
2017-09-27,17.9856,18.0397,17.8698,17.9239,685201.0
2017-09-28,17.9704,18.0401,17.8851,18.0091,230526.0
2017-09-29,18.0246,18.1021,17.9084,17.9471,282759.0
2017-09-30,18.0246,18.1021,17.9084,17.9471,282759.0
2017-10-01,18.0246,18.1021,17.9084,17.9471,282759.0
2017-10-02,17.9394,18.1254,17.9084,17.9471,226180.0
2017-10-03,17.9781,18.0324,17.7921,17.8309,392258.0
2017-10-04,17.8231,17.9859,17.8038,17.9394,279832.0
2017-10-05,17.9704,18.0789,17.9161,17.9704,192542.0
2017-10-06,17.9239,17.9549,17.8464,17.8541,219521.0
2017-10-07,17.9239,17.9549,17.8464,17.8541,219521.0
2017-10-08,17.9239,17.9549,17.8464,17.8541,219521.0
2017-10-09,17.9239,17.9549,17.8464,17.8541,219521.0
2017-10-10,17.8464,18.1099,17.8386,18.0634,485881.0
2017-10-11,17.9859,18.137,17.9781,18.1099,352458.0
2017-10-12,18.1331,18.2493,18.1099,18.1409,401733.0
2017-10-13,18.2106,18.2106,18.0711,18.0711,370557.0
2017-10-14,18.2106,18.2106,18.0711,18.0711,370557.0
2017-10-15,18.2106,18.2106,18.0711,18.0711,370557.0
2017-10-16,18.1873,18.2958,18.1331,18.1486,286052.0
2017-10-17,18.2106,18.2571,18.0944,18.1641,526065.0
2017-10-18,18.1641,18.3966,18.1564,18.2803,428907.0
2017-10-19,18.2183,18.66,18.2183,18.6368,841780.0
2017-10-20,18.6136,18.7453,18.4896,18.6291,1845079.0
2017-10-21,18.6136,18.7453,18.4896,18.6291,1845079.0
2017-10-22,18.6136,18.7453,18.4896,18.6291,1845079.0
2017-10-23,18.6523,18.7453,18.5593,18.722,273683.0
2017-10-24,18.753,18.7608,18.5051,18.6291,341985.0
2017-10-25,18.6213,18.8383,18.5864,18.8305,773007.0
2017-10-26,18.8693,18.9778,18.7763,18.9468,427688.0
2017-10-27,18.97,18.97,18.8228,18.908,731946.0
2017-10-28,18.97,18.97,18.8228,18.908,731946.0
2017-10-29,18.97,18.97,18.8228,18.908,731946.0
2017-10-30,18.9391,19.1958,18.9391,19.1569,529959.0
2017-10-31,19.1336,19.2269,19.0558,19.188,453978.0
2017-11-01,19.2114,19.258,18.9158,18.9391,388568.0
2017-11-02,18.9002,18.908,18.6902,18.7758,324865.0
2017-11-03,18.7758,18.8069,18.5969,18.6825,1205595.0
2017-11-04,18.7758,18.8069,18.5969,18.6825,1205595.0
2017-11-05,18.7758,18.8069,18.5969,18.6825,1205595.0
2017-11-06,18.7369,18.9547,18.6669,18.768,528499.0
2017-11-07,18.7836,18.8613,18.6669,18.7369,529079.0
2017-11-08,18.7369,18.7525,18.5425,18.6047,363716.0
2017-11-09,18.7991,18.8847,18.6125,18.6591,415207.0
2017-11-10,18.6125,18.6902,18.5113,18.6436,348039.0
2017-11-11,18.6125,18.6902,18.5113,18.6436,348039.0
2017-11-12,18.6125,18.6902,18.5113,18.6436,348039.0
2017-11-13,18.628,18.6669,18.5113,18.558,306124.0
2017-11-14,18.5658,18.5736,18.4725,18.5036,161616.0
2017-11-15,18.5502,18.5813,18.3247,18.3869,353717.0
2017-11-16,18.3558,18.5658,18.3558,18.558,393490.0
2017-11-17,18.5891,18.5969,18.5113,18.5736,244397.0
2017-11-18,18.5891,18.5969,18.5113,18.5736,244397.0
2017-11-19,18.5891,18.5969,18.5113,18.5736,244397.0
2017-11-20,18.5736,18.5891,18.418,18.4258,201321.0
2017-11-21,18.4802,18.5969,18.4802,18.5891,387113.0
2017-11-22,18.6202,18.6591,18.5191,18.5347,296108.0
2017-11-23,18.5113,18.6669,18.5113,18.6047,111807.0
2017-11-24,18.6669,18.6902,18.6202,18.6436,223501.0
2017-11-25,18.6669,18.6902,18.6202,18.6436,223501.0
2017-11-26,18.6669,18.6902,18.6202,18.6436,223501.0
2017-11-27,18.7291,18.7369,18.558,18.6669,337380.0
2017-11-28,18.698,18.7447,18.5502,18.698,285919.0
2017-11-29,18.7214,18.7371,18.3857,18.5419,289865.0
2017-11-30,18.5575,18.6512,18.4716,18.5653,607934.0
2017-12-01,18.5965,18.6668,18.417,18.5497,535170.0
2017-12-02,18.5965,18.6668,18.417,18.5497,535170.0
2017-12-03,18.5965,18.6668,18.417,18.5497,535170.0
2017-12-04,18.5497,18.7839,18.4872,18.5887,399377.0
2017-12-05,18.6278,18.6824,18.4716,18.5263,352710.0
2017-12-06,18.5106,18.6199,18.495,18.495,247990.0
2017-12-07,18.495,18.659,18.4872,18.6512,582021.0
2017-12-08,18.6356,18.6668,18.4482,18.6121,578895.0
2017-12-09,18.6356,18.6668,18.4482,18.6121,578895.0
2017-12-10,18.6356,18.6668,18.4482,18.6121,578895.0
2017-12-11,18.5731,18.659,18.456,18.5185,231364.0
2017-12-12,18.5263,18.5809,18.3935,18.4248,288734.0
2017-12-13,18.4248,18.456,18.3389,18.3857,224562.0
2017-12-14,18.4638,18.5341,18.1437,18.1515,499710.0
2017-12-15,18.1984,18.3779,18.0032,18.0266,643485.0
2017-12-16,18.1984,18.3779,18.0032,18.0266,643485.0
2017-12-17,18.1984,18.3779,18.0032,18.0266,643485.0
2017-12-18,18.0422,18.2452,18.0422,18.1437,320029.0
2017-12-19,18.2062,18.2881,18.0656,18.1671,345632.0
2017-12-20,18.1515,18.1984,18.0578,18.1437,255091.0
2017-12-21,18.1593,18.1984,18.0188,18.1749,297851.0
2017-12-22,18.1984,18.3311,18.1125,18.2608,221990.0
2017-12-23,18.1984,18.3311,18.1125,18.2608,221990.0
2017-12-24,18.1984,18.3311,18.1125,18.2608,221990.0
2017-12-25,18.1984,18.3311,18.1125,18.2608,221990.0
2017-12-26,18.1984,18.3311,18.1125,18.2608,221990.0
2017-12-27,18.2452,18.292,18.1984,18.214,209703.0
2017-12-28,18.2845,18.3943,18.2297,18.3943,196038.0
2017-12-29,18.3943,18.3943,18.2689,18.3081,179356.0
2017-12-30,18.3943,18.3943,18.2689,18.3081,179356.0
2017-12-31,18.3943,18.3943,18.2689,18.3081,179356.0
2018-01-01,18.3943,18.3943,18.2689,18.3081,179356.0
2018-01-02,18.3473,18.4021,18.1277,18.3002,334704.0
2018-01-03,18.2532,18.3865,18.1983,18.2218,330078.0
2018-01-04,18.3316,18.3316,18.112,18.1199,217217.0
2018-01-05,18.2689,18.3551,18.1199,18.3002,273810.0
2018-01-06,18.2689,18.3551,18.1199,18.3002,273810.0
2018-01-07,18.2689,18.3551,18.1199,18.3002,273810.0
2018-01-08,18.3237,18.3394,18.1748,18.2453,269049.0
2018-01-09,18.2532,18.2845,18.1042,18.1669,400801.0
2018-01-10,18.1277,18.2061,18.0336,18.0964,314086.0
2018-01-11,18.1277,18.1356,17.9552,17.9709,497005.0
2018-01-12,18.0336,18.0336,17.8376,17.8925,342356.0
2018-01-13,18.0336,18.0336,17.8376,17.8925,342356.0
2018-01-14,18.0336,18.0336,17.8376,17.8925,342356.0
2018-01-15,17.8768,18.0493,17.8768,17.9239,300255.0
2018-01-16,17.9944,18.0493,17.916,17.9552,375421.0
2018-01-17,17.9474,18.0572,17.916,17.9787,395835.0
2018-01-18,18.018,18.3394,17.9709,18.3316,659656.0
2018-01-19,18.3159,18.4962,18.2297,18.3629,1963792.0
2018-01-20,18.3159,18.4962,18.2297,18.3629,1963792.0
2018-01-21,18.3159,18.4962,18.2297,18.3629,1963792.0
2018-01-22,18.3551,18.4296,18.2924,18.3943,366548.0
2018-01-23,18.3629,18.3865,18.2218,18.3473,358027.0
2018-01-24,18.3865,18.5041,18.3629,18.4178,1220177.0
2018-01-25,18.4727,18.5354,18.2845,18.2924,637798.0
2018-01-26,18.3473,18.4335,18.2767,18.3708,310587.0
2018-01-27,18.3473,18.4335,18.2767,18.3708,310587.0
2018-01-28,18.3473,18.4335,18.2767,18.3708,310587.0
2018-01-29,18.3629,18.3629,18.1434,18.3159,411850.0
2018-01-30,18.2687,18.3002,18.0324,18.0482,893660.0
2018-01-31,18.0718,18.1427,17.9616,18.0167,519679.0
2018-02-01,17.9694,17.9773,17.371,17.5757,880614.0
2018-02-02,17.5048,17.5048,17.1269,17.2922,932292.0
2018-02-03,17.5048,17.5048,17.1269,17.2922,932292.0
2018-02-04,17.5048,17.5048,17.1269,17.2922,932292.0
2018-02-05,17.245,17.2844,16.9694,17.1662,677083.0
2018-02-06,17.0875,17.2371,16.9064,17.1662,552084.0
2018-02-07,17.1899,17.4182,17.1505,17.2292,549034.0
2018-02-08,17.2686,17.2686,16.9773,17.0087,451643.0
2018-02-09,17.0402,17.1662,16.867,17.0796,481481.0
2018-02-10,17.0402,17.1662,16.867,17.0796,481481.0
2018-02-11,17.0402,17.1662,16.867,17.0796,481481.0
2018-02-12,17.2607,17.2607,17.056,17.182,315988.0
2018-02-13,17.2056,17.2056,16.8276,16.93,400851.0
2018-02-14,16.93,16.93,16.8119,16.8276,274359.0
2018-02-15,16.9221,17.1426,16.8906,17.1269,337280.0
2018-02-16,17.1505,17.2607,17.0639,17.182,339172.0
2018-02-17,17.1505,17.2607,17.0639,17.182,339172.0
2018-02-18,17.1505,17.2607,17.0639,17.182,339172.0
2018-02-19,17.1505,17.2607,17.0639,17.182,339172.0
2018-02-20,17.2371,17.2529,16.8828,17.0009,365897.0
2018-02-21,17.0245,17.2371,17.0245,17.1032,431140.0
2018-02-22,17.1269,17.2135,17.0087,17.1505,254034.0
2018-02-23,17.6702,17.8513,17.4103,17.7568,739716.0
2018-02-24,17.6702,17.8513,17.4103,17.7568,739716.0
2018-02-25,17.6702,17.8513,17.4103,17.7568,739716.0
2018-02-26,17.8749,17.8749,17.371,17.6623,500760.0
2018-02-27,17.694,17.7019,17.4408,17.4804,524723.0
2018-02-28,17.5437,17.6109,17.3776,17.4171,1035825.0
2018-03-01,17.4013,17.4092,17.2036,17.2906,500885.0
2018-03-02,17.2352,17.4408,17.1324,17.2827,424962.0
2018-03-03,17.2352,17.4408,17.1324,17.2827,424962.0
2018-03-04,17.2352,17.4408,17.1324,17.2827,424962.0
2018-03-05,17.2827,17.3538,17.0375,17.164,474451.0
2018-03-06,17.2115,17.251,17.0691,17.2115,368392.0
2018-03-07,17.1798,17.3143,17.1007,17.2827,488857.0
2018-03-08,17.2985,17.5832,17.2115,17.5674,450669.0
2018-03-09,17.5674,17.7651,17.4804,17.6228,683878.0
2018-03-10,17.5674,17.7651,17.4804,17.6228,683878.0
2018-03-11,17.5674,17.7651,17.4804,17.6228,683878.0
2018-03-12,17.6465,17.8205,17.5832,17.7098,538142.0
2018-03-13,17.7572,17.8442,17.5595,17.6149,452891.0
2018-03-14,17.6149,17.694,17.4962,17.5832,574637.0
2018-03-15,17.6149,17.8086,17.5832,17.7572,741411.0
2018-03-16,17.7335,18.0974,17.599,17.8996,1958786.0
2018-03-17,17.7335,18.0974,17.599,17.8996,1958786.0
2018-03-18,17.7335,18.0974,17.599,17.8996,1958786.0
2018-03-19,17.868,17.9154,17.7098,17.8759,664972.0
2018-03-20,17.8363,18.0736,17.8363,18.0341,980383.0
2018-03-21,18.0736,18.1488,17.9866,18.0736,492132.0
2018-03-22,18.0736,18.1132,17.8759,17.9154,537266.0
2018-03-23,17.9629,18.1606,17.9392,17.9787,540077.0
2018-03-24,17.9629,18.1606,17.9392,17.9787,540077.0
2018-03-25,17.9629,18.1606,17.9392,17.9787,540077.0
2018-03-26,18.1053,18.1211,17.8126,17.9945,764045.0
2018-03-27,17.9945,18.3426,17.9945,18.2239,747193.0
2018-03-28,18.1047,18.2398,18.0809,18.1842,820732.0
2018-03-29,18.2318,18.3987,18.1842,18.2795,418003.0
2018-03-30,18.2318,18.3987,18.1842,18.2795,418003.0
2018-03-31,18.2318,18.3987,18.1842,18.2795,418003.0
2018-04-01,18.2318,18.3987,18.1842,18.2795,418003.0
2018-04-02,18.3113,18.3192,18.0889,18.1603,329915.0
2018-04-03,18.1762,18.2001,18.0412,18.1762,278283.0
2018-04-04,18.0968,18.3113,17.9697,18.3033,309005.0
2018-04-05,18.3113,18.3351,18.1921,18.2239,370129.0
2018-04-06,18.2716,18.2954,18.1286,18.1842,206855.0
2018-04-07,18.2716,18.2954,18.1286,18.1842,206855.0
2018-04-08,18.2716,18.2954,18.1286,18.1842,206855.0
2018-04-09,18.2001,18.2477,18.0809,18.1603,212408.0
2018-04-10,18.208,18.208,18.0412,18.1286,264846.0
2018-04-11,18.1365,18.2318,17.9776,18.2318,292775.0
2018-04-12,18.2318,18.2318,18.073,18.1683,377666.0
2018-04-13,18.1921,18.208,18.0253,18.0809,205592.0
2018-04-14,18.1921,18.208,18.0253,18.0809,205592.0
2018-04-15,18.1921,18.208,18.0253,18.0809,205592.0
2018-04-16,18.0968,18.2716,18.0809,18.208,296220.0
2018-04-17,18.208,18.2954,18.1762,18.1921,329599.0
2018-04-18,18.1921,18.3629,18.1603,18.2875,597158.0
2018-04-19,18.2716,18.359,18.1921,18.2795,187925.0
2018-04-20,18.2318,18.2557,18.1445,18.2318,191051.0
2018-04-21,18.2318,18.2557,18.1445,18.2318,191051.0
2018-04-22,18.2318,18.2557,18.1445,18.2318,191051.0
2018-04-23,18.2239,18.4543,18.208,18.3669,441745.0
2018-04-24,18.3431,18.4066,18.2716,18.3669,358866.0
2018-04-25,18.3272,18.4146,17.9776,18.0968,549457.0
2018-04-26,18.0889,18.4066,18.0571,18.2716,403350.0
2018-04-27,18.3753,18.6466,18.2795,18.5907,662363.0
2018-04-28,18.3753,18.6466,18.2795,18.5907,662363.0
2018-04-29,18.3753,18.6466,18.2795,18.5907,662363.0
2018-04-30,18.7503,18.7663,18.4232,18.471,260012.0
2018-05-01,18.4311,18.5429,18.3514,18.495,399355.0
2018-05-02,18.5429,18.7024,18.4311,18.6226,1058663.0
2018-05-03,18.6386,18.878,18.5748,18.854,880384.0
2018-05-04,18.854,18.9418,18.7902,18.8062,671387.0
2018-05-05,18.854,18.9418,18.7902,18.8062,671387.0
2018-05-06,18.854,18.9418,18.7902,18.8062,671387.0
2018-05-07,18.8859,18.9498,18.7503,18.7503,767128.0
2018-05-08,18.8141,18.8141,18.5827,18.6306,643407.0
2018-05-09,18.6705,18.8301,18.4551,18.7423,542497.0
2018-05-10,19.2929,19.5721,19.0056,19.5402,931531.0
2018-05-11,19.62,19.62,19.2929,19.3647,945485.0
2018-05-12,19.62,19.62,19.2929,19.3647,945485.0
2018-05-13,19.62,19.62,19.2929,19.3647,945485.0
2018-05-14,19.3886,19.4684,19.0854,19.3966,894948.0
2018-05-15,19.3647,19.4046,19.1572,19.3088,768613.0
2018-05-16,19.3407,19.3487,18.854,18.8939,993256.0
2018-05-17,18.878,18.9737,18.7423,18.7982,739194.0
2018-05-18,18.8062,19.0296,18.8062,19.0056,611185.0
2018-05-19,18.8062,19.0296,18.8062,19.0056,611185.0
2018-05-20,18.8062,19.0296,18.8062,19.0056,611185.0
2018-05-21,18.8062,19.0296,18.8062,19.0056,611185.0
2018-05-22,18.9817,19.237,18.9817,19.1014,645152.0
2018-05-23,19.2609,19.4445,19.1492,19.3647,494563.0
2018-05-24,19.3328,19.5322,19.3248,19.5003,577662.0
2018-05-25,19.5083,19.5242,19.3008,19.3727,756813.0
2018-05-26,19.5083,19.5242,19.3008,19.3727,756813.0
2018-05-27,19.5083,19.5242,19.3008,19.3727,756813.0
2018-05-28,19.3886,19.3926,19.1812,19.3088,240665.0
2018-05-29,19.3248,19.4205,19.1732,19.4046,563135.0
2018-05-30,19.3885,19.4687,19.2924,19.3485,302396.0
2018-05-31,19.3725,19.4366,19.1722,19.1722,946944.0
2018-06-01,19.1883,19.3885,19.1081,19.2363,353726.0
2018-06-02,19.1883,19.3885,19.1081,19.2363,353726.0
2018-06-03,19.1883,19.3885,19.1081,19.2363,353726.0
2018-06-04,19.2443,19.4206,19.2363,19.3485,388170.0
2018-06-05,19.3725,19.5207,19.3245,19.4446,355100.0
2018-06-06,19.4927,19.5167,19.3405,19.4687,530934.0
2018-06-07,19.4366,19.4927,19.3485,19.4607,325270.0
2018-06-08,19.4206,19.5488,19.3485,19.5087,333105.0
2018-06-09,19.4206,19.5488,19.3485,19.5087,333105.0
2018-06-10,19.4206,19.5488,19.3485,19.5087,333105.0
2018-06-11,19.4687,19.4687,19.2924,19.4286,257992.0
2018-06-12,19.4286,19.5007,19.3405,19.5007,427077.0
2018-06-13,19.4687,19.5728,19.3805,19.4446,300322.0
2018-06-14,19.4206,19.4687,19.3245,19.3966,590825.0
2018-06-15,19.4126,19.5648,19.4126,19.4526,705773.0
2018-06-16,19.4126,19.5648,19.4126,19.4526,705773.0
2018-06-17,19.4126,19.5648,19.4126,19.4526,705773.0
2018-06-18,19.4607,19.5648,19.4526,19.4526,299762.0
2018-06-19,19.4126,19.5007,19.3565,19.4206,589745.0
2018-06-20,19.4286,19.5087,19.3805,19.3805,591596.0
2018-06-21,19.2684,19.4847,19.2684,19.4126,399479.0
2018-06-22,19.5969,19.9173,19.4607,19.701,875093.0
2018-06-23,19.5969,19.9173,19.4607,19.701,875093.0
2018-06-24,19.5969,19.9173,19.4607,19.701,875093.0
2018-06-25,19.7811,19.8052,19.6289,19.669,1088647.0
2018-06-26,19.709,19.7331,19.6449,19.6449,1101022.0
2018-06-27,19.685,19.709,19.5808,19.701,512410.0
2018-06-28,19.6688,19.7493,19.6447,19.6688,624030.0
2018-06-29,19.6688,19.8297,19.5441,19.7332,397876.0
2018-06-30,19.6688,19.8297,19.5441,19.7332,397876.0
2018-07-01,19.6688,19.8297,19.5441,19.7332,397876.0
2018-07-02,19.6688,19.8297,19.5441,19.7332,397876.0
2018-07-03,19.7332,19.9182,19.6125,19.8297,331276.0
2018-07-04,19.878,19.878,19.7251,19.7493,226883.0
2018-07-05,19.7412,20.1354,19.6688,20.1274,844352.0
2018-07-06,20.0952,20.3768,20.0469,20.248,640095.0
2018-07-07,20.0952,20.3768,20.0469,20.248,640095.0
2018-07-08,20.0952,20.3768,20.0469,20.248,640095.0
2018-07-09,20.2722,20.3164,20.0791,20.1193,534013.0
2018-07-10,20.1595,20.1595,19.8619,19.9584,503225.0
2018-07-11,19.9021,19.9906,19.7734,19.9665,458935.0
2018-07-12,19.9826,20.2963,19.9182,20.1837,612017.0
2018-07-13,20.1515,20.1837,19.6367,19.9423,746983.0
2018-07-14,20.1515,20.1837,19.6367,19.9423,746983.0
2018-07-15,20.1515,20.1837,19.6367,19.9423,746983.0
2018-07-16,19.9021,20.0711,19.8056,20.0228,290961.0
2018-07-17,19.9826,20.1113,19.9182,20.055,288284.0
2018-07-18,20.0711,20.1113,19.9987,20.0389,513259.0
2018-07-19,19.9906,20.1676,19.9102,19.9182,846123.0
2018-07-20,19.9584,19.9906,19.7975,19.8378,560940.0
2018-07-21,19.9584,19.9906,19.7975,19.8378,560940.0
2018-07-22,19.9584,19.9906,19.7975,19.8378,560940.0
2018-07-23,19.8136,19.9504,19.6849,19.693,600173.0
2018-07-24,19.7171,19.9182,19.5482,19.5643,848760.0
2018-07-25,19.5964,19.6286,19.3712,19.4597,811064.0
2018-07-26,19.4516,19.693,19.4516,19.6206,679431.0
2018-07-27,19.5803,19.6688,19.2586,19.3229,696452.0
2018-07-28,19.5803,19.6688,19.2586,19.3229,696452.0
2018-07-29,19.5803,19.6688,19.2586,19.3229,696452.0
2018-07-30,19.2664,19.2744,18.9432,19.0483,664360.0
2018-07-31,19.0483,19.3714,19.0159,19.2098,895340.0
2018-08-01,19.2098,19.2341,18.9352,19.024,921460.0
2018-08-02,19.0402,19.1937,19.0402,19.1775,616151.0
2018-08-03,19.1856,19.3633,19.1856,19.3391,418784.0
2018-08-04,19.1856,19.3633,19.1856,19.3391,418784.0
2018-08-05,19.1856,19.3633,19.1856,19.3391,418784.0
2018-08-06,19.1856,19.3633,19.1856,19.3391,418784.0
2018-08-07,19.4037,19.4279,19.024,19.0725,636128.0
2018-08-08,19.0159,19.1856,18.8948,18.9998,563532.0
2018-08-09,17.9254,18.6605,17.053,18.3697,1612016.0
2018-08-10,18.3616,18.507,18.1839,18.3778,634785.0
2018-08-11,18.3616,18.507,18.1839,18.3778,634785.0
2018-08-12,18.3616,18.507,18.1839,18.3778,634785.0
