,GTII CN Equity,GTII CN Equity,GTII CN Equity,GTII CN Equity,GTII CN Equity
2022-09-17,14.82,14.82,14.38,14.77,156436.0
2022-09-18,14.82,14.82,14.38,14.77,156436.0
2022-09-19,14.32,14.68,14.31,14.68,158291.0
2022-09-20,14.37,14.88,14.37,14.86,136940.0
2022-09-21,14.61,15.28,14.55,15.0,121365.0
2022-09-22,15.0,15.09,14.01,14.25,224434.0
2022-09-23,14.26,14.26,13.4,13.5,799339.0
2022-09-24,14.26,14.26,13.4,13.5,799339.0
2022-09-25,14.26,14.26,13.4,13.5,799339.0
2022-09-26,13.97,14.19,12.97,13.3,435498.0
2022-09-27,13.09,13.48,12.67,12.9,303762.0
2022-09-28,12.8,13.36,12.68,13.29,800815.0
2022-09-29,13.29,13.29,12.51,12.68,143944.0
2022-09-30,12.62,13.48,12.28,13.4,344177.0
2022-10-01,12.62,13.48,12.28,13.4,344177.0
2022-10-02,12.62,13.48,12.28,13.4,344177.0
2022-10-03,13.4,14.25,12.84,14.0,903733.0
2022-10-04,13.95,14.91,13.75,14.0,465409.0
2022-10-05,13.6,14.09,13.42,13.69,195730.0
2022-10-06,13.5,19.87,12.495,18.05,2081133.0
2022-10-07,18.99,19.49,16.38,18.2,2128177.0
2022-10-08,18.99,19.49,16.38,18.2,2128177.0
2022-10-09,18.99,19.49,16.38,18.2,2128177.0
2022-10-10,18.99,19.49,16.38,18.2,2128177.0
2022-10-11,16.77,17.5,13.65,14.34,1624606.0
2022-10-12,14.02,14.79,13.54,14.09,709683.0
2022-10-13,13.89,14.28,13.25,13.97,383781.0
2022-10-14,14.09,14.09,13.33,13.6,419244.0
2022-10-15,14.09,14.09,13.33,13.6,419244.0
2022-10-16,14.09,14.09,13.33,13.6,419244.0
2022-10-17,13.73,14.14,13.56,14.05,436123.0
2022-10-18,14.14,15.15,13.91,14.95,571538.0
2022-10-19,15.15,16.61,15.07,15.28,1019627.0
2022-10-20,15.35,16.57,15.3,16.16,933356.0
2022-10-21,16.19,16.65,15.89,16.0,271600.0
2022-10-22,16.19,16.65,15.89,16.0,271600.0
2022-10-23,16.19,16.65,15.89,16.0,271600.0
2022-10-24,16.1,16.21,14.85,15.2,430286.0
2022-10-25,15.26,16.34,15.01,15.22,395165.0
2022-10-26,15.33,15.9,15.07,15.4,201719.0
2022-10-27,15.2,15.63,14.92,15.07,174711.0
2022-10-28,14.97,15.6,14.76,15.28,259376.0
2022-10-29,14.97,15.6,14.76,15.28,259376.0
2022-10-30,14.97,15.6,14.76,15.28,259376.0
2022-10-31,15.57,17.64,15.0,16.17,851068.0
2022-11-01,16.13,16.19,15.74,16.0,220838.0
2022-11-02,15.74,16.2,15.5,15.7,280168.0
2022-11-03,15.5,17.1,15.43,16.9,422346.0
2022-11-04,17.17,17.31,16.34,16.56,252223.0
2022-11-05,17.17,17.31,16.34,16.56,252223.0
2022-11-06,17.17,17.31,16.34,16.56,252223.0
2022-11-07,16.59,16.62,15.65,15.91,282354.0
2022-11-08,15.93,17.02,15.77,16.35,372494.0
2022-11-09,16.36,17.63,16.36,17.25,889254.0
2022-11-10,17.55,18.25,16.8,17.5,744194.0
2022-11-11,17.66,18.21,17.02,18.21,579307.0
2022-11-12,17.66,18.21,17.02,18.21,579307.0
2022-11-13,17.66,18.21,17.02,18.21,579307.0
2022-11-14,18.22,18.95,17.55,18.48,577689.0
2022-11-15,18.76,19.12,17.86,18.8,400280.0
2022-11-16,18.85,19.13,17.9,19.0,360594.0
2022-11-17,18.38,18.8,17.84,18.1,837320.0
2022-11-18,17.85,18.21,17.23,17.23,397813.0
2022-11-19,17.85,18.21,17.23,17.23,397813.0
2022-11-20,17.85,18.21,17.23,17.23,397813.0
2022-11-21,17.28,17.5,16.51,17.12,364544.0
2022-11-22,17.25,17.48,16.85,17.25,272829.0
2022-11-23,17.26,17.97,17.04,17.77,565014.0
2022-11-24,17.98,18.23,17.41,18.07,18686.0
2022-11-25,17.96,18.06,17.36,17.65,71806.0
2022-11-26,17.96,18.06,17.36,17.65,71806.0
2022-11-27,17.96,18.06,17.36,17.65,71806.0
2022-11-28,17.86,17.86,17.0,17.34,336856.0
2022-11-29,17.26,17.61,17.0,17.26,402394.0
2022-11-30,17.37,17.67,17.01,17.67,389593.0
2022-12-01,17.44,19.96,17.11,19.51,545416.0
2022-12-02,19.0,21.05,18.45,20.89,1540806.0
2022-12-03,19.0,21.05,18.45,20.89,1540806.0
2022-12-04,19.0,21.05,18.45,20.89,1540806.0
2022-12-05,20.88,22.18,20.02,21.34,1219488.0
2022-12-06,20.74,21.53,17.86,18.39,1038107.0
2022-12-07,17.55,18.2,16.55,17.45,629019.0
2022-12-08,16.5,17.25,15.09,15.3,897030.0
2022-12-09,15.4,15.89,14.88,15.5,493446.0
2022-12-10,15.4,15.89,14.88,15.5,493446.0
2022-12-11,15.4,15.89,14.88,15.5,493446.0
2022-12-12,15.05,15.52,13.76,14.05,683481.0
2022-12-13,14.74,14.74,13.43,13.6,714554.0
2022-12-14,13.6,13.68,12.76,13.1,626320.0
2022-12-15,13.0,14.18,12.32,12.43,579953.0
2022-12-16,12.7,14.1,12.58,13.55,830498.0
2022-12-17,12.7,14.1,12.58,13.55,830498.0
2022-12-18,12.7,14.1,12.58,13.55,830498.0
2022-12-19,13.26,13.64,11.18,11.8,980562.0
2022-12-20,11.46,12.29,10.85,11.16,1027374.0
2022-12-21,11.24,11.28,10.14,11.0,733428.0
2022-12-22,11.0,11.28,10.78,10.93,571290.0
2022-12-23,10.87,11.55,10.75,11.37,1137063.0
2022-12-24,10.87,11.55,10.75,11.37,1137063.0
2022-12-25,10.87,11.55,10.75,11.37,1137063.0
2022-12-26,10.87,11.55,10.75,11.37,1137063.0
2022-12-27,10.87,11.55,10.75,11.37,1137063.0
2022-12-28,11.23,11.64,10.7,10.98,766293.0
2022-12-29,11.19,12.0,10.97,11.9,494389.0
2022-12-30,11.57,11.98,11.24,11.98,480842.0
2022-12-31,11.57,11.98,11.24,11.98,480842.0
2023-01-01,11.57,11.98,11.24,11.98,480842.0
2023-01-02,11.57,11.98,11.24,11.98,480842.0
2023-01-03,11.98,12.0,11.08,11.4,394306.0
2023-01-04,11.46,11.67,11.15,11.45,296672.0
2023-01-05,11.44,12.02,11.37,11.64,472770.0
2023-01-06,11.65,11.93,11.3,11.4,348974.0
2023-01-07,11.65,11.93,11.3,11.4,348974.0
2023-01-08,11.65,11.93,11.3,11.4,348974.0
2023-01-09,11.45,11.5,10.7,10.85,320120.0
2023-01-10,10.71,11.15,10.71,10.89,243817.0
2023-01-11,10.91,11.45,10.74,10.86,245624.0
2023-01-12,10.81,11.3,10.77,10.97,215451.0
2023-01-13,10.97,11.37,10.94,11.08,174605.0
2023-01-14,10.97,11.37,10.94,11.08,174605.0
2023-01-15,10.97,11.37,10.94,11.08,174605.0
2023-01-16,11.39,11.42,11.18,11.22,16319.0
2023-01-17,11.29,11.49,11.07,11.32,117978.0
2023-01-18,11.36,11.6,11.26,11.3,268981.0
2023-01-19,11.19,11.39,10.73,10.8,265139.0
2023-01-20,10.82,11.05,10.57,10.66,287461.0
2023-01-21,10.82,11.05,10.57,10.66,287461.0
2023-01-22,10.82,11.05,10.57,10.66,287461.0
2023-01-23,10.74,10.83,10.5,10.63,241853.0
2023-01-24,10.67,10.68,10.44,10.58,133557.0
2023-01-25,10.46,10.59,10.3,10.44,238703.0
2023-01-26,10.44,10.57,9.87,9.95,555475.0
2023-01-27,10.05,10.31,9.91,9.98,317044.0
2023-01-28,10.05,10.31,9.91,9.98,317044.0
2023-01-29,10.05,10.31,9.91,9.98,317044.0
2023-01-30,9.96,10.22,9.96,10.05,1258656.0
2023-01-31,10.07,11.2,10.07,10.8,896432.0
2023-02-01,10.6,11.53,10.52,11.05,564771.0
2023-02-02,11.15,11.8,10.98,10.98,394972.0
2023-02-03,11.0,11.6,11.0,11.5,342979.0
2023-02-04,11.0,11.6,11.0,11.5,342979.0
2023-02-05,11.0,11.6,11.0,11.5,342979.0
2023-02-06,11.75,11.91,11.51,11.85,213038.0
2023-02-07,11.67,11.86,11.28,11.52,177181.0
2023-02-08,11.48,11.49,11.08,11.09,138347.0
2023-02-09,11.28,11.28,10.6,10.76,211515.0
2023-02-10,10.6,11.28,10.6,11.01,362004.0
2023-02-11,10.6,11.28,10.6,11.01,362004.0
2023-02-12,10.6,11.28,10.6,11.01,362004.0
2023-02-13,10.93,11.38,10.93,11.2,224461.0
2023-02-14,11.34,11.62,11.07,11.44,247639.0
2023-02-15,11.5,11.85,11.5,11.82,139390.0
2023-02-16,11.63,12.25,11.51,12.0,395323.0
2023-02-17,12.08,12.25,11.77,12.25,141529.0
2023-02-18,12.08,12.25,11.77,12.25,141529.0
2023-02-19,12.08,12.25,11.77,12.25,141529.0
2023-02-20,12.08,12.25,11.77,12.25,141529.0
2023-02-21,12.0,12.3,11.13,11.5,245419.0
2023-02-22,11.5,11.72,11.23,11.54,131245.0
2023-02-23,11.54,11.76,11.33,11.5,135795.0
2023-02-24,11.5,11.62,11.26,11.57,166812.0
2023-02-25,11.5,11.62,11.26,11.57,166812.0
2023-02-26,11.5,11.62,11.26,11.57,166812.0
2023-02-27,11.57,11.72,11.08,11.18,137480.0
2023-02-28,11.29,11.65,11.17,11.22,389475.0
2023-03-01,10.75,11.61,10.62,11.2,1389868.0
2023-03-02,11.11,11.94,11.11,11.61,1063220.0
2023-03-03,11.64,12.11,11.55,12.1,217530.0
2023-03-04,11.64,12.11,11.55,12.1,217530.0
2023-03-05,11.64,12.11,11.55,12.1,217530.0
2023-03-06,12.25,12.51,11.63,11.87,371176.0
2023-03-07,11.97,11.99,11.39,11.53,189284.0
2023-03-08,11.51,11.97,11.23,11.55,213630.0
2023-03-09,10.6,11.61,10.6,11.17,372628.0
2023-03-10,11.08,11.47,10.91,11.24,258809.0
2023-03-11,11.08,11.47,10.91,11.24,258809.0
2023-03-12,11.08,11.47,10.91,11.24,258809.0
2023-03-13,11.03,11.1,10.87,10.98,231127.0
2023-03-14,10.98,11.19,10.95,10.96,159611.0
2023-03-15,10.82,11.04,10.82,10.84,174251.0
2023-03-16,10.85,11.98,10.82,11.05,422441.0
2023-03-17,11.21,11.7,10.9,11.26,163794.0
2023-03-18,11.21,11.7,10.9,11.26,163794.0
2023-03-19,11.21,11.7,10.9,11.26,163794.0
2023-03-20,11.16,11.19,10.91,11.06,200134.0
2023-03-21,11.01,11.34,10.77,10.99,741587.0
2023-03-22,11.21,11.21,10.95,11.19,329255.0
2023-03-23,10.96,11.14,10.79,10.8,482338.0
2023-03-24,10.94,10.94,10.7,10.82,125431.0
2023-03-25,10.94,10.94,10.7,10.82,125431.0
2023-03-26,10.94,10.94,10.7,10.82,125431.0
2023-03-27,10.74,10.93,10.3,10.76,309852.0
2023-03-28,10.79,10.9,10.62,10.9,118182.0
2023-03-29,10.9,10.91,10.66,10.87,76476.0
2023-03-30,10.74,10.84,10.55,10.76,1115892.0
2023-03-31,10.89,10.89,10.16,10.27,364539.0
2023-04-01,10.89,10.89,10.16,10.27,364539.0
2023-04-02,10.89,10.89,10.16,10.27,364539.0
2023-04-03,10.45,10.85,9.6,9.83,489903.0
2023-04-04,9.79,9.79,9.41,9.44,404897.0
2023-04-05,9.55,9.65,9.21,9.53,287381.0
2023-04-06,9.65,10.1,9.54,9.61,388692.0
2023-04-07,9.65,10.1,9.54,9.61,388692.0
2023-04-08,9.65,10.1,9.54,9.61,388692.0
2023-04-09,9.65,10.1,9.54,9.61,388692.0
2023-04-10,9.6,9.73,9.43,9.64,151832.0
2023-04-11,9.65,9.73,9.36,9.36,169349.0
2023-04-12,9.58,9.72,9.4,9.57,351536.0
2023-04-13,9.74,9.84,9.41,9.75,284188.0
2023-04-14,9.78,10.24,9.3,9.4,397186.0
2023-04-15,9.78,10.24,9.3,9.4,397186.0
2023-04-16,9.78,10.24,9.3,9.4,397186.0
2023-04-17,9.49,9.87,9.38,9.65,170112.0
2023-04-18,9.7,9.8,9.44,9.52,148774.0
2023-04-19,9.54,9.68,9.5,9.58,80170.0
2023-04-20,9.51,9.7,9.35,9.4,232757.0
2023-04-21,9.32,9.62,9.32,9.41,170432.0
2023-04-22,9.32,9.62,9.32,9.41,170432.0
2023-04-23,9.32,9.62,9.32,9.41,170432.0
2023-04-24,9.47,9.53,8.93,9.28,620224.0
2023-04-25,9.25,9.51,9.11,9.11,262340.0
2023-04-26,9.25,9.39,9.07,9.27,190603.0
2023-04-27,9.76,10.78,9.76,9.92,821529.0
2023-04-28,9.9,10.22,9.49,9.6,596708.0
2023-04-29,9.9,10.22,9.49,9.6,596708.0
2023-04-30,9.9,10.22,9.49,9.6,596708.0
2023-05-01,9.7,10.18,9.56,9.93,826403.0
2023-05-02,9.74,10.24,9.63,10.08,673790.0
2023-05-03,10.29,10.34,10.0,10.14,643417.0
2023-05-04,10.07,10.98,10.05,10.82,1486072.0
2023-05-05,11.0,12.07,10.84,11.55,1308690.0
2023-05-06,11.0,12.07,10.84,11.55,1308690.0
2023-05-07,11.0,12.07,10.84,11.55,1308690.0
2023-05-08,11.8,11.8,11.02,11.44,458645.0
2023-05-09,11.42,11.58,10.89,11.0,422479.0
2023-05-10,11.0,11.23,10.51,10.68,402471.0
2023-05-11,10.6,10.92,9.5,9.85,923966.0
2023-05-12,9.88,9.89,9.23,9.82,811894.0
2023-05-13,9.88,9.89,9.23,9.82,811894.0
2023-05-14,9.88,9.89,9.23,9.82,811894.0
2023-05-15,9.63,9.87,9.54,9.81,210576.0
2023-05-16,9.72,10.46,9.72,10.02,358906.0
2023-05-17,10.25,10.28,9.79,9.79,516963.0
2023-05-18,9.86,10.27,9.86,9.97,336784.0
2023-05-19,9.99,10.01,9.45,9.46,403014.0
2023-05-20,9.99,10.01,9.45,9.46,403014.0
2023-05-21,9.99,10.01,9.45,9.46,403014.0
2023-05-22,9.99,10.01,9.45,9.46,403014.0
2023-05-23,9.48,10.07,9.48,10.01,436698.0
2023-05-24,9.84,10.16,9.83,10.07,270701.0
2023-05-25,10.05,10.11,9.82,9.96,715758.0
2023-05-26,10.0,10.09,9.82,10.05,503236.0
2023-05-27,10.0,10.09,9.82,10.05,503236.0
2023-05-28,10.0,10.09,9.82,10.05,503236.0
2023-05-29,9.99,10.35,9.96,10.05,93838.0
2023-05-30,10.02,10.77,10.02,10.41,606994.0
2023-05-31,10.7,10.82,10.06,10.33,204899.0
2023-06-01,10.33,10.38,9.88,9.95,665302.0
2023-06-02,10.1,10.24,9.865,10.0,214538.0
2023-06-03,10.1,10.24,9.865,10.0,214538.0
2023-06-04,10.1,10.24,9.865,10.0,214538.0
2023-06-05,10.5,10.5,9.76,9.91,105616.0
2023-06-06,9.97,10.11,9.84,9.9,352148.0
2023-06-07,9.9,10.94,9.85,10.18,939658.0
2023-06-08,10.18,10.59,10.115,10.28,353918.0
2023-06-09,10.43,10.49,10.12,10.38,251118.0
2023-06-10,10.43,10.49,10.12,10.38,251118.0
2023-06-11,10.43,10.49,10.12,10.38,251118.0
2023-06-12,10.45,10.46,9.96,10.12,223391.0
2023-06-13,10.11,10.14,9.665,9.74,326372.0
2023-06-14,9.81,10.24,9.68,10.08,307647.0
2023-06-15,10.1,10.43,9.81,9.93,305763.0
2023-06-16,10.0,10.55,9.78,9.82,390515.0
2023-06-17,10.0,10.55,9.78,9.82,390515.0
2023-06-18,10.0,10.55,9.78,9.82,390515.0
2023-06-19,9.96,10.08,9.85,10.06,24723.0
2023-06-20,10.07,10.17,9.94,10.02,181013.0
2023-06-21,10.08,10.64,9.96,10.27,432249.0
2023-06-22,10.21,10.35,10.07,10.35,165465.0
2023-06-23,10.25,10.34,9.94,10.02,228494.0
2023-06-24,10.25,10.34,9.94,10.02,228494.0
2023-06-25,10.25,10.34,9.94,10.02,228494.0
2023-06-26,10.09,10.09,9.82,9.94,148239.0
2023-06-27,9.9,10.18,9.7,9.94,148625.0
2023-06-28,9.88,10.15,9.79,9.8,223335.0
2023-06-29,9.86,10.01,9.71,9.9,167300.0
2023-06-30,9.83,10.13,9.83,10.04,204380.0
2023-07-01,9.83,10.13,9.83,10.04,204380.0
2023-07-02,9.83,10.13,9.83,10.04,204380.0
2023-07-03,9.83,10.13,9.83,10.04,204380.0
2023-07-04,10.04,10.49,10.04,10.3,249996.0
2023-07-05,10.23,10.7,10.23,10.63,253673.0
2023-07-06,10.63,10.67,10.31,10.46,301496.0
2023-07-07,10.3,11.13,10.22,11.03,488669.0
2023-07-08,10.3,11.13,10.22,11.03,488669.0
2023-07-09,10.3,11.13,10.22,11.03,488669.0
2023-07-10,11.17,11.24,10.81,10.82,389084.0
2023-07-11,10.8,10.94,10.61,10.86,196575.0
2023-07-12,10.7,10.82,10.18,10.25,210319.0
2023-07-13,10.39,10.8,10.05,10.27,295787.0
2023-07-14,10.44,10.46,10.05,10.11,268067.0
2023-07-15,10.44,10.46,10.05,10.11,268067.0
2023-07-16,10.44,10.46,10.05,10.11,268067.0
2023-07-17,10.05,10.29,9.55,9.6,382226.0
2023-07-18,9.61,9.74,9.24,9.34,280210.0
2023-07-19,9.28,9.5,9.21,9.34,264998.0
2023-07-20,9.26,9.46,8.96,9.38,597167.0
2023-07-21,9.45,9.45,9.04,9.11,369344.0
2023-07-22,9.45,9.45,9.04,9.11,369344.0
2023-07-23,9.45,9.45,9.04,9.11,369344.0
2023-07-24,9.01,9.23,8.88,8.9,347264.0
2023-07-25,8.89,9.0,8.62,8.65,295130.0
2023-07-26,8.67,8.95,8.64,8.74,345594.0
2023-07-27,8.66,8.92,8.65,8.79,243765.0
2023-07-28,8.85,9.25,8.79,9.12,319431.0
2023-07-29,8.85,9.25,8.79,9.12,319431.0
2023-07-30,8.85,9.25,8.79,9.12,319431.0
2023-07-31,9.22,9.46,9.04,9.42,287668.0
2023-08-01,9.42,9.54,9.32,9.4,803503.0
2023-08-02,9.42,9.63,9.36,9.48,569555.0
2023-08-03,9.48,9.57,9.35,9.39,347271.0
2023-08-04,9.4,9.46,9.24,9.37,120158.0
2023-08-05,9.4,9.46,9.24,9.37,120158.0
2023-08-06,9.4,9.46,9.24,9.37,120158.0
2023-08-07,9.4,9.46,9.24,9.37,120158.0
2023-08-08,9.26,9.42,9.22,9.33,393225.0
2023-08-09,9.36,9.76,8.89,9.0,344084.0
2023-08-10,9.1,9.14,8.86,9.0,145692.0
2023-08-11,8.91,9.09,8.64,8.88,165697.0
2023-08-12,8.91,9.09,8.64,8.88,165697.0
2023-08-13,8.91,9.09,8.64,8.88,165697.0
2023-08-14,8.8,9.0,8.8,9.0,305334.0
2023-08-15,8.89,9.16,8.89,8.99,129017.0
2023-08-16,9.06,9.2,8.935,9.15,203183.0
2023-08-17,9.14,9.37,9.04,9.28,154606.0
2023-08-18,9.21,9.35,9.06,9.1,208803.0
2023-08-19,9.21,9.35,9.06,9.1,208803.0
2023-08-20,9.21,9.35,9.06,9.1,208803.0
2023-08-21,9.24,9.37,9.0,9.25,122821.0
2023-08-22,9.36,9.36,9.22,9.35,114562.0
2023-08-23,9.26,9.35,9.25,9.28,136631.0
2023-08-24,9.15,9.25,9.15,9.15,195202.0
2023-08-25,9.17,9.28,9.16,9.2,88881.0
2023-08-26,9.17,9.28,9.16,9.2,88881.0
2023-08-27,9.17,9.28,9.16,9.2,88881.0
2023-08-28,9.33,9.33,9.13,9.21,128923.0
2023-08-29,9.29,9.45,9.17,9.4,161305.0
2023-08-30,9.3,11.48,9.14,11.34,1803536.0
2023-08-31,11.45,13.57,11.29,11.68,1910511.0
2023-09-01,11.68,13.46,11.68,12.81,1316551.0
2023-09-02,11.68,13.46,11.68,12.81,1316551.0
2023-09-03,11.68,13.46,11.68,12.81,1316551.0
2023-09-04,11.68,13.46,11.68,12.81,1316551.0
2023-09-05,12.81,15.35,12.81,14.5,1674548.0
2023-09-06,15.2,15.3,13.97,14.3,1482237.0
2023-09-07,14.6,15.7,14.03,14.15,1479109.0
2023-09-08,14.31,15.73,13.85,14.74,1646856.0
2023-09-09,14.31,15.73,13.85,14.74,1646856.0
2023-09-10,14.31,15.73,13.85,14.74,1646856.0
2023-09-11,14.88,16.16,14.88,16.05,1247182.0
2023-09-12,16.0,16.05,14.32,15.2,1176821.0
2023-09-13,14.89,15.77,14.38,14.62,812209.0
2023-09-14,14.9,16.14,14.9,15.74,759807.0
2023-09-15,16.41,16.94,15.54,16.03,1537396.0
2023-09-16,16.41,16.94,15.54,16.03,1537396.0
2023-09-17,16.41,16.94,15.54,16.03,1537396.0
2023-09-18,15.7,15.86,14.95,15.3,542203.0
2023-09-19,15.45,15.45,14.15,14.31,435006.0
2023-09-20,14.36,15.1,14.35,14.46,224515.0
2023-09-21,14.64,14.64,13.67,13.92,366767.0
2023-09-22,13.77,14.61,13.77,14.45,198403.0
2023-09-23,13.77,14.61,13.77,14.45,198403.0
2023-09-24,13.77,14.61,13.77,14.45,198403.0
2023-09-25,14.88,15.78,14.41,14.5,403868.0
2023-09-26,14.5,15.25,14.5,15.0,532934.0
2023-09-27,15.0,15.75,14.43,14.93,935732.0
2023-09-28,14.94,15.46,14.34,14.86,293458.0
2023-09-29,14.82,15.74,14.54,15.0,443427.0
2023-09-30,14.82,15.74,14.54,15.0,443427.0
2023-10-01,14.82,15.74,14.54,15.0,443427.0
2023-10-02,15.0,15.3,14.63,15.15,580075.0
2023-10-03,15.02,15.05,14.28,14.45,353411.0
2023-10-04,14.34,14.6,13.43,13.43,745427.0
2023-10-05,13.69,14.1,13.19,13.72,529357.0
2023-10-06,13.5,14.48,13.195,13.87,449786.0
2023-10-07,13.5,14.48,13.195,13.87,449786.0
2023-10-08,13.5,14.48,13.195,13.87,449786.0
2023-10-09,13.5,14.48,13.195,13.87,449786.0
2023-10-10,13.8,14.18,13.45,13.57,289451.0
2023-10-11,13.61,13.75,13.17,13.2,312426.0
2023-10-12,13.15,13.6,12.85,13.24,364809.0
2023-10-13,13.0,13.85,12.73,13.28,486177.0
2023-10-14,13.0,13.85,12.73,13.28,486177.0
2023-10-15,13.0,13.85,12.73,13.28,486177.0
2023-10-16,13.42,13.42,12.86,13.24,412373.0
2023-10-17,12.95,14.28,12.81,13.78,552409.0
2023-10-18,13.7,14.34,12.47,12.63,1162947.0
2023-10-19,12.65,12.95,12.51,12.77,121350.0
2023-10-20,12.6,12.9,12.15,12.72,270317.0
2023-10-21,12.6,12.9,12.15,12.72,270317.0
2023-10-22,12.6,12.9,12.15,12.72,270317.0
2023-10-23,12.5,12.69,12.13,12.52,118807.0
2023-10-24,12.65,13.0,12.32,12.56,274482.0
2023-10-25,12.37,12.45,11.77,12.15,497216.0
2023-10-26,11.9,11.9,11.56,11.75,826688.0
2023-10-27,11.8,11.82,10.9,11.02,608280.0
2023-10-28,11.8,11.82,10.9,11.02,608280.0
2023-10-29,11.8,11.82,10.9,11.02,608280.0
2023-10-30,11.01,11.17,10.44,10.92,510200.0
2023-10-31,10.9,11.74,10.89,11.47,294971.0
2023-11-01,11.71,11.73,11.22,11.39,506622.0
2023-11-02,11.28,12.41,11.28,12.18,451125.0
2023-11-03,12.16,12.68,12.05,12.515,169238.0
2023-11-04,12.16,12.68,12.05,12.515,169238.0
2023-11-05,12.16,12.68,12.05,12.515,169238.0
2023-11-06,12.65,12.65,12.27,12.62,93842.0
2023-11-07,12.6,12.89,12.47,12.65,105068.0
2023-11-08,12.7,13.37,12.69,13.0,326278.0
2023-11-09,13.33,13.5,12.76,12.83,291997.0
2023-11-10,12.84,13.54,12.77,13.4,292376.0
2023-11-11,12.84,13.54,12.77,13.4,292376.0
2023-11-12,12.84,13.54,12.77,13.4,292376.0
2023-11-13,13.28,14.2,13.25,14.0,260584.0
2023-11-14,14.17,14.39,13.33,13.46,199610.0
2023-11-15,13.4,13.62,12.97,13.24,344959.0
2023-11-16,13.21,13.21,12.47,12.53,517989.0
2023-11-17,12.44,13.53,12.44,13.25,953480.0
2023-11-18,12.44,13.53,12.44,13.25,953480.0
2023-11-19,12.44,13.53,12.44,13.25,953480.0
2023-11-20,13.27,13.48,13.05,13.13,212623.0
2023-11-21,13.26,13.95,12.86,13.89,196250.0
2023-11-22,13.78,14.08,13.76,14.05,206869.0
2023-11-23,13.99,14.1,13.86,13.95,5347.0
2023-11-24,14.14,14.14,13.55,13.55,47220.0
2023-11-25,14.14,14.14,13.55,13.55,47220.0
2023-11-26,14.14,14.14,13.55,13.55,47220.0
2023-11-27,13.56,14.0,13.34,13.78,172279.0
2023-11-28,13.69,14.24,13.45,14.24,183393.0
2023-11-29,13.99,14.4,13.75,13.93,302987.0
2023-11-30,14.07,14.38,13.82,14.25,138851.0
2023-12-01,13.96,14.38,13.96,14.17,680704.0
2023-12-02,13.96,14.38,13.96,14.17,680704.0
2023-12-03,13.96,14.38,13.96,14.17,680704.0
2023-12-04,14.25,15.65,14.05,15.275,714712.0
2023-12-05,15.07,15.6,15.07,15.2,476587.0
2023-12-06,15.48,15.96,15.32,15.75,821120.0
2023-12-07,15.85,15.97,15.6,15.82,266650.0
2023-12-08,15.51,15.75,15.24,15.46,232099.0
2023-12-09,15.51,15.75,15.24,15.46,232099.0
2023-12-10,15.51,15.75,15.24,15.46,232099.0
2023-12-11,15.46,15.74,14.71,14.72,333041.0
2023-12-12,14.5,14.86,12.92,13.78,589339.0
2023-12-13,12.75,13.77,12.75,13.76,263152.0
2023-12-14,13.8,13.8,13.0,13.51,262743.0
2023-12-15,13.28,13.98,13.07,13.73,224631.0
2023-12-16,13.28,13.98,13.07,13.73,224631.0
2023-12-17,13.28,13.98,13.07,13.73,224631.0
2023-12-18,13.49,13.92,13.25,13.4,179401.0
2023-12-19,13.23,13.43,12.98,13.02,187954.0
2023-12-20,13.05,13.24,12.91,13.21,172386.0
2023-12-21,13.65,13.65,12.92,12.93,205091.0
2023-12-22,13.15,14.03,12.9,14.03,375729.0
2023-12-23,13.15,14.03,12.9,14.03,375729.0
2023-12-24,13.15,14.03,12.9,14.03,375729.0
2023-12-25,13.15,14.03,12.9,14.03,375729.0
2023-12-26,13.15,14.03,12.9,14.03,375729.0
2023-12-27,14.61,15.3,14.61,15.18,336757.0
2023-12-28,15.17,15.43,14.86,15.12,203718.0
2023-12-29,15.2,15.27,14.3,14.87,416955.0
2023-12-30,15.2,15.27,14.3,14.87,416955.0
2023-12-31,15.2,15.27,14.3,14.87,416955.0
2024-01-01,15.2,15.27,14.3,14.87,416955.0
2024-01-02,14.87,15.16,14.12,14.43,2668880.0
2024-01-03,14.94,15.665,14.08,14.94,588888.0
2024-01-04,15.0,15.58,14.8,14.99,406439.0
2024-01-05,14.85,16.2,14.6,15.825,805021.0
2024-01-06,14.85,16.2,14.6,15.825,805021.0
2024-01-07,14.85,16.2,14.6,15.825,805021.0
2024-01-08,15.95,16.19,15.44,15.82,467266.0
2024-01-09,15.89,15.9,14.92,15.04,328618.0
2024-01-10,15.02,15.17,14.28,14.53,257669.0
2024-01-11,14.39,15.23,14.37,15.06,191779.0
2024-01-12,15.05,16.84,15.05,16.82,927872.0
2024-01-13,15.05,16.84,15.05,16.82,927872.0
2024-01-14,15.05,16.84,15.05,16.82,927872.0
2024-01-15,17.24,18.12,17.1,18.08,237482.0
2024-01-16,18.25,18.3,17.03,17.57,1112977.0
2024-01-17,17.47,17.64,17.1,17.41,372780.0
2024-01-18,17.49,17.74,16.58,16.75,314438.0
2024-01-19,16.72,17.46,16.11,17.18,363556.0
2024-01-20,16.72,17.46,16.11,17.18,363556.0
2024-01-21,16.72,17.46,16.11,17.18,363556.0
2024-01-22,17.45,17.96,17.02,17.79,416208.0
2024-01-23,17.45,17.55,17.12,17.15,168285.0
2024-01-24,17.34,18.63,17.3,17.99,580027.0
2024-01-25,17.71,18.18,17.67,17.87,254625.0
