,MG CN Equity,MG CN Equity,MG CN Equity,MG CN Equity,MG CN Equity
2010-04-03,11.3805,11.5446,11.3589,11.4238,916712.0
2010-04-04,11.3805,11.5446,11.3589,11.4238,916712.0
2010-04-05,11.4797,11.4797,11.3517,11.3914,1396360.0
2010-04-06,11.3228,11.4815,11.2579,11.4815,917796.0
2010-04-07,11.4238,11.4941,11.3409,11.4022,1356912.0
2010-04-08,11.4508,11.4761,11.2616,11.2994,641824.0
2010-04-09,11.3769,11.4779,11.3571,11.4599,489560.0
2010-04-10,11.3769,11.4779,11.3571,11.4599,489560.0
2010-04-11,11.3769,11.4779,11.3571,11.4599,489560.0
2010-04-12,11.4364,11.5338,11.4364,11.4671,532212.0
2010-04-13,11.395,11.4707,11.3319,11.3517,647760.0
2010-04-14,11.3571,11.4346,11.3571,11.4058,717092.0
2010-04-15,11.3751,11.6437,11.3751,11.5716,877048.0
2010-04-16,11.5716,11.7176,11.5554,11.5878,2021572.0
2010-04-17,11.5716,11.7176,11.5554,11.5878,2021572.0
2010-04-18,11.5716,11.7176,11.5554,11.5878,2021572.0
2010-04-19,11.4959,11.6419,11.3751,11.6113,2747612.0
2010-04-20,11.5572,11.6113,11.422,11.422,1357620.0
2010-04-21,11.4058,11.577,11.3751,11.5536,1726860.0
2010-04-22,11.6167,11.6437,11.4617,11.6437,1158944.0
2010-04-23,11.6672,11.7645,11.5969,11.6185,2188328.0
2010-04-24,11.6672,11.7645,11.5969,11.6185,2188328.0
2010-04-25,11.6672,11.7645,11.5969,11.6185,2188328.0
2010-04-26,11.5878,11.9141,11.5878,11.8709,1629140.0
2010-04-27,11.9376,12.1485,11.8204,11.8204,1918564.0
2010-04-28,11.8258,11.9069,11.7176,11.7176,1897040.0
2010-04-29,11.6942,12.1269,11.6942,12.0854,1983924.0
2010-04-30,12.0854,12.2837,11.9917,12.0421,2516264.0
2010-05-01,12.0854,12.2837,11.9917,12.0421,2516264.0
2010-05-02,12.0854,12.2837,11.9917,12.0421,2516264.0
2010-05-03,12.2026,12.4153,12.0926,12.2404,1405136.0
2010-05-04,12.2404,12.2873,11.8078,11.8474,1545572.0
2010-05-05,11.669,11.8222,11.4959,11.586,1357776.0
2010-05-06,12.8714,14.209,12.6208,13.2067,14576244.0
2010-05-07,13.2067,13.6538,12.902,12.9723,4270380.0
2010-05-08,13.2067,13.6538,12.902,12.9723,4270380.0
2010-05-09,13.2067,13.6538,12.902,12.9723,4270380.0
2010-05-10,13.0643,13.7006,13.0643,13.3076,3313776.0
2010-05-11,13.3419,13.4699,13.1598,13.1598,4707128.0
2010-05-12,13.3545,13.9873,13.1724,13.9873,2485820.0
2010-05-13,13.8232,14.1549,13.8232,14.0612,2228688.0
2010-05-14,14.1171,14.1171,13.6195,13.7854,1709796.0
2010-05-15,14.1171,14.1171,13.6195,13.7854,1709796.0
2010-05-16,14.1171,14.1171,13.6195,13.7854,1709796.0
2010-05-17,13.953,13.9909,13.4338,13.5204,1973632.0
2010-05-18,13.697,13.7475,13.1706,13.2319,2004568.0
2010-05-19,13.2319,13.4663,12.8696,13.0823,1989392.0
2010-05-20,12.9615,13.2499,12.8876,13.0805,2746444.0
2010-05-21,13.0931,13.4645,12.7091,13.0805,2778408.0
2010-05-22,13.0931,13.4645,12.7091,13.0805,2778408.0
2010-05-23,13.0931,13.4645,12.7091,13.0805,2778408.0
2010-05-24,13.0931,13.4645,12.7091,13.0805,2778408.0
2010-05-25,13.0444,13.1454,12.6514,13.1454,3011892.0
2010-05-26,13.3942,13.3942,12.8281,12.8786,2774724.0
2010-05-27,12.9421,13.1337,12.8861,12.9873,1576872.0
2010-05-28,12.9783,13.1084,12.7939,12.8734,2473028.0
2010-05-29,12.9783,13.1084,12.7939,12.8734,2473028.0
2010-05-30,12.9783,13.1084,12.7939,12.8734,2473028.0
2010-05-31,13.0054,13.394,12.9602,13.0596,533624.0
2010-06-01,13.3163,13.3163,12.8282,12.877,3503816.0
2010-06-02,12.9801,13.0325,12.7577,12.9891,1447852.0
2010-06-03,13.0632,13.4627,13.0072,13.1771,6696972.0
2010-06-04,12.9819,13.065,12.7921,12.8626,3673448.0
2010-06-05,12.9819,13.065,12.7921,12.8626,3673448.0
2010-06-06,12.9819,13.065,12.7921,12.8626,3673448.0
2010-06-07,12.8716,12.9258,12.5896,12.6439,1644124.0
2010-06-08,12.6529,12.7144,12.4649,12.5643,1808836.0
2010-06-09,12.6945,12.7252,12.3673,12.436,1526216.0
2010-06-10,12.436,12.7758,12.436,12.6312,1429800.0
2010-06-11,12.5137,12.6276,12.4324,12.5246,1019284.0
2010-06-12,12.5137,12.6276,12.4324,12.5246,1019284.0
2010-06-13,12.5137,12.6276,12.4324,12.5246,1019284.0
2010-06-14,12.5155,13.1138,12.5155,12.9909,1802616.0
2010-06-15,12.9927,13.2855,12.9746,13.2602,1256676.0
2010-06-16,13.0614,13.0686,12.4974,12.5264,3681224.0
2010-06-17,12.7415,12.7451,12.3095,12.5372,2278332.0
2010-06-18,12.3944,12.68,12.3565,12.4414,4634124.0
2010-06-19,12.3944,12.68,12.3565,12.4414,4634124.0
2010-06-20,12.3944,12.68,12.3565,12.4414,4634124.0
2010-06-21,12.5643,12.8065,12.5209,12.5246,1736200.0
2010-06-22,12.5969,12.971,12.586,12.783,1833564.0
2010-06-23,12.7903,13.1554,12.7903,13.0939,2226428.0
2010-06-24,13.0542,13.488,13.018,13.4464,2982624.0
2010-06-25,13.244,13.2747,13.0162,13.0741,1116564.0
2010-06-26,13.244,13.2747,13.0162,13.0741,1116564.0
2010-06-27,13.244,13.2747,13.0162,13.0741,1116564.0
2010-06-28,13.0596,13.1771,12.9457,12.9764,961792.0
2010-06-29,12.7559,12.8788,12.2227,12.2534,1664424.0
2010-06-30,11.7744,13.0126,11.7744,12.6764,3399376.0
2010-07-01,11.7744,13.0126,11.7744,12.6764,3399376.0
2010-07-02,12.6059,12.6059,12.0582,12.3655,1811440.0
2010-07-03,12.6059,12.6059,12.0582,12.3655,1811440.0
2010-07-04,12.6059,12.6059,12.0582,12.3655,1811440.0
2010-07-05,12.2064,12.3022,12.1685,12.1739,262740.0
2010-07-06,12.53,12.53,11.8377,11.966,1712644.0
2010-07-07,12.0889,12.4179,11.9696,12.3546,1278584.0
2010-07-08,12.586,12.586,12.2588,12.4631,1009580.0
2010-07-09,12.3239,12.9204,12.3239,12.9204,1344424.0
2010-07-10,12.3239,12.9204,12.3239,12.9204,1344424.0
2010-07-11,12.3239,12.9204,12.3239,12.9204,1344424.0
2010-07-12,12.9584,12.9746,12.6981,12.8282,1010712.0
2010-07-13,13.0144,13.385,12.8065,13.3524,1506388.0
2010-07-14,13.2042,13.5928,13.2042,13.5494,1384568.0
2010-07-15,13.4844,13.7898,13.4844,13.7898,1655176.0
2010-07-16,13.9236,14.0031,13.5296,13.5892,1433696.0
2010-07-17,13.9236,14.0031,13.5296,13.5892,1433696.0
2010-07-18,13.9236,14.0031,13.5296,13.5892,1433696.0
2010-07-19,13.5856,13.7609,13.5133,13.685,1286996.0
2010-07-20,13.4808,13.7266,13.4374,13.723,1377680.0
2010-07-21,13.723,13.8387,13.4717,13.5639,1096804.0
2010-07-22,13.5711,13.8712,13.5711,13.8712,752876.0
2010-07-23,13.9182,14.1929,13.6796,13.8838,1587732.0
2010-07-24,13.9182,14.1929,13.6796,13.8838,1587732.0
2010-07-25,13.9182,14.1929,13.6796,13.8838,1587732.0
2010-07-26,13.9182,14.0393,13.7031,13.7049,1050800.0
2010-07-27,13.8278,13.8332,13.4717,13.5494,1178824.0
2010-07-28,13.5657,13.7194,13.5115,13.5964,783580.0
2010-07-29,13.8278,13.9923,13.6904,13.9742,1898080.0
2010-07-30,13.8784,14.0556,13.6796,13.8332,818620.0
2010-07-31,13.8784,14.0556,13.6796,13.8332,818620.0
2010-08-01,13.8784,14.0556,13.6796,13.8332,818620.0
2010-08-02,13.8784,14.0556,13.6796,13.8332,818620.0
2010-08-03,13.694,14.1224,13.6037,13.741,1831560.0
2010-08-04,13.7374,13.9272,13.5549,13.676,1024536.0
2010-08-05,13.629,13.8206,13.5567,13.6886,1007936.0
2010-08-06,14.8238,15.0425,14.5689,14.7081,4143832.0
2010-08-07,14.8238,15.0425,14.5689,14.7081,4143832.0
2010-08-08,14.8238,15.0425,14.5689,14.7081,4143832.0
2010-08-09,14.822,14.822,14.5635,14.6213,2607036.0
2010-08-10,14.5508,14.6665,14.3683,14.6502,1976328.0
2010-08-11,14.5056,14.5183,14.0411,14.0791,1371852.0
2010-08-12,13.826,13.9182,13.5549,13.8766,1979380.0
2010-08-13,13.779,14.3845,13.7555,14.3845,1855956.0
2010-08-14,13.779,14.3845,13.7555,14.3845,1855956.0
2010-08-15,13.779,14.3845,13.7555,14.3845,1855956.0
2010-08-16,14.3827,14.4641,14.2417,14.3954,1173656.0
2010-08-17,14.4605,15.1726,14.2779,15.1057,2616576.0
2010-08-18,15.0027,15.3516,14.9196,15.3516,1641184.0
2010-08-19,15.3642,15.6534,15.066,15.1546,2657520.0
2010-08-20,15.1383,15.1383,14.8943,15.075,882572.0
2010-08-21,15.1383,15.1383,14.8943,15.075,882572.0
2010-08-22,15.1383,15.1383,14.8943,15.075,882572.0
2010-08-23,14.9539,15.1618,14.7858,14.8328,1168704.0
2010-08-24,14.8202,14.822,14.2797,14.4605,1848308.0
2010-08-25,14.2797,14.681,14.2689,14.6737,1439432.0
2010-08-26,14.8888,15.0009,14.4442,14.4912,1155892.0
2010-08-27,14.6376,14.888,14.3182,14.8408,1380796.0
2010-08-28,14.6376,14.888,14.3182,14.8408,1380796.0
2010-08-29,14.6376,14.888,14.3182,14.8408,1380796.0
2010-08-30,14.8408,14.8807,14.4162,14.447,1165288.0
2010-08-31,14.5178,15.0695,14.5178,15.0695,2596248.0
2010-09-01,15.0695,15.7228,15.0695,15.7228,1983540.0
2010-09-02,15.8716,15.9696,15.6375,15.955,1150772.0
2010-09-03,16.191,16.3271,16.0077,16.1891,1494504.0
2010-09-04,16.191,16.3271,16.0077,16.1891,1494504.0
2010-09-05,16.191,16.3271,16.0077,16.1891,1494504.0
2010-09-06,16.191,16.3271,16.0077,16.1891,1494504.0
2010-09-07,16.2127,16.2599,15.6574,15.6974,1168060.0
2010-09-08,15.5358,15.5867,14.741,14.9914,2712384.0
2010-09-09,15.2165,15.2255,14.8626,14.9442,768012.0
2010-09-10,14.9588,14.9842,14.8081,14.8535,1761440.0
2010-09-11,14.9588,14.9842,14.8081,14.8535,1761440.0
2010-09-12,14.9588,14.9842,14.8081,14.8535,1761440.0
2010-09-13,15.1221,15.1221,14.6085,14.6884,1540860.0
2010-09-14,14.6811,14.7936,14.565,14.7283,1195076.0
2010-09-15,14.6539,14.8045,14.3817,14.4615,1556680.0
2010-09-16,14.3109,14.3381,14.2256,14.2801,3733376.0
2010-09-17,14.1621,14.6085,14.1621,14.5087,5804768.0
2010-09-18,14.1621,14.6085,14.1621,14.5087,5804768.0
2010-09-19,14.1621,14.6085,14.1621,14.5087,5804768.0
2010-09-20,14.6357,14.7755,14.4379,14.6611,1137864.0
2010-09-21,14.6993,14.7428,14.427,14.4652,1110648.0
2010-09-22,14.6085,14.9116,14.467,14.7936,1026852.0
2010-09-23,14.7918,14.7918,14.4815,14.6866,889196.0
2010-09-24,14.7083,14.966,14.6993,14.7355,2050152.0
2010-09-25,14.7083,14.966,14.6993,14.7355,2050152.0
2010-09-26,14.7083,14.966,14.6993,14.7355,2050152.0
2010-09-27,14.7355,14.9805,14.5867,14.8644,1795776.0
2010-09-28,14.8644,15.0894,14.8444,14.9824,1326140.0
2010-09-29,14.966,15.4016,14.9642,15.4016,1412940.0
2010-09-30,15.456,15.4596,15.1983,15.3217,1372292.0
2010-10-01,15.4397,15.5086,15.2437,15.2437,960376.0
2010-10-02,15.4397,15.5086,15.2437,15.2437,960376.0
2010-10-03,15.4397,15.5086,15.2437,15.2437,960376.0
2010-10-04,15.3344,15.3344,15.0568,15.24,1064952.0
2010-10-05,15.378,15.603,15.2763,15.5903,1081664.0
2010-10-06,15.534,15.6484,15.3925,15.5467,1033880.0
2010-10-07,15.4741,15.652,15.3798,15.652,1225800.0
2010-10-08,15.6937,15.8643,15.6429,15.8189,907792.0
2010-10-09,15.6937,15.8643,15.6429,15.8189,907792.0
2010-10-10,15.6937,15.8643,15.6429,15.8189,907792.0
2010-10-11,15.6937,15.8643,15.6429,15.8189,907792.0
2010-10-12,15.9696,15.9895,15.6266,15.8335,907612.0
2010-10-13,15.8335,16.2617,15.7917,16.093,1115848.0
2010-10-14,16.151,16.2037,15.8516,15.8534,1428576.0
2010-10-15,16.0385,16.5503,15.9514,16.053,1592332.0
2010-10-16,16.0385,16.5503,15.9514,16.053,1592332.0
2010-10-17,16.0385,16.5503,15.9514,16.053,1592332.0
2010-10-18,16.151,16.151,15.9696,16.0694,1034872.0
2010-10-19,15.9496,16.2363,15.8516,16.0676,874968.0
2010-10-20,16.0603,16.5938,16.0167,16.514,991024.0
2010-10-21,16.69,16.7263,16.4995,16.6428,1150672.0
2010-10-22,16.592,16.6864,16.5231,16.5775,1066244.0
2010-10-23,16.592,16.6864,16.5231,16.5775,1066244.0
2010-10-24,16.592,16.6864,16.5231,16.5775,1066244.0
2010-10-25,16.7862,16.8769,16.4559,16.6229,1378148.0
2010-10-26,16.5231,16.7426,16.445,16.7408,883936.0
2010-10-27,16.641,16.7789,16.5503,16.7063,1179660.0
2010-10-28,16.8297,17.0167,16.661,16.8207,713524.0
2010-10-29,16.7408,16.9168,16.6537,16.739,1566368.0
2010-10-30,16.7408,16.9168,16.6537,16.739,1566368.0
2010-10-31,16.7408,16.9168,16.6537,16.739,1566368.0
2010-11-01,16.8751,17.013,16.759,16.7608,873420.0
2010-11-02,16.8588,16.9858,16.71,16.7644,845908.0
2010-11-03,16.768,16.8624,16.465,16.4868,1449524.0
2010-11-04,16.9568,17.2126,16.7354,16.9876,1412984.0
2010-11-05,18.0619,18.2126,17.8641,18.0256,2677600.0
2010-11-06,18.0619,18.2126,17.8641,18.0256,2677600.0
2010-11-07,18.0619,18.2126,17.8641,18.0256,2677600.0
2010-11-08,18.5047,18.5047,17.7934,18.1817,2011892.0
2010-11-09,18.4122,18.414,18.0765,18.1382,1757900.0
2010-11-10,18.0093,18.1363,17.8841,18.1327,1234468.0
2010-11-11,17.9712,18.1472,17.8986,18.1091,854052.0
2010-11-12,18.1509,18.3287,17.5665,17.7625,2080118.0
2010-11-13,18.1509,18.3287,17.5665,17.7625,2080118.0
2010-11-14,18.1509,18.3287,17.5665,17.7625,2080118.0
2010-11-15,17.7661,17.944,17.4576,17.4867,960356.0
2010-11-16,17.5375,17.6718,17.3052,17.6645,1199184.0
2010-11-17,17.6681,18.0129,17.4613,17.8859,858658.0
2010-11-18,18.1472,18.267,17.9258,17.9258,780154.0
2010-11-19,17.9404,18.0021,17.6391,17.6391,755198.0
2010-11-20,17.9404,18.0021,17.6391,17.6391,755198.0
2010-11-21,17.9404,18.0021,17.6391,17.6391,755198.0
2010-11-22,17.7407,18.0565,17.6573,17.9694,711924.0
2010-11-23,17.9694,18.0057,17.5484,17.552,653250.0
2010-11-24,17.6028,17.8569,17.4794,17.7262,1089400.0
2010-11-25,18.0202,18.2489,17.8895,18.1073,462750.0
2010-11-26,18.1225,18.3993,17.7764,18.1662,785174.0
2010-11-27,18.1225,18.3993,17.7764,18.1662,785174.0
2010-11-28,18.1225,18.3993,17.7764,18.1662,785174.0
2010-11-29,18.2135,18.2135,17.74,17.8857,1060648.0
2010-11-30,17.729,17.984,17.6016,17.8456,2113136.0
2010-12-01,18.1443,18.9056,18.1334,18.5195,2996892.0
2010-12-02,18.5414,19.0295,18.5049,18.9311,2296948.0
2010-12-03,18.9421,18.9421,18.6761,18.7672,1567346.0
2010-12-04,18.9421,18.9421,18.6761,18.7672,1567346.0
2010-12-05,18.9421,18.9421,18.6761,18.7672,1567346.0
2010-12-06,18.9421,18.9421,18.7709,18.8255,1079416.0
2010-12-07,19.2007,19.2007,18.7927,18.8911,2101910.0
2010-12-08,19.0295,19.0295,18.5232,18.5778,1586326.0
2010-12-09,18.6834,18.7235,18.3957,18.4758,1325268.0
2010-12-10,18.6142,18.6142,18.4212,18.5596,1230742.0
2010-12-11,18.6142,18.6142,18.4212,18.5596,1230742.0
2010-12-12,18.6142,18.6142,18.4212,18.5596,1230742.0
2010-12-13,18.5814,18.6798,18.3993,18.6106,1202112.0
2010-12-14,18.7053,18.7053,18.4066,18.5086,1761244.0
2010-12-15,18.4248,18.4722,18.1225,18.4539,2500950.0
2010-12-16,18.5523,18.7162,18.3774,18.7162,1482828.0
2010-12-17,19.0404,19.0404,18.6507,18.902,3350744.0
2010-12-18,19.0404,19.0404,18.6507,18.902,3350744.0
2010-12-19,19.0404,19.0404,18.6507,18.902,3350744.0
2010-12-20,19.0477,19.0477,18.7781,18.9056,1466564.0
2010-12-21,18.9421,19.6269,18.8765,19.5249,1493396.0
2010-12-22,19.3828,19.5613,19.1643,19.2991,3078840.0
2010-12-23,19.2043,19.2262,19.055,19.1023,1318816.0
2010-12-24,19.1971,19.412,19.1788,19.3428,83908.0
2010-12-25,19.1971,19.412,19.1788,19.3428,83908.0
2010-12-26,19.1971,19.412,19.1788,19.3428,83908.0
2010-12-27,19.1971,19.412,19.1788,19.3428,83908.0
2010-12-28,19.1971,19.412,19.1788,19.3428,83908.0
2010-12-29,19.31,19.3318,18.9421,19.0149,1055512.0
2010-12-30,19.1315,19.1315,18.9093,18.9494,916636.0
2010-12-31,18.9421,19.004,18.8,18.9093,1167754.0
2011-01-01,18.9421,19.004,18.8,18.9093,1167754.0
2011-01-02,18.9421,19.004,18.8,18.9093,1167754.0
2011-01-03,18.9421,19.004,18.8,18.9093,1167754.0
2011-01-04,19.7362,20.37,19.3646,20.3445,2505754.0
2011-01-05,20.3445,21.889,20.2243,21.4045,4427420.0
2011-01-06,21.5284,21.6887,21.0038,21.1095,3186544.0
2011-01-07,21.0913,21.5794,21.0075,21.5357,1725928.0
2011-01-08,21.0913,21.5794,21.0075,21.5357,1725928.0
2011-01-09,21.0913,21.5794,21.0075,21.5357,1725928.0
2011-01-10,21.3098,22.195,21.2479,22.1367,2944358.0
2011-01-11,22.3407,22.4682,21.6377,21.7069,2093938.0
2011-01-12,21.0184,21.8453,20.9929,21.4992,2573948.0
2011-01-13,21.7105,21.7397,21.1277,21.1605,1179926.0
2011-01-14,21.2661,21.3353,21.0548,21.1823,2472248.0
2011-01-15,21.2661,21.3353,21.0548,21.1823,2472248.0
2011-01-16,21.2661,21.3353,21.0548,21.1823,2472248.0
2011-01-17,21.3098,21.3608,21.1605,21.2188,376694.0
2011-01-18,21.3973,21.3973,21.1568,21.2953,1902704.0
2011-01-19,21.3098,21.6231,21.2169,21.3098,1645298.0
2011-01-20,21.3208,21.4883,20.7853,20.9565,1349430.0
2011-01-21,20.9456,21.2042,20.6869,20.7051,1469476.0
2011-01-22,20.9456,21.2042,20.6869,20.7051,1469476.0
2011-01-23,20.9456,21.2042,20.6869,20.7051,1469476.0
2011-01-24,20.778,21.1568,20.7634,21.124,810742.0
2011-01-25,21.1641,21.2042,20.5704,20.6942,1865186.0
2011-01-26,20.6942,21.3135,20.6942,21.2078,1350090.0
2011-01-27,21.3754,22.2897,21.3499,22.2897,3307510.0
2011-01-28,22.1112,22.1549,21.0184,21.0512,2202822.0
2011-01-29,22.1112,22.1549,21.0184,21.0512,2202822.0
2011-01-30,22.1112,22.1549,21.0184,21.0512,2202822.0
2011-01-31,21.1277,21.3681,21.0548,21.2989,2205798.0
2011-02-01,21.4665,21.6304,21.2297,21.3098,1275226.0
2011-02-02,21.4009,21.4009,20.0276,20.0749,2626570.0
2011-02-03,20.0422,20.7197,19.6451,20.6906,2454224.0
2011-02-04,20.8581,20.8581,20.3372,20.3846,1825260.0
2011-02-05,20.8581,20.8581,20.3372,20.3846,1825260.0
2011-02-06,20.8581,20.8581,20.3372,20.3846,1825260.0
2011-02-07,20.5121,20.7926,20.4902,20.5631,1111986.0
2011-02-08,20.7197,20.8181,20.5485,20.7816,2897124.0
2011-02-09,20.7634,20.7743,20.2972,20.3117,1253772.0
2011-02-10,20.217,20.6724,20.217,20.6068,1241210.0
2011-02-11,20.5084,20.931,20.4283,20.727,1318472.0
2011-02-12,20.5084,20.931,20.4283,20.727,1318472.0
2011-02-13,20.5084,20.931,20.4283,20.727,1318472.0
2011-02-14,20.8982,21.0293,20.676,21.0293,995856.0
2011-02-15,20.8982,20.9747,20.7634,20.8727,870688.0
2011-02-16,20.9456,21.0366,20.7161,20.7488,793202.0
2011-02-17,20.7998,20.7998,20.472,20.6906,1308126.0
2011-02-18,21.0439,21.0439,20.7306,20.9783,1469706.0
2011-02-19,21.0439,21.0439,20.7306,20.9783,1469706.0
2011-02-20,21.0439,21.0439,20.7306,20.9783,1469706.0
2011-02-21,21.0439,21.0439,20.7306,20.9783,1469706.0
2011-02-22,20.7634,20.8618,20.4246,20.5266,1184356.0
2011-02-23,20.4684,20.6286,19.6123,20.024,1633360.0
2011-02-24,18.2536,18.2791,17.0624,18.0787,15865032.0
2011-02-25,18.0678,18.3957,17.8493,17.9075,5320436.0
2011-02-26,18.0678,18.3957,17.8493,17.9075,5320436.0
2011-02-27,18.0678,18.3957,17.8493,17.9075,5320436.0
2011-02-28,17.933,18.2245,17.1826,17.4303,3774352.0
2011-03-01,17.6052,17.831,17.485,17.7582,3566692.0
2011-03-02,17.7072,17.7742,17.3211,17.4449,3105106.0
2011-03-03,17.4595,18.1079,17.4158,18.086,2525318.0
2011-03-04,18.1516,18.1516,17.74,17.9768,3074396.0
