,KL CN Equity,KL CN Equity,KL CN Equity,KL CN Equity,KL CN Equity
2014-01-11,3.8257,3.8257,3.8257,3.8257,1520.0
2014-01-12,3.8257,3.8257,3.8257,3.8257,1520.0
2014-01-13,3.8257,3.8257,3.8257,3.8257,1520.0
2014-01-14,3.8257,3.8257,3.8257,3.8257,2232.0
2014-01-15,3.8257,3.8257,3.7753,3.7753,190.0
2014-01-16,3.8257,3.8257,3.7753,3.7753,190.0
2014-01-17,3.7753,3.7753,3.7753,3.7753,237.0
2014-01-18,3.7753,3.7753,3.7753,3.7753,237.0
2014-01-19,3.7753,3.7753,3.7753,3.7753,237.0
2014-01-20,3.7753,3.7753,3.7753,3.7753,237.0
2014-01-21,3.7753,3.7753,3.7753,3.7753,237.0
2014-01-22,3.7753,3.7753,3.7753,3.7753,237.0
2014-01-23,3.725,3.725,3.725,3.725,1900.0
2014-01-24,3.725,3.725,3.725,3.725,1900.0
2014-01-25,3.725,3.725,3.725,3.725,1900.0
2014-01-26,3.725,3.725,3.725,3.725,1900.0
2014-01-27,3.876,3.876,3.8257,3.8257,2470.0
2014-01-28,3.876,3.876,3.8257,3.8257,2470.0
2014-01-29,3.876,3.876,3.8257,3.8257,2470.0
2014-01-30,4.027,4.027,4.027,4.027,1092.0
2014-01-31,3.9263,3.9263,3.6243,3.6243,1520.0
2014-02-01,3.9263,3.9263,3.6243,3.6243,1520.0
2014-02-02,3.9263,3.9263,3.6243,3.6243,1520.0
2014-02-03,3.9263,3.9263,3.6243,3.6243,1520.0
2014-02-04,3.6243,3.725,3.6243,3.725,1520.0
2014-02-05,3.6243,3.6243,3.0203,3.0203,4503.0
2014-02-06,3.0203,3.0203,3.0203,3.0203,3895.0
2014-02-07,2.9699,3.0203,2.5169,3.0203,104356.0
2014-02-08,2.9699,3.0203,2.5169,3.0203,104356.0
2014-02-09,2.9699,3.0203,2.5169,3.0203,104356.0
2014-02-10,3.3223,3.3223,2.8189,2.8189,3420.0
2014-02-11,2.8189,3.0203,2.8189,3.0203,1064.0
2014-02-12,3.0203,3.0203,2.7686,2.9196,12065.0
2014-02-13,2.6679,2.6679,2.5672,2.5672,9975.0
2014-02-14,2.7686,2.7686,2.6176,2.7182,20710.0
2014-02-15,2.7686,2.7686,2.6176,2.7182,20710.0
2014-02-16,2.7686,2.7686,2.6176,2.7182,20710.0
2014-02-17,2.7686,2.7686,2.6176,2.7182,20710.0
2014-02-18,2.7686,2.7686,2.6176,2.7182,20710.0
2014-02-19,2.7686,2.7686,2.6176,2.7182,8.0
2014-02-20,2.7686,2.7686,2.6176,2.7182,8.0
2014-02-21,2.8692,2.8692,2.8692,2.8692,1900.0
2014-02-22,2.8692,2.8692,2.8692,2.8692,1900.0
2014-02-23,2.8692,2.8692,2.8692,2.8692,1900.0
2014-02-24,2.7182,2.8189,2.7182,2.8189,2327.0
2014-02-25,2.6176,2.7686,2.6176,2.6679,1615.0
2014-02-26,2.6176,2.7686,2.6176,2.6679,1615.0
2014-02-27,2.6176,2.7686,2.6176,2.6679,1615.0
2014-02-28,2.6176,2.7686,2.6176,2.6679,1615.0
2014-03-01,2.6176,2.7686,2.6176,2.6679,1615.0
2014-03-02,2.6176,2.7686,2.6176,2.6679,1615.0
2014-03-03,2.8189,2.8189,2.7686,2.7686,5605.0
2014-03-04,2.8189,2.8189,2.7182,2.8189,285.0
2014-03-05,2.9196,3.0706,2.9196,3.0706,13062.0
2014-03-06,2.9196,3.0706,2.9196,3.0706,13062.0
2014-03-07,3.0203,3.0203,2.8692,2.8692,23005.0
2014-03-08,3.0203,3.0203,2.8692,2.8692,23005.0
2014-03-09,3.0203,3.0203,2.8692,2.8692,23005.0
2014-03-10,3.1713,3.2216,2.9196,2.9196,10450.0
2014-03-11,3.2216,3.2216,2.9699,2.9699,3800.0
2014-03-12,2.9699,3.0203,2.9699,3.0203,10450.0
2014-03-13,2.9196,2.9196,2.9196,2.9196,9500.0
2014-03-14,3.0203,3.0203,2.9699,3.0203,3182.0
2014-03-15,3.0203,3.0203,2.9699,3.0203,3182.0
2014-03-16,3.0203,3.0203,2.9699,3.0203,3182.0
2014-03-17,3.0203,3.1713,2.9196,2.9196,5082.0
2014-03-18,3.0706,3.0706,3.0203,3.0203,3420.0
2014-03-19,3.1209,3.2216,3.0203,3.0203,9547.0
2014-03-20,3.1209,3.1209,3.0203,3.0203,475.0
2014-03-21,3.3223,3.5236,3.3223,3.5236,1140.0
2014-03-22,3.3223,3.5236,3.3223,3.5236,1140.0
2014-03-23,3.3223,3.5236,3.3223,3.5236,1140.0
2014-03-24,3.3223,3.5236,3.2216,3.2216,23607.0
2014-03-25,3.1209,3.3223,3.1209,3.1209,26283.0
2014-03-26,3.1209,3.5236,3.1209,3.5236,12680.0
2014-03-27,3.2216,3.5236,3.2216,3.5236,13813.0
2014-03-28,3.5236,3.7753,3.5236,3.5236,4560.0
2014-03-29,3.5236,3.7753,3.5236,3.5236,4560.0
2014-03-30,3.5236,3.7753,3.5236,3.5236,4560.0
2014-03-31,3.423,3.423,3.423,3.423,1662.0
2014-04-01,3.423,3.423,3.3223,3.3223,12587.0
2014-04-02,3.423,3.423,3.3223,3.3223,12587.0
2014-04-03,3.2216,3.423,3.1209,3.423,4275.0
2014-04-04,3.1209,3.3223,3.0706,3.2216,20425.0
2014-04-05,3.1209,3.3223,3.0706,3.2216,20425.0
2014-04-06,3.1209,3.3223,3.0706,3.2216,20425.0
2014-04-07,3.2216,3.3223,3.2216,3.3223,5795.0
2014-04-08,3.2216,3.5236,3.2216,3.2719,17100.0
2014-04-09,3.2719,3.574,3.2216,3.574,5700.0
2014-04-10,3.5236,3.5236,3.5236,3.5236,2375.0
2014-04-11,3.3223,3.3223,2.9699,3.0203,64741.0
2014-04-12,3.3223,3.3223,2.9699,3.0203,64741.0
2014-04-13,3.3223,3.3223,2.9699,3.0203,64741.0
2014-04-14,2.9196,2.9196,2.8692,2.8692,10925.0
2014-04-15,2.8189,2.8189,2.8189,2.8189,950.0
2014-04-16,2.7686,2.8189,2.7182,2.8189,4702.0
2014-04-17,2.8189,2.9196,2.8189,2.8189,7125.0
2014-04-18,2.8189,2.9196,2.8189,2.8189,7125.0
2014-04-19,2.8189,2.9196,2.8189,2.8189,7125.0
2014-04-20,2.8189,2.9196,2.8189,2.8189,7125.0
2014-04-21,2.8189,2.9196,2.8189,2.8189,7125.0
2014-04-22,2.8189,2.8189,2.8189,2.8189,997.0
2014-04-23,2.8189,2.8189,2.7182,2.7182,5130.0
2014-04-24,2.9196,3.0203,2.9196,3.0203,9025.0
2014-04-25,3.0203,3.0203,2.8189,2.8189,4750.0
2014-04-26,3.0203,3.0203,2.8189,2.8189,4750.0
2014-04-27,3.0203,3.0203,2.8189,2.8189,4750.0
2014-04-28,3.3223,3.423,3.2216,3.2216,3325.0
2014-04-29,3.2216,3.3726,3.2216,3.3726,11590.0
2014-04-30,3.1209,3.1209,3.1209,3.1209,475.0
2014-05-01,3.3223,3.3726,3.3223,3.3726,6703.0
2014-05-02,3.5236,3.6746,3.5236,3.6746,4085.0
2014-05-03,3.5236,3.6746,3.5236,3.6746,4085.0
2014-05-04,3.5236,3.6746,3.5236,3.6746,4085.0
2014-05-05,3.5236,3.6746,3.5236,3.6746,4085.0
2014-05-06,3.5236,3.5236,3.5236,3.5236,3262.0
2014-05-07,3.5236,3.5236,3.5236,3.5236,3262.0
2014-05-08,3.6243,3.8257,3.6243,3.6243,8835.0
2014-05-09,3.8257,3.8257,3.8257,3.8257,6713.0
2014-05-10,3.8257,3.8257,3.8257,3.8257,6713.0
2014-05-11,3.8257,3.8257,3.8257,3.8257,6713.0
2014-05-12,3.9263,4.2787,3.6243,4.2787,5700.0
2014-05-13,4.4297,4.4297,4.2284,4.2284,2731.0
2014-05-14,4.4297,4.7317,4.4297,4.5304,5225.0
2014-05-15,4.4297,4.7317,4.4297,4.5304,5225.0
2014-05-16,4.4297,4.7317,4.4297,4.5304,5225.0
2014-05-17,4.4297,4.7317,4.4297,4.5304,5225.0
2014-05-18,4.4297,4.7317,4.4297,4.5304,5225.0
2014-05-19,4.4297,4.7317,4.4297,4.5304,5225.0
2014-05-20,3.574,3.574,3.5236,3.5236,617.0
2014-05-21,4.48,4.9331,4.48,4.9331,2375.0
2014-05-22,4.6814,4.7317,4.6814,4.7317,95.0
2014-05-23,4.6814,4.7317,4.6814,4.7317,95.0
2014-05-24,4.6814,4.7317,4.6814,4.7317,95.0
2014-05-25,4.6814,4.7317,4.6814,4.7317,95.0
2014-05-26,4.6814,4.7317,4.6814,4.7317,95.0
2014-05-27,3.876,3.876,3.6243,3.6243,4750.0
2014-05-28,3.5236,3.5236,3.2719,3.2719,4275.0
2014-05-29,3.5236,3.5236,3.2719,3.2719,4275.0
2014-05-30,3.2719,3.2719,3.2719,3.2719,393.0
2014-05-31,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-01,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-02,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-03,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-04,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-05,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-06,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-07,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-08,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-09,3.2719,3.2719,3.2719,3.2719,393.0
2014-06-10,3.423,3.423,3.2216,3.2216,3769.0
2014-06-11,3.2216,3.2216,3.2216,3.2216,4750.0
2014-06-12,3.2216,3.2216,3.2216,3.2216,56.0
2014-06-13,3.2216,3.2216,3.2216,3.2216,2111.0
2014-06-14,3.2216,3.2216,3.2216,3.2216,2111.0
2014-06-15,3.2216,3.2216,3.2216,3.2216,2111.0
2014-06-16,3.2216,3.2216,3.2216,3.2216,2111.0
2014-06-17,3.2216,3.2216,3.2216,3.2216,2111.0
2014-06-18,3.2216,3.2216,3.2216,3.2216,190.0
2014-06-19,3.2719,3.3223,3.2216,3.3223,63855.0
2014-06-20,3.2719,3.3223,3.2216,3.3223,63855.0
2014-06-21,3.2719,3.3223,3.2216,3.3223,63855.0
2014-06-22,3.2719,3.3223,3.2216,3.3223,63855.0
2014-06-23,3.2719,3.3223,3.2216,3.3223,63855.0
2014-06-24,3.5236,3.6243,3.5236,3.6243,2850.0
2014-06-25,3.5236,3.5236,3.5236,3.5236,2375.0
2014-06-26,3.2216,3.2216,3.2216,3.2216,95.0
2014-06-27,3.2216,3.2216,3.2216,3.2216,95.0
2014-06-28,3.2216,3.2216,3.2216,3.2216,95.0
2014-06-29,3.2216,3.2216,3.2216,3.2216,95.0
2014-06-30,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-01,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-02,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-03,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-04,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-05,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-06,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-07,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-08,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-09,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-10,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-11,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-12,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-13,3.2719,3.2719,3.2216,3.2216,1425.0
2014-07-14,3.2216,3.2216,3.2216,3.2216,53.0
2014-07-15,3.2216,3.2216,3.2216,3.2216,53.0
2014-07-16,3.2216,3.2216,3.2216,3.2216,950.0
2014-07-17,3.2216,3.2216,3.2216,3.2216,950.0
2014-07-18,3.2216,3.2216,3.2216,3.2216,13.0
2014-07-19,3.2216,3.2216,3.2216,3.2216,13.0
2014-07-20,3.2216,3.2216,3.2216,3.2216,13.0
2014-07-21,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-22,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-23,3.2216,3.2216,3.2216,3.2216,95.0
2014-07-24,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-25,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-26,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-27,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-28,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-29,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-30,3.2216,3.2216,3.2216,3.2216,522.0
2014-07-31,3.2216,3.2216,3.2216,3.2216,522.0
2014-08-01,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-02,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-03,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-04,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-05,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-06,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-07,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-08,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-09,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-10,2.9196,2.9196,2.9196,2.9196,855.0
2014-08-11,3.0203,3.0203,3.0203,3.0203,475.0
2014-08-12,3.0203,3.2216,3.0203,3.2216,2850.0
2014-08-13,3.0203,3.2216,3.0203,3.2216,2850.0
2014-08-14,3.0203,3.2216,3.0203,3.2216,2850.0
2014-08-15,3.0203,3.2216,3.0203,3.2216,2850.0
2014-08-16,3.0203,3.2216,3.0203,3.2216,2850.0
2014-08-17,3.0203,3.2216,3.0203,3.2216,2850.0
2014-08-18,3.423,3.423,3.423,3.423,950.0
2014-08-19,3.423,3.423,3.423,3.423,950.0
2014-08-20,3.1209,3.1209,3.1209,3.1209,95.0
2014-08-21,3.1209,3.1209,3.1209,3.1209,95.0
2014-08-22,3.1209,3.1209,3.1209,3.1209,95.0
2014-08-23,3.1209,3.1209,3.1209,3.1209,95.0
2014-08-24,3.1209,3.1209,3.1209,3.1209,95.0
2014-08-25,3.1713,3.1713,3.0203,3.0203,3325.0
2014-08-26,3.1713,3.1713,3.0203,3.0203,3325.0
2014-08-27,3.1713,3.1713,3.0203,3.0203,3325.0
2014-08-28,3.1713,3.1713,3.0203,3.0203,3325.0
2014-08-29,3.1713,3.1713,3.0203,3.0203,3325.0
2014-08-30,3.1713,3.1713,3.0203,3.0203,3325.0
2014-08-31,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-01,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-02,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-03,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-04,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-05,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-06,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-07,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-08,3.1713,3.1713,3.0203,3.0203,3325.0
2014-09-09,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-10,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-11,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-12,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-13,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-14,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-15,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-16,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-17,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-18,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-19,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-20,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-21,3.0203,3.0203,3.0203,3.0203,950.0
2014-09-22,2.7686,2.7686,2.7182,2.7182,1425.0
2014-09-23,2.7686,2.7686,2.7182,2.7182,1425.0
2014-09-24,2.7686,2.7686,2.7182,2.7182,1425.0
2014-09-25,2.8189,2.8189,2.8189,2.8189,950.0
2014-09-26,2.8189,2.8189,2.8189,2.8189,950.0
2014-09-27,2.8189,2.8189,2.8189,2.8189,950.0
2014-09-28,2.8189,2.8189,2.8189,2.8189,950.0
2014-09-29,2.8189,2.8189,2.8189,2.8189,950.0
2014-09-30,2.9699,3.0203,2.9699,3.0203,1425.0
2014-10-01,2.9699,3.0203,2.9699,3.0203,1425.0
2014-10-02,2.9699,3.0203,2.9699,3.0203,1425.0
2014-10-03,2.6679,2.6679,2.6176,2.6176,1092.0
2014-10-04,2.6679,2.6679,2.6176,2.6176,1092.0
2014-10-05,2.6679,2.6679,2.6176,2.6176,1092.0
2014-10-06,2.6679,2.6679,2.6176,2.6176,1092.0
2014-10-07,2.6679,2.6679,2.6176,2.6176,1092.0
2014-10-08,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-09,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-10,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-11,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-12,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-13,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-14,2.5169,2.5169,2.5169,2.5169,285.0
2014-10-15,2.5672,2.5672,2.5169,2.5169,14250.0
2014-10-16,2.5672,2.5672,2.5169,2.5169,14250.0
2014-10-17,2.5169,2.5169,2.5169,2.5169,1900.0
2014-10-18,2.5169,2.5169,2.5169,2.5169,1900.0
2014-10-19,2.5169,2.5169,2.5169,2.5169,1900.0
2014-10-20,2.5169,2.5169,2.5169,2.5169,1900.0
2014-10-21,2.5169,2.5169,2.5169,2.5169,1900.0
2014-10-22,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-23,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-24,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-25,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-26,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-27,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-28,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-29,2.5169,2.5169,2.5169,2.5169,1425.0
2014-10-30,2.6176,2.6176,2.6176,2.6176,950.0
2014-10-31,2.5169,2.5169,2.5169,2.5169,4275.0
2014-11-01,2.5169,2.5169,2.5169,2.5169,4275.0
2014-11-02,2.5169,2.5169,2.5169,2.5169,4275.0
2014-11-03,2.5169,2.5169,2.5169,2.5169,4275.0
2014-11-04,2.5169,2.5169,2.5169,2.5169,4275.0
2014-11-05,2.5169,2.5169,2.5169,2.5169,4275.0
2014-11-06,1.8122,1.8122,1.8122,1.8122,95.0
2014-11-07,1.8122,1.8122,1.8122,1.8122,95.0
2014-11-08,1.8122,1.8122,1.8122,1.8122,95.0
2014-11-09,1.8122,1.8122,1.8122,1.8122,95.0
2014-11-10,1.8122,1.8122,1.8122,1.8122,95.0
2014-11-11,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-12,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-13,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-14,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-15,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-16,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-17,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-18,2.1645,2.1645,2.1645,2.1645,95.0
2014-11-19,2.5169,2.5169,2.5169,2.5169,4750.0
2014-11-20,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-21,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-22,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-23,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-24,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-25,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-26,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-27,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-28,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-29,2.6679,3.0203,2.6679,3.0203,1130.0
2014-11-30,2.6679,3.0203,2.6679,3.0203,1130.0
2014-12-01,2.6679,3.0203,2.6679,3.0203,1130.0
2014-12-02,2.6679,3.0203,2.6679,3.0203,1130.0
2014-12-03,2.5672,2.5672,2.0135,2.5169,2707.0
2014-12-04,2.5169,2.5169,2.5169,2.5169,301.0
2014-12-05,2.5169,2.5169,2.5169,2.5169,301.0
2014-12-06,2.5169,2.5169,2.5169,2.5169,301.0
2014-12-07,2.5169,2.5169,2.5169,2.5169,301.0
2014-12-08,2.5169,2.5169,2.5169,2.5169,370.0
2014-12-09,2.5169,2.5169,2.5169,2.5169,617.0
2014-12-10,2.5169,2.5169,2.5169,2.5169,617.0
2014-12-11,2.5169,2.5169,2.5169,2.5169,617.0
2014-12-12,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-13,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-14,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-15,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-16,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-17,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-18,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-19,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-20,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-21,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-22,3.2216,3.2719,3.2216,3.2216,1757.0
2014-12-23,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-24,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-25,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-26,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-27,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-28,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-29,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-30,3.0203,3.0203,3.0203,3.0203,855.0
2014-12-31,3.0203,3.0203,3.0203,3.0203,855.0
2015-01-01,3.0203,3.0203,3.0203,3.0203,855.0
2015-01-02,3.0203,3.0203,3.0203,3.0203,855.0
2015-01-03,3.0203,3.0203,3.0203,3.0203,855.0
2015-01-04,3.0203,3.0203,3.0203,3.0203,855.0
2015-01-05,2.7686,2.7686,2.0638,2.2652,19076.0
2015-01-06,2.7686,2.7686,2.0638,2.2652,19076.0
2015-01-07,2.5169,2.5169,2.5169,2.5169,475.0
2015-01-08,2.5169,2.5169,2.5169,2.5169,1092.0
2015-01-09,2.5169,2.5169,2.5169,2.5169,9025.0
2015-01-10,2.5169,2.5169,2.5169,2.5169,9025.0
2015-01-11,2.5169,2.5169,2.5169,2.5169,9025.0
2015-01-12,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-13,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-14,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-15,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-16,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-17,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-18,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-19,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-20,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-21,2.5169,2.5169,2.5169,2.5169,380.0
2015-01-22,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-23,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-24,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-25,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-26,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-27,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-28,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-29,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-30,2.5169,2.5169,2.5169,2.5169,95.0
2015-01-31,2.5169,2.5169,2.5169,2.5169,95.0
2015-02-01,2.5169,2.5169,2.5169,2.5169,95.0
2015-02-02,2.5169,2.5169,2.5169,2.5169,95.0
2015-02-03,2.5169,2.5169,2.5169,2.5169,95.0
2015-02-04,2.5169,2.5169,2.5169,2.5169,218.0
2015-02-05,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-06,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-07,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-08,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-09,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-10,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-11,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-12,2.5169,2.5169,2.5169,2.5169,90.0
2015-02-13,2.5169,2.5169,2.5169,2.5169,105.0
2015-02-14,2.5169,2.5169,2.5169,2.5169,105.0
2015-02-15,2.5169,2.5169,2.5169,2.5169,105.0
2015-02-16,2.5169,2.5169,2.5169,2.5169,105.0
2015-02-17,2.5169,2.5169,2.5169,2.5169,105.0
2015-02-18,2.5169,2.5169,2.5169,2.5169,105.0
2015-02-19,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-20,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-21,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-22,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-23,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-24,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-25,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-26,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-27,2.5169,2.5169,2.5169,2.5169,1662.0
2015-02-28,2.5169,2.5169,2.5169,2.5169,1662.0
2015-03-01,2.5169,2.5169,2.5169,2.5169,1662.0
2015-03-02,2.5169,2.5169,2.5169,2.5169,1662.0
2015-03-03,2.5169,2.5169,2.5169,2.5169,1662.0
2015-03-04,2.5169,2.5169,2.5169,2.5169,1662.0
2015-03-05,2.5169,2.5169,2.5169,2.5169,1662.0
2015-03-06,2.5169,2.5169,2.5169,2.5169,475.0
2015-03-07,2.5169,2.5169,2.5169,2.5169,475.0
2015-03-08,2.5169,2.5169,2.5169,2.5169,475.0
2015-03-09,2.5169,2.5169,2.5169,2.5169,475.0
2015-03-10,2.5169,2.5169,2.5169,2.5169,475.0
2015-03-11,2.5169,2.5169,2.5169,2.5169,475.0
2015-03-12,2.5169,2.5169,2.0135,2.0135,3895.0
2015-03-13,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-14,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-15,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-16,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-17,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-18,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-19,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-20,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-21,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-22,2.5169,2.5169,2.5169,2.5169,665.0
2015-03-23,2.5169,2.5169,2.5169,2.5169,95.0
2015-03-24,2.5169,2.5169,2.5169,2.5169,95.0
2015-03-25,2.7686,2.8189,2.7686,2.8189,2660.0
2015-03-26,2.7686,2.8189,2.7686,2.8189,2660.0
2015-03-27,2.9196,2.9196,2.8189,2.8189,2137.0
2015-03-28,2.9196,2.9196,2.8189,2.8189,2137.0
2015-03-29,2.9196,2.9196,2.8189,2.8189,2137.0
2015-03-30,2.5169,2.5169,2.5169,2.5169,57.0
