,LIF CN Equity,LIF CN Equity,LIF CN Equity,LIF CN Equity,LIF CN Equity
2013-07-26,11.1191,11.226,10.9374,11.1512,251171.0
2013-07-27,11.1191,11.226,10.9374,11.1512,251171.0
2013-07-28,11.1191,11.226,10.9374,11.1512,251171.0
2013-07-29,11.1512,11.454,11.1334,11.4184,539301.0
2013-07-30,11.3649,11.397,11.2367,11.3115,281281.0
2013-07-31,11.3079,11.4362,11.0443,11.2901,332436.0
2013-08-01,11.3507,11.4326,11.0799,11.3329,123383.0
2013-08-02,11.3578,11.3578,11.0585,11.0692,67190.0
2013-08-03,11.3578,11.3578,11.0585,11.0692,67190.0
2013-08-04,11.3578,11.3578,11.0585,11.0692,67190.0
2013-08-05,11.3578,11.3578,11.0585,11.0692,67190.0
2013-08-06,11.144,11.144,10.8056,10.8555,159542.0
2013-08-07,10.7842,10.9018,10.5705,10.8305,126149.0
2013-08-08,10.7771,11.0015,10.7771,10.8662,98795.0
2013-08-09,10.802,11.1619,10.802,11.1334,117747.0
2013-08-10,10.802,11.1619,10.802,11.1334,117747.0
2013-08-11,10.802,11.1619,10.802,11.1334,117747.0
2013-08-12,11.0942,11.4148,11.0479,11.397,131654.0
2013-08-13,11.3899,11.4112,11.1262,11.3079,120041.0
2013-08-14,11.2937,11.4896,11.2759,11.4469,164457.0
2013-08-15,11.3008,11.7604,11.3008,11.7604,129405.0
2013-08-16,11.7248,11.8886,11.6036,11.7034,165877.0
2013-08-17,11.7248,11.8886,11.6036,11.7034,165877.0
2013-08-18,11.7248,11.8886,11.6036,11.7034,165877.0
2013-08-19,11.6678,11.682,11.5644,11.6214,198483.0
2013-08-20,11.6108,11.764,11.511,11.6499,150708.0
2013-08-21,11.6072,11.6428,11.3507,11.397,265510.0
2013-08-22,11.3827,11.4291,11.3257,11.3578,126522.0
2013-08-23,11.3471,11.4112,11.3257,11.3685,125579.0
2013-08-24,11.3471,11.4112,11.3257,11.3685,125579.0
2013-08-25,11.3471,11.4112,11.3257,11.3685,125579.0
2013-08-26,11.3685,11.3827,11.3293,11.3507,35743.0
2013-08-27,11.3293,11.3614,10.9089,10.9267,66490.0
2013-08-28,10.8768,11.1013,10.7201,10.7201,65773.0
2013-08-29,10.7058,10.745,10.6381,10.713,81626.0
2013-08-30,10.6951,10.7949,10.5313,10.6987,83630.0
2013-08-31,10.6951,10.7949,10.5313,10.6987,83630.0
2013-09-01,10.6951,10.7949,10.5313,10.6987,83630.0
2013-09-02,10.6951,10.7949,10.5313,10.6987,83630.0
2013-09-03,10.6987,10.9232,10.6239,10.7557,99324.0
2013-09-04,10.5562,10.7183,10.5562,10.6738,82312.0
2013-09-05,10.6275,10.7272,10.6168,10.7201,78168.0
2013-09-06,10.7201,10.8127,10.574,10.7236,147921.0
2013-09-07,10.7201,10.8127,10.574,10.7236,147921.0
2013-09-08,10.7201,10.8127,10.574,10.7236,147921.0
2013-09-09,10.7236,10.8181,10.6916,10.7949,106230.0
2013-09-10,10.8377,11.1334,10.7415,11.0443,170993.0
2013-09-11,11.0657,11.0657,10.8074,10.9695,76325.0
2013-09-12,10.8947,11.0229,10.6916,10.8198,113998.0
2013-09-13,10.8198,10.8519,10.656,10.688,78052.0
2013-09-14,10.8198,10.8519,10.656,10.688,78052.0
2013-09-15,10.8198,10.8519,10.656,10.688,78052.0
2013-09-16,10.713,10.8662,10.6773,10.8662,105074.0
2013-09-17,10.7985,11.0158,10.7985,10.9552,95656.0
2013-09-18,10.9552,11.1013,10.8733,11.055,113866.0
2013-09-19,11.0479,11.5787,11.0479,11.4219,182828.0
2013-09-20,11.4611,11.6571,11.1227,11.2295,158898.0
2013-09-21,11.4611,11.6571,11.1227,11.2295,158898.0
2013-09-22,11.4611,11.6571,11.1227,11.2295,158898.0
2013-09-23,11.1868,11.2367,11.0906,11.1761,82218.0
2013-09-24,11.2367,11.4576,11.1654,11.3257,65046.0
2013-09-25,11.2545,11.3934,11.1939,11.226,71490.0
2013-09-26,11.2274,11.3572,11.2058,11.2851,115412.0
2013-09-27,11.2851,11.2851,11.1048,11.1986,110349.0
2013-09-28,11.2851,11.2851,11.1048,11.1986,110349.0
2013-09-29,11.2851,11.2851,11.1048,11.1986,110349.0
2013-09-30,11.1806,11.2779,11.1517,11.2166,86995.0
2013-10-01,11.2022,11.3212,11.1553,11.2815,86352.0
2013-10-02,11.2815,11.5195,11.2382,11.4113,96509.0
2013-10-03,11.3861,11.4041,11.0436,11.1085,493625.0
2013-10-04,11.0399,11.1661,10.7912,10.9462,127480.0
2013-10-05,11.0399,11.1661,10.7912,10.9462,127480.0
2013-10-06,11.0399,11.1661,10.7912,10.9462,127480.0
2013-10-07,10.9318,11.2202,10.8957,11.0688,164776.0
2013-10-08,11.0616,11.1337,10.82,10.8705,78611.0
2013-10-09,10.8957,11.0111,10.8164,10.921,45120.0
2013-10-10,10.8885,11.1373,10.8885,10.9642,123462.0
2013-10-11,10.9354,11.0111,10.9065,10.9354,69901.0
2013-10-12,10.9354,11.0111,10.9065,10.9354,69901.0
2013-10-13,10.9354,11.0111,10.9065,10.9354,69901.0
2013-10-14,10.9354,11.0111,10.9065,10.9354,69901.0
2013-10-15,10.921,10.9787,10.8885,10.9102,93560.0
2013-10-16,10.9102,10.9534,10.8777,10.9029,346392.0
2013-10-17,10.8489,10.9732,10.7984,10.9138,114515.0
2013-10-18,10.9138,11.0454,10.8705,10.9246,158000.0
2013-10-19,10.9138,11.0454,10.8705,10.9246,158000.0
2013-10-20,10.9138,11.0454,10.8705,10.9246,158000.0
2013-10-21,10.9426,10.9606,10.8164,10.9102,159936.0
2013-10-22,10.9138,11.1337,10.8741,11.1337,376231.0
2013-10-23,11.0976,11.213,10.9534,11.1048,198515.0
2013-10-24,11.0904,11.3717,11.0363,11.2995,95857.0
2013-10-25,11.2995,11.3753,11.1481,11.231,87609.0
2013-10-26,11.2995,11.3753,11.1481,11.231,87609.0
2013-10-27,11.2995,11.3753,11.1481,11.231,87609.0
2013-10-28,11.231,11.2419,11.0147,11.0652,98109.0
2013-10-29,11.0688,11.2058,11.0399,11.1481,164945.0
2013-10-30,11.1481,11.231,11.058,11.2058,147721.0
2013-10-31,11.231,11.4293,11.2058,11.4113,143064.0
2013-11-01,11.5375,11.8043,11.4005,11.7106,315781.0
2013-11-02,11.5375,11.8043,11.4005,11.7106,315781.0
2013-11-03,11.5375,11.8043,11.4005,11.7106,315781.0
2013-11-04,11.7719,11.7935,11.5844,11.7502,120113.0
2013-11-05,11.7502,11.8151,11.5483,11.7683,83158.0
2013-11-06,11.7791,11.8223,11.5555,11.7322,82470.0
2013-11-07,11.7286,11.8115,11.588,11.6529,79224.0
2013-11-08,11.6385,11.8043,11.5411,11.7502,119308.0
2013-11-09,11.6385,11.8043,11.5411,11.7502,119308.0
2013-11-10,11.6385,11.8043,11.5411,11.7502,119308.0
2013-11-11,11.7719,11.7791,11.6889,11.7502,53846.0
2013-11-12,11.7502,11.7791,11.6493,11.7719,93796.0
2013-11-13,11.7358,11.8079,11.6457,11.7719,181314.0
2013-11-14,11.7971,11.8259,11.5483,11.7106,69349.0
2013-11-15,11.7178,11.8259,11.6565,11.7899,121896.0
2013-11-16,11.7178,11.8259,11.6565,11.7899,121896.0
2013-11-17,11.7178,11.8259,11.6565,11.7899,121896.0
2013-11-18,11.7646,11.7899,11.5555,11.7394,99778.0
2013-11-19,11.7106,11.8079,11.6637,11.6997,69883.0
2013-11-20,11.6817,11.7827,11.624,11.6637,53477.0
2013-11-21,11.6817,11.6817,11.5375,11.5952,97166.0
2013-11-22,11.5555,11.6276,11.5375,11.5808,66228.0
2013-11-23,11.5555,11.6276,11.5375,11.5808,66228.0
2013-11-24,11.5555,11.6276,11.5375,11.5808,66228.0
2013-11-25,11.5736,11.7106,11.5736,11.6601,141327.0
2013-11-26,11.6096,11.6204,11.4041,11.4041,167883.0
2013-11-27,11.4077,11.4834,11.2887,11.3825,97313.0
2013-11-28,11.2995,11.4293,11.2887,11.3608,38199.0
2013-11-29,11.3933,11.4474,11.2202,11.3428,98174.0
2013-11-30,11.3933,11.4474,11.2202,11.3428,98174.0
2013-12-01,11.3933,11.4474,11.2202,11.3428,98174.0
2013-12-02,11.2851,11.5195,11.2851,11.332,145684.0
2013-12-03,11.2995,11.3861,10.9895,11.0796,217239.0
2013-12-04,11.0796,11.0796,10.7767,10.8453,216976.0
2013-12-05,10.8921,10.9859,10.8056,10.8633,211244.0
2013-12-06,10.8813,11.3068,10.8633,11.1157,256015.0
2013-12-07,10.8813,11.3068,10.8633,11.1157,256015.0
2013-12-08,10.8813,11.3068,10.8633,11.1157,256015.0
2013-12-09,11.1661,11.4798,11.1012,11.2851,121481.0
2013-12-10,11.2851,11.9305,11.2851,11.8368,333560.0
2013-12-11,11.8368,12.0242,11.6709,11.7719,165308.0
2013-12-12,11.7899,11.9269,11.725,11.8043,168917.0
2013-12-13,11.8007,11.9377,11.6925,11.9125,190930.0
2013-12-14,11.8007,11.9377,11.6925,11.9125,190930.0
2013-12-15,11.8007,11.9377,11.6925,11.9125,190930.0
2013-12-16,11.9053,12.2442,11.8656,12.1685,291188.0
2013-12-17,12.2081,12.2478,11.853,11.9666,179387.0
2013-12-18,12.0026,12.0242,11.8944,11.9305,111007.0
2013-12-19,11.9666,12.1685,11.8584,11.9882,119066.0
2013-12-20,12.0675,12.2406,11.9882,12.0134,173032.0
2013-12-21,12.0675,12.2406,11.9882,12.0134,173032.0
2013-12-22,12.0675,12.2406,11.9882,12.0134,173032.0
2013-12-23,12.0242,12.1793,12.0206,12.0675,76056.0
2013-12-24,12.0567,12.2983,12.0531,12.2009,43131.0
2013-12-25,12.0567,12.2983,12.0531,12.2009,43131.0
2013-12-26,12.0567,12.2983,12.0531,12.2009,43131.0
2013-12-27,12.1332,12.4097,12.1332,12.3581,84076.0
2013-12-28,12.1332,12.4097,12.1332,12.3581,84076.0
2013-12-29,12.1332,12.4097,12.1332,12.3581,84076.0
2013-12-30,12.2843,12.4871,12.2585,12.3618,99932.0
2013-12-31,12.3433,12.8558,12.3138,12.6678,200383.0
2014-01-01,12.3433,12.8558,12.3138,12.6678,200383.0
2014-01-02,12.653,12.653,12.3728,12.4982,93897.0
2014-01-03,12.4982,12.5314,12.3839,12.4244,117753.0
2014-01-04,12.4982,12.5314,12.3839,12.4244,117753.0
2014-01-05,12.4982,12.5314,12.3839,12.4244,117753.0
2014-01-06,12.4171,12.4208,12.1627,12.288,100850.0
2014-01-07,12.2696,12.3433,12.0742,12.1442,111446.0
2014-01-08,12.1184,12.3028,12.0558,12.1221,145166.0
2014-01-09,12.1295,12.2106,11.8899,12.0336,212025.0
2014-01-10,12.0189,12.1406,11.9212,11.9968,200286.0
2014-01-11,12.0189,12.1406,11.9212,11.9968,200286.0
2014-01-12,12.0189,12.1406,11.9212,11.9968,200286.0
2014-01-13,11.9341,12.277,11.9341,12.1627,125629.0
2014-01-14,12.1627,12.1664,11.8899,11.9009,164956.0
2014-01-15,11.9083,12.1074,11.8972,11.9894,227335.0
2014-01-16,12.0005,12.3249,12.0005,12.288,287817.0
2014-01-17,12.2696,12.5166,12.229,12.4171,173359.0
2014-01-18,12.2696,12.5166,12.229,12.4171,173359.0
2014-01-19,12.2696,12.5166,12.229,12.4171,173359.0
2014-01-20,12.5277,12.5277,12.3507,12.4171,98441.0
2014-01-21,12.4613,12.6272,12.3949,12.4982,198148.0
2014-01-22,12.4613,12.6088,12.3507,12.406,155298.0
2014-01-23,12.3507,12.4834,12.347,12.3507,118111.0
2014-01-24,12.3839,12.4466,12.0005,12.0631,112814.0
2014-01-25,12.3839,12.4466,12.0005,12.0631,112814.0
2014-01-26,12.3839,12.4466,12.0005,12.0631,112814.0
2014-01-27,12.0631,12.1111,11.8567,11.9894,114042.0
2014-01-28,11.9894,12.041,11.8493,11.982,97009.0
2014-01-29,11.9747,12.2548,11.9157,12.1479,93443.0
2014-01-30,12.1664,12.1737,12.0189,12.1258,66803.0
2014-01-31,11.982,12.0889,11.8051,12.0005,119880.0
2014-02-01,11.982,12.0889,11.8051,12.0005,119880.0
2014-02-02,11.982,12.0889,11.8051,12.0005,119880.0
2014-02-03,12.0226,12.1111,11.724,11.8198,96978.0
2014-02-04,11.8161,11.8161,11.617,11.7645,112383.0
2014-02-05,11.7313,12.0263,11.7313,11.9194,180026.0
2014-02-06,11.9488,12.2843,11.9488,12.1664,209482.0
2014-02-07,12.1479,12.3175,12.0742,12.2585,93689.0
2014-02-08,12.1479,12.3175,12.0742,12.2585,93689.0
2014-02-09,12.1479,12.3175,12.0742,12.2585,93689.0
2014-02-10,12.2327,12.3101,12.1811,12.2327,131951.0
2014-02-11,12.2143,12.2585,12.1664,12.2143,106989.0
2014-02-12,12.2401,12.2401,12.1,12.1369,900.0
2014-02-13,12.1184,12.2512,11.8972,12.1479,121766.0
2014-02-14,12.1516,12.2143,12.0005,12.1369,86670.0
2014-02-15,12.1516,12.2143,12.0005,12.1369,86670.0
2014-02-16,12.1516,12.2143,12.0005,12.1369,86670.0
2014-02-17,12.1516,12.2143,12.0005,12.1369,86670.0
2014-02-18,12.1,12.2032,11.923,12.1664,119417.0
2014-02-19,12.0558,12.1664,12.0447,12.1406,114019.0
2014-02-20,12.0779,12.1147,11.8899,12.0263,120270.0
2014-02-21,12.03,12.0558,11.7461,11.8567,99722.0
2014-02-22,12.03,12.0558,11.7461,11.8567,99722.0
2014-02-23,12.03,12.0558,11.7461,11.8567,99722.0
2014-02-24,11.8935,11.9747,11.7571,11.912,77457.0
2014-02-25,11.8272,11.8272,11.6207,11.7719,107991.0
2014-02-26,11.7977,11.8161,11.5617,11.5986,249740.0
2014-02-27,11.5617,11.7387,11.5433,11.6981,98531.0
2014-02-28,11.5949,11.8714,11.5949,11.864,248204.0
2014-03-01,11.5949,11.8714,11.5949,11.864,248204.0
2014-03-02,11.5949,11.8714,11.5949,11.864,248204.0
2014-03-03,11.8051,11.9378,11.6355,11.8972,109051.0
2014-03-04,11.8972,12.4871,11.8972,12.3323,366203.0
2014-03-05,12.3101,12.3986,12.2327,12.3433,153597.0
2014-03-06,12.336,12.3728,12.1295,12.3065,221319.0
2014-03-07,12.3175,12.3323,12.0816,12.1406,246420.0
2014-03-08,12.3175,12.3323,12.0816,12.1406,246420.0
2014-03-09,12.3175,12.3323,12.0816,12.1406,246420.0
2014-03-10,12.1258,12.1258,11.6133,11.6686,288612.0
2014-03-11,11.6539,11.7903,11.4327,11.4954,256398.0
2014-03-12,11.488,11.6705,11.4585,11.5802,505499.0
2014-03-13,11.6244,11.7129,11.4732,11.5359,169471.0
2014-03-14,11.5064,11.735,11.4622,11.617,151898.0
2014-03-15,11.5064,11.735,11.4622,11.617,151898.0
2014-03-16,11.5064,11.735,11.4622,11.617,151898.0
2014-03-17,11.6428,11.7313,11.5802,11.6465,108996.0
2014-03-18,11.6318,11.7313,11.5544,11.6797,189925.0
2014-03-19,11.7129,11.7129,11.4659,11.4991,128077.0
2014-03-20,11.5212,11.6686,11.4622,11.5986,145362.0
2014-03-21,11.6023,11.606,11.4659,11.4954,123454.0
2014-03-22,11.6023,11.606,11.4659,11.4954,123454.0
2014-03-23,11.6023,11.606,11.4659,11.4954,123454.0
2014-03-24,11.4806,11.7203,11.4806,11.6428,147995.0
2014-03-25,11.7018,11.7203,11.6576,11.6908,262375.0
2014-03-26,11.7534,11.7534,11.4659,11.5544,159576.0
2014-03-27,11.6137,11.7369,11.5016,11.5726,166523.0
2014-03-28,11.5726,11.651,11.412,11.4157,218144.0
2014-03-29,11.5726,11.651,11.412,11.4157,218144.0
2014-03-30,11.5726,11.651,11.412,11.4157,218144.0
2014-03-31,11.3933,11.4195,11.1767,11.2253,549838.0
2014-04-01,11.2253,11.3224,11.046,11.1394,554846.0
2014-04-02,11.1805,11.2626,11.0909,11.229,582502.0
2014-04-03,11.2738,11.6249,11.2029,11.4755,459780.0
2014-04-04,11.5315,11.7257,11.4867,11.5315,197013.0
2014-04-05,11.5315,11.7257,11.4867,11.5315,197013.0
2014-04-06,11.5315,11.7257,11.4867,11.5315,197013.0
2014-04-07,11.5091,11.524,11.3821,11.4269,263739.0
2014-04-08,11.4456,11.7406,11.3933,11.6323,268752.0
2014-04-09,11.5838,11.6958,11.4269,11.5576,265303.0
2014-04-10,11.5166,11.7294,11.5166,11.6211,208359.0
2014-04-11,11.5614,11.5875,11.3336,11.4157,139504.0
2014-04-12,11.5614,11.5875,11.3336,11.4157,139504.0
2014-04-13,11.5614,11.5875,11.3336,11.4157,139504.0
2014-04-14,11.4083,11.6995,11.4083,11.539,142329.0
2014-04-15,11.4867,11.5763,11.3896,11.5427,86623.0
2014-04-16,11.4792,11.539,11.3448,11.4045,133061.0
2014-04-17,11.3299,11.6286,11.3299,11.6025,193408.0
2014-04-18,11.3299,11.6286,11.3299,11.6025,193408.0
2014-04-19,11.3299,11.6286,11.3299,11.6025,193408.0
2014-04-20,11.3299,11.6286,11.3299,11.6025,193408.0
2014-04-21,11.524,11.6659,11.5203,11.5838,129331.0
2014-04-22,11.5128,11.6734,11.4456,11.4531,143982.0
2014-04-23,11.4008,11.6809,11.3971,11.5987,159219.0
2014-04-24,11.5315,11.722,11.5166,11.6697,125310.0
2014-04-25,11.58,11.6883,11.5427,11.5763,105021.0
2014-04-26,11.58,11.6883,11.5427,11.5763,105021.0
2014-04-27,11.58,11.6883,11.5427,11.5763,105021.0
2014-04-28,11.5502,11.6398,11.3821,11.4792,101214.0
2014-04-29,11.4307,11.4643,11.3,11.3112,104226.0
2014-04-30,11.3,11.4269,11.1879,11.2141,149237.0
2014-05-01,11.2141,11.3037,11.1693,11.1917,188064.0
2014-05-02,11.1992,11.5913,11.1431,11.5091,345879.0
2014-05-03,11.1992,11.5913,11.1431,11.5091,345879.0
2014-05-04,11.1992,11.5913,11.1431,11.5091,345879.0
2014-05-05,11.4269,11.4307,11.1469,11.2402,128109.0
2014-05-06,11.2253,11.2552,11.1133,11.1469,177659.0
2014-05-07,11.1469,11.1693,11.0348,11.0834,260373.0
2014-05-08,11.0834,11.2738,10.8481,10.9863,323873.0
2014-05-09,10.8929,11.1245,10.8593,11.0983,165903.0
2014-05-10,10.8929,11.1245,10.8593,11.0983,165903.0
2014-05-11,10.8929,11.1245,10.8593,11.0983,165903.0
2014-05-12,11.0946,11.3112,11.0946,11.1917,184287.0
2014-05-13,11.3112,11.3112,11.1207,11.1992,125986.0
2014-05-14,11.1842,11.1842,11.0348,11.0685,315741.0
2014-05-15,11.0535,11.0909,10.8444,10.8855,345570.0
2014-05-16,10.8855,11.0124,10.8556,10.9228,162084.0
2014-05-17,10.8855,11.0124,10.8556,10.9228,162084.0
2014-05-18,10.8855,11.0124,10.8556,10.9228,162084.0
2014-05-19,10.8855,11.0124,10.8556,10.9228,162084.0
2014-05-20,10.9228,10.9415,10.6465,10.6651,263385.0
2014-05-21,10.6801,10.7361,10.3701,10.3701,558037.0
2014-05-22,10.512,10.6054,10.4411,10.456,481063.0
2014-05-23,10.5531,10.9714,10.4448,10.8071,785737.0
2014-05-24,10.5531,10.9714,10.4448,10.8071,785737.0
2014-05-25,10.5531,10.9714,10.4448,10.8071,785737.0
2014-05-26,10.9041,11.1207,10.8668,11.0572,187865.0
2014-05-27,11.061,11.0759,10.8556,10.8929,222800.0
2014-05-28,10.8967,10.9415,10.5344,10.5494,325672.0
2014-05-29,10.5494,10.5718,10.4149,10.5232,387332.0
2014-05-30,10.4859,10.6054,10.4,10.4859,341276.0
2014-05-31,10.4859,10.6054,10.4,10.4859,341276.0
2014-06-01,10.4859,10.6054,10.4,10.4859,341276.0
2014-06-02,10.7884,11.1655,10.5681,11.1581,752276.0
2014-06-03,11.1917,11.3074,10.8967,11.2402,519303.0
2014-06-04,11.2328,11.3523,11.061,11.2776,459618.0
2014-06-05,11.2141,11.3074,11.1282,11.229,315032.0
2014-06-06,11.229,11.3224,11.1469,11.2925,175477.0
2014-06-07,11.229,11.3224,11.1469,11.2925,175477.0
2014-06-08,11.229,11.3224,11.1469,11.2925,175477.0
2014-06-09,11.2925,11.5091,11.2253,11.4419,295551.0
2014-06-10,11.4344,11.5091,11.229,11.4867,316366.0
2014-06-11,11.5016,11.5614,11.3485,11.4456,650735.0
2014-06-12,11.4456,11.4456,10.8183,11.0834,560444.0
2014-06-13,11.1581,11.1581,10.9265,11.0423,215891.0
2014-06-14,11.1581,11.1581,10.9265,11.0423,215891.0
2014-06-15,11.1581,11.1581,10.9265,11.0423,215891.0
2014-06-16,11.0311,11.2029,10.9788,11.1693,403820.0
2014-06-17,11.2589,11.2589,11.0535,11.2029,260443.0
2014-06-18,11.2029,11.2626,11.0386,11.1655,259365.0
2014-06-19,11.0759,11.468,11.0759,11.4344,297370.0
2014-06-20,11.4643,11.539,11.3074,11.3933,361126.0
2014-06-21,11.4643,11.539,11.3074,11.3933,361126.0
2014-06-22,11.4643,11.539,11.3074,11.3933,361126.0
2014-06-23,11.3,11.3635,11.2029,11.2776,193947.0
2014-06-24,11.3224,11.3859,11.2776,11.3149,225642.0
2014-06-25,11.3784,11.3784,11.2141,11.2962,237782.0
2014-06-26,11.4396,11.6061,11.3904,11.5985,204151.0
2014-06-27,11.5531,11.5909,11.4282,11.4661,340171.0
2014-06-28,11.5531,11.5909,11.4282,11.4661,340171.0
2014-06-29,11.5531,11.5909,11.4282,11.4661,340171.0
2014-06-30,11.5039,11.6477,11.3866,11.6099,121066.0
2014-07-01,11.5039,11.6477,11.3866,11.6099,121066.0
2014-07-02,11.6704,11.7953,11.5947,11.7196,262837.0
2014-07-03,11.3525,11.7764,11.3525,11.6742,275507.0
2014-07-04,11.6136,11.6628,11.519,11.6553,142234.0
2014-07-05,11.6136,11.6628,11.519,11.6553,142234.0
2014-07-06,11.6136,11.6628,11.519,11.6553,142234.0
2014-07-07,11.5834,11.6969,11.5266,11.6591,101982.0
2014-07-08,11.6855,11.7953,11.5607,11.712,306669.0
2014-07-09,11.7272,11.7915,11.6931,11.7726,164214.0
2014-07-10,11.712,11.7347,11.5607,11.6326,274475.0
2014-07-11,11.5417,11.5417,11.205,11.2806,330788.0
2014-07-12,11.5417,11.5417,11.205,11.2806,330788.0
2014-07-13,11.5417,11.5417,11.205,11.2806,330788.0
2014-07-14,11.3071,11.3298,11.0044,11.326,234236.0
2014-07-15,11.2769,11.3525,11.1671,11.2579,274371.0
2014-07-16,11.3298,11.4661,11.2655,11.4282,219891.0
2014-07-17,11.4661,11.4661,11.3525,11.3639,224514.0
2014-07-18,11.4093,11.4358,11.3525,11.3715,153811.0
2014-07-19,11.4093,11.4358,11.3525,11.3715,153811.0
2014-07-20,11.4093,11.4358,11.3525,11.3715,153811.0
2014-07-21,11.3715,11.485,11.3071,11.4471,194203.0
2014-07-22,11.4282,11.4963,11.4282,11.4509,143991.0
2014-07-23,11.5001,11.6515,11.4093,11.5872,182252.0
2014-07-24,11.4812,11.6553,11.4812,11.6099,171068.0
2014-07-25,11.6099,11.6136,11.5039,11.5569,160855.0
2014-07-26,11.6099,11.6136,11.5039,11.5569,160855.0
2014-07-27,11.6099,11.6136,11.5039,11.5569,160855.0
2014-07-28,11.5077,11.712,11.4963,11.6931,281583.0
2014-07-29,11.6288,11.8407,11.5985,11.6931,270401.0
2014-07-30,11.8596,12.0337,11.7385,11.7839,276489.0
2014-07-31,11.7915,11.8748,11.6326,11.7234,361605.0
2014-08-01,11.7991,11.8407,11.5985,11.6099,174797.0
2014-08-02,11.7991,11.8407,11.5985,11.6099,174797.0
2014-08-03,11.7991,11.8407,11.5985,11.6099,174797.0
2014-08-04,11.7991,11.8407,11.5985,11.6099,174797.0
2014-08-05,11.6061,11.6212,11.4661,11.538,228636.0
2014-08-06,11.4093,11.6363,11.4093,11.6023,120778.0
2014-08-07,11.6023,11.6893,11.4623,11.5644,365788.0
2014-08-08,11.712,11.9694,11.6023,11.8937,402120.0
2014-08-09,11.712,11.9694,11.6023,11.8937,402120.0
2014-08-10,11.712,11.9694,11.6023,11.8937,402120.0
2014-08-11,11.7915,12.011,11.7915,11.958,153911.0
2014-08-12,11.871,12.0034,11.8293,11.9845,232071.0
2014-08-13,11.9202,11.9202,11.6969,11.7764,359868.0
2014-08-14,11.7007,11.8672,11.6136,11.7347,189573.0
2014-08-15,11.8256,11.8256,11.5872,11.6666,191656.0
2014-08-16,11.8256,11.8256,11.5872,11.6666,191656.0
2014-08-17,11.8256,11.8256,11.5872,11.6666,191656.0
2014-08-18,11.5909,11.7518,11.5909,11.6931,241259.0
2014-08-19,11.6931,12.011,11.6893,11.9164,413098.0
2014-08-20,11.8823,11.9883,11.8483,11.9202,145124.0
2014-08-21,11.9202,11.9239,11.678,11.7612,638086.0
2014-08-22,11.7196,11.9542,11.7007,11.8975,196349.0
2014-08-23,11.7196,11.9542,11.7007,11.8975,196349.0
2014-08-24,11.7196,11.9542,11.7007,11.8975,196349.0
2014-08-25,11.8975,11.9504,11.8483,11.9126,485224.0
2014-08-26,11.8218,11.8937,11.7991,11.8407,375034.0
2014-08-27,11.8634,11.8634,11.6855,11.712,137215.0
2014-08-28,11.6477,11.6477,11.3336,11.3374,310088.0
2014-08-29,11.3639,11.3904,11.3374,11.3488,556634.0
2014-08-30,11.3639,11.3904,11.3374,11.3488,556634.0
2014-08-31,11.3639,11.3904,11.3374,11.3488,556634.0
2014-09-01,11.3639,11.3904,11.3374,11.3488,556634.0
2014-09-02,11.4207,11.4207,11.1179,11.1822,165037.0
2014-09-03,11.2844,11.2844,11.0498,11.0801,223337.0
2014-09-04,11.1179,11.1368,11.0384,11.0687,258472.0
2014-09-05,11.0082,11.0876,10.9779,11.0082,223349.0
2014-09-06,11.0082,11.0876,10.9779,11.0082,223349.0
2014-09-07,11.0082,11.0876,10.9779,11.0082,223349.0
2014-09-08,10.9552,10.9552,10.6714,10.713,574305.0
2014-09-09,10.7092,10.7244,10.3195,10.4443,692771.0
2014-09-10,10.2854,10.4746,10.0659,10.1227,777622.0
2014-09-11,10.0697,10.1075,9.7859,9.8199,1593537.0
2014-09-12,9.9145,10.0092,9.8691,9.9335,1494989.0
2014-09-13,9.9145,10.0092,9.8691,9.9335,1494989.0
2014-09-14,9.9145,10.0092,9.8691,9.9335,1494989.0
2014-09-15,10.1,10.2967,10.0016,10.2173,477750.0
2014-09-16,10.1984,10.3611,10.0508,10.1643,446353.0
2014-09-17,10.1643,10.2324,10.1038,10.1075,1408184.0
2014-09-18,10.1908,10.3119,9.9675,10.0508,556254.0
2014-09-19,10.0546,10.0811,9.7405,9.7707,618133.0
2014-09-20,10.0546,10.0811,9.7405,9.7707,618133.0
2014-09-21,10.0546,10.0811,9.7405,9.7707,618133.0
2014-09-22,9.7632,9.7783,9.1426,9.2296,1109798.0
2014-09-23,9.1123,9.3129,8.9609,9.0631,1142223.0
2014-09-24,9.1047,9.2031,8.9761,9.0631,1089982.0
2014-09-25,9.2145,9.2145,8.6847,8.7112,1017197.0
2014-09-26,8.8107,8.8416,8.6753,8.7681,765334.0
2014-09-27,8.8107,8.8416,8.6753,8.7681,765334.0
2014-09-28,8.8107,8.8416,8.6753,8.7681,765334.0
2014-09-29,8.5864,8.5941,8.4355,8.5051,986477.0
2014-09-30,8.4703,8.5632,8.3156,8.451,1172250.0
2014-10-01,8.5129,8.6134,8.4587,8.5748,972094.0
2014-10-02,8.6598,8.6598,8.4587,8.5399,776714.0
2014-10-03,8.6173,8.6328,8.4703,8.4858,682550.0
2014-10-04,8.6173,8.6328,8.4703,8.4858,682550.0
2014-10-05,8.6173,8.6328,8.4703,8.4858,682550.0
2014-10-06,8.6598,9.0195,8.5477,8.8687,732952.0
2014-10-07,8.8687,8.9267,8.3234,8.3388,568830.0
2014-10-08,8.4123,8.4123,7.778,7.8592,1413795.0
