,ADM LN Equity,ADM LN Equity,ADM LN Equity,ADM LN Equity,ADM LN Equity
2013-03-08,653.431,653.911,641.428,649.59,436301.0
2013-03-09,653.431,653.911,641.428,649.59,436301.0
2013-03-10,653.431,653.911,641.428,649.59,436301.0
2013-03-11,649.59,656.311,648.149,652.47,329535.0
2013-03-12,652.95,653.431,640.948,645.269,386157.0
2013-03-13,645.269,648.629,641.428,644.789,472622.0
2013-03-14,646.229,650.55,642.868,643.348,525084.0
2013-03-15,645.269,649.11,635.666,641.428,997901.0
2013-03-16,645.269,649.11,635.666,641.428,997901.0
2013-03-17,645.269,649.11,635.666,641.428,997901.0
2013-03-18,633.266,648.149,628.945,643.348,473871.0
2013-03-19,644.308,649.11,640.948,642.868,290207.0
2013-03-20,647.189,647.189,635.666,639.507,289665.0
2013-03-21,638.547,643.828,634.706,641.908,668102.0
2013-03-22,639.027,642.868,635.666,640.948,364462.0
2013-03-23,639.027,642.868,635.666,640.948,364462.0
2013-03-24,639.027,642.868,635.666,640.948,364462.0
2013-03-25,644.308,647.189,629.905,633.266,515701.0
2013-03-26,638.547,639.987,630.385,636.147,364386.0
2013-03-27,634.706,637.107,631.345,634.706,388275.0
2013-03-28,635.666,641.908,632.786,639.507,428769.0
2013-03-29,635.666,641.908,632.786,639.507,428769.0
2013-03-30,635.666,641.908,632.786,639.507,428769.0
2013-03-31,635.666,641.908,632.786,639.507,428769.0
2013-04-01,635.666,641.908,632.786,639.507,428769.0
2013-04-02,639.987,659.672,639.027,659.672,716780.0
2013-04-03,661.112,661.112,649.59,650.55,471865.0
2013-04-04,655.351,655.351,635.186,635.666,407886.0
2013-04-05,639.507,639.987,627.505,629.425,282088.0
2013-04-06,639.507,639.987,627.505,629.425,282088.0
2013-04-07,639.507,639.987,627.505,629.425,282088.0
2013-04-08,628.945,634.706,627.024,631.345,277163.0
2013-04-09,631.345,637.107,626.544,632.786,300960.0
2013-04-10,637.107,646.229,631.826,644.789,337387.0
2013-04-11,642.868,650.07,641.908,646.709,272474.0
2013-04-12,646.229,649.59,640.948,648.149,230192.0
2013-04-13,646.229,649.59,640.948,648.149,230192.0
2013-04-14,646.229,649.59,640.948,648.149,230192.0
2013-04-15,647.189,649.59,632.786,634.226,338908.0
2013-04-16,629.425,634.226,623.184,626.064,318373.0
2013-04-17,632.306,635.186,618.863,632.306,656216.0
2013-04-18,633.746,640.948,631.826,636.147,589659.0
2013-04-19,639.507,640.468,632.786,639.027,443699.0
2013-04-20,639.507,640.468,632.786,639.027,443699.0
2013-04-21,639.507,640.468,632.786,639.027,443699.0
2013-04-22,641.908,650.55,632.786,637.107,503632.0
2013-04-23,636.627,647.669,630.865,646.709,530617.0
2013-04-24,646.709,655.351,643.348,647.669,465184.0
2013-04-25,636.147,647.189,633.266,633.746,1427260.0
2013-04-26,630.865,635.666,630.385,634.706,376691.0
2013-04-27,630.865,635.666,630.385,634.706,376691.0
2013-04-28,630.865,635.666,630.385,634.706,376691.0
2013-04-29,636.147,638.067,631.826,636.147,245693.0
2013-04-30,636.627,640.948,615.022,615.022,1758619.0
2013-05-01,618.056,620.046,612.582,617.558,1388434.0
2013-05-02,619.051,621.539,610.094,613.577,417556.0
2013-05-03,613.577,628.008,613.577,626.516,489931.0
2013-05-04,613.577,628.008,613.577,626.516,489931.0
2013-05-05,613.577,628.008,613.577,626.516,489931.0
2013-05-06,613.577,628.008,613.577,626.516,489931.0
2013-05-07,614.075,633.98,612.084,618.056,501884.0
2013-05-08,618.553,625.023,618.553,623.53,292009.0
2013-05-09,622.535,632.985,622.535,627.511,374932.0
2013-05-10,626.018,633.482,624.525,628.008,233057.0
2013-05-11,626.018,633.482,624.525,628.008,233057.0
2013-05-12,626.018,633.482,624.525,628.008,233057.0
2013-05-13,627.013,629.999,624.525,628.506,276746.0
2013-05-14,628.506,634.478,627.511,634.478,242307.0
2013-05-15,632.487,641.942,632.487,638.459,211044.0
2013-05-16,638.459,639.952,622.535,628.008,412231.0
2013-05-17,627.013,629.004,621.539,627.511,506215.0
2013-05-18,627.013,629.004,621.539,627.511,506215.0
2013-05-19,627.013,629.004,621.539,627.511,506215.0
2013-05-20,629.501,634.975,622.037,634.478,241793.0
2013-05-21,634.478,635.971,625.52,632.487,308653.0
2013-05-22,630.994,644.928,630.497,642.937,432969.0
2013-05-23,634.478,642.44,632.985,639.952,464657.0
2013-05-24,642.44,645.923,638.459,645.923,685232.0
2013-05-25,642.44,645.923,638.459,645.923,685232.0
2013-05-26,642.44,645.923,638.459,645.923,685232.0
2013-05-27,642.44,645.923,638.459,645.923,685232.0
2013-05-28,646.918,654.88,646.918,652.89,380736.0
2013-05-29,654.383,655.876,642.44,645.425,269504.0
2013-05-30,643.933,655.378,643.933,655.378,303454.0
2013-05-31,654.383,665.828,645.923,665.828,1752374.0
2013-06-01,654.383,665.828,645.923,665.828,1752374.0
2013-06-02,654.383,665.828,645.923,665.828,1752374.0
2013-06-03,662.843,664.833,654.383,658.861,311956.0
2013-06-04,659.359,662.345,653.885,656.871,276687.0
2013-06-05,655.876,660.354,642.44,645.425,555459.0
2013-06-06,647.416,649.904,636.468,636.966,324822.0
2013-06-07,640.449,649.904,635.971,648.909,322897.0
2013-06-08,640.449,649.904,635.971,648.909,322897.0
2013-06-09,640.449,649.904,635.971,648.909,322897.0
2013-06-10,652.89,656.373,646.421,650.899,283366.0
2013-06-11,649.904,649.904,641.444,648.909,247727.0
2013-06-12,647.416,655.378,646.421,649.904,286652.0
2013-06-13,639.454,656.871,636.966,654.88,308031.0
2013-06-14,657.369,657.866,647.416,649.904,272885.0
2013-06-15,657.369,657.866,647.416,649.904,272885.0
2013-06-16,657.369,657.866,647.416,649.904,272885.0
2013-06-17,650.402,653.885,647.914,649.904,257809.0
2013-06-18,648.909,663.838,647.914,659.359,298460.0
2013-06-19,657.866,658.364,648.411,655.876,237278.0
2013-06-20,643.435,649.407,639.454,643.435,352838.0
2013-06-21,643.435,662.843,642.937,651.895,881556.0
2013-06-22,643.435,662.843,642.937,651.895,881556.0
2013-06-23,643.435,662.843,642.937,651.895,881556.0
2013-06-24,651.397,656.373,639.454,643.435,250852.0
2013-06-25,647.914,649.407,643.435,647.416,234536.0
2013-06-26,647.914,655.876,641.942,650.899,285965.0
2013-06-27,651.895,659.857,646.421,655.378,290543.0
2013-06-28,654.88,669.809,650.899,660.354,617463.0
2013-06-29,654.88,669.809,650.899,660.354,617463.0
2013-06-30,654.88,669.809,650.899,660.354,617463.0
2013-07-01,661.35,661.847,648.909,653.885,386587.0
2013-07-02,654.383,659.857,650.402,659.359,347751.0
2013-07-03,650.402,660.354,636.966,659.359,296948.0
2013-07-04,661.847,675.781,657.369,670.307,279829.0
2013-07-05,673.293,676.776,666.824,666.824,241864.0
2013-07-06,673.293,676.776,666.824,666.824,241864.0
2013-07-07,673.293,676.776,666.824,666.824,241864.0
2013-07-08,666.824,676.776,661.847,671.8,382421.0
2013-07-09,677.771,677.771,668.316,672.795,252000.0
2013-07-10,673.293,679.762,664.833,671.8,383805.0
2013-07-11,675.283,678.767,665.828,670.307,326453.0
2013-07-12,670.805,683.245,670.805,681.255,229682.0
2013-07-13,670.805,683.245,670.805,681.255,229682.0
2013-07-14,670.805,683.245,670.805,681.255,229682.0
2013-07-15,683.245,692.203,680.757,692.203,330532.0
2013-07-16,691.705,695.188,687.724,691.705,477805.0
2013-07-17,688.222,690.71,677.274,684.241,274213.0
2013-07-18,687.226,691.207,682.748,688.719,303663.0
2013-07-19,683.743,690.212,681.255,689.714,466500.0
2013-07-20,683.743,690.212,681.255,689.714,466500.0
2013-07-21,683.743,690.212,681.255,689.714,466500.0
2013-07-22,688.222,689.714,682.748,686.729,186968.0
2013-07-23,686.231,695.188,682.25,686.729,384119.0
2013-07-24,690.212,694.691,688.719,692.7,343579.0
2013-07-25,691.705,697.179,689.714,696.681,293629.0
2013-07-26,699.169,699.169,688.719,696.681,306914.0
2013-07-27,699.169,699.169,688.719,696.681,306914.0
2013-07-28,699.169,699.169,688.719,696.681,306914.0
2013-07-29,695.686,702.155,692.203,697.677,293092.0
2013-07-30,697.677,705.141,690.71,704.643,362089.0
2013-07-31,700.662,709.122,696.681,698.174,605779.0
2013-08-01,699.667,702.653,685.733,687.226,806510.0
2013-08-02,688.719,688.719,667.819,678.767,578219.0
2013-08-03,688.719,688.719,667.819,678.767,578219.0
2013-08-04,688.719,688.719,667.819,678.767,578219.0
2013-08-05,680.26,680.26,660.852,661.847,593305.0
2013-08-06,660.354,665.828,626.516,630.994,854202.0
2013-08-07,624.525,641.942,617.558,629.501,892358.0
2013-08-08,631.989,639.454,623.53,623.53,634986.0
2013-08-09,622.037,628.008,618.553,622.535,499927.0
2013-08-10,622.037,628.008,618.553,622.535,499927.0
2013-08-11,622.037,628.008,618.553,622.535,499927.0
2013-08-12,623.53,626.018,613.577,615.568,504198.0
2013-08-13,615.568,625.52,615.568,625.52,608525.0
2013-08-14,627.013,633.98,626.018,630.497,465719.0
2013-08-15,631.989,638.956,630.497,636.468,877469.0
2013-08-16,636.966,645.425,631.989,643.435,717956.0
2013-08-17,636.966,645.425,631.989,643.435,717956.0
2013-08-18,636.966,645.425,631.989,643.435,717956.0
2013-08-19,646.918,646.918,637.463,641.942,322130.0
2013-08-20,638.459,645.425,636.966,644.928,429857.0
2013-08-21,647.914,649.407,642.44,643.933,403331.0
2013-08-22,643.933,648.411,640.947,643.435,370275.0
2013-08-23,642.44,647.914,639.952,644.43,395860.0
2013-08-24,642.44,647.914,639.952,644.43,395860.0
2013-08-25,642.44,647.914,639.952,644.43,395860.0
2013-08-26,642.44,647.914,639.952,644.43,395860.0
2013-08-27,651.895,654.383,644.43,644.928,669238.0
2013-08-28,645.425,647.416,638.459,641.942,532957.0
2013-08-29,654.383,660.852,613.08,631.989,952383.0
2013-08-30,633.98,634.975,627.013,627.511,632356.0
2013-08-31,633.98,634.975,627.013,627.511,632356.0
2013-09-01,633.98,634.975,627.013,627.511,632356.0
2013-09-02,631.492,633.98,629.004,629.999,439029.0
2013-09-03,630.497,635.971,628.008,629.501,493889.0
2013-09-04,629.004,630.994,626.018,629.004,65069.0
2013-09-05,630.497,631.492,621.539,627.013,533508.0
2013-09-06,623.53,630.497,622.535,626.018,910924.0
2013-09-07,623.53,630.497,622.535,626.018,910924.0
2013-09-08,623.53,630.497,622.535,626.018,910924.0
2013-09-09,627.013,629.999,624.027,626.516,567682.0
2013-09-10,627.013,642.937,627.013,636.966,597044.0
2013-09-11,629.671,637.432,629.671,634.845,766334.0
2013-09-12,633.81,638.984,631.223,632.775,447265.0
2013-09-13,631.223,637.949,631.223,632.775,259942.0
2013-09-14,631.223,637.949,631.223,632.775,259942.0
2013-09-15,631.223,637.949,631.223,632.775,259942.0
2013-09-16,636.397,643.641,626.049,628.119,518225.0
2013-09-17,628.636,633.81,626.567,627.084,538918.0
2013-09-18,626.049,628.636,624.497,626.049,663426.0
2013-09-19,628.636,636.397,628.119,630.188,572994.0
2013-09-20,628.636,635.88,628.636,633.293,583838.0
2013-09-21,628.636,635.88,628.636,633.293,583838.0
2013-09-22,628.636,635.88,628.636,633.293,583838.0
2013-09-23,633.293,638.984,628.636,629.154,446562.0
2013-09-24,627.601,633.293,625.532,627.601,488683.0
2013-09-25,628.119,637.949,622.945,635.88,413751.0
2013-09-26,638.984,653.471,638.984,645.71,472529.0
2013-09-27,645.71,649.332,643.641,645.193,337244.0
2013-09-28,645.71,649.332,643.641,645.193,337244.0
2013-09-29,645.71,649.332,643.641,645.193,337244.0
2013-09-30,641.054,646.228,634.845,637.949,342055.0
2013-10-01,634.845,638.984,630.188,633.81,556556.0
2013-10-02,633.81,635.88,629.154,632.775,419045.0
2013-10-03,631.223,635.88,629.671,631.223,230458.0
2013-10-04,630.188,634.845,630.188,632.258,372208.0
2013-10-05,630.188,634.845,630.188,632.258,372208.0
2013-10-06,630.188,634.845,630.188,632.258,372208.0
2013-10-07,631.223,631.741,625.014,626.567,181773.0
2013-10-08,626.049,627.601,619.323,619.323,388472.0
2013-10-09,617.254,624.497,614.667,618.288,396880.0
2013-10-10,619.841,631.223,617.254,628.636,297324.0
2013-10-11,631.223,640.536,630.188,634.328,501570.0
2013-10-12,631.223,640.536,630.188,634.328,501570.0
2013-10-13,631.223,640.536,630.188,634.328,501570.0
2013-10-14,633.81,637.949,630.706,635.88,314991.0
2013-10-15,634.328,637.949,629.671,632.775,561198.0
2013-10-16,633.81,635.362,620.875,628.636,1361926.0
2013-10-17,626.567,628.119,622.945,625.532,613616.0
2013-10-18,628.636,628.636,619.323,625.014,827961.0
2013-10-19,628.636,628.636,619.323,625.014,827961.0
2013-10-20,628.636,628.636,619.323,625.014,827961.0
2013-10-21,626.049,631.741,625.014,630.188,780937.0
2013-10-22,632.775,640.019,630.706,636.915,572864.0
2013-10-23,637.432,642.606,637.432,640.536,379281.0
2013-10-24,640.536,645.193,640.019,643.123,304743.0
2013-10-25,641.571,644.676,637.949,641.571,306970.0
2013-10-26,641.571,644.676,637.949,641.571,306970.0
2013-10-27,641.571,644.676,637.949,641.571,306970.0
2013-10-28,655.023,661.75,640.536,641.571,391903.0
2013-10-29,642.606,661.232,642.606,657.093,674329.0
2013-10-30,657.61,660.715,652.436,656.576,432932.0
2013-10-31,657.61,662.784,654.506,661.75,552519.0
2013-11-01,663.302,665.371,658.128,662.267,374476.0
2013-11-02,663.302,665.371,658.128,662.267,374476.0
2013-11-03,663.302,665.371,658.128,662.267,374476.0
2013-11-04,659.68,665.889,659.163,660.197,237292.0
2013-11-05,660.197,660.715,647.78,656.058,271439.0
2013-11-06,658.128,658.645,655.023,657.61,483711.0
2013-11-07,656.058,672.615,655.023,666.406,570435.0
2013-11-08,665.371,665.371,654.506,660.715,424230.0
2013-11-09,665.371,665.371,654.506,660.715,424230.0
2013-11-10,665.371,665.371,654.506,660.715,424230.0
2013-11-11,659.163,661.232,656.058,658.645,260568.0
2013-11-12,660.197,660.197,649.332,652.954,403603.0
2013-11-13,650.884,654.506,647.262,652.954,431164.0
2013-11-14,655.023,666.406,655.023,664.854,556264.0
2013-11-15,664.337,665.889,660.197,664.337,306218.0
2013-11-16,664.337,665.889,660.197,664.337,306218.0
2013-11-17,664.337,665.889,660.197,664.337,306218.0
2013-11-18,663.302,664.854,655.023,658.645,634132.0
2013-11-19,656.058,656.576,648.039,654.506,367117.0
2013-11-20,654.506,654.506,643.641,644.676,423019.0
2013-11-21,646.228,647.78,639.502,647.78,468049.0
2013-11-22,647.78,653.989,647.262,648.297,248471.0
2013-11-23,647.78,653.989,647.262,648.297,248471.0
2013-11-24,647.78,653.989,647.262,648.297,248471.0
2013-11-25,650.367,650.884,643.641,646.228,244894.0
2013-11-26,645.71,645.71,635.88,638.984,586239.0
2013-11-27,638.984,647.262,638.984,644.158,345176.0
2013-11-28,645.193,646.228,641.571,643.123,166619.0
2013-11-29,646.745,650.367,642.089,643.123,362858.0
2013-11-30,646.745,650.367,642.089,643.123,362858.0
2013-12-01,646.745,650.367,642.089,643.123,362858.0
2013-12-02,644.158,646.228,627.601,628.636,471617.0
2013-12-03,606.388,624.497,606.388,618.288,621048.0
2013-12-04,619.323,621.393,614.149,618.806,508305.0
2013-12-05,620.358,627.084,617.771,626.049,489096.0
2013-12-06,625.532,629.671,618.806,623.98,463240.0
2013-12-07,625.532,629.671,618.806,623.98,463240.0
2013-12-08,625.532,629.671,618.806,623.98,463240.0
2013-12-09,627.601,631.741,625.532,628.636,444848.0
2013-12-10,628.636,635.362,627.601,632.775,460112.0
2013-12-11,634.328,636.915,629.671,634.845,338690.0
2013-12-12,634.328,636.915,627.601,634.328,367905.0
2013-12-13,633.293,642.606,633.293,637.432,298747.0
2013-12-14,633.293,642.606,633.293,637.432,298747.0
2013-12-15,633.293,642.606,633.293,637.432,298747.0
2013-12-16,638.467,652.436,637.949,652.436,394569.0
2013-12-17,646.745,648.815,628.119,637.949,845282.0
2013-12-18,640.019,642.606,635.88,640.536,341849.0
2013-12-19,643.641,657.093,643.641,655.541,590748.0
2013-12-20,660.715,666.924,654.506,661.232,1147542.0
2013-12-21,660.715,666.924,654.506,661.232,1147542.0
2013-12-22,660.715,666.924,654.506,661.232,1147542.0
2013-12-23,663.302,667.958,660.715,665.889,331750.0
2013-12-24,670.545,678.306,670.545,674.684,79539.0
2013-12-25,670.545,678.306,670.545,674.684,79539.0
2013-12-26,670.545,678.306,670.545,674.684,79539.0
2013-12-27,675.719,677.271,672.098,673.65,187908.0
2013-12-28,675.719,677.271,672.098,673.65,187908.0
2013-12-29,675.719,677.271,672.098,673.65,187908.0
2013-12-30,675.719,676.754,668.476,672.615,297055.0
2013-12-31,676.237,678.824,673.132,677.789,102065.0
2014-01-01,676.237,678.824,673.132,677.789,102065.0
2014-01-02,680.376,680.376,667.441,675.202,445319.0
2014-01-03,675.202,678.824,670.028,675.719,347597.0
2014-01-04,675.202,678.824,670.028,675.719,347597.0
2014-01-05,675.202,678.824,670.028,675.719,347597.0
2014-01-06,677.789,686.585,674.167,683.48,325440.0
2014-01-07,683.998,695.38,681.928,689.172,542462.0
2014-01-08,688.654,694.863,685.032,692.276,517874.0
2014-01-09,692.276,692.793,680.893,685.032,430895.0
2014-01-10,688.654,693.311,687.619,691.241,449395.0
2014-01-11,688.654,693.311,687.619,691.241,449395.0
2014-01-12,688.654,693.311,687.619,691.241,449395.0
2014-01-13,693.828,695.38,686.585,690.724,431310.0
2014-01-14,686.585,693.311,681.411,691.759,340833.0
2014-01-15,693.311,697.45,690.206,691.759,313834.0
2014-01-16,692.793,692.793,681.411,686.067,635898.0
2014-01-17,698.485,736.255,697.45,727.976,1626134.0
2014-01-18,698.485,736.255,697.45,727.976,1626134.0
2014-01-19,698.485,736.255,697.45,727.976,1626134.0
2014-01-20,728.494,729.011,721.768,724.872,485732.0
2014-01-21,724.355,735.22,722.802,732.115,483735.0
2014-01-22,742.463,760.572,742.463,755.398,1043571.0
2014-01-23,749.19,749.19,726.424,734.702,1522599.0
2014-01-24,734.702,744.533,729.528,738.324,938159.0
2014-01-25,734.702,744.533,729.528,738.324,938159.0
2014-01-26,734.702,744.533,729.528,738.324,938159.0
2014-01-27,738.324,745.05,729.011,736.255,653883.0
2014-01-28,739.359,757.985,737.807,756.433,791396.0
2014-01-29,760.572,764.711,745.05,748.672,717764.0
2014-01-30,748.672,749.19,740.394,747.12,495691.0
2014-01-31,746.085,748.155,733.15,747.637,559105.0
2014-02-01,746.085,748.155,733.15,747.637,559105.0
2014-02-02,746.085,748.155,733.15,747.637,559105.0
2014-02-03,745.05,755.398,741.946,742.981,476280.0
2014-02-04,738.842,740.394,722.285,728.494,921838.0
2014-02-05,730.046,738.324,726.424,729.011,476208.0
2014-02-06,731.598,741.946,724.872,741.946,537637.0
2014-02-07,742.981,744.016,727.976,733.668,973195.0
2014-02-08,742.981,744.016,727.976,733.668,973195.0
2014-02-09,742.981,744.016,727.976,733.668,973195.0
2014-02-10,733.15,737.289,717.111,734.185,676012.0
2014-02-11,737.807,748.672,735.22,744.016,553138.0
2014-02-12,746.603,750.742,739.359,749.19,464447.0
2014-02-13,748.155,748.155,738.842,743.498,414223.0
2014-02-14,742.981,747.637,738.842,746.085,361788.0
2014-02-15,742.981,747.637,738.842,746.085,361788.0
2014-02-16,742.981,747.637,738.842,746.085,361788.0
2014-02-17,746.603,754.363,742.463,752.811,331705.0
2014-02-18,755.398,758.503,750.742,758.503,609495.0
2014-02-19,756.95,767.816,756.95,762.124,452988.0
2014-02-20,757.985,765.229,756.433,760.572,384875.0
2014-02-21,763.677,766.781,752.811,760.055,1104577.0
2014-02-22,763.677,766.781,752.811,760.055,1104577.0
2014-02-23,763.677,766.781,752.811,760.055,1104577.0
2014-02-24,761.09,769.885,755.398,760.572,685607.0
2014-02-25,763.159,772.472,760.572,771.438,1097926.0
2014-02-26,770.92,770.92,747.637,749.19,1202395.0
2014-02-27,748.155,748.672,732.633,741.429,550213.0
2014-02-28,741.946,745.05,736.772,742.463,645903.0
2014-03-01,741.946,745.05,736.772,742.463,645903.0
2014-03-02,741.946,745.05,736.772,742.463,645903.0
2014-03-03,732.633,735.737,724.872,733.15,546134.0
2014-03-04,737.807,745.05,728.494,734.185,1357563.0
2014-03-05,740.394,801.964,738.842,789.546,2252116.0
2014-03-06,792.133,793.686,781.785,786.959,885679.0
2014-03-07,787.994,789.029,769.885,774.025,708138.0
2014-03-08,787.994,789.029,769.885,774.025,708138.0
2014-03-09,787.994,789.029,769.885,774.025,708138.0
2014-03-10,773.507,779.716,772.99,776.094,686030.0
2014-03-11,775.577,786.442,773.507,785.407,1854423.0
2014-03-12,783.338,786.959,781.268,783.855,980921.0
2014-03-13,783.855,783.855,777.129,778.681,647961.0
2014-03-14,774.025,777.129,763.159,768.333,660974.0
2014-03-15,774.025,777.129,763.159,768.333,660974.0
2014-03-16,774.025,777.129,763.159,768.333,660974.0
2014-03-17,769.885,778.164,751.777,775.577,363471.0
2014-03-18,772.99,778.681,766.781,773.507,689571.0
2014-03-19,776.094,777.129,762.642,768.851,519446.0
2014-03-20,765.229,765.229,745.568,754.881,745391.0
2014-03-21,757.985,765.229,756.433,759.02,600930.0
2014-03-22,757.985,765.229,756.433,759.02,600930.0
2014-03-23,757.985,765.229,756.433,759.02,600930.0
2014-03-24,757.468,761.09,750.224,752.811,366711.0
2014-03-25,754.363,760.572,752.811,760.572,457086.0
2014-03-26,763.677,771.438,756.95,757.985,502340.0
2014-03-27,756.95,756.95,740.911,752.811,438926.0
2014-03-28,758.503,760.572,736.255,741.946,560174.0
2014-03-29,758.503,760.572,736.255,741.946,560174.0
2014-03-30,758.503,760.572,736.255,741.946,560174.0
2014-03-31,745.05,746.603,736.772,738.842,492209.0
2014-04-01,742.981,746.085,737.807,739.359,579984.0
2014-04-02,740.911,740.911,731.081,734.185,800281.0
2014-04-03,738.324,738.842,727.459,727.459,918139.0
2014-04-04,729.528,731.598,728.494,730.563,484476.0
2014-04-05,729.528,731.598,728.494,730.563,484476.0
2014-04-06,729.528,731.598,728.494,730.563,484476.0
2014-04-07,726.941,729.011,724.355,725.907,466103.0
2014-04-08,725.389,727.459,707.28,715.559,1047590.0
2014-04-09,715.041,724.355,699.002,720.215,1190551.0
2014-04-10,722.802,727.459,713.489,715.041,565994.0
2014-04-11,711.42,714.524,701.072,703.141,883454.0
2014-04-12,711.42,714.524,701.072,703.141,883454.0
2014-04-13,711.42,714.524,701.072,703.141,883454.0
2014-04-14,702.624,703.659,694.863,700.554,652284.0
2014-04-15,701.072,705.211,689.172,692.793,575758.0
2014-04-16,695.898,699.52,689.689,694.346,1494487.0
2014-04-17,703.659,708.315,694.863,698.485,830409.0
2014-04-18,703.659,708.315,694.863,698.485,830409.0
2014-04-19,703.659,708.315,694.863,698.485,830409.0
2014-04-20,703.659,708.315,694.863,698.485,830409.0
2014-04-21,703.659,708.315,694.863,698.485,830409.0
2014-04-22,700.554,710.385,700.037,705.211,2064220.0
2014-04-23,707.798,729.011,706.246,728.494,1272859.0
2014-04-24,732.115,739.876,728.494,732.633,836071.0
2014-04-25,733.15,740.911,731.081,737.289,715526.0
2014-04-26,733.15,740.911,731.081,737.289,715526.0
2014-04-27,733.15,740.911,731.081,737.289,715526.0
2014-04-28,739.359,740.394,732.633,735.737,965966.0
2014-04-29,736.772,746.085,736.772,746.085,645422.0
2014-04-30,747.681,749.827,743.39,749.827,846019.0
2014-05-01,755.727,760.017,749.827,752.508,328326.0
2014-05-02,752.508,753.581,744.463,746.072,514132.0
2014-05-03,752.508,753.581,744.463,746.072,514132.0
2014-05-04,752.508,753.581,744.463,746.072,514132.0
2014-05-05,752.508,753.581,744.463,746.072,514132.0
2014-05-06,749.29,750.899,743.39,748.754,311207.0
2014-05-07,748.754,756.799,747.145,756.263,667559.0
2014-05-08,758.408,764.308,757.336,762.163,497762.0
2014-05-09,763.236,766.99,761.627,764.845,707950.0
2014-05-10,763.236,766.99,761.627,764.845,707950.0
2014-05-11,763.236,766.99,761.627,764.845,707950.0
2014-05-12,768.063,778.79,763.772,777.181,416184.0
2014-05-13,780.935,786.835,773.963,776.645,1312198.0
2014-05-14,787.372,787.372,764.845,765.917,478056.0
2014-05-15,769.136,769.672,754.654,759.481,923735.0
2014-05-16,760.554,769.136,755.727,761.09,619046.0
2014-05-17,760.554,769.136,755.727,761.09,619046.0
2014-05-18,760.554,769.136,755.727,761.09,619046.0
2014-05-19,762.699,767.526,754.654,758.945,491476.0
2014-05-20,760.017,761.627,746.609,748.218,560432.0
2014-05-21,748.754,750.363,741.781,743.39,519607.0
2014-05-22,745.536,753.045,740.709,750.899,421097.0
2014-05-23,753.045,753.581,735.881,742.854,445374.0
2014-05-24,753.045,753.581,735.881,742.854,445374.0
2014-05-25,753.045,753.581,735.881,742.854,445374.0
2014-05-26,753.045,753.581,735.881,742.854,445374.0
2014-05-27,749.29,751.436,743.39,746.609,428274.0
2014-05-28,753.045,763.772,751.436,755.19,565940.0
2014-05-29,757.336,766.454,755.727,765.917,425504.0
2014-05-30,766.99,783.081,766.99,782.008,948318.0
2014-05-31,766.99,783.081,766.99,782.008,948318.0
2014-06-01,766.99,783.081,766.99,782.008,948318.0
2014-06-02,784.154,788.981,780.935,784.154,410447.0
2014-06-03,788.444,791.663,778.79,779.863,345205.0
2014-06-04,780.399,792.199,780.399,789.517,569269.0
2014-06-05,792.199,803.999,790.59,798.099,661486.0
2014-06-06,800.781,805.071,792.735,800.781,581534.0
2014-06-07,800.781,805.071,792.735,800.781,581534.0
2014-06-08,800.781,805.071,792.735,800.781,581534.0
2014-06-09,802.926,810.971,801.317,809.899,310609.0
2014-06-10,809.899,810.971,802.39,804.535,469653.0
2014-06-11,805.608,815.262,805.608,809.899,700028.0
2014-06-12,812.044,833.498,799.172,823.308,875298.0
2014-06-13,820.626,836.18,817.944,831.889,581635.0
2014-06-14,820.626,836.18,817.944,831.889,581635.0
2014-06-15,820.626,836.18,817.944,831.889,581635.0
2014-06-16,832.962,835.644,815.799,829.207,625603.0
2014-06-17,833.498,843.153,829.744,837.253,530552.0
2014-06-18,837.253,838.862,830.817,832.962,480155.0
2014-06-19,839.398,839.398,829.744,835.107,420337.0
2014-06-20,836.716,836.716,826.526,826.526,692610.0
2014-06-21,836.716,836.716,826.526,826.526,692610.0
2014-06-22,836.716,836.716,826.526,826.526,692610.0
2014-06-23,830.28,830.28,817.944,822.771,617959.0
2014-06-24,826.526,827.598,814.726,820.626,555823.0
2014-06-25,819.553,819.553,808.29,812.58,491972.0
2014-06-26,816.871,816.871,807.753,812.58,475107.0
2014-06-27,814.726,827.062,810.971,825.989,530890.0
2014-06-28,814.726,827.062,810.971,825.989,530890.0
2014-06-29,814.726,827.062,810.971,825.989,530890.0
2014-06-30,828.671,832.426,825.453,830.817,401412.0
2014-07-01,835.107,845.298,832.962,844.225,684862.0
2014-07-02,842.616,846.907,838.862,842.616,619464.0
2014-07-03,844.762,845.298,841.007,844.762,380217.0
2014-07-04,845.835,845.835,841.007,842.616,231614.0
2014-07-05,845.835,845.835,841.007,842.616,231614.0
2014-07-06,845.835,845.835,841.007,842.616,231614.0
2014-07-07,843.689,845.298,839.935,843.153,224988.0
2014-07-08,845.835,849.053,841.007,844.225,575426.0
2014-07-09,825.989,825.989,786.835,816.335,2259432.0
2014-07-10,814.189,827.062,806.144,815.262,960236.0
2014-07-11,815.262,828.135,813.117,827.062,770045.0
2014-07-12,815.262,828.135,813.117,827.062,770045.0
2014-07-13,815.262,828.135,813.117,827.062,770045.0
2014-07-14,830.817,841.544,828.135,835.644,670096.0
2014-07-15,831.353,836.716,826.526,832.962,562182.0
2014-07-16,834.571,842.08,833.498,836.716,492197.0
2014-07-17,834.571,835.644,825.989,831.353,600351.0
