,LGEN LN Equity,LGEN LN Equity,LGEN LN Equity,LGEN LN Equity,LGEN LN Equity
2010-02-16,31.759,32.882,31.759,32.728,24383696.0
2010-02-17,33.454,34.07,32.904,33.608,23874204.0
2010-02-18,33.63,33.74,33.212,33.52,20530508.0
2010-02-19,33.344,34.048,33.08,33.85,23397627.0
2010-02-20,33.344,34.048,33.08,33.85,23397627.0
2010-02-21,33.344,34.048,33.08,33.85,23397627.0
2010-02-22,34.026,34.268,33.498,33.806,11353600.0
2010-02-23,33.85,34.136,33.454,33.476,15892298.0
2010-02-24,33.454,33.938,33.454,33.74,12088075.0
2010-02-25,33.564,33.982,32.816,32.926,15155415.0
2010-02-26,33.168,34.114,33.168,33.96,19196013.0
2010-02-27,33.168,34.114,33.168,33.96,19196013.0
2010-02-28,33.168,34.114,33.168,33.96,19196013.0
2010-03-01,34.092,34.114,31.935,32.222,48695314.0
2010-03-02,32.332,32.596,31.539,32.244,32856560.0
2010-03-03,32.288,33.916,32.068,33.872,36837093.0
2010-03-04,33.784,33.828,33.344,33.498,22733568.0
2010-03-05,33.586,33.872,33.278,33.564,35718461.0
2010-03-06,33.586,33.872,33.278,33.564,35718461.0
2010-03-07,33.586,33.872,33.278,33.564,35718461.0
2010-03-08,33.894,34.599,33.652,34.467,38885260.0
2010-03-09,34.555,34.731,33.872,34.423,18232519.0
2010-03-10,34.555,35.105,34.312,35.039,19593438.0
2010-03-11,35.039,35.237,34.687,34.731,26238939.0
2010-03-12,34.731,35.765,34.731,35.259,31218755.0
2010-03-13,34.731,35.765,34.731,35.259,31218755.0
2010-03-14,34.731,35.765,34.731,35.259,31218755.0
2010-03-15,35.325,35.479,34.951,35.105,16122220.0
2010-03-16,35.171,36.447,35.105,36.249,24444217.0
2010-03-17,36.447,36.866,36.227,36.689,22988545.0
2010-03-18,36.844,37.284,36.359,36.513,21971239.0
2010-03-19,36.866,37.086,36.315,36.315,31324841.0
2010-03-20,36.866,37.086,36.315,36.315,31324841.0
2010-03-21,36.866,37.086,36.315,36.315,31324841.0
2010-03-22,36.029,36.359,35.369,35.787,17824690.0
2010-03-23,37.416,38.516,36.601,37.46,50693940.0
2010-03-24,38.186,38.186,36.932,37.394,22379309.0
2010-03-25,37.416,37.966,37.152,37.702,18906425.0
2010-03-26,37.68,38.054,37.042,37.482,19418741.0
2010-03-27,37.68,38.054,37.042,37.482,19418741.0
2010-03-28,37.68,38.054,37.042,37.482,19418741.0
2010-03-29,37.68,38.406,37.46,38.318,16493641.0
2010-03-30,38.626,39.0,38.318,38.736,29171106.0
2010-03-31,38.472,38.78,38.186,38.758,21597846.0
2010-04-01,38.78,39.066,38.494,39.066,13262160.0
2010-04-02,38.78,39.066,38.494,39.066,13262160.0
2010-04-03,38.78,39.066,38.494,39.066,13262160.0
2010-04-04,38.78,39.066,38.494,39.066,13262160.0
2010-04-05,38.78,39.066,38.494,39.066,13262160.0
2010-04-06,39.265,40.013,39.177,39.947,29776493.0
2010-04-07,39.749,40.013,39.507,39.925,20157952.0
2010-04-08,39.661,39.683,38.648,39.573,36481830.0
2010-04-09,39.815,39.925,39.441,39.859,22851836.0
2010-04-10,39.815,39.925,39.441,39.859,22851836.0
2010-04-11,39.815,39.925,39.441,39.859,22851836.0
2010-04-12,40.035,40.211,39.727,40.189,22137499.0
2010-04-13,40.497,41.245,40.321,41.157,45072376.0
2010-04-14,41.488,41.851,41.194,41.579,29960932.0
2010-04-15,41.783,42.237,41.398,42.214,29693793.0
2010-04-16,42.146,42.486,40.876,41.126,48701026.0
2010-04-17,42.146,42.486,40.876,41.126,48701026.0
2010-04-18,42.146,42.486,40.876,41.126,48701026.0
2010-04-19,40.808,41.375,40.559,40.854,19949825.0
2010-04-20,41.012,42.486,40.899,41.964,29070042.0
2010-04-21,42.259,42.441,41.262,41.375,18430962.0
2010-04-22,41.511,41.556,40.196,40.355,33364036.0
2010-04-23,40.559,41.012,40.083,40.377,16354626.0
2010-04-24,40.559,41.012,40.083,40.377,16354626.0
2010-04-25,40.559,41.012,40.083,40.377,16354626.0
2010-04-26,40.672,41.058,40.355,40.582,9081709.0
2010-04-27,40.4,40.604,38.609,38.609,23793274.0
2010-04-28,38.269,38.949,37.612,38.11,37643573.0
2010-04-29,38.133,39.289,38.088,39.108,26558805.0
2010-04-30,39.289,39.969,38.768,38.881,28257800.0
2010-05-01,39.289,39.969,38.768,38.881,28257800.0
2010-05-02,39.289,39.969,38.768,38.881,28257800.0
2010-05-03,39.289,39.969,38.768,38.881,28257800.0
2010-05-04,38.836,39.176,37.408,37.544,27190049.0
2010-05-05,38.36,38.428,36.659,36.773,30283407.0
2010-05-06,36.682,37.408,36.229,36.229,31313103.0
2010-05-07,35.14,36.138,33.553,34.279,47733166.0
2010-05-08,35.14,36.138,33.553,34.279,47733166.0
2010-05-09,35.14,36.138,33.553,34.279,47733166.0
2010-05-10,35.821,37.997,35.798,37.997,47785093.0
2010-05-11,37.385,37.68,36.274,36.773,27459585.0
2010-05-12,36.319,38.224,36.297,37.793,33864381.0
2010-05-13,37.997,38.156,37.113,37.68,16397340.0
2010-05-14,37.702,37.702,35.775,35.889,24548360.0
2010-05-15,37.702,37.702,35.775,35.889,24548360.0
2010-05-16,37.702,37.702,35.775,35.889,24548360.0
2010-05-17,35.39,36.093,35.14,35.254,19901949.0
2010-05-18,35.662,36.025,35.163,35.594,29809293.0
2010-05-19,34.959,35.186,33.871,34.12,25764552.0
2010-05-20,34.234,35.05,33.463,34.188,28717585.0
2010-05-21,33.984,34.506,33.077,34.007,34506769.0
2010-05-22,33.984,34.506,33.077,34.007,34506769.0
2010-05-23,33.984,34.506,33.077,34.007,34506769.0
2010-05-24,34.234,34.778,33.916,34.256,17991371.0
2010-05-25,33.077,33.372,32.692,32.783,22259466.0
2010-05-26,33.463,33.78,32.964,33.417,21648547.0
2010-05-27,33.621,35.957,33.621,35.889,27366362.0
2010-05-28,36.07,36.183,35.548,35.843,17685471.0
2010-05-29,36.07,36.183,35.548,35.843,17685471.0
2010-05-30,36.07,36.183,35.548,35.843,17685471.0
2010-05-31,36.07,36.183,35.548,35.843,17685471.0
2010-06-01,35.889,37.317,35.571,37.113,29831956.0
2010-06-02,36.977,37.362,36.093,36.115,25185359.0
2010-06-03,36.886,37.249,36.501,36.569,20631033.0
2010-06-04,36.75,36.909,34.959,35.254,19995585.0
2010-06-05,36.75,36.909,34.959,35.254,19995585.0
2010-06-06,36.75,36.909,34.959,35.254,19995585.0
2010-06-07,35.027,35.208,34.188,34.392,17164292.0
2010-06-08,34.438,34.551,33.735,34.302,12711204.0
2010-06-09,34.846,35.208,34.098,35.208,39709842.0
2010-06-10,34.846,36.523,34.483,36.297,32912354.0
2010-06-11,36.591,37.022,36.251,36.75,49003540.0
2010-06-12,36.591,37.022,36.251,36.75,49003540.0
2010-06-13,36.591,37.022,36.251,36.75,49003540.0
2010-06-14,37.34,37.748,36.977,37.702,14334099.0
2010-06-15,37.408,37.906,37.135,37.77,24326632.0
2010-06-16,38.088,38.292,37.453,37.929,21623489.0
2010-06-17,38.088,38.178,37.362,37.929,18766888.0
2010-06-18,38.178,38.473,37.952,38.292,24456768.0
2010-06-19,38.178,38.473,37.952,38.292,24456768.0
2010-06-20,38.178,38.473,37.952,38.292,24456768.0
2010-06-21,38.995,39.131,38.473,38.927,11631165.0
2010-06-22,38.518,38.677,37.521,38.473,27003583.0
2010-06-23,38.178,38.178,37.317,37.408,12176063.0
2010-06-24,37.838,37.838,36.863,36.931,19069341.0
2010-06-25,36.931,37.158,36.433,36.637,26355468.0
2010-06-26,36.931,37.158,36.433,36.637,26355468.0
2010-06-27,36.931,37.158,36.433,36.637,26355468.0
2010-06-28,37.022,37.045,36.161,36.75,11345290.0
2010-06-29,36.138,36.342,35.458,35.526,15592352.0
2010-06-30,35.435,35.707,35.231,35.662,27843005.0
2010-07-01,34.959,35.231,34.12,34.37,22369704.0
2010-07-02,34.619,34.868,33.939,34.392,29660516.0
2010-07-03,34.619,34.868,33.939,34.392,29660516.0
2010-07-04,34.619,34.868,33.939,34.392,29660516.0
2010-07-05,34.347,34.823,34.075,34.279,12196915.0
2010-07-06,34.324,35.775,34.324,35.73,23923772.0
2010-07-07,35.163,36.705,34.936,36.637,23085360.0
2010-07-08,37.249,38.224,36.977,38.02,18541446.0
2010-07-09,38.428,39.289,38.292,39.04,24290021.0
2010-07-10,38.428,39.289,38.292,39.04,24290021.0
2010-07-11,38.428,39.289,38.292,39.04,24290021.0
2010-07-12,39.72,39.72,38.586,38.79,11517568.0
2010-07-13,38.609,39.833,38.586,39.652,13852005.0
2010-07-14,39.901,39.901,39.131,39.607,20213489.0
2010-07-15,39.584,39.765,38.518,38.79,15037962.0
2010-07-16,38.722,39.516,38.088,38.133,33631959.0
2010-07-17,38.722,39.516,38.088,38.133,33631959.0
2010-07-18,38.722,39.516,38.088,38.133,33631959.0
2010-07-19,37.997,38.632,37.566,38.178,13819108.0
2010-07-20,38.405,38.7,38.02,38.405,16780872.0
2010-07-21,38.904,39.879,38.813,39.72,25580018.0
2010-07-22,39.607,40.876,39.335,40.876,19371709.0
2010-07-23,41.058,41.488,40.582,41.058,24475173.0
2010-07-24,41.058,41.488,40.582,41.058,24475173.0
2010-07-25,41.058,41.488,40.582,41.058,24475173.0
2010-07-26,41.466,41.919,41.284,41.919,16126187.0
2010-07-27,41.828,42.939,41.602,41.76,27188410.0
2010-07-28,41.987,42.554,40.899,41.692,17736403.0
2010-07-29,41.602,42.327,41.602,41.76,17147908.0
2010-07-30,41.828,42.35,40.491,40.604,28988987.0
2010-07-31,41.828,42.35,40.491,40.604,28988987.0
2010-08-01,41.828,42.35,40.491,40.604,28988987.0
2010-08-02,40.831,41.624,40.831,41.375,21033262.0
2010-08-03,41.375,41.42,40.264,41.171,31126250.0
2010-08-04,41.488,42.168,39.947,40.65,32903296.0
2010-08-05,40.99,41.216,40.377,40.468,25428302.0
2010-08-06,40.786,41.216,39.04,39.493,25987638.0
2010-08-07,40.786,41.216,39.04,39.493,25987638.0
2010-08-08,40.786,41.216,39.04,39.493,25987638.0
2010-08-09,39.901,41.148,39.788,40.922,19730153.0
2010-08-10,40.922,41.443,40.445,40.763,27482607.0
2010-08-11,40.241,40.468,39.448,39.743,39977954.0
2010-08-12,39.629,40.287,39.153,39.856,31332690.0
2010-08-13,40.105,41.375,40.105,41.148,25475498.0
2010-08-14,40.105,41.375,40.105,41.148,25475498.0
2010-08-15,40.105,41.375,40.105,41.148,25475498.0
2010-08-16,41.443,41.624,40.627,41.352,29186811.0
2010-08-17,41.33,42.282,41.194,42.282,24797156.0
2010-08-18,42.667,43.823,42.327,43.415,35048934.0
2010-08-19,43.846,43.982,42.599,42.622,26841777.0
2010-08-20,42.463,42.781,41.602,42.735,27359578.0
2010-08-21,42.463,42.781,41.602,42.735,27359578.0
2010-08-22,42.463,42.781,41.602,42.735,27359578.0
2010-08-23,42.962,43.869,42.713,43.302,14037866.0
2010-08-24,42.781,42.939,40.831,41.148,25681345.0
2010-08-25,41.262,41.624,40.241,40.536,17954150.0
2010-08-26,40.808,41.375,40.808,41.284,10197148.0
2010-08-27,41.284,42.055,40.786,41.942,15744467.0
2010-08-28,41.284,42.055,40.786,41.942,15744467.0
2010-08-29,41.284,42.055,40.786,41.942,15744467.0
2010-08-30,41.284,42.055,40.786,41.942,15744467.0
2010-08-31,41.352,42.1,40.967,42.01,16620981.0
2010-09-01,42.346,43.657,42.185,43.404,20870143.0
2010-09-02,43.381,44.025,43.151,43.795,16498565.0
2010-09-03,44.002,44.278,43.404,43.887,12241095.0
2010-09-04,44.002,44.278,43.404,43.887,12241095.0
2010-09-05,44.002,44.278,43.404,43.887,12241095.0
2010-09-06,44.163,44.255,43.519,43.588,9936709.0
2010-09-07,43.703,43.703,42.967,43.243,12645059.0
2010-09-08,43.197,43.726,42.645,43.519,10475905.0
2010-09-09,43.657,44.485,43.174,44.255,12847936.0
2010-09-10,44.462,45.244,43.956,44.945,16534026.0
2010-09-11,44.462,45.244,43.956,44.945,16534026.0
2010-09-12,44.462,45.244,43.956,44.945,16534026.0
2010-09-13,45.313,46.371,45.313,46.233,21909132.0
2010-09-14,46.463,48.303,45.98,47.015,34535372.0
2010-09-15,47.107,47.613,46.555,47.107,18656806.0
2010-09-16,47.199,47.337,46.279,46.647,15232916.0
2010-09-17,47.245,47.521,45.888,45.888,21168284.0
2010-09-18,47.245,47.521,45.888,45.888,21168284.0
2010-09-19,47.245,47.521,45.888,45.888,21168284.0
2010-09-20,46.141,46.739,45.957,46.739,10409673.0
2010-09-21,46.785,46.785,46.095,46.187,14625127.0
2010-09-22,46.417,46.647,45.497,46.187,18265044.0
2010-09-23,46.417,46.785,45.957,46.601,17503262.0
2010-09-24,46.509,47.567,45.773,47.383,20470587.0
2010-09-25,46.509,47.567,45.773,47.383,20470587.0
2010-09-26,46.509,47.567,45.773,47.383,20470587.0
2010-09-27,47.337,47.935,47.291,47.797,13060548.0
2010-09-28,47.613,48.027,47.015,47.797,13755545.0
2010-09-29,47.797,48.119,47.245,47.797,10728933.0
2010-09-30,47.613,48.625,47.291,47.613,16316581.0
2010-10-01,47.567,48.211,47.291,47.705,14406839.0
2010-10-02,47.567,48.211,47.291,47.705,14406839.0
2010-10-03,47.567,48.211,47.291,47.705,14406839.0
2010-10-04,47.797,47.889,46.693,46.923,9950573.0
2010-10-05,46.969,48.257,46.417,48.073,13578853.0
2010-10-06,48.303,48.993,48.165,48.717,10352518.0
2010-10-07,48.901,49.039,48.165,48.211,15888130.0
2010-10-08,48.027,48.257,47.199,47.659,9496312.0
2010-10-09,48.027,48.257,47.199,47.659,9496312.0
2010-10-10,48.027,48.257,47.199,47.659,9496312.0
2010-10-11,47.935,48.257,47.659,47.705,10230515.0
2010-10-12,47.245,47.613,46.877,47.521,9675705.0
2010-10-13,48.027,49.085,47.705,48.855,19236955.0
2010-10-14,48.763,49.453,47.981,48.349,19232826.0
2010-10-15,48.671,48.671,47.475,47.889,16699903.0
2010-10-16,48.671,48.671,47.475,47.889,16699903.0
2010-10-17,48.671,48.671,47.475,47.889,16699903.0
2010-10-18,47.613,48.717,47.613,48.625,9446805.0
2010-10-19,48.579,49.361,48.211,48.395,9742194.0
2010-10-20,48.119,48.303,47.751,48.073,7894789.0
2010-10-21,47.935,48.303,47.475,47.981,17722168.0
2010-10-22,47.981,48.211,47.107,47.705,10455123.0
2010-10-23,47.981,48.211,47.107,47.705,10455123.0
2010-10-24,47.981,48.211,47.107,47.705,10455123.0
2010-10-25,47.981,48.349,47.291,47.291,10717186.0
2010-10-26,46.923,47.015,45.819,46.693,16390405.0
2010-10-27,46.325,46.509,45.681,45.957,14587003.0
2010-10-28,46.233,46.785,45.842,46.141,10765704.0
2010-10-29,46.095,46.831,45.911,46.187,15004501.0
2010-10-30,46.095,46.831,45.911,46.187,15004501.0
2010-10-31,46.095,46.831,45.911,46.187,15004501.0
2010-11-01,46.463,47.291,45.911,46.095,11156224.0
2010-11-02,45.911,46.233,45.405,45.888,10053077.0
2010-11-03,46.279,46.325,45.543,45.796,13528082.0
2010-11-04,46.463,47.935,46.463,47.659,16485267.0
2010-11-05,47.705,48.257,47.475,47.521,10468228.0
2010-11-06,47.705,48.257,47.475,47.521,10468228.0
2010-11-07,47.705,48.257,47.475,47.521,10468228.0
2010-11-08,47.475,47.935,47.245,47.475,9850754.0
2010-11-09,46.693,47.935,46.693,47.153,10587120.0
2010-11-10,47.245,47.843,46.095,46.325,13095662.0
2010-11-11,46.555,46.555,44.968,45.658,24131936.0
2010-11-12,45.152,46.601,44.922,46.049,17466661.0
2010-11-13,45.152,46.601,44.922,46.049,17466661.0
2010-11-14,45.152,46.601,44.922,46.049,17466661.0
2010-11-15,45.727,46.003,45.129,45.704,10034883.0
2010-11-16,45.543,45.543,44.071,44.37,15772180.0
2010-11-17,44.186,45.198,44.025,44.761,19566828.0
2010-11-18,45.083,45.313,44.416,44.531,10306991.0
2010-11-19,44.692,44.876,43.772,44.876,21009642.0
2010-11-20,44.692,44.876,43.772,44.876,21009642.0
2010-11-21,44.692,44.876,43.772,44.876,21009642.0
2010-11-22,45.152,45.29,43.335,43.611,16708977.0
2010-11-23,43.427,43.657,41.978,42.001,28070846.0
2010-11-24,42.254,43.841,41.426,43.726,41934869.0
2010-11-25,43.013,44.853,42.944,44.623,24411271.0
2010-11-26,44.393,44.393,42.875,44.117,20132733.0
2010-11-27,44.393,44.393,42.875,44.117,20132733.0
2010-11-28,44.393,44.393,42.875,44.117,20132733.0
2010-11-29,44.347,44.83,43.105,43.243,22189980.0
2010-11-30,43.358,43.496,42.047,42.047,33356109.0
2010-12-01,42.53,44.002,42.438,43.519,16850849.0
2010-12-02,43.703,45.474,43.542,45.451,20406000.0
2010-12-03,45.336,45.543,44.232,45.175,14021466.0
2010-12-04,45.336,45.543,44.232,45.175,14021466.0
2010-12-05,45.336,45.543,44.232,45.175,14021466.0
2010-12-06,45.267,45.405,44.278,44.83,11370115.0
2010-12-07,44.876,45.267,44.646,45.06,9827125.0
2010-12-08,44.83,45.497,44.738,45.083,11808262.0
2010-12-09,45.543,46.325,45.267,45.727,15904679.0
2010-12-10,45.658,46.049,45.52,45.704,10698985.0
2010-12-11,45.658,46.049,45.52,45.704,10698985.0
2010-12-12,45.658,46.049,45.52,45.704,10698985.0
2010-12-13,45.773,45.819,45.336,45.428,8384890.0
2010-12-14,45.29,46.141,45.083,45.98,12422711.0
2010-12-15,45.796,46.095,45.198,45.704,11303515.0
2010-12-16,45.842,46.187,45.244,45.681,10822337.0
2010-12-17,46.095,46.187,45.428,45.635,19283450.0
2010-12-18,46.095,46.187,45.428,45.635,19283450.0
2010-12-19,46.095,46.187,45.428,45.635,19283450.0
2010-12-20,45.75,46.003,45.405,45.543,8452545.0
2010-12-21,45.773,45.957,45.405,45.474,7870295.0
2010-12-22,45.52,45.98,45.244,45.773,8888078.0
2010-12-23,46.003,46.095,45.589,45.589,5869425.0
2010-12-24,45.612,46.095,44.968,45.819,1208498.0
2010-12-25,45.612,46.095,44.968,45.819,1208498.0
2010-12-26,45.612,46.095,44.968,45.819,1208498.0
2010-12-27,45.612,46.095,44.968,45.819,1208498.0
2010-12-28,45.612,46.095,44.968,45.819,1208498.0
2010-12-29,45.704,46.003,45.29,45.428,3474125.0
2010-12-30,45.451,45.681,44.991,44.991,4126357.0
2010-12-31,45.221,45.405,44.508,44.508,2911357.0
2011-01-01,45.221,45.405,44.508,44.508,2911357.0
2011-01-02,45.221,45.405,44.508,44.508,2911357.0
2011-01-03,45.221,45.405,44.508,44.508,2911357.0
2011-01-04,44.623,46.371,44.209,46.095,19527623.0
2011-01-05,45.957,47.981,45.75,47.567,25411170.0
2011-01-06,47.521,48.441,47.337,48.073,14842211.0
2011-01-07,48.165,48.349,47.337,47.567,10014113.0
2011-01-08,48.165,48.349,47.337,47.567,10014113.0
2011-01-09,48.165,48.349,47.337,47.567,10014113.0
2011-01-10,47.199,47.337,46.555,47.153,15789075.0
2011-01-11,47.429,48.763,47.383,48.763,22058452.0
2011-01-12,48.625,50.327,48.579,50.143,26129983.0
2011-01-13,50.005,51.155,49.913,50.741,19384139.0
2011-01-14,50.879,50.879,50.097,50.603,12634626.0
2011-01-15,50.879,50.879,50.097,50.603,12634626.0
2011-01-16,50.879,50.879,50.097,50.603,12634626.0
2011-01-17,50.511,51.201,49.315,49.729,11552087.0
2011-01-18,49.683,51.155,49.683,51.109,18528982.0
2011-01-19,51.293,51.845,50.327,50.649,17547542.0
2011-01-20,50.373,50.971,49.959,50.419,18409717.0
2011-01-21,50.281,50.879,50.097,50.557,10948018.0
2011-01-22,50.281,50.879,50.097,50.557,10948018.0
2011-01-23,50.281,50.879,50.097,50.557,10948018.0
2011-01-24,50.465,50.925,50.005,50.787,7791187.0
2011-01-25,51.063,51.063,49.637,49.729,20460308.0
2011-01-26,50.005,50.879,50.005,50.373,19649479.0
2011-01-27,50.373,52.121,49.913,51.891,13435369.0
2011-01-28,51.615,52.581,51.293,52.075,19022829.0
2011-01-29,51.615,52.581,51.293,52.075,19022829.0
2011-01-30,51.615,52.581,51.293,52.075,19022829.0
2011-01-31,51.799,51.983,50.879,51.063,20451010.0
2011-02-01,51.523,54.007,51.109,53.455,35549579.0
2011-02-02,53.639,54.283,52.443,53.225,39362492.0
2011-02-03,53.133,53.731,52.719,53.087,14064968.0
2011-02-04,53.179,54.053,53.087,53.593,13330666.0
2011-02-05,53.179,54.053,53.087,53.593,13330666.0
2011-02-06,53.179,54.053,53.087,53.593,13330666.0
2011-02-07,53.317,54.467,53.317,54.375,15360278.0
2011-02-08,54.053,55.433,53.915,55.433,21592557.0
2011-02-09,55.479,56.399,55.203,55.985,28956078.0
2011-02-10,55.663,55.801,54.283,54.651,20755576.0
2011-02-11,54.697,56.998,54.191,56.445,35167853.0
2011-02-12,54.697,56.998,54.191,56.445,35167853.0
2011-02-13,54.697,56.998,54.191,56.445,35167853.0
2011-02-14,56.537,57.136,55.893,55.893,17398787.0
2011-02-15,56.123,57.044,55.203,55.571,16731013.0
2011-02-16,55.755,56.261,55.387,55.893,22435319.0
2011-02-17,55.663,56.123,55.479,55.801,22295552.0
2011-02-18,55.663,56.031,55.203,55.433,12257969.0
2011-02-19,55.663,56.031,55.203,55.433,12257969.0
2011-02-20,55.663,56.031,55.203,55.433,12257969.0
2011-02-21,55.019,55.801,54.559,54.835,12617064.0
2011-02-22,54.789,54.789,53.869,54.467,17557514.0
2011-02-23,54.191,54.973,53.639,54.053,27890606.0
2011-02-24,53.593,53.823,53.133,53.363,26150046.0
2011-02-25,53.087,54.237,52.673,54.099,12405313.0
2011-02-26,53.087,54.237,52.673,54.099,12405313.0
2011-02-27,53.087,54.237,52.673,54.099,12405313.0
2011-02-28,54.329,55.249,53.593,54.651,15414470.0
2011-03-01,54.927,54.973,53.869,54.191,29487943.0
2011-03-02,53.731,54.467,53.317,54.283,16802662.0
2011-03-03,54.743,55.571,54.053,55.571,16446042.0
2011-03-04,55.709,56.583,55.479,56.031,17469799.0
2011-03-05,55.709,56.583,55.479,56.031,17469799.0
2011-03-06,55.709,56.583,55.479,56.031,17469799.0
2011-03-07,55.893,56.906,55.433,55.939,15447375.0
2011-03-08,56.077,56.215,55.065,55.755,24606619.0
2011-03-09,55.801,56.215,55.571,56.169,16115848.0
2011-03-10,55.617,55.939,54.007,54.053,25975906.0
2011-03-11,53.731,53.731,52.673,52.995,16737145.0
2011-03-12,53.731,53.731,52.673,52.995,16737145.0
2011-03-13,53.731,53.731,52.673,52.995,16737145.0
2011-03-14,52.443,53.823,52.443,52.811,15828124.0
2011-03-15,51.983,52.535,50.925,51.477,49723312.0
2011-03-16,51.569,52.535,51.109,51.109,35721089.0
2011-03-17,51.983,52.213,49.775,50.925,42292348.0
2011-03-18,51.017,51.707,50.235,50.557,39824194.0
2011-03-19,51.017,51.707,50.235,50.557,39824194.0
2011-03-20,51.017,51.707,50.235,50.557,39824194.0
2011-03-21,51.477,52.673,51.247,52.167,18673253.0
2011-03-22,52.213,52.903,51.845,52.351,21208443.0
2011-03-23,52.213,52.995,51.845,52.949,16223947.0
2011-03-24,52.857,54.789,52.673,54.329,27022753.0
2011-03-25,54.743,54.743,53.639,53.915,12289479.0
2011-03-26,54.743,54.743,53.639,53.915,12289479.0
2011-03-27,54.743,54.743,53.639,53.915,12289479.0
2011-03-28,53.685,53.823,53.179,53.455,16135851.0
2011-03-29,53.547,54.007,53.087,53.593,13778141.0
2011-03-30,54.099,54.237,53.363,53.685,12320590.0
2011-03-31,53.823,53.869,52.903,52.995,18679214.0
2011-04-01,53.363,54.007,53.087,53.915,20501281.0
2011-04-02,53.363,54.007,53.087,53.915,20501281.0
2011-04-03,53.363,54.007,53.087,53.915,20501281.0
2011-04-04,53.777,54.513,53.639,54.053,11436601.0
2011-04-05,54.145,54.605,53.593,54.513,9816105.0
2011-04-06,54.743,56.169,54.283,55.617,17058204.0
2011-04-07,55.709,56.353,54.789,54.881,14085750.0
2011-04-08,55.341,55.985,55.203,55.709,6685160.0
2011-04-09,55.341,55.985,55.203,55.709,6685160.0
2011-04-10,55.341,55.985,55.203,55.709,6685160.0
2011-04-11,55.755,55.893,55.203,55.341,14089908.0
2011-04-12,54.881,55.433,54.881,55.295,19316909.0
2011-04-13,55.663,55.847,55.295,55.479,17475641.0
2011-04-14,55.295,55.571,54.927,55.111,13461258.0
2011-04-15,55.157,55.387,54.743,55.295,12320177.0
2011-04-16,55.157,55.387,54.743,55.295,12320177.0
2011-04-17,55.157,55.387,54.743,55.295,12320177.0
2011-04-18,55.341,55.341,53.455,53.639,16130719.0
2011-04-19,53.869,54.283,53.455,53.685,12025148.0
2011-04-20,54.595,55.543,54.453,54.88,13800563.0
2011-04-21,55.069,55.496,54.69,54.974,15158340.0
2011-04-22,55.069,55.496,54.69,54.974,15158340.0
