,GSK LN Equity,GSK LN Equity,GSK LN Equity,GSK LN Equity,GSK LN Equity
2010-02-08,586.39,596.87,586.39,594.189,10983054.0
2010-02-09,593.945,598.089,591.021,593.945,10212980.0
2010-02-10,596.666,599.14,590.977,591.719,7430500.0
2010-02-11,594.44,601.614,592.708,599.635,13378757.0
2010-02-12,602.603,615.219,599.14,608.046,13906051.0
2010-02-13,602.603,615.219,599.14,608.046,13906051.0
2010-02-14,602.603,615.219,599.14,608.046,13906051.0
2010-02-15,612.004,617.446,610.025,611.262,5557222.0
2010-02-16,614.23,616.456,610.025,614.23,7825446.0
2010-02-17,615.714,618.93,613.488,615.962,5863951.0
2010-02-18,616.209,618.188,614.725,615.219,5947273.0
2010-02-19,607.056,611.014,603.593,611.014,17319619.0
2010-02-20,607.056,611.014,603.593,611.014,17319619.0
2010-02-21,607.056,611.014,603.593,611.014,17319619.0
2010-02-22,607.798,610.025,592.461,595.43,11945605.0
2010-02-23,595.677,599.14,593.945,597.903,5936953.0
2010-02-24,597.656,601.119,596.914,596.914,6050966.0
2010-02-25,596.914,598.645,591.224,595.43,6644662.0
2010-02-26,598.645,602.356,596.419,600.624,12974230.0
2010-02-27,598.645,602.356,596.419,600.624,12974230.0
2010-02-28,598.645,602.356,596.419,600.624,12974230.0
2010-03-01,603.593,610.025,599.635,608.293,13428502.0
2010-03-02,609.283,615.962,609.035,615.962,7703206.0
2010-03-03,615.467,615.467,608.788,613.488,7041129.0
2010-03-04,618.188,618.188,611.756,615.962,5268569.0
2010-03-05,616.951,617.693,604.582,612.746,7913101.0
2010-03-06,616.951,617.693,604.582,612.746,7913101.0
2010-03-07,616.951,617.693,604.582,612.746,7913101.0
2010-03-08,613.735,614.477,604.582,611.509,5490147.0
2010-03-09,614.23,622.393,612.993,621.156,7705163.0
2010-03-10,623.135,623.135,614.725,620.909,5773707.0
2010-03-11,622.888,624.62,615.467,618.435,4882866.0
2010-03-12,619.425,620.909,613.488,614.972,7070612.0
2010-03-13,619.425,620.909,613.488,614.972,7070612.0
2010-03-14,619.425,620.909,613.488,614.972,7070612.0
2010-03-15,613.488,618.683,613.488,617.446,2996653.0
2010-03-16,618.435,619.425,610.519,612.993,5637037.0
2010-03-17,616.456,616.456,604.088,605.819,6529321.0
2010-03-18,613.488,629.815,611.509,629.32,16828313.0
2010-03-19,631.299,636.494,624.62,636.494,17800857.0
2010-03-20,631.299,636.494,624.62,636.494,17800857.0
2010-03-21,631.299,636.494,624.62,636.494,17800857.0
2010-03-22,635.999,643.173,632.783,640.204,7156335.0
2010-03-23,639.71,640.699,634.267,635.504,7115027.0
2010-03-24,634.762,643.42,634.762,639.71,5550677.0
2010-03-25,638.72,642.925,637.731,640.699,4930721.0
2010-03-26,637.978,639.957,628.578,630.804,6723086.0
2010-03-27,637.978,639.957,628.578,630.804,6723086.0
2010-03-28,637.978,639.957,628.578,630.804,6723086.0
2010-03-29,631.299,634.02,620.909,629.072,5350818.0
2010-03-30,630.062,630.309,621.899,625.114,4363993.0
2010-03-31,623.135,627.836,619.92,626.104,8201508.0
2010-04-01,626.846,630.557,619.177,621.899,5234044.0
2010-04-02,626.846,630.557,619.177,621.899,5234044.0
2010-04-03,626.846,630.557,619.177,621.899,5234044.0
2010-04-04,626.846,630.557,619.177,621.899,5234044.0
2010-04-05,626.846,630.557,619.177,621.899,5234044.0
2010-04-06,623.383,623.63,615.714,623.63,7990722.0
2010-04-07,625.857,633.773,621.404,630.557,7825921.0
2010-04-08,627.836,631.794,625.114,630.062,7164069.0
2010-04-09,630.062,633.773,627.341,627.836,6668691.0
2010-04-10,630.062,633.773,627.341,627.836,6668691.0
2010-04-11,630.062,633.773,627.341,627.836,6668691.0
2010-04-12,628.33,631.299,623.878,628.083,5022504.0
2010-04-13,626.351,634.762,626.104,630.804,5227996.0
2010-04-14,632.288,635.752,630.062,630.062,4829476.0
2010-04-15,629.32,632.288,628.33,629.32,4277878.0
2010-04-16,626.599,637.978,626.599,633.525,8901009.0
2010-04-17,626.599,637.978,626.599,633.525,8901009.0
2010-04-18,626.599,637.978,626.599,633.525,8901009.0
2010-04-19,630.804,635.752,627.588,632.783,4464767.0
2010-04-20,632.288,636.494,628.083,633.278,5305165.0
2010-04-21,633.773,635.504,623.135,623.878,6067676.0
2010-04-22,620.909,626.599,615.714,615.714,9429808.0
2010-04-23,616.456,618.435,612.498,612.498,7575968.0
2010-04-24,616.456,618.435,612.498,612.498,7575968.0
2010-04-25,616.456,618.435,612.498,612.498,7575968.0
2010-04-26,619.672,620.414,613.983,616.951,5714543.0
2010-04-27,613.735,618.188,600.624,600.624,9033513.0
2010-04-28,601.119,611.014,594.44,602.109,13179826.0
2010-04-29,601.367,608.046,598.398,603.593,8835024.0
2010-04-30,605.077,606.067,597.656,599.14,7657132.0
2010-05-01,605.077,606.067,597.656,599.14,7657132.0
2010-05-02,605.077,606.067,597.656,599.14,7657132.0
2010-05-03,605.077,606.067,597.656,599.14,7657132.0
2010-05-04,602.603,607.056,599.14,600.872,8120673.0
2010-05-05,603.377,604.629,596.864,597.365,6928471.0
2010-05-06,593.608,598.367,579.582,591.104,8185930.0
2010-05-07,576.326,592.106,570.064,575.324,16596068.0
2010-05-08,576.326,592.106,570.064,575.324,16596068.0
2010-05-09,576.326,592.106,570.064,575.324,16596068.0
2010-05-10,579.582,594.861,577.829,594.861,10614794.0
2010-05-11,588.849,597.115,586.345,593.358,5811738.0
2010-05-12,589.851,597.115,586.846,593.107,7018090.0
2010-05-13,594.36,600.872,593.608,600.121,3977789.0
2010-05-14,598.868,602.124,583.339,584.592,8538414.0
2010-05-15,598.868,602.124,583.339,584.592,8538414.0
2010-05-16,598.868,602.124,583.339,584.592,8538414.0
2010-05-17,581.085,594.61,581.085,591.104,6183242.0
2010-05-18,596.113,596.364,585.343,587.597,5750526.0
2010-05-19,583.84,592.607,579.332,589.851,9394147.0
2010-05-20,594.61,595.111,578.831,584.091,10804379.0
2010-05-21,580.584,583.089,562.801,570.816,15043172.0
2010-05-22,580.584,583.089,562.801,570.816,15043172.0
2010-05-23,580.584,583.089,562.801,570.816,15043172.0
2010-05-24,571.567,575.324,565.055,572.319,7952324.0
2010-05-25,559.545,566.808,558.042,560.547,9470127.0
2010-05-26,563.552,568.812,562.049,562.801,12434459.0
2010-05-27,563.552,570.565,561.298,569.563,7376029.0
2010-05-28,572.569,583.84,571.567,579.582,10106973.0
2010-05-29,572.569,583.84,571.567,579.582,10106973.0
2010-05-30,572.569,583.84,571.567,579.582,10106973.0
2010-05-31,572.569,583.84,571.567,579.582,10106973.0
2010-06-01,579.582,584.341,573.571,580.334,7771646.0
2010-06-02,580.334,591.855,576.827,591.855,10726333.0
2010-06-03,594.109,604.128,592.607,597.616,7146175.0
2010-06-04,596.113,600.621,586.846,588.599,5805194.0
2010-06-05,596.113,600.621,586.846,588.599,5805194.0
2010-06-06,596.113,600.621,586.846,588.599,5805194.0
2010-06-07,581.586,586.345,577.328,583.089,4260781.0
2010-06-08,581.335,584.842,574.823,579.582,7380648.0
2010-06-09,582.588,582.838,574.823,582.337,4194031.0
2010-06-10,578.33,588.098,578.33,582.838,7748042.0
2010-06-11,588.349,600.121,584.592,599.62,6986273.0
2010-06-12,588.349,600.121,584.592,599.62,6986273.0
2010-06-13,588.349,600.121,584.592,599.62,6986273.0
2010-06-14,601.373,606.132,597.616,601.373,4978264.0
2010-06-15,598.367,606.132,595.111,603.627,5567513.0
2010-06-16,607.134,614.898,602.124,613.145,16939273.0
2010-06-17,614.147,616.902,606.883,608.636,5210732.0
2010-06-18,608.136,609.137,596.113,599.119,18254729.0
2010-06-19,608.136,609.137,596.113,599.119,18254729.0
2010-06-20,608.136,609.137,596.113,599.119,18254729.0
2010-06-21,601.122,602.375,594.109,597.365,4998330.0
2010-06-22,594.36,601.122,592.106,595.362,5522416.0
2010-06-23,593.608,593.608,581.335,583.089,7159128.0
2010-06-24,586.595,587.597,577.078,584.842,6464655.0
2010-06-25,584.592,589.1,572.82,573.571,5334039.0
2010-06-26,584.592,589.1,572.82,573.571,5334039.0
2010-06-27,584.592,589.1,572.82,573.571,5334039.0
2010-06-28,573.821,576.827,566.808,572.82,7439074.0
2010-06-29,565.806,570.816,560.296,562.55,8765372.0
2010-06-30,567.81,573.571,564.053,572.569,10927528.0
2010-07-01,568.562,569.063,553.283,555.788,9392924.0
2010-07-02,558.042,558.793,552.031,555.287,8087281.0
2010-07-03,558.042,558.793,552.031,555.287,8087281.0
2010-07-04,558.042,558.793,552.031,555.287,8087281.0
2010-07-05,555.537,558.042,548.524,548.524,5546181.0
2010-07-06,550.778,562.55,545.018,562.55,8148162.0
2010-07-07,558.793,561.549,554.034,559.795,6133570.0
2010-07-08,562.049,572.068,560.046,572.068,7638259.0
2010-07-09,573.821,574.823,559.044,572.068,11868720.0
2010-07-10,573.821,574.823,559.044,572.068,11868720.0
2010-07-11,573.821,574.823,559.044,572.068,11868720.0
2010-07-12,571.317,580.584,569.313,578.58,6122151.0
2010-07-13,582.087,591.104,580.334,589.35,8986465.0
2010-07-14,591.354,591.855,586.345,591.855,7657947.0
2010-07-15,596.113,605.38,590.102,602.625,13882761.0
2010-07-16,605.13,608.636,594.861,594.861,8835916.0
2010-07-17,605.13,608.636,594.861,594.861,8835916.0
2010-07-18,605.13,608.636,594.861,594.861,8835916.0
2010-07-19,594.861,598.117,593.107,595.111,3011130.0
2010-07-20,597.866,597.866,587.096,587.848,5980041.0
2010-07-21,592.607,597.616,581.586,594.109,7932010.0
2010-07-22,592.607,604.378,590.352,602.876,4966654.0
2010-07-23,602.124,603.126,592.106,594.61,7557591.0
2010-07-24,602.124,603.126,592.106,594.61,7557591.0
2010-07-25,602.124,603.126,592.106,594.61,7557591.0
2010-07-26,596.113,596.364,580.334,587.096,8555671.0
2010-07-27,593.107,596.113,577.578,578.58,8705477.0
2010-07-28,583.656,585.939,575.028,575.789,6094911.0
2010-07-29,576.55,580.103,569.191,569.191,6877037.0
2010-07-30,568.176,571.221,562.847,563.862,8321359.0
2010-07-31,568.176,571.221,562.847,563.862,8321359.0
2010-08-01,568.176,571.221,562.847,563.862,8321359.0
2010-08-02,565.638,571.982,564.37,570.46,5938669.0
2010-08-03,571.729,577.819,569.445,577.819,6658257.0
2010-08-04,578.073,578.073,572.236,573.505,5424854.0
2010-08-05,573.759,578.073,571.475,574.52,5410232.0
2010-08-06,576.55,580.357,572.744,574.774,5870048.0
2010-08-07,576.55,580.357,572.744,574.774,5870048.0
2010-08-08,576.55,580.357,572.744,574.774,5870048.0
2010-08-09,577.819,585.432,574.266,584.671,4161252.0
2010-08-10,584.671,597.866,584.417,597.359,8707344.0
2010-08-11,594.314,596.598,591.015,591.522,6015561.0
2010-08-12,593.806,607.763,590.507,607.002,8806717.0
2010-08-13,612.585,622.735,608.778,621.466,15543715.0
2010-08-14,612.585,622.735,608.778,621.466,15543715.0
2010-08-15,612.585,622.735,608.778,621.466,15543715.0
2010-08-16,624.004,628.064,615.122,618.167,7231019.0
2010-08-17,618.167,620.959,614.868,617.66,7355006.0
2010-08-18,619.182,623.243,616.391,617.406,5262920.0
2010-08-19,618.929,618.929,602.942,604.21,9809197.0
2010-08-20,603.195,613.853,602.18,612.331,8108765.0
2010-08-21,603.195,613.853,602.18,612.331,8108765.0
2010-08-22,603.195,613.853,602.18,612.331,8108765.0
2010-08-23,613.346,623.243,613.092,622.989,5593815.0
2010-08-24,618.421,619.944,608.524,609.032,7386150.0
2010-08-25,609.032,613.6,605.987,611.823,6890666.0
2010-08-26,612.331,615.122,609.032,614.107,4329382.0
2010-08-27,613.853,622.989,612.838,621.974,4640530.0
2010-08-28,613.853,622.989,612.838,621.974,4640530.0
2010-08-29,613.853,622.989,612.838,621.974,4640530.0
2010-08-30,613.853,622.989,612.838,621.974,169896.0
2010-08-31,615.376,619.69,612.077,619.69,8250029.0
2010-09-01,621.72,638.976,620.197,638.976,13347090.0
2010-09-02,635.931,643.036,632.886,640.245,6444550.0
2010-09-03,641.767,647.096,637.2,643.797,6441190.0
2010-09-04,641.767,647.096,637.2,643.797,6441190.0
2010-09-05,641.767,647.096,637.2,643.797,6441190.0
2010-09-06,644.305,649.634,632.886,633.901,6052978.0
2010-09-07,634.916,640.245,630.856,639.484,4993995.0
2010-09-08,638.215,646.843,637.453,642.529,5059405.0
2010-09-09,641.006,647.096,638.215,647.096,5114586.0
2010-09-10,646.081,648.873,644.305,647.35,3864416.0
2010-09-11,646.081,648.873,644.305,647.35,3864416.0
2010-09-12,646.081,648.873,644.305,647.35,3864416.0
2010-09-13,646.843,653.694,644.813,650.903,5263557.0
2010-09-14,650.649,651.918,646.589,650.649,6232701.0
2010-09-15,650.649,652.679,646.589,651.41,4678901.0
2010-09-16,650.395,652.425,646.081,646.081,3354159.0
2010-09-17,651.41,658.262,645.574,646.589,11354678.0
2010-09-18,651.41,658.262,645.574,646.589,11354678.0
2010-09-19,651.41,658.262,645.574,646.589,11354678.0
2010-09-20,649.38,657.754,644.559,654.709,4497079.0
2010-09-21,655.217,658.262,650.649,650.649,4228514.0
2010-09-22,652.933,652.933,643.797,645.574,4284602.0
2010-09-23,650.903,653.694,629.079,638.976,15364105.0
2010-09-24,636.946,644.813,634.154,641.767,5877031.0
2010-09-25,636.946,644.813,634.154,641.767,5877031.0
2010-09-26,636.946,644.813,634.154,641.767,5877031.0
2010-09-27,645.066,647.604,641.767,645.828,6301049.0
2010-09-28,644.559,644.559,634.916,642.021,5826591.0
2010-09-29,640.245,645.574,631.617,634.916,5273852.0
2010-09-30,634.408,644.051,630.348,636.692,7708036.0
2010-10-01,634.154,642.021,633.647,635.677,4592350.0
2010-10-02,634.154,642.021,633.647,635.677,4592350.0
2010-10-03,634.154,642.021,633.647,635.677,4592350.0
2010-10-04,636.438,637.707,629.587,633.901,3755159.0
2010-10-05,634.408,645.574,632.632,644.305,6183961.0
2010-10-06,648.365,648.365,644.305,646.081,3998047.0
2010-10-07,648.111,659.785,646.081,658.008,11206622.0
2010-10-08,655.471,664.099,654.456,661.561,7808400.0
2010-10-09,655.471,664.099,654.456,661.561,7808400.0
2010-10-10,655.471,664.099,654.456,661.561,7808400.0
2010-10-11,662.322,665.114,658.008,659.023,7430661.0
2010-10-12,655.724,664.86,651.41,662.83,7094444.0
2010-10-13,664.86,670.95,663.591,669.174,9266598.0
2010-10-14,671.204,671.965,659.531,661.053,8540318.0
2010-10-15,659.785,661.561,651.157,653.694,8356595.0
2010-10-16,659.785,661.561,651.157,653.694,8356595.0
2010-10-17,659.785,661.561,651.157,653.694,8356595.0
2010-10-18,655.724,664.099,652.172,661.815,5186927.0
2010-10-19,659.785,662.068,653.948,655.978,7935016.0
2010-10-20,652.172,657.754,649.634,655.724,5348717.0
2010-10-21,649.634,658.77,637.707,647.096,16521274.0
2010-10-22,650.142,652.425,644.813,649.888,7339783.0
2010-10-23,650.142,652.425,644.813,649.888,7339783.0
2010-10-24,650.142,652.425,644.813,649.888,7339783.0
2010-10-25,652.425,659.277,648.111,653.187,5537600.0
2010-10-26,651.157,653.948,641.006,642.021,5101696.0
2010-10-27,638.68,645.362,635.853,639.708,8822666.0
2010-10-28,639.451,642.278,633.026,633.797,5985037.0
2010-10-29,634.825,635.853,627.628,627.628,7955254.0
2010-10-30,634.825,635.853,627.628,627.628,7955254.0
2010-10-31,634.825,635.853,627.628,627.628,7955254.0
2010-11-01,628.913,632.511,625.572,629.17,6207950.0
2010-11-02,627.114,632.768,626.6,627.371,4931730.0
2010-11-03,629.941,629.941,621.46,623.259,6148742.0
2010-11-04,627.371,635.082,623.516,630.969,11278461.0
2010-11-05,635.596,648.703,632.254,648.703,11079294.0
2010-11-06,635.596,648.703,632.254,648.703,11079294.0
2010-11-07,635.596,648.703,632.254,648.703,11079294.0
2010-11-08,647.675,651.273,644.334,644.591,4245035.0
2010-11-09,645.876,646.647,634.825,635.082,5465518.0
2010-11-10,637.138,640.736,630.712,636.367,8320423.0
2010-11-11,635.853,635.853,630.455,631.997,7696827.0
2010-11-12,631.226,633.026,625.315,628.656,6496246.0
2010-11-13,631.226,633.026,625.315,628.656,6496246.0
2010-11-14,631.226,633.026,625.315,628.656,6496246.0
2010-11-15,628.913,630.969,624.03,628.142,5503714.0
2010-11-16,628.399,631.74,623.259,623.773,8507768.0
2010-11-17,633.797,640.479,629.941,638.937,9449569.0
2010-11-18,642.021,648.189,639.451,646.39,8058665.0
2010-11-19,648.703,649.731,638.166,643.306,5861311.0
2010-11-20,648.703,649.731,638.166,643.306,5861311.0
2010-11-21,648.703,649.731,638.166,643.306,5861311.0
2010-11-22,646.647,650.245,639.708,641.25,6625118.0
2010-11-23,637.909,641.507,630.198,630.198,4952920.0
2010-11-24,633.54,634.568,625.058,633.026,7079358.0
2010-11-25,633.283,639.965,631.483,638.937,2653350.0
2010-11-26,636.11,648.96,634.568,647.932,4653850.0
2010-11-27,636.11,648.96,634.568,647.932,4653850.0
2010-11-28,636.11,648.96,634.568,647.932,4653850.0
2010-11-29,647.675,651.016,629.427,629.427,8063755.0
2010-11-30,634.568,636.881,623.002,623.002,10956243.0
2010-12-01,630.198,634.568,621.46,632.768,7649040.0
2010-12-02,633.026,638.423,626.857,638.166,6062829.0
2010-12-03,639.708,642.792,633.54,633.54,5802808.0
2010-12-04,639.708,642.792,633.54,633.54,5802808.0
2010-12-05,639.708,642.792,633.54,633.54,5802808.0
2010-12-06,632.511,636.11,629.427,635.853,3740947.0
2010-12-07,637.909,641.25,634.825,638.423,5973300.0
2010-12-08,637.652,643.82,636.624,640.736,4281319.0
2010-12-09,641.764,643.563,639.451,640.736,3331292.0
2010-12-10,641.507,646.133,637.652,642.535,4752804.0
2010-12-11,641.507,646.133,637.652,642.535,4752804.0
2010-12-12,641.507,646.133,637.652,642.535,4752804.0
2010-12-13,644.591,646.904,643.049,644.077,5133444.0
2010-12-14,644.848,647.675,641.764,646.39,4716951.0
2010-12-15,643.82,654.872,643.049,652.302,7748210.0
2010-12-16,652.816,660.012,652.559,653.587,6131100.0
2010-12-17,656.414,656.414,647.932,650.502,10243926.0
2010-12-18,656.414,656.414,647.932,650.502,10243926.0
2010-12-19,656.414,656.414,647.932,650.502,10243926.0
2010-12-20,649.731,657.699,647.418,649.217,2983175.0
2010-12-21,648.446,651.016,641.25,645.619,7144263.0
2010-12-22,646.39,649.731,641.507,647.675,4168002.0
2010-12-23,648.703,650.759,646.647,648.703,3240663.0
2010-12-24,651.531,656.414,645.362,656.414,633485.0
2010-12-25,651.531,656.414,645.362,656.414,633485.0
2010-12-26,651.531,656.414,645.362,656.414,633485.0
2010-12-27,651.531,656.414,645.362,656.414,633485.0
2010-12-28,651.531,656.414,645.362,656.414,633485.0
2010-12-29,665.666,665.666,646.133,650.759,2697715.0
2010-12-30,650.502,652.045,647.161,647.161,2306726.0
2010-12-31,644.077,647.932,636.881,637.395,2842659.0
2011-01-01,644.077,647.932,636.881,637.395,2842659.0
2011-01-02,644.077,647.932,636.881,637.395,2842659.0
2011-01-03,644.077,647.932,636.881,637.395,2842659.0
2011-01-04,655.386,655.386,643.82,652.559,7758748.0
2011-01-05,655.643,655.9,641.764,643.563,8162542.0
2011-01-06,643.563,646.39,639.708,642.278,8079012.0
2011-01-07,642.792,644.591,636.367,636.624,4840307.0
2011-01-08,642.792,644.591,636.367,636.624,4840307.0
2011-01-09,642.792,644.591,636.367,636.624,4840307.0
2011-01-10,635.596,640.222,633.797,634.311,4011901.0
2011-01-11,632.768,636.367,627.885,629.427,8128569.0
2011-01-12,632.254,635.853,628.142,631.74,7031894.0
2011-01-13,633.797,635.339,626.343,629.941,4545701.0
2011-01-14,631.226,633.283,625.829,629.684,5371453.0
2011-01-15,631.226,633.283,625.829,629.684,5371453.0
2011-01-16,631.226,633.283,625.829,629.684,5371453.0
2011-01-17,630.969,638.166,615.806,619.404,11580133.0
2011-01-18,612.464,616.834,598.843,607.324,16995481.0
2011-01-19,608.352,617.091,607.838,612.207,11408981.0
2011-01-20,609.123,610.922,591.389,591.903,11807629.0
2011-01-21,594.987,598.072,591.389,594.216,9217943.0
2011-01-22,594.987,598.072,591.389,594.216,9217943.0
2011-01-23,594.987,598.072,591.389,594.216,9217943.0
2011-01-24,597.301,607.324,594.216,606.296,6691681.0
2011-01-25,606.039,606.81,597.558,600.128,6905382.0
2011-01-26,601.413,609.123,599.1,604.754,7018952.0
2011-01-27,603.983,605.525,599.614,602.955,5697689.0
2011-01-28,600.128,600.385,582.651,587.791,11318726.0
2011-01-29,600.128,600.385,582.651,587.791,11318726.0
2011-01-30,600.128,600.385,582.651,587.791,11318726.0
2011-01-31,586.506,589.076,579.824,580.081,7946442.0
2011-02-01,581.366,589.59,577.253,589.333,8607362.0
2011-02-02,591.389,592.417,579.567,579.567,9451242.0
2011-02-03,582.908,603.726,578.796,600.385,15927384.0
2011-02-04,606.553,606.81,598.843,601.927,5838210.0
2011-02-05,606.553,606.81,598.843,601.927,5838210.0
2011-02-06,606.553,606.81,598.843,601.927,5838210.0
2011-02-07,604.24,614.263,601.927,611.179,8140586.0
2011-02-08,616.32,617.091,610.922,616.32,8653508.0
2011-02-09,620.237,621.543,610.575,613.186,7626036.0
2011-02-10,616.32,616.581,607.702,611.358,6887618.0
2011-02-11,612.664,617.103,610.313,614.231,5769828.0
2011-02-12,612.664,617.103,610.313,614.231,5769828.0
2011-02-13,612.664,617.103,610.313,614.231,5769828.0
2011-02-14,614.231,617.626,609.53,613.447,3589511.0
2011-02-15,617.364,619.193,610.313,613.447,6339481.0
2011-02-16,615.798,619.715,612.664,616.32,4363737.0
2011-02-17,616.842,619.193,610.836,619.193,4779805.0
2011-02-18,618.931,626.766,613.447,626.766,4805442.0
2011-02-19,618.931,626.766,613.447,626.766,4805442.0
2011-02-20,618.931,626.766,613.447,626.766,4805442.0
2011-02-21,627.288,634.339,624.416,624.416,4533426.0
2011-02-22,624.416,624.938,613.708,614.231,4604812.0
2011-02-23,614.231,617.103,610.052,616.32,4242075.0
2011-02-24,610.836,615.798,606.918,615.275,6007061.0
2011-02-25,618.67,619.715,611.619,616.32,3097654.0
2011-02-26,618.67,619.715,611.619,616.32,3097654.0
2011-02-27,618.67,619.715,611.619,616.32,3097654.0
2011-02-28,616.32,621.021,613.447,616.842,7957547.0
2011-03-01,616.32,620.498,611.097,612.141,5861994.0
2011-03-02,609.269,610.575,605.351,605.351,5951868.0
2011-03-03,605.874,610.575,603.001,609.008,5387466.0
2011-03-04,613.186,621.282,611.358,611.88,6945847.0
2011-03-05,613.186,621.282,611.358,611.88,6945847.0
2011-03-06,613.186,621.282,611.358,611.88,6945847.0
2011-03-07,611.88,621.804,609.008,612.664,5809683.0
2011-03-08,612.664,617.103,610.052,615.798,5531134.0
2011-03-09,618.67,624.154,616.32,618.409,6657339.0
2011-03-10,624.154,628.594,617.626,620.237,11989486.0
2011-03-11,617.887,625.983,617.103,624.154,8411077.0
2011-03-12,617.887,625.983,617.103,624.154,8411077.0
2011-03-13,617.887,625.983,617.103,624.154,8411077.0
2011-03-14,621.804,625.721,619.193,619.715,7121072.0
2011-03-15,611.88,614.753,601.695,605.874,10704479.0
2011-03-16,604.829,608.224,594.644,594.644,10876911.0
2011-03-17,597.778,604.307,588.899,604.307,10066613.0
2011-03-18,602.74,604.829,596.472,596.472,21742698.0
2011-03-19,602.74,604.829,596.472,596.472,21742698.0
2011-03-20,602.74,604.829,596.472,596.472,21742698.0
2011-03-21,597.778,604.307,594.644,602.74,6649214.0
2011-03-22,603.523,607.702,600.912,602.218,8790153.0
2011-03-23,599.606,606.918,599.606,602.479,4594719.0
2011-03-24,599.867,607.18,599.606,605.874,3999850.0
2011-03-25,609.53,615.014,607.441,613.186,6444831.0
2011-03-26,609.53,615.014,607.441,613.186,6444831.0
2011-03-27,609.53,615.014,607.441,613.186,6444831.0
2011-03-28,615.014,619.454,613.708,616.581,4648630.0
2011-03-29,617.887,618.67,613.97,618.409,5017607.0
2011-03-30,621.282,625.983,619.976,624.154,3801262.0
2011-03-31,624.154,628.333,620.759,621.282,8479587.0
2011-04-01,624.416,628.594,620.498,627.027,6561977.0
2011-04-02,624.416,628.594,620.498,627.027,6561977.0
2011-04-03,624.416,628.594,620.498,627.027,6561977.0
2011-04-04,625.199,639.824,624.677,635.906,10537675.0
2011-04-05,636.69,640.346,633.034,635.906,6957398.0
2011-04-06,635.645,637.212,632.511,633.556,4510358.0
2011-04-07,635.123,639.301,634.078,635.384,5973734.0
2011-04-08,637.212,642.174,635.645,637.212,5921660.0
2011-04-09,637.212,642.174,635.645,637.212,5921660.0
2011-04-10,637.212,642.174,635.645,637.212,5921660.0
2011-04-11,638.779,643.48,635.384,639.824,4313344.0
2011-04-12,639.562,646.091,637.734,644.524,5995665.0
2011-04-13,647.136,653.404,645.047,650.792,6170860.0
2011-04-14,649.225,652.098,645.047,648.18,5266376.0
2011-04-15,650.009,659.41,649.225,657.321,7393077.0
2011-04-16,650.009,659.41,649.225,657.321,7393077.0
2011-04-17,650.009,659.41,649.225,657.321,7393077.0
2011-04-18,657.06,658.365,646.875,648.18,5505738.0
2011-04-19,649.486,652.62,645.569,647.919,3881966.0
2011-04-20,652.62,661.76,652.62,660.716,4505105.0
2011-04-21,662.805,663.327,652.098,652.359,5185487.0
2011-04-22,662.805,663.327,652.098,652.359,5185487.0
2011-04-23,662.805,663.327,652.098,652.359,5185487.0
