,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity,MNDI LN Equity
2013-12-23,684.494,693.814,680.352,692.433,727146.0
2013-12-24,689.672,697.266,684.494,692.433,121086.0
2013-12-25,689.672,697.266,684.494,692.433,121086.0
2013-12-26,689.672,697.266,684.494,692.433,121086.0
2013-12-27,688.981,710.382,687.255,708.311,636056.0
2013-12-28,688.981,710.382,687.255,708.311,636056.0
2013-12-29,688.981,710.382,687.255,708.311,636056.0
2013-12-30,709.002,726.951,707.621,719.357,1112102.0
2013-12-31,720.738,725.57,717.286,722.119,215597.0
2014-01-01,720.738,725.57,717.286,722.119,215597.0
2014-01-02,726.261,729.022,712.454,721.428,1079611.0
2014-01-03,719.357,720.738,708.311,708.311,915575.0
2014-01-04,719.357,720.738,708.311,708.311,915575.0
2014-01-05,719.357,720.738,708.311,708.311,915575.0
2014-01-06,705.55,712.454,700.027,702.098,1714508.0
2014-01-07,704.169,709.002,698.646,699.337,874934.0
2014-01-08,700.027,704.169,691.052,692.433,736186.0
2014-01-09,690.362,691.743,674.829,676.9,1112890.0
2014-01-10,679.661,696.575,678.626,691.743,1401027.0
2014-01-11,679.661,696.575,678.626,691.743,1401027.0
2014-01-12,679.661,696.575,678.626,691.743,1401027.0
2014-01-13,693.814,708.311,693.814,706.931,754943.0
2014-01-14,700.027,708.311,692.433,705.55,1916218.0
2014-01-15,707.621,720.048,704.169,720.048,2694849.0
2014-01-16,722.809,722.809,700.027,700.027,1178032.0
2014-01-17,703.479,706.931,693.814,698.646,931286.0
2014-01-18,703.479,706.931,693.814,698.646,931286.0
2014-01-19,703.479,706.931,693.814,698.646,931286.0
2014-01-20,696.575,699.337,690.017,691.052,803178.0
2014-01-21,692.433,695.885,683.804,685.529,2824398.0
2014-01-22,688.291,691.052,667.925,668.961,1549674.0
2014-01-23,668.616,679.661,668.616,675.864,1475808.0
2014-01-24,675.864,680.007,645.834,646.179,1661835.0
2014-01-25,675.864,680.007,645.834,646.179,1661835.0
2014-01-26,675.864,680.007,645.834,646.179,1661835.0
2014-01-27,645.143,646.869,625.468,630.3,1759102.0
2014-01-28,630.3,640.656,629.955,636.514,1819667.0
2014-01-29,643.417,648.25,628.92,640.656,2844026.0
2014-01-30,641.346,643.072,633.752,640.311,2768137.0
2014-01-31,636.859,641.691,624.087,637.204,1817389.0
2014-02-01,636.859,641.691,624.087,637.204,1817389.0
2014-02-02,636.859,641.691,624.087,637.204,1817389.0
2014-02-03,636.859,642.037,632.372,633.062,1641120.0
2014-02-04,628.229,642.037,625.468,639.275,1900244.0
2014-02-05,636.514,651.357,630.991,648.595,2809260.0
2014-02-06,652.392,655.844,641.001,653.082,1694252.0
2014-02-07,656.534,667.58,652.392,663.093,1511092.0
2014-02-08,656.534,667.58,652.392,663.093,1511092.0
2014-02-09,656.534,667.58,652.392,663.093,1511092.0
2014-02-10,663.783,668.616,659.986,667.58,1593911.0
2014-02-11,670.687,677.935,666.89,675.174,2282871.0
2014-02-12,678.971,691.743,676.9,682.078,1978109.0
2014-02-13,676.9,680.007,662.747,676.21,2024665.0
2014-02-14,684.149,711.073,682.078,709.692,2571468.0
2014-02-15,684.149,711.073,682.078,709.692,2571468.0
2014-02-16,684.149,711.073,682.078,709.692,2571468.0
2014-02-17,712.454,718.667,705.55,706.24,908461.0
2014-02-18,708.311,715.905,696.575,714.525,1807912.0
2014-02-19,711.073,729.022,702.788,726.261,4030997.0
2014-02-20,711.073,722.809,707.621,721.428,2851869.0
2014-02-21,722.809,724.88,712.454,723.499,2775505.0
2014-02-22,722.809,724.88,712.454,723.499,2775505.0
2014-02-23,722.809,724.88,712.454,723.499,2775505.0
2014-02-24,720.048,723.499,718.667,723.499,1635977.0
2014-02-25,722.119,726.951,718.667,725.57,2912199.0
2014-02-26,724.88,734.545,717.976,719.357,893539.0
2014-02-27,717.286,722.119,702.788,714.525,1224012.0
2014-02-28,730.403,758.708,717.976,756.637,3283099.0
2014-03-01,730.403,758.708,717.976,756.637,3283099.0
2014-03-02,730.403,758.708,717.976,756.637,3283099.0
2014-03-03,743.52,749.043,739.378,741.449,2757141.0
2014-03-04,748.352,759.398,740.068,755.946,2985844.0
2014-03-05,753.185,755.256,746.972,752.495,1326323.0
2014-03-06,753.875,764.231,753.875,764.231,2130887.0
2014-03-07,763.54,768.373,751.804,753.185,2132761.0
2014-03-08,763.54,768.373,751.804,753.185,2132761.0
2014-03-09,763.54,768.373,751.804,753.185,2132761.0
2014-03-10,759.398,776.657,749.043,755.256,1816427.0
2014-03-11,756.637,767.682,750.423,753.185,1601411.0
2014-03-12,749.043,762.85,744.901,760.779,2110534.0
2014-03-13,763.54,763.54,737.307,737.307,1628809.0
2014-03-14,730.403,742.829,723.499,738.687,2069699.0
2014-03-15,730.403,742.829,723.499,738.687,2069699.0
2014-03-16,730.403,742.829,723.499,738.687,2069699.0
2014-03-17,738.687,757.327,738.687,748.352,1227089.0
2014-03-18,746.972,753.875,733.164,745.591,1366406.0
2014-03-19,747.662,749.733,737.997,739.378,1297725.0
2014-03-20,733.855,735.926,715.215,725.57,1627222.0
2014-03-21,724.19,733.855,714.525,714.525,3686573.0
2014-03-22,724.19,733.855,714.525,714.525,3686573.0
2014-03-23,724.19,733.855,714.525,714.525,3686573.0
2014-03-24,713.144,723.499,699.337,721.428,1832299.0
2014-03-25,720.738,737.307,716.596,735.926,1172231.0
2014-03-26,736.616,755.946,735.926,743.52,1191194.0
2014-03-27,740.068,743.52,717.976,719.357,1521803.0
2014-03-28,722.809,733.855,706.24,708.311,1969122.0
2014-03-29,722.809,733.855,706.24,708.311,1969122.0
2014-03-30,722.809,733.855,706.24,708.311,1969122.0
2014-03-31,709.692,732.474,709.692,724.19,2282261.0
2014-04-01,727.642,729.713,711.073,718.667,1521477.0
2014-04-02,720.738,742.139,720.048,740.758,1499227.0
2014-04-03,743.52,743.52,725.57,727.642,866107.0
2014-04-04,727.642,752.495,727.642,747.662,897802.0
2014-04-05,727.642,752.495,727.642,747.662,897802.0
2014-04-06,727.642,752.495,727.642,747.662,897802.0
2014-04-07,740.758,744.21,722.119,722.809,1006386.0
2014-04-08,724.88,730.403,694.504,695.194,2530849.0
2014-04-09,698.646,710.382,696.575,707.621,1290229.0
2014-04-10,710.382,717.286,704.169,704.169,1257713.0
2014-04-11,696.575,698.646,683.113,689.326,1544799.0
2014-04-12,696.575,698.646,683.113,689.326,1544799.0
2014-04-13,696.575,698.646,683.113,689.326,1544799.0
2014-04-14,683.804,684.149,667.925,683.458,986965.0
2014-04-15,684.149,686.565,664.128,665.164,1049313.0
2014-04-16,676.555,681.042,668.27,680.007,1151385.0
2014-04-17,678.971,695.194,675.174,693.123,1296292.0
2014-04-18,678.971,695.194,675.174,693.123,1296292.0
2014-04-19,678.971,695.194,675.174,693.123,1296292.0
2014-04-20,678.971,695.194,675.174,693.123,1296292.0
2014-04-21,678.971,695.194,675.174,693.123,1296292.0
2014-04-22,691.743,700.717,691.052,693.123,912585.0
2014-04-23,695.02,705.252,694.315,703.135,1299338.0
2014-04-24,705.604,719.011,705.604,707.016,1545199.0
2014-04-25,704.546,709.132,687.964,690.434,851096.0
2014-04-26,704.546,709.132,687.964,690.434,851096.0
2014-04-27,704.546,709.132,687.964,690.434,851096.0
2014-04-28,694.668,694.668,678.439,683.731,899522.0
2014-04-29,685.495,691.492,682.672,686.2,1028003.0
2014-04-30,685.142,695.02,682.672,693.256,912591.0
2014-05-01,693.962,698.196,689.728,693.256,503682.0
2014-05-02,691.845,693.256,677.027,686.906,1545626.0
2014-05-03,691.845,693.256,677.027,686.906,1545626.0
2014-05-04,691.845,693.256,677.027,686.906,1545626.0
2014-05-05,691.845,693.256,677.027,686.906,21818.0
2014-05-06,688.67,697.49,683.731,695.02,1417468.0
2014-05-07,695.726,713.366,690.787,699.96,1117996.0
2014-05-08,704.193,719.717,702.076,714.777,1477495.0
2014-05-09,715.483,718.305,709.838,716.894,726273.0
2014-05-10,715.483,718.305,709.838,716.894,726273.0
2014-05-11,715.483,718.305,709.838,716.894,726273.0
2014-05-12,721.128,735.945,721.128,733.829,1045032.0
2014-05-13,737.357,740.179,727.478,727.478,860776.0
2014-05-14,733.829,758.525,733.829,736.651,1254887.0
2014-05-15,737.357,740.179,711.249,712.66,1160292.0
2014-05-16,714.072,717.6,690.787,702.076,1864695.0
2014-05-17,714.072,717.6,690.787,702.076,1864695.0
2014-05-18,714.072,717.6,690.787,702.076,1864695.0
2014-05-19,704.193,723.95,699.96,721.833,2347392.0
2014-05-20,722.539,726.067,719.011,723.95,729554.0
2014-05-21,721.833,735.24,716.188,735.24,684877.0
2014-05-22,738.768,743.707,733.829,742.296,630122.0
2014-05-23,744.413,765.581,742.296,762.053,1090994.0
2014-05-24,744.413,765.581,742.296,762.053,1090994.0
2014-05-25,744.413,765.581,742.296,762.053,1090994.0
2014-05-26,744.413,765.581,742.296,762.053,1090994.0
2014-05-27,762.758,766.992,758.525,765.581,1465285.0
2014-05-28,765.581,769.109,757.819,769.109,824452.0
2014-05-29,768.403,771.226,762.053,764.17,425155.0
2014-05-30,763.464,763.464,754.291,755.702,826046.0
2014-05-31,763.464,763.464,754.291,755.702,826046.0
2014-06-01,763.464,763.464,754.291,755.702,826046.0
2014-06-02,757.114,762.053,752.174,759.936,1186286.0
2014-06-03,760.642,763.464,753.586,758.525,1665407.0
2014-06-04,757.819,774.048,756.408,772.637,857199.0
2014-06-05,772.637,781.81,768.403,774.048,2161676.0
2014-06-06,774.754,794.511,774.754,792.394,853846.0
2014-06-07,774.754,794.511,774.754,792.394,853846.0
2014-06-08,774.754,794.511,774.754,792.394,853846.0
2014-06-09,793.805,804.389,782.515,789.571,1731609.0
2014-06-10,789.571,789.571,768.403,774.048,1363013.0
2014-06-11,774.048,774.048,752.174,752.88,1922535.0
2014-06-12,752.88,757.819,747.941,757.114,1251656.0
2014-06-13,754.997,754.997,729.595,746.529,1437141.0
2014-06-14,754.997,754.997,729.595,746.529,1437141.0
2014-06-15,754.997,754.997,729.595,746.529,1437141.0
2014-06-16,742.296,749.352,735.24,740.885,581876.0
2014-06-17,743.707,752.88,739.473,745.824,885668.0
2014-06-18,748.646,757.819,745.118,754.997,896991.0
2014-06-19,764.17,775.459,762.758,772.637,1331360.0
2014-06-20,773.342,779.693,771.226,774.048,1399816.0
2014-06-21,773.342,779.693,771.226,774.048,1399816.0
2014-06-22,773.342,779.693,771.226,774.048,1399816.0
2014-06-23,778.282,778.987,770.52,776.165,1065593.0
2014-06-24,778.282,780.398,771.226,771.226,1147604.0
2014-06-25,766.992,774.048,757.819,762.758,1037679.0
2014-06-26,766.992,767.698,757.819,763.464,548816.0
2014-06-27,762.758,765.581,748.646,756.408,910266.0
2014-06-28,762.758,765.581,748.646,756.408,910266.0
2014-06-29,762.758,765.581,748.646,756.408,910266.0
2014-06-30,753.586,757.114,745.824,749.352,1193032.0
2014-07-01,754.291,754.997,747.941,752.88,1029537.0
2014-07-02,753.586,757.114,749.352,751.469,4764860.0
2014-07-03,751.469,762.758,745.824,757.114,1296499.0
2014-07-04,757.114,757.114,746.529,747.235,435581.0
2014-07-05,757.114,757.114,746.529,747.235,435581.0
2014-07-06,757.114,757.114,746.529,747.235,435581.0
2014-07-07,745.824,747.941,734.534,736.651,755273.0
2014-07-08,741.59,741.59,726.067,727.478,1474177.0
2014-07-09,727.478,727.478,717.6,723.245,928086.0
2014-07-10,726.773,726.773,705.252,712.66,1562297.0
2014-07-11,715.483,727.478,713.366,722.539,1289744.0
2014-07-12,715.483,727.478,713.366,722.539,1289744.0
2014-07-13,715.483,727.478,713.366,722.539,1289744.0
2014-07-14,727.478,731.006,723.245,728.889,626109.0
2014-07-15,728.889,733.123,723.245,728.184,2859335.0
2014-07-16,730.301,747.941,727.478,745.824,798441.0
2014-07-17,745.824,745.824,728.889,731.006,888252.0
2014-07-18,727.478,734.534,719.011,733.123,2520280.0
2014-07-19,727.478,734.534,719.011,733.123,2520280.0
2014-07-20,727.478,734.534,719.011,733.123,2520280.0
2014-07-21,732.417,735.24,723.245,729.595,634826.0
2014-07-22,733.829,743.001,726.067,741.59,891054.0
2014-07-23,741.59,742.296,726.067,729.595,2126241.0
2014-07-24,732.417,742.296,724.656,741.59,1111064.0
2014-07-25,740.179,749.352,739.473,745.824,704376.0
2014-07-26,740.179,749.352,739.473,745.824,704376.0
2014-07-27,740.179,749.352,739.473,745.824,704376.0
2014-07-28,748.646,751.469,742.296,747.941,594229.0
2014-07-29,750.763,767.698,750.763,757.819,1059841.0
2014-07-30,759.23,759.936,740.179,743.707,917264.0
2014-07-31,744.413,744.413,731.006,735.945,733998.0
2014-08-01,731.712,735.24,714.072,727.478,960998.0
2014-08-02,731.712,735.24,714.072,727.478,960998.0
2014-08-03,731.712,735.24,714.072,727.478,960998.0
2014-08-04,733.829,735.24,721.128,727.478,720651.0
2014-08-05,733.829,738.062,723.95,726.773,773779.0
2014-08-06,723.95,723.95,707.721,718.305,951263.0
2014-08-07,722.539,723.95,700.665,712.66,990722.0
2014-08-08,702.076,709.132,690.081,706.31,1070517.0
2014-08-09,702.076,709.132,690.081,706.31,1070517.0
2014-08-10,702.076,709.132,690.081,706.31,1070517.0
2014-08-11,712.66,724.656,712.66,723.245,672958.0
2014-08-12,721.833,723.245,708.427,711.955,592664.0
2014-08-13,714.072,718.305,709.132,714.072,702814.0
2014-08-14,711.955,715.483,709.132,712.66,558124.0
2014-08-15,714.072,721.833,708.427,709.838,753425.0
2014-08-16,714.072,721.833,708.427,709.838,753425.0
2014-08-17,714.072,721.833,708.427,709.838,753425.0
2014-08-18,718.305,721.833,713.366,715.483,497227.0
2014-08-19,716.188,727.478,716.188,721.833,653553.0
2014-08-20,721.55,721.55,709.785,715.846,674041.0
2014-08-21,716.559,726.541,709.785,725.828,672821.0
2014-08-22,724.402,725.115,713.707,717.985,569799.0
2014-08-23,724.402,725.115,713.707,717.985,569799.0
2014-08-24,724.402,725.115,713.707,717.985,569799.0
2014-08-25,724.402,725.115,713.707,717.985,569799.0
2014-08-26,723.689,737.236,721.55,732.958,1047689.0
2014-08-27,734.384,744.366,732.958,741.514,614864.0
2014-08-28,740.088,740.801,731.532,735.097,838649.0
2014-08-29,738.662,738.662,727.254,736.523,694540.0
2014-08-30,738.662,738.662,727.254,736.523,694540.0
2014-08-31,738.662,738.662,727.254,736.523,694540.0
2014-09-01,735.81,735.81,717.985,721.55,805561.0
2014-09-02,722.976,733.671,719.411,725.828,779906.0
2014-09-03,727.254,745.079,722.976,740.801,1232647.0
2014-09-04,742.227,756.487,740.088,750.07,1178569.0
2014-09-05,748.644,749.357,737.236,745.079,966318.0
2014-09-06,748.644,749.357,737.236,745.079,966318.0
2014-09-07,748.644,749.357,737.236,745.079,966318.0
2014-09-08,743.653,758.626,737.949,757.913,1316633.0
2014-09-09,754.348,762.19,749.357,753.635,1713634.0
2014-09-10,749.357,755.774,740.801,754.348,659701.0
2014-09-11,755.774,755.774,740.088,755.061,587689.0
2014-09-12,753.635,761.477,750.07,757.913,716965.0
2014-09-13,753.635,761.477,750.07,757.913,716965.0
2014-09-14,753.635,761.477,750.07,757.913,716965.0
2014-09-15,757.913,765.042,751.496,764.329,757520.0
2014-09-16,765.755,768.607,761.477,766.468,1124483.0
2014-09-17,770.033,779.302,769.32,774.311,671056.0
2014-09-18,777.163,783.58,772.172,773.598,1034400.0
2014-09-19,781.441,786.432,772.885,779.302,1155462.0
2014-09-20,781.441,786.432,772.885,779.302,1155462.0
2014-09-21,781.441,786.432,772.885,779.302,1155462.0
2014-09-22,775.024,778.589,762.903,764.329,795825.0
2014-09-23,767.894,767.894,740.088,745.792,1198091.0
2014-09-24,744.366,747.218,731.532,745.079,916524.0
2014-09-25,741.514,750.07,725.115,729.393,1046175.0
2014-09-26,728.68,737.949,713.707,732.958,1083676.0
2014-09-27,728.68,737.949,713.707,732.958,1083676.0
2014-09-28,728.68,737.949,713.707,732.958,1083676.0
2014-09-29,731.532,735.81,720.837,730.106,761166.0
2014-09-30,732.958,733.671,712.994,720.837,1004956.0
2014-10-01,720.837,731.532,716.559,721.55,1269856.0
2014-10-02,717.272,732.245,695.882,696.239,1599338.0
2014-10-03,704.438,712.994,696.595,707.646,1036953.0
2014-10-04,704.438,712.994,696.595,707.646,1036953.0
2014-10-05,704.438,712.994,696.595,707.646,1036953.0
2014-10-06,709.785,717.985,700.16,717.272,1135763.0
2014-10-07,718.698,719.411,693.743,693.743,1207181.0
2014-10-08,693.03,694.456,684.831,689.465,1291520.0
2014-10-09,697.665,699.091,679.84,681.622,1167274.0
2014-10-10,673.423,686.257,664.154,681.979,1579923.0
2014-10-11,673.423,686.257,664.154,681.979,1579923.0
2014-10-12,673.423,686.257,664.154,681.979,1579923.0
2014-10-13,677.344,694.813,673.779,688.752,2060627.0
2014-10-14,684.118,699.447,684.118,696.239,1475527.0
2014-10-15,696.952,699.804,669.145,672.71,2213025.0
2014-10-16,673.779,687.326,655.241,681.622,2956432.0
2014-10-17,681.622,707.646,680.553,707.29,1910665.0
2014-10-18,681.622,707.646,680.553,707.29,1910665.0
2014-10-19,681.622,707.646,680.553,707.29,1910665.0
2014-10-20,702.655,706.933,690.535,694.1,1346938.0
2014-10-21,688.039,717.985,685.544,714.42,1618236.0
2014-10-22,719.411,721.55,713.707,716.559,1087147.0
2014-10-23,712.637,724.402,703.368,721.55,878979.0
2014-10-24,717.272,722.976,712.994,715.133,675206.0
2014-10-25,717.272,722.976,712.994,715.133,675206.0
2014-10-26,717.272,722.976,712.994,715.133,675206.0
2014-10-27,722.263,725.828,703.368,703.725,874807.0
2014-10-28,710.142,724.402,710.142,721.55,792857.0
2014-10-29,726.541,733.671,721.55,722.263,736841.0
2014-10-30,724.402,740.801,720.124,739.375,1346550.0
2014-10-31,748.644,757.2,744.366,750.783,1305086.0
2014-11-01,748.644,757.2,744.366,750.783,1305086.0
2014-11-02,748.644,757.2,744.366,750.783,1305086.0
2014-11-03,750.07,755.061,742.94,744.366,749455.0
2014-11-04,745.792,765.042,744.366,747.931,1102010.0
2014-11-05,752.209,765.755,752.209,760.051,1107829.0
2014-11-06,754.348,760.764,750.783,755.774,1182489.0
2014-11-07,758.626,764.329,753.635,754.348,1475688.0
2014-11-08,758.626,764.329,753.635,754.348,1475688.0
2014-11-09,758.626,764.329,753.635,754.348,1475688.0
2014-11-10,758.626,765.042,754.348,762.19,798026.0
2014-11-11,761.477,769.32,760.764,767.181,430657.0
2014-11-12,764.329,765.755,749.357,752.209,795773.0
2014-11-13,757.2,766.468,753.635,761.477,765903.0
2014-11-14,762.19,767.181,757.913,762.19,738295.0
2014-11-15,762.19,767.181,757.913,762.19,738295.0
2014-11-16,762.19,767.181,757.913,762.19,738295.0
2014-11-17,760.051,770.746,757.913,765.042,685947.0
2014-11-18,766.468,777.163,762.903,770.033,823354.0
2014-11-19,770.746,773.598,761.477,767.181,903240.0
2014-11-20,765.755,770.033,750.07,761.477,851675.0
2014-11-21,762.19,785.719,754.348,779.302,1412817.0
2014-11-22,762.19,785.719,754.348,779.302,1412817.0
2014-11-23,762.19,785.719,754.348,779.302,1412817.0
2014-11-24,779.302,781.441,771.459,773.598,575296.0
2014-11-25,774.311,775.024,762.19,770.033,885300.0
2014-11-26,767.181,776.45,757.913,762.903,1213630.0
2014-11-27,764.329,778.589,763.616,775.737,762596.0
2014-11-28,772.172,785.006,760.764,780.728,1091498.0
2014-11-29,772.172,785.006,760.764,780.728,1091498.0
2014-11-30,772.172,785.006,760.764,780.728,1091498.0
2014-12-01,762.903,775.024,752.922,774.311,1355628.0
2014-12-02,774.311,784.293,772.172,780.015,1055586.0
2014-12-03,777.876,783.58,775.024,777.163,1439670.0
2014-12-04,782.154,789.997,775.737,778.589,915306.0
2014-12-05,781.441,787.145,777.876,785.719,980186.0
2014-12-06,781.441,787.145,777.876,785.719,980186.0
2014-12-07,781.441,787.145,777.876,785.719,980186.0
2014-12-08,780.015,780.015,769.32,770.746,1050042.0
2014-12-09,762.19,770.033,745.792,746.505,1488084.0
2014-12-10,749.357,772.885,747.931,767.894,2162353.0
2014-12-11,765.755,767.894,755.774,760.764,1156184.0
2014-12-12,752.209,757.2,734.384,736.523,1237577.0
2014-12-13,752.209,757.2,734.384,736.523,1237577.0
2014-12-14,752.209,757.2,734.384,736.523,1237577.0
2014-12-15,732.958,745.079,715.846,717.272,2151744.0
2014-12-16,717.272,739.375,703.012,739.375,2185035.0
2014-12-17,722.976,722.976,702.655,715.846,2955650.0
2014-12-18,725.828,735.81,725.115,735.81,2191868.0
2014-12-19,740.801,758.626,733.671,755.061,2279189.0
2014-12-20,740.801,758.626,733.671,755.061,2279189.0
2014-12-21,740.801,758.626,733.671,755.061,2279189.0
2014-12-22,757.2,763.616,748.644,755.774,1143406.0
2014-12-23,753.635,765.042,751.496,762.19,759650.0
2014-12-24,746.505,762.19,746.505,757.2,131548.0
2014-12-25,746.505,762.19,746.505,757.2,131548.0
2014-12-26,746.505,762.19,746.505,757.2,131548.0
2014-12-27,746.505,762.19,746.505,757.2,131548.0
2014-12-28,746.505,762.19,746.505,757.2,131548.0
2014-12-29,761.477,766.468,756.487,762.19,535321.0
2014-12-30,757.913,762.19,748.644,750.07,488135.0
2014-12-31,757.2,757.2,748.644,748.644,205202.0
2015-01-01,757.2,757.2,748.644,748.644,205202.0
2015-01-02,753.635,755.061,742.227,747.931,867509.0
2015-01-03,753.635,755.061,742.227,747.931,867509.0
2015-01-04,753.635,755.061,742.227,747.931,867509.0
2015-01-05,742.94,761.477,725.828,727.967,1800572.0
2015-01-06,728.68,737.236,717.272,725.828,984686.0
2015-01-07,728.68,737.236,720.124,729.393,892329.0
2015-01-08,740.801,752.922,735.097,750.783,677239.0
2015-01-09,747.218,752.922,742.94,747.931,1112318.0
2015-01-10,747.218,752.922,742.94,747.931,1112318.0
2015-01-11,747.218,752.922,742.94,747.931,1112318.0
2015-01-12,752.209,770.033,752.209,760.764,836542.0
2015-01-13,759.338,776.45,759.338,770.746,879233.0
2015-01-14,755.061,756.487,737.949,750.07,1602379.0
2015-01-15,757.2,768.607,741.514,768.607,1225250.0
2015-01-16,762.19,765.042,747.218,757.913,947477.0
2015-01-17,762.19,765.042,747.218,757.913,947477.0
2015-01-18,762.19,765.042,747.218,757.913,947477.0
2015-01-19,759.338,770.033,756.487,766.468,501417.0
2015-01-20,773.598,779.302,768.607,775.737,839512.0
2015-01-21,778.589,792.136,777.163,792.136,1487617.0
2015-01-22,796.414,814.952,792.849,811.387,1292771.0
2015-01-23,824.221,837.055,816.378,819.943,1291266.0
2015-01-24,824.221,837.055,816.378,819.943,1291266.0
2015-01-25,824.221,837.055,816.378,819.943,1291266.0
2015-01-26,811.387,839.907,809.248,839.907,1095587.0
2015-01-27,843.472,852.028,831.351,837.055,1599399.0
2015-01-28,847.037,855.593,829.212,839.194,1655396.0
2015-01-29,837.055,851.315,837.055,847.037,1263848.0
2015-01-30,852.741,862.01,847.037,847.75,1255289.0
2015-01-31,852.741,862.01,847.037,847.75,1255289.0
2015-02-01,852.741,862.01,847.037,847.75,1255289.0
2015-02-02,852.028,855.593,839.194,847.75,1045409.0
2015-02-03,852.028,868.427,849.889,862.723,1046976.0
2015-02-04,862.723,864.149,848.463,859.158,1055740.0
2015-02-05,854.88,868.427,852.741,868.427,868282.0
2015-02-06,869.14,874.844,863.436,867.714,779454.0
2015-02-07,869.14,874.844,863.436,867.714,779454.0
2015-02-08,869.14,874.844,863.436,867.714,779454.0
2015-02-09,866.288,866.288,849.176,859.158,774594.0
2015-02-10,865.575,883.399,865.575,874.844,1577916.0
2015-02-11,874.844,876.269,864.149,875.557,673084.0
2015-02-12,876.982,902.65,876.269,896.946,1299038.0
2015-02-13,899.085,909.067,888.39,896.233,1292082.0
2015-02-14,899.085,909.067,888.39,896.233,1292082.0
2015-02-15,899.085,909.067,888.39,896.233,1292082.0
2015-02-16,892.668,902.65,888.39,891.955,794422.0
2015-02-17,886.251,896.946,880.547,888.39,1162691.0
2015-02-18,887.677,895.52,880.547,894.094,1452628.0
2015-02-19,897.659,909.067,894.094,903.363,987117.0
2015-02-20,901.224,909.78,900.511,906.215,904710.0
2015-02-21,901.224,909.78,900.511,906.215,904710.0
2015-02-22,901.224,909.78,900.511,906.215,904710.0
2015-02-23,906.928,914.771,901.937,910.493,966184.0
2015-02-24,914.058,934.735,910.493,934.022,1535673.0
2015-02-25,936.161,963.255,936.161,955.412,1627687.0
2015-02-26,950.421,953.986,946.856,953.986,1136624.0
2015-02-27,950.421,955.412,944.717,948.282,1663665.0
2015-02-28,950.421,955.412,944.717,948.282,1663665.0
2015-03-01,950.421,955.412,944.717,948.282,1663665.0
2015-03-02,949.708,960.403,944.004,948.282,1525987.0
2015-03-03,946.143,959.69,938.3,939.013,1954074.0
2015-03-04,945.43,946.856,928.318,942.578,1710901.0
2015-03-05,941.152,963.968,937.587,963.968,1117459.0
2015-03-06,966.82,972.524,958.264,960.403,1046840.0
2015-03-07,966.82,972.524,958.264,960.403,1046840.0
2015-03-08,966.82,972.524,958.264,960.403,1046840.0
2015-03-09,958.264,959.69,948.282,955.412,1456562.0
2015-03-10,948.282,958.977,933.309,933.309,1406878.0
2015-03-11,936.161,952.56,935.448,949.708,1631912.0
2015-03-12,951.134,957.551,944.717,948.282,1050774.0
2015-03-13,948.282,957.551,946.856,955.412,1231629.0
2015-03-14,948.282,957.551,946.856,955.412,1231629.0
2015-03-15,948.282,957.551,946.856,955.412,1231629.0
2015-03-16,956.838,972.524,956.838,969.672,1676908.0
2015-03-17,968.959,972.524,946.856,956.838,1102084.0
2015-03-18,954.699,971.098,952.56,969.672,1108562.0
2015-03-19,973.237,976.089,955.412,959.69,1273386.0
2015-03-20,961.829,962.542,945.43,961.116,1539146.0
2015-03-21,961.829,962.542,945.43,961.116,1539146.0
2015-03-22,961.829,962.542,945.43,961.116,1539146.0
2015-03-23,956.838,956.838,943.291,955.412,1283118.0
2015-03-24,953.273,963.968,947.569,954.699,1209149.0
2015-03-25,958.264,973.237,952.56,955.412,1077480.0
2015-03-26,945.43,945.43,920.475,932.596,1499824.0
2015-03-27,932.596,938.3,921.188,929.031,891124.0
2015-03-28,932.596,938.3,921.188,929.031,891124.0
2015-03-29,932.596,938.3,921.188,929.031,891124.0
2015-03-30,938.3,943.291,921.188,927.605,1405929.0
2015-03-31,928.318,940.439,921.901,925.466,1523528.0
2015-04-01,923.327,931.883,916.91,926.179,1399507.0
2015-04-02,926.892,936.874,923.327,931.17,900198.0
2015-04-03,926.892,936.874,923.327,931.17,900198.0
2015-04-04,926.892,936.874,923.327,931.17,900198.0
2015-04-05,926.892,936.874,923.327,931.17,900198.0
2015-04-06,926.892,936.874,923.327,931.17,900198.0
2015-04-07,937.587,962.542,937.587,962.542,1656186.0
2015-04-08,965.394,976.802,960.403,969.672,1862565.0
2015-04-09,972.524,998.904,972.524,996.052,1859819.0
2015-04-10,998.904,1010.312,993.913,1009.599,1568826.0
2015-04-11,998.904,1010.312,993.913,1009.599,1568826.0
2015-04-12,998.904,1010.312,993.913,1009.599,1568826.0
2015-04-13,1006.034,1010.312,998.904,1006.034,1472534.0
2015-04-14,1003.182,1008.173,991.062,998.191,1492271.0
2015-04-15,1002.469,1002.469,986.784,988.923,1706296.0
2015-04-16,993.2,995.339,978.941,986.071,1695370.0
2015-04-17,987.497,996.052,964.681,968.246,2073334.0
2015-04-18,987.497,996.052,964.681,968.246,2073334.0
2015-04-19,987.497,996.052,964.681,968.246,2073334.0
2015-04-20,974.663,988.923,971.098,975.376,1257043.0
2015-04-21,978.941,991.775,972.524,979.654,1357591.0
2015-04-22,986.071,991.775,953.986,964.681,1112585.0
