,SSE LN Equity,SSE LN Equity,SSE LN Equity,SSE LN Equity,SSE LN Equity
2010-02-23,491.452,494.048,485.828,487.126,1492135.0
2010-02-24,488.856,492.75,487.558,487.991,3234664.0
2010-02-25,486.261,488.856,480.637,481.502,2424323.0
2010-02-26,483.665,487.558,480.637,484.963,2798256.0
2010-02-27,483.665,487.558,480.637,484.963,2798256.0
2010-02-28,483.665,487.558,480.637,484.963,2798256.0
2010-03-01,487.558,493.615,484.097,487.991,2234151.0
2010-03-02,489.721,490.587,484.097,485.828,1971417.0
2010-03-03,485.395,487.126,482.8,486.693,2947692.0
2010-03-04,486.261,488.424,482.8,483.665,1991477.0
2010-03-05,485.828,486.693,481.502,486.261,5164434.0
2010-03-06,485.828,486.693,481.502,486.261,5164434.0
2010-03-07,485.828,486.693,481.502,486.261,5164434.0
2010-03-08,487.558,492.317,485.395,491.019,1843263.0
2010-03-09,493.615,494.913,490.587,492.75,1406373.0
2010-03-10,491.885,495.345,488.424,493.182,2155566.0
2010-03-11,493.615,494.913,490.154,491.885,2207091.0
2010-03-12,492.317,493.182,484.963,486.261,2474456.0
2010-03-13,492.317,493.182,484.963,486.261,2474456.0
2010-03-14,492.317,493.182,484.963,486.261,2474456.0
2010-03-15,486.693,487.126,483.232,483.665,1446513.0
2010-03-16,485.828,486.261,481.069,482.8,1680722.0
2010-03-17,484.097,484.53,480.637,482.8,1483057.0
2010-03-18,481.934,485.395,481.934,483.232,2203478.0
2010-03-19,483.665,483.665,474.58,476.743,4116349.0
2010-03-20,483.665,483.665,474.58,476.743,4116349.0
2010-03-21,483.665,483.665,474.58,476.743,4116349.0
2010-03-22,475.878,478.473,472.417,473.715,2015936.0
2010-03-23,475.013,476.31,471.119,471.552,3063292.0
2010-03-24,473.282,473.282,466.36,470.254,5043715.0
2010-03-25,471.552,489.721,471.552,487.126,4168666.0
2010-03-26,479.771,484.53,475.013,476.743,2888210.0
2010-03-27,479.771,484.53,475.013,476.743,2888210.0
2010-03-28,479.771,484.53,475.013,476.743,2888210.0
2010-03-29,478.906,481.934,477.608,480.637,1478720.0
2010-03-30,482.8,483.665,479.339,479.771,2120541.0
2010-03-31,478.473,481.069,475.013,476.31,2804608.0
2010-04-01,478.473,480.637,475.013,477.176,1706604.0
2010-04-02,478.473,480.637,475.013,477.176,1706604.0
2010-04-03,478.473,480.637,475.013,477.176,1706604.0
2010-04-04,478.473,480.637,475.013,477.176,1706604.0
2010-04-05,478.473,480.637,475.013,477.176,1706604.0
2010-04-06,475.013,478.041,472.417,475.445,1526019.0
2010-04-07,476.743,478.473,472.849,474.147,2074712.0
2010-04-08,473.282,476.743,470.686,471.984,1219834.0
2010-04-09,475.878,484.53,474.58,484.097,2141844.0
2010-04-10,475.878,484.53,474.58,484.097,2141844.0
2010-04-11,475.878,484.53,474.58,484.097,2141844.0
2010-04-12,484.53,487.126,481.502,484.097,848592.0
2010-04-13,483.232,488.424,481.934,483.665,2169142.0
2010-04-14,487.558,489.289,484.963,487.126,1677420.0
2010-04-15,486.693,487.558,481.502,485.828,1785529.0
2010-04-16,483.665,488.856,481.502,483.665,2308457.0
2010-04-17,483.665,488.856,481.502,483.665,2308457.0
2010-04-18,483.665,488.856,481.502,483.665,2308457.0
2010-04-19,483.232,485.828,481.069,484.097,1353002.0
2010-04-20,486.693,489.289,484.53,488.856,1555419.0
2010-04-21,490.154,491.019,484.53,485.395,1604064.0
2010-04-22,485.828,488.424,483.232,485.395,1539297.0
2010-04-23,486.261,488.424,485.395,485.395,1605118.0
2010-04-24,486.261,488.424,485.395,485.395,1605118.0
2010-04-25,486.261,488.424,485.395,485.395,1605118.0
2010-04-26,487.126,488.856,485.395,486.261,2369548.0
2010-04-27,485.828,488.424,483.232,483.232,2050124.0
2010-04-28,481.502,484.963,476.31,477.608,2158047.0
2010-04-29,476.31,478.473,473.715,475.878,2236481.0
2010-04-30,477.176,477.608,468.956,469.389,2483622.0
2010-05-01,477.176,477.608,468.956,469.389,2483622.0
2010-05-02,477.176,477.608,468.956,469.389,2483622.0
2010-05-03,477.176,477.608,468.956,469.389,2483622.0
2010-05-04,473.282,475.013,468.091,471.119,3566201.0
2010-05-05,473.715,476.743,465.928,466.793,4229934.0
2010-05-06,465.928,475.878,465.062,466.36,3828279.0
2010-05-07,455.977,468.523,451.219,457.708,4378860.0
2010-05-08,455.977,468.523,451.219,457.708,4378860.0
2010-05-09,455.977,468.523,451.219,457.708,4378860.0
2010-05-10,458.573,469.821,453.814,465.928,3551415.0
2010-05-11,462.899,465.495,459.438,463.332,2011352.0
2010-05-12,463.332,479.339,460.736,475.878,3027500.0
2010-05-13,477.608,478.473,471.984,475.878,1643954.0
2010-05-14,474.147,475.445,466.36,468.091,2004497.0
2010-05-15,474.147,475.445,466.36,468.091,2004497.0
2010-05-16,474.147,475.445,466.36,468.091,2004497.0
2010-05-17,465.495,472.849,462.899,468.523,1709308.0
2010-05-18,470.686,481.934,468.091,476.31,2183545.0
2010-05-19,469.389,471.984,460.304,464.197,4290801.0
2010-05-20,454.247,456.843,442.134,449.921,6388726.0
2010-05-21,449.056,452.949,438.24,449.488,5988145.0
2010-05-22,449.056,452.949,438.24,449.488,5988145.0
2010-05-23,449.056,452.949,438.24,449.488,5988145.0
2010-05-24,449.921,454.247,446.027,447.758,2346864.0
2010-05-25,440.403,445.162,435.212,436.942,3222308.0
2010-05-26,437.808,442.999,435.212,437.375,2539153.0
2010-05-27,438.24,449.056,437.808,449.056,2500587.0
2010-05-28,451.219,456.843,445.162,455.112,3524531.0
2010-05-29,451.219,456.843,445.162,455.112,3524531.0
2010-05-30,451.219,456.843,445.162,455.112,3524531.0
2010-05-31,451.219,456.843,445.162,455.112,3524531.0
2010-06-01,462.899,473.282,453.814,466.793,4087561.0
2010-06-02,466.36,472.417,461.169,470.254,4122015.0
2010-06-03,475.013,478.473,473.282,475.878,1996354.0
2010-06-04,475.878,477.608,468.523,470.254,1769424.0
2010-06-05,475.878,477.608,468.523,470.254,1769424.0
2010-06-06,475.878,477.608,468.523,470.254,1769424.0
2010-06-07,463.332,467.658,459.438,464.63,2121595.0
2010-06-08,462.899,466.793,457.275,459.438,2480282.0
2010-06-09,463.332,463.332,455.112,461.601,1417128.0
2010-06-10,462.034,478.473,460.304,478.473,2445724.0
2010-06-11,481.069,481.069,475.445,478.473,2090323.0
2010-06-12,481.069,481.069,475.445,478.473,2090323.0
2010-06-13,481.069,481.069,475.445,478.473,2090323.0
2010-06-14,482.8,483.665,477.608,480.204,1976982.0
2010-06-15,476.743,491.452,475.445,490.154,2850880.0
2010-06-16,493.615,497.076,490.587,496.211,1758709.0
2010-06-17,495.778,497.076,487.126,489.721,2363686.0
2010-06-18,487.558,491.885,487.126,487.991,3643172.0
2010-06-19,487.558,491.885,487.126,487.991,3643172.0
2010-06-20,487.558,491.885,487.126,487.991,3643172.0
2010-06-21,494.048,494.048,488.856,490.154,1210198.0
2010-06-22,487.558,488.856,479.339,484.097,2065805.0
2010-06-23,483.232,485.395,478.906,479.339,1296034.0
2010-06-24,481.934,485.828,478.041,482.367,1502389.0
2010-06-25,481.934,485.828,481.069,484.53,1305829.0
2010-06-26,481.934,485.828,481.069,484.53,1305829.0
2010-06-27,481.934,485.828,481.069,484.53,1305829.0
2010-06-28,486.261,491.452,483.232,491.019,2595430.0
2010-06-29,490.587,490.587,483.232,483.665,2437315.0
2010-06-30,484.097,486.693,480.637,484.097,2860176.0
2010-07-01,480.637,488.424,480.204,483.665,1809662.0
2010-07-02,485.828,490.587,480.637,487.991,2155737.0
2010-07-03,485.828,490.587,480.637,487.991,2155737.0
2010-07-04,485.828,490.587,480.637,487.991,2155737.0
2010-07-05,487.126,494.048,487.126,490.587,933694.0
2010-07-06,490.587,498.374,488.424,497.509,1763955.0
2010-07-07,493.182,510.054,491.452,509.189,2464281.0
2010-07-08,513.948,514.813,505.728,510.92,2200010.0
2010-07-09,513.515,513.515,506.594,510.487,1415818.0
2010-07-10,513.515,513.515,506.594,510.487,1415818.0
2010-07-11,513.515,513.515,506.594,510.487,1415818.0
2010-07-12,510.054,512.65,505.728,510.92,2073713.0
2010-07-13,512.65,518.274,511.352,516.976,2623571.0
2010-07-14,517.842,519.139,514.381,518.274,1711188.0
2010-07-15,516.976,521.735,513.515,515.678,2241746.0
2010-07-16,517.842,519.572,512.218,515.678,3783234.0
2010-07-17,517.842,519.572,512.218,515.678,3783234.0
2010-07-18,517.842,519.572,512.218,515.678,3783234.0
2010-07-19,516.544,520.005,506.161,507.891,3374255.0
2010-07-20,509.189,510.487,500.969,503.998,3547001.0
2010-07-21,506.594,509.189,501.835,503.565,2305245.0
2010-07-22,504.43,506.161,498.806,505.728,2395229.0
2010-07-23,504.863,505.728,499.239,501.402,3092458.0
2010-07-24,504.863,505.728,499.239,501.402,3092458.0
2010-07-25,504.863,505.728,499.239,501.402,3092458.0
2010-07-26,503.565,505.728,497.941,505.296,1827488.0
2010-07-27,506.594,512.218,505.296,509.622,1831147.0
2010-07-28,513.233,514.136,502.4,503.302,3516318.0
2010-07-29,502.851,507.816,502.4,504.205,1651357.0
2010-07-30,503.302,508.719,497.434,500.143,2292793.0
2010-07-31,503.302,508.719,497.434,500.143,2292793.0
2010-08-01,503.302,508.719,497.434,500.143,2292793.0
2010-08-02,502.4,509.622,497.886,509.622,1628875.0
2010-08-03,508.268,510.976,502.851,507.816,2341305.0
2010-08-04,506.462,513.233,504.657,511.427,1856568.0
2010-08-05,511.427,513.233,507.816,508.719,1267298.0
2010-08-06,509.17,511.427,505.108,506.914,2080691.0
2010-08-07,509.17,511.427,505.108,506.914,2080691.0
2010-08-08,509.17,511.427,505.108,506.914,2080691.0
2010-08-09,510.976,516.844,507.816,516.844,1733329.0
2010-08-10,516.393,518.198,509.622,514.587,2070521.0
2010-08-11,512.782,513.684,507.816,509.622,2096283.0
2010-08-12,510.073,513.684,507.816,512.782,1837546.0
2010-08-13,514.587,515.941,503.754,507.816,1983947.0
2010-08-14,514.587,515.941,503.754,507.816,1983947.0
2010-08-15,514.587,515.941,503.754,507.816,1983947.0
2010-08-16,508.719,509.622,503.302,506.011,1347456.0
2010-08-17,506.462,508.719,503.754,506.011,2093477.0
2010-08-18,505.108,506.462,501.948,503.302,1763482.0
2010-08-19,505.108,505.108,499.691,501.497,1617325.0
2010-08-20,501.948,505.108,498.788,504.657,2914100.0
2010-08-21,501.948,505.108,498.788,504.657,2914100.0
2010-08-22,501.948,505.108,498.788,504.657,2914100.0
2010-08-23,505.559,511.879,503.754,508.268,2175404.0
2010-08-24,506.011,509.17,505.108,508.719,3443019.0
2010-08-25,510.073,510.976,505.559,508.268,2768446.0
2010-08-26,510.976,510.976,501.948,505.108,2440195.0
2010-08-27,510.073,515.49,502.851,512.782,4830033.0
2010-08-28,510.073,515.49,502.851,512.782,4830033.0
2010-08-29,510.073,515.49,502.851,512.782,4830033.0
2010-08-30,510.073,515.49,502.851,512.782,4830033.0
2010-08-31,508.719,517.296,507.365,516.844,2950622.0
2010-09-01,519.101,524.066,516.393,524.066,2070072.0
2010-09-02,521.358,523.615,516.844,521.358,1596542.0
2010-09-03,520.004,526.775,520.004,522.712,1461125.0
2010-09-04,520.004,526.775,520.004,522.712,1461125.0
2010-09-05,520.004,526.775,520.004,522.712,1461125.0
2010-09-06,524.518,529.935,523.164,524.969,1002499.0
2010-09-07,524.066,527.678,518.65,524.066,1228344.0
2010-09-08,521.809,533.546,521.809,531.74,1343883.0
2010-09-09,531.289,533.997,527.226,531.289,1942510.0
2010-09-10,529.483,531.289,525.421,529.032,1119534.0
2010-09-11,529.483,531.289,525.421,529.032,1119534.0
2010-09-12,529.483,531.289,525.421,529.032,1119534.0
2010-09-13,530.386,530.386,523.164,529.032,993079.0
2010-09-14,529.935,533.997,526.323,532.191,2542425.0
2010-09-15,533.094,535.351,519.101,524.518,1687745.0
2010-09-16,525.421,525.872,518.65,520.004,1219937.0
2010-09-17,522.712,524.518,509.17,509.17,3447765.0
2010-09-18,522.712,524.518,509.17,509.17,3447765.0
2010-09-19,522.712,524.518,509.17,509.17,3447765.0
2010-09-20,511.879,519.552,508.268,519.552,1385944.0
2010-09-21,519.101,520.455,508.268,510.976,2470958.0
2010-09-22,514.136,518.198,507.816,510.976,1659165.0
2010-09-23,515.941,517.296,506.462,511.427,1530017.0
2010-09-24,509.17,511.879,505.108,507.816,1217917.0
2010-09-25,509.17,511.879,505.108,507.816,1217917.0
2010-09-26,509.17,511.879,505.108,507.816,1217917.0
2010-09-27,510.073,512.33,506.011,507.816,900859.0
2010-09-28,507.365,510.976,502.851,510.525,1229641.0
2010-09-29,508.719,514.136,503.754,504.657,1311934.0
2010-09-30,503.754,512.33,503.302,504.657,2317040.0
2010-10-01,503.754,511.427,502.851,505.559,1400368.0
2010-10-02,503.754,511.427,502.851,505.559,1400368.0
2010-10-03,503.754,511.427,502.851,505.559,1400368.0
2010-10-04,505.108,507.816,500.143,506.914,1200359.0
2010-10-05,508.719,513.233,506.011,510.073,1257335.0
2010-10-06,510.525,512.33,503.302,505.559,1864792.0
2010-10-07,506.914,510.525,503.754,509.17,2286677.0
2010-10-08,507.816,514.136,505.108,509.622,1579239.0
2010-10-09,507.816,514.136,505.108,509.622,1579239.0
2010-10-10,507.816,514.136,505.108,509.622,1579239.0
2010-10-11,509.17,515.039,509.17,513.233,1824759.0
2010-10-12,510.525,514.136,506.011,512.782,1050232.0
2010-10-13,510.073,512.33,504.205,505.108,2641172.0
2010-10-14,506.462,512.782,502.851,503.754,3222904.0
2010-10-15,506.011,507.365,500.594,501.948,1533808.0
2010-10-16,506.011,507.365,500.594,501.948,1533808.0
2010-10-17,506.011,507.365,500.594,501.948,1533808.0
2010-10-18,500.143,503.754,498.337,503.302,1378628.0
2010-10-19,504.657,508.268,501.948,507.816,1458235.0
2010-10-20,506.914,507.365,497.886,502.851,1891024.0
2010-10-21,503.302,512.782,502.4,509.622,1857015.0
2010-10-22,507.816,510.976,506.011,509.17,1529099.0
2010-10-23,507.816,510.976,506.011,509.17,1529099.0
2010-10-24,507.816,510.976,506.011,509.17,1529099.0
2010-10-25,510.525,511.879,503.754,504.205,1247946.0
2010-10-26,504.657,506.914,498.788,500.143,1434953.0
2010-10-27,500.594,504.205,498.788,500.594,1662574.0
2010-10-28,500.594,506.462,500.594,503.302,1283485.0
2010-10-29,503.302,523.164,503.302,520.455,3138460.0
2010-10-30,503.302,523.164,503.302,520.455,3138460.0
2010-10-31,503.302,523.164,503.302,520.455,3138460.0
2010-11-01,524.066,524.969,515.49,523.615,2431072.0
2010-11-02,521.809,526.775,519.101,524.518,1598435.0
2010-11-03,525.421,526.775,513.233,515.49,2260498.0
2010-11-04,519.552,522.261,513.233,514.587,2350732.0
2010-11-05,513.684,516.844,510.976,514.587,1728488.0
2010-11-06,513.684,516.844,510.976,514.587,1728488.0
2010-11-07,513.684,516.844,510.976,514.587,1728488.0
2010-11-08,508.719,511.427,504.657,506.462,2655238.0
2010-11-09,504.657,509.622,503.302,504.657,2325688.0
2010-11-10,519.552,536.705,516.393,523.615,6005902.0
2010-11-11,515.941,524.066,515.941,515.941,2162228.0
2010-11-12,512.782,530.386,511.427,524.066,2048513.0
2010-11-13,512.782,530.386,511.427,524.066,2048513.0
2010-11-14,512.782,530.386,511.427,524.066,2048513.0
2010-11-15,521.358,527.226,517.747,525.421,1317504.0
2010-11-16,523.615,526.323,516.844,517.747,1355068.0
2010-11-17,515.941,519.552,515.941,518.198,1405228.0
2010-11-18,520.907,522.261,518.198,521.809,1719169.0
2010-11-19,524.066,524.066,518.198,521.809,1103225.0
2010-11-20,524.066,524.066,518.198,521.809,1103225.0
2010-11-21,524.066,524.066,518.198,521.809,1103225.0
2010-11-22,524.969,531.74,524.066,526.775,1800806.0
2010-11-23,526.775,527.226,521.358,521.358,1732975.0
2010-11-24,521.358,523.615,519.552,521.809,1316934.0
2010-11-25,520.004,523.164,518.198,521.809,1146872.0
2010-11-26,519.101,522.712,514.587,518.198,1248227.0
2010-11-27,519.101,522.712,514.587,518.198,1248227.0
2010-11-28,519.101,522.712,514.587,518.198,1248227.0
2010-11-29,518.65,522.261,506.011,506.011,1733549.0
2010-11-30,505.108,509.17,504.657,505.559,2067198.0
2010-12-01,510.073,510.073,500.594,501.948,1776551.0
2010-12-02,504.657,505.559,499.24,502.851,1912887.0
2010-12-03,501.948,510.073,501.497,507.816,1687235.0
2010-12-04,501.948,510.073,501.497,507.816,1687235.0
2010-12-05,501.948,510.073,501.497,507.816,1687235.0
2010-12-06,508.268,513.233,504.657,505.559,1072473.0
2010-12-07,506.914,509.622,503.754,506.011,1235218.0
2010-12-08,503.754,506.914,499.691,501.497,2811062.0
2010-12-09,505.108,507.365,502.4,503.754,1475541.0
2010-12-10,505.559,509.622,502.851,507.816,1356247.0
2010-12-11,505.559,509.622,502.851,507.816,1356247.0
2010-12-12,505.559,509.622,502.851,507.816,1356247.0
2010-12-13,510.525,515.49,508.719,512.782,1981939.0
2010-12-14,514.587,523.164,514.136,519.101,2878065.0
2010-12-15,518.65,532.643,517.747,526.323,2591339.0
2010-12-16,531.289,533.997,527.678,529.483,1953382.0
2010-12-17,531.289,538.06,529.032,534.9,4039998.0
2010-12-18,531.289,538.06,529.032,534.9,4039998.0
2010-12-19,531.289,538.06,529.032,534.9,4039998.0
2010-12-20,543.025,544.379,538.511,541.671,2919490.0
2010-12-21,543.928,557.921,541.671,543.025,2425596.0
2010-12-22,544.83,556.567,541.671,556.567,3234850.0
2010-12-23,559.726,559.726,554.761,556.115,694665.0
2010-12-24,557.921,558.372,550.699,558.372,241753.0
2010-12-25,557.921,558.372,550.699,558.372,241753.0
2010-12-26,557.921,558.372,550.699,558.372,241753.0
2010-12-27,557.921,558.372,550.699,558.372,241753.0
2010-12-28,557.921,558.372,550.699,558.372,241753.0
2010-12-29,562.435,566.046,558.372,565.143,941097.0
2010-12-30,568.303,570.108,562.886,567.851,940550.0
2010-12-31,567.4,568.303,552.504,552.956,669554.0
2011-01-01,567.4,568.303,552.504,552.956,669554.0
2011-01-02,567.4,568.303,552.504,552.956,669554.0
2011-01-03,567.4,568.303,552.504,552.956,669554.0
2011-01-04,568.754,568.754,555.212,559.275,1848595.0
2011-01-05,558.372,561.532,552.504,560.629,2678825.0
2011-01-06,561.983,562.886,549.796,550.699,1948300.0
2011-01-07,548.893,555.664,548.893,554.761,1472030.0
2011-01-08,548.893,555.664,548.893,554.761,1472030.0
2011-01-09,548.893,555.664,548.893,554.761,1472030.0
2011-01-10,558.824,559.726,549.344,550.247,1162414.0
2011-01-11,552.956,554.761,545.733,546.636,1831351.0
2011-01-12,545.733,549.796,543.928,548.442,2628068.0
2011-01-13,547.539,551.15,545.733,547.539,1561334.0
2011-01-14,548.893,553.407,540.768,541.219,1891742.0
2011-01-15,548.893,553.407,540.768,541.219,1891742.0
2011-01-16,548.893,553.407,540.768,541.219,1891742.0
2011-01-17,541.671,544.379,539.865,542.122,1699043.0
2011-01-18,542.122,549.344,541.671,547.539,1836721.0
2011-01-19,548.893,550.247,543.476,544.379,2011313.0
2011-01-20,546.185,553.407,543.928,546.636,1811190.0
2011-01-21,547.539,552.504,543.025,549.344,2119929.0
2011-01-22,547.539,552.504,543.025,549.344,2119929.0
2011-01-23,547.539,552.504,543.025,549.344,2119929.0
2011-01-24,552.504,555.664,548.893,551.601,1838591.0
2011-01-25,554.31,555.212,545.733,548.442,3573034.0
2011-01-26,549.545,554.604,541.727,541.727,2425465.0
2011-01-27,542.647,543.567,537.129,541.727,1820166.0
2011-01-28,544.027,544.027,534.369,536.209,1990759.0
2011-01-29,544.027,544.027,534.369,536.209,1990759.0
2011-01-30,544.027,544.027,534.369,536.209,1990759.0
2011-01-31,534.829,540.348,531.61,532.99,2889864.0
2011-02-01,533.91,544.027,529.311,541.267,2523548.0
2011-02-02,542.187,543.567,532.53,534.369,1900508.0
2011-02-03,533.45,538.968,531.15,536.209,1635995.0
2011-02-04,537.589,542.647,533.91,536.209,1394322.0
2011-02-05,537.589,542.647,533.91,536.209,1394322.0
2011-02-06,537.589,542.647,533.91,536.209,1394322.0
2011-02-07,538.048,543.567,536.669,537.589,1413917.0
2011-02-08,538.968,540.348,533.91,536.209,1484670.0
2011-02-09,537.589,540.348,536.669,536.669,1802511.0
2011-02-10,538.508,540.348,534.369,539.428,1502956.0
2011-02-11,539.888,545.406,536.209,543.107,2132007.0
2011-02-12,539.888,545.406,536.209,543.107,2132007.0
2011-02-13,539.888,545.406,536.209,543.107,2132007.0
2011-02-14,547.246,547.246,541.727,544.027,1406398.0
2011-02-15,544.027,546.786,542.187,544.027,1238191.0
2011-02-16,546.786,550.005,542.647,547.246,1252020.0
2011-02-17,549.545,551.385,546.786,550.005,2363026.0
2011-02-18,549.085,563.341,548.625,556.903,3036233.0
2011-02-19,549.085,563.341,548.625,556.903,3036233.0
2011-02-20,549.085,563.341,548.625,556.903,3036233.0
2011-02-21,553.684,565.181,553.684,554.604,1510177.0
2011-02-22,551.845,561.962,550.465,556.443,2773898.0
2011-02-23,559.202,565.181,556.443,557.363,2351160.0
2011-02-24,552.764,572.539,550.925,560.122,4245137.0
2011-02-25,563.341,563.341,557.363,560.582,1689192.0
2011-02-26,563.341,563.341,557.363,560.582,1689192.0
2011-02-27,563.341,563.341,557.363,560.582,1689192.0
2011-02-28,560.122,570.699,558.743,569.779,2356796.0
2011-03-01,572.539,573.458,559.202,560.122,1702487.0
2011-03-02,560.582,563.341,555.983,557.363,1960115.0
2011-03-03,559.202,561.042,555.064,561.042,1642313.0
2011-03-04,562.881,567.02,559.202,561.962,1379282.0
2011-03-05,562.881,567.02,559.202,561.962,1379282.0
2011-03-06,562.881,567.02,559.202,561.962,1379282.0
2011-03-07,559.662,563.801,556.443,558.743,1367305.0
2011-03-08,558.283,562.422,553.224,561.042,1402769.0
2011-03-09,562.422,562.422,551.845,554.144,2002214.0
2011-03-10,552.764,556.443,549.085,555.523,1753932.0
2011-03-11,551.845,554.604,548.166,552.304,1718962.0
2011-03-12,551.845,554.604,548.166,552.304,1718962.0
2011-03-13,551.845,554.604,548.166,552.304,1718962.0
2011-03-14,550.005,560.122,543.107,544.487,2665939.0
2011-03-15,538.508,550.925,536.209,546.786,3123911.0
2011-03-16,551.845,558.283,549.545,550.005,3971578.0
2011-03-17,551.845,555.064,548.166,554.144,2421327.0
2011-03-18,554.144,573.458,554.144,567.48,6537542.0
2011-03-19,554.144,573.458,554.144,567.48,6537542.0
2011-03-20,554.144,573.458,554.144,567.48,6537542.0
2011-03-21,570.699,570.699,563.341,567.94,2558659.0
2011-03-22,565.181,567.94,563.341,566.56,2784902.0
2011-03-23,565.641,567.48,550.465,555.064,3670474.0
2011-03-24,552.764,561.042,549.545,560.122,2399581.0
2011-03-25,562.881,567.02,559.202,566.1,1290598.0
2011-03-26,562.881,567.02,559.202,566.1,1290598.0
2011-03-27,562.881,567.02,559.202,566.1,1290598.0
2011-03-28,565.641,574.838,562.422,574.838,2890187.0
2011-03-29,576.218,582.656,571.619,582.656,2408447.0
2011-03-30,585.875,586.335,578.977,580.356,2310001.0
2011-03-31,581.736,585.875,577.597,579.897,2870070.0
2011-04-01,580.816,590.933,578.057,590.474,2344133.0
2011-04-02,580.816,590.933,578.057,590.474,2344133.0
2011-04-03,580.816,590.933,578.057,590.474,2344133.0
2011-04-04,589.094,603.35,585.875,600.131,2340018.0
2011-04-05,598.751,604.73,595.072,595.532,2202306.0
2011-04-06,595.532,596.912,590.933,595.532,1598805.0
2011-04-07,591.853,597.832,590.014,590.014,2113340.0
2011-04-08,595.532,607.489,595.072,603.35,3036651.0
2011-04-09,595.532,607.489,595.072,603.35,3036651.0
2011-04-10,595.532,607.489,595.072,603.35,3036651.0
2011-04-11,600.591,610.248,600.131,606.109,3088851.0
2011-04-12,606.109,613.007,601.051,602.89,2423861.0
2011-04-13,605.649,611.168,601.051,609.328,2039447.0
2011-04-14,605.189,611.168,598.291,605.189,1783934.0
2011-04-15,602.89,607.949,602.89,604.73,2097952.0
2011-04-16,602.89,607.949,602.89,604.73,2097952.0
2011-04-17,602.89,607.949,602.89,604.73,2097952.0
2011-04-18,603.81,604.73,599.211,601.051,1663475.0
2011-04-19,601.511,605.189,595.532,597.832,1596045.0
2011-04-20,600.131,608.409,600.131,607.949,1549881.0
2011-04-21,610.248,612.088,599.211,607.489,1207202.0
2011-04-22,610.248,612.088,599.211,607.489,1207202.0
2011-04-23,610.248,612.088,599.211,607.489,1207202.0
