,AHT LN Equity,AHT LN Equity,AHT LN Equity,AHT LN Equity,AHT LN Equity
2010-04-08,78.393,78.993,76.073,77.513,4626566.0
2010-04-09,77.673,78.433,76.953,77.393,1060421.0
2010-04-10,77.673,78.433,76.953,77.393,1060421.0
2010-04-11,77.673,78.433,76.953,77.393,1060421.0
2010-04-12,77.353,78.633,76.713,77.913,7047263.0
2010-04-13,78.953,81.593,76.713,80.713,3293318.0
2010-04-14,81.353,82.312,79.753,81.593,2679615.0
2010-04-15,82.392,89.032,82.392,87.592,4727952.0
2010-04-16,86.712,86.712,84.792,85.352,2063849.0
2010-04-17,86.712,86.712,84.792,85.352,2063849.0
2010-04-18,86.712,86.712,84.792,85.352,2063849.0
2010-04-19,84.792,85.032,83.192,84.072,1060158.0
2010-04-20,83.992,89.112,83.592,87.592,7728863.0
2010-04-21,88.152,94.231,86.872,92.712,12228006.0
2010-04-22,92.232,94.391,91.512,93.591,6239439.0
2010-04-23,92.951,93.911,92.392,93.591,3089083.0
2010-04-24,92.951,93.911,92.392,93.591,3089083.0
2010-04-25,92.951,93.911,92.392,93.591,3089083.0
2010-04-26,95.111,102.791,94.951,99.831,11040713.0
2010-04-27,98.791,101.671,95.511,95.511,3187096.0
2010-04-28,94.071,98.391,93.031,96.471,3017227.0
2010-04-29,96.231,97.991,94.711,97.431,1348594.0
2010-04-30,97.991,99.991,95.031,95.191,2510696.0
2010-05-01,97.991,99.991,95.031,95.191,2510696.0
2010-05-02,97.991,99.991,95.031,95.191,2510696.0
2010-05-03,97.991,99.991,95.031,95.191,2510696.0
2010-05-04,97.431,97.431,92.312,93.591,3879069.0
2010-05-05,93.271,93.271,89.592,91.192,3119401.0
2010-05-06,90.872,92.632,88.392,89.992,2860684.0
2010-05-07,87.192,90.392,84.392,87.992,3945937.0
2010-05-08,87.192,90.392,84.392,87.992,3945937.0
2010-05-09,87.192,90.392,84.392,87.992,3945937.0
2010-05-10,91.192,94.071,90.712,92.871,3175995.0
2010-05-11,92.232,94.151,91.512,93.671,2830728.0
2010-05-12,93.031,95.591,91.832,93.431,3999458.0
2010-05-13,93.671,96.551,90.632,96.391,6367002.0
2010-05-14,95.591,96.711,89.912,91.592,4242861.0
2010-05-15,95.591,96.711,89.912,91.592,4242861.0
2010-05-16,95.591,96.711,89.912,91.592,4242861.0
2010-05-17,90.872,93.991,90.072,91.992,1834296.0
2010-05-18,93.431,93.591,90.792,92.312,815374.0
2010-05-19,91.752,91.752,87.032,88.712,3334697.0
2010-05-20,88.792,89.592,82.552,83.992,2884967.0
2010-05-21,83.512,85.512,81.513,83.992,1894197.0
2010-05-22,83.512,85.512,81.513,83.992,1894197.0
2010-05-23,83.512,85.512,81.513,83.992,1894197.0
2010-05-24,84.312,87.912,83.192,84.072,554870.0
2010-05-25,80.873,80.873,79.193,79.993,3838705.0
2010-05-26,81.673,82.392,79.953,80.633,2613644.0
2010-05-27,80.793,82.712,80.633,82.392,5644213.0
2010-05-28,83.512,85.592,83.512,84.712,5275202.0
2010-05-29,83.512,85.592,83.512,84.712,5275202.0
2010-05-30,83.512,85.592,83.512,84.712,5275202.0
2010-05-31,83.512,85.592,83.512,84.712,5275202.0
2010-06-01,83.992,85.992,82.952,85.992,4205737.0
2010-06-02,85.112,87.912,84.632,87.672,6291229.0
2010-06-03,89.912,92.792,89.592,90.552,3484486.0
2010-06-04,91.592,91.592,86.872,87.992,2295517.0
2010-06-05,91.592,91.592,86.872,87.992,2295517.0
2010-06-06,91.592,91.592,86.872,87.992,2295517.0
2010-06-07,87.672,90.072,85.672,87.272,2005255.0
2010-06-08,87.592,88.152,83.912,84.792,1983503.0
2010-06-09,85.912,85.912,83.352,84.712,913228.0
2010-06-10,84.872,90.232,84.392,90.152,1106358.0
2010-06-11,89.752,91.192,86.632,87.112,1073241.0
2010-06-12,89.752,91.192,86.632,87.112,1073241.0
2010-06-13,89.752,91.192,86.632,87.112,1073241.0
2010-06-14,86.792,90.792,86.792,90.472,4056515.0
2010-06-15,90.872,92.712,89.432,91.752,2692754.0
2010-06-16,91.432,92.712,89.352,90.952,1252807.0
2010-06-17,91.752,92.792,87.192,88.152,3623636.0
2010-06-18,90.792,90.792,87.752,87.992,4298803.0
2010-06-19,90.792,90.792,87.752,87.992,4298803.0
2010-06-20,90.792,90.792,87.752,87.992,4298803.0
2010-06-21,88.792,89.832,87.432,87.992,3218511.0
2010-06-22,88.472,88.472,85.512,86.312,1813347.0
2010-06-23,86.232,86.712,84.792,85.032,2192517.0
2010-06-24,86.632,86.632,81.833,81.912,1826476.0
2010-06-25,82.552,82.792,79.153,79.593,1773017.0
2010-06-26,82.552,82.792,79.153,79.593,1773017.0
2010-06-27,82.552,82.792,79.153,79.593,1773017.0
2010-06-28,80.473,80.553,77.313,78.793,1410848.0
2010-06-29,76.713,77.633,71.753,72.673,7252089.0
2010-06-30,73.633,74.673,71.793,71.873,1599758.0
2010-07-01,71.873,75.793,71.593,74.793,4926843.0
2010-07-02,75.713,75.993,74.673,74.833,2557111.0
2010-07-03,75.713,75.993,74.673,74.833,2557111.0
2010-07-04,75.713,75.993,74.673,74.833,2557111.0
2010-07-05,74.593,76.833,74.433,75.833,2457674.0
2010-07-06,76.873,77.233,76.353,77.193,4700016.0
2010-07-07,75.673,76.833,74.753,75.433,7982065.0
2010-07-08,73.833,78.353,73.833,77.793,4043474.0
2010-07-09,78.273,78.593,76.673,76.793,1803074.0
2010-07-10,78.273,78.593,76.673,76.793,1803074.0
2010-07-11,78.273,78.593,76.673,76.793,1803074.0
2010-07-12,76.393,76.793,75.793,76.393,833423.0
2010-07-13,75.953,78.233,75.953,78.113,1530886.0
2010-07-14,77.393,79.193,77.393,78.793,2042430.0
2010-07-15,78.033,78.713,75.513,76.073,622712.0
2010-07-16,78.073,78.073,72.713,72.953,2598638.0
2010-07-17,78.073,78.073,72.713,72.953,2598638.0
2010-07-18,78.073,78.073,72.713,72.953,2598638.0
2010-07-19,73.393,73.393,69.914,70.554,1309356.0
2010-07-20,71.633,71.633,67.794,69.594,2246884.0
2010-07-21,71.113,74.833,70.394,74.153,5385451.0
2010-07-22,72.993,77.873,72.913,77.153,6378665.0
2010-07-23,76.313,80.233,76.313,80.073,1431685.0
2010-07-24,76.313,80.233,76.313,80.073,1431685.0
2010-07-25,76.313,80.233,76.313,80.073,1431685.0
2010-07-26,79.713,82.312,79.713,80.633,1652557.0
2010-07-27,81.593,81.912,79.513,79.913,1887652.0
2010-07-28,79.393,80.393,78.313,79.313,1006261.0
2010-07-29,78.673,80.713,78.673,79.233,988506.0
2010-07-30,78.433,78.793,76.393,77.593,650722.0
2010-07-31,78.433,78.793,76.393,77.593,650722.0
2010-08-01,78.433,78.793,76.393,77.593,650722.0
2010-08-02,77.593,80.313,77.593,79.433,1615823.0
2010-08-03,78.713,78.993,76.633,76.913,1375455.0
2010-08-04,75.993,76.033,74.833,75.393,1912261.0
2010-08-05,75.273,78.193,75.193,76.353,1021268.0
2010-08-06,76.113,81.193,76.113,79.993,2096546.0
2010-08-07,76.113,81.193,76.113,79.993,2096546.0
2010-08-08,76.113,81.193,76.113,79.993,2096546.0
2010-08-09,80.233,81.833,79.993,80.713,1096627.0
2010-08-10,79.353,80.073,77.313,77.833,1010339.0
2010-08-11,77.233,77.273,74.713,74.793,1402763.0
2010-08-12,74.033,74.473,71.633,72.673,2142072.0
2010-08-13,75.073,75.073,72.993,73.113,3296627.0
2010-08-14,75.073,75.073,72.993,73.113,3296627.0
2010-08-15,75.073,75.073,72.993,73.113,3296627.0
2010-08-16,72.953,74.633,70.993,71.793,1257256.0
2010-08-17,72.673,75.713,72.313,75.713,3824392.0
2010-08-18,75.999,77.674,74.406,74.406,2121830.0
2010-08-19,75.468,75.509,73.629,73.629,2894282.0
2010-08-20,74.324,74.324,71.259,71.545,1497622.0
2010-08-21,74.324,74.324,71.259,71.545,1497622.0
2010-08-22,74.324,74.324,71.259,71.545,1497622.0
2010-08-23,71.913,73.139,70.769,70.769,1525672.0
2010-08-24,70.769,70.769,66.601,67.214,3341405.0
2010-08-25,67.582,67.827,63.455,63.986,2100577.0
2010-08-26,65.335,65.335,63.251,63.333,1715385.0
2010-08-27,63.7,65.457,63.333,64.558,2230568.0
2010-08-28,63.7,65.457,63.333,64.558,2230568.0
2010-08-29,63.7,65.457,63.333,64.558,2230568.0
2010-08-30,63.7,65.457,63.333,64.558,2230568.0
2010-08-31,64.885,64.885,61.821,62.883,2058535.0
2010-09-01,63.496,66.274,62.801,66.193,3939857.0
2010-09-02,66.438,71.423,66.111,70.279,6350442.0
2010-09-03,71.096,73.016,70.973,72.117,2875176.0
2010-09-04,71.096,73.016,70.973,72.117,2875176.0
2010-09-05,71.096,73.016,70.973,72.117,2875176.0
2010-09-06,73.098,75.345,72.649,75.182,3245316.0
2010-09-07,78.859,79.962,76.162,76.53,7846018.0
2010-09-08,76.326,77.102,69.666,76.162,2969913.0
2010-09-09,76.939,77.633,75.386,75.59,1860720.0
2010-09-10,75.182,77.388,74.651,77.102,1039957.0
2010-09-11,75.182,77.388,74.651,77.102,1039957.0
2010-09-12,75.182,77.388,74.651,77.102,1039957.0
2010-09-13,77.633,83.517,77.633,80.902,3603858.0
2010-09-14,81.801,81.801,79.717,80.902,1575996.0
2010-09-15,81.515,82.291,80.494,82.128,1444870.0
2010-09-16,82.291,82.291,81.515,81.597,1273873.0
2010-09-17,81.474,83.027,81.025,81.556,2317798.0
2010-09-18,81.474,83.027,81.025,81.556,2317798.0
2010-09-19,81.474,83.027,81.025,81.556,2317798.0
2010-09-20,81.147,82.21,81.147,81.883,929573.0
2010-09-21,81.107,86.214,81.107,84.171,3026189.0
2010-09-22,85.07,85.07,82.945,84.171,872675.0
2010-09-23,85.233,85.397,82.21,83.762,1127274.0
2010-09-24,83.272,85.478,82.945,85.315,574342.0
2010-09-25,83.272,85.478,82.945,85.315,574342.0
2010-09-26,83.272,85.478,82.945,85.315,574342.0
2010-09-27,85.887,89.238,84.498,87.685,2189827.0
2010-09-28,87.767,88.911,86.786,88.339,3159339.0
2010-09-29,90.463,90.463,88.257,88.829,1462230.0
2010-09-30,88.012,90.3,87.767,89.81,2190307.0
2010-10-01,90.382,91.526,89.156,89.891,1702288.0
2010-10-02,90.382,91.526,89.156,89.891,1702288.0
2010-10-03,90.382,91.526,89.156,89.891,1702288.0
2010-10-04,88.911,89.973,87.195,88.666,2117685.0
2010-10-05,88.992,90.545,88.747,90.3,1756551.0
2010-10-06,91.117,93.977,91.117,93.977,1436024.0
2010-10-07,94.386,94.386,92.588,93.487,1419740.0
2010-10-08,92.915,93.977,90.872,93.324,1130331.0
2010-10-09,92.915,93.977,90.872,93.324,1130331.0
2010-10-10,92.915,93.977,90.872,93.324,1130331.0
2010-10-11,93.896,93.896,92.016,92.588,1944135.0
2010-10-12,91.526,94.549,91.526,94.059,1197498.0
2010-10-13,93.405,95.775,93.405,95.04,781502.0
2010-10-14,96.592,96.837,94.549,95.612,1174232.0
2010-10-15,95.775,95.775,93.732,94.795,1236294.0
2010-10-16,95.775,95.775,93.732,94.795,1236294.0
2010-10-17,95.775,95.775,93.732,94.795,1236294.0
2010-10-18,94.549,94.713,94.059,94.549,2408427.0
2010-10-19,94.876,95.857,94.631,94.795,963806.0
2010-10-20,95.04,100.76,95.04,99.207,1866067.0
2010-10-21,98.554,105.663,98.308,103.13,2596235.0
2010-10-22,102.966,106.235,102.966,104.519,1413506.0
2010-10-23,102.966,106.235,102.966,104.519,1413506.0
2010-10-24,102.966,106.235,102.966,104.519,1413506.0
2010-10-25,105.009,106.562,103.865,104.519,1768860.0
2010-10-26,104.601,107.216,103.457,104.437,802892.0
2010-10-27,103.784,103.865,100.923,101.577,827753.0
2010-10-28,101.659,102.721,100.923,101.577,627597.0
2010-10-29,100.351,103.702,99.044,102.721,843471.0
2010-10-30,100.351,103.702,99.044,102.721,843471.0
2010-10-31,100.351,103.702,99.044,102.721,843471.0
2010-11-01,102.803,104.111,100.106,101.332,2272152.0
2010-11-02,101.414,106.072,100.188,104.846,1220055.0
2010-11-03,105.091,106.562,103.13,103.375,1088825.0
2010-11-04,102.721,104.437,102.558,103.13,2192277.0
2010-11-05,103.784,103.784,101.414,102.149,2879145.0
2010-11-06,103.784,103.784,101.414,102.149,2879145.0
2010-11-07,103.784,103.784,101.414,102.149,2879145.0
2010-11-08,102.068,103.702,101.659,103.702,2449267.0
2010-11-09,104.192,110.321,104.192,110.321,1572196.0
2010-11-10,110.239,110.812,109.014,110.239,1260896.0
2010-11-11,108.033,110.321,108.033,109.177,2128777.0
2010-11-12,107.543,110.158,107.216,110.158,2140510.0
2010-11-13,107.543,110.158,107.216,110.158,2140510.0
2010-11-14,107.543,110.158,107.216,110.158,2140510.0
2010-11-15,109.749,110.73,109.014,109.504,673854.0
2010-11-16,109.095,109.341,103.13,103.13,2712347.0
2010-11-17,102.394,104.029,100.678,102.149,1715937.0
2010-11-18,103.293,106.072,103.293,105.255,513901.0
2010-11-19,104.846,105.99,103.212,104.601,773487.0
2010-11-20,104.846,105.99,103.212,104.601,773487.0
2010-11-21,104.846,105.99,103.212,104.601,773487.0
2010-11-22,106.235,106.399,103.457,104.928,486118.0
2010-11-23,103.457,103.457,101.332,101.332,878866.0
2010-11-24,101.659,102.966,100.106,102.068,2159535.0
2010-11-25,101.904,107.134,101.904,106.644,687792.0
2010-11-26,106.48,107.87,104.764,107.052,743142.0
2010-11-27,106.48,107.87,104.764,107.052,743142.0
2010-11-28,106.48,107.87,104.764,107.052,743142.0
2010-11-29,106.726,109.913,104.846,107.461,1240769.0
2010-11-30,107.788,108.605,105.5,106.971,1085253.0
2010-12-01,106.48,107.951,106.399,107.461,2194189.0
2010-12-02,107.379,118.166,107.379,118.166,4374678.0
2010-12-03,118.248,118.493,116.123,117.676,3029508.0
2010-12-04,118.248,118.493,116.123,117.676,3029508.0
2010-12-05,118.248,118.493,116.123,117.676,3029508.0
2010-12-06,117.594,122.743,117.594,122.579,2338823.0
2010-12-07,122.824,125.684,120.536,122.579,3760247.0
2010-12-08,121.272,121.353,115.633,117.431,2263227.0
2010-12-09,120.945,129.198,120.945,129.117,8557421.0
2010-12-10,130.016,130.016,125.439,126.91,2403919.0
2010-12-11,130.016,130.016,125.439,126.91,2403919.0
2010-12-12,130.016,130.016,125.439,126.91,2403919.0
2010-12-13,129.444,133.203,127.809,130.669,2543956.0
2010-12-14,131.568,131.568,128.626,129.198,2550155.0
2010-12-15,129.525,129.525,123.151,128.545,3450880.0
2010-12-16,129.444,136.471,129.444,135.736,1917737.0
2010-12-17,135.246,138.514,134.265,135.981,2043869.0
2010-12-18,135.246,138.514,134.265,135.981,2043869.0
2010-12-19,135.246,138.514,134.265,135.981,2043869.0
2010-12-20,135.491,137.942,133.938,134.347,993639.0
2010-12-21,133.611,139.74,133.611,138.024,926514.0
2010-12-22,138.106,140.231,137.452,139.658,524732.0
2010-12-23,139.086,142.273,138.351,140.884,787198.0
2010-12-24,138.596,141.947,137.37,137.534,122947.0
2010-12-25,138.596,141.947,137.37,137.534,122947.0
2010-12-26,138.596,141.947,137.37,137.534,122947.0
2010-12-27,138.596,141.947,137.37,137.534,122947.0
2010-12-28,138.596,141.947,137.37,137.534,122947.0
2010-12-29,137.861,144.643,137.289,144.562,788179.0
2010-12-30,142.192,146.114,137.615,142.192,1162252.0
2010-12-31,142.846,142.846,139.985,141.293,654579.0
2011-01-01,142.846,142.846,139.985,141.293,654579.0
2011-01-02,142.846,142.846,139.985,141.293,654579.0
2011-01-03,142.846,142.846,139.985,141.293,654579.0
2011-01-04,142.927,145.134,139.904,140.312,2468648.0
2011-01-05,139.658,139.658,133.611,134.592,3399041.0
2011-01-06,134.919,142.682,134.428,139.822,3362829.0
2011-01-07,139.904,140.966,137.534,139.332,1689504.0
2011-01-08,139.904,140.966,137.534,139.332,1689504.0
2011-01-09,139.904,140.966,137.534,139.332,1689504.0
2011-01-10,138.678,138.923,135.572,135.981,1085829.0
2011-01-11,137.942,150.037,136.308,143.99,5837372.0
2011-01-12,144.235,145.215,138.106,138.923,1997127.0
2011-01-13,139.822,139.822,134.102,135.899,2329700.0
2011-01-14,132.385,134.183,128.79,132.385,4457449.0
2011-01-15,132.385,134.183,128.79,132.385,4457449.0
2011-01-16,132.385,134.183,128.79,132.385,4457449.0
2011-01-17,131.65,133.121,129.28,130.097,1216147.0
2011-01-18,131.977,142.11,131.977,139.168,4972039.0
2011-01-19,139.85,141.165,136.235,137.467,2294828.0
2011-01-20,137.796,138.782,131.798,132.537,2833398.0
2011-01-21,133.688,135.495,128.922,134.263,1909285.0
2011-01-22,133.688,135.495,128.922,134.263,1909285.0
2011-01-23,133.688,135.495,128.922,134.263,1909285.0
2011-01-24,135.988,136.235,132.373,132.619,2099830.0
2011-01-25,132.948,135.577,132.126,134.591,2125015.0
2011-01-26,135.084,138.618,134.427,137.303,3098481.0
2011-01-27,137.796,139.193,135.249,135.249,1090789.0
2011-01-28,134.098,136.481,134.098,135.167,1545883.0
2011-01-29,134.098,136.481,134.098,135.167,1545883.0
2011-01-30,134.098,136.481,134.098,135.167,1545883.0
2011-01-31,133.523,137.467,131.633,136.399,1645428.0
2011-02-01,137.385,143.219,135.906,142.151,3024289.0
2011-02-02,142.808,148.231,142.808,145.438,3432143.0
2011-02-03,145.52,152.833,145.52,152.011,3604424.0
2011-02-04,152.093,153.572,149.299,151.765,1146738.0
2011-02-05,152.093,153.572,149.299,151.765,1146738.0
2011-02-06,152.093,153.572,149.299,151.765,1146738.0
2011-02-07,152.422,153.49,150.368,153.161,1993144.0
2011-02-08,152.422,153.161,149.71,153.161,1338374.0
2011-02-09,152.422,153.983,151.025,152.34,1268303.0
2011-02-10,152.833,155.626,150.203,154.147,925485.0
2011-02-11,153.244,155.544,149.71,153.244,1191054.0
2011-02-12,153.244,155.544,149.71,153.244,1191054.0
2011-02-13,153.244,155.544,149.71,153.244,1191054.0
2011-02-14,152.422,154.969,150.861,152.093,991435.0
2011-02-15,152.011,154.23,149.299,149.299,2835172.0
2011-02-16,148.396,150.532,148.396,149.71,1374788.0
2011-02-17,150.779,154.394,149.217,153.244,1862084.0
2011-02-18,154.065,154.065,150.45,151.354,7079522.0
2011-02-19,154.065,154.065,150.45,151.354,7079522.0
2011-02-20,154.065,154.065,150.45,151.354,7079522.0
2011-02-21,150.943,152.011,145.52,147.574,1423029.0
2011-02-22,145.931,149.053,142.726,147.163,1687638.0
2011-02-23,146.917,148.313,140.179,142.151,1758733.0
2011-02-24,139.768,140.754,136.646,137.303,2052869.0
2011-02-25,139.357,141.165,138.125,140.179,873654.0
2011-02-26,139.357,141.165,138.125,140.179,873654.0
2011-02-27,139.357,141.165,138.125,140.179,873654.0
2011-02-28,140.836,141.987,138.618,140.836,1283287.0
2011-03-01,140.918,147.327,140.918,146.259,1996629.0
2011-03-02,144.534,146.341,140.507,144.205,3926664.0
2011-03-03,144.041,149.71,144.041,148.806,1610755.0
2011-03-04,148.971,152.093,148.724,149.875,1851416.0
2011-03-05,148.971,152.093,148.724,149.875,1851416.0
2011-03-06,148.971,152.093,148.724,149.875,1851416.0
2011-03-07,150.286,153.737,147.492,153.244,1994712.0
2011-03-08,159.324,166.966,157.516,166.966,8274679.0
2011-03-09,167.623,170.828,165.158,169.677,4727913.0
2011-03-10,168.28,168.28,158.995,159.406,2942420.0
2011-03-11,158.995,159.488,154.23,156.119,1850933.0
2011-03-12,158.995,159.488,154.23,156.119,1850933.0
2011-03-13,158.995,159.488,154.23,156.119,1850933.0
2011-03-14,154.64,157.763,154.147,156.612,2077778.0
2011-03-15,154.23,154.23,144.205,152.258,3093040.0
2011-03-16,151.436,155.955,147.738,149.546,1885525.0
2011-03-17,150.943,153.654,149.053,153.244,1480380.0
2011-03-18,153.161,159.571,153.161,154.312,2816616.0
2011-03-19,153.161,159.571,153.161,154.312,2816616.0
2011-03-20,153.161,159.571,153.161,154.312,2816616.0
2011-03-21,155.626,158.913,155.626,156.777,1044619.0
2011-03-22,156.941,158.42,153.408,154.558,994232.0
2011-03-23,154.558,156.284,152.34,153.161,1023151.0
2011-03-24,152.915,161.707,152.915,160.064,2152265.0
2011-03-25,161.625,162.282,156.777,157.845,1678276.0
2011-03-26,161.625,162.282,156.777,157.845,1678276.0
2011-03-27,161.625,162.282,156.777,157.845,1678276.0
2011-03-28,157.763,163.679,157.763,160.146,1255339.0
2011-03-29,161.05,162.2,159.077,160.474,1290895.0
2011-03-30,161.625,166.801,160.967,166.801,2837979.0
2011-03-31,167.048,169.677,163.022,163.022,1534120.0
2011-04-01,164.336,165.487,161.871,164.254,1537583.0
2011-04-02,164.336,165.487,161.871,164.254,1537583.0
2011-04-03,164.336,165.487,161.871,164.254,1537583.0
2011-04-04,164.418,170.088,163.925,168.116,2594967.0
2011-04-05,168.855,171.649,166.719,170.828,1700023.0
2011-04-06,170.992,171.896,167.294,168.198,799387.0
2011-04-07,168.445,168.938,163.515,164.501,821112.0
2011-04-08,165.076,168.691,164.994,167.705,682440.0
2011-04-09,165.076,168.691,164.994,167.705,682440.0
2011-04-10,165.076,168.691,164.994,167.705,682440.0
2011-04-11,166.966,167.459,161.625,161.789,1534156.0
2011-04-12,161.46,161.625,157.927,159.571,734098.0
2011-04-13,159.981,163.186,158.995,159.406,720310.0
2011-04-14,159.16,167.459,158.502,163.515,1790642.0
2011-04-15,163.515,165.158,161.05,161.953,1191191.0
2011-04-16,163.515,165.158,161.05,161.953,1191191.0
2011-04-17,163.515,165.158,161.05,161.953,1191191.0
2011-04-18,162.364,164.008,158.502,160.721,900632.0
2011-04-19,161.46,164.911,161.05,163.761,1006955.0
2011-04-20,164.829,165.158,160.967,164.336,1579414.0
2011-04-21,163.925,166.966,163.761,166.966,1090926.0
2011-04-22,163.925,166.966,163.761,166.966,1090926.0
2011-04-23,163.925,166.966,163.761,166.966,1090926.0
2011-04-24,163.925,166.966,163.761,166.966,1090926.0
2011-04-25,163.925,166.966,163.761,166.966,1090926.0
2011-04-26,166.719,168.034,164.994,166.39,704536.0
