,DNLM LN Equity,DNLM LN Equity,DNLM LN Equity,DNLM LN Equity,DNLM LN Equity
2017-07-14,392.96,398.539,387.73,389.124,146530.0
2017-07-15,392.96,398.539,387.73,389.124,146530.0
2017-07-16,392.96,398.539,387.73,389.124,146530.0
2017-07-17,389.822,392.96,387.032,391.914,155194.0
2017-07-18,394.703,402.723,391.914,400.631,383039.0
2017-07-19,402.723,407.953,400.282,403.42,259129.0
2017-07-20,407.255,413.88,403.071,410.742,349212.0
2017-07-21,409.348,411.44,402.723,408.65,184237.0
2017-07-22,409.348,411.44,402.723,408.65,184237.0
2017-07-23,409.348,411.44,402.723,408.65,184237.0
2017-07-24,407.604,411.091,403.769,406.907,197856.0
2017-07-25,408.65,411.788,407.255,408.999,358197.0
2017-07-26,413.88,413.88,405.163,408.301,353777.0
2017-07-27,413.532,414.229,407.953,413.532,173260.0
2017-07-28,419.808,424.341,410.394,421.203,227239.0
2017-07-29,419.808,424.341,410.394,421.203,227239.0
2017-07-30,419.808,424.341,410.394,421.203,227239.0
2017-07-31,420.854,420.854,413.532,419.808,339128.0
2017-08-01,419.11,431.314,418.413,428.176,170111.0
2017-08-02,428.873,437.939,420.157,437.242,317642.0
2017-08-03,430.617,446.307,430.617,445.261,495492.0
2017-08-04,444.913,450.491,434.452,446.307,321498.0
2017-08-05,444.913,450.491,434.452,446.307,321498.0
2017-08-06,444.913,450.491,434.452,446.307,321498.0
2017-08-07,453.63,453.63,438.636,446.307,231339.0
2017-08-08,438.636,452.584,438.636,448.748,248210.0
2017-08-09,450.143,451.538,439.682,447.702,383276.0
2017-08-10,438.288,449.794,438.288,442.821,282005.0
2017-08-11,433.755,442.123,431.663,441.426,228665.0
2017-08-12,433.755,442.123,431.663,441.426,228665.0
2017-08-13,433.755,442.123,431.663,441.426,228665.0
2017-08-14,441.426,449.445,441.426,445.61,185147.0
2017-08-15,444.564,447.702,432.012,435.847,243332.0
2017-08-16,435.847,438.985,431.663,435.15,247474.0
2017-08-17,435.498,443.169,431.314,434.452,369015.0
2017-08-18,433.058,441.077,432.012,438.636,343499.0
2017-08-19,433.058,441.077,432.012,438.636,343499.0
2017-08-20,433.058,441.077,432.012,438.636,343499.0
2017-08-21,430.966,436.893,429.571,432.36,166410.0
2017-08-22,433.058,437.939,427.827,429.571,161575.0
2017-08-23,429.919,432.36,422.946,425.038,192722.0
2017-08-24,418.413,425.387,418.413,419.808,175029.0
2017-08-25,426.781,426.781,417.716,420.157,146854.0
2017-08-26,426.781,426.781,417.716,420.157,146854.0
2017-08-27,426.781,426.781,417.716,420.157,146854.0
2017-08-28,426.781,426.781,417.716,420.157,146854.0
2017-08-29,424.689,424.689,414.578,417.018,197323.0
2017-08-30,414.926,417.018,395.749,399.933,1090557.0
2017-08-31,395.4,413.183,395.4,407.604,537750.0
2017-09-01,408.301,430.268,407.604,429.919,379822.0
2017-09-02,408.301,430.268,407.604,429.919,379822.0
2017-09-03,408.301,430.268,407.604,429.919,379822.0
2017-09-04,422.597,428.525,420.505,426.433,272615.0
2017-09-05,422.597,433.406,422.597,426.084,134595.0
2017-09-06,426.781,434.801,425.038,433.058,155808.0
2017-09-07,432.012,439.334,428.873,435.847,191702.0
2017-09-08,435.15,435.15,413.183,418.762,452758.0
2017-09-09,435.15,435.15,413.183,418.762,452758.0
2017-09-10,435.15,435.15,413.183,418.762,452758.0
2017-09-11,417.716,426.433,414.578,415.275,290481.0
2017-09-12,416.67,430.617,415.624,425.735,334867.0
2017-09-13,420.854,470.366,416.321,461.3,1330574.0
2017-09-14,464.787,464.787,453.281,454.676,825970.0
2017-09-15,455.373,458.162,450.143,453.281,973816.0
2017-09-16,455.373,458.162,450.143,453.281,973816.0
2017-09-17,455.373,458.162,450.143,453.281,973816.0
2017-09-18,455.722,456.419,436.544,438.985,298444.0
2017-09-19,441.426,453.63,441.426,445.61,231402.0
2017-09-20,444.564,453.281,443.518,445.959,215878.0
2017-09-21,441.775,452.235,441.775,452.235,230620.0
2017-09-22,452.932,459.557,450.143,456.07,396780.0
2017-09-23,452.932,459.557,450.143,456.07,396780.0
2017-09-24,452.932,459.557,450.143,456.07,396780.0
2017-09-25,454.676,475.248,450.143,472.458,346706.0
2017-09-26,472.458,473.853,468.274,471.063,435545.0
2017-09-27,470.715,478.386,470.715,477.34,275687.0
2017-09-28,475.945,480.826,474.202,479.432,262216.0
2017-09-29,480.826,494.076,480.129,493.379,335201.0
2017-09-30,480.826,494.076,480.129,493.379,335201.0
2017-10-01,480.826,494.076,480.129,493.379,335201.0
2017-10-02,497.214,504.885,494.774,497.563,608825.0
2017-10-03,497.214,500.701,495.82,496.517,151064.0
2017-10-04,494.774,496.517,490.589,491.635,313170.0
2017-10-05,488.149,497.563,488.149,495.471,184870.0
2017-10-06,499.655,500.352,492.333,498.609,184668.0
2017-10-07,499.655,500.352,492.333,498.609,184668.0
2017-10-08,499.655,500.352,492.333,498.609,184668.0
2017-10-09,495.82,498.958,495.122,498.26,190848.0
2017-10-10,498.609,498.609,487.451,488.846,333619.0
2017-10-11,529.99,529.99,505.931,519.53,1015066.0
2017-10-12,514.648,521.273,514.648,517.089,315222.0
2017-10-13,513.602,527.201,513.602,525.457,493410.0
2017-10-14,513.602,527.201,513.602,525.457,493410.0
2017-10-15,513.602,527.201,513.602,525.457,493410.0
2017-10-16,517.786,524.411,517.786,523.016,430899.0
2017-10-17,529.641,529.641,517.089,524.76,436943.0
2017-10-18,527.898,528.595,520.576,521.97,256891.0
2017-10-19,525.457,525.806,518.832,523.016,233669.0
2017-10-20,526.503,526.503,517.786,520.227,286282.0
2017-10-21,526.503,526.503,517.786,520.227,286282.0
2017-10-22,526.503,526.503,517.786,520.227,286282.0
2017-10-23,514.648,520.576,512.905,516.74,168582.0
2017-10-24,515.694,521.97,514.997,521.273,145343.0
2017-10-25,517.438,526.155,517.438,517.786,437502.0
2017-10-26,520.576,525.108,518.832,524.062,122042.0
2017-10-27,518.484,523.365,518.484,518.484,183465.0
2017-10-28,518.484,523.365,518.484,518.484,183465.0
2017-10-29,518.484,523.365,518.484,518.484,183465.0
2017-10-30,516.043,520.924,513.253,518.135,160249.0
2017-10-31,517.786,518.135,510.115,510.464,143414.0
2017-11-01,509.069,512.556,500.004,500.701,303577.0
2017-11-02,504.285,505.719,497.475,499.626,380932.0
2017-11-03,499.984,502.852,492.099,498.192,212461.0
2017-11-04,499.984,502.852,492.099,498.192,212461.0
2017-11-05,499.984,502.852,492.099,498.192,212461.0
2017-11-06,508.945,508.945,496.759,498.551,114433.0
2017-11-07,507.869,507.869,490.666,491.382,360970.0
2017-11-08,490.666,494.25,487.082,492.099,291980.0
2017-11-09,489.59,490.666,484.931,485.289,897975.0
2017-11-10,487.44,491.741,486.723,487.798,453338.0
2017-11-11,487.44,491.741,486.723,487.798,453338.0
2017-11-12,487.44,491.741,486.723,487.798,453338.0
2017-11-13,486.006,489.59,483.856,485.648,747594.0
2017-11-14,487.798,496.042,486.365,492.099,195280.0
2017-11-15,493.175,499.268,487.44,492.458,191831.0
2017-11-16,493.891,500.343,491.024,494.25,180135.0
2017-11-17,496.042,498.192,490.666,493.175,120568.0
2017-11-18,496.042,498.192,490.666,493.175,120568.0
2017-11-19,496.042,498.192,490.666,493.175,120568.0
2017-11-20,489.59,509.661,489.59,507.869,252557.0
2017-11-21,505.719,514.321,501.776,509.303,263239.0
2017-11-22,511.812,518.98,509.661,513.246,171349.0
2017-11-23,518.263,518.263,502.493,502.852,102556.0
2017-11-24,506.436,506.436,497.834,501.418,90720.0
2017-11-25,506.436,506.436,497.834,501.418,90720.0
2017-11-26,506.436,506.436,497.834,501.418,90720.0
2017-11-27,502.135,507.153,499.268,502.493,117644.0
2017-11-28,504.285,508.586,499.268,507.153,114340.0
2017-11-29,510.378,516.471,505.719,506.794,338968.0
2017-11-30,508.586,508.586,499.626,503.568,257540.0
2017-12-01,502.493,502.493,489.59,490.307,184270.0
2017-12-02,502.493,502.493,489.59,490.307,184270.0
2017-12-03,502.493,502.493,489.59,490.307,184270.0
2017-12-04,493.175,504.285,488.874,504.285,199272.0
2017-12-05,505.719,510.378,502.852,508.586,231654.0
2017-12-06,507.869,509.661,499.984,502.493,341336.0
2017-12-07,502.852,502.852,491.024,493.175,236519.0
2017-12-08,496.042,520.772,496.042,516.83,733833.0
2017-12-09,496.042,520.772,496.042,516.83,733833.0
2017-12-10,496.042,520.772,496.042,516.83,733833.0
2017-12-11,519.697,522.923,513.246,516.113,280879.0
2017-12-12,515.396,518.263,501.06,507.511,239644.0
2017-12-13,508.228,517.905,505.361,513.962,296849.0
2017-12-14,513.604,515.396,507.511,512.887,216222.0
2017-12-15,506.436,508.586,496.4,505.361,306958.0
2017-12-16,506.436,508.586,496.4,505.361,306958.0
2017-12-17,506.436,508.586,496.4,505.361,306958.0
2017-12-18,508.228,516.83,502.852,511.812,299013.0
2017-12-19,510.02,515.754,506.794,511.454,195913.0
2017-12-20,510.02,510.02,495.325,497.475,287437.0
2017-12-21,495.683,498.192,486.365,488.515,242561.0
2017-12-22,488.874,496.042,486.006,493.891,51724.0
2017-12-23,488.874,496.042,486.006,493.891,51724.0
2017-12-24,488.874,496.042,486.006,493.891,51724.0
2017-12-25,488.874,496.042,486.006,493.891,51724.0
2017-12-26,488.874,496.042,486.006,493.891,3039.0
2017-12-27,493.175,493.175,487.44,490.666,135764.0
2017-12-28,496.4,498.192,487.798,488.515,113814.0
2017-12-29,490.307,496.759,488.515,496.4,140530.0
2017-12-30,490.307,496.759,488.515,496.4,140530.0
2017-12-31,490.307,496.759,488.515,496.4,140530.0
2018-01-01,490.307,496.759,488.515,496.4,140530.0
2018-01-02,490.666,493.891,484.214,488.515,479851.0
2018-01-03,495.325,501.776,491.382,491.741,171688.0
2018-01-04,494.608,494.967,484.214,488.874,422425.0
2018-01-05,490.307,491.024,487.44,490.307,254183.0
2018-01-06,490.307,491.024,487.44,490.307,254183.0
2018-01-07,490.307,491.024,487.44,490.307,254183.0
2018-01-08,491.024,491.024,483.856,485.289,604081.0
2018-01-09,485.289,492.816,481.705,481.705,461699.0
2018-01-10,480.989,483.139,477.404,478.838,485355.0
2018-01-11,477.404,484.214,475.971,480.989,1873060.0
2018-01-12,481.347,501.418,480.989,498.909,1720332.0
2018-01-13,481.347,501.418,480.989,498.909,1720332.0
2018-01-14,481.347,501.418,480.989,498.909,1720332.0
2018-01-15,495.325,512.887,494.967,502.493,408715.0
2018-01-16,494.608,512.529,474.179,480.272,2026216.0
2018-01-17,479.196,480.63,455.183,455.183,1278937.0
2018-01-18,455.541,464.143,454.824,456.975,438294.0
2018-01-19,458.767,461.634,448.373,456.617,346383.0
2018-01-20,458.767,461.634,448.373,456.617,346383.0
2018-01-21,458.767,461.634,448.373,456.617,346383.0
2018-01-22,457.333,462.71,456.617,460.917,175067.0
2018-01-23,460.917,467.727,459.125,465.218,227858.0
2018-01-24,465.218,472.028,460.201,466.652,273066.0
2018-01-25,461.993,467.727,461.993,465.218,189610.0
2018-01-26,465.935,472.387,462.71,467.01,208616.0
2018-01-27,465.935,472.387,462.71,467.01,208616.0
2018-01-28,465.935,472.387,462.71,467.01,208616.0
2018-01-29,467.727,473.462,463.068,466.652,157615.0
2018-01-30,462.71,465.218,450.524,451.24,219398.0
2018-01-31,451.599,463.785,448.731,458.767,364404.0
2018-02-01,459.842,478.48,459.842,465.935,439007.0
2018-02-02,467.369,467.727,446.581,446.581,272707.0
2018-02-03,467.369,467.727,446.581,446.581,272707.0
2018-02-04,467.369,467.727,446.581,446.581,272707.0
2018-02-05,442.997,453.391,439.413,451.957,267967.0
2018-02-06,447.298,453.749,430.094,448.373,595056.0
2018-02-07,450.524,456.975,446.939,452.674,219975.0
2018-02-08,451.957,458.409,448.015,448.015,186678.0
2018-02-09,448.731,455.541,445.506,448.373,349348.0
2018-02-10,448.731,455.541,445.506,448.373,349348.0
2018-02-11,448.731,455.541,445.506,448.373,349348.0
2018-02-12,451.957,452.674,440.488,441.922,197129.0
2018-02-13,442.638,446.581,434.753,442.997,403127.0
2018-02-14,446.223,456.975,444.789,454.824,292487.0
2018-02-15,455.9,456.617,448.373,455.541,148175.0
2018-02-16,458.409,466.294,455.183,461.993,242804.0
2018-02-17,458.409,466.294,455.183,461.993,242804.0
2018-02-18,458.409,466.294,455.183,461.993,242804.0
2018-02-19,457.692,465.218,457.692,463.426,221730.0
2018-02-20,430.094,436.904,396.045,414.682,1989492.0
2018-02-21,405.005,410.74,395.328,407.873,1828586.0
2018-02-22,406.439,413.249,400.346,405.364,819119.0
2018-02-23,406.439,411.457,406.439,410.381,806781.0
2018-02-24,406.439,411.457,406.439,410.381,806781.0
2018-02-25,406.439,411.457,406.439,410.381,806781.0
2018-02-26,411.457,430.094,411.457,412.89,1092512.0
2018-02-27,413.249,424.359,413.249,418.625,1711439.0
2018-02-28,418.266,421.134,415.758,415.758,1306170.0
2018-03-01,419.342,420.059,406.08,407.156,557780.0
2018-03-02,407.156,409.306,394.611,394.611,355804.0
2018-03-03,407.156,409.306,394.611,394.611,355804.0
2018-03-04,407.156,409.306,394.611,394.611,355804.0
2018-03-05,394.97,404.647,393.536,400.346,419090.0
2018-03-06,401.421,412.89,401.421,407.156,301234.0
2018-03-07,407.156,415.399,405.005,412.173,449129.0
2018-03-08,411.815,418.625,410.381,414.324,606642.0
2018-03-09,413.966,416.116,407.514,408.948,300209.0
2018-03-10,413.966,416.116,407.514,408.948,300209.0
2018-03-11,413.966,416.116,407.514,408.948,300209.0
2018-03-12,410.381,412.173,403.572,408.589,1102421.0
2018-03-13,407.873,411.457,404.647,404.647,153570.0
2018-03-14,403.93,407.156,402.855,403.213,442612.0
2018-03-15,402.496,405.364,400.346,403.572,126051.0
2018-03-16,405.722,405.722,393.894,393.894,452615.0
2018-03-17,405.722,405.722,393.894,393.894,452615.0
2018-03-18,405.722,405.722,393.894,393.894,452615.0
2018-03-19,392.461,402.855,389.594,390.669,519471.0
2018-03-20,391.386,393.536,384.576,389.952,426670.0
2018-03-21,389.594,389.594,369.881,375.615,2203029.0
2018-03-22,376.705,379.248,365.444,370.167,1683167.0
2018-03-23,368.714,385.424,368.714,385.06,422983.0
2018-03-24,368.714,385.424,368.714,385.06,422983.0
2018-03-25,368.714,385.424,368.714,385.06,422983.0
2018-03-26,386.877,388.693,372.346,373.073,262891.0
2018-03-27,377.069,383.607,374.889,377.432,372033.0
2018-03-28,376.342,382.154,373.073,379.975,507436.0
2018-03-29,381.791,385.06,381.791,382.881,334687.0
2018-03-30,381.791,385.06,381.791,382.881,334687.0
2018-03-31,381.791,385.06,381.791,382.881,334687.0
2018-04-01,381.791,385.06,381.791,382.881,334687.0
2018-04-02,381.791,385.06,381.791,382.881,334687.0
2018-04-03,381.428,384.334,376.705,383.244,401662.0
2018-04-04,383.971,385.424,380.338,384.334,706031.0
2018-04-05,385.06,396.685,385.06,396.685,333393.0
2018-04-06,395.958,395.958,380.338,381.428,777173.0
2018-04-07,395.958,395.958,380.338,381.428,777173.0
2018-04-08,395.958,395.958,380.338,381.428,777173.0
2018-04-09,382.154,385.787,378.158,380.701,407210.0
2018-04-10,382.881,388.33,380.338,384.697,316023.0
2018-04-11,386.877,387.24,380.701,380.701,303327.0
2018-04-12,395.958,430.469,395.958,414.122,1267636.0
2018-04-13,414.122,414.485,389.783,404.677,688849.0
2018-04-14,414.122,414.485,389.783,404.677,688849.0
2018-04-15,414.122,414.485,389.783,404.677,688849.0
2018-04-16,404.677,406.493,401.407,405.767,242700.0
2018-04-17,404.677,414.485,404.677,410.126,2122232.0
2018-04-18,410.126,410.489,397.411,406.13,534372.0
2018-04-19,406.13,409.036,402.497,406.856,896486.0
2018-04-20,406.856,421.387,406.493,418.118,413742.0
2018-04-21,406.856,421.387,406.493,418.118,413742.0
2018-04-22,406.856,421.387,406.493,418.118,413742.0
2018-04-23,417.754,422.477,417.754,419.934,539402.0
2018-04-24,418.844,418.844,401.044,403.587,1544056.0
2018-04-25,402.497,406.13,399.228,404.313,323123.0
2018-04-26,403.587,410.489,401.407,407.583,273034.0
2018-04-27,408.309,413.395,405.403,408.309,191760.0
2018-04-28,408.309,413.395,405.403,408.309,191760.0
2018-04-29,408.309,413.395,405.403,408.309,191760.0
2018-04-30,408.309,414.122,406.13,409.762,289461.0
2018-05-01,409.399,412.305,407.22,410.489,738749.0
2018-05-02,412.305,412.669,405.04,407.583,247944.0
2018-05-03,412.305,414.848,405.04,411.942,263592.0
2018-05-04,418.118,418.118,406.493,410.489,159963.0
2018-05-05,418.118,418.118,406.493,410.489,159963.0
2018-05-06,418.118,418.118,406.493,410.489,159963.0
2018-05-07,418.118,418.118,406.493,410.489,159963.0
2018-05-08,407.946,414.485,407.946,411.579,180467.0
2018-05-09,413.032,422.477,409.762,422.477,246004.0
2018-05-10,423.203,432.648,420.66,429.742,287938.0
2018-05-11,431.922,434.464,427.199,429.379,349509.0
2018-05-12,431.922,434.464,427.199,429.379,349509.0
2018-05-13,431.922,434.464,427.199,429.379,349509.0
2018-05-14,433.011,434.464,430.469,434.464,280936.0
2018-05-15,433.738,446.815,432.285,442.456,404408.0
2018-05-16,442.82,447.542,441.366,444.999,418591.0
2018-05-17,446.089,460.619,442.82,448.268,422249.0
2018-05-18,454.081,454.081,435.917,435.917,293644.0
2018-05-19,454.081,454.081,435.917,435.917,293644.0
2018-05-20,454.081,454.081,435.917,435.917,293644.0
2018-05-21,441.366,441.366,433.011,437.371,129017.0
2018-05-22,437.371,452.991,437.371,446.815,203421.0
2018-05-23,447.542,452.264,442.456,446.452,207595.0
2018-05-24,446.815,449.722,442.456,446.089,205296.0
2018-05-25,450.448,460.983,366.534,395.958,1593261.0
2018-05-26,450.448,460.983,366.534,395.958,1593261.0
2018-05-27,450.448,460.983,366.534,395.958,1593261.0
2018-05-28,450.448,460.983,366.534,395.958,1593261.0
2018-05-29,391.962,415.938,384.334,395.958,1584507.0
2018-05-30,389.42,404.313,378.885,394.505,872227.0
2018-05-31,394.142,398.501,388.33,391.599,638111.0
2018-06-01,394.505,401.407,389.783,393.052,363932.0
2018-06-02,394.505,401.407,389.783,393.052,363932.0
2018-06-03,394.505,401.407,389.783,393.052,363932.0
2018-06-04,390.509,399.591,390.509,398.138,623150.0
2018-06-05,398.138,399.954,394.505,396.322,878284.0
2018-06-06,395.958,407.946,395.958,407.583,173258.0
2018-06-07,406.493,410.489,393.416,407.946,297978.0
2018-06-08,405.403,407.946,396.685,402.86,255499.0
2018-06-09,405.403,407.946,396.685,402.86,255499.0
2018-06-10,405.403,407.946,396.685,402.86,255499.0
2018-06-11,403.224,415.938,403.224,415.938,190648.0
2018-06-12,413.395,415.938,406.13,407.946,810299.0
2018-06-13,406.856,413.032,404.677,409.399,172329.0
2018-06-14,404.677,413.395,401.044,412.305,379368.0
2018-06-15,411.942,411.942,388.693,391.962,2152213.0
2018-06-16,411.942,411.942,388.693,391.962,2152213.0
2018-06-17,411.942,411.942,388.693,391.962,2152213.0
2018-06-18,393.052,397.048,384.697,392.326,483850.0
2018-06-19,388.33,391.599,374.889,378.522,286326.0
2018-06-20,382.518,382.518,376.342,376.705,237338.0
2018-06-21,378.522,378.885,369.44,373.436,396791.0
2018-06-22,373.436,388.693,373.436,382.518,719862.0
2018-06-23,373.436,388.693,373.436,382.518,719862.0
2018-06-24,373.436,388.693,373.436,382.518,719862.0
2018-06-25,380.338,383.607,377.432,380.701,191806.0
2018-06-26,378.885,380.701,373.436,376.705,234174.0
2018-06-27,376.705,379.248,369.077,369.803,282727.0
2018-06-28,369.44,374.889,363.628,368.35,219327.0
2018-06-29,371.983,373.436,365.444,366.897,339998.0
2018-06-30,371.983,373.436,365.444,366.897,339998.0
2018-07-01,371.983,373.436,365.444,366.897,339998.0
2018-07-02,363.991,375.616,363.991,371.256,446591.0
2018-07-03,371.983,373.436,361.521,363.265,344412.0
2018-07-04,361.812,364.718,355.709,361.521,329866.0
2018-07-05,364.354,365.807,358.76,359.632,289978.0
2018-07-06,359.777,359.777,340.742,351.64,801408.0
2018-07-07,359.777,359.777,340.742,351.64,801408.0
2018-07-08,359.777,359.777,340.742,351.64,801408.0
2018-07-09,352.367,367.26,351.059,359.923,293334.0
2018-07-10,363.628,365.444,354.256,356.29,407899.0
2018-07-11,354.401,358.469,347.717,351.931,391805.0
2018-07-12,343.648,352.948,334.639,352.657,824437.0
2018-07-13,350.187,382.154,350.187,378.522,657612.0
2018-07-14,350.187,382.154,350.187,378.522,657612.0
2018-07-15,350.187,382.154,350.187,378.522,657612.0
2018-07-16,377.795,377.795,361.085,367.987,385708.0
2018-07-17,368.35,368.714,356.58,366.171,430918.0
2018-07-18,368.35,373.799,362.974,369.077,214932.0
2018-07-19,367.987,372.346,364.718,366.897,239992.0
2018-07-20,365.081,378.885,362.247,375.616,420942.0
2018-07-21,365.081,378.885,362.247,375.616,420942.0
2018-07-22,365.081,378.885,362.247,375.616,420942.0
2018-07-23,373.073,381.065,370.167,378.158,307747.0
2018-07-24,379.248,382.518,375.979,378.885,305063.0
2018-07-25,377.069,380.338,371.983,372.346,211745.0
2018-07-26,375.616,380.338,370.53,375.616,212036.0
2018-07-27,378.158,382.154,375.979,381.791,228999.0
2018-07-28,378.158,382.154,375.979,381.791,228999.0
2018-07-29,378.158,382.154,375.979,381.791,228999.0
2018-07-30,380.338,389.056,379.611,387.24,242323.0
2018-07-31,385.06,388.693,379.611,381.065,311228.0
2018-08-01,381.065,382.881,376.705,382.154,159136.0
2018-08-02,383.244,383.244,371.62,373.073,247294.0
2018-08-03,373.436,380.338,372.346,380.338,137502.0
2018-08-04,373.436,380.338,372.346,380.338,137502.0
2018-08-05,373.436,380.338,372.346,380.338,137502.0
2018-08-06,383.244,383.244,375.252,378.885,160284.0
2018-08-07,381.428,381.428,376.342,377.795,341211.0
2018-08-08,379.975,382.518,376.342,377.795,195874.0
2018-08-09,381.065,386.15,377.432,380.701,223223.0
2018-08-10,387.967,387.967,373.073,376.342,260717.0
2018-08-11,387.967,387.967,373.073,376.342,260717.0
2018-08-12,387.967,387.967,373.073,376.342,260717.0
2018-08-13,379.248,379.248,366.171,369.803,163586.0
2018-08-14,372.709,372.709,361.085,364.718,269259.0
2018-08-15,355.854,367.26,355.854,358.615,270138.0
2018-08-16,367.624,371.983,361.666,369.803,247860.0
2018-08-17,367.624,369.077,362.683,366.897,145557.0
2018-08-18,367.624,369.077,362.683,366.897,145557.0
2018-08-19,367.624,369.077,362.683,366.897,145557.0
2018-08-20,370.53,370.53,362.538,364.354,256007.0
2018-08-21,361.521,365.081,359.341,365.081,312009.0
2018-08-22,371.62,371.62,360.94,361.376,154671.0
2018-08-23,370.53,376.342,360.358,374.526,297163.0
2018-08-24,371.62,379.611,371.62,375.616,128975.0
2018-08-25,371.62,379.611,371.62,375.616,128975.0
2018-08-26,371.62,379.611,371.62,375.616,128975.0
2018-08-27,371.62,379.611,371.62,375.616,128975.0
2018-08-28,374.526,391.962,374.526,387.24,226259.0
2018-08-29,378.522,388.33,371.62,377.432,220846.0
2018-08-30,372.346,377.432,369.44,371.983,211854.0
2018-08-31,378.885,383.244,370.53,377.795,178073.0
2018-09-01,378.885,383.244,370.53,377.795,178073.0
2018-09-02,378.885,383.244,370.53,377.795,178073.0
2018-09-03,382.881,391.236,379.248,391.236,168661.0
2018-09-04,395.958,395.958,378.158,384.697,240799.0
2018-09-05,378.885,384.697,373.436,383.607,271775.0
2018-09-06,386.15,390.146,381.428,386.15,200067.0
2018-09-07,390.146,390.146,376.342,382.518,180018.0
2018-09-08,390.146,390.146,376.342,382.518,180018.0
2018-09-09,390.146,390.146,376.342,382.518,180018.0
2018-09-10,376.342,382.518,370.53,380.338,236243.0
2018-09-11,371.62,387.24,366.171,370.53,412182.0
2018-09-12,374.163,424.656,370.53,414.485,1262999.0
2018-09-13,415.575,426.836,401.407,406.856,886763.0
2018-09-14,403.224,412.305,402.497,407.22,470231.0
2018-09-15,403.224,412.305,402.497,407.22,470231.0
2018-09-16,403.224,412.305,402.497,407.22,470231.0
2018-09-17,404.677,421.024,404.313,408.309,253671.0
2018-09-18,408.309,409.762,402.497,406.493,376814.0
2018-09-19,404.677,411.579,399.954,402.497,552005.0
2018-09-20,406.493,410.852,399.591,403.587,439694.0
2018-09-21,406.13,416.301,404.677,405.403,274773.0
2018-09-22,406.13,416.301,404.677,405.403,274773.0
2018-09-23,406.13,416.301,404.677,405.403,274773.0
2018-09-24,415.575,415.575,391.599,395.595,336921.0
2018-09-25,391.962,398.138,386.15,387.967,192508.0
2018-09-26,391.599,394.142,386.15,394.142,171666.0
2018-09-27,391.236,396.685,386.877,394.505,176070.0
2018-09-28,393.416,404.313,393.416,397.411,236923.0
2018-09-29,393.416,404.313,393.416,397.411,236923.0
2018-09-30,393.416,404.313,393.416,397.411,236923.0
2018-10-01,403.224,403.224,387.967,389.056,265144.0
2018-10-02,383.607,397.048,383.607,395.232,200588.0
2018-10-03,393.779,399.228,393.052,399.228,157632.0
2018-10-04,386.877,397.775,386.877,397.048,146095.0
2018-10-05,398.864,398.864,386.513,388.693,195061.0
2018-10-06,398.864,398.864,386.513,388.693,195061.0
2018-10-07,398.864,398.864,386.513,388.693,195061.0
2018-10-08,388.693,392.689,387.603,391.236,114796.0
2018-10-09,390.873,391.236,383.971,387.24,254286.0
2018-10-10,393.416,404.313,389.42,394.142,382625.0
2018-10-11,401.407,429.379,396.685,415.211,818304.0
2018-10-12,416.664,427.926,408.309,420.297,559613.0
2018-10-13,416.664,427.926,408.309,420.297,559613.0
2018-10-14,416.664,427.926,408.309,420.297,559613.0
2018-10-15,411.942,433.375,411.942,427.199,266027.0
2018-10-16,429.379,436.644,428.289,434.464,321214.0
2018-10-17,430.469,442.82,430.469,438.46,321564.0
2018-10-18,447.905,447.905,426.473,426.473,205113.0
2018-10-19,425.02,429.742,418.844,425.02,359100.0
2018-10-20,425.02,429.742,418.844,425.02,359100.0
2018-10-21,425.02,429.742,418.844,425.02,359100.0
2018-10-22,427.562,427.562,422.84,422.84,314061.0
2018-10-23,421.387,422.84,418.844,419.934,281350.0
2018-10-24,417.391,434.101,417.391,424.656,179421.0
2018-10-25,421.387,432.648,419.571,427.199,279965.0
2018-10-26,427.562,427.562,423.203,427.199,282686.0
2018-10-27,427.562,427.562,423.203,427.199,282686.0
2018-10-28,427.562,427.562,423.203,427.199,282686.0
2018-10-29,429.379,430.469,425.746,429.379,261947.0
2018-10-30,432.285,433.011,426.836,429.379,259844.0
2018-10-31,432.285,434.828,429.742,433.375,339177.0
2018-11-01,435.917,455.897,435.191,441.73,384214.0
2018-11-02,445.726,456.624,443.909,451.175,446591.0
2018-11-03,445.726,456.624,443.909,451.175,446591.0
2018-11-04,445.726,456.624,443.909,451.175,446591.0
2018-11-05,452.628,457.713,434.464,439.913,347674.0
2018-11-06,447.542,449.358,433.738,437.007,192653.0
2018-11-07,438.097,438.824,426.836,431.558,234657.0
2018-11-08,433.011,438.46,432.285,438.46,351795.0
2018-11-09,440.277,453.354,429.742,453.354,316209.0
2018-11-10,440.277,453.354,429.742,453.354,316209.0
2018-11-11,440.277,453.354,429.742,453.354,316209.0
2018-11-12,453.354,453.354,439.187,440.64,225349.0
2018-11-13,436.644,443.546,435.917,440.64,137304.0
2018-11-14,438.46,447.542,434.464,442.456,251492.0
2018-11-15,446.584,446.96,426.695,434.951,600309.0
2018-11-16,438.704,444.708,424.068,428.196,287369.0
2018-11-17,438.704,444.708,424.068,428.196,287369.0
2018-11-18,438.704,444.708,424.068,428.196,287369.0
2018-11-19,424.068,440.205,424.068,427.82,256221.0
2018-11-20,421.065,430.072,421.065,422.566,226295.0
2018-11-21,424.068,433.825,421.065,429.697,196315.0
2018-11-22,427.445,435.701,426.319,427.82,180775.0
