,ITV LN Equity,ITV LN Equity,ITV LN Equity,ITV LN Equity,ITV LN Equity
2013-04-01,75.944,76.654,75.055,76.654,11577491.0
2013-04-02,76.181,77.425,76.181,76.595,11002132.0
2013-04-03,76.417,77.602,76.003,76.477,9875519.0
2013-04-04,76.24,76.417,73.456,74.048,14460765.0
2013-04-05,74.285,74.403,71.145,71.678,12616419.0
2013-04-06,74.285,74.403,71.145,71.678,12616419.0
2013-04-07,74.285,74.403,71.145,71.678,12616419.0
2013-04-08,72.093,73.515,71.56,71.797,8959717.0
2013-04-09,71.856,72.745,70.968,71.323,11350618.0
2013-04-10,71.323,73.396,71.323,73.219,11989769.0
2013-04-11,72.922,75.055,72.922,75.055,9308386.0
2013-04-12,74.581,75.47,73.989,75.173,7822717.0
2013-04-13,74.581,75.47,73.989,75.173,7822717.0
2013-04-14,74.581,75.47,73.989,75.173,7822717.0
2013-04-15,75.055,75.41,73.693,74.048,9549538.0
2013-04-16,73.693,74.463,72.982,73.337,9189077.0
2013-04-17,74.048,74.818,72.567,73.752,14190025.0
2013-04-18,73.929,74.166,72.33,72.567,9749186.0
2013-04-19,72.804,73.1,71.382,72.982,10604868.0
2013-04-20,72.804,73.1,71.382,72.982,10604868.0
2013-04-21,72.804,73.1,71.382,72.982,10604868.0
2013-04-22,73.219,75.114,73.1,73.633,8720564.0
2013-04-23,73.633,75.825,73.633,75.588,10984299.0
2013-04-24,75.41,75.825,74.759,75.41,11311667.0
2013-04-25,75.47,76.358,75.114,75.47,12827333.0
2013-04-26,75.233,76.299,75.233,75.825,9507678.0
2013-04-27,75.233,76.299,75.233,75.825,9507678.0
2013-04-28,75.233,76.299,75.233,75.825,9507678.0
2013-04-29,75.766,76.24,75.055,75.292,9715278.0
2013-04-30,75.055,76.181,73.633,74.581,16706556.0
2013-05-01,75.725,78.456,75.228,77.773,14681987.0
2013-05-02,77.711,78.394,76.408,76.718,16055784.0
2013-05-03,77.09,78.021,76.097,76.718,10055748.0
2013-05-04,77.09,78.021,76.097,76.718,10055748.0
2013-05-05,77.09,78.021,76.097,76.718,10055748.0
2013-05-06,77.09,78.021,76.097,76.718,10055748.0
2013-05-07,76.408,77.152,76.408,76.966,9118670.0
2013-05-08,77.152,79.635,77.152,79.511,17081238.0
2013-05-09,79.387,79.884,78.642,79.449,10445351.0
2013-05-10,79.387,81.187,79.325,81.063,13043444.0
2013-05-11,79.387,81.187,79.325,81.063,13043444.0
2013-05-12,79.387,81.187,79.325,81.063,13043444.0
2013-05-13,80.939,81.249,80.504,80.939,7297504.0
2013-05-14,81.063,81.994,80.628,81.746,13051815.0
2013-05-15,80.132,80.566,77.587,80.194,23582134.0
2013-05-16,80.07,82.553,79.573,81.373,14644487.0
2013-05-17,81.063,81.249,79.946,80.877,10045823.0
2013-05-18,81.063,81.249,79.946,80.877,10045823.0
2013-05-19,81.063,81.249,79.946,80.877,10045823.0
2013-05-20,80.69,81.311,80.504,81.125,7095111.0
2013-05-21,80.939,81.497,80.318,81.497,13834854.0
2013-05-22,81.311,83.67,81.001,83.608,17479821.0
2013-05-23,82.056,82.553,81.001,82.18,13764038.0
2013-05-24,82.428,82.615,80.38,80.753,10021399.0
2013-05-25,82.428,82.615,80.38,80.753,10021399.0
2013-05-26,82.428,82.615,80.38,80.753,10021399.0
2013-05-27,82.428,82.615,80.38,80.753,52060.0
2013-05-28,81.311,83.111,81.311,82.739,9230820.0
2013-05-29,82.739,82.739,80.753,80.939,9142835.0
2013-05-30,80.939,82.863,80.753,82.49,8675945.0
2013-05-31,82.366,82.366,81.063,81.373,14167217.0
2013-06-01,82.366,82.366,81.063,81.373,14167217.0
2013-06-02,82.366,82.366,81.063,81.373,14167217.0
2013-06-03,80.815,81.001,79.884,79.884,10227533.0
2013-06-04,80.442,81.311,80.008,80.38,7450139.0
2013-06-05,80.07,80.194,78.456,78.953,10708115.0
2013-06-06,78.953,79.511,78.456,78.642,9345320.0
2013-06-07,78.953,80.69,78.642,80.318,11929346.0
2013-06-08,78.953,80.69,78.642,80.318,11929346.0
2013-06-09,78.953,80.69,78.642,80.318,11929346.0
2013-06-10,80.566,84.663,80.256,83.297,24731324.0
2013-06-11,83.235,83.546,81.497,83.173,13749788.0
2013-06-12,82.801,84.104,82.428,83.235,10589748.0
2013-06-13,82.304,83.98,81.435,83.67,9383049.0
2013-06-14,83.918,85.718,83.546,84.911,13200445.0
2013-06-15,83.918,85.718,83.546,84.911,13200445.0
2013-06-16,83.918,85.718,83.546,84.911,13200445.0
2013-06-17,85.035,86.277,84.911,85.346,9771366.0
2013-06-18,85.408,85.904,84.787,85.47,16667206.0
2013-06-19,85.532,86.587,84.725,86.339,12009808.0
2013-06-20,85.159,85.222,83.794,84.539,13970187.0
2013-06-21,86.028,86.897,84.849,85.284,24429358.0
2013-06-22,86.028,86.897,84.849,85.284,24429358.0
2013-06-23,86.028,86.897,84.849,85.284,24429358.0
2013-06-24,84.973,86.091,81.435,81.87,13773613.0
2013-06-25,82.615,83.111,81.559,82.925,10106646.0
2013-06-26,83.049,85.532,83.049,85.346,19827154.0
2013-06-27,85.346,89.504,85.346,88.697,15204771.0
2013-06-28,88.635,88.822,86.835,86.959,14209666.0
2013-06-29,88.635,88.822,86.835,86.959,14209666.0
2013-06-30,88.635,88.822,86.835,86.959,14209666.0
2013-07-01,87.704,89.753,87.642,89.628,9117575.0
2013-07-02,89.566,89.877,88.139,89.628,9069809.0
2013-07-03,89.008,91.18,88.449,91.18,13387514.0
2013-07-04,91.242,94.408,91.242,93.849,11187821.0
2013-07-05,93.911,94.532,92.608,92.794,14438104.0
2013-07-06,93.911,94.532,92.608,92.794,14438104.0
2013-07-07,93.911,94.532,92.608,92.794,14438104.0
2013-07-08,93.849,95.96,93.663,94.842,8311916.0
2013-07-09,94.718,96.146,92.608,93.229,14323641.0
2013-07-10,93.104,94.532,92.36,94.408,11990696.0
2013-07-11,95.835,96.518,93.663,95.587,12076204.0
2013-07-12,95.649,98.008,95.649,98.008,13826487.0
2013-07-13,95.649,98.008,95.649,98.008,13826487.0
2013-07-14,95.649,98.008,95.649,98.008,13826487.0
2013-07-15,98.442,100.118,97.325,100.118,13645863.0
2013-07-16,99.932,100.242,96.084,97.077,18034701.0
2013-07-17,96.953,97.449,95.153,95.96,18792370.0
2013-07-18,96.208,98.877,95.898,98.691,13221487.0
2013-07-19,98.629,99.063,97.449,98.815,8132117.0
2013-07-20,98.629,99.063,97.449,98.815,8132117.0
2013-07-21,98.629,99.063,97.449,98.815,8132117.0
2013-07-22,98.504,98.877,97.76,98.318,8211987.0
2013-07-23,99.373,100.242,96.084,96.084,11125696.0
2013-07-24,96.084,98.629,96.084,98.504,10077816.0
2013-07-25,98.008,98.566,96.704,97.884,8511962.0
2013-07-26,98.194,99.125,96.58,97.263,8508971.0
2013-07-27,98.194,99.125,96.58,97.263,8508971.0
2013-07-28,98.194,99.125,96.58,97.263,8508971.0
2013-07-29,97.325,98.939,97.201,97.511,10926190.0
2013-07-30,102.229,104.029,99.808,103.656,25248167.0
2013-07-31,102.973,106.511,102.973,104.649,17070172.0
2013-08-01,104.091,105.332,103.408,104.091,8278706.0
2013-08-02,104.029,105.208,102.787,103.036,7739070.0
2013-08-03,104.029,105.208,102.787,103.036,7739070.0
2013-08-04,104.029,105.208,102.787,103.036,7739070.0
2013-08-05,102.973,104.773,102.787,103.036,6688767.0
2013-08-06,103.346,104.339,102.849,103.78,7050858.0
2013-08-07,103.222,104.153,102.353,103.718,10820786.0
2013-08-08,103.594,104.153,102.539,103.718,8574779.0
2013-08-09,104.153,104.277,102.663,103.346,7572678.0
2013-08-10,104.153,104.277,102.663,103.346,7572678.0
2013-08-11,104.153,104.277,102.663,103.346,7572678.0
2013-08-12,103.098,103.718,102.229,102.725,5748724.0
2013-08-13,102.601,102.911,100.863,101.36,10496764.0
2013-08-14,101.67,102.477,100.801,101.856,7683313.0
2013-08-15,101.732,101.794,97.015,97.201,11792367.0
2013-08-16,97.449,99.684,97.325,99.311,11369712.0
2013-08-17,97.449,99.684,97.325,99.311,11369712.0
2013-08-18,97.449,99.684,97.325,99.311,11369712.0
2013-08-19,99.373,100.056,98.566,98.691,7768924.0
2013-08-20,98.318,100.739,97.884,100.491,13019346.0
2013-08-21,100.553,102.539,100.553,101.608,10624978.0
2013-08-22,101.794,103.036,101.608,102.601,7287065.0
2013-08-23,102.663,103.656,102.104,102.725,6692193.0
2013-08-24,102.663,103.656,102.104,102.725,6692193.0
2013-08-25,102.663,103.656,102.104,102.725,6692193.0
2013-08-26,102.663,103.656,102.104,102.725,1538.0
2013-08-27,103.284,103.284,101.608,101.794,11637774.0
2013-08-28,101.173,101.484,99.187,100.553,11554888.0
2013-08-29,100.18,103.036,100.18,102.973,9263808.0
2013-08-30,103.532,103.718,101.67,102.167,12420816.0
2013-08-31,103.532,103.718,101.67,102.167,12420816.0
2013-09-01,103.532,103.718,101.67,102.167,12420816.0
2013-09-02,102.973,104.773,102.663,104.773,7049041.0
2013-09-03,104.649,105.394,103.16,104.153,7542863.0
2013-09-04,104.029,105.332,103.408,105.146,6411593.0
2013-09-05,105.518,108.436,105.394,108.373,16005752.0
2013-09-06,108.249,108.622,105.456,108.311,12315055.0
2013-09-07,108.249,108.622,105.456,108.311,12315055.0
2013-09-08,108.249,108.622,105.456,108.311,12315055.0
2013-09-09,107.691,110.111,107.07,110.111,15489418.0
2013-09-10,110.98,112.47,110.36,112.346,12816543.0
2013-09-11,112.222,112.967,111.725,112.532,10353171.0
2013-09-12,112.718,113.029,110.732,111.477,11663468.0
2013-09-13,111.725,114.456,111.601,113.836,12662327.0
2013-09-14,111.725,114.456,111.601,113.836,12662327.0
2013-09-15,111.725,114.456,111.601,113.836,12662327.0
2013-09-16,115.387,115.574,112.718,113.029,12297840.0
2013-09-17,114.518,114.518,112.346,112.346,11365529.0
2013-09-18,112.532,112.78,111.229,111.725,11351953.0
2013-09-19,112.47,113.215,111.477,111.849,10311281.0
2013-09-20,111.601,113.401,111.601,111.911,18345291.0
2013-09-21,111.601,113.401,111.601,111.911,18345291.0
2013-09-22,111.601,113.401,111.601,111.911,18345291.0
2013-09-23,112.16,112.656,110.794,111.042,10434316.0
2013-09-24,111.663,111.911,109.863,110.049,15826060.0
2013-09-25,109.429,110.732,108.311,108.684,19895758.0
2013-09-26,108.932,109.801,108.746,109.305,9452057.0
2013-09-27,109.429,110.174,108.87,109.118,6109484.0
2013-09-28,109.429,110.174,108.87,109.118,6109484.0
2013-09-29,109.429,110.174,108.87,109.118,6109484.0
2013-09-30,107.691,109.367,107.194,108.808,9080922.0
2013-10-01,109.242,110.918,108.311,110.918,8167861.0
2013-10-02,110.174,110.546,108.001,108.436,10226496.0
2013-10-03,108.436,110.236,108.436,108.932,8392999.0
2013-10-04,108.808,110.794,108.684,110.794,7541363.0
2013-10-05,108.808,110.794,108.684,110.794,7541363.0
2013-10-06,108.808,110.794,108.684,110.794,7541363.0
2013-10-07,110.298,112.905,109.739,112.842,10717950.0
2013-10-08,112.905,115.077,112.284,113.96,13496516.0
2013-10-09,113.649,114.022,110.484,111.042,10496132.0
2013-10-10,111.167,114.518,109.553,114.208,8973850.0
2013-10-11,114.332,115.387,113.898,114.146,6529294.0
2013-10-12,114.332,115.387,113.898,114.146,6529294.0
2013-10-13,114.332,115.387,113.898,114.146,6529294.0
2013-10-14,113.711,114.891,113.153,114.767,4709220.0
2013-10-15,115.077,116.132,115.077,116.07,8773263.0
2013-10-16,115.511,119.174,115.325,117.994,10736364.0
2013-10-17,117.994,121.408,117.87,121.098,10339341.0
2013-10-18,121.781,122.277,119.608,121.098,8735348.0
2013-10-19,121.781,122.277,119.608,121.098,8735348.0
2013-10-20,121.781,122.277,119.608,121.098,8735348.0
2013-10-21,121.036,122.029,120.415,120.539,6820145.0
2013-10-22,120.167,120.787,118.863,119.236,7622388.0
2013-10-23,119.174,121.036,119.174,121.036,5509085.0
2013-10-24,121.222,121.284,119.236,119.546,6688609.0
2013-10-25,119.174,119.98,118.801,119.049,7305152.0
2013-10-26,119.174,119.98,118.801,119.049,7305152.0
2013-10-27,119.174,119.98,118.801,119.049,7305152.0
2013-10-28,119.236,119.794,118.615,119.112,4552812.0
2013-10-29,118.118,118.925,117.001,118.801,8394350.0
2013-10-30,119.051,119.488,118.801,119.176,7070532.0
2013-10-31,119.238,120.549,118.551,119.176,12318296.0
2013-11-01,119.488,119.8,118.926,119.238,4870810.0
2013-11-02,119.488,119.8,118.926,119.238,4870810.0
2013-11-03,119.488,119.8,118.926,119.238,4870810.0
2013-11-04,119.363,120.799,119.301,120.549,6534249.0
2013-11-05,120.799,120.924,118.551,119.238,6925153.0
2013-11-06,119.8,121.798,119.738,120.986,7881813.0
2013-11-07,121.173,121.673,119.301,119.613,7675594.0
2013-11-08,119.051,119.051,117.553,118.926,9671693.0
2013-11-09,119.051,119.051,117.553,118.926,9671693.0
2013-11-10,119.051,119.051,117.553,118.926,9671693.0
2013-11-11,116.117,117.927,114.556,116.991,13618604.0
2013-11-12,117.24,118.614,116.991,117.553,8661181.0
2013-11-13,116.866,117.24,113.37,113.495,12815764.0
2013-11-14,114.681,116.679,114.681,116.366,9575841.0
2013-11-15,116.616,117.74,116.179,116.429,19508772.0
2013-11-16,116.616,117.74,116.179,116.429,19508772.0
2013-11-17,116.616,117.74,116.179,116.429,19508772.0
2013-11-18,115.929,116.991,115.43,116.616,7588895.0
2013-11-19,116.554,119.862,110.248,115.305,25637270.0
2013-11-20,114.181,115.555,112.246,113.62,15027214.0
2013-11-21,113.307,114.868,112.746,113.495,9811404.0
2013-11-22,114.681,115.492,114.119,114.306,11968187.0
2013-11-23,114.681,115.492,114.119,114.306,11968187.0
2013-11-24,114.681,115.492,114.119,114.306,11968187.0
2013-11-25,115.305,115.867,114.931,115.617,6520445.0
2013-11-26,115.805,117.802,115.68,116.616,11725793.0
2013-11-27,116.616,118.864,116.554,118.676,9795606.0
2013-11-28,118.988,119.176,117.865,117.99,6741766.0
2013-11-29,117.865,119.55,117.865,118.614,8736933.0
2013-11-30,117.865,119.55,117.865,118.614,8736933.0
2013-12-01,117.865,119.55,117.865,118.614,8736933.0
2013-12-02,118.676,119.425,117.615,118.239,5615201.0
2013-12-03,117.927,119.238,115.43,115.492,23425340.0
2013-12-04,115.43,116.242,113.807,114.369,8706562.0
2013-12-05,113.744,114.494,112.995,113.682,10924441.0
2013-12-06,113.682,114.369,112.621,113.932,7328334.0
2013-12-07,113.682,114.369,112.621,113.932,7328334.0
2013-12-08,113.682,114.369,112.621,113.932,7328334.0
2013-12-09,113.869,114.931,113.557,114.618,5399007.0
2013-12-10,114.244,116.366,113.744,113.744,10612160.0
2013-12-11,113.62,114.993,113.62,113.869,8813957.0
2013-12-12,113.37,113.932,112.121,112.184,9556863.0
2013-12-13,112.309,114.369,111.872,113.994,8448128.0
2013-12-14,112.309,114.369,111.872,113.994,8448128.0
2013-12-15,112.309,114.369,111.872,113.994,8448128.0
2013-12-16,113.744,114.431,112.995,114.369,7132353.0
2013-12-17,113.932,114.494,113.62,113.994,5868496.0
2013-12-18,114.431,114.993,113.058,113.183,5366813.0
2013-12-19,114.119,116.366,114.119,115.555,8380008.0
2013-12-20,115.805,117.24,115.118,116.866,17130077.0
2013-12-21,115.805,117.24,115.118,116.866,17130077.0
2013-12-22,115.805,117.24,115.118,116.866,17130077.0
2013-12-23,117.303,118.864,116.554,118.864,4854848.0
2013-12-24,118.302,120.487,118.302,120.487,2645817.0
2013-12-25,118.302,120.487,118.302,120.487,2645817.0
2013-12-26,118.302,120.487,118.302,120.487,2645817.0
2013-12-27,121.049,121.236,119.862,120.674,3525804.0
2013-12-28,121.049,121.236,119.862,120.674,3525804.0
2013-12-29,121.049,121.236,119.862,120.674,3525804.0
2013-12-30,120.549,121.423,119.301,119.613,4102233.0
2013-12-31,119.925,121.111,119.675,121.111,2636183.0
2014-01-01,119.925,121.111,119.675,121.111,2636183.0
2014-01-02,121.61,122.36,120.112,122.047,8377029.0
2014-01-03,121.86,122.797,121.173,121.61,7221553.0
2014-01-04,121.86,122.797,121.173,121.61,7221553.0
2014-01-05,121.86,122.797,121.173,121.61,7221553.0
2014-01-06,121.735,124.108,121.423,123.421,6058208.0
2014-01-07,125.044,125.481,123.358,123.546,5668045.0
2014-01-08,123.358,123.608,122.297,122.797,7415366.0
2014-01-09,123.296,125.793,123.109,124.42,11173428.0
2014-01-10,124.982,126.043,124.545,124.545,8276082.0
2014-01-11,124.982,126.043,124.545,124.545,8276082.0
2014-01-12,124.982,126.043,124.545,124.545,8276082.0
2014-01-13,125.793,127.604,125.793,126.605,9099565.0
2014-01-14,127.916,129.539,125.668,129.414,10395271.0
2014-01-15,130.101,130.975,129.039,130.85,9493914.0
2014-01-16,130.787,130.787,128.727,129.289,7623023.0
2014-01-17,129.289,129.789,126.043,126.854,10917023.0
2014-01-18,129.289,129.789,126.043,126.854,10917023.0
2014-01-19,129.289,129.789,126.043,126.854,10917023.0
2014-01-20,126.979,128.852,126.73,128.478,6317958.0
2014-01-21,128.478,129.164,126.917,127.728,7210604.0
2014-01-22,127.916,128.478,126.605,126.73,5426620.0
2014-01-23,126.542,126.73,123.421,124.42,9906458.0
2014-01-24,124.669,125.543,120.736,121.173,10876634.0
2014-01-25,124.669,125.543,120.736,121.173,10876634.0
2014-01-26,124.669,125.543,120.736,121.173,10876634.0
2014-01-27,119.675,120.986,117.74,120.175,14238218.0
2014-01-28,120.674,123.296,120.175,122.734,11664361.0
2014-01-29,123.483,125.481,121.923,123.421,15379748.0
2014-01-30,123.046,125.98,122.609,125.98,11528580.0
2014-01-31,126.043,126.043,122.047,122.672,17507157.0
2014-02-01,126.043,126.043,122.047,122.672,17507157.0
2014-02-02,126.043,126.043,122.047,122.672,17507157.0
2014-02-03,122.36,123.733,121.423,121.923,14299271.0
2014-02-04,121.298,122.422,119.8,121.798,9836748.0
2014-02-05,122.172,123.795,121.548,123.296,9785075.0
2014-02-06,124.295,126.105,123.296,125.98,13641844.0
2014-02-07,126.792,127.291,125.918,126.105,8470706.0
2014-02-08,126.792,127.291,125.918,126.105,8470706.0
2014-02-09,126.792,127.291,125.918,126.105,8470706.0
2014-02-10,126.667,127.104,124.982,125.543,6468144.0
2014-02-11,126.355,128.602,125.856,128.602,12308938.0
2014-02-12,129.102,129.289,127.853,129.164,9325920.0
2014-02-13,129.227,130.475,127.978,130.475,9103932.0
2014-02-14,130.475,130.725,128.415,128.727,8965221.0
2014-02-15,130.475,130.725,128.415,128.727,8965221.0
2014-02-16,130.475,130.725,128.415,128.727,8965221.0
2014-02-17,128.54,129.851,128.353,129.726,5557150.0
2014-02-18,129.851,131.537,129.664,131.474,7626599.0
2014-02-19,130.663,131.724,128.602,129.664,8403205.0
2014-02-20,128.54,129.726,126.854,129.726,9238933.0
2014-02-21,130.288,131.037,127.104,127.479,11988549.0
2014-02-22,130.288,131.037,127.104,127.479,11988549.0
2014-02-23,130.288,131.037,127.104,127.479,11988549.0
2014-02-24,127.042,127.604,126.043,127.229,15858420.0
2014-02-25,127.416,128.79,126.792,128.665,19571319.0
2014-02-26,128.602,129.851,122.047,125.793,37691201.0
2014-02-27,125.793,125.98,122.609,124.357,16038198.0
2014-02-28,124.045,127.104,123.983,126.043,15331103.0
2014-03-01,124.045,127.104,123.983,126.043,15331103.0
2014-03-02,124.045,127.104,123.983,126.043,15331103.0
2014-03-03,123.795,124.232,121.735,122.422,10159762.0
2014-03-04,123.546,126.355,123.546,126.23,11047196.0
2014-03-05,126.417,126.979,124.482,124.794,11323981.0
2014-03-06,125.231,125.606,123.795,123.983,20452828.0
2014-03-07,123.983,127.167,123.795,125.169,10448784.0
2014-03-08,123.983,127.167,123.795,125.169,10448784.0
2014-03-09,123.983,127.167,123.795,125.169,10448784.0
2014-03-10,125.419,125.98,122.235,122.859,10789923.0
2014-03-11,122.859,123.795,122.047,123.483,8437337.0
2014-03-12,123.109,123.983,122.235,123.795,8092127.0
2014-03-13,124.17,124.607,122.172,122.297,11577723.0
2014-03-14,121.673,121.923,120.487,121.423,9405213.0
2014-03-15,121.673,121.923,120.487,121.423,9405213.0
2014-03-16,121.673,121.923,120.487,121.423,9405213.0
2014-03-17,121.361,123.92,121.361,123.483,15186007.0
2014-03-18,123.421,126.73,123.109,126.73,14374230.0
2014-03-19,126.917,127.104,125.106,126.23,8894348.0
2014-03-20,125.356,125.356,122.797,123.296,11620531.0
2014-03-21,123.671,123.733,121.735,122.36,20393613.0
2014-03-22,123.671,123.733,121.735,122.36,20393613.0
2014-03-23,123.671,123.733,121.735,122.36,20393613.0
2014-03-24,122.547,122.921,119.488,120.487,10400085.0
2014-03-25,120.549,121.985,120.487,121.735,7404927.0
2014-03-26,119.238,122.547,118.302,122.36,15797653.0
2014-03-27,121.798,122.172,119.987,120.175,10427610.0
2014-03-28,120.175,120.986,118.177,118.239,13365004.0
2014-03-29,120.175,120.986,118.177,118.239,13365004.0
2014-03-30,120.175,120.986,118.177,118.239,13365004.0
2014-03-31,118.614,120.986,118.177,119.55,14705039.0
2014-04-01,119.738,120.674,119.425,120.299,11816211.0
2014-04-02,120.924,122.36,120.674,122.11,8461706.0
2014-04-03,122.484,123.109,121.673,122.047,10377070.0
2014-04-04,122.797,122.921,121.361,122.734,8591826.0
2014-04-05,122.797,122.921,121.361,122.734,8591826.0
2014-04-06,122.797,122.921,121.361,122.734,8591826.0
2014-04-07,122.11,122.484,120.175,120.299,11058355.0
2014-04-08,120.549,120.861,115.118,117.24,17083890.0
2014-04-09,117.615,119.862,117.615,118.114,12133383.0
2014-04-10,118.739,119.55,117.49,118.676,8918039.0
2014-04-11,117.74,117.74,113.807,114.244,18657292.0
2014-04-12,117.74,117.74,113.807,114.244,18657292.0
2014-04-13,117.74,117.74,113.807,114.244,18657292.0
2014-04-14,113.682,114.181,109.874,110.748,18005032.0
2014-04-15,110.935,111.809,108.063,108.376,22587672.0
2014-04-16,109.562,112.87,109.562,112.371,22134271.0
2014-04-17,112.995,116.928,112.746,116.242,21762625.0
2014-04-18,112.995,116.928,112.746,116.242,21762625.0
2014-04-19,112.995,116.928,112.746,116.242,21762625.0
2014-04-20,112.995,116.928,112.746,116.242,21762625.0
2014-04-21,112.995,116.928,112.746,116.242,21762625.0
2014-04-22,116.991,119.301,116.991,117.74,20259733.0
2014-04-23,117.927,118.114,116.054,117.24,13323919.0
2014-04-24,117.74,118.427,115.368,116.803,13852801.0
2014-04-25,116.741,117.053,115.055,115.555,6978150.0
2014-04-26,116.741,117.053,115.055,115.555,6978150.0
2014-04-27,116.741,117.053,115.055,115.555,6978150.0
2014-04-28,116.304,117.116,113.807,113.869,9459371.0
2014-04-29,114.806,115.805,112.87,114.681,25412952.0
2014-04-30,114.616,118.303,113.517,117.721,17022792.0
2014-05-01,119.467,121.731,118.238,120.696,9429086.0
2014-05-02,121.667,122.896,118.885,119.338,18825086.0
2014-05-03,121.667,122.896,118.885,119.338,18825086.0
2014-05-04,121.667,122.896,118.885,119.338,18825086.0
2014-05-05,121.667,122.896,118.885,119.338,18825086.0
2014-05-06,119.92,121.02,119.273,120.244,9902417.0
2014-05-07,121.278,123.219,120.826,121.278,16023939.0
2014-05-08,122.249,122.637,121.02,122.184,38049087.0
2014-05-09,122.249,123.219,121.602,122.249,10169984.0
2014-05-10,122.249,123.219,121.602,122.249,10169984.0
2014-05-11,122.249,123.219,121.602,122.249,10169984.0
2014-05-12,122.507,122.896,119.855,120.826,1508.0
2014-05-13,121.602,123.607,121.278,123.542,10876610.0
2014-05-14,118.368,118.95,115.263,115.845,34075851.0
2014-05-15,116.427,116.492,109.377,109.7,29179656.0
2014-05-16,110.347,112.094,108.083,111.576,27608473.0
2014-05-17,110.347,112.094,108.083,111.576,27608473.0
2014-05-18,110.347,112.094,108.083,111.576,27608473.0
2014-05-19,111.188,113.84,110.929,111.77,12270972.0
2014-05-20,112.029,114.746,111.964,114.228,9855022.0
2014-05-21,114.163,115.263,113.323,114.94,6824497.0
2014-05-22,115.651,116.621,114.875,115.522,8829960.0
2014-05-23,116.039,117.009,114.94,115.457,6466161.0
2014-05-24,116.039,117.009,114.94,115.457,6466161.0
2014-05-25,116.039,117.009,114.94,115.457,6466161.0
2014-05-26,116.039,117.009,114.94,115.457,6466161.0
2014-05-27,116.039,117.98,115.975,117.527,10135257.0
2014-05-28,117.915,119.726,117.268,119.403,10037391.0
2014-05-29,119.661,120.955,118.627,119.144,9196071.0
2014-05-30,119.338,120.761,117.592,117.786,20185484.0
2014-05-31,119.338,120.761,117.592,117.786,20185484.0
2014-06-01,119.338,120.761,117.592,117.786,20185484.0
2014-06-02,118.368,119.144,117.656,117.721,12564774.0
2014-06-03,117.85,117.915,115.716,116.557,8691583.0
2014-06-04,116.557,117.333,116.233,116.945,7783917.0
2014-06-05,117.204,117.462,114.81,115.651,8868881.0
2014-06-06,115.845,117.398,115.845,116.169,10624618.0
2014-06-07,115.845,117.398,115.845,116.169,10624618.0
2014-06-08,115.845,117.398,115.845,116.169,10624618.0
2014-06-09,116.298,117.398,116.039,116.298,7249696.0
2014-06-10,115.781,116.169,114.746,115.134,15265143.0
2014-06-11,115.392,116.039,114.034,114.228,11851773.0
2014-06-12,114.746,118.044,114.228,116.039,20543071.0
2014-06-13,115.91,115.975,111.77,113.193,14887900.0
2014-06-14,115.91,115.975,111.77,113.193,14887900.0
2014-06-15,115.91,115.975,111.77,113.193,14887900.0
2014-06-16,112.805,113.84,111.835,112.935,8699608.0
2014-06-17,113.581,114.487,112.029,112.094,7741642.0
2014-06-18,112.417,113.323,111.9,112.223,17038931.0
2014-06-19,113.193,114.422,110.8,112.223,13938413.0
2014-06-20,110.606,112.935,110.606,112.158,16447301.0
2014-06-21,110.606,112.935,110.606,112.158,16447301.0
2014-06-22,110.606,112.935,110.606,112.158,16447301.0
2014-06-23,112.352,112.352,110.541,110.865,8034690.0
2014-06-24,111.382,111.382,108.73,110.541,12605217.0
2014-06-25,110.153,111.123,109.377,109.636,10814003.0
2014-06-26,110.477,114.487,110.283,114.034,18540164.0
2014-06-27,114.552,114.552,112.482,113.905,11881046.0
2014-06-28,114.552,114.552,112.482,113.905,11881046.0
2014-06-29,114.552,114.552,112.482,113.905,11881046.0
2014-06-30,114.228,116.233,114.099,115.263,15183891.0
2014-07-01,115.975,115.975,114.358,115.651,8394263.0
2014-07-02,115.586,116.815,115.457,115.781,7539076.0
2014-07-03,115.586,119.338,115.328,118.821,10305985.0
2014-07-04,120.373,120.696,118.756,118.885,12738552.0
2014-07-05,120.373,120.696,118.756,118.885,12738552.0
2014-07-06,120.373,120.696,118.756,118.885,12738552.0
2014-07-07,119.079,119.467,117.592,117.592,9167647.0
2014-07-08,117.721,117.85,114.293,114.94,18991901.0
2014-07-09,114.94,115.004,113.258,114.94,8561259.0
2014-07-10,115.134,115.392,112.094,112.352,16969096.0
2014-07-11,112.74,115.91,112.288,115.004,20494838.0
2014-07-12,112.74,115.91,112.288,115.004,20494838.0
2014-07-13,112.74,115.91,112.288,115.004,20494838.0
2014-07-14,115.522,116.363,115.263,115.781,11435944.0
2014-07-15,115.263,115.522,113.064,114.746,10496742.0
2014-07-16,115.651,119.855,114.552,118.885,20198746.0
2014-07-17,130.011,131.11,124.189,126.194,154252833.0
2014-07-18,126.453,132.274,124.965,130.981,37298993.0
2014-07-19,126.453,132.274,124.965,130.981,37298993.0
2014-07-20,126.453,132.274,124.965,130.981,37298993.0
2014-07-21,131.886,134.474,129.881,132.145,31933579.0
2014-07-22,132.662,134.862,132.339,134.15,26731305.0
2014-07-23,134.603,135.056,132.598,133.891,15167422.0
2014-07-24,134.409,134.668,132.468,134.668,17035315.0
2014-07-25,134.603,135.638,132.598,132.986,13431415.0
