,RMV LN Equity,RMV LN Equity,RMV LN Equity,RMV LN Equity,RMV LN Equity
2017-09-07,380.281,386.23,380.095,385.951,1664030.0
2017-09-08,385.3,386.416,380.932,381.582,1912350.0
2017-09-09,385.3,386.416,380.932,381.582,1912350.0
2017-09-10,385.3,386.416,380.932,381.582,1912350.0
2017-09-11,382.233,384.278,381.489,381.954,3377040.0
2017-09-12,381.396,383.906,378.329,378.515,2371800.0
2017-09-13,378.979,379.816,375.633,379.444,2495060.0
2017-09-14,378.979,383.813,378.422,382.047,3194950.0
2017-09-15,379.909,381.21,375.075,376.005,3287350.0
2017-09-16,379.909,381.21,375.075,376.005,3287350.0
2017-09-17,379.909,381.21,375.075,376.005,3287350.0
2017-09-18,377.957,380.746,375.633,376.191,2160900.0
2017-09-19,376.563,379.909,376.563,376.934,1634480.0
2017-09-20,377.678,379.909,376.934,378.515,2818620.0
2017-09-21,378.979,379.537,375.354,377.306,2219150.0
2017-09-22,376.563,380.188,374.889,379.165,1580950.0
2017-09-23,376.563,380.188,374.889,379.165,1580950.0
2017-09-24,376.563,380.188,374.889,379.165,1580950.0
2017-09-25,378.701,382.605,378.236,379.723,2513050.0
2017-09-26,379.351,379.351,375.447,376.005,3220270.0
2017-09-27,376.377,377.306,370.521,373.867,2910100.0
2017-09-28,373.402,376.098,371.729,375.447,2536860.0
2017-09-29,376.098,378.05,374.332,376.005,3442420.0
2017-09-30,376.098,378.05,374.332,376.005,3442420.0
2017-10-01,376.098,378.05,374.332,376.005,3442420.0
2017-10-02,377.492,382.326,377.492,382.326,2790840.0
2017-10-03,381.303,384.092,380.188,381.21,1866690.0
2017-10-04,382.791,383.348,377.957,379.723,2773830.0
2017-10-05,380.564,380.564,371.499,376.452,2172990.0
2017-10-06,377.667,379.817,373.835,376.826,2809810.0
2017-10-07,377.667,379.817,373.835,376.826,2809810.0
2017-10-08,377.667,379.817,373.835,376.826,2809810.0
2017-10-09,375.144,377.106,374.303,375.985,2695310.0
2017-10-10,374.957,381.125,374.957,379.163,4146010.0
2017-10-11,378.321,381.779,377.761,379.817,3220700.0
2017-10-12,380.564,383.275,379.536,383.275,1611170.0
2017-10-13,381.873,386.733,379.91,385.144,4078200.0
2017-10-14,381.873,386.733,379.91,385.144,4078200.0
2017-10-15,381.873,386.733,379.91,385.144,4078200.0
2017-10-16,384.49,388.228,382.434,383.368,2944140.0
2017-10-17,384.77,384.77,376.078,376.265,2330880.0
2017-10-18,377.48,379.91,375.985,379.723,4960810.0
2017-10-19,380.658,380.658,375.611,378.695,1608600.0
2017-10-20,378.228,380.658,375.705,379.256,2111290.0
2017-10-21,378.228,380.658,375.705,379.256,2111290.0
2017-10-22,378.228,380.658,375.705,379.256,2111290.0
2017-10-23,380.377,381.219,377.574,380.938,2889640.0
2017-10-24,381.499,384.583,380.845,382.34,1892360.0
2017-10-25,381.686,388.321,380.004,386.92,5379660.0
2017-10-26,385.798,389.817,382.714,385.144,4929410.0
2017-10-27,386.452,386.452,381.312,384.864,2800030.0
2017-10-28,386.452,386.452,381.312,384.864,2800030.0
2017-10-29,386.452,386.452,381.312,384.864,2800030.0
2017-10-30,383.275,386.452,378.695,384.957,1733220.0
2017-10-31,394.116,394.116,385.331,388.228,1440780.0
2017-11-01,387.761,392.06,381.873,386.826,3807150.0
2017-11-02,386.452,388.321,382.807,383.462,2407150.0
2017-11-03,384.49,388.976,382.714,387.854,2013150.0
2017-11-04,384.49,388.976,382.714,387.854,2013150.0
2017-11-05,384.49,388.976,382.714,387.854,2013150.0
2017-11-06,387.854,387.854,383.181,383.181,1971140.0
2017-11-07,382.807,388.508,377.761,379.069,2760750.0
2017-11-08,380.564,383.088,378.228,378.789,4873450.0
2017-11-09,377.293,379.349,363.368,369.536,5134060.0
2017-11-10,370.284,371.312,367.947,369.162,3730190.0
2017-11-11,370.284,371.312,367.947,369.162,3730190.0
2017-11-12,370.284,371.312,367.947,369.162,3730190.0
2017-11-13,368.789,369.723,362.433,363.461,2672500.0
2017-11-14,365.144,366.452,362.901,366.359,3591040.0
2017-11-15,363.648,365.704,361.966,363.648,2265850.0
2017-11-16,365.518,370.845,364.303,370.377,2091970.0
2017-11-17,369.162,371.499,368.976,370.845,4107380.0
2017-11-18,369.162,371.499,368.976,370.845,4107380.0
2017-11-19,369.162,371.499,368.976,370.845,4107380.0
2017-11-20,380.097,380.097,367.2,372.994,6825930.0
2017-11-21,374.116,377.2,370.751,375.891,7467670.0
2017-11-22,375.798,379.349,375.144,378.976,2152080.0
2017-11-23,379.069,381.125,378.415,380.658,1396230.0
2017-11-24,379.63,382.247,374.957,375.705,1869580.0
2017-11-25,379.63,382.247,374.957,375.705,1869580.0
2017-11-26,379.63,382.247,374.957,375.705,1869580.0
2017-11-27,374.49,377.106,374.022,375.144,1997160.0
2017-11-28,375.331,379.069,372.994,378.508,4609880.0
2017-11-29,379.91,380.564,373.742,377.574,4321950.0
2017-11-30,377.667,378.602,372.714,376.733,4933010.0
2017-12-01,376.265,380.191,376.172,378.882,1932730.0
2017-12-02,376.265,380.191,376.172,378.882,1932730.0
2017-12-03,376.265,380.191,376.172,378.882,1932730.0
2017-12-04,382.714,385.424,377.574,380.471,5127950.0
2017-12-05,380.471,385.05,377.574,385.05,3076000.0
2017-12-06,383.181,393.181,383.181,390.471,3417020.0
2017-12-07,390.471,393.649,390.378,392.06,5703920.0
2017-12-08,391.779,399.537,391.779,397.667,3315420.0
2017-12-09,391.779,399.537,391.779,397.667,3315420.0
2017-12-10,391.779,399.537,391.779,397.667,3315420.0
2017-12-11,399.63,399.63,395.705,398.508,3837360.0
2017-12-12,397.761,399.163,396.265,399.163,3362240.0
2017-12-13,397.948,409.91,397.948,408.696,6914600.0
2017-12-14,407.948,411.78,405.424,409.163,2852470.0
2017-12-15,409.163,412.808,407.948,412.527,2868550.0
2017-12-16,409.163,412.808,407.948,412.527,2868550.0
2017-12-17,409.163,412.808,407.948,412.527,2868550.0
2017-12-18,414.116,419.163,413.368,415.892,3187750.0
2017-12-19,415.705,425.798,415.705,422.901,3954980.0
2017-12-20,422.527,427.481,418.041,418.696,2618180.0
2017-12-21,417.854,422.527,411.219,418.228,1786190.0
2017-12-22,416.92,421.126,416.64,419.537,1762050.0
2017-12-23,416.92,421.126,416.64,419.537,1762050.0
2017-12-24,416.92,421.126,416.64,419.537,1762050.0
2017-12-25,416.92,421.126,416.64,419.537,1762050.0
2017-12-26,416.92,421.126,416.64,419.537,1762050.0
2017-12-27,421.219,422.06,417.481,420.752,1931250.0
2017-12-28,421.967,423.182,419.069,420.471,1052200.0
2017-12-29,421.406,422.714,419.63,420.565,962350.0
2017-12-30,421.406,422.714,419.63,420.565,962350.0
2017-12-31,421.406,422.714,419.63,420.565,962350.0
2018-01-01,421.406,422.714,419.63,420.565,962350.0
2018-01-02,421.78,424.21,415.611,421.312,2437430.0
2018-01-03,423.182,426.172,420.658,424.49,1816730.0
2018-01-04,425.425,425.425,418.322,423.275,2007550.0
2018-01-05,422.901,427.107,422.247,426.92,2030330.0
2018-01-06,422.901,427.107,422.247,426.92,2030330.0
2018-01-07,422.901,427.107,422.247,426.92,2030330.0
2018-01-08,426.64,429.443,424.957,424.957,2841770.0
2018-01-09,418.228,426.453,418.228,424.677,2702950.0
2018-01-10,424.21,425.238,421.686,424.49,2556230.0
2018-01-11,423.836,425.985,421.78,422.341,2232800.0
2018-01-12,424.49,425.985,420.939,424.49,2470540.0
2018-01-13,424.49,425.985,420.939,424.49,2470540.0
2018-01-14,424.49,425.985,420.939,424.49,2470540.0
2018-01-15,423.649,426.359,422.901,424.864,1278870.0
2018-01-16,424.397,428.228,423.649,427.387,1616770.0
2018-01-17,427.294,428.509,423.929,426.266,1511490.0
2018-01-18,414.583,418.415,409.163,410.378,3455380.0
2018-01-19,410.284,419.911,410.284,416.64,2682790.0
2018-01-20,410.284,419.911,410.284,416.64,2682790.0
2018-01-21,410.284,419.911,410.284,416.64,2682790.0
2018-01-22,414.303,417.294,409.724,410.284,1843510.0
2018-01-23,407.107,410.097,404.677,407.294,4375620.0
2018-01-24,407.481,416.079,405.518,413.368,3299630.0
2018-01-25,413.742,413.836,410.939,412.901,5212440.0
2018-01-26,413.836,422.06,413.836,419.537,2364130.0
2018-01-27,413.836,422.06,413.836,419.537,2364130.0
2018-01-28,413.836,422.06,413.836,419.537,2364130.0
2018-01-29,419.724,423.369,416.266,419.069,1887340.0
2018-01-30,418.789,421.032,411.219,411.219,4955660.0
2018-01-31,412.34,417.481,411.219,412.434,2953730.0
2018-02-01,413.836,418.602,413.182,418.228,2612460.0
2018-02-02,417.294,418.415,414.49,414.583,1798780.0
2018-02-03,417.294,418.415,414.49,414.583,1798780.0
2018-02-04,417.294,418.415,414.49,414.583,1798780.0
2018-02-05,410.378,412.901,408.696,411.219,3544360.0
2018-02-06,401.312,406.359,397.574,400.097,4088450.0
2018-02-07,404.49,409.537,400.658,408.228,2880260.0
2018-02-08,407.387,412.06,397.107,397.574,2921850.0
2018-02-09,397.948,399.91,393.275,395.331,5562140.0
2018-02-10,397.948,399.91,393.275,395.331,5562140.0
2018-02-11,397.948,399.91,393.275,395.331,5562140.0
2018-02-12,398.228,401.593,396.079,398.976,2610320.0
2018-02-13,398.228,401.406,396.733,397.667,2056450.0
2018-02-14,399.63,403.368,398.508,402.247,2281860.0
2018-02-15,403.462,407.667,402.34,406.359,3067640.0
2018-02-16,409.63,412.434,408.322,410.284,1677010.0
2018-02-17,409.63,412.434,408.322,410.284,1677010.0
2018-02-18,409.63,412.434,408.322,410.284,1677010.0
2018-02-19,410.284,412.153,401.686,403.088,1989000.0
2018-02-20,404.116,406.266,402.808,404.677,2009830.0
2018-02-21,403.742,409.537,401.686,407.667,1923040.0
2018-02-22,404.583,408.882,401.593,402.808,3441440.0
2018-02-23,404.116,418.883,398.789,418.883,4018100.0
2018-02-24,404.116,418.883,398.789,418.883,4018100.0
2018-02-25,404.116,418.883,398.789,418.883,4018100.0
2018-02-26,418.602,419.817,414.116,415.798,1981040.0
2018-02-27,416.733,418.415,411.032,412.621,2260250.0
2018-02-28,410.752,411.873,399.63,399.723,2587980.0
2018-03-01,399.817,399.817,390.284,390.658,2784130.0
2018-03-02,388.508,392.714,388.415,392.06,1881640.0
2018-03-03,388.508,392.714,388.415,392.06,1881640.0
2018-03-04,388.508,392.714,388.415,392.06,1881640.0
2018-03-05,392.714,396.079,389.723,395.237,1843380.0
2018-03-06,396.546,397.387,394.209,395.237,1577780.0
2018-03-07,395.331,398.041,394.49,396.079,2317520.0
2018-03-08,397.107,402.995,396.172,401.499,2089510.0
2018-03-09,401.125,405.518,399.163,401.873,1834270.0
2018-03-10,401.125,405.518,399.163,401.873,1834270.0
2018-03-11,401.125,405.518,399.163,401.873,1834270.0
2018-03-12,402.995,403.649,400.284,401.873,1944270.0
2018-03-13,402.34,403.181,397.2,397.948,1957320.0
2018-03-14,397.013,401.219,396.546,397.2,2018670.0
2018-03-15,398.322,398.322,391.779,392.621,2245540.0
2018-03-16,392.901,393.836,388.789,391.873,4594570.0
2018-03-17,392.901,393.836,388.789,391.873,4594570.0
2018-03-18,392.901,393.836,388.789,391.873,4594570.0
2018-03-19,391.312,397.854,390.191,395.985,2184940.0
2018-03-20,396.639,397.854,393.649,396.172,4958550.0
2018-03-21,397.013,397.2,391.499,392.808,1985670.0
2018-03-22,392.527,398.135,390.191,392.434,3256980.0
2018-03-23,391.499,398.228,387.387,397.854,4737750.0
2018-03-24,391.499,398.228,387.387,397.854,4737750.0
2018-03-25,391.499,398.228,387.387,397.854,4737750.0
2018-03-26,399.443,401.686,396.452,400.565,5740350.0
2018-03-27,404.77,407.761,402.247,404.957,4327740.0
2018-03-28,403.462,408.976,399.443,406.079,3225360.0
2018-03-29,406.733,410.191,403.649,406.266,2729850.0
2018-03-30,406.733,410.191,403.649,406.266,2729850.0
2018-03-31,406.733,410.191,403.649,406.266,2729850.0
2018-04-01,406.733,410.191,403.649,406.266,2729850.0
2018-04-02,406.733,410.191,403.649,406.266,2729850.0
2018-04-03,404.396,409.443,402.995,406.172,2580200.0
2018-04-04,406.733,407.294,402.995,406.359,3874470.0
2018-04-05,410.845,412.527,407.294,412.153,1894800.0
2018-04-06,411.873,414.023,410.565,413.182,1188090.0
2018-04-07,411.873,414.023,410.565,413.182,1188090.0
2018-04-08,411.873,414.023,410.565,413.182,1188090.0
2018-04-09,415.798,415.798,411.967,415.518,1707400.0
2018-04-10,417.574,418.509,414.677,417.387,1275690.0
2018-04-11,417.761,418.322,412.247,414.77,4392650.0
2018-04-12,414.303,414.303,408.415,409.63,2748750.0
2018-04-13,411.967,411.967,409.35,410.097,1729760.0
2018-04-14,411.967,411.967,409.35,410.097,1729760.0
2018-04-15,411.967,411.967,409.35,410.097,1729760.0
2018-04-16,410.284,414.303,409.256,410.565,1625700.0
2018-04-17,410.565,416.546,409.069,413.462,2649340.0
2018-04-18,413.275,418.135,413.275,416.826,1969320.0
2018-04-19,419.163,420.191,415.705,416.172,2085910.0
2018-04-20,417.481,419.443,414.21,419.443,5307780.0
2018-04-21,417.481,419.443,414.21,419.443,5307780.0
2018-04-22,417.481,419.443,414.21,419.443,5307780.0
2018-04-23,419.817,420.284,417.387,419.537,1625430.0
2018-04-24,419.163,422.247,418.041,419.069,2041670.0
2018-04-25,417.481,418.415,415.051,415.425,1603450.0
2018-04-26,415.985,420.471,415.238,419.256,4490680.0
2018-04-27,419.163,428.696,418.696,426.827,2139050.0
2018-04-28,419.163,428.696,418.696,426.827,2139050.0
2018-04-29,419.163,428.696,418.696,426.827,2139050.0
2018-04-30,427.668,428.415,425.985,426.64,1819490.0
2018-05-01,426.546,427.948,425.331,426.266,1974070.0
2018-05-02,427.2,430.191,425.425,427.948,2041230.0
2018-05-03,428.513,430.774,425.028,430.209,1667940.0
2018-05-04,431.528,434.448,427.006,430.115,2704180.0
2018-05-05,431.528,434.448,427.006,430.115,2704180.0
2018-05-06,431.528,434.448,427.006,430.115,2704180.0
2018-05-07,431.528,434.448,427.006,430.115,2704180.0
2018-05-08,432.093,435.767,431.528,435.296,2267470.0
2018-05-09,436.709,436.709,430.68,433.788,1912520.0
2018-05-10,434.354,436.238,432.47,433.6,1520130.0
2018-05-11,448.955,464.78,447.542,450.179,5244090.0
2018-05-12,448.955,464.78,447.542,450.179,5244090.0
2018-05-13,448.955,464.78,447.542,450.179,5244090.0
2018-05-14,450.085,450.839,444.621,447.824,3489150.0
2018-05-15,448.672,450.273,444.621,446.6,3483740.0
2018-05-16,446.034,450.65,445.94,449.802,1746710.0
2018-05-17,448.389,453.57,446.129,452.251,1297820.0
2018-05-18,452.817,454.041,449.991,453.382,2007050.0
2018-05-19,452.817,454.041,449.991,453.382,2007050.0
2018-05-20,452.817,454.041,449.991,453.382,2007050.0
2018-05-21,455.548,459.316,455.454,457.244,1599380.0
2018-05-22,456.867,460.541,456.208,457.15,1765100.0
2018-05-23,457.432,461.483,456.679,459.882,2287180.0
2018-05-24,460.635,462.237,458.469,460.918,1855770.0
2018-05-25,461.577,467.512,460.824,467.229,2455570.0
2018-05-26,461.577,467.512,460.824,467.229,2455570.0
2018-05-27,461.577,467.512,460.824,467.229,2455570.0
2018-05-28,461.577,467.512,460.824,467.229,2455570.0
2018-05-29,466.476,470.432,464.215,469.396,2585270.0
2018-05-30,469.302,470.715,465.439,466.193,2226140.0
2018-05-31,467.418,471.751,461.577,462.708,4469470.0
2018-06-01,462.048,471.939,462.048,467.889,2163660.0
2018-06-02,462.048,471.939,462.048,467.889,2163660.0
2018-06-03,462.048,471.939,462.048,467.889,2163660.0
2018-06-04,469.113,469.396,464.215,466.381,2345200.0
2018-06-05,469.584,471.751,466.947,467.229,2215610.0
2018-06-06,463.555,469.207,460.918,465.91,3511600.0
2018-06-07,469.584,470.149,464.403,465.345,2495180.0
2018-06-08,464.968,468.642,460.258,465.722,2709560.0
2018-06-09,464.968,468.642,460.258,465.722,2709560.0
2018-06-10,464.968,468.642,460.258,465.722,2709560.0
2018-06-11,468.642,470.244,466.664,468.736,1809900.0
2018-06-12,470.62,471.186,467.418,469.207,2074820.0
2018-06-13,469.773,477.591,469.207,477.026,3258370.0
2018-06-14,476.461,485.504,475.33,483.997,2831410.0
2018-06-15,485.127,489.46,481.359,486.823,4803100.0
2018-06-16,485.127,489.46,481.359,486.823,4803100.0
2018-06-17,485.127,489.46,481.359,486.823,4803100.0
2018-06-18,487.011,487.953,481.359,487.199,2631130.0
2018-06-19,484.939,488.33,481.924,485.881,2055280.0
2018-06-20,488.33,495.301,486.257,493.417,4377220.0
2018-06-21,496.619,503.025,494.359,494.359,2724020.0
2018-06-22,493.982,502.648,493.228,501.518,1959760.0
2018-06-23,493.982,502.648,493.228,501.518,1959760.0
2018-06-24,493.982,502.648,493.228,501.518,1959760.0
2018-06-25,500.011,505.097,493.417,503.967,3063100.0
2018-06-26,504.909,508.3,494.547,495.866,5132110.0
2018-06-27,496.243,496.243,483.432,491.344,15740220.0
2018-06-28,489.46,494.359,487.953,489.649,2637730.0
2018-06-29,492.475,501.141,492.475,500.199,4342190.0
2018-06-30,492.475,501.141,492.475,500.199,4342190.0
2018-07-01,492.475,501.141,492.475,500.199,4342190.0
2018-07-02,496.808,498.315,489.083,490.779,2725130.0
2018-07-03,490.779,493.982,490.779,493.793,2348210.0
2018-07-04,490.779,495.301,488.518,492.851,1682390.0
2018-07-05,491.156,493.982,489.649,491.344,3453590.0
2018-07-06,489.837,491.721,475.896,478.156,5412660.0
2018-07-07,489.837,491.721,475.896,478.156,5412660.0
2018-07-08,489.837,491.721,475.896,478.156,5412660.0
2018-07-09,480.417,481.548,476.649,476.649,3769280.0
2018-07-10,476.838,479.098,476.272,477.968,2477440.0
2018-07-11,475.142,475.519,467.606,473.635,4306170.0
2018-07-12,475.519,482.49,474.577,481.359,2803450.0
2018-07-13,484.185,489.272,479.852,480.982,2503070.0
2018-07-14,484.185,489.272,479.852,480.982,2503070.0
2018-07-15,484.185,489.272,479.852,480.982,2503070.0
2018-07-16,480.417,485.504,480.229,482.49,1599850.0
2018-07-17,481.548,488.141,481.548,487.576,2016410.0
2018-07-18,489.46,491.909,488.33,488.707,2195790.0
2018-07-19,488.895,492.475,486.446,490.591,3436830.0
2018-07-20,490.779,493.04,485.881,490.025,1319210.0
2018-07-21,490.779,493.04,485.881,490.025,1319210.0
2018-07-22,490.779,493.04,485.881,490.025,1319210.0
2018-07-23,487.388,488.518,480.229,481.171,1651920.0
2018-07-24,483.432,487.765,480.229,480.606,2786640.0
2018-07-25,480.417,482.678,478.722,482.49,2871090.0
2018-07-26,483.62,489.272,479.664,479.664,2687050.0
2018-07-27,487.765,487.765,460.258,464.78,6032890.0
2018-07-28,487.765,487.765,460.258,464.78,6032890.0
2018-07-29,487.765,487.765,460.258,464.78,6032890.0
2018-07-30,465.439,467.135,458.092,459.034,3057220.0
2018-07-31,460.353,461.106,454.041,458.845,4307410.0
2018-08-01,449.331,453.664,443.208,451.215,4071050.0
2018-08-02,449.991,457.527,448.766,455.643,2890240.0
2018-08-03,455.454,459.976,452.628,457.998,1935690.0
2018-08-04,455.454,459.976,452.628,457.998,1935690.0
2018-08-05,455.454,459.976,452.628,457.998,1935690.0
2018-08-06,460.635,470.149,457.998,458.563,2111460.0
2018-08-07,467.135,467.135,456.773,458.374,2630180.0
2018-08-08,456.961,462.99,455.831,461.577,2731150.0
2018-08-09,459.411,466.287,457.903,465.157,1959550.0
2018-08-10,463.744,466.005,460.353,461.295,2013610.0
2018-08-11,463.744,466.005,460.353,461.295,2013610.0
2018-08-12,463.744,466.005,460.353,461.295,2013610.0
2018-08-13,461.295,466.193,459.787,464.874,1814070.0
2018-08-14,462.896,463.932,459.505,461.012,1781110.0
2018-08-15,463.65,465.439,460.353,462.708,2863330.0
2018-08-16,462.425,467.135,460.07,466.381,5963110.0
2018-08-17,464.403,466.852,462.048,464.403,2415820.0
2018-08-18,464.403,466.852,462.048,464.403,2415820.0
2018-08-19,464.403,466.852,462.048,464.403,2415820.0
2018-08-20,464.121,465.157,461.012,463.932,1811760.0
2018-08-21,464.497,467.041,459.599,461.012,2066390.0
2018-08-22,458.845,464.121,457.432,458.28,2231590.0
2018-08-23,458.751,464.215,458.657,463.179,1833170.0
2018-08-24,463.461,465.534,462.99,465.534,1562780.0
2018-08-25,463.461,465.534,462.99,465.534,1562780.0
2018-08-26,463.461,465.534,462.99,465.534,1562780.0
2018-08-27,463.461,465.534,462.99,465.534,1562780.0
2018-08-28,466.193,468.36,463.932,464.026,1374450.0
2018-08-29,466.381,466.947,459.034,461.86,1946610.0
2018-08-30,462.237,464.874,459.882,464.874,1896860.0
2018-08-31,468.831,468.831,455.454,463.508,1153489.0
2018-09-01,468.831,468.831,455.454,463.508,1153489.0
2018-09-02,468.831,468.831,455.454,463.508,1153489.0
2018-09-03,465.439,475.425,464.074,464.309,1520559.0
2018-09-04,465.392,466.617,459.976,461.577,1865434.0
2018-09-05,457.998,464.545,443.444,446.694,4405896.0
2018-09-06,446.694,455.125,443.962,453.429,3032235.0
2018-09-07,454.041,456.773,444.621,450.273,2349366.0
2018-09-08,454.041,456.773,444.621,450.273,2349366.0
2018-09-09,454.041,456.773,444.621,450.273,2349366.0
2018-09-10,452.063,453.288,449.143,452.157,2463623.0
2018-09-11,452.346,459.74,452.346,459.034,2760861.0
2018-09-12,459.034,460.306,455.219,457.15,1941996.0
2018-09-13,457.951,458.186,448.107,450.556,2141071.0
2018-09-14,454.983,455.172,449.331,453.617,1749415.0
2018-09-15,454.983,455.172,449.331,453.617,1749415.0
2018-09-16,454.983,455.172,449.331,453.617,1749415.0
2018-09-17,454.23,454.23,449.755,449.849,1185455.0
2018-09-18,450.839,451.027,443.868,450.791,2404790.0
2018-09-19,450.179,452.157,447.73,448.389,1672218.0
2018-09-20,447.306,447.683,441.23,443.114,1711158.0
2018-09-21,443.255,449.331,441.371,445.328,2929840.0
2018-09-22,443.255,449.331,441.371,445.328,2929840.0
2018-09-23,443.255,449.331,441.371,445.328,2929840.0
2018-09-24,445.516,449.19,443.679,443.679,3043900.0
2018-09-25,443.679,450.98,442.737,448.719,2422014.0
2018-09-26,450.038,453.523,448.248,452.581,1431273.0
2018-09-27,454.324,454.324,445.281,449.143,2151206.0
2018-09-28,450.368,454.418,443.067,443.679,4149168.0
2018-09-29,450.368,454.418,443.067,443.679,4149168.0
2018-09-30,450.368,454.418,443.067,443.679,4149168.0
2018-10-01,444.433,450.132,441.371,448.719,2184604.0
2018-10-02,448.389,449.661,443.444,444.621,7847981.0
2018-10-03,444.292,448.531,443.161,448.531,1946465.0
2018-10-04,447.536,448.72,438.919,441.144,3639555.0
2018-10-05,441.286,442.612,424.904,428.549,2958537.0
2018-10-06,441.286,442.612,424.904,428.549,2958537.0
2018-10-07,441.286,442.612,424.904,428.549,2958537.0
2018-10-08,438.54,438.54,420.974,422.299,2508369.0
2018-10-09,420.832,422.157,411.646,417.47,2617700.0
2018-10-10,417.612,421.873,403.881,403.881,2777898.0
2018-10-11,399.193,408.426,394.08,404.449,3610298.0
2018-10-12,407.764,412.309,404.923,410.841,3932449.0
2018-10-13,407.764,412.309,404.923,410.841,3932449.0
2018-10-14,407.764,412.309,404.923,410.841,3932449.0
2018-10-15,407.479,410.415,400.093,402.934,2645533.0
2018-10-16,403.881,410.084,400.614,410.084,3127796.0
2018-10-17,407.669,412.688,401.845,406.769,5969129.0
2018-10-18,406.769,408.853,402.413,404.165,1872398.0
2018-10-19,403.36,403.881,397.773,399.951,2122765.0
2018-10-20,403.36,403.881,397.773,399.951,2122765.0
2018-10-21,403.36,403.881,397.773,399.951,2122765.0
2018-10-22,403.407,416.381,401.798,410.699,2605081.0
2018-10-23,408.71,409.8,401.845,408.048,2823484.0
2018-10-24,412.072,422.678,410.226,414.818,2008811.0
2018-10-25,410.889,423.957,408.568,423.625,2437315.0
2018-10-26,418.417,423.057,413.114,422.915,3619179.0
2018-10-27,418.417,423.057,413.114,422.915,3619179.0
2018-10-28,418.417,423.057,413.114,422.915,3619179.0
2018-10-29,423.483,427.602,415.813,423.104,2850724.0
2018-10-30,423.436,430.207,421.163,427.887,2380065.0
2018-10-31,433.048,435.51,425.093,428.171,2588489.0
2018-11-01,423.673,440.671,417.896,433.142,2865250.0
2018-11-02,437.356,448.388,435.699,435.699,4513267.0
2018-11-03,437.356,448.388,435.699,435.699,4513267.0
2018-11-04,437.356,448.388,435.699,435.699,4513267.0
2018-11-05,434.468,444.695,433.568,438.351,2261588.0
2018-11-06,437.546,439.44,426.135,427.934,3817488.0
2018-11-07,430.065,434.137,423.104,427.792,3068647.0
2018-11-08,426.703,431.864,424.572,426.229,2155606.0
2018-11-09,424.714,431.911,423.72,426.277,1583672.0
2018-11-10,424.714,431.911,423.72,426.277,1583672.0
2018-11-11,424.714,431.911,423.72,426.277,1583672.0
2018-11-12,428.076,430.443,416.097,422.157,2365196.0
2018-11-13,422.678,423.578,414.25,421.4,2756659.0
2018-11-14,415.576,424.383,412.025,419.411,5253003.0
2018-11-15,419.459,424.998,403.313,409.137,3274820.0
2018-11-16,412.451,419.127,412.025,416.665,2202873.0
2018-11-17,412.451,419.127,412.025,416.665,2202873.0
2018-11-18,412.451,419.127,412.025,416.665,2202873.0
2018-11-19,415.576,424.099,408.379,408.379,2667098.0
2018-11-20,405.538,408.332,400.425,402.082,3286974.0
2018-11-21,401.892,405.728,396.258,403.644,3329404.0
2018-11-22,402.176,410.084,400.567,405.301,1872296.0
2018-11-23,406.296,410.746,405.775,410.273,2142255.0
2018-11-24,406.296,410.746,405.775,410.273,2142255.0
2018-11-25,406.296,410.746,405.775,410.273,2142255.0
2018-11-26,413.824,416.144,410.51,415.434,2259855.0
2018-11-27,416.428,419.08,413.493,415.434,2605787.0
2018-11-28,416.239,423.152,411.978,420.879,2147642.0
2018-11-29,422.678,434.184,420.5,427.176,2997867.0
2018-11-30,426.087,428.644,414.203,414.392,3067669.0
2018-12-01,426.087,428.644,414.203,414.392,3067669.0
2018-12-02,426.087,428.644,414.203,414.392,3067669.0
2018-12-03,414.913,425.756,411.125,425.235,2344565.0
2018-12-04,432.621,438.161,425.235,425.235,3844105.0
2018-12-05,420.548,433.947,416.807,429.591,2834603.0
2018-12-06,427.082,429.78,414.392,420.311,3080873.0
2018-12-07,422.868,428.644,417.281,417.565,2407773.0
2018-12-08,422.868,428.644,417.281,417.565,2407773.0
2018-12-09,422.868,428.644,417.281,417.565,2407773.0
2018-12-10,416.712,419.127,409.421,409.421,3214399.0
2018-12-11,415.008,420.027,404.639,407.953,2914647.0
2018-12-12,408.568,418.464,408.568,411.93,2483653.0
2018-12-13,410.889,416.949,410.794,416.144,2594345.0
2018-12-14,412.498,419.837,412.498,416.57,2665172.0
2018-12-15,412.498,419.837,412.498,416.57,2665172.0
2018-12-16,412.498,419.837,412.498,416.57,2665172.0
2018-12-17,416.665,416.665,404.875,410.036,2983538.0
2018-12-18,401.135,408.853,399.525,402.697,3874888.0
2018-12-19,403.218,404.639,399.714,402.318,3217922.0
2018-12-20,395.974,405.728,395.832,401.514,3262939.0
2018-12-21,401.514,407.764,395.595,398.578,4810385.0
2018-12-22,401.514,407.764,395.595,398.578,4810385.0
2018-12-23,401.514,407.764,395.595,398.578,4810385.0
2018-12-24,393.18,404.07,393.18,404.07,540257.0
2018-12-25,393.18,404.07,393.18,404.07,540257.0
2018-12-26,393.18,404.07,393.18,404.07,540257.0
2018-12-27,403.834,407.148,400.519,404.591,2150480.0
2018-12-28,404.402,408.332,402.745,405.349,1449987.0
2018-12-29,404.402,408.332,402.745,405.349,1449987.0
2018-12-30,404.402,408.332,402.745,405.349,1449987.0
2018-12-31,406.864,415.434,406.864,409.326,739578.0
