,DEC LN Equity,DEC LN Equity,DEC LN Equity,DEC LN Equity,DEC LN Equity
2021-05-25,1484.648,1495.066,1450.787,1450.787,155718.0
2021-05-26,1450.787,1463.81,1435.159,1435.159,164963.0
2021-05-27,1443.613,1448.96,1406.186,1416.88,454804.0
2021-05-28,1424.9,1438.267,1398.166,1398.166,133360.0
2021-05-29,1424.9,1438.267,1398.166,1398.166,133360.0
2021-05-30,1424.9,1438.267,1398.166,1398.166,133360.0
2021-05-31,1424.9,1438.267,1398.166,1398.166,133360.0
2021-06-01,1416.88,1443.613,1406.186,1443.613,138154.0
2021-06-02,1443.613,1451.634,1419.553,1419.553,247153.0
2021-06-03,1430.247,1432.92,1411.533,1422.227,74855.0
2021-06-04,1424.9,1430.247,1416.88,1416.88,80694.0
2021-06-05,1424.9,1430.247,1416.88,1416.88,80694.0
2021-06-06,1424.9,1430.247,1416.88,1416.88,80694.0
2021-06-07,1424.9,1459.654,1424.9,1448.96,111811.0
2021-06-08,1454.307,1454.307,1424.9,1427.573,91493.0
2021-06-09,1438.267,1438.267,1416.88,1416.88,132701.0
2021-06-10,1419.553,1419.553,1403.513,1403.513,144395.0
2021-06-11,1427.573,1438.267,1392.82,1435.593,211881.0
2021-06-12,1427.573,1438.267,1392.82,1435.593,211881.0
2021-06-13,1427.573,1438.267,1392.82,1435.593,211881.0
2021-06-14,1451.634,1467.674,1438.267,1456.98,178354.0
2021-06-15,1470.347,1470.347,1443.613,1462.327,86184.0
2021-06-16,1465.0,1481.04,1454.307,1454.307,94269.0
2021-06-17,1454.307,1478.367,1424.9,1424.9,297984.0
2021-06-18,1427.573,1427.573,1382.126,1387.473,383730.0
2021-06-19,1427.573,1427.573,1382.126,1387.473,383730.0
2021-06-20,1427.573,1427.573,1382.126,1387.473,383730.0
2021-06-21,1384.8,1395.493,1371.433,1390.146,155784.0
2021-06-22,1392.82,1392.82,1371.433,1379.453,166495.0
2021-06-23,1384.8,1384.8,1368.759,1379.453,64642.0
2021-06-24,1387.473,1387.473,1352.719,1352.719,87648.0
2021-06-25,1358.066,1384.8,1347.373,1382.126,106182.0
2021-06-26,1358.066,1384.8,1347.373,1382.126,106182.0
2021-06-27,1358.066,1384.8,1347.373,1382.126,106182.0
2021-06-28,1358.066,1384.8,1358.066,1360.739,152803.0
2021-06-29,1363.413,1390.146,1352.719,1390.146,390853.0
2021-06-30,1443.613,1443.613,1387.473,1406.186,110310.0
2021-07-01,1403.513,1446.287,1403.513,1446.287,284554.0
2021-07-02,1427.573,1465.0,1427.573,1465.0,190080.0
2021-07-03,1427.573,1465.0,1427.573,1465.0,190080.0
2021-07-04,1427.573,1465.0,1427.573,1465.0,190080.0
2021-07-05,1456.98,1473.02,1456.98,1470.347,234348.0
2021-07-06,1467.674,1481.04,1448.96,1448.96,205018.0
2021-07-07,1443.613,1454.307,1398.166,1400.84,196960.0
2021-07-08,1390.146,1414.207,1371.433,1398.166,125103.0
2021-07-09,1430.247,1430.247,1376.78,1384.8,70466.0
2021-07-10,1430.247,1430.247,1376.78,1384.8,70466.0
2021-07-11,1430.247,1430.247,1376.78,1384.8,70466.0
2021-07-12,1382.126,1384.8,1363.413,1366.086,61960.0
2021-07-13,1382.126,1387.473,1363.413,1368.759,74391.0
2021-07-14,1403.513,1403.513,1344.699,1363.413,105003.0
2021-07-15,1363.413,1363.413,1321.976,1324.649,144520.0
2021-07-16,1336.679,1355.393,1327.322,1347.373,122066.0
2021-07-17,1336.679,1355.393,1327.322,1347.373,122066.0
2021-07-18,1336.679,1355.393,1327.322,1347.373,122066.0
2021-07-19,1331.332,1347.373,1320.639,1321.976,115149.0
2021-07-20,1328.659,1339.353,1299.252,1305.936,117829.0
2021-07-21,1331.332,1339.353,1309.946,1327.322,83149.0
2021-07-22,1335.342,1350.046,1312.619,1316.629,68331.0
2021-07-23,1324.649,1339.353,1321.976,1336.679,85863.0
2021-07-24,1324.649,1339.353,1321.976,1336.679,85863.0
2021-07-25,1324.649,1339.353,1321.976,1336.679,85863.0
2021-07-26,1350.046,1392.82,1335.342,1382.126,60945.0
2021-07-27,1363.413,1398.166,1363.413,1384.8,63477.0
2021-07-28,1382.126,1416.88,1382.126,1411.533,83575.0
2021-07-29,1363.413,1419.553,1363.413,1403.513,56638.0
2021-07-30,1395.493,1422.227,1392.82,1408.86,81424.0
2021-07-31,1395.493,1422.227,1392.82,1408.86,81424.0
2021-08-01,1395.493,1422.227,1392.82,1408.86,81424.0
2021-08-02,1430.247,1430.247,1387.473,1392.82,62856.0
2021-08-03,1398.166,1408.86,1376.78,1403.513,60230.0
2021-08-04,1406.186,1416.88,1392.82,1411.533,113403.0
2021-08-05,1430.247,1430.247,1342.026,1371.433,168776.0
2021-08-06,1379.453,1390.146,1363.413,1371.433,97153.0
2021-08-07,1379.453,1390.146,1363.413,1371.433,97153.0
2021-08-08,1379.453,1390.146,1363.413,1371.433,97153.0
2021-08-09,1376.78,1382.126,1352.719,1352.719,109791.0
2021-08-10,1352.719,1408.86,1352.719,1403.513,142402.0
2021-08-11,1390.146,1443.613,1390.146,1435.593,115411.0
2021-08-12,1419.553,1456.98,1419.553,1451.634,75132.0
2021-08-13,1467.674,1467.674,1440.94,1440.94,87593.0
2021-08-14,1467.674,1467.674,1440.94,1440.94,87593.0
2021-08-15,1467.674,1467.674,1440.94,1440.94,87593.0
2021-08-16,1430.247,1435.593,1403.513,1414.207,81269.0
2021-08-17,1408.86,1414.207,1400.84,1414.207,68050.0
2021-08-18,1430.247,1430.247,1400.84,1419.553,114969.0
2021-08-19,1406.186,1422.227,1392.82,1411.533,63622.0
2021-08-20,1419.553,1435.593,1403.513,1435.593,66330.0
2021-08-21,1419.553,1435.593,1403.513,1435.593,66330.0
2021-08-22,1419.553,1435.593,1403.513,1435.593,66330.0
2021-08-23,1443.613,1462.327,1419.553,1451.634,65754.0
2021-08-24,1448.96,1481.04,1446.287,1448.96,94656.0
2021-08-25,1448.96,1470.347,1448.96,1451.634,40137.0
2021-08-26,1456.98,1465.0,1443.613,1443.613,54014.0
2021-08-27,1454.307,1459.654,1440.94,1440.94,47765.0
2021-08-28,1454.307,1459.654,1440.94,1440.94,47765.0
2021-08-29,1454.307,1459.654,1440.94,1440.94,47765.0
2021-08-30,1454.307,1459.654,1440.94,1440.94,47765.0
2021-08-31,1443.613,1491.734,1440.94,1491.734,118964.0
2021-09-01,1470.347,1491.734,1465.0,1465.0,82822.0
2021-09-02,1480.13,1504.844,1469.145,1504.844,71412.0
2021-09-03,1502.098,1526.813,1488.368,1488.368,62466.0
2021-09-04,1502.098,1526.813,1488.368,1488.368,62466.0
2021-09-05,1502.098,1526.813,1488.368,1488.368,62466.0
2021-09-06,1524.067,1551.527,1493.86,1551.527,114655.0
2021-09-07,1551.527,1551.527,1507.59,1510.336,49731.0
2021-09-08,1524.067,1535.051,1488.368,1535.051,114358.0
2021-09-09,1515.828,1529.559,1510.336,1513.082,129336.0
2021-09-10,1529.559,1559.765,1518.574,1548.781,119815.0
2021-09-11,1529.559,1559.765,1518.574,1548.781,119815.0
2021-09-12,1529.559,1559.765,1518.574,1548.781,119815.0
2021-09-13,1551.527,1578.988,1551.527,1554.273,43860.0
2021-09-14,1559.765,1576.242,1537.797,1537.797,82793.0
2021-09-15,1548.781,1595.464,1537.797,1584.48,163684.0
2021-09-16,1587.226,1603.702,1578.988,1589.972,159258.0
2021-09-17,1587.226,1600.956,1573.496,1581.734,411575.0
2021-09-18,1587.226,1600.956,1573.496,1581.734,411575.0
2021-09-19,1587.226,1600.956,1573.496,1581.734,411575.0
2021-09-20,1595.464,1595.464,1554.273,1562.511,58598.0
2021-09-21,1565.258,1578.988,1551.527,1551.527,46203.0
2021-09-22,1537.797,1584.48,1537.797,1554.273,44853.0
2021-09-23,1548.781,1578.988,1543.289,1576.242,49070.0
2021-09-24,1578.988,1578.988,1559.765,1568.004,41563.0
2021-09-25,1578.988,1578.988,1559.765,1568.004,41563.0
2021-09-26,1578.988,1578.988,1559.765,1568.004,41563.0
2021-09-27,1578.988,1587.226,1568.004,1587.226,249673.0
2021-09-28,1592.718,1617.433,1578.988,1584.48,129673.0
2021-09-29,1598.21,1606.449,1573.496,1606.449,181883.0
2021-09-30,1620.179,1633.909,1603.702,1628.417,139114.0
2021-10-01,1609.195,1644.893,1595.464,1644.893,63948.0
2021-10-02,1609.195,1644.893,1595.464,1644.893,63948.0
2021-10-03,1609.195,1644.893,1595.464,1644.893,63948.0
2021-10-04,1647.64,1647.64,1609.195,1639.401,95268.0
2021-10-05,1644.893,1655.878,1628.417,1655.878,92498.0
2021-10-06,1661.37,1680.592,1639.401,1644.893,117187.0
2021-10-07,1672.354,1705.307,1633.909,1705.307,112139.0
2021-10-08,1699.815,1771.212,1697.069,1768.466,138961.0
2021-10-09,1699.815,1771.212,1697.069,1768.466,138961.0
2021-10-10,1699.815,1771.212,1697.069,1768.466,138961.0
2021-10-11,1771.212,1773.959,1738.26,1738.26,90213.0
2021-10-12,1730.021,1730.021,1296.143,1392.255,1368205.0
2021-10-13,1395.001,1452.669,1337.334,1411.478,586925.0
2021-10-14,1408.732,1491.114,1386.763,1474.637,236283.0
2021-10-15,1474.637,1493.86,1474.637,1474.637,147667.0
2021-10-16,1474.637,1493.86,1474.637,1474.637,147667.0
2021-10-17,1474.637,1493.86,1474.637,1474.637,147667.0
2021-10-18,1482.876,1568.004,1482.876,1543.289,156849.0
2021-10-19,1543.289,1625.671,1540.543,1592.718,244195.0
2021-10-20,1598.21,1598.21,1576.242,1581.734,87723.0
2021-10-21,1620.179,1620.179,1576.242,1578.988,73447.0
2021-10-22,1578.988,1589.972,1557.019,1581.734,111111.0
2021-10-23,1578.988,1589.972,1557.019,1581.734,111111.0
2021-10-24,1578.988,1589.972,1557.019,1581.734,111111.0
2021-10-25,1611.941,1614.687,1581.734,1589.972,88214.0
2021-10-26,1603.702,1609.195,1581.734,1603.702,88801.0
2021-10-27,1636.655,1636.655,1595.464,1609.195,84338.0
2021-10-28,1598.21,1617.433,1578.988,1603.702,67909.0
2021-10-29,1584.48,1603.702,1573.496,1584.48,98268.0
2021-10-30,1584.48,1603.702,1573.496,1584.48,98268.0
2021-10-31,1584.48,1603.702,1573.496,1584.48,98268.0
2021-11-01,1592.718,1603.702,1576.242,1603.702,66556.0
2021-11-02,1592.718,1595.464,1411.478,1455.415,378992.0
2021-11-03,1482.876,1521.32,1458.161,1502.098,311921.0
2021-11-04,1502.098,1507.59,1447.177,1455.415,262301.0
2021-11-05,1449.923,1460.907,1416.97,1427.954,119547.0
2021-11-06,1449.923,1460.907,1416.97,1427.954,119547.0
2021-11-07,1449.923,1460.907,1416.97,1427.954,119547.0
2021-11-08,1452.669,1452.669,1405.986,1408.732,111892.0
2021-11-09,1419.716,1433.446,1408.732,1411.478,138427.0
2021-11-10,1416.97,1436.192,1381.271,1381.271,122947.0
2021-11-11,1392.255,1422.462,1375.779,1408.732,134158.0
2021-11-12,1419.716,1449.923,1395.001,1416.97,239938.0
2021-11-13,1419.716,1449.923,1395.001,1416.97,239938.0
2021-11-14,1419.716,1449.923,1395.001,1416.97,239938.0
2021-11-15,1419.716,1436.192,1411.478,1430.7,297634.0
2021-11-16,1441.685,1469.145,1436.192,1438.939,86387.0
2021-11-17,1438.939,1482.876,1427.954,1471.891,309411.0
2021-11-18,1482.876,1482.876,1449.923,1477.383,66745.0
2021-11-19,1482.876,1482.876,1444.431,1452.669,47571.0
2021-11-20,1482.876,1482.876,1444.431,1452.669,47571.0
2021-11-21,1482.876,1482.876,1444.431,1452.669,47571.0
2021-11-22,1463.653,1469.145,1441.685,1460.907,63531.0
2021-11-23,1449.923,1493.86,1449.923,1485.622,118208.0
2021-11-24,1502.098,1502.098,1460.907,1466.399,62159.0
2021-11-25,1463.607,1480.56,1452.305,1466.433,71656.0
2021-11-26,1455.131,1455.131,1412.748,1412.748,90747.0
2021-11-27,1455.131,1455.131,1412.748,1412.748,90747.0
2021-11-28,1455.131,1455.131,1412.748,1412.748,90747.0
2021-11-29,1432.527,1469.258,1426.876,1438.178,94257.0
2021-11-30,1426.876,1432.527,1370.366,1401.446,126059.0
2021-12-01,1398.621,1429.701,1395.795,1412.748,270875.0
2021-12-02,1398.621,1408.51,1373.191,1398.621,102539.0
2021-12-03,1460.782,1460.782,1381.668,1391.557,110135.0
2021-12-04,1460.782,1460.782,1381.668,1391.557,110135.0
2021-12-05,1460.782,1460.782,1381.668,1391.557,110135.0
2021-12-06,1404.272,1408.51,1384.493,1400.033,56984.0
2021-12-07,1469.258,1469.258,1407.097,1438.178,54807.0
2021-12-08,1435.352,1491.862,1426.876,1477.735,100605.0
2021-12-09,1489.037,1489.037,1452.305,1466.433,67943.0
2021-12-10,1426.876,1474.909,1426.876,1443.829,83137.0
2021-12-11,1426.876,1474.909,1426.876,1443.829,83137.0
2021-12-12,1426.876,1474.909,1426.876,1443.829,83137.0
2021-12-13,1469.258,1469.258,1421.225,1426.876,59724.0
2021-12-14,1426.876,1435.352,1409.923,1418.399,101044.0
2021-12-15,1418.399,1432.527,1395.795,1409.923,154874.0
2021-12-16,1426.876,1466.433,1424.05,1466.433,68343.0
2021-12-17,1463.607,1469.258,1429.701,1429.701,113177.0
2021-12-18,1463.607,1469.258,1429.701,1429.701,113177.0
2021-12-19,1463.607,1469.258,1429.701,1429.701,113177.0
2021-12-20,1418.399,1429.701,1409.923,1415.574,65731.0
2021-12-21,1432.527,1452.305,1405.684,1429.701,70395.0
2021-12-22,1429.701,1460.782,1429.701,1455.131,54206.0
2021-12-23,1412.748,1477.735,1412.748,1469.258,75814.0
2021-12-24,1483.386,1491.862,1463.607,1463.607,28738.0
2021-12-25,1483.386,1491.862,1463.607,1463.607,28738.0
2021-12-26,1483.386,1491.862,1463.607,1463.607,28738.0
2021-12-27,1483.386,1491.862,1463.607,1463.607,28738.0
2021-12-28,1483.386,1491.862,1463.607,1463.607,28738.0
2021-12-29,1474.909,1505.989,1474.909,1503.164,66579.0
2021-12-30,1511.64,1511.64,1466.433,1472.084,50524.0
2021-12-31,1483.386,1489.037,1469.258,1474.909,16402.0
2022-01-01,1483.386,1489.037,1469.258,1474.909,16402.0
2022-01-02,1483.386,1489.037,1469.258,1474.909,16402.0
2022-01-03,1483.386,1489.037,1469.258,1474.909,16402.0
2022-01-04,1489.037,1556.848,1489.037,1554.023,237231.0
2022-01-05,1545.546,1570.976,1517.291,1520.117,75564.0
2022-01-06,1531.419,1537.07,1505.989,1525.768,173903.0
2022-01-07,1531.419,1531.419,1508.815,1528.593,38000.0
2022-01-08,1531.419,1531.419,1508.815,1528.593,38000.0
2022-01-09,1531.419,1531.419,1508.815,1528.593,38000.0
2022-01-10,1537.07,1548.372,1511.64,1525.768,101958.0
2022-01-11,1539.895,1539.895,1508.815,1525.768,49985.0
2022-01-12,1531.419,1559.674,1531.419,1554.023,117925.0
2022-01-13,1517.291,1554.023,1517.291,1554.023,130528.0
2022-01-14,1554.023,1582.278,1539.895,1582.278,87728.0
2022-01-15,1554.023,1582.278,1539.895,1582.278,87728.0
2022-01-16,1554.023,1582.278,1539.895,1582.278,87728.0
2022-01-17,1579.452,1590.754,1565.325,1582.278,51734.0
2022-01-18,1542.721,1610.533,1542.721,1610.533,78156.0
2022-01-19,1582.278,1610.533,1562.499,1576.627,77713.0
2022-01-20,1565.325,1582.278,1554.023,1562.499,42704.0
2022-01-21,1554.023,1559.674,1505.989,1525.768,51612.0
2022-01-22,1554.023,1559.674,1505.989,1525.768,51612.0
2022-01-23,1554.023,1559.674,1505.989,1525.768,51612.0
2022-01-24,1596.405,1596.405,1452.305,1469.258,122724.0
2022-01-25,1441.003,1525.768,1441.003,1503.164,98815.0
2022-01-26,1483.386,1534.244,1477.735,1522.942,84308.0
2022-01-27,1500.338,1520.117,1489.037,1505.989,120854.0
2022-01-28,1511.64,1514.466,1483.386,1511.64,164910.0
2022-01-29,1511.64,1514.466,1483.386,1511.64,164910.0
2022-01-30,1511.64,1514.466,1483.386,1511.64,164910.0
2022-01-31,1497.513,1511.64,1483.386,1500.338,65593.0
2022-02-01,1491.862,1503.164,1489.037,1497.513,160471.0
2022-02-02,1497.513,1522.942,1486.211,1511.64,245973.0
2022-02-03,1511.64,1517.291,1494.688,1494.688,57125.0
2022-02-04,1497.513,1520.117,1491.862,1511.64,115312.0
2022-02-05,1497.513,1520.117,1491.862,1511.64,115312.0
2022-02-06,1497.513,1520.117,1491.862,1511.64,115312.0
2022-02-07,1503.164,1565.325,1503.164,1554.023,157221.0
2022-02-08,1568.15,1604.882,1520.117,1520.117,121150.0
2022-02-09,1559.674,1590.754,1525.768,1585.103,77299.0
2022-02-10,1587.929,1641.613,1587.929,1621.835,116010.0
2022-02-11,1582.278,1661.392,1582.278,1652.915,84092.0
2022-02-12,1582.278,1661.392,1582.278,1652.915,84092.0
2022-02-13,1582.278,1661.392,1582.278,1652.915,84092.0
2022-02-14,1641.613,1667.043,1593.58,1607.707,104667.0
2022-02-15,1593.58,1616.184,1585.103,1593.58,207786.0
2022-02-16,1576.627,1633.137,1576.627,1621.835,50739.0
2022-02-17,1602.056,1633.137,1587.929,1602.056,76701.0
2022-02-18,1587.929,1610.533,1585.103,1610.533,81491.0
2022-02-19,1587.929,1610.533,1585.103,1610.533,81491.0
2022-02-20,1587.929,1610.533,1585.103,1610.533,81491.0
2022-02-21,1599.231,1621.835,1587.929,1607.707,47987.0
2022-02-22,1593.58,1638.788,1590.754,1602.056,192513.0
2022-02-23,1616.184,1624.66,1573.801,1596.405,66185.0
2022-02-24,1585.103,1593.58,1554.023,1579.452,94996.0
2022-02-25,1633.137,1633.137,1568.15,1624.66,82344.0
2022-02-26,1633.137,1633.137,1568.15,1624.66,82344.0
2022-02-27,1633.137,1633.137,1568.15,1624.66,82344.0
2022-02-28,1610.533,1681.17,1610.533,1667.043,254906.0
2022-03-01,1638.788,1664.217,1624.66,1644.439,88000.0
2022-03-02,1650.09,1686.821,1627.486,1627.486,149452.0
2022-03-03,1638.838,1670.801,1586.535,1589.44,117929.0
2022-03-04,1670.801,1670.801,1566.194,1574.912,122076.0
2022-03-05,1670.801,1670.801,1566.194,1574.912,122076.0
2022-03-06,1670.801,1670.801,1566.194,1574.912,122076.0
2022-03-07,1577.817,1635.932,1554.572,1609.781,213847.0
2022-03-08,1609.781,1656.272,1598.158,1641.744,199723.0
2022-03-09,1702.764,1702.764,1598.158,1624.309,85462.0
2022-03-10,1633.027,1650.461,1606.875,1630.121,130929.0
2022-03-11,1635.932,1673.707,1603.969,1603.969,93247.0
2022-03-12,1635.932,1673.707,1603.969,1603.969,93247.0
2022-03-13,1635.932,1673.707,1603.969,1603.969,93247.0
2022-03-14,1598.158,1612.686,1554.572,1554.572,141512.0
2022-03-15,1551.666,1583.629,1534.231,1563.289,79571.0
2022-03-16,1583.629,1595.252,1560.383,1595.252,154150.0
2022-03-17,1603.969,1633.027,1589.44,1627.215,99991.0
2022-03-18,1641.744,1641.744,1612.686,1627.215,101703.0
2022-03-19,1641.744,1641.744,1612.686,1627.215,101703.0
2022-03-20,1641.744,1641.744,1612.686,1627.215,101703.0
2022-03-21,1621.404,1685.33,1621.404,1670.801,70081.0
2022-03-22,1676.613,1734.727,1676.613,1696.953,233637.0
2022-03-23,1705.67,1752.162,1705.67,1708.576,140107.0
2022-03-24,1691.141,1714.387,1659.178,1662.084,138715.0
2022-03-25,1676.613,1731.822,1659.178,1726.01,104813.0
2022-03-26,1676.613,1731.822,1659.178,1726.01,104813.0
2022-03-27,1676.613,1731.822,1659.178,1726.01,104813.0
2022-03-28,1708.576,1755.068,1685.33,1694.047,115238.0
2022-03-29,1691.141,1714.387,1656.272,1682.424,78175.0
2022-03-30,1676.613,1720.199,1676.613,1714.387,81656.0
2022-03-31,1711.482,1728.916,1688.236,1723.105,83680.0
2022-04-01,1728.916,1753.615,1720.199,1741.992,83252.0
2022-04-02,1728.916,1753.615,1720.199,1741.992,83252.0
2022-04-03,1728.916,1753.615,1720.199,1741.992,83252.0
2022-04-04,1749.256,1763.785,1714.387,1714.387,78207.0
2022-04-05,1718.746,1782.672,1701.311,1762.332,117134.0
2022-04-06,1757.973,1784.125,1730.369,1730.369,107848.0
2022-04-07,1736.18,1736.18,1705.67,1720.199,136461.0
2022-04-08,1730.369,1760.879,1726.01,1734.727,128137.0
2022-04-09,1730.369,1760.879,1726.01,1734.727,128137.0
2022-04-10,1730.369,1760.879,1726.01,1734.727,128137.0
2022-04-11,1711.482,1743.445,1699.859,1699.859,73107.0
2022-04-12,1711.482,1728.916,1695.5,1721.652,46287.0
2022-04-13,1714.387,1715.84,1666.443,1676.613,141984.0
2022-04-14,1685.33,1702.764,1647.555,1692.594,77628.0
2022-04-15,1685.33,1702.764,1647.555,1692.594,77628.0
2022-04-16,1685.33,1702.764,1647.555,1692.594,77628.0
2022-04-17,1685.33,1702.764,1647.555,1692.594,77628.0
2022-04-18,1685.33,1702.764,1647.555,1692.594,77628.0
2022-04-19,1741.992,1741.992,1680.971,1680.971,65685.0
2022-04-20,1714.387,1714.387,1663.537,1673.707,51100.0
2022-04-21,1676.613,1691.141,1663.537,1670.801,92592.0
2022-04-22,1663.537,1692.594,1663.537,1673.707,58847.0
2022-04-23,1663.537,1692.594,1663.537,1673.707,58847.0
2022-04-24,1663.537,1692.594,1663.537,1673.707,58847.0
2022-04-25,1656.272,1664.99,1628.668,1653.367,95690.0
2022-04-26,1669.348,1701.311,1650.461,1696.953,72013.0
2022-04-27,1708.576,1734.727,1691.141,1704.217,58767.0
2022-04-28,1757.973,1757.973,1712.934,1724.557,43232.0
2022-04-29,1757.973,1792.842,1727.463,1757.973,124900.0
2022-04-30,1757.973,1792.842,1727.463,1757.973,124900.0
2022-05-01,1757.973,1792.842,1727.463,1757.973,124900.0
2022-05-02,1757.973,1792.842,1727.463,1757.973,124900.0
2022-05-03,1757.973,1807.371,1730.369,1800.107,165872.0
2022-05-04,1800.107,1839.334,1800.107,1816.088,107112.0
2022-05-05,1845.146,1855.316,1779.766,1779.766,152105.0
2022-05-06,1817.541,1817.541,1772.502,1788.484,56347.0
2022-05-07,1817.541,1817.541,1772.502,1788.484,56347.0
2022-05-08,1817.541,1817.541,1772.502,1788.484,56347.0
2022-05-09,1821.9,1821.9,1694.047,1694.047,112148.0
2022-05-10,1710.029,1733.275,1683.877,1702.764,70999.0
2022-05-11,1699.859,1750.709,1699.859,1727.463,57501.0
2022-05-12,1707.123,1723.105,1678.066,1699.859,87085.0
2022-05-13,1757.973,1757.973,1695.5,1747.803,36845.0
2022-05-14,1757.973,1757.973,1695.5,1747.803,36845.0
2022-05-15,1757.973,1757.973,1695.5,1747.803,36845.0
2022-05-16,1720.199,1789.937,1720.199,1772.502,43453.0
2022-05-17,1811.73,1811.73,1741.992,1750.709,69776.0
2022-05-18,1787.031,1787.031,1708.576,1711.482,58908.0
2022-05-19,1714.387,1757.973,1695.5,1757.973,83154.0
2022-05-20,1720.199,1810.277,1720.199,1775.408,145759.0
2022-05-21,1720.199,1810.277,1720.199,1775.408,145759.0
2022-05-22,1720.199,1810.277,1720.199,1775.408,145759.0
2022-05-23,1773.955,1840.787,1773.955,1827.711,93366.0
2022-05-24,1820.447,1824.805,1776.861,1776.861,107507.0
2022-05-25,1813.182,1859.674,1789.937,1797.201,118898.0
2022-05-26,1792.59,1858.319,1792.59,1849.356,79879.0
2022-05-27,1867.282,1867.282,1816.492,1837.405,97069.0
2022-05-28,1867.282,1867.282,1816.492,1837.405,97069.0
2022-05-29,1867.282,1867.282,1816.492,1837.405,97069.0
2022-05-30,1847.862,1876.245,1837.405,1850.85,74797.0
2022-05-31,1867.282,1873.257,1832.924,1840.393,113102.0
2022-06-01,1792.59,1843.38,1792.59,1814.998,41759.0
2022-06-02,1792.59,1843.38,1792.59,1814.998,41759.0
2022-06-03,1792.59,1843.38,1792.59,1814.998,41759.0
2022-06-04,1792.59,1843.38,1792.59,1814.998,41759.0
2022-06-05,1792.59,1843.38,1792.59,1814.998,41759.0
2022-06-06,1867.282,1867.282,1828.442,1840.393,54259.0
2022-06-07,1850.85,1862.8,1819.479,1858.319,49784.0
2022-06-08,1867.282,1876.245,1853.837,1859.812,88413.0
2022-06-09,1861.306,1865.788,1843.38,1847.862,65642.0
2022-06-10,1852.343,1852.343,1820.973,1825.455,44664.0
2022-06-11,1852.343,1852.343,1820.973,1825.455,44664.0
2022-06-12,1852.343,1852.343,1820.973,1825.455,44664.0
2022-06-13,1829.936,1829.936,1795.578,1800.059,69010.0
2022-06-14,1807.529,1823.961,1785.121,1789.603,101638.0
2022-06-15,1800.059,1800.059,1771.677,1786.615,98040.0
2022-06-16,1785.121,1786.615,1758.232,1774.664,124059.0
2022-06-17,1856.825,1856.825,1673.084,1673.084,253072.0
2022-06-18,1856.825,1856.825,1673.084,1673.084,253072.0
2022-06-19,1856.825,1856.825,1673.084,1673.084,253072.0
2022-06-20,1686.529,1740.306,1673.084,1701.467,76594.0
2022-06-21,1673.084,1720.887,1673.084,1710.43,101563.0
2022-06-22,1695.492,1696.986,1647.689,1670.097,87975.0
2022-06-23,1643.208,1704.455,1622.294,1695.492,131844.0
2022-06-24,1713.418,1713.418,1625.282,1673.084,200495.0
2022-06-25,1713.418,1713.418,1625.282,1673.084,200495.0
2022-06-26,1713.418,1713.418,1625.282,1673.084,200495.0
2022-06-27,1637.233,1717.899,1637.233,1705.948,107687.0
2022-06-28,1649.183,1758.232,1649.183,1729.85,56095.0
2022-06-29,1726.862,1759.726,1683.541,1686.529,48636.0
2022-06-30,1643.208,1674.578,1643.208,1664.121,109276.0
2022-07-01,1643.208,1667.109,1616.319,1647.689,73443.0
2022-07-02,1643.208,1667.109,1616.319,1647.689,73443.0
2022-07-03,1643.208,1667.109,1616.319,1647.689,73443.0
2022-07-04,1643.208,1688.023,1643.208,1677.566,50906.0
2022-07-05,1702.961,1702.961,1637.233,1652.171,153020.0
2022-07-06,1655.158,1665.615,1580.467,1602.875,114550.0
2022-07-07,1616.319,1674.578,1616.319,1664.121,48927.0
2022-07-08,1598.393,1676.072,1598.393,1650.677,52965.0
2022-07-09,1598.393,1676.072,1598.393,1650.677,52965.0
2022-07-10,1598.393,1676.072,1598.393,1650.677,52965.0
2022-07-11,1702.961,1702.961,1632.751,1671.591,49787.0
2022-07-12,1671.591,1689.516,1628.27,1629.763,65069.0
2022-07-13,1635.739,1661.134,1622.294,1637.233,51013.0
2022-07-14,1613.331,1643.208,1596.899,1608.85,55278.0
2022-07-15,1635.739,1647.689,1616.319,1635.739,70622.0
2022-07-16,1635.739,1647.689,1616.319,1635.739,70622.0
2022-07-17,1635.739,1647.689,1616.319,1635.739,70622.0
2022-07-18,1659.64,1698.479,1652.171,1683.541,78224.0
2022-07-19,1696.986,1705.948,1673.084,1683.541,62474.0
2022-07-20,1665.615,1711.924,1665.615,1707.442,111077.0
2022-07-21,1732.837,1732.837,1670.097,1704.455,56993.0
2022-07-22,1658.146,1722.381,1658.146,1702.961,79120.0
2022-07-23,1658.146,1722.381,1658.146,1702.961,79120.0
2022-07-24,1658.146,1722.381,1658.146,1702.961,79120.0
2022-07-25,1732.837,1747.776,1699.973,1734.331,79959.0
2022-07-26,1743.294,1753.751,1731.344,1740.306,90661.0
2022-07-27,1732.837,1767.195,1732.837,1761.22,398538.0
2022-07-28,1794.084,1813.504,1768.689,1795.578,134303.0
2022-07-29,1807.529,1867.282,1803.047,1847.862,147352.0
2022-07-30,1807.529,1867.282,1803.047,1847.862,147352.0
2022-07-31,1807.529,1867.282,1803.047,1847.862,147352.0
2022-08-01,1867.282,1867.282,1841.887,1841.887,91884.0
2022-08-02,1806.035,1862.8,1806.035,1852.343,83752.0
2022-08-03,1852.343,1888.195,1852.343,1859.812,162527.0
