,PFC LN Equity,PFC LN Equity,PFC LN Equity,PFC LN Equity,PFC LN Equity
2012-10-26,1065.759,1073.322,1050.632,1063.696,1000232.0
2012-10-27,1065.759,1073.322,1050.632,1063.696,1000232.0
2012-10-28,1065.759,1073.322,1050.632,1063.696,1000232.0
2012-10-29,1060.946,1065.071,1047.881,1056.132,515587.0
2012-10-30,1057.508,1070.572,1057.508,1064.384,627721.0
2012-10-31,1063.008,1105.639,1062.321,1102.888,1644749.0
2012-11-01,1103.576,1116.64,1089.137,1115.952,741874.0
2012-11-02,1115.952,1117.328,1090.512,1099.45,1074025.0
2012-11-03,1115.952,1117.328,1090.512,1099.45,1074025.0
2012-11-04,1115.952,1117.328,1090.512,1099.45,1074025.0
2012-11-05,1096.012,1097.388,1076.76,1079.51,628192.0
2012-11-06,1083.636,1086.386,1072.635,1076.76,684535.0
2012-11-07,1084.324,1089.137,1060.258,1063.008,809214.0
2012-11-08,1071.947,1073.322,1058.883,1063.696,738936.0
2012-11-09,1065.071,1066.446,1054.07,1060.258,389043.0
2012-11-10,1065.071,1066.446,1054.07,1060.258,389043.0
2012-11-11,1065.071,1066.446,1054.07,1060.258,389043.0
2012-11-12,1060.258,1076.072,1056.132,1067.134,581186.0
2012-11-13,1065.071,1073.322,1056.132,1071.947,502346.0
2012-11-14,1069.197,1075.385,1061.633,1066.446,600260.0
2012-11-15,1060.258,1060.946,1038.943,1038.943,1081466.0
2012-11-16,1041.006,1047.881,1026.566,1026.566,985582.0
2012-11-17,1041.006,1047.881,1026.566,1026.566,985582.0
2012-11-18,1041.006,1047.881,1026.566,1026.566,985582.0
2012-11-19,1030.692,1067.821,1025.879,1067.821,795413.0
2012-11-20,1065.759,1091.199,1063.696,1082.261,926666.0
2012-11-21,1079.51,1097.388,1074.01,1093.262,772025.0
2012-11-22,1096.012,1107.014,1093.95,1104.264,422581.0
2012-11-23,1107.014,1121.453,1099.45,1120.766,607540.0
2012-11-24,1107.014,1121.453,1099.45,1120.766,607540.0
2012-11-25,1107.014,1121.453,1099.45,1120.766,607540.0
2012-11-26,1119.39,1123.516,1089.137,1096.012,1166537.0
2012-11-27,1098.075,1100.826,1071.259,1092.575,1351251.0
2012-11-28,1088.449,1096.012,1078.135,1095.325,741114.0
2012-11-29,1102.201,1113.202,1094.637,1111.139,1021536.0
2012-11-30,1107.014,1125.579,1107.014,1119.39,934591.0
2012-12-01,1107.014,1125.579,1107.014,1119.39,934591.0
2012-12-02,1107.014,1125.579,1107.014,1119.39,934591.0
2012-12-03,1126.266,1131.079,1113.202,1125.579,318115.0
2012-12-04,1123.516,1142.768,1118.015,1119.39,1289859.0
2012-12-05,1131.767,1147.581,1124.204,1135.205,1037695.0
2012-12-06,1142.081,1149.644,1135.205,1147.581,1058111.0
2012-12-07,1150.332,1160.646,1146.894,1159.27,1177269.0
2012-12-08,1150.332,1160.646,1146.894,1159.27,1177269.0
2012-12-09,1150.332,1160.646,1146.894,1159.27,1177269.0
2012-12-10,1160.646,1173.71,1159.27,1173.022,1134626.0
2012-12-11,1173.71,1179.21,1158.583,1164.771,1012387.0
2012-12-12,1164.084,1168.897,1157.895,1164.084,807999.0
2012-12-13,1164.084,1168.209,1147.581,1157.208,583298.0
2012-12-14,1155.145,1164.771,1148.957,1155.145,871237.0
2012-12-15,1155.145,1164.771,1148.957,1155.145,871237.0
2012-12-16,1155.145,1164.771,1148.957,1155.145,871237.0
2012-12-17,1155.145,1161.333,1140.706,1155.145,763271.0
2012-12-18,1157.208,1174.397,1134.517,1142.081,1618404.0
2012-12-19,1148.269,1156.52,1140.706,1142.768,819854.0
2012-12-20,1144.831,1152.395,1141.393,1143.456,387264.0
2012-12-21,1139.33,1140.018,1122.141,1124.204,1068358.0
2012-12-22,1139.33,1140.018,1122.141,1124.204,1068358.0
2012-12-23,1139.33,1140.018,1122.141,1124.204,1068358.0
2012-12-24,1128.329,1133.142,1111.827,1115.952,179179.0
2012-12-25,1128.329,1133.142,1111.827,1115.952,179179.0
2012-12-26,1128.329,1133.142,1111.827,1115.952,179179.0
2012-12-27,1115.265,1139.33,1115.265,1137.268,484467.0
2012-12-28,1136.58,1141.393,1119.39,1122.828,346855.0
2012-12-29,1136.58,1141.393,1119.39,1122.828,346855.0
2012-12-30,1136.58,1141.393,1119.39,1122.828,346855.0
2012-12-31,1117.328,1124.891,1108.389,1115.952,166050.0
2013-01-01,1117.328,1124.891,1108.389,1115.952,166050.0
2013-01-02,1133.142,1160.646,1128.329,1155.832,758931.0
2013-01-03,1159.958,1160.646,1142.768,1150.332,348427.0
2013-01-04,1146.894,1146.894,1123.516,1141.393,748309.0
2013-01-05,1146.894,1146.894,1123.516,1141.393,748309.0
2013-01-06,1146.894,1146.894,1123.516,1141.393,748309.0
2013-01-07,1140.706,1142.081,1131.079,1136.58,466438.0
2013-01-08,1131.079,1155.145,1129.704,1140.018,722738.0
2013-01-09,1115.952,1140.018,1115.952,1137.955,827805.0
2013-01-10,1138.643,1151.019,1129.017,1146.206,511991.0
2013-01-11,1148.957,1165.459,1147.581,1153.77,449918.0
2013-01-12,1148.957,1165.459,1147.581,1153.77,449918.0
2013-01-13,1148.957,1165.459,1147.581,1153.77,449918.0
2013-01-14,1159.27,1184.024,1159.27,1166.146,940856.0
2013-01-15,1165.459,1166.146,1153.082,1161.333,437818.0
2013-01-16,1166.146,1170.959,1153.082,1165.459,583942.0
2013-01-17,1165.459,1165.459,1144.144,1150.332,830666.0
2013-01-18,1153.77,1156.52,1143.456,1152.395,976959.0
2013-01-19,1153.77,1156.52,1143.456,1152.395,976959.0
2013-01-20,1153.77,1156.52,1143.456,1152.395,976959.0
2013-01-21,1157.208,1159.27,1140.706,1148.269,537214.0
2013-01-22,1145.519,1170.272,1143.456,1168.897,477889.0
2013-01-23,1166.146,1199.15,1165.459,1192.962,915845.0
2013-01-24,1188.837,1196.4,1179.898,1188.837,668044.0
2013-01-25,1192.962,1204.651,1179.898,1189.524,964448.0
2013-01-26,1192.962,1204.651,1179.898,1189.524,964448.0
2013-01-27,1192.962,1204.651,1179.898,1189.524,964448.0
2013-01-28,1181.961,1188.149,1162.021,1175.085,930796.0
2013-01-29,1176.46,1199.15,1175.085,1194.337,681224.0
2013-01-30,1136.58,1150.332,1100.138,1110.452,4002070.0
2013-01-31,1111.827,1140.018,1111.827,1126.266,1535717.0
2013-02-01,1126.954,1135.892,1126.266,1133.83,750667.0
2013-02-02,1126.954,1135.892,1126.266,1133.83,750667.0
2013-02-03,1126.954,1135.892,1126.266,1133.83,750667.0
2013-02-04,1134.517,1142.768,1121.453,1122.828,759942.0
2013-02-05,1122.828,1131.079,1116.64,1118.703,1058549.0
2013-02-06,1120.766,1135.892,1111.139,1116.64,706184.0
2013-02-07,1118.703,1126.266,1113.89,1115.265,924660.0
2013-02-08,1119.39,1129.017,1115.952,1126.266,1059912.0
2013-02-09,1119.39,1129.017,1115.952,1126.266,1059912.0
2013-02-10,1119.39,1129.017,1115.952,1126.266,1059912.0
2013-02-11,1132.455,1133.83,1120.078,1123.516,742457.0
2013-02-12,1118.015,1122.828,1113.202,1115.265,882113.0
2013-02-13,1141.393,1159.27,1137.268,1137.955,961262.0
2013-02-14,1133.83,1138.643,1115.265,1115.265,966201.0
2013-02-15,1116.64,1135.205,1112.515,1130.392,837615.0
2013-02-16,1116.64,1135.205,1112.515,1130.392,837615.0
2013-02-17,1116.64,1135.205,1112.515,1130.392,837615.0
2013-02-18,1132.455,1133.142,1111.139,1112.515,522286.0
2013-02-19,1112.515,1118.015,1108.389,1109.077,1124568.0
2013-02-20,1114.577,1114.577,1099.45,1101.513,792880.0
2013-02-21,1100.138,1100.826,1071.259,1080.886,1410778.0
2013-02-22,1087.074,1105.639,1082.261,1092.575,1025099.0
2013-02-23,1087.074,1105.639,1082.261,1092.575,1025099.0
2013-02-24,1087.074,1105.639,1082.261,1092.575,1025099.0
2013-02-25,1094.637,1112.515,1094.637,1107.014,1259312.0
2013-02-26,1080.886,1104.951,1080.886,1098.075,1302429.0
2013-02-27,1097.388,1098.075,1005.939,1029.317,3788916.0
2013-02-28,1017.628,1023.816,981.873,999.75,3154710.0
2013-03-01,997.0,1003.188,968.121,986.686,2972219.0
2013-03-02,997.0,1003.188,968.121,986.686,2972219.0
2013-03-03,997.0,1003.188,968.121,986.686,2972219.0
2013-03-04,982.561,1012.127,974.31,1008.001,1809673.0
2013-03-05,1018.315,1033.442,1012.815,1025.879,2096788.0
2013-03-06,1027.941,1032.067,1021.753,1023.816,1028187.0
2013-03-07,1027.254,1030.004,1010.752,1015.565,2023212.0
2013-03-08,1021.753,1026.566,1009.377,1010.752,1547038.0
2013-03-09,1021.753,1026.566,1009.377,1010.752,1547038.0
2013-03-10,1021.753,1026.566,1009.377,1010.752,1547038.0
2013-03-11,1010.752,1018.315,997.0,1016.94,1236622.0
2013-03-12,1017.628,1060.946,1017.628,1058.195,2010026.0
2013-03-13,1058.883,1067.134,1046.506,1054.07,1481473.0
2013-03-14,1053.382,1057.508,1034.13,1049.944,1251536.0
2013-03-15,1055.445,1063.696,1049.257,1063.696,1755691.0
2013-03-16,1055.445,1063.696,1049.257,1063.696,1755691.0
2013-03-17,1055.445,1063.696,1049.257,1063.696,1755691.0
2013-03-18,1054.757,1078.135,1041.693,1074.697,1183143.0
2013-03-19,1071.259,1071.259,1034.817,1045.819,1358294.0
2013-03-20,1052.007,1065.071,1038.943,1041.693,1290468.0
2013-03-21,1041.693,1043.068,1031.379,1032.067,889525.0
2013-03-22,1010.752,1011.439,988.061,994.25,1691366.0
2013-03-23,1010.752,1011.439,988.061,994.25,1691366.0
2013-03-24,1010.752,1011.439,988.061,994.25,1691366.0
2013-03-25,1012.815,1012.815,966.059,970.872,1681216.0
2013-03-26,979.123,996.312,973.622,992.187,1044306.0
2013-03-27,995.625,997.0,977.06,988.061,703598.0
2013-03-28,988.061,991.499,977.06,985.311,998201.0
2013-03-29,988.061,991.499,977.06,985.311,998201.0
2013-03-30,988.061,991.499,977.06,985.311,998201.0
2013-03-31,988.061,991.499,977.06,985.311,998201.0
2013-04-01,988.061,991.499,977.06,985.311,998201.0
2013-04-02,986.686,997.688,974.31,985.311,1159231.0
2013-04-03,981.186,984.624,972.247,974.997,804033.0
2013-04-04,972.935,999.75,972.935,984.624,1204400.0
2013-04-05,984.624,987.374,948.869,951.619,1250685.0
2013-04-06,984.624,987.374,948.869,951.619,1250685.0
2013-04-07,984.624,987.374,948.869,951.619,1250685.0
2013-04-08,960.558,963.308,944.056,959.87,841211.0
2013-04-09,962.621,980.498,962.621,977.06,777056.0
2013-04-10,982.561,988.061,975.685,983.248,2672468.0
2013-04-11,983.248,1034.817,974.31,988.749,2857809.0
2013-04-12,987.374,999.063,961.246,962.621,1345974.0
2013-04-13,987.374,999.063,961.246,962.621,1345974.0
2013-04-14,987.374,999.063,961.246,962.621,1345974.0
2013-04-15,962.621,962.621,916.552,926.866,2956293.0
2013-04-16,919.99,930.992,911.052,921.366,1223166.0
2013-04-17,928.394,929.097,892.579,897.495,1208121.0
2013-04-18,898.197,919.967,886.961,889.067,1139859.0
2013-04-19,891.877,915.754,885.556,914.349,1097517.0
2013-04-20,891.877,915.754,885.556,914.349,1097517.0
2013-04-21,891.877,915.754,885.556,914.349,1097517.0
2013-04-22,916.456,919.265,880.64,889.77,1273640.0
2013-04-23,889.067,906.624,884.152,901.708,894191.0
2013-04-24,903.815,946.653,901.708,938.226,1208767.0
2013-04-25,936.119,963.508,930.501,957.889,976842.0
2013-04-26,953.676,955.08,929.097,934.715,707818.0
2013-04-27,953.676,955.08,929.097,934.715,707818.0
2013-04-28,953.676,955.08,929.097,934.715,707818.0
2013-04-29,931.906,942.44,925.585,934.012,635091.0
2013-04-30,938.226,948.058,921.372,948.058,1227882.0
2013-05-01,926.99,952.271,924.181,939.631,383821.0
2013-05-02,936.822,950.867,930.501,948.058,943256.0
2013-05-03,948.76,987.385,948.058,985.98,1204189.0
2013-05-04,948.76,987.385,948.058,985.98,1204189.0
2013-05-05,948.76,987.385,948.058,985.98,1204189.0
2013-05-06,948.76,987.385,948.058,985.98,1204189.0
2013-05-07,991.598,996.514,958.592,967.019,1285590.0
2013-05-08,971.232,987.385,970.53,985.98,579668.0
2013-05-09,983.873,1016.88,983.873,1002.834,974895.0
2013-05-10,1000.728,1004.239,973.339,978.957,1270388.0
2013-05-11,1000.728,1004.239,973.339,978.957,1270388.0
2013-05-12,1000.728,1004.239,973.339,978.957,1270388.0
2013-05-13,982.469,994.407,974.042,977.553,921389.0
2013-05-14,977.553,979.66,959.996,970.53,784484.0
2013-05-15,974.042,974.042,954.378,956.485,1037160.0
2013-05-16,930.501,945.951,910.838,930.501,2721530.0
2013-05-17,949.462,949.462,923.478,930.501,2167409.0
2013-05-18,949.462,949.462,923.478,930.501,2167409.0
2013-05-19,949.462,949.462,923.478,930.501,2167409.0
2013-05-20,945.249,964.21,936.822,955.783,1061695.0
2013-05-21,952.271,979.66,952.271,979.66,1172413.0
2013-05-22,979.66,992.3,974.744,985.278,788094.0
2013-05-23,967.019,975.446,942.44,948.058,1474562.0
2013-05-24,952.271,959.294,934.715,941.035,693614.0
2013-05-25,952.271,959.294,934.715,941.035,693614.0
2013-05-26,952.271,959.294,934.715,941.035,693614.0
2013-05-27,952.271,959.294,934.715,941.035,693614.0
2013-05-28,952.974,984.576,952.974,975.446,1070619.0
2013-05-29,973.339,991.598,962.103,976.148,1243323.0
2013-05-30,977.553,981.766,965.614,968.423,1060203.0
2013-05-31,971.232,973.339,948.76,948.76,1083838.0
2013-06-01,971.232,973.339,948.76,948.76,1083838.0
2013-06-02,971.232,973.339,948.76,948.76,1083838.0
2013-06-03,945.951,951.569,937.524,938.928,662100.0
2013-06-04,944.546,950.867,936.119,938.928,894018.0
2013-06-05,934.012,946.653,919.967,919.967,1141767.0
2013-06-06,917.158,922.074,899.601,901.708,1212151.0
2013-06-07,901.708,917.86,893.983,913.647,719317.0
2013-06-08,901.708,917.86,893.983,913.647,719317.0
2013-06-09,901.708,917.86,893.983,913.647,719317.0
2013-06-10,915.051,919.265,908.029,912.242,481785.0
2013-06-11,911.54,915.754,893.983,903.815,992936.0
2013-06-12,904.517,910.135,880.64,885.556,819461.0
2013-06-13,904.517,913.647,882.045,910.838,1311651.0
2013-06-14,917.158,948.058,914.349,929.799,1197643.0
2013-06-15,917.158,948.058,914.349,929.799,1197643.0
2013-06-16,917.158,948.058,914.349,929.799,1197643.0
2013-06-17,908.029,929.799,893.983,904.517,1332959.0
2013-06-18,901.708,927.692,901.708,924.181,871838.0
2013-06-19,924.181,934.012,919.967,919.967,552672.0
2013-06-20,906.624,910.135,893.983,894.686,645680.0
2013-06-21,895.388,898.197,875.022,876.427,1564902.0
2013-06-22,895.388,898.197,875.022,876.427,1564902.0
2013-06-23,895.388,898.197,875.022,876.427,1564902.0
2013-06-24,876.427,879.938,853.954,866.595,838829.0
2013-06-25,877.831,877.831,814.627,856.061,2239088.0
2013-06-26,860.977,861.679,838.504,846.229,1510591.0
2013-06-27,842.016,860.275,839.207,842.016,1230419.0
2013-06-28,848.336,851.145,832.184,841.313,1265584.0
2013-06-29,848.336,851.145,832.184,841.313,1265584.0
2013-06-30,848.336,851.145,832.184,841.313,1265584.0
2013-07-01,859.572,860.275,840.611,850.443,994410.0
2013-07-02,851.847,853.252,837.1,839.207,664643.0
2013-07-03,834.291,841.313,824.459,838.504,682166.0
2013-07-04,846.229,867.297,837.802,861.679,747783.0
2013-07-05,863.786,880.64,860.275,868.702,610352.0
2013-07-06,863.786,880.64,860.275,868.702,610352.0
2013-07-07,863.786,880.64,860.275,868.702,610352.0
2013-07-08,880.64,884.152,872.915,879.236,576654.0
2013-07-09,889.067,905.22,887.663,901.708,1087872.0
2013-07-10,919.967,926.288,905.922,914.349,1057354.0
2013-07-11,919.967,935.417,919.967,927.692,1119554.0
2013-07-12,927.692,928.394,906.624,908.731,1085161.0
2013-07-13,927.692,928.394,906.624,908.731,1085161.0
2013-07-14,927.692,928.394,906.624,908.731,1085161.0
2013-07-15,909.433,911.54,889.067,891.174,985079.0
2013-07-16,890.472,896.792,887.663,889.067,637973.0
2013-07-17,889.067,900.304,886.961,894.686,511703.0
2013-07-18,895.388,908.029,887.663,905.22,831786.0
2013-07-19,903.113,910.838,894.686,908.731,764170.0
2013-07-20,903.113,910.838,894.686,908.731,764170.0
2013-07-21,903.113,910.838,894.686,908.731,764170.0
2013-07-22,915.754,923.478,909.433,913.647,372323.0
2013-07-23,918.563,925.585,915.754,922.776,572800.0
2013-07-24,924.883,926.99,918.563,923.478,638094.0
2013-07-25,920.669,924.181,900.304,902.411,557330.0
2013-07-26,905.922,921.372,902.411,903.815,543699.0
2013-07-27,905.922,921.372,902.411,903.815,543699.0
2013-07-28,905.922,921.372,902.411,903.815,543699.0
2013-07-29,901.708,923.478,901.708,918.563,473066.0
2013-07-30,919.967,926.288,915.754,919.265,447220.0
2013-07-31,914.349,931.203,910.838,922.074,806186.0
2013-08-01,924.883,942.44,924.883,941.035,850741.0
2013-08-02,941.035,941.035,903.815,905.922,852833.0
2013-08-03,941.035,941.035,903.815,905.922,852833.0
2013-08-04,941.035,941.035,903.815,905.922,852833.0
2013-08-05,905.922,915.754,885.556,893.983,791740.0
2013-08-06,892.579,893.983,875.724,879.938,701507.0
2013-08-07,879.236,890.472,872.915,879.236,917121.0
2013-08-08,884.152,896.792,879.938,884.854,888442.0
2013-08-09,885.556,899.601,878.534,895.388,729840.0
2013-08-10,885.556,899.601,878.534,895.388,729840.0
2013-08-11,885.556,899.601,878.534,895.388,729840.0
2013-08-12,896.792,898.899,887.663,894.686,356242.0
2013-08-13,895.388,913.647,893.281,907.326,545169.0
2013-08-14,908.731,912.242,893.281,893.983,702106.0
2013-08-15,893.281,893.281,865.19,867.297,762851.0
2013-08-16,867.297,877.129,860.275,874.32,781158.0
2013-08-17,867.297,877.129,860.275,874.32,781158.0
2013-08-18,867.297,877.129,860.275,874.32,781158.0
2013-08-19,876.427,895.388,873.618,886.258,678948.0
2013-08-20,874.32,888.365,861.679,886.961,803978.0
2013-08-21,886.961,889.77,861.679,866.595,950229.0
2013-08-22,868.0,873.618,858.168,872.213,1206033.0
2013-08-23,877.129,889.77,866.595,888.365,1089317.0
2013-08-24,877.129,889.77,866.595,888.365,1089317.0
2013-08-25,877.129,889.77,866.595,888.365,1089317.0
2013-08-26,877.129,889.77,866.595,888.365,1089317.0
2013-08-27,920.669,971.935,915.754,964.21,3571754.0
2013-08-28,965.614,988.789,955.08,965.614,2097356.0
2013-08-29,965.614,1010.559,963.508,999.323,1924274.0
2013-08-30,997.919,997.919,971.935,972.637,1123632.0
2013-08-31,997.919,997.919,971.935,972.637,1123632.0
2013-09-01,997.919,997.919,971.935,972.637,1123632.0
2013-09-02,974.744,991.598,970.53,990.194,1081500.0
2013-09-03,988.789,991.598,972.637,980.362,902631.0
2013-09-04,985.278,997.919,976.148,995.812,1498742.0
2013-09-05,995.109,1003.537,985.98,1000.728,1201533.0
2013-09-06,997.216,1001.43,988.789,994.407,729212.0
2013-09-07,997.216,1001.43,988.789,994.407,729212.0
2013-09-08,997.216,1001.43,988.789,994.407,729212.0
2013-09-09,991.598,995.812,980.362,981.064,508149.0
2013-09-10,984.576,993.003,981.766,987.385,1030453.0
2013-09-11,988.087,1001.43,987.385,990.896,720741.0
2013-09-12,991.598,994.407,987.385,991.598,529163.0
2013-09-13,983.171,990.194,975.446,976.148,586286.0
2013-09-14,983.171,990.194,975.446,976.148,586286.0
2013-09-15,983.171,990.194,975.446,976.148,586286.0
2013-09-16,988.789,991.598,981.766,982.469,491782.0
2013-09-17,978.255,984.576,974.744,974.744,617026.0
2013-09-18,978.168,980.296,954.76,956.888,711875.0
2013-09-19,963.981,1014.344,960.435,1001.576,1618566.0
2013-09-20,993.773,1007.251,991.645,1005.832,1244222.0
2013-09-21,993.773,1007.251,991.645,1005.832,1244222.0
2013-09-22,993.773,1007.251,991.645,1005.832,1244222.0
2013-09-23,1002.995,1009.379,992.355,996.611,820061.0
2013-09-24,996.611,999.448,981.715,999.448,718916.0
2013-09-25,998.739,1002.285,993.064,997.32,781425.0
2013-09-26,998.739,1000.867,992.355,993.064,788505.0
2013-09-27,992.355,1001.576,988.099,1000.157,1124500.0
2013-09-28,992.355,1001.576,988.099,1000.157,1124500.0
2013-09-29,992.355,1001.576,988.099,1000.157,1124500.0
2013-09-30,988.099,996.611,986.68,996.611,974820.0
2013-10-01,1000.157,1005.123,989.517,1003.704,979122.0
2013-10-02,998.029,1003.704,995.901,1002.285,619737.0
2013-10-03,998.029,1003.704,992.355,993.773,431911.0
2013-10-04,990.936,992.355,973.203,978.877,785228.0
2013-10-05,990.936,992.355,973.203,978.877,785228.0
2013-10-06,990.936,992.355,973.203,978.877,785228.0
2013-10-07,975.331,978.877,966.109,973.912,505005.0
2013-10-08,970.365,975.331,950.504,951.213,660948.0
2013-10-09,946.957,947.667,932.771,947.667,900576.0
2013-10-10,949.795,966.109,947.667,965.4,631914.0
2013-10-11,970.365,974.621,960.435,972.493,575575.0
2013-10-12,970.365,974.621,960.435,972.493,575575.0
2013-10-13,970.365,974.621,960.435,972.493,575575.0
2013-10-14,967.528,975.331,961.144,964.691,409919.0
2013-10-15,972.493,1004.413,970.365,1000.157,643161.0
2013-10-16,995.901,1002.995,985.261,999.448,397897.0
2013-10-17,993.064,999.448,982.424,984.552,355072.0
2013-10-18,987.389,1003.704,978.877,1003.704,631937.0
2013-10-19,987.389,1003.704,978.877,1003.704,631937.0
2013-10-20,987.389,1003.704,978.877,1003.704,631937.0
2013-10-21,1002.285,1024.984,1002.285,1022.856,549947.0
2013-10-22,1021.437,1024.274,1012.216,1020.018,361093.0
2013-10-23,1020.018,1022.146,1005.123,1010.088,592763.0
2013-10-24,1015.053,1037.042,1013.635,1037.042,743071.0
2013-10-25,1034.914,1047.682,1034.914,1043.426,543435.0
2013-10-26,1034.914,1047.682,1034.914,1043.426,543435.0
2013-10-27,1034.914,1047.682,1034.914,1043.426,543435.0
2013-10-28,1035.624,1046.973,1034.205,1044.845,629094.0
2013-10-29,1049.101,1057.613,1039.88,1041.298,657933.0
2013-10-30,1064.706,1081.73,1046.973,1048.392,1239137.0
2013-10-31,1042.717,1045.554,1020.018,1037.752,1227101.0
2013-11-01,1041.298,1043.426,1016.472,1022.856,603908.0
2013-11-02,1041.298,1043.426,1016.472,1022.856,603908.0
2013-11-03,1041.298,1043.426,1016.472,1022.856,603908.0
2013-11-04,1023.565,1028.53,1019.309,1023.565,898235.0
2013-11-05,1027.112,1033.496,1011.507,1021.437,573825.0
2013-11-06,1025.693,1039.17,1021.437,1034.205,423734.0
2013-11-07,1029.24,1045.554,1022.856,1029.949,686266.0
2013-11-08,1021.437,1029.24,1018.6,1024.984,366329.0
2013-11-09,1021.437,1029.24,1018.6,1024.984,366329.0
2013-11-10,1021.437,1029.24,1018.6,1024.984,366329.0
2013-11-11,1028.53,1032.786,1023.565,1024.274,478447.0
2013-11-12,1022.146,1022.856,1000.157,1010.088,540875.0
2013-11-13,1008.669,1011.507,995.192,995.192,474382.0
2013-11-14,1003.704,1014.344,998.739,1005.832,533009.0
2013-11-15,1005.832,1022.856,1005.123,1020.728,580358.0
2013-11-16,1005.832,1022.856,1005.123,1020.728,580358.0
2013-11-17,1005.832,1022.856,1005.123,1020.728,580358.0
2013-11-18,882.408,900.851,843.395,851.198,6155790.0
2013-11-19,858.291,858.291,823.534,834.883,3370899.0
2013-11-20,827.79,840.558,822.115,840.558,2423067.0
2013-11-21,840.558,849.07,834.174,839.848,1029793.0
2013-11-22,840.558,859.0,840.558,844.814,1161730.0
2013-11-23,840.558,859.0,840.558,844.814,1161730.0
2013-11-24,840.558,859.0,840.558,844.814,1161730.0
2013-11-25,846.942,883.118,846.942,859.71,1265362.0
2013-11-26,865.384,883.118,861.838,878.862,1609396.0
2013-11-27,876.734,883.118,874.606,879.571,1217499.0
2013-11-28,879.571,893.048,879.571,892.339,740860.0
2013-11-29,908.653,908.653,890.92,898.013,1082882.0
2013-11-30,908.653,908.653,890.92,898.013,1082882.0
2013-12-01,908.653,908.653,890.92,898.013,1082882.0
2013-12-02,898.723,899.432,873.187,874.606,1188112.0
2013-12-03,876.734,876.734,844.104,856.163,2316219.0
2013-12-04,873.187,873.896,846.942,848.36,978258.0
2013-12-05,844.104,846.942,811.475,817.15,2509448.0
2013-12-06,817.859,856.872,816.44,846.942,1731894.0
2013-12-07,817.859,856.872,816.44,846.942,1731894.0
2013-12-08,817.859,856.872,816.44,846.942,1731894.0
2013-12-09,837.011,846.232,825.662,832.755,1056504.0
2013-12-10,830.627,839.139,827.79,829.918,527650.0
2013-12-11,834.883,849.07,828.499,843.395,754979.0
2013-12-12,841.976,844.814,787.358,810.056,1990074.0
2013-12-13,806.51,823.534,805.091,814.312,1421533.0
2013-12-14,806.51,823.534,805.091,814.312,1421533.0
2013-12-15,806.51,823.534,805.091,814.312,1421533.0
2013-12-16,815.731,824.243,811.475,817.859,873636.0
2013-12-17,812.894,815.731,787.358,787.358,1277122.0
2013-12-18,787.358,788.776,766.078,772.462,1928306.0
2013-12-19,783.102,810.056,781.683,808.638,1764678.0
2013-12-20,811.475,820.696,795.16,818.568,1438767.0
2013-12-21,811.475,820.696,795.16,818.568,1438767.0
2013-12-22,811.475,820.696,795.16,818.568,1438767.0
2013-12-23,821.406,839.848,818.568,838.43,745304.0
2013-12-24,841.976,851.198,830.627,841.976,210690.0
2013-12-25,841.976,851.198,830.627,841.976,210690.0
2013-12-26,841.976,851.198,830.627,841.976,210690.0
2013-12-27,846.942,858.291,832.755,852.616,817126.0
2013-12-28,846.942,858.291,832.755,852.616,817126.0
2013-12-29,846.942,858.291,832.755,852.616,817126.0
2013-12-30,855.454,868.222,853.326,865.384,676361.0
2013-12-31,869.64,881.699,845.523,868.222,446190.0
2014-01-01,869.64,881.699,845.523,868.222,446190.0
2014-01-02,867.512,870.35,856.872,866.094,678022.0
2014-01-03,868.931,871.768,861.838,866.094,616868.0
2014-01-04,868.931,871.768,861.838,866.094,616868.0
2014-01-05,868.931,871.768,861.838,866.094,616868.0
2014-01-06,887.374,888.083,867.512,873.187,956989.0
2014-01-07,872.478,876.024,863.256,871.059,654594.0
2014-01-08,875.315,882.408,861.128,866.803,1007830.0
2014-01-09,873.896,874.606,866.094,870.35,724215.0
2014-01-10,873.896,885.246,868.931,881.699,1076546.0
2014-01-11,873.896,885.246,868.931,881.699,1076546.0
2014-01-12,873.896,885.246,868.931,881.699,1076546.0
2014-01-13,880.99,895.176,878.862,892.339,1069110.0
2014-01-14,885.246,903.688,879.571,893.048,935395.0
2014-01-15,900.851,910.072,888.083,890.92,750118.0
2014-01-16,890.92,896.595,885.246,887.374,611697.0
2014-01-17,917.165,917.165,892.339,895.886,1361284.0
2014-01-18,917.165,917.165,892.339,895.886,1361284.0
2014-01-19,917.165,917.165,892.339,895.886,1361284.0
2014-01-20,897.304,899.432,884.536,892.339,606270.0
2014-01-21,891.63,898.013,880.28,885.246,731248.0
2014-01-22,888.792,898.013,880.99,880.99,571114.0
2014-01-23,880.99,887.374,847.651,853.326,1395803.0
2014-01-24,855.454,855.454,827.08,829.208,1051784.0
2014-01-25,855.454,855.454,827.08,829.208,1051784.0
2014-01-26,855.454,855.454,827.08,829.208,1051784.0
2014-01-27,826.371,827.79,813.603,822.824,815346.0
2014-01-28,827.08,830.627,812.894,819.278,707968.0
2014-01-29,832.755,834.883,814.312,820.696,1111085.0
2014-01-30,825.662,845.523,819.278,839.848,1348785.0
2014-01-31,841.267,844.104,815.731,819.278,1008452.0
2014-02-01,841.267,844.104,815.731,819.278,1008452.0
