,KAZ LN Equity,KAZ LN Equity,KAZ LN Equity,KAZ LN Equity,KAZ LN Equity
2012-12-17,696.287,718.792,695.368,718.792,1562120.0
2012-12-18,721.089,722.466,703.176,713.74,1901602.0
2012-12-19,714.659,721.089,708.688,709.606,1327568.0
2012-12-20,704.554,710.984,697.205,704.095,977259.0
2012-12-21,696.746,702.717,689.397,696.746,1671125.0
2012-12-22,696.746,702.717,689.397,696.746,1671125.0
2012-12-23,696.746,702.717,689.397,696.746,1671125.0
2012-12-24,695.368,710.066,694.909,707.31,277648.0
2012-12-25,695.368,710.066,694.909,707.31,277648.0
2012-12-26,695.368,710.066,694.909,707.31,277648.0
2012-12-27,707.31,725.682,704.095,714.199,683273.0
2012-12-28,715.577,722.926,707.769,713.74,810926.0
2012-12-29,715.577,722.926,707.769,713.74,810926.0
2012-12-30,715.577,722.926,707.769,713.74,810926.0
2012-12-31,709.147,717.874,705.932,714.659,155484.0
2013-01-01,709.147,717.874,705.932,714.659,155484.0
2013-01-02,732.571,771.151,732.571,758.291,1959812.0
2013-01-03,755.076,761.966,745.89,758.751,864592.0
2013-01-04,753.239,754.617,738.542,745.431,1124393.0
2013-01-05,753.239,754.617,738.542,745.431,1124393.0
2013-01-06,753.239,754.617,738.542,745.431,1124393.0
2013-01-07,743.135,756.913,738.542,752.78,1304853.0
2013-01-08,748.646,750.483,738.082,740.838,1138908.0
2013-01-09,743.135,762.425,740.838,758.291,1278317.0
2013-01-10,756.913,765.181,753.239,758.751,1115838.0
2013-01-11,757.832,759.21,737.164,742.675,1386172.0
2013-01-12,757.832,759.21,737.164,742.675,1386172.0
2013-01-13,757.832,759.21,737.164,742.675,1386172.0
2013-01-14,739.92,746.809,719.711,721.548,1827238.0
2013-01-15,720.629,731.652,703.176,720.17,1494892.0
2013-01-16,717.414,720.629,699.502,706.851,1251543.0
2013-01-17,705.473,725.682,697.665,712.821,1298169.0
2013-01-18,716.955,734.867,708.228,713.281,1416062.0
2013-01-19,716.955,734.867,708.228,713.281,1416062.0
2013-01-20,716.955,734.867,708.228,713.281,1416062.0
2013-01-21,715.118,719.251,705.932,716.496,969510.0
2013-01-22,719.251,720.629,703.635,712.821,857643.0
2013-01-23,710.066,714.659,704.554,705.932,676465.0
2013-01-24,703.176,710.066,697.665,707.31,962558.0
2013-01-25,703.635,706.851,686.182,692.153,2018402.0
2013-01-26,703.635,706.851,686.182,692.153,2018402.0
2013-01-27,703.635,706.851,686.182,692.153,2018402.0
2013-01-28,691.694,695.828,679.752,684.345,1713817.0
2013-01-29,681.589,704.095,681.589,704.095,1851397.0
2013-01-30,706.391,706.391,668.729,676.078,2697729.0
2013-01-31,681.589,699.502,670.566,670.566,2666512.0
2013-02-01,673.322,696.287,672.404,692.612,1699963.0
2013-02-02,673.322,696.287,672.404,692.612,1699963.0
2013-02-03,673.322,696.287,672.404,692.612,1699963.0
2013-02-04,693.072,693.072,663.218,668.27,1321412.0
2013-02-05,667.811,673.322,664.596,666.433,1102259.0
2013-02-06,670.566,684.805,666.433,684.345,1676925.0
2013-02-07,683.427,692.612,672.863,679.293,1729337.0
2013-02-08,682.967,693.531,678.374,684.805,1423976.0
2013-02-09,682.967,693.531,678.374,684.805,1423976.0
2013-02-10,682.967,693.531,678.374,684.805,1423976.0
2013-02-11,683.886,693.99,683.886,691.694,1179711.0
2013-02-12,688.938,692.153,682.508,688.02,859311.0
2013-02-13,687.56,712.362,687.56,701.798,1787836.0
2013-02-14,701.339,706.391,683.886,688.02,954226.0
2013-02-15,687.56,699.502,685.723,685.723,1257301.0
2013-02-16,687.56,699.502,685.723,685.723,1257301.0
2013-02-17,687.56,699.502,685.723,685.723,1257301.0
2013-02-18,689.857,690.775,663.677,666.892,1362174.0
2013-02-19,666.892,670.566,661.381,665.055,1240427.0
2013-02-20,667.811,671.485,639.335,641.172,1995501.0
2013-02-21,633.823,636.12,611.777,619.126,3354530.0
2013-02-22,624.637,647.143,617.748,622.8,2250864.0
2013-02-23,624.637,647.143,617.748,622.8,2250864.0
2013-02-24,624.637,647.143,617.748,622.8,2250864.0
2013-02-25,620.963,640.253,620.963,628.312,1442328.0
2013-02-26,606.725,618.207,606.725,614.533,2045686.0
2013-02-27,618.666,623.719,603.51,621.881,1997367.0
2013-02-28,597.998,608.103,561.255,568.604,6171110.0
2013-03-01,553.447,553.447,530.942,541.965,4253231.0
2013-03-02,553.447,553.447,530.942,541.965,4253231.0
2013-03-03,553.447,553.447,530.942,541.965,4253231.0
2013-03-04,530.482,531.401,502.925,509.814,4589925.0
2013-03-05,518.081,530.482,511.192,525.889,3517218.0
2013-03-06,524.052,529.104,506.599,509.814,2359364.0
2013-03-07,512.57,518.081,502.006,502.466,2868400.0
2013-03-08,505.221,508.896,482.716,489.146,3437662.0
2013-03-09,505.221,508.896,482.716,489.146,3437662.0
2013-03-10,505.221,508.896,482.716,489.146,3437662.0
2013-03-11,490.065,491.443,474.908,478.123,3564380.0
2013-03-12,478.123,511.651,478.123,507.058,4192915.0
2013-03-13,507.058,507.058,483.635,490.065,2441292.0
2013-03-14,490.065,493.739,477.664,491.443,3038184.0
2013-03-15,495.576,503.384,486.85,494.658,7659980.0
2013-03-16,495.576,503.384,486.85,494.658,7659980.0
2013-03-17,495.576,503.384,486.85,494.658,7659980.0
2013-03-18,482.257,482.716,454.791,464.344,4784549.0
2013-03-19,461.589,462.048,433.847,435.317,5288889.0
2013-03-20,443.676,451.484,433.48,446.983,4847083.0
2013-03-21,449.096,452.495,436.419,441.288,3864064.0
2013-03-22,441.747,442.482,427.785,430.265,3336193.0
2013-03-23,441.747,442.482,427.785,430.265,3336193.0
2013-03-24,441.747,442.482,427.785,430.265,3336193.0
2013-03-25,434.49,436.97,404.269,407.484,4240791.0
2013-03-26,407.943,415.016,350.899,372.302,11062152.0
2013-03-27,378.549,396.369,365.505,368.536,6696182.0
2013-03-28,370.006,372.486,356.594,360.452,4119365.0
2013-03-29,370.006,372.486,356.594,360.452,4119365.0
2013-03-30,370.006,372.486,356.594,360.452,4119365.0
2013-03-31,370.006,372.486,356.594,360.452,4119365.0
2013-04-01,370.006,372.486,356.594,360.452,4119365.0
2013-04-02,363.024,365.964,339.141,339.417,6517900.0
2013-04-03,339.325,339.325,310.114,322.147,8047443.0
2013-04-04,323.158,342.54,321.137,333.813,6195209.0
2013-04-05,338.958,349.246,324.444,335.1,5339875.0
2013-04-06,338.958,349.246,324.444,335.1,5339875.0
2013-04-07,338.958,349.246,324.444,335.1,5339875.0
2013-04-08,344.469,357.329,336.661,342.264,8792447.0
2013-04-09,348.143,363.667,348.143,361.463,7908237.0
2013-04-10,365.505,388.01,364.678,376.987,6763625.0
2013-04-11,374.047,374.047,348.511,354.849,6839177.0
2013-04-12,353.655,376.803,341.621,344.102,6371244.0
2013-04-13,353.655,376.803,341.621,344.102,6371244.0
2013-04-14,353.655,376.803,341.621,344.102,6371244.0
2013-04-15,336.477,337.58,312.227,313.053,8141983.0
2013-04-16,313.145,330.69,312.87,317.555,5899840.0
2013-04-17,320.953,320.953,290.64,294.039,7919279.0
2013-04-18,288.16,292.845,267.308,284.853,8726774.0
2013-04-19,289.997,369.271,289.078,354.298,15516961.0
2013-04-20,289.997,369.271,289.078,354.298,15516961.0
2013-04-21,289.997,369.271,289.078,354.298,15516961.0
2013-04-22,357.697,364.127,317.83,324.811,5766743.0
2013-04-23,318.198,336.202,306.715,312.594,4986668.0
2013-04-24,317.203,343.792,313.564,334.929,5467102.0
2013-04-25,351.722,357.413,335.395,349.203,5856261.0
2013-04-26,349.483,349.483,327.092,332.876,3382310.0
2013-04-27,349.483,349.483,327.092,332.876,3382310.0
2013-04-28,349.483,349.483,327.092,332.876,3382310.0
2013-04-29,335.209,350.136,331.943,334.182,2493564.0
2013-04-30,337.354,338.66,320.188,323.08,3358779.0
2013-05-01,323.267,330.171,309.366,311.885,1553379.0
2013-05-02,315.71,319.535,306.66,310.765,3149646.0
2013-05-03,314.31,348.55,313.471,347.523,5589125.0
2013-05-04,314.31,348.55,313.471,347.523,5589125.0
2013-05-05,314.31,348.55,313.471,347.523,5589125.0
2013-05-06,314.31,348.55,313.471,347.523,5589125.0
2013-05-07,348.736,364.783,339.78,359.185,4962442.0
2013-05-08,362.077,363.104,347.057,350.416,2403320.0
2013-05-09,348.923,352.002,332.13,342.112,2804684.0
2013-05-10,343.418,355.827,340.806,344.445,2513212.0
2013-05-11,343.418,355.827,340.806,344.445,2513212.0
2013-05-12,343.418,355.827,340.806,344.445,2513212.0
2013-05-13,342.672,350.042,335.488,345.004,1397262.0
2013-05-14,345.564,345.564,327.932,343.139,2955080.0
2013-05-15,343.978,344.258,326.159,328.305,3764397.0
2013-05-16,328.585,330.357,314.217,321.681,3777738.0
2013-05-17,321.121,338.66,306.007,315.71,4672034.0
2013-05-18,321.121,338.66,306.007,315.71,4672034.0
2013-05-19,321.121,338.66,306.007,315.71,4672034.0
2013-05-20,315.057,328.585,309.273,328.118,2764019.0
2013-05-21,329.611,342.952,329.611,340.806,4669376.0
2013-05-22,328.585,328.958,311.512,320.281,6209464.0
2013-05-23,308.34,322.8,296.958,318.042,3735848.0
2013-05-24,318.695,319.255,303.302,304.235,2907782.0
2013-05-25,318.695,319.255,303.302,304.235,2907782.0
2013-05-26,318.695,319.255,303.302,304.235,2907782.0
2013-05-27,318.695,319.255,303.302,304.235,2907782.0
2013-05-28,310.859,315.617,295.465,312.631,4931757.0
2013-05-29,307.127,319.068,297.984,311.978,4607567.0
2013-05-30,311.512,325.506,311.232,315.71,3133232.0
2013-05-31,317.016,321.681,304.141,305.541,15904479.0
2013-06-01,317.016,321.681,304.141,305.541,15904479.0
2013-06-02,317.016,321.681,304.141,305.541,15904479.0
2013-06-03,303.955,311.698,303.022,307.687,2864083.0
2013-06-04,309.459,313.098,299.756,301.156,4057292.0
2013-06-05,297.611,307.687,292.013,292.573,4340642.0
2013-06-06,291.547,300.503,291.36,295.465,4690049.0
2013-06-07,298.544,308.713,293.879,299.756,3342576.0
2013-06-08,298.544,308.713,293.879,299.756,3342576.0
2013-06-09,298.544,308.713,293.879,299.756,3342576.0
2013-06-10,301.156,301.249,287.721,294.812,3033055.0
2013-06-11,293.879,301.529,279.978,280.631,6271536.0
2013-06-12,278.485,288.281,269.715,270.648,4152221.0
2013-06-13,265.984,281.751,262.252,277.832,2403676.0
2013-06-14,278.952,288.654,278.858,286.882,1982750.0
2013-06-15,278.952,288.654,278.858,286.882,1982750.0
2013-06-16,278.952,288.654,278.858,286.882,1982750.0
2013-06-17,289.121,289.214,282.03,283.803,1203111.0
2013-06-18,282.404,287.721,277.459,278.952,2042451.0
2013-06-19,279.885,283.43,270.182,271.675,1744382.0
2013-06-20,262.812,271.208,253.762,254.882,4029977.0
2013-06-21,255.068,261.039,251.336,251.336,4559649.0
2013-06-22,255.068,261.039,251.336,251.336,4559649.0
2013-06-23,255.068,261.039,251.336,251.336,4559649.0
2013-06-24,224.841,236.409,214.578,218.03,7967653.0
2013-06-25,222.788,228.572,222.042,228.013,4178386.0
2013-06-26,227.64,248.071,224.841,244.806,6012290.0
2013-06-27,248.911,256.094,245.552,247.231,3302172.0
2013-06-28,247.418,251.243,233.33,241.354,2819985.0
2013-06-29,247.418,251.243,233.33,241.354,2819985.0
2013-06-30,247.418,251.243,233.33,241.354,2819985.0
2013-07-01,245.086,263.092,237.902,261.226,2852046.0
2013-07-02,259.173,264.864,247.138,248.258,2054085.0
2013-07-03,243.5,258.613,243.5,245.179,1947088.0
2013-07-04,246.485,256.374,244.433,250.683,932302.0
2013-07-05,252.829,252.829,234.357,234.73,2538421.0
2013-07-06,252.829,252.829,234.357,234.73,2538421.0
2013-07-07,252.829,252.829,234.357,234.73,2538421.0
2013-07-08,237.995,242.007,233.237,239.395,1381685.0
2013-07-09,242.567,246.765,239.395,243.406,2444933.0
2013-07-10,242.567,242.567,230.438,233.704,3007136.0
2013-07-11,239.768,245.366,237.902,240.048,1634289.0
2013-07-12,242.567,242.567,230.532,238.089,1666881.0
2013-07-13,242.567,242.567,230.532,238.089,1666881.0
2013-07-14,242.567,242.567,230.532,238.089,1666881.0
2013-07-15,234.17,240.421,224.747,229.412,1873086.0
2013-07-16,230.905,237.902,226.707,234.543,2017543.0
2013-07-17,233.89,239.954,232.491,233.89,1678983.0
2013-07-18,233.237,243.593,228.386,243.593,2378063.0
2013-07-19,242.287,247.418,237.529,240.981,1696971.0
2013-07-20,242.287,247.418,237.529,240.981,1696971.0
2013-07-21,242.287,247.418,237.529,240.981,1696971.0
2013-07-22,240.234,242.473,234.637,238.835,2265603.0
2013-07-23,238.928,254.229,236.969,254.229,2326840.0
2013-07-24,259.36,262.159,251.616,262.159,1977077.0
2013-07-25,259.826,262.159,245.086,245.645,1825772.0
2013-07-26,245.925,259.546,244.619,250.497,2336900.0
2013-07-27,245.925,259.546,244.619,250.497,2336900.0
2013-07-28,245.925,259.546,244.619,250.497,2336900.0
2013-07-29,253.762,255.161,244.899,251.15,1207617.0
2013-07-30,252.363,252.363,245.272,249.75,1438505.0
2013-07-31,249.937,254.975,242.66,242.847,1105851.0
2013-08-01,245.552,253.855,241.54,253.016,1294832.0
2013-08-02,258.8,258.8,241.54,244.899,2373761.0
2013-08-03,258.8,258.8,241.54,244.899,2373761.0
2013-08-04,258.8,258.8,241.54,244.899,2373761.0
2013-08-05,241.447,251.336,241.447,247.884,1639926.0
2013-08-06,246.672,250.03,229.132,230.438,3280316.0
2013-08-07,236.316,236.316,223.161,231.278,2221765.0
2013-08-08,232.771,245.086,232.771,243.593,2099786.0
2013-08-09,241.634,269.622,239.581,265.89,4638514.0
2013-08-10,241.634,269.622,239.581,265.89,4638514.0
2013-08-11,241.634,269.622,239.581,265.89,4638514.0
2013-08-12,264.584,285.109,263.185,282.777,2695620.0
2013-08-13,284.549,292.013,283.616,285.669,2459275.0
2013-08-14,292.946,292.946,269.622,281.844,3173978.0
2013-08-15,281.657,281.657,274.66,279.325,1705448.0
2013-08-16,279.885,296.118,279.885,295.278,2284350.0
2013-08-17,279.885,296.118,279.885,295.278,2284350.0
2013-08-18,279.885,296.118,279.885,295.278,2284350.0
2013-08-19,295.278,295.278,281.097,286.042,1454925.0
2013-08-20,285.482,285.482,272.048,281.564,1970925.0
2013-08-21,283.616,283.896,274.474,281.284,2017321.0
2013-08-22,279.885,290.24,279.885,288.001,1277105.0
2013-08-23,286.042,294.719,283.43,288.468,2378551.0
2013-08-24,286.042,294.719,283.43,288.468,2378551.0
2013-08-25,286.042,294.719,283.43,288.468,2378551.0
2013-08-26,286.042,294.719,283.43,288.468,2378551.0
2013-08-27,290.147,295.185,281.191,282.497,2348103.0
2013-08-28,279.885,293.506,278.952,288.001,1699977.0
2013-08-29,290.334,291.453,280.818,291.453,1723599.0
2013-08-30,287.908,291.173,280.258,281.284,2022817.0
2013-08-31,287.908,291.173,280.258,281.284,2022817.0
2013-09-01,287.908,291.173,280.258,281.284,2022817.0
2013-09-02,283.803,290.52,283.337,285.202,1010684.0
2013-09-03,289.587,292.946,283.057,291.173,1688648.0
2013-09-04,287.535,293.879,283.616,289.401,630450.0
2013-09-05,289.028,293.786,287.908,293.786,759669.0
2013-09-06,290.147,296.491,287.162,290.893,1223986.0
2013-09-07,290.147,296.491,287.162,290.893,1223986.0
2013-09-08,290.147,296.491,287.162,290.893,1223986.0
2013-09-09,292.106,298.544,291.173,292.946,1107826.0
2013-09-10,298.077,298.077,289.121,290.054,1426202.0
2013-09-11,288.281,289.494,285.669,288.468,1043993.0
2013-09-12,292.573,292.573,279.978,282.777,1591262.0
2013-09-13,282.683,282.683,275.873,280.911,1033625.0
2013-09-14,282.683,282.683,275.873,280.911,1033625.0
2013-09-15,282.683,282.683,275.873,280.911,1033625.0
2013-09-16,286.135,286.135,266.264,270.555,2145580.0
2013-09-17,276.899,280.538,264.491,280.071,1532898.0
2013-09-18,281.471,281.471,275.873,277.272,643221.0
2013-09-19,284.923,289.587,277.646,278.019,1796001.0
2013-09-20,279.885,287.815,272.981,272.981,1793214.0
2013-09-21,279.885,287.815,272.981,272.981,1793214.0
2013-09-22,279.885,287.815,272.981,272.981,1793214.0
2013-09-23,274.1,279.885,268.316,270.648,1777965.0
2013-09-24,275.966,278.112,266.17,272.421,1438051.0
2013-09-25,272.608,279.232,268.689,273.261,857228.0
2013-09-26,273.727,276.619,264.211,267.476,1731319.0
2013-09-27,269.062,269.156,254.788,255.535,1333781.0
2013-09-28,269.062,269.156,254.788,255.535,1333781.0
2013-09-29,269.062,269.156,254.788,255.535,1333781.0
2013-09-30,249.937,255.068,243.5,248.164,2061406.0
2013-10-01,249.564,256.561,236.596,239.488,1939747.0
2013-10-02,236.503,244.433,236.503,244.433,655345.0
2013-10-03,245.086,246.205,235.196,237.062,726644.0
2013-10-04,237.529,240.794,234.17,234.17,1280477.0
2013-10-05,237.529,240.794,234.17,234.17,1280477.0
2013-10-06,237.529,240.794,234.17,234.17,1280477.0
2013-10-07,234.17,240.701,231.371,235.943,1679891.0
2013-10-08,235.57,241.914,229.879,238.089,1139888.0
2013-10-09,238.928,238.928,225.774,229.505,1521263.0
2013-10-10,229.505,237.435,229.505,237.435,1181151.0
2013-10-11,238.835,242.194,234.637,240.048,893267.0
2013-10-12,238.835,242.194,234.637,240.048,893267.0
2013-10-13,238.835,242.194,234.637,240.048,893267.0
2013-10-14,238.368,242.007,237.715,238.089,895107.0
2013-10-15,239.954,250.124,239.954,250.124,1081795.0
2013-10-16,249.471,249.471,242.567,243.126,747186.0
2013-10-17,241.727,245.459,235.01,242.38,1020350.0
2013-10-18,242.567,246.485,237.435,237.995,1060925.0
2013-10-19,242.567,246.485,237.435,237.995,1060925.0
2013-10-20,242.567,246.485,237.435,237.995,1060925.0
2013-10-21,238.555,244.899,238.368,238.742,717299.0
2013-10-22,237.809,245.459,235.103,244.433,966173.0
2013-10-23,242.66,242.753,234.17,234.543,1161698.0
2013-10-24,247.138,249.097,241.82,247.231,1415820.0
2013-10-25,243.873,249.657,239.581,245.366,1432030.0
2013-10-26,243.873,249.657,239.581,245.366,1432030.0
2013-10-27,243.873,249.657,239.581,245.366,1432030.0
2013-10-28,241.167,247.325,239.395,242.847,493528.0
2013-10-29,240.701,245.366,236.129,245.366,1364716.0
2013-10-30,245.645,250.31,244.153,248.724,1881423.0
2013-10-31,247.605,250.03,241.914,244.339,1054464.0
2013-11-01,247.045,247.138,235.476,236.969,1265848.0
2013-11-02,247.045,247.138,235.476,236.969,1265848.0
2013-11-03,247.045,247.138,235.476,236.969,1265848.0
2013-11-04,237.156,244.712,234.263,242.007,1119783.0
2013-11-05,242.194,258.24,242.194,251.15,2474444.0
2013-11-06,250.403,263.185,250.124,250.124,1685824.0
2013-11-07,254.229,263.278,237.902,237.902,2637066.0
2013-11-08,236.782,240.701,234.263,239.021,1881015.0
2013-11-09,236.782,240.701,234.263,239.021,1881015.0
2013-11-10,236.782,240.701,234.263,239.021,1881015.0
2013-11-11,238.835,240.328,234.823,234.823,785076.0
2013-11-12,233.797,235.103,225.774,225.774,1615659.0
2013-11-13,227.173,230.718,223.908,224.094,1957499.0
2013-11-14,228.013,232.771,223.068,231.091,1054364.0
2013-11-15,230.998,230.998,226.613,230.252,807109.0
2013-11-16,230.998,230.998,226.613,230.252,807109.0
2013-11-17,230.998,230.998,226.613,230.252,807109.0
2013-11-18,230.438,233.144,226.24,232.304,864428.0
2013-11-19,231.371,231.371,226.333,226.893,804157.0
2013-11-20,225.774,229.412,220.829,224.001,1366508.0
2013-11-21,222.508,226.147,220.829,224.001,1100564.0
2013-11-22,223.721,224.561,218.683,224.001,987323.0
2013-11-23,223.721,224.561,218.683,224.001,987323.0
2013-11-24,223.721,224.561,218.683,224.001,987323.0
2013-11-25,226.147,226.147,220.922,222.042,563732.0
2013-11-26,221.016,221.762,214.578,218.59,2064033.0
2013-11-27,215.978,219.336,202.45,208.701,3301230.0
2013-11-28,208.141,228.666,208.141,223.908,2267632.0
2013-11-29,221.855,228.013,217.937,221.389,1359393.0
2013-11-30,221.855,228.013,217.937,221.389,1359393.0
2013-12-01,221.855,228.013,217.937,221.389,1359393.0
2013-12-02,219.243,222.695,208.607,208.981,1590743.0
2013-12-03,208.141,208.701,194.053,199.185,3470293.0
2013-12-04,201.05,202.73,190.135,197.972,1999911.0
2013-12-05,197.505,203.849,197.505,202.17,1295291.0
2013-12-06,201.33,205.249,196.386,203.196,1304302.0
2013-12-07,201.33,205.249,196.386,203.196,1304302.0
2013-12-08,201.33,205.249,196.386,203.196,1304302.0
2013-12-09,207.115,208.981,195.453,198.998,2418453.0
2013-12-10,194.986,198.718,191.628,192.561,2208838.0
2013-12-11,191.441,194.986,188.362,191.814,4820523.0
2013-12-12,191.255,193.587,185.564,192.094,3036903.0
2013-12-13,193.12,193.773,177.26,178.193,6155908.0
2013-12-14,193.12,193.773,177.26,178.193,6155908.0
2013-12-15,193.12,193.773,177.26,178.193,6155908.0
2013-12-16,178.193,183.231,178.193,182.765,2025459.0
2013-12-17,180.899,187.336,180.805,187.056,1839443.0
2013-12-18,187.429,189.389,180.992,181.832,1678951.0
2013-12-19,183.045,183.978,175.301,177.82,2656705.0
2013-12-20,177.727,180.712,175.674,180.712,2064308.0
2013-12-21,177.727,180.712,175.674,180.712,2064308.0
2013-12-22,177.727,180.712,175.674,180.712,2064308.0
2013-12-23,179.406,185.937,178.753,183.698,1445082.0
2013-12-24,183.511,187.523,183.511,185.657,289359.0
2013-12-25,183.511,187.523,183.511,185.657,289359.0
2013-12-26,183.511,187.523,183.511,185.657,289359.0
2013-12-27,186.59,204.969,186.59,203.849,2683237.0
2013-12-28,186.59,204.969,186.59,203.849,2683237.0
2013-12-29,186.59,204.969,186.59,203.849,2683237.0
2013-12-30,204.782,206.368,201.144,203.196,1551130.0
2013-12-31,201.61,205.622,201.61,203.943,420508.0
2014-01-01,201.61,205.622,201.61,203.943,420508.0
2014-01-02,205.249,205.995,200.677,201.61,1621094.0
2014-01-03,199.651,202.45,192.094,195.733,2090556.0
2014-01-04,199.651,202.45,192.094,195.733,2090556.0
2014-01-05,199.651,202.45,192.094,195.733,2090556.0
2014-01-06,195.733,196.199,187.616,187.803,1876715.0
2014-01-07,190.508,190.508,183.418,186.87,2163233.0
2014-01-08,186.59,188.362,182.578,184.164,1146886.0
2014-01-09,183.791,187.523,182.391,183.511,1970066.0
2014-01-10,183.791,186.59,182.485,183.604,1451210.0
2014-01-11,183.791,186.59,182.485,183.604,1451210.0
2014-01-12,183.791,186.59,182.485,183.604,1451210.0
2014-01-13,180.992,184.351,179.966,180.899,1408706.0
2014-01-14,179.593,181.738,178.287,181.272,1391218.0
2014-01-15,180.992,183.884,178.753,182.578,829901.0
2014-01-16,180.805,187.15,179.126,183.324,1911338.0
2014-01-17,184.351,186.403,180.992,182.112,1002141.0
2014-01-18,184.351,186.403,180.992,182.112,1002141.0
2014-01-19,184.351,186.403,180.992,182.112,1002141.0
2014-01-20,181.925,183.604,181.179,181.925,1082184.0
2014-01-21,182.205,186.03,172.129,173.062,2628475.0
2014-01-22,173.062,177.354,165.785,167.744,3044751.0
2014-01-23,166.438,170.636,164.572,168.304,1768072.0
2014-01-24,167.931,168.397,159.534,160.467,2680957.0
2014-01-25,167.931,168.397,159.534,160.467,2680957.0
2014-01-26,167.931,168.397,159.534,160.467,2680957.0
2014-01-27,160.187,163.919,160.001,161.214,2723380.0
2014-01-28,160.001,166.998,159.907,166.905,1618094.0
2014-01-29,168.304,170.263,165.132,166.998,2532046.0
2014-01-30,173.902,176.234,158.601,160.001,3457529.0
2014-01-31,162.8,167.278,160.654,166.158,2080687.0
2014-02-01,162.8,167.278,160.654,166.158,2080687.0
2014-02-02,162.8,167.278,160.654,166.158,2080687.0
2014-02-03,166.531,167.837,163.919,165.692,1582561.0
2014-02-04,164.292,165.505,162.333,163.359,1395510.0
2014-02-05,163.266,166.065,160.84,165.785,1148872.0
2014-02-06,167.464,167.931,162.426,163.546,935336.0
2014-02-07,165.132,167.931,163.639,166.718,956845.0
2014-02-08,165.132,167.931,163.639,166.718,956845.0
2014-02-09,165.132,167.931,163.639,166.718,956845.0
2014-02-10,166.811,168.117,164.292,165.132,787907.0
2014-02-11,195.919,214.578,190.135,194.427,13075494.0
2014-02-12,195.453,197.319,184.724,191.348,4207760.0
2014-02-13,191.255,193.773,185.377,192.467,1961028.0
2014-02-14,193.773,223.068,193.773,218.217,7920464.0
2014-02-15,193.773,223.068,193.773,218.217,7920464.0
2014-02-16,193.773,223.068,193.773,218.217,7920464.0
2014-02-17,212.806,222.788,208.701,221.669,3770780.0
2014-02-18,221.109,222.135,212.712,213.645,2175645.0
2014-02-19,211.126,218.31,210.753,214.672,1727131.0
2014-02-20,211.313,214.578,209.634,214.018,1646290.0
2014-02-21,213.925,222.135,212.246,220.363,2284791.0
2014-02-22,213.925,222.135,212.246,220.363,2284791.0
2014-02-23,213.925,222.135,212.246,220.363,2284791.0
2014-02-24,219.15,219.243,211.593,216.724,1810151.0
2014-02-25,217.377,217.657,214.672,217.377,1452711.0
2014-02-26,217.844,219.243,208.421,208.421,1378464.0
2014-02-27,237.902,289.214,237.902,289.214,18847016.0
2014-02-28,287.348,303.022,275.78,284.923,6746970.0
2014-03-01,287.348,303.022,275.78,284.923,6746970.0
2014-03-02,287.348,303.022,275.78,284.923,6746970.0
2014-03-03,267.01,291.36,266.73,277.366,3368502.0
2014-03-04,283.43,288.374,271.675,279.325,2486953.0
2014-03-05,277.086,285.016,274.567,276.153,1997370.0
2014-03-06,281.284,289.214,276.526,281.004,1885037.0
2014-03-07,278.765,285.296,269.715,272.888,2436743.0
2014-03-08,278.765,285.296,269.715,272.888,2436743.0
2014-03-09,278.765,285.296,269.715,272.888,2436743.0
2014-03-10,268.689,272.514,259.826,267.103,2015982.0
2014-03-11,266.264,272.421,260.386,262.625,1762233.0
2014-03-12,255.441,265.331,254.695,261.132,2707613.0
2014-03-13,258.24,262.812,250.87,251.896,2723293.0
2014-03-14,251.336,251.336,243.5,246.298,2179145.0
2014-03-15,251.336,251.336,243.5,246.298,2179145.0
2014-03-16,251.336,251.336,243.5,246.298,2179145.0
2014-03-17,245.925,247.045,235.756,237.995,2886797.0
2014-03-18,237.902,243.406,234.823,239.768,2897481.0
2014-03-19,238.928,243.22,233.33,236.876,1938825.0
2014-03-20,234.543,235.476,228.479,233.517,1835091.0
2014-03-21,231.558,234.73,226.613,232.304,6297799.0
2014-03-22,231.558,234.73,226.613,232.304,6297799.0
2014-03-23,231.558,234.73,226.613,232.304,6297799.0
2014-03-24,230.158,231.185,223.348,224.094,2358045.0
2014-03-25,224.467,230.625,222.135,229.692,2066883.0
2014-03-26,230.438,242.1,230.438,236.316,2361964.0
2014-03-27,234.45,240.234,232.491,234.45,1884322.0
2014-03-28,236.409,242.1,234.45,239.208,2014919.0
2014-03-29,236.409,242.1,234.45,239.208,2014919.0
2014-03-30,236.409,242.1,234.45,239.208,2014919.0
2014-03-31,241.727,251.43,240.981,246.392,2242603.0
2014-04-01,250.03,251.616,242.1,242.847,1317208.0
2014-04-02,241.82,254.042,241.82,250.217,1395393.0
2014-04-03,250.777,251.243,243.966,247.325,811994.0
2014-04-04,250.31,250.963,245.739,249.657,1046538.0
2014-04-05,250.31,250.963,245.739,249.657,1046538.0
2014-04-06,250.31,250.963,245.739,249.657,1046538.0
2014-04-07,245.645,249.004,242.1,246.019,693090.0
2014-04-08,244.899,248.631,234.357,240.234,1272446.0
2014-04-09,242.753,244.899,236.596,238.462,1513742.0
2014-04-10,240.701,242.66,226.333,229.319,1599015.0
2014-04-11,226.147,229.785,222.415,229.039,1140634.0
2014-04-12,226.147,229.785,222.415,229.039,1140634.0
