,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity,PAGE LN Equity
2016-04-08,272.124,276.838,271.862,275.725,390773.0
2016-04-09,272.124,276.838,271.862,275.725,390773.0
2016-04-10,272.124,276.838,271.862,275.725,390773.0
2016-04-11,276.445,276.576,272.778,272.909,284954.0
2016-04-12,271.993,275.201,268.261,273.695,477558.0
2016-04-13,277.624,279.915,276.314,278.017,602952.0
2016-04-14,279.785,279.85,274.939,276.969,505996.0
2016-04-15,278.999,278.999,272.778,272.778,351045.0
2016-04-16,278.999,278.999,272.778,272.778,351045.0
2016-04-17,278.999,278.999,272.778,272.778,351045.0
2016-04-18,272.255,276.052,269.767,274.546,415856.0
2016-04-19,275.659,280.177,274.808,278.279,370774.0
2016-04-20,278.606,278.999,275.529,276.38,513780.0
2016-04-21,277.689,278.54,269.308,270.945,437194.0
2016-04-22,270.094,275.267,269.767,271.665,523628.0
2016-04-23,270.094,275.267,269.767,271.665,523628.0
2016-04-24,270.094,275.267,269.767,271.665,523628.0
2016-04-25,273.04,274.35,271.207,273.237,364512.0
2016-04-26,275.987,275.987,268.719,269.112,421240.0
2016-04-27,267.671,270.29,264.201,268.653,559514.0
2016-04-28,268.784,272.189,265.052,270.749,473839.0
2016-04-29,269.177,271.731,265.707,266.165,670547.0
2016-04-30,269.177,271.731,265.707,266.165,670547.0
2016-05-01,269.177,271.731,265.707,266.165,670547.0
2016-05-02,269.177,271.731,265.707,266.165,670547.0
2016-05-03,266.755,266.755,261.713,263.022,633760.0
2016-05-04,263.022,264.921,262.106,263.481,345626.0
2016-05-05,263.153,266.296,262.76,263.481,361471.0
2016-05-06,264.266,264.921,257.326,262.629,385888.0
2016-05-07,264.266,264.921,257.326,262.629,385888.0
2016-05-08,264.266,264.921,257.326,262.629,385888.0
2016-05-09,264.463,266.231,262.957,265.38,373258.0
2016-05-10,267.999,267.999,264.07,266.1,289811.0
2016-05-11,264.921,269.112,260.927,263.153,289818.0
2016-05-12,264.135,264.135,252.677,254.052,653271.0
2016-05-13,252.088,253.463,250.451,252.415,262607.0
2016-05-14,252.088,253.463,250.451,252.415,262607.0
2016-05-15,252.088,253.463,250.451,252.415,262607.0
2016-05-16,252.219,255.034,251.695,254.576,190818.0
2016-05-17,255.951,257.85,254.379,257.26,642026.0
2016-05-18,256.409,261.647,254.707,260.403,377965.0
2016-05-19,259.869,261.338,256.996,258.466,342511.0
2016-05-20,253.055,261.004,253.055,260.27,519188.0
2016-05-21,253.055,261.004,253.055,260.27,519188.0
2016-05-22,253.055,261.004,253.055,260.27,519188.0
2016-05-23,265.414,265.414,259.602,262.341,519961.0
2016-05-24,260.203,265.28,259.869,265.213,635743.0
2016-05-25,267.084,269.088,263.81,268.286,425575.0
2016-05-26,270.223,271.56,266.816,269.555,468676.0
2016-05-27,269.823,269.823,267.685,268.42,477968.0
2016-05-28,269.823,269.823,267.685,268.42,477968.0
2016-05-29,269.823,269.823,267.685,268.42,477968.0
2016-05-30,269.823,269.823,267.685,268.42,477968.0
2016-05-31,273.831,273.831,264.745,265.213,701643.0
2016-06-01,263.543,265.013,260.604,262.875,520084.0
2016-06-02,261.606,264.278,260.604,263.075,813345.0
2016-06-03,261.873,263.877,259.802,260.403,433220.0
2016-06-04,261.873,263.877,259.802,260.403,433220.0
2016-06-05,261.873,263.877,259.802,260.403,433220.0
2016-06-06,266.482,266.482,257.865,262.675,598314.0
2016-06-07,264.011,267.818,261.873,265.146,270439.0
2016-06-08,263.343,268.62,262.474,267.284,674009.0
2016-06-09,265.28,268.62,263.81,266.549,356353.0
2016-06-10,259.201,259.201,243.168,249.046,960512.0
2016-06-11,259.201,259.201,243.168,249.046,960512.0
2016-06-12,259.201,259.201,243.168,249.046,960512.0
2016-06-13,244.303,252.587,243.569,246.04,829126.0
2016-06-14,243.769,245.639,239.093,241.498,1288780.0
2016-06-15,244.103,247.577,241.631,244.504,1171176.0
2016-06-16,243.301,246.441,238.291,239.093,967962.0
2016-06-17,240.496,248.312,235.953,243.836,3343420.0
2016-06-18,240.496,248.312,235.953,243.836,3343420.0
2016-06-19,240.496,248.312,235.953,243.836,3343420.0
2016-06-20,248.312,257.464,248.245,256.863,1209453.0
2016-06-21,258.533,259.869,254.391,258.132,907872.0
2016-06-22,261.739,261.739,254.658,257.531,678018.0
2016-06-23,265.28,268.42,258.934,265.146,749472.0
2016-06-24,176.898,224.73,104.415,207.962,5283550.0
2016-06-25,176.898,224.73,104.415,207.962,5283550.0
2016-06-26,176.898,224.73,104.415,207.962,5283550.0
2016-06-27,201.281,203.486,170.485,176.965,6318665.0
2016-06-28,181.775,183.712,175.762,182.443,3753935.0
2016-06-29,185.449,193.732,183.712,193.064,3272848.0
2016-06-30,192.998,199.611,188.989,198.476,4662448.0
2016-07-01,198.876,198.876,190.86,198.075,1930255.0
2016-07-02,198.876,198.876,190.86,198.075,1930255.0
2016-07-03,198.876,198.876,190.86,198.075,1930255.0
2016-07-04,198.542,198.609,193.599,194.133,1648263.0
2016-07-05,193.732,196.405,184.179,193.332,2132679.0
2016-07-06,191.728,194.267,184.781,193.532,2765587.0
2016-07-07,195.069,198.275,193.064,194.2,1677709.0
2016-07-08,192.931,204.822,192.196,200.747,1911880.0
2016-07-09,192.931,204.822,192.196,200.747,1911880.0
2016-07-10,192.931,204.822,192.196,200.747,1911880.0
2016-07-11,204.622,208.029,201.682,206.96,2248596.0
2016-07-12,209.498,215.578,208.429,212.438,2502374.0
2016-07-13,211.369,216.045,206.091,211.035,2786399.0
2016-07-14,214.175,217.448,209.432,213.774,2293131.0
2016-07-15,215.11,215.11,207.695,213.707,1902543.0
2016-07-16,215.11,215.11,207.695,213.707,1902543.0
2016-07-17,215.11,215.11,207.695,213.707,1902543.0
2016-07-18,215.11,217.715,209.766,215.578,1029259.0
2016-07-19,213.774,219.853,213.373,216.914,2739905.0
2016-07-20,216.513,220.721,215.11,220.454,1781656.0
2016-07-21,221.857,224.863,219.118,223.46,2173942.0
2016-07-22,227.201,227.201,212.104,216.78,4120058.0
2016-07-23,227.201,227.201,212.104,216.78,4120058.0
2016-07-24,227.201,227.201,212.104,216.78,4120058.0
2016-07-25,221.456,223.861,216.379,222.926,2170829.0
2016-07-26,223.46,224.663,218.25,221.523,2550644.0
2016-07-27,218.45,229.94,217.114,228.872,2201965.0
2016-07-28,227.535,233.414,225.598,225.598,1856938.0
2016-07-29,224.93,226.4,223.394,225.932,3526238.0
2016-07-30,224.93,226.4,223.394,225.932,3526238.0
2016-07-31,224.93,226.4,223.394,225.932,3526238.0
2016-08-01,229.139,229.473,224.997,227.135,2215281.0
2016-08-02,227.201,227.535,221.924,225.197,1190591.0
2016-08-03,226.133,227.535,222.258,226.6,1011225.0
2016-08-04,228.938,232.679,226.266,231.143,1092322.0
2016-08-05,235.752,235.752,226.934,229.874,2591568.0
2016-08-06,235.752,235.752,226.934,229.874,2591568.0
2016-08-07,235.752,235.752,226.934,229.874,2591568.0
2016-08-08,228.738,230.876,224.73,228.805,1816665.0
2016-08-09,228.671,233.414,227.201,233.414,1507615.0
2016-08-10,228.604,234.483,227.469,234.082,1930125.0
2016-08-11,240.496,241.564,225.197,233.214,2779054.0
2016-08-12,231.878,248.245,231.878,245.439,1958496.0
2016-08-13,231.878,248.245,231.878,245.439,1958496.0
2016-08-14,231.878,248.245,231.878,245.439,1958496.0
2016-08-15,244.103,245.973,238.759,239.427,1587971.0
2016-08-16,240.562,240.562,235.819,237.623,1457861.0
2016-08-17,242.633,242.633,230.742,236.487,1446377.0
2016-08-18,237.623,238.425,235.552,236.754,1122348.0
2016-08-19,236.153,236.821,230.675,232.078,2320167.0
2016-08-20,236.153,236.821,230.675,232.078,2320167.0
2016-08-21,236.153,236.821,230.675,232.078,2320167.0
2016-08-22,230.208,235.953,228.471,235.018,1888081.0
2016-08-23,237.088,239.961,232.613,239.961,1811400.0
2016-08-24,238.224,241.164,236.688,240.496,1565898.0
2016-08-25,240.095,241.23,235.886,236.754,1466312.0
2016-08-26,232.546,236.287,229.206,235.285,1644736.0
2016-08-27,232.546,236.287,229.206,235.285,1644736.0
2016-08-28,232.546,236.287,229.206,235.285,1644736.0
2016-08-29,232.546,236.287,229.206,235.285,1644736.0
2016-08-30,235.819,239.026,233.681,235.485,1206453.0
2016-08-31,239.293,239.293,230.809,231.811,1424087.0
2016-09-01,233.748,239.894,228.404,236.153,1734614.0
2016-09-02,238.291,238.959,232.88,238.224,1036851.0
2016-09-03,238.291,238.959,232.88,238.224,1036851.0
2016-09-04,238.291,238.959,232.88,238.224,1036851.0
2016-09-05,238.692,239.159,235.285,237.757,917107.0
2016-09-06,242.767,242.767,236.02,236.888,1524177.0
2016-09-07,236.821,240.83,234.884,239.694,908604.0
2016-09-08,242.726,248.846,242.726,248.433,1494648.0
2016-09-09,246.164,248.09,240.595,241.832,1405760.0
2016-09-10,246.164,248.09,240.595,241.832,1405760.0
2016-09-11,246.164,248.09,240.595,241.832,1405760.0
2016-09-12,236.882,239.769,235.644,236.125,942274.0
2016-09-13,237.982,241.488,233.512,233.787,1918804.0
2016-09-14,233.994,235.025,232.687,233.925,1845984.0
2016-09-15,234.75,236.675,231.793,235.919,1147864.0
2016-09-16,235.713,239.151,232.687,234.475,1447700.0
2016-09-17,235.713,239.151,232.687,234.475,1447700.0
2016-09-18,235.713,239.151,232.687,234.475,1447700.0
2016-09-19,231.656,236.331,231.656,233.787,1358889.0
2016-09-20,234.956,235.781,231.037,233.581,1149062.0
2016-09-21,235.644,237.225,233.994,234.75,1299802.0
2016-09-22,236.125,240.182,234.612,237.225,715008.0
2016-09-23,236.125,237.088,233.65,236.606,991423.0
2016-09-24,236.125,237.088,233.65,236.606,991423.0
2016-09-25,236.125,237.088,233.65,236.606,991423.0
2016-09-26,235.369,235.438,226.774,227.599,1265732.0
2016-09-27,228.768,228.768,222.579,223.473,1629151.0
2016-09-28,223.817,231.449,223.817,230.005,1840388.0
2016-09-29,230.556,232.275,225.811,228.424,1554551.0
2016-09-30,223.886,231.518,222.786,231.174,1884792.0
2016-10-01,223.886,231.518,222.786,231.174,1884792.0
2016-10-02,223.886,231.518,222.786,231.174,1884792.0
2016-10-03,230.212,236.538,227.255,236.125,919479.0
2016-10-04,236.4,245.133,236.056,239.701,1424131.0
2016-10-05,235.162,240.388,235.162,236.744,891807.0
2016-10-06,239.632,239.632,232.825,233.787,947213.0
2016-10-07,233.512,235.919,232.481,233.719,1743257.0
2016-10-08,233.512,235.919,232.481,233.719,1743257.0
2016-10-09,233.512,235.919,232.481,233.719,1743257.0
2016-10-10,233.1,239.907,233.1,239.838,2059589.0
2016-10-11,247.608,253.315,244.651,252.972,3122941.0
2016-10-12,254.691,270.093,254.622,261.223,5123094.0
2016-10-13,261.91,265.005,257.716,260.398,2753270.0
2016-10-14,262.048,263.905,258.266,260.054,2370721.0
2016-10-15,262.048,263.905,258.266,260.054,2370721.0
2016-10-16,262.048,263.905,258.266,260.054,2370721.0
2016-10-17,259.573,261.36,255.722,258.335,1794392.0
2016-10-18,259.916,262.873,258.816,261.292,2816188.0
2016-10-19,263.217,263.217,259.023,261.292,1440018.0
2016-10-20,262.529,263.492,258.404,259.16,1261770.0
2016-10-21,259.16,261.498,257.028,259.985,1401287.0
2016-10-22,259.16,261.498,257.028,259.985,1401287.0
2016-10-23,259.16,261.498,257.028,259.985,1401287.0
2016-10-24,262.117,265.83,257.51,257.854,947801.0
2016-10-25,263.011,263.011,256.685,257.647,620447.0
2016-10-26,255.172,257.716,254.828,256.685,992240.0
2016-10-27,257.716,257.716,251.184,253.247,1178067.0
2016-10-28,253.522,256.41,250.359,254.828,1342477.0
2016-10-29,253.522,256.41,250.359,254.828,1342477.0
2016-10-30,253.522,256.41,250.359,254.828,1342477.0
2016-10-31,249.946,254.691,247.058,249.671,1623849.0
2016-11-01,252.834,255.447,248.64,252.215,1321801.0
2016-11-02,248.502,254.278,248.502,250.221,1407846.0
2016-11-03,244.789,256.753,244.789,253.315,1433227.0
2016-11-04,253.04,253.04,245.683,249.396,1965489.0
2016-11-05,253.04,253.04,245.683,249.396,1965489.0
2016-11-06,253.04,253.04,245.683,249.396,1965489.0
2016-11-07,253.934,254.347,248.777,251.871,1591786.0
2016-11-08,251.871,255.034,249.671,250.634,1758735.0
2016-11-09,244.376,253.109,233.375,252.765,1569563.0
2016-11-10,253.659,259.366,253.315,254.966,2088145.0
2016-11-11,254.484,255.791,248.09,250.221,1735916.0
2016-11-12,254.484,255.791,248.09,250.221,1735916.0
2016-11-13,254.484,255.791,248.09,250.221,1735916.0
2016-11-14,253.315,255.309,251.39,252.49,1501718.0
2016-11-15,252.49,255.447,249.671,251.253,1335348.0
2016-11-16,251.528,252.559,243.689,247.539,1353127.0
2016-11-17,248.09,252.972,245.958,252.284,4270405.0
2016-11-18,252.078,254.003,249.121,250.771,1787779.0
2016-11-19,252.078,254.003,249.121,250.771,1787779.0
2016-11-20,252.078,254.003,249.121,250.771,1787779.0
2016-11-21,256.616,260.81,251.803,254.072,1764956.0
2016-11-22,257.854,259.641,256.203,259.023,1180437.0
2016-11-23,253.797,261.223,252.353,252.903,1467925.0
2016-11-24,259.023,259.023,252.697,256.135,934200.0
2016-11-25,256.822,257.785,254.828,255.516,898297.0
2016-11-26,256.822,257.785,254.828,255.516,898297.0
2016-11-27,256.822,257.785,254.828,255.516,898297.0
2016-11-28,256.478,260.467,249.602,254.416,755025.0
2016-11-29,251.665,256.822,251.528,254.416,1825808.0
2016-11-30,254.691,256.135,250.771,254.828,1654781.0
2016-12-01,248.777,255.378,248.777,253.59,1522057.0
2016-12-02,252.697,255.034,248.227,253.315,1158409.0
2016-12-03,252.697,255.034,248.227,253.315,1158409.0
2016-12-04,252.697,255.034,248.227,253.315,1158409.0
2016-12-05,251.184,254.897,249.671,253.178,763194.0
2016-12-06,254.209,255.653,250.427,254.828,1026519.0
2016-12-07,257.785,259.16,254.141,255.86,2352660.0
2016-12-08,257.579,266.105,257.579,266.105,2496374.0
2016-12-09,264.523,266.999,263.148,263.973,1294898.0
2016-12-10,264.523,266.999,263.148,263.973,1294898.0
2016-12-11,264.523,266.999,263.148,263.973,1294898.0
2016-12-12,270.643,270.643,262.873,264.111,1108352.0
2016-12-13,269.887,271.124,264.523,266.655,1495118.0
2016-12-14,272.018,272.018,265.486,266.449,1396852.0
2016-12-15,265.417,272.293,265.211,267.618,2093505.0
2016-12-16,268.855,269.405,265.349,267.343,2999194.0
2016-12-17,268.855,269.405,265.349,267.343,2999194.0
2016-12-18,268.855,269.405,265.349,267.343,2999194.0
2016-12-19,270.918,270.918,265.692,267.411,1187467.0
2016-12-20,267.755,270.643,265.899,267.136,680008.0
2016-12-21,271.675,271.675,264.455,265.899,883238.0
2016-12-22,268.03,269.818,266.242,266.793,965684.0
2016-12-23,267.686,268.787,266.999,266.999,145042.0
2016-12-24,267.686,268.787,266.999,266.999,145042.0
2016-12-25,267.686,268.787,266.999,266.999,145042.0
2016-12-26,267.686,268.787,266.999,266.999,145042.0
2016-12-27,267.686,268.787,266.999,266.999,145042.0
2016-12-28,262.804,270.368,262.804,270.093,963507.0
2016-12-29,267.893,271.743,267.549,268.443,422841.0
2016-12-30,267.411,269.474,266.38,268.512,460132.0
2016-12-31,267.411,269.474,266.38,268.512,460132.0
2017-01-01,267.411,269.474,266.38,268.512,460132.0
2017-01-02,267.411,269.474,266.38,268.512,460132.0
2017-01-03,271.95,272.981,268.855,271.331,993962.0
2017-01-04,272.5,273.394,271.056,271.124,889229.0
2017-01-05,272.225,275.388,271.95,274.081,912241.0
2017-01-06,275.731,275.731,271.056,273.6,756132.0
2017-01-07,275.731,275.731,271.056,273.6,756132.0
2017-01-08,275.731,275.731,271.056,273.6,756132.0
2017-01-09,274.7,274.7,269.268,270.299,1234688.0
2017-01-10,272.018,273.806,269.268,270.231,1679473.0
2017-01-11,274.081,289.965,274.081,289.965,4399304.0
2017-01-12,294.778,301.861,294.572,295.397,1799128.0
2017-01-13,289.896,299.592,289.896,292.922,1508842.0
2017-01-14,289.896,299.592,289.896,292.922,1508842.0
2017-01-15,289.896,299.592,289.896,292.922,1508842.0
2017-01-16,290.378,297.322,290.378,296.222,833793.0
2017-01-17,297.597,297.597,285.908,291.34,1531208.0
2017-01-18,297.047,297.047,288.315,292.372,1082303.0
2017-01-19,289.552,293.059,289.415,292.028,846362.0
2017-01-20,293.816,295.26,290.859,294.022,1297833.0
2017-01-21,293.816,295.26,290.859,294.022,1297833.0
2017-01-22,293.816,295.26,290.859,294.022,1297833.0
2017-01-23,291.959,297.391,291.271,295.122,869590.0
2017-01-24,293.472,296.085,292.99,295.603,1354325.0
2017-01-25,298.354,302.892,296.429,299.729,1251912.0
2017-01-26,301.861,302.617,298.285,302.342,1238828.0
2017-01-27,303.236,303.236,296.704,297.804,1139608.0
2017-01-28,303.236,303.236,296.704,297.804,1139608.0
2017-01-29,303.236,303.236,296.704,297.804,1139608.0
2017-01-30,298.973,305.436,297.116,298.56,1489024.0
2017-01-31,299.592,299.935,296.153,296.635,2356724.0
2017-02-01,299.867,300.348,294.985,297.322,1272486.0
2017-02-02,297.047,297.735,289.621,297.047,962982.0
2017-02-03,298.216,298.698,295.603,296.016,800774.0
2017-02-04,298.216,298.698,295.603,296.016,800774.0
2017-02-05,298.216,298.698,295.603,296.016,800774.0
2017-02-06,297.46,297.735,293.747,294.091,902170.0
2017-02-07,295.81,296.635,293.541,295.603,1345057.0
2017-02-08,298.01,298.01,292.097,294.091,1221666.0
2017-02-09,295.81,295.81,292.715,292.853,1198026.0
2017-02-10,290.859,293.197,289.552,291.478,1191213.0
2017-02-11,290.859,293.197,289.552,291.478,1191213.0
2017-02-12,290.859,293.197,289.552,291.478,1191213.0
2017-02-13,293.403,293.403,291.34,291.546,1029143.0
2017-02-14,293.472,295.397,292.372,294.985,1476244.0
2017-02-15,295.466,296.704,291.478,294.503,1881975.0
2017-02-16,294.778,295.053,291.89,293.265,1798510.0
2017-02-17,294.641,296.566,291.546,293.403,1082306.0
2017-02-18,294.641,296.566,291.546,293.403,1082306.0
2017-02-19,294.641,296.566,291.546,293.403,1082306.0
2017-02-20,292.372,294.366,291.959,293.953,895693.0
2017-02-21,292.647,294.985,291.409,294.297,1129057.0
2017-02-22,294.159,294.503,286.114,287.146,1876137.0
2017-02-23,288.934,289.965,286.527,286.733,1823226.0
2017-02-24,288.383,288.383,285.564,287.283,1195625.0
2017-02-25,288.383,288.383,285.564,287.283,1195625.0
2017-02-26,288.383,288.383,285.564,287.283,1195625.0
2017-02-27,288.727,289.552,285.427,288.796,852390.0
2017-02-28,290.584,292.784,289.621,292.165,858287.0
2017-03-01,293.609,295.191,291.822,295.053,1211518.0
2017-03-02,295.947,296.153,292.372,293.128,1298038.0
2017-03-03,293.609,293.609,284.739,288.04,1620571.0
2017-03-04,293.609,293.609,284.739,288.04,1620571.0
2017-03-05,293.609,293.609,284.739,288.04,1620571.0
2017-03-06,287.421,289.69,286.939,287.696,1063044.0
2017-03-07,288.727,290.928,283.983,288.934,1088370.0
2017-03-08,282.057,298.835,280.063,294.641,2484568.0
2017-03-09,294.572,298.01,293.472,296.772,3338037.0
2017-03-10,298.698,300.554,296.153,298.629,995045.0
2017-03-11,298.698,300.554,296.153,298.629,995045.0
2017-03-12,298.698,300.554,296.153,298.629,995045.0
2017-03-13,300.554,301.517,296.222,301.104,606341.0
2017-03-14,302.548,302.548,296.429,299.867,791586.0
2017-03-15,300.21,301.654,298.354,300.692,764322.0
2017-03-16,303.786,303.786,298.973,299.454,533001.0
2017-03-17,300.142,301.379,296.979,297.322,995278.0
2017-03-18,300.142,301.379,296.979,297.322,995278.0
2017-03-19,300.142,301.379,296.979,297.322,995278.0
2017-03-20,298.491,298.491,294.159,295.191,667202.0
2017-03-21,294.709,296.36,291.684,291.959,870370.0
2017-03-22,290.859,290.928,287.283,289.69,721957.0
2017-03-23,289.621,294.985,287.696,293.609,604890.0
2017-03-24,295.397,295.878,291.615,292.234,586320.0
2017-03-25,295.397,295.878,291.615,292.234,586320.0
2017-03-26,295.397,295.878,291.615,292.234,586320.0
2017-03-27,292.715,292.715,288.934,289.827,719206.0
2017-03-28,288.246,294.091,285.702,292.922,1061104.0
2017-03-29,294.709,294.985,292.372,292.99,1955685.0
2017-03-30,294.641,296.704,293.128,295.053,798941.0
2017-03-31,297.047,297.047,292.578,294.228,637600.0
2017-04-01,297.047,297.047,292.578,294.228,637600.0
2017-04-02,297.047,297.047,292.578,294.228,637600.0
2017-04-03,296.429,296.429,293.403,294.091,1252464.0
2017-04-04,293.541,295.535,291.478,292.647,659872.0
2017-04-05,292.647,296.772,292.647,295.81,942152.0
2017-04-06,296.566,297.872,293.747,296.222,1020154.0
2017-04-07,294.916,296.635,293.678,294.572,1361086.0
2017-04-08,294.916,296.635,293.678,294.572,1361086.0
2017-04-09,294.916,296.635,293.678,294.572,1361086.0
2017-04-10,296.016,300.142,294.022,298.698,920827.0
2017-04-11,298.423,313.619,298.423,305.23,1478144.0
2017-04-12,312.931,331.359,312.862,326.89,2690769.0
2017-04-13,327.233,340.023,325.652,337.135,3621728.0
2017-04-14,327.233,340.023,325.652,337.135,3621728.0
2017-04-15,327.233,340.023,325.652,337.135,3621728.0
2017-04-16,327.233,340.023,325.652,337.135,3621728.0
2017-04-17,327.233,340.023,325.652,337.135,3621728.0
2017-04-18,338.992,342.361,334.178,337.41,2417551.0
2017-04-19,337.616,341.054,335.347,337.616,1838231.0
2017-04-20,338.785,339.542,336.997,337.548,1153249.0
2017-04-21,339.404,339.404,335.21,336.516,1248557.0
2017-04-22,339.404,339.404,335.21,336.516,1248557.0
2017-04-23,339.404,339.404,335.21,336.516,1248557.0
2017-04-24,340.16,340.711,335.141,336.654,1786847.0
2017-04-25,337.754,346.555,335.553,342.567,1766235.0
2017-04-26,340.367,343.805,339.679,342.086,1484693.0
2017-04-27,340.573,343.392,337.685,339.885,1040467.0
2017-04-28,339.748,344.492,338.648,343.805,1502422.0
2017-04-29,339.748,344.492,338.648,343.805,1502422.0
2017-04-30,339.748,344.492,338.648,343.805,1502422.0
2017-05-01,339.748,344.492,338.648,343.805,1502422.0
2017-05-02,343.117,347.93,342.155,345.868,1384667.0
2017-05-03,344.836,344.836,339.06,340.779,1522818.0
2017-05-04,343.461,344.836,340.298,342.155,1649184.0
2017-05-05,342.43,345.868,341.467,345.868,2277449.0
2017-05-06,342.43,345.868,341.467,345.868,2277449.0
2017-05-07,342.43,345.868,341.467,345.868,2277449.0
2017-05-08,346.211,348.274,343.53,347.93,910273.0
2017-05-09,348.274,349.306,345.18,345.868,965490.0
2017-05-10,346.211,347.243,344.492,345.868,828656.0
2017-05-11,346.555,350.681,344.492,346.211,2150390.0
2017-05-12,346.899,347.93,342.498,343.53,931440.0
2017-05-13,346.899,347.93,342.498,343.53,931440.0
2017-05-14,346.899,347.93,342.498,343.53,931440.0
2017-05-15,345.18,345.18,339.954,342.567,1185684.0
2017-05-16,347.243,347.243,342.911,344.149,1240317.0
2017-05-17,341.879,345.18,335.347,336.516,1714688.0
2017-05-18,339.754,342.062,331.921,340.314,1282359.0
2017-05-19,340.104,341.153,328.424,331.152,1780487.0
2017-05-20,340.104,341.153,328.424,331.152,1780487.0
2017-05-21,340.104,341.153,328.424,331.152,1780487.0
2017-05-22,333.6,335.208,330.382,334.928,902981.0
2017-05-23,335.278,336.467,332.97,333.32,428913.0
2017-05-24,334.439,334.439,330.173,333.39,930272.0
2017-05-25,335.348,336.047,331.781,332.69,661145.0
2017-05-26,332.061,334.369,330.872,333.53,604432.0
2017-05-27,332.061,334.369,330.872,333.53,604432.0
2017-05-28,332.061,334.369,330.872,333.53,604432.0
2017-05-29,332.061,334.369,330.872,333.53,604432.0
2017-05-30,333.25,333.46,330.382,332.201,654552.0
2017-05-31,331.292,333.04,329.333,329.333,1178803.0
2017-06-01,330.592,331.501,327.585,329.473,872915.0
2017-06-02,332.131,332.62,329.194,331.292,1087453.0
2017-06-03,332.131,332.62,329.194,331.292,1087453.0
2017-06-04,332.131,332.62,329.194,331.292,1087453.0
2017-06-05,333.25,333.25,326.886,326.956,259742.0
2017-06-06,325.697,326.256,323.319,323.319,848338.0
2017-06-07,326.046,329.333,324.228,327.375,1009060.0
2017-06-08,330.243,333.879,324.718,333.46,1111736.0
2017-06-09,334.928,334.928,324.298,330.452,1268479.0
2017-06-10,334.928,334.928,324.298,330.452,1268479.0
2017-06-11,334.928,334.928,324.298,330.452,1268479.0
2017-06-12,328.564,328.984,324.788,325.207,1167113.0
2017-06-13,327.585,327.795,325.067,325.207,1308564.0
2017-06-14,326.606,331.781,325.207,328.354,874196.0
2017-06-15,328.075,328.075,318.773,322.06,1129212.0
2017-06-16,323.529,329.963,323.389,329.124,2726821.0
2017-06-17,323.529,329.963,323.389,329.124,2726821.0
2017-06-18,323.529,329.963,323.389,329.124,2726821.0
2017-06-19,332.201,332.411,329.054,330.173,804365.0
2017-06-20,332.69,334.858,329.613,329.683,1087431.0
2017-06-21,328.984,330.382,327.375,329.194,711139.0
2017-06-22,329.543,335.488,327.935,334.159,829891.0
2017-06-23,334.719,335.068,329.054,329.893,656668.0
2017-06-24,334.719,335.068,329.054,329.893,656668.0
2017-06-25,334.719,335.068,329.054,329.893,656668.0
2017-06-26,330.382,336.607,330.103,333.25,473672.0
2017-06-27,333.67,336.677,331.362,335.628,726658.0
2017-06-28,336.047,339.614,332.69,335.838,947121.0
2017-06-29,338.425,339.404,330.173,334.369,1312061.0
2017-06-30,331.571,334.159,331.012,332.76,780998.0
2017-07-01,331.571,334.159,331.012,332.76,780998.0
2017-07-02,331.571,334.159,331.012,332.76,780998.0
2017-07-03,331.991,334.928,330.452,332.9,731152.0
2017-07-04,333.04,334.019,329.753,333.25,687820.0
2017-07-05,333.809,336.957,332.201,336.817,687583.0
2017-07-06,338.076,339.754,334.019,335.278,855894.0
2017-07-07,336.607,336.607,330.033,332.551,1053270.0
2017-07-08,336.607,336.607,330.033,332.551,1053270.0
2017-07-09,336.607,336.607,330.033,332.551,1053270.0
2017-07-10,333.879,343.181,332.76,342.132,1455102.0
2017-07-11,348.077,348.706,331.571,334.159,1191211.0
2017-07-12,336.397,341.502,331.641,331.851,1082657.0
2017-07-13,332.69,335.768,332.341,334.579,715519.0
2017-07-14,336.187,338.006,331.012,332.271,500856.0
2017-07-15,336.187,338.006,331.012,332.271,500856.0
2017-07-16,336.187,338.006,331.012,332.271,500856.0
2017-07-17,331.292,332.69,328.564,330.802,1018326.0
2017-07-18,328.354,338.006,328.284,330.872,519017.0
2017-07-19,329.333,335.838,329.333,334.858,772431.0
2017-07-20,335.628,343.041,328.075,342.761,676251.0
2017-07-21,343.461,343.461,337.027,340.104,530116.0
2017-07-22,343.461,343.461,337.027,340.104,530116.0
2017-07-23,343.461,343.461,337.027,340.104,530116.0
2017-07-24,341.223,341.223,331.152,334.579,916670.0
2017-07-25,335.838,340.873,333.18,339.964,699188.0
2017-07-26,343.041,344.999,337.306,342.062,775082.0
2017-07-27,341.782,348.077,340.383,347.797,626915.0
2017-07-28,346.888,346.888,341.922,344.72,689377.0
2017-07-29,346.888,346.888,341.922,344.72,689377.0
2017-07-30,346.888,346.888,341.922,344.72,689377.0
2017-07-31,342.831,346.398,340.803,342.482,891303.0
2017-08-01,344.09,348.077,343.95,347.097,465692.0
2017-08-02,347.447,353.881,342.761,343.81,496088.0
2017-08-03,344.09,344.44,339.964,342.202,575182.0
2017-08-04,342.202,346.258,340.593,344.79,418053.0
2017-08-05,342.202,346.258,340.593,344.79,418053.0
2017-08-06,342.202,346.258,340.593,344.79,418053.0
2017-08-07,345.559,347.517,343.74,344.79,428698.0
2017-08-08,345.349,349.685,344.51,348.496,678580.0
