,MONY LN Equity,MONY LN Equity,MONY LN Equity,MONY LN Equity,MONY LN Equity
2016-08-07,222.958,226.531,218.73,225.51,918739.0
2016-08-08,226.021,226.968,222.375,222.886,1269580.0
2016-08-09,223.323,228.062,222.74,225.583,1332461.0
2016-08-10,224.344,226.823,223.833,226.823,1771246.0
2016-08-11,227.114,227.916,224.781,227.187,1016069.0
2016-08-12,227.187,230.031,225.729,228.937,631047.0
2016-08-13,227.187,230.031,225.729,228.937,631047.0
2016-08-14,227.187,230.031,225.729,228.937,631047.0
2016-08-15,228.281,230.322,227.625,228.718,1102917.0
2016-08-16,228.208,228.937,226.385,226.75,1340383.0
2016-08-17,227.187,227.26,222.958,224.417,1199576.0
2016-08-18,225.115,226.881,224.233,224.674,836065.0
2016-08-19,229.529,229.529,222.099,224.527,780358.0
2016-08-20,229.529,229.529,222.099,224.527,780358.0
2016-08-21,229.529,229.529,222.099,224.527,780358.0
2016-08-22,223.276,224.748,221.805,224.6,641007.0
2016-08-23,223.791,225.557,220.113,221.658,971390.0
2016-08-24,220.849,222.541,219.966,220.701,939099.0
2016-08-25,219.598,220.26,217.612,219.009,875888.0
2016-08-26,218.789,219.671,217.17,218.862,1074587.0
2016-08-27,218.789,219.671,217.17,218.862,1074587.0
2016-08-28,218.789,219.671,217.17,218.862,1074587.0
2016-08-29,218.789,219.671,217.17,218.862,24252.0
2016-08-30,217.097,223.056,216.95,216.95,1031145.0
2016-08-31,217.464,217.464,211.726,212.168,1359864.0
2016-09-01,213.124,219.23,212.094,216.729,1182742.0
2016-09-02,219.377,219.377,214.301,217.685,1287069.0
2016-09-03,219.377,219.377,214.301,217.685,1287069.0
2016-09-04,219.377,219.377,214.301,217.685,1287069.0
2016-09-05,218.642,219.598,216.95,218.421,893411.0
2016-09-06,219.524,220.849,218.789,219.819,896819.0
2016-09-07,220.407,220.701,217.832,219.598,825233.0
2016-09-08,219.745,222.688,218.862,221.437,694105.0
2016-09-09,221.878,222.614,217.979,220.554,1760578.0
2016-09-10,221.878,222.614,217.979,220.554,1760578.0
2016-09-11,221.878,222.614,217.979,220.554,1760578.0
2016-09-12,219.009,222.099,218.789,220.922,1390765.0
2016-09-13,221.584,222.908,220.407,221.952,2191857.0
2016-09-14,222.246,222.835,220.113,220.628,753712.0
2016-09-15,219.819,222.908,219.304,221.878,861404.0
2016-09-16,225.115,229.75,220.922,228.352,2171450.0
2016-09-17,225.115,229.75,220.922,228.352,2171450.0
2016-09-18,225.115,229.75,220.922,228.352,2171450.0
2016-09-19,229.677,230.192,226.145,228.426,970148.0
2016-09-20,228.647,229.897,226.293,228.058,2762870.0
2016-09-21,228.72,230.486,226.955,227.175,880138.0
2016-09-22,228.132,229.897,226.145,227.175,1467504.0
2016-09-23,226.44,227.322,222.32,222.908,821785.0
2016-09-24,226.44,227.322,222.32,222.908,821785.0
2016-09-25,226.44,227.322,222.32,222.908,821785.0
2016-09-26,222.614,223.497,220.039,220.775,779969.0
2016-09-27,221.731,221.952,219.524,221.584,988952.0
2016-09-28,223.129,227.543,223.129,226.293,860787.0
2016-09-29,227.47,227.47,221.069,222.467,990009.0
2016-09-30,220.186,222.026,219.304,220.775,1569632.0
2016-10-01,220.186,222.026,219.304,220.775,1569632.0
2016-10-02,220.186,222.026,219.304,220.775,1569632.0
2016-10-03,220.407,228.352,220.26,227.47,1029552.0
2016-10-04,228.647,234.973,228.5,229.971,1756743.0
2016-10-05,227.911,230.78,224.527,224.821,809792.0
2016-10-06,226.734,227.028,223.791,226.881,1374996.0
2016-10-07,226.44,227.102,218.642,219.819,1216243.0
2016-10-08,226.44,227.102,218.642,219.819,1216243.0
2016-10-09,226.44,227.102,218.642,219.819,1216243.0
2016-10-10,220.554,220.554,206.944,208.195,2340095.0
2016-10-11,207.459,209.446,203.855,207.754,3120720.0
2016-10-12,207.974,209.593,203.56,209.078,1489151.0
2016-10-13,208.931,210.476,206.503,207.827,1388578.0
2016-10-14,207.239,207.459,201.059,204.222,4608314.0
2016-10-15,207.239,207.459,201.059,204.222,4608314.0
2016-10-16,207.239,207.459,201.059,204.222,4608314.0
2016-10-17,204.737,205.032,201.133,201.133,1463650.0
2016-10-18,202.898,209.961,201.868,207.092,1469571.0
2016-10-19,206.062,207.754,204.737,207.018,927979.0
2016-10-20,206.282,208.563,202.751,204.37,1901956.0
2016-10-21,204.811,205.473,203.707,204.443,1038398.0
2016-10-22,204.811,205.473,203.707,204.443,1038398.0
2016-10-23,204.811,205.473,203.707,204.443,1038398.0
2016-10-24,204.002,205.988,201.795,201.942,1247741.0
2016-10-25,201.648,201.648,197.16,197.896,1290851.0
2016-10-26,198.705,198.705,192.378,195.174,1819037.0
2016-10-27,196.424,198.263,193.04,193.629,1634806.0
2016-10-28,193.776,195.541,190.465,194.953,1461507.0
2016-10-29,193.776,195.541,190.465,194.953,1461507.0
2016-10-30,193.776,195.541,190.465,194.953,1461507.0
2016-10-31,193.482,193.997,191.348,192.672,1427461.0
2016-11-01,204.517,215.11,201.942,212.535,3975420.0
2016-11-02,209.004,212.241,205.105,210.77,2899988.0
2016-11-03,211.285,215.331,208.048,211.285,2159924.0
2016-11-04,212.756,223.056,208.342,208.71,3435457.0
2016-11-05,212.756,223.056,208.342,208.71,3435457.0
2016-11-06,212.756,223.056,208.342,208.71,3435457.0
2016-11-07,211.138,214.007,208.563,213.492,2732026.0
2016-11-08,213.639,216.729,209.151,209.666,1930659.0
2016-11-09,204.737,211.432,202.825,210.549,1922660.0
2016-11-10,210.255,214.522,205.252,206.429,2104946.0
2016-11-11,204.737,207.312,200.103,200.25,1281720.0
2016-11-12,204.737,207.312,200.103,200.25,1281720.0
2016-11-13,204.737,207.312,200.103,200.25,1281720.0
2016-11-14,200.985,204.002,200.176,200.176,4466258.0
2016-11-15,200.176,202.383,200.029,200.397,2201695.0
2016-11-16,200.323,201.942,199.808,200.323,1076212.0
2016-11-17,198.999,203.56,198.999,203.34,1664450.0
2016-11-18,203.192,207.459,202.604,205.399,1643946.0
2016-11-19,203.192,207.459,202.604,205.399,1643946.0
2016-11-20,203.192,207.459,202.604,205.399,1643946.0
2016-11-21,207.68,207.68,202.898,203.707,1605247.0
2016-11-22,202.163,206.356,202.163,204.884,953396.0
2016-11-23,204.884,206.724,200.838,201.133,1094176.0
2016-11-24,200.691,202.53,199.367,201.059,899358.0
2016-11-25,201.206,202.972,199.661,200.691,1716442.0
2016-11-26,201.206,202.972,199.661,200.691,1716442.0
2016-11-27,201.206,202.972,199.661,200.691,1716442.0
2016-11-28,200.912,202.677,199.146,199.367,1363551.0
2016-11-29,198.778,202.677,198.631,201.574,1476131.0
2016-11-30,201.206,201.28,194.806,194.953,2236846.0
2016-12-01,195.1,197.307,192.893,197.307,1457251.0
2016-12-02,195.836,196.498,194.585,195.762,1881280.0
2016-12-03,195.836,196.498,194.585,195.762,1881280.0
2016-12-04,195.836,196.498,194.585,195.762,1881280.0
2016-12-05,196.204,198.116,194.806,198.116,2090123.0
2016-12-06,199.367,199.367,196.866,197.16,2084337.0
2016-12-07,198.631,199.882,196.277,199.882,1709969.0
2016-12-08,201.5,202.898,200.544,202.677,1437905.0
2016-12-09,202.163,207.827,202.163,207.68,1594026.0
2016-12-10,202.163,207.827,202.163,207.68,1594026.0
2016-12-11,202.163,207.827,202.163,207.68,1594026.0
2016-12-12,205.62,206.871,203.045,204.37,1911170.0
2016-12-13,204.664,207.092,202.972,207.092,1258071.0
2016-12-14,206.429,207.974,203.855,207.68,1384781.0
2016-12-15,208.342,212.462,207.092,212.021,1770208.0
2016-12-16,212.094,212.094,206.797,208.71,1972032.0
2016-12-17,212.094,212.094,206.797,208.71,1972032.0
2016-12-18,212.094,212.094,206.797,208.71,1972032.0
2016-12-19,207.606,211.285,206.724,210.843,930748.0
2016-12-20,213.345,213.345,207.459,209.74,1743453.0
2016-12-21,209.078,210.696,207.606,209.299,1397608.0
2016-12-22,210.181,213.639,209.813,213.05,708547.0
2016-12-23,212.683,215.257,212.683,215.257,219504.0
2016-12-24,212.683,215.257,212.683,215.257,219504.0
2016-12-25,212.683,215.257,212.683,215.257,219504.0
2016-12-26,212.683,215.257,212.683,215.257,219504.0
2016-12-27,212.683,215.257,212.683,215.257,219504.0
2016-12-28,213.86,215.331,213.565,214.963,815225.0
2016-12-29,214.669,218.347,214.595,216.876,696106.0
2016-12-30,217.832,218.127,216.361,216.361,222861.0
2016-12-31,217.832,218.127,216.361,216.361,222861.0
2017-01-01,217.832,218.127,216.361,216.361,222861.0
2017-01-02,217.832,218.127,216.361,216.361,222861.0
2017-01-03,215.772,219.745,214.007,215.993,894304.0
2017-01-04,215.037,217.832,214.816,215.993,1019610.0
2017-01-05,217.391,219.451,215.257,218.347,1004202.0
2017-01-06,218.642,219.304,216.876,218.936,885237.0
2017-01-07,218.642,219.304,216.876,218.936,885237.0
2017-01-08,218.642,219.304,216.876,218.936,885237.0
2017-01-09,219.819,220.628,216.802,219.524,776404.0
2017-01-10,218.568,219.892,216.876,217.685,835852.0
2017-01-11,218.568,219.304,217.244,217.832,757954.0
2017-01-12,216.655,217.685,214.669,215.257,653628.0
2017-01-13,215.257,217.906,215.257,217.906,895437.0
2017-01-14,215.257,217.906,215.257,217.906,895437.0
2017-01-15,215.257,217.906,215.257,217.906,895437.0
2017-01-16,216.655,223.865,216.655,222.32,1695263.0
2017-01-17,222.908,223.791,220.554,222.393,1103567.0
2017-01-18,224.38,224.38,220.481,222.908,1143865.0
2017-01-19,241.447,250.349,233.061,240.638,6539041.0
2017-01-20,238.799,242.33,238.358,240.197,2145479.0
2017-01-21,238.799,242.33,238.358,240.197,2145479.0
2017-01-22,238.799,242.33,238.358,240.197,2145479.0
2017-01-23,239.314,241.08,238.21,239.093,1416221.0
2017-01-24,239.24,241.447,236.592,241.374,1298016.0
2017-01-25,240.344,244.905,240.344,244.243,2425963.0
2017-01-26,246.229,247.038,242.772,245.861,1245340.0
2017-01-27,245.714,246.229,240.344,243.949,1145907.0
2017-01-28,245.714,246.229,240.344,243.949,1145907.0
2017-01-29,245.714,246.229,240.344,243.949,1145907.0
2017-01-30,243.507,246.229,241.521,244.243,1657160.0
2017-01-31,243.581,244.537,242.404,242.404,1296966.0
2017-02-01,245.567,245.567,241.815,243.287,961505.0
2017-02-02,242.992,243.654,240.785,242.698,1635951.0
2017-02-03,242.772,246.523,242.33,246.009,1072621.0
2017-02-04,242.772,246.523,242.33,246.009,1072621.0
2017-02-05,242.772,246.523,242.33,246.009,1072621.0
2017-02-06,246.818,246.818,242.845,244.831,723788.0
2017-02-07,247.48,248.731,246.523,247.774,1278495.0
2017-02-08,247.995,251.967,246.891,250.864,2759799.0
2017-02-09,251.526,251.6,249.319,250.864,599622.0
2017-02-10,251.379,252.482,249.172,250.128,919109.0
2017-02-11,251.379,252.482,249.172,250.128,919109.0
2017-02-12,251.379,252.482,249.172,250.128,919109.0
2017-02-13,248.657,253.292,248.657,253.292,1228543.0
2017-02-14,253.586,256.234,252.041,253.365,1355912.0
2017-02-15,254.91,254.91,249.319,250.57,1974855.0
2017-02-16,248.878,250.864,248.216,249.172,1166328.0
2017-02-17,250.57,250.57,247.995,249.098,762007.0
2017-02-18,250.57,250.57,247.995,249.098,762007.0
2017-02-19,250.57,250.57,247.995,249.098,762007.0
2017-02-20,247.921,250.864,247.921,249.908,618505.0
2017-02-21,250.055,251.747,247.995,251.011,1378823.0
2017-02-22,251.379,253.218,250.496,250.864,1406807.0
2017-02-23,252.188,252.188,249.172,250.643,1097783.0
2017-02-24,251.379,251.6,248.363,249.098,948876.0
2017-02-25,251.379,251.6,248.363,249.098,948876.0
2017-02-26,251.379,251.6,248.363,249.098,948876.0
2017-02-27,254.837,258.294,250.055,258.221,2219058.0
2017-02-28,231.736,247.701,221.437,242.551,7038471.0
2017-03-01,244.611,250.349,238.358,249.908,3070759.0
2017-03-02,247.774,251.158,246.818,248.804,2059216.0
2017-03-03,249.687,251.011,246.523,248.657,1871350.0
2017-03-04,249.687,251.011,246.523,248.657,1871350.0
2017-03-05,249.687,251.011,246.523,248.657,1871350.0
2017-03-06,246.597,253.807,246.597,251.526,1541772.0
2017-03-07,250.938,253.145,249.687,250.864,2628437.0
2017-03-08,251.967,252.63,249.613,250.423,2161130.0
2017-03-09,250.938,251.82,249.393,251.158,1542422.0
2017-03-10,250.496,251.158,248.363,250.717,1355618.0
2017-03-11,250.496,251.158,248.363,250.717,1355618.0
2017-03-12,250.496,251.158,248.363,250.717,1355618.0
2017-03-13,252.409,253.586,249.54,249.76,1434766.0
2017-03-14,251.158,251.158,248.289,248.289,2203426.0
2017-03-15,248.289,249.245,246.229,247.848,1442275.0
2017-03-16,249.393,251.011,248.142,250.864,1711773.0
2017-03-17,251.6,255.499,250.423,255.499,1884793.0
2017-03-18,251.6,255.499,250.423,255.499,1884793.0
2017-03-19,251.6,255.499,250.423,255.499,1884793.0
2017-03-20,255.94,256.455,254.322,256.014,1272752.0
2017-03-21,256.602,256.896,249.908,249.981,1708073.0
2017-03-22,249.613,249.76,245.641,249.393,8500829.0
2017-03-23,249.908,252.777,248.731,251.085,2373132.0
2017-03-24,251.379,252.188,249.981,252.188,4009015.0
2017-03-25,251.379,252.188,249.981,252.188,4009015.0
2017-03-26,251.379,252.188,249.981,252.188,4009015.0
2017-03-27,252.409,252.409,249.76,250.864,1635988.0
2017-03-28,251.967,252.041,248.068,248.068,10540245.0
2017-03-29,247.848,249.172,245.42,246.744,2559443.0
2017-03-30,247.333,248.363,245.42,246.45,1833085.0
2017-03-31,247.921,247.921,242.109,242.919,4153824.0
2017-04-01,247.921,247.921,242.109,242.919,4153824.0
2017-04-02,247.921,247.921,242.109,242.919,4153824.0
2017-04-03,244.39,245.199,242.109,242.109,3192032.0
2017-04-04,242.845,245.494,241.889,244.611,2369256.0
2017-04-05,246.523,246.744,243.066,244.243,1868179.0
2017-04-06,245.671,246.423,242.965,245.07,2041758.0
2017-04-07,247.4,247.851,243.566,245.145,2247976.0
2017-04-08,247.4,247.851,243.566,245.145,2247976.0
2017-04-09,247.4,247.851,243.566,245.145,2247976.0
2017-04-10,245.596,246.874,244.393,244.393,1468810.0
2017-04-11,245.897,248.528,244.544,244.619,3012862.0
2017-04-12,245.972,248.754,245.972,248.302,2053168.0
2017-04-13,249.28,249.731,245.371,248.002,2417201.0
2017-04-14,249.28,249.731,245.371,248.002,2417201.0
2017-04-15,249.28,249.731,245.371,248.002,2417201.0
2017-04-16,249.28,249.731,245.371,248.002,2417201.0
2017-04-17,249.28,249.731,245.371,248.002,2417201.0
2017-04-18,248.678,249.58,246.573,246.573,2693622.0
2017-04-19,247.1,251.084,246.799,250.332,1921762.0
2017-04-20,247.325,255.294,246.273,252.587,3158944.0
2017-04-21,254.768,254.993,252.136,252.888,2184351.0
2017-04-22,254.768,254.993,252.136,252.888,2184351.0
2017-04-23,254.768,254.993,252.136,252.888,2184351.0
2017-04-24,257.624,257.624,254.467,256.045,1794374.0
2017-04-25,255.369,258.977,255.369,256.572,1858240.0
2017-04-26,255.895,257.85,255.895,257.248,1183976.0
2017-04-27,256.121,260.631,256.121,259.729,1999995.0
2017-04-28,259.428,262.511,258.075,260.03,2258066.0
2017-04-29,259.428,262.511,258.075,260.03,2258066.0
2017-04-30,259.428,262.511,258.075,260.03,2258066.0
2017-05-01,259.428,262.511,258.075,260.03,2258066.0
2017-05-02,261.608,265.367,260.255,265.367,2077952.0
2017-05-03,264.089,265.066,262.435,262.661,1884626.0
2017-05-04,263.638,266.645,261.684,265.668,1720257.0
2017-05-05,266.119,266.871,265.292,266.119,1223099.0
2017-05-06,266.119,266.871,265.292,266.119,1223099.0
2017-05-07,266.119,266.871,265.292,266.119,1223099.0
2017-05-08,266.344,268.524,264.841,268.299,1296809.0
2017-05-09,268.374,269.276,263.488,265.442,2962996.0
2017-05-10,264.24,266.044,263.864,264.39,2178559.0
2017-05-11,264.39,264.841,260.781,261.608,2875908.0
2017-05-12,261.684,263.864,261.684,262.059,2153276.0
2017-05-13,261.684,263.864,261.684,262.059,2153276.0
2017-05-14,261.684,263.864,261.684,262.059,2153276.0
2017-05-15,262.059,263.864,253.414,254.316,3867550.0
2017-05-16,253.414,255.068,252.362,253.339,4107406.0
2017-05-17,252.136,253.715,249.881,252.061,2326386.0
2017-05-18,250.107,251.46,249.205,251.385,1588309.0
2017-05-19,252.663,253.264,251.159,252.061,1664379.0
2017-05-20,252.663,253.264,251.159,252.061,1664379.0
2017-05-21,252.663,253.264,251.159,252.061,1664379.0
2017-05-22,251.986,253.49,251.836,252.587,1359522.0
2017-05-23,251.385,254.241,251.385,253.414,1193876.0
2017-05-24,254.692,258.677,253.79,257.248,1308596.0
2017-05-25,257.774,258.902,256.271,258.902,612663.0
2017-05-26,258.902,260.255,257.624,258.451,1123233.0
2017-05-27,258.902,260.255,257.624,258.451,1123233.0
2017-05-28,258.902,260.255,257.624,258.451,1123233.0
2017-05-29,258.902,260.255,257.624,258.451,1123233.0
2017-05-30,258.827,261.383,256.572,261.383,1578965.0
2017-05-31,261.308,262.36,259.879,262.135,1353918.0
2017-06-01,262.661,266.72,262.661,266.269,2392466.0
2017-06-02,267.171,268.6,265.593,265.893,1736496.0
2017-06-03,267.171,268.6,265.593,265.893,1736496.0
2017-06-04,267.171,268.6,265.593,265.893,1736496.0
2017-06-05,267.698,269.126,265.292,269.051,1168740.0
2017-06-06,268.825,269.126,263.488,265.743,1559696.0
2017-06-07,265.367,270.178,265.367,268.073,1386894.0
2017-06-08,267.622,268.75,265.518,266.946,1053639.0
2017-06-09,266.795,268.75,263.187,266.119,1235674.0
2017-06-10,266.795,268.75,263.187,266.119,1235674.0
2017-06-11,266.795,268.75,263.187,266.119,1235674.0
2017-06-12,264.841,265.066,256.872,258.451,1387669.0
2017-06-13,259.879,263.037,259.052,262.36,1211544.0
2017-06-14,262.285,266.871,260.631,266.269,1165426.0
2017-06-15,264.691,265.367,257.699,259.879,2576748.0
2017-06-16,260.857,268.299,260.857,267.472,4354373.0
2017-06-17,260.857,268.299,260.857,267.472,4354373.0
2017-06-18,260.857,268.299,260.857,267.472,4354373.0
2017-06-19,269.878,269.878,264.014,265.743,1662786.0
2017-06-20,266.044,269.652,265.292,267.848,5005860.0
2017-06-21,267.322,270.103,265.668,266.119,1198315.0
2017-06-22,266.42,268.675,265.743,268.374,1344932.0
2017-06-23,268.6,270.103,266.119,270.103,699666.0
2017-06-24,268.6,270.103,266.119,270.103,699666.0
2017-06-25,268.6,270.103,266.119,270.103,699666.0
2017-06-26,270.629,273.11,268.299,270.78,1531182.0
2017-06-27,272.283,272.283,265.893,267.547,3667834.0
2017-06-28,266.194,269.802,264.315,267.998,1256041.0
2017-06-29,268.825,269.953,263.187,264.991,1506897.0
2017-06-30,264.916,267.622,264.014,265.893,1700227.0
2017-07-01,264.916,267.622,264.014,265.893,1700227.0
2017-07-02,264.916,267.622,264.014,265.893,1700227.0
2017-07-03,266.57,267.322,264.24,265.893,1560057.0
2017-07-04,266.946,267.923,263.864,267.322,1072353.0
2017-07-05,267.171,271.456,266.269,269.953,973990.0
2017-07-06,269.878,270.479,264.691,267.923,1274228.0
2017-07-07,267.923,268.6,264.465,268.374,896314.0
2017-07-08,267.923,268.6,264.465,268.374,896314.0
2017-07-09,267.923,268.6,264.465,268.374,896314.0
2017-07-10,268.75,269.802,266.795,268.524,1472478.0
2017-07-11,269.201,269.201,265.518,266.645,1185992.0
2017-07-12,266.645,268.374,264.24,267.773,1679991.0
2017-07-13,268.524,270.479,267.848,270.479,1220884.0
2017-07-14,270.629,271.08,268.449,270.028,850499.0
2017-07-15,270.629,271.08,268.449,270.028,850499.0
2017-07-16,270.629,271.08,268.449,270.028,850499.0
2017-07-17,269.878,272.584,268.976,271.607,1054859.0
2017-07-18,271.832,274.163,268.449,269.502,2630973.0
2017-07-19,270.705,271.381,266.344,270.178,1803271.0
2017-07-20,248.077,264.39,226.276,263.413,9905160.0
2017-07-21,262.511,263.488,253.64,256.572,4471503.0
2017-07-22,262.511,263.488,253.64,256.572,4471503.0
2017-07-23,262.511,263.488,253.64,256.572,4471503.0
2017-07-24,257.098,257.774,252.437,254.316,3335780.0
2017-07-25,253.941,256.121,250.783,251.61,2721813.0
2017-07-26,252.287,255.519,250.934,253.865,4158282.0
2017-07-27,253.189,254.617,252.136,253.189,1523388.0
2017-07-28,251.761,252.212,248.979,249.58,2214531.0
2017-07-29,251.761,252.212,248.979,249.58,2214531.0
2017-07-30,251.761,252.212,248.979,249.58,2214531.0
2017-07-31,250.483,254.392,249.205,249.656,1809661.0
2017-08-01,250.031,251.61,249.205,249.58,1124294.0
2017-08-02,248.904,253.189,247.476,248.227,1498986.0
2017-08-03,248.713,250.305,247.196,247.879,2363482.0
2017-08-04,247.651,248.106,246.286,247.879,1518326.0
2017-08-05,247.651,248.106,246.286,247.879,1518326.0
2017-08-06,247.651,248.106,246.286,247.879,1518326.0
2017-08-07,248.182,248.409,244.011,244.163,4279775.0
2017-08-08,244.239,247.12,244.163,246.589,1280021.0
2017-08-09,245.68,247.651,244.239,246.893,1834767.0
2017-08-10,247.196,247.196,244.77,244.921,1106832.0
2017-08-11,244.542,245.149,242.495,242.798,1919378.0
2017-08-12,244.542,245.149,242.495,242.798,1919378.0
2017-08-13,244.542,245.149,242.495,242.798,1919378.0
2017-08-14,244.163,245.073,243.632,244.39,1978452.0
2017-08-15,243.936,245.073,243.708,244.921,825105.0
2017-08-16,244.315,246.059,243.556,245.755,1411793.0
2017-08-17,246.286,246.665,244.315,244.694,918969.0
2017-08-18,244.39,245.225,241.888,243.556,1067964.0
2017-08-19,244.39,245.225,241.888,243.556,1067964.0
2017-08-20,244.39,245.225,241.888,243.556,1067964.0
2017-08-21,243.026,244.997,242.874,243.86,975380.0
2017-08-22,244.39,245.073,243.708,244.542,1146996.0
2017-08-23,244.315,246.21,240.144,241.888,1698347.0
2017-08-24,240.902,243.177,240.599,241.054,1229539.0
2017-08-25,241.13,243.177,241.13,241.661,1571803.0
2017-08-26,241.13,243.177,241.13,241.661,1571803.0
2017-08-27,241.13,243.177,241.13,241.661,1571803.0
2017-08-28,241.13,243.177,241.13,241.661,1571803.0
2017-08-29,240.447,241.282,238.628,239.083,1103182.0
2017-08-30,240.296,240.675,237.945,238.779,1440351.0
2017-08-31,240.22,242.267,238.4,242.267,2350487.0
2017-09-01,242.798,244.997,242.267,243.329,1967787.0
2017-09-02,242.798,244.997,242.267,243.329,1967787.0
2017-09-03,242.798,244.997,242.267,243.329,1967787.0
2017-09-04,249.395,249.395,241.737,242.116,1740722.0
2017-09-05,242.267,245.073,241.357,243.556,1470210.0
2017-09-06,243.253,243.253,238.628,239.31,3024217.0
2017-09-07,240.447,241.585,239.538,241.13,1772206.0
2017-09-08,239.993,242.191,238.703,242.191,1445308.0
2017-09-09,239.993,242.191,238.703,242.191,1445308.0
2017-09-10,239.993,242.191,238.703,242.191,1445308.0
2017-09-11,242.343,244.163,242.267,243.556,979319.0
2017-09-12,244.694,244.921,241.661,241.661,915249.0
2017-09-13,241.585,242.116,235.443,241.433,1624420.0
2017-09-14,241.054,243.556,240.447,241.661,3018299.0
2017-09-15,241.13,241.812,239.158,241.812,2106814.0
2017-09-16,241.13,241.812,239.158,241.812,2106814.0
2017-09-17,241.13,241.812,239.158,241.812,2106814.0
2017-09-18,242.267,243.936,241.13,241.433,1067515.0
2017-09-19,242.116,243.481,240.523,242.267,1906172.0
2017-09-20,242.267,243.784,241.433,243.405,1311704.0
2017-09-21,243.632,243.632,240.599,241.282,1594304.0
2017-09-22,241.282,241.661,237.414,241.282,854108.0
2017-09-23,241.282,241.661,237.414,241.282,854108.0
2017-09-24,241.282,241.661,237.414,241.282,854108.0
2017-09-25,239.083,242.116,239.083,241.206,803426.0
2017-09-26,237.718,241.433,232.789,240.675,1369115.0
2017-09-27,241.282,241.282,238.628,239.31,1123362.0
2017-09-28,239.765,243.632,239.31,243.632,1269123.0
2017-09-29,243.405,245.149,241.13,241.13,1270970.0
2017-09-30,243.405,245.149,241.13,241.13,1270970.0
2017-10-01,243.405,245.149,241.13,241.13,1270970.0
2017-10-02,242.419,244.845,240.827,243.329,1650180.0
2017-10-03,243.556,243.784,242.04,242.04,837124.0
2017-10-04,241.585,242.116,237.49,239.993,1228099.0
2017-10-05,240.372,242.267,238.703,240.372,1318276.0
2017-10-06,240.978,242.95,240.372,240.902,1259387.0
2017-10-07,240.978,242.95,240.372,240.902,1259387.0
2017-10-08,240.978,242.95,240.372,240.902,1259387.0
2017-10-09,241.282,242.95,239.386,241.661,1781752.0
2017-10-10,242.419,245.528,241.509,241.888,1725518.0
2017-10-11,242.722,244.921,242.191,243.253,1878376.0
2017-10-12,242.495,245.3,241.737,245.073,1127490.0
2017-10-13,243.784,245.452,240.751,241.206,2514864.0
2017-10-14,243.784,245.452,240.751,241.206,2514864.0
2017-10-15,243.784,245.452,240.751,241.206,2514864.0
2017-10-16,242.267,244.618,240.751,241.509,1445266.0
2017-10-17,244.163,244.997,237.945,239.462,2565981.0
2017-10-18,240.068,242.646,238.097,240.751,1894831.0
2017-10-19,240.751,241.206,238.779,239.158,1241913.0
2017-10-20,239.083,240.447,237.263,239.083,1445768.0
2017-10-21,239.083,240.447,237.263,239.083,1445768.0
2017-10-22,239.083,240.447,237.263,239.083,1445768.0
2017-10-23,238.552,241.357,236.656,240.902,674186.0
2017-10-24,240.22,242.495,239.765,240.827,2089610.0
2017-10-25,240.751,242.571,239.386,241.585,2264830.0
2017-10-26,242.419,244.011,240.447,243.329,2360943.0
2017-10-27,243.86,243.86,240.978,242.116,1966254.0
2017-10-28,243.86,243.86,240.978,242.116,1966254.0
2017-10-29,243.86,243.86,240.978,242.116,1966254.0
2017-10-30,241.661,246.817,241.357,246.514,2767536.0
2017-10-31,246.362,247.196,245.68,246.362,1584212.0
2017-11-01,248.03,250.229,245.983,249.547,4921536.0
2017-11-02,249.623,252.504,246.135,251.746,2412909.0
2017-11-03,252.504,255.234,251.518,254.93,1426144.0
2017-11-04,252.504,255.234,251.518,254.93,1426144.0
2017-11-05,252.504,255.234,251.518,254.93,1426144.0
2017-11-06,253.793,257.054,250.684,254.627,2072154.0
2017-11-07,255.006,255.158,252.504,253.566,1454600.0
2017-11-08,252.883,254.855,252.201,253.414,1610930.0
2017-11-09,253.869,253.869,249.243,249.243,1470380.0
2017-11-10,250.078,250.912,249.092,249.092,1126799.0
2017-11-11,250.078,250.912,249.092,249.092,1126799.0
2017-11-12,250.078,250.912,249.092,249.092,1126799.0
2017-11-13,248.713,249.395,245.225,245.68,1623405.0
2017-11-14,246.665,251.139,245.755,250.608,1676566.0
2017-11-15,250.305,250.608,248.106,248.94,1424399.0
2017-11-16,249.623,253.338,248.485,252.807,1700002.0
2017-11-17,253.111,253.717,250.912,250.912,1303905.0
2017-11-18,253.111,253.717,250.912,250.912,1303905.0
2017-11-19,253.111,253.717,250.912,250.912,1303905.0
2017-11-20,251.518,252.731,248.03,252.731,1076816.0
2017-11-21,252.504,260.238,251.215,256.599,1406946.0
2017-11-22,255.537,257.357,254.172,254.4,960088.0
2017-11-23,253.414,256.144,252.959,256.144,992990.0
2017-11-24,256.902,256.978,252.504,253.111,654808.0
2017-11-25,256.902,256.978,252.504,253.111,654808.0
2017-11-26,256.902,256.978,252.504,253.111,654808.0
2017-11-27,254.627,254.627,249.774,249.85,1186433.0
2017-11-28,250.229,254.627,249.319,254.021,1291360.0
2017-11-29,253.262,256.902,253.035,253.035,1207403.0
2017-11-30,252.807,254.021,250.002,254.021,2002069.0
2017-12-01,253.111,254.172,250.305,250.912,1272063.0
2017-12-02,253.111,254.172,250.305,250.912,1272063.0
2017-12-03,253.111,254.172,250.305,250.912,1272063.0
