,ULVR LN Equity,ULVR LN Equity,ULVR LN Equity,ULVR LN Equity,ULVR LN Equity
2010-02-21,1178.765,1213.031,1177.519,1213.031,6080705.0
2010-02-22,1213.031,1213.031,1198.701,1202.44,2009987.0
2010-02-23,1206.178,1213.031,1196.209,1201.817,2584221.0
2010-02-24,1204.932,1211.785,1197.455,1206.801,2206814.0
2010-02-25,1200.57,1202.44,1188.11,1193.717,1935915.0
2010-02-26,1200.57,1205.555,1191.225,1198.701,2930763.0
2010-02-27,1200.57,1205.555,1191.225,1198.701,2930763.0
2010-02-28,1200.57,1205.555,1191.225,1198.701,2930763.0
2010-03-01,1210.539,1235.46,1207.424,1227.984,4324662.0
2010-03-02,1234.837,1242.936,1229.853,1238.575,3019252.0
2010-03-03,1233.591,1242.936,1229.853,1239.198,1818657.0
2010-03-04,1231.722,1241.69,1229.23,1238.575,1139680.0
2010-03-05,1240.444,1247.92,1227.361,1244.182,2064201.0
2010-03-06,1240.444,1247.92,1227.361,1244.182,2064201.0
2010-03-07,1240.444,1247.92,1227.361,1244.182,2064201.0
2010-03-08,1247.92,1250.413,1232.968,1234.837,2969905.0
2010-03-09,1238.575,1244.805,1234.837,1239.821,2639054.0
2010-03-10,1237.329,1246.674,1232.345,1236.083,3569632.0
2010-03-11,1233.591,1237.952,1225.491,1229.853,2209491.0
2010-03-12,1229.23,1237.952,1218.638,1219.884,3012319.0
2010-03-13,1229.23,1237.952,1218.638,1219.884,3012319.0
2010-03-14,1229.23,1237.952,1218.638,1219.884,3012319.0
2010-03-15,1222.376,1227.984,1209.293,1213.031,3987938.0
2010-03-16,1217.392,1225.491,1214.9,1218.638,3531987.0
2010-03-17,1226.738,1226.738,1207.424,1210.539,3354344.0
2010-03-18,1202.44,1213.654,1202.44,1211.162,2810206.0
2010-03-19,1218.015,1219.261,1206.178,1211.785,5030145.0
2010-03-20,1218.015,1219.261,1206.178,1211.785,5030145.0
2010-03-21,1218.015,1219.261,1206.178,1211.785,5030145.0
2010-03-22,1209.916,1213.031,1193.094,1208.67,1931706.0
2010-03-23,1202.44,1206.178,1189.356,1189.356,3908104.0
2010-03-24,1192.471,1199.324,1186.864,1192.471,3799666.0
2010-03-25,1188.11,1204.932,1188.11,1202.44,2226905.0
2010-03-26,1194.34,1199.947,1182.503,1183.126,2461331.0
2010-03-27,1194.34,1199.947,1182.503,1183.126,2461331.0
2010-03-28,1194.34,1199.947,1182.503,1183.126,2461331.0
2010-03-29,1182.503,1187.487,1174.403,1181.88,2459693.0
2010-03-30,1183.749,1198.701,1182.503,1191.225,3250873.0
2010-03-31,1201.817,1222.376,1199.947,1205.555,5696180.0
2010-04-01,1208.67,1231.722,1206.801,1230.476,2915134.0
2010-04-02,1208.67,1231.722,1206.801,1230.476,2915134.0
2010-04-03,1208.67,1231.722,1206.801,1230.476,2915134.0
2010-04-04,1208.67,1231.722,1206.801,1230.476,2915134.0
2010-04-05,1208.67,1231.722,1206.801,1230.476,2915134.0
2010-04-06,1224.868,1239.821,1214.277,1219.261,2484204.0
2010-04-07,1221.13,1228.607,1214.277,1224.868,2970976.0
2010-04-08,1220.507,1224.868,1216.146,1221.13,2633602.0
2010-04-09,1225.491,1229.23,1214.9,1219.261,1766214.0
2010-04-10,1225.491,1229.23,1214.9,1219.261,1766214.0
2010-04-11,1225.491,1229.23,1214.9,1219.261,1766214.0
2010-04-12,1226.738,1232.968,1217.392,1221.753,1420600.0
2010-04-13,1218.638,1224.868,1213.654,1214.9,1551294.0
2010-04-14,1222.376,1231.722,1214.277,1216.769,1944397.0
2010-04-15,1214.277,1215.523,1199.324,1208.67,4079535.0
2010-04-16,1206.178,1220.507,1199.324,1201.193,2999187.0
2010-04-17,1206.178,1220.507,1199.324,1201.193,2999187.0
2010-04-18,1206.178,1220.507,1199.324,1201.193,2999187.0
2010-04-19,1204.932,1209.916,1191.225,1197.455,1823631.0
2010-04-20,1204.932,1208.67,1188.11,1203.063,3370236.0
2010-04-21,1204.932,1211.162,1196.832,1208.67,2441954.0
2010-04-22,1208.047,1235.46,1207.424,1221.753,3683843.0
2010-04-23,1224.245,1234.214,1215.523,1227.361,2624894.0
2010-04-24,1224.245,1234.214,1215.523,1227.361,2624894.0
2010-04-25,1224.245,1234.214,1215.523,1227.361,2624894.0
2010-04-26,1228.607,1235.46,1224.245,1231.099,1807125.0
2010-04-27,1231.099,1243.559,1213.031,1213.031,3796753.0
2010-04-28,1202.44,1213.654,1186.864,1193.717,3030678.0
2010-04-29,1218.015,1247.92,1208.67,1233.591,5771583.0
2010-04-30,1229.23,1242.313,1220.507,1229.853,3926445.0
2010-05-01,1229.23,1242.313,1220.507,1229.853,3926445.0
2010-05-02,1229.23,1242.313,1220.507,1229.853,3926445.0
2010-05-03,1229.23,1242.313,1220.507,1229.853,3926445.0
2010-05-04,1225.491,1242.936,1208.67,1211.785,2962559.0
2010-05-05,1205.555,1214.277,1180.634,1188.11,4066456.0
2010-05-06,1175.026,1196.832,1169.419,1187.487,3684213.0
2010-05-07,1166.304,1183.749,1127.053,1148.859,5257034.0
2010-05-08,1166.304,1183.749,1127.053,1148.859,5257034.0
2010-05-09,1166.304,1183.749,1127.053,1148.859,5257034.0
2010-05-10,1183.749,1193.094,1160.074,1193.094,3715254.0
2010-05-11,1186.241,1192.471,1171.911,1191.225,4040309.0
2010-05-12,1184.954,1197.534,1171.746,1190.615,2489300.0
2010-05-13,1195.018,1210.742,1189.357,1205.71,1649890.0
2010-05-14,1205.081,1213.258,1180.552,1184.954,3106862.0
2010-05-15,1205.081,1213.258,1180.552,1184.954,3106862.0
2010-05-16,1205.081,1213.258,1180.552,1184.954,3106862.0
2010-05-17,1174.262,1191.244,1168.602,1185.583,2707006.0
2010-05-18,1193.131,1196.276,1183.068,1191.244,2359654.0
2010-05-19,1170.488,1193.76,1166.715,1181.181,3862809.0
2010-05-20,1189.357,1195.018,1156.022,1169.86,3175241.0
2010-05-21,1169.231,1174.262,1140.928,1159.167,7408412.0
2010-05-22,1169.231,1174.262,1140.928,1159.167,7408412.0
2010-05-23,1169.231,1174.262,1140.928,1159.167,7408412.0
2010-05-24,1158.538,1165.457,1149.733,1157.28,2238172.0
2010-05-25,1132.122,1144.701,1123.946,1129.606,3771615.0
2010-05-26,1135.267,1144.701,1126.462,1129.606,3545281.0
2010-05-27,1133.38,1156.022,1128.977,1156.022,2464479.0
2010-05-28,1172.375,1183.697,1167.344,1174.891,4163584.0
2010-05-29,1172.375,1183.697,1167.344,1174.891,4163584.0
2010-05-30,1172.375,1183.697,1167.344,1174.891,4163584.0
2010-05-31,1172.375,1183.697,1167.344,1174.891,4163584.0
2010-06-01,1174.262,1177.407,1152.249,1170.488,3346221.0
2010-06-02,1159.796,1183.697,1156.651,1180.552,2966032.0
2010-06-03,1191.873,1201.307,1182.439,1186.841,1685794.0
2010-06-04,1186.841,1193.76,1161.683,1173.633,2615544.0
2010-06-05,1186.841,1193.76,1161.683,1173.633,2615544.0
2010-06-06,1186.841,1193.76,1161.683,1173.633,2615544.0
2010-06-07,1147.846,1166.715,1144.072,1163.57,2035959.0
2010-06-08,1162.312,1177.407,1159.796,1174.262,2545511.0
2010-06-09,1180.552,1191.244,1164.199,1189.986,1658849.0
2010-06-10,1188.728,1206.968,1179.294,1199.42,2415002.0
2010-06-11,1203.823,1203.823,1182.439,1193.76,2054162.0
2010-06-12,1203.823,1203.823,1182.439,1193.76,2054162.0
2010-06-13,1203.823,1203.823,1182.439,1193.76,2054162.0
2010-06-14,1204.452,1213.886,1198.792,1211.371,2102565.0
2010-06-15,1200.678,1221.434,1197.534,1210.113,2004964.0
2010-06-16,1217.031,1220.176,1198.792,1203.823,2793927.0
2010-06-17,1200.049,1203.823,1191.873,1200.049,2465641.0
2010-06-18,1201.307,1206.968,1188.099,1193.76,3357704.0
2010-06-19,1201.307,1206.968,1188.099,1193.76,3357704.0
2010-06-20,1201.307,1206.968,1188.099,1193.76,3357704.0
2010-06-21,1210.113,1219.547,1193.76,1201.307,2267213.0
2010-06-22,1193.131,1210.113,1193.131,1195.647,2226238.0
2010-06-23,1193.131,1196.276,1167.973,1168.602,2088749.0
2010-06-24,1177.407,1179.923,1147.846,1150.362,2343890.0
2010-06-25,1155.394,1159.796,1135.267,1139.67,1753932.0
2010-06-26,1155.394,1159.796,1135.267,1139.67,1753932.0
2010-06-27,1155.394,1159.796,1135.267,1139.67,1753932.0
2010-06-28,1142.185,1147.217,1130.235,1144.701,2069590.0
2010-06-29,1132.122,1135.267,1115.769,1117.656,2688862.0
2010-06-30,1123.317,1137.783,1114.511,1132.751,4307657.0
2010-07-01,1123.317,1128.977,1102.561,1105.077,2332289.0
2010-07-02,1110.109,1110.109,1093.127,1095.643,3331354.0
2010-07-03,1110.109,1110.109,1093.127,1095.643,3331354.0
2010-07-04,1110.109,1110.109,1093.127,1095.643,3331354.0
2010-07-05,1093.127,1100.674,1085.579,1091.869,2835803.0
2010-07-06,1092.498,1123.946,1092.498,1123.946,3257958.0
2010-07-07,1115.769,1130.864,1103.819,1130.864,3168934.0
2010-07-08,1136.525,1149.104,1127.09,1149.104,2193498.0
2010-07-09,1157.28,1160.425,1149.104,1154.136,1648263.0
2010-07-10,1157.28,1160.425,1149.104,1154.136,1648263.0
2010-07-11,1157.28,1160.425,1149.104,1154.136,1648263.0
2010-07-12,1157.909,1164.828,1153.507,1159.796,1318752.0
2010-07-13,1174.262,1199.42,1166.715,1193.76,2749838.0
2010-07-14,1198.792,1199.42,1184.954,1196.905,1681533.0
2010-07-15,1191.244,1210.113,1186.212,1191.244,1966987.0
2010-07-16,1189.986,1204.452,1180.552,1183.697,2231798.0
2010-07-17,1189.986,1204.452,1180.552,1183.697,2231798.0
2010-07-18,1189.986,1204.452,1180.552,1183.697,2231798.0
2010-07-19,1183.697,1201.936,1180.552,1189.357,1531686.0
2010-07-20,1191.244,1195.018,1169.86,1181.81,2065986.0
2010-07-21,1195.018,1210.113,1194.389,1207.597,2703534.0
2010-07-22,1202.565,1228.352,1198.163,1225.837,2860996.0
2010-07-23,1225.208,1232.755,1210.742,1220.176,3055933.0
2010-07-24,1225.208,1232.755,1210.742,1220.176,3055933.0
2010-07-25,1225.208,1232.755,1210.742,1220.176,3055933.0
2010-07-26,1225.837,1227.724,1205.71,1212.629,2120734.0
2010-07-27,1219.547,1220.176,1174.891,1176.149,3192881.0
2010-07-28,1181.81,1186.212,1160.425,1173.004,2558729.0
2010-07-29,1173.633,1179.923,1144.701,1145.33,4378835.0
2010-07-30,1137.783,1150.362,1131.493,1139.041,2929510.0
2010-07-31,1137.783,1150.362,1131.493,1139.041,2929510.0
2010-08-01,1137.783,1150.362,1131.493,1139.041,2929510.0
2010-08-02,1144.701,1149.733,1135.267,1141.556,3195184.0
2010-08-03,1142.814,1148.475,1124.575,1133.38,4235433.0
2010-08-04,1130.864,1156.651,1123.317,1151.62,2296462.0
2010-08-05,1125.833,1134.009,1088.095,1091.869,7728279.0
2010-08-06,1088.095,1088.724,1056.647,1062.308,6457392.0
2010-08-07,1088.095,1088.724,1056.647,1062.308,6457392.0
2010-08-08,1088.095,1088.724,1056.647,1062.308,6457392.0
2010-08-09,1076.145,1083.692,1069.855,1079.29,3177517.0
2010-08-10,1079.29,1089.982,1072.371,1089.982,3935331.0
2010-08-11,1083.795,1097.771,1067.277,1084.43,6129082.0
2010-08-12,1081.889,1102.853,1081.254,1099.677,3692186.0
2010-08-13,1104.124,1104.124,1077.442,1083.159,2985714.0
2010-08-14,1104.124,1104.124,1077.442,1083.159,2985714.0
2010-08-15,1104.124,1104.124,1077.442,1083.159,2985714.0
2010-08-16,1084.43,1088.877,1072.995,1081.889,1952526.0
2010-08-17,1084.43,1097.771,1083.159,1095.23,2725416.0
2010-08-18,1092.689,1109.206,1086.336,1106.03,2576262.0
2010-08-19,1110.477,1114.288,1078.713,1079.348,2480948.0
2010-08-20,1078.713,1090.148,1071.724,1076.807,2733309.0
2010-08-21,1078.713,1090.148,1071.724,1076.807,2733309.0
2010-08-22,1078.713,1090.148,1071.724,1076.807,2733309.0
2010-08-23,1076.171,1082.524,1071.089,1078.713,1445054.0
2010-08-24,1073.63,1077.442,1065.372,1074.901,2399544.0
2010-08-25,1072.36,1076.171,1055.842,1072.36,2590521.0
2010-08-26,1081.889,1095.865,1078.077,1092.689,3802823.0
2010-08-27,1092.053,1097.136,1083.159,1097.136,1904146.0
2010-08-28,1092.053,1097.136,1083.159,1097.136,1904146.0
2010-08-29,1092.053,1097.136,1083.159,1097.136,1904146.0
2010-08-30,1092.053,1097.136,1083.159,1097.136,1904146.0
2010-08-31,1082.524,1094.595,1070.454,1093.959,3136447.0
2010-09-01,1097.136,1116.194,1088.242,1116.194,2228892.0
2010-09-02,1112.383,1120.006,1107.936,1109.206,2157049.0
2010-09-03,1111.112,1119.371,1102.853,1106.665,2345351.0
2010-09-04,1111.112,1119.371,1102.853,1106.665,2345351.0
2010-09-05,1111.112,1119.371,1102.853,1106.665,2345351.0
2010-09-06,1110.477,1121.912,1108.571,1116.83,1029250.0
2010-09-07,1116.194,1116.194,1104.124,1107.3,1305825.0
2010-09-08,1104.124,1118.1,1093.959,1113.018,1438907.0
2010-09-09,1111.112,1124.453,1105.394,1123.182,1338869.0
2010-09-10,1118.1,1129.535,1118.1,1128.9,1103222.0
2010-09-11,1118.1,1129.535,1118.1,1128.9,1103222.0
2010-09-12,1118.1,1129.535,1118.1,1128.9,1103222.0
2010-09-13,1136.523,1139.7,1121.912,1123.182,1833335.0
2010-09-14,1124.453,1135.888,1119.371,1133.982,2547592.0
2010-09-15,1135.888,1137.794,1120.006,1129.535,2062873.0
2010-09-16,1131.441,1133.347,1123.818,1128.265,1638078.0
2010-09-17,1135.888,1139.7,1109.841,1111.747,4540475.0
2010-09-18,1135.888,1139.7,1109.841,1111.747,4540475.0
2010-09-19,1135.888,1139.7,1109.841,1111.747,4540475.0
2010-09-20,1119.371,1146.053,1116.83,1145.417,1813603.0
2010-09-21,1144.147,1152.405,1134.618,1144.147,1518545.0
2010-09-22,1151.77,1155.582,1133.347,1144.147,2666368.0
2010-09-23,1151.77,1153.676,1128.9,1137.159,2474875.0
2010-09-24,1132.076,1147.958,1131.441,1139.065,3599466.0
2010-09-25,1132.076,1147.958,1131.441,1139.065,3599466.0
2010-09-26,1132.076,1147.958,1131.441,1139.065,3599466.0
2010-09-27,1149.864,1171.464,1142.876,1153.676,3222202.0
2010-09-28,1152.405,1169.558,1137.794,1165.746,2750775.0
2010-09-29,1170.193,1183.534,1163.841,1171.464,3409736.0
2010-09-30,1160.029,1184.17,1150.5,1169.558,3016467.0
2010-10-01,1169.558,1174.64,1154.947,1163.205,1690343.0
2010-10-02,1169.558,1174.64,1154.947,1163.205,1690343.0
2010-10-03,1169.558,1174.64,1154.947,1163.205,1690343.0
2010-10-04,1161.299,1167.652,1150.5,1158.758,1619445.0
2010-10-05,1158.758,1172.735,1154.311,1165.111,3307938.0
2010-10-06,1169.558,1182.264,1163.841,1172.099,3134312.0
2010-10-07,1177.182,1180.993,1169.558,1172.099,1625243.0
2010-10-08,1173.37,1177.182,1141.606,1152.405,3681705.0
2010-10-09,1173.37,1177.182,1141.606,1152.405,3681705.0
2010-10-10,1173.37,1177.182,1141.606,1152.405,3681705.0
2010-10-11,1157.488,1160.664,1137.159,1139.7,2600534.0
2010-10-12,1134.618,1145.417,1116.83,1142.241,2924015.0
2010-10-13,1147.958,1166.382,1147.323,1152.405,3427347.0
2010-10-14,1156.217,1165.746,1154.947,1159.394,4950971.0
2010-10-15,1162.57,1164.476,1149.229,1154.947,2604323.0
2010-10-16,1162.57,1164.476,1149.229,1154.947,2604323.0
2010-10-17,1162.57,1164.476,1149.229,1154.947,2604323.0
2010-10-18,1150.5,1157.488,1143.511,1152.405,2405055.0
2010-10-19,1151.135,1151.77,1135.253,1137.794,3693919.0
2010-10-20,1133.982,1148.594,1133.982,1143.511,2710654.0
2010-10-21,1146.053,1185.44,1146.053,1172.735,7548702.0
2010-10-22,1169.558,1174.005,1160.664,1168.923,3999577.0
2010-10-23,1169.558,1174.005,1160.664,1168.923,3999577.0
2010-10-24,1169.558,1174.005,1160.664,1168.923,3999577.0
2010-10-25,1180.993,1195.605,1178.452,1179.087,2514380.0
2010-10-26,1174.005,1180.358,1149.229,1151.135,2374667.0
2010-10-27,1144.147,1149.229,1137.794,1140.97,4780845.0
2010-10-28,1146.688,1156.852,1137.794,1140.97,4126975.0
2010-10-29,1136.523,1151.135,1133.982,1142.876,3015802.0
2010-10-30,1136.523,1151.135,1133.982,1142.876,3015802.0
2010-10-31,1136.523,1151.135,1133.982,1142.876,3015802.0
2010-11-01,1145.417,1153.676,1137.794,1146.053,2647983.0
2010-11-02,1146.053,1161.299,1144.147,1157.488,3598422.0
2010-11-03,1161.935,1163.841,1147.323,1149.864,2258906.0
2010-11-04,1197.511,1225.463,1189.252,1222.287,6398123.0
2010-11-05,1219.746,1234.992,1209.581,1215.299,2836669.0
2010-11-06,1219.746,1234.992,1209.581,1215.299,2836669.0
2010-11-07,1219.746,1234.992,1209.581,1215.299,2836669.0
2010-11-08,1208.946,1211.487,1198.146,1207.675,1499477.0
2010-11-09,1208.946,1208.946,1200.687,1205.134,1703242.0
2010-11-10,1203.979,1207.187,1187.943,1193.075,2786856.0
2010-11-11,1194.358,1195.641,1186.661,1187.943,1783509.0
2010-11-12,1177.68,1189.226,1173.19,1183.453,2049344.0
2010-11-13,1177.68,1189.226,1173.19,1183.453,2049344.0
2010-11-14,1177.68,1189.226,1173.19,1183.453,2049344.0
2010-11-15,1177.68,1195.641,1177.68,1188.585,1778223.0
2010-11-16,1187.943,1189.868,1177.039,1177.039,1551690.0
2010-11-17,1173.832,1189.868,1170.625,1185.378,1741960.0
2010-11-18,1196.282,1209.111,1193.075,1203.979,2069982.0
2010-11-19,1205.262,1211.677,1197.565,1208.469,1575309.0
2010-11-20,1205.262,1211.677,1197.565,1208.469,1575309.0
2010-11-21,1205.262,1211.677,1197.565,1208.469,1575309.0
2010-11-22,1217.45,1219.374,1198.848,1202.055,2255116.0
2010-11-23,1191.792,1197.565,1169.983,1171.266,1969880.0
2010-11-24,1182.17,1187.302,1173.19,1180.888,2820674.0
2010-11-25,1179.605,1186.019,1172.549,1182.17,1205108.0
2010-11-26,1169.342,1184.736,1162.927,1178.322,2660448.0
2010-11-27,1169.342,1184.736,1162.927,1178.322,2660448.0
2010-11-28,1169.342,1184.736,1162.927,1178.322,2660448.0
2010-11-29,1187.302,1188.585,1151.381,1151.381,3553136.0
2010-11-30,1150.74,1162.927,1139.836,1139.836,3251077.0
2010-12-01,1146.25,1161.644,1137.911,1158.437,3693321.0
2010-12-02,1161.003,1187.943,1155.23,1187.302,3828268.0
2010-12-03,1181.529,1197.565,1177.68,1189.868,4788670.0
2010-12-04,1181.529,1197.565,1177.68,1189.868,4788670.0
2010-12-05,1181.529,1197.565,1177.68,1189.868,4788670.0
2010-12-06,1188.585,1194.358,1177.039,1188.585,1644019.0
2010-12-07,1209.752,1241.824,1202.696,1222.581,4050274.0
2010-12-08,1213.601,1229.637,1209.111,1217.45,2352935.0
2010-12-09,1225.788,1226.43,1207.828,1223.222,1689495.0
2010-12-10,1223.864,1225.788,1212.318,1214.884,1969607.0
2010-12-11,1223.864,1225.788,1212.318,1214.884,1969607.0
2010-12-12,1223.864,1225.788,1212.318,1214.884,1969607.0
2010-12-13,1220.015,1239.258,1215.525,1230.92,2245065.0
2010-12-14,1230.92,1248.88,1230.278,1246.314,2026389.0
2010-12-15,1237.976,1257.86,1237.976,1253.37,2472248.0
2010-12-16,1251.446,1262.35,1250.163,1261.067,2639813.0
2010-12-17,1267.482,1271.33,1257.86,1264.916,4057897.0
2010-12-18,1267.482,1271.33,1257.86,1264.916,4057897.0
2010-12-19,1267.482,1271.33,1257.86,1264.916,4057897.0
2010-12-20,1268.123,1275.82,1251.446,1262.992,1193251.0
2010-12-21,1268.123,1271.33,1257.219,1271.33,3167358.0
2010-12-22,1271.972,1271.972,1261.709,1271.33,1458893.0
2010-12-23,1271.33,1276.462,1266.199,1275.179,957412.0
2010-12-24,1270.689,1280.952,1270.689,1279.028,195412.0
2010-12-25,1270.689,1280.952,1270.689,1279.028,195412.0
2010-12-26,1270.689,1280.952,1270.689,1279.028,195412.0
2010-12-27,1270.689,1280.952,1270.689,1279.028,195412.0
2010-12-28,1270.689,1280.952,1270.689,1279.028,195412.0
2010-12-29,1282.876,1288.649,1261.067,1279.669,1183808.0
2010-12-30,1278.386,1281.593,1269.406,1273.896,1297570.0
2010-12-31,1266.199,1277.745,1259.143,1259.143,590767.0
2011-01-01,1266.199,1277.745,1259.143,1259.143,590767.0
2011-01-02,1266.199,1277.745,1259.143,1259.143,590767.0
2011-01-03,1266.199,1277.745,1259.143,1259.143,590767.0
2011-01-04,1268.765,1279.028,1262.35,1264.916,1790672.0
2011-01-05,1262.35,1264.916,1241.183,1254.012,2202735.0
2011-01-06,1250.804,1256.577,1233.486,1236.693,2230948.0
2011-01-07,1237.976,1244.39,1221.298,1222.581,2188121.0
2011-01-08,1237.976,1244.39,1221.298,1222.581,2188121.0
2011-01-09,1237.976,1244.39,1221.298,1222.581,2188121.0
2011-01-10,1218.091,1223.222,1211.035,1216.808,2310685.0
2011-01-11,1218.732,1228.995,1212.318,1220.657,2045341.0
2011-01-12,1221.298,1229.637,1215.525,1219.374,2840223.0
2011-01-13,1220.015,1223.864,1212.318,1216.808,1889470.0
2011-01-14,1219.374,1220.657,1203.338,1214.884,2550499.0
2011-01-15,1219.374,1220.657,1203.338,1214.884,2550499.0
2011-01-16,1219.374,1220.657,1203.338,1214.884,2550499.0
2011-01-17,1214.242,1218.091,1202.055,1206.545,1401301.0
2011-01-18,1211.035,1217.45,1206.545,1212.318,2216311.0
2011-01-19,1218.732,1239.9,1214.242,1215.525,3754960.0
2011-01-20,1215.525,1220.657,1202.696,1212.318,4807919.0
2011-01-21,1217.45,1231.561,1211.677,1226.43,5086992.0
2011-01-22,1217.45,1231.561,1211.677,1226.43,5086992.0
2011-01-23,1217.45,1231.561,1211.677,1226.43,5086992.0
2011-01-24,1232.203,1237.334,1227.071,1231.561,1873255.0
2011-01-25,1225.147,1228.995,1196.924,1199.489,5919769.0
2011-01-26,1207.828,1212.318,1194.999,1196.924,2804977.0
2011-01-27,1196.282,1196.282,1171.266,1184.095,3574416.0
2011-01-28,1184.736,1186.661,1169.342,1171.907,3952631.0
2011-01-29,1184.736,1186.661,1169.342,1171.907,3952631.0
2011-01-30,1184.736,1186.661,1169.342,1171.907,3952631.0
2011-01-31,1169.983,1179.605,1164.852,1164.852,4637878.0
2011-02-01,1169.342,1180.246,1164.852,1170.625,2850552.0
2011-02-02,1173.832,1193.075,1168.7,1191.151,5314011.0
2011-02-03,1212.318,1225.147,1174.473,1178.322,7667221.0
2011-02-04,1178.963,1178.963,1162.927,1174.473,3180233.0
2011-02-05,1178.963,1178.963,1162.927,1174.473,3180233.0
2011-02-06,1178.963,1178.963,1162.927,1174.473,3180233.0
2011-02-07,1175.756,1180.888,1166.134,1175.756,2836065.0
2011-02-08,1176.398,1187.302,1173.832,1182.812,3001673.0
2011-02-09,1182.003,1188.479,1176.173,1180.707,4730902.0
2011-02-10,1185.241,1185.889,1168.401,1174.878,2772417.0
2011-02-11,1173.583,1174.23,1157.391,1170.344,3529436.0
2011-02-12,1173.583,1174.23,1157.391,1170.344,3529436.0
2011-02-13,1173.583,1174.23,1157.391,1170.344,3529436.0
2011-02-14,1167.106,1174.878,1159.334,1169.697,2085033.0
2011-02-15,1171.64,1177.469,1157.391,1161.277,4033601.0
2011-02-16,1165.811,1172.935,1163.868,1164.515,2402555.0
2011-02-17,1166.458,1185.889,1162.572,1169.697,3517478.0
2011-02-18,1170.344,1183.298,1161.277,1183.298,2574287.0
2011-02-19,1170.344,1183.298,1161.277,1183.298,2574287.0
2011-02-20,1170.344,1183.298,1161.277,1183.298,2574287.0
2011-02-21,1179.412,1191.718,1178.116,1186.536,2012496.0
2011-02-22,1178.764,1186.536,1170.344,1180.707,1724071.0
2011-02-23,1179.412,1181.355,1169.049,1172.287,2060009.0
2011-02-24,1167.106,1182.003,1165.811,1182.003,1710741.0
