,BWY LN Equity,BWY LN Equity,BWY LN Equity,BWY LN Equity,BWY LN Equity
2010-05-03,463.583,473.032,456.268,459.621,485596.0
2010-05-04,465.107,465.107,451.696,454.744,418387.0
2010-05-05,454.135,455.659,447.125,452.001,401579.0
2010-05-06,449.868,462.669,442.858,443.467,650683.0
2010-05-07,437.067,438.895,422.437,425.485,555978.0
2010-05-08,437.067,438.895,422.437,425.485,555978.0
2010-05-09,437.067,438.895,422.437,425.485,555978.0
2010-05-10,437.371,451.696,437.371,451.087,575515.0
2010-05-11,443.772,445.905,426.094,432.8,848048.0
2010-05-12,432.8,446.515,432.8,445.905,842126.0
2010-05-13,446.515,457.792,446.515,454.44,375948.0
2010-05-14,450.172,453.83,435.543,437.371,330479.0
2010-05-15,450.172,453.83,435.543,437.371,330479.0
2010-05-16,450.172,453.83,435.543,437.371,330479.0
2010-05-17,433.104,438.286,424.875,428.228,365008.0
2010-05-18,434.628,438.591,429.447,431.58,307934.0
2010-05-19,429.621,433.601,420.434,422.271,474505.0
2010-05-20,422.271,434.52,414.004,421.047,699373.0
2010-05-21,417.984,423.803,409.41,420.74,541346.0
2010-05-22,417.984,423.803,409.41,420.74,541346.0
2010-05-23,417.984,423.803,409.41,420.74,541346.0
2010-05-24,423.19,426.252,416.453,423.803,255251.0
2010-05-25,414.004,417.066,404.205,404.511,352997.0
2010-05-26,411.554,415.841,406.348,410.023,434516.0
2010-05-27,413.697,424.721,412.779,424.721,270880.0
2010-05-28,428.702,431.764,424.109,424.109,261003.0
2010-05-29,428.702,431.764,424.109,424.109,261003.0
2010-05-30,428.702,431.764,424.109,424.109,261003.0
2010-05-31,428.702,431.764,424.109,424.109,261003.0
2010-06-01,419.515,422.578,411.86,421.965,261799.0
2010-06-02,418.291,424.721,412.779,419.822,383548.0
2010-06-03,429.314,430.233,421.047,425.946,244194.0
2010-06-04,425.946,427.783,413.085,415.535,571484.0
2010-06-05,425.946,427.783,413.085,415.535,571484.0
2010-06-06,425.946,427.783,413.085,415.535,571484.0
2010-06-07,414.616,414.616,403.592,409.104,232795.0
2010-06-08,410.329,411.86,388.588,389.506,1230142.0
2010-06-09,388.281,399.611,386.75,393.487,579005.0
2010-06-10,391.956,395.631,384.913,394.406,342242.0
2010-06-11,397.774,398.999,391.037,392.569,301617.0
2010-06-12,397.774,398.999,391.037,392.569,301617.0
2010-06-13,397.774,398.999,391.037,392.569,301617.0
2010-06-14,398.693,399.611,387.057,388.894,262569.0
2010-06-15,391.037,391.037,377.564,380.32,749830.0
2010-06-16,384.301,388.894,374.502,376.033,664747.0
2010-06-17,376.339,387.669,373.583,384.607,369758.0
2010-06-18,387.363,393.181,383.688,391.344,438967.0
2010-06-19,387.363,393.181,383.688,391.344,438967.0
2010-06-20,387.363,393.181,383.688,391.344,438967.0
2010-06-21,394.406,402.674,391.037,392.875,234810.0
2010-06-22,393.487,406.042,388.588,403.592,675228.0
2010-06-23,398.08,408.186,398.08,403.592,456557.0
2010-06-24,407.267,416.76,402.367,407.879,426797.0
2010-06-25,410.941,410.941,399.611,399.611,174847.0
2010-06-26,410.941,410.941,399.611,399.611,174847.0
2010-06-27,410.941,410.941,399.611,399.611,174847.0
2010-06-28,398.387,406.042,396.243,400.836,164379.0
2010-06-29,392.569,397.468,384.301,384.607,205606.0
2010-06-30,384.301,384.301,375.727,376.952,294946.0
2010-07-01,368.99,371.44,360.722,360.722,1945391.0
2010-07-02,364.397,364.703,357.047,358.272,770363.0
2010-07-03,364.397,364.703,357.047,358.272,770363.0
2010-07-04,364.397,364.703,357.047,358.272,770363.0
2010-07-05,359.803,362.253,355.516,360.11,309844.0
2010-07-06,367.459,367.459,363.478,365.622,1613705.0
2010-07-07,361.335,369.909,360.722,367.459,1279537.0
2010-07-08,369.602,382.77,364.703,382.157,987725.0
2010-07-09,375.114,380.32,370.521,374.808,215589.0
2010-07-10,375.114,380.32,370.521,374.808,215589.0
2010-07-11,375.114,380.32,370.521,374.808,215589.0
2010-07-12,373.583,376.645,370.827,372.664,402233.0
2010-07-13,374.808,382.463,371.133,381.545,387169.0
2010-07-14,385.219,388.894,362.866,367.765,888063.0
2010-07-15,365.009,371.44,361.028,363.784,248032.0
2010-07-16,367.153,367.153,360.722,361.641,301481.0
2010-07-17,367.153,367.153,360.722,361.641,301481.0
2010-07-18,367.153,367.153,360.722,361.641,301481.0
2010-07-19,356.741,360.722,347.249,347.861,197320.0
2010-07-20,348.78,351.229,340.206,342.962,224987.0
2010-07-21,347.861,353.067,341.43,345.105,240535.0
2010-07-22,346.33,352.454,339.287,351.536,259593.0
2010-07-23,349.392,360.722,349.392,359.191,477138.0
2010-07-24,349.392,360.722,349.392,359.191,477138.0
2010-07-25,349.392,360.722,349.392,359.191,477138.0
2010-07-26,363.784,365.622,355.823,357.354,223465.0
2010-07-27,361.335,364.703,353.067,357.047,501967.0
2010-07-28,364.703,364.703,351.229,354.904,933910.0
2010-07-29,355.516,361.641,354.598,360.11,476780.0
2010-07-30,359.497,362.559,350.005,354.904,409281.0
2010-07-31,359.497,362.559,350.005,354.904,409281.0
2010-08-01,359.497,362.559,350.005,354.904,409281.0
2010-08-02,359.191,373.583,359.191,370.827,486438.0
2010-08-03,368.684,382.77,368.071,368.071,358507.0
2010-08-04,365.928,378.483,364.397,376.339,234256.0
2010-08-05,379.401,390.119,379.401,385.832,595154.0
2010-08-06,386.444,392.262,380.626,386.444,277963.0
2010-08-07,386.444,392.262,380.626,386.444,277963.0
2010-08-08,386.444,392.262,380.626,386.444,277963.0
2010-08-09,392.569,395.018,389.813,390.731,469548.0
2010-08-10,387.363,387.363,370.827,371.44,374369.0
2010-08-11,367.765,369.602,359.497,359.497,321382.0
2010-08-12,359.191,360.416,343.88,345.105,457994.0
2010-08-13,344.186,350.617,335.306,338.368,666532.0
2010-08-14,344.186,350.617,335.306,338.368,666532.0
2010-08-15,344.186,350.617,335.306,338.368,666532.0
2010-08-16,338.368,339.899,329.182,331.325,264211.0
2010-08-17,335.0,335.306,329.488,333.163,431751.0
2010-08-18,331.019,335.0,329.488,331.019,178608.0
2010-08-19,335.306,335.306,325.201,325.813,274723.0
2010-08-20,328.569,328.569,316.321,316.933,342584.0
2010-08-21,328.569,328.569,316.321,316.933,342584.0
2010-08-22,328.569,328.569,316.321,316.933,342584.0
2010-08-23,316.015,323.67,312.952,319.689,311707.0
2010-08-24,318.464,321.22,316.321,318.771,318975.0
2010-08-25,319.383,323.364,312.34,314.177,485984.0
2010-08-26,318.464,324.282,316.933,323.058,1390419.0
2010-08-27,324.895,328.569,321.22,324.282,1519566.0
2010-08-28,324.895,328.569,321.22,324.282,1519566.0
2010-08-29,324.895,328.569,321.22,324.282,1519566.0
2010-08-30,324.895,328.569,321.22,324.282,1519566.0
2010-08-31,327.651,327.651,316.933,320.302,250048.0
2010-09-01,324.589,330.713,321.833,329.182,883327.0
2010-09-02,328.876,338.675,327.651,337.143,516872.0
2010-09-03,335.306,341.43,333.163,340.206,325483.0
2010-09-04,335.306,341.43,333.163,340.206,325483.0
2010-09-05,335.306,341.43,333.163,340.206,325483.0
2010-09-06,338.368,345.105,338.368,343.88,207335.0
2010-09-07,341.43,341.737,335.0,336.531,293554.0
2010-09-08,337.45,338.675,330.407,336.837,247305.0
2010-09-09,337.143,345.411,335.919,343.574,203310.0
2010-09-10,339.593,354.904,339.593,351.536,287373.0
2010-09-11,339.593,354.904,339.593,351.536,287373.0
2010-09-12,339.593,354.904,339.593,351.536,287373.0
2010-09-13,352.454,356.741,350.923,350.923,561451.0
2010-09-14,350.923,350.923,345.105,347.861,203429.0
2010-09-15,350.311,350.617,345.411,347.861,198287.0
2010-09-16,345.718,350.923,344.799,346.942,272880.0
2010-09-17,351.229,358.579,350.617,358.579,1860145.0
2010-09-18,351.229,358.579,350.617,358.579,1860145.0
2010-09-19,351.229,358.579,350.617,358.579,1860145.0
2010-09-20,358.579,369.909,357.966,367.153,485708.0
2010-09-21,364.09,368.99,362.866,364.09,285166.0
2010-09-22,366.54,366.54,357.354,357.354,177613.0
2010-09-23,362.253,362.253,353.985,360.416,220503.0
2010-09-24,357.047,370.521,357.047,367.459,399838.0
2010-09-25,357.047,370.521,357.047,367.459,399838.0
2010-09-26,357.047,370.521,357.047,367.459,399838.0
2010-09-27,367.459,371.44,362.559,363.478,230843.0
2010-09-28,360.416,363.784,354.904,358.885,255922.0
2010-09-29,362.866,362.866,351.229,353.373,263660.0
2010-09-30,353.679,354.904,347.249,352.76,532281.0
2010-10-01,354.292,355.823,347.861,351.229,405336.0
2010-10-02,354.292,355.823,347.861,351.229,405336.0
2010-10-03,354.292,355.823,347.861,351.229,405336.0
2010-10-04,349.086,360.11,348.473,358.885,463157.0
2010-10-05,359.803,366.54,356.435,366.54,358586.0
2010-10-06,365.928,368.684,363.784,365.928,258150.0
2010-10-07,363.784,367.459,358.272,358.885,362613.0
2010-10-08,358.885,361.947,354.292,355.823,448041.0
2010-10-09,358.885,361.947,354.292,355.823,448041.0
2010-10-10,358.885,361.947,354.292,355.823,448041.0
2010-10-11,352.76,363.172,352.76,363.172,397756.0
2010-10-12,359.191,360.416,352.76,354.904,690759.0
2010-10-13,353.373,360.722,353.373,355.823,381026.0
2010-10-14,357.047,359.191,352.454,353.373,445457.0
2010-10-15,352.454,361.335,352.148,359.191,621950.0
2010-10-16,352.454,361.335,352.148,359.191,621950.0
2010-10-17,352.454,361.335,352.148,359.191,621950.0
2010-10-18,359.803,368.377,359.497,368.377,222466.0
2010-10-19,367.459,367.765,344.799,346.024,1067012.0
2010-10-20,342.962,346.636,335.612,336.531,715321.0
2010-10-21,336.531,345.411,334.081,342.043,776255.0
2010-10-22,341.43,344.799,339.593,342.655,952309.0
2010-10-23,341.43,344.799,339.593,342.655,952309.0
2010-10-24,341.43,344.799,339.593,342.655,952309.0
2010-10-25,341.124,350.617,338.675,350.005,486313.0
2010-10-26,349.086,354.904,343.88,344.493,363000.0
2010-10-27,343.574,346.33,336.837,338.981,347050.0
2010-10-28,337.756,343.574,331.938,336.837,395580.0
2010-10-29,333.469,335.306,322.445,327.038,671404.0
2010-10-30,333.469,335.306,322.445,327.038,671404.0
2010-10-31,333.469,335.306,322.445,327.038,671404.0
2010-11-01,327.038,329.794,322.139,324.589,710774.0
2010-11-02,325.813,325.813,319.383,322.751,305096.0
2010-11-03,322.445,327.038,322.445,324.589,984473.0
2010-11-04,323.058,339.593,323.058,337.45,448912.0
2010-11-05,338.981,344.186,336.225,337.143,232995.0
2010-11-06,338.981,344.186,336.225,337.143,232995.0
2010-11-07,338.981,344.186,336.225,337.143,232995.0
2010-11-08,343.88,345.411,338.675,341.43,297373.0
2010-11-09,338.675,343.88,336.837,341.737,573403.0
2010-11-10,342.962,343.268,337.143,338.981,368928.0
2010-11-11,338.062,341.737,334.694,335.919,231189.0
2010-11-12,332.55,336.225,329.794,329.794,244128.0
2010-11-13,332.55,336.225,329.794,329.794,244128.0
2010-11-14,332.55,336.225,329.794,329.794,244128.0
2010-11-15,331.325,333.163,325.201,325.201,367624.0
2010-11-16,327.651,328.876,317.239,317.239,235758.0
2010-11-17,316.015,322.445,316.015,321.22,243959.0
2010-11-18,321.833,324.589,319.077,319.995,149754.0
2010-11-19,322.139,322.139,315.708,317.239,187027.0
2010-11-20,322.139,322.139,315.708,317.239,187027.0
2010-11-21,322.139,322.139,315.708,317.239,187027.0
2010-11-22,322.139,322.139,318.464,320.302,741967.0
2010-11-23,320.302,320.914,312.952,312.952,312722.0
2010-11-24,315.096,317.546,307.441,316.321,284249.0
2010-11-25,316.933,323.976,316.933,321.526,320301.0
2010-11-26,320.302,332.55,319.383,330.407,308283.0
2010-11-27,320.302,332.55,319.383,330.407,308283.0
2010-11-28,320.302,332.55,319.383,330.407,308283.0
2010-11-29,333.469,334.388,329.488,329.488,454282.0
2010-11-30,329.488,329.488,313.871,314.79,396789.0
2010-12-01,318.158,320.608,312.646,316.321,142209.0
2010-12-02,319.689,334.694,319.689,334.388,404181.0
2010-12-03,335.612,342.349,331.019,340.206,294408.0
2010-12-04,335.612,342.349,331.019,340.206,294408.0
2010-12-05,335.612,342.349,331.019,340.206,294408.0
2010-12-06,338.368,343.88,337.45,341.737,164661.0
2010-12-07,346.636,380.014,346.636,375.114,1363100.0
2010-12-08,374.309,382.669,371.833,381.43,640060.0
2010-12-09,381.74,413.319,381.43,409.914,910027.0
2010-12-10,408.675,413.938,400.626,402.483,428846.0
2010-12-11,408.675,413.938,400.626,402.483,428846.0
2010-12-12,408.675,413.938,400.626,402.483,428846.0
2010-12-13,407.127,411.771,393.814,394.124,287683.0
2010-12-14,391.337,397.839,391.337,396.91,160850.0
2010-12-15,392.266,394.433,387.313,387.313,242247.0
2010-12-16,387.003,394.124,387.003,390.718,182900.0
2010-12-17,392.576,394.743,387.313,390.718,439234.0
2010-12-18,392.576,394.743,387.313,390.718,439234.0
2010-12-19,392.576,394.743,387.313,390.718,439234.0
2010-12-20,388.861,393.195,384.836,385.145,239533.0
2010-12-21,383.597,396.91,383.597,396.91,130347.0
2010-12-22,399.387,409.914,395.053,409.914,140291.0
2010-12-23,408.056,413.319,403.102,403.102,128799.0
2010-12-24,405.889,406.198,398.458,398.458,10840.0
2010-12-25,405.889,406.198,398.458,398.458,10840.0
2010-12-26,405.889,406.198,398.458,398.458,10840.0
2010-12-27,405.889,406.198,398.458,398.458,10840.0
2010-12-28,405.889,406.198,398.458,398.458,10840.0
2010-12-29,398.458,411.771,396.91,410.842,160757.0
2010-12-30,408.985,408.985,400.935,405.889,67858.0
2010-12-31,407.746,414.867,407.746,414.867,28244.0
2011-01-01,407.746,414.867,407.746,414.867,28244.0
2011-01-02,407.746,414.867,407.746,414.867,28244.0
2011-01-03,407.746,414.867,407.746,414.867,28244.0
2011-01-04,409.294,423.536,409.294,423.536,199404.0
2011-01-05,420.75,425.394,420.44,422.607,298771.0
2011-01-06,424.155,433.753,420.44,433.443,145102.0
2011-01-07,431.276,431.276,421.369,421.369,228074.0
2011-01-08,431.276,431.276,421.369,421.369,228074.0
2011-01-09,431.276,431.276,421.369,421.369,228074.0
2011-01-10,417.963,421.059,405.579,405.889,108405.0
2011-01-11,407.437,413.319,405.889,413.319,174968.0
2011-01-12,415.796,417.034,406.198,411.152,374624.0
2011-01-13,412.7,417.034,409.294,415.796,121832.0
2011-01-14,416.415,418.273,408.366,416.106,295894.0
2011-01-15,416.415,418.273,408.366,416.106,295894.0
2011-01-16,416.415,418.273,408.366,416.106,295894.0
2011-01-17,414.248,418.273,412.39,413.01,100086.0
2011-01-18,416.106,422.917,414.558,421.059,260957.0
2011-01-19,420.75,420.75,406.818,413.01,177794.0
2011-01-20,410.223,413.01,407.127,412.7,191111.0
2011-01-21,411.771,413.629,407.437,411.462,69919.0
2011-01-22,411.771,413.629,407.437,411.462,69919.0
2011-01-23,411.771,413.629,407.437,411.462,69919.0
2011-01-24,410.533,416.106,407.437,411.771,123388.0
2011-01-25,410.223,412.081,395.981,398.149,214962.0
2011-01-26,399.078,405.27,395.053,402.174,195119.0
2011-01-27,399.387,401.864,393.814,395.053,260690.0
2011-01-28,395.053,395.053,375.857,377.096,480832.0
2011-01-29,395.053,395.053,375.857,377.096,480832.0
2011-01-30,395.053,395.053,375.857,377.096,480832.0
2011-01-31,376.167,379.263,369.665,379.263,503858.0
2011-02-01,379.882,385.765,369.356,374.619,239379.0
2011-02-02,375.857,377.715,372.142,374.619,162919.0
2011-02-03,374.309,376.786,370.904,372.761,197858.0
2011-02-04,374.929,398.768,374.929,395.981,224070.0
2011-02-05,374.929,398.768,374.929,395.981,224070.0
2011-02-06,374.929,398.768,374.929,395.981,224070.0
2011-02-07,399.387,411.771,399.387,407.127,467542.0
2011-02-08,406.818,413.629,404.341,413.629,305151.0
2011-02-09,414.558,421.059,411.771,414.248,149087.0
2011-02-10,415.486,415.486,407.746,408.675,212698.0
2011-02-11,406.198,417.963,405.27,417.654,128536.0
2011-02-12,406.198,417.963,405.27,417.654,128536.0
2011-02-13,406.198,417.963,405.27,417.654,128536.0
2011-02-14,413.01,414.558,406.198,409.914,143238.0
2011-02-15,409.914,411.771,404.031,410.842,109028.0
2011-02-16,408.366,410.533,403.102,403.722,128436.0
2011-02-17,405.579,408.056,392.885,397.22,414860.0
2011-02-18,397.839,397.839,388.861,391.337,265763.0
2011-02-19,397.839,397.839,388.861,391.337,265763.0
2011-02-20,397.839,397.839,388.861,391.337,265763.0
2011-02-21,390.099,397.53,390.099,395.053,144639.0
2011-02-22,391.957,399.387,384.526,395.053,177159.0
2011-02-23,397.22,397.22,390.718,394.124,115486.0
2011-02-24,387.622,402.793,387.313,397.53,209609.0
2011-02-25,401.864,413.01,399.078,413.01,125427.0
2011-02-26,401.864,413.01,399.078,413.01,125427.0
2011-02-27,401.864,413.01,399.078,413.01,125427.0
2011-02-28,413.938,417.654,408.675,416.725,185499.0
2011-03-01,415.486,432.515,405.889,405.889,295103.0
2011-03-02,402.483,410.842,396.91,409.914,198063.0
2011-03-03,410.842,411.771,405.579,411.771,202857.0
2011-03-04,413.938,418.582,400.935,413.629,292002.0
2011-03-05,413.938,418.582,400.935,413.629,292002.0
2011-03-06,413.938,418.582,400.935,413.629,292002.0
2011-03-07,413.629,417.654,409.294,414.558,141857.0
2011-03-08,417.654,417.654,408.985,411.771,355769.0
2011-03-09,409.604,417.963,409.604,413.629,324855.0
2011-03-10,412.7,413.319,402.793,407.127,195884.0
2011-03-11,402.483,408.366,400.935,401.245,254158.0
2011-03-12,402.483,408.366,400.935,401.245,254158.0
2011-03-13,402.483,408.366,400.935,401.245,254158.0
2011-03-14,401.864,407.746,397.839,400.316,153386.0
2011-03-15,391.957,401.554,387.003,397.53,193931.0
2011-03-16,396.91,401.245,389.17,393.814,164005.0
2011-03-17,394.433,416.725,390.099,416.415,317031.0
2011-03-18,419.202,426.013,411.462,417.034,358164.0
2011-03-19,419.202,426.013,411.462,417.034,358164.0
2011-03-20,419.202,426.013,411.462,417.034,358164.0
2011-03-21,422.917,430.038,411.771,427.871,173776.0
2011-03-22,428.18,428.18,417.654,424.155,183901.0
2011-03-23,424.155,430.038,421.059,427.251,123962.0
2011-03-24,428.18,446.447,424.155,439.326,272858.0
2011-03-25,439.945,439.945,427.561,433.443,166719.0
2011-03-26,439.945,439.945,427.561,433.443,166719.0
2011-03-27,439.945,439.945,427.561,433.443,166719.0
2011-03-28,435.611,437.159,427.251,429.728,157811.0
2011-03-29,432.515,432.515,415.486,422.298,272515.0
2011-03-30,427.251,445.827,424.155,440.874,581802.0
2011-03-31,437.778,445.827,430.347,430.967,304575.0
2011-04-01,434.063,451.4,434.063,447.995,493106.0
2011-04-02,434.063,451.4,434.063,447.995,493106.0
2011-04-03,434.063,451.4,434.063,447.995,493106.0
2011-04-04,447.685,453.568,438.087,449.852,214211.0
2011-04-05,449.543,451.4,445.518,448.924,111199.0
2011-04-06,448.924,448.924,439.016,442.112,166409.0
2011-04-07,441.183,443.66,434.682,436.539,122766.0
2011-04-08,436.539,436.539,423.227,436.23,388493.0
2011-04-09,436.539,436.539,423.227,436.23,388493.0
2011-04-10,436.539,436.539,423.227,436.23,388493.0
2011-04-11,440.874,440.874,415.796,418.582,287867.0
2011-04-12,420.44,426.942,411.152,425.394,454332.0
2011-04-13,426.323,431.586,421.678,427.251,239319.0
2011-04-14,425.703,431.586,421.678,429.419,369922.0
2011-04-15,430.657,433.443,425.394,428.49,86197.0
2011-04-16,430.657,433.443,425.394,428.49,86197.0
2011-04-17,430.657,433.443,425.394,428.49,86197.0
2011-04-18,429.728,431.586,416.106,418.273,81345.0
2011-04-19,423.846,426.323,417.344,424.465,196256.0
2011-04-20,424.155,434.682,424.155,430.657,689637.0
2011-04-21,433.753,438.087,431.276,434.372,135637.0
2011-04-22,433.753,438.087,431.276,434.372,135637.0
2011-04-23,433.753,438.087,431.276,434.372,135637.0
2011-04-24,433.753,438.087,431.276,434.372,135637.0
2011-04-25,433.753,438.087,431.276,434.372,135637.0
2011-04-26,434.372,439.326,432.824,436.539,84959.0
2011-04-27,438.087,440.564,432.824,436.23,134302.0
2011-04-28,436.849,439.635,432.824,437.778,119734.0
2011-04-29,436.849,439.635,432.824,437.778,119734.0
2011-04-30,436.849,439.635,432.824,437.778,119734.0
2011-05-01,436.849,439.635,432.824,437.778,119734.0
2011-05-02,436.849,439.635,432.824,437.778,119734.0
2011-05-03,439.635,445.827,435.301,441.803,260006.0
2011-05-04,443.351,443.351,434.991,438.707,123119.0
2011-05-05,439.945,444.589,436.849,440.564,194774.0
2011-05-06,440.564,442.422,432.515,441.183,275734.0
2011-05-07,440.564,442.422,432.515,441.183,275734.0
2011-05-08,440.564,442.422,432.515,441.183,275734.0
2011-05-09,439.326,448.304,435.301,440.874,197079.0
