,REL LN Equity,REL LN Equity,REL LN Equity,REL LN Equity,REL LN Equity
2010-06-04,332.149,339.444,330.273,331.177,8950080.0
2010-06-05,332.149,339.444,330.273,331.177,8950080.0
2010-06-06,332.149,339.444,330.273,331.177,8950080.0
2010-06-07,327.008,330.134,324.09,327.494,3610994.0
2010-06-08,330.621,333.469,326.8,330.829,11044122.0
2010-06-09,332.427,336.526,329.579,336.526,8651927.0
2010-06-10,335.553,338.471,334.789,335.901,6894236.0
2010-06-11,340.972,347.016,338.332,343.612,10800728.0
2010-06-12,340.972,347.016,338.332,343.612,10800728.0
2010-06-13,340.972,347.016,338.332,343.612,10800728.0
2010-06-14,345.905,345.905,342.57,345.141,4107754.0
2010-06-15,343.265,349.448,342.64,348.406,6861837.0
2010-06-16,350.49,350.49,345.766,346.669,6866417.0
2010-06-17,348.406,349.448,345.627,346.599,3554484.0
2010-06-18,346.599,350.143,344.376,348.058,7328414.0
2010-06-19,346.599,350.143,344.376,348.058,7328414.0
2010-06-20,346.599,350.143,344.376,348.058,7328414.0
2010-06-21,351.879,352.921,349.1,349.795,2920334.0
2010-06-22,348.753,349.448,342.292,342.778,4542584.0
2010-06-23,340.416,350.143,340.416,348.753,7464832.0
2010-06-24,351.185,351.185,346.113,348.058,6922929.0
2010-06-25,349.1,350.143,346.947,347.364,6948763.0
2010-06-26,349.1,350.143,346.947,347.364,6948763.0
2010-06-27,349.1,350.143,346.947,347.364,6948763.0
2010-06-28,348.753,352.574,347.364,351.185,3792126.0
2010-06-29,347.225,350.143,343.751,345.21,11128319.0
2010-06-30,345.279,346.877,341.945,346.669,7447707.0
2010-07-01,341.181,344.237,339.791,340.555,5917992.0
2010-07-02,342.292,344.446,338.749,343.751,6525407.0
2010-07-03,342.292,344.446,338.749,343.751,6525407.0
2010-07-04,342.292,344.446,338.749,343.751,6525407.0
2010-07-05,343.89,346.322,342.153,343.959,3340697.0
2010-07-06,345.696,347.711,342.709,347.711,7063129.0
2010-07-07,344.793,355.353,343.821,354.311,8137829.0
2010-07-08,360.216,360.563,355.7,358.827,5528228.0
2010-07-09,359.869,361.606,359.174,359.521,2705954.0
2010-07-10,359.869,361.606,359.174,359.521,2705954.0
2010-07-11,359.869,361.606,359.174,359.521,2705954.0
2010-07-12,360.911,360.911,357.09,357.785,3068208.0
2010-07-13,358.132,366.121,358.132,366.121,3600360.0
2010-07-14,367.858,368.205,363.69,365.774,2688097.0
2010-07-15,364.037,366.121,361.606,362.995,3649583.0
2010-07-16,363.342,364.732,358.132,358.827,5137593.0
2010-07-17,363.342,364.732,358.132,358.827,5137593.0
2010-07-18,363.342,364.732,358.132,358.827,5137593.0
2010-07-19,357.09,360.216,356.742,357.09,2577677.0
2010-07-20,357.785,363.69,352.574,355.006,4149454.0
2010-07-21,358.479,359.869,356.395,359.174,3370426.0
2010-07-22,357.437,367.511,357.437,366.121,2827211.0
2010-07-23,366.816,373.416,365.427,373.069,3597002.0
2010-07-24,366.816,373.416,365.427,373.069,3597002.0
2010-07-25,366.816,373.416,365.427,373.069,3597002.0
2010-07-26,375.847,376.542,368.553,371.332,5257641.0
2010-07-27,372.721,375.153,368.9,369.248,4534284.0
2010-07-28,370.984,372.374,367.163,369.595,3202035.0
2010-07-29,375.153,393.216,375.153,383.489,9193088.0
2010-07-30,381.058,389.395,379.321,383.489,5522168.0
2010-07-31,381.058,389.395,379.321,383.489,5522168.0
2010-08-01,381.058,389.395,379.321,383.489,5522168.0
2010-08-02,385.921,391.479,382.1,385.921,5831877.0
2010-08-03,384.184,390.089,381.753,389.742,3021218.0
2010-08-04,390.724,391.075,386.515,390.023,2649665.0
2010-08-05,391.776,396.336,391.075,393.53,2443772.0
2010-08-06,394.582,396.336,387.568,388.62,2915710.0
2010-08-07,394.582,396.336,387.568,388.62,2915710.0
2010-08-08,394.582,396.336,387.568,388.62,2915710.0
2010-08-09,391.776,395.284,384.06,385.463,2909001.0
2010-08-10,384.762,385.463,377.747,379.851,4156207.0
2010-08-11,376.695,378.098,371.784,372.135,3841243.0
2010-08-12,370.031,377.396,370.031,376.344,3494120.0
2010-08-13,377.747,378.098,374.59,376.695,3456883.0
2010-08-14,377.747,378.098,374.59,376.695,3456883.0
2010-08-15,377.747,378.098,374.59,376.695,3456883.0
2010-08-16,377.747,378.098,370.732,371.784,3763037.0
2010-08-17,371.434,379.501,371.434,378.448,3653954.0
2010-08-18,376.344,378.448,374.239,375.642,2493297.0
2010-08-19,376.344,379.15,370.732,372.135,4510255.0
2010-08-20,372.486,372.836,369.68,370.031,5188918.0
2010-08-21,372.486,372.836,369.68,370.031,5188918.0
2010-08-22,372.486,372.836,369.68,370.031,5188918.0
2010-08-23,370.381,373.538,366.874,367.575,4247630.0
2010-08-24,365.471,366.874,361.262,365.471,4893835.0
2010-08-25,366.172,368.277,359.158,360.911,4070251.0
2010-08-26,363.016,365.12,359.158,361.262,3083519.0
2010-08-27,358.456,367.575,358.456,366.172,3576317.0
2010-08-28,358.456,367.575,358.456,366.172,3576317.0
2010-08-29,358.456,367.575,358.456,366.172,3576317.0
2010-08-30,358.456,367.575,358.456,366.172,3576317.0
2010-08-31,362.665,367.575,361.964,367.575,4892005.0
2010-09-01,368.277,378.098,367.225,377.747,2143159.0
2010-09-02,377.045,381.254,375.292,380.553,3268210.0
2010-09-03,380.202,384.762,377.045,380.904,2829255.0
2010-09-04,380.202,384.762,377.045,380.904,2829255.0
2010-09-05,380.202,384.762,377.045,380.904,2829255.0
2010-09-06,384.06,384.06,379.851,380.202,1291478.0
2010-09-07,379.15,379.15,374.59,377.396,1993822.0
2010-09-08,375.993,380.202,372.836,377.396,4901358.0
2010-09-09,375.993,377.747,374.59,376.695,2646213.0
2010-09-10,376.695,378.098,374.59,375.993,2454960.0
2010-09-11,376.695,378.098,374.59,375.993,2454960.0
2010-09-12,376.695,378.098,374.59,375.993,2454960.0
2010-09-13,377.396,378.098,375.642,377.045,2059796.0
2010-09-14,378.098,379.501,376.695,378.448,2592778.0
2010-09-15,378.799,380.202,374.239,378.098,4461204.0
2010-09-16,378.098,379.851,375.642,376.344,3257215.0
2010-09-17,379.851,380.202,374.59,375.292,4509331.0
2010-09-18,379.851,380.202,374.59,375.292,4509331.0
2010-09-19,379.851,380.202,374.59,375.292,4509331.0
2010-09-20,378.448,387.217,377.396,387.217,1931581.0
2010-09-21,386.165,391.776,383.709,383.709,3107636.0
2010-09-22,385.463,385.814,377.045,377.045,3085346.0
2010-09-23,378.448,380.904,371.784,376.695,2110975.0
2010-09-24,374.59,380.202,374.239,379.15,2274539.0
2010-09-25,374.59,380.202,374.239,379.15,2274539.0
2010-09-26,374.59,380.202,374.239,379.15,2274539.0
2010-09-27,378.098,383.359,375.292,375.642,1572932.0
2010-09-28,373.538,378.799,371.083,378.448,3365082.0
2010-09-29,380.202,381.605,372.135,374.941,2082892.0
2010-09-30,374.59,381.605,374.59,377.396,4089950.0
2010-10-01,378.799,379.501,374.239,375.292,2673019.0
2010-10-02,378.799,379.501,374.239,375.292,2673019.0
2010-10-03,378.799,379.501,374.239,375.292,2673019.0
2010-10-04,376.344,376.344,370.381,370.732,2170540.0
2010-10-05,371.083,383.008,369.68,381.956,5130662.0
2010-10-06,382.657,388.971,382.657,388.62,4194762.0
2010-10-07,388.971,391.426,381.605,381.956,5065955.0
2010-10-08,382.306,384.411,378.098,380.904,2323229.0
2010-10-09,382.306,384.411,378.098,380.904,2323229.0
2010-10-10,382.306,384.411,378.098,380.904,2323229.0
2010-10-11,383.008,386.866,381.254,385.814,2790320.0
2010-10-12,383.709,385.814,380.553,385.463,2601539.0
2010-10-13,387.568,397.038,386.866,394.933,7344770.0
2010-10-14,395.284,395.635,386.165,386.866,3451079.0
2010-10-15,388.971,391.776,383.709,388.971,4246245.0
2010-10-16,388.971,391.776,383.709,388.971,4246245.0
2010-10-17,388.971,391.776,383.709,388.971,4246245.0
2010-10-18,386.165,392.127,386.165,390.724,1287637.0
2010-10-19,389.672,393.179,388.269,388.269,2351986.0
2010-10-20,386.515,389.672,384.411,388.269,2533585.0
2010-10-21,387.217,393.881,387.217,392.127,2650860.0
2010-10-22,391.075,391.776,387.568,387.568,2374522.0
2010-10-23,391.075,391.776,387.568,387.568,2374522.0
2010-10-24,391.075,391.776,387.568,387.568,2374522.0
2010-10-25,389.321,392.127,385.112,385.814,3079179.0
2010-10-26,384.411,386.866,380.202,381.956,3125563.0
2010-10-27,379.851,381.605,377.045,377.396,3902424.0
2010-10-28,379.501,379.851,376.344,376.695,4283584.0
2010-10-29,377.045,378.799,373.889,375.292,3979099.0
2010-10-30,377.045,378.799,373.889,375.292,3979099.0
2010-10-31,377.045,378.799,373.889,375.292,3979099.0
2010-11-01,378.098,379.501,374.941,377.396,1857750.0
2010-11-02,377.045,379.851,374.239,376.695,3534004.0
2010-11-03,378.799,379.15,374.239,374.59,2829680.0
2010-11-04,378.098,379.851,371.784,372.135,4133876.0
2010-11-05,372.486,373.889,367.575,368.978,5333936.0
2010-11-06,372.486,373.889,367.575,368.978,5333936.0
2010-11-07,372.486,373.889,367.575,368.978,5333936.0
2010-11-08,369.68,377.045,367.225,375.993,3921971.0
2010-11-09,375.292,379.851,373.889,377.396,3459801.0
2010-11-10,377.045,378.448,374.941,376.695,2825443.0
2010-11-11,377.045,377.747,372.836,373.538,3264778.0
2010-11-12,370.031,377.747,368.978,376.344,3408121.0
2010-11-13,370.031,377.747,368.978,376.344,3408121.0
2010-11-14,370.031,377.747,368.978,376.344,3408121.0
2010-11-15,374.941,377.396,372.836,376.344,1878451.0
2010-11-16,378.799,378.799,371.083,371.784,2104844.0
2010-11-17,371.784,376.344,368.277,375.993,5106377.0
2010-11-18,376.344,380.553,367.575,371.083,9080597.0
2010-11-19,372.486,378.799,370.381,375.642,5882583.0
2010-11-20,372.486,378.799,370.381,375.642,5882583.0
2010-11-21,372.486,378.799,370.381,375.642,5882583.0
2010-11-22,378.448,379.851,374.941,375.642,3221936.0
2010-11-23,373.538,377.396,371.784,371.784,4853201.0
2010-11-24,372.135,375.292,369.68,371.784,5022409.0
2010-11-25,371.434,372.135,367.575,368.978,4163853.0
2010-11-26,366.874,370.031,366.172,368.628,2999119.0
2010-11-27,366.874,370.031,366.172,368.628,2999119.0
2010-11-28,366.874,370.031,366.172,368.628,2999119.0
2010-11-29,370.381,372.135,361.964,361.964,2377161.0
2010-11-30,362.314,364.769,357.053,357.053,5431462.0
2010-12-01,358.456,361.613,356.352,361.613,7009263.0
2010-12-02,363.016,364.769,360.911,364.769,4364788.0
2010-12-03,364.068,369.329,363.717,367.926,2835770.0
2010-12-04,364.068,369.329,363.717,367.926,2835770.0
2010-12-05,364.068,369.329,363.717,367.926,2835770.0
2010-12-06,368.978,368.978,361.613,361.964,3445597.0
2010-12-07,363.016,365.471,361.262,364.419,4845708.0
2010-12-08,362.665,365.471,359.859,361.262,4620468.0
2010-12-09,362.665,365.822,361.964,365.471,5753725.0
2010-12-10,365.822,367.575,362.665,364.068,3436875.0
2010-12-11,365.822,367.575,362.665,364.068,3436875.0
2010-12-12,365.822,367.575,362.665,364.068,3436875.0
2010-12-13,365.471,367.926,363.367,367.926,3031452.0
2010-12-14,367.225,371.434,367.225,371.434,3833259.0
2010-12-15,371.083,373.889,368.628,372.486,3422589.0
2010-12-16,374.239,375.642,371.784,373.187,4706080.0
2010-12-17,374.941,375.292,362.314,370.381,6000297.0
2010-12-18,374.941,375.292,362.314,370.381,6000297.0
2010-12-19,374.941,375.292,362.314,370.381,6000297.0
2010-12-20,371.784,372.135,367.575,370.381,2620060.0
2010-12-21,372.135,373.538,369.329,373.538,2571350.0
2010-12-22,372.836,373.187,370.381,372.135,1617176.0
2010-12-23,372.836,375.993,372.486,375.642,1166783.0
2010-12-24,375.642,377.396,374.239,377.396,137273.0
2010-12-25,375.642,377.396,374.239,377.396,137273.0
2010-12-26,375.642,377.396,374.239,377.396,137273.0
2010-12-27,375.642,377.396,374.239,377.396,137273.0
2010-12-28,375.642,377.396,374.239,377.396,137273.0
2010-12-29,379.851,379.851,375.292,375.642,998446.0
2010-12-30,374.59,377.747,374.239,377.747,1158706.0
2010-12-31,377.396,380.553,377.396,379.851,836135.0
2011-01-01,377.396,380.553,377.396,379.851,836135.0
2011-01-02,377.396,380.553,377.396,379.851,836135.0
2011-01-03,377.396,380.553,377.396,379.851,836135.0
2011-01-04,377.747,383.709,376.344,379.851,4584150.0
2011-01-05,378.799,380.904,374.941,377.045,4424599.0
2011-01-06,373.889,380.553,371.784,372.486,5977225.0
2011-01-07,373.187,375.993,370.031,371.784,6538487.0
2011-01-08,373.187,375.993,370.031,371.784,6538487.0
2011-01-09,373.187,375.993,370.031,371.784,6538487.0
2011-01-10,371.434,378.098,369.68,377.045,3764649.0
2011-01-11,379.15,384.411,377.396,383.709,4679589.0
2011-01-12,383.359,385.112,379.15,380.553,6511666.0
2011-01-13,379.851,381.956,379.15,381.254,2357880.0
2011-01-14,381.254,386.165,381.254,384.411,2907324.0
2011-01-15,381.254,386.165,381.254,384.411,2907324.0
2011-01-16,381.254,386.165,381.254,384.411,2907324.0
2011-01-17,383.709,391.426,383.709,388.269,4833934.0
2011-01-18,389.321,392.829,387.217,392.829,4004667.0
2011-01-19,393.881,394.933,389.321,390.373,4076067.0
2011-01-20,388.62,393.53,387.217,390.023,5305186.0
2011-01-21,390.373,393.881,389.321,393.53,2731146.0
2011-01-22,390.373,393.881,389.321,393.53,2731146.0
2011-01-23,390.373,393.881,389.321,393.53,2731146.0
2011-01-24,394.933,398.791,392.829,397.739,3603745.0
2011-01-25,398.44,399.843,393.53,399.843,3453121.0
2011-01-26,399.843,404.052,398.09,399.142,2919957.0
2011-01-27,399.142,399.493,390.023,392.829,3373236.0
2011-01-28,393.881,395.985,390.724,391.776,5514160.0
2011-01-29,393.881,395.985,390.724,391.776,5514160.0
2011-01-30,393.881,395.985,390.724,391.776,5514160.0
2011-01-31,390.023,390.724,385.112,387.568,4313268.0
2011-02-01,390.023,392.127,386.866,388.62,4327518.0
2011-02-02,388.62,391.075,387.918,391.075,2632639.0
2011-02-03,390.724,392.478,386.866,388.269,2601353.0
2011-02-04,389.321,390.023,386.866,389.321,1810104.0
2011-02-05,389.321,390.023,386.866,389.321,1810104.0
2011-02-06,389.321,390.023,386.866,389.321,1810104.0
2011-02-07,389.321,400.545,389.321,399.142,3890800.0
2011-02-08,397.038,407.56,395.635,407.209,4511670.0
2011-02-09,411.769,413.873,406.858,408.963,6988744.0
2011-02-10,406.858,411.067,405.455,409.313,3743646.0
2011-02-11,405.455,415.276,405.455,414.224,4817941.0
2011-02-12,405.455,415.276,405.455,414.224,4817941.0
2011-02-13,405.455,415.276,405.455,414.224,4817941.0
2011-02-14,413.873,416.328,408.261,409.664,3143880.0
2011-02-15,410.366,410.366,397.038,404.052,3080715.0
2011-02-16,405.806,407.209,401.597,402.649,3895022.0
2011-02-17,399.843,402.299,389.321,393.881,8231094.0
2011-02-18,393.881,397.038,392.829,395.635,3783015.0
2011-02-19,393.881,397.038,392.829,395.635,3783015.0
2011-02-20,393.881,397.038,392.829,395.635,3783015.0
2011-02-21,394.933,400.545,393.881,395.985,2844076.0
2011-02-22,393.53,394.933,388.971,393.53,3417344.0
2011-02-23,391.776,392.829,385.112,385.463,4354349.0
2011-02-24,383.008,383.359,377.747,380.904,9460043.0
2011-02-25,382.306,386.165,381.956,384.06,4594647.0
2011-02-26,382.306,386.165,381.956,384.06,4594647.0
2011-02-27,382.306,386.165,381.956,384.06,4594647.0
2011-02-28,382.306,386.165,381.956,385.463,4460878.0
2011-03-01,381.254,384.06,377.747,378.448,4906705.0
2011-03-02,376.695,381.254,376.344,379.501,4618009.0
2011-03-03,381.605,383.008,377.747,382.306,3923463.0
2011-03-04,381.254,385.463,381.254,384.06,4800677.0
2011-03-05,381.254,385.463,381.254,384.06,4800677.0
2011-03-06,381.254,385.463,381.254,384.06,4800677.0
2011-03-07,383.359,388.62,381.605,386.515,2618762.0
2011-03-08,387.918,389.321,382.657,384.06,3134317.0
2011-03-09,384.411,388.62,382.657,384.762,4309150.0
2011-03-10,380.202,382.657,373.538,375.642,6898680.0
2011-03-11,372.836,375.993,370.381,370.381,2670951.0
2011-03-12,372.836,375.993,370.381,370.381,2670951.0
2011-03-13,372.836,375.993,370.381,370.381,2670951.0
2011-03-14,369.68,372.836,367.575,368.277,3318194.0
2011-03-15,363.367,365.12,355.65,356.352,5502303.0
2011-03-16,359.859,363.016,354.598,354.598,7210917.0
2011-03-17,357.053,359.859,354.598,358.456,4135823.0
2011-03-18,358.456,362.665,358.456,361.262,8828893.0
2011-03-19,358.456,362.665,358.456,361.262,8828893.0
2011-03-20,358.456,362.665,358.456,361.262,8828893.0
2011-03-21,365.12,365.12,359.859,363.717,4486033.0
2011-03-22,363.367,364.419,360.561,361.613,3259147.0
2011-03-23,360.21,363.016,358.807,360.561,3862424.0
2011-03-24,359.508,361.613,356.702,360.21,4928573.0
2011-03-25,360.911,363.367,360.21,360.21,3699076.0
2011-03-26,360.911,363.367,360.21,360.21,3699076.0
2011-03-27,360.911,363.367,360.21,360.21,3699076.0
2011-03-28,361.262,366.523,361.262,365.12,4196457.0
2011-03-29,367.575,371.784,365.471,368.277,10004228.0
2011-03-30,370.381,375.993,368.277,375.993,7265199.0
2011-03-31,375.993,379.15,375.292,378.799,4715731.0
2011-04-01,378.448,381.605,375.292,381.254,3104823.0
2011-04-02,378.448,381.605,375.292,381.254,3104823.0
2011-04-03,378.448,381.605,375.292,381.254,3104823.0
2011-04-04,380.553,385.463,379.15,384.411,2951757.0
2011-04-05,384.411,385.112,378.448,380.904,4337511.0
2011-04-06,381.956,381.956,377.396,379.851,3590183.0
2011-04-07,380.553,381.605,377.045,377.045,2390354.0
2011-04-08,376.695,378.448,373.538,378.448,4611243.0
2011-04-09,376.695,378.448,373.538,378.448,4611243.0
2011-04-10,376.695,378.448,373.538,378.448,4611243.0
2011-04-11,378.448,379.851,375.642,376.695,2699523.0
2011-04-12,375.292,379.15,374.59,375.292,6137421.0
2011-04-13,377.396,378.448,374.941,375.993,4151813.0
2011-04-14,375.292,378.799,375.292,375.993,4129862.0
2011-04-15,377.045,378.098,375.642,377.045,4486608.0
2011-04-16,377.045,378.098,375.642,377.045,4486608.0
2011-04-17,377.045,378.098,375.642,377.045,4486608.0
2011-04-18,378.098,378.448,375.292,375.642,3779492.0
2011-04-19,375.993,378.799,375.292,377.045,5523698.0
2011-04-20,381.375,383.179,378.489,381.375,4119075.0
2011-04-21,383.54,384.983,378.489,379.21,3155207.0
2011-04-22,383.54,384.983,378.489,379.21,3155207.0
2011-04-23,383.54,384.983,378.489,379.21,3155207.0
2011-04-24,383.54,384.983,378.489,379.21,3155207.0
