,IAG LN Equity,IAG LN Equity,IAG LN Equity,IAG LN Equity,IAG LN Equity
2010-02-17,103.277,106.771,103.123,106.257,19882309.0
2010-02-18,106.36,108.415,104.716,107.747,20843457.0
2010-02-19,106.72,108.415,106.309,108.21,14546039.0
2010-02-20,106.72,108.415,106.309,108.21,14546039.0
2010-02-21,106.72,108.415,106.309,108.21,14546039.0
2010-02-22,108.878,109.649,106.463,106.463,8710986.0
2010-02-23,105.898,108.57,104.202,107.645,15530880.0
2010-02-24,107.696,109.238,106.977,107.696,12083701.0
2010-02-25,107.491,108.57,105.384,106.412,13729875.0
2010-02-26,107.953,109.238,106.617,108.518,12290878.0
2010-02-27,107.953,109.238,106.617,108.518,12290878.0
2010-02-28,107.953,109.238,106.617,108.518,12290878.0
2010-03-01,110.471,110.676,107.285,109.135,8847755.0
2010-03-02,109.649,116.225,109.649,115.866,24987653.0
2010-03-03,115.198,115.917,112.783,115.198,12716912.0
2010-03-04,114.581,117.407,113.297,115.352,6094438.0
2010-03-05,115.198,118.538,114.992,117.304,7619469.0
2010-03-06,115.198,118.538,114.992,117.304,7619469.0
2010-03-07,115.198,118.538,114.992,117.304,7619469.0
2010-03-08,117.15,118.383,115.249,115.249,5547031.0
2010-03-09,115.455,116.071,113.965,114.684,6721934.0
2010-03-10,115.095,119.051,114.067,118.897,14385127.0
2010-03-11,118.229,118.949,117.15,118.435,11190524.0
2010-03-12,119.411,122.032,118.486,121.055,18165226.0
2010-03-13,119.411,122.032,118.486,121.055,18165226.0
2010-03-14,119.411,122.032,118.486,121.055,18165226.0
2010-03-15,121.312,121.98,119.206,120.953,7977945.0
2010-03-16,121.261,126.553,121.055,126.399,30163139.0
2010-03-17,127.838,127.94,123.162,123.727,15082622.0
2010-03-18,125.68,126.399,123.316,124.601,9915191.0
2010-03-19,125.68,126.707,124.395,125.114,19918274.0
2010-03-20,125.68,126.707,124.395,125.114,19918274.0
2010-03-21,125.68,126.707,124.395,125.114,19918274.0
2010-03-22,124.19,125.063,122.854,123.83,10912690.0
2010-03-23,124.292,127.94,124.292,127.17,13568824.0
2010-03-24,127.838,128.249,125.269,126.142,5949881.0
2010-03-25,127.118,131.434,126.502,130.458,14865176.0
2010-03-26,130.304,130.458,128.66,129.225,11434368.0
2010-03-27,130.304,130.458,128.66,129.225,11434368.0
2010-03-28,130.304,130.458,128.66,129.225,11434368.0
2010-03-29,129.585,130.047,128.557,128.968,9051698.0
2010-03-30,130.407,130.407,125.885,125.885,7141379.0
2010-03-31,126.296,127.478,123.47,124.858,12223591.0
2010-04-01,126.759,128.146,124.858,127.889,6847420.0
2010-04-02,126.759,128.146,124.858,127.889,6847420.0
2010-04-03,126.759,128.146,124.858,127.889,6847420.0
2010-04-04,126.759,128.146,124.858,127.889,6847420.0
2010-04-05,126.759,128.146,124.858,127.889,6847420.0
2010-04-06,127.94,128.506,124.652,125.012,7871720.0
2010-04-07,125.114,126.091,122.391,122.391,13875481.0
2010-04-08,122.802,126.348,121.107,125.885,18071768.0
2010-04-09,127.632,129.276,126.296,127.427,12846469.0
2010-04-10,127.632,129.276,126.296,127.427,12846469.0
2010-04-11,127.632,129.276,126.296,127.427,12846469.0
2010-04-12,127.118,128.146,124.19,124.703,6382484.0
2010-04-13,123.676,125.269,122.648,123.059,5794246.0
2010-04-14,124.087,125.166,123.008,124.858,6123399.0
2010-04-15,125.68,126.502,124.035,124.652,8295818.0
2010-04-16,123.367,124.549,120.285,120.747,24961800.0
2010-04-17,123.367,124.549,120.285,120.747,24961800.0
2010-04-18,123.367,124.549,120.285,120.747,24961800.0
2010-04-19,115.609,119.514,112.783,119.051,47344119.0
2010-04-20,119.719,120.644,117.818,120.182,23739810.0
2010-04-21,121.775,123.316,119.103,119.976,15042181.0
2010-04-22,119.874,120.644,115.609,115.866,15544595.0
2010-04-23,116.174,120.798,115.866,120.336,20290344.0
2010-04-24,116.174,120.798,115.866,120.336,20290344.0
2010-04-25,116.174,120.798,115.866,120.336,20290344.0
2010-04-26,121.723,123.83,121.261,122.7,17928404.0
2010-04-27,122.288,122.545,118.692,118.692,11668876.0
2010-04-28,116.945,118.486,115.146,115.763,12134230.0
2010-04-29,116.585,118.949,115.609,118.178,9815413.0
2010-04-30,119.103,121.209,117.304,117.304,7804800.0
2010-05-01,119.103,121.209,117.304,117.304,7804800.0
2010-05-02,119.103,121.209,117.304,117.304,7804800.0
2010-05-03,119.103,121.209,117.304,117.304,7804800.0
2010-05-04,117.459,117.921,110.522,111.139,19234846.0
2010-05-05,110.471,111.241,106.206,107.388,27868348.0
2010-05-06,106.977,110.83,105.076,105.127,11174159.0
2010-05-07,101.684,106.566,95.827,98.756,33553573.0
2010-05-08,101.684,106.566,95.827,98.756,33553573.0
2010-05-09,101.684,106.566,95.827,98.756,33553573.0
2010-05-10,102.25,106.155,101.993,104.613,25610445.0
2010-05-11,103.02,104.665,101.89,102.763,13330520.0
2010-05-12,102.558,105.846,101.427,105.281,10043232.0
2010-05-13,105.332,107.491,104.819,107.079,12708651.0
2010-05-14,107.593,107.593,103.997,104.253,18802779.0
2010-05-15,107.593,107.593,103.997,104.253,18802779.0
2010-05-16,107.593,107.593,103.997,104.253,18802779.0
2010-05-17,102.507,104.305,102.095,103.02,19801773.0
2010-05-18,105.332,106.36,102.609,102.969,16606986.0
2010-05-19,101.171,102.301,98.499,99.013,17989688.0
2010-05-20,100.194,101.736,92.59,95.827,27474652.0
2010-05-21,97.471,98.55,93.104,96.855,25718059.0
2010-05-22,97.471,98.55,93.104,96.855,25718059.0
2010-05-23,97.471,98.55,93.104,96.855,25718059.0
2010-05-24,98.242,98.499,96.187,97.728,10644251.0
2010-05-25,95.775,96.341,92.795,94.645,14609783.0
2010-05-26,96.855,99.321,95.159,98.499,11529743.0
2010-05-27,100.708,105.024,99.115,104.819,23273354.0
2010-05-28,105.076,106.155,103.329,103.38,14687050.0
2010-05-29,105.076,106.155,103.329,103.38,14687050.0
2010-05-30,105.076,106.155,103.329,103.38,14687050.0
2010-05-31,105.076,106.155,103.329,103.38,14687050.0
2010-06-01,103.534,104.459,100.76,104.305,10088912.0
2010-06-02,102.918,104.253,101.839,103.791,6191661.0
2010-06-03,105.589,106.823,104.87,105.692,8565085.0
2010-06-04,105.332,107.85,103.02,103.174,18799014.0
2010-06-05,105.332,107.85,103.02,103.174,18799014.0
2010-06-06,105.332,107.85,103.02,103.174,18799014.0
2010-06-07,102.455,103.637,100.194,100.914,9502789.0
2010-06-08,102.095,102.455,97.009,97.831,15042945.0
2010-06-09,98.704,99.578,96.187,99.115,9851735.0
2010-06-10,97.882,100.811,97.317,100.092,9972836.0
2010-06-11,100.708,103.277,99.783,102.301,9684055.0
2010-06-12,100.708,103.277,99.783,102.301,9684055.0
2010-06-13,100.708,103.277,99.783,102.301,9684055.0
2010-06-14,104.819,105.898,103.226,105.898,8032488.0
2010-06-15,104.716,109.597,104.716,109.392,11160950.0
2010-06-16,109.597,110.984,107.953,108.364,8556621.0
2010-06-17,108.621,110.676,108.004,109.494,8041030.0
2010-06-18,110.111,110.676,109.289,110.06,10710491.0
2010-06-19,110.111,110.676,109.289,110.06,10710491.0
2010-06-20,110.111,110.676,109.289,110.06,10710491.0
2010-06-21,111.961,112.988,109.392,109.854,7880902.0
2010-06-22,109.957,111.036,108.724,110.162,12983932.0
2010-06-23,108.261,110.625,108.261,109.135,7689773.0
2010-06-24,110.471,110.471,106.823,106.823,4185506.0
2010-06-25,107.028,108.467,106.206,106.463,8821690.0
2010-06-26,107.028,108.467,106.206,106.463,8821690.0
2010-06-27,107.028,108.467,106.206,106.463,8821690.0
2010-06-28,106.977,108.364,105.435,107.593,5644597.0
2010-06-29,106.977,106.977,101.222,101.222,12046745.0
2010-06-30,100.914,102.352,100.451,100.708,7062317.0
2010-07-01,100.04,101.273,95.313,95.827,16065239.0
2010-07-02,97.471,97.882,96.341,96.803,14323558.0
2010-07-03,97.471,97.882,96.341,96.803,14323558.0
2010-07-04,97.471,97.882,96.341,96.803,14323558.0
2010-07-05,97.471,97.471,95.313,95.878,11997599.0
2010-07-06,96.084,100.451,95.775,100.4,19132047.0
2010-07-07,99.064,102.25,98.293,102.25,9226822.0
2010-07-08,104.151,105.538,103.02,105.538,15383935.0
2010-07-09,105.589,106.668,104.356,106.206,7398239.0
2010-07-10,105.589,106.668,104.356,106.206,7398239.0
2010-07-11,105.589,106.668,104.356,106.206,7398239.0
2010-07-12,105.898,107.439,104.819,105.178,11233353.0
2010-07-13,105.898,109.032,104.87,106.36,23773659.0
2010-07-14,106.155,107.285,105.692,106.823,14787979.0
2010-07-15,107.182,107.336,103.791,104.613,10344053.0
2010-07-16,106.36,108.878,103.945,104.716,10756024.0
2010-07-17,106.36,108.878,103.945,104.716,10756024.0
2010-07-18,106.36,108.878,103.945,104.716,10756024.0
2010-07-19,105.127,105.589,102.969,103.74,7286311.0
2010-07-20,104.048,104.921,101.684,102.455,8100894.0
2010-07-21,105.949,107.953,102.301,107.953,12781765.0
2010-07-22,107.747,111.755,107.079,111.755,10822205.0
2010-07-23,111.755,113.554,111.396,113.348,8555899.0
2010-07-24,111.755,113.554,111.396,113.348,8555899.0
2010-07-25,111.755,113.554,111.396,113.348,8555899.0
2010-07-26,113.708,114.889,111.858,114.889,9863852.0
2010-07-27,114.838,115.763,113.297,115.352,9995890.0
2010-07-28,116.482,117.15,112.475,113.04,11045865.0
2010-07-29,112.526,115.146,110.83,110.984,12210841.0
2010-07-30,112.988,114.581,110.573,112.834,15818728.0
2010-07-31,112.988,114.581,110.573,112.834,15818728.0
2010-08-01,112.988,114.581,110.573,112.834,15818728.0
2010-08-02,114.53,118.64,111.807,118.64,16216556.0
2010-08-03,117.87,121.261,117.253,121.261,11625218.0
2010-08-04,121.415,122.391,119.514,119.771,12331277.0
2010-08-05,120.233,120.798,118.486,118.486,8333827.0
2010-08-06,119.514,120.49,117.15,117.613,6688884.0
2010-08-07,119.514,120.49,117.15,117.613,6688884.0
2010-08-08,119.514,120.49,117.15,117.613,6688884.0
2010-08-09,119.411,120.593,118.178,119.925,6029523.0
2010-08-10,119.257,119.925,116.431,116.842,7559158.0
2010-08-11,116.38,118.127,111.652,111.652,11026758.0
2010-08-12,112.063,113.348,109.649,109.854,11187913.0
2010-08-13,109.546,113.245,109.546,110.779,5743139.0
2010-08-14,109.546,113.245,109.546,110.779,5743139.0
2010-08-15,109.546,113.245,109.546,110.779,5743139.0
2010-08-16,111.396,112.731,110.008,111.087,6914877.0
2010-08-17,112.012,113.965,111.961,113.656,11743522.0
2010-08-18,112.218,116.739,112.218,115.866,7557994.0
2010-08-19,116.071,118.538,115.301,116.174,11950777.0
2010-08-20,115.609,116.688,112.937,112.937,8458393.0
2010-08-21,115.609,116.688,112.937,112.937,8458393.0
2010-08-22,115.609,116.688,112.937,112.937,8458393.0
2010-08-23,112.731,115.969,112.577,114.581,8810548.0
2010-08-24,113.656,114.324,110.573,110.728,14698597.0
2010-08-25,111.55,111.55,107.234,107.234,12430119.0
2010-08-26,107.439,110.984,106.977,108.21,11436679.0
2010-08-27,109.905,110.779,106.874,107.799,10090828.0
2010-08-28,109.905,110.779,106.874,107.799,10090828.0
2010-08-29,109.905,110.779,106.874,107.799,10090828.0
2010-08-30,109.905,110.779,106.874,107.799,10090828.0
2010-08-31,106.874,109.032,106.463,108.415,14981512.0
2010-09-01,109.34,113.605,107.131,113.04,11267244.0
2010-09-02,112.012,114.633,112.012,113.862,9884323.0
2010-09-03,113.245,116.277,113.194,114.581,9267959.0
2010-09-04,113.245,116.277,113.194,114.581,9267959.0
2010-09-05,113.245,116.277,113.194,114.581,9267959.0
2010-09-06,115.969,116.431,113.348,113.451,5952243.0
2010-09-07,114.016,116.739,112.372,116.636,10422321.0
2010-09-08,116.431,117.356,115.146,116.996,5838071.0
2010-09-09,117.356,118.538,115.095,118.538,11218570.0
2010-09-10,118.332,120.233,118.075,120.079,9266651.0
2010-09-11,118.332,120.233,118.075,120.079,9266651.0
2010-09-12,118.332,120.233,118.075,120.079,9266651.0
2010-09-13,120.285,122.597,119.719,120.747,10388065.0
2010-09-14,121.107,122.288,119.206,120.747,7190642.0
2010-09-15,120.747,121.055,119.771,120.439,10445558.0
2010-09-16,120.85,121.569,119.0,120.439,7725676.0
2010-09-17,120.747,123.933,120.541,121.261,15003474.0
2010-09-18,120.747,123.933,120.541,121.261,15003474.0
2010-09-19,120.747,123.933,120.541,121.261,15003474.0
2010-09-20,122.186,124.395,120.901,124.395,9822954.0
2010-09-21,122.802,125.937,122.802,124.755,12758007.0
2010-09-22,125.731,125.731,122.134,123.316,12446837.0
2010-09-23,124.549,124.549,121.723,123.162,17586544.0
2010-09-24,122.905,125.32,121.929,125.32,9008106.0
2010-09-25,122.905,125.32,121.929,125.32,9008106.0
2010-09-26,122.905,125.32,121.929,125.32,9008106.0
2010-09-27,125.474,126.091,124.549,125.166,11425818.0
2010-09-28,125.32,126.193,123.265,125.988,10383611.0
2010-09-29,126.81,127.221,123.984,126.399,12628406.0
2010-09-30,126.245,126.707,124.601,124.755,11688981.0
2010-10-01,124.652,126.296,124.344,124.806,6925648.0
2010-10-02,124.652,126.296,124.344,124.806,6925648.0
2010-10-03,124.652,126.296,124.344,124.806,6925648.0
2010-10-04,124.652,125.834,122.751,122.854,12457466.0
2010-10-05,123.367,131.023,122.34,130.818,24741696.0
2010-10-06,131.845,137.96,131.28,136.727,23670225.0
2010-10-07,136.675,137.6,133.027,134.312,13080345.0
2010-10-08,134.774,135.905,131.948,135.75,12075059.0
2010-10-09,134.774,135.905,131.948,135.75,12075059.0
2010-10-10,134.774,135.905,131.948,135.75,12075059.0
2010-10-11,135.802,137.908,134.877,137.908,6139853.0
2010-10-12,136.162,139.964,136.162,139.142,12422588.0
2010-10-13,140.272,143.869,139.758,141.3,22480568.0
2010-10-14,142.276,142.379,138.063,140.632,10222713.0
2010-10-15,142.07,143.252,140.375,142.225,9282041.0
2010-10-16,142.07,143.252,140.375,142.225,9282041.0
2010-10-17,142.07,143.252,140.375,142.225,9282041.0
2010-10-18,142.07,145.153,140.734,145.153,9172089.0
2010-10-19,146.643,146.849,143.56,143.56,15288147.0
2010-10-20,143.149,144.331,141.402,142.893,12104217.0
2010-10-21,143.869,149.007,143.869,144.228,22730355.0
2010-10-22,142.893,146.849,142.893,145.616,5666259.0
2010-10-23,142.893,146.849,142.893,145.616,5666259.0
2010-10-24,142.893,146.849,142.893,145.616,5666259.0
2010-10-25,147.414,148.288,145.821,145.821,6648552.0
2010-10-26,145.77,146.13,142.225,143.817,7499469.0
2010-10-27,145.41,146.489,142.636,142.841,11993098.0
2010-10-28,144.948,144.948,142.276,144.228,10634011.0
2010-10-29,146.386,146.438,138.988,139.09,36622854.0
2010-10-30,146.386,146.438,138.988,139.09,36622854.0
2010-10-31,146.386,146.438,138.988,139.09,36622854.0
2010-11-01,138.936,142.07,137.497,137.754,9571384.0
2010-11-02,137.446,140.529,136.316,140.272,9819319.0
2010-11-03,140.991,143.304,139.553,140.837,14050457.0
2010-11-04,142.225,147.928,141.351,146.952,25855731.0
2010-11-05,146.489,147.825,143.972,144.691,5703405.0
2010-11-06,146.489,147.825,143.972,144.691,5703405.0
2010-11-07,146.489,147.825,143.972,144.691,5703405.0
2010-11-08,143.972,145.616,142.533,143.509,5236501.0
2010-11-09,143.098,144.126,142.122,142.995,4880439.0
2010-11-10,142.173,144.537,139.655,140.169,15498863.0
2010-11-11,139.45,139.861,134.671,135.75,20947451.0
2010-11-12,132.77,138.731,132.77,136.367,12514187.0
2010-11-13,132.77,138.731,132.77,136.367,12514187.0
2010-11-14,132.77,138.731,132.77,136.367,12514187.0
2010-11-15,135.699,139.399,134.312,138.936,9372615.0
2010-11-16,138.679,138.679,132.565,133.336,9862144.0
2010-11-17,133.695,135.494,132.668,134.312,9234175.0
2010-11-18,137.703,140.786,137.189,140.221,14668996.0
2010-11-19,140.632,141.608,138.628,138.936,17778615.0
2010-11-20,140.632,141.608,138.628,138.936,17778615.0
2010-11-21,140.632,141.608,138.628,138.936,17778615.0
2010-11-22,139.81,141.094,136.521,136.521,11411375.0
2010-11-23,136.162,138.628,135.083,135.648,15390971.0
2010-11-24,135.905,141.505,134.363,140.478,11889535.0
2010-11-25,140.067,143.098,139.347,141.454,8528416.0
2010-11-26,140.991,141.659,138.011,139.707,4670668.0
2010-11-27,140.991,141.659,138.011,139.707,4670668.0
2010-11-28,140.991,141.659,138.011,139.707,4670668.0
2010-11-29,141.3,142.481,134.055,134.209,15891777.0
2010-11-30,134.826,136.059,131.075,131.332,20298234.0
2010-12-01,134.106,135.391,132.822,135.288,11459670.0
2010-12-02,135.545,142.276,135.545,142.276,15163341.0
2010-12-03,141.094,143.458,139.142,139.553,12974349.0
2010-12-04,141.094,143.458,139.142,139.553,12974349.0
2010-12-05,141.094,143.458,139.142,139.553,12974349.0
2010-12-06,138.988,140.734,137.652,140.015,5397125.0
2010-12-07,139.347,140.529,137.189,138.474,18718249.0
2010-12-08,138.679,140.58,138.217,139.758,13274078.0
2010-12-09,141.3,143.047,137.806,140.323,20419458.0
2010-12-10,141.351,141.711,140.118,140.94,6477562.0
2010-12-11,141.351,141.711,140.118,140.94,6477562.0
2010-12-12,141.351,141.711,140.118,140.94,6477562.0
2010-12-13,142.379,144.126,141.351,142.841,6915969.0
2010-12-14,143.715,144.331,141.608,142.841,10263242.0
2010-12-15,142.43,142.43,139.09,139.964,11946262.0
2010-12-16,140.632,140.632,138.268,138.731,9470426.0
2010-12-17,138.782,140.118,137.857,138.833,10293296.0
2010-12-18,138.782,140.118,137.857,138.833,10293296.0
2010-12-19,138.782,140.118,137.857,138.833,10293296.0
2010-12-20,135.648,138.063,134.774,136.264,8859679.0
2010-12-21,137.343,139.347,136.932,137.908,4526832.0
2010-12-22,137.395,140.837,137.395,140.58,17428675.0
2010-12-23,140.991,141.505,140.118,140.375,2762730.0
2010-12-24,140.169,141.762,140.169,141.762,310109.0
2010-12-25,140.169,141.762,140.169,141.762,310109.0
2010-12-26,140.169,141.762,140.169,141.762,310109.0
2010-12-27,140.169,141.762,140.169,141.762,310109.0
2010-12-28,140.169,141.762,140.169,141.762,310109.0
2010-12-29,141.814,141.968,139.501,140.991,5172554.0
2010-12-30,141.454,141.814,140.221,140.632,3297673.0
2010-12-31,140.632,140.683,138.731,140.015,2075445.0
2011-01-01,140.632,140.683,138.731,140.015,2075445.0
2011-01-02,140.632,140.683,138.731,140.015,2075445.0
2011-01-03,140.632,140.683,138.731,140.015,2075445.0
2011-01-04,141.3,147.26,139.553,146.9,20096209.0
2011-01-05,147.979,149.264,145.821,147.774,14708377.0
2011-01-06,147.825,155.121,147.209,154.248,20549021.0
2011-01-07,154.351,157.896,153.529,156.714,26919453.0
2011-01-08,154.351,157.896,153.529,156.714,26919453.0
2011-01-09,154.351,157.896,153.529,156.714,26919453.0
2011-01-10,156.252,156.252,152.758,153.015,18107293.0
2011-01-11,153.94,155.43,153.066,154.402,11731098.0
2011-01-12,154.453,157.742,154.453,155.943,17144643.0
2011-01-13,154.145,155.173,152.963,153.888,12695924.0
2011-01-14,153.94,155.687,149.367,151.422,17234902.0
2011-01-15,153.94,155.687,149.367,151.422,17234902.0
2011-01-16,153.94,155.687,149.367,151.422,17234902.0
2011-01-17,151.473,153.94,148.956,152.604,11208954.0
2011-01-18,152.655,156.663,152.09,154.196,17457316.0
2011-01-19,153.631,153.631,147.722,147.722,24577892.0
2011-01-20,146.438,146.695,141.454,145.153,62525171.0
2011-01-21,146.438,146.695,141.454,145.153,62525171.0
2011-01-22,146.438,146.695,141.454,145.153,62525171.0
2011-01-23,146.438,146.695,141.454,145.153,62525171.0
2011-01-24,148.031,148.493,145.41,146.438,166991267.0
2011-01-25,146.181,146.386,141.3,141.3,52104110.0
2011-01-26,143.869,144.074,140.58,142.738,25404934.0
2011-01-27,142.738,144.742,138.936,138.936,26370929.0
2011-01-28,138.679,138.679,134.003,134.106,22700659.0
2011-01-29,138.679,138.679,134.003,134.106,22700659.0
2011-01-30,138.679,138.679,134.003,134.106,22700659.0
2011-01-31,132.924,133.798,128.197,131.743,32166558.0
2011-02-01,131.64,136.162,131.64,133.695,33524857.0
2011-02-02,133.695,135.905,128.197,133.13,29029369.0
2011-02-03,133.592,134.106,128.763,133.644,20349485.0
2011-02-04,133.233,134.62,131.28,132.873,9256182.0
2011-02-05,133.233,134.62,131.28,132.873,9256182.0
2011-02-06,133.233,134.62,131.28,132.873,9256182.0
2011-02-07,131.537,137.446,131.537,136.675,15366977.0
2011-02-08,138.063,139.347,136.162,137.754,25480971.0
2011-02-09,139.039,139.039,132.924,133.387,22742346.0
2011-02-10,129.431,131.023,124.549,128.968,57901288.0
2011-02-11,127.221,129.996,125.731,127.94,20686774.0
2011-02-12,127.221,129.996,125.731,127.94,20686774.0
2011-02-13,127.221,129.996,125.731,127.94,20686774.0
2011-02-14,127.632,128.454,124.601,125.885,20494603.0
2011-02-15,125.988,127.427,124.19,126.861,16156810.0
2011-02-16,127.17,130.869,126.861,130.098,24515041.0
2011-02-17,130.51,131.28,128.197,129.482,25435226.0
2011-02-18,128.557,129.482,126.656,126.656,14650989.0
2011-02-19,128.557,129.482,126.656,126.656,14650989.0
2011-02-20,128.557,129.482,126.656,126.656,14650989.0
2011-02-21,125.114,126.605,123.059,123.059,15782879.0
2011-02-22,120.285,123.213,118.178,122.391,35342967.0
2011-02-23,120.747,122.597,119.206,120.439,39389385.0
2011-02-24,118.692,118.692,115.198,116.225,54453441.0
2011-02-25,117.561,119.36,115.352,115.403,39667793.0
2011-02-26,117.561,119.36,115.352,115.403,39667793.0
2011-02-27,117.561,119.36,115.352,115.403,39667793.0
2011-02-28,115.609,117.048,114.53,115.352,21922051.0
2011-03-01,117.15,118.692,114.067,114.478,33903411.0
2011-03-02,112.526,117.972,112.526,116.225,37373579.0
2011-03-03,117.921,120.182,116.945,120.028,20391931.0
2011-03-04,121.261,122.186,116.02,116.534,16305554.0
2011-03-05,121.261,122.186,116.02,116.534,16305554.0
2011-03-06,121.261,122.186,116.02,116.534,16305554.0
2011-03-07,115.609,119.976,114.992,118.435,16646971.0
2011-03-08,119.206,119.822,116.38,117.459,22793074.0
2011-03-09,119.719,122.391,118.949,119.514,36361536.0
2011-03-10,117.459,120.13,117.356,119.719,22246581.0
2011-03-11,119.257,120.747,117.15,119.771,13750692.0
2011-03-12,119.257,120.747,117.15,119.771,13750692.0
2011-03-13,119.257,120.747,117.15,119.771,13750692.0
2011-03-14,118.589,121.004,117.972,118.075,18429547.0
2011-03-15,115.763,117.459,112.372,113.399,23382635.0
2011-03-16,113.862,115.506,108.518,109.392,20154338.0
2011-03-17,110.111,112.526,109.032,112.218,15794592.0
2011-03-18,112.526,115.455,110.471,112.577,44378561.0
2011-03-19,112.526,115.455,110.471,112.577,44378561.0
2011-03-20,112.526,115.455,110.471,112.577,44378561.0
2011-03-21,113.965,114.53,112.166,114.478,11433804.0
2011-03-22,113.245,115.814,112.834,114.016,15604935.0
2011-03-23,113.04,113.297,110.728,110.984,18500045.0
2011-03-24,111.19,115.609,110.419,115.352,13627838.0
2011-03-25,115.609,118.846,115.301,117.561,19216209.0
2011-03-26,115.609,118.846,115.301,117.561,19216209.0
2011-03-27,115.609,118.846,115.301,117.561,19216209.0
2011-03-28,117.202,118.692,117.15,117.664,7972417.0
2011-03-29,118.281,118.897,116.945,118.846,12628863.0
2011-03-30,119.668,120.49,118.538,119.462,16954833.0
2011-03-31,120.182,120.233,115.763,116.636,42423280.0
2011-04-01,117.15,118.538,114.889,116.482,12638963.0
2011-04-02,117.15,118.538,114.889,116.482,12638963.0
2011-04-03,117.15,118.538,114.889,116.482,12638963.0
2011-04-04,115.66,116.842,115.095,115.249,14222311.0
2011-04-05,114.633,115.095,112.629,113.554,12842110.0
2011-04-06,114.427,115.609,113.04,114.992,16726359.0
2011-04-07,114.735,116.277,114.478,114.581,9525921.0
2011-04-08,115.609,115.609,111.447,111.704,21187625.0
2011-04-09,115.609,115.609,111.447,111.704,21187625.0
2011-04-10,115.609,115.609,111.447,111.704,21187625.0
2011-04-11,111.498,112.269,110.573,110.728,9343147.0
2011-04-12,110.676,115.763,110.111,115.66,18378789.0
2011-04-13,116.328,117.407,114.735,116.38,7281947.0
2011-04-14,115.146,116.225,113.913,115.814,7381383.0
2011-04-15,116.431,116.636,115.044,115.66,9420526.0
2011-04-16,116.431,116.636,115.044,115.66,9420526.0
2011-04-17,116.431,116.636,115.044,115.66,9420526.0
2011-04-18,116.123,116.123,111.19,111.498,13003047.0
2011-04-19,112.372,114.941,111.755,113.913,9140692.0
2011-04-20,114.838,116.174,114.53,114.787,8617976.0
2011-04-21,115.969,115.969,112.68,112.886,8070605.0
2011-04-22,115.969,115.969,112.68,112.886,8070605.0
2011-04-23,115.969,115.969,112.68,112.886,8070605.0
