tick,dw_score,dw_date
TPB,2,2016-05-11
TPB,0,2016-06-06
TPB,2,2016-06-20
TPB,1,2016-08-10
TPB,4,2016-08-15
TPB,5,2016-08-26
TPB,4,2016-09-26
TPB,3,2016-09-27
TPB,5,2016-11-09
TPB,4,2016-11-17
TPB,3,2016-12-19
TPB,2,2016-12-20
TPB,3,2017-03-20
TPB,4,2017-04-10
TPB,5,2017-10-12
TPB,4,2018-11-13
TPB,3,2018-11-14
TPB,4,2019-01-31
TPB,5,2019-02-01
TPB,4,2019-04-25
TPB,5,2019-05-01
TPB,3,2019-07-25
TPB,2,2019-07-31
TPB,1,2019-09-09
TPB,0,2019-09-10
TPB,2,2019-11-06
TPB,1,2020-01-30
TPB,0,2020-01-31
TPB,2,2020-02-26
TPB,1,2020-03-12
TPB,0,2020-03-16
TPB,1,2020-03-24
TPB,3,2020-03-25
TPB,2,2020-04-20
TPB,3,2020-07-13
TPB,4,2020-07-15
TPB,5,2020-09-15
TPB,3,2020-10-01
TPB,4,2020-10-26
TPB,5,2020-10-27
TPB,4,2021-03-04
TPB,3,2021-04-15
TPB,2,2021-04-20
TPB,4,2021-07-27
TPB,3,2021-09-17
TPB,1,2021-10-26
TPB,0,2021-12-10
TPB,1,2023-07-11
TPB,2,2023-08-07
TPB,3,2024-03-06
