tick,dw_score,dw_date
FHB,2,12/13/23
FHB,1,7/19/23
FHB,0,3/13/23
FHB,1,8/2/21
FHB,2,11/9/20
FHB,0,7/9/20
FHB,1,6/8/20
FHB,0,4/1/20
FHB,1,3/25/20
FHB,2,3/18/20
FHB,0,2/28/20
FHB,1,11/7/19
FHB,0,8/18/17
FHB,1,5/17/17
FHB,2,8/18/16
FHB,1,8/5/16
FHB,0,8/4/16
