tick,dw_score,dw_date
BGS,0,2007-05-23
BGS,1,2007-07-27
BGS,0,2007-11-09
BGS,1,2008-03-20
BGS,2,2008-03-25
BGS,1,2008-04-09
BGS,0,2008-04-15
BGS,1,2008-06-02
BGS,2,2008-06-12
BGS,0,2008-08-12
BGS,2,2008-10-31
BGS,1,2009-01-15
BGS,0,2009-02-20
BGS,1,2009-03-12
BGS,2,2009-03-16
BGS,5,2009-04-29
BGS,4,2009-09-15
BGS,3,2009-10-06
BGS,4,2010-05-04
BGS,5,2010-05-19
BGS,4,2012-04-09
BGS,5,2012-06-11
BGS,4,2013-04-02
BGS,3,2013-04-10
BGS,2,2014-02-13
BGS,4,2015-09-03
BGS,3,2016-03-22
BGS,2,2016-04-07
BGS,4,2016-04-29
BGS,5,2016-05-12
BGS,4,2016-11-10
BGS,3,2017-03-16
BGS,2,2017-07-05
BGS,1,2017-07-10
BGS,0,2018-01-12
BGS,1,2018-05-25
BGS,2,2018-05-30
BGS,1,2018-09-27
BGS,0,2018-10-01
BGS,1,2018-12-12
BGS,2,2018-12-13
BGS,4,2018-12-24
BGS,3,2019-01-24
BGS,2,2019-01-25
BGS,1,2019-02-25
BGS,0,2019-02-27
BGS,1,2020-02-26
BGS,2,2020-03-02
BGS,3,2020-03-20
BGS,1,2020-04-07
BGS,2,2020-05-06
BGS,5,2020-05-12
BGS,4,2020-11-09
BGS,3,2020-11-16
BGS,4,2021-01-25
BGS,5,2021-01-26
BGS,3,2021-02-02
BGS,2,2021-04-08
BGS,1,2021-07-14
BGS,0,2021-07-30
BGS,1,2022-06-17
BGS,0,2022-09-02
BGS,1,2023-01-12
BGS,2,2023-01-17
BGS,1,2023-02-09
BGS,0,2023-02-14
BGS,4,2023-03-01
BGS,3,2023-05-19
BGS,2,2023-07-10
BGS,1,2023-09-11
BGS,0,2023-09-13
BGS,2,2023-12-14
BGS,0,2024-05-09
