tick,dw_score,dw_date
RUSHA,5,12/19/23
RUSHA,4,10/25/23
RUSHA,5,12/5/22
RUSHA,4,9/1/22
RUSHA,5,6/9/22
RUSHA,4,4/8/22
RUSHA,5,3/7/22
RUSHA,4,11/19/21
RUSHA,3,10/22/21
RUSHA,2,6/25/21
RUSHA,3,6/18/21
RUSHA,5,3/30/21
RUSHA,4,2/4/21
RUSHA,5,7/23/20
RUSHA,4,4/29/20
RUSHA,3,3/9/20
RUSHA,4,2/13/20
RUSHA,5,12/12/19
RUSHA,4,10/29/19
RUSHA,3,10/22/19
RUSHA,2,9/9/19
RUSHA,1,7/18/19
RUSHA,2,6/19/19
RUSHA,3,5/31/19
RUSHA,4,2/14/19
RUSHA,2,10/10/18
RUSHA,3,2/15/18
RUSHA,5,10/26/17
RUSHA,3,2/17/17
RUSHA,2,6/6/16
RUSHA,0,12/11/15
RUSHA,1,1/6/15
RUSHA,2,12/19/14
RUSHA,3,12/18/14
RUSHA,4,10/31/14
RUSHA,3,9/26/12
RUSHA,2,9/24/12
RUSHA,1,7/11/12
RUSHA,2,4/23/12
RUSHA,3,3/30/12
RUSHA,4,12/28/11
RUSHA,3,12/21/11
RUSHA,2,10/25/11
RUSHA,1,10/3/11
RUSHA,2,9/28/11
RUSHA,3,4/6/10
RUSHA,1,11/12/09
RUSHA,2,7/7/09
RUSHA,3,6/10/09
RUSHA,4,5/19/09
RUSHA,5,4/30/09
RUSHA,4,4/2/09
RUSHA,3,3/23/09
RUSHA,2,3/3/09
RUSHA,4,3/2/09
RUSHA,5,2/6/09
RUSHA,4,12/1/08
RUSHA,3,11/25/08
RUSHA,2,11/17/08
RUSHA,3,10/31/08
RUSHA,2,10/21/08
RUSHA,3,10/8/08
RUSHA,4,10/6/08
RUSHA,5,9/11/08
RUSHA,4,9/9/08
RUSHA,3,6/17/08
RUSHA,4,3/3/08
RUSHA,5,5/22/07
RUSHA,4,5/11/07
RUSHA,3,9/7/06
RUSHA,4,9/6/06
RUSHA,5,10/11/05
RUSHA,4,6/10/05
RUSHA,5,10/18/04
RUSHA,4,8/27/04
RUSHA,5,12/15/03
RUSHA,3,11/17/03
RUSHA,5,9/29/03
RUSHA,4,7/25/03
RUSHA,3,5/2/03
RUSHA,2,2/6/03
RUSHA,0,1/2/03
RUSHA,1,11/22/02
RUSHA,2,9/12/02
RUSHA,0,7/25/02
RUSHA,1,7/12/02
RUSHA,0,7/11/02
