tick,dw_score,dw_date
DECK,0,1993-10-15
DECK,1,1994-02-18
DECK,0,1994-05-23
DECK,1,1994-08-18
DECK,0,1994-12-09
DECK,1,1995-01-03
DECK,0,1995-02-13
DECK,1,1995-03-28
DECK,2,1995-04-12
DECK,3,1995-04-28
DECK,2,1995-05-09
DECK,1,1995-05-22
DECK,0,1995-06-01
DECK,1,1995-11-28
DECK,0,1995-12-13
DECK,1,1996-01-08
DECK,0,1996-02-08
DECK,1,1996-03-29
DECK,2,1996-05-20
DECK,1,1996-07-11
DECK,2,1996-08-28
DECK,1,1996-10-14
DECK,0,1996-11-06
DECK,1,1997-04-24
DECK,0,1997-06-16
DECK,2,1997-10-09
DECK,0,1997-12-22
DECK,1,1998-10-01
DECK,0,1998-10-13
DECK,2,1998-10-14
DECK,0,1998-10-23
DECK,2,1998-12-29
DECK,1,1999-03-02
DECK,0,1999-03-03
DECK,2,1999-03-22
DECK,0,1999-03-23
DECK,1,1999-03-24
DECK,2,1999-03-26
DECK,0,1999-04-12
DECK,2,1999-04-22
DECK,4,1999-04-28
DECK,2,1999-05-03
DECK,3,1999-05-24
DECK,4,1999-05-25
DECK,2,1999-06-03
DECK,4,1999-06-07
DECK,2,1999-06-11
DECK,3,1999-08-12
DECK,4,1999-09-21
DECK,3,1999-09-30
DECK,2,1999-10-06
DECK,1,1999-12-30
DECK,3,2000-01-13
DECK,4,2000-02-14
DECK,2,2000-03-01
DECK,3,2000-03-21
DECK,4,2000-03-22
DECK,2,2000-04-19
DECK,1,2000-05-30
DECK,3,2000-07-25
DECK,4,2000-08-14
DECK,2,2000-09-13
DECK,1,2001-01-29
DECK,3,2001-06-04
DECK,1,2001-07-13
DECK,2,2001-07-31
DECK,3,2001-08-02
DECK,4,2001-08-03
DECK,3,2001-08-16
DECK,4,2001-09-17
DECK,2,2001-11-06
DECK,1,2001-12-04
DECK,4,2002-01-14
DECK,3,2002-04-17
DECK,2,2002-05-17
DECK,1,2002-07-02
DECK,2,2002-07-16
DECK,3,2002-07-18
DECK,2,2002-09-11
DECK,3,2002-09-30
DECK,1,2002-10-07
DECK,0,2002-10-08
DECK,2,2003-01-21
DECK,3,2003-02-06
DECK,4,2003-02-10
DECK,3,2003-03-11
DECK,2,2003-03-17
DECK,4,2003-04-24
DECK,5,2003-05-13
DECK,4,2004-05-14
DECK,5,2004-07-13
DECK,4,2005-01-24
DECK,3,2005-01-25
DECK,2,2005-04-25
DECK,3,2005-07-21
DECK,2,2005-09-21
DECK,1,2005-10-13
DECK,2,2005-11-29
DECK,3,2005-11-30
DECK,4,2005-12-09
DECK,5,2007-02-28
DECK,4,2008-01-25
DECK,3,2008-01-28
DECK,4,2008-04-17
DECK,5,2008-04-18
DECK,2,2008-08-01
DECK,3,2008-09-19
DECK,2,2008-09-29
DECK,1,2008-10-08
DECK,3,2008-10-10
DECK,1,2008-10-28
DECK,0,2008-11-13
DECK,1,2008-12-04
DECK,3,2008-12-08
DECK,2,2009-01-14
DECK,0,2009-01-15
DECK,1,2009-03-26
DECK,2,2009-04-08
DECK,1,2009-05-08
DECK,0,2009-05-14
DECK,1,2009-06-04
DECK,2,2009-06-08
DECK,3,2009-06-09
DECK,2,2009-08-04
DECK,1,2009-08-05
DECK,2,2009-10-15
DECK,4,2009-10-23
DECK,5,2010-02-26
DECK,4,2011-01-21
DECK,5,2011-04-13
DECK,4,2011-06-02
DECK,5,2011-07-07
DECK,4,2011-08-08
DECK,3,2011-08-18
DECK,4,2011-09-13
DECK,5,2011-09-19
DECK,3,2011-12-15
DECK,2,2011-12-22
DECK,1,2011-12-29
DECK,0,2012-09-19
DECK,1,2012-11-26
DECK,2,2012-12-03
DECK,1,2012-12-19
DECK,0,2013-01-17
DECK,2,2013-03-04
DECK,3,2013-03-20
DECK,5,2013-03-27
DECK,4,2013-06-21
DECK,3,2013-06-24
DECK,4,2013-09-26
DECK,5,2013-10-01
DECK,4,2014-02-28
DECK,5,2014-04-04
DECK,4,2014-04-11
DECK,5,2014-04-25
DECK,4,2014-10-02
DECK,5,2014-11-17
DECK,4,2015-01-15
DECK,2,2015-01-20
DECK,1,2015-10-23
DECK,0,2015-11-16
DECK,1,2016-02-26
DECK,0,2016-05-17
DECK,1,2016-07-08
DECK,3,2016-07-27
DECK,4,2016-08-15
DECK,3,2016-10-13
DECK,2,2016-10-21
DECK,3,2016-11-22
DECK,2,2016-12-22
DECK,0,2017-02-03
DECK,1,2017-03-27
DECK,2,2017-04-26
DECK,3,2017-05-03
DECK,4,2017-05-26
DECK,3,2017-09-12
DECK,5,2018-02-02
DECK,4,2019-01-11
DECK,5,2019-04-17
DECK,4,2019-08-14
DECK,3,2019-08-15
DECK,2,2019-09-17
DECK,3,2019-10-11
DECK,4,2020-01-24
DECK,5,2020-01-31
DECK,4,2020-03-06
DECK,3,2020-03-16
DECK,2,2020-03-18
DECK,3,2020-03-23
DECK,4,2020-05-18
DECK,5,2020-05-22
DECK,4,2020-11-16
DECK,5,2021-07-19
DECK,4,2021-10-08
DECK,3,2021-10-11
DECK,4,2021-10-29
DECK,5,2021-11-17
DECK,4,2021-12-17
DECK,3,2021-12-20
DECK,2,2022-01-10
DECK,1,2022-01-25
DECK,2,2022-05-20
DECK,3,2022-06-24
DECK,2,2022-07-05
DECK,3,2022-07-07
DECK,4,2022-07-18
DECK,3,2022-09-30
DECK,4,2022-10-06
DECK,3,2022-11-08
DECK,4,2022-11-18
DECK,5,2023-01-18
