tick,dw_score,dw_date
MBUU,0,2014-02-03
MBUU,1,2014-03-05
MBUU,2,2014-03-06
MBUU,0,2014-06-02
MBUU,1,2014-08-27
MBUU,0,2014-10-08
MBUU,1,2015-01-13
MBUU,2,2015-01-30
MBUU,1,2015-07-27
MBUU,0,2015-08-19
MBUU,1,2015-12-03
MBUU,2,2015-12-07
MBUU,1,2016-01-28
MBUU,2,2016-03-31
MBUU,3,2016-04-22
MBUU,1,2016-05-04
MBUU,0,2016-05-10
MBUU,1,2016-11-03
MBUU,2,2016-11-07
MBUU,3,2016-11-10
MBUU,4,2017-02-06
MBUU,5,2017-02-09
MBUU,4,2018-01-09
MBUU,5,2018-02-09
MBUU,4,2018-07-27
MBUU,5,2018-08-30
MBUU,4,2018-10-29
MBUU,3,2018-12-13
MBUU,2,2018-12-14
MBUU,1,2019-07-11
MBUU,2,2019-10-04
MBUU,3,2019-10-28
MBUU,4,2019-11-07
MBUU,2,2020-03-09
MBUU,1,2020-03-25
MBUU,2,2020-04-23
MBUU,3,2020-04-27
MBUU,4,2020-05-11
MBUU,5,2020-05-18
MBUU,4,2020-08-25
MBUU,3,2020-09-04
MBUU,2,2020-09-21
MBUU,3,2020-10-05
MBUU,2,2020-11-10
MBUU,3,2020-11-23
MBUU,4,2020-12-22
MBUU,5,2021-01-13
MBUU,4,2021-04-21
MBUU,5,2021-04-23
MBUU,4,2021-05-04
MBUU,3,2021-05-24
MBUU,2,2021-06-04
MBUU,1,2021-06-15
MBUU,3,2021-07-20
MBUU,4,2021-08-04
MBUU,3,2021-08-19
MBUU,2,2021-08-31
MBUU,1,2021-09-02
MBUU,0,2021-10-20
MBUU,1,2021-11-04
MBUU,0,2021-11-30
MBUU,1,2022-01-03
MBUU,0,2022-01-14
MBUU,1,2022-02-01
MBUU,0,2022-03-07
MBUU,1,2022-05-10
MBUU,2,2022-05-13
MBUU,1,2022-05-20
MBUU,2,2022-05-24
MBUU,3,2022-07-27
MBUU,1,2022-09-09
MBUU,0,2022-10-04
MBUU,1,2022-11-10
MBUU,0,2022-12-22
MBUU,1,2023-01-31
MBUU,0,2023-03-13
MBUU,1,2023-05-03
MBUU,0,2023-05-11
MBUU,1,2023-06-07
MBUU,0,2023-08-17
MBUU,1,2023-12-14
MBUU,0,2024-01-30
