tick,dw_score,dw_date
UNP,0,1993-10-01
UNP,1,1995-08-04
UNP,2,1995-09-06
UNP,1,1997-09-29
UNP,2,1997-12-22
UNP,1,1998-02-26
UNP,0,1998-07-07
UNP,1,1998-08-25
UNP,2,1998-09-21
UNP,1,1998-12-14
UNP,0,1998-12-28
UNP,1,1999-02-04
UNP,2,1999-03-30
UNP,3,1999-04-28
UNP,4,1999-05-06
UNP,3,1999-07-29
UNP,2,1999-08-26
UNP,1,1999-12-03
UNP,0,1999-12-15
UNP,1,2000-05-23
UNP,0,2000-09-01
UNP,1,2000-10-31
UNP,2,2000-11-02
UNP,3,2000-11-09
UNP,2,2001-01-26
UNP,1,2001-09-19
UNP,2,2002-01-04
UNP,3,2002-07-01
UNP,4,2002-08-22
UNP,3,2003-02-25
UNP,2,2003-05-27
UNP,1,2003-07-08
UNP,2,2003-11-06
UNP,3,2005-12-29
UNP,4,2006-03-23
UNP,3,2008-10-10
UNP,4,2008-10-24
UNP,5,2008-10-29
UNP,4,2008-11-19
UNP,3,2008-12-03
UNP,2,2008-12-05
UNP,3,2009-03-03
UNP,4,2009-06-05
UNP,5,2009-07-22
UNP,4,2009-09-23
UNP,3,2009-10-27
UNP,4,2010-06-17
UNP,5,2010-09-07
UNP,4,2011-09-12
UNP,5,2011-10-06
UNP,4,2013-10-29
UNP,5,2014-10-24
UNP,4,2015-05-13
UNP,3,2015-07-23
UNP,2,2015-08-11
UNP,3,2016-01-20
UNP,4,2016-03-18
UNP,3,2016-06-24
UNP,4,2016-07-08
UNP,5,2016-10-07
UNP,4,2016-10-28
UNP,5,2016-11-14
UNP,4,2018-12-19
UNP,5,2019-01-24
UNP,4,2019-08-23
UNP,5,2019-09-13
UNP,4,2019-10-01
UNP,5,2019-10-22
UNP,4,2020-02-26
UNP,5,2020-04-23
UNP,3,2021-02-10
UNP,4,2021-12-03
UNP,5,2022-01-27
UNP,4,2022-05-19
UNP,3,2022-10-06
UNP,2,2022-10-25
UNP,1,2022-11-01
UNP,2,2023-06-14
