tick,dw_score,dw_date
MUR,3,4/1/24
MUR,2,1/25/24
MUR,3,12/6/23
MUR,4,8/16/23
MUR,3,7/12/23
MUR,2,5/12/23
MUR,3,2/1/23
MUR,4,12/8/22
MUR,5,10/4/22
MUR,4,8/29/22
MUR,3,8/22/22
MUR,2,6/23/22
MUR,3,6/22/22
MUR,4,5/26/22
MUR,3,5/10/22
MUR,4,5/9/22
MUR,5,1/11/22
MUR,4,12/20/21
MUR,5,9/28/21
MUR,4,7/15/21
MUR,5,5/10/21
MUR,4,5/7/21
MUR,3,4/21/21
MUR,4,4/5/21
MUR,5,2/24/21
MUR,4,2/22/21
MUR,3,1/22/21
MUR,4,1/6/21
MUR,3,12/4/20
MUR,2,11/19/20
MUR,1,9/8/20
MUR,2,9/3/20
MUR,3,6/24/20
MUR,4,6/8/20
MUR,3,6/5/20
MUR,2,4/13/20
MUR,1,3/24/20
MUR,0,3/10/20
MUR,1,3/9/20
MUR,2,3/6/20
MUR,3,2/27/20
MUR,4,1/30/20
MUR,5,12/23/19
MUR,4,12/12/19
MUR,3,11/15/19
MUR,2,11/5/19
MUR,1,11/4/19
MUR,0,10/16/19
MUR,1,9/16/19
MUR,0,8/23/19
MUR,1,6/7/19
MUR,2,12/20/18
MUR,3,12/10/18
MUR,4,10/11/18
MUR,3,6/20/18
MUR,2,4/18/18
MUR,1,2/16/18
MUR,2,12/22/17
MUR,1,11/6/17
MUR,0,3/8/17
MUR,2,2/14/17
MUR,3,11/30/16
MUR,2,9/29/16
MUR,1,9/14/16
MUR,2,7/28/16
MUR,3,6/16/16
MUR,4,4/12/16
MUR,3,3/4/16
MUR,1,3/3/16
MUR,0,2/19/16
MUR,1,2/5/16
MUR,0,9/8/14
MUR,1,8/12/14
MUR,2,2/5/14
MUR,3,10/16/12
MUR,0,5/4/12
MUR,1,1/10/12
MUR,0,6/8/11
MUR,1,6/7/11
MUR,2,5/12/11
MUR,3,12/21/10
MUR,2,9/3/10
MUR,1,7/1/10
MUR,2,6/21/10
MUR,1,12/8/09
MUR,2,12/4/09
MUR,3,7/27/09
MUR,2,6/22/09
MUR,3,4/17/09
MUR,4,3/13/09
MUR,2,3/4/09
MUR,1,2/20/09
MUR,2,1/2/09
MUR,1,12/12/08
MUR,2,10/2/08
MUR,3,7/17/08
MUR,4,7/8/08
MUR,5,3/27/08
MUR,4,1/18/08
MUR,5,12/26/07
MUR,4,12/6/07
MUR,3,11/27/07
MUR,4,10/1/07
MUR,3,7/10/07
MUR,2,11/30/06
MUR,1,9/11/06
MUR,2,9/6/06
MUR,3,6/30/06
MUR,2,6/28/06
MUR,1,6/13/06
MUR,2,6/2/06
MUR,1,3/20/06
MUR,2,3/17/06
MUR,3,2/10/06
MUR,4,2/9/06
MUR,5,1/17/06
MUR,4,12/27/05
MUR,3,10/13/05
MUR,4,4/18/05
MUR,5,9/24/03
MUR,4,4/29/03
MUR,5,3/10/03
MUR,4,11/13/02
MUR,5,10/15/02
MUR,4,7/31/02
MUR,3,7/22/02
MUR,4,7/12/02
MUR,5,8/10/01
MUR,4,4/9/01
MUR,3,4/2/01
MUR,2,3/29/01
MUR,1,2/9/01
MUR,0,10/30/00
MUR,1,10/27/00
MUR,2,10/25/00
MUR,3,10/13/99
MUR,2,10/12/99
MUR,1,4/29/99
MUR,0,8/4/98
MUR,1,2/18/97
MUR,2,12/19/96
MUR,1,6/6/95
MUR,2,4/25/94
MUR,1,10/4/93
MUR,0,10/1/93
