tick,dw_score,dw_date
POOL,0,1995-10-13
POOL,1,1996-01-30
POOL,0,1997-06-12
POOL,1,1997-09-05
POOL,2,1997-10-24
POOL,1,1997-12-02
POOL,2,1998-10-01
POOL,1,1998-10-08
POOL,3,1998-10-21
POOL,4,1998-10-28
POOL,3,1999-01-06
POOL,2,1999-02-22
POOL,5,1999-04-21
POOL,3,1999-08-16
POOL,4,1999-09-03
POOL,5,1999-09-07
POOL,4,2000-01-13
POOL,5,2000-01-28
POOL,4,2000-06-22
POOL,5,2000-07-24
POOL,3,2004-01-20
POOL,5,2004-04-22
POOL,4,2004-10-08
POOL,5,2005-04-26
POOL,4,2006-08-09
POOL,3,2006-08-24
POOL,2,2007-03-20
POOL,1,2007-09-17
POOL,0,2008-01-04
POOL,2,2008-01-30
POOL,0,2008-02-20
POOL,1,2008-07-14
POOL,2,2008-07-25
POOL,3,2008-07-28
POOL,4,2008-07-29
POOL,5,2008-09-19
POOL,4,2008-10-09
POOL,3,2009-03-10
POOL,2,2009-03-18
POOL,3,2009-04-17
POOL,5,2009-07-23
POOL,4,2009-08-14
POOL,3,2009-09-23
POOL,2,2009-09-25
POOL,1,2009-11-24
POOL,2,2010-04-19
POOL,3,2010-06-29
POOL,2,2010-08-18
POOL,1,2010-08-27
POOL,0,2010-08-31
POOL,1,2011-02-17
POOL,2,2011-04-20
POOL,3,2011-04-21
POOL,4,2011-08-19
POOL,5,2011-09-28
POOL,4,2014-06-19
POOL,3,2014-07-15
POOL,4,2015-03-13
POOL,5,2015-09-29
POOL,4,2016-01-15
POOL,5,2016-01-29
POOL,4,2017-07-20
POOL,5,2018-02-15
POOL,4,2020-03-12
POOL,3,2020-03-20
POOL,4,2020-04-01
POOL,5,2020-04-07
POOL,4,2020-04-14
POOL,3,2020-06-08
POOL,4,2020-06-25
POOL,5,2020-10-14
POOL,4,2020-11-09
POOL,3,2020-11-18
POOL,2,2021-02-11
POOL,1,2021-02-22
POOL,2,2021-04-01
POOL,3,2021-04-20
POOL,4,2021-05-03
POOL,3,2022-02-07
POOL,2,2022-02-22
POOL,1,2022-03-31
POOL,2,2022-04-21
POOL,1,2022-05-02
POOL,2,2022-06-09
POOL,1,2022-06-10
POOL,2,2022-07-20
POOL,1,2022-07-26
POOL,2,2022-08-12
POOL,1,2022-08-29
POOL,0,2022-10-20
POOL,1,2022-11-10
POOL,0,2022-12-15
POOL,1,2023-01-17
POOL,2,2023-02-02
POOL,1,2023-03-24
POOL,2,2023-05-03
POOL,1,2023-05-12
POOL,2,2023-06-15
POOL,1,2023-08-18
POOL,2,2023-10-17
POOL,1,2023-10-19
POOL,2,2023-11-15
POOL,1,2024-04-10
