tick,dw_score,dw_date
CC,1,2015-06-22
CC,0,2015-07-08
CC,1,2015-10-08
CC,0,2015-10-16
CC,2,2015-11-03
CC,0,2015-11-09
CC,1,2015-12-18
CC,0,2016-01-07
CC,1,2016-01-29
CC,2,2016-02-04
CC,3,2016-03-07
CC,5,2016-04-19
CC,4,2016-05-31
CC,3,2016-06-03
CC,5,2016-07-08
CC,4,2017-01-03
CC,5,2017-01-31
CC,4,2017-06-15
CC,3,2017-06-23
CC,4,2017-07-12
CC,5,2017-07-24
CC,4,2017-12-06
CC,3,2018-06-26
CC,2,2018-09-25
CC,0,2018-10-09
CC,2,2019-01-07
CC,0,2019-05-06
CC,1,2019-09-10
CC,2,2019-10-23
CC,1,2019-12-03
CC,0,2020-01-27
CC,2,2020-02-14
CC,3,2020-02-20
CC,1,2020-03-09
CC,0,2020-03-31
CC,2,2020-04-09
CC,3,2020-05-27
CC,4,2020-07-27
CC,5,2020-07-31
CC,4,2021-02-22
CC,3,2021-02-25
CC,4,2021-05-05
CC,5,2021-05-06
CC,4,2021-09-08
CC,3,2021-09-21
CC,4,2022-01-04
CC,5,2022-01-07
CC,3,2022-02-24
CC,1,2022-03-01
CC,0,2022-03-04
CC,1,2022-03-18
CC,2,2022-04-05
CC,5,2022-05-03
CC,4,2022-06-16
CC,3,2022-06-23
CC,2,2022-09-21
CC,3,2022-11-11
CC,4,2023-01-31
CC,3,2023-03-16
CC,2,2023-04-05
CC,5,2023-06-02
CC,4,2023-09-20
CC,3,2023-09-26
CC,2,2023-09-27
CC,1,2023-10-24
CC,0,2024-02-29
CC,2,2024-03-07
