tick,dw_score,dw_date
NMIH,0,2013-11-11
NMIH,1,2015-08-06
NMIH,0,2015-12-04
NMIH,2,2016-04-27
NMIH,3,2016-12-19
NMIH,4,2017-01-04
NMIH,5,2018-01-19
NMIH,3,2018-03-14
NMIH,4,2018-05-18
NMIH,5,2018-07-18
NMIH,3,2019-07-26
NMIH,4,2019-11-07
NMIH,5,2019-11-08
NMIH,4,2020-02-13
NMIH,3,2020-02-21
NMIH,2,2020-02-28
NMIH,1,2020-03-13
NMIH,0,2020-03-16
NMIH,1,2020-04-29
NMIH,2,2020-05-07
NMIH,3,2020-06-08
NMIH,2,2020-07-07
NMIH,0,2020-07-09
NMIH,1,2020-09-02
NMIH,3,2020-09-11
NMIH,4,2020-10-02
NMIH,5,2020-10-05
NMIH,4,2020-12-29
NMIH,3,2021-01-27
NMIH,2,2021-07-02
NMIH,1,2021-11-18
NMIH,0,2021-11-29
NMIH,1,2022-01-14
NMIH,2,2022-01-18
NMIH,3,2022-02-01
NMIH,2,2022-03-07
NMIH,1,2022-04-04
NMIH,0,2022-04-06
NMIH,1,2022-08-04
NMIH,2,2022-08-16
NMIH,3,2022-08-19
NMIH,4,2022-09-28
NMIH,5,2023-05-18
